0.0017697+0.00037413i,0.0023077+0.00023262i,0.0016645-0.00050697i,0.00079809-0.0013094i,-3.2861e-05-0.0012484i,-0.0013722+0.00053276i,-0.00097289+0.0021121i,0.00045267+0.0020311i,0.0014106+0.00092522i,0.0012168+0.00073375i,0.00033447+0.00035543i,0.00037435-0.00049215i,0.0006042-8.4293e-05i,0.00018748+0.00014413i,0.00032751+0.00016377i,0.00022878+0.00094172i,-0.00075398+0.00073361i,-0.0010804+5.7086e-05i,-0.00097259-0.00022233i,-0.001125-0.00018134i,-0.0014218+0.0001373i,-0.0015564+0.00029791i,-0.0014818+0.00026976i
0.60039+0.11305i,0.83733-0.050129i,0.60125-0.23129i,0.22254-0.19928i,0.15247-0.043879i,0.18037-0.00032246i,0.066887+0.008934i,-0.025651+0.066859i,-0.015051+0.080925i,0.013343+0.042612i,0.022134+0.007663i,0.015387-0.0082386i,0.004822-0.01678i,-0.0056672-0.034284i,-0.022515-0.049101i,-0.037036-0.042472i,-0.035248-0.021364i,-0.02505-0.0087022i,-0.02541-0.011015i,-0.035391-0.015998i,-0.038553-0.020167i,-0.029462-0.02352i,-0.018939-0.019496i
-0.50049+0.33313i,-0.59125+0.56499i,-0.38243+0.45695i,-0.17941+0.16154i,-0.18217+0.076129i,-0.17928+0.1446i,-0.11636+0.086436i,-0.0892-0.010782i,-0.069449-0.02168i,-0.038497+0.0015734i,-0.013451+0.0222i,0.0054356+0.022622i,0.016119+0.010793i,0.03119+0.0040208i,0.042513-0.0088987i,0.032197-0.025031i,0.0083965-0.031496i,-0.011715-0.025386i,-0.015501-0.020447i,-0.0067245-0.025667i,0.0030776-0.029856i,0.0082919-0.029588i,0.0085931-0.028508i
0.089761-0.51628i,-0.02239-0.69084i,-0.068466-0.4767i,-0.0025135-0.19933i,-0.031585-0.16464i,-0.15801-0.17709i,-0.13846-0.081367i,-0.015074-0.014038i,0.030635-0.015012i,0.01107-0.01828i,-0.007621-0.010859i,-0.0060505+0.0027323i,0.0079055+0.015814i,0.017624+0.031397i,0.024811+0.049936i,0.035048+0.055691i,0.042814+0.046864i,0.042387+0.033053i,0.041453+0.015427i,0.039904-0.0043214i,0.033883-0.0097999i,0.030585+0.00042912i,0.024768+0.0070376i
0.40048+0.40947i,0.73918+0.46273i,0.715+0.28455i,0.42461+0.10378i,0.26287+0.0086665i,0.20726-0.081643i,0.095768-0.10471i,0.012443-0.042644i,-0.00033578-0.0044355i,-0.0010205+0.0031188i,0.0062775+0.0061774i,0.0097871-0.0020093i,-0.0021095-0.0038704i,-0.012116+0.00088917i,-0.01436+0.0027134i,-0.013719+0.0066447i,-0.016616+0.016307i,-0.016779+0.024738i,-0.0039265+0.019605i,0.012039+0.0026416i,0.015263-0.011973i,0.0085467-0.013092i,0.0010733-0.0062884i
-0.48616-0.045932i,-0.71782+0.07599i,-0.53867+0.098075i,-0.21197-0.0029271i,-0.058867+0.0032228i,0.028946+0.067836i,0.09004+0.019624i,0.068605-0.04292i,0.04614-0.035742i,0.03947-0.018809i,0.021144-0.0021753i,0.013298+0.0083824i,0.0086577-0.00064019i,0.0029221-0.0066279i,0.0038823-0.0074374i,0.0047257-0.014681i,0.0018965-0.029243i,-0.011226-0.038135i,-0.023109-0.019965i,-0.016043+0.013079i,-0.0082771+0.03152i,-0.010453+0.027466i,-0.0079615+0.013853i
0.25292-0.28798i,0.27032-0.53128i,0.11651-0.43456i,0.010096-0.11874i,-0.020339-0.0042101i,-0.070529-0.02715i,-0.071536+0.002301i,-0.033191+0.024373i,-0.017791+0.023565i,-0.0063359+0.016025i,-0.0085033-0.001412i,-0.017534+0.0019721i,-0.012161+0.014411i,-0.014303+0.019607i,-0.023647+0.029208i,-0.021101+0.041638i,-0.0069224+0.043144i,0.0022451+0.028308i,-0.0067175+0.019058i,-0.018497+0.034109i,-0.013564+0.048879i,-0.00027616+0.045455i,0.0076675+0.033222i
0.08473+0.44109i,0.30491+0.77067i,0.45508+0.74738i,0.36789+0.43388i,0.19953+0.16928i,0.10161+0.032022i,0.033735-0.011404i,-0.0071885-0.005776i,-0.025367-0.01355i,-0.038991-0.01566i,-0.024348-0.0051774i,-0.0049724-0.0080705i,-0.008495-0.018958i,-0.026701-0.027534i,-0.042695-0.029443i,-0.049859-0.024627i,-0.055222-0.016488i,-0.052429-0.010468i,-0.039881-0.010111i,-0.027575-0.012676i,-0.011864-0.015669i,0.00041883-0.019256i,-0.0019058-0.01769i
-0.18399-0.16222i,-0.36363-0.18021i,-0.37764-0.039333i,-0.23004+0.06332i,-0.092314+0.069156i,-0.030875+0.10103i,-0.0052874+0.11327i,0.018606+0.090087i,0.047181+0.070093i,0.050878+0.041665i,0.029763+0.023211i,0.022856+0.013077i,0.026568-0.0090758i,0.026611-0.036387i,0.018798-0.058057i,0.0076612-0.06441i,0.0067408-0.059565i,0.010686-0.05543i,0.0028163-0.055619i,-0.017651-0.058425i,-0.037116-0.058404i,-0.044406-0.051822i,-0.036107-0.038245i
0.15774-0.12644i,0.17885-0.34921i,-0.055569-0.49876i,-0.33456-0.34452i,-0.38732-0.083421i,-0.27736+0.012973i,-0.16701+4.5536e-05i,-0.093615-0.010901i,-0.046032+0.00073131i,-0.01311+0.013824i,-0.0025046+0.013099i,-0.0085736+0.019999i,0.00030032+0.034634i,0.021188+0.031953i,0.032891+0.013575i,0.025904+0.0026318i,0.012457+0.009372i,0.016404+0.015153i,0.026457-0.0040419i,0.017494-0.028433i,0.0016301-0.02404i,-0.0019245-0.0021704i,0.00071685+0.011029i
-0.12926+0.18442i,-0.14635+0.35991i,0.029984+0.35778i,0.19967+0.10124i,0.15328-0.16847i,0.0081386-0.26769i,-0.045268-0.22106i,-0.001218-0.14542i,0.020795-0.11734i,-0.0053783-0.08125i,-0.012481-0.021563i,-0.0019069+0.012781i,-0.0049832+0.020982i,-0.009502+0.026696i,-0.0033561+0.03692i,0.011869+0.034973i,0.018591+0.014384i,0.015348+0.0014383i,0.02495+0.0071066i,0.041097+0.017817i,0.050577+0.027258i,0.052886+0.027713i,0.04241+0.016731i
0.084997+0.027998i,0.15672+0.11711i,0.18714+0.22682i,0.24646+0.15615i,0.29082-0.043925i,0.20791-0.13581i,0.087841-0.095749i,0.027657-0.024706i,0.024746+0.013775i,0.022687+0.0075558i,0.0018235+0.00093832i,-0.0059207+0.00033074i,-0.0034151-0.013068i,-0.0041001-0.022691i,0.00087692-0.015356i,0.016328-0.0021457i,0.030825+0.00071237i,0.027479-0.002112i,0.014388+0.0066541i,0.012256+0.013633i,0.014897-0.005704i,0.0097831-0.034004i,0.00061378-0.041153i
0.055287-0.0081602i,0.076304-0.14302i,0.0015947-0.3665i,-0.20158-0.33533i,-0.27101-0.031645i,-0.08045+0.12654i,0.050715+0.050807i,0.019851+0.0010545i,0.0076295+0.025633i,0.027061+0.017173i,0.013628-0.015885i,-0.012751-0.027238i,-0.023225-0.018269i,-0.010942-0.007788i,0.0028076-0.0090352i,-0.0067284-0.01761i,-0.028561-0.017839i,-0.038439-0.0032269i,-0.025941+0.012857i,-0.010855+0.016284i,-0.013947+0.012306i,-0.023602+0.010212i,-0.025294+0.009353i
-0.076013-0.1866i,-0.072787-0.341i,0.060097-0.31596i,0.23402-0.16447i,0.26327-0.091617i,0.15461-0.095902i,0.075785-0.059254i,0.060823+0.0071157i,0.051873+0.035165i,0.025394+0.031045i,0.001409+0.031547i,-0.0025784+0.03448i,-0.0028255+0.024577i,-0.02222+0.016507i,-0.055577+0.023731i,-0.069252+0.035162i,-0.050557+0.03439i,-0.027833+0.026033i,-0.021598+0.026708i,-0.028667+0.035632i,-0.033348+0.047919i,-0.020214+0.054465i,-0.0029819+0.039542i
0.12088+0.28993i,0.2461+0.66349i,0.39278+0.86467i,0.54105+0.61962i,0.5029+0.16982i,0.27171-0.071259i,0.082946-0.072821i,0.0071023-0.028659i,-0.024301-0.00076736i,-0.037847+0.0094534i,-0.043524+0.0055942i,-0.030798+0.0034074i,-0.00029979-0.013229i,0.0039272-0.043409i,-0.022357-0.056345i,-0.038797-0.034087i,-0.025223+0.00086852i,-0.0084781+0.00030375i,-0.021147-0.031296i,-0.039505-0.050144i,-0.020291-0.054059i,0.016448-0.055883i,0.027107-0.047574i
-0.13637+0.1411i,-0.21244+0.26277i,-0.21609+0.31781i,-0.29943+0.26429i,-0.38191+0.21541i,-0.25301+0.21312i,-0.061563+0.12772i,-0.0052686+0.023799i,0.003301+0.0039669i,0.032506-0.0099787i,0.034031-0.045122i,0.015039-0.060791i,0.0065456-0.049655i,0.031569-0.032963i,0.076732-0.04821i,0.087171-0.086941i,0.056911-0.10225i,0.023572-0.0873i,0.012928-0.067619i,0.021195-0.057373i,0.024663-0.054669i,0.015215-0.050035i,0.0019009-0.034691i
0.1398-0.33605i,0.1583-0.6448i,-0.076449-0.66959i,-0.34418-0.3028i,-0.33282+0.032784i,-0.16722+0.066013i,-0.073739+0.013716i,-0.038435+0.019255i,-0.012437+0.030369i,0.012107+0.030459i,0.031536+0.027852i,0.028185+0.025199i,0.013565+0.030669i,0.008834+0.038125i,0.018717+0.030197i,0.024491+0.0023082i,0.0094862-0.01754i,-0.0032484+0.001433i,0.0081509+0.037521i,0.02421+0.048954i,0.016584+0.047688i,0.00032129+0.054684i,-0.0011074+0.047112i
-0.03087+0.2884i,-0.076126+0.52285i,-0.035434+0.50584i,0.143+0.19851i,0.2861-0.11497i,0.25081-0.22223i,0.13747-0.17106i,0.06009-0.10853i,0.0068146-0.078488i,-0.02226-0.043442i,-0.013448-0.012747i,-0.00016331+0.0050051i,0.0047947+0.011599i,0.0015915+0.0046097i,-0.011414+0.015978i,-0.011847+0.047272i,0.0013975+0.055133i,0.011885+0.031123i,0.01405+0.0042164i,0.01182-0.0013893i,0.018573+0.014954i,0.029263+0.027209i,0.027951+0.018882i
-0.22976+0.049383i,-0.32703+0.18532i,-0.19845+0.28545i,0.045918+0.13202i,0.16833-0.071771i,0.18122-0.057805i,0.18822+0.00036638i,0.13787-0.016985i,0.075742-0.017272i,0.054688-0.022551i,0.030875-0.040046i,0.016293-0.047518i,0.0032251-0.051143i,-0.007819-0.016913i,0.019933+0.036571i,0.063583+0.05875i,0.089348+0.046217i,0.081995+0.011151i,0.045771-0.013514i,0.014469-0.0071567i,0.0050505-0.0044923i,0.0020332-0.019904i,-0.0063263-0.024807i
0.22395-0.11426i,0.34515-0.33842i,0.204-0.54071i,-0.0959-0.3852i,-0.19296+0.0070524i,-0.045269+0.17341i,0.047374+0.09784i,0.038302+0.039216i,0.035868+0.034378i,0.036734+0.037251i,0.02786+0.047023i,0.020581+0.04453i,0.0091307+0.02321i,-0.017226+0.0099073i,-0.044145+0.014869i,-0.054743+0.015227i,-0.058998+0.010106i,-0.063406+0.022561i,-0.064119+0.044782i,-0.062192+0.051629i,-0.065159+0.041824i,-0.068995+0.030006i,-0.058483+0.017068i
-0.064475+0.085798i,-0.037347+0.11518i,0.1036+0.03944i,0.19682-0.073704i,0.12364-0.061869i,-0.0038904+0.046188i,-0.028862+0.10952i,0.030843+0.090233i,0.055719+0.050184i,0.027318+0.05284i,0.0087697+0.076555i,0.015458+0.079561i,0.026466+0.041714i,-0.0010657-0.02394i,-0.083879-0.04884i,-0.1438-0.010683i,-0.12492+0.022892i,-0.070476+0.015593i,-0.032059-0.012714i,-0.020807-0.034042i,-0.020308-0.02887i,-0.013868-0.011641i,-0.0061011-0.0085695i
0.011608+0.067978i,0.1157+0.30948i,0.37311+0.58958i,0.61774+0.51407i,0.49859+0.17695i,0.17704+0.049281i,0.046431+0.097057i,0.03208+0.088629i,0.0074271+0.072379i,-0.00067082+0.048315i,-0.021546+0.0036172i,-0.030213-0.013243i,-0.0078385-0.026933i,-0.003883-0.049042i,-0.0189-0.057086i,-0.023519-0.039056i,-0.0035285-0.0051314i,0.029421-0.0025608i,0.04333-0.038797i,0.034381-0.062527i,0.038422-0.05987i,0.054667-0.054554i,0.048509-0.042604i
-0.12215+0.12626i,-0.21832+0.23295i,-0.22763+0.2921i,-0.18007+0.31227i,-0.16153+0.25415i,-0.13249+0.12716i,-0.068891+0.025329i,-0.016466-0.0067036i,-0.0026395+0.0042856i,-0.0049583+0.012488i,-0.011351-0.0092118i,-0.033515-0.021027i,-0.035688+0.0024531i,0.016237+0.0094544i,0.082439-0.040014i,0.09489-0.10474i,0.044527-0.11194i,-0.0071331-0.057164i,-0.016636-0.0017116i,-0.0077279+0.013423i,-0.011573+3.1838e-05i,-0.021405-0.014583i,-0.018381-0.023515i
-0.12076-0.11863i,-0.34042-0.17748i,-0.60986-0.055109i,-0.67941+0.12823i,-0.48129+0.14266i,-0.2901+0.057448i,-0.18779+0.064347i,-0.06922+0.10901i,0.0089683+0.10481i,0.016245+0.089702i,0.012527+0.08084i,0.010834+0.070369i,0.015335+0.051498i,0.025058+0.022947i,0.017857+0.0011888i,-0.0064076-0.0080963i,-0.028784-0.01346i,-0.044848+0.00033282i,-0.043413+0.041581i,-0.017593+0.068479i,-0.001041+0.059651i,-0.0026216+0.041475i,-0.0016459+0.022931i
0.11736+0.21305i,0.20647+0.40426i,0.18395+0.4384i,0.12594+0.2612i,0.14313+0.025798i,0.18136-0.090648i,0.13843-0.085098i,0.03976-0.042865i,-0.014169-0.025537i,-0.026622-0.029921i,-0.026547-0.020468i,-0.010423-0.010341i,-0.00070271-0.015398i,-0.017069-0.014146i,-0.040726+0.01698i,-0.039568+0.059981i,-0.0091576+0.066122i,0.021455+0.021409i,0.017491-0.029532i,-0.0077849-0.032073i,-0.0082024+0.006267i,0.01451+0.036838i,0.025424+0.042882i
-0.2763-0.12443i,-0.41469-0.23955i,-0.23764-0.39123i,0.082619-0.47674i,0.20803-0.40209i,0.16274-0.27362i,0.1142-0.17905i,0.09735-0.10078i,0.080298-0.057872i,0.036063-0.049461i,0.0060556-0.036144i,-0.0007338-0.040092i,-0.027428-0.043104i,-0.034378-0.0029845i,0.0045683+0.033001i,0.041127+0.035145i,0.049942+0.025752i,0.04067+0.013018i,0.032876-0.01119i,0.026215-0.044095i,0.012165-0.062865i,-0.0015597-0.054598i,-0.0096992-0.031061i
-0.028027-0.25444i,-0.18857-0.50817i,-0.41976-0.55837i,-0.452-0.28586i,-0.29381+0.051554i,-0.18968+0.20872i,-0.15236+0.19005i,-0.1209+0.092898i,-0.11461+0.055624i,-0.084577+0.075456i,-0.0513+0.071403i,-0.036626+0.054292i,-0.010753+0.027548i,-0.011093-0.0071319i,-0.045286-0.028578i,-0.065813-0.031813i,-0.063146-0.016891i,-0.056497-0.0014219i,-0.055937+0.001474i,-0.050365+0.00078109i,-0.041185-0.0069441i,-0.043866-0.024394i,-0.054323-0.040748i
-0.01307+0.15307i,0.08785+0.33623i,0.2675+0.38261i,0.27139+0.27442i,0.11786+0.19832i,0.082384+0.20932i,0.13044+0.16842i,0.13622+0.069576i,0.12123-0.010944i,0.057212-0.056211i,-0.039577-0.046655i,-0.070452-0.0068674i,-0.04439-0.0028257i,-0.029803-0.04175i,-0.051057-0.074699i,-0.080383-0.061431i,-0.072163-0.022889i,-0.027097-0.0044289i,0.013457-0.014423i,0.0212-0.029815i,0.0085614-0.024961i,-0.0017824-0.0071875i,-0.011891+0.005843i
0.1071-0.20361i,0.24498-0.34254i,0.46529-0.32646i,0.58645-0.33434i,0.40243-0.47815i,0.098723-0.54562i,-0.030686-0.40903i,0.011282-0.20346i,0.048224-0.086997i,0.016134-0.037925i,0.0032219-0.0021684i,0.019188-0.013489i,-0.0017976-0.041923i,-0.014704-0.019808i,0.020678+0.0013423i,0.031893-0.0077337i,-0.0081206-0.00018532i,-0.045397+0.040408i,-0.039729+0.094666i,-0.0010688+0.12405i,0.035469+0.10943i,0.049636+0.071775i,0.04355+0.035735i
0.015077-0.035025i,-0.03889-0.09128i,-0.18522-0.044148i,-0.19808+0.14895i,-0.11363+0.21488i,-0.12812+0.17474i,-0.058883+0.14651i,0.11208+0.0069223i,0.1179-0.15289i,0.025717-0.14025i,0.017722-0.079481i,0.041834-0.078464i,0.027095-0.080762i,-0.0060363-0.048815i,-0.0012404-0.003473i,0.02861+0.0077839i,0.019307-0.015699i,-0.022798-0.042757i,-0.058907-0.0588i,-0.071978-0.048423i,-0.059426-0.020803i,-0.031489-0.013048i,-0.010089-0.03004i
0.023696-0.20833i,-0.0051818-0.25606i,-0.058649-0.083112i,-0.10585+0.18174i,-0.020448+0.29599i,0.11239+0.26065i,0.19059+0.22134i,0.28822+0.20699i,0.35446+0.15515i,0.26401+0.089869i,0.11637+0.088873i,0.052219+0.090332i,0.037223+0.026011i,-0.0036511-0.010327i,-0.038209+0.029884i,-0.020866+0.071818i,0.025763+0.068289i,0.048611+0.042538i,0.030234+0.024697i,-0.0029953+0.01502i,-0.026726+0.015316i,-0.026553+0.024759i,-0.01602+0.023088i
0.35714+0.14109i,0.60314+0.067829i,0.46115-0.1673i,0.095126-0.30117i,0.032535-0.27894i,0.14059-0.29302i,0.010697-0.12979i,-0.13014+0.31392i,-0.0067542+0.53105i,0.096031+0.28248i,-0.024521+0.0063562i,-0.11886-0.0065406i,-0.044163+0.048562i,0.01326+0.0068158i,-0.04213-0.038212i,-0.099919-0.011031i,-0.091209+0.039355i,-0.060493+0.062255i,-0.049034+0.05618i,-0.049359+0.045712i,-0.04481+0.036642i,-0.035212+0.032379i,-0.016638+0.039335i
-0.25737+0.06828i,-0.36513+0.1358i,-0.37089-0.10549i,-0.38958-0.4333i,-0.39387-0.39005i,-0.20524-0.17152i,0.056185-0.23598i,0.15839-0.47617i,0.065249-0.47713i,-0.030056-0.13635i,0.052542+0.13894i,0.10339+0.086051i,-0.035333-0.005805i,-0.13137+0.035727i,-0.11372+0.063586i,-0.09175+0.050472i,-0.07008+0.020562i,-0.054574-0.055058i,-0.059154-0.12186i,-0.053627-0.11588i,-0.032273-0.076846i,-0.011266-0.06912i,-0.013176-0.070824i
-1.3585+5.5289i,-1.069+3.2589i,1.9254+2.5788i,3.9958+0.80546i,3.9497-1.2158i,1.8707-2.535i,-0.25911-1.6714i,-0.47685-0.061538i,0.54126+0.61281i,1.2089+0.29069i,0.84091-0.24345i,0.16322-0.39409i,-0.46203-0.2112i,-1.0004+0.33379i,-0.97762+0.81277i,-0.57587+0.7998i,-0.20092+0.46904i,-0.023081+0.05679i,-0.087988-0.22788i,-0.22107-0.26311i,-0.23158-0.15396i,-0.11421-0.049397i,-0.013816-0.033772i
-0.003752+0.11199i,0.23918+0.022231i,0.41389-0.21223i,0.2603-0.28i,-0.018137-0.10862i,-0.12228+0.033756i,-0.035093-0.030926i,0.032546-0.25216i,-0.10389-0.35304i,-0.24922-0.17479i,-0.19143-0.020585i,-0.12748-0.078043i,-0.16693-0.098825i,-0.12722-0.0019472i,-0.016249+0.044753i,0.045334+0.033697i,0.060141+0.042161i,0.065132+0.078076i,0.077239+0.095068i,0.071215+0.072071i,0.037929+0.061072i,0.012612+0.068907i,0.0016912+0.073098i
-0.01142+0.010764i,-0.18892+0.29043i,-0.3487+0.68688i,-0.38561+0.72342i,-0.33829+0.34939i,-0.25106-0.039886i,-0.15161-0.28499i,-0.12423-0.43107i,-0.13398-0.39936i,-0.058585-0.2i,0.054124-0.05297i,0.058614-0.0030549i,0.002799+0.070288i,0.0068278+0.1376i,0.0555+0.15183i,0.095315+0.13159i,0.094058+0.099405i,0.050863+0.094559i,0.014959+0.12102i,0.019229+0.12478i,0.026579+0.088375i,0.0072165+0.059988i,0.0032895+0.060055i
-0.14917+0.51256i,-0.21854+0.81037i,-0.24368+0.8243i,-0.131+0.52183i,0.016551+0.11852i,0.015725-0.10749i,-0.084491-0.025358i,-0.081208+0.11287i,0.002801+0.01356i,-0.00029376-0.1539i,-0.0043735-0.15445i,0.074401-0.11066i,0.10009-0.10618i,0.056186-0.059713i,0.030893+0.01517i,0.025269+0.047834i,0.01595+0.020479i,-0.007472-0.030798i,-0.037698-0.049369i,-0.045823-0.038805i,-0.035962-0.040544i,-0.040685-0.047169i,-0.04998-0.030643i
-0.53024-0.43924i,-1.0118-0.67688i,-1.1234-0.78465i,-0.7563-0.70206i,-0.30247-0.44459i,-0.041414-0.14061i,0.056175+0.042648i,0.044575+0.071694i,-0.041604+0.070187i,-0.10368+0.098276i,-0.095212+0.10121i,-0.073741+0.070135i,-0.068598+0.044289i,-0.063517+0.022317i,-0.073527-0.0016682i,-0.092089-0.0057646i,-0.088875+0.0082368i,-0.068374+0.016619i,-0.047044+0.013678i,-0.038798+0.0027121i,-0.044123-0.0069773i,-0.041002-0.003856i,-0.018113+0.0051153i
0.28988-0.22915i,0.27191-0.61786i,0.0054215-0.66689i,-0.15188-0.23803i,-0.048483+0.1484i,0.035543+0.19257i,-0.085413+0.069128i,-0.28752+0.019824i,-0.31461+0.10309i,-0.12492+0.10203i,0.00055067-0.024562i,0.011509-0.059454i,0.066925-0.014697i,0.11619-0.028162i,0.10754-0.085784i,0.083733-0.13416i,0.068632-0.13196i,0.081099-0.094726i,0.097363-0.076568i,0.088943-0.061365i,0.073624-0.022363i,0.0668+0.0075523i,0.054556+0.0024367i
-0.018112-0.14024i,0.27963-0.20489i,0.56167-0.27695i,0.44268-0.22674i,0.15627-0.093418i,0.014691-0.079266i,-0.041495-0.11271i,0.003944-0.051129i,0.1278-0.039872i,0.16068-0.11872i,0.098005-0.13999i,0.047819-0.092624i,0.029362-0.044173i,0.032572-0.005869i,0.063331+0.020323i,0.08521+0.015652i,0.055803-0.0092779i,-0.0032548-0.015428i,-0.045335+0.0050308i,-0.056483+0.016761i,-0.05002+0.0029545i,-0.035263-0.010522i,-0.013875-0.0099603i
0.46653+0.017622i,0.52405+0.087794i,0.3154+0.26714i,0.052179+0.31411i,-0.11857+0.16545i,-0.18963+0.046128i,-0.10286+0.030252i,0.042342-0.019484i,0.066596-0.10042i,0.019502-0.089978i,0.037124-0.013819i,0.087859+0.038031i,0.093925+0.041444i,0.05961+0.029565i,0.026522+0.044376i,0.020972+0.072105i,0.035557+0.068987i,0.049264+0.037283i,0.042921+0.0025274i,0.0078746-0.013011i,-0.026615+0.0021971i,-0.024828+0.025056i,-0.0054979+0.02426i
-0.2465+0.65041i,-0.082946+1.0675i,0.16777+1.04i,0.28531+0.61342i,0.26408+0.23931i,0.24591+0.077317i,0.18089-0.034374i,0.010486-0.08869i,-0.098924-0.021607i,-0.078999+0.056012i,-0.040958+0.069483i,-0.033711+0.058328i,-0.041529+0.033637i,-0.084238-0.0011325i,-0.15259-0.0043133i,-0.18258+0.020449i,-0.15718+0.02964i,-0.11242+0.010139i,-0.060847-0.023386i,0.003548-0.056297i,0.055032-0.083563i,0.05588-0.090586i,0.029539-0.062907i
-0.038644-0.40661i,-0.23947-0.51681i,-0.24669-0.52202i,-0.076885-0.54067i,0.0094127-0.4828i,0.0061593-0.29352i,0.013483-0.10242i,0.02719+0.024947i,0.058242+0.076403i,0.069414+0.046594i,0.029659+0.014956i,-0.0090108+0.020528i,-0.0072648+0.03022i,0.024397+0.010129i,0.044047-0.043715i,0.024413-0.082779i,-0.0018261-0.066447i,-0.00036463-0.019527i,0.010985+0.01106i,-0.0014887+0.015124i,-0.031503+0.016577i,-0.053439+0.021542i,-0.059682+0.02217i
-0.039503+0.34296i,-0.10583+0.25453i,-0.32962+0.097718i,-0.44943+0.13125i,-0.33452+0.21086i,-0.21591+0.18166i,-0.14533+0.11978i,-0.03936+0.032332i,0.028788-0.052275i,0.041806-0.072916i,0.043222-0.070559i,0.028288-0.068281i,0.0093389-0.045557i,0.016675-0.023167i,0.048129-0.017071i,0.073509-0.014608i,0.068223-0.01697i,0.034193-0.018244i,0.0088588+0.0090797i,0.022391+0.053959i,0.045318+0.072778i,0.041715+0.056058i,0.020487+0.03351i
-0.30372-0.50548i,-0.34818-0.49904i,-0.080926-0.29667i,0.20599-0.10289i,0.27138-0.0047429i,0.21192+0.028281i,0.12125+0.00014468i,0.01648-0.046465i,-0.059701-0.056085i,-0.076846-0.016391i,-0.040822+0.03231i,-0.0071871+0.037144i,-0.014726+0.027658i,-0.018581+0.054619i,0.012438+0.096528i,0.059383+0.10165i,0.092665+0.065887i,0.096602+0.030857i,0.069335+0.010257i,0.025456-0.0096944i,-0.013493-0.021357i,-0.03032-0.013533i,-0.025041+0.0015477i
0.4722+0.13323i,0.49976-0.11216i,0.22578-0.31311i,-0.0069272-0.29016i,-0.053074-0.22649i,-0.097219-0.22463i,-0.15196-0.12959i,-0.12547+0.010505i,-0.071924+0.078937i,-0.032964+0.097749i,-0.0088955+0.085281i,-0.013662+0.060779i,-0.019727+0.040806i,-0.022976+0.010935i,-0.054718-0.013884i,-0.098238-0.013922i,-0.10873-0.0048486i,-0.084316-0.0069542i,-0.05364-0.011269i,-0.028386-2.1112e-05i,-0.0050451+0.02132i,0.013074+0.037126i,0.021755+0.042396i
-0.48504+0.055533i,-0.41958+0.29492i,-0.15188+0.37694i,-0.037846+0.26063i,-0.072673+0.1984i,-0.031821+0.19242i,0.042514+0.087196i,0.057655-0.033125i,0.050907-0.070814i,0.038965-0.060732i,0.012154-0.042396i,-0.010266-0.025066i,-0.016194-0.010912i,-0.015662-0.013289i,-0.018863-0.026972i,-0.016857-0.018264i,-0.00060844+0.019503i,0.022287+0.050882i,0.035636+0.041804i,0.026668+0.0094294i,0.01005-0.014611i,0.0035795-0.029025i,-0.0013384-0.030481i
0.65953-0.21158i,0.7195-0.38432i,0.5132-0.35842i,0.28962-0.23093i,0.16785-0.17577i,0.094493-0.17386i,0.029214-0.14305i,-0.014589-0.074392i,-0.02542-0.025403i,-0.020002-0.014975i,-0.010861-0.014881i,0.0010369-0.018168i,0.014005-0.017818i,0.039007-0.0074964i,0.073274-0.009976i,0.087595-0.032805i,0.070555-0.055039i,0.03718-0.05185i,0.0089059-0.022152i,-0.0076856+0.00028174i,-0.026978+0.0021329i,-0.044542+0.00011767i,-0.043825-0.0020896i
-0.51385+0.49621i,-0.54646+0.65716i,-0.50561+0.51657i,-0.46702+0.31601i,-0.3593+0.22907i,-0.222+0.16042i,-0.14393+0.076463i,-0.10091+0.013834i,-0.064397-0.0092348i,-0.028707+0.0038562i,0.012177+0.012238i,0.034709+0.0067458i,0.028319+0.0017476i,0.0065339+0.0035439i,-0.01347+0.025269i,-0.021169+0.054296i,-0.014328+0.068489i,0.0039246+0.05859i,0.013094+0.030684i,0.0075056+0.012951i,0.0061202+0.021728i,0.01791+0.038936i,0.030856+0.034708i
0.19309-0.54877i,0.09936-0.48519i,0.16094-0.1213i,0.36655+0.083407i,0.4281+0.017274i,0.34822-0.042864i,0.26957-0.03264i,0.16397-0.022572i,0.065833-0.009014i,0.0059249+0.001246i,-0.031488+0.011842i,-0.034548+0.012057i,-0.027822+0.0013733i,-0.02867+0.008276i,-0.028939+0.022529i,-0.026317+0.023475i,-0.013929+0.011972i,-0.0088695-0.007065i,-0.02123-0.016411i,-0.025484-0.0085271i,-0.010079-0.0048661i,0.0046343-0.012586i,0.0053545-0.014675i
-0.047608+0.60502i,0.030811+0.45522i,-0.009797+0.014856i,-0.09481-0.2516i,-0.1144-0.28601i,-0.13489-0.28064i,-0.16549-0.22488i,-0.1268-0.13448i,-0.077527-0.077961i,-0.054738-0.041477i,-0.037823-0.025084i,-0.036235-0.020309i,-0.027377-0.0089501i,0.0017421-0.01673i,0.020281-0.052257i,0.0092134-0.075522i,-0.018525-0.057575i,-0.031448-0.018119i,-0.02256-0.00048322i,-0.021823-0.018206i,-0.042535-0.040046i,-0.061975-0.040736i,-0.057819-0.024903i
