-0.0042364+0.0011756i,-0.0025543-1.9457e-05i,-0.0036656-0.00010769i,-0.003389+0.0013201i,-0.0024369+0.0026303i,-0.0016746+0.0023452i,-0.00074884+0.0023482i,-5.2234e-05+0.0020034i,0.00015817+0.0012595i,0.00081524+0.00048917i,0.0018686-0.0001597i,0.0013785-0.0003189i,3.1355e-05-0.00028955i,-0.00044856-0.0004907i,-0.00071767-0.0010705i,-0.00085294-0.00089653i,-0.00020845-0.00075572i,-6.3947e-05-0.00066596i,4.5344e-05-0.00021963i,0.00049167-4.6811e-06i,-0.00048683-0.00041686i,-0.00095303-0.00071242i,-0.00056861-0.00033077i
-0.0082266+0.00086775i,-0.017754+0.00076506i,-0.029212+0.0024254i,-0.023116+0.012575i,0.0046816+0.032836i,0.018971+0.043228i,0.0067581+0.037507i,-0.0018452+0.030388i,0.0040066+0.019612i,0.0094016+0.0056656i,0.0079885+5.2882e-05i,0.006539+0.001564i,0.0064483+0.0032655i,0.0051932+0.0039007i,0.0027439+0.0038886i,0.0024435+0.0031152i,0.0039735+0.0031618i,0.0045411+0.0032582i,0.0047287+0.0024389i,0.0054928+0.0023598i,0.0077568+0.0016814i,0.0086283-0.0032869i,0.0047429-0.0077961i
0.0043996-0.0037907i,0.011955+0.00061261i,0.025128+0.0022995i,0.02893-0.011178i,0.01578-0.038801i,0.0084118-0.04853i,0.016137-0.036067i,0.018587-0.026113i,0.0087148-0.016599i,0.0011613-0.0040325i,0.00089153+0.0015663i,0.0014279+5.6559e-06i,0.00049126-0.0037263i,-0.00060674-0.0066572i,-0.0003065-0.0068377i,-0.00075661-0.0067036i,-0.0038096-0.0082339i,-0.0061195-0.0086645i,-0.006323-0.0077159i,-0.0061417-0.0079471i,-0.0072211-0.0080492i,-0.010191-0.0048105i,-0.011311+0.001231i
-0.0062764-0.0049825i,-0.013823-0.0080531i,-0.028313-0.010769i,-0.03987+0.003827i,-0.038378+0.033507i,-0.032094+0.042432i,-0.031348+0.026138i,-0.027823+0.016164i,-0.014584+0.012323i,-0.0038865+0.0049597i,-0.0029287+0.0012387i,-0.0036823+0.004242i,-0.0036481+0.0066439i,-0.0039161+0.006157i,-0.0029815+0.0049418i,-0.0011875+0.0053829i,-0.00046385+0.0059156i,-0.001229+0.0046789i,-0.0017985+0.0042835i,-0.001653+0.0053614i,-0.00099867+0.0076001i,0.0029672+0.0084681i,0.0071404+0.007068i
0.002547+0.0018941i,0.0095539+0.0080742i,0.024906+0.014054i,0.045133+0.004877i,0.057164-0.018697i,0.052692-0.02434i,0.041852-0.0091921i,0.031786-0.0021594i,0.017031-0.0037746i,0.0043956-0.0026112i,0.0010621-0.0021928i,0.0012797-0.0045246i,0.00092217-0.0057875i,0.0018647-0.0052405i,0.0024145-0.003499i,0.0024654-0.0016458i,0.0028831-0.0016496i,0.0022708-0.0023147i,0.0023474-0.003033i,0.0037654-0.0036107i,0.0043939-0.005374i,0.001667-0.0086214i,-0.0016345-0.010088i
-0.00063746-0.003721i,-0.0062315-0.011789i,-0.021546-0.022447i,-0.044979-0.020421i,-0.061485-0.0049197i,-0.055195-0.00034238i,-0.037918-0.010526i,-0.026567-0.013156i,-0.013399-0.0067592i,-0.00063173-0.0042747i,0.0022854-0.0057573i,-0.00064248-0.0041326i,-0.0037363-0.00049956i,-0.0052637+0.0012884i,-0.0053852+0.00072515i,-0.005691+0.0011459i,-0.0065614+0.0026202i,-0.0049845+0.0033799i,-0.0022068+0.0031146i,-0.0020671+0.0017586i,-0.0048441+0.002343i,-0.0065128+0.0056743i,-0.005921+0.0081567i
0.0076922+0.0011765i,0.010781+0.0083796i,0.024182+0.021446i,0.045885+0.02927i,0.06086+0.024476i,0.050274+0.021883i,0.030455+0.02583i,0.021521+0.022378i,0.013281+0.0092356i,0.0040723+0.0017632i,0.0017012+0.0028594i,0.004321+0.0033456i,0.0060024+0.0021239i,0.0057476+0.0013713i,0.0041778+0.001824i,0.0039554+0.0017794i,0.004434-0.00020291i,0.0039647-0.0024793i,0.0036328-0.0035735i,0.0034098-0.0023248i,0.0044775-0.00048997i,0.0080657-0.00057926i,0.010494-0.0015695i
0.0020271-0.00022027i,-0.0010876-0.0097454i,-0.010193-0.029637i,-0.030507-0.048166i,-0.046342-0.050784i,-0.036057-0.042606i,-0.014079-0.036653i,-0.0054729-0.027992i,-0.0024022-0.012266i,0.0018612-0.0026882i,0.0015401-0.0017211i,-0.0020111-0.00088554i,-0.0043931-0.00020095i,-0.0052849-0.0013582i,-0.0041414-0.0024289i,-0.002507-0.003226i,-0.0027448-0.0039773i,-0.0039427-0.0039176i,-0.0043337-0.0040533i,-0.0031606-0.003832i,-0.0024356-0.0034659i,-0.0043886-0.0033992i,-0.0070208-0.003708i
0.0033625+0.0037655i,0.0034565+0.012417i,0.0087592+0.03276i,0.022347+0.05566i,0.032931+0.062057i,0.022138+0.050991i,0.0016751+0.037835i,-0.0046399+0.027712i,-0.0019952+0.012466i,-0.0030683+0.00058246i,-0.0046983-0.00059134i,-0.0032715+0.0011051i,-0.00060933+0.0023848i,0.0002814+0.0032367i,-0.00078352+0.0042469i,-0.0014542+0.0056324i,-0.0014438+0.0054351i,-0.0012693+0.0040241i,-0.00099014+0.0019027i,-0.0011667+0.00040977i,-0.00096824+0.00076228i,1.1394e-05+0.0035313i,0.00095013+0.0078434i
-0.0025553+0.00068307i,-0.00014549-0.0090531i,0.0022752-0.029199i,-0.00099602-0.0558i,-0.0049724-0.067654i,0.0046676-0.053606i,0.017414-0.033762i,0.016624-0.022049i,0.0086397-0.010366i,0.0059354-0.0018682i,0.0056883-0.0019614i,0.0028676-0.0050417i,1.7935e-05-0.0058276i,-0.0012523-0.005114i,-0.00085228-0.0046705i,-3.1232e-05-0.0040616i,0.00039363-0.0023514i,-0.0010069-0.0010266i,-0.0031787-0.0003741i,-0.0033839+0.00025504i,-0.0015848+0.00036815i,0.0017379-0.0013679i,0.0046735-0.0040116i
-0.00017905+0.0054054i,-0.0031898+0.015252i,-0.0093794+0.036696i,-0.013374+0.061995i,-0.012358+0.068899i,-0.016131+0.047708i,-0.023264+0.022567i,-0.019271+0.011286i,-0.0066134+0.0037304i,0.0012452-0.0027903i,0.0023504-0.0028409i,0.0017179+0.00043017i,0.00018536+0.0021108i,-0.0025649+0.00263i,-0.004862+0.002403i,-0.0058133+0.0009715i,-0.0056671+0.00022719i,-0.003384+0.00090081i,0.00016217+0.0018955i,0.0017756+0.0015894i,0.00081319+0.00042871i,-0.0012331+0.00021867i,-0.003658+0.000853i
-0.0013462-0.0028377i,0.0064588-0.010761i,0.01867-0.028631i,0.031434-0.052382i,0.036727-0.058248i,0.034815-0.035499i,0.032027-0.011099i,0.024872-0.0018683i,0.011132+0.0015519i,0.0040482+0.0035928i,0.0038429+0.0028191i,0.003379+0.0006627i,0.0028843-0.0014325i,0.0028409-0.0019801i,0.00401-0.0011349i,0.0049492-0.000808i,0.0046982-0.00043825i,0.0036763-0.001636i,0.0025161-0.0035856i,0.00035933-0.0032956i,-0.0013972-0.00043943i,-0.00027936+0.0019781i,0.0017599+0.003051i
-0.0028283+0.0034628i,-0.010407+0.0097025i,-0.025963+0.025032i,-0.043817+0.043962i,-0.048111+0.046831i,-0.037226+0.024509i,-0.026373+0.00030209i,-0.017743-0.0061687i,-0.0055082-0.0040885i,0.0015656-0.0041029i,-0.00082561-0.0031405i,-0.0037061-0.00038954i,-0.004002+0.0017682i,-0.0049223+0.00060039i,-0.0054684-0.0020012i,-0.0051852-0.002259i,-0.0044138-0.002693i,-0.0032315-0.0037365i,-0.0025158-0.0024075i,-0.00087532+0.00017208i,0.001456+0.0012556i,0.0018862-0.00049756i,0.0016829-0.003602i
0.0012222-0.0021011i,0.010501-0.0059878i,0.031773-0.014798i,0.055656-0.026462i,0.061107-0.026993i,0.043666-0.0089194i,0.025596+0.0095166i,0.015264+0.012686i,0.0053515+0.0062472i,-0.00069774+0.0025855i,-0.00073586+0.00088168i,0.0014207-0.0014836i,0.0029835-0.0017113i,0.0032904-5.3117e-05i,0.0026133+0.0028787i,0.0007757+0.0052512i,-0.0012974+0.0051585i,-0.0017867+0.0036441i,-0.00062318+0.0001142i,-4.1999e-05-0.0032365i,-0.00098984-0.0043197i,-0.002824-0.0027037i,-0.0038897-0.00010888i
-0.0021717-0.00046057i,-0.011617+0.0018737i,-0.034508+0.004786i,-0.060117+0.0089947i,-0.062676+0.0074749i,-0.038643-0.0044175i,-0.015428-0.0163i,-0.0056655-0.015974i,0.0010011-0.0077696i,0.0055443-0.0037501i,0.0046772-0.0036008i,0.00077649-0.0029593i,-0.0027542-0.0022932i,-0.0041632-0.0029186i,-0.0034112-0.0036781i,-0.001596-0.0043506i,-0.00049435-0.0060265i,-0.0008961-0.006291i,-0.0023049-0.0047499i,-0.0028395-0.0023767i,-0.0018858+0.0017429i,0.00053181+0.0044713i,0.0024598+0.0047719i
0.003643-0.0012675i,0.013338-0.0012887i,0.034645+0.0019123i,0.058879+0.0069742i,0.06124+0.011888i,0.03562+0.015602i,0.010271+0.018767i,0.00076169+0.014811i,-0.0020933+0.0049381i,-0.0032114+0.00014691i,-0.0011373+0.00095826i,0.0018079+0.0026606i,0.0021428+0.002471i,0.00043199+0.0024302i,-0.0018838+0.0039348i,-0.0037832+0.0044968i,-0.003938+0.0040404i,-0.0027233+0.0036394i,-0.00049196+0.003259i,0.0011866+0.0023611i,0.0020186-0.00023763i,0.0017235-0.0028516i,0.0012608-0.0042442i
0.00036087+0.002434i,-0.0080743-0.0014799i,-0.027398-0.012539i,-0.049998-0.025338i,-0.051098-0.029165i,-0.025374-0.022954i,-0.00051031-0.017476i,0.0068347-0.012117i,0.0065885-0.0031327i,0.0058876-0.00029448i,0.0022865-0.0022929i,-0.0018708-0.0019575i,-0.0026724-0.0014869i,-0.0013889-0.0025174i,0.00121-0.0024996i,0.0041245-0.0013368i,0.005654-0.00093524i,0.005277-0.0012686i,0.0036297-0.0012794i,0.001518-0.0010473i,-0.0014842+0.00087966i,-0.0026266+0.0036057i,-0.0030212+0.0041636i
0.001255+0.0019052i,0.0094448+0.0070476i,0.027554+0.022151i,0.045449+0.039449i,0.044104+0.041879i,0.020822+0.02771i,-0.001473+0.014698i,-0.0068807+0.0073739i,-0.003341-0.00048011i,-0.0015066-0.004192i,-0.0010751-0.0029792i,-0.0001645-0.0012875i,-0.00011435+0.00018528i,-0.0019113+0.001854i,-0.0046393+0.0019644i,-0.0070381+0.0004938i,-0.0081416-0.0011796i,-0.0076502-0.0013668i,-0.006221-0.0011465i,-0.0031444-0.0011096i,0.0012529-0.00076722i,0.004081+0.0001716i,0.005458+0.0019491i
-0.0020606+0.0013442i,-0.0068998-0.0042751i,-0.017154-0.021815i,-0.028352-0.044475i,-0.025535-0.048822i,-0.0079275-0.030641i,0.008097-0.011522i,0.01026-0.0021203i,0.004416+0.0027579i,0.002942+0.0033396i,0.0041842-0.00046067i,0.0036466-0.0031385i,0.002022-0.0038638i,0.001311-0.0036737i,0.0022311-0.00053132i,0.0027022+0.0025452i,0.0031138+0.0022556i,0.0029765+0.0013431i,0.002182+0.00018757i,0.0016082-0.0018981i,-0.0006495-0.0030165i,-0.0030925-0.0033095i,-0.003516-0.0039495i
0.0022534+0.00079053i,0.006325+0.0083647i,0.011578+0.027467i,0.015639+0.050485i,0.012579+0.053008i,0.001998+0.030252i,-0.0076725+0.0069743i,-0.0067182-0.0028101i,0.00015579-0.0052317i,0.0021708-0.0049509i,0.00059021-0.0018827i,-0.00017191+0.0015735i,-0.00078427+0.0028208i,-0.0027263+0.00085108i,-0.0037374-0.002061i,-0.0037403-0.0035799i,-0.0038377-0.0045302i,-0.0044988-0.0053907i,-0.0043354-0.0052925i,-0.002838-0.0035262i,-0.00050581+0.00030464i,0.00094611+0.0038456i,0.00025482+0.0058544i
-0.0022182+0.0027951i,-0.0029416-0.0048847i,-0.00081045-0.023885i,0.0035972-0.048498i,0.0069892-0.052429i,0.0082154-0.030261i,0.0094723-0.0062948i,0.0065833+0.0033839i,0.0013873+0.0048448i,0.00088583+0.0040502i,0.0020779+0.0010756i,0.00169-0.00082984i,0.0010324-0.00061075i,0.00038647+0.00068177i,-0.00063453+0.0031294i,-0.0012835+0.0057554i,-0.001092+0.0076262i,-0.0020695+0.0075737i,-0.0028005+0.0059228i,-0.0023162+0.0033777i,-0.0012654-5.7823e-05i,0.00032993-0.0026458i,0.0029725-0.0033016i
0.00027819+0.00348i,-0.00067501+0.011481i,-0.004534+0.029688i,-0.01093+0.0498i,-0.013959+0.049383i,-0.0095336+0.025346i,-0.0052443+0.001545i,-0.001657-0.00483i,0.0029141-0.0026505i,0.0032214-0.0030366i,-0.00044674-0.0025381i,-0.0033353-0.00039211i,-0.0033146+0.00035033i,-0.0026834-0.00042838i,-0.0022054-0.0019318i,-0.00083545-0.0034206i,0.0010001-0.0045915i,0.0018964-0.0052724i,0.0024313-0.0050547i,0.0028891-0.0022564i,0.0016181+0.001109i,-0.00099995+0.0023239i,-0.0039071+0.0017901i
0.0012647-0.0013174i,0.0035457-0.0086486i,0.012593-0.025505i,0.026992-0.042898i,0.031814-0.041848i,0.021238-0.021053i,0.0088206-0.00055307i,0.0022585+0.0046476i,-0.0013494+0.00017074i,-0.0011001-0.0019131i,0.0010459-0.0011457i,0.0017068-0.00053523i,0.001704-0.0004374i,0.00072143+0.00068526i,-0.0020382+0.0020145i,-0.0043948+0.0026111i,-0.005182+0.00206i,-0.0056462-0.00023194i,-0.0045724-0.001667i,-0.0024894-0.0018798i,-0.00068276-0.0025341i,0.0016882-0.0011416i,0.003219+0.0028371i
-0.00010855+0.0049414i,-0.0041438+0.011152i,-0.016149+0.022299i,-0.03303+0.032343i,-0.036876+0.029314i,-0.022761+0.013608i,-0.006144-0.0012568i,0.0029091-0.0043822i,0.0066337-0.00045873i,0.0070433-0.00025664i,0.003698-0.0023347i,0.00053769-0.0020189i,-2.4576e-05-0.0015065i,-0.00018549-0.0019747i,-0.00040391-0.0012639i,0.00096974-0.00035013i,0.0028049-0.00042179i,0.0038877-0.00046228i,0.0040439+6.4744e-05i,0.0026377+0.0012128i,0.0001637+0.002301i,-0.0017395+0.0013775i,-0.0009245-0.0022501i
0.00011577-0.00056736i,0.0065048-0.0054606i,0.02161-0.013211i,0.041577-0.01945i,0.047823-0.017276i,0.030247-0.008251i,0.0089884+0.00066619i,0.00028998+0.0017482i,-0.0009394-0.0024586i,-0.00080524-0.0023702i,0.00024447+0.00081333i,0.0015728+0.0017127i,0.0015597+0.0011272i,0.00022119+0.00058228i,-0.0023796-0.00034153i,-0.0042084-0.0015094i,-0.0050083-0.0021735i,-0.005174-0.0031154i,-0.00315-0.0045916i,-0.00066996-0.0052156i,0.00079546-0.0032013i,0.00065375+0.00034218i,-0.0020216+0.002411i
-0.00023773-0.00043718i,-0.0069249+0.0017889i,-0.023078+0.005057i,-0.042464+0.0068502i,-0.045161+0.0037085i,-0.0252-0.00071215i,-0.0040449-0.0018152i,0.0032937+0.00033127i,0.0032487+0.0033881i,0.0018693+0.0025701i,0.00047495+9.8522e-05i,-0.00075163-0.00013336i,-0.0017477-0.00054011i,-0.00083286-0.00046331i,0.00041736+0.00052811i,0.0010933+0.0013987i,0.0014682+0.0020072i,-0.000215+0.0023754i,-0.0026875+0.0027222i,-0.0046405+0.0019971i,-0.0055038+0.0011304i,-0.0040595+0.00024259i,3.927e-05-0.00017515i
-0.00031222+0.00067593i,0.0060127-0.00034429i,0.023211+0.00085604i,0.043739+0.005858i,0.046029+0.010195i,0.026015+0.0076716i,0.0062208+0.0020328i,0.00022514-0.0014878i,0.001908-0.0037905i,0.0020244-0.0043057i,9.078e-05-0.0026978i,-0.00027316-0.0010421i,-0.00032673-0.00011778i,-0.0010865+0.00014522i,-0.0019283+0.0001581i,-0.0017251-9.6219e-05i,-0.00020338-0.00141i,0.0015234-0.0028115i,0.003225-0.0026801i,0.0046032-0.00025554i,0.004248+0.0022777i,0.002338+0.0021946i,-0.00019729-5.4352e-05i
-0.0046365+0.00051803i,-0.010263-0.00026459i,-0.02358-0.0051204i,-0.037526-0.014733i,-0.036228-0.020623i,-0.019092-0.014587i,-0.0030903-0.0043429i,0.0008298+0.0011696i,-0.00019329+0.0030105i,0.0018402+0.00069234i,0.0033343-0.0023626i,0.0029925-0.003717i,0.0015951-0.0044168i,-0.00099962-0.003412i,-0.0023255-0.0012484i,-0.0023629+0.0011033i,-0.0025096+0.0024066i,-0.0026894+0.0019388i,-0.0033096+0.00032719i,-0.0033628-0.0023039i,-0.001339-0.0043045i,0.00028944-0.0033402i,0.00023707+0.00037115i
-0.0020672-0.0016967i,0.0040847+0.0019797i,0.01511+0.012518i,0.026706+0.028066i,0.02786+0.034086i,0.01746+0.021919i,0.0056578+0.0057694i,0.0019229-0.0014871i,0.0039819-0.0022707i,0.0037381-0.0014078i,0.0019943-8.0608e-05i,0.0016611+0.0016981i,0.0018404+0.0016996i,0.00088411-0.00088123i,-0.00074717-0.0019066i,-0.00081399-0.0012024i,0.00050381-0.00083981i,0.0010394+0.00017884i,0.0012027+0.0021748i,0.00078515+0.0034798i,-0.00078525+0.0036917i,-0.0017899+0.0030388i,0.00011596+0.00051813i
0.00039697+0.00088945i,-0.0043944-0.0041022i,-0.012411-0.015696i,-0.018792-0.03215i,-0.016146-0.038294i,-0.0080795-0.024659i,-0.0020624-0.0072423i,-0.0014581+0.00024386i,-0.0020201+0.00070824i,0.00063692+9.5707e-05i,0.0017487-0.00028208i,0.00039795-0.00042701i,0.00043667+0.00042748i,0.00048602+0.00063043i,-0.00091385-0.0003798i,-0.0012504-0.0015633i,-0.0015455-0.001928i,-0.0030842-0.0027618i,-0.002419-0.0043672i,-5.0322e-05-0.0052854i,0.0024402-0.0045121i,0.002362-0.002764i,-0.00042562-0.0012345i
0.0050488+0.0011706i,0.0078191+0.0036521i,0.012106+0.014692i,0.012285+0.031718i,0.0069419+0.036202i,0.0018413+0.021594i,0.00090174+0.0050254i,0.0030377-0.00080918i,0.004565-0.00023155i,0.0025866-0.00079671i,-0.00060807-0.0012219i,-0.0024188-0.0001173i,-0.0029705+0.0013742i,-0.0025539+0.0020819i,-0.00069905+0.001768i,0.0008238+0.0022404i,0.00052847+0.0020965i,-0.00053209+0.00073732i,-0.0022671+0.00010371i,-0.0044143+0.00046866i,-0.0052159+0.00088192i,-0.0034792+0.00064689i,-0.00042693+0.0012399i
0.0014304+0.0012089i,-0.00043449-0.0040223i,-0.00067675-0.017543i,0.0030708-0.03559i,0.0094859-0.039161i,0.0099289-0.023874i,0.0048181-0.0080523i,0.00058912-0.0026374i,-0.00077519-0.0030262i,0.00077839-0.0029503i,0.0015928-0.0032268i,0.0004232-0.0035945i,-0.00068078-0.0028457i,-0.001594-0.00082585i,-0.0018137+0.00076791i,-0.00049461+0.00048173i,0.00077685-0.00076829i,0.001703-0.0017122i,0.0021715-0.0010765i,0.0029965-0.00044739i,0.00468+0.00060423i,0.0046222+0.00067108i,0.0027528-0.00054253i
0.0002087+0.0057045i,0.00055687+0.010501i,-1.2819e-06+0.02184i,-0.00702+0.03481i,-0.014476+0.034037i,-0.011963+0.019497i,-0.0037958+0.0065107i,0.0012793+0.0028242i,0.0023316+0.0029429i,0.0021128+0.00080825i,0.0018781-0.0012372i,0.00050045-0.00079848i,-0.00059071-0.00047711i,-0.0013433-0.00059841i,-0.0025467-0.00011403i,-0.0023859+0.00089137i,-0.0019929+0.0013596i,-0.0018663+0.00055846i,-0.0020331+0.00022355i,-0.0031451-0.00043751i,-0.0032106-0.0010909i,-0.002017-0.00054962i,-0.0017659+0.0010895i
0.0030188+0.0051375i,0.0038012+0.00095108i,0.013097-0.0092401i,0.02538-0.023649i,0.030525-0.027202i,0.02109-0.017947i,0.0081321-0.0073215i,0.0029944-0.0036066i,0.0028335-0.0039859i,0.0023452-0.003842i,0.00055281-0.0022309i,0.00033146-0.00034054i,0.00091777+0.00016412i,0.00029539-0.00030329i,-0.0006468-6.1701e-05i,-0.0012367-7.5025e-05i,-0.001492-0.0008208i,-0.0013967-0.00071939i,-0.00026048+0.00043433i,0.0012457+0.0023776i,0.001718+0.0038858i,0.0011734+0.003917i,0.0014522+0.0023375i
-0.0027423+0.001661i,-0.0036389+0.0064046i,-0.011514+0.014259i,-0.0232+0.019091i,-0.027235+0.014776i,-0.016378+0.0067929i,-0.0037733+0.0021757i,0.00032389+0.0017928i,0.0012273+0.001717i,0.0021279+0.00032265i,0.0012378-0.00041559i,-0.00046315-0.00040107i,-0.0014414+0.000228i,-0.0014848+0.001268i,-0.0013486+0.0010827i,-0.00053809+0.00012156i,-0.00052427-0.00079486i,-0.0012334-0.0021484i,-0.00052683-0.0023016i,0.00034323-0.0030036i,-9.4222e-06-0.0034362i,-0.00011983-0.0024705i,-0.00012-0.0022849i
-0.0012719-0.001185i,0.0016148-0.002985i,0.01027-0.0062731i,0.024742-0.0072969i,0.031312-0.0020755i,0.021453+0.002475i,0.0079661+0.0015172i,0.0019242-0.0014651i,0.0018323-0.0016669i,0.0023681-0.00040922i,0.0017075+0.00018212i,0.00095798+0.00014156i,-7.1803e-05+0.00015266i,-0.00075449+0.00013422i,-0.00098403+0.00024515i,-0.00035925+0.0011004i,9.0407e-05+0.0009922i,0.00012806-0.0004517i,-0.00068217-0.00082309i,-0.0020952+0.00077148i,-0.0032776+0.0022093i,-0.0038456+0.0023572i,-0.0033032+0.0029636i
-0.0014984-0.0011892i,-0.0048514+0.00071425i,-0.013985+0.0012945i,-0.025903-0.0012471i,-0.027987-0.0070253i,-0.016513-0.0081519i,-0.0050085-0.0032315i,-0.0011656+0.00028788i,-0.0010298+0.0011817i,-0.00057601+0.00098923i,0.00056547-0.00020163i,0.00085098-0.001111i,-0.0001313-0.001319i,-0.0014712-0.0013353i,-0.0026139-0.00068514i,-0.0026926+6.4462e-05i,-0.0024338+9.9436e-05i,-0.0025761-0.00025667i,-0.0017383-0.00077828i,0.00051649-0.0014589i,0.0023966-0.0014168i,0.0029158-0.00022598i,0.0025624+0.00036353i
0.0013425-0.003444i,0.0046134-0.0042169i,0.012028-0.0034633i,0.021554+0.0047267i,0.023912+0.013747i,0.015437+0.012069i,0.0059015+0.0045219i,0.0027049+0.0010055i,0.0024638+0.00060588i,0.0010833+0.00022371i,-0.00012284+0.00069729i,-5.6798e-05+0.0012488i,0.0011765+0.00109i,0.0017132+0.00073694i,0.00040918+0.00085751i,-0.0008825+0.0015149i,-0.00010167+0.00081515i,0.00021535-0.00052236i,-0.00038916-0.0019221i,-0.0019335-0.0027207i,-0.0032531-0.0019164i,-0.0025245-0.0010086i,-0.0017465-0.0011329i
0.00086186-0.00084717i,-0.0026319-0.0012253i,-0.01054-0.0049806i,-0.017695-0.013422i,-0.015776-0.019082i,-0.0073788-0.01406i,-0.0015303-0.0056842i,-0.00049-0.0020789i,-0.00054751-0.0014235i,0.00026497-0.00047446i,0.00081064+5.4768e-05i,0.0012914+0.00045901i,0.00075166+0.00032991i,-6.1322e-05-0.0011275i,0.0002259-0.0018671i,-0.00022401-0.0016935i,-0.0014711-0.0021772i,-0.0017948-0.0016388i,-0.0016099-8.431e-05i,0.00011861+0.00068793i,0.0019932+0.0016307i,0.0014646+0.0028287i,0.00063995+0.002753i
0.0035203+0.0003882i,0.005737+0.0006672i,0.011661+0.00466i,0.01534+0.013908i,0.010479+0.019598i,0.0033145+0.014292i,0.0013081+0.0046772i,0.0020296+0.0011099i,0.0026634+0.00067433i,0.0019969-0.00028864i,0.0007065-0.00079343i,-0.00013354-0.00011984i,0.00018688+0.0005659i,7.6029e-05+0.00078708i,-0.0012776+0.0013032i,-0.0019088+0.0018027i,-0.0012534+0.0011389i,-2.1886e-05-0.00020251i,0.00054966-0.0012671i,0.00012372-0.0027699i,-0.00021018-0.0034743i,0.0006533-0.0023578i,0.001935-0.001635i
-0.00067546+0.0011651i,-0.0032413-0.00048193i,-0.0067448-0.0053902i,-0.0062569-0.015178i,0.00051466-0.02102i,0.0047548-0.015238i,0.0027592-0.0058942i,0.00036315-0.0018821i,0.0003245-0.00059943i,0.0014252+9.19e-05i,0.0012994+0.00013928i,0.00064528-0.00028257i,0.00062254-0.0017159i,0.00045149-0.0016817i,0.00045719-0.00099725i,0.00016611-0.00075528i,-0.00062721-0.00030915i,-0.0020553-0.00092375i,-0.0023876-0.001711i,-0.002114-0.00097696i,-0.0018762+0.00060384i,-0.0017868+0.00079905i,-0.0030195-0.00016904i
9.1084e-07+0.0037137i,0.0029382+0.0050279i,0.0055088+0.011483i,0.0038618+0.020024i,-0.0010983+0.02164i,-0.0021216+0.013054i,0.00028795+0.0036046i,0.0020589+2.8404e-05i,0.0023979+0.00040242i,0.0027388-5.722e-06i,0.0021228-0.00048693i,0.00063121+0.00035731i,-0.00045972+0.0011873i,-0.0019308+0.0010706i,-0.0026809+0.00075745i,-0.0024954+0.00052336i,-0.0020458-2.6542e-05i,-0.0012276-4.9612e-05i,-0.00020629-9.4124e-05i,0.00063105-0.0010521i,0.0012836-0.0016784i,0.0016101+0.00055032i,0.0028924+0.0034989i
-0.0012674-0.0010093i,-0.0010682-0.0032236i,-0.0011572-0.008033i,0.0032074-0.015441i,0.010537-0.016897i,0.010312-0.00954i,0.0058515-0.0027863i,0.0030973-0.00066328i,0.0013143-0.0007358i,0.0010535-0.0011479i,0.0013912-0.00042185i,0.00054111+0.000679i,0.00033915+0.0004125i,0.00061659-0.00067259i,0.00022201-0.00040624i,0.00064881+0.0003154i,0.00086963-0.0002769i,-0.00059855-0.0020112i,-0.0023991-0.0032982i,-0.0024634-0.002247i,-0.0020646-0.0003342i,-0.00089729-0.0004247i,0.0010026-0.0019858i
0.0022732-0.0023737i,0.0024298-0.00043831i,-0.00097944+0.0043077i,-0.0080776+0.0091335i,-0.013399+0.0083228i,-0.010928+0.0040819i,-0.0036615+0.0013968i,-0.00015084+0.0015196i,-6.4437e-06+0.001215i,0.00036022+0.00018003i,-0.00022321+0.00038234i,-0.0010992+0.0003632i,-0.00086645+0.00036278i,-0.001197-4.7868e-05i,-0.0018549-0.00028191i,-0.0016047+0.0002898i,-0.0012531+0.00029298i,-0.00079393+0.00098078i,-0.000472+0.0014749i,0.00078266+0.0010158i,0.0014853+0.00063297i,-0.00014301+0.00056721i,-0.0019632+0.0020446i
-0.0016351-0.0013046i,-0.00071412-0.0024548i,0.0020675-0.0051212i,0.0096888-0.0070387i,0.015796-0.0044932i,0.013362-0.00091574i,0.0063375-0.00010016i,0.0024189-2.809e-05i,0.0019491-0.00048321i,0.0017066-0.0012232i,0.001245-0.00092476i,0.0013672+0.00041061i,0.0013775+0.00067422i,0.00036559-2.0529e-05i,-0.00083687+0.00013468i,-0.0011835+0.00030864i,-0.0015419-0.00046786i,-0.0010784-0.0015987i,0.00019912-0.0017883i,-0.00047616-0.0020928i,-0.0020166-0.0016947i,-0.00041126-4.7993e-05i,0.003498+0.0010677i
9.108e-05-0.00087584i,-0.0014454+0.0017754i,-0.0063468+0.0052879i,-0.012698+0.0054636i,-0.014668+0.0014135i,-0.0087324-0.0023354i,-0.002549-0.0018696i,6.8229e-05-0.00045998i,0.00061942-0.00010717i,0.0012497-0.00085122i,0.0019014-0.0011077i,0.0015316-0.00031914i,0.00062216-0.00068483i,-0.00045281-0.0011054i,-0.0020939-0.0013291i,-0.00302-0.0013432i,-0.0031181-0.0010389i,-0.0029301-0.0010488i,-0.0023785-0.00046066i,-0.0013528+3.5889e-05i,0.00029079+0.00049491i,-0.0005051+0.00018297i,-0.0028293-0.0018902i
