-0.0022559+0.00010046i,-0.0014955-0.0013717i,-0.0017229-0.0027272i,-0.0016092-0.0017532i,-0.0015604+0.0011397i,-0.00086517+0.0027902i,0.00049218+0.0019903i,0.0012172+0.00075834i,0.00089304+0.00098086i,0.00057791+0.00076787i,0.00037303+0.00036229i,0.00031502+0.00011328i,3.9426e-05-0.00057541i,-0.00021197-3.3922e-05i,7.1435e-05+0.00076916i,0.00033992-5.057e-05i,0.001011-0.00074853i,0.00082542-0.00075408i,0.00050937-0.00022417i,0.00028677+0.0008586i,-0.00021743+0.0010313i,0.00017155+0.00052079i,0.00073129+0.00053583i
0.00043314+0.00057728i,1.3075e-05+0.00058721i,0.00023194+0.00079114i,-0.00080777+0.0013664i,-0.0013057+0.00047733i,-0.00071601-0.00064008i,-0.00066787-0.0011593i,-0.0015203-0.0013109i,-0.0019174-0.0004746i,-0.00053007-8.6652e-06i,0.00065227-0.00011697i,0.0006651-3.4516e-05i,0.00077228-0.00038298i,0.00016922-0.00061002i,-0.0003908-2.8418e-05i,1.4311e-05-0.00023619i,0.00027483-0.00064375i,-7.2126e-05-0.00063121i,-0.00023794+0.0001816i,8.1352e-05+0.00013076i,0.00032776-0.00099255i,0.0003497-0.00046347i,0.00052232+0.00078738i
-0.00026173+0.00032396i,-0.0007828-0.00038746i,-0.00053302-0.00011884i,-0.00069368-0.00021475i,-0.00085995+0.00025646i,0.00034867+0.00093628i,0.00050658+0.00049153i,-0.00035484+0.00013381i,-0.0012058+0.0013985i,-0.0018882+0.0026171i,-0.0017754+0.001868i,-0.00060908+0.00073269i,-0.00011796+0.00044307i,-0.00037066+0.00099888i,-0.00071122+0.00075227i,-0.00077289+0.00081069i,-0.0004073+0.0003675i,0.00016373+0.00013437i,4.4085e-06+0.0010655i,4.1602e-05+0.001001i,0.00041072+0.00017561i,0.00060361-0.00032854i,0.00043585-0.0001678i
-0.00087912-0.0011272i,-0.00091922-0.001335i,-0.00037605-0.00032579i,0.0002879+0.00055659i,0.00081442+0.00049825i,0.0013545-0.00046925i,0.0016728-0.00093846i,-0.00052561-0.00026596i,-0.0021311+0.0007545i,-0.0017528+0.001774i,-0.0004713+0.0016329i,0.00010088+0.00030005i,-0.00048109+0.00014873i,-0.00038451+0.00042124i,-0.00014058-0.00026582i,-9.2107e-05-0.00036532i,-8.0939e-06+7.199e-05i,-0.00033001-0.00022778i,-0.00042648-0.00028964i,0.0011381+0.00033819i,0.0021057+0.00099105i,0.0012342+0.00049008i,0.00073023-5.2647e-05i
-0.00045541-0.0032249i,-0.00084219-0.0033745i,-0.0027235-0.0029398i,-0.0032774-0.0017179i,-0.0027221-5.2886e-05i,-0.0007077+0.00098207i,0.00024171+0.0003245i,-0.00024042-2.1758e-06i,-0.00059189+0.00064849i,-0.00086983+0.001087i,-0.00043693+0.0011288i,5.4914e-05+0.00057288i,-0.0005611+0.00030524i,-0.0010028+6.7574e-05i,-0.00084865-7.4403e-05i,-0.00087211-3.6369e-05i,-0.0005023-3.9662e-05i,-0.00042513+0.00066743i,0.0001675+0.00084249i,0.0013305+6.9909e-05i,0.0010387+6.7046e-05i,0.00036221+0.00019075i,-0.00040192+0.00014787i
-0.00039159+0.00092293i,-2.7463e-05+0.00026814i,0.00080831-0.00030362i,0.00025252-0.00027529i,0.00013635+9.2185e-05i,0.00045354-0.00023092i,-3.4813e-05+0.00011453i,-0.00029142+0.00074583i,-0.00075728+0.00090401i,-0.00083545+0.0009756i,-0.00043426+0.0011652i,5.1427e-05+0.00072279i,0.00045922-0.0004102i,-0.00010305-0.00061028i,-0.00056657-3.8341e-05i,-0.00068427-0.00032006i,-0.0011892-0.00018305i,-0.0010474+1.3224e-06i,-0.00011101-0.000495i,-0.00013143-0.00019374i,-0.00033872+0.00057226i,-9.9987e-05+0.00097823i,6.9042e-05+0.00059399i
0.001565+0.00038548i,0.0019985+0.00046614i,0.0015686+0.00086995i,0.0006032+0.0005082i,-0.00032233+6.442e-06i,0.00065245-0.00026429i,0.0012218-0.00066307i,9.2094e-05-0.001021i,-0.00056918-0.00031804i,-0.00010139+0.00040414i,0.00034181+0.00051569i,0.00057655+0.0007581i,0.00033281+0.0005063i,-0.00017637-0.00010209i,-7.7572e-05-3.2923e-05i,-7.6578e-05+0.00024333i,0.00014446-0.00011417i,0.0003273+0.00026869i,1.4646e-05+0.00056285i,4.2585e-06+0.00033286i,0.00067933+0.00062355i,0.00085813+0.00061839i,0.00037349+1.0393e-05i
-0.00092526+0.0008122i,-0.0011288+0.00045267i,-0.0018288-6.0381e-06i,-0.0012406-0.00026244i,-0.00025875-5.8814e-05i,0.00039643+0.00037764i,-5.3037e-05-0.00011088i,-0.00083187-0.00055017i,-0.0014845+2.41e-05i,-0.0016+0.00064496i,-0.00092053+0.00030852i,-0.00041091-0.00029568i,-0.00017005-0.00077086i,-0.00025925-0.00027654i,-0.00048304-6.6984e-05i,-0.00081175-0.00060166i,-0.00098793-6.5579e-05i,-0.00046505+0.00091768i,1.9517e-05+0.0012182i,0.00082071+0.00071291i,0.00098934+0.0003825i,0.00058449+0.00043647i,0.0003675+0.0002972i
-0.00032386-9.6273e-05i,-0.0015435+0.00036262i,-0.0014215+0.00028556i,-0.0011117+0.00025071i,0.00014012+0.0006582i,0.0014842+0.00034275i,0.0002937-0.00016827i,-0.0013614+7.4704e-05i,-0.0018744+0.00054503i,-0.0014438+0.00081177i,-0.00091002+0.00024176i,-0.00015437+0.00010149i,0.00025692+0.0007777i,4.28e-05+0.00075886i,9.9701e-05+0.00012644i,0.00041299-0.00012351i,-0.00012332-4.6954e-05i,-0.00023637+0.00044798i,-0.00030442+0.00050613i,-0.00058285-0.00061855i,-0.00028701-0.00040663i,0.00066737+6.1557e-05i,0.00077974-0.00025435i
-0.0016605+0.0016959i,-0.00094897+0.0016649i,-8.3497e-05+0.0017073i,0.0010332+0.001756i,0.0011288+0.0012501i,0.00091433+0.00039152i,-0.00019488-0.00067939i,-0.0014957-0.0012728i,-0.0012907-0.00042395i,-0.00066935+0.00054156i,-0.000256-0.0001957i,0.00016017-0.00095034i,0.0004933-0.00020878i,0.00051302+8.1326e-05i,0.00058469-5.8185e-05i,0.0010194+0.00035138i,0.00066798+0.00064923i,2.0427e-05-9.8857e-06i,0.00011546-0.00077982i,1.0757e-05-0.00034741i,5.7678e-06-8.012e-05i,0.00055387-0.00018041i,0.0005303+1.9048e-06i
-0.00019686+0.0020484i,0.00013635+0.0019909i,0.00086812+0.0020221i,0.0018733+0.0020114i,0.0028285+0.0015015i,0.0016631+3.591e-05i,0.00033741-0.0010175i,-0.00051861-0.00016351i,-0.00053561+0.00046964i,6.3052e-06+0.00059565i,-0.00024232+0.00028928i,-0.00083349-0.00026572i,-0.00074077-5.9852e-05i,-0.00050169-9.4322e-05i,5.6051e-05-0.00041703i,0.00060787-0.00056914i,-3.6828e-05-0.00043434i,-0.00061272+0.0001789i,-0.00065613+0.0013636i,-0.00038611+0.0011283i,0.0002553-0.00012625i,0.0006933-0.00070374i,0.00052699-0.00084996i
-0.0012438+0.0021963i,-0.0011996+0.001339i,-0.0009261+0.0012093i,-0.00061334+0.0010522i,-9.0016e-05+0.00055723i,0.0015112-0.00031992i,0.00091972-0.0012943i,-0.0013041-0.00051283i,-0.002133+0.0013368i,-0.0015739+0.0021641i,-0.0010153+0.0019852i,-0.00022277+0.00093039i,0.00019444-0.00018611i,-0.00035171+2.5283e-06i,9.3106e-05+0.00021377i,0.00044987-0.00024654i,0.00031953-0.00090598i,0.0004867-0.00066869i,0.00057762+0.00014227i,0.0006286+0.0001953i,0.00034166-0.00041977i,-0.00013592-0.00034086i,-0.00052264+0.00037306i
-0.0001953-0.00095378i,-0.00070681-0.00042407i,-0.001593-0.0015886i,-0.0010017-0.0015934i,-0.00054729-0.00085368i,0.00043862-0.0014897i,0.00093703-0.0020145i,0.00017725-0.0012913i,-0.00090641+9.0835e-05i,-0.00061934+2.235e-05i,-0.00096088-0.00023797i,-0.00085976-0.00035455i,-0.00063736+0.00022295i,-0.0010001+0.0010046i,-0.00056356+0.0012723i,-0.00035378+0.00041469i,-0.00079653-0.00078812i,-0.00049704-0.00040605i,0.00032982-5.462e-05i,0.00040603-3.2595e-05i,-0.0001613+1.7681e-05i,-0.00025263+0.00027762i,-0.00018519-8.8062e-05i
0.00029312+0.00069143i,0.00024418+0.0014315i,-1.5826e-05+0.0020867i,0.00011269+0.0014106i,0.00084108+0.0001049i,0.0013454+0.00047924i,0.00019352+0.00070083i,-0.0010488-0.00030533i,-0.00077276-3.5487e-05i,-0.00040747+0.00055094i,-0.00013524+0.00011182i,7.0516e-06-0.0001636i,2.3316e-05+0.00055332i,0.00068392+0.00017053i,0.0013268-0.00029629i,0.00096756-0.00020737i,0.0006355-0.00033969i,0.00025865+0.00010021i,-0.00030819+0.00027352i,-0.00036605-0.00027918i,-0.00046249+8.231e-06i,-0.00038294+0.00021389i,-4.9769e-05-0.00059759i
0.0014306-0.00017702i,0.0012104-0.0011994i,0.00029515-0.00090565i,-0.0011114-0.00048079i,-0.0011629-1.6017e-05i,-0.00072691+0.00023244i,1.5721e-05-0.00088498i,-0.00097564-0.0015154i,-0.0020965-0.0010536i,-0.0015926-0.0002242i,-0.00051744-0.0005325i,0.00041752-0.0010912i,0.00057708-0.0012289i,0.00027662-0.00032028i,2.6218e-05+0.00036883i,-0.00015972-0.00017213i,-0.00032874-0.00094138i,-0.0004942-0.00087479i,-0.00043879+0.00032685i,-0.00053755+0.00052066i,-0.00084154-0.00036006i,-0.00050444-0.00036208i,4.9168e-05+5.7576e-05i
-0.0005717+0.0025239i,-0.00022658+0.0013147i,0.00036178+0.00082356i,0.0017287+0.00036802i,0.0024359+0.00011638i,0.0014979-0.00025352i,0.00026631-0.00076863i,-0.0010982-0.00056323i,-0.0018762+0.00029377i,-0.0012253+0.00070477i,0.00050393+0.00014467i,0.0014667-0.00023003i,0.0010515-0.00054755i,0.00026675-7.6296e-05i,-0.00027037+0.00044676i,-0.00013229+0.00047836i,-0.00023739+8.113e-05i,-0.00026129-9.6308e-05i,-8.712e-06-5.8274e-05i,-0.00025495+0.00020198i,-0.0007547+3.7463e-06i,-0.00038493+1.0416e-06i,-0.00031926+0.001108i
0.00063148+0.00012983i,0.0013834-0.0001091i,0.0011099-0.0008538i,0.00019474-0.0013101i,0.00020156-0.0013925i,7.4839e-05-0.0010371i,-0.00039942-0.00074183i,-0.00046648-0.00019568i,-0.00020978+0.00065271i,0.00034786+0.00050797i,0.0005115-7.6961e-05i,0.000461-0.00087448i,0.00063429-0.00082238i,0.00084032-0.00029653i,0.00056546-0.00012114i,-0.00019792-0.00032727i,-0.00028713-0.00050074i,-0.00017357-0.00050829i,-0.00035109-0.00027846i,-0.00050652-1.0639e-05i,-0.00076311+9.1164e-05i,-0.00022627-0.00027331i,0.00027385-0.001293i
-0.00087784+0.0017783i,-0.0011319+0.0013478i,-0.001279+0.0018532i,-0.00066636+0.0016028i,-2.8612e-05+0.00069192i,-0.00041768+0.00042446i,-0.0011964+0.00044351i,-0.0021308+0.00025987i,-0.0025884+0.00032726i,-0.0014253+0.00050703i,-0.00029945+0.00055631i,-0.00088686+0.00035276i,-0.0013098+0.00024614i,-0.00010636+0.00094951i,0.00048932+0.00077737i,-0.00020303-0.00048869i,-0.00064759-0.00042129i,-0.00045383+0.0004754i,-8.1203e-07+0.00035949i,0.00065228-3.9476e-05i,0.00083361+0.00033796i,0.00033666+0.00075485i,0.00051523+0.00013773i
0.00066348+0.0015269i,0.00074193+0.0020816i,0.00085268+0.00138i,0.0010481+0.0002757i,0.00061216+0.0002556i,0.00019186-0.00017542i,0.00037397-0.00045945i,-0.000255-7.8656e-05i,-0.00096383+0.00017072i,-0.00098182+0.0010036i,-0.00058739+0.00061544i,-0.00027912-0.00044908i,3.4226e-05-0.00049192i,0.00015389-0.00010179i,-5.2502e-05-3.6511e-05i,9.4549e-05+0.00032048i,0.00031785+0.00053777i,-0.0003759+0.00010794i,-0.00059557-0.00017366i,0.00024245-0.00024663i,0.0012049-0.00024077i,0.0012679-0.00011413i,0.00032346-5.3606e-05i
-0.00079115+0.00059771i,-0.00085757-6.499e-05i,-0.0013975-0.00087214i,-0.0022099-0.00093888i,-0.0016978-0.00076881i,-0.00022409-0.00097516i,-0.0003036-0.0013212i,-0.0011325-0.00071499i,-0.0019212+7.9857e-05i,-0.0016353+0.00034641i,-0.00067506+8.8106e-05i,-0.000355-0.0005538i,-0.00033583-0.0010635i,0.00045676-0.0008822i,0.0010484-0.00064188i,0.00052577-0.00069312i,0.00032808-0.0010725i,0.00025015-0.00062987i,0.00044318-8.9589e-05i,0.00070115+0.00013752i,0.00065312+0.00038865i,0.00061012+0.0002207i,0.00080327+8.1517e-05i
-0.0010063-0.0022003i,-0.0010278-0.0020467i,-0.0004864-0.0014375i,-0.00017928-0.00029926i,2.329e-05+0.00026407i,3.9478e-05+0.00025087i,-0.00092436-0.00016897i,-0.0012198-0.00052858i,-0.0015113+0.00012331i,-0.0020809+0.00058674i,-0.0015342+0.00063048i,-0.00073201+0.00039391i,-0.00046017-0.00060407i,-0.0006931-0.00045975i,-0.00051842+0.00032703i,-4.8093e-05+0.00028571i,0.00018118+0.00012012i,-7.7878e-06-0.0002215i,-0.00042295-0.00065342i,-0.00018858-0.00051016i,0.00020747-0.00020085i,-0.00046099-0.00072269i,-0.00074013-0.00062957i
-0.00075068-0.0012815i,-0.0013591-0.0019418i,-0.0018888-0.0015385i,-0.0026442-0.00078638i,-0.0028079+9.6863e-05i,-0.0015579+0.00058236i,-0.00048597+0.00025416i,-0.0010268-0.00019234i,-0.0019489+0.00051983i,-0.001671+0.0016793i,-0.00074746+0.001612i,-0.00029804+0.00078452i,-0.00022735+0.00039514i,-0.00061108+0.0005895i,-0.00071972+0.00082779i,-4.4855e-05+0.00070789i,0.00055983+0.00055427i,0.00026188+0.00075055i,-7.4024e-05+0.00053812i,0.00015908-0.00013034i,0.00038189-0.00038586i,0.00020281-0.00027377i,0.00022764+4.2087e-05i
-0.0010382-0.0011579i,-0.0014007-0.0019275i,-0.0014962-0.0012094i,-0.0014578+4.3115e-05i,-0.00040911-0.00078963i,0.00071491-0.0012316i,0.00067906-0.00084475i,-0.00053458-0.00054973i,-0.0017569+0.00042599i,-0.00098291+0.0012787i,-0.00013594+0.0010353i,-0.00056888-0.00017327i,-0.0003657-0.00050058i,-0.00016306-0.00038781i,-0.00054656-0.00010583i,-0.000867+6.842e-05i,-0.0014125+0.00054778i,-0.0011175+0.00099943i,-0.00032343+0.00080286i,-5.6574e-05+0.00020387i,7.5758e-05-0.00025801i,0.00075187+0.00017236i,0.0010455+0.00015304i
-0.0012823-5.9374e-05i,-0.0020818-1.7112e-05i,-0.0016831-0.00025904i,-0.00083724-0.0010848i,0.00026026-0.000636i,0.001116+9.1659e-05i,0.00059911-0.00072698i,-0.00015159-0.00097609i,-0.00081513+3.8967e-05i,-0.0015444+0.0013941i,-0.0016825+0.0012186i,-0.0011721-0.00022637i,-0.0007695-0.00021722i,-0.00066818+0.0005647i,-0.00024446+0.00036892i,-7.1066e-05-0.00067289i,-0.00015538-0.00091474i,-0.00045274-0.000341i,8.0937e-05+0.0001377i,0.0012248+0.00057462i,0.0010466+0.00029029i,0.00035722-9.7633e-05i,-8.5328e-05+9.6209e-05i
2.3257e-05-0.0007288i,-4.4777e-05-0.00055991i,-0.00054817-0.00067925i,-0.0011598-0.00022877i,-0.00078995+0.00010249i,0.00032052-0.00012403i,0.00042932-0.00024598i,-0.00089824+0.00035716i,-0.0014466+0.00065317i,-0.00073073+0.00059598i,-1.6845e-05+0.00040811i,0.00044864+0.00075364i,0.00031785+0.0013912i,-0.00028947+0.0010869i,-0.00034889+0.00076837i,-0.00053835+0.00050434i,-0.0006799-3.1055e-05i,-0.00041476-0.00026169i,-0.00054027-0.0007647i,0.000168-0.0012549i,0.00028729-0.00037943i,-0.00038853+0.00050803i,-0.0004058+0.00025187i
0.0017205-0.00057996i,0.0012791-0.0019067i,0.0014703-0.0023356i,0.00049788-0.0016054i,-0.001324-0.0010933i,-0.0023379+6.2278e-05i,-0.0020523+0.00026568i,-0.001707-0.00052346i,-0.0017896-0.00043918i,-0.0012196+8.4827e-05i,-0.00040712+0.0004888i,-0.00021519-0.0001779i,-0.00056949-0.00094681i,-0.00087515-0.00096144i,-1.6933e-05-0.00044033i,0.00035396-0.00025313i,2.8025e-05-0.00059236i,-0.00030023-0.0011565i,-0.00060129-0.00148i,-0.00050202-0.00052395i,9.3789e-05-8.0124e-05i,0.00053612-0.00017248i,0.0005066+0.00035718i
-0.0019721-0.0020993i,-0.0027962-0.0012874i,-0.0029608-0.0018579i,-0.0028259-0.0012789i,-0.0026798-0.00063368i,-0.00093024-0.00049996i,0.00014988-0.00074862i,-0.0010303-0.00047938i,-0.0021724+0.00064329i,-0.0014856+0.00095842i,-0.00074988+0.00055008i,-0.0003399-0.00058331i,0.00019608-0.00061015i,0.00023693+0.00012589i,0.00060215+0.00034126i,0.00044617+0.00037564i,0.00041296+0.00068107i,-2.8431e-05+0.00049943i,-7.5202e-05+2.3027e-05i,0.00047509+2.5372e-05i,-6.6201e-05-1.8e-05i,-0.00060786-0.00021686i,-0.00048187-0.00025854i
0.00091031+0.0020494i,0.00052634+0.0022401i,0.00060296+0.0024489i,0.00043728+0.0023858i,0.00040237+0.0017463i,7.4191e-05+0.00069615i,-0.00065461+0.00028126i,-0.0014836+0.00084871i,-0.0013507+0.00094726i,-7.3955e-05+0.00045969i,0.00027346+0.0005774i,-0.00030663+0.00022993i,8.777e-05-5.2754e-05i,0.00080866+0.00068331i,0.00024618+0.00035613i,-0.00010811-0.00064628i,0.00059512-0.00062527i,0.00074456-0.00028213i,0.00011218-5.7732e-06i,-0.0002306-9.5299e-06i,7.8463e-05-0.00088654i,0.00052649-0.00076454i,0.00092175+0.00039748i
-0.002743-0.00062157i,-0.0025548-0.00057802i,-0.0026055+0.00018992i,-0.0023144+0.00043999i,-0.0011048+0.00026905i,0.00060756-0.00059454i,0.00073962-0.0014045i,-0.00065525-0.00094282i,-0.0018692+0.00019117i,-0.0013506+0.00057876i,-0.00018423+0.00067727i,0.0003279+0.00032189i,9.8348e-05-0.00033463i,-0.001355-0.00037413i,-0.0021279-6.3797e-05i,-0.00091131-5.0327e-05i,-0.00014622+8.5939e-05i,-0.00034062+0.00057486i,-0.00057092+0.00087846i,-0.00027474+0.00072769i,-0.00029831+0.0002067i,-0.00022111+0.00024741i,-0.00021677+0.00033614i
0.0010242-0.00037809i,0.0011082+0.00050083i,0.00046246-0.00010205i,-2.6577e-05-0.0013258i,0.00039471-0.0019286i,0.00020568-0.0016769i,-0.00025391-0.0012328i,-0.00070175-0.00083477i,-0.0014957-0.00058076i,-0.0015879-0.00051043i,-0.0010834-2.3795e-05i,-0.00029753-0.00014433i,0.0003025-0.00019998i,-0.00018219+0.00039807i,-0.0004626+0.00049778i,-0.0002191+0.00022393i,-0.0006243-0.00018325i,-0.00074583-0.00080811i,-0.00039717-0.00071323i,0.00016507+0.00029565i,-7.2455e-05+0.00052165i,-0.00056653+0.00022547i,0.00033196+0.00023808i
0.00087504-9.924e-05i,7.9789e-05+0.00030586i,-7.7822e-05-1.8824e-05i,-0.00031291-9.2656e-05i,-0.00052948+0.00055872i,-0.00041421+0.00026148i,-0.00012818-0.00093448i,-0.00047826-0.0004575i,-0.0016921+0.00036415i,-0.0016199+8.4972e-05i,-0.00070375+0.00067976i,-0.00073254+0.0011154i,-0.00085015+0.0006242i,7.9919e-06-7.0729e-05i,0.00063839-0.00032748i,0.00044803-0.00061077i,0.0002069-0.00049181i,-0.00026489-0.00032297i,9.4358e-05-0.00023822i,0.0010839-0.00013474i,0.00084394+0.00025372i,0.00038185+0.00046693i,0.0005032+0.00050394i
-0.0014928+0.00079235i,-0.0021965-9.1658e-05i,-0.0017724+0.00036736i,-0.001318+0.00064156i,-0.00090951+7.4069e-05i,0.00068326-0.00010514i,0.00071231-0.00017928i,-0.0013265-0.0007089i,-0.0019972-0.00039572i,-0.0014749+0.00012401i,-0.00042904+0.00011164i,0.0005731-0.00054928i,0.00074555-0.0008314i,0.00027116-0.0003685i,-0.00013649-0.00022761i,0.00030758-1.6827e-05i,0.00050062+0.00067572i,-0.00025673+0.00041239i,-0.00043172-0.00012643i,-0.000151+0.00039876i,-0.00019371+0.00020837i,6.6808e-05+0.00012066i,0.00086016+0.00071636i
-0.00087983-0.00024854i,-0.00087498-0.00077349i,0.00032922-0.00055591i,-0.00016767-0.0003213i,-0.00099226-0.00012346i,8.4523e-05+0.00038183i,0.00052191+0.00028605i,-0.0014093-0.0001709i,-0.0025118+0.00057807i,-0.0016857+0.001411i,-0.00016791+0.00076724i,0.0002118+9.4303e-05i,0.00028162+0.00037389i,0.00091212+0.00073338i,0.0011045+0.0010206i,0.00086512+0.00050143i,0.000341-5.1872e-05i,0.00019401+0.00027647i,0.00016955+0.00034412i,-0.00046647-0.00023488i,-0.00057626+1.3695e-05i,-0.00060733+0.00046373i,-0.00091817+0.00060496i
0.00074487-0.0016307i,0.00038101-0.0015669i,0.00017714-0.0017337i,-0.00087657-0.0010201i,-0.001595-0.00025172i,-0.0014348-0.00018828i,-0.0012413-0.001255i,-0.0013541-0.0015667i,-0.0013318-0.00041554i,-0.00092624+0.00066805i,-0.0011762+0.00027219i,-0.0014197-0.00050665i,-0.00075283-0.00090095i,-0.00035053-0.0009319i,-8.3637e-05-0.00024575i,0.00016936+0.00062299i,-0.00025609+0.00057389i,0.00016643+8.9219e-05i,0.0011173+2.5932e-05i,0.00094968+7.2783e-05i,0.00033156+6.4591e-05i,0.00016408+9.2696e-06i,9.4951e-05-6.1622e-05i
-0.00040067+0.00052764i,-0.0016344+0.00024856i,-0.0013988-0.00036287i,-0.0012196-0.00014534i,-0.001116+0.00052325i,-0.00039696+0.00077008i,-8.8886e-05+0.00047369i,-0.0007233+0.00029936i,-0.0011346+0.00053762i,-0.00075467+0.0010607i,-0.00052898+0.00044797i,-0.0004412-0.00019104i,-0.00045469+0.00014183i,-0.00026385+0.00018998i,-0.00049207+0.0010281i,-0.0008002+0.00091899i,-0.00030274+0.00056827i,0.00013835+0.00037329i,2.1849e-06-0.00014731i,-0.00036313+0.00079514i,-0.00030999+0.00084523i,-0.00023215+2.1006e-05i,-0.00020967+6.9414e-05i
-0.00023403+0.00065896i,-0.0016622+0.0010471i,-0.0013273+0.0017633i,-0.0014358+0.0015681i,-0.0011279+0.00084352i,0.00096851+7.1842e-05i,0.0010837-0.00097278i,-0.00066617-0.00088943i,-0.0014208-0.00015952i,-0.00098699+0.00037858i,0.00015156+0.00030494i,0.00079153+0.00050297i,0.00045109+0.00059652i,0.00042499+0.00030793i,0.00010187+8.0767e-05i,-0.00053866-0.00034372i,-0.0008044-0.00045743i,-0.00089455-0.00059293i,-0.00042977-0.00023949i,6.3677e-05-0.00014983i,-6.0475e-05+0.00012852i,-1.3991e-05+0.00055469i,0.00030499+0.00055683i
-0.0016524-0.0002852i,-0.0017412+0.00061122i,-0.0027014+0.0010685i,-0.0021914+0.00052955i,-0.00096241+0.00047592i,7.3878e-05-0.0001564i,0.00064512-0.00095429i,-0.0001452-0.0003093i,-0.00099128+0.00016804i,-0.0012514-0.00040289i,-0.0011034-8.297e-05i,-0.00064144+0.0003782i,-0.00087445+9.0198e-06i,-0.00099294+0.00018126i,-0.00039473+5.3977e-06i,-0.00085279-1.481e-05i,-0.001213+0.00024877i,-0.00015147-5.1586e-05i,0.00043681-0.00014433i,0.00030254+2.2293e-05i,0.00069807+0.00038008i,0.0011434+0.001056i,0.00042421+0.0001811i
0.0015009+0.0022304i,0.0018086+0.0015006i,0.0027626+0.00142i,0.0028341+0.0010045i,0.0015348+0.00019516i,0.0015091-0.00067699i,0.00078511-0.0012502i,-0.00090482-0.0014654i,-0.0011577-0.00080354i,2.6212e-05-0.00017485i,2.8551e-05-5.7454e-06i,-0.00022519+0.00042802i,7.563e-05+0.00036553i,-0.00014802+0.0003394i,-0.00036738-0.00016282i,0.00062319-0.00071772i,0.00076935+0.00024312i,-0.00019346+0.00097192i,-0.00043607+0.0013091i,-0.00034029+0.0016137i,4.2951e-05+0.00092468i,0.00061392+0.00055151i,-6.2921e-05+0.00033175i
-0.0035293+0.0026059i,-0.0024007+0.0015185i,-0.0032007+0.0018211i,-0.0029013+0.0017046i,-0.00078551+0.0012143i,0.00090562+0.00035193i,0.00070452-0.00052537i,-0.0011221-0.000407i,-0.0023689+0.0005288i,-0.0022758+0.0015173i,-0.0018115+0.0012096i,-0.00084386+8.0403e-05i,-3.3308e-05+0.00012156i,-2.8224e-05+0.00089174i,-0.00047716+0.00062326i,-0.00083792+0.00014067i,-0.00073916-3.1702e-05i,-0.00021064+0.00033468i,-0.0001495+0.00052369i,-4.4542e-05+0.00033393i,0.00019251+0.00030783i,-0.00042687+7.4156e-05i,-0.00076416+0.000168i
0.0017584-9.0611e-05i,0.0019408+0.00036852i,0.0024228+0.00032899i,0.001317+0.00021364i,0.00020841-0.00032929i,0.00016682-0.0011078i,-0.00058428-0.00031984i,-0.0019569-0.00013954i,-0.0021054-0.00021802i,-0.0017675-0.00014146i,-0.0012354-0.0010887i,0.00011039-0.0011995i,0.0011801-0.0008832i,0.00073997-0.00097137i,-0.00013414-0.00074016i,-6.3521e-05-0.0008805i,-0.00042963-0.00058619i,-0.00075089+0.00033704i,3.3785e-05+0.00085433i,0.00042257+0.00048042i,0.00052172-5.1434e-05i,0.00017173-8.1469e-06i,-0.00053963-0.00017874i
0.0011061+0.0019722i,0.0016221+0.0016981i,0.0011816+0.0011524i,-0.00087527-0.0011045i,-0.0014627-0.0025619i,-0.00047222-0.0021761i,-0.00076728-0.0016123i,-0.0017408-0.00056528i,-0.0012499+0.00037803i,-0.00013003+0.00035474i,-0.00035088+0.00024743i,-0.00071825-0.00017091i,-0.00046288-0.00094786i,-0.0006441-0.0009879i,-0.00027877-0.0004127i,0.00024208-0.0002306i,0.00042266-7.9569e-06i,0.00027686-6.4585e-05i,1.6511e-06-0.00011824i,-0.00024832-5.5638e-05i,0.00035009-0.00037086i,0.0008968-0.0001006i,0.00061309+0.00035267i
0.0013437-0.0021507i,0.0016687-0.0018009i,-0.00032246-0.0010796i,8.9109e-08-0.00077501i,0.0012044-0.00030735i,0.00058313+0.00019547i,-0.00049263-0.00056386i,-0.0017654-0.00092902i,-0.0026151-0.00016569i,-0.0025595+0.00030829i,-0.0019308+4.4181e-05i,-0.00064502-0.00026198i,-6.5738e-05+0.00011725i,-0.00044197+3.2326e-05i,-0.00060983-0.00015588i,-0.00048566-7.2713e-05i,-0.00030226-8.8491e-05i,-0.00061158+0.00040495i,-0.00063461+0.0003073i,0.00045722-0.00039059i,0.00049445-0.00042948i,-0.00019746+0.00023431i,2.0839e-05+4.9635e-05i
-0.00047747-0.001667i,0.00012221-0.0011509i,4.7869e-05-0.0010451i,-0.00072858+0.00066806i,-0.00080166+0.0019154i,0.00080659+0.0011974i,0.00090653-0.00051879i,-0.00071197-0.0012895i,-0.0016772-0.00033711i,-0.001498+0.00059285i,-0.00088144+0.00047111i,-0.00073312-0.00021518i,-0.0010795-0.00013587i,-0.00095528+9.1621e-06i,-0.00050779-0.00028146i,-0.00065144+7.7897e-05i,-0.00029744+0.00079002i,0.00023523+0.00016896i,0.00022945+0.00019642i,5.5448e-05+0.00098544i,-0.00041758+0.00050987i,-0.00080564-0.00047097i,-0.0010132+0.00012101i
