-0.0040018+0.0010774i,-0.0026404+0.001396i,-0.0019436+0.0025561i,-0.0002607+0.003264i,0.00082683+0.0037689i,0.001993+0.0038359i,0.0021208+0.002567i,0.0012783+0.0011315i,0.00060698+0.0011057i,0.00060898+0.0015381i,0.0012071+0.0011364i,0.0018845-4.5635e-05i,0.001454-0.0015048i,-0.00012501-0.0025954i,-0.0014264-0.0023397i,-0.0017104-0.0017147i,-0.00070696-0.00080405i,0.00057352+0.0003904i,0.00084211+0.00094917i,0.00054546+0.00049942i,-0.00020648-0.00024982i,-0.00065016+0.00014089i,-0.00093466+0.00073943i
-0.0011551-0.00060206i,-0.001647-0.00039581i,-0.0016509-0.00088179i,-0.0011852-0.00012011i,-0.00049053+0.00060073i,5.1218e-05+0.00066937i,0.0011124+0.00034345i,0.0010393+0.00010802i,0.00056435+8.0334e-06i,0.00072127+0.00022838i,0.00083934+0.00094154i,0.00060323+0.0011124i,0.00043728+0.00081069i,0.00057396+0.00056307i,0.00060389+0.00054906i,0.00032037+0.00084291i,-6.2823e-05+0.00035256i,0.0002344+0.00014586i,0.00028954+8.8401e-05i,0.0001809+0.00013711i,0.00075559+0.00024218i,0.00080612+0.00036434i,-9.5983e-06+0.00072487i
0.00012824+0.00033553i,0.00019606+0.0008004i,0.0006443+0.00093657i,0.00075934+0.0010026i,0.0010958+0.0007872i,0.0017568+0.00012817i,0.0022745-0.00054071i,0.0014889-0.00063061i,0.00048775-0.0001684i,0.00039885+0.00044157i,0.00057656+0.00062615i,-0.00031546+0.0004593i,-0.00051754+0.00051989i,-5.3111e-05-0.000318i,0.00010647-0.0010639i,0.00082875-0.00031044i,0.00075456+0.00016849i,5.5132e-05-1.5292e-05i,0.00027057-8.7749e-05i,-0.00019669-1.8008e-05i,-0.00039461+1.8585e-05i,-0.00013589+0.00014788i,-9.0975e-05+0.00021107i
0.00054993+0.00069322i,0.00036416+0.00058503i,0.00067206+0.0010202i,0.00096024+0.00084868i,0.0013242-0.00085535i,0.00091852-0.0011387i,0.00077597-0.00047685i,0.00026611+9.168e-05i,-0.00018843+0.00019154i,-0.00017487-0.00053052i,-0.00052015-0.00061139i,-0.00033691-0.00015816i,-0.00019676+0.00077211i,-0.00026924+0.00096711i,7.7407e-06-0.00037142i,-0.00050879-0.00045041i,-0.00093018-0.00040009i,-0.00041613-0.00042379i,-0.00026282+0.00042469i,-0.00056586+0.0005817i,-0.00016413+0.00097521i,-0.00030071+0.00099292i,-0.00071714+0.00029372i
-0.0012216-0.0003925i,-0.00039055+0.00045919i,-0.00065564+3.7118e-05i,-0.001225+0.00034291i,-0.0011271+0.0015535i,0.00010888+0.0011327i,0.0014893+0.00021273i,0.0011915-0.00033476i,7.602e-05-0.00079679i,-0.00020449-0.00015562i,-0.00017401+0.0013207i,-7.471e-05+0.0018386i,4.3734e-05+0.0013837i,3.4337e-05+3.423e-05i,-0.00056339-0.0012074i,-0.00099395-0.00076211i,-0.00021542+0.00012464i,0.00047787+0.0010425i,0.00029314+0.0012693i,-3.3967e-05+0.00095407i,-3.2535e-05+0.00036158i,6.267e-05-0.00053661i,7.7984e-05-0.00010749i
-0.0015248+0.00026971i,-0.0020386+0.001371i,-0.0023965+0.0017863i,-0.0012117+0.0019479i,0.00014856+0.0011045i,0.0013371+0.00075296i,0.0017494+0.00043695i,0.0015836-0.00021178i,0.0012997-0.00059115i,0.00011397-0.00023544i,-0.0005475-0.00032185i,-0.00067453-0.00059635i,1.4409e-05-0.00055805i,0.00062762-0.00012071i,0.00056442+5.6665e-05i,-0.00020648+4.1884e-05i,-0.00072219+0.00014252i,4.605e-05+3.5707e-05i,0.00060103-4.5039e-05i,-0.00015397+0.00041413i,-0.0001836+0.00029459i,0.000219+0.00027546i,-0.00044192+0.00040027i
0.00024761-0.0020262i,-0.00099693-0.00046424i,-0.0010493-1.179e-05i,-0.00085037-0.0011366i,-0.00035745-0.00094746i,0.00023413+0.00085784i,0.00064818+0.00035842i,0.00091738-0.00042089i,0.00024614+0.00045117i,-0.00081602+0.00042748i,-0.0013311-0.00017585i,-0.00099576+0.00016936i,-0.00050331+9.9689e-05i,-0.00024263-0.00025157i,-0.00033484-0.00059048i,8.9685e-05-0.00063383i,0.0006486-0.0013153i,-9.2226e-05-0.0013288i,-0.00044882-0.00016751i,-0.0002358+0.00069362i,0.0003325+0.00094028i,0.00043128+0.00074113i,-0.00038974+0.00034857i
0.00055679-0.00063065i,-0.0010989-0.00011775i,-0.002008-0.0009937i,-0.0017116-0.0015351i,-0.00067224-0.0011547i,9.026e-05-0.00030555i,0.0011644+0.0001001i,0.001011-0.00041185i,0.00054519-0.00075521i,0.00039073-0.00043731i,0.00047075+0.00091763i,0.0004048+0.0017895i,-0.00014602+0.00076144i,-0.00028737-8.8818e-05i,-0.00062033+9.5587e-05i,-0.0014142-9.0813e-05i,-0.001277-0.00033994i,-0.00056908-0.00060726i,-0.00063417-0.00043863i,-0.00060666-0.00037019i,-0.00017041-0.00018654i,0.00024973-0.00029213i,0.00052704-0.00031784i
0.00027052+0.00018892i,0.00072786-0.00043i,0.00072008-0.0011758i,0.0003848+0.00024837i,0.00022677+0.00061262i,0.0008352-0.00032591i,0.0014539-0.00089223i,0.0012232-0.00071669i,0.00082994-0.00049933i,0.00029452-0.00038151i,-8.7965e-05-0.00023319i,-0.00050536+0.00070568i,-0.00059828+0.00086315i,0.00016248+0.00068652i,0.00065626+0.00036721i,0.00081521-0.00026317i,0.00043333-0.0010833i,0.00022668-0.001832i,0.0002398-0.0012737i,-0.00041092-0.00029653i,-0.0005458+0.00043943i,0.00023243+0.00032491i,0.0003498+1.1024e-05i
-0.0010483-0.00050614i,-0.00058354+0.0002783i,0.00014988-0.0003935i,0.00087654-1.7697e-05i,0.00049626+0.0012472i,0.00056548+0.0018296i,0.0012231+0.0014389i,0.00090867+0.00055106i,4.496e-05+0.00034887i,-0.00032532+0.00062785i,-0.00054979+0.00069632i,-0.00054563+0.0005683i,0.00043194+0.00082446i,0.00083389+0.00018435i,-0.00011831-0.00091033i,-0.00061484-0.00073267i,9.606e-07-0.00064691i,0.001018-0.00016179i,0.0012018+0.0010394i,0.00060582+0.00074402i,0.00021984+0.00014633i,0.00038847+0.00042723i,0.00027421+0.00083383i
-0.001318+0.0010366i,-0.00076023+0.00037027i,0.00061029-0.00063171i,0.00036304+5.4116e-06i,0.0003593+0.0013686i,0.00089963+0.0012288i,0.00076783-0.00034942i,0.00067722-0.001105i,-0.00013672-0.0011885i,-0.00067693-0.001091i,-0.00038018-7.1158e-05i,-0.0004792+8.585e-05i,-0.00062719+0.00016338i,-0.00087439+0.00071791i,-0.00053758+0.00024412i,-0.00036229-3.1258e-05i,-4.5022e-05-0.00024941i,0.00042569-0.00086236i,8.0857e-05-0.00046719i,-0.00020246+0.00064739i,-0.00028181+0.00077169i,-0.00051967+0.00043372i,8.2251e-05+0.00038066i
0.00011849+0.0010629i,6.1441e-05+0.00029313i,0.0011174-7.5016e-05i,0.0021987-0.00026142i,0.0020248-3.6985e-05i,0.00075088+0.00028171i,0.0014931+0.0004855i,0.0017974+0.0008009i,0.00052116+0.00046957i,-0.00043716-2.8579e-05i,-0.0005241-3.992e-05i,-0.00049038-0.00032398i,-0.00010857-0.00013563i,0.00040212+0.00015263i,0.0004674+0.00046732i,0.00033028+0.0010427i,0.00062288+0.00083607i,0.0012547-6.4247e-06i,0.001215-0.00039428i,0.00096697+0.00015558i,0.00031643+6.056e-06i,-4.9453e-05-0.00066254i,6.9061e-05+0.0001971i
0.0010194+0.00040144i,0.0010685-0.00058583i,0.00064109-0.00044853i,-0.00026375-0.00069071i,-0.00064512-0.0011486i,-0.00038265-0.001322i,0.00019744-0.00076131i,0.001046-7.1442e-05i,0.00091822+0.00016882i,1.3231e-05-5.6164e-05i,-0.00028184+4.0547e-05i,-0.00016291+0.00036155i,1.3095e-05+0.00036792i,0.00011243-6.882e-06i,0.00053606-0.00049618i,0.0002126-0.00065186i,-0.00026942-0.00084759i,-0.00015611-0.0012896i,-3.1227e-05-0.00087953i,0.00025071-0.00014816i,0.00021332+0.0008547i,5.545e-05+0.00084026i,0.00085878+0.00051554i
-0.0010795+0.00083597i,-0.00098565+0.0022587i,0.00031281+0.0021913i,0.0007276+0.0013878i,0.0010703+0.0010426i,0.0018647+0.00033328i,0.0016447-0.00067839i,0.00074116-0.00061299i,0.0010187-0.00023437i,0.0016823-0.00011895i,0.0010048+0.000229i,-0.00025297+0.00077128i,-0.00072195+0.00026412i,-0.00038891+7.3993e-05i,0.00018931-0.00036678i,0.00030677-0.0011895i,0.00058961-0.00060785i,0.00070362+0.00014771i,-0.00026803-0.00028965i,-0.00078579-0.0004753i,-0.00019762-4.4723e-05i,0.00033971-9.6317e-05i,0.00023807-0.00043792i
0.00059166+0.0005342i,-0.00028554+0.0011064i,-0.00098208+0.0007247i,-0.00034423+0.00022281i,0.00038526+0.00057023i,0.00048143+0.0012563i,0.00086244+0.0004022i,0.0014312+2.6825e-05i,0.00086689+0.00042783i,-0.00016737+0.00049561i,-0.0002331+0.0010297i,0.00013788+0.00086303i,-0.00029154+0.00084857i,-0.00084223+0.00042757i,-0.00042949-0.00052127i,0.00043226-2.1014e-05i,-0.0002001+0.00092528i,-0.00072743+0.00065981i,-0.00028356-0.00033068i,-0.00078681-0.0006919i,-0.00091802-0.00057535i,9.5718e-05-0.00057266i,0.00071256-6.4665e-05i
-0.0017647-0.00053752i,-0.0028837+0.00058157i,-0.0034579+0.0010216i,-0.0030304+0.0014569i,-0.0018457+0.0015352i,-0.00020935+0.0017071i,0.00013451+0.00086765i,-0.00032883-3.0097e-05i,8.549e-05-0.00025283i,0.00045882+0.00059887i,-1.3348e-05+0.0011439i,6.9715e-05+0.0010253i,0.00023648+0.0010293i,0.00019644+0.00043759i,0.00036944-0.00056029i,0.00053778-0.00060917i,2.4547e-05-0.00014151i,-0.00075192-0.00030132i,-0.00060269-0.0012036i,-0.00013555-0.001054i,-7.7518e-05-0.00025841i,-0.00038403+0.00020206i,-0.00017659+5.3715e-05i
0.0013911+0.00051331i,0.0018036+0.00088795i,0.0020849-0.000157i,0.0022244-0.00066559i,0.0021472-0.0005359i,0.0016812-0.00014156i,0.00095206+0.0011914i,0.00085996+0.0007332i,0.0010892-0.00061807i,0.00059357+0.00013539i,-0.00062953+0.00056484i,-0.00089581+0.00059272i,-0.00064009+0.0013478i,-0.00068231+0.0011421i,-0.00063408+0.00055178i,-0.00035913+0.00014523i,-0.00034496-0.00025438i,-0.0004813+0.00010465i,0.00034814+0.00078497i,0.00064324+0.00044201i,0.00055965+0.00044259i,0.0003976+0.00095474i,0.00061352+0.00055049i
-0.0014722-0.00059614i,-0.0014316+0.00043066i,-0.00082681+0.00034208i,-0.0011912-0.00027623i,-0.0013251-0.00027767i,-0.00014323+0.0012031i,0.00050903+0.002046i,0.00066852+0.00096095i,0.00085485+9.1928e-05i,-4.9554e-05-0.00044936i,-0.00019824-0.00018159i,0.00047369+0.00070038i,0.00076639+0.0010641i,0.00095185+0.00040164i,0.00082153-0.00067789i,0.00069992-0.00035477i,0.00069552+0.00019347i,0.00036421+0.00029122i,-3.0259e-06+0.00045209i,-0.00046342+0.00073163i,-0.00056703+0.00044576i,-0.00050027-0.00036355i,0.00019539+1.6825e-05i
-0.00040925+0.00083024i,-0.00055872+0.00044426i,0.00023505+0.00061593i,0.00017819+0.00097148i,6.2289e-05+0.0010936i,0.00048109+0.0017396i,0.00029419+0.00069039i,0.00068812-0.00029818i,0.00087211+0.00026735i,0.00051922-0.00033616i,0.00050212-0.00088017i,6.7017e-05+0.00031189i,-0.00025785+0.0015441i,-4.1464e-06+0.0011923i,0.00010503-0.00014205i,-0.00027212-0.001434i,-4.3109e-05-0.0015902i,0.00056418-0.00057342i,4.0834e-05-2.1923e-05i,-0.00016667+8.2963e-05i,0.00039879+0.00010251i,0.00032842-0.0001837i,-0.00029184+0.00046772i
-0.0014085-0.00064037i,-0.001505-0.00063009i,-0.0015169-0.00056718i,-0.0015671-0.0006801i,-0.0016543-0.00082276i,-1.6084e-05-0.00042973i,0.0014514-0.00049707i,0.0011615-0.00085962i,0.00066725-0.00055101i,0.00026672+0.0010055i,0.00015358+0.0015705i,-6.9626e-05+0.00054654i,-0.0007332-0.00036802i,-0.00058607-6.7711e-05i,-3.2138e-06+0.00041939i,0.00013946+1.5644e-05i,6.1932e-05-0.00035217i,0.00020795+0.00017026i,-8.7949e-06+0.00017306i,-0.0009874+0.00014382i,-0.0012624+0.00059557i,-0.00036307-3.0093e-05i,0.0002152-2.7453e-05i
-8.6933e-05+0.00043058i,0.00022666+0.00068937i,0.0011538-8.9675e-05i,0.0007377-0.00051652i,0.0015606-0.00030477i,0.0019784-3.8201e-06i,0.0015699+0.00046712i,0.0013201+0.00086297i,0.00097289+0.0007014i,0.0010805-0.00018275i,0.000626-0.00029666i,0.00010766-0.00017658i,7.4092e-05+0.00020013i,0.00043468+0.00070156i,0.00081284+0.00028625i,0.00039027+9.1292e-05i,0.00027452-0.0001693i,0.00088738-0.00041318i,0.00072476+0.00012269i,-2.9159e-05+0.00098874i,0.00020675+0.0011532i,0.00052858+0.00062905i,0.00059904-0.00013266i
-0.00028077+0.00087178i,-0.00045935+0.00081055i,-0.00085464-2.3906e-05i,-0.00097251-0.0007572i,-0.00048125-0.00051912i,0.00070444+0.00066661i,0.0021982+0.0005677i,0.0024977-0.00066257i,0.0021659-0.00099985i,0.0013063-4.9609e-05i,0.00036363+0.0012706i,-0.0002591+0.001306i,-0.00046683+0.00016417i,0.00023499+0.00021837i,0.00042369+0.00055002i,-0.00038393-7.6441e-05i,-0.00050449-0.00034848i,-0.00011441-0.00043118i,-0.00022981-0.000348i,-0.00047489-0.0002543i,-0.00021013-0.00038639i,-0.0002518-8.7456e-07i,-0.00052911+0.00012114i
0.00077479-0.00077049i,0.00059429-0.00053106i,5.0684e-05-0.0011821i,3.6368e-05-0.00099997i,0.00022037-8.7224e-05i,0.00034279+0.0011628i,0.00081945+0.0016114i,0.0011286+0.00040823i,0.0013128-0.00052351i,0.00097153-0.00037189i,-0.00057393+0.00029494i,-0.0006731+0.00061424i,-0.00015424+0.00072452i,-0.00030785+0.0011764i,-0.00044988+0.00067363i,-0.00052526+0.000116i,-0.0010476-0.00022959i,-0.00071371-5.7467e-05i,-0.000498+0.0001744i,-0.00052446+0.00033115i,0.00034451-0.00041749i,0.00085594-0.0013018i,0.00057454-0.0013248i
0.0009931+0.0014646i,0.0007028+0.0012674i,0.0011002+0.00096775i,0.00083455+0.00075562i,0.00081961+0.00065112i,0.001486+0.00018633i,0.0011403-0.0004864i,0.00038111-0.00026491i,0.00023784+0.00020632i,0.0002307+0.00017228i,-8.1921e-05+0.00042045i,-0.00068044+0.00047393i,-0.00044177+0.00033601i,-0.00043745+0.0007094i,-0.00045318+0.00078864i,0.0003346+6.9472e-07i,0.00071416-0.00068612i,0.00017771-0.00056649i,-0.00037755-0.00088435i,-0.00030098-0.0009178i,-0.00029808-0.00047715i,-1.8474e-06-2.8276e-05i,0.0005109+6.4638e-05i
0.00041548-9.6967e-05i,-2.8772e-05-2.5052e-05i,0.00010543-0.00046086i,0.001038-0.0013098i,0.0015808-0.0015402i,0.00077052-0.0009538i,0.00090688-0.00097524i,0.0012725-0.00043084i,5.3079e-05+3.469e-05i,-0.0007734-8.336e-05i,-0.00044901+0.00014199i,-0.00019576+0.00068281i,-0.00033296+0.00022703i,-9.4417e-05-5.3708e-05i,4.0779e-05+0.00039529i,-8.237e-05+0.00054289i,0.00019627+0.00010555i,0.00025832-0.00029762i,0.0001736-0.00017698i,-0.0001797-0.00023898i,0.00028249+0.0002826i,0.00023207+0.00019397i,7.9634e-05-0.00031703i
0.0003593+0.0014223i,0.00024811+0.0009938i,0.00042651+0.00093634i,0.00067912+0.00063674i,0.00073079-0.00012989i,0.0010056-7.409e-05i,0.00071046-0.00016309i,0.00038418-6.7499e-05i,0.00036581+0.00084262i,5.8639e-06+0.0012409i,-0.00010254+0.00095797i,-3.3967e-05-0.00020562i,-0.00039518-0.00025267i,-0.00066212+0.00069183i,-0.00091079+0.00096228i,-0.00062941+0.00034614i,9.0766e-05+0.00045833i,0.00073516+0.00076031i,0.0003099-0.00014613i,-0.00054927-0.00026925i,-0.00023735+0.00038699i,0.0008793+0.00080453i,0.0012029+0.0011253i
8.9051e-05+8.2739e-05i,0.00021031+0.0013129i,0.00087352+0.00097318i,0.001066-0.00036624i,0.0012597-0.00030151i,0.00083248+0.0006889i,0.00077542+0.00074665i,0.0011643+7.232e-05i,0.00083026-0.00020056i,0.00048422+8.5195e-05i,-0.00016894+0.0001445i,-0.00028279+0.00077765i,-0.00023943+0.0015816i,-0.00050642+0.0017248i,-0.00090089+0.00094426i,-0.00072582+0.00018889i,-0.00044254-6.9351e-05i,0.00017789-0.00033597i,0.00031712-0.00068303i,-0.00033514-0.00089617i,0.00014727-0.00014975i,0.00023455+0.00019591i,-0.00039719+1.7457e-05i
0.00039517+0.0011725i,0.0023762+0.0016059i,0.0024709+0.001127i,0.0013268-0.00017214i,0.0010447-0.00054649i,0.00077608-8.7585e-06i,0.00049033-0.00032432i,0.00020324-0.00012369i,-0.00018487+0.00049011i,-0.00012644+0.0011581i,-9.6079e-05+0.0014087i,-0.00059332+0.00032077i,-0.00068893-0.0005005i,-0.0011435+6.5964e-05i,-0.0011151+0.00034996i,-0.00015155-0.00012675i,0.00064736-0.00062049i,0.00064208-0.00089472i,0.00071068-0.0011141i,0.00051688-0.00041079i,0.0002429+0.00060883i,0.00097082+0.00062472i,0.0014121+0.00036924i
-0.00093659-0.00049577i,-0.00031951-0.00074325i,-0.000966-0.00068167i,-0.0020863+4.5024e-05i,-0.0013872+0.00030806i,-0.00019036+0.00076822i,0.00057381+0.0011733i,0.00087712+0.0010445i,0.00090447+0.0013836i,0.00044509+0.0014605i,0.00041203+0.00086906i,0.0013977+0.0001178i,0.0013458-0.00021903i,0.00037967+6.1289e-05i,-0.00028147+6.6156e-05i,-8.9461e-05+0.0002272i,0.0001973+0.0007241i,0.00061112+0.00058554i,0.00075255+1.2135e-06i,0.00071096+0.00019651i,0.00032474-6.0034e-05i,6.1625e-05-0.00047828i,0.00022754-0.00032884i
-0.0011116+0.0013495i,-0.00056475+0.0019537i,-0.00016298+0.0016424i,0.00025584+0.0011117i,0.00076122+0.0016581i,0.0014559+0.0017553i,0.0012729+0.00068717i,-2.5737e-05+4.9079e-06i,-0.00029833+0.00065869i,0.00048001+0.0011746i,0.00066517+0.00046341i,-0.00016993+0.0003505i,-0.00026944+0.00059983i,-3.2695e-05-0.00042221i,-0.00011708-0.00088574i,-0.0001394-0.00056792i,-0.00026252-0.00043535i,-2.265e-05-0.00034474i,-0.00052468-0.00020211i,-0.0012685-7.5558e-05i,-0.0013944+0.00044617i,-0.0011582+0.0010867i,-0.00047207+0.0014035i
-0.0012877+0.00055301i,-0.00037383+0.00040949i,-0.00078875-0.00020331i,-0.0007051-0.00024345i,0.000404-0.00035945i,0.0014069-0.00085222i,0.0017423-0.0006681i,0.0012532-0.00020504i,0.00092995+0.00028171i,0.00061936+0.00078828i,0.00028532+0.00074543i,-0.00020688+0.00067064i,-0.00023444+0.00076497i,-7.613e-05+8.3565e-05i,-0.00071884-0.00064336i,-0.00093769-0.000572i,0.00012757-0.00038727i,0.0010982-4.4994e-06i,0.00045769-0.00014695i,-0.00029229-9.0167e-05i,0.00029976+3.8238e-05i,0.00083794+0.00023556i,0.00022536-0.00050196i
-9.4235e-05+0.0013443i,-4.5092e-05+0.001381i,0.0013893+0.00072662i,0.0025497-8.8024e-05i,0.0024875+0.00013918i,0.0021826+0.00089396i,0.0013689+0.0013183i,0.00025012+0.0014176i,3.0441e-05+0.0010588i,-0.00034396+6.6663e-05i,-0.00097795+9.008e-05i,-0.00087263+0.00047304i,-0.00065317+0.00030429i,-0.00076624+0.0005188i,-0.00077384+0.00015272i,-0.0002282-9.0607e-05i,0.00032907-0.00052594i,0.00026617-0.00042115i,0.00019153-0.00041887i,-0.00045452-0.00072535i,-0.00036436+0.00010613i,-2.3754e-05+0.0005004i,0.000207+0.00060386i
7.7613e-05+0.0020911i,0.00059221+0.0023461i,0.0010195+0.002753i,0.0014942+0.0013999i,0.001237-0.00010439i,0.00068539-0.00077854i,0.00051878-0.00084974i,0.00039845+0.00016731i,0.00057237+0.00061429i,0.00062565+0.00013022i,0.00011624+0.00021324i,-0.00035047+0.00069851i,-0.0004832+0.00053041i,-0.00057545-3.095e-05i,-0.0003192-0.00035216i,-0.00030428-8.1252e-05i,0.00026824+9.8595e-05i,0.00071672+5.672e-05i,-0.00048962-0.0001675i,-8.3635e-05+0.00016502i,0.00064315+0.00061272i,0.00076646+0.00069051i,0.0010961+0.00084199i
0.00014167+0.00067223i,4.862e-05+0.0020225i,-0.00039717+0.0016276i,0.00021843+9.0403e-05i,0.0012643+0.00031092i,0.0020342+0.00038788i,0.0027883+0.00011282i,0.0021256+0.00067007i,0.00073786+0.00088244i,0.00041766+0.00027357i,0.00030647+0.00014069i,-5.5792e-06+0.0002111i,5.2917e-05+0.00037154i,-0.00012987-8.877e-06i,-0.00035244-0.0007207i,-2.0197e-05-4.4789e-05i,-0.00023946+0.0005609i,0.00040717-0.0001357i,0.00030729-0.0005808i,-0.00035688-0.00084155i,-1.9086e-06-0.00060774i,-0.00015439-0.00036582i,-9.0383e-06-0.00019481i
-4.6869e-05+0.0014382i,0.00064131+0.0026309i,0.00083902+0.0038879i,0.0013153+0.0033156i,0.0020166+0.0020552i,0.0021744+0.0012748i,0.0015151+0.00050305i,0.00065601+0.00032553i,0.00029508+0.00053844i,2.8057e-07-1.8635e-05i,-4.2186e-05-1.4076e-05i,-0.00017671+0.00016521i,-8.4562e-05-0.00035549i,-3.3554e-06-0.00072152i,-0.00055888-0.00058417i,-0.00024138+7.2378e-07i,0.00061558-2.9638e-05i,0.00054658-0.00010599i,0.00048095+0.00050815i,7.8323e-05+0.00079517i,-0.00033991+0.00027803i,-0.00062746+0.00048761i,0.00030962+0.000483i
-0.00079094+0.00078383i,-0.0024262+0.00091132i,-0.0026574+0.00064163i,-0.002411+0.00055263i,-0.0016937+0.0010288i,0.00056936+0.0014489i,0.0017063+0.00054613i,0.0013215-0.00027542i,0.0017063+0.00043991i,0.0014926+0.0013154i,0.00052565+0.00095547i,0.00015583+0.00018048i,-0.00017875-0.00060376i,-0.00017916-0.00079053i,-0.00056097-0.000786i,-0.00086997-0.00072126i,-0.00050572-0.00026307i,-0.00054238-3.3494e-05i,0.00030311+0.00061483i,0.00094997+0.0011413i,0.0010007+0.00099557i,0.00052573+0.0011701i,0.00044936+0.00095623i
0.0017135+0.0020231i,0.001807+0.0022944i,0.0035837+0.002731i,0.0047232+0.0016201i,0.0037548+0.00022511i,0.00165+0.00083086i,0.00113+0.00048788i,0.0011952-0.00067038i,0.00064745-7.2388e-05i,0.00071324+0.00046335i,0.00090503+0.00010251i,2.5057e-05-1.6556e-05i,-0.00081221+0.00037934i,-0.0011552+0.0012088i,-0.00138+0.00090953i,-0.00091457+5.1362e-05i,-0.00046566-0.00011609i,-0.00017492+0.00038219i,4.703e-05+0.00063716i,-0.00041471+0.00067497i,-0.00046443+0.00055666i,-5.3647e-07+7.6095e-05i,0.00063937-4.3243e-05i
0.0012937+0.0014663i,0.00064674+0.00075715i,-8.6915e-06+0.00024214i,-0.00061793-0.00043678i,0.00016205-0.00034732i,0.00080735-4.3285e-05i,0.00051166-0.00052473i,0.00070252-0.00053899i,0.0011445-0.00025504i,0.00091727+0.00037823i,-0.00010684+0.00069495i,-0.00060287+0.00092901i,-0.00027611+0.0011773i,0.00035267+0.0010205i,0.00056726+0.00047556i,0.00030988-0.00025416i,-0.00017679-0.00058126i,-0.00062261-8.1902e-05i,-0.00070023+3.7137e-05i,-0.00012446+0.00041968i,0.00042017+0.00054515i,0.00052796-4.9742e-05i,0.00053023-0.00046271i
-0.0012226-0.00052464i,-0.0014056+6.622e-05i,-0.00072883-0.00027721i,-0.00063316-0.00010707i,-0.001236+0.00082082i,-4.2217e-05+0.00087097i,0.0017115+0.0010365i,0.0016309+0.00059613i,0.00078584-0.00043645i,0.0003655-0.00048929i,0.00044607-9.0197e-05i,0.0004303+0.00034866i,0.00046136+0.00038608i,0.00052755+0.00017833i,-0.0001124+0.00047649i,-9.7362e-05+0.00092282i,0.00078994+0.0011791i,0.00079615+0.0017649i,-0.00014963+0.0013857i,-0.00037343-0.0002302i,0.00010686-0.00059695i,0.00014632-7.4612e-05i,0.00023084+8.9984e-05i
0.00096155+0.0002896i,0.0010114+0.0010849i,0.00017525-8.2663e-05i,0.00013306-0.00095957i,0.0013073-0.00048362i,0.001344+0.00016164i,0.00060837-0.00015635i,0.00060132-0.001017i,0.00099484-0.00108i,0.00077554-0.00091322i,-0.00015592-0.0005726i,-0.0014598+0.00040727i,-0.00043571+0.00031116i,0.0013031-0.00085941i,0.0010036-0.0010668i,0.00047513-0.00047369i,0.00079287-0.00049119i,0.00029037-0.00021107i,-0.00054116-0.00050813i,-0.00054937-0.0008765i,-7.6526e-05+0.0005347i,5.0569e-05+0.0018594i,0.00050713+0.0015187i
-0.0010023+0.0010689i,-0.0015989+0.0018001i,-0.0012262+0.0023141i,-0.00032798+0.002412i,0.00022282+0.0017637i,0.00050356+0.0011094i,0.0007913-9.4815e-05i,0.00019088-0.00078108i,-0.00015623-0.00034891i,0.0006868+0.00023687i,0.00078504+0.0010008i,0.00044736+0.0010809i,-0.00036701+0.0012967i,-0.00072347+0.00040631i,-0.00054371-0.00075946i,-0.00060738-0.00051352i,-0.00028333-0.00043423i,0.00018266-0.00053953i,0.00037391-0.00053928i,0.00031414-0.0007527i,0.00023738-0.00065753i,0.00047206+2.788e-05i,0.00084632-3.9222e-06i
0.00030594-1.011e-05i,0.00089332-0.00024i,-7.8758e-05-0.00029093i,0.00052917-0.00070008i,0.0016181-0.00054524i,0.0020749-0.00081661i,0.0023579-0.001366i,0.0012268-0.0011856i,-1.0571e-05-0.00067082i,-0.00033711-0.00035425i,-0.00028233+0.00062221i,5.7495e-05+0.0011293i,0.00063224+4.2649e-05i,0.00067162-0.00021804i,0.00056514+0.00050513i,0.0007057+0.00058823i,0.0002632-0.0001681i,-0.00048941-0.00088401i,-1.2186e-05-0.00018517i,0.001384+0.00040582i,0.0016553+0.00073534i,0.001202+0.00088361i,2.5152e-05+0.00038592i
0.0015462+0.00095256i,0.0011335+0.00039083i,0.0021475-0.00030009i,0.0027453-0.0012159i,0.0020625-0.00047038i,0.0013692+9.4323e-05i,0.0017935+0.00064238i,0.0012233+0.00057731i,0.00035727+0.00056897i,0.00073761+0.001117i,0.0003649+0.001298i,-0.00025574+0.001488i,-0.00062956+0.0014535i,-0.00010599+0.00043585i,0.00088554-0.00042687i,0.0003253-0.00022431i,-0.00018235-0.00072111i,0.00042059-0.0012633i,0.00060914-0.001207i,0.00020813-0.0006249i,0.00039854-0.0002397i,0.00061477+0.00020087i,0.00028001+0.00050727i
-0.0010192+0.00062797i,0.00012388+0.0014199i,0.00018438+0.0028118i,4.9528e-05+0.0025972i,0.0010478+0.00059774i,0.0018204-0.00027406i,0.0013714-0.00015792i,0.0003052-7.1493e-05i,-0.00037242+0.00023658i,-7.1575e-05-2.8644e-05i,0.00078476-0.0004104i,0.00048869+0.00025457i,0.00041452+0.00037671i,0.00090331-0.0003535i,0.00042946-0.00082554i,-0.00047334-0.00073994i,-0.00053967-0.00042036i,0.00049544+0.00011815i,0.00085992+0.00043857i,0.00039614+0.00093839i,0.00021432+0.00079608i,9.1344e-06+5.1392e-05i,-0.00011138-6.3345e-06i
