0.00099098+0.00057809i,0.0021687+0.0009618i,0.0016114+0.0018085i,0.0011518+0.0012242i,0.0012063+0.00040035i,0.0013266+0.00064963i,0.0013751+0.00068646i,0.0014202+0.00064155i,0.0021025+0.00020798i,0.0023445-0.00034204i,0.0015311-7.8396e-07i,0.00089436+3.0583e-05i,0.00057676-0.00026592i,0.00023296-0.00029164i,-0.00020102+0.00026215i,-0.00064064+0.00031766i,-0.00023092+0.00011252i,0.00024446+0.00027846i,-0.00016706+0.00025871i,-0.00034632+0.00019949i,0.0002636+0.00045606i,0.00012662+0.00066647i,-0.00042965+0.00062259i
-0.0026207+0.0029742i,-0.0039987+0.0058209i,-0.0035706+0.0071776i,-0.0010634+0.0062479i,0.00091815+0.0042459i,0.0017954+0.0019632i,0.0022444+4.817e-05i,0.0015183-0.00044107i,0.00099783+0.00043815i,0.00040186+0.0011191i,-0.0010647+0.00081574i,-0.0022316+0.00045196i,-0.0018656+0.00015853i,-0.00037848+0.00023865i,4.8763e-05+0.00062235i,-0.00048499+0.00076816i,-0.00015535+0.00084428i,0.0001953+0.00083946i,2.596e-05+0.0002125i,-0.00011335-0.00033537i,2.1545e-06+0.00028262i,0.00046159+0.00042029i,0.00026331-0.00049334i
-0.001071+0.0026637i,-0.0022977+0.0024314i,-0.0012583+0.0039346i,0.00038857+0.0042929i,0.0025005+0.0022322i,0.002702+0.00091584i,0.00076003+0.00071135i,0.0006895-0.00037953i,0.00177-9.9846e-05i,0.0014112+0.00074305i,0.00047894+0.00077563i,-1.9568e-05+0.001284i,-0.00030047+0.0013625i,-0.0001109+0.0010223i,6.9953e-05+0.00019036i,0.00037816-0.00097534i,0.00048808-0.0010189i,0.00050343-0.00040475i,0.00054995+2.3291e-05i,0.00040232+0.00028796i,0.00020627+0.000157i,5.3837e-05+0.00025892i,0.0001365+0.0005124i
-0.0026231+0.00030365i,-0.0032937+0.0017585i,-0.0028406+0.0036375i,-0.0011638+0.0044175i,0.001272+0.00474i,0.0025137+0.0033115i,0.0018595+0.00086139i,0.0010963-0.00021754i,0.0011923-0.00019113i,0.0011963+0.00011067i,0.0011145-0.0004549i,0.00073364-0.0001735i,0.0008916+0.00028738i,0.0012104-0.00012506i,0.001212-0.00029357i,0.0010549-5.7591e-05i,0.0011901-0.00017115i,0.0013309-0.00042056i,0.00069079-0.00066815i,0.00024357-0.0014918i,0.00029851-0.0014028i,9.7922e-05-0.00035796i,-0.00014435+9.0745e-05i
-0.00049703+0.001724i,-0.0022229+0.0040615i,-0.0030689+0.0048374i,-0.0014733+0.0040279i,0.00037983+0.0035119i,0.0021153+0.002546i,0.0023395+0.00072679i,0.0011866+3.314e-05i,0.001554+0.00082177i,0.0023595+0.00061016i,0.0018627-0.00033944i,0.00089719+2.2221e-05i,0.00056129-0.00025252i,0.00020577-0.0012185i,-9.9244e-05-0.0011461i,-5.3754e-05-0.00065379i,-0.00038494+0.00026979i,-0.00039095+0.00042786i,-0.00016796+2.2809e-05i,3.7547e-05+5.1688e-05i,0.00056932+0.00010631i,4.8044e-05+0.00020951i,-0.00093011+0.00014805i
-0.0035767+0.0044509i,-0.0045604+0.0042132i,-0.0023934+0.0042102i,9.8768e-05+0.0024948i,0.0020477+0.00085239i,0.0024129+8.2929e-05i,0.0011344-0.00058962i,0.0012835-0.00019291i,0.0018881+0.00084169i,0.0018452+0.00020165i,0.00093448-0.00068483i,0.00017227-0.00053082i,-0.00017854-0.00011356i,-0.00055276-0.00013612i,5.7259e-06-0.00041555i,0.0006266-3.2383e-05i,0.00077869+0.00036763i,0.00036242+0.00063272i,0.0007348+0.0010359i,0.00039147+0.0012384i,-5.3627e-05+0.00056818i,0.00025268-0.00013444i,5.3094e-05+0.00042179i
-0.00027114-0.0011741i,-0.0015352-0.00021186i,-0.0016671+0.00058769i,-0.00019366+0.0016425i,0.0014901+0.0018788i,0.0021431+0.0016203i,0.0019281+0.00035644i,0.00039051-0.00072674i,-0.00019454-0.00065368i,0.00039921-0.0004128i,9.8381e-05+0.00026633i,-0.00029372+0.00069397i,-0.00063239+0.0010229i,-0.00035367+0.0010382i,0.00040091+0.00019452i,0.0008835-0.00069535i,0.00067906-0.00032563i,0.00049164-0.00011223i,-5.4319e-06+0.0001723i,-0.00048926+0.00045564i,-9.0847e-05+6.5908e-05i,0.00016884+8.62e-05i,-0.00021696+0.00028513i
-0.0016447+0.004537i,-0.0015847+0.0054043i,-0.00090617+0.0048036i,-3.9859e-05+0.0033572i,0.0015058+0.0024495i,0.0023892+0.0018829i,0.0015484+0.00076138i,0.0012625+0.00071i,0.0019914+0.0009823i,0.0024039+0.00060386i,0.0016557+0.00071588i,0.00063085+0.00061994i,0.00015128+0.00067665i,0.00060568+0.00037257i,0.00080961-0.00018025i,0.00078522-0.00010611i,0.00077898+1.3304e-05i,0.00094371+0.00036826i,0.0010378+0.00072283i,0.0011473+0.00048934i,0.0011047+0.00014199i,0.00078971+0.00053943i,0.00061867+0.00086642i
-0.0028791-0.00064627i,-0.0031297+0.00054824i,-0.0019449+0.001674i,5.5952e-05+0.0019168i,0.00179+0.0021648i,0.0031911+0.0028824i,0.0027349+0.0018013i,0.0019239+4.9874e-05i,0.0019733+8.3341e-05i,0.0016957+1.8204e-05i,0.00161-0.00067123i,0.0012797-0.00028212i,0.00090696-0.00017767i,0.00096175-0.00062151i,0.00058581-0.00079344i,-0.00042794-0.000239i,-0.0009882+0.00068979i,-0.0002555+4.424e-05i,-0.00010993-0.00033278i,-0.00047873-0.00020698i,0.00017311-3.8891e-05i,-3.9582e-05-6.6972e-05i,-0.00013935-4.8773e-05i
0.0011156+0.0026553i,-0.00055897+0.0032267i,0.00051612+0.0040798i,0.0025287+0.0030773i,0.0031663+0.0016106i,0.0029455+0.0012458i,0.0015967+0.00091452i,0.00039021-5.0111e-06i,0.00018656+2.4752e-05i,0.00021962-0.00055793i,0.00060084-0.0013944i,0.00061841-0.0011322i,0.0007233-0.00057151i,0.0012319-0.00031816i,0.00077683-0.00011335i,2.2382e-05-0.00042677i,-0.00041881-0.00072048i,-0.00052206-0.00083081i,1.0521e-05-0.0010472i,-0.00027701-0.0010685i,-0.00020522-0.00035907i,0.00012043+0.00039773i,1.7983e-05+0.00054405i
-0.0026677+0.0014539i,-0.0028109+0.0023536i,-0.0021122+0.0022974i,-0.001396+0.0031987i,0.00013952+0.0037537i,0.0016143+0.0027835i,0.0015203+5.2309e-05i,0.0011009-0.00090657i,0.00062087+0.00095625i,0.00014322+0.0021617i,-0.00040508+0.0017238i,-0.00092926+0.00094142i,-0.00091973+0.00010727i,-0.0010674-0.00018216i,-0.00051882-0.00067903i,9.5952e-05-0.00084216i,0.00014046-0.00026445i,0.00071542+0.00018767i,0.0010484+0.00027439i,0.00084305+3.5389e-05i,-0.00017186+0.00014981i,-0.00082973-0.00013219i,-0.0004361-0.00052118i
0.00058887+0.0024127i,-0.00044519+0.0049724i,0.0010178+0.0072515i,0.0030241+0.0062095i,0.0039053+0.0036128i,0.0036541+0.0016504i,0.0023571+2.9921e-05i,0.0013604-0.00047465i,0.0011195+0.00037069i,0.0014879+0.00066585i,0.0016219+0.000914i,0.00061476+0.0011111i,-0.00022567+0.00085204i,-0.00017618+0.00074319i,0.00016424+0.00078715i,2.4131e-05+0.00053141i,0.00040172+0.00020436i,0.00063649+0.00046691i,-3.7799e-05+0.00036065i,-0.00074205-0.00040985i,-0.00071045-0.00092871i,0.00012331-0.000641i,0.0002342-7.792e-05i
-0.0026557+0.0013729i,-0.0044559+0.0032549i,-0.0037627+0.0050193i,-0.00042126+0.0053486i,0.002487+0.004557i,0.0034107+0.0020861i,0.0028559-0.0003755i,0.0022019-0.00077028i,0.00172+0.00029596i,0.0016324+0.00112i,0.0014172+0.00089038i,0.0012667+0.00054868i,0.0013767+0.00036843i,0.0011982+2.006e-05i,0.0010506-0.00043473i,0.00033088-0.00064116i,-0.0002789-0.00077849i,-0.00012261-0.00011804i,0.00062392+0.00038542i,0.0013466+0.00014515i,0.0006432+9.8745e-05i,-0.0002331+0.00046765i,-0.00015859+0.00059122i
-0.0020453+0.0032829i,-0.0023729+0.0048012i,-0.0014189+0.0058465i,0.00042311+0.0058665i,0.001833+0.0043676i,0.0028412+0.0020919i,0.002735+0.00037117i,0.0015148+0.00083608i,0.00093606+0.0020653i,0.001525+0.0013153i,0.0010867-5.0048e-05i,0.00019505+0.00018149i,-0.00031688+0.00069608i,-0.00017206-7.5764e-05i,0.00024488-0.00084701i,0.00024701-0.00047231i,0.00013716-0.00027118i,-0.00027641-0.00054282i,-0.00013394-0.00016713i,0.00054827+0.00021586i,0.0010061+0.00038832i,0.0008521+0.00045514i,0.00036958+1.559e-05i
-0.00070724+0.0012219i,-0.00097047+0.0035877i,-0.0011943+0.0049227i,1.4827e-05+0.0050192i,0.0015386+0.0041516i,0.0026351+0.0019866i,0.0022821+7.0518e-05i,0.0010196-0.00046532i,0.0012271+0.00024197i,0.0012313+0.00015973i,0.00054827-0.00039177i,-0.00043525-7.6999e-05i,-0.001665+0.00028002i,-0.0018441+0.00049167i,-0.0015282+0.00080784i,-0.0017007+0.0005619i,-0.0018539+0.00014402i,-0.00093451+0.00053254i,0.00033169+0.00071204i,0.00047869+0.00067552i,-0.0002523+0.00067147i,-0.00045513+0.00036757i,-0.00011859-0.00044693i
0.0011456+0.0025951i,-0.0021656+0.0049135i,-0.0026348+0.0058871i,-9.703e-05+0.0045025i,0.002029+0.0027567i,0.0025033+0.0023444i,0.0023405+0.0016039i,0.0015216+0.00020903i,0.00077609-8.8212e-05i,0.0013861+0.00060807i,0.00090196+0.0016259i,-0.00032294+0.0015409i,-0.00022717+0.00093949i,0.00079108+0.0010429i,0.00091207+0.0001515i,0.00030853-0.0010029i,-0.00010023-0.00090366i,-0.00023884-0.0001024i,0.00024061+0.00065085i,0.00032107+0.0005265i,-0.00024722+0.00062927i,-0.0008696+0.00024996i,-0.00087769-0.00061928i
-0.0011146+0.0019485i,-0.0026414+0.003298i,-0.0029672+0.0048533i,-0.00043268+0.0047638i,0.0017469+0.0042275i,0.0022737+0.0025008i,0.0020886+0.00017806i,0.0017913-0.00014404i,0.0016674+0.00086705i,0.0014872+0.00099384i,0.0014812+0.00070513i,0.00093493+0.00069941i,0.00065618+0.0011461i,0.0002763+0.0012021i,-0.00021916+0.00058538i,-0.00018499-0.00030771i,-4.0987e-05-0.001067i,0.00034512-0.0012644i,0.00055983-0.00075513i,0.00052646-0.00073577i,-6.0579e-06-0.00074827i,0.00046542-0.0002984i,0.0013327-0.00078773i
0.00053778+0.0029964i,-0.001483+0.0050306i,-0.0015521+0.0046276i,-0.00068043+0.0041383i,0.00027418+0.0039381i,0.0012973+0.003509i,0.001683+0.0018292i,0.0012733+0.00052271i,0.0015187-0.00024189i,0.0018769-0.00058958i,0.0012678-0.00020129i,0.00058015+0.00041388i,0.00061661+0.00064234i,0.00022493+0.00069317i,-0.00036794+2.6955e-05i,-0.00025274-0.00097034i,4.4731e-05-0.001167i,0.00044531-0.0008347i,0.00017229-0.0002737i,-0.00039759-0.00011407i,-0.00049106-0.00023854i,3.7309e-05+0.00020784i,0.00086075-0.00025749i
-0.0046644+0.0020257i,-0.0044186+0.0033714i,-0.0017034+0.0042158i,0.00086202+0.0041979i,0.0015037+0.0036033i,0.0026533+0.0026692i,0.0028841+0.00095173i,0.0010145-0.00073201i,0.00031536-0.00055217i,0.00015962-0.00015454i,-0.00025292-0.00031155i,0.00035837-9.3004e-07i,0.00068061-0.00011595i,0.00063826-0.00030695i,0.00061815-0.00062739i,-0.00014612-0.0015634i,-0.00015882-0.0012385i,-1.236e-05+0.00019986i,0.0003478+0.00058014i,0.00097126-0.00021675i,0.00083939-0.00026809i,0.00045106-0.00026323i,-0.00027349-0.00073748i
0.00052896-0.0022514i,-9.1419e-05+0.00028544i,-0.0010957+0.0019996i,-0.0016145+0.0029534i,-0.00033257+0.0035638i,0.0018549+0.0027964i,0.0026337+0.00097986i,0.0018524+0.000597i,0.00050096+0.00066173i,-0.00011018+0.00037825i,-0.0010905+0.00044829i,-0.0010932+0.00056692i,0.00042963+0.00071862i,0.0010953-1.3047e-05i,0.0012999-0.00094903i,0.00091979-0.00099627i,8.5102e-05-0.00029908i,0.0004932-0.00027317i,0.00098418-0.00026763i,0.00012564+0.00025435i,-0.00027441+0.00034257i,-0.00023621+0.00040255i,-0.00026052+0.00030606i
-0.00085176+0.004058i,-0.003658+0.0059295i,-0.0031618+0.0060215i,0.00055556+0.0047929i,0.0028683+0.0035272i,0.0029178+0.0025023i,0.0023571+0.0012242i,0.0021021+0.00034153i,0.0017739+0.00058941i,0.0011584+0.0011088i,0.00076441+0.0013512i,-0.0009486+0.0011913i,-0.0019243+0.00077729i,-0.00036447+0.00046508i,0.00053716+0.00058683i,0.00040622+0.00039531i,0.00032241-0.0002339i,0.00053767-0.00023932i,0.00085128-0.00041941i,0.00079802-0.00040924i,0.00039252+8.035e-06i,-6.9834e-05+0.00024516i,-0.00036395-0.00017573i
-0.002341+0.00032673i,-0.0032304+0.0024714i,-0.0023541+0.0047535i,-0.00034629+0.0053517i,0.0010565+0.0047323i,0.0026477+0.002917i,0.0028695+0.00026319i,0.0021504-0.00062309i,0.0030376+0.00076979i,0.0036793+0.0013532i,0.0028701+0.00024819i,0.0018087-0.00036666i,0.0016659-0.00013098i,0.001328+0.00030072i,0.00072505+0.00066936i,0.00071947+0.0010083i,0.00058595+0.00069844i,0.00041523-0.00058825i,0.00067347-0.00080655i,0.00053129+1.6706e-05i,0.00024656-9.2851e-05i,0.00013854-0.000423i,0.00022437-0.0010847i
0.0006762+0.0027499i,-0.00068322+0.003403i,5.1632e-05+0.0051701i,0.0013683+0.0055271i,0.0029214+0.0040927i,0.0034248+0.0021226i,0.0019916-4.4045e-05i,0.001232+3.1309e-05i,0.0021024+0.00053579i,0.0030466+7.3403e-06i,0.0022821+7.2056e-05i,0.0012117+0.00038529i,0.0011762+0.001402i,0.0016962+0.0016891i,0.00099291+0.00084223i,0.00083566+7.3396e-05i,0.0010336-0.00018376i,0.00061756-0.0009348i,0.00073295-0.001251i,0.0005646+0.00021787i,0.00036839+0.00074872i,-0.00030585+0.00061996i,-0.001248-0.00033179i
-0.00073051+0.0038073i,-0.0021474+0.005022i,-0.0011852+0.0056178i,0.00099187+0.0051776i,0.0027786+0.0042369i,0.0029284+0.0031412i,0.0027085+0.0010692i,0.0020701-2.1892e-05i,0.0015987-0.00049369i,0.00085952-0.00080945i,-6.2192e-05-0.00077387i,0.00027177-0.00041876i,0.00068033-0.00044031i,0.0015349-0.0011169i,0.002342-0.0016656i,0.001438-0.0017658i,0.00093687-0.0010754i,0.0017868-5.5426e-05i,0.0017134+0.0003463i,0.00069526+0.00036379i,-0.00021455+0.00028488i,6.0473e-05+0.00014951i,5.687e-05-0.00089443i
-0.0015678+0.0011211i,-0.0030198+0.0033289i,-0.0019084+0.0050814i,0.00026962+0.0044008i,0.0017349+0.0024548i,0.0015506+0.0010976i,0.0012299-0.0004207i,0.0006703-0.0009448i,7.907e-05-0.00021701i,0.00011895-0.00068943i,0.00016357-0.0015288i,-0.00019608-0.00092929i,0.00029166+0.00044873i,0.0010953+0.00060202i,0.0018045+0.00010148i,0.0017801-5.8621e-05i,0.0016408-0.00051016i,0.0014972-0.00043108i,0.00019996-0.00059869i,-0.00060818-0.00021944i,-0.00052014+0.00066297i,-0.0004333+0.00062517i,-0.00069568-1.7947e-05i
0.00070795+0.0019587i,-0.001927+0.0040891i,-0.0028729+0.0045964i,-0.0015682+0.0045579i,-0.00012838+0.0044348i,0.0015663+0.0027305i,0.0026461+0.0012385i,0.0020654+0.0011393i,0.0013056+0.0013225i,0.00071533+0.0013446i,2.0686e-05+0.00089017i,0.00030652+0.00060018i,0.00073515+0.0007378i,0.0011504+0.0011703i,0.0022454+0.0015063i,0.0022448+0.0013675i,0.00097464+0.0015175i,0.00080594+0.0010632i,0.00063342+0.00028341i,-0.00026793+6.8178e-05i,-0.0007598+0.00020624i,-0.00050865-8.8616e-05i,-0.00045563-0.00024032i
-0.0022634+0.0015191i,-0.002856+0.0022726i,-0.0019601+0.0040258i,-0.0011324+0.004635i,0.00065725+0.003053i,0.0021582+0.0011729i,0.0019567-6.7625e-05i,0.0014149-0.0001903i,0.0022855+0.0011018i,0.0028079+0.0010118i,0.0023889+0.00011318i,0.0016896+0.00073494i,0.0010036+0.0011688i,0.0014287+0.0013172i,0.0017922+0.0019392i,0.0014084+0.00174i,0.001351+0.00057685i,0.0019069-1.5928e-05i,0.0017967-0.0001345i,0.0010402-0.00017186i,0.00068395+0.00029188i,0.00033292+0.00096486i,-0.0001956+0.00065667i
0.00078916+0.0016919i,-0.0015506+0.0051675i,-0.0029055+0.0060417i,-0.0018387+0.0044023i,0.00060291+0.0037334i,0.0028345+0.0035799i,0.0029543+0.00088126i,0.0014472-0.00071866i,0.00097643-0.00062022i,0.0023492-0.0011603i,0.0024872-0.0011447i,0.00093666-0.00028518i,0.00063039+0.0010961i,0.0013684+0.00098523i,0.0012749+0.00054227i,0.00041789+0.0013453i,4.1879e-05+0.0016351i,0.00036414+0.00079779i,0.00082169+0.00030721i,0.00088061+0.00067234i,0.00038058+0.0011044i,-0.0004104+0.0010103i,-0.00092358+0.0001613i
-0.0014582+0.0021489i,-0.0039695+0.0030282i,-0.0033437+0.0032489i,-0.0020768+0.0029915i,-7.2675e-05+0.0028947i,0.001751+0.0024321i,0.0012578+0.0010215i,-0.00022122-0.00030759i,-0.00029838-0.0012216i,0.00052432-0.0021102i,0.00024122-0.0015528i,-0.00039932-0.00072628i,-0.00034532-0.0008769i,8.8017e-05-0.00037784i,0.00065192-3.8477e-05i,0.00053372+0.00023616i,-0.00031284+0.00068556i,-0.0002803-7.0638e-05i,-0.00019381-0.00055479i,-0.00050379-0.00049073i,-0.00068325-0.00042951i,-0.00088236-0.00030716i,-0.00035461-0.00088689i
0.00053905+0.00057723i,-0.00092145+0.0036351i,-0.0014481+0.0035813i,-0.00080488+0.0029217i,8.6096e-05+0.0030737i,0.0007496+0.0031085i,0.0012089+0.0017352i,0.0014798+0.00042128i,0.0019713+0.00027248i,0.00085535+0.00029363i,-0.00074128+0.00061429i,-0.00034542+0.00067058i,0.00035421+0.00049536i,0.00041234+0.00035814i,0.00023796+0.00014638i,-0.0002034-2.865e-05i,-0.00010779+0.00064784i,0.0006921+0.00091107i,0.00065158+0.00029645i,0.0001533-0.00045599i,8.254e-05-0.00037255i,-0.0006489-6.5259e-06i,-0.00032849+0.00022626i
-0.0069117+0.0017586i,-0.0072645+0.0005159i,-0.0063049+0.0063155i,-0.0013045+0.0088788i,0.0037858+0.0086874i,0.0068958+0.0049802i,0.0044655-0.00030476i,0.00080449-0.00093593i,0.00033054+0.0021187i,0.0021144+0.0040673i,0.0031603+0.0033906i,0.0014809+0.0024505i,-0.0001732+0.0020961i,-0.0012064+0.001527i,-0.002282+0.0010744i,-0.0020869+0.00062593i,-0.00037315+0.00056701i,0.0008023+0.0013021i,0.0002927+0.0011436i,-0.00060157-0.00026053i,-0.00074822-0.00069089i,-0.0005595+0.00031738i,-0.00035337+0.00065042i
-0.0039678+0.0014448i,-0.0036067+0.002723i,-0.0031777+0.0051492i,-0.0004509+0.0065546i,0.0031304+0.0060973i,0.004567+0.0039074i,0.0028694+0.00067343i,0.0018841-0.00084356i,0.0026382+0.00040383i,0.0032963+0.0011725i,0.0027722+0.0010465i,0.0010124+0.0010641i,0.00035251+0.00038095i,0.00017661-0.00019714i,-0.0008492-6.2878e-05i,-0.0010358+0.0005543i,-0.00057449+0.00052715i,-0.00051305+0.0004095i,0.00042256+0.00039839i,0.0010253+0.00013953i,0.00037768+0.00066736i,-0.00071286+0.0005117i,-0.00030543+7.2684e-05i
-0.0013817+0.002323i,-0.0021313+0.0030476i,-0.0015392+0.0052545i,-1.7352e-05+0.0052115i,0.0013231+0.0037968i,0.002053+0.0014311i,0.0019701-0.0011456i,0.00093385-0.002271i,0.00082591-0.0020657i,0.0020987-0.0011286i,0.0015146-0.0010884i,0.00016972-0.0017569i,-2.7008e-05-0.001208i,2.9456e-06-0.00025387i,-0.00037426-0.00079352i,-0.0011113-0.001036i,-0.001346-0.00029576i,-0.00060646-9.4134e-05i,-0.00018834-0.0001048i,-0.00058551-0.00029016i,-0.00094277+2.9616e-05i,-0.00051654-9.0483e-05i,0.00014093-6.743e-06i
-0.0029618+0.0024333i,-0.0034126+0.0043898i,-0.0033068+0.0067462i,-0.0015626+0.0069321i,0.00052617+0.0052676i,0.0030251+0.0025941i,0.0026786-0.00069416i,0.00078234-0.0025212i,-0.00034873-0.001107i,-0.00027574-0.00015048i,-0.00024371-0.0006585i,-0.00042684-0.0001114i,-8.2856e-05+0.00097756i,-3.417e-05+0.0011353i,-0.00067631+0.00034509i,-0.00078704+2.3593e-05i,-0.00016046+0.0002024i,-0.00040659-8.0866e-05i,-0.0014432-0.00061615i,-0.0016617-0.00080271i,-0.00088685-0.0011475i,-0.00021885-0.0012251i,-0.00030579-0.00097833i
-0.00091425+0.0001853i,-0.0023559+0.0029028i,-0.0021262+0.0046526i,0.00024778+0.0042708i,0.001656+0.0031456i,0.0010726+0.0023249i,0.00090829+0.00134i,0.00060302+0.0010472i,0.00061575+0.001382i,-6.6258e-05+0.0013049i,-0.0018942+0.0014587i,-0.0026448+0.0017635i,-0.0021002+0.0015535i,-0.0010943+0.0012168i,-0.00072794+0.00074951i,-0.00084769-0.00023964i,-0.0010025-0.00054003i,-0.0013999-0.00023644i,-0.0010993-0.00033157i,-0.00077265-0.00020145i,-0.00072062-0.00016788i,-0.00085406-0.0001086i,-0.00059316+0.0004216i
-0.0021128+0.0014616i,-0.0031944+0.0038886i,-0.0031689+0.0056643i,-0.00011085+0.0058668i,0.0030998+0.0054736i,0.0049464+0.003636i,0.004883+0.00029262i,0.0027381-4.0049e-05i,0.0015181+0.0016461i,0.0016165+0.002227i,0.0010842+0.0025095i,0.0001434+0.0015742i,0.0001113+0.00067395i,-2.7043e-05+0.00078931i,-0.00023042+0.00085762i,-0.00024834+0.00016741i,7.7599e-06+4.449e-05i,0.00025655+0.0008792i,0.00044848+0.00063201i,0.00034626+0.00022437i,-6.6594e-05-0.00050155i,-0.00051702-0.0014094i,-0.0007814-0.00095804i
-0.004107+0.0015413i,-0.0049973+0.0038042i,-0.0032592+0.0051763i,-4.4007e-05+0.0051087i,0.0023284+0.0047635i,0.0031064+0.0034177i,0.0028682+0.0017426i,0.0023273+0.0013236i,0.0027655+0.0010475i,0.0038866-6.8504e-05i,0.0033776-0.00057452i,0.0024579-0.00031641i,0.0027755+0.00028871i,0.0017773+0.00067483i,6.9423e-05+0.00070505i,-0.00036444-7.8962e-05i,0.00022141-0.00079281i,0.00025368-0.00078641i,0.00026443-0.00052286i,0.00024134-0.00080668i,7.7292e-05-0.001399i,6.7059e-05-0.0011833i,7.3975e-05-0.00098255i
-0.0020591-0.0010486i,-0.0039467-0.00032602i,-0.0044405+0.0025492i,-0.0023035+0.0055616i,0.0011442+0.0058478i,0.0038474+0.0035948i,0.0038753+0.00016073i,0.0028002-0.0017483i,0.0026214-0.0021665i,0.0026119-0.0024645i,0.001629-0.0031093i,0.00084144-0.0022733i,-0.00035196-0.00044421i,-0.0014688-0.00074423i,-0.0012743-0.0012671i,-0.00030715-0.00075938i,0.00093536-0.00041382i,0.00071155-0.00074256i,-0.00027709-0.0012456i,-0.00033488-0.0014908i,0.00011988-0.0013269i,-4.7707e-05-0.0018606i,-0.00013525-0.0014345i
0.00045418+0.0027239i,-2.4773e-06+0.0054201i,0.0002537+0.0066365i,0.0015532+0.0060958i,0.0028083+0.0055345i,0.0026096+0.0039175i,0.0017337+0.001653i,0.0001369+0.00071629i,-0.0005181-0.00069676i,-0.00053637-0.0020139i,-0.0017855-0.0024294i,-0.0030076-0.0018224i,-0.001731-0.0014863i,-0.00062005-0.0016031i,-0.00034583-0.0015635i,0.00044217-0.0012092i,0.00069322-0.001137i,0.00032401-0.0010211i,-0.00024123-0.00099199i,0.00014759-0.0014639i,-1.4497e-05-0.00149i,-0.0015457-0.00085803i,-0.00090636-7.1023e-05i
-0.0049874-0.00013301i,-0.0057567+0.0027685i,-0.004115+0.0045804i,-0.0010322+0.0045959i,0.0017139+0.0036527i,0.0035659+0.0020924i,0.0030457+0.00074706i,0.0014439+0.00084505i,0.00044385+0.0020183i,-0.00013619+0.0024674i,-0.00070261+0.0014866i,-0.00059176+0.00068868i,0.0007208+0.00031117i,0.00062886-3.8861e-05i,-0.00037755-5.331e-05i,-0.00051296+3.6332e-05i,-1.0864e-05+0.00020133i,0.00041394+0.00011363i,0.00065804-6.1022e-05i,0.00084993-0.00010835i,0.00066335-0.00060129i,-0.00022932-0.0013151i,-0.0011647-0.00086469i
0.0019266+0.0028926i,0.001508+0.004893i,0.0020418+0.0064433i,0.0023169+0.0060229i,0.0028818+0.0044229i,0.0036202+0.0029635i,0.0029473+0.001404i,0.0017186+0.0016522i,0.002292+0.0021935i,0.0033662+0.0027079i,0.0026726+0.0027726i,0.001431+0.0023769i,0.0014767+0.0027542i,0.00094164+0.0023993i,-5.5196e-05+0.0015515i,0.00019935+0.00076592i,0.00063703+0.00029318i,0.00051322+0.00017767i,0.00016664-0.0002778i,0.00011374-0.00037261i,-0.00030864-0.00044052i,-8.4644e-05-0.00066664i,0.00055184-0.00085325i
-0.0038373+0.00087107i,-0.0053285+0.0027454i,-0.005717+0.0041877i,-0.0031245+0.0050384i,-0.00025229+0.0054547i,0.0020693+0.0041095i,0.0031385+0.0019214i,0.0027821+0.00050025i,0.0031087-4.0043e-05i,0.0040622-0.00099281i,0.003586-0.0010988i,0.0024787-0.0011208i,0.0016737-0.00081284i,0.00046404-0.0002804i,-0.00010779-0.00037123i,-0.00010398-0.00088269i,0.00080271-0.00070615i,0.0010642-0.00090285i,0.00067012-0.0020656i,0.00086787-0.0026223i,0.0011245-0.0024987i,0.0013288-0.0022265i,0.00116-0.001858i
-0.00020924+0.00041838i,-0.001896+0.0034769i,-0.0012539+0.0051083i,0.0006133+0.0047118i,0.0025189+0.0044175i,0.0031466+0.0036998i,0.0026132+0.00098112i,0.0017852-0.0016327i,0.0015793-0.0021004i,0.0014084-0.0030145i,0.00025888-0.0052045i,-0.00091196-0.0054848i,-0.0012587-0.0038532i,-0.00044628-0.0023287i,0.0002439-0.0013569i,0.00091132-0.00057673i,0.0010419-0.00035338i,0.00076929-0.00083254i,0.00024529-0.00097502i,0.00023399-0.00051479i,0.0010034-0.00019877i,0.0013325-0.00051238i,0.0016342-0.0012791i
-0.0032786+0.0019429i,-0.0041595+0.0046813i,-0.0024432+0.0073218i,0.00014128+0.0070274i,0.0016432+0.0056826i,0.0025584+0.0041114i,0.0025924+0.000838i,0.00074892-0.0009015i,-0.002081+8.4208e-05i,-0.0039394-3.3884e-05i,-0.003874-0.0011289i,-0.0022756-0.00021465i,-0.0012482+0.0011263i,-0.00097137-0.00017154i,-8.3797e-05-0.001631i,0.00038373-0.00067622i,-0.00040544+0.00058822i,-0.00052561+0.00068598i,-0.00026964-1.2761e-05i,-0.00042185-0.00021961i,-1.8537e-06+0.00026165i,0.00088083-0.00020594i,0.00089703-0.00089624i
