0.00099098+0.00057809i,0.0021687+0.0009618i,0.0016114+0.0018085i,0.0011518+0.0012242i,0.0012063+0.00040035i,0.0013266+0.00064963i,0.0013751+0.00068646i,0.0014202+0.00064155i,0.0021025+0.00020798i,0.0023445-0.00034204i,0.0015311-7.8396e-07i,0.00089436+3.0583e-05i,0.00057676-0.00026592i,0.00023296-0.00029164i,-0.00020102+0.00026215i,-0.00064064+0.00031766i,-0.00023092+0.00011252i,0.00024446+0.00027846i,-0.00016706+0.00025871i,-0.00034632+0.00019949i,0.0002636+0.00045606i,0.00012662+0.00066647i,-0.00042965+0.00062259i
-0.00022959+0.001712i,-0.00046283+0.0034161i,-4.7558e-05+0.0038941i,0.00046371+0.0036333i,0.0019057+0.0029875i,0.0026555+0.0014902i,0.0020778+0.00037004i,0.0013214+0.00069089i,0.0010438+0.00014138i,0.00088998-0.00080529i,0.0010591-0.00062995i,0.0010162+0.0004243i,0.00090692+0.0010388i,0.00056483+0.00022717i,-0.00043832-0.00011895i,-0.00062756+0.00010602i,0.00011237+0.00068889i,0.00088808+0.0010955i,0.00041311+0.00050763i,-0.00063025-0.00016551i,-0.00067055-0.0001606i,-1.8213e-05+6.1565e-05i,0.00039547+0.0004195i
-0.00074147+0.0016067i,-0.0010987+0.0047069i,-0.00071714+0.0057018i,0.00046698+0.0040314i,0.0014524+0.0022094i,0.0022958+0.00078238i,0.0022535+0.00035504i,0.0015452+0.00043935i,0.00093372+0.00065789i,0.00095865+0.00057018i,0.00072074+0.0004337i,-0.00028422+0.00082718i,-0.00038169+0.00073626i,-0.00017358+0.00010441i,-0.00022746-0.00014265i,-0.00025368+0.00015414i,-0.00023613+0.00064644i,-0.00039091+0.0010665i,-0.00027533+0.00080673i,0.00028236+0.00025964i,0.00088743-0.00077251i,0.00080398-0.00084534i,4.2974e-05-0.00066536i
0.0002862+0.0020582i,-0.00055036+0.0027574i,-0.00082158+0.0031795i,-2.4072e-05+0.0034396i,0.00086861+0.0036301i,0.0016054+0.0023113i,0.0018304+0.00043745i,0.0015421-0.00025654i,0.0015542-0.00024094i,0.0014494-0.00023762i,0.00061235-0.00043676i,-0.00033144+0.00046246i,-0.00099695+0.0011484i,-0.00070739+0.00072907i,-0.00031438+0.00013328i,0.00072414-0.00043706i,0.0010755-0.00050314i,3.4831e-05-0.00062115i,-0.00019466-0.0004532i,0.0003466+0.00017195i,0.00096797+0.0002487i,0.0011888+0.00013205i,0.0004614+0.00034912i
-0.0010284+0.00051379i,-0.00019369+0.0027206i,0.00079657+0.0036547i,0.0010989+0.0030226i,0.0016019+0.0019364i,0.0018556+0.0010841i,0.0015743+0.00038813i,0.001711+0.00013325i,0.0017329+0.00026147i,0.0014917+0.00045408i,0.0005682+0.00036722i,0.00019097+0.0001959i,0.00025002-3.7816e-05i,-0.00024319-0.00066804i,-0.00035942-0.0012104i,-0.00018737-0.0010825i,6.4714e-06-0.00060685i,2.3322e-05-0.00044751i,0.0003108-0.00037442i,0.00081215+0.00012189i,0.00028546-6.7564e-05i,6.0668e-06-0.00040051i,0.00066008-0.00055983i
-0.0010623+0.0015106i,-0.0016518+0.0032632i,-0.0019515+0.0052172i,-0.00017624+0.0053412i,0.002115+0.0042176i,0.0033817+0.0023637i,0.0024753+0.00080713i,0.00024597+0.00093313i,9.3295e-05+0.0012438i,0.001275+0.00053907i,0.00094027+4.0785e-05i,0.00037685+0.00034476i,0.00087941+0.00016205i,0.00075964-0.00031279i,1.1303e-05-0.00018317i,-0.00036861-2.003e-05i,5.7455e-05+0.00015509i,0.0003276+0.00056226i,-6.033e-05+0.00083817i,-0.00015969+8.1354e-05i,-0.0009218-0.00068634i,-0.00099045-0.00063575i,6.5807e-05-0.00060316i
-0.00086724+0.00050792i,-0.0013541+0.002235i,-0.00078407+0.003565i,0.00091893+0.0032721i,0.0027733+0.0027099i,0.0037304+0.0021695i,0.0030129+0.0012324i,0.0016647-2.1718e-05i,0.001005+0.00015777i,0.00025487+0.00060616i,-6.3944e-05+0.00060648i,-4.6893e-05+0.001034i,-0.00011937+0.0014086i,-9.1148e-05+0.00062208i,-0.0008576-0.00096838i,-0.0011181-0.0011236i,-0.00085328-0.00051935i,-0.00031315-0.00046513i,0.00031145-2.1152e-05i,0.00041843-0.00028563i,0.00014216-0.00050294i,-0.00038047-0.00024486i,-0.00070648-0.00058372i
-0.002519+0.00073208i,-0.0030953+0.0024736i,-0.0027994+0.003319i,-0.0013193+0.0040162i,0.00095212+0.0038525i,0.0018532+0.0020231i,0.0013108+0.00023094i,0.00037994+0.00027697i,0.00012072+0.0010869i,0.00069241+0.0004523i,0.00019142-0.00018096i,-1.187e-05-0.0002353i,-0.00021976-0.00011108i,-0.0001443-0.00023947i,3.3913e-05-0.00075399i,0.00021206-0.0011476i,0.00074156-0.00085561i,0.00099521-0.00037243i,0.0010474+0.00024058i,0.00025891+0.00048706i,-0.00060786+0.00063643i,-0.00055962+0.00097113i,-0.00033137-0.00020384i
-0.0024014+0.0024959i,-0.0019397+0.0042125i,-0.00011663+0.0045555i,0.0020067+0.0039787i,0.0023024+0.0030188i,0.0021679+0.0014725i,0.0011916+0.0003232i,-0.0001061+9.9356e-05i,0.0005245+0.00043667i,0.00097312+0.00037393i,3.5778e-05+0.00035724i,-0.00057203+0.00020753i,-3.6001e-05-0.00034808i,0.00071399-0.00035696i,0.00024906+0.00053101i,-0.00016239+0.00079698i,-7.2839e-05+0.00081822i,-0.00039443+0.00053711i,-0.00032097-0.00022911i,0.00032826-0.0002469i,0.00054835-0.00053598i,0.00095793-0.00022095i,0.001355+0.00015867i
-3.769e-05+0.002183i,-0.0020941+0.0037735i,-0.0016274+0.0049487i,0.0007366+0.0048538i,0.0019735+0.0035641i,0.001237+0.0018212i,0.00026479+0.00050908i,0.00039098+0.00043271i,0.0020773+0.0008253i,0.0019215+0.00037722i,0.00037633+0.00016612i,-3.8832e-05+0.0011777i,0.00035485+0.00076746i,0.00032878-0.00025908i,0.00047733+0.00013679i,0.00069727+0.0007641i,0.00061154+0.00072476i,0.00015742+0.00025067i,-0.00020235-9.8474e-05i,-0.00025501-0.00031655i,-0.00031863-0.0002082i,-6.0053e-05-8.6215e-05i,8.2158e-05-0.00039898i
-0.00083961+0.0032484i,-0.00040119+0.004255i,-0.00019062+0.0045228i,-2.2739e-05+0.0041927i,0.001146+0.002956i,0.0018023+0.0018738i,0.0016119+0.00036044i,0.0011884-0.00024565i,0.00086027+0.00062181i,0.0009663+0.00085659i,0.0003787+0.00081403i,-0.00036456+0.00061062i,-3.287e-05+0.00077869i,0.0010757+0.0005988i,0.00097099+0.00027251i,1.7555e-05-0.00022707i,0.00041415-0.00044914i,0.00056105+2.174e-05i,-0.00034159+0.00011407i,-0.001068-0.00045868i,-0.00072302-0.00038996i,-0.00019318-0.00032988i,-0.00015943-0.00017376i
-0.0017039+0.00065162i,-0.0027526+0.0018843i,-0.0013519+0.0032805i,-0.00024411+0.0036983i,-0.00017897+0.0035605i,0.0014111+0.0023516i,0.0024791+0.00053725i,0.0016572-0.00050034i,0.00098377-0.00021868i,0.0012176+0.0001402i,0.001378-0.00019979i,0.00067196-2.9102e-05i,0.00074281-0.00010818i,0.0016075-0.00091128i,0.0016963-0.00065376i,0.0010406+9.059e-06i,-0.00034502+0.00031577i,-0.00084885+0.0003424i,0.00013624+0.00029748i,0.00077343+0.00049089i,0.00080839+0.00027655i,0.00083103+3.4646e-05i,0.0007805-0.00021269i
0.001245+0.0014695i,0.00081793+0.0025818i,0.00039363+0.0043269i,0.00041811+0.00464i,0.00082022+0.0038762i,0.00064144+0.0015126i,0.0003479-0.00021828i,0.00011146-0.00078622i,0.00085634-0.00076402i,0.001641-0.0001398i,0.00076992+0.00052075i,0.00015241+0.0010109i,0.0011784+0.001054i,0.0015607+0.0005131i,0.0013082-0.00045112i,0.00096106-0.0010785i,0.00042371-0.00027047i,0.00010124+0.00047624i,0.00061129-0.00044961i,0.00096538-0.00061491i,-2.6367e-05-5.2447e-05i,-0.00075413-0.00020671i,-0.00072908-0.00049951i
-0.0025616+0.0005674i,-0.0027152+0.0036526i,-0.0019071+0.0053795i,-0.00045743+0.0051326i,0.0013075+0.0043254i,0.0024254+0.0025074i,0.0018264+0.00095414i,0.0007695+0.0009497i,0.00095354+0.0012862i,0.0010073+0.00038446i,0.00018735-0.00047873i,-0.00021493-0.00023133i,-0.00029545+0.00027478i,-0.00092538+0.00010844i,-0.0010173-0.00012839i,7.8164e-05+9.922e-05i,0.00056535-7.1614e-05i,0.00047903-0.00048191i,4.9313e-05-0.00056796i,-0.00023891-0.0001388i,0.00018298+0.00040895i,0.00041478+0.00045963i,0.00043109+0.00056222i
0.0014163-0.00056465i,-0.00022268+0.0016913i,-0.00085639+0.0029609i,-0.00079616+0.0027957i,-0.00084452+0.0026062i,0.00031376+0.001835i,0.001547-0.00015448i,0.0010821-0.00052887i,-0.00013391+0.00042215i,-0.0001954+0.0003867i,-0.00052957-0.00043735i,-0.00074186-0.00027883i,0.00013817+0.0003248i,7.9406e-05+0.00028543i,-0.00028302-2.1305e-05i,-0.00053224+0.0002105i,-0.0011603+0.00036132i,-0.00088841+0.00038789i,-0.0005381+0.00076243i,-0.00061834+0.00066307i,-0.00055128-0.00017193i,-0.00032778+0.00014994i,-3.8141e-05+4.483e-05i
-0.00096445+0.0018068i,-0.0024095+0.003847i,-0.002779+0.0051014i,-0.00076638+0.0044235i,0.00099229+0.0027953i,0.001536+0.0024098i,0.00085943+0.0019629i,0.0003424+0.0010192i,0.00088973+0.00038861i,0.0011077-0.00021039i,0.00079752-0.00022053i,3.4174e-05+1.1789e-05i,-0.00016758+0.00013071i,0.00016666+0.00018481i,0.00069516+5.2539e-06i,0.0009079+0.0001751i,0.00074674+0.00031676i,0.00039973+3.013e-05i,-2.7575e-06-0.00041569i,-0.00021154-0.00013264i,0.0001151+0.00048881i,0.000385+0.00053091i,-7.8662e-05+0.00047122i
-0.00033236+8.9468e-05i,-0.00054937+0.00076021i,-0.0004246+0.0013961i,0.00014049+0.0017027i,0.0010219+0.0017076i,0.0012535+0.0010819i,0.00090607-0.00030384i,0.0010542-0.00042414i,0.0015272+0.00065812i,0.0017165+0.00071141i,0.0014639+0.00027108i,0.00028256+0.0010551i,-0.00020546+0.0014871i,0.00053506+0.00080574i,0.0013636+0.00018456i,0.0013412-0.0008179i,0.00082615-0.0015156i,0.0004567-0.0014324i,-3.7386e-05-0.00074662i,-4.3789e-05-0.00050927i,-0.00027903-0.00066628i,-0.00012741-0.00074649i,0.00053872-0.00086923i
6.1037e-05+0.0036961i,-0.0011882+0.0050037i,-0.0022507+0.0054688i,-0.0017702+0.004673i,4.0329e-05+0.0036871i,0.0015344+0.0009307i,0.0011992-0.0011213i,-0.00013546-0.00087968i,1.6054e-05+0.00033022i,0.00099215+0.00051259i,0.00084217+0.0003533i,-0.00036379+0.00097077i,-0.00081869+0.0012222i,-0.00042309+0.00092172i,-3.3554e-05+0.00054836i,0.00027529-1.2811e-05i,-0.00015261-0.00013961i,-0.00049688-0.00017212i,3.1123e-05-0.00034948i,0.0004336+0.0007253i,0.00010567+0.00086872i,-0.00030811-0.00039577i,-0.00043335-0.00055694i
-0.00041808+0.0011431i,-0.00099016+0.0024265i,-0.00077951+0.0027616i,-0.0001014+0.0027483i,0.00029181+0.0023437i,0.0014754+0.0016389i,0.0018254+0.0010813i,0.0010594+0.00082789i,0.0011894-0.00010495i,0.0011424-0.0005849i,0.00026472-0.00018279i,-0.00027656-0.00032042i,-5.6326e-05-0.00055694i,0.00064968+0.00030693i,0.000454+0.00063298i,-0.00011416+0.00042643i,0.00017879+0.00060783i,6.2161e-05+0.00052866i,7.2246e-05+0.00062834i,0.0011271-0.00015541i,0.0010657-0.0007836i,0.00032428-0.00033187i,0.00022652-0.00019613i
-0.00017452+0.0013659i,-0.00087286+0.002847i,-0.0007749+0.0043778i,0.00023484+0.0044599i,0.0020981+0.0029777i,0.0023746+0.0011001i,0.0011293-0.00054618i,0.00053494-0.00073282i,0.0010234+0.0003809i,0.0013309+0.0014478i,0.00042309+0.00072001i,-0.00066412-0.00013889i,-0.00070754+0.00013205i,-7.0558e-05+0.00034385i,0.00016245+0.00031193i,1.2625e-06+0.00031483i,0.0002224+0.00026565i,6.9174e-06-3.9753e-05i,-0.00026015-0.00076665i,-0.00010246-0.00018469i,-3.1939e-05+0.00053254i,0.00028334+6.0416e-05i,0.0001743-0.00025879i
-0.0026139+0.0019994i,-0.002767+0.0038481i,-0.00066847+0.0043106i,0.0014233+0.0035718i,0.0022381+0.002966i,0.0025607+0.0020573i,0.0018516+0.00052264i,0.001273-0.00022589i,0.0011307-0.00022528i,0.0014419-0.00011642i,0.0012513-0.00032984i,7.9858e-05-0.000268i,-0.00023098-0.00010397i,0.00017199-9.4324e-05i,0.00031894-0.00022258i,0.00035362+8.082e-05i,0.00047383+0.00071867i,0.00022769+0.00094216i,3.7072e-05+0.00042572i,4.3927e-05-0.00047469i,-0.00035613-0.00073768i,0.0001383-0.00064815i,0.00078892-0.00023901i
-0.0020714+0.00052459i,-0.0030012+0.0019131i,-0.0026245+0.0036014i,-0.00061462+0.0036416i,0.0012944+0.0024064i,0.0017442+0.0014984i,0.00080376+0.00044426i,-6.852e-06-0.00026644i,0.00087965-0.00017072i,0.0016519-0.00014955i,0.0012388-5.2847e-05i,0.00061982+0.00053713i,0.00040841+0.00059437i,0.00022776+0.0001455i,0.00069438-0.00017946i,0.0012294-0.00078876i,0.00066307-0.00030827i,0.00050344+4.2027e-05i,0.0012623-0.00044281i,0.0011787-0.00022325i,0.00024016+0.00019823i,-0.00019635+0.0001378i,-0.00032136+0.00036635i
0.00053605+0.00020162i,0.0010158+0.002362i,0.00079269+0.0032082i,0.00055282+0.0033678i,0.0016447+0.0034383i,0.0025353+0.0027643i,0.002579+0.00070907i,0.0015574-0.00077932i,0.00031762-0.0003036i,6.4358e-05+6.5431e-05i,-0.000306-0.00049625i,-0.00021343-0.0010348i,0.00045241-0.00056608i,0.00076096-0.00056175i,0.00040541-0.00095059i,1.9232e-05-3.9075e-05i,0.00022355-0.00017592i,0.00018576-0.00067956i,-0.00034191-0.0005457i,-0.00045674-0.00065506i,0.00066348-0.001324i,0.0010585-0.00092856i,4.9493e-05-2.3451e-05i
-0.0030497+0.004214i,-0.0046045+0.0048586i,-0.0028003+0.0051828i,-0.00012354+0.0036334i,0.0016365+0.0015209i,0.0021912+0.0011854i,0.0014145+0.00046834i,0.00060892-0.00080502i,0.00078545-0.0004737i,0.00085917-6.2534e-05i,8.5072e-05+0.00039061i,-0.00051816+0.00084838i,-0.00032743+0.00023248i,-0.00036109-0.00047026i,-0.00049732-0.00081403i,-0.00045138-0.00064922i,-0.00055115+0.00027659i,-4.1069e-05+0.00063506i,0.00038829+0.0002192i,0.00057676-0.00059045i,0.00090783-0.00015226i,0.00082341+0.00085409i,-4.641e-05+0.0004421i
-0.0027846+0.00095253i,-0.0038435+0.0020217i,-0.0023235+0.0038471i,0.00038883+0.0048134i,0.0025074+0.0039239i,0.0027246+0.0020504i,0.0011408+0.00088853i,0.0005822+0.00046667i,0.00097978+0.00034615i,0.0014938+0.00034244i,0.0014307+0.00042632i,0.0004241+0.00026997i,-9.9954e-05-0.00022213i,9.0377e-05-0.00077437i,1.868e-05-0.00042359i,-1.6334e-05+0.00032871i,-9.3135e-06+0.0012988i,0.00062099+0.00093735i,0.00068085+2.353e-05i,0.0004939-0.00028667i,0.00077244-9.1831e-05i,0.00069401+0.00028594i,-0.00021259+0.00037053i
-0.0019634+0.0019919i,-0.001882+0.0030566i,-0.0017585+0.0040684i,0.00054404+0.0044777i,0.0026251+0.0039027i,0.0021168+0.0022215i,0.0015069+6.0171e-06i,0.0010891-0.00084632i,0.00098856-0.00023084i,0.0015124+0.00017784i,0.00083677+3.9295e-07i,0.00027263+0.00045271i,8.37e-06+0.0011586i,-0.00066539+0.00070614i,-0.00082696-0.00033377i,-0.00055078-0.00063523i,-0.00011829-3.9034e-05i,-0.00011127+9.182e-05i,0.00036985-0.00039683i,0.0017802-0.00038177i,0.0017379-5.137e-05i,0.0012376+0.00012468i,0.00043159-0.00027046i
-0.0014104+0.00081518i,-0.0016789+0.003943i,-0.0012856+0.0048828i,0.00019921+0.0042563i,0.001202+0.003337i,0.0019044+0.0023708i,0.0018643+0.0010015i,0.0010417+0.00044317i,0.00020769+0.00061214i,-0.00033587+0.00040763i,-0.00023516+0.000724i,-9.5498e-05+0.00071516i,-0.00010342+0.00032354i,-0.00020552-4.6781e-05i,5.7037e-05-0.00013169i,0.0004968+0.00042641i,0.00014089+0.0005846i,8.4097e-05-0.00016877i,0.00022201-0.0010303i,0.00019373-0.00052849i,0.00020131-8.1673e-05i,0.00048081-0.00016809i,0.00040914-5.4586e-05i
-0.001491+0.001197i,-0.002786+0.0014477i,-0.0029+0.0034992i,-0.00085888+0.0039254i,0.0015761+0.0025583i,0.0022141+0.0011922i,0.0017456+0.00039646i,0.0011967+0.00062643i,0.0013531+0.00069367i,0.00070057-0.00043619i,1.2578e-05-0.00079853i,0.00066245+0.00014465i,0.00044402+0.00026811i,-0.00060324-0.0008372i,-0.00078979-0.0013678i,-0.0002136-0.000715i,0.00026673-0.00044173i,7.3175e-05+4.2204e-05i,-1.8611e-05+0.00055859i,0.00013124+0.00059156i,0.00013382+0.00034907i,1.7021e-05-0.00022125i,-0.00051477-0.00058127i
-0.0013278+0.0029746i,-0.0011402+0.0038982i,-0.00063374+0.0045097i,0.0013385+0.0044857i,0.0027167+0.0036389i,0.0028866+0.0016485i,0.0015373-0.00011613i,0.0004968+5.8757e-05i,0.00095402+0.00051708i,0.0011489+0.00031981i,0.00024235+0.00023476i,-7.3814e-05+0.00040074i,0.00050934+0.00067989i,-6.4619e-06+3.1955e-05i,-0.0002993-0.00041757i,-0.0001668-7.3843e-05i,-0.00015287-0.0001084i,0.00013554-0.00055162i,6.858e-05-0.00099735i,-0.00022685-0.0010435i,-0.00021024-0.001018i,3.448e-06-0.0011021i,0.0005707-0.00015641i
-0.00041927+0.0019289i,-0.0012246+0.0031962i,-0.0010479+0.003412i,-0.00017394+0.0021851i,0.0017723+0.0011184i,0.0024113+0.0010998i,0.0021726+0.00093671i,0.0015399+0.0010088i,0.001281+0.0004664i,0.0013599+0.00016933i,0.00060051+0.00022421i,0.00024743+0.00025172i,0.00047901+0.00078928i,0.00057637+0.00062344i,-0.00053553-0.00026979i,-0.0010039-0.00021703i,-0.00019431-0.00050289i,0.00028575-0.0006527i,0.00070046-0.00021373i,0.00062427+7.6442e-05i,0.00029727+0.00060951i,-0.00052033+0.00076832i,-0.0010176-0.00029311i
-0.0012003-0.0011568i,-0.001417+0.0010545i,-0.0012687+0.0025366i,0.0003066+0.0034184i,0.0022574+0.0040776i,0.0035199+0.0034995i,0.002986+0.0019615i,0.0015198+0.00054654i,0.00013741+0.00038968i,-0.00011044+0.00070655i,-0.00012759+4.9756e-05i,-0.00052934-7.4225e-07i,-0.0003268+0.00053592i,-0.00018714+0.00060549i,0.00044505-0.00023981i,0.00078798-0.0007541i,0.00012152+0.00025263i,-0.00029216+0.00096606i,-0.00093145+0.00066338i,-0.0011497+0.00057422i,-0.00049982+0.00069473i,-0.00080123+0.00051201i,-0.0008797+1.5252e-05i
0.00049173+0.001937i,-0.00024115+0.0032738i,-0.00058737+0.0036048i,-0.00023412+0.0029248i,0.001036+0.0025978i,0.0018539+0.0022427i,0.0021056+0.0013957i,0.0018927+0.0008144i,0.0019026+0.00056011i,0.001559+0.00035278i,0.0005411+0.00010391i,-0.00011591+2.0294e-05i,-0.00017117+0.00073242i,0.00016192+0.0008098i,0.00021452+0.00020729i,-9.2113e-05+0.00054624i,-0.0006474+0.00060163i,-0.00064246-0.00026743i,-0.00015903-0.00049659i,0.00037012-0.00030641i,0.0005612-0.00039172i,0.00042252-9.1257e-05i,0.00026558+0.00018104i
-0.0031954+0.0021057i,-0.0036864+0.0039655i,-0.0017897+0.0059312i,0.0017765+0.0056907i,0.0031389+0.0037494i,0.0024111+0.001349i,0.0007767-0.00050034i,-2.0465e-05-0.00025158i,0.00031862+0.000604i,0.00093974+0.00034488i,0.00078728+8.075e-06i,0.00068975+0.00036043i,0.0011147-6.0259e-05i,0.00073599-3.5163e-05i,0.0001262+0.0003755i,-8.5445e-06+0.00012433i,-0.00032341-1.3838e-05i,-0.00050139+0.00015982i,8.616e-05+8.828e-05i,0.00044461+9.2397e-05i,0.00072788-5.3107e-05i,0.00087886-0.00026451i,0.00047984+0.00013377i
-0.0012355-0.00023862i,-0.0015307+0.0012242i,-0.0021785+0.0034672i,-0.0011256+0.0045402i,0.0012385+0.0038484i,0.0021126+0.0021136i,0.0011331+0.00012508i,0.00021844-0.00066956i,0.00076195+0.00072866i,0.0019158+0.00084804i,0.0013583-9.897e-05i,0.00079192+0.00011944i,0.00040348+0.00054582i,7.0402e-05+0.00022131i,0.00032748-0.00045109i,0.00016026-7.6552e-05i,-1.7395e-05+0.00027178i,-0.00017779+0.00030872i,-0.00046985-0.00015077i,-2.526e-05-0.00013936i,0.0001056-0.00043713i,-0.00019862-0.00060582i,3.2792e-05-0.0003291i
0.0006014+0.0019549i,-0.00096271+0.0033994i,-0.0008534+0.003129i,-9.1042e-05+0.0023556i,0.00051739+0.001739i,0.0012574+0.00077871i,0.0013506-5.6637e-05i,0.00065135-0.00016522i,0.00052562+0.00025687i,0.0011396-0.00013206i,0.00077606-0.00058887i,0.00024165-0.00034779i,0.00024046+0.00033525i,0.00048965+0.00020931i,0.00033118-0.00016254i,0.00041902-0.0002331i,0.00031092+0.00026147i,-0.00039956+0.00061197i,-0.001026+0.00012062i,-0.001018-0.00084519i,-0.00041729-0.00086832i,-4.7428e-05-0.00019406i,0.00030092-0.00018987i
0.00080612+0.001789i,-0.00046803+0.0036496i,-0.00028913+0.0034158i,0.0010293+0.0026135i,0.001891+0.0021521i,0.0017826+0.0020916i,0.0010202+0.0004972i,-0.00026712-0.00069242i,-2.8672e-05-0.00012698i,0.00091398-6.0621e-05i,0.00038394-0.00058875i,-0.00063111+1.2783e-06i,-0.000884+0.0015242i,-0.00056491+0.0014613i,-0.00038627-0.00011469i,-7.6684e-06-0.0011285i,-0.00030691-0.00066979i,-0.0013732+5.8712e-06i,-0.0010433-0.00033873i,-0.00053851+0.0002397i,-0.00059938+0.0011814i,-0.0006136+0.00078529i,-0.00061167+0.00033785i
0.0008301+0.00019531i,-0.0002249+0.0024123i,-0.00090056+0.0038876i,-0.00086759+0.0040825i,0.00080293+0.003591i,0.002319+0.0029719i,0.0026+0.0012898i,0.001752+0.00010408i,4.2123e-05-0.00030194i,-0.00028593-0.0010032i,0.00015662-6.7819e-06i,-0.00012056+0.00092965i,2.6326e-05+0.00082068i,0.00062203+0.0010337i,0.0010544-4.0474e-05i,0.00049967-0.00019169i,-0.00016609-4.7586e-05i,-0.00015109-0.00068957i,-0.00018173-0.00038798i,-0.00033665-2.6082e-05i,-0.0005418-0.00039499i,-0.00044332-0.00018971i,0.00027247+0.00019839i
-0.0001645+0.00062717i,-0.00085345+0.0025604i,3.0521e-06+0.0036262i,0.00062942+0.0025612i,0.00057056+0.0015281i,0.00069759+0.00040803i,0.00065189-0.0011769i,0.0010505-0.0012618i,0.0018236-0.0011396i,0.0021006-0.001128i,0.00075237-0.0011349i,5.2586e-05-0.00087628i,0.00043781-9.8132e-05i,0.00058598+9.27e-05i,0.00092476+0.00037901i,0.0015216+0.00057459i,0.0015973-0.00013657i,0.00065613-0.0006895i,-0.00040333-0.00078932i,-0.00052517-0.00027271i,-3.4669e-05-1.4096e-05i,0.00013141+0.00028898i,-0.00012325+0.0006657i
-0.0024109+0.0027539i,-0.0032844+0.0051908i,-0.0025959+0.0063174i,0.00037885+0.0057772i,0.0028113+0.0044254i,0.0036259+0.0024387i,0.0026416-1.6501e-05i,0.0017557-0.00098494i,0.001914-0.00014822i,0.0018527-0.0001259i,0.0012159-0.00046695i,0.00044785-0.00021762i,-7.475e-05-0.00049069i,-0.00064456-0.00031303i,-0.00072618-0.0002662i,-0.00018824-3.6166e-05i,-0.0001012+0.00026454i,5.324e-05+0.00023006i,0.00013233+0.00027753i,-0.00025118+0.00010511i,-0.00035935+0.00037702i,-0.00037659+0.00065083i,1.7533e-05+0.0005148i
-0.0021353+0.0022794i,-0.0030609+0.0012755i,-0.0024824+0.0010557i,-0.00043457+0.0021211i,0.0016845+0.0033459i,0.0025962+0.0030853i,0.0024531+0.00054403i,0.0019654-0.00022428i,0.0014034+0.00057282i,0.00055145+0.00037309i,-1.3791e-06-0.00041428i,-0.00069544-0.00012562i,-0.0015513+0.00039544i,-0.0019209+0.00019651i,-0.0012886-0.00046794i,-0.00049823-0.00053191i,0.00034592+0.0004302i,0.00067614+0.00092203i,-3.908e-05+0.000645i,-0.00015891+3.183e-05i,0.00049034-0.00091745i,0.00057857-0.00074135i,-7.927e-05-0.00031984i
0.00023759+0.00035834i,-0.00059666+0.002848i,0.0007216+0.0047136i,0.0017193+0.0046513i,0.0019612+0.0033886i,0.0015818+0.00014925i,0.00081296-0.001807i,1.0276e-05-0.0011038i,0.00047868+7.7328e-06i,0.0020698+0.00010546i,0.0011238+5.1162e-05i,-0.00054301+0.00069085i,-0.00066452+0.001204i,-0.0007651+0.0010986i,-0.0010224+0.001604i,-0.00019098+0.001456i,0.00034713+0.00039652i,4.7197e-05+0.00026333i,0.00028885-0.00012737i,0.00013649+5.6584e-05i,0.00042466+0.00016005i,0.00063451-0.00058437i,-0.00024445-0.00035443i
-0.0014886+0.003473i,-0.0027174+0.0047385i,-0.0019975+0.0052117i,0.00021942+0.0044601i,0.0018869+0.0034765i,0.00245+0.0020666i,0.0020607+8.4644e-06i,0.00086266-0.0014274i,0.0010686-0.00098824i,0.0019498-0.00014084i,0.0014545+4.2224e-05i,0.00049558+0.00054661i,0.0004575+0.00083703i,2.8383e-05+0.00037293i,-0.00013669-0.00030508i,0.0004888-0.0003647i,0.00053196-0.00050465i,0.00025293-0.00067259i,0.00029902-0.00070552i,0.00030746-0.00068856i,0.00059437-0.00060629i,0.00078904-5.6519e-05i,0.0005758+0.0007707i
-0.00039803+0.00086949i,-0.0025011+0.0027107i,-0.0024374+0.0035443i,-0.0012306+0.0034691i,0.00037906+0.0035783i,0.0014342+0.0030869i,0.0016358+0.00086868i,0.0016514-7.3802e-05i,0.0018923-0.00013332i,0.0016005-0.00039587i,0.00081365-0.00039388i,0.00028541-0.00051979i,0.00030937-0.00032284i,0.00048639-0.00031477i,0.00016554-0.00028763i,-0.00039206-0.00075879i,-3.8623e-05-0.0010052i,3.9644e-05-0.00061543i,0.0002989-0.00061211i,0.00039291-0.00030768i,-6.3197e-05+5.8765e-05i,-0.00023736+0.00045808i,-0.00031799+0.00081892i
9.8094e-05+0.0029025i,0.00027505+0.0036421i,0.001095+0.0040654i,0.001623+0.00425i,0.0023935+0.0039108i,0.0029541+0.0018148i,0.0025037+0.00052998i,0.0013753+0.00096837i,0.0015681+0.0017517i,0.0019419+0.0011472i,0.00093241-0.0001525i,6.0857e-05-0.00056972i,-0.00033618-0.00076597i,-0.00059762-0.0010156i,-0.00027763-0.00030787i,-0.00057547-0.00036546i,-0.0011665-0.0011955i,-0.00086044-0.0002082i,0.00037273+0.00069785i,0.00082484+0.00039815i,0.00073953+0.0001876i,0.00069557+0.00014493i,0.00087728-0.00027636i
