-0.0018389-0.00039401i,-0.0028262-0.0014724i,-0.0049929-0.0010678i,-0.0033627-0.0011876i,-0.0016508+0.00055247i,-0.0016993+0.0019339i,-0.0007454+0.0011196i,0.00048759+0.00014208i,0.0011923-0.00051545i,0.00147-0.0011065i,0.00054227-0.0014422i,-0.00012095-0.0013838i,0.00028921-0.0013494i,8.5289e-05-0.0017292i,-6.1023e-05-0.0010596i,-8.9452e-05-0.0002064i,3.835e-05-9.8135e-05i,0.00080726-5.1847e-05i,0.00078255+0.00059377i,0.00033095+0.0013544i,8.0423e-05+0.00067798i,-6.7948e-06-0.00010445i,-0.00064265+0.000241i
0.0010361-0.00029579i,0.0018509+8.2607e-05i,0.0015491+0.00015387i,0.0012837-0.00079075i,0.00075831-0.0010196i,0.00097233-0.00051802i,0.00060531-0.00047618i,-0.00028236-0.00090856i,-0.00012738-0.00080994i,0.0001998-0.00053965i,-1.6365e-06-0.0008445i,-0.00014497-0.0010614i,7.007e-05-0.00099437i,0.00012391-0.00077581i,1.2711e-05-5.3665e-05i,0.00033297-1.9913e-06i,0.00050226+0.00024697i,6.5365e-05+0.00082436i,-0.00042999+0.00068707i,-0.00084599+0.00036093i,-0.00065361-0.00030931i,0.0001462-0.0011001i,0.00054172-0.00076233i
-0.00080379+0.0010401i,-0.0020861+0.001205i,-0.002401+0.00056674i,-0.0025319+0.00046123i,-0.0015593+0.001013i,-0.00044415+0.0020679i,8.6393e-05+0.0015068i,0.00062695+9.0397e-05i,0.00034873-0.00046466i,7.5404e-05-0.00017208i,0.00022461+0.0005475i,0.00048379+0.0010232i,0.00025429+0.00056826i,0.00063521+0.00060306i,0.00048016+0.00063903i,4.5035e-05-0.00023775i,0.00039021-0.00032276i,-6.5406e-06+0.00070995i,-0.00076246+0.00098909i,-0.0002027+0.00042029i,-3.6411e-05+0.00027311i,-0.00037724+0.00029874i,-0.00043377+0.0012521i
-0.0028293-0.0022301i,-0.0028255-0.001739i,-0.0019752-0.00091237i,-0.0011235-0.00051081i,-0.00093219+0.00050827i,0.00012272+0.0016775i,0.00080676+0.00092571i,0.00037639-0.00039132i,-0.00053004-0.00069223i,-0.0001436-0.00079411i,0.0004263-0.000473i,0.00031135-0.0005521i,0.00046874-0.0002197i,0.0002709+0.00067418i,0.00027077+0.00020756i,0.00017602-0.00049184i,-0.00034632-0.0009299i,-0.00032812-0.0011685i,0.00032035-0.00022537i,0.00054715+0.00054934i,0.00083045+0.0002589i,0.00062603-0.00026521i,0.00017903-0.00019731i
-0.0018635-0.0016462i,-0.0025424-0.0014557i,-0.0033757-0.00083471i,-0.0020885-3.3061e-06i,-0.00074984+0.00018136i,-4.0292e-05-0.0002518i,0.00081388-0.00050948i,0.00032197+5.8856e-05i,-0.00087747+0.00045123i,-0.00082163-3.4581e-05i,6.9137e-05-7.0178e-05i,0.0005886+0.00021091i,0.00038858+0.00014031i,0.00038765-0.00033617i,0.00017731-0.00040856i,-0.00066023+9.6178e-05i,-0.0011301-0.00054598i,-0.00055927-0.00083423i,-0.00010068-0.00037349i,-8.0798e-05-0.00018323i,0.00029919+0.00032261i,0.0005007+0.00034165i,0.00031145+0.00046856i
0.002578+0.00049932i,0.0022365-0.00012946i,0.003195-0.0013055i,0.0021129-0.0015807i,-7.2311e-05-0.0013393i,-0.0010606-0.00039923i,-0.00057346+0.00031114i,3.8952e-05+0.00020967i,0.00074034-0.0002301i,0.0004109-0.00019341i,-0.00079546+9.3249e-05i,-0.0010399+0.00021691i,-0.0011307+0.00016153i,-0.00082359-4.031e-06i,-0.00039589+6.5456e-05i,-0.00040398+3.7725e-05i,-0.00042263+0.0001254i,-0.00011231+0.00054368i,0.0003035-0.00028437i,0.00052389-0.00072251i,0.00034792+0.0002765i,6.587e-05+8.9254e-06i,0.00013706-0.0007947i
0.00016781+0.0010638i,0.00011751+0.00054968i,-0.0010562+0.00056815i,-0.00096852+0.00066572i,0.00033344+0.00085575i,0.00084988+0.00057068i,0.00076672+0.0003445i,-0.00021597+0.00066476i,-0.0004763+0.00060723i,0.00033491+0.00044788i,0.00041608+9.0543e-05i,0.00081762-0.0005077i,0.00097861-7.5215e-05i,0.00048184+0.00060864i,0.00024722+0.00016174i,0.00057427-0.00061833i,0.00045549-0.00046394i,-5.017e-05+1.2585e-05i,-0.00071441+0.00030469i,-0.00041853+0.00013887i,-6.3706e-05+7.3731e-05i,-0.00052801+0.00043705i,-0.00099066-0.00033671i
-0.0040121+0.0020204i,-0.0031778+0.0010334i,-0.00047067+0.00071547i,0.0017808+6.3026e-05i,0.0025094-0.00013147i,0.0019672-0.00095819i,0.00011922-0.001477i,-0.0015196-0.0010642i,-0.0012887-0.00022092i,-0.00028061+0.0002825i,0.00045412-0.00019791i,2.8687e-05-0.00088533i,0.00019244-0.00083983i,9.4332e-05-0.00061614i,-0.0004759-0.0010009i,-0.00021404-0.00016899i,0.00020476+0.0012697i,0.0002182+0.0012484i,-0.00061037+0.00046018i,-0.00079717+0.00029179i,-0.00066655-6.1729e-05i,-0.0010793-2.3935e-05i,-0.00057175+0.00060182i
-0.00031665+0.00066968i,-0.0007325+0.00092705i,-0.0004818+0.0015681i,0.00087457+0.0014718i,0.0011768+0.00063089i,-4.4171e-05-0.00011695i,-0.00095538+0.00024897i,-0.00035141+0.0010335i,0.0004379+0.0014458i,0.00074017+0.00083319i,0.00021459-0.00045898i,-0.0004333-0.0010449i,0.00015382-0.0012016i,-0.00018973-0.0012619i,-0.0012825-0.0018111i,-0.00086501-0.0015077i,-0.00030762+2.33e-05i,-0.0003862+0.00011162i,-0.00048698-0.00045942i,-0.00059813-0.00039291i,-0.00050153-0.00082253i,-0.00016808-0.00064549i,0.00034265-2.604e-05i
0.00096727+8.3516e-05i,0.00015707-0.0010288i,7.2814e-05-0.0011372i,0.00033773-0.0010519i,0.00019089-0.00045724i,0.00096803+0.00051271i,0.0024259+0.00062017i,0.0021176+0.00014383i,0.00088158-0.00017641i,0.00058675+6.7668e-06i,0.00032254+2.6156e-05i,-2.7025e-06-0.0003901i,0.00030968+0.00010888i,0.00040149+0.00091767i,2.5727e-05+0.000401i,-0.00081416+3.4078e-05i,-0.0014124-0.00014415i,-0.00081745+0.00036462i,-0.00031538+0.00045677i,0.0005194-0.00064413i,0.0010273-0.00065544i,0.0003577+0.00020822i,-0.00011152+0.00070248i
0.00030077-0.00046861i,0.00013135-0.00011096i,-0.0002813+0.00074365i,-0.00036068+0.0004189i,-0.00060705+4.3758e-05i,-0.00047614+0.00023643i,0.00026696+0.00075818i,0.00051727+0.0013643i,0.00011324+0.00088618i,-0.0001715-0.00023564i,-0.00071121-0.00045228i,-0.00083244-0.0001793i,-0.00035541-0.00061092i,0.00034022-0.00065333i,0.00030272+0.00012666i,-7.3448e-05+0.0005702i,-7.2429e-05+0.00096202i,-0.0001924+0.00078939i,-0.00043208-8.1799e-05i,9.3201e-05-0.00038961i,0.00080706-7.1357e-05i,0.00057416-7.4426e-07i,0.00046417-0.00029709i
-0.0017227-0.0012015i,-0.0029879-0.00050003i,-0.0040095-3.6203e-05i,-0.0032469+0.00036761i,-0.0020085+0.00057503i,-0.00017042+0.00017139i,0.00050697-0.00059732i,0.00072622-0.0010363i,0.00041437-0.00058372i,0.00033239+0.00020308i,0.00045239-7.8897e-05i,-0.00030398-0.00050516i,-8.2566e-05-0.0007376i,0.0013038-0.0007632i,0.0017447+0.00036282i,0.00049413+0.00070063i,8.7794e-05+0.00036335i,0.00032092+0.00017295i,-0.00040933-0.00057565i,-0.00014752-0.00080203i,0.00047029-0.00068933i,0.00013978-0.0011061i,-0.00041976-0.00048314i
-0.0034146-0.0032454i,-0.0039989-0.0035855i,-0.0035712-0.0022191i,-0.0014989-0.00035538i,0.00058626+0.00012336i,0.001698+8.5906e-05i,0.00109-0.00033927i,0.00036176-0.00022313i,0.00031731+0.00047926i,0.000539+0.00047733i,0.00022668+0.00067009i,-3.9823e-05+0.0014258i,1.0578e-05+0.0010485i,0.00062088+8.6767e-05i,0.00089001-0.00010189i,0.00041399+0.00017621i,0.00017327+0.00050477i,0.00089821+0.00053799i,0.0014239-0.00044201i,0.00087955-0.00090799i,-7.6086e-05-0.00044229i,-0.00022588-1.6666e-05i,8.5141e-05+0.00042761i
0.00075367+0.00022243i,0.00051418+7.1714e-06i,0.00096264-0.0005221i,0.0011005-0.00041723i,0.00040759-0.00054897i,0.00051421-0.00043606i,0.00088961+0.00037947i,0.00063855+9.7161e-05i,0.0003782-0.00054363i,0.0004533-0.00015726i,0.00012122+0.00048285i,-0.00047306+0.00047508i,-0.00022784+5.7346e-05i,0.00055541-0.00060345i,0.00068353-0.00060247i,-0.0006264-0.00014138i,-0.00037376-0.00015485i,0.00021985-0.00050991i,0.00011709-0.00010887i,0.00016628-0.00034176i,-0.00055312-0.0013726i,-0.00050023-0.0011355i,-0.00021815+0.00023172i
-0.0013634-0.00080684i,-0.001835-0.00077369i,-0.00051298-0.00034653i,0.00088517-0.00015376i,0.0017325+0.00037708i,0.0025119+0.00060579i,0.0025658+9.2489e-05i,0.0011923+0.00013787i,-0.00023449+0.0009049i,-0.00078266+0.00098378i,-0.0004778+0.00020666i,0.00021719+0.00030188i,0.00026876-3.5442e-05i,0.00012802-0.00053434i,0.00022206-0.00048953i,0.00029733-0.0004033i,5.2293e-05-0.00046987i,1.2587e-05-0.00053749i,-0.00032873-0.00019238i,-0.00051695-8.3941e-05i,-0.00080648-0.00041667i,-0.00080486-0.00022462i,-0.00024632+8.5385e-05i
-0.0012223-0.00023398i,-0.00070376+0.00050094i,-0.0011693+0.0023659i,-0.001304+0.0022721i,-0.0011564+0.0014868i,-0.00087138+0.00072968i,0.00052709-4.6159e-05i,0.0013724-0.00025094i,0.00035524+3.2657e-05i,-0.00080673-0.00038471i,-0.00082949-0.00074493i,-0.00012166-0.00058436i,0.00054008-0.0004442i,0.00085143-0.00060599i,0.00081923-0.00058202i,0.00025594-0.00052188i,-3.4019e-05-0.00048175i,-0.00011305-0.00020715i,-6.9614e-05+0.00033974i,1.5959e-05+0.00080395i,-4.5862e-05+0.00043754i,-0.0002901-0.00034664i,0.0001849-0.00013663i
-0.001265-0.003117i,-0.0023784-0.0027503i,-0.0028019-0.0025714i,-0.0019738-0.0011648i,-0.0013974+0.0004896i,-0.00075447+0.0019594i,0.0004194+0.0018192i,0.000603+0.00058315i,-0.00084472+1.6154e-06i,-0.0013163+0.00043881i,-0.00011992-8.0044e-05i,0.00090614-0.00031234i,0.00086852+0.00092261i,0.00035982+0.0011646i,0.0003782+0.0013973i,0.00027223+0.0013065i,-4.6143e-05+0.00035281i,0.00037731-2.7501e-05i,0.00052698+0.00039743i,7.4278e-05+0.00027224i,-7.7163e-05+3.4749e-05i,-1.1691e-05-0.00066436i,-7.5755e-05-0.00042703i
-0.0019197+0.0023019i,-0.00038027+0.0020985i,0.00090437+0.002374i,0.001228+0.0018919i,0.0015362+0.00033655i,0.0010718-0.0005668i,0.00037484-0.00011436i,6.3213e-05-0.00021509i,-0.00045084+0.00020601i,-0.00039233+0.00092635i,0.00056831+0.00017827i,0.00057223-0.00038354i,-0.00015627-0.00046947i,-0.00029786-0.0010239i,-0.0004014-0.0015476i,-0.00086186-0.00090046i,4.7012e-05-0.00064378i,0.00072494-0.00092174i,-0.00010602-0.00031426i,-0.0010439+0.00090281i,-0.0004949+0.00064825i,-0.00016341-9.6565e-05i,-0.00085924-0.00024649i
-0.0020344+0.0020959i,-0.0019352+0.0017154i,-3.4362e-05+0.0015663i,0.0013351+0.00023997i,0.00064506-0.0011626i,-2.0918e-05-0.0012188i,0.0001853-0.00044299i,0.00057071-0.00030292i,0.00010844-0.00095283i,0.00018747-0.0013851i,3.3888e-05-0.0010956i,-0.00048578-0.00080278i,-0.00037859-0.00032496i,-0.00073599-0.00076794i,-0.00072209-0.0016536i,-0.00080316-0.0010577i,-0.0013036+0.00050525i,-0.00064089+0.0011275i,9.5352e-05+0.00085822i,8.1322e-05+0.00058128i,0.00025548+0.00051413i,0.00054177-0.00027035i,0.00061742-0.00098163i
-0.0020944+5.6631e-05i,-0.0027363-8.3399e-05i,-0.0019297+0.00078483i,0.00081077+0.00050144i,0.0017919-0.00048095i,0.00068105-0.00031711i,-0.00073208-0.00010496i,-0.0016749+0.00027552i,-0.0012685+0.001231i,0.00013141+0.00086966i,0.00032576-0.00023032i,-0.00022874-0.00062735i,-9.8019e-05-0.00055167i,-0.00010479-0.00098201i,-0.00023898-0.0015538i,-0.00027945-0.00082796i,-1.3515e-06+0.00023542i,-0.00039643+0.00052108i,-0.00087916+0.00033351i,-0.0003792-0.00020918i,7.0535e-05-0.00010279i,0.00033718+0.00051648i,0.00050122+0.00024991i
0.00020969+0.00049275i,2.2787e-05-5.7949e-05i,0.00056077-0.00090411i,0.0010312-0.0013765i,0.00046637-0.00091204i,0.00046252-0.00037415i,0.00080777-0.00011269i,0.0007135+0.00012673i,0.00062077-0.00043361i,0.00017356-0.0003165i,-0.00019558-0.0004622i,0.00057198-0.00088579i,0.00061207-0.00091411i,-0.00053517-0.00063821i,-0.0011947+0.00055821i,-0.0010845+0.00072612i,-0.00015072+0.00030758i,-0.00018861+0.00059563i,-0.00044355+0.00054987i,-4.513e-05+9.2789e-05i,0.00035666+7.0145e-05i,0.0003226+0.00040988i,0.00016722+0.0006936i
0.00124-0.0011127i,0.0002321-0.00077053i,0.00045568+0.00010788i,0.00070576+0.00036152i,-0.00030885+7.5448e-05i,-0.00028907+0.0003527i,-3.3442e-05-6.4027e-06i,-6.1787e-05-0.00020095i,0.000274-1.7726e-05i,0.00015893-0.00066189i,-0.00037491-0.00058777i,-0.00030416-0.00062264i,-0.00010792-0.00056677i,-0.00054009-0.00012358i,-0.00012267+0.00054336i,0.00013561+0.00026126i,-0.00042378-0.00059525i,-0.00071121-0.00041269i,-0.00070136+0.00026119i,-0.00089742+0.00061693i,-0.00080042+0.00028302i,-0.00012594+0.00019095i,0.00037247+0.00069797i
-0.0023149-0.0016809i,-0.0038694-0.00040474i,-0.0040393+0.00029217i,-0.0015131+0.00091115i,0.00053661+0.0012621i,0.0011004+0.0006585i,0.0012124-0.00017778i,0.0015047-0.0009817i,0.00091863-0.00098976i,-0.0002307-7.2817e-05i,-0.00034206+2.4384e-06i,0.00029843-0.00070863i,0.00046173-0.00012404i,0.00054577+0.00063966i,0.00045125+0.00057508i,4.4846e-05+0.00051644i,0.00011667+0.00068527i,0.00025536-0.00014871i,-0.00021966-0.00033395i,-0.00064247-0.00022538i,-0.0011236-0.00048055i,-0.00077014-0.00019674i,0.0006419+0.00010415i
-0.0022576-0.0021653i,-0.0019176-0.0025893i,-0.0018662-0.0010455i,-0.0016682-0.00038569i,-0.00060771-8.1874e-05i,0.00075612+8.2023e-05i,0.0010036-0.00056981i,0.000834-0.0006415i,0.00054659+4.3862e-05i,-0.00031038+0.00061942i,-0.000859+8.8444e-05i,0.00016514-8.8809e-05i,0.0008732+0.00037394i,0.00057675+0.00055503i,0.00082963+0.00028754i,0.00098088-0.00014833i,0.00051479-0.00025538i,0.00044548-0.00038491i,0.00037479-0.0011105i,-0.00055513-0.0012737i,-0.0016736-2.4135e-06i,-0.0014853+0.00076315i,-0.00076174+0.00040394i
0.00045122-0.0025037i,-6.4348e-05-0.0018364i,-0.00030934-0.00096287i,-0.0012543-0.00043655i,-0.001155+0.00063107i,0.00021742+0.0019568i,0.00064096+0.0014756i,-4.2969e-05+0.00074023i,-0.00012114+0.00045512i,0.00080204+0.00013048i,0.0013923+0.00028227i,0.00080789+0.00034258i,-0.00097813+0.00083172i,-0.0011418+0.0011906i,-5.4907e-05+0.0016135i,0.00038398+0.0017066i,0.00020252+0.001061i,-0.00059729+6.3396e-05i,-0.00049318-0.0007383i,0.0001999-0.0010509i,0.00068134-0.001158i,0.00023873-0.00093036i,-0.00017905-0.00067398i
-0.0042325-0.0010049i,-0.0047283+5.9342e-05i,-0.003562+0.0010223i,-0.0012137+0.0015483i,0.00052638+0.001189i,0.0011119+0.0010717i,0.0015379+0.00097727i,0.001049+0.00080711i,0.00037884+0.00018033i,0.00012886-0.00021106i,-0.00011647-8.383e-05i,7.0681e-05+7.8169e-05i,0.00043222+0.00027688i,0.00012177-0.00016969i,-0.00048343-4.7467e-05i,-0.0006815-2.1407e-05i,-0.00013422-0.00039937i,0.00038549-0.00064343i,-0.00014961-0.00036933i,-0.00068567-0.00015591i,-0.0012149+0.00044094i,-0.00069178+0.00053694i,0.00042183+0.00010327i
-3.8383e-05+0.0008613i,0.0009577-0.00029847i,0.001144-0.001954i,0.0010919-0.0017926i,0.0013131-0.0010825i,0.0010379-0.00033935i,0.00077885+0.00025173i,0.00033576-0.00017013i,-0.00033817-0.00033255i,8.1788e-05-8.6262e-05i,0.00046386+0.00024154i,0.00011569+0.00018066i,4.3806e-05-0.00019624i,4.0351e-05-0.0003314i,-0.00017849-0.00029307i,-0.00016958-0.00045442i,6.332e-05-0.00059419i,0.00016892-0.00014769i,1.1213e-05-7.7061e-05i,-0.00021073-0.00027587i,-0.0005192-0.0011414i,5.6333e-05-0.0014341i,0.00064231-0.00030722i
-0.0019499+0.00016301i,-0.0024488+0.00044462i,-0.0017955+0.0010288i,-0.00047979+0.00068781i,0.00079922+0.00030271i,0.0012996+0.0008042i,0.00079034+0.00037455i,-0.00051265+0.00021318i,-0.00078284+0.00054345i,0.0008389+0.00013186i,0.0014586-0.00027815i,0.00091139+0.00056026i,0.0002306+0.00088692i,0.00058029-0.00025876i,0.00031633-0.00094968i,-0.00080243-0.00070361i,-0.00032771-0.00013135i,0.00073031+0.00020156i,0.00021564+0.00016734i,-0.00033725-0.00018892i,-0.00062516-0.00087089i,-0.00076775-0.00084979i,-0.00038569-0.00021907i
-0.00016513-5.1284e-05i,-0.00033183-0.00031565i,-0.00066572+0.00057134i,-0.00046029+0.00078238i,-0.00014537+0.00092588i,0.00014233+0.0016457i,0.00053888+0.0021022i,5.5229e-06+0.0018122i,-0.00056815+0.00098881i,-0.00061753+0.00016886i,-0.00043891+0.00012208i,-0.00059005+0.00087143i,-0.00084896+0.00077017i,-0.00070895-0.00023255i,-0.00019455-0.00053959i,-0.00051692-9.9502e-06i,-0.00089441+0.00010669i,3.9391e-05+0.00062624i,0.00034975+0.00095005i,0.00047758+0.0007839i,0.00065732+0.00076801i,0.00037156-2.4321e-07i,0.00054218-0.00078384i
-0.00016016+0.00089137i,-0.00098443+0.00023485i,-0.00025931-0.00096209i,0.00030111-0.0012402i,-2.6605e-05-0.0010726i,-0.00040433-0.00064545i,0.00059462+9.614e-05i,0.0015345-3.4153e-05i,0.00070361-0.00078549i,-0.0002571-0.00096205i,-1.5443e-05-0.00011742i,-0.00056636-0.00031066i,-0.0017025-0.0006835i,-0.0016421-2.2262e-05i,-0.0011745+0.00014839i,-0.0010693-0.00021019i,-0.0004896-0.00054797i,-0.00016992-0.00067552i,0.00061927-0.00092986i,0.00081993-0.00076048i,0.00080234-0.00029468i,0.0010027+0.00024055i,0.0007587-0.00034764i
-0.0019572+0.00069099i,-0.0010911-0.00043491i,-0.00047431-0.0017362i,-0.00023373-0.0019551i,0.00013369-0.0013661i,1.8834e-05-0.00074125i,-0.00054392-0.00031426i,-0.00097603-0.00016395i,-0.00074509+0.00032554i,-0.00074415+0.00016173i,-0.0010225-0.00073676i,0.00010717-0.00028432i,0.00051247+0.00078243i,-0.00082417+0.00039828i,-0.00040988-0.00030834i,0.0002832-0.0001006i,-0.00018375+0.00070697i,-0.00069825+0.00096576i,-0.00029649+0.00054578i,-3.4454e-05+0.00012954i,0.00023237-0.00020079i,0.00065887-8.426e-05i,0.00025678-0.00052143i
-0.00069807+0.00045992i,-0.00079469+0.001378i,0.00049718+0.0019589i,0.0013358+0.0015515i,0.00027116+0.0013026i,-0.00025592+0.0012273i,-0.00014549+0.0010655i,9.1692e-05+0.00091453i,0.00052249+0.00045153i,0.00041008-2.3829e-05i,0.00011247-0.00054614i,0.00050313-0.00038338i,0.00095251+0.0001402i,0.00045434+0.00026198i,-0.00043017-0.00037285i,-0.00043666-0.0010043i,0.0001279-0.00068366i,0.00081856+8.3833e-06i,0.00065128+3.2124e-05i,-0.00019986-0.00022237i,-0.0010669-0.00045556i,-0.00068966-0.00019335i,0.00011522-0.00034728i
-0.0015995-0.0028942i,-0.0030571-0.0022441i,-0.0029615-0.0011629i,-0.0021822-0.00025673i,-0.002312+6.9275e-05i,-0.0013596+0.00047838i,0.00025931+0.00076985i,0.00060484+0.00039447i,0.00049777-0.00050959i,0.00030522-0.00060058i,3.6992e-05+0.0005313i,-0.00011872+0.0010238i,-0.0001046+0.00036845i,0.00034567-8.3372e-05i,0.00052291+0.00013146i,0.00028158+0.00057796i,0.00037562+0.00065663i,0.00023542+0.00055771i,0.00033944+0.0002109i,0.00084162-0.00048304i,0.0005197-0.00046782i,-0.00018078+6.2266e-05i,0.0004046+0.0010046i
-0.0016035-0.0011994i,-0.0018643-0.0015664i,-0.0026413-0.001461i,-0.0021126-0.00055629i,-0.00099655+0.00044709i,-0.0008326+0.00027376i,0.0001526+0.00016121i,0.00040328+0.00066028i,0.00036082+0.0002335i,0.00043488-0.00020985i,0.00019328-7.6155e-05i,0.00019585+4.3082e-05i,0.00034686+0.00059529i,0.00050759+0.00020336i,0.00083864-3.4757e-05i,0.00080833-2.3999e-05i,0.00026762-0.00042063i,0.00014088-0.00069381i,-0.00034228-0.00054398i,-0.00070826-0.00037569i,-0.00099754+0.00028901i,-0.00059587+0.0011364i,7.7153e-05+0.00078422i
-0.00059828-0.0012301i,-0.00030138-0.0014322i,0.0005365-0.00099228i,0.00059194-0.00033973i,0.00025114-2.6275e-05i,0.00029247+0.00072452i,0.00048199+0.00055495i,0.00013831-0.00011809i,-0.00013469+0.00027591i,-0.00040048+0.00093485i,-0.00073843+0.00050295i,7.5872e-05-0.00011151i,0.00040623-0.00032561i,-0.00044942-0.00011072i,-0.00044988-0.00022327i,0.00071122-0.00061728i,0.001237-0.00095151i,0.00048662-0.00087516i,-8.3159e-05-0.00063417i,0.00027756-0.0005608i,3.3517e-05-0.0003724i,3.1988e-05-7.4235e-05i,0.00052296+0.00021635i
-0.00097302+0.0022162i,-0.00092875+0.0017359i,0.00070237+0.0016221i,0.0014341+0.00059838i,0.00053694-0.00035055i,-0.00041733-0.0001014i,4.2938e-05-0.00011352i,0.00087996-0.00032617i,0.00050282+0.00017908i,0.00024252+0.00023016i,0.0004814+0.00031453i,8.8581e-05-0.00015465i,-0.00043352-0.00082278i,-0.00070789-0.0013357i,-0.00053844-0.0013517i,-0.0009291-1.6922e-05i,-0.0010038+0.0001413i,-4.6881e-05-0.00084268i,0.00086032-0.00054311i,0.00067048-7.7007e-05i,0.00040417-5.8498e-05i,0.00031747+0.00051225i,0.00030234+0.00043341i
-0.0053555-0.0028334i,-0.0063349-0.0018325i,-0.0054495-0.00074007i,-0.0032309+0.0012221i,-0.00067409+0.0013025i,0.00037449+0.00074448i,0.00022638+7.787e-05i,-3.8291e-05-0.00068951i,-0.00050489-0.0011184i,-3.8769e-05-0.00097528i,0.00039064+6.1023e-06i,-0.00027956+0.00059371i,-0.00020487-0.00012299i,0.00066308-0.00015328i,0.00016831+0.00030433i,-0.00041363-0.00068169i,-0.00041414-0.0014302i,-0.00031766-0.0011783i,8.9052e-05-0.0012258i,0.00044332-0.0015309i,0.00013035-0.0017917i,-0.00016255-0.00141i,-0.00053541-0.0011307i
-3.0865e-05-0.0028953i,-0.00019606-0.002566i,-0.0011267-0.0013043i,-0.0013177+0.00085005i,-0.00039564+0.0016741i,0.00092115+0.00091022i,0.0013893-0.00042367i,0.00093649-0.00086528i,0.00036042-0.00039277i,0.00022287+0.00024199i,0.0007351+0.00096817i,0.0017879+0.00096566i,0.0020082+0.0010177i,0.0012715+0.00097818i,0.0010266+0.00010505i,0.00094293-0.00026737i,0.00019542-0.00030735i,-0.00024727-0.00049075i,-0.00028704-0.00074242i,0.00028099-0.00079092i,0.00015835-0.00021297i,-0.00029033+0.00021297i,-0.00029794+0.00014959i
-0.00090509-0.00072021i,-0.00065324-0.00070361i,-4.9125e-05-0.00048148i,0.00080632+6.9231e-05i,0.0011714+0.0005788i,0.0017308+0.00051649i,0.0016912+0.00018648i,0.0013964-6.7236e-05i,0.00071542+0.00010639i,-0.00030077+0.00045186i,-0.00019508-0.00015353i,0.00027197-0.00057364i,0.00076413-0.00044834i,0.00042362-0.00062739i,-1.3273e-05-0.0010321i,-0.00027222-0.0003161i,-0.00074266+0.00028831i,-0.00036099-0.00035897i,0.00045176-0.00073023i,0.00018398-0.0005881i,-0.00078287+0.00015416i,-0.00095377+0.00038727i,-0.00060479+0.00012671i
-0.0020471-0.00071302i,-0.0024036-0.0010722i,-0.0014862-0.00055579i,-0.0003151-0.00026499i,7.2719e-05-0.00023648i,-0.00025815-0.00015829i,3.299e-05-0.00048985i,0.00031841-0.00044467i,-0.00074713+0.00023446i,-0.0012375+0.00023196i,-0.00016315-0.00011902i,0.00074145+0.00024045i,0.0003414-0.0003074i,-7.4444e-05-0.0011351i,-0.00020723-0.00017233i,-0.00052076+0.00073264i,-0.0006511+0.00019514i,-0.00065946+8.8041e-05i,-0.00010253-6.4991e-05i,0.00015851-0.00051485i,-9.3288e-05-0.00053956i,-0.00027982-0.00012858i,-0.00049194-2.3196e-05i
0.00060725+0.0002352i,0.00051614+0.000154i,9.3053e-05+1.55e-05i,-0.0004568-0.00038622i,-0.00039093+0.0001952i,-0.00042989+0.0015263i,0.00045289+0.0012897i,0.00033624+0.00054264i,-0.00051064+0.00042318i,-0.00048584-0.0002452i,-0.00021849-0.00091304i,0.00019356-0.00086029i,0.00076972-0.00046241i,0.00049738-0.00047588i,-0.0003506-0.00063873i,-0.00079443-0.00015628i,5.2713e-05+0.00021185i,0.0012322-3.104e-05i,0.0006868-0.00056546i,-0.00058318-0.0004834i,-0.00065506+0.00015192i,-2.7762e-06+0.00032939i,-7.9558e-05-0.00023298i
-0.0003335-0.0022274i,-0.0014487-0.001574i,-0.00056956-0.0007506i,0.00010115+1.4364e-05i,0.00014021-2.2958e-05i,0.00063746-1.3842e-05i,0.00076957+0.00010335i,0.00023359+0.00013031i,-1.2319e-05-4.8729e-05i,0.00088251-8.9977e-05i,0.00097498+0.00054971i,-0.00032622+0.00097327i,-0.0012748+0.00097922i,-0.00070955+0.0011572i,-0.00037243+0.0014498i,-0.00093269+0.00081887i,-0.0013319-7.4483e-05i,-0.00039666+7.9426e-05i,0.0004149+0.00067861i,9.4991e-05+0.00054015i,0.00039286-0.0001279i,0.00070207-0.00029478i,0.00012761-0.00025569i
-0.00070664-0.0016585i,-0.0015905-0.0017643i,-0.0015918-0.0011107i,-0.0014093-0.00063247i,-0.0019926-0.00068933i,-0.001539-0.00071107i,-0.00026086-6.4287e-05i,0.00032486-0.00012566i,3.2583e-06-0.00045603i,-0.00087303-0.00060542i,-0.00090187-0.00075377i,-0.00036719-0.00036789i,-0.00038127-0.00056777i,-0.00062584-0.0011716i,-0.00071116-0.00038661i,-0.0012909+0.0002024i,-0.0010196-0.00014584i,-0.00066735+0.00024149i,-0.00047903+0.00056119i,8.8109e-06+5.1582e-05i,0.00016588-0.0009577i,0.00023553-0.001514i,0.0003057-0.00083563i
