-0.00236+0.00093841i,-0.0030745+0.0007342i,-0.0034771+0.0014729i,-0.0023652+0.0012926i,-0.001342+0.0010237i,-0.00092408+0.00082928i,-0.00056151+0.001098i,7.2204e-05+0.0015816i,0.00080944+0.001629i,0.00067813+0.0008565i,0.00055453-0.00040521i,0.0004179-0.0009405i,0.00025286-0.00093746i,0.0003068-0.0010314i,8.1217e-07-0.0014492i,-0.0003747-0.00080536i,-0.00063844+0.00016483i,-0.00056259+0.00043117i,-0.00092934-0.00038543i,-0.001336-0.00018747i,-0.00067744+0.00043404i,0.00034327+0.00046097i,0.00049751+0.00023711i
0.00020139-0.00048663i,0.0011131-0.00033839i,0.0015923-0.00066641i,0.00057758-0.00022148i,0.00012777+0.00035159i,0.0010499-0.00057905i,0.0013099-0.0014233i,0.0003506-0.00097619i,-0.00036694+0.00029559i,-0.00080772+0.0014573i,-0.0015517+0.0010045i,-0.00092916+0.00080996i,0.00021883+0.00099823i,-0.00010614+0.00015268i,-0.00038726-0.00036892i,-0.00038539-0.00025429i,3.155e-05-0.00024503i,0.00071442-0.00028566i,0.00097468-0.000194i,0.0009511-0.00051668i,0.0008731-2.2887e-05i,0.00050018-1.1182e-05i,0.00027421-0.0002325i
-0.00023599-0.0017904i,-0.0023566-0.0011035i,-0.0034164-0.00095828i,-0.0027202-0.00077119i,-0.00097724+0.00068292i,0.00036545+0.00097461i,9.2652e-05+8.77e-05i,-0.00055642-0.00035155i,-0.00049961-0.00014222i,-0.00075335+0.00040745i,-0.0011751+0.00037539i,-0.00049488+0.00061941i,0.00074946+0.00073386i,0.0014303+0.00067671i,0.00095868+0.00054919i,0.00034277+0.00013574i,0.00028362-5.2787e-05i,0.0010812+8.7092e-05i,0.0012912+0.00019988i,0.00055007-0.00026766i,-0.00017147-0.00049429i,-0.00050991-0.0010112i,-9.0917e-05-0.00088003i
-0.00088379+0.00050095i,-0.0018866-7.2692e-05i,-0.0017929-0.00022415i,-0.0007624-9.0118e-05i,9.7586e-05-0.00090385i,-0.00043167-0.0021269i,-0.0012633-0.0021909i,-0.0011425-0.001294i,-0.00046245-0.0005481i,-0.0001587-0.00049721i,0.00016935-0.0011282i,0.0012124-0.00099812i,0.00085231-0.00033786i,-0.00028589-0.00018416i,-0.00098303-0.0002377i,-0.0010769-0.00025857i,-0.00049119+0.00014591i,-9.451e-05+0.00016465i,5.6621e-05-0.00063977i,-0.00014034-0.00091618i,-0.00051967-0.00083824i,-0.0001377-0.0011792i,0.00042284-0.00040015i
-0.00038525-0.0026304i,0.00049005-0.0021208i,0.00060404-0.0017718i,-0.00041185-0.0014053i,-0.00071209-0.00051375i,-0.001277+0.00043941i,-0.00055567+1.659e-05i,-3.3534e-05-0.00062046i,-0.00026983-1.7252e-05i,0.00055678+0.00066751i,0.00071892+0.00045039i,9.6427e-05-0.00024917i,0.00042051-0.00043139i,0.00086874-5.0391e-05i,0.00036823-1.5356e-05i,0.00027616-0.00016125i,0.00053496-9.0231e-05i,0.00048098-0.00025167i,-0.00068158-5.0502e-05i,-0.0012807-3.1429e-05i,-0.00041967-0.00018748i,0.00049271+5.1126e-05i,0.00061162+0.00016911i
0.0013145-0.00072984i,0.0012638-0.00020252i,0.00094235-0.00022741i,0.00045377-0.00040369i,5.4665e-06-0.00024673i,0.00028658-7.3041e-05i,0.00025435-0.0006497i,-0.00011779-0.0012102i,-0.0002632-0.00055053i,-0.00027267+0.00016601i,-0.00010549+0.000432i,0.00010926+0.00080012i,-0.00038536+0.00060366i,-0.0010806-0.00014153i,-0.00090332-7.8541e-06i,-0.00081518+0.00026675i,-0.00052029-0.0002357i,-0.00046838-0.0006527i,-0.00062648-0.00015757i,-0.00040927+0.0002403i,0.00023675+7.1886e-05i,0.00069123-0.00070718i,0.00029661-0.00080705i
-0.00057914-0.001537i,-8.1683e-05-0.0014328i,-0.00011755-0.0026885i,-0.00027965-0.002595i,-0.00028963-0.0015324i,-0.00063183-0.00090387i,-0.0006662-0.00070892i,-0.00070344-0.0011292i,-0.00066029-0.0011046i,-5.5886e-05-0.00035265i,0.00040403+0.00060181i,0.00024115+0.00055096i,0.00012683-0.00028447i,-0.00022553-0.00094309i,-0.00067954-0.00033559i,-0.00024545+0.00019824i,-0.00023088+0.00017436i,-0.00070239+4.9401e-05i,-0.00093333-0.00020198i,-2.7556e-05-0.00029228i,0.00076936+0.00021274i,0.00074935+9.3407e-05i,0.00030521-0.00016999i
0.00029804-0.00071386i,0.001479-0.00085987i,0.0020749-0.00097528i,0.0007266-0.00064024i,0.00013134-0.0002303i,0.00055564+0.00013286i,0.00032085+0.00020893i,0.00064013-0.00047231i,0.00076383-0.0010809i,0.00070366-0.00099749i,0.00013456-0.00015781i,-0.00051234+0.00050757i,-4.0949e-05+0.00013224i,7.2815e-05-8.9822e-06i,-0.00047328+0.00039618i,-0.00057252+0.0003959i,-0.00019234+0.00019844i,-0.00019211-0.0003912i,-0.00040396-0.0012706i,-0.00024249-0.0013843i,0.0002094-0.00070912i,0.00035548+8.0484e-05i,0.00039998+3.2713e-05i
-0.00084079+0.00051376i,-0.0008041+0.00031328i,-0.0002239+0.0014222i,-0.00058209+0.00135i,-0.00012157+0.00021896i,0.00055343-0.00047771i,0.00033337-0.00077712i,0.00022496-0.00030663i,-6.059e-05+2.3588e-06i,5.0615e-05-0.00036676i,0.00043082-0.00070856i,0.00011655+0.00017695i,-0.00053121+0.00038082i,-0.0011287+8.7512e-05i,-0.0013736+0.00016724i,-0.0009723+0.00056478i,-0.00070838+0.00063045i,-8.5543e-05+0.0006146i,0.0001299+0.0005953i,0.00020459+0.0002127i,0.00078903+0.00042591i,0.00078625+0.00056498i,0.0010985+0.00014148i
0.00045933-3.6997e-05i,-0.00095724-0.001157i,-0.0016024-0.0018119i,-0.00093561-0.0011411i,0.00039698-0.00076445i,0.0003594-0.001024i,-0.00057619-0.00066026i,-0.00059531-0.00046242i,0.00061107-0.00060128i,0.0011048-0.00052646i,0.00084581-0.00058334i,0.00066284+6.4312e-05i,-0.00017956+0.00042162i,-0.00095469-0.00048102i,-0.00053577-0.00052943i,0.00031389+0.00026425i,0.00026497+0.00064117i,0.00034031+0.00032228i,0.00070841+0.00034481i,0.00045761+0.00077921i,0.00012453+0.00037364i,8.7275e-05-0.00015327i,0.00032386-0.00015782i
0.0013961+0.00079495i,0.0016232-0.00065492i,0.0010689-0.0014244i,0.00052536-0.00077824i,0.00086043-0.00012505i,0.00051368+3.6885e-05i,-0.00036436+0.00022452i,-0.00069046+0.00055599i,-0.0002698+0.00025484i,-0.0005717+0.00047429i,-0.00084555+0.00073257i,-0.00092279+0.00014117i,-0.0019197-0.00064149i,-0.0015727-0.00082578i,8.9695e-06-5.1338e-06i,0.00056841+0.00029008i,-1.2776e-05-1.9966e-05i,-0.00097596-0.00031413i,-0.0012921-0.00047764i,-0.00091056-0.00041319i,0.00048773-0.00025273i,0.0013126+0.0003454i,0.00044097+0.00069675i
-0.00036674+0.00047486i,-0.00055659-0.00035684i,0.00021905-0.00094021i,0.00011397+0.00015024i,-0.00017036+0.00063286i,-0.00012732-0.00026175i,-0.00052332-0.0016306i,-0.0010576-0.0024123i,-0.00061252-0.0010495i,4.4062e-05+2.492e-05i,-0.0001825+3.4475e-05i,-0.0001765+0.00065772i,-6.2732e-05+0.00034776i,0.00010491-0.00023042i,0.00028472-0.00035843i,0.00040271-0.00043433i,0.00040528-0.00017954i,-0.0002544+0.00010453i,-0.00028365+0.00018088i,-0.00018231+0.00048327i,-7.6383e-05+0.00044832i,0.00027721+0.00028326i,0.00035017-0.00014056i
0.0010094-0.00047574i,-0.0001749-0.0011968i,-0.00076919-0.0012355i,-0.00088478-0.0007008i,-0.00050144-0.0015006i,-0.00055809-0.0024534i,-0.0010954-0.0019441i,-0.00038334-0.0010303i,0.0003986-0.00050876i,0.00020799-3.3842e-05i,-0.00023336-0.00018287i,-0.00014697-0.00068451i,-0.0001244-0.00047474i,0.00014612-8.3436e-05i,0.00018454-3.7675e-05i,-0.00019485+0.00023746i,0.00014041-0.00016802i,0.00078005-0.0010307i,0.00052431-0.00039744i,0.00016067-0.00013772i,0.00086282+5.4485e-05i,0.00070116+0.00033313i,-0.00027725-1.4465e-05i
0.0011449-0.00074835i,0.0019412+0.00037509i,0.0022272+0.00064748i,0.0016284-0.00035836i,0.0010899-0.00057583i,0.0015114-0.0009452i,0.0017573-0.0011959i,0.00095743-0.00067363i,0.00070795+0.00030267i,0.0014448+0.00030574i,0.0014382+0.00047789i,0.0010641+0.00073968i,0.00056643-2.6043e-05i,0.00041774-0.0008322i,0.00069595-0.00045301i,0.00070642+7.2987e-05i,0.00065076+0.00029646i,2.765e-05+0.00057968i,-0.00041151+0.00070754i,-0.00056129+0.00039106i,-0.00033249-0.00013874i,0.00091871+3.2893e-05i,0.00070266-0.00040523i
-0.0024108-0.0017303i,-0.0028222-0.00060662i,-0.002491+0.0006337i,-0.00090218+0.0018842i,0.00036055+0.0020057i,0.00037978+0.00049234i,0.00047609-0.0011539i,0.00063604-0.00137i,8.5266e-05+0.00010562i,-0.00034879+0.00041982i,-0.00082513-5.2437e-05i,-0.00083548+0.00018569i,0.00034327+6.92e-05i,0.001693-0.00015266i,0.0017413-1.1852e-05i,0.00082832-0.00028998i,0.00081605-0.00077464i,0.00090872-0.00088738i,0.00043129-0.0006294i,0.0002975-0.00041909i,2.1071e-05-0.0001482i,-0.00011104-0.00023406i,0.00048365-0.00057984i
-0.0011261-0.0019964i,-0.0010868-0.0025308i,-0.0024855-0.0012455i,-0.0033598-0.00037675i,-0.0017802-0.00060417i,-5.5544e-05-8.6798e-05i,-0.00021641+0.00032866i,-0.0012155-0.00031279i,-0.0012414-0.00016766i,-0.00078523+0.00066198i,-0.00091432+0.00068743i,-0.00065289+0.00030351i,-0.00010922+9.4456e-05i,0.00012141+0.00037892i,1.2585e-05+0.00066245i,-0.00035721+6.7539e-05i,-0.00011165+0.00012602i,0.00028106+0.00031698i,0.00027036+0.00043026i,-1.3524e-05+0.0005344i,0.00012835+0.0002238i,-0.00042608+0.00029046i,-0.00011643+0.00097889i
0.0039019-1.4199e-05i,0.0034394-0.0018586i,0.0018248-0.0047602i,-0.00038602-0.0049853i,-0.0014813-0.0026307i,-0.00080839-0.0013596i,0.00045815-0.001474i,0.00092902-0.0015513i,0.00024181-0.0013252i,-0.00075509-0.0014642i,-0.0016886-0.00099215i,-0.0011414+0.00022139i,-0.00069331+0.0011298i,-0.0012368+0.00075596i,-0.001291+0.00068928i,-0.001444+0.00017391i,-0.00085214-0.00036993i,0.00061058+0.00052572i,0.00084001+0.0006455i,0.00029578+0.00019912i,0.00090108+7.1159e-05i,0.000664-0.00066921i,-0.00040722-0.00046125i
-0.0012653-0.00091978i,-0.0014496-0.0009204i,-0.00020517-0.00046634i,0.0006031+0.00038872i,0.001346+0.00057974i,0.0014007-4.5851e-05i,0.00078103-0.0001267i,5.5397e-05-0.00021586i,0.00023035-0.00029001i,0.00026556+0.00029335i,0.00015056+0.00057029i,0.00032626+0.00078315i,0.00045924+0.00063816i,-0.00010779+0.00017295i,-0.0010342+0.00068135i,-0.00055326+0.0010494i,-0.00015916+6.0482e-05i,-1.7617e-05-0.00067233i,-0.00042438-0.00055926i,-0.00069711+9.5517e-05i,-0.00042644+0.00092467i,-0.0001013+0.00050409i,0.00047605+0.00024934i
-0.00044135-0.00012887i,-0.00057004-0.00027889i,-0.0016087+0.0011149i,-0.0013511+0.0016654i,-0.00032405+0.0004617i,-0.00035229-1.3254e-05i,-0.00063487-0.00023264i,-0.00069991-0.0011942i,-0.00089095-0.00097025i,-0.0007657-0.00023348i,0.00049254+3.2247e-05i,0.0015816-5.223e-05i,0.00093664-0.00019057i,-0.00015845+0.00010042i,-0.00067832-0.00053533i,-0.00060492-0.0011037i,0.00013259-0.00084626i,0.00022478-0.00019378i,-0.00030391+0.00048553i,0.00013252+0.00097355i,0.00053348+0.0012156i,-0.00018098+0.0011005i,-0.00023977+0.00034254i
-0.0007059+0.00047279i,-6.9379e-05+0.00069124i,-0.00092822-0.00020248i,-0.00082876-0.0007357i,-4.3551e-05-0.00054673i,0.00049235-0.00037184i,-0.00072167-0.0006436i,-0.0015111-0.0010693i,-0.00073461-0.00034649i,-0.00035156+0.00074584i,-0.00040254+0.00069873i,4.5209e-05+0.00042475i,0.00015765+0.00014845i,-3.8261e-05-0.00025736i,-5.4148e-05+4.5096e-05i,0.00020433+0.00051209i,-1.2037e-05+8.7116e-05i,-0.00066963-0.00051322i,-0.00063315-1.3862e-05i,-8.3772e-05-0.00017534i,0.00040155-0.00097809i,0.00089118-0.00096296i,0.00050117-0.00085233i
0.00034631-0.00017419i,0.000713-0.00084672i,0.00063434-0.0014763i,0.00099968-0.0017118i,0.001377-0.0012103i,0.00061044-0.00066721i,-0.00022966-1.8614e-05i,-0.00012228+0.00099577i,-0.00044299+0.001528i,-0.00020505+0.00072671i,0.0002122-0.00031702i,0.00082523-0.00072589i,0.0008593-0.00013159i,0.00052682-0.00038492i,0.00063193-0.00087823i,0.0002794-0.00096118i,0.00051752-0.0013909i,0.0012216-0.00068546i,0.0013452+0.00038908i,0.00073745+0.00045336i,-0.00039072-6.2159e-05i,-0.00082894-0.00064404i,7.7868e-05-0.00062937i
-0.0022438-3.1362e-05i,-0.001275+0.0013211i,-0.00068041+0.0022791i,-5.3222e-05+0.0021993i,0.0011705+0.0022934i,0.0016981+0.001069i,0.00089854-0.0015344i,0.00021971-0.0016335i,-0.00015089-0.00028373i,-0.00047501-0.00018841i,-0.00091329-0.00041038i,-0.00061411+0.00017938i,0.00060292+0.0002536i,0.00081848-0.00030371i,0.00039866-0.00066373i,-0.00051259-0.0011658i,-0.0004457-0.0006118i,0.00045613+0.00012547i,0.00023108-8.1422e-05i,0.0001158-0.0011148i,0.00054847-0.00092861i,0.00046156-0.00015632i,-7.2254e-05+9.7878e-06i
-0.0026953+0.001523i,-0.0019002+0.001731i,-0.0007023+0.0020892i,0.00019344+0.0014065i,0.0013029-0.00028785i,0.00062811-0.0016076i,-0.00022314-0.002123i,5.3218e-06-0.0014645i,-0.00016983-0.00049866i,-0.00073323+6.6056e-05i,-0.00010197-0.00016314i,0.001006-0.00043184i,0.0013157-0.0001576i,0.00069019-7.8505e-05i,-0.00034707-0.00085886i,-0.00059248-0.00059703i,-0.00012958-0.00056188i,0.00041746-0.0015179i,0.00013414-0.00070396i,-0.00068803+0.00067305i,-0.00097475+0.00042631i,-0.00072761-0.00058835i,-0.00064585-0.00081946i
-0.00031339+0.0013143i,0.00042944-9.0269e-05i,0.0011833+0.00010771i,0.00097099+0.00074308i,0.00055381+0.00036456i,0.000275-0.00036302i,-0.00011626-0.00053645i,-0.00037154-0.00035994i,9.19e-05+0.00016985i,0.00096811+0.00075629i,0.001094+0.00039842i,0.00094086+0.00010646i,0.00087581-0.00044387i,0.00037002-0.00060415i,-0.00021059-0.00051488i,-0.00014781-0.00076078i,0.00020456-0.00029611i,-0.0003836+0.00026014i,-0.00057813+0.00020049i,7.1011e-05+0.00054265i,0.00023345+0.00030982i,0.00032816-0.00020917i,8.1757e-05-0.00060577i
-9.5136e-05-0.0011653i,-0.00013369-0.00077319i,-0.0011208-0.00079522i,-0.00081392+3.2985e-05i,-0.00051412-0.00021162i,-0.00019173-0.00058844i,0.00016132-0.0010583i,-0.00049652-0.0016059i,-0.00051435-0.0010166i,3.2763e-05-0.00053123i,6.8035e-05-5.4453e-05i,0.00014037+0.00019106i,-0.00021203-0.00018494i,0.00064395-0.00024897i,0.0010819+0.00031728i,0.00039964+0.0013134i,-0.00010365+0.0013385i,-2.6248e-05+0.00045975i,0.00019485-0.0005621i,0.00017116-0.0013286i,0.00022646-0.00099078i,-0.00022408-0.00079846i,-6.6457e-05-0.00078396i
-0.00053202-0.00028288i,-0.00044429-0.00052245i,-0.00073582-0.00028781i,0.0001287-0.00088025i,0.00064208-0.00090955i,1.0361e-05-0.001219i,-0.00023936-0.0013844i,-0.00093344-0.0012212i,-0.0015319-0.0010368i,-0.00091971-0.00044986i,-0.00054586+0.00041038i,-0.0012076+0.00081381i,-0.0011938+0.00050138i,-0.00030575-0.00016166i,-0.00027313-0.00041933i,-0.0011299-0.00019898i,-0.0010937+0.00012195i,-0.0005991+0.00014312i,-0.00036009-0.00037389i,0.00013744-0.00096646i,0.00059755-0.00039931i,0.00030355+0.00045016i,-0.0001417+4.8286e-05i
4.4019e-05-0.000763i,-0.00053644-0.00086062i,-0.00066184-0.00056372i,7.6163e-05-0.00045529i,0.000611-0.0007395i,0.0010481-0.00090254i,0.00047235-0.00085063i,-0.00059207-0.00035029i,-0.00077619-0.00010144i,-0.00046531-0.00019214i,0.0004175+1.0439e-06i,0.0007503+0.0005073i,0.00052919+0.00062429i,-0.0003942+0.00085222i,-0.00084814+0.00033205i,-0.00094162-0.00077322i,-0.00062853-0.00089278i,-0.00038093-0.00029438i,-0.00012793+0.0001699i,-0.00017935-0.00013227i,-0.00022187-9.0364e-05i,0.00091431+0.00019703i,0.001301-9.3071e-05i
0.0014458-2.8525e-05i,0.0012915-0.00014516i,0.00077554-0.00013535i,0.00082929-0.00010613i,0.000518-0.0011216i,-0.00038979-0.0015887i,-0.0010565-0.00082721i,-0.0013091-5.9122e-05i,-0.001223+8.8551e-05i,-0.001135-0.00010727i,-0.00020812-0.00029333i,0.00066744-8.8568e-05i,0.00051881+0.00029243i,-0.00045089-6.4681e-05i,-0.00075683-0.00067391i,-0.00023775-0.00046954i,2.2444e-05-0.00059741i,0.00042969-0.00082089i,0.00088377-0.00054866i,0.00056299+0.00027215i,0.00051487+0.00047936i,0.00084539-0.00030699i,0.00086589-0.00047795i
0.00039544-0.00030956i,0.00052848-8.9281e-05i,0.00057632+0.00055022i,0.00061168+0.00033777i,0.00055193-0.00032941i,0.00030059-0.00049814i,-0.00031553-0.0011786i,-2.6938e-05-0.0015688i,-0.00022686-0.0010277i,-0.00067032-0.00013552i,7.9782e-05+0.00040942i,0.00036958+0.00060384i,0.00013391+0.00030979i,-0.00010158-1.0482e-05i,-0.00060935-3.9326e-05i,-0.00053414+0.00010007i,0.00054589+0.0004324i,0.00060194+0.00053335i,0.00033166+0.00025932i,-2.3587e-06-0.00055838i,0.00011787-0.0010409i,0.00066096-0.00020832i,0.00066435+0.00024191i
0.0021947+0.00085744i,0.0025891+0.00095337i,0.0019547-0.0002033i,0.00054333-0.00098629i,1.7447e-05-0.00097539i,5.1173e-06-0.00089492i,0.00027002-0.00061998i,0.00082167-3.9804e-05i,0.0001953+0.00057508i,-0.00041006-3.0537e-05i,-0.00059186-0.00032739i,-0.00058326+0.00045201i,-0.0010039+0.0008182i,-0.0011971+0.00068421i,-0.0012803+0.00018497i,-0.0013321-0.00026303i,-0.00037555-0.00034811i,0.00030181-0.00087897i,0.00058192-0.0011711i,0.00072757-0.00051105i,0.00012705-0.0002596i,0.00034101-1.4937e-05i,0.00091411-7.7417e-05i
-0.0023421+0.00083268i,-0.0022573+0.00091233i,-0.0015819+0.00088771i,-0.00086246+0.00036009i,-0.00030722+0.00017763i,-0.00017592-0.00057788i,-0.00053374-0.00088594i,-0.00093207-0.00077826i,-0.00078578-0.00089663i,-0.00010087-0.0007179i,0.00032336-0.00017431i,0.00059899+0.000543i,0.00022127-6.8165e-05i,-4.5035e-05-0.00060717i,-4.5462e-05+0.00050852i,-9.0048e-06+0.00075416i,0.00024307+0.00061969i,0.00040899+0.00045234i,0.00059303+0.00068252i,0.00065615+0.00037168i,-0.00020194-0.00027777i,-0.00095163-0.00023466i,-0.00018119-0.00036584i
-0.0009893-0.0018593i,-0.00018186-0.0024046i,3.4152e-05-0.0029363i,0.00044715-0.0017574i,0.00019943-0.00063696i,-0.00023567-0.00022077i,0.00015637-0.00025894i,0.00013659-3.6239e-05i,-0.00066646+0.00050678i,-0.00057023+0.00031968i,-0.00010893-0.00048068i,-1.802e-05+0.00019771i,-0.00013405+0.00043666i,7.4513e-07+4.142e-05i,2.521e-05+0.00048772i,-0.00019957+0.00023073i,0.00015983-0.00057741i,0.00072167-0.00047525i,-1.6841e-05+0.00043898i,-0.00037959+0.00079142i,-0.00049037+0.00044512i,-0.00099324-0.00039238i,-8.0273e-05-0.00063411i
-0.0021624-0.00010318i,-0.0019877+0.00076957i,-0.0009756+0.0025498i,0.00015766+0.0026272i,0.0010578+0.0013359i,0.0016931-7.194e-05i,0.0016172-0.00063719i,0.00086049-0.0010175i,-0.00041032-0.00046112i,-0.0011839+0.00058603i,-0.00038499+0.00033542i,0.00027108-0.00016698i,0.00048144-0.00047222i,0.00051617-0.00025746i,-0.00024601-6.2665e-05i,-0.00067637+7.8668e-05i,0.00021917+0.00043653i,0.00083804+0.00015043i,0.00075168-0.00012689i,-6.7945e-05+0.00024725i,-0.00045599+0.00035748i,-3.2595e-05-0.00029337i,0.00075427-0.00092167i
-0.0012938-0.0010943i,-0.0015571-0.0012349i,-0.00063749-0.0010862i,-0.00013874+0.0001445i,-0.00013185+0.00079058i,-0.00015999+0.00051698i,-0.00045535+1.6981e-06i,-7.6579e-05-0.00018298i,0.00070396+0.00019667i,0.0011323+0.0003796i,0.00088178+0.00036228i,0.0007433+1.846e-05i,0.00084367-0.00034058i,0.0006527-0.00053305i,0.00038356-0.00056903i,0.0001079-0.00097309i,-0.0001215-0.0011366i,2.0969e-05-7.8043e-05i,-3.8879e-05+0.00012975i,1.0942e-05+3.2391e-05i,-0.0003563+0.00023412i,-0.0006503-0.00023615i,-0.00023293-0.00064743i
-0.00095941-0.001082i,-0.00081884-0.0023611i,-0.0012018-0.0024619i,-0.00076034-0.0011935i,0.00064894+3.3331e-06i,0.001458-0.00041935i,0.0011573-0.00045445i,2.9285e-05+4.3404e-06i,-0.00078513+0.00052238i,-0.00094705+0.00053528i,-0.00065592-0.00022837i,-0.00015946-0.0003985i,0.00018681+0.00042034i,0.00039839+0.00025096i,-0.00019454-0.00066499i,-0.00083307-0.00074694i,-0.0004943-0.00049084i,-0.00028456-0.00027343i,-0.00087114-0.00028722i,-0.0007989-0.00044493i,-0.00047964-0.00055398i,-0.00050266-1.9184e-05i,-0.0002902+0.00085904i
0.001021-0.00057986i,0.00027183-0.00027934i,-0.0010822-0.00096379i,-0.0017696-0.00094355i,-0.0019304+0.00015104i,-0.001621+0.00032903i,-0.0003459+0.00021234i,0.00015543+9.6287e-05i,0.00034719+8.5447e-05i,-0.00016582+0.0003116i,-0.00032106-0.00021753i,0.00024422-0.00029924i,0.00017664+2.5006e-05i,-0.0001483-5.697e-05i,-7.3921e-05-4.3352e-05i,-0.00025059-0.00031258i,-0.00064607-4.5019e-05i,-0.00055876-0.0001185i,-7.6662e-05-0.00044505i,0.00042901-0.00026077i,5.5991e-05-0.00028822i,-0.00043848+0.00030349i,-0.00025213+0.00018889i
-0.0017285+0.00012785i,-0.0016124+0.00057593i,-0.00040853+0.00077944i,0.0011852+0.00037742i,0.0021152+0.00029797i,0.0017144+2.9169e-05i,0.00062863-0.00081789i,-0.00035931-0.00072504i,-0.00076683+0.00014105i,-0.00027418+0.00014507i,0.00036958+0.00023779i,0.00018451+0.00041478i,-0.00032079+0.000521i,-0.00092994-0.00028928i,-0.0010917-0.00036168i,-0.00028978-0.00016369i,0.00030814-0.00059392i,-6.2259e-05-0.00041518i,4.4635e-05-0.00054238i,0.00083822-0.00056703i,0.00043415+0.0005249i,-0.00073823+0.00041934i,-0.00096359-0.0003988i
-0.0015817+0.00044172i,-0.0012262-0.00075273i,-0.00017403-0.00068189i,0.00051515-0.00024363i,0.0011995-0.00067325i,0.00075707-0.0014836i,9.9917e-05-0.0014296i,8.7403e-05-0.00042088i,0.00024712-0.00023032i,0.00076139-0.00019079i,0.0010404+0.00047454i,0.00051532+0.0011512i,0.00044001+0.00053962i,0.00067731-9.0194e-06i,0.00057168-9.8998e-05i,0.00027666-0.0002097i,-0.00039235-0.00061718i,-0.00045944-0.0004428i,-0.00010887+0.00017565i,-0.00039974+0.00015614i,-0.00049827-9.3121e-05i,-0.00010061-0.00011117i,0.00071589+0.00013741i
-0.00023189-0.00029971i,-7.7648e-05-0.00080956i,-0.00028344-0.00094873i,5.1212e-05-0.00032581i,0.00044432-0.00033451i,0.00057697-0.0011462i,0.00061674-0.0016903i,0.00048333-0.0017022i,-0.00046914-0.00067155i,-0.00011395+0.00015538i,0.00069614+0.00060399i,0.00022344+0.00050798i,0.00043224-0.00030661i,0.00115-0.0010195i,0.00047831-0.00094118i,-0.00043192-0.00059421i,-0.0008371+8.8172e-06i,-0.00062925+0.00067513i,-0.00049057+0.00062865i,0.00018343+0.00025046i,0.00023537+0.000307i,8.104e-05+0.00034515i,0.00069698+0.00050966i
8.2391e-05+0.00072104i,-0.0006041+0.0012954i,-0.00092377+0.00041819i,-0.00084219-6.4366e-05i,-0.00022841-0.00015421i,0.0002562-0.00085461i,0.00014489-0.0011206i,0.00012666-0.00087974i,0.00042438-0.00052839i,-9.029e-05+0.00065616i,-0.00040849+0.0011352i,0.000667+0.00061976i,0.0013337-0.00024735i,0.0011885-0.00065826i,0.00062465-0.00038349i,-0.00049186-6.0633e-05i,-0.00036946-0.00011183i,-2.6264e-05-0.0002286i,0.00010411-0.00027008i,0.00031631+0.00022485i,-1.5457e-05-0.00018881i,-0.00023515-0.00059471i,-0.00045511-0.00039746i
0.00028425-0.000742i,0.00059416-0.0019047i,0.000393-0.0026397i,-0.00022019-0.0019863i,-4.6167e-06-0.001313i,0.00019914-0.00025358i,-0.00011774+1.9223e-05i,0.00071777-0.0003418i,0.00029796+3.0495e-05i,-0.00070693+0.00014141i,-0.00082005+4.5224e-05i,-0.00020563-0.0004908i,0.00015551-0.0015058i,0.00022625-0.0015647i,0.00015902-0.0006335i,-0.0003224+0.00031502i,-0.00061377+0.00023386i,-0.0008525-4.17e-06i,-0.00098546+6.85e-05i,-0.0005657-0.00021073i,-0.00014266-0.00032803i,0.00027494+5.6767e-05i,-6.6608e-06+0.0007785i
0.00027134+0.0010085i,9.5398e-05+0.00042097i,-0.0012012+0.0003202i,-0.0012876-0.00062022i,6.0842e-05-0.001049i,-0.00034717-0.0015071i,-0.0014653-0.0011821i,-0.00087-0.00030544i,0.0002461-1.0632e-05i,0.00094625-5.7741e-05i,0.001236+1.6099e-06i,0.00073346-0.00011555i,-5.5646e-05-0.00066116i,-0.0009902-0.00034557i,-0.0020845+0.00040014i,-0.0017115+0.00059752i,-0.00024539+0.00031187i,0.00054014-0.00030737i,0.00065929-0.00085868i,-0.00023358-0.00037215i,-0.00082017+0.00053865i,-0.00041654-0.00014542i,-0.00013209-0.00071779i
0.00037164+0.0016946i,0.00042887+0.00088822i,0.0013104+0.0005472i,0.00070673+0.00043771i,-0.00025236-0.00063828i,-2.1988e-05-0.0017139i,0.00055435-0.0018368i,-0.00049501-0.00088009i,-0.00076383+0.00028155i,-0.000127+0.00075284i,-0.00026483+0.000712i,9.8642e-05+0.00065023i,9.901e-05+0.00045086i,-0.00015421-2.7057e-05i,-0.00063702-0.00023927i,-0.001697-0.00056796i,-0.0016063-0.00067408i,-0.00080311-0.00017182i,-0.00025634-5.2087e-05i,0.00019587+0.00048529i,0.00049677+0.00043895i,0.00060304-0.00048664i,6.8412e-05-0.00036562i
