-0.00236+0.00093841i,-0.0030745+0.0007342i,-0.0034771+0.0014729i,-0.0023652+0.0012926i,-0.001342+0.0010237i,-0.00092408+0.00082928i,-0.00056151+0.001098i,7.2204e-05+0.0015816i,0.00080944+0.001629i,0.00067813+0.0008565i,0.00055453-0.00040521i,0.0004179-0.0009405i,0.00025286-0.00093746i,0.0003068-0.0010314i,8.1217e-07-0.0014492i,-0.0003747-0.00080536i,-0.00063844+0.00016483i,-0.00056259+0.00043117i,-0.00092934-0.00038543i,-0.001336-0.00018747i,-0.00067744+0.00043404i,0.00034327+0.00046097i,0.00049751+0.00023711i
0.0015311-0.00035895i,0.0022644-0.00014357i,0.0019545-0.00041928i,0.00014102-0.00060457i,-0.00087452-0.00036848i,-0.00044918-0.00050878i,0.00023215-0.001259i,0.00051197-0.0014185i,-0.00046715-0.0010191i,-0.0016054-0.00022961i,-0.0018352+0.00026357i,-0.00098265+0.00040286i,-0.00050381+0.00092948i,-0.00076257+0.0008206i,-0.00079981-0.00052681i,-0.00017256-0.0011236i,0.00021238-6.4759e-05i,-0.00059081+0.00019894i,-0.00069619-0.00038068i,-0.00029259-0.00067088i,-8.266e-05-0.00068942i,-0.00056216-0.00022757i,-0.00051566+0.00017301i
0.00039658-0.00085639i,0.00020514-0.00088462i,7.0736e-05-0.00014265i,-0.00032236+8.2476e-05i,-0.00054318-0.00036696i,-0.0011061-0.00067032i,-0.0011333-0.00080318i,-0.00086443-0.0010318i,-0.00062899-0.00063044i,-0.00049326-2.2091e-05i,-0.00064864+0.000282i,-0.0010494+0.00046566i,-0.0013729+4.7489e-05i,-0.00048642-0.00033971i,-0.00010167-0.00052708i,-0.00031455-0.0012818i,4.8839e-05-0.0017381i,6.5261e-05-0.0011242i,-0.00032134-2.3278e-05i,-0.00011098+0.00033621i,-0.00024313+0.0006368i,-0.00057038+0.00036217i,-0.00054532+0.00016508i
-0.0022065+0.0007815i,-0.0018942+0.0014035i,-0.00021541+0.0018356i,0.00016191+0.0011969i,0.00037572-2.4927e-06i,0.00060751-0.00067725i,1.6915e-05-0.0014961i,-0.00053878-0.0018571i,-0.0016891-0.0011471i,-0.0021388-0.00055288i,-0.0010718-0.001235i,-8.5284e-05-0.001664i,0.00023652-0.00094437i,0.00071509-0.00070555i,0.0003842-0.00094846i,0.00039735-0.00053732i,0.00017786-8.9686e-05i,-0.00066087-0.00016545i,-0.00087911-0.00033585i,-0.00029889+6.3566e-05i,0.00029298+0.00073814i,0.00063822+0.00086361i,0.00062051+0.00041402i
0.00089192-0.0024422i,0.00037737-0.0038522i,-0.0011175-0.0025049i,-0.0020704-0.00059602i,-0.0021094+6.9136e-05i,-0.0016248-0.001085i,-0.0011233-0.0023077i,-0.00079006-0.0019545i,-0.00095338-0.00069949i,-0.00011007+2.7603e-05i,0.0010958+0.00028648i,0.00085369+0.00033839i,-2.8349e-05-0.00033081i,-0.00075155-0.00069961i,-0.00066011-0.00017262i,-0.00036918+0.00011686i,-0.00015904+0.00023686i,0.00042316-0.00017117i,0.00071535-0.00017998i,0.0013107+0.00016231i,0.0010546+0.00015942i,0.00073338-0.00026092i,0.00013263-0.00028716i
0.0037442-0.0028109i,0.0038188-0.0043038i,0.0021403-0.0053306i,0.00016868-0.0043984i,-0.00066317-0.0020868i,-2.9045e-05+0.00030557i,0.0011332+0.0004806i,0.001324-0.00070739i,0.00020769-0.0013392i,-0.00061217-0.00093751i,0.00011863+0.00020347i,-0.00014953+0.0005887i,-0.00085489+0.00043766i,-0.00075749-1.0014e-05i,-0.00030706-0.00019454i,0.00035102+0.00021009i,0.0004799+0.00080434i,0.00010235+0.00032587i,-0.00027147-0.00012329i,-4.5035e-06-1.1562e-05i,-0.00012496-0.00064338i,-0.00053352-0.00062327i,-6.7624e-05-4.7573e-05i
-0.00015017-0.0010592i,-0.001141+0.00031652i,-0.0013549+0.0014557i,-0.0018878+0.00086416i,-0.0021399-0.0010005i,-0.0015565-0.0014941i,-0.0014855-0.0014398i,-0.0016229-0.00088793i,-0.00099923-0.0002111i,-0.00089064-0.0001533i,-0.0006533+0.00026499i,0.00021373+0.00068592i,0.00099748+0.0011754i,0.00065862+0.0013358i,-0.00016552+0.00077865i,-0.00073329+0.00073494i,-0.00016755-5.2564e-06i,0.0004127-0.00075431i,6.3459e-05-0.00095583i,-0.00072502-0.00071013i,-0.0005927-0.00029313i,0.0003753-0.00026371i,0.00036762-0.00048617i
-0.00079993-0.0012807i,1.3527e-05-0.0020782i,0.000608-0.0022146i,0.0010651-0.0013166i,0.0013386-0.00078495i,0.0013339-0.00015267i,0.00020392-0.00015766i,-0.00051428-0.00021081i,-0.0003347+0.0003607i,5.9537e-05+0.00072051i,-0.00048977+0.00091985i,-0.00024069+0.00086291i,0.00043783+0.00092297i,0.00064004+0.00027398i,-0.00018762-0.00013518i,-0.0010793+0.00035549i,-0.00063535+0.00071386i,-0.00060491+0.000569i,-0.00071076-2.5652e-05i,-0.00049764-7.4588e-05i,0.00035715-1.0775e-05i,0.00095392-0.00023051i,0.00016583-0.00019496i
0.0016671+9.2425e-05i,0.00060228+0.00064755i,-0.00017214+0.00070351i,-0.00075127+0.00026614i,-0.0021396+8.2507e-05i,-0.0026239+0.00021099i,-0.0010225-0.00065157i,-3.5508e-05-0.0017169i,-0.00056615-0.00086037i,-0.00052223-8.595e-05i,0.00050289-9.9094e-05i,0.000498+7.5601e-05i,-0.00016255+4.017e-05i,-0.00010129+0.0001443i,-3.3311e-05+0.0002069i,5.79e-05+0.00065725i,0.0004959+0.0010054i,0.00012057+0.00063596i,-0.00045061+0.00048025i,-0.00026802+0.00016573i,0.0005891-0.00014789i,0.001259+5.0008e-05i,0.0011938-0.00050708i
0.00027496-0.00074173i,-0.0007213-0.0019449i,-0.0012476-0.0030792i,-0.00060995-0.0030335i,0.00045495-0.0021184i,0.00037961-0.0020746i,5.1328e-05-0.0024999i,-0.00024995-0.0019175i,-0.00080701-0.00086393i,-0.0010698-0.00010579i,-0.00055164+0.00020074i,0.00065862+0.00078697i,0.00023689+0.0010314i,-0.00079218+0.0004729i,-0.00041924-0.00030516i,-0.00025389-0.00081818i,0.00027628-0.00072043i,0.00069552-3.0309e-05i,-0.0001351-1.3837e-05i,-0.00070706-0.00078116i,-0.00036724-0.00047302i,-0.00083579-2.1243e-05i,-0.0014269+6.7415e-05i
0.0018174-0.00011587i,0.0016954-0.0015818i,0.0023367-0.0013374i,0.0015809-0.00082729i,-0.0010154-0.00082978i,-0.0020726-0.00068815i,-0.0010894-0.00093892i,-0.00051487-0.00096694i,-0.0010781-0.00071499i,-0.0014348-0.0003003i,-0.0014992+0.00044971i,-0.0012711+0.00071169i,-0.0006302+5.1782e-06i,-0.00076811-0.00045847i,-0.001156-0.00061872i,-0.00050844-0.00038635i,0.00013072+0.00025451i,0.00021376+0.00023812i,-6.0794e-05-0.00041828i,-0.00049495-0.00093291i,-0.00026195-0.00044i,0.00028804+0.00025995i,0.0005189+0.0001773i
0.00051242+0.00013113i,-0.00055444+0.00011639i,-0.002636+1.5883e-05i,-0.0036264-0.00014589i,-0.0019764-0.0007008i,-0.00018892-0.0014448i,0.00050474-0.0015451i,0.00044986-0.00042887i,-0.00023586-0.00015665i,-0.00069891-0.00026635i,-0.00083677+0.00027293i,-9.8001e-05+0.000503i,-0.00023998-0.00059662i,-0.00071128-0.0014256i,-0.00032726-0.00060098i,0.00033745-0.00026305i,9.2847e-06-0.00079143i,-0.0005273-0.00049456i,-0.00013323-0.0003484i,0.00013888-0.00081374i,-1.1767e-05-0.00022839i,0.00017643+0.00036055i,0.00026594-0.00028885i
-0.00059501-0.0023318i,0.00040084-0.0014212i,0.001245-0.0013875i,0.00088151-0.0016107i,-0.00058478-0.000909i,-0.00078003-0.00048732i,0.00056251-0.00062729i,0.00046277-0.0011337i,5.2007e-05-0.0012964i,-7.9746e-05-0.0010913i,-0.00069174-0.00046252i,-0.00084709+0.00059366i,0.00010891+0.00020162i,-0.00010708-0.00030303i,-0.00071756-0.00032188i,-0.00056032-0.00044007i,-0.0006018-7.5744e-05i,-0.00098051+0.00011528i,-0.00080637-0.00028781i,0.0001777-0.00028765i,0.00010495+0.00052628i,-0.00065562+0.00040346i,0.00019247-0.00025121i
7.6212e-05+0.0012113i,-0.00032284-0.0010009i,-0.00069238-0.0012835i,-0.00072499-0.00052537i,-3.6563e-05+0.00018911i,0.00033766+0.00049994i,-0.00041974-0.00028057i,-0.00092103-0.00033678i,-0.00017612-6.2821e-05i,0.00025522-0.00038042i,0.00080195-0.00019064i,0.0011822+6.8473e-05i,0.00045911-0.00050699i,-0.00061961-0.00039044i,-0.0012886+0.00096441i,-0.001507+0.0014718i,-0.0014412+0.00095375i,-0.00058125+0.00021846i,0.00031701-4.087e-05i,0.00012614-0.0005058i,0.00034795-0.00096429i,0.00070973-2.1948e-05i,3.7715e-05+0.00067045i
-0.00072106-0.0018256i,-0.0014154-0.0013543i,-0.001852-0.0014093i,-0.0012058-0.0014885i,-0.0005273-0.0011167i,-0.00061736-0.00041087i,-0.00021155-0.0011327i,-0.00018073-0.0017159i,-0.00060805-0.0010343i,-7.7504e-05-0.00037215i,0.00042471-0.00028298i,0.0010535-0.00048153i,0.0015061-0.0001846i,0.0015238+2.1023e-05i,0.0011989+0.00027716i,0.00015888+0.00041822i,-0.00028292+6.5269e-05i,-0.00016603-0.00087973i,0.00041309-0.00088495i,0.0005301+1.0107e-05i,0.00027181-0.00011106i,0.0003014-0.00067361i,7.651e-05-0.000446i
-0.00064391-0.00069296i,-0.00083081-0.00031193i,-0.0010968+0.00031184i,-0.0015408+0.0014726i,-0.0011198+0.0017062i,-0.00056953+0.0010838i,-0.00049413+0.00097226i,-0.00043281+0.00064203i,-0.00035932+0.00018213i,0.00047432+0.00019684i,0.001032+0.00015937i,0.00063916+0.00028322i,-0.00035768+0.00056013i,-0.00089023+0.00019092i,-0.00073483-0.00026553i,0.00021818-0.00016842i,0.00078264+0.00022754i,0.00016087+0.00029157i,0.00015201+0.00027257i,0.00055485+4.6558e-05i,0.00084136-0.00034874i,0.0012504+0.00012976i,0.0013532+0.00046098i
0.0020249-0.00021939i,0.0010942-0.0011695i,0.0013103-0.0029968i,0.00097715-0.0036451i,-0.00011929-0.002901i,-0.00064645-0.002276i,-0.00027201-0.0016602i,-0.00058852-0.0004916i,-0.0011299-0.00011003i,-0.0017125+8.2672e-05i,-0.0015602+0.00055358i,-0.00032621+0.00089481i,-0.00015765+0.00090148i,-0.00029656+0.000707i,0.00013055+0.00084542i,0.00021627+0.00065015i,-0.00053613-0.00027707i,-0.0008692-0.00093907i,-0.00031096-0.00083408i,-0.00038458-0.0001981i,-0.00058912-0.00024031i,0.00033631-0.00012182i,0.00026756-5.8201e-05i
-0.0018092-5.7315e-06i,-0.0019074+0.00047142i,-0.0022051+0.0026421i,-0.00065149+0.0042144i,0.0011076+0.0034752i,0.0017135+0.0012076i,0.0012263+0.00036085i,2.9666e-05+8.169e-05i,-0.00034238-0.0009673i,3.655e-05-0.00078996i,-0.00042416-0.00064049i,-0.0004932-0.00080789i,0.00057798-0.00065838i,0.00071043-0.00059348i,-0.00022402-0.0011555i,-0.00057395-0.00097195i,-0.00018778-0.00031005i,5.861e-05+0.00012038i,0.00021217+1.0792e-05i,0.0007458-0.00060884i,0.00027235-0.00070268i,9.3164e-05-0.00032789i,0.00091967+0.00052312i
0.0021394+0.0011362i,0.0023826-2.3817e-05i,0.0016053-0.0015359i,0.00055834-0.0035471i,6.1213e-05-0.0038069i,-0.00064911-0.0028321i,-0.0011367-0.0019164i,-0.00092523-0.0016929i,5.0987e-05-0.0011273i,0.0005008-0.00045923i,0.00059555-0.00082331i,0.00099432-0.00090311i,-0.00020362-0.00054176i,-0.00087692-0.00058054i,-0.00086912-0.00065181i,-0.00096165-9.7908e-05i,-0.00013094+0.00052264i,0.00058122+0.00052405i,-0.00021551-0.00028538i,-0.00074348-0.00041405i,0.00027773+0.00048532i,0.00062262+0.00026162i,0.00049902-0.0002968i
0.0006553-0.0015632i,-0.00029801-0.0019061i,-0.0014684-0.00095184i,-0.0017546+0.00084867i,-0.001229+0.0019386i,0.00042589+0.0013027i,0.0010788+0.00085452i,0.00059958-0.00011626i,0.00039289-0.00060544i,-3.1918e-06-5.8048e-05i,-0.00042512-3.7246e-05i,-0.00039257-0.00015241i,1.0983e-05+0.00091262i,-0.00051492+0.0015489i,-0.0015399+0.00071026i,-0.0013609+3.5575e-05i,-0.00033638-0.00058014i,9.7562e-05-0.00052888i,0.00052776+0.00036972i,0.00057509+0.00022444i,-5.0103e-05-0.00065721i,0.00021055-0.00037275i,0.0010589+0.00036523i
0.00088099-0.00091897i,0.00059744-0.0011449i,0.00065561-0.0021774i,-0.00014892-0.0026003i,-0.00083652-0.0028797i,-0.00072848-0.0026552i,-0.00088711-0.0020255i,-0.00078677-0.00093845i,-0.00049307-0.00080708i,-0.00041198-0.0011982i,-0.00024261+0.00021927i,0.00036607+0.0013099i,0.00046502+0.00082718i,-0.00016587+0.00095509i,-0.00061662+0.0013426i,-0.00072321+0.0010886i,-0.00041713+0.00065692i,-6.8791e-05+0.0012518i,-1.2209e-05+0.001335i,0.00011422+0.00059314i,-0.00050246-0.00045364i,-0.00085104-0.0011482i,-0.00011417-0.0010205i
-0.0020444-0.0024906i,-0.0035017-0.0020099i,-0.0031404-0.00049992i,-0.0022567+0.0020817i,-0.00082263+0.0033604i,-1.3508e-06+0.0029438i,0.00014156+0.0019264i,0.00091138+0.00038151i,0.00092522-0.0001195i,0.00085167+0.00030854i,0.00040751+1.3709e-05i,-0.00061258-0.00029423i,-0.00011434-0.00030231i,0.00040216-0.00016332i,-5.5993e-05+0.00041628i,-5.8484e-05+0.00059265i,0.00026821+0.00089781i,0.00043109+0.00065938i,0.00069772-0.00016191i,0.0010185-0.00037204i,0.00076887-0.00068054i,0.00016879-0.00043887i,-0.00045381-0.00023867i
-0.00096712-0.0025445i,-0.00069914-0.0032097i,-0.0015256-0.0033382i,-0.0013784-0.0029405i,0.00015319-0.0021111i,0.00049205-0.0020307i,-6.0393e-05-0.0027142i,-2.9752e-05-0.002195i,-0.00031304-0.0014093i,-0.00019558-0.00082831i,0.0003175-5.389e-05i,0.0011734-0.00035421i,0.0011252-0.0003317i,0.00092663-0.00094552i,0.001249-0.0011676i,0.0012725-0.00039297i,0.00064266+0.00013202i,-0.00032427+0.0001597i,-0.00060708-0.00066045i,-0.00040557-0.00065995i,9.9798e-05-0.00058443i,-0.00021717-0.00046872i,-0.000513+0.00017221i
0.0013714+0.0019528i,0.0026863+0.0022153i,0.003685+0.0027972i,0.0028992+0.001555i,0.00053642-3.8655e-05i,-0.00075486-0.00078433i,0.00066753-0.00027655i,0.0010657-0.0001142i,0.00018002-0.00044196i,-0.00032417-0.00048944i,-0.00014405-0.00042568i,9.9582e-05+0.00018387i,0.00011856-0.0001692i,0.00012157-0.0010297i,0.0001343-0.00099261i,-0.0004611-0.0009165i,-0.00086753-0.00063099i,-0.00050445-0.00019231i,-0.00014665+0.0001025i,0.00020243+0.0004207i,0.00062217+0.00054571i,0.00051802+0.00036256i,0.00020116+0.00027517i
0.0016356-0.0018139i,0.0013662-0.0025247i,-0.00021315-0.003161i,-0.0019764-0.0037487i,-0.0014795-0.0031228i,-0.00069218-0.0018838i,-0.00082958-0.0012539i,-0.00059355-0.00084743i,3.5983e-05-0.00069128i,-0.0003919-0.00091884i,-0.0010538-2.8209e-05i,-0.00051365+0.00074829i,-0.00015223+0.00024535i,-0.00061036-0.00036379i,-0.0010013-0.00020085i,-0.00050111-0.00047553i,-0.0004311-0.0016514i,-0.00032723-0.0012494i,0.00059553-0.00021513i,0.001206+3.2693e-05i,0.001114+0.00025468i,0.00045754+0.0004583i,-0.00031095+0.00020814i
0.0022926+0.00019356i,0.0021663-0.00033523i,0.0024573-0.0014761i,0.0020776-0.0019396i,0.00088843-0.0015382i,-0.00064276-0.00075119i,-0.001732-0.00077818i,-0.0015489-0.00043447i,-0.0012541-0.00023536i,-0.0012759-4.3588e-05i,-0.0011251+0.00061035i,-0.00052018+0.00088124i,-0.00028766+0.0012344i,-0.00084505+0.0014181i,-0.0008209+0.00087723i,-0.00011259-0.00019295i,-8.3897e-05-0.00085806i,7.8089e-05-0.0003351i,-0.00063455-0.00039345i,-0.00060663-0.00089839i,2.7387e-06-0.00017571i,-0.00014756+0.00079808i,-0.00018666+0.00038182i
-0.0014334+0.00019573i,-0.0021072-0.00076077i,-0.0010535-0.0010381i,-0.00057337-0.0015083i,-0.00049478-0.00084825i,-0.00031968-0.00065317i,-0.00050413-0.00075943i,-0.00076894-0.00072306i,-0.00049699-0.00069608i,-0.00018373-0.00031306i,-0.00048216+7.0809e-05i,-0.00035971+0.00027167i,-0.00031979+0.00018226i,-0.00011243+2.9055e-05i,-0.00043176-0.00039456i,-0.0013242-0.001069i,-0.00058846-0.00072466i,-0.00012198-0.00012877i,-0.00051448+0.00010109i,-0.00025199+0.00054061i,3.4547e-05+0.0006049i,-0.0005858+1.0518e-05i,-0.0011005-2.0677e-05i
0.00091863-0.0016478i,0.0013637-0.0019779i,0.0013285-0.0015673i,0.00036762-0.0012236i,-0.00057047+1.0949e-06i,6.7021e-05+0.00048415i,0.00082423-0.00022459i,0.0004787-0.0001641i,4.3387e-05+0.00039101i,-0.00028974+0.00038627i,-0.00036717-0.00010169i,-0.00067577-7.7335e-05i,-0.00051006+0.00018779i,-0.000374+0.00014338i,-0.00012115-0.00020076i,0.00018466-0.00029203i,0.00023569-0.00027999i,-0.00019332-3.0866e-05i,-0.00050518-0.00038669i,0.00018257-0.0012753i,0.00093831-0.00063406i,0.00055586+8.7747e-05i,4.9709e-05-0.00085981i
-0.00088613-0.00046006i,-0.00098397+0.00094344i,-0.0025784+0.0011015i,-0.002278+0.000278i,-0.0012283-0.00029962i,-0.00084387-0.00053181i,-0.000729-0.0011638i,-0.0011602-0.0016337i,-0.001544-0.00047968i,-0.00096537+0.00047004i,-0.0008394+0.00049626i,-0.00067764+0.00029392i,7.5283e-06+0.0003519i,0.00042465+0.0003404i,0.00024431-5.4584e-05i,2.9806e-05-0.00015805i,0.00010037-7.1492e-05i,-0.00030553+9.5988e-05i,-0.00080366-0.00022342i,-5.5842e-05-0.00088148i,0.0005516-0.00071654i,0.00054695+6.4445e-05i,0.00041437+0.00049808i
0.0014646-0.0012083i,0.0013067-0.0015352i,0.0015621-0.0018999i,0.00084936-0.0012443i,-0.00017141-0.00072045i,-0.00062681-8.7548e-05i,-0.00055804-5.9755e-05i,-0.00025098-0.00050683i,-0.00034109-0.00039238i,-0.00017195-0.000553i,0.00020512-0.00082631i,-0.00042399-0.00063451i,-0.0010152-0.00041085i,-0.0006244-0.00017522i,-0.00090497-6.5551e-05i,-0.00099364+0.00026511i,-0.00052266+0.00077469i,2.0892e-05-0.00025801i,0.00043336-0.00055804i,0.00055184-0.00023842i,2.6676e-05-0.00063906i,0.00023411-0.00071594i,0.00029707+0.00019338i
0.00039713+0.00037418i,0.00024855+0.0005876i,-0.0003316+0.0016435i,9.0838e-05+0.0015491i,0.0010827+0.00044221i,-2.8174e-05-0.00036602i,-0.00095952-0.00097326i,-0.00086574-0.00077477i,-0.0008997-6.3011e-05i,-0.00038338-0.00040788i,-4.4928e-05-0.00050025i,-2.7928e-05-7.7676e-06i,4.315e-05+0.00040672i,-0.0001774+0.00023422i,-0.00055289-0.00029661i,-0.00027481-0.00045921i,0.00053388-0.00068761i,0.00033583-0.00054594i,-0.00025758-0.00043221i,-0.00065131-0.00041123i,-0.00045767-0.00027137i,0.00013691+0.00034552i,0.00065265+0.00047852i
-0.00019369+0.0010307i,-0.00029491-0.00052135i,-0.00089907-0.0017142i,-0.0017744-0.0017314i,-0.0014374-0.0016072i,-0.00060205-0.0017344i,-0.00075358-0.001678i,-0.0019421-0.0011797i,-0.0018984-0.00061997i,-0.00075798-0.00074125i,0.00057813-0.00065696i,0.0010267-0.00015861i,0.0010613-3.6347e-05i,0.00039936-0.00033019i,-0.00020772-0.00040771i,0.00018421+8.8397e-05i,0.00029285+0.00043664i,-0.00010995-2.5024e-05i,-0.00066109-0.00058454i,-4.1974e-05-0.00040927i,0.00036636-0.00044164i,0.00068467+0.00010509i,0.00030368+0.00064415i
0.0011448+0.00079187i,0.0018859+0.00063086i,0.0021964+0.00077826i,0.0019276+0.00058587i,0.0012054-0.00062272i,-6.451e-05-0.0014029i,-0.00066671-0.0012341i,-0.00054827-0.00072537i,-0.00013733+0.0001785i,0.00039023-1.7962e-05i,-2.1217e-05-0.00045136i,-0.0007178-3.8399e-05i,-0.00023925+0.00011414i,-0.00063582-2.4561e-06i,-0.001746-0.00066768i,-0.00092492-0.00074245i,6.5037e-05+0.00039725i,0.00047144+0.00062206i,0.00052197+0.00062394i,0.00041632+0.00071338i,0.00039035+0.00066669i,-3.603e-05+7.0416e-05i,6.5033e-05-0.00016658i
0.00093703-0.0021443i,-0.00094558-0.0035707i,-0.0018605-0.0033242i,-0.0021922-0.001588i,-0.0013671-0.00063128i,-7.2891e-05+0.00021548i,-0.00011954+0.00074773i,-0.00037111+0.00043737i,-6.9836e-05+5.9479e-05i,-0.00027249-4.6425e-05i,-0.00075753+0.00019398i,-0.00020604+0.00070959i,0.00079827+0.0011483i,0.00051161+0.00094777i,-0.00016357+0.00049841i,-0.00025336+0.00041983i,-0.00015008+0.00030116i,-0.00038477-0.0001334i,-0.00061657-0.00057063i,0.00016328-0.0014533i,0.0012212-0.001376i,0.00096852-7.5015e-05i,0.00021762+0.0007066i
0.00041367+0.00095214i,0.001302-0.00024469i,0.0014854-0.00055973i,0.0015168-0.00094591i,0.0012191-0.00085976i,-5.3833e-05-0.00054249i,-0.00016807-0.00067126i,9.6011e-05-0.00039828i,-2.7259e-06+0.00058537i,0.00020487+0.00055575i,0.00041886+0.00033718i,-7.8305e-06+0.00018193i,0.00028809-0.00055058i,-4.3163e-05-0.00039895i,-0.0011955-0.00048201i,-0.0010998-0.00022511i,-0.00046301-0.00044537i,-0.00048561-0.00069301i,-0.00021597+0.00020549i,0.00067492+0.00034899i,0.00064443-0.00080513i,0.00033099-0.0015747i,0.00050011-0.0015761i
-0.00075195+0.0004187i,-0.0011842+0.00056188i,-0.0018252-0.00049872i,-0.0015334-0.00097993i,-0.0015797-0.00011037i,-0.0010597+0.00018965i,-0.00021209-0.00066796i,-0.00043962-0.00095897i,-0.00025795-0.00033299i,-0.0002781+7.7657e-06i,-0.00070307-7.3662e-05i,-0.00029883+0.00035666i,0.00041124+0.0010392i,-8.1765e-05+0.00063523i,-0.00087395+0.00039637i,-0.00073657+0.00046411i,-0.0002856+0.00032123i,-0.00015735-3.0669e-05i,-0.0001176-0.00027525i,0.00038961-0.00053916i,0.0011371-8.0802e-05i,4.9684e-05+0.0006403i,-0.0010135+0.00072536i
0.0013229-0.0024569i,0.0014612-0.0020948i,0.001511-0.0018535i,0.0014936-0.0014165i,0.001078-0.0016282i,0.0010978-0.0021418i,0.00079706-0.0023287i,5.2005e-05-0.0014473i,-0.00090129-0.00040973i,-0.0010153-7.2706e-05i,-0.00043449+0.00020162i,6.011e-05-0.00030629i,0.00023983-0.0011177i,0.0004156-0.00085409i,-0.00031423+7.0729e-05i,-0.0011901+3.6711e-05i,-0.0008316-0.00043916i,-0.00031838-0.0005211i,0.00010419-0.00081838i,0.00064319-0.0013449i,0.00074643-0.001238i,0.00059523-0.00092881i,5.378e-05-0.001034i
0.0010776+0.00013529i,0.00059213+0.0002889i,-0.00063062+0.00060863i,-0.0016153+0.0014954i,-0.00202+0.0019328i,-0.0012535+0.00098835i,-0.00036414-0.0002248i,-0.00033714-0.00056404i,-0.00068838-0.00047172i,-0.00042475+0.00017744i,0.00012859+0.00093876i,0.0003415+0.0007383i,0.00022531+9.0014e-06i,-0.00021968+0.00022609i,-0.00051928+0.00089188i,-0.00016694+0.0003084i,0.00042868+1.8284e-05i,0.00038443+0.00031409i,0.00022348+0.00065836i,1.1986e-05+0.00082849i,-0.00052715+0.00021569i,-5.0821e-05-0.00067479i,0.00028304-0.00099493i
-1.5397e-05-0.00073399i,-0.00012495-0.001854i,0.00044483-0.0019699i,0.00015275-0.0021946i,-0.00022704-0.0023541i,-0.00025115-0.0024774i,0.00010393-0.0016229i,7.6308e-05-0.00053852i,-0.00021286+0.00013368i,0.00024509+0.00044846i,0.0003311+0.00062414i,-0.00013549+0.0015401i,-0.00031273+0.0016033i,-0.0004207+0.00023184i,-0.00025148-0.00022368i,0.00025065-0.00024852i,0.00018171-0.00065685i,0.00037613-0.00078378i,0.00068989-0.00046952i,0.00096868-0.00012074i,0.001155-0.00049429i,0.0012323-0.0012913i,0.0010888-0.0013052i
0.0019152-0.0021966i,0.0010034-0.0020559i,0.00040567-0.0013564i,-0.001222-0.00040793i,-0.0023261+1.1617e-05i,-0.0023012-0.0001481i,-0.0017728-0.00021053i,-0.00098692-0.00057067i,-0.00011722-0.00089592i,-0.00049764-0.00025779i,-0.00066598+0.00019225i,0.00024205+0.00029639i,0.00066884+0.00060472i,-4.6259e-05+0.00087363i,-0.00070111+0.00027506i,-0.00063118-0.00019745i,-0.00033481-0.00016048i,4.2914e-05-0.00049842i,0.00078146-0.00015518i,0.0014212-0.00013011i,0.00080104-0.00050868i,-3.9158e-06+7.2258e-05i,-0.00043467+0.00016973i
-0.0025237-0.0015432i,-0.0022369-0.0016051i,-0.0012224-0.001024i,-0.0010398-0.00028912i,-0.00060814+4.8595e-05i,0.00039408-0.00066509i,0.00082486-0.0011073i,-4.5599e-05-0.0004381i,-0.0011285+0.00049724i,-0.0010172+0.00059735i,-0.0004235+0.00090034i,-0.00013891+0.0019006i,-0.00027452+0.0017184i,0.00020201+0.00061304i,0.00058572-0.00036547i,0.00033865-0.0010186i,0.00014244-0.0010145i,0.00014125-0.0010523i,0.00017754-0.00058674i,-0.0001214+0.00039398i,-0.0003284+0.00031182i,-0.00056734-0.00016561i,-0.00067732-0.00031122i
-0.0011447-3.3534e-05i,-0.0010995+0.00099989i,-0.0015071+0.0019566i,-0.00035346+0.00098961i,0.00050965-0.00072834i,0.00022397-0.0017768i,-0.00030644-0.0021765i,-0.00075615-0.0015475i,-3.4134e-05-0.00065505i,0.00062361-0.00013269i,0.0013009+0.00032046i,0.00025182+0.00036743i,-4.0352e-05+0.00020235i,0.0010227+0.00021757i,-0.00021557-0.00027016i,-0.00091965+0.00013799i,-0.00042029+0.00030378i,9.7984e-05+0.000181i,0.00031624-0.0001352i,0.00032213-0.00018607i,1.4225e-05+0.00036436i,-0.00040668+0.00054976i,-0.00067278+0.0001432i
-0.0011496-0.00030972i,-0.0005375-0.001828i,1.5268e-05-0.0022012i,0.00019059-0.00080489i,0.00014822-0.0007727i,-0.00028125-0.00062556i,-0.00047605-0.00062991i,-0.00047108-0.00044417i,-0.00058112+0.00012687i,-0.00089491+0.00041334i,-0.00055494+0.00060987i,0.00047579+0.00031694i,0.00079454-3.8069e-05i,-0.00017445-0.00081047i,-0.00099071-0.0010223i,-0.0010527-0.00095374i,9.4657e-05-0.0011088i,0.00084325-0.0004587i,0.00032796+0.00019725i,-0.00031877+1.7651e-05i,-0.00090115-0.0003355i,-0.00084575+0.00012755i,-0.00052463+0.0006927i
