-0.0047643-0.00026433i,-0.0043888+0.0013897i,-0.0031147+0.0029912i,-0.0015295+0.0030978i,-2.2944e-05+0.0030159i,0.001059+0.0020785i,0.00089037+0.0014584i,0.00032443+0.001699i,1.1237e-05+0.0013582i,0.001502+0.00039956i,0.0026076-0.00044057i,0.0020617-0.00058777i,0.0017181-0.00060361i,0.001472-0.0016775i,0.0014027-0.0030495i,0.0010001-0.0024898i,-0.00030346-0.0015884i,-0.0011393-0.0010915i,-0.0012697-0.00069498i,-0.000943-0.00019743i,-0.0010824+0.00059455i,-0.0013188+0.00093105i,-0.00067992+0.00080709i
-0.037335+0.01328i,-0.064851+0.026037i,-0.033066+0.039247i,0.037119+0.059173i,0.047464+0.085477i,0.023296+0.089167i,0.023487+0.044615i,0.019781-0.0068598i,0.011107-0.01348i,0.014304-0.0042148i,0.0095014-0.0041012i,-0.0011713+0.00083748i,-0.001908+0.0080371i,0.0025151+0.011159i,0.0052062+0.0092704i,0.0034058+0.0033646i,-0.0021561-0.00056747i,-0.0072903-0.0027935i,-0.0081676-0.0056188i,-0.0080066-0.0058005i,-0.0056567-0.00047649i,0.00022082+0.0055995i,0.005729+0.0051624i
0.027665-0.026927i,0.052654-0.0257i,0.027728+0.033875i,-0.010182+0.12458i,0.042818+0.15831i,0.10977+0.13235i,0.083953+0.10413i,0.032752+0.084711i,0.007453+0.047674i,-0.003048+0.01544i,0.0021137+0.009964i,0.012303+0.0084365i,0.0133+0.0032734i,0.0084202-0.00061783i,0.0048758+0.0009542i,0.0052966+0.0057363i,0.0054288+0.0071347i,0.0035712+0.0067145i,0.0022573+0.0075282i,0.0025856+0.0083949i,0.0024588+0.005982i,-0.00053228+0.0013051i,-0.0052003-0.00096122i
-0.022442+0.052305i,-0.050443+0.086134i,-0.04596+0.036989i,0.0040675-0.10455i,0.028412-0.22146i,0.0045684-0.23964i,-0.023717-0.17452i,-0.035341-0.091043i,-0.031221-0.032435i,-0.021357-0.0042205i,-0.0099495+0.0016988i,0.001758-0.00032253i,0.005797-0.0047917i,0.0035182-0.0080999i,0.0029897-0.0093588i,0.0037682-0.009954i,0.0054075-0.0065203i,0.0069126-0.00084765i,0.0051945+0.00212i,0.0031813+0.0019817i,0.0040835-0.0010537i,0.0038259-0.0043483i,0.001172-0.0039494i
0.0070971-0.073418i,0.05502-0.12962i,0.12191-0.11263i,0.12313-0.014306i,0.037664+0.047274i,-0.018927+0.031069i,0.011779-0.0048235i,0.046351-0.024108i,0.040883-0.015498i,0.031486+0.0086732i,0.026582+0.013233i,0.014565+0.001634i,0.0020136-0.0039275i,-0.0044121-0.0017699i,-0.0032848+0.00079002i,0.0020764+0.00024769i,0.0045029-0.0035065i,0.0052466-0.0085394i,0.0055293-0.010678i,0.0033076-0.0082474i,-0.0015455-0.0038842i,-0.0049238+0.00048221i,-0.0025219+0.0024467i
0.035424+0.073863i,0.024205+0.14622i,-0.044605+0.16347i,-0.12008+0.10638i,-0.13341+0.094342i,-0.11989+0.12616i,-0.10752+0.1097i,-0.067967+0.066335i,-0.017468+0.020608i,0.0056436-0.016016i,0.0042645-0.023299i,-0.002436-0.013698i,-0.0054414-0.003281i,-0.0027827+0.0034311i,-0.0050326+0.0041915i,-0.012967+0.0039771i,-0.014892+0.0040447i,-0.010176+0.0020208i,-0.0068362+0.0011956i,-0.0065556+0.0028344i,-0.0059188+0.0047274i,-0.0013179+0.0053032i,0.0034597+0.0032962i
-0.077044-0.059285i,-0.12671-0.16857i,-0.09196-0.26468i,0.03901-0.26023i,0.162-0.19636i,0.18074-0.13323i,0.097785-0.084511i,0.00076764-0.054482i,-0.042228-0.027863i,-0.036649-0.016829i,-0.024953-0.021416i,-0.017706-0.013536i,-0.0056312+0.001044i,0.0046713+0.0035781i,0.0087376-0.001409i,0.0082101-0.0054685i,0.001968-0.00442i,-0.0055162+0.00083829i,-0.0084082+0.0039228i,-0.0067952+0.0026379i,-0.004316+0.0021141i,-0.0037736+0.0023769i,-0.0044126+0.00056841i
0.10641+0.044536i,0.19699+0.14517i,0.17928+0.25755i,0.018552+0.25834i,-0.12379+0.14503i,-0.12087+0.057003i,-0.038652+0.047945i,0.0064055+0.048294i,-0.008102+0.032366i,-0.034463+0.032141i,-0.033867+0.037778i,-0.019616+0.027543i,-0.011158+0.011258i,-0.0076341+0.0020673i,-0.002497+0.0054586i,0.0059161+0.012271i,0.01095+0.010749i,0.010591+0.0043813i,0.006296+0.0007676i,0.0045767+0.00072748i,0.0071997-0.0027479i,0.0082819-0.0089511i,0.0063996-0.0099908i
-0.12721+0.032571i,-0.26796+0.02549i,-0.3411-0.017593i,-0.28503-0.031928i,-0.21138+0.010586i,-0.16959+0.031366i,-0.10886+0.021487i,-0.036551+0.028553i,0.020658+0.04384i,0.04327+0.041292i,0.032859+0.033445i,0.021833+0.02593i,0.014724+0.0097264i,0.0022373-0.0050197i,-0.010937-0.011469i,-0.016777-0.012251i,-0.012972-0.0087778i,-0.0043999-0.0049408i,0.0035037-0.0043273i,0.0059162-0.0044882i,0.0037392-0.0015482i,0.0013816+0.0030226i,-0.0016283+0.0057413i
0.1267-0.095724i,0.32113-0.16186i,0.5139-0.12942i,0.5658+0.02033i,0.48253+0.16849i,0.34868+0.20582i,0.20941+0.11546i,0.099207+0.0057236i,0.040921-0.035974i,0.028923-0.034032i,0.028013-0.024485i,0.020484-0.011645i,0.015571+0.0016856i,0.015606+0.0090285i,0.016392+0.0062939i,0.015121-0.0031073i,0.0085423-0.010817i,0.0014787-0.013782i,-0.0011813-0.011966i,-0.0039859-0.0080028i,-0.006269-0.0054442i,-0.0041528-0.0066116i,-0.001243-0.010231i
-0.076454+0.13476i,-0.19811+0.24955i,-0.29406+0.23742i,-0.23608+0.034535i,-0.06908-0.18931i,0.022741-0.24116i,0.007687-0.14513i,-0.0066924-0.061057i,-0.0039109-0.052951i,-0.010941-0.062947i,-0.0076101-0.052544i,-0.00014336-0.038199i,-0.0051381-0.024177i,-0.011486-0.0064556i,-0.014086+0.0098852i,-0.011077+0.020257i,-0.0039031+0.020766i,-7.0028e-05+0.013627i,-0.001586+0.0059279i,-0.0046299+0.0032323i,-0.0043137+0.0059565i,-0.0014727+0.0098749i,0.002803+0.014284i
-0.009762-0.17055i,-0.0028249-0.38086i,-0.021142-0.55059i,-0.10245-0.55916i,-0.17987-0.46059i,-0.16197-0.34145i,-0.098275-0.20411i,-0.0689-0.071905i,-0.069108+0.020926i,-0.056137+0.06187i,-0.03293+0.055025i,-0.01635+0.029471i,-0.0056086+0.0074935i,-0.0014815-0.0065527i,0.0016435-0.012965i,0.0016159-0.014017i,-0.0029238-0.010012i,-0.0082623-0.0015015i,-0.010183+0.0072694i,-0.0054255+0.0098213i,-0.0029105+0.0046994i,-0.0083589-0.0030876i,-0.016064-0.0082966i
0.062837+0.17947i,0.11164+0.42043i,0.095422+0.63465i,-0.041343+0.67977i,-0.22598+0.59242i,-0.28049+0.44439i,-0.16673+0.26375i,-0.042497+0.1122i,0.01088+0.035442i,0.016563+0.011233i,0.00016491+0.0063057i,-0.013575+0.0107i,-0.014569+0.018832i,-0.0068432+0.022835i,0.0050757+0.018639i,0.014689+0.010236i,0.017449+0.0034779i,0.015354-0.00050792i,0.013044-0.0026055i,0.011951-0.0030511i,0.01296-0.0022984i,0.017869-0.00039751i,0.022812-0.0013989i
-0.12023-0.11252i,-0.24347-0.21844i,-0.27546-0.21635i,-0.11085-0.0437i,0.13456+0.13213i,0.22137+0.14319i,0.12514+0.061936i,0.039416+0.025609i,0.047999+0.011842i,0.067249-0.018612i,0.053305-0.028877i,0.035401-0.018431i,0.023461-0.012098i,0.013511-0.011526i,0.0017902-0.013191i,-0.0096589-0.010439i,-0.012219-0.0027195i,-0.0048679+0.0024025i,0.0062704+0.00092463i,0.0098293-0.003822i,0.0016999-0.0042551i,-0.009373+0.0025936i,-0.016073+0.012019i
0.19153+0.042579i,0.4334+0.050247i,0.65738-0.027422i,0.70696-0.18181i,0.59231-0.27767i,0.4028-0.22609i,0.20325-0.12181i,0.044873-0.077214i,-0.05933-0.068863i,-0.09509-0.043405i,-0.068358-0.014864i,-0.027386-0.0012905i,0.00037806+0.0023701i,0.0097879-0.00030824i,0.0081929-0.0024976i,0.0077625-0.0065318i,0.0079147-0.012794i,0.0051106-0.01551i,-0.0033108-0.01419i,-0.011185-0.0090499i,-0.0082246-0.0073567i,0.00027818-0.014343i,0.0040005-0.021874i
-0.1756+0.0048364i,-0.37229+0.014673i,-0.51726-0.0089358i,-0.53681-0.11902i,-0.50393-0.26277i,-0.43074-0.2653i,-0.26176-0.1213i,-0.087886-0.011686i,-0.015413+0.023946i,-0.0051628+0.03492i,-0.0022227+0.022263i,-0.0093855+0.00011327i,-0.022728-0.010716i,-0.032472-0.0090665i,-0.034879+0.0018149i,-0.025166+0.014649i,-0.013047+0.018722i,-0.010012+0.013259i,-0.013549+0.0063807i,-0.014321+0.0059934i,-0.0087968+0.010035i,-0.0023937+0.013712i,0.0050161+0.015041i
0.11643-0.076699i,0.16879-0.19071i,0.068301-0.27873i,-0.16146-0.18525i,-0.28904+0.070026i,-0.19185+0.22104i,-0.043171+0.17513i,0.011481+0.11712i,0.033411+0.11756i,0.054114+0.10153i,0.044354+0.064925i,0.025616+0.038117i,0.016143+0.018912i,0.011922+0.0054949i,0.011633-0.0020073i,0.005417-0.0079358i,-0.0055072-0.0091962i,-0.010055-0.0041643i,-0.0071254+0.0023136i,-0.00030971+0.0059931i,0.0034073+0.002732i,-0.0018236-0.0049513i,-0.012737-0.010122i
-0.09519+0.1338i,-0.13308+0.33623i,-0.04805+0.56617i,0.1408+0.66189i,0.27164+0.56966i,0.24956+0.38137i,0.13576+0.18557i,0.053381+0.033742i,0.039475-0.061592i,0.03197-0.098906i,0.0069212-0.074244i,-0.005106-0.022258i,0.0022667+0.016144i,0.014656+0.030163i,0.020935+0.02491i,0.02195+0.014172i,0.021746+0.0083767i,0.021268+0.0086027i,0.021922+0.0078808i,0.018333+0.0016398i,0.012698-0.00053647i,0.01264+0.00277i,0.015151+0.0012464i
0.068267-0.10646i,0.10419-0.19111i,0.11364-0.21714i,0.16179-0.2063i,0.25499-0.26825i,0.24475-0.34793i,0.12312-0.29619i,0.03442-0.17525i,-0.0060398-0.104i,-0.027082-0.061243i,-0.014435-0.031244i,0.00010394-0.028097i,-0.006236-0.029305i,-0.016017-0.023193i,-0.01873-0.017241i,-0.013935-0.012973i,-0.0069058-0.010005i,-0.0048868-0.010434i,-0.0063475-0.012969i,-0.0063066-0.013924i,-0.0081758-0.012742i,-0.013283-0.0074383i,-0.014543+0.0046517i
0.0089689+0.092769i,0.11122+0.097481i,0.2675-0.0672i,0.26344-0.31173i,0.038196-0.3645i,-0.12718-0.1959i,-0.09351-0.022812i,-0.034613+0.047461i,-0.048155+0.066968i,-0.059264+0.074526i,-0.034212+0.060438i,-0.0074307+0.031663i,0.0034081+0.0037244i,0.0016668-0.012721i,-0.0030552-0.0096899i,-0.0030823-0.0012993i,-6.349e-05-0.0033332i,0.00048263-0.010072i,-0.0033227-0.010696i,-0.0056908-0.0039283i,-0.0011879+0.0013137i,0.0055013-0.0017335i,0.0037779-0.011064i
-0.03432-0.1188i,-0.13582-0.18721i,-0.29038-0.14804i,-0.38706-0.00035383i,-0.35409+0.13782i,-0.2629+0.1757i,-0.1765+0.12823i,-0.093721+0.08187i,-0.011517+0.074751i,0.040707+0.057949i,0.03461+0.022199i,0.0054814+0.0073943i,-0.0082773+0.015272i,-0.010257+0.024429i,-0.009795+0.022219i,-0.012692+0.012868i,-0.017354+0.011262i,-0.017533+0.018699i,-0.012658+0.023181i,-0.0069487+0.021454i,-0.0043637+0.017269i,-0.0010917+0.013641i,0.00802+0.0098806i
-0.0046027+0.087133i,-0.04636+0.1107i,-0.14569+0.082746i,-0.18815+0.081717i,-0.055595+0.11131i,0.12255+0.061628i,0.13512-0.040999i,0.052747-0.078839i,0.025133-0.068891i,0.026566-0.060256i,0.024673-0.042024i,0.027359-0.023741i,0.023906-0.016029i,0.019661-0.016372i,0.021367-0.02033i,0.021614-0.018576i,0.018286-0.0094612i,0.016217-0.0022416i,0.01785-0.0038793i,0.018406-0.0089461i,0.014781-0.009735i,0.0078488-0.0071286i,-0.0016942+0.00011493i
-0.025591-0.038961i,-0.01236+0.052707i,0.094466+0.23196i,0.21942+0.2811i,0.19932+0.10774i,0.056541-0.040212i,-0.03131-0.022749i,-0.041367+0.0034687i,-0.057883-0.020483i,-0.068147-0.020513i,-0.046837+0.00036795i,-0.019557+0.013484i,0.0024158+0.014722i,0.011262+0.013181i,0.0072308+0.017936i,0.0036598+0.017703i,0.0042446+0.0082462i,0.0057718+0.00057607i,0.0061455-0.0012306i,0.005353+0.00043386i,0.0037481+0.0025811i,0.0016009+0.0029171i,0.00040132-0.0037564i
0.079697+0.071298i,0.14645+0.086426i,0.1779+0.041437i,0.13234-0.013843i,0.011556-0.0030086i,-0.098019+0.050256i,-0.098282+0.079978i,-0.038266+0.075328i,-0.010328+0.061113i,-0.0096075+0.042841i,-0.01599+0.013542i,-0.027202-0.007516i,-0.036052-0.011106i,-0.043477-0.011878i,-0.044763-0.015156i,-0.033406-0.01812i,-0.01929-0.021013i,-0.016445-0.025049i,-0.024425-0.024859i,-0.028719-0.018381i,-0.022092-0.013685i,-0.013018-0.011581i,-0.004604-0.0054215i
-0.037934-0.090329i,7.0468e-05-0.19894i,0.11227-0.31719i,0.17226-0.33635i,0.13596-0.17166i,0.1419+0.036615i,0.1679+0.086879i,0.1347+0.056812i,0.10661+0.055365i,0.096257+0.037066i,0.065852+0.012151i,0.038131+0.0057362i,0.027107-0.0022216i,0.028872-0.0057337i,0.03742-0.0021647i,0.031926+0.002683i,0.016076+0.0097402i,0.010628+0.014675i,0.01347+0.013107i,0.013257+0.0089948i,0.0093478+0.0072969i,0.0055011+0.005423i,-0.0018595+0.00011181i
0.035636+0.029581i,-0.034027+0.02786i,-0.21812+0.013896i,-0.31093-0.001174i,-0.15267-0.051678i,0.012472-0.12839i,-0.0039264-0.1412i,-0.064184-0.11021i,-0.078654-0.0938i,-0.070492-0.059351i,-0.043011-0.0079474i,-0.013856+0.020362i,0.00077177+0.028414i,0.0015894+0.028004i,-0.0088045+0.023998i,-0.015585+0.018315i,-0.010054+0.01241i,-0.003929+0.011203i,-0.0032109+0.015204i,-0.0028048+0.017335i,-0.0042803+0.015331i,-0.005185+0.010467i,0.00068549+0.0056007i
-0.091735-0.013742i,-0.15338-0.017062i,-0.17733+0.00090062i,-0.17103+0.016912i,-0.17478-0.024465i,-0.17034-0.10023i,-0.12882-0.12365i,-0.08061-0.097207i,-0.063964-0.065906i,-0.052219-0.030425i,-0.021493-0.01214i,-0.0029857-0.015465i,-0.0083172-0.014344i,-0.011654-0.014745i,-0.0076184-0.023627i,-0.0022252-0.025014i,0.0037796-0.018311i,0.0064304-0.014433i,0.0064576-0.014972i,0.0079173-0.015774i,0.0097542-0.012336i,0.0084282-0.0068324i,0.0037567-0.00048878i
0.097769+0.061005i,0.17747+0.20218i,0.27293+0.39603i,0.31302+0.46814i,0.21078+0.37961i,0.071171+0.28305i,0.044857+0.24467i,0.072987+0.20989i,0.071695+0.16619i,0.059368+0.11486i,0.044224+0.061964i,0.028818+0.030838i,0.019403+0.015314i,0.012207+0.013308i,0.011518+0.02482i,0.0123+0.02588i,0.0028492+0.013686i,-0.0072353+0.0043664i,-0.0099333+0.0027379i,-0.0095693+0.0043339i,-0.0072871+0.0062184i,-0.0043995+0.0058889i,-0.0032196-0.0031445i
-0.055789+0.0089797i,-0.066533-0.069493i,-0.046378-0.21075i,0.0014034-0.27581i,0.07569-0.18184i,0.10896-0.063895i,0.06117-0.035826i,0.015906-0.02532i,0.033016-0.019334i,0.037545-0.038551i,0.00097083-0.035932i,-0.016366-0.011366i,-0.0050846+0.0013162i,0.0022748+0.00044289i,-0.0019125-0.0056495i,-0.0072928-0.0066075i,-0.0043475-0.0018103i,0.0026459+0.00030873i,0.0027198-0.0021403i,-0.0043817-0.006284i,-0.010301-0.0085924i,-0.0095731-0.0081339i,-0.0041627-0.003511i
0.091354-0.043727i,0.18522-0.10633i,0.24994-0.20342i,0.19665-0.29478i,0.057242-0.30762i,-0.025024-0.25232i,-0.040059-0.20694i,-0.059869-0.18972i,-0.080153-0.15644i,-0.067978-0.097374i,-0.030549-0.050894i,-0.0056423-0.035207i,-0.0043709-0.028829i,-0.0010785-0.021659i,0.0080667-0.023126i,0.013054-0.024948i,0.015017-0.019109i,0.013933-0.011051i,0.011638-0.0033236i,0.012323+0.0029481i,0.013967+0.0046319i,0.011244+0.0050674i,0.0041352+0.010066i
-0.10794+0.057991i,-0.2485+0.11994i,-0.42672+0.20113i,-0.50988+0.27194i,-0.40874+0.26105i,-0.25622+0.17297i,-0.15418+0.10101i,-0.097407+0.057589i,-0.089613+0.040228i,-0.078625+0.054243i,-0.042186+0.052657i,-0.022011+0.034219i,-0.016096+0.020597i,-0.016113+0.0096015i,-0.020669+0.011632i,-0.015262+0.014176i,-0.008932+0.0022763i,-0.0084916-0.0097638i,-0.0059891-0.013029i,-0.0021943-0.0087801i,0.00043667+3.6208e-05i,0.0024274+0.0047218i,0.0029054-0.0032257i
0.037643-0.082075i,0.074149-0.14402i,0.133-0.14508i,0.19085-0.064553i,0.18193+0.054781i,0.14094+0.17375i,0.11824+0.23347i,0.10497+0.22438i,0.096648+0.16724i,0.072692+0.083373i,0.028742+0.026718i,0.0020285+0.012356i,-0.0022832+0.013064i,-0.0059879+0.015456i,-0.01518+0.010979i,-0.024742+0.0038284i,-0.025804+0.0040711i,-0.019293+0.010161i,-0.012584+0.014594i,-0.0098876+0.010964i,-0.0097286+0.0014668i,-0.0083823-0.0066066i,-0.0030831-0.0083947i
-0.025815+0.096281i,0.0088178+0.20666i,0.11846+0.29416i,0.23754+0.2463i,0.25189+0.051591i,0.13994-0.13287i,0.013388-0.167i,-0.004504-0.10586i,0.059646-0.068713i,0.085627-0.066411i,0.061797-0.042314i,0.049037-0.010725i,0.040112-0.0080245i,0.026554-0.0097983i,0.033053-0.0061929i,0.040219-0.0044312i,0.030617+0.0033521i,0.018641+0.0076584i,0.0053617+0.0016782i,-0.005886-0.0041265i,-0.0056742-0.0068523i,-0.0028492-0.0090006i,-0.0073403-0.0072459i
-0.0023519-0.092051i,-0.05472-0.20998i,-0.19002-0.34996i,-0.32481-0.39908i,-0.30107-0.29384i,-0.12663-0.15985i,0.039029-0.12067i,0.064852-0.13782i,-0.017041-0.1109i,-0.058956-0.034054i,-0.024037+0.0030879i,0.0016475-0.014813i,0.00073377-0.021422i,0.00084907-0.0014688i,-0.0003366+0.023839i,0.004979+0.037022i,0.015209+0.026968i,0.018873+0.0084041i,0.022417-0.00082811i,0.026701-0.0039322i,0.02015-0.0030774i,0.0076271+0.0021194i,0.0013065+0.0054681i
0.045644+0.096195i,0.16102+0.17986i,0.32267+0.21774i,0.37259+0.17695i,0.21251+0.15487i,-0.0081713+0.19135i,-0.14099+0.20024i,-0.17528+0.15625i,-0.1438+0.090723i,-0.09794+0.040276i,-0.066978+0.022749i,-0.045353+0.023198i,-0.02747+0.027346i,-0.010709+0.012707i,-0.010506-0.02229i,-0.028185-0.041874i,-0.033891-0.035894i,-0.02699-0.022478i,-0.025344-0.0083812i,-0.024931+0.0037877i,-0.017071+0.0056362i,-0.0094972+0.0011235i,-0.0074742-0.00099726i
-0.043569-0.044296i,-0.13189-0.013809i,-0.21017+0.12943i,-0.14489+0.27781i,0.054378+0.22274i,0.19709+0.0042122i,0.18495-0.14435i,0.11485-0.12362i,0.099142-0.022346i,0.10907+0.015896i,0.065152-0.0067614i,0.0043213-0.0058359i,-0.01288+0.002282i,-0.0060486-0.0022915i,0.012202+0.0012841i,0.027703-0.0012127i,0.01666-0.0079585i,0.00073456-0.0049534i,-0.0028128-0.0062997i,-0.0081816-0.010296i,-0.011609-0.0035051i,-0.0025634+0.0029413i,0.0077218-0.0019558i
0.067613+0.0214i,0.15413-0.070467i,0.17053-0.29092i,0.033649-0.46489i,-0.12791-0.39582i,-0.16872-0.12724i,-0.0894+0.12582i,0.020558+0.19285i,0.046039+0.09852i,-0.00023316+0.02961i,0.0089607+0.041447i,0.064759+0.034865i,0.075174-8.6536e-05i,0.038446-0.016844i,-0.0061563-0.0092686i,-0.026004+0.014743i,-0.015715+0.029468i,-0.0034596+0.023263i,0.0026971+0.019365i,0.012293+0.020512i,0.014317+0.013909i,0.0062886+0.0090112i,0.003167+0.010314i
-0.11705-0.018947i,-0.22604+0.0045512i,-0.26827+0.040692i,-0.20256+0.042358i,-0.15668+0.0029437i,-0.18454-0.086232i,-0.21639-0.19554i,-0.2279-0.22516i,-0.18416-0.15321i,-0.10432-0.095294i,-0.078313-0.078248i,-0.083165-0.037511i,-0.067596+0.0098442i,-0.037605+0.033811i,-0.0028674+0.025304i,0.013353-0.0073462i,0.0081204-0.023963i,0.0026781-0.022201i,-0.0037669-0.021101i,-0.0087458-0.019826i,-0.0028239-0.01692i,0.0033314-0.014392i,0.0013165-0.010661i
0.059842+0.01794i,0.11935+0.044403i,0.13066+0.1419i,0.093813+0.29844i,0.10967+0.37177i,0.19454+0.31557i,0.2322+0.22152i,0.18052+0.14599i,0.08672+0.10527i,0.040811+0.094587i,0.046643+0.049672i,0.027403-0.016691i,0.0023622-0.042961i,-0.0038295-0.045919i,-0.010182-0.029615i,-0.00012698-0.0013735i,0.019158+0.0051895i,0.024696-0.0015497i,0.020963-0.007553i,0.013633-0.012901i,0.0023587-0.012847i,-0.0060235-0.0082021i,-0.011633-0.0064732i
-0.11446+0.061742i,-0.20358+0.21669i,-0.20097+0.34249i,-0.069647+0.24385i,0.027533-0.011077i,-0.04324-0.15581i,-0.13996-0.11618i,-0.11292-0.032835i,-0.017729-0.014202i,0.0084734-0.029585i,-0.024601+0.010208i,-0.014422+0.06955i,0.024172+0.065238i,0.036934+0.024497i,0.022475-0.0074722i,-0.0078005-0.015012i,-0.024082-0.0010716i,-0.017119+0.0098298i,-0.0097962+0.017133i,-0.0059502+0.028725i,0.00015952+0.030864i,0.0060773+0.017083i,0.01456-0.0039949i
0.12063-0.14346i,0.25635-0.42432i,0.34577-0.73482i,0.25419-0.76404i,0.054305-0.45629i,-0.033669-0.11331i,0.002146+0.051126i,0.035873+0.079089i,0.038644+0.057927i,0.055192+0.0184i,0.075923-0.035739i,0.054052-0.069066i,-0.0026622-0.054031i,-0.05284-0.0094554i,-0.05464+0.028107i,-0.015297+0.023161i,0.0044887-0.0095666i,-0.008402-0.024694i,-0.019153-0.021669i,-0.015551-0.020767i,-0.0071115-0.019238i,-0.0044102-0.011113i,-0.0062093+0.0037781i
-0.026672+0.12664i,-0.017339+0.35412i,0.0093887+0.52839i,-0.0099072+0.46577i,-0.037834+0.30618i,-0.0181+0.1815i,-0.013169+0.048024i,-0.053303-0.045753i,-0.077641-0.051859i,-0.073352-0.0041078i,-0.035113+0.045742i,0.018236+0.039241i,0.034377+0.012136i,0.042774+0.011451i,0.051759+0.0097521i,0.03613+0.0065926i,0.0172+0.010951i,0.011153+0.010844i,0.015155+0.0043441i,0.019365-0.0067043i,0.013613-0.016681i,0.0036216-0.019651i,-0.0098868-0.018878i
-0.022574-0.14728i,-0.17944-0.35049i,-0.37991-0.43205i,-0.36896-0.24483i,-0.10674-0.04559i,0.10725-0.02026i,0.11666-0.015534i,0.045406+0.032711i,-0.00043191+0.06914i,-0.0098766+0.057533i,-0.030691+0.017559i,-0.055412+0.020605i,-0.026028+0.050197i,0.015896+0.043968i,0.017422+0.017182i,-0.0050492-0.0025412i,-0.019393-0.0051044i,-0.013765+0.0038096i,-0.009271+0.014077i,-0.014379+0.029697i,-0.016507+0.04246i,-0.009595+0.043061i,0.0059181+0.035892i
0.061+0.14162i,0.25811+0.37174i,0.5381+0.54316i,0.62252+0.4125i,0.37245+0.099396i,0.037425-0.080199i,-0.10897-0.090122i,-0.068807-0.086948i,0.00022853-0.11311i,0.024719-0.08879i,0.050195-0.026463i,0.061611-0.010266i,0.02447-0.032426i,-0.017453-0.054086i,-0.033423-0.061032i,-0.021718-0.043647i,0.00087836-0.023877i,0.0072826-0.021325i,-0.00059112-0.026218i,-0.0064067-0.026961i,-0.0020612-0.024009i,-0.00099529-0.024368i,-0.0077657-0.022277i
-0.070134-0.10936i,-0.29464-0.25171i,-0.54626-0.34149i,-0.57906-0.26559i,-0.37473-0.078758i,-0.10899+0.055203i,0.072052+0.063003i,0.082189+0.04336i,0.0049937+0.077267i,-0.017432+0.084027i,-0.012391+0.031838i,-0.0226+0.0016071i,-0.024144+0.0073782i,-0.026358+0.027464i,-0.02644+0.055405i,-0.01632+0.060478i,-0.014662+0.039693i,-0.018545+0.021738i,-0.0097808+0.0091968i,0.0060253-0.010088i,0.013072-0.022617i,0.015265-0.019713i,0.016635-0.019712i
0.084125+0.05868i,0.29721+0.063845i,0.51127-0.076478i,0.46432-0.27641i,0.22826-0.28066i,0.046534-0.12935i,-0.067647-0.030286i,-0.12397+0.0034549i,-0.091026-0.0080937i,-0.056958-0.04734i,-0.054069-0.044334i,-0.02956-0.01701i,-0.00067219+0.0058351i,0.021514+0.026105i,0.03921+0.016722i,0.032877-0.013442i,0.015383-0.02111i,0.0079735-0.011919i,0.0004006-0.005185i,-0.012961+0.0095536i,-0.022843+0.022473i,-0.02724+0.025378i,-0.028808+0.031165i
-0.045437+0.03063i,-0.1475+0.16705i,-0.20095+0.43637i,-0.10558+0.60102i,-0.018988+0.45372i,-0.048438+0.21342i,-0.067713+0.094103i,-0.058245+0.0195i,-0.060001-0.0030579i,-0.027369+0.031242i,0.0069863+0.042874i,-0.0069633+0.054209i,-0.011942+0.060755i,0.0083221+0.023862i,0.017481-0.019959i,0.010455-0.036342i,0.0017746-0.026265i,0.0025864-0.0094571i,-0.00014142-0.0027092i,-0.007072+0.0015733i,-0.0050918-0.00029236i,-0.0023365-0.013786i,-0.0046381-0.025669i
-0.040119+0.072088i,-0.088394+0.072554i,-0.18188+0.027013i,-0.25349-0.037565i,-0.22382-0.10299i,-0.17568-0.18803i,-0.19908-0.22436i,-0.16894-0.16079i,-0.062179-0.11584i,-0.011862-0.10771i,0.00045907-0.063673i,0.036169-0.039049i,0.048633-0.071478i,0.010387-0.10308i,-0.033787-0.092335i,-0.034156-0.053026i,0.0015566-0.024582i,0.029512-0.019439i,0.035884-0.019615i,0.036498-0.018242i,0.036507-0.013283i,0.033025-0.0074976i,0.025605-0.014261i
-0.024595-0.10056i,0.019586-0.35624i,0.075488-0.67332i,0.093015-0.77586i,0.095271-0.50073i,0.17001-0.096675i,0.26666+0.093361i,0.22892+0.081714i,0.11264+0.064993i,0.082822+0.067052i,0.11496+0.025971i,0.11428-0.030321i,0.067729-0.033134i,0.020509+0.015019i,0.0039169+0.055894i,0.0061445+0.059021i,0.0071256+0.02906i,-0.0080872+0.0030184i,-0.017848+0.005577i,-0.0061661+0.0051134i,-0.0022151-0.012038i,-0.0092678-0.018959i,-0.011235-0.010372i
-1.223+7.1477i,1.1045+7.1062i,3.9341+6.1316i,4.7321+2.7626i,3.5688-0.68302i,1.0156-2.393i,-1.2768-1.59i,-1.8405+0.060658i,-0.76731+0.83641i,0.5119+0.24825i,0.69347-0.72247i,0.13712-1.2251i,-0.61893-1.6933i,-1.4873-2.2933i,-1.7759-2.3245i,-1.1858-1.4304i,-0.46916-0.44796i,-0.35249+0.030552i,-0.65119+0.29362i,-0.61168+0.53869i,-0.096875+0.581i,0.38319+0.27371i,0.40008-0.16042i
