-0.0031486-8.783e-05i,-0.0022046-0.00038419i,-0.0011692+5.1269e-05i,-0.0016379+0.00035591i,-0.0018755+0.00025946i,-0.0013258-7.3916e-05i,7.0861e-05+0.00056097i,0.0016149+0.0018441i,0.0014016+0.0013499i,0.00093654+0.00034216i,0.00096912-0.00037422i,0.0011312-0.00058993i,0.0009097+0.00015142i,-0.00016573+0.00038524i,-0.0013051+0.00033273i,-0.00057534-0.00015823i,0.00056236-0.0002826i,-9.9426e-05-0.00043351i,-0.00012332-0.00064132i,2.1941e-05+4.4998e-05i,-0.00021321+0.00028926i,0.00011668+0.00025898i,0.00055037-0.00023236i
0.0013778+0.00090862i,0.0021224+0.0014006i,0.0030706+0.00078748i,0.001697-0.0017969i,0.00032166-0.0042598i,-0.00040273-0.0030286i,-0.00034322-0.001159i,0.00037391-0.00086535i,0.00023384-0.00078068i,0.00054931-0.0010162i,0.000686-0.00092804i,6.6317e-05-8.0828e-05i,4.8117e-05+0.0001769i,-0.00012659-0.000144i,-0.00032601-0.00031514i,0.00011516-0.00031169i,-0.00017437-0.00040296i,-0.00064209-5.6175e-05i,-0.00028281+0.00019594i,-0.00012414-0.00038396i,-6.033e-05-0.00061239i,0.00011412+9.0127e-05i,-0.00017134+0.0002103i
0.00030856-7.1191e-05i,0.0010121-0.00019989i,0.0006497-0.00076689i,0.00050033-0.0023657i,-0.00050072-0.0034112i,-0.0017217-0.0016282i,-0.0011368-0.00038257i,0.00016237-0.0015597i,0.00060495-0.0024777i,0.00056519-0.0021587i,0.00025832-0.0013928i,-0.00027035-0.0012934i,-0.00030933-0.00094244i,-0.00036537-0.00049131i,-0.00041223-0.00036059i,-0.0001672-0.00043105i,0.00040519-0.00045587i,0.00066323-0.00053736i,0.000107-0.00033101i,-0.00025316+9.8118e-05i,0.00043628+0.00022277i,0.00078724+6.9728e-05i,0.0002677-0.00024045i
-0.0013677+2.6469e-05i,-0.0010198-0.00027335i,-0.0013085-0.0015036i,-0.0016929-0.0016233i,-0.0017175-0.001028i,-0.0014206-0.00029572i,-0.00031397+0.00029239i,0.0011694-0.00015775i,0.0012532-0.0010789i,0.00056694-0.0011871i,-0.00032794-0.00050432i,-0.0012029-0.00016813i,-0.0011607-1.9164e-05i,-0.00089054-5.6427e-05i,-0.00036133-0.00038871i,-0.0005112+8.0517e-05i,-0.00047163-0.00017252i,-0.00021057-0.00012806i,0.00023975+0.0002993i,0.00057483-0.00035026i,7.8374e-05-0.0010148i,-0.00048161-0.0009554i,0.00048168-0.00080055i
-0.0012975+0.00023281i,-0.0008664+0.0014761i,-0.00098655+0.0027888i,-0.00018506+0.0022288i,0.00049088+0.0004067i,0.00024914-0.00086742i,0.00038033-0.00077522i,0.00075431-0.00012633i,0.00054642+0.00016422i,0.00016988-0.00045115i,-0.00014362-0.00066015i,-0.00068085-8.7798e-05i,-0.00042269+0.00046327i,-0.00028246+0.00012339i,-0.00081146-0.00060715i,-0.00099001-0.00084964i,-6.1111e-06-7.1603e-05i,0.00048838+0.00022044i,0.00014729+0.00020515i,4.9269e-05+0.00020603i,0.00046083+0.00045799i,0.00066989+0.0002511i,0.00062493-0.00039605i
0.00064527-0.0021002i,0.00057831-0.0026314i,0.00054725-0.0031595i,9.7359e-05-0.0040746i,-0.0016363-0.0042275i,-0.0021733-0.0022074i,-0.00085261-0.00040876i,-0.00078954+0.00017631i,-0.0010697-0.0003207i,-0.00029939-0.00067484i,0.00037975-0.0002984i,0.0010157-5.2565e-05i,0.00075022+0.00026144i,2.6497e-06-0.00052679i,-0.00034095-0.0010198i,-0.00049492-0.00033862i,-0.00025049+0.00046153i,-0.00049629+0.00029442i,-6.294e-05+0.00048462i,0.00056899+0.00049885i,-0.00034758-0.00035872i,-0.00061297-0.00081153i,-0.00013911-0.00049297i
0.00094774+0.0020338i,0.00026162+0.0010521i,0.0018089-9.6625e-06i,0.0031066-0.0011469i,0.001416-0.0021498i,-0.0010322-0.001263i,-0.001689-0.00017398i,-0.00096711-0.00043647i,-0.00015951-0.00039823i,0.00044232+0.0001892i,0.00087614+0.00050864i,0.00082602-6.0001e-05i,0.00058788-0.00044409i,0.00064852-0.00032861i,5.2992e-05-9.9334e-05i,-0.00037053-0.00031037i,-1.9433e-05-0.00047198i,0.00021698+4.7195e-05i,-0.00030295+0.0012177i,-0.00062703+0.0012524i,-0.00011236+0.00093824i,-0.0003583+0.00062803i,-0.00018106-7.2683e-06i
0.002578+0.00031253i,0.002685+1.6644e-05i,0.0017044-0.00092654i,-0.00014341-0.00217i,-0.0013505-0.0017675i,-0.0010353-0.00014862i,-7.7229e-06+0.0001055i,0.00045899-0.001011i,0.00036114-0.0014864i,0.00057913-0.0015976i,0.0011334-0.0015193i,0.0012695-0.00070174i,0.00096282-0.00034971i,0.0002053-0.00060789i,9.0712e-05-0.00088117i,-0.00061145-0.0006321i,-0.0012709+0.00017908i,-0.00090254+0.00086528i,-0.00027769+0.00059616i,0.00017238+8.9555e-05i,0.00045962+9.168e-05i,0.00075576+0.00019999i,0.00087421-0.00038962i
0.00084582+0.0028098i,0.00082807+0.0015798i,0.0031082+0.001543i,0.004375-0.00038875i,0.0029629-0.0023856i,-0.00012809-0.0022949i,-0.0012213-0.0014448i,0.0001697-0.00095476i,0.00060963-0.0013131i,0.00093839-0.0010982i,0.0015331+0.00022645i,0.0013755+0.00095576i,0.00047113+0.00063191i,0.00034521+0.00043841i,0.00082158+0.0003876i,0.00030875-0.00028568i,-0.00065892-0.00067043i,-0.00078633-0.00018681i,-0.0008544-0.00011678i,-0.0008019+1.7186e-05i,-0.00032364+0.00033025i,0.00037629+0.00033988i,0.00063862+0.00058507i
0.00048123+0.00046383i,0.00041871+0.00024071i,0.0003099-0.00030773i,-0.0003187-0.00041662i,-0.00043981-0.0002961i,0.0001293+9.1534e-05i,0.00018507+0.00021929i,0.00094962-0.00018327i,0.00093032-0.00039572i,-0.00012448-0.00074228i,-0.00012939-0.00047555i,-0.0002835-0.00028143i,-0.00054664-0.0008382i,-0.00023382-0.00098688i,-0.00013198-0.00049719i,-0.00024033-4.8943e-06i,-0.0002595+0.00023136i,2.7363e-05+3.3782e-05i,0.0002629-0.00023035i,0.0002281+0.00032163i,0.00013319+0.00040077i,0.00018178+0.00029371i,0.00032389+0.00094715i
-0.00023669-0.00043984i,-0.00062217-2.1453e-05i,0.00011423-0.00017071i,0.00060877-0.0013591i,0.00048012-0.0022047i,-0.00013343-0.0013459i,-0.0010378-0.00044154i,-0.00033295-0.00039651i,0.00092994-0.00054019i,0.0011655+3.942e-05i,0.00083934+0.0001187i,0.00097247-0.00039571i,0.00087696-0.00053146i,0.00015239-0.00066114i,-0.00057812-0.00067235i,-0.00040268+0.00010679i,-5.0839e-05+0.00086346i,0.000388+0.0004375i,0.00052675+0.00016591i,0.0005582+7.3693e-05i,0.00072531-0.00088547i,6.8998e-05-0.00089215i,-0.00027708-0.0007489i
-0.0014151-0.00051305i,-4.8742e-05-0.00053189i,0.00060805+0.00064444i,3.2177e-05+0.00097668i,-0.0008404+0.00059745i,-0.0012993-5.4608e-05i,-0.0010031-0.00066649i,-0.00032094-0.00086376i,0.00012901-0.00015018i,-8.8071e-05+0.00016736i,9.3872e-05-0.00047643i,0.00052171-1.3899e-05i,1.0075e-05+0.0005468i,-8.9658e-05-0.00022284i,0.00051472+0.00010158i,0.00025596+0.00054353i,-0.00017311-7.6267e-05i,0.00015414-4.5881e-05i,0.00024931+0.00063909i,-0.00043018+0.00077371i,-0.00013404+4.7852e-05i,0.00064713-0.00038925i,0.00010923+0.00013619i
-0.00033197+0.0011305i,-0.00032028+0.00041098i,0.00066701+0.001293i,0.0016795+0.0016589i,0.0016664-9.9048e-06i,0.00013621-0.0011555i,-0.00028922-0.00093962i,0.00068364-0.00076639i,0.00029075-0.00065232i,0.00029178-0.00037553i,0.0012203-2.4531e-05i,0.0015262+7.2363e-05i,0.0016568-0.00021546i,0.0015878-0.00047496i,0.00082572-6.2107e-05i,-0.00013095+1.4363e-05i,-0.00036942-0.00040657i,0.00010246+0.00019639i,0.00021514-3.1824e-05i,0.00067-0.00062703i,0.00026321+0.00033079i,-0.00064262+0.00040764i,-0.000387-0.00013857i
0.0010147-0.001265i,0.00068093-0.00049008i,0.00069203-0.00092613i,-0.00011685-0.0022605i,-0.0014497-0.0034046i,-0.0011631-0.0021073i,-3.0788e-06-0.00082225i,-0.00017565-0.00034548i,-0.00018718-0.0005156i,0.00051444-0.00092902i,0.00056796-0.00037252i,0.00020413+0.00090077i,-0.00073142+0.00095506i,-0.0010903-0.00036202i,-0.00056055-0.00081273i,0.0001011+0.00024311i,-0.00023257+0.00096113i,-0.00059396+0.00059346i,-0.00029035+6.2731e-05i,0.00037754-0.00027042i,0.00039245-0.00018407i,-0.00051893+0.00014352i,-0.00029346+0.00050804i
-0.0017444-8.7779e-05i,-0.0018572-0.00038023i,-0.0012922-0.00054811i,0.00048924-0.00057672i,0.00099555+0.00010557i,9.708e-06+0.00041343i,-0.00028204+0.00040774i,0.00011485+0.00027232i,1.7856e-06+0.00018606i,-0.00039503+0.00019657i,-0.00014861-0.00013612i,0.00020073-0.00012895i,0.00019159-0.00032961i,-9.9374e-05-0.000823i,-0.00037673-0.0006892i,-0.00038983+0.00014771i,0.00010801+0.00063055i,0.00042353+0.00023985i,-5.0071e-05-0.00015489i,-0.00064464-0.00025865i,-0.00053578+1.1502e-05i,-0.00011172+2.631e-05i,3.4126e-05+0.00027266i
0.00068474+0.0012399i,0.00099134+0.00097623i,0.0014894+0.0002869i,0.0011576-0.0006578i,0.00013364-0.0015866i,-0.001157-0.0012224i,-0.0012777+0.00016324i,-0.00055613+0.00048963i,0.00012506-0.00015451i,-0.00017291-0.0007002i,0.00016807-0.00095618i,0.00054242-0.00037181i,-0.00073349+0.0002707i,-0.00066207-0.00011687i,0.00029815-0.00057637i,0.00033417-0.00077723i,-0.00010051-0.00058125i,-0.00071308+0.00012291i,-0.00012988+0.00036079i,5.405e-05+0.00019052i,-0.00040306-0.00022998i,-0.00017812+9.848e-05i,-0.00024121+0.00063953i
-0.00061203-0.00206i,-0.00082235-0.0019666i,-0.0012092-0.0028564i,-0.0020461-0.0034552i,-0.0027639-0.0029175i,-0.0019591-0.0014946i,-0.0002266-0.00065464i,0.0011649-0.00053903i,0.00086305-0.00079133i,-1.0081e-05-0.00080715i,0.00026904-0.00040357i,8.1221e-05-0.00030147i,-0.000427-0.00046967i,-0.00072851-0.00018743i,-0.00079542+0.00050743i,-0.00045387+0.00020208i,-1.631e-05+9.0361e-05i,0.00041906+0.00024342i,0.00027426+0.00061418i,-2.452e-05+0.00071525i,0.00025254-0.00011757i,0.000926-0.00057433i,0.0011895-0.00059997i
0.0010731+0.000705i,0.00015464+0.0010926i,0.00014513+0.0010036i,0.0012564+0.00036553i,0.00092997-0.00085882i,0.00032766-0.0013098i,0.00021609-0.00061553i,0.00041125-0.00026123i,0.00089003-0.00020037i,0.0007041-0.00045265i,0.00028292-0.00075616i,0.00065274-0.00040185i,0.0011054-0.00018583i,0.00092627+4.0124e-06i,0.0006049+0.00011729i,1.3e-05-0.00014276i,-0.00056123-0.00028679i,-0.00043302-0.0004467i,-0.00016477-0.00049056i,0.0004644-0.00015346i,0.0013043+0.00043908i,0.00079284+0.00054408i,-6.1418e-05-0.0001235i
-0.001547-0.0016017i,-0.0011607-0.00076166i,-0.00057864+0.0003917i,-7.5698e-05+0.00085386i,0.0013552+0.00017844i,0.0023002-0.00065863i,0.0017073-0.00089109i,0.0012978-0.0010983i,0.00093264-0.0015572i,0.0009228-0.00057734i,0.00064539-0.00033792i,-3.5333e-05-0.00048356i,0.00040494-7.1151e-05i,0.00089799+0.00033344i,0.00069368+0.00091498i,0.00011803+0.00019285i,-0.00014015-0.00092818i,-0.00042568-0.00097247i,-0.00081971-0.00063238i,-0.00035031-0.00035521i,0.00058392+0.00030097i,0.0010097-1.8863e-05i,0.00080388-0.00044587i
-0.00031223+0.00035964i,-0.0010439-2.2854e-06i,-0.0010789-0.00094932i,-0.0012916-0.00217i,-0.0018547-0.0027843i,-0.0017484-0.0016725i,-0.00088586-0.00095594i,-0.00049313-0.001162i,-6.5343e-05-0.0010705i,0.00069082-0.0013356i,0.00030823-0.0016024i,-0.00052894-0.0014001i,-0.00034438-0.0010956i,0.0002837-0.00039696i,1.5282e-05+0.00053998i,-0.0010832+0.00076041i,-0.001502+0.00018621i,-0.0010604-0.0004155i,-0.00066663-5.4594e-05i,-0.0005071+0.00067334i,1.9459e-05+0.00057719i,-7.3109e-05+6.2533e-05i,-0.00064636-0.00028137i
-0.00072138+0.00083212i,-0.0014997-0.00010872i,-0.001454-0.00064992i,-0.00035381-0.0012706i,-0.00010615-0.00060831i,-0.0010338+0.00048326i,-0.0011574+0.00050222i,-0.00041291-0.00019371i,-0.00022005-0.00050588i,0.00021732-0.00044593i,0.001089+0.00010552i,0.00058179-0.00012273i,-0.00032677-0.0012839i,-0.00041521-0.0010365i,0.00047289-0.00039199i,0.0015765+5.7149e-06i,0.0011297+0.00076578i,2.8555e-05+0.00081105i,-0.00032907+0.00017209i,0.00032059-0.00027446i,0.00091671-0.00050293i,0.00069167-0.00084631i,0.00033232-0.00074185i
0.00047153-0.00078756i,5.3045e-05-0.0011079i,-0.0001387-0.00043059i,-0.00029476+0.00018814i,-1.2115e-05-0.00018746i,0.0002784+0.00015883i,0.00045114+0.0011119i,0.00035477+8.5815e-05i,7.0287e-05-0.0011913i,0.00054117-0.00080355i,0.00075157+0.00012876i,0.00058283+0.00023646i,0.00031378-0.00049272i,0.00049063-0.00067145i,0.00051036-0.00053678i,-0.00063481+0.00010715i,-0.0014822+0.00090357i,-0.00092981+0.00063408i,-9.3952e-05+0.00028415i,-5.0598e-07+0.0010022i,3.7357e-05+0.00056127i,0.00057678-0.00019466i,0.0010597-0.00023316i
-0.00022715+0.00016145i,0.0001578-0.00021855i,0.00099535+9.533e-05i,0.00019594-0.00019721i,0.00017014-0.00022576i,0.00096269-0.00048226i,0.0005973-0.0010884i,0.00017273-0.0010834i,0.00040446-0.0011792i,0.00052127-0.00069948i,8.252e-05+2.9591e-05i,-0.00014447+0.00066357i,-0.00028303+0.00080076i,4.4378e-05+0.00043991i,0.00045415-0.00025347i,0.00075777-0.00051696i,0.00023724+6.9328e-05i,-0.00047669+0.00052776i,-9.4805e-05+0.00018564i,0.00029629+4.3766e-05i,0.00045845+0.00028969i,0.00033088+0.00021383i,0.00019289+6.6209e-05i
0.0011198-0.0012876i,0.0013605-0.0011812i,0.0021754-0.0018221i,0.0018014-0.0028532i,0.00047019-0.0025387i,-0.00091271-0.00081744i,-0.0012231-0.00010441i,2.4355e-05-0.000627i,0.00078195-0.00092023i,0.00025029-0.00087331i,-0.00066559-0.0012895i,-0.0013083-0.0010988i,-0.00031774-0.00034698i,0.00037142-0.00013394i,-0.00031012-8.8352e-05i,-0.00046914-1.1046e-05i,-0.00040369+0.00027896i,-0.00072577-4.2188e-05i,-0.00079752-0.00064498i,-0.00072028-0.00055277i,-0.0003774-0.00076182i,0.00011405-0.00072778i,-6.2848e-05-0.00021536i
-0.00021948+4.9796e-05i,-0.00070741-0.0011443i,0.00021565-0.0018626i,0.00012756-0.0012831i,-0.00044805-0.0013688i,-0.00076757-0.00087506i,-0.00067104+4.533e-05i,0.00010575+0.00042268i,0.00087031+0.00037232i,0.00042425-3.7512e-05i,-0.00014071-0.00028593i,0.00028562-0.00070921i,0.00068899-0.00051993i,0.00059133-0.0006905i,-0.00031996-0.00061558i,-0.0003661-0.00035159i,0.00044625-0.0006586i,0.0007505+0.00046138i,0.00068396+0.00089198i,0.00044466+0.00014108i,-0.00051759-2.8695e-06i,-0.00097455+6.6417e-05i,-0.0003927-9.3409e-05i
0.0011906-0.00089869i,0.001259+0.00027512i,0.0012971-0.0005884i,0.00059421-0.0017895i,-0.00061051-0.0015551i,-0.0010561-0.00046329i,-0.00057823+0.00083222i,0.00022334+0.00062061i,0.00030533-0.00044761i,0.00035274-0.0008337i,0.00022946-0.00057097i,-0.0004875+0.00010595i,-0.00024162+0.00062488i,-2.1955e-06+0.00072583i,-0.00059338+0.0005381i,-0.00021809+0.00031485i,0.00019194+0.00049089i,0.0002035+0.00028185i,7.6206e-05-0.00042408i,-0.0002606-0.00087644i,-0.00010417-0.001083i,-0.00033076-0.0003652i,-0.00035534-1.6627e-05i
0.00051481-1.4948e-05i,0.00096688-0.001248i,0.0014182-0.001332i,0.0010006-0.00088029i,0.00045848-0.00070963i,-3.9003e-05-0.0011081i,-0.00016271-0.000966i,9.2098e-05-0.00087102i,-7.7302e-05-0.0005293i,3.6689e-06-0.0004947i,0.00028422-0.0016757i,5.6509e-05-0.0012848i,0.00042019+8.3461e-06i,0.00041611-3.831e-05i,-0.00022502+9.4989e-05i,-0.00028859+1.6309e-05i,8.2812e-05-0.00029056i,-0.00035582+0.00027951i,-0.00064406+0.00088482i,-1.3741e-05+0.00029724i,0.00026206-0.00021547i,6.5405e-05-9.1652e-05i,-0.00014588-0.00050368i
-0.00066735-0.00098781i,-0.00074538-0.00061311i,-0.00050942-0.00080894i,-0.00042423-0.00055854i,-0.00060507-0.00038261i,0.00021881+0.00016534i,0.00081813+0.00082727i,0.000854+0.00022964i,0.00017787-0.00072987i,-0.00059882-0.00011174i,4.6127e-05+8.4617e-05i,-0.00023105-0.00035517i,-0.0005435-0.00025909i,-0.0004857+3.5666e-05i,-0.00068781+0.0001433i,0.00023934+0.00012067i,0.0010933+0.0003521i,0.00053909+0.00076127i,0.00015766+0.00010043i,0.00018979-0.00053153i,-0.00012418-0.00063247i,-0.00040307-0.00034957i,0.00013862-7.1528e-05i
-0.0010618-0.0011133i,-0.0017325-0.00090896i,-0.0026521-0.0011101i,-0.0019342-0.0009223i,-0.0019245+4.3087e-05i,-0.0016954+0.00030301i,-0.00048616-0.00075308i,0.00063267-0.00076472i,0.00096899-0.0002302i,0.00025252-0.00050585i,-0.00040646-0.00013234i,0.0001837+0.00012i,0.00057973+0.00013521i,0.00035628-0.00011548i,0.00049975-0.00025148i,0.00016234+0.00010958i,0.00029565+0.00044505i,0.0001826+0.00011496i,-0.00021462-0.00033084i,-0.00012227+0.00022941i,-0.00024864+0.00063368i,-0.00011781+0.00077058i,0.00033144+0.00074379i
0.00026944+0.00084379i,4.1972e-05+0.00052105i,-9.3191e-05-0.00037325i,0.00022096-0.0013901i,-0.00047746-0.0015416i,-0.00052436-0.0012776i,-0.00036545-0.00058128i,-0.00042812+0.0003339i,-9.3831e-05+0.00076069i,0.0002429+0.00034798i,0.00012684+6.1407e-06i,-4.7249e-05+0.00035457i,-0.00040748+0.0001121i,-0.00090179-0.00049661i,-0.00056141-0.0013705i,-0.00011535-0.0015992i,-0.0003878-0.00098925i,-0.00018719-0.00053332i,-0.00010902-0.00010657i,-0.00052146-0.00040193i,4.6637e-05-7.7051e-05i,0.00049989+0.00070493i,0.00050435+0.0010307i
-0.0014412+0.000175i,-0.00089843+0.00048955i,0.00026316+0.00061839i,0.00050099+0.0004958i,9.8581e-05-0.00016737i,0.00075531-0.00070056i,0.0014448-0.00079741i,0.0011174-0.00036691i,-4.7425e-05-0.00013583i,-0.0010648-7.9776e-05i,-0.00066566-0.00031144i,-0.0004399-6.6668e-05i,-0.00085555+0.00024098i,-0.00082987-0.00059041i,-0.00039873-0.0008022i,4.0756e-06-0.00016083i,9.1745e-05-0.00019061i,4.0995e-05-0.00025815i,-2.4814e-05+0.00026376i,-0.00059092+0.00087275i,-0.00038096+0.00075277i,0.00024404+0.00036532i,6.7409e-05-0.00034042i
-0.0014232-0.0006905i,-0.0018921-0.00054302i,-0.002173-0.00052667i,-0.0019002-0.00090314i,-0.0019681-0.0014083i,-0.0013078-0.00082202i,-0.00052388-0.00028922i,7.422e-05-0.00037033i,0.00039104+0.00035599i,1.179e-05-0.00011024i,0.00021468-0.00080285i,0.00086838-0.0004696i,0.0013381-0.00066882i,0.0007119-0.00096391i,-0.00045-0.00046741i,-0.00016318-0.00011463i,0.0007797-0.00026958i,0.00042606-0.00029995i,-0.00093634+3.4925e-05i,-0.0012382+4.6597e-05i,-0.00017783+0.00047895i,-0.00013122+0.00052707i,-0.00070095+0.00036848i
-0.0010313+0.0022505i,0.00027046+0.0023498i,0.00049636+0.0024277i,0.00029596+0.00113i,0.00049942-0.00011802i,0.00088352-0.0010502i,0.00086994-0.0015077i,0.0003337-0.0012391i,-5.676e-06-0.00094417i,7.6839e-05-0.00042187i,-0.00014242-7.0927e-06i,0.00016039+0.00032702i,0.00045084+0.00048398i,-0.00012531+0.00034502i,-1.9637e-05+0.00016122i,0.00010317+0.00013758i,-0.00036746+8.7977e-05i,-0.00069506+0.00012539i,-0.00021722+1.0426e-05i,0.00011038+0.00011987i,-5.2793e-05+0.00034838i,0.00020557+0.00094055i,0.00046544+0.00096514i
0.0011641-7.4708e-05i,0.0015361-0.00045612i,0.0014766-0.00073776i,0.0012223-0.0011375i,0.001076-0.0019401i,0.00016564-0.0019211i,-0.00055495-0.00069906i,0.00055283-0.00023771i,0.0014958-0.00062592i,0.0013493-0.0008604i,0.00074064-0.00089964i,-2.5887e-05-0.0005072i,-0.00038577-0.00075643i,0.00021884-0.0010606i,0.00057155-0.0010347i,-0.00023888-0.00094823i,-0.00072621-0.0004625i,-0.0008377-0.00023433i,-0.00091201-0.00026484i,0.00032476-5.3426e-05i,0.0015658+0.00028806i,0.00090726+3.1784e-06i,0.00052012-0.0004094i
0.00075047+0.0013692i,0.00079893+0.00091208i,0.0014756+6.3281e-05i,0.0011155-0.001504i,-0.00071236-0.0017505i,-0.0020526-0.001274i,-0.0016878-0.00051715i,-0.001347+3.8239e-05i,-0.00099307-0.00064495i,0.00035715-0.0017198i,0.0009634-0.0015167i,0.00034238-0.0009063i,0.0006499-0.00045172i,0.00081502-0.00041331i,0.00022998+0.00027422i,-0.0001845+0.0015581i,-0.0001975+0.001766i,0.00035949+0.0010796i,0.00048442+4.5163e-05i,0.00050553-0.0012412i,0.00031898-0.001779i,0.00010195-0.00069066i,-0.00020507+0.000242i
0.001576+0.0016698i,0.0018893+0.0010276i,0.0022028+0.00030687i,0.0021222-0.0010295i,0.0016076-0.002187i,0.0004315-0.0020396i,7.8019e-05-0.00084278i,0.00046896-0.00043567i,0.00031728-0.00098866i,0.00010364-0.00084846i,8.3444e-05-0.00078772i,-0.00030671-0.00063226i,-0.00065274-0.00029395i,-0.000438+0.00021221i,-0.00063143+0.00080429i,-0.00043283+0.00034633i,0.00036146+0.00060721i,0.00016583+0.00070084i,-0.00051353+0.0003334i,-0.00033428+0.00040185i,0.00056414-0.00018895i,0.00026422-0.00064243i,-0.00060687-0.00054281i
-0.0015336-0.00094314i,-0.0011396-0.0015386i,-0.0012175-0.0020613i,-0.00091004-0.0017018i,-0.0011137-0.0008577i,-0.00066413-0.00026461i,0.00043474-0.00029199i,0.0010732-4.5645e-05i,0.00033971-0.00043489i,-0.00018519-0.001013i,-4.4252e-05-0.00086564i,-0.00025785-0.00036691i,-3.8849e-05-2.068e-05i,0.00027053-0.00035014i,6.0497e-05-0.00070309i,-0.00040967-0.00089522i,-0.0010657-0.00091592i,-0.00097984-0.00032655i,-0.00062843-0.00036261i,-0.0002974-0.00026597i,0.0003389+0.00031832i,0.00080368+7.9457e-05i,0.00079265+1.9184e-05i
0.0010794-0.00064098i,0.00097043-0.00090968i,-6.1718e-05-0.00083026i,-0.00077886-0.0018878i,-0.0014586-0.0025222i,-0.0010647-0.0010755i,-0.00059561-0.00072806i,-0.00035229-0.0011768i,0.00039884-0.00072063i,0.00037872+0.00037303i,-0.0002456+0.00010111i,1.5178e-05+0.00018893i,0.00044636+0.0005682i,3.6781e-05-6.6094e-05i,-0.00058576-5.4627e-05i,-0.00045338-0.00031281i,0.00013471-0.00085309i,-0.00034478-9.4901e-06i,-0.00019196+0.00065392i,0.0010241+0.00066i,0.0013228+0.00038807i,0.000452+0.00030383i,0.00029238-0.00021325i
0.0018155-0.00046243i,0.001372-0.00074556i,0.0018118-0.0009043i,0.0019877-0.00073946i,0.0010191-0.0011747i,0.00045911-0.001323i,0.00010699-0.00021752i,-0.00044904+0.00017442i,-0.00085394-0.00053297i,-0.00042557-0.0012063i,0.00056292-0.0006799i,0.00053153+3.3436e-05i,0.00019718+0.0003394i,0.00040786-5.9793e-05i,0.00031146-0.00026369i,-0.00011442-0.00077451i,-0.00015548-0.00076887i,-0.00022911-0.00041238i,0.00015905-0.00019908i,-1.2171e-06+0.00025822i,6.0839e-05-0.00015757i,0.00048042-4.6289e-05i,0.00050667+0.00080641i
-0.001103+0.0021856i,-0.00090134+0.0013043i,0.00075742+0.0010506i,0.00099976+0.00094814i,4.4994e-06-0.00028645i,-0.00041548-0.0015595i,0.00023386-0.0013899i,0.0014571-0.00080707i,0.0018093-0.00068932i,0.0010413-0.00054691i,0.0010594-0.00042736i,0.00076237-0.00022032i,-0.00027732-0.00058085i,-0.00063415-0.0012976i,-0.00038839-0.00056876i,-0.00024087-7.9509e-05i,0.00028844+0.00010427i,0.00070761+0.00031398i,0.00024407+0.00020798i,-0.00023191+0.00033773i,-0.00023593+0.00029918i,0.00016504+6.1057e-05i,0.00071705-0.00015835i
0.0013658+0.00050755i,0.00011659+0.0011012i,0.0001437+0.0013404i,0.0012278+3.8307e-06i,0.0012442-0.00148i,0.00047276-0.0015123i,0.00035983-0.00072521i,0.00044603-0.00023673i,-0.00031324-0.00040924i,-0.0007421-0.00078595i,-0.00072714-0.00044726i,-0.00051095+0.00023393i,-0.00072545+0.00050873i,-0.0010104+0.00020549i,-0.00012495+5.4128e-05i,0.00022944+0.00035653i,-0.00032391+0.00039082i,-0.00076665-0.00031338i,-0.00051256-0.0014193i,0.00026724-0.0018636i,0.00079754-0.0013345i,0.00023382-0.00035766i,-3.5092e-05+7.2562e-05i
0.0014665+0.0004601i,0.0011074+0.00018044i,0.0024792-0.0014551i,0.0020369-0.0021431i,-0.00016709-0.0024164i,-0.00073522-0.0018479i,-0.00061932-0.00077232i,-0.00031898-0.0013308i,0.00049208-0.0021018i,0.0010321-0.0014384i,0.0010284-0.00070172i,0.00041617-0.0011162i,-0.00019198-0.00066627i,-0.00082131-0.00027969i,-0.0012386-0.0010021i,-0.00079105-0.00074166i,-0.0003533+7.4081e-05i,-0.00068217-0.00062241i,-0.0010538-0.0011662i,-0.0011921-0.00053559i,-0.00081062-0.00079306i,-0.00052566-0.00059311i,-0.00019398+0.00094984i
-0.00022991+0.0012291i,-0.00026481+0.0013414i,-5.3113e-05+0.00085408i,0.00051979-0.0011739i,0.00041555-0.0018593i,0.00021331-0.0010546i,0.00018238-0.00094841i,0.00094238-0.0010014i,0.0014211-0.00058305i,0.00094012-0.00069004i,0.00051867-0.00092216i,0.00027164-0.00090348i,0.00029513-0.00057183i,0.00026187+0.00013919i,-2.6579e-06+0.00039942i,-0.0003063+6.6927e-05i,-0.00047043+0.00013363i,-0.00023914+0.00013766i,-3.754e-06-0.00013705i,-0.00023269-0.00026631i,-0.00016648+8.2494e-05i,0.00020379+0.00031915i,0.00020164+0.00065967i
-0.0012518+0.00015587i,-0.0012517+3.0721e-05i,-0.0012133+0.00078917i,-0.0010287+0.00082329i,-0.00058378+0.00037878i,0.00024253-0.00026651i,0.00023523-0.00048664i,0.00085617-0.00015128i,0.001014-0.00019473i,0.00067498-0.00037428i,0.0002769-0.00092015i,0.00015181-0.0010065i,0.00045955-0.00083715i,0.00063008-0.00087098i,-2.6165e-05-0.0007455i,1.7916e-05-0.00046328i,0.00012041+0.00043174i,-0.00031881+0.0010629i,0.00083038+0.0010118i,0.0013369+0.00029681i,0.0010334-0.00020009i,0.0011648-0.00032321i,0.00080051-0.00075018i
