-0.0022352+0.0024473i,-0.0018043+0.002209i,-0.0016113+0.0014503i,-0.0012043+0.00092212i,-0.0004439+0.0010033i,-0.0010091+0.00089697i,-0.0012373+0.0016478i,-0.00055228+0.0016247i,0.00048423+0.0013914i,0.00069724+0.0012831i,0.00052976+0.00033629i,0.0011736-0.00076644i,0.00085976-0.0019849i,5.6834e-05-0.0021276i,-0.00021478-0.00040863i,-0.00042237+3.1261e-05i,-0.00052958-0.00020174i,-0.00052526-0.00029034i,-7.6197e-06-0.00049517i,0.00034787+0.00018873i,0.00042351+2.3469e-05i,0.00023314-0.00038182i,-0.00026131+0.00022043i
0.00053981+0.0012024i,0.0011062-0.00024841i,0.00060132-0.00096697i,9.0523e-05-0.00083013i,0.0003164-0.00051687i,0.00038562-0.00056773i,-0.00010295-0.00060422i,-0.00027427+0.00025168i,0.00049801+0.001137i,0.00068004+0.0011889i,3.8462e-05+0.00062016i,3.3562e-05-0.0003817i,0.00052162-0.00089973i,-1.9449e-06-0.0010417i,5.475e-05-0.00087977i,0.00071167+0.00022174i,0.00029003+0.00015513i,9.1027e-05+9.1534e-05i,0.00062958+0.00063535i,3.9514e-05+0.00036283i,-0.00081837-0.00011221i,-0.00027865+2.0596e-06i,9.6997e-06-1.3267e-05i
0.00046347+0.0022034i,0.0004286+0.0034728i,0.001052+0.0023194i,0.0018508+0.00039806i,0.0010949-2.4425e-05i,-0.00063599+0.0007321i,-0.0015503+0.0013112i,-0.00061812+0.0013917i,-0.00016976+0.00057427i,-0.0006033+0.00050079i,-0.00025092+0.00071243i,0.00037203+0.00045927i,9.451e-05+0.00070538i,-0.00029028+0.0006872i,0.00056306-5.3574e-05i,0.00035665-3.1759e-05i,-0.00027845+0.00072515i,0.00076729+0.00085951i,0.0017432+0.0003767i,0.0017566-5.7785e-05i,0.00084441-7.8763e-06i,0.00071312+0.00025894i,0.00029457+0.0004484i
0.00067733-0.00087509i,-0.00029664-0.0010179i,-0.0003292-0.0015645i,-0.00046414-0.0014217i,-0.0011054-0.00080935i,-0.0017401+3.7962e-05i,-0.0017966+0.0011035i,-0.0012272+0.0019536i,-0.00037707+0.0013019i,-2.2777e-07-0.00019225i,-0.00040627-0.00023809i,-0.00020332+8.03e-05i,0.00031262-0.00014248i,-0.00044246+0.00094623i,-0.0005464+0.0018246i,-0.00018811+0.0020303i,-0.00046375+0.0016692i,-0.00075989+0.0011983i,-0.00038284+0.00093821i,-0.00041852+0.00018163i,-0.0011026-0.00040349i,-0.00052944-0.00098196i,6.7814e-05-0.00064145i
-0.00036042+0.00041073i,0.0015361+6.4595e-05i,0.0022397+0.00030055i,0.0013753-0.0005291i,0.00097931-0.00082081i,0.00034835-0.00061073i,-0.00022482+8.2011e-05i,-3.5354e-05+0.00045059i,0.00022003+0.0010311i,0.00045214+0.00080695i,0.00073639-0.00049746i,0.00049388-0.00032337i,0.00032603+0.00063758i,0.00035596+0.00040067i,0.00082639-0.00027222i,0.0010326+5.1953e-05i,0.0012513+0.00019013i,0.00057768+0.00011125i,-0.00069246+0.00035031i,-0.0004224+0.00028151i,0.00016191-0.00026866i,-0.00093235-0.0009596i,-0.00086403-0.00091196i
0.0008872-0.0020191i,0.00036591-0.0017881i,-0.00056256-0.00096951i,-0.00097752-0.00069115i,-0.00097131-0.00010501i,-0.00051534+0.0013612i,-0.00013999+0.0019278i,-0.00020479+0.0015134i,0.0005523+0.0010992i,0.00093253+0.0006251i,-7.9022e-05+0.00025619i,-0.00034528+0.00063456i,-0.00026575+0.00047979i,-0.00018313-0.00014045i,0.00030963+0.00028638i,0.00023265+0.00050498i,-0.00015078+0.00065333i,0.0001961+0.00013968i,0.00060779-0.00046911i,0.00049582+0.00048202i,0.00086732+0.0014269i,0.00099083+0.0019407i,0.0004757+0.0012452i
0.0031462-0.0010875i,0.0025138-0.001851i,0.0015739-0.0022002i,0.00032293-0.0014769i,-0.00086758-0.00048567i,-0.0018685+0.0003738i,-0.0016745+0.0009083i,-0.00039996+0.00041007i,-0.00024252-5.5689e-05i,-0.0012441+5.7458e-05i,-0.0011267+0.00027857i,-0.00016739+0.00029504i,0.00020077+0.00041888i,1.1851e-05+0.0012333i,0.00028113+0.0018319i,8.5246e-05+0.0012537i,-0.00047025+3.2498e-05i,-0.00027541-0.00011491i,0.00040191-0.00033955i,0.00099694-0.00053598i,0.00058105-8.5038e-05i,-6.9621e-05-0.00048709i,-0.00016366-0.0009276i
-0.0029788+0.00081754i,-0.002695+0.0010288i,-0.0014932+0.001624i,-0.00035201+0.0017623i,0.00073192+0.0006287i,0.0008698-2.3082e-05i,9.5318e-05+0.00047852i,-0.00025895+0.000608i,-4.1146e-05+0.00092013i,0.00039281+0.0013857i,0.00033122+0.00095773i,0.00021969-0.00039805i,0.00023802-0.0013473i,0.00051166-0.0016796i,0.0013706-0.00083181i,0.00068192-8.5753e-05i,-0.00045542-1.149e-05i,-0.00051176+9.0359e-05i,0.00060956-3.1912e-05i,0.00076321+0.00024961i,-0.00060566-0.00023373i,-0.00075082-0.00090163i,0.00035967-0.000629i
0.00085622-0.0021575i,0.00031322-0.0034564i,0.00044969-0.0037429i,0.0012205-0.0021498i,0.00023986-0.00014298i,-0.00086501+0.00108i,-0.00032114+0.0014332i,0.00073618+0.00069951i,0.0010497+0.00079626i,0.00028368+0.0014459i,-0.00032631+0.00085656i,-0.00027319+0.00021821i,-0.00033078-2.1853e-05i,-0.000228+9.7809e-05i,6.3171e-05+0.00063883i,0.00035426+0.00084056i,0.00023754+0.00044975i,-3.3274e-06-0.00010335i,-0.00012203+9.0641e-05i,-0.00020305+5.7561e-05i,-0.00027861-0.00015822i,-0.00063299+0.00042277i,-0.00069886+0.0011839i
0.00047467-0.00070827i,0.0010082-0.0012537i,0.0020929-0.00061384i,0.0020276-0.00012922i,0.00037081-7.5438e-05i,-0.001005+0.0004038i,-0.0016458+0.0010355i,-0.00099762+0.0014276i,-0.00050119+0.00086918i,-0.00056656+0.00068405i,-0.00061874+0.00017247i,-0.00013836-0.00034354i,0.00028454-7.8233e-05i,0.00058761+7.7072e-05i,0.00027121+0.0001522i,-0.00074936+0.00029849i,-0.0010287+0.0008303i,-0.00092561+0.00097581i,-0.0007084+0.00039262i,-0.00077199+0.00054111i,-0.00050596+0.00092058i,0.00023527+0.00059812i,0.00032225+7.1511e-05i
0.00043918-0.0014501i,-0.00038015-0.0013434i,-0.0021975-0.0009585i,-0.0023221-0.00018916i,-0.00010938+0.0010735i,0.0014086+0.0013196i,0.00069361+0.0010324i,-0.00046776+0.00043853i,-0.00097545+0.00016335i,-0.00047431+0.0005197i,2.7313e-05+0.00035614i,4.5186e-05-0.00023401i,0.0003758-0.00087406i,0.001176-0.00015935i,0.0014951+0.00065966i,0.0014316+0.00041184i,0.0014046+0.00042444i,0.0016839+0.00036857i,0.0014355+0.00023361i,0.0006534+0.00063549i,0.00029203+0.00033265i,-4.0495e-06-0.00027433i,0.00037208+0.00014808i
0.0014865+0.0010654i,0.0017861+0.00094496i,0.0019133+0.00050001i,0.0009613-0.00077795i,2.5334e-05-0.0012548i,-0.00094233-0.00040045i,-0.0017389+0.0004365i,-0.0016183-4.0617e-06i,-0.00079908-4.7845e-06i,-0.00070196+0.00032116i,-0.00082231-0.00069921i,-0.00032332-0.00081147i,-0.00030108-0.00028419i,-7.2978e-05+0.00038346i,0.00022289+0.0012947i,-0.00011732+0.0016015i,-0.0004069+0.000629i,-0.0001912+0.00012629i,0.00046365+0.00027935i,0.00071511+0.0006216i,2.1469e-05+0.00047657i,-0.00027426-0.00037193i,-0.00019566-0.00038204i
-0.002064-0.00085607i,-0.0020839-0.00090067i,-0.0018303-0.00075113i,-0.00040283+8.4043e-06i,0.00096375+0.00097738i,0.0016917+0.0011327i,0.0014125+0.0011809i,0.00088891+0.00087347i,-0.00029123+0.00035188i,-0.00098638+0.00064516i,-0.00028054+0.00079583i,0.00052844+8.2928e-05i,0.00049823-0.0011244i,-1.5979e-05-0.0015381i,0.00054959-0.00058067i,0.0012347+0.00034471i,0.00052017+0.00058243i,-0.0004+8.8667e-05i,-0.000769+0.00024961i,-0.0013166+0.00048643i,-0.0012011+0.00011947i,-0.00055796+9.6702e-05i,0.00036992+0.00051962i
0.00057216+0.00011894i,0.0010634+0.00024579i,0.0010196+0.00035987i,0.00063152+0.00031525i,0.00017381+0.00030237i,-0.00064019+0.00079877i,-0.0012725+0.00062999i,-0.00070958+0.00010296i,-0.00061767+0.00029158i,-0.00016612+0.0010689i,7.5272e-05+0.0010188i,-0.00070441+8.4012e-05i,-0.00048874+1.2365e-05i,0.00062263+0.00026338i,0.0011167+2.3165e-05i,0.00064167+0.00033369i,0.00022844+0.00021309i,0.00032607-0.00028729i,0.00060869+3.2433e-05i,2.3203e-05+0.0004007i,-0.00060993+0.00032122i,-0.00065094-0.00021589i,-0.00074541-0.00086545i
0.00021495+0.0018672i,0.00060747+0.0021461i,0.0010207+0.0015561i,0.0009207+0.00070526i,1.2257e-05-0.00018778i,-0.00016702-0.0010209i,0.00043561+0.00011677i,0.00069549+0.001319i,0.00030777+0.00066006i,-0.00094366+0.0001026i,-0.0010617-0.00025868i,-0.00052132-0.00053602i,-0.00011083-4.0704e-05i,-4.5732e-05+0.00027624i,-0.00044032+0.00025641i,2.0158e-05+0.00022175i,0.00096519-0.00025204i,0.0011865-8.0189e-05i,0.000571+0.00035185i,0.00027363-0.00013803i,0.00013795-0.00040926i,-6.2994e-05-0.0001868i,-0.00090307+0.000209i
-0.0020068-0.00036202i,-0.00028482-0.00092226i,0.00089956-0.0010905i,0.0014135-0.00059971i,0.0010945-9.6702e-05i,0.00070389+0.00050545i,-0.00029076+0.00060404i,-0.0006963+0.00052955i,-6.0152e-05+0.00021061i,-0.00021131-0.00028404i,-0.00049662-0.0006908i,0.00028147-0.0011363i,0.00075463-0.00040325i,-0.00034971-0.00013288i,-0.00081549-0.00026554i,-0.00072487+0.00035353i,-0.00076469+0.00094809i,-0.00067967+0.00064277i,-0.00051606+0.00037297i,-0.00067156+6.4398e-05i,-0.00094148-8.9581e-05i,-0.00091843+0.00058612i,-0.0010641+0.00041681i
0.0007688-0.0005859i,0.0011209-0.00012168i,0.00011485-0.00016396i,-0.001014+0.00023281i,-0.0013489+0.00052501i,-0.0012451+0.0010073i,-0.0013026+0.00062886i,-0.00049979+0.0004115i,0.00031843+0.0010689i,8.7728e-05+0.00081577i,3.9473e-05+0.00059519i,0.00024698+0.00066669i,0.00025129+0.00079233i,0.00059317+7.0886e-05i,0.00066668-0.00026015i,0.00039778+0.00071797i,0.00042174+0.0014673i,-0.00034267+0.0013801i,-0.00076402+0.00087495i,-0.00026114+0.00075235i,-0.00035683+0.0014242i,-0.0007404+0.0011697i,-0.00037679+0.00048353i
0.0006718+0.0010843i,0.0013045+0.00045175i,0.0011168-1.0372e-05i,0.0011702-0.00036238i,0.00081587-0.00057269i,-0.00082722-0.00044777i,-0.0014017+2.7741e-05i,-0.00065942-0.00011442i,0.00030367+0.00032884i,0.00055938+0.00031648i,0.00039604-0.00034152i,-4.0945e-05+0.00014642i,-0.00018126+0.00020693i,2.9265e-06-0.00059684i,-0.00015272-0.0011143i,-0.0001728-0.00059547i,-0.00027843+0.00022449i,-0.00010461-0.00012405i,-0.00017837-0.00039977i,-0.00055593-0.00034241i,-0.00039451-0.00039767i,0.00015959-5.9571e-05i,0.00054212+0.00021349i
0.00047422+0.0010199i,0.00078004+0.002158i,0.00061567+0.0015873i,0.00025364+0.00049057i,-0.00033153+0.00022197i,-0.00087262+0.00065077i,-0.0013618+0.0012835i,-0.0015018+0.0012216i,-0.00053844+0.0012537i,5.794e-05+0.0010533i,2.3533e-06+0.00063708i,0.0001657+8.1016e-05i,0.00059564-0.0003748i,0.000705-0.00043039i,-0.00030603-0.00069385i,-0.0010925-0.00069478i,-0.00059598+0.00012009i,-0.00075963+0.00085729i,-0.00080724+0.00048976i,6.2415e-05+0.00034018i,0.00052049+0.00078534i,0.00061465+0.00078711i,0.00099537+0.00049606i
0.00095667-0.0018839i,0.00020692-0.0026213i,0.00023529-0.0031306i,-0.00040131-0.0019193i,-0.0012519-0.00093077i,-0.00067535-0.00067517i,0.00011558+0.00045417i,-0.00067691+0.0012697i,-0.0011794+0.00047842i,-0.0006499-0.00020388i,-0.00021208-0.00043663i,-0.00020461-0.00034509i,-0.00033069+7.1958e-05i,-0.00035977+0.00073706i,-6.2428e-05+0.0010097i,0.00011176+0.00024679i,-0.0001818-0.00020857i,-0.00054981+0.00013405i,-0.00074538+0.0003946i,-0.0007397-1.9897e-06i,-8.3622e-05-0.00011649i,0.00016699+9.8909e-05i,8.0446e-06+0.00043269i
0.0020718-0.0009236i,0.0018232-0.0012332i,0.00069644-0.00069057i,-0.00095889-0.00026809i,-0.0020594+0.00010327i,-0.0021023+0.00090953i,-0.0012609+0.0009436i,-0.00073432+0.0013171i,-0.00050281+0.0014425i,-0.00017543+0.0002873i,0.00021638-4.7784e-05i,0.00041172+0.00054898i,-0.00019234+0.00028911i,-0.0003818-0.00011099i,-0.00013768-0.00077279i,0.00046985-0.00049551i,0.0014178-0.00036859i,0.0013997-7.7908e-05i,0.0010766+0.00034147i,0.00037523-0.00017458i,-0.00025521-0.0011391i,-5.4133e-05-0.00067229i,-6.8397e-05+0.00020354i
0.00073939+0.00016612i,0.00016243+0.00074255i,-7.5314e-05-0.00038033i,0.00077858-0.0013822i,0.00039502-0.00093413i,-0.00053705-7.1826e-05i,-0.00028264+0.00065039i,9.9439e-05+0.00089961i,0.00017949+0.00056639i,-0.0001053+0.00012144i,0.00024752+0.00048792i,0.00010379+0.0007173i,-0.00064004+0.0002316i,-0.00088436+0.00072896i,-0.00037434+0.0011189i,-4.2558e-05+0.00077197i,-0.00051371+0.00035774i,-0.00023313+4.3652e-05i,0.00037009-0.00020484i,0.0011069-0.00011504i,0.00069096+0.00038291i,-0.00097242+0.0004316i,-0.0010236+0.00037168i
-0.0015354-0.0010101i,-0.0020362-0.0011148i,-0.0017369+0.00042665i,-0.0015718+0.0017943i,-0.0010174+0.0023157i,1.7467e-06+0.0020008i,-0.00013938+0.0013021i,-0.00053553+0.0011686i,-0.00038145+0.0011237i,-0.00053143+0.00087545i,-0.00046226+0.00062912i,-0.00073015-0.00029341i,-0.00035865-0.00031567i,-2.0854e-05+0.00011669i,0.00058497+0.00057864i,0.0010843+0.0017857i,0.00099619+0.0020331i,0.00041308+0.001401i,-0.00026353+0.0010786i,-0.00040242+0.0012935i,-0.00010904+0.00097636i,-0.00065776+1.8075e-06i,-0.00092642-0.0002555i
0.00035419+0.0014373i,0.0010981+0.00031676i,0.0015861-0.0011467i,0.0012649-0.0016349i,0.00095116-0.0017084i,0.00072588-0.0010032i,0.00041192+0.00050171i,0.00034682+0.0007878i,0.00063636+0.00030158i,0.00049652-0.00021317i,-0.00048647-0.00027941i,-0.00091365-0.00068361i,-0.00054381-0.00090982i,-0.00025389-0.00039379i,3.2101e-06+0.00019857i,0.00035669+0.00039936i,0.00047246-0.0001295i,-3.3276e-05-0.00059449i,-0.00068318-0.00014667i,-0.00072485+0.00019294i,-0.00024839-6.9631e-05i,-0.00022377+0.00041912i,-0.00026639+0.0012495i
0.0017831+0.00081654i,0.0012353-0.00026103i,0.0014557+0.00015312i,0.00073007+0.00046874i,-0.00081317+0.00032946i,-0.0017726+0.00097841i,-0.0019849+0.0023273i,-0.0013361+0.0022539i,-0.00051388+0.0010335i,-0.00025465+0.00073574i,0.00010226+0.0010728i,0.00030489+0.00037176i,0.00013899-0.00076928i,-3.3131e-06-0.0003806i,-0.00092501+0.00069187i,-0.00088296+0.00077777i,-0.0003309-1.5507e-05i,7.1234e-05-0.00070545i,0.00052751-0.00080437i,-0.00012878+0.00016739i,-0.00023807+0.00061311i,0.00044455-0.00025037i,0.00029041-0.0001838i
0.0010166+0.0012637i,0.0010204-2.1344e-05i,0.0009008-0.0016373i,0.00042539-0.0018332i,0.00030913-0.00057937i,-8.0391e-05-0.0006219i,-0.0010218-0.00050444i,-0.00079443+0.00058791i,0.00012369+0.00076335i,0.00063613+0.00078213i,-0.000236+0.00054108i,-1.3333e-05-3.2634e-05i,0.0010564-0.00033454i,0.00041493-0.00033854i,-0.00049044+0.00025104i,-0.00041133+0.0009854i,-0.00068367+0.00085565i,-0.00054222+0.00080476i,0.00013188+0.0017059i,0.00019909+0.0013945i,0.00020536+0.0004505i,0.00028545+0.00054728i,0.00033961+0.00072686i
0.001514+0.00033947i,0.00049869+0.00010443i,7.2026e-05-0.00017589i,-0.0004365-0.00091471i,-0.0015288-0.00045909i,-0.0026614+0.00018838i,-0.002643-3.4155e-05i,-0.0018117+0.00069862i,-0.0006695+0.0013871i,-0.00010234+0.00077638i,-0.00017548-0.00033139i,-0.0005058-0.00078098i,-0.0005779-0.00074356i,0.00011861+0.00027375i,0.0002841+0.00042834i,-0.00012987-0.00014908i,0.0004046-0.0002989i,0.00054838-9.7907e-05i,-0.0003262+0.00082437i,-0.00020744+0.0011748i,0.00054974+0.0012396i,0.00053704+0.00092516i,-0.00016232-9.9894e-05i
0.0020833-0.00019657i,0.0023453-5.6514e-05i,0.0023202-0.0006106i,0.0012795-0.0014448i,0.0008354-0.0012543i,0.00060898-0.00023695i,-0.00014591-4.0311e-05i,-8.0169e-06+0.00016553i,0.00011204+0.00096336i,-0.00035779+0.0010033i,-0.0011284+0.00055502i,-0.00080425+0.00098273i,-0.00020285+0.0014642i,-0.00052409+0.00070256i,-0.0011001+0.00034305i,-0.00099844+0.00092187i,-0.00038816+0.00053178i,0.00048105-0.00018518i,0.00063279-0.00018043i,0.00055453-2.73e-05i,0.00034318-0.00029475i,-0.00016005-0.00013584i,0.00020821+0.00064775i
-0.0014811-0.00028503i,-0.001556-0.0004083i,-0.001362-0.00056118i,-0.00076803+0.0005627i,-0.00026291+0.00091237i,-0.00060042+0.00075795i,-0.00076342+0.0015352i,-0.00040619+0.0019908i,-0.00010242+0.0011688i,-8.1603e-05+0.00075045i,8.4075e-05+0.00098806i,0.00019001+0.0010893i,4.6657e-05+0.00056155i,0.00032481-0.00054185i,0.00022339-0.0004573i,0.00024455-9.9229e-05i,0.00039823-0.00028652i,-1.4256e-06-0.00038644i,-0.00023439-0.00030329i,-0.00046578-0.00028243i,-0.00035571-0.00019096i,0.00020513-0.00010884i,0.00046182+4.7832e-05i
0.00057799+0.00011576i,0.0015104-0.0011445i,0.0016405-0.0016019i,0.00096937-0.0016644i,0.00081379-0.0010569i,-0.0001541+0.00042334i,-0.00061071+0.0014911i,-0.00016207+0.0014687i,0.00049083+0.00024871i,0.00063344-0.00091551i,0.00041005-0.00091728i,0.00040243-0.0005447i,0.00050445-3.5998e-06i,0.00076423+0.00083657i,0.00061318+0.00061997i,0.00062331+0.00018033i,0.00063342+0.00021722i,0.00070963+0.00059467i,0.00055934+0.0010125i,-0.00034751+0.00047955i,-0.0005428+8.529e-05i,-0.00050107-0.00042249i,-0.0008122+0.0003644i
0.0015399-3.8407e-05i,0.0020215+0.0011295i,0.0020429+0.00060164i,0.0013437-0.00066896i,0.00049326-0.00064236i,4.1916e-05-2.6752e-05i,-0.00084335+0.00064103i,-0.0019318+0.00060761i,-0.0011738-8.9675e-05i,1.2056e-05-0.0011531i,0.0001084-0.0015691i,-0.00022597-0.0011441i,-0.00023224-0.00056138i,-0.0006217-2.0185e-05i,-0.00029543+0.000256i,0.00015375-3.774e-05i,-0.00015008+8.2e-05i,0.00048026+0.00072026i,0.00032158+0.00076223i,-0.00084925+0.00022274i,-0.00086141+7.5926e-05i,-0.00047834-0.00012943i,0.00016501-0.00067247i
0.0012561-0.00079923i,0.001464-0.0012575i,6.342e-05-0.00092015i,-0.00078704-0.0012429i,-0.00063827-0.0012125i,-0.00096553-0.00016355i,-0.0016752+0.00067372i,-0.0015823+0.00042878i,-0.0004832-0.00018228i,0.00012584-0.00016029i,-8.8323e-05+0.00025754i,0.00030817-0.00051413i,0.00035033-0.00096499i,1.9558e-05-0.00026283i,0.00029936+0.00038829i,0.00010419+0.00069123i,0.0003299+0.0012665i,0.00066776+0.0011147i,-0.00026138+0.00058637i,-0.00094351-0.00029605i,-0.00070114-0.00095473i,-0.00052922-0.00057483i,0.00028088+6.8883e-05i
0.00020783+0.00085049i,-1.5087e-05+0.00040956i,0.00024172-0.00016404i,0.00058849-0.00044735i,0.0010987-0.00028091i,-4.0288e-05-2.6031e-05i,-0.0010975+0.00040755i,-0.00097813+0.0013333i,-0.00039048+0.0010449i,0.00029404+0.00046618i,0.00032753+0.00018345i,-0.00042442-7.4111e-05i,-0.00076958+0.00020462i,-0.00084068+8.126e-05i,-0.00015446-0.00059299i,0.00057004-0.00069473i,0.00070081-3.5038e-05i,0.00023599-0.0001073i,-0.00060829+8.1243e-05i,-0.00027235+0.00061422i,9.7576e-05+0.001142i,-0.00023606+0.0010178i,0.00010731+0.00075277i
0.00032588-0.00027256i,0.00045665-0.00063141i,6.8041e-05+0.00054351i,-0.00043595+0.0012868i,-0.0005931+0.00056668i,-0.0011264-0.0011193i,-0.00097307-0.00088828i,-0.00032123+0.0012686i,0.0005468+0.0020498i,0.00077006+0.00065435i,-0.00022694-0.00048035i,-0.0012707-0.00074083i,-0.0009634-0.00097639i,4.4133e-05-0.001276i,0.00012655-0.0011479i,-0.00022655-0.00070044i,3.9647e-05-5.2325e-05i,0.00034723+0.00019106i,0.00029605+0.00059154i,-0.00019588+0.0010715i,-0.00015954+0.00073998i,0.00031728+0.00027199i,-0.00014346-6.6154e-05i
0.00066973-0.0013819i,8.3423e-06-0.00073439i,0.00081585-0.0013438i,0.00071923-0.0012792i,0.00069536+0.00035393i,0.00047343+0.0015403i,-0.00050662+0.0018522i,-0.00085688+0.0017042i,7.7073e-05+0.0010843i,1.4284e-06+0.00016109i,-0.00052611-0.00019854i,-0.00026048+0.00084018i,0.00034522+0.0016147i,0.00067318+0.0010263i,3.8885e-06+0.00058407i,-0.00037557+0.00065878i,7.3588e-05-0.00010296i,-0.00022729-7.4404e-05i,5.0162e-05+0.00066102i,0.00049279+0.00064342i,0.0002509+0.00036522i,-0.00050959+0.00021799i,-7.3864e-05+0.00028039i
-0.00020647-0.00077318i,0.00056456-0.001427i,0.00029029-0.0016156i,3.5849e-06-0.0011413i,-0.00035802+0.00026851i,-0.00054085+0.0014756i,-0.00069196+0.0018017i,-0.0013487+0.0007048i,-0.0012662+2.1138e-05i,-0.00034575+0.00029589i,0.00038679-2.1502e-05i,0.00081942-0.00058467i,0.00084968-0.00042678i,0.00096111+0.00056107i,0.0014688+0.00079579i,0.0014826+0.00089801i,0.00075783+0.0012561i,-0.00018975+0.0012454i,-0.00075306+0.00078191i,-0.00027507+0.000143i,0.00032062-0.00036519i,0.0006035-4.9556e-05i,0.00069067+0.00062936i
-0.0016683+0.00013003i,-0.0020648+0.0016351i,-0.0017439+0.0027634i,-0.00097437+0.0017882i,-0.00030567+0.00069988i,2.2021e-05-0.00019918i,0.00035368-0.00047376i,0.00018616+0.00049773i,5.295e-06+0.0014939i,0.00013918+0.00083998i,0.00029117-0.00015888i,0.00063998-0.00010509i,0.00063398+0.0009824i,0.00042555+0.0010334i,0.00052166+0.000515i,0.00067136+9.301e-05i,0.00048199-0.0003723i,-5.245e-05-0.00016947i,-4.681e-05-1.0323e-05i,0.00028041+0.0004064i,-3.0873e-05+0.00082471i,-0.00019393+0.00078401i,5.3539e-05+0.00055613i
0.0034243-0.0014008i,0.0040821-0.0024186i,0.003413-0.0029429i,0.0014979-0.0018769i,-0.00041757-0.0011467i,-0.00068314-0.00043478i,-0.00095596+1.5269e-05i,-0.00049869-4.4845e-05i,0.00065287-0.00037179i,8.9617e-05+0.00016831i,-0.0011313+0.001148i,-0.00095701+0.00013152i,-0.00060523-9.7412e-05i,-0.00049535+0.00071562i,-0.0003151+0.00044185i,-0.00019774-5.4011e-05i,-0.00045926-0.00021852i,-0.00032944+7.2868e-05i,0.00071684+0.0012087i,0.00098948+0.0011291i,0.00043281+0.00053491i,0.00034252-0.00015696i,0.00037325-0.00059081i
0.0030979+0.00098005i,0.0033499+0.0010099i,0.0025407+2.1368e-05i,0.001342-0.0013696i,0.00013207-0.0012269i,-0.00063984+0.00045117i,-0.0018431+0.0022083i,-0.0012269+0.0019196i,0.00034232+0.00074563i,0.00064958-3.3868e-06i,0.00018423-0.00072153i,-0.00029611-0.0010689i,-0.00066113-0.00027061i,-0.00029251+0.0010582i,-6.8802e-05+0.0014661i,0.00013192+0.00083482i,0.00043909+0.00041693i,0.0007455-0.00032235i,0.0012408-0.00072381i,0.00071658-0.00070309i,0.00022362-0.00042354i,0.00014557-0.00064893i,0.00033759-0.0012546i
0.00068291-0.0013196i,0.00077013-0.0015656i,0.00025898-0.00093866i,-0.0017681+7.0406e-05i,-0.0026194+0.00025428i,-0.0012461+0.00068256i,-0.00084501+0.0010487i,-0.001069+0.00012864i,-0.0010287+1.6574e-05i,-0.0011153+0.00057831i,-0.00087383+0.00082024i,-4.2374e-05+0.00067577i,-0.00010644+0.00044477i,-0.0004923+0.00019783i,-0.00034542+0.00069899i,-0.00039352+0.0012017i,-0.00032333+0.00067679i,-0.00010252+0.00045867i,0.00012069+0.0005766i,0.00078063+0.00062431i,0.00037438+0.00044369i,-0.00045598+0.00048698i,-8.0034e-05+0.00055787i
0.00028519+0.00083015i,0.0013909+0.0011279i,0.00169+0.00085275i,0.0011713+0.00055498i,0.00072052+0.00025669i,-0.00050635-4.5646e-05i,-0.0017625+0.00015882i,-0.0018731+0.00041381i,-0.00053454+0.00035803i,0.00091947-0.00031651i,0.00071559-0.0010138i,0.0004496-0.00085106i,-0.00035007-0.00057844i,-0.00014026-0.00049744i,0.0012611-0.00087287i,0.00064753-0.00028064i,-0.00064268+0.00063236i,-0.00064348+0.0011578i,-0.00039582+0.0012239i,-0.00073858+0.00085729i,-0.00057623+0.00023361i,-0.00030629-0.00074766i,-0.00057379-0.00049522i
0.0014453+0.001124i,0.00069655-4.3365e-05i,0.00015904-0.0011147i,-0.00020343-0.00093188i,-0.0012885-0.0004714i,-0.0015594+2.5468e-05i,-0.0005198+0.00096345i,0.00036745+0.00086681i,0.0010502-6.7832e-06i,0.0013168-0.0001245i,0.00067702+0.00035643i,-0.00031044-5.6847e-05i,-0.00062168-0.00078808i,-0.00030408-0.00032773i,-0.00016853+0.00024693i,-0.00016246+0.00053247i,-0.00010344+0.00093577i,-8.4914e-05+0.00099064i,-0.00041271+0.00046896i,-0.00074017+1.9113e-05i,-0.00036314+3.0599e-05i,0.00017754-6.3319e-06i,0.00031223+0.00038114i
0.00032401+0.0015662i,0.00073447+0.001062i,0.0016567+0.00091999i,0.0013821+0.0013105i,0.00035671+0.0010243i,-0.00051398+0.0010123i,-0.0010805+0.0012067i,-0.0013116+0.0007435i,-0.00075525+0.0006594i,-0.0005403+0.00026782i,-0.00029942+0.00040266i,-0.0001174+0.00078669i,0.00013201+0.0008465i,-0.00011631+0.00022126i,-0.00071482-0.00068546i,-0.00036664-0.00041239i,0.00025953+0.00024465i,-0.00015499+0.00034636i,-0.00030713+0.00027796i,0.00030592+0.00047996i,0.00052289+0.00078084i,0.00064657+0.00090151i,0.00091218+0.00084251i
