-0.00030612+0.0008875i,-0.00040312+0.00076871i,-0.001656-0.00033241i,-0.00053983-0.0011527i,-0.00034844-0.0010372i,-0.0014878+9.7404e-05i,-0.00077193+0.0014341i,0.00067268+0.0017988i,0.0013812+0.00076004i,0.0015086+0.00038234i,0.00078379+0.00067972i,0.00062377+0.00068702i,0.00051262+0.00012575i,-0.00037462-0.0007017i,-0.00074013-0.0002485i,3.089e-05+0.00040558i,0.00059283-0.000113i,-0.00018046-0.00013502i,-0.0008352-6.3056e-05i,1.5558e-05-5.315e-05i,0.00047701+9.8162e-05i,0.00020647+0.00026357i,-0.00054011+0.00015196i
-0.00035931+0.0010718i,-0.00046171+0.0012161i,0.0014853+0.00070171i,0.0021968+0.00036527i,0.0013182+0.00019358i,0.00039315+0.00021709i,-0.00025553-0.00032901i,-0.00038671-0.0004084i,-0.00023565+0.00040118i,0.00028923+0.00051035i,0.00067106+8.4152e-05i,0.00072383-0.00047014i,0.00041868+0.00015216i,0.00059007+0.00043933i,0.00063511+2.0024e-05i,0.00072975-0.0003638i,-8.4686e-05-0.00059921i,-0.00077789-9.7986e-05i,-0.0001554-5.5997e-05i,0.00034345-0.000362i,4.0083e-05-9.3409e-05i,-0.00061316+1.8095e-05i,-0.0012745-0.00020955i
-8.1305e-05+0.0016743i,0.00093042+0.0017152i,0.00071944+0.0018185i,0.00069503+0.00086933i,0.00070884+0.00035771i,0.00044073+0.00054304i,0.00051393+0.00078006i,0.00021802+0.00071965i,0.00020623+0.00084308i,9.1404e-05+0.0016151i,0.0005743+0.0020577i,0.00096618+0.0007537i,-0.00019275-0.00056073i,-0.00092831-0.00038387i,-0.00071738+0.00016413i,-0.00064474+0.00080624i,-0.00063867+0.00041011i,-0.00075898-0.00010989i,-0.00033758+0.00020385i,0.00029211+0.00050473i,0.00046302+0.00017228i,5.1357e-05-0.00018123i,-0.00037619-9.6969e-05i
0.0011113-0.00037234i,0.00010909-0.00088215i,0.00013437-0.0011199i,0.00034104-0.00018096i,-7.6783e-05-0.00018273i,-0.00071317-0.00056602i,-0.0006256-0.0001296i,0.00023488+0.00056194i,0.0007378+0.0003025i,0.00073899-0.0006724i,0.00063406-0.00071178i,0.00013697-0.00057989i,-3.1477e-05-0.0012493i,0.00025406-0.00092088i,-0.00042569-0.00047283i,-0.0013364-0.00097502i,-0.00076463-0.0011583i,-0.000609-0.00095018i,-0.00045307-0.00075391i,9.3024e-08-0.00010525i,-0.00015416+0.0011906i,0.00036917+0.0012974i,0.00069126+0.0010118i
0.0017672-0.0024428i,0.0011185-0.0025224i,0.00062216-0.0035013i,6.2683e-05-0.0020874i,-0.00066006-0.00074972i,-0.00062963+0.00029467i,0.00017706+0.00069069i,0.00037478+0.00036566i,0.00025146+0.0005032i,-0.00039117+0.00052835i,-0.00099591+0.00072804i,-0.0005256+0.00049547i,0.00061241-0.00037711i,0.00025436-0.00022629i,-0.00089732-0.00011286i,-0.00049313-0.0011941i,0.00068663-0.0015259i,0.00064285-0.00044184i,0.00033722+3.2818e-05i,0.00037098-0.00010242i,0.00026796-0.00014852i,8.2576e-05-0.00010072i,-0.00058407+0.00027388i
0.0019288-0.00064738i,0.0026894-0.00050521i,0.0022661-0.00072094i,0.0021179-0.00075131i,0.0017705-0.00032266i,0.00058656+0.00034873i,0.00035256+0.00022562i,5.9e-05+7.5343e-05i,-0.00056176-0.00044916i,-0.00064441-0.00069701i,-0.00023188-0.00045671i,0.00038762-0.00056431i,0.00089926-0.0006549i,0.00097158-0.00053419i,0.0007607-0.00074292i,0.0008867-0.00081724i,0.00062588-7.22e-05i,-0.00020579+0.00064194i,-2.4283e-06+0.00056745i,-0.00017407+0.00031721i,-0.00059044+0.00024738i,-3.6961e-05+8.5611e-06i,0.00040301+9.0201e-05i
-0.0004539-8.734e-05i,-0.00046383+0.0009093i,-0.00043602+0.00096275i,0.00021061-0.00058685i,0.0012939-0.0015655i,0.0010955-0.0015445i,1.9536e-06-0.00022163i,-0.00024534+0.00071279i,-0.00044603+0.00082043i,9.3627e-05+0.00063114i,0.00018341-0.00012281i,-0.00022647+5.1696e-05i,5.6803e-05+0.00044158i,3.5005e-05-0.00040602i,-0.00041478-0.00036642i,-0.00091826-0.0001628i,-0.0008296+0.00014845i,-0.00096838+0.00050562i,-0.0011751+0.00064638i,-0.00051065+0.00028206i,0.00011167-0.00019909i,0.00021183-0.00010306i,0.0001936-0.00010248i
0.0009587+0.0012483i,0.00067201+0.0012388i,-0.00056056+0.001958i,-0.0001345+0.0018322i,0.0013929+0.00083344i,0.0011544-0.00015021i,-4.8791e-05-0.00076198i,-0.0004754-0.00061483i,-0.00046205+0.00028668i,-0.00066829+0.00064248i,-0.00070973+0.00034346i,5.3968e-06+0.00025142i,0.00021612+0.00019856i,0.00036695-0.00036344i,0.00066734-0.00072702i,-0.00061098-0.0002007i,-0.0014263+0.00022121i,-0.00044728+0.00090332i,9.9207e-05+0.0014977i,0.0003667+0.0010488i,0.00035335+0.00027245i,0.00023863-7.3424e-05i,0.00026059-0.00060727i
0.0019341+0.0014262i,0.0016613+0.00032282i,0.0023743-0.0010487i,0.0029673-0.0011093i,0.001895-0.00071527i,0.00090461-0.0004824i,0.00018747-8.8398e-05i,-0.00027324+0.00025543i,-0.00014455+0.00013488i,0.00025857-0.00059815i,6.9161e-05-6.0747e-05i,-0.00056756+0.00064459i,0.00029629+0.00015589i,0.0015466-0.00034495i,0.0012877+0.00019641i,0.00068755+0.00057576i,-3.8527e-06+5.7113e-05i,-0.00076126-0.00088073i,-0.0010453-0.0015766i,-0.0004119-0.0010532i,0.00023646-6.9028e-05i,0.00013675+0.00043295i,-2.789e-05+0.00020991i
0.0026082+0.00034796i,0.0026462-0.00027407i,0.0035709+4.4963e-05i,0.0021239-0.00078087i,0.00082421-0.0016837i,4.2616e-05-0.0012806i,-0.00014958-0.00086438i,0.0005253-0.00072963i,0.00048475-0.00033093i,0.0006117-0.0004325i,0.00084957-0.00014416i,0.00092328+0.0001723i,0.00077993-0.0005324i,0.00063324-0.0008566i,0.00039526-0.00095293i,0.00023291-0.00089322i,0.0003402-0.00087841i,-0.00017097-0.00027841i,-0.00022114+0.00079027i,0.00086463+0.00059241i,0.0010385-0.00030283i,0.00016405-0.00022984i,-0.00052717-0.00069349i
0.00095969+0.00087749i,0.0021502+0.000934i,0.0018589+0.00093727i,0.00096001+0.00095236i,0.00021552+0.00062118i,-0.00039873+0.00073755i,-0.00042127+0.00096811i,0.00061942+0.00040913i,0.00085306-0.00016136i,0.00025541+0.00029631i,1.8234e-05+0.00096893i,-0.00053253+0.00021052i,-0.00073502-0.00067571i,-0.00076099-0.00093875i,-0.00047262-0.0007857i,-1.9982e-05-0.00043348i,0.00013102-0.00020545i,0.00032725-0.00012122i,0.00030699-0.00012974i,0.00027473-0.00046761i,0.0004788-0.00058555i,8.4227e-05-0.00090666i,-0.00052998-0.0011424i
-0.00013511+0.001725i,-0.0011941+0.001484i,-0.00129+0.0016503i,0.00045998+0.0013895i,0.0013878+0.001178i,0.00055221+0.0011329i,0.00020938+0.00050104i,0.0006595+0.00029365i,0.00057444+0.00066199i,0.0010821+0.00094691i,0.0013367+0.00045523i,0.00072881-0.00014194i,0.00043135+0.00010909i,1.7926e-05+0.00068264i,-5.7075e-05+0.00053722i,0.00070428+0.00028706i,0.0011458+0.00015597i,1.379e-05+0.00030307i,-0.00053153+0.00035568i,-0.00021164+0.00054091i,-0.00045876+0.00046489i,-0.00025901+0.00027741i,5.1666e-05-0.00031263i
0.00022467-0.0012557i,0.00028151-0.0017541i,-0.00011691-0.0013256i,-0.00051252-0.00027206i,-0.00059758+0.00040423i,-6.0385e-05+0.00025608i,-0.00023376-0.00020582i,-0.00081679-0.00052254i,-0.00051107-0.00044252i,-0.00051053-1.6563e-05i,-0.00025745+0.00015027i,-0.00012205-0.00036842i,5.1229e-06-0.00048653i,0.00030726-0.00094384i,-0.00048076-0.00078564i,-0.00066391-0.00024654i,5.663e-06-0.0001947i,-0.00029663-3.5444e-05i,-0.0012732-0.00048955i,-0.0010207-0.00084348i,-0.00017209-0.00047861i,0.00012613-0.00017969i,-0.00069446+5.9254e-05i
-0.00018996-0.00049247i,0.00016738-0.001223i,0.00021094-0.0016604i,-0.00035055-0.0015763i,-0.000915-0.00061478i,-0.0010311+0.00058434i,-0.00054734+0.00080927i,-6.9958e-05+0.00035891i,0.00054288-0.00014413i,0.00058103-0.00020069i,0.0005023-0.00015209i,0.00087667-0.00028421i,0.0013684-0.00056141i,0.00077132-0.00034026i,0.00062504-0.00046956i,0.00059372-0.00056918i,-0.00039424-0.00028777i,-0.00088608-5.2724e-05i,-0.00021554+0.00025341i,0.0006949+0.00020302i,0.00055463+3.8613e-05i,0.00046387-0.00073661i,0.0002062-0.0015374i
-0.0015605+0.0013679i,-0.0011987+0.00090072i,-0.00090936+0.0013225i,-5.0318e-05+0.0014119i,0.00070441+0.00058295i,0.00038153+0.00042797i,7.1593e-05+0.00057i,0.00051539+0.00035327i,0.00061997-3.9756e-05i,1.768e-05+0.00036337i,6.6884e-05+0.00069693i,0.00073459+0.00036751i,-0.00010086+0.00023947i,-0.00088413+0.00044842i,-0.00062602+0.00047911i,0.00015338+0.00043885i,0.0010982+0.00024324i,0.001248-0.00049499i,0.00051291-0.00090789i,0.00036087-0.00079238i,0.00046866-0.00050368i,4.5442e-05-0.00079115i,9.4831e-05-0.0002755i
0.0011371-0.002354i,0.0013895-0.0027061i,0.0014921-0.002225i,0.00070919-0.0020946i,-0.00024565-0.0014931i,-0.00038888+8.8612e-05i,-0.00021618+0.00032517i,0.00018443+0.00011209i,0.00080193-6.3789e-05i,0.00033595-0.00015719i,7.3612e-05+0.0001871i,0.00054184-2.5575e-05i,0.00083794-0.00018674i,0.00029927-0.00026787i,-0.00028184-0.00047436i,-0.0001206-9.2369e-05i,0.00070965+2.3155e-05i,0.0006156+0.0005988i,-0.00055189+0.0012998i,-0.00019074+0.00095564i,0.00014075+0.0003967i,-9.8463e-05+0.00037486i,6.4332e-05-0.00023138i
0.0022937+0.00045525i,0.0023916+0.00063998i,0.0022909+0.00040248i,0.001208-0.00063266i,0.00039124-0.00071744i,-0.00032393-2.4202e-05i,-0.0003936+0.00036773i,-6.7912e-05+0.0001827i,1.5005e-05-0.00025964i,0.00035515-0.00027698i,0.00055556+5.746e-05i,1.3689e-05+9.4653e-06i,-0.0005832-0.00033466i,-0.00058444-0.00029567i,-0.00045818-0.00016282i,-0.00037804-0.00019765i,-3.0617e-05+0.00032345i,0.00056949+0.00071418i,0.001136+0.0007878i,0.00089908+0.00076588i,0.00095765+0.0003559i,0.00050466+2.0424e-05i,-0.00045682-0.00023198i
0.0020563-0.0012876i,0.0014309-0.0008513i,0.0016262-0.00047202i,0.0017925+0.00039604i,0.00061442+0.00021626i,-0.00063208-0.0001608i,-0.00065636+0.00046437i,0.00051444+0.00015653i,0.00049829-0.00080123i,-0.00025903-0.0011936i,-0.00030307-0.00063694i,0.00053655+0.0005789i,0.0006737+0.00036045i,-6.6122e-05-0.00046185i,-6.9185e-05-0.00047011i,-0.00021098+0.00035698i,-0.00033387+0.0011092i,0.00013064+0.0013731i,0.00012997+0.00077328i,0.00027714-0.00023253i,0.00080915-0.0004629i,0.00059114+0.00019782i,4.1357e-05+0.00034074i
-0.0023732-0.00039225i,-0.0017606+0.0009373i,-0.00097677+0.0009621i,-0.00010757+6.0786e-05i,0.00075469-0.00057764i,0.0013341-7.7972e-05i,0.0009933+0.00067134i,-8.9011e-05+0.00028559i,-0.00068228-0.00019714i,-0.00096546+0.00012655i,-0.00075383+0.00031972i,-0.00044341-7.6585e-05i,0.00011125-0.000216i,0.00032812-0.00015647i,1.1198e-06+0.0010453i,-0.00023565+0.00088692i,1.2586e-06-0.00047245i,0.00073502-0.00052114i,0.00058942+0.00019012i,-0.00042708-0.0001138i,-0.00060959-0.0005465i,-0.00034493-0.00020849i,0.00020984-0.00032909i
-0.00039829+0.00026523i,-0.00015174-0.00036386i,-0.00050909-0.00036973i,-0.00017771+1.5484e-05i,0.00024531+0.00068833i,0.00026686+0.0002818i,-0.00023847-0.00052359i,-0.00064345-0.0011683i,-0.00039189-0.0010649i,-0.00012114-5.1828e-05i,0.00015609+0.00033909i,-0.00017285-0.00025678i,-0.00084503-0.0005946i,-0.00090495-4.0627e-05i,-0.00025594-0.00019771i,-0.0001131-0.00084316i,-0.00050309-0.00068366i,-0.0012311-0.00016343i,-0.00092086+0.00052946i,0.00037387+0.00049896i,0.00087632-0.00042844i,0.0004762-0.00076391i,0.00068449-0.00019164i
-8.7021e-05-0.00018385i,-0.00022781+9.9808e-05i,-6.0101e-05+0.00045345i,-0.00013326+0.00036578i,-0.00029615+0.00050484i,-0.00056474+0.0010727i,-0.0009444+0.00096612i,-0.00041101+0.00067191i,0.0005179+0.00024968i,0.00048094-0.0001203i,-0.00040296+0.00030151i,-0.00085955+0.0008648i,-2.2138e-05+0.00056876i,0.00016747-0.00053646i,-0.0004756-0.0013303i,-0.0005716-0.0011157i,-0.00080254-0.00011364i,-0.00090297+0.0007236i,-0.00048522+0.00080856i,0.00023838+0.0010076i,0.00027783+0.00019017i,-0.00017449-0.00088411i,-0.00047105-0.0010557i
0.00011006+0.00061654i,-0.00021352+0.00040013i,0.00066178+0.00029341i,0.001445-0.00080418i,0.00038947-0.0017712i,-0.00031741-0.0013626i,0.00074821-0.00036542i,0.00068739-0.00023195i,0.00014741-0.00034955i,-0.0002561+0.0001574i,-7.0879e-05+0.00042647i,-0.00011976+0.00024555i,-0.00086814+0.00043041i,-0.00078582+0.00076462i,-0.00082585+0.00047551i,-0.0011851-0.00050645i,-0.0010241-0.0011194i,-0.000597-0.00049814i,-0.00075491+0.00037923i,-0.00067068+0.00054314i,6.0958e-05+0.00036177i,0.00012239-0.00010141i,0.00025084-0.0001155i
0.0010498-6.4407e-06i,0.0014029-0.0014503i,0.0015791-0.00082376i,-0.0002616-0.00019528i,-0.001126-0.00062708i,-0.00076417-0.00095057i,-1.1203e-05-0.00069355i,0.00096051-0.00041001i,0.00060305-0.00045554i,-0.00030404-0.00012091i,-0.00052997-2.1185e-05i,-0.00080289-0.00020897i,-0.00011424-0.00049929i,-0.00018205-0.00023237i,-0.0006989-0.00014699i,-0.00093003-0.00045242i,-5.5517e-05-0.00066409i,0.0003089-0.00086164i,0.00042457-0.00080079i,0.00016446+2.0235e-06i,-0.00094869+0.00018352i,-0.00069617-0.00036936i,-1.4971e-06-0.00065097i
0.00049403-0.00063964i,0.0008442-0.0023597i,0.0013043-0.00065556i,0.0008505+0.00011613i,0.00047897+0.0005308i,-0.00021794+0.0010563i,-0.00024181+0.00039439i,9.2745e-05+0.00011924i,-0.00033259+0.00036148i,-0.00030232+0.00039592i,0.00057483+0.00035813i,0.00093009+0.00021545i,0.00038724-1.2582e-06i,-0.00033811+0.00027707i,-0.00055287+0.00065807i,-0.00010351+0.00083958i,7.5883e-05+0.00091969i,-0.00029381+0.00070013i,0.00024183+0.00022362i,0.00075002+0.00048572i,0.00059498+0.00050429i,8.4215e-05-0.00017725i,-0.00079044-4.1785e-05i
-0.0011579-0.0003221i,-0.0013533-0.0001626i,-0.00037572-0.0017937i,0.00045646-0.0014367i,0.0003142-0.0001292i,0.00014663-0.00010481i,3.3091e-05-0.00023395i,-6.5144e-05-0.00039794i,-0.00021423-0.0012972i,-0.00021077-0.0010635i,-6.1467e-05-0.00071455i,0.00027666-0.00051062i,0.0011696-0.0004941i,0.00082071-0.00036289i,-0.00023508-0.0002664i,-0.00021402-0.00037935i,-0.00021408-0.00018978i,-0.00035757-0.00019715i,-0.00032469+0.00010975i,0.00048671+0.00085887i,0.0012464+0.0011595i,0.00073384+0.00083043i,3.9567e-05+0.00030758i
0.0019628-0.0014722i,0.0013555-0.0014716i,0.0012375-0.0018689i,0.00075868-0.0017294i,-0.00022865-0.0015319i,-0.00029254-0.0013326i,-0.00059041-0.00090024i,-0.00083742-0.00051059i,-0.00069531-6.1733e-06i,-0.00031546-0.00028039i,0.00065154-0.00074651i,0.00062346-0.00067748i,3.5154e-05-0.00058279i,-0.00053761-0.00044869i,-0.00011904-0.00065838i,0.00047574-0.001004i,-0.00056253-0.00024077i,-0.00082735+0.00033772i,-0.00044027+0.00015233i,-5.7858e-05+2.2613e-05i,0.00077003-0.00021074i,0.0010611-0.0004066i,0.00082714-0.00063504i
-0.00059742+0.00080134i,-0.00010371+0.0005111i,-0.00071933+0.00055126i,-0.00040543+0.00020403i,0.0010869-0.00019865i,0.0010955-0.0005123i,0.00093402-0.00029318i,0.00075175+0.00039248i,-0.00022884+0.0012058i,-0.00078105+0.0010933i,-0.00063257+0.00089162i,0.00060597+0.00057155i,0.0012146+0.00028637i,0.00068405+0.00057413i,0.00071968-5.4692e-05i,0.00087231-0.00087076i,0.00066068-0.00026592i,0.00015413+0.00039975i,0.00012444+0.00027437i,0.001046-0.00011657i,0.0011315-0.00035229i,0.00082749-0.00051763i,0.0011143+2.3033e-05i
-0.0011949+0.0025448i,-0.0012768+0.0020827i,-0.00098782+0.0024028i,2.3148e-05+0.0027752i,0.00074895+0.0016609i,0.00075106+0.00019976i,0.00024112-0.00087502i,8.313e-05-0.00076446i,0.00010647-0.00058041i,-6.6936e-05-0.00061483i,0.0003539+0.00025338i,0.00059134+0.0004886i,0.00048047+0.00035516i,0.00023044+0.00019233i,-0.00034496-0.00023348i,-0.001133-0.00063391i,-0.0016367-0.00069216i,-0.001409-0.00025889i,-0.00036089+0.00051158i,0.00028083+0.00047825i,0.00042108+0.0008159i,0.00028086+0.0012146i,-8.3523e-05+0.0012697i
-0.00093114+0.0034448i,-5.6666e-06+0.0030669i,0.00099499+0.0031549i,0.0014173+0.0025158i,0.0015375+0.0014144i,0.0011942+3.7814e-05i,0.00075841-3.9358e-05i,0.00011492+0.00052766i,-0.00040833+0.00022088i,0.00012152-7.4396e-05i,0.00057856-0.00081454i,0.00060771-0.00089577i,0.00058878-0.00035557i,-8.7418e-05-0.0002197i,-5.6273e-06-0.00051545i,0.00026829-0.00092237i,-0.00058936-0.0015677i,-0.00090059-0.0014002i,-0.00025661+0.00061433i,-4.2234e-05+0.0013378i,-0.00018974+0.00053796i,0.00040456-0.00020404i,0.0010794-0.00020018i
0.00034273+3.5916e-05i,-0.00052816+0.00096224i,0.00095037+0.0011748i,0.0020164+0.00057422i,0.001854-0.00015624i,0.00098672-0.00055992i,0.00035292-0.00043587i,-0.00028124-0.00024562i,-0.00027137+0.00048125i,0.00021213+0.00046227i,0.00040115+8.9136e-05i,0.00050657+0.00013212i,0.00035462+0.00024944i,-5.3515e-06-0.00046033i,-0.00060145-0.0010058i,-0.00105-0.0007234i,-0.00087378-0.00028494i,-0.0001199+7.5636e-06i,-0.00013104-9.2455e-05i,-0.00022454-0.000629i,3.3248e-05-0.00051716i,-0.00065261+0.00014707i,-0.0010484+0.00016361i
-0.0012406-0.00067047i,-0.00083148-0.0011714i,-0.00057182-0.00095227i,-0.00012147-0.0002435i,0.0008583+0.00048213i,0.00065705+0.0002903i,0.00046068-5.3831e-05i,0.00048131+0.00037621i,-0.00054004+0.0012498i,-0.00073475+0.00087233i,0.00011943+0.00033595i,0.00054808+0.00045144i,0.00048291+0.00035481i,0.00028906-0.00024879i,-8.5722e-05-0.00032701i,-0.00067129-0.00044809i,-0.0013068-0.00061907i,-0.0012824-0.0004428i,-0.00029627+9.4602e-05i,-0.00043967+0.0009867i,-0.000722+0.00066929i,-0.00088531+8.0657e-05i,-0.00046147-0.00070338i
0.0011147+0.001147i,0.0015+0.00073786i,0.0015315+0.0014912i,0.0015299+0.0015481i,0.0021285-0.000176i,0.0019661-0.0011502i,0.0012925-0.00054496i,0.00019293+0.00019704i,-0.00037944+0.0001047i,-0.00049998-0.00056508i,-0.00026238-0.0010177i,0.00031786-0.00073691i,0.00066121-0.00042125i,0.00080248-0.00061882i,0.00064525-0.00068507i,0.00025583-0.0008099i,-0.00032539-0.0012978i,-0.00065283-0.00098829i,-0.0010618-0.00071614i,-0.00078257-0.00071352i,1.8582e-05-0.00050817i,0.00068458-0.00027829i,0.00084954-0.00028134i
0.0022727-0.0012077i,0.0017404+0.00013363i,0.0012481+0.00036181i,-3.7496e-05+0.00032228i,-0.00090299+0.00028301i,-0.0005117+0.0011901i,-0.00034106+0.0012872i,-5.4545e-05+0.0004053i,0.0006635+0.00074252i,0.00016271+0.00016034i,-0.00019434-0.00072167i,0.00015914-0.00060795i,0.00030192-0.0010606i,-0.00011202-0.0012388i,-0.00057634-0.00059558i,-0.00060671-0.00041377i,0.00044657-0.00036683i,0.0013509+0.0002388i,0.0012905+0.00037378i,0.0011585+0.00015174i,0.00077742+0.00019381i,0.00052707+8.3866e-05i,0.00036004-0.00079284i
0.00025981+0.0018555i,0.00045219+0.0017348i,0.00082179+0.0016972i,0.0014494+0.00087034i,0.0017558-0.00013776i,0.0014235-0.00056554i,0.00066405-0.00017115i,-8.5968e-05+0.00041657i,0.00053097+0.00074685i,0.00093182-0.0002446i,0.00033047-0.00035387i,-0.00058956+0.00042325i,-0.00035666-0.00010649i,-2.9734e-05-0.00033624i,-0.00058633-0.00020198i,-0.00061814-0.00076267i,-4.8229e-05-0.0010904i,4.4087e-05-0.00020878i,-0.0006827+0.00059924i,-0.00086141+0.000485i,-0.00021508+0.00089658i,-0.00042686+0.00091341i,-3.279e-06+0.00024903i
0.0004865+0.00023235i,0.00071805-0.00024968i,0.0019282+0.00021839i,0.0017214-0.00042754i,0.00029156-0.001221i,-0.00015755-0.0012026i,-0.00019997-0.001277i,2.6351e-05-0.00088674i,0.00017374-0.00020935i,0.00021839+0.00049428i,0.00018409+0.00043113i,-0.00013027+0.000151i,-0.00043575+0.00016889i,-0.00029565-0.00013624i,1.3582e-05-0.00047381i,-0.00071956-0.0006576i,-0.0010763-0.00089584i,-0.0007173-0.0012447i,-0.0012134-0.00082957i,-0.0012978-0.00021033i,-0.00067213+1.165e-05i,-0.00083911+0.00040232i,-0.00037633+0.00064357i
0.00097949+0.0015761i,-0.0001387+0.00093914i,-0.00010971-0.00032403i,0.00055581-0.00040092i,-0.0001272-0.00047296i,0.00027454-0.00052843i,0.00090414+9.7459e-05i,-0.00027905+6.844e-05i,-0.00055093+0.00022322i,-1.0007e-05+0.00048943i,6.9666e-05+0.00076901i,0.00047861+0.0011734i,0.00075765+0.00085439i,0.0010344+0.00047578i,0.0013054+0.00075461i,3.353e-05+0.00076533i,-0.00069581-0.00015306i,-0.00032822-0.00072483i,2.9e-05-0.00077244i,0.00063231-0.00058852i,0.0012471-0.00070657i,0.0011966-0.0003705i,0.00052723+0.00035161i
-0.00023844+0.0013677i,-0.00045915+0.0025171i,-0.00012035+0.0032008i,0.00087384+0.0013318i,0.0018716-0.00030758i,0.0011214-0.00015014i,0.00027709+0.00061255i,-0.00024408+0.00031702i,-0.0006786-0.00024617i,-0.00042202+0.00051063i,0.00029841+0.00085103i,0.0010094+0.00068885i,0.00020182+0.00085563i,-0.00045245+0.00058108i,0.00013717+0.00034807i,-6.2293e-05+0.00022118i,-0.0007667-0.00048924i,-0.00022926-0.00047819i,0.00013816-9.3507e-05i,-0.00032572+0.00025313i,9.4657e-05+0.00011365i,0.00017423+6.6075e-05i,-0.00024025+0.00044428i
0.0005473-0.00073439i,-0.00030983-0.00054796i,-0.0012982-0.00021301i,-0.0010218-0.00030565i,-0.00015754+7.2324e-05i,0.0005939+0.0006316i,0.00081616+0.00038233i,0.00050142+0.0006712i,-7.3563e-05+0.00040664i,-0.00018007-9.5781e-05i,0.00065725-7.2933e-05i,0.00093128-0.0010665i,0.00029749-0.0013767i,0.00064451-0.00024405i,0.0010942-4.5637e-05i,0.00072742-0.00048538i,-0.00031436-0.00017008i,-0.00046675+0.00030557i,-5.7298e-05+0.0015506i,-0.00021893+0.0016937i,-0.00040239+0.00052322i,-0.00076516+0.00011928i,-0.0012962-0.00018341i
0.0001314+0.001214i,-9.0153e-05+0.0013039i,0.00019489+0.0012406i,0.00075064+0.00072573i,0.0011566+0.00016812i,0.0006544-0.00031186i,-0.00015583-0.00053149i,0.00033384-0.00061187i,0.00033411-0.0010818i,0.00026879-0.00063218i,6.7579e-05+6.5307e-05i,-0.0002946-1.3995e-05i,9.6723e-05-0.00045734i,-2.577e-05-0.00051642i,-0.00057366-0.00041298i,-0.00057277-0.00026647i,-0.00039761-0.0003203i,-0.000689-0.00037777i,-0.00059879-0.00029143i,-0.00036698-0.00014739i,-0.0001397+0.00023368i,-0.00021567+0.0005986i,-0.00042552+0.00043162i
-0.00048546-0.0020769i,-0.0010844-0.0016209i,-0.0011284-0.00090463i,-0.00077524-9.4976e-05i,-0.00040662+5.355e-05i,0.00033287+0.00022932i,-0.00016844+0.00060932i,-0.0011529+0.0010743i,-0.000518+0.001476i,-0.00033267+0.00079831i,-5.2576e-05+0.00032254i,7.6338e-05+0.00017942i,-0.00023806-0.00038114i,-0.00025755-0.00075733i,-0.00057303-0.00053705i,-0.00052917-0.00097016i,0.00018054-0.0010692i,-0.00026005-0.00015469i,-0.00069769+0.00036647i,-0.00044671-0.00014858i,-8.4393e-05-0.0002058i,-0.00044449-6.5865e-05i,-0.00065227+0.00023605i
0.00080756-0.0025528i,-0.00072407-0.0021551i,-0.0010674-0.0012834i,2.355e-05-0.0014438i,0.00058274-0.0016967i,0.00074663-0.0012842i,0.00080284-0.000642i,0.0010059-0.00032857i,0.00071102-0.00050846i,0.00027871-0.00038363i,-7.4167e-05-0.00048445i,-0.00058854-0.00075525i,-0.00016961-0.00067785i,-0.00017648-0.00093706i,-3.9677e-05-0.0011402i,0.00062631-0.00048579i,0.00073121+0.00012112i,0.0006798+0.00020542i,7.5937e-05+0.00050837i,-0.00046155+0.00068121i,-0.00032815+0.00024731i,-0.00042468-0.00042021i,-0.00063437-0.0010568i
0.00060936-0.00035233i,0.00090024+9.7841e-05i,0.0010497-0.000743i,0.00072393-0.0014755i,0.00043085-0.0014415i,0.00039262-0.0010291i,6.2575e-05-0.00021129i,-0.00062726+9.8779e-05i,-0.00099268+0.00018976i,-0.00088163-0.00011869i,-0.00061984-0.00064347i,-0.00029578-0.00064161i,0.00024583+8.4356e-05i,0.00018182+6.9551e-05i,-0.00033572-0.00056844i,-0.00085517-0.00056179i,-0.00036946-0.00014141i,0.00062435+5.263e-05i,0.00089994-0.00035893i,0.00057206+0.00045582i,-0.00025454+0.0007384i,-0.00016798-0.00022329i,-2.7584e-05-0.00039876i
0.0012355-6.3812e-05i,0.0015241+0.0015941i,0.0019617+0.0029245i,0.0015467+0.0021858i,0.0012639+0.00025817i,0.00067848-0.00039108i,-0.00020319-0.00018184i,0.00018259+0.00032709i,0.0012087+0.00045655i,0.0015426-0.00015793i,0.00067373+0.00011383i,0.0003414+0.00010949i,0.00066993-0.00057287i,0.00046925-0.0010159i,0.00030994-0.00069438i,1.6841e-05-0.00031146i,-0.00039886-0.00039981i,7.3605e-05-0.00029627i,0.00087518-0.00010622i,0.00090414-1.7168e-05i,-0.00019529-0.00072148i,-0.00021123-0.00087289i,0.00024117-0.00076159i
-0.00020695+0.0022581i,0.0010916+0.0009993i,0.0028177+0.0019019i,0.0025379+0.0015647i,0.0020145+0.00047329i,0.0010818+1.9202e-05i,-0.00028087-0.00029125i,-9.4089e-05-0.0002271i,0.00051025+0.00058732i,0.00025253+0.00042116i,0.0001305+0.00043774i,-0.00030557+0.00043887i,3.0929e-05+5.7842e-05i,0.00047057-0.00050283i,0.00029481-0.00086275i,-0.00026114-0.00055998i,-0.00045519-0.00030149i,-8.9462e-05+7.4432e-05i,4.9512e-05+8.4884e-05i,0.00026236-0.00048111i,7.8252e-05-0.00057175i,2.2617e-05-0.00038023i,-0.00021548-0.00011778i
