-0.0053585+0.00080474i,-0.0033621+0.0010803i,-0.0029538+0.0028512i,-0.0011183+0.0037914i,0.00098591+0.0031333i,0.0004663+0.0019076i,-0.00085637+0.0012999i,-0.00032385+0.0017726i,0.00032943+0.0010675i,0.00057329+5.299e-05i,0.00062461-9.5102e-05i,0.00088114-0.00047746i,0.001348-0.0013093i,0.0011721-0.0011781i,0.00081378+0.00034138i,-0.00016934+0.00079761i,-0.0005672+0.00051388i,8.0622e-05+3.928e-05i,0.00026008-0.00044435i,0.00044513+5.6527e-05i,0.0001196+0.0004357i,0.00033259+6.0717e-05i,0.00055574-0.0011002i
-0.0025062+0.000846i,-0.0018911+0.0017183i,-0.0019775+0.0027264i,-0.0011093+0.0020598i,-0.00017054+0.00062792i,-0.00040952-0.00075904i,-0.00080595-0.0011603i,-0.00092354-0.00028487i,-0.0011355+0.00011958i,-0.00035742+0.00042493i,0.00060104+0.00074163i,0.00011901-5.0013e-05i,-0.00027373-0.00089962i,-0.00012937-0.00062261i,0.00025167-0.00026854i,0.00030206-2.657e-05i,-0.00025257-2.6146e-05i,0.00027303+0.00014086i,0.00036876+0.00041895i,5.6692e-05-9.7636e-05i,-0.00010738-0.00019081i,-0.00017894+0.00020336i,-0.00051945+0.00045522i
0.00076044-0.00052949i,0.00029587-0.00048481i,0.00029741-0.00026967i,0.0011188+0.00013416i,0.0012315-0.00081324i,0.00032268-0.0021679i,-0.00037929-0.0016787i,-0.00022553-0.00048206i,-0.0004713-5.9763e-05i,-0.00042352-0.00031214i,0.00018933-0.0009685i,0.00095344-0.00080463i,0.00081465-0.00093265i,0.00021501-0.0016116i,0.00020931-0.0015104i,0.00034443-0.00062365i,-5.6213e-05+6.3868e-05i,-0.00025071+0.00048183i,0.00011864+0.00081635i,0.00040417+0.00045991i,0.00033023-0.00054983i,0.00062103-0.00037008i,0.0010673-0.0002523i
0.000527-0.0006153i,0.00037713-0.0010635i,0.00017013-0.00040689i,0.00054693+0.0010422i,0.001081+0.0012885i,0.00057315+8.4364e-05i,0.00017864+0.00015509i,0.00038776+0.00091754i,0.00036494+0.0012307i,-0.00044078+0.0010116i,-0.00074656+0.0004816i,-0.00022621+0.00055384i,-0.00080297+0.00075772i,-0.001026+7.4298e-06i,-0.00025797-0.0010295i,0.00027532-0.00056804i,0.00027726+0.00021078i,0.00013751+0.00074807i,2.0839e-05+0.00084958i,-0.00020712+0.00067605i,-0.00036993+0.00055987i,-0.00025512+0.00049463i,-0.00043344+0.00034165i
-0.0010915-0.00013398i,1.3036e-05-0.00021887i,3.1392e-05+0.0013463i,-0.00089886+0.0019821i,-0.0006551+0.001798i,0.00041024+0.00094607i,6.0552e-06-0.00011002i,-0.0010161-0.00048462i,-0.00063923+0.00061687i,0.00079051+0.0017172i,0.0011927+0.00060797i,0.00096611-0.00013669i,0.00086253-8.0085e-05i,0.00072906+0.00028319i,0.00066741+0.00066381i,0.00088832+2.5752e-05i,0.00053258-0.00045641i,3.2356e-06-7.0129e-05i,-9.4597e-05+0.00035737i,0.00034401+0.00020631i,0.00052922-4.2789e-05i,0.00078167+1.0205e-05i,0.0010855+0.00024551i
-0.00030128+0.00013743i,-0.00092916+0.00039091i,-0.001254+0.0011911i,-0.00089137+0.00070167i,-0.00053716-0.00097424i,-0.0007511-0.0021834i,-0.00086668-0.0020991i,-0.00092296-0.0017737i,-0.0010799-0.001399i,-0.0017126-0.00026964i,-0.0012961+0.00013114i,-0.00052628+1.8086e-05i,-0.00023418+0.00038697i,-0.00014322+0.00052196i,-0.00024317+8.5152e-05i,1.6723e-05-0.00071167i,0.00021219-0.00070573i,0.00029606+0.00035836i,0.00025362+0.00054063i,0.00048329-0.00015248i,0.0006049+0.00020946i,0.00020843+0.00096844i,-9.5771e-05+0.00095434i
-0.0011942-0.0010788i,-0.0011674-0.001857i,-0.0014383-0.001762i,-0.00013562-0.00022619i,0.00078962+0.0011528i,0.00069881+0.00012191i,0.00040208-0.00065731i,0.00040057-0.00049886i,0.00012643-0.00043898i,-0.00014978-8.9579e-05i,0.00034102+0.00012376i,0.00066395-4.7283e-05i,0.00025625-2.145e-06i,0.00019391+0.00024384i,0.00025543+0.00013279i,0.00050859-2.3272e-05i,0.00034624-0.00060205i,0.0003152-0.00096747i,7.5718e-05-0.000686i,-0.00078819-0.00056532i,-0.00094322-0.00024388i,-0.00047821-0.00014006i,-0.0002062-0.00023228i
0.00050181+0.00085293i,0.00092204+0.00017214i,0.0013836-3.1563e-05i,0.0014897-7.2998e-05i,0.0010997-0.00028977i,0.00041858-0.00085339i,-3.3869e-05-0.00075406i,-2.2358e-05-0.000343i,-0.00037132-0.00043636i,-0.00021916-0.00014988i,3.0951e-05+0.00045397i,-0.00027982+0.00070322i,-0.00049595-5.3361e-05i,-0.00046129-0.00039832i,0.00043557-0.00019455i,0.0010808+0.00038058i,-3.2577e-06+0.00022075i,-0.00045549-0.00025342i,-0.0011595+8.2407e-05i,-0.0011422+0.00012099i,-1.8152e-05+9.096e-05i,0.00024622+6.5509e-05i,0.00017657+0.00024576i
-0.0005711+0.0007546i,-0.0016353+0.00095005i,-0.0017566+0.0021109i,-0.00073547+0.0017044i,0.00036829+0.00040837i,0.0005739-0.00031927i,-0.00021426-0.00026133i,-0.001127-0.00020444i,-0.0017046-0.00028697i,-0.0011821+0.00017332i,-2.3046e-05+0.00022245i,0.00072608-0.00062511i,0.00083214-0.0016055i,0.00099488-0.0010206i,0.0012457+0.00054708i,0.00052492+0.0013861i,-0.00038571+0.00035368i,-0.00040959-0.00045048i,-0.00028109-0.00042086i,-0.00010992-0.00056271i,0.00019139+1.3613e-05i,-0.00024004+0.00018693i,-0.00033314-0.00023153i
-0.0013508+0.00071972i,-0.00077493+0.00057971i,-0.0009921+0.00024061i,-0.00063338+0.00046475i,0.0010015+0.00088614i,0.0011834-0.00040452i,-0.00013069-0.00083134i,-0.00014466-0.00014393i,0.00036815+0.00022974i,1.4832e-05+0.00010637i,0.00044345+0.00028566i,0.0012627+0.00062147i,0.00093416+0.00023645i,0.00045125+0.0003605i,0.0002588+0.00039949i,0.00031257-0.00044036i,0.0007175-0.00085627i,0.00055828-0.00068643i,0.00033858-0.00047182i,0.00023341-0.00040393i,-0.00066633-0.00051369i,-0.00092891-0.0008944i,-2.2568e-05-0.00073085i
0.0011815-3.5319e-05i,0.001233-0.00030708i,0.0015088+0.00063734i,0.0016615+0.0010364i,0.0010536+0.00029367i,-0.0001725-0.00049432i,-0.001265-0.0009659i,-0.001216-0.0015837i,-0.00055321-0.0013455i,0.0003506-0.00056149i,0.00088082-0.00026183i,0.0012397+0.0002087i,0.00080098+0.00061009i,0.0006995-1.3957e-05i,0.0005054-0.00015466i,0.00019166-7.4719e-06i,0.00039133+0.00028534i,0.00023891-0.00022922i,-0.0006351-0.00071938i,-0.00099928-0.00028271i,-0.00044584+0.00041254i,0.00012001+0.00038341i,0.00098604+7.2496e-06i
-0.00045428+0.002065i,-5.0589e-06+0.0023226i,0.00076073+0.0019875i,0.0012849+0.00088062i,0.001028+0.00010708i,0.00064714+4.9468e-06i,0.00098431+0.0004398i,0.00096519+0.00091601i,-1.9695e-05+0.0010102i,-0.00021623+0.00062999i,0.0004304+0.00013732i,0.00062824-0.00047063i,0.00052854-0.00059565i,0.00037556-0.00060025i,0.00069173-0.00030292i,0.00070525+0.00024002i,0.00045403+0.00052594i,-0.00012214+8.717e-05i,-0.0004974-0.00039618i,-0.000158-3.0009e-06i,0.00012388+0.00061209i,0.00043194+0.0003946i,0.00025142+0.000181i
-0.0025306+0.00062652i,-0.0024616+0.0005374i,-0.0026816+0.00056538i,-0.0013331-3.7312e-05i,0.00062918-0.00052524i,0.00094699-0.0013749i,-2.9058e-05-0.0014881i,-0.00061852-0.00065527i,-0.00021715-9.2322e-05i,0.00051166+0.00060914i,0.0011069+0.00050083i,0.0013153+0.0002554i,0.00093416+3.9113e-05i,0.00082722+0.00014112i,0.0010494+0.00014359i,0.0007898+0.00013579i,-0.00015927-1.164e-05i,-0.0010314-0.00024636i,-0.00088921-0.00037666i,0.00016119-0.00011666i,0.00075135+0.00025136i,1.7883e-05+0.00056725i,-0.00058201+0.00042087i
-0.0010777+0.0001176i,0.0011558+0.0010079i,0.0031095+0.0031663i,0.003105+0.0034583i,0.0025452+0.0016567i,0.0017586-0.000377i,2.5361e-05-0.0011882i,-0.0011102+1.1119e-05i,-0.0010565+0.00083066i,-0.0002048+0.00046346i,0.00067214+0.000276i,0.00069532+3.2322e-05i,0.00036408+0.00017277i,0.0004718+0.00028914i,0.00049757+0.00028855i,0.00048825+0.00043529i,3.5778e-05-0.00022502i,0.00011122-0.00025971i,0.0003537-0.00028865i,-0.0002259-0.00045563i,-0.00028375-7.5663e-05i,0.00027516-0.00025747i,-0.00013292-0.00052804i
-1.4757e-05-0.00015677i,-0.0013733-0.00092233i,-0.0024896-0.00045001i,-0.0019213-5.1866e-05i,-0.0012284-0.00015599i,-0.00076416+0.00025803i,-0.00052608-0.00055433i,-0.00083853-0.00097024i,-0.0012729-8.9344e-05i,-0.00048418+0.001172i,0.00046669+0.0016848i,0.00035668+0.00061778i,0.00065654-0.0002802i,0.0010947-0.00069479i,0.00033032-0.00028723i,-0.00018797+6.4249e-05i,-0.00043475+0.00014986i,-0.00017414+0.00033552i,0.00014659+0.0012807i,-0.00056327+0.0018163i,-0.00067201+0.00040665i,-0.00043959+4.4188e-05i,-0.00056133+0.00070464i
-0.0012242-0.00071148i,-0.0012523+0.00043887i,-0.0017641+1.8808e-05i,-0.0013869+1.2386e-05i,-3.0312e-05+0.00041229i,0.0014016-0.00053709i,0.0010948-0.0019284i,-0.00024392-0.0021701i,-0.00066943-0.0012844i,-0.0003595-0.00043952i,0.0008152-6.7537e-05i,0.0015225+0.00033013i,0.00056518+0.00046662i,0.0001077+0.00033143i,0.00026501+0.00023841i,0.000381-3.3857e-05i,0.00033387-0.00018531i,0.00021806+4.9366e-05i,-1.5676e-05-0.00011049i,-0.00011626-0.0001777i,-0.00024508+0.00059848i,-0.00057785+0.00055591i,-0.00029814-0.00015978i
-0.001248+0.00090037i,-0.0027428+0.00040496i,-0.0018705+0.00093493i,0.0013562+0.0017181i,0.0026369+1.622e-09i,0.0010794-0.0016303i,-0.00064811-0.0015622i,-0.00075725-0.0010859i,-0.00013702-0.00042076i,0.00082458-0.00080018i,0.0011209-0.0011644i,0.0010547-2.7097e-05i,0.00066367+0.00043969i,-2.2209e-05-0.00057042i,0.00029011-0.00079669i,0.00071354-0.00089714i,9.5939e-05-0.0007658i,-0.00011086-0.00046252i,0.00025906-0.00017879i,-3.2487e-06+0.00063181i,-0.00048385+0.00057733i,-0.00040073+0.00029921i,-6.1574e-05+0.00024685i
-0.00027187+0.0010879i,0.00097516+0.002713i,0.0017552+0.0032486i,0.001908+0.0011276i,0.001736-9.3581e-05i,0.00061685-0.00013111i,-0.00032309-0.00058162i,-0.000942-0.00062491i,-0.00028375+3.8475e-06i,0.00049489+0.00069017i,0.00070428+0.00096944i,0.00060145+0.00084649i,0.00047745+0.000321i,0.00050251-0.00019688i,-2.1325e-05+0.00019808i,-0.00041949+0.00046235i,-0.00086644-0.00016972i,-0.00083556+2.6243e-05i,-0.00031564+0.00043132i,-3.808e-05+0.00015882i,-5.0215e-05+0.00018717i,0.00025569+0.00012179i,0.0011619-4.242e-05i
-0.001549-0.00038653i,-0.0027908-0.0014193i,-0.0038165-0.0019449i,-0.0026887-0.0011952i,-0.00012875-0.00094098i,0.00086309-0.00124i,-0.00034733-0.00036219i,-0.0016563+7.3071e-06i,-0.0015611-0.00071683i,-0.00045018-0.00065203i,0.00052429-0.00045972i,0.00099141-0.0007072i,0.00088801-0.00054418i,0.00064113-0.00013999i,0.0005462+0.00062144i,0.00019083+0.00068519i,6.945e-05+0.00037081i,0.0006802+0.00033345i,0.00059549+0.00020577i,-4.8727e-05-0.00023406i,-0.0003473+2.3875e-05i,-4.8206e-05+0.00070184i,6.7652e-05+0.00038427i
0.0015227+0.0015569i,0.0014779+0.0021255i,0.0013818+0.0020409i,0.0010851+0.00060817i,0.00015502-0.00059498i,-0.0010761-0.0020366i,-5.7807e-05-0.0019973i,0.0012314-0.0010105i,0.00018928-0.00035509i,0.00018677-0.00028511i,0.00086717+0.00010854i,-3.7424e-05+0.00047294i,-0.00065602-0.00056499i,-0.00021508-0.00099519i,-6.1191e-05+0.00013473i,0.00019206+0.00058955i,-0.0001972+0.00073911i,-0.00075258+0.0006156i,-0.00065062+0.00046117i,-0.00061261+0.00092154i,-0.00074828+0.0010972i,0.0001471+0.00076561i,0.00064269+0.00063279i
-0.00074356-0.0013235i,-0.00041352-0.0016351i,-0.00039964-0.00066277i,0.00020255+0.00047853i,0.0010793+0.00032719i,0.0017912-0.00031743i,0.0011357-0.00048819i,-0.00010926-0.00019917i,-0.0012588-0.00070454i,-0.0010309-0.0016215i,0.0005135-0.00088205i,0.0011662+0.00018992i,0.00039178+0.00013034i,4.8744e-05+0.00020154i,0.00046188+7.8325e-05i,0.00091209-0.0003438i,0.0012205-0.00034242i,0.00057782-0.00022423i,-0.00036583+1.4024e-05i,-0.00062032-3.9455e-06i,0.00025128-0.00047108i,0.00077478-0.00039441i,0.00022761+0.00022067i
-0.00051126-0.0025006i,-0.0015985-0.0011348i,-0.0026289-0.00016281i,-0.001571+0.00044669i,8.8693e-06+0.0013681i,0.00013283+0.00075059i,0.00015921-0.00015278i,-0.00015427-0.00073646i,-0.00032327-0.0012991i,0.00036019-0.00054012i,0.00070987+0.00046818i,0.00062295+0.00071654i,0.0005012+0.00059705i,3.3419e-06+0.00045373i,-0.00034187+0.00056834i,-0.00022521+0.0003381i,0.0009669+0.00012546i,0.0013411+7.2529e-05i,0.00017006+0.00036546i,5.0735e-05+0.00066004i,0.0010683+0.00027191i,0.0013322-0.00023742i,0.00079973-0.00030697i
0.0016438+0.00065618i,0.0015599+0.0012244i,0.00032815+0.0012712i,-0.0003451+0.00048991i,-0.00055493-0.00041828i,-0.0011419-0.0014079i,-0.0010663-0.0011105i,-0.00037211+0.00058707i,6.998e-05+0.0010067i,-0.00056219+0.00025408i,-0.0010258+0.00018707i,-0.00075234+0.00024086i,-0.00077625+0.00065005i,-0.0004108+0.0013137i,0.00036253+0.00066352i,4.0116e-05-0.00028953i,-0.0005103-0.0016711i,-0.00027416-0.0014465i,-0.00064235-3.3624e-05i,-0.00097251-6.0955e-05i,-0.00078958-0.00036236i,-0.00050507-0.00038323i,0.00012145-0.00013031i
0.00015722-8.5735e-05i,-0.00066997-0.00084333i,-0.0002591-0.0005147i,0.00015052-0.00023752i,4.1445e-05+4.2405e-05i,-0.0003392-0.00025813i,-0.00068268-0.00037333i,-0.00078968-0.00039021i,-0.00082623+2.072e-05i,0.00011665+0.00013313i,0.0012151-8.7947e-05i,0.00082342+4.4153e-05i,0.0003149+5.817e-05i,0.00024007+0.00029396i,-5.2287e-07+0.0004193i,9.5424e-05-0.00028345i,0.00044405-0.00074107i,-0.00019553-0.00032494i,-0.00071963-5.5855e-05i,-0.00058382-0.00033159i,2.7867e-05-0.00037713i,0.00084337-0.00029234i,0.00060844-4.5459e-05i
-0.00082437-0.00013873i,-0.00085432+0.00028187i,-0.00022978+0.0005577i,0.0011939+0.00076859i,0.0016552+7.6606e-05i,0.00091346-0.0015049i,-0.00018006-0.0015007i,-0.00066067-0.00079647i,-0.00091033-0.00019879i,-0.00038961+0.00022187i,0.00034184+0.00012018i,0.00072016+0.00015512i,0.001221-0.00029231i,0.00093639-0.00025524i,0.00098128-1.0769e-06i,0.0012859-0.00085344i,0.00084681-0.0011935i,0.00035714-0.00032156i,0.00051824+7.3745e-05i,-0.00060989+0.00021729i,-0.0014808+0.00036909i,-0.00013416+0.00059374i,0.0015357+0.0005039i
-0.0018533-0.0012381i,-0.0016725-0.00086431i,-0.0020764-0.00041299i,-0.00088888+0.0017733i,0.00029006+0.0019218i,-0.00043133+0.0004213i,-0.0013729-0.00039664i,-0.0011656-0.00072737i,-0.00076252-0.00055067i,-0.00037717-0.00025459i,-0.00043673-0.00029613i,-0.0001831-0.00072916i,4.4457e-05-0.0008025i,-2.3782e-05-0.00051286i,-2.4212e-06-7.1265e-05i,8.5179e-05+1.9095e-05i,0.00048034-0.00029298i,0.00079169-0.00061146i,0.00073054-0.00034839i,0.00058659-0.00056876i,-0.00013533-0.00040042i,0.00018456+0.00028636i,0.00025013+0.00013227i
-0.0016827+0.00070419i,-0.0021382+0.0016773i,-0.0014158+0.0033887i,0.0012238+0.0024341i,0.0023867+0.0003842i,0.0011963-0.00043465i,0.00072084-0.00027975i,-8.8554e-05+0.00022083i,-0.0012361+0.00011489i,-0.0011236-0.00036441i,-9.5713e-05+0.00026377i,0.0004323+0.00044093i,0.00092861+0.00030507i,0.00090277+0.00019484i,0.00041282-0.00018527i,0.00029424+8.9373e-05i,-0.00010183+0.00012047i,-0.0003444+0.00019843i,-0.00018793+0.00014574i,0.00031022-0.00047003i,0.00038324-0.00034485i,0.00010042+0.00059376i,-0.00020981+0.001067i
-0.0023609+0.00031765i,-0.0018928+0.0017406i,-0.0014864+0.0025872i,-0.00077356+0.0023755i,0.00048749+0.00098447i,0.0012368-0.00054534i,0.00022277-0.00070463i,-0.00049881-0.00032255i,-0.00047593-0.00054703i,-0.00049751-0.00011655i,0.00032437+4.5229e-08i,0.0015044-0.00021318i,0.0010039-0.00011606i,0.00033653+0.00021584i,0.0015005+8.4668e-06i,0.0017228-0.00031229i,0.0003168+6.5252e-05i,-0.00044453-5.7642e-06i,-0.00097958-0.0007805i,-0.00080903-0.0010098i,5.5492e-05-0.00063151i,0.00025029-0.00041347i,-0.00024963-0.00023628i
6.8867e-05-0.00020773i,-0.00074534+0.00020169i,-0.001039+1.9486e-05i,-0.0010427-0.00033235i,-0.0002211-0.0015425i,-0.00087934-0.0027141i,-0.0015372-0.0024161i,-0.0010573-0.0017599i,-0.0005164-0.0010832i,-0.00016875-0.00050811i,-1.4288e-05-8.8176e-05i,0.00028868+0.00068801i,0.00036213+0.00084761i,0.00035954-0.00020871i,0.00065282-0.00052691i,0.00038225+0.00025808i,-0.0003238+0.00019071i,-0.0003232-3.3474e-05i,3.3249e-05+0.00018034i,5.6013e-05+0.00017108i,-0.00012663-0.00032384i,-0.00014187-0.00012537i,0.00020087+5.4469e-05i
-0.0004508-0.00059045i,-0.00020727+0.00042273i,0.00013102+0.0014202i,0.0012997+0.00143i,0.0011997+0.00047112i,-8.9746e-05-0.00029914i,-0.00076229-0.00082642i,-0.00094252-0.00076625i,-0.0014281-0.00032868i,-0.0012427-0.00051824i,0.00025986+2.7238e-05i,0.00086959+5.5834e-05i,0.00021753-0.0012958i,-0.00028114-0.0015347i,-0.00042237-0.0011351i,-5.4382e-05-0.00060064i,0.00073445+0.00023957i,0.00097086+0.001006i,0.00044174+0.00096682i,-0.00024773+0.00060941i,4.3992e-05+0.00043997i,0.00049772+0.00062921i,0.00063254+0.00034208i
0.00014571-0.00029886i,-0.00020933+0.00036065i,-0.00099936+0.0010309i,-0.0010037+0.00079965i,-0.00028801-0.00034375i,-0.00038924-0.0012052i,-0.00072436-0.0011614i,7.8632e-05-0.00017537i,0.0010148+0.00020041i,0.0012754-0.0003828i,0.0011117-0.00052035i,3.5404e-05-0.00038378i,-0.0013171-0.00044855i,-0.00071628-0.00060129i,0.00053121-0.00018817i,0.00052297+0.00036956i,-0.00020911+0.00062892i,-8.8628e-05+0.00038792i,-0.0001403+0.00039675i,0.00019508+0.00079774i,0.00074979+0.00096973i,0.00075999+0.00030277i,0.00044827-0.00021719i
-0.00093002+0.0011036i,-0.00056824+0.00020124i,-0.00087705-0.00022795i,0.00014575+0.00020653i,0.0012748-0.00031749i,0.0012153-0.00096184i,0.0004029-0.00059471i,-3.7713e-05-0.00078022i,-0.0002899-0.00066594i,-0.00026581-0.00024301i,-0.00042537-0.00011948i,-0.0003165+0.00036767i,0.00016667+0.00056101i,-0.00028458-6.493e-05i,-0.00068695-0.00045982i,-0.00061105-0.00049368i,-0.00034987-0.00043128i,0.0004693-0.00028201i,0.00043091+0.00041205i,-2.2275e-05+0.0010671i,-0.00028278+0.00041829i,-0.00061794-0.00014349i,-0.00072882-0.00058908i
-0.00192+0.0010571i,1.882e-05+0.00057989i,0.00088207+0.0016913i,0.00036897+0.0013134i,0.00095026+0.0011107i,0.0013711+0.00074398i,0.00053916-7.5111e-05i,-0.00033097+0.00072949i,-0.00084357+0.0011177i,-0.00053547+0.00062771i,0.00014333+3.0693e-05i,0.00076571+0.00057543i,0.0010616+0.0013004i,0.0013289+0.00016654i,0.00057136-0.00037152i,0.00013633+0.00023731i,0.00044579+0.0006015i,0.00043043+0.00044022i,-0.00010871-0.00015046i,0.00010754-0.00064387i,0.00092349-0.00067687i,0.00049646-0.00011059i,-0.00060933+0.00017364i
-0.0015312-0.00049341i,-0.0020632+0.00075075i,-0.0022926+0.002256i,-0.0016092+0.0027437i,0.00077363+0.00095074i,0.0015107-0.001042i,0.00063484-0.00096168i,0.00025035-0.0010072i,-0.00039517-0.00072539i,-0.00043865+0.0005374i,0.00029114+0.0016471i,0.0015662+0.001781i,0.0020084+0.0017395i,0.0010391+0.0012076i,0.00014854-0.00021094i,-5.6196e-05-0.00073855i,0.00083885-0.00019664i,0.0012579-0.00020168i,0.00014228+0.00010553i,-0.00021278+0.00063873i,-0.00020094+0.00022448i,4.8951e-05-0.00023925i,0.0009239-9.6318e-05i
-0.00094045+0.00031514i,-0.00011631-8.3983e-05i,0.0002508-2.2193e-05i,0.0011447-0.0003047i,0.0014995-0.00092087i,0.00025239-0.0014852i,-0.0011626-0.0012187i,-0.0012013-0.00057546i,-0.00066661+5.0303e-05i,0.00045014+0.00042049i,0.0011432+0.00015751i,0.00059284-0.00053796i,1.8283e-05-0.0013727i,-9.2658e-05-0.0010585i,-0.00052402-0.00020975i,-0.00055935-0.00016059i,1.6625e-05-2.6325e-05i,0.00049057+0.00085576i,0.0005671+0.0012772i,0.00046234+0.0010028i,0.00049857+0.0011633i,0.0004159+0.00099491i,0.000261+0.00087301i
-6.9143e-05-0.00045359i,-0.00043461-0.00071607i,-0.00050204-0.00028674i,8.5368e-05+0.00066346i,0.00051945+0.00045305i,0.00032763-0.00081253i,-0.00023052-0.0010593i,-0.00037907-0.00060456i,-0.00032194-0.00035931i,-0.00024137+0.00023419i,-0.00029856-0.00029254i,-0.00032751-0.0011264i,0.00025178-0.0011469i,0.00036156-0.0005627i,-0.00024354-0.00046873i,-0.00029885-0.00071801i,-0.00041398-8.2266e-05i,-0.00041656+0.00055726i,4.8682e-05+0.00033205i,0.0002171-0.00019874i,0.00020545-0.00030242i,0.00011078-0.00056785i,0.00051234-0.001086i
3.6685e-05+0.0011494i,0.0003113+0.0018154i,0.00061065+0.0013713i,0.00020514-0.00011661i,-0.00062428-0.00127i,-0.00061821-0.0021753i,-0.00011059-0.0016306i,-0.00063494-0.00070159i,-0.0011367-0.0010844i,-0.00082518-0.00057364i,-9.0519e-05+0.00033748i,-0.00021279+0.0013106i,-0.00021532+0.0013871i,-0.00025723+0.0012991i,7.1987e-05+0.0012842i,0.00072292+0.00076692i,0.00050023+7.8756e-05i,-0.00018319-0.00041142i,-0.00040463-8.9344e-05i,0.00050715+0.00043226i,0.001028+0.00048917i,0.00011222-0.00011755i,-0.00045971-0.00022615i
-0.0018112+0.00027927i,-0.00046751+0.00019358i,0.0004945+0.00069856i,0.00024083+0.0013319i,0.00029112+9.3365e-05i,0.00043641-0.0011456i,-0.00077418-0.0013203i,-0.0018471-0.00089876i,-0.0014969-0.00057756i,-0.00062834-0.00048909i,-0.00010518+0.00011681i,0.00042611+0.00068309i,0.0014886+0.00058074i,0.0019194+0.00082585i,0.0011928+0.0013008i,0.00020209+0.00093063i,-0.00047559-0.00038456i,-0.00093161-0.0012385i,-0.00053993-0.00099269i,0.00074431-0.00057285i,0.0010019-0.00027446i,-0.00057671-0.00046965i,-0.00030293-0.00037466i
-0.0012041-0.00091116i,-0.0006008-0.00015243i,-0.00041938+0.00073336i,-0.00048744+0.0018376i,-0.00049766+0.0017014i,3.6344e-06-0.00057855i,0.00058539-0.0017604i,0.00059033-0.0012241i,-3.9158e-06-2.0405e-05i,-0.001122+0.0010683i,-0.00068341+0.00066229i,0.0012862-2.5921e-05i,0.0021151-0.00053565i,0.0020899-0.00096479i,0.0017134-0.0010123i,0.0013374-0.00037711i,0.00058274+0.00025662i,-0.00014243+0.00035878i,-0.00081839+0.0001695i,-0.0010872-0.0002843i,-0.00039828-0.0003446i,-0.00043755-1.2042e-05i,-0.0003335-4.6392e-05i
-0.00046486-0.00028015i,-0.0013865+0.00033389i,-0.0028972+0.0011839i,-0.0019934+0.0017667i,-6.6668e-05+0.00051309i,0.00019009-0.0014117i,-8.4583e-05-0.0014985i,-0.00014828-0.00022579i,-0.00023357+0.00097716i,-9.2839e-06+0.00090429i,0.00052692-0.00016781i,0.00022759-0.00034085i,-0.00047939+4.0333e-05i,-0.00048104+7.4357e-06i,-0.00068147-0.00030318i,-0.00017935-0.00051653i,0.00025554+3.971e-05i,-0.00062919+0.00042178i,-0.0008768+0.00064448i,-0.00073963-0.00015044i,-0.00087107-0.0010046i,-0.00055352-0.00049629i,0.00012308+0.00030748i
0.00039326+0.00093i,0.00056282+0.0010235i,0.00054883+0.0018993i,0.00014184+0.0013558i,-3.8588e-05-0.00046161i,0.00029067-0.0019942i,0.00014842-0.0016529i,-0.00027689-0.00057632i,-0.00032852+0.00033611i,-0.00093108+0.00051808i,-0.00094779-9.8191e-05i,-0.0001853-0.0006467i,4.5812e-05-0.0009686i,0.00026392-0.00056264i,0.00079813-0.00024568i,0.00036187+0.00039558i,-0.00018287+0.00061509i,0.00017849+0.00031369i,2.5675e-06-0.00012443i,-0.0004777-0.00030378i,-0.0002317+0.00050729i,0.0001154+0.00058647i,0.00032522+6.4109e-05i
-0.0019441+0.0023456i,-0.001891+0.0023783i,-0.0013448+0.0023641i,0.0003574+0.0020845i,0.0016129+0.0007385i,0.0015445-0.001145i,0.00056509-0.00057192i,-0.00055087+0.00035412i,-0.00048638+0.00010214i,0.00010337+0.00027271i,0.00053067+0.00062352i,0.00099173+0.00053214i,0.00015471+0.00015636i,0.00039336-0.00062549i,0.00076789-0.00056435i,9.9031e-05-0.00017053i,-0.00025906+0.00016506i,-0.00066899+0.00017553i,-0.00097776-7.9248e-05i,-0.00019106+9.7937e-05i,0.00017465+6.1274e-05i,0.00023121-8.2714e-05i,-0.00013173+0.00017122i
-0.0003301+0.00065418i,0.00054412+0.00077042i,0.0017244+0.00060737i,0.0016318+0.00044423i,0.0013311+0.00051988i,0.00079087-0.0012957i,0.00040598-0.0024792i,-0.00025082-0.0013316i,-0.00043371-0.00035614i,0.00019098-9.9264e-05i,0.00048707+0.00035552i,0.001253+0.000984i,0.0016442+0.00073963i,0.0012697+0.00058509i,0.0016399+0.00098456i,0.0018499+0.0005919i,0.0011675-5.8766e-05i,0.00043337-9.098e-05i,-3.7752e-05-0.00028149i,0.00024581-0.00056012i,0.0011727-0.0001081i,0.0012645-6.5793e-05i,0.00017636+0.00019794i
-0.00011797+0.0012131i,0.00073232+0.00090144i,0.0019279+0.00050119i,0.0011874-0.00019214i,-0.00086002-0.00105i,-0.0011175-0.0015433i,-0.00073117-0.00084858i,-0.00068704-0.00010066i,9.5312e-05-0.00086324i,0.00048447-0.001271i,0.00028215-0.0016972i,0.00034664-0.0012245i,0.00087012-0.00025487i,0.0015093-0.00028823i,0.0010775-0.00051092i,0.00050392-0.00022113i,0.00034519+0.00048627i,0.00018887+0.00041963i,0.00039368-0.00081375i,0.00043994-0.00109i,-0.00012048-0.00067058i,-0.00028693+0.00013067i,-0.00028372+0.00032719i
