-0.0053585+0.00080474i,-0.0033621+0.0010803i,-0.0029538+0.0028512i,-0.0011183+0.0037914i,0.00098591+0.0031333i,0.0004663+0.0019076i,-0.00085637+0.0012999i,-0.00032385+0.0017726i,0.00032943+0.0010675i,0.00057329+5.299e-05i,0.00062461-9.5102e-05i,0.00088114-0.00047746i,0.001348-0.0013093i,0.0011721-0.0011781i,0.00081378+0.00034138i,-0.00016934+0.00079761i,-0.0005672+0.00051388i,8.0622e-05+3.928e-05i,0.00026008-0.00044435i,0.00044513+5.6527e-05i,0.0001196+0.0004357i,0.00033259+6.0717e-05i,0.00055574-0.0011002i
-0.001085+0.00038964i,-0.00071259-0.00044978i,-0.00047925+0.00033405i,-0.00063834+0.00052902i,-0.0011305-0.00053992i,-0.0019166-0.00085896i,-0.0020686-0.00059148i,-0.00093908-0.00051586i,-0.00025764-0.00072484i,-0.00055082-0.00071706i,-0.0002534-0.00072659i,0.00043708-0.00049805i,0.00062625-4.2636e-05i,0.00047761+0.0001207i,0.00061411-0.00018809i,0.00017785-0.0002314i,-0.00040556-0.00014439i,-0.00056898+0.0001802i,-0.00038311-0.00030969i,0.00044666-0.00050182i,0.00042872+4.8962e-05i,-0.00028509-7.5238e-05i,6.6626e-05-0.0010067i
0.00050341+0.00084049i,0.00049792+9.4091e-05i,0.0012405-0.0005991i,0.0009992-0.0020247i,0.00080678-0.001827i,0.00085545-0.00042047i,1.6776e-06-0.00012984i,-0.00088824+0.000277i,-0.00050347+0.00072701i,0.00089609+0.00050987i,0.0014333-0.00023613i,0.00034301-0.00087121i,-0.0003732-0.00054691i,-0.00029212+5.6335e-05i,-0.00035214-0.00042666i,4.3689e-05-0.00025592i,-0.00016813-6.1783e-05i,-0.00049346-0.00054649i,3.5164e-05-0.00033539i,-2.8552e-05-0.0001193i,-5.8944e-05-0.00015755i,0.00010461-0.00040717i,0.0003601-0.00012579i
0.0002344+0.00083943i,-0.00024588+0.00025751i,-0.00075341+0.00097076i,-4.1708e-05+0.0014461i,0.00014678+0.00067719i,-0.00043952-0.00097143i,-0.00087187-0.0013203i,-0.0010242-0.00083739i,2.4833e-06+0.00011653i,0.00016651+0.00091987i,-0.00031613-7.6242e-05i,0.00016655-0.0013456i,0.00080354-0.0014327i,0.00062458-0.0007811i,4.0403e-05-0.00057955i,0.00012403-0.00016037i,0.00047933+0.00053737i,0.00074358+0.00084665i,0.00092145+0.00082395i,0.00059431+0.00013377i,0.00059768-0.00083506i,0.00042387-0.00088184i,0.00013253-0.00068052i
0.00076351+0.0011165i,0.00073097+0.0010913i,0.0012464+0.00094652i,0.00085018-0.00031819i,0.00094082-0.0010152i,-0.00025912-0.00047732i,-0.001008+9.3286e-08i,-0.00032945+2.2425e-05i,2.8293e-05-0.00073055i,0.00038289-0.0010552i,0.0004862-0.00010068i,0.00020516-9.9379e-05i,0.00059319-0.00082889i,0.00059998-0.00047384i,-8.2516e-05+5.6011e-06i,-0.00027052-5.7174e-06i,-0.00012122-0.00015679i,4.2301e-05-0.0005063i,-0.00026484-0.00028641i,-9.0505e-05-6.3532e-05i,0.000532-0.00026968i,-4.8874e-05-5.3451e-05i,-0.00021863-0.00047449i
0.0011345+0.00016599i,0.0016287+7.7112e-05i,0.0017253-0.0010815i,0.0011203-0.0011912i,0.00044986-0.00073376i,1.7945e-06-0.00014977i,-0.00015346+0.00038706i,-7.2018e-06+0.00095849i,0.00038884+0.0010021i,7.5094e-05+0.00066826i,-0.0010596+0.00048274i,-0.00037121-0.00035641i,0.00038766-0.00085534i,-0.00048598-0.00065806i,-0.00070092-0.00032412i,0.0002495-0.00020672i,0.00030121+2.0277e-05i,-0.00070533+0.00052229i,-0.0010024+0.0008743i,-0.00044907+0.0001951i,1.418e-05-0.00065147i,-2.5967e-05-0.00063062i,-0.0003236-0.00045327i
-0.0017705+0.002669i,-0.0020344+0.0033902i,-0.0026345+0.0045516i,-0.0012497+0.0033835i,-0.00017375+0.00060377i,-0.0012454-0.00070023i,-0.0014119-0.00053452i,-0.00069195-0.00027818i,8.2412e-06+0.00061885i,0.00041387+0.0010109i,0.0015018+0.00030795i,0.0014548-8.04e-05i,1.4807e-05+0.00015892i,-0.00050302+0.00062913i,-0.00027747+0.0001666i,-0.00013549-0.00051942i,-0.00012652-1.4149e-05i,-0.00018414+0.00050592i,-0.00014104+0.00020118i,-0.0004025+2.9297e-05i,-3.2536e-05-0.00048218i,0.00096638-0.00093853i,0.00089595-0.00067535i
0.0018624+0.0005533i,0.0026704+0.0010653i,0.0036543-0.000318i,0.0031422-0.0012355i,0.0011871-0.00066108i,-0.00096317-0.00034574i,-0.0021733-0.0002987i,-0.0013824-0.00049895i,-0.00039566-1.2665e-05i,-6.4145e-05+0.0010727i,-9.1817e-06+0.0012325i,-0.0005481+0.00082379i,-0.00058193+0.00015499i,-0.0005946-0.00022483i,-0.00073092-0.00058677i,-0.00018258-0.00070058i,4.6537e-05-0.00016226i,-5.5879e-05+0.0002877i,0.00025719+0.00050721i,0.00039488+0.00083825i,0.00080562+0.00051393i,0.0010102+0.00034701i,-4.8931e-05+0.00061008i
-0.001601-0.00040044i,-0.0015471-0.0017785i,-0.00091417-0.0015994i,-0.00064089-0.00092593i,0.00011397-0.00077799i,-0.0003217-0.00095691i,-0.00086237-0.00061368i,-0.00073518-0.0003833i,-0.00087525-0.00015546i,-0.00061736+0.00018257i,-0.00033307-0.00018212i,1.9325e-06-0.00057114i,0.00056278-2.5333e-05i,0.00061865+0.00093361i,-8.7127e-05+0.0006679i,-0.00045658+0.00036285i,-0.00038096+0.00059407i,-0.00057852+0.00024417i,-0.00078398-0.00013381i,-0.0007862+0.00013317i,-0.00070804-1.9748e-05i,-0.00010397-1.6086e-05i,0.00024073+0.00021133i
0.00063517+0.00090738i,0.00079308+0.0018297i,0.00085016+0.0025071i,0.00097347+0.0019466i,-0.00037885+0.00033109i,-0.0014292-5.1662e-06i,-0.0013354+0.00013915i,-0.00050474-0.0001966i,0.00021293+0.00014693i,-0.00019167+0.00010854i,-0.00023478-0.0006295i,0.00055978-0.00045055i,0.00056574-0.00013056i,0.00019-3.8469e-06i,-0.00017895+0.00021994i,-0.00081895+0.00053048i,-0.0012724+0.00051371i,-0.00075843+0.00044871i,-0.00014197+0.00011349i,-0.00017743+0.00029693i,0.00042307+0.0012049i,0.00080864+0.0013315i,6.1106e-05+0.00051312i
-0.00094661-0.00073456i,-0.0004457-0.0011104i,0.00022469-0.0010357i,0.00052691+1.8167e-05i,-0.00017867+0.00053265i,-0.0015078+0.00048396i,-0.0015647+0.00081964i,-0.00099141+0.00096092i,-0.0011377+0.00045694i,-0.00075646+0.00056997i,5.3286e-05+0.00063005i,0.00065078+0.00027879i,0.00078213-0.00061289i,0.00019742-0.00082864i,-0.00040837-0.00039568i,-0.0001062-7.6436e-05i,4.4384e-05+0.00032355i,-6.6436e-05+8.997e-05i,0.00041503-0.00022126i,3.0799e-05-8.3598e-05i,-0.000447+0.00010521i,-0.0004274+2.7863e-05i,-0.00039961-9.789e-05i
-0.00067954+0.00094266i,-0.0011146+0.0018136i,-0.00045946+0.001047i,0.00040778-0.00014488i,0.0010969-0.00026515i,3.2684e-05-0.00091775i,-0.0012171-0.00097242i,-0.0014973-0.00018576i,-0.0013875+0.00016083i,-0.000737-0.00014311i,0.00020957+7.1786e-05i,-2.146e-06+0.00058209i,-0.0002776+6.3736e-05i,0.00010225-0.00025414i,-7.4402e-05+2.4605e-05i,-0.0005286-5.5938e-05i,0.00014392-0.0003594i,0.00065634-0.00049325i,0.0003326-0.00045525i,0.00036703+0.00012068i,0.00050096+0.00041855i,0.00028608+0.00055708i,-0.00018244+0.00084704i
0.00077063-0.00086176i,0.0012075-0.0004684i,0.0017708+0.00020668i,0.001743-0.00055368i,0.00087693-0.00091425i,-0.00030977+5.9718e-05i,-0.00076596+0.00041481i,-0.00069918+0.00083843i,0.0002132+0.00074638i,0.00054188+0.00032985i,0.00061525-0.00019082i,0.00023695-0.00063025i,-0.00033583-0.00031107i,-0.00072993+0.00059847i,-0.00079043+0.00092179i,2.7461e-05+0.00012407i,7.1078e-05-0.00011783i,-4.7382e-05+0.00046384i,-0.00016635+0.00032312i,-0.00029909-0.00034393i,-4.1641e-05-3.9674e-06i,0.00032462+0.00023007i,0.00015581+0.00033747i
-0.00065263-0.0011975i,-0.00083218-0.00010661i,-0.00087756+0.00058485i,-0.00047041+0.00018283i,-0.00079663-0.00021461i,-0.0016657-0.00037829i,-0.0015289-0.00022886i,-0.0017161+9.8063e-05i,-0.0015222+0.00042876i,-0.0010577+0.00051437i,-0.00075192-8.6513e-05i,-0.00015072-0.00072574i,-3.5156e-05-0.00048227i,0.00014608-0.00019609i,3.9848e-05-2.9069e-05i,-0.00068907-0.00042367i,5.433e-06+0.00024575i,0.00064573+0.00051006i,0.00068999-0.00012446i,0.0004215-0.00039363i,-0.00080865-0.00089157i,-0.0014855-0.00093235i,-0.0010793-8.0291e-05i
0.0012109+0.00074919i,8.7887e-06+7.6341e-05i,4.5022e-06-0.00011661i,7.2632e-05+8.2593e-06i,-0.00032929-0.0010865i,-4.4643e-05-0.00063625i,-3.9393e-05+0.00052788i,-0.00073177+0.00074442i,7.5047e-05+0.00041216i,0.00041667+0.00053766i,-0.00014649+2.6638e-06i,0.00026867-0.00019927i,0.00084024+4.8232e-05i,0.00069499-0.00036589i,0.00056367-0.00040696i,0.00025253-0.00023705i,0.00052022+0.00047096i,0.0011461+0.00084184i,0.00075327+0.00072264i,0.00016048-0.00061652i,0.00026282-0.0011559i,0.00017415-0.00024709i,-0.0004244-7.2465e-05i
-0.00069497+0.00049026i,0.00043106+0.00083145i,0.0016406+0.0019103i,0.00068781+0.0017075i,-0.00027906+0.00061152i,1.1909e-06+0.00015231i,5.4099e-07-0.00027936i,-0.00021047-0.00035438i,6.5759e-05-0.00056797i,-2.279e-05-0.00041985i,-0.00060635+0.00018566i,-0.00065793+0.0004126i,-0.00046204+0.00021516i,-0.00040673+0.00039147i,-0.00039812+0.00021951i,-0.00081635-0.00050006i,-0.00036651-0.0003761i,0.00041262+0.00013837i,-0.00031933+4.307e-05i,-0.00085241-0.00013213i,-0.0003922-0.0002059i,-0.00067687+0.00016497i,-0.00088665+0.00020705i
-0.0019223-0.0003767i,-0.0023228-0.0010843i,-0.0019944-0.00088417i,-0.0016755-0.00025071i,-0.00074083-0.00077783i,-0.00023375-0.00068484i,-0.00035956-0.00039238i,-0.00036788-0.00056507i,-0.00061647+0.00028095i,-0.00036545+0.0013612i,-0.0001243+0.0014892i,0.00037743+0.00084023i,0.00017264+0.00030015i,-0.00047836+0.00014938i,-0.00033734+0.00038629i,-0.00024104+0.00032068i,4.7577e-05+0.00033102i,0.00037129+0.00029173i,0.00049524-6.84e-05i,0.00082863+0.00015307i,0.00082066-7.4584e-05i,0.0005231-0.00065693i,0.00031015-0.00059882i
-0.00013929+0.00010225i,0.00089427+9.2636e-05i,0.0020281+0.00036626i,0.0020498+0.00068273i,0.0013365-0.00015035i,0.00027514-0.00054004i,-0.0012256-0.00041i,-0.0015404-0.0001943i,-0.00094926+0.00018129i,3.0159e-05+0.00040158i,0.00035058+0.00073239i,0.00030991-6.6186e-05i,0.00018028-0.00077838i,0.00018266+0.00033712i,0.00038855+0.0006103i,0.00031627+0.00011225i,0.00043812+0.00021826i,0.0004036+8.5314e-05i,1.8797e-05+0.00019449i,-0.00041222+0.00091142i,-0.00066069+0.0006165i,-0.00055583-1.2485e-05i,-0.00040398-0.0001859i
0.00078819-0.0006817i,-3.9313e-05+0.0004376i,-0.00016579+0.0010757i,-4.3376e-05+0.00031612i,2.198e-07-0.00051438i,-0.00023987-0.00071615i,-0.0003382-0.00060616i,-0.00047588-0.00032609i,-0.00097238+0.0002574i,-0.0013434+9.4123e-05i,-0.0010058-0.00049217i,1.2151e-05-0.00054156i,0.00026876-0.00069503i,8.391e-05-0.0015436i,0.00020624-0.0018243i,-5.2125e-06-0.001039i,-0.00022711-0.0003184i,-0.00053783+0.00038955i,-0.00088045+0.00070159i,-0.00016526+0.0003926i,0.00051897-0.00017234i,0.00044463-0.00094685i,0.00016159-0.0015712i
-0.00045417+0.0015315i,3.76e-05+0.0016548i,0.0013252+0.0012695i,0.0011549+0.0002187i,0.00036907-0.00046005i,-0.00036054-0.00040226i,-0.001228+8.0317e-05i,-0.001143+2.7569e-05i,-0.00056753-0.00051605i,-0.00016683-0.00071178i,0.00062852-0.00029548i,0.00071155-0.00030289i,0.00012521-0.00066723i,-0.00030032-0.00022038i,-0.00082456+0.00020509i,-0.00013502+0.00041677i,0.0001011+0.00057837i,-0.00025502+0.00049767i,0.00034282+0.00092557i,0.0010923+0.00077455i,0.0012697-2.486e-05i,0.00075422+0.00021568i,0.00028936+0.00084672i
-0.0003329+0.0013906i,-0.00070446+0.00075007i,0.00025257-0.00028234i,0.0012604-0.00078492i,0.00086999-0.00076768i,1.6098e-05-0.00052231i,-0.000264-0.00010865i,0.00043693+0.00013701i,0.00069654+0.0010018i,0.00021097+0.0010866i,0.00014838+0.00072563i,9.7124e-05+0.00069445i,6.6837e-05+0.00067507i,-0.00033896-8.2266e-06i,-0.00036669-0.001025i,0.000101-0.00092746i,0.00041704+9.5041e-05i,0.00047829+0.00080798i,0.00044747+0.00062158i,0.00044488-0.00015391i,0.00011818-0.00065386i,0.00016296-0.00058495i,0.00024516-0.00032448i
0.00031144-0.001215i,4.6721e-05-8.5202e-05i,0.00049951+0.00030135i,0.0010098-0.00027969i,0.00078096-0.00046737i,-0.00054277-0.00084895i,-0.00089252-0.00089191i,-0.00036512-0.00028207i,-0.00061266+0.00035775i,-0.00072649-0.00033859i,-0.00033853-0.00052942i,0.00013811-1.7771e-05i,0.00058126+0.00021296i,0.00056537+0.00061034i,-2.9802e-05+0.00099461i,-0.00076496+0.0011879i,-0.00090544+0.00069753i,-0.00052842+0.00023931i,-0.00028164+0.0004344i,-0.00066561+0.00060195i,-0.00089115+0.00057031i,-0.0004161+0.00053202i,0.00035672-2.2458e-06i
-0.0001532+0.00020368i,-0.00067687+0.00011683i,-0.00050086+0.00055693i,0.00054485+0.00073439i,0.00033379-0.00033705i,-0.00079957-0.0011302i,-0.00088357-0.00057391i,-0.00096651+0.00037821i,-0.00091389+0.00092991i,-0.00014949+0.00085955i,0.00042281-0.00021296i,0.00026425-0.00069578i,0.00050701-0.00057889i,0.00085092-0.00062142i,0.00081603-0.00017875i,0.00076045+0.00010964i,0.00074321+0.00032925i,-0.00018874+0.00056639i,-0.00122+0.00056347i,-0.00039262+0.0006232i,0.00094474+0.00028115i,0.0012929-0.00012551i,0.0013821-0.00027967i
0.0004379-0.00036684i,9.6505e-05-5.3114e-05i,8.601e-05+0.00079295i,0.00017717+0.001043i,-0.0006637+0.00067453i,-0.0012789+0.00086556i,-0.0010837+0.0012332i,-0.00022888+0.0015686i,3.2199e-05+0.0015227i,-0.00032711+0.0011503i,0.0001513+0.00055342i,0.00017539+0.0009017i,0.00016094+0.0010175i,0.00036677+0.00043995i,-0.00015531+0.00017475i,-0.00074527+0.00030057i,-0.00071278+0.00049783i,-0.00018247+0.00050292i,0.00037365+0.00063752i,0.00040511+0.00055732i,0.000271+0.00028788i,-3.1261e-05+0.0011566i,-0.00024305+0.0013089i
-0.0013879+0.0017993i,-0.00041352+0.0013757i,0.0014792+0.00089773i,0.0022526-0.00034458i,0.00094658-0.0013912i,-0.00013412-0.0014682i,-0.0004104+0.00021012i,1.4939e-05+0.001253i,0.00063673+0.0010015i,0.00040499+0.00029764i,0.0005896-3.4247e-05i,0.00075491+9.0317e-05i,0.00013996-0.00056839i,-4.9934e-05-0.00044224i,0.00053312+0.00046606i,0.00014773+0.00026462i,0.00020019-0.00027723i,0.001032+0.00012171i,0.0010183+0.00049499i,2.5794e-05+0.0004489i,2.5176e-05+0.00024063i,0.00081599-0.00016894i,0.00041773-0.00070978i
-9.6437e-05+0.00042829i,0.00052251+0.00011437i,0.0011175+0.00072808i,0.0012271+0.00090894i,0.0010606+0.00042546i,0.00028351-0.00048012i,-0.00012035-0.00013646i,-0.00012176+0.00068828i,-0.00051528+0.00047785i,-0.00082187+7.2509e-05i,-0.0001888+0.00054253i,0.00064513+0.00059945i,0.00026673-0.00019436i,0.00055786-0.00037203i,0.0013428-0.00031888i,0.00084392-0.00028018i,0.00043736+1.9942e-05i,0.00015911-8.9441e-05i,-0.00039336-0.00019949i,-0.00099225+0.00029714i,-0.00092199+0.00048303i,-0.00042934+9.3658e-05i,0.00013362-0.00012599i
-8.7929e-05-0.0016335i,-0.00084042-0.00045642i,-0.0011401+0.00018141i,0.00014819+0.00069805i,0.00014247+0.00088314i,-0.0011385+0.00046242i,-0.0011779+7.5342e-05i,-0.00043777+0.00015929i,0.00050047+0.00035711i,0.00080863+0.00036883i,-0.00026229+0.00030907i,-0.00090343+0.00050494i,-0.00058554+0.00052843i,-0.00021864+0.0001758i,-0.00013095+0.00035454i,0.00012215+0.00083878i,-0.00021395+0.00061331i,-0.00070896-6.7726e-05i,0.00012816-0.0002985i,0.00033797-0.0011248i,0.00020879-0.0018629i,6.6601e-05-0.00055718i,-0.0007404+0.00058825i
0.00022074+0.0006651i,-6.6162e-05+0.0010781i,-9.8958e-05+0.00060235i,-0.00043691-0.00097482i,-0.00025305-0.0016788i,-0.00024851-0.00092716i,-0.00079727-0.00037516i,-0.0006038-0.00073719i,0.00012547-0.0005472i,0.00048504+0.00010454i,5.3324e-05-0.00018263i,-0.00041254-0.00030376i,-0.00050297-0.00030216i,-0.00035632-0.00088209i,-0.00029109-0.00070453i,-0.00026738-0.00067073i,0.00013313-0.0010373i,0.00040058-0.00076529i,0.00033775-8.9848e-05i,0.00018279+0.00041252i,0.00028385-0.00032819i,0.00037209-0.00057281i,-0.00012786-0.00025296i
0.00089767-0.0014893i,0.00038365-0.001046i,8.9417e-07-0.0010506i,0.00032732-0.0011158i,-6.2843e-05-0.00089151i,-0.0011299-0.00061739i,-0.0012109-0.00078278i,-0.00034535-0.00058544i,-0.0003056+1.5424e-05i,-0.0010916-0.00038424i,-0.00098674-0.00035344i,-0.001093-0.00013343i,-0.00069778-0.00043291i,-0.00013984-0.00017079i,-0.00046492+0.00056812i,-0.00084133+0.00045884i,-0.00028986-6.019e-05i,0.00015941-0.00019099i,0.00046374+1.8037e-05i,0.00035148+0.00036198i,0.0002895+0.00048242i,0.00033937+0.00019493i,0.00027837+0.00043004i
-0.00021754-1.8673e-05i,-0.00091404+0.00069593i,-0.00060117+0.00094508i,0.00019417+0.0013838i,0.00019942+0.0010623i,-0.00041629+0.00034465i,-0.0010098-2.306e-05i,-0.0006384+7.7278e-05i,0.00017432+0.00055973i,0.00047393+0.0012463i,0.00027779+0.0006394i,0.00011246-5.6227e-06i,0.00018877-7.8528e-05i,0.00033897-0.00041169i,0.00026144-0.00020425i,3.1562e-05+0.00016578i,-0.00032441-5.5398e-05i,-0.00043368-0.00021974i,0.00016086-0.00010424i,0.00030362-4.7205e-05i,-0.00015885+3.2786e-06i,-0.0001063+0.00030625i,0.00019383+0.00052672i
0.00015983+0.00057556i,0.00032655+0.00048973i,0.0011293+0.0009644i,0.0011948+0.00026141i,0.00062011+0.0004757i,-0.00072903+0.00013356i,-0.001201-0.00022119i,-0.00064274+0.00046215i,-0.00029915+0.00018861i,-0.00015778-0.00012573i,-0.00035222+0.00022043i,-5.8151e-05-0.00050807i,0.00022595-0.00049443i,0.00029421+0.00044705i,6.4677e-05+0.00063098i,-0.00015754+0.00043954i,-0.00056377+0.00061142i,-0.00050463+0.00061103i,-6.8114e-05+0.00065205i,-1.3737e-05+0.00047206i,-0.00053206-0.00036957i,-0.0010979-0.00075384i,-0.00036414-0.00064411i
0.00019943-0.00019957i,0.00044181+0.0010727i,2.8648e-05+0.0010191i,-0.00057911+0.00021523i,-0.0011428+0.00028507i,-0.00087478-0.00012675i,3.5745e-05-0.00021058i,0.0006464-0.00016849i,0.00038304-0.00071509i,-0.00079288-0.0001765i,-0.0012601+0.00080636i,-0.00086296+0.00052691i,-0.00044723-0.00042514i,0.00020645-0.00079309i,0.00080383-0.00066934i,0.00068867-0.00058039i,0.0010994-3.4659e-05i,0.00099281+0.001065i,-6.2805e-05+0.0012229i,-0.00014807+0.00036184i,0.00046936-0.00037318i,0.00022355-0.00040502i,-0.00018677+0.0003713i
0.00092297+0.0010532i,0.00094158+0.0012134i,0.0015816+0.0016126i,0.0017753+0.0012398i,0.0014721+0.00013362i,0.00034249-0.00040294i,-0.00059975+0.0001121i,-0.00029222+0.00087428i,-0.00013591+0.0011742i,0.00031505+0.00042848i,9.5737e-05-0.00070489i,-0.00035675-0.0010129i,-0.0003048-0.00076823i,-0.0002344-0.0009283i,-0.00039419-0.00074236i,-0.00055176-0.00015122i,-0.00029698-0.00017303i,-4.1084e-05-1.5116e-05i,-9.3934e-05+0.00066274i,-0.00015219+0.00099196i,0.00020419+0.0010228i,0.0005232+0.0014837i,0.00015388+0.0014296i
-0.00084845+0.00029765i,-0.0011238-0.00012516i,-0.00028369-0.00012273i,0.00127-0.00062418i,0.0015894-0.0014638i,-0.00052189-0.0006009i,-0.0014345-0.00053561i,-0.00020736-0.00153i,0.00057285-0.0013639i,0.00081939-0.00068595i,0.00084059-0.00086985i,0.00071098-0.00078613i,-0.00040375-0.00026936i,-0.00060597-0.00035636i,-0.00042941-0.00011129i,-0.0009067-0.00012283i,-0.00037903-0.0003442i,-0.00048731+8.3727e-05i,-0.00018736+0.00067241i,0.00040553+0.00070949i,3.8984e-05+0.00032991i,0.00010047+0.00018127i,-0.00066843-0.00023508i
-0.00029487-0.00030616i,0.00050912-7.6278e-05i,0.0015707+0.00042287i,0.002322+0.00078689i,0.0017456-0.00024311i,-3.977e-05-0.00070462i,-0.0010762-0.0001825i,-0.00082994-0.0001272i,-6.4489e-05-0.000237i,0.00082862-0.00059535i,0.00041014-0.00038964i,-4.657e-05-0.00010571i,-0.00016206-0.000164i,-0.0010024-0.00010904i,-0.00088252-0.00016556i,-0.0005724-0.00022412i,-0.00077543-9.1893e-05i,-0.0012284+7.7623e-05i,-0.0012738+0.00019289i,-0.00057066-8.774e-05i,5.5125e-05-0.001056i,0.00054739-0.0011413i,1.8833e-05-0.00020087i
-0.0025622-0.0013438i,-0.0028198-0.0013931i,-0.0025102-0.00047003i,-0.00045224+0.00033659i,0.00078263+0.00030951i,-0.00026565+0.00019941i,-0.0015575+0.00020611i,-0.0013892+0.00049662i,-0.00042957+0.00096763i,-0.00016343+0.00084078i,-0.00046941+0.00067362i,-0.00056147+0.00056151i,-2.9788e-06+0.00029381i,0.00012975+0.00043331i,-0.0005061+0.00049315i,0.00016876-0.00013936i,0.0011116-0.00016552i,0.00033906+0.00017606i,-0.00062031+0.00019163i,-5.0396e-05-0.00018253i,0.00045077-0.00011187i,0.00044896+0.00022745i,-3.2864e-05-0.00023365i
0.00047719-0.00028308i,0.0011913+0.00079309i,0.00060158+0.0012857i,0.00077799+0.0006794i,0.00043064+0.00026478i,-0.00070995+0.00040896i,-0.0010616+0.00023115i,-0.0003948+8.9164e-05i,-0.00053504+1.8133e-05i,-0.0009717-0.00055898i,-0.00084627-0.001152i,-0.00075438-0.0011109i,4.7081e-05+0.00012458i,0.00070101+0.0010628i,0.00090572+0.00082233i,0.0006449-0.00041499i,0.00021994-0.00042607i,0.00050874+0.00080226i,0.0010717+0.00061278i,0.0016278+0.00020623i,0.0012977+0.00060361i,0.00013564+0.00023482i,-0.00049013-0.00033269i
0.00073725+0.00011084i,0.00015682+0.00080211i,-0.00049175+0.00021774i,-0.00090763-0.00081044i,-0.00086108-0.001809i,-0.0011861-0.0018797i,-0.0010184-0.00084782i,-0.00050023+8.0222e-05i,-0.00053658-0.00033042i,-0.00028238-0.00012756i,-0.00039469-0.00020146i,-0.0002187-0.00044636i,9.2625e-05+0.00033072i,1.5101e-05+0.00048853i,0.00015714+0.00015691i,0.00049899+0.00049925i,0.00087947+4.0451e-05i,0.0010733-0.00030026i,0.00043806-8.9922e-06i,-0.00031497+0.00016403i,-0.00071121-0.00036522i,-0.00058778-0.00067083i,-0.00069293-0.00013632i
0.00067098-0.00060622i,0.00056163-0.00012498i,-0.00018284+0.00012973i,-0.00029329-0.00053829i,-0.00016655-0.0011488i,-0.00059838-0.00097686i,-0.00078152-0.0011554i,-0.00019281-0.0012208i,0.00018039-0.00060397i,0.00021554-0.00052771i,0.00039763-0.0010452i,0.00083214-0.0010608i,0.00091832-0.00080876i,0.00071373-0.00022486i,0.00010198-0.0003805i,-0.00049513-0.00069988i,-0.00081299-0.00019618i,-0.00061337+0.00013112i,4.3171e-05+0.00031383i,0.00058502+0.00039289i,0.00046425-7.1153e-05i,-0.00011004-0.00015551i,9.5996e-05-0.00050783i
-0.0011502+0.00014609i,-0.0012645+0.0010407i,-0.0012405+0.00064474i,0.00026612+0.00034232i,0.00089721+0.00049766i,-0.00022793+2.5961e-05i,-0.00078503-3.4696e-06i,-0.00076444+0.00049899i,-0.00024534-0.00020241i,0.00031715-0.00065925i,0.00062055-0.00025162i,0.0008936+0.00023255i,0.0010125+0.00057239i,0.00061468+2.8397e-05i,0.00017936-0.0006701i,-0.00029897-0.00020555i,-6.8908e-05+0.0002858i,9.0517e-05+0.00041867i,-0.00052414+0.00065375i,-0.00089629+0.00045755i,-0.0011104+0.00030377i,-0.00065236+4.7087e-05i,-0.00052109+0.00016746i
0.0011796+0.0011618i,0.001674+0.00048443i,0.0021512+0.0011623i,0.0015877+0.00054661i,0.00072245-0.001048i,0.00019433-0.00096966i,-0.00015681+0.00032262i,-0.0003459+0.0010609i,0.00049918+0.00063393i,0.00080816+0.0005363i,0.0002212+0.00033154i,-0.00033982-0.00066956i,-0.00020937-0.0012491i,0.00028536-0.00066399i,5.16e-05+0.0001464i,-0.00076933+0.00025733i,-0.00087055-0.00031398i,-6.1801e-05-0.00054809i,0.00051668+0.00099362i,-0.00011385+0.0017507i,-0.0004261+0.00072641i,-0.00063689-0.00057521i,-0.00081616-0.00076474i
0.00031205+0.0025872i,0.00057693+0.0016903i,0.0014651+0.00073048i,0.00072822-0.00027755i,-0.00051279-0.0014734i,-0.0012892-0.0013397i,-0.0014025-0.00044107i,-0.00031283+6.3644e-05i,0.00037009+2.2761e-05i,-0.00021843-0.00014678i,-9.6507e-05-0.0015054i,0.00076476-0.0016665i,0.00068892-0.00080032i,0.00029491-0.00076854i,0.00021541-0.00069379i,0.00022763-5.8821e-05i,6.3235e-05+0.00015175i,5.0469e-05-0.00038385i,0.00059839-0.0003085i,0.00087028+0.00038642i,0.00036532+0.00089741i,-3.4379e-05+0.00070146i,-0.00010151+0.00019367i
0.0021007+0.00011385i,0.0018159+0.00049662i,0.0018375+0.0003948i,0.0010169-0.00040838i,-0.00082932-0.00083061i,-0.0017642-0.00097785i,-0.0017309-0.00028325i,-0.0013812+0.00055018i,-0.00047056+0.00022231i,-0.00018416+8.7009e-05i,-1.2818e-06+0.00024156i,-0.00019757-0.00047846i,-0.00048952-0.00040156i,-5.8057e-05-0.00011663i,3.7238e-05-0.0001814i,-0.00033774-0.00066988i,-0.00044789-0.00094061i,-0.00020525-0.0012408i,-0.00013937-0.00062494i,-0.00067104-0.00012389i,-0.0002502+9.157e-05i,0.00036512+0.00080683i,0.00038926+0.0014226i
