0.0014354-1.603e-05i,0.00071322-0.0019395i,-0.0010692-0.0030053i,-0.0023856-0.0020567i,-0.0027685-9.3016e-05i,-0.002208+0.0015879i,-0.0010397+0.0019766i,0.00016132+0.00089368i,0.00060877-0.00010901i,9.1491e-06-0.00039796i,-0.00022252-0.00053373i,-7.5024e-05-0.00082438i,-0.00012561-0.00041259i,-0.00057481+0.00027729i,-0.0010808+0.00078429i,-0.00012595+0.00098401i,0.00049271+0.00092875i,-0.00046912+0.0013829i,-0.00099483+0.0017722i,-0.001046+0.0002726i,-0.00091187-0.00087162i,-0.0006062-0.00019315i,-0.0004069-4.9001e-05i
0.040013+0.21184i,0.026399+0.18804i,-0.015532+0.13184i,-0.055826+0.096293i,-0.062857+0.067639i,-0.021105+0.024456i,0.025599-0.02219i,0.029203-0.036393i,0.01941-0.012449i,0.021526+0.0050101i,0.016136+0.0037395i,0.0067079+0.0029824i,0.0039607+0.0024224i,0.0033817-0.0007774i,0.0035076-0.0040941i,0.0029197-0.0079601i,0.00034894-0.01085i,-0.0024916-0.011539i,-0.003264-0.0088216i,-0.0022311-0.0048003i,-0.002454-0.0030001i,-0.0026148-0.0017483i,-0.00096119-0.00029108i
0.21009+0.025559i,0.15953+0.0030975i,0.065884-0.018934i,0.026346-0.017103i,0.019325+0.0059827i,-0.013219+0.0066231i,-0.060482-0.011927i,-0.067598-0.011266i,-0.029662-0.0066273i,-0.005996-0.013139i,-0.0091926-0.0094181i,-0.0081709-0.0013421i,-0.004326-0.001772i,-0.0042998-0.0024188i,-0.0055458-0.0015936i,-0.0075132+0.00058083i,-0.0071995+0.0045014i,-0.005276+0.0060517i,-0.0043305+0.0039574i,-0.0052588+0.0026803i,-0.0050728+0.0034369i,-0.0027369+0.0035092i,-0.0015743+0.0021492i
0.10914-0.20471i,0.1108-0.16005i,0.11675-0.050354i,0.12413+0.00012225i,0.11051-0.019511i,0.067729-0.0259i,0.02506+0.010177i,0.013136+0.032511i,0.0096558+0.012088i,-0.0017861-0.0067841i,-0.0012889-0.0048864i,0.0046267-0.0037225i,0.0037619-0.0049271i,0.0019602-0.0038631i,-0.00028899-0.0016205i,-0.0021893+0.002721i,-0.00086619+0.0071863i,-9.9619e-05+0.0090751i,-0.00053365+0.0073891i,-0.00073442+0.0035686i,-0.00063257+0.00076064i,0.0010692-0.00063475i,0.0037706-0.0014393i
-0.18736-0.15637i,-0.1977-0.13188i,-0.16366-0.10281i,-0.14979-0.10339i,-0.14077-0.090199i,-0.10009-0.027074i,-0.030773+0.032739i,0.012693+0.034997i,0.00099945+0.017686i,-0.014554+0.020251i,-0.0078443+0.018195i,-0.0047924+0.007908i,-0.0070455+0.0063514i,-0.0052826+0.0067723i,-0.00092879+0.0048301i,0.0037983+0.0017372i,0.0071147-0.0019471i,0.0070393-0.0030951i,0.0052848-0.0022884i,0.005322-0.0018956i,0.0059509-0.0026467i,0.004013-0.0028054i,-0.00045158-0.00097887i
-0.19178+0.11827i,-0.1325+0.11435i,-0.020761+0.062374i,0.022554+0.051106i,-0.0053709+0.074751i,-0.0047475+0.0491i,0.021488-0.025776i,0.018386-0.061188i,0.0081368-0.03596i,0.012472-0.01099i,0.009849-0.006666i,0.0030223-0.0025971i,0.0033167+0.0024468i,0.003782+0.0034619i,0.0016291+0.0002845i,-0.00068258-0.0053757i,-0.0013298-0.0089612i,-0.0011604-0.010074i,-0.0019762-0.0084167i,-0.0015791-0.0047167i,-0.0017272-0.0028253i,-0.0028947-0.0019178i,-0.0025737-0.0020423i
0.069578+0.24839i,0.066484+0.24002i,-0.0016239+0.17022i,-0.029137+0.12921i,0.029727+0.11025i,0.060975+0.06917i,0.018132+0.029838i,-0.01533+0.019441i,-0.0042569+0.016405i,0.0094805+0.0053133i,0.0070272+0.00089781i,0.003467+0.0036549i,0.0047298+0.0015025i,0.0056047-0.0025656i,0.0029454-0.0023028i,-0.0011262+0.0004142i,-0.0036565+0.0023137i,-0.0025469+0.0021283i,2.7127e-05+0.00099433i,-0.00017003-0.00014202i,-0.0012503-0.0001199i,-0.00014436+0.0022784i,0.0020569+0.0050357i
0.25421-0.030702i,0.25002-0.099115i,0.18328-0.13758i,0.1414-0.15234i,0.098574-0.16088i,0.023616-0.12602i,-0.033633-0.043273i,-0.037307+0.01436i,-0.020064+0.010855i,-0.016982-0.0075938i,-0.014355-0.0074812i,-0.003897-0.0058682i,-0.00025448-0.0086409i,-0.0023821-0.0072791i,-0.0036322-0.0028536i,-0.0036422+0.0037995i,-0.0016054+0.0091748i,0.0010202+0.011897i,0.0012669+0.011596i,-0.00064619+0.0090364i,-0.0011158+0.0067098i,0.0010922+0.0034731i,0.0019116-0.0025581i
0.051295-0.22768i,0.0063728-0.18233i,-0.037423-0.036311i,-0.070836+0.046311i,-0.088614+0.034329i,-0.062633+0.022553i,0.0097945+0.031971i,0.056169+0.022158i,0.036892+0.0064632i,0.009559+0.0089867i,0.0067504+0.0095945i,0.0031932+0.0029711i,-0.0049841+0.0022394i,-0.0067836+0.0027605i,-0.0026369-0.0008338i,0.0032109-0.0051964i,0.0057842-0.0066442i,0.0030955-0.005398i,-0.00092481-0.0036471i,-0.00091761-0.0032945i,0.0012258-0.0053872i,0.0020636-0.0067275i,0.0014363-0.0048068i
-0.23144-0.12197i,-0.25606-0.11006i,-0.17504-0.10165i,-0.095774-0.078446i,-0.073255-0.0088648i,-0.051658+0.04447i,-0.022335+0.016166i,-0.015822-0.027518i,-0.015622-0.025252i,-0.0072599-0.0048775i,-0.0042468+0.0018273i,-0.0052602+0.0019579i,-0.0019289+0.0060505i,0.0021283+0.010456i,0.0024969+0.0083999i,1.3016e-05+0.0020732i,-0.0013429-0.0047661i,-0.0010326-0.0086615i,0.00027843-0.0087096i,0.0019572-0.0068396i,0.001939-0.0047339i,-0.0016618-0.0033609i,-0.0062738-0.0010088i
-0.13015+0.20122i,-0.048732+0.26313i,0.067902+0.22066i,0.12502+0.13998i,0.13223+0.075708i,0.10919+0.0035473i,0.044395-0.047505i,-0.0064083-0.039048i,-0.0060222-0.015271i,0.0079764-0.01293i,0.0064166-0.011089i,0.0026334-8.4799e-05i,0.0049481+0.0030756i,0.0054386-0.00099007i,-1.2786e-05-0.0023052i,-0.0074549-3.4185e-05i,-0.010667+0.0024007i,-0.0083214+0.0020198i,-0.0041571-0.00075502i,-0.0027454-0.0020573i,-0.0044837+0.00036236i,-0.0036578+0.0044517i,0.0027183+0.0056114i
0.12421+0.17613i,0.13078+0.10821i,0.010224-0.012622i,-0.10239-0.075471i,-0.1035-0.077818i,-0.071971-0.031991i,-0.051466+0.047796i,-0.02324+0.084992i,-0.0067454+0.06227i,-0.008012+0.033374i,-0.0028426+0.018063i,0.0058639+0.0046157i,0.0069758-0.0080661i,0.0048051-0.013772i,0.0051825-0.011496i,0.0065321-0.0053438i,0.0064194-0.00051533i,0.0059556+0.002918i,0.0063892+0.0053743i,0.0051941+0.0063603i,0.0037322+0.0074543i,0.0042712+0.0078902i,0.0040148+0.0053904i
0.23011-0.10032i,0.23753-0.16098i,0.19522-0.117i,0.13871-0.026784i,0.058192+0.01937i,0.0010645+0.016629i,0.0061817-0.0009163i,0.024323-0.012968i,0.019316-0.0164i,0.006153-0.011279i,0.00012897-0.0057804i,-0.00072806-0.004869i,-0.0049268-0.0018249i,-0.0092232+0.0029498i,-0.0078704+0.0042118i,-0.0012123+0.0022619i,0.0057555+0.00083184i,0.0071272+0.0029887i,0.0024131+0.0048032i,-0.0001217+0.0038943i,0.0015704-6.1354e-05i,0.0035091-0.0070987i,0.0023793-0.013055i
-0.061638-0.19776i,-0.18366-0.15772i,-0.22934-0.029141i,-0.15389+0.068238i,-0.033245+0.079985i,0.03768+0.053659i,0.055136+0.0080819i,0.044039-0.034561i,0.020972-0.03856i,0.010106-0.019725i,0.0064216-0.009137i,-0.0026435-0.0049044i,-0.0072613+0.0037495i,-0.0047421+0.0091599i,-0.0025292+0.0055567i,-0.0022287-0.0013425i,-0.0040887-0.006114i,-0.0052982-0.0086631i,-0.0046895-0.010845i,-0.0023663-0.011849i,-0.0002934-0.011855i,-0.0014232-0.0091596i,-0.0030718-0.002138i
-0.16841-0.027186i,-0.13081+0.023448i,0.019993-0.017189i,0.11725-0.1266i,0.069974-0.16943i,-0.0069544-0.1264i,-0.056824-0.069337i,-0.075129-0.024251i,-0.053197-0.0042756i,-0.02964-0.004846i,-0.020488-0.00026538i,-0.011889+0.0082763i,-0.0020259+0.0093899i,0.0043901+0.006661i,0.0028201+0.0054458i,-0.002658+0.0060886i,-0.0062303+0.0051703i,-0.0057431+0.0011998i,-0.0020112-0.0024374i,-0.0006418-0.0020123i,-0.0030162+0.0015058i,-0.0064011+0.0040571i,-0.0060175+0.0046211i
-0.053155+0.19293i,0.022871+0.26321i,0.018427+0.2332i,-0.06855+0.16173i,-0.10332+0.10782i,-0.074176+0.069197i,-0.030501+0.06328i,0.0080337+0.069953i,0.0192+0.056249i,0.012962+0.034i,0.010556+0.01744i,0.011501+0.0059172i,0.010561-0.0045022i,0.0045121-0.013191i,-0.0020422-0.01457i,-0.0044967-0.0092733i,-0.0051178-0.0030828i,-0.0042556+0.0013698i,-0.0011548+0.004364i,0.00047215+0.0060887i,-3.0633e-05+0.0078979i,0.0014798+0.0087545i,0.0054734+0.0066249i
0.12724+0.036707i,0.1727-0.11195i,0.10744-0.21364i,0.010183-0.15197i,-0.023301-0.01471i,-0.0023046+0.070933i,0.024173+0.077189i,0.033397+0.041808i,0.025005+0.015748i,0.014665+0.013612i,0.01359+0.011198i,0.012609+0.00096317i,0.0052289-0.0034506i,0.0011596-0.0013799i,0.0028357-0.0012823i,0.0071217-0.0030167i,0.010916-0.0014414i,0.01311+0.0038242i,0.012333+0.0079164i,0.0087385+0.0072601i,0.0069153+0.0039019i,0.0073529-0.0012709i,0.0041959-0.005507i
0.084617-0.047891i,0.024288-0.058137i,0.0020875+0.032514i,0.076991+0.10592i,0.1536+0.057489i,0.13525-0.045816i,0.065752-0.10685i,0.012649-0.10962i,-0.0029391-0.082091i,0.0029526-0.055575i,-0.0014531-0.038564i,-0.01109-0.021186i,-0.013694-0.0051853i,-0.011993+0.0050934i,-0.0073976+0.0077875i,-0.0041655+0.0061593i,-0.0013354+0.0056174i,0.0010908+0.0037071i,-0.001149-0.00080159i,-0.0022086-0.0050743i,0.0014385-0.0088579i,0.0039028-0.012211i,0.0032463-0.011774i
-0.061041-0.092786i,-0.18422-0.077983i,-0.21735-0.065602i,-0.16539-0.094476i,-0.12627-0.12615i,-0.1017-0.088749i,-0.066145-0.017061i,-0.03524+0.018501i,-0.023323+0.018056i,-0.022473+0.0078073i,-0.018083+0.004945i,-0.011788+0.0072018i,-0.0054501+0.0070765i,0.0020776+0.0033901i,0.00406-0.0014238i,-0.00012841-0.0054156i,-0.0061779-0.010922i,-0.011168-0.016971i,-0.010466-0.018322i,-0.0059736-0.014883i,-0.0054055-0.0088416i,-0.0076112-0.00063668i,-0.0067008+0.0069962i
-0.0052748+0.043109i,0.092715+0.17561i,0.20201+0.19464i,0.17747+0.10128i,0.041121+0.060308i,-0.049238+0.077242i,-0.050853+0.080764i,-0.024645+0.073739i,-0.0057706+0.056071i,-0.0073855+0.034545i,-0.010601+0.025437i,0.00027502+0.018766i,0.0084448+0.0056264i,0.0058483-0.0056809i,7.4149e-06-0.007792i,-0.0028804-0.0034163i,-0.0033288-0.00071964i,-0.0042719-0.0012199i,-0.0044591-0.0005637i,-0.0036449+0.0021862i,-0.0036701+0.0045096i,-0.0037328+0.0071102i,-0.0024054+0.0054481i
-0.024221-0.015508i,0.0086813-0.060955i,-0.039406-0.087688i,-0.091084-0.013886i,-0.025725+0.076051i,0.066965+0.077324i,0.082877+0.024886i,0.063563-0.011602i,0.042306-0.013082i,0.032644+0.0043501i,0.034789+0.0087301i,0.02799+0.00022114i,0.014896-0.0018744i,0.0052561-0.00039928i,-0.00064175-0.00051488i,-0.0018893-0.00014061i,-9.0223e-05+0.0052702i,0.0044106+0.013389i,0.0080133+0.015865i,0.0072053+0.011818i,0.0060267+0.0067527i,0.0077856+0.0032141i,0.008713+0.00077945i
0.015548-0.015555i,0.066217-0.10474i,0.095639-0.16076i,0.098655-0.16685i,0.075419-0.16352i,0.031834-0.13829i,-0.01099-0.087226i,-0.032803-0.053216i,-0.02842-0.039614i,-0.011911-0.028289i,-0.00449-0.021058i,-0.010743-0.016197i,-0.015669-0.0075606i,-0.010714+0.0019123i,-0.0012083+0.0066554i,0.0073436+0.0064028i,0.013551+0.0055177i,0.018767+0.0057369i,0.017958+0.0040139i,0.010927+0.00065578i,0.0076723-0.002855i,0.0068893-0.0073353i,0.0025589-0.0093562i
-0.073459+0.060144i,-0.21025+0.07844i,-0.28187+0.13261i,-0.21643+0.15051i,-0.13941+0.085063i,-0.11447+0.017874i,-0.076174+0.0074618i,-0.029784+0.016322i,-0.0085503+0.010449i,-0.0074572-0.0089835i,-0.015911-0.018348i,-0.016236-0.010886i,-0.0077466-0.0054153i,-0.0024721-0.0055167i,-0.00066731-0.0071594i,-0.0021454-0.0093417i,-0.005175-0.011145i,-0.0098113-0.012075i,-0.012842-0.01058i,-0.0099079-0.0069246i,-0.0058549-0.0034351i,-0.0040125-0.0021405i,-0.0015512-0.0018147i
0.10119+0.039304i,0.15344+0.067819i,0.1938+0.046123i,0.13833+0.0017173i,0.042199+0.040936i,0.021673+0.11521i,0.051218+0.11802i,0.061448+0.07698i,0.038981+0.042835i,0.0051759+0.027646i,-0.005758+0.027753i,0.0019926+0.023539i,0.0043575+0.013375i,0.0027933+0.0030368i,-0.0015057-0.0045462i,-0.0065416-0.0074615i,-0.0098919-0.011925i,-0.015305-0.01793i,-0.017551-0.017194i,-0.012374-0.011505i,-0.0086173-0.0056628i,-0.0089363+0.0016575i,-0.0068452+0.0076151i
0.049123-0.019139i,0.061366+0.033436i,0.06672+0.073996i,0.090773+0.066859i,0.1312+0.019237i,0.11758-0.039603i,0.041928-0.070607i,-0.01631-0.062168i,-0.02202-0.033695i,-0.0050739-0.0047095i,0.0092585+0.0081417i,0.015526+0.0053562i,0.015423+0.00096022i,0.010027+0.0020611i,0.0030033+0.005389i,-0.00026108+0.0086527i,0.0019431+0.013215i,0.0090414+0.016501i,0.013645+0.014358i,0.011421+0.0086978i,0.0081334+0.0045162i,0.0067084+0.0014385i,0.0051122-0.0022286i
-0.023449-0.15413i,-0.002871-0.26097i,-0.010816-0.31747i,-0.064531-0.25702i,-0.095817-0.17434i,-0.076791-0.13599i,-0.055557-0.096066i,-0.043804-0.046776i,-0.026979-0.013636i,-0.0011961-0.00064411i,0.01197-0.0062679i,0.0012667-0.010412i,-0.0094299-0.0026675i,-0.0080009+0.0046777i,-0.00069525+0.007498i,0.0046205+0.0071181i,0.0059803+0.0094717i,0.0077411+0.01352i,0.0094686+0.0103i,0.0077217+0.0049358i,0.0052719+0.0026586i,0.0050413-0.000386i,0.0040121-0.0035185i
-0.11059+0.088744i,-0.15568+0.17799i,-0.15512+0.22751i,-0.10329+0.18141i,-0.091686+0.10501i,-0.11911+0.10051i,-0.080061+0.13031i,-0.0036619+0.1113i,0.025423+0.053279i,0.0098241+0.0046974i,-0.010962-0.011824i,-0.015267-0.011518i,-0.012871-0.013955i,-0.010516-0.015014i,-0.0054196-0.014255i,-0.0021284-0.013421i,-0.00040851-0.01225i,0.0007391-0.011447i,8.4826e-05-0.0087097i,0.000639-0.0053759i,0.0018511-0.0034013i,0.00016501-0.0030093i,-0.0028762-0.003353i
0.0057652+0.04534i,0.019295-0.0003569i,0.022759-0.046209i,0.030033-0.015524i,0.058884+0.066352i,0.097991+0.087856i,0.10227+0.036828i,0.070982-0.0094861i,0.037344-0.022375i,0.01171-0.015653i,0.0014032+0.0005024i,0.005602+0.010146i,0.0098631+0.0099531i,0.0080938+0.0061128i,0.0009812-0.00017842i,-0.0037537-0.0057382i,-0.0061262-0.0086693i,-0.012016-0.0085822i,-0.016438-0.0056983i,-0.014095-0.0028i,-0.0096602-0.0018728i,-0.0064219+0.00010231i,-0.0016384+0.0040054i
0.14167+0.060535i,0.22329+0.10246i,0.23978+0.12558i,0.17668+0.059731i,0.11223-0.034355i,0.077571-0.070955i,0.038834-0.069885i,-0.0065724-0.057272i,-0.033521-0.031992i,-0.026246+0.001524i,-0.00079168+0.016596i,0.0086093+0.010477i,0.0041221+0.0072331i,0.0022238+0.0088465i,0.0013149+0.0085605i,0.0013017+0.0075502i,0.0038518+0.0039808i,0.0074641-0.0027608i,0.0077839-0.0069261i,0.0047357-0.0061747i,0.0031225-0.0044689i,0.0039895-0.0032711i,0.0035076-0.0018089i
-0.041975-0.14818i,-0.15846-0.26419i,-0.22881-0.29899i,-0.18837-0.20768i,-0.11597-0.11677i,-0.09822-0.094059i,-0.10752-0.060321i,-0.091455-0.0049234i,-0.046877+0.027642i,-0.0070103+0.021726i,0.00060359+0.0013875i,-0.0077034-0.0040716i,-0.0070752-0.0010128i,-0.0020701+0.00050454i,0.0027763+0.0014032i,0.0052151+5.9065e-05i,0.0049229+0.0035987i,0.0075168+0.011603i,0.010256+0.012707i,0.00797+0.0084862i,0.0039579+0.0056318i,0.0025526+0.0026399i,0.00020193-0.0017152i
-0.0028067+0.02427i,0.04572+0.11913i,0.12079+0.1825i,0.10972+0.1538i,0.022367+0.10447i,-0.016282+0.099175i,0.019354+0.092862i,0.062018+0.064766i,0.066563+0.024746i,0.036533-0.005549i,0.0079615-0.010791i,-0.0014644-0.008904i,-0.0062028-0.0096048i,-0.01057-0.0087111i,-0.011242-0.0062923i,-0.012191-0.0023754i,-0.015+0.00040786i,-0.017696-0.00027959i,-0.014122-0.002228i,-0.0051335-0.0050554i,-0.0011782-0.0072379i,-0.0020657-0.0053254i,-0.0023674-0.0027763i
-0.08998+0.060874i,-0.16678+0.10594i,-0.21947+0.074842i,-0.17163+0.0035143i,-0.072235-0.027487i,-0.026337-0.010249i,-0.014163+0.019232i,0.0093993+0.007247i,0.011005-0.027282i,-0.0090183-0.025568i,-0.0084791-0.0014962i,0.0059508+0.0079169i,0.0096477+0.0048524i,0.0048558+0.00079112i,-0.0007089-0.0026165i,-0.0046927-0.0038046i,-0.0047942-0.004482i,-0.0011222-0.0061186i,0.0023421-0.0067827i,0.0024268-0.0041457i,0.0022836-7.0199e-05i,0.0032485+0.0028799i,0.0058946+0.0060698i
0.14513-0.030645i,0.34012-0.10335i,0.42392-0.14916i,0.29156-0.098284i,0.11249-0.012629i,0.049329+0.0063504i,0.029105-0.040187i,-0.02623-0.058168i,-0.058126-0.021169i,-0.031274+0.013438i,-0.0017572+0.010261i,-0.0018238-0.0018575i,-0.0018698+3.3047e-05i,0.0075847+0.0032146i,0.014546+0.0043609i,0.019305+0.0041187i,0.021842+0.0028249i,0.019496+0.0031721i,0.0122+0.0042495i,0.0050775+0.0049252i,0.0011998+0.0034171i,0.00092119+0.00082133i,-0.00051844-0.0029003i
-0.090498+0.00052823i,-0.24709+0.022768i,-0.37238+0.090703i,-0.30027+0.13638i,-0.1163+0.1084i,-0.017741+0.059699i,0.0039736+0.044509i,0.020225+0.046379i,0.027074+0.04188i,0.022052+0.023332i,0.0087786+0.0067655i,-0.0034857+0.0068387i,-0.0057088+0.0077924i,-0.0040609+0.0016411i,-0.0026709-0.0041239i,-0.0030732-0.0058672i,-0.002917-0.0034071i,0.00038549-0.0011934i,0.0029944+0.0001544i,0.0034728+0.0025758i,0.0032123+0.0029217i,0.0036739-0.00053565i,0.0021083-0.004654i
0.0085191-0.066096i,0.038928-0.16171i,0.1251-0.23604i,0.19664-0.2277i,0.18053-0.16985i,0.11155-0.12113i,0.040661-0.07168i,0.016436-0.021784i,0.031991-0.010881i,0.022608-0.023424i,-0.0014758-0.013975i,-0.0048363-0.0021961i,-0.0025987-0.0062956i,-0.0050832-0.0088747i,-0.0086204-0.0081128i,-0.011107-0.0080069i,-0.013939-0.0079905i,-0.01729-0.0063396i,-0.016739-0.0064043i,-0.013472-0.010692i,-0.011547-0.011617i,-0.0099691-0.0048917i,-0.0073221+0.0047951i
0.011159+0.15799i,0.0083957+0.37184i,-0.0008276+0.49284i,-0.049929+0.34917i,-0.13102+0.1092i,-0.16916+0.012554i,-0.11954+0.020428i,-0.055139+0.0033101i,-0.041247-0.026667i,-0.039816-0.013897i,-0.0098615+0.00818i,0.018988+0.0061148i,0.020639+0.0014333i,0.010173+0.0056732i,0.0011868+0.011536i,-0.004701+0.015566i,-0.0070648+0.014368i,-0.0055946+0.005125i,-0.0021231-0.0050291i,0.0015912-0.0069988i,0.0051078-0.0054178i,0.0069988-0.003388i,0.0095401-0.00088003i
0.046207-0.14565i,0.063257-0.35237i,0.013602-0.51946i,-0.080188-0.42867i,-0.11131-0.15854i,-0.069587+0.020985i,-0.0275+0.052079i,-0.014819+0.04128i,-0.015862+0.040601i,-0.0037073+0.036887i,0.0046783+0.015197i,-0.0096468-0.0015831i,-0.017378-0.00027392i,-0.0064484+0.00082894i,0.0061802-0.005817i,0.011698-0.011834i,0.012653-0.009724i,0.015054-0.0010887i,0.01542+0.0060733i,0.010578+0.010413i,0.0054804+0.013349i,0.0044908+0.010181i,0.0034338+0.0031472i
0.022007+0.02967i,0.075033+0.13716i,0.1544+0.2757i,0.20022+0.33518i,0.19997+0.27422i,0.18892+0.16581i,0.16296+0.06128i,0.10846+0.00041471i,0.064672-0.0010987i,0.046459-0.001059i,0.023329-0.013343i,0.0025732-0.012056i,0.00060439-0.0059631i,0.0045058-0.0049542i,0.0067577-0.0046441i,0.010614-0.00073576i,0.014047+0.0028201i,0.011673+0.0024848i,0.0072794+0.0035461i,0.0081296+0.0038914i,0.0085106-0.00061498i,0.0028228-0.0057113i,-0.0056837-0.010684i
-0.14441-0.029601i,-0.33072-0.080079i,-0.46459-0.13764i,-0.37058-0.17128i,-0.15152-0.19674i,-0.042215-0.20895i,-0.045171-0.15273i,-0.029653-0.072402i,0.0040346-0.049927i,-0.0024116-0.048076i,-0.015986-0.016461i,-0.0087612+0.012181i,-0.0056941+0.01405i,-0.014412+0.0066628i,-0.024458+0.0021796i,-0.027823+0.00015822i,-0.025388-0.0017853i,-0.0221-0.0017911i,-0.017149-0.0023855i,-0.012653-0.004576i,-0.010045-0.0044316i,-0.0050451-0.00014051i,0.0039615+0.0079328i
0.13259+0.091782i,0.3659+0.15529i,0.5709+0.14629i,0.50225+0.052865i,0.20077-0.0068432i,-0.038035+0.015627i,-0.1106+0.047944i,-0.10674+0.052953i,-0.084148+0.041065i,-0.054549+0.030007i,-0.023296+0.018946i,-0.0023249+0.00043057i,0.0019583-0.01173i,0.0035413-0.0084274i,0.0088481-0.0007069i,0.010861-0.00030974i,0.0079316-0.0038665i,0.0028839-0.0060389i,-0.0016214-0.0075957i,-0.0054063-0.0077626i,-0.0068899-0.0063595i,-0.0053961-0.0024433i,-0.0034131+0.0026368i
-0.047921-0.019851i,-0.17472-0.032206i,-0.35044+0.014207i,-0.39842+0.09451i,-0.26352+0.12593i,-0.1091+0.1171i,-0.017358+0.097122i,0.023291+0.057649i,0.020668+0.030163i,0.011836+0.027878i,0.012723+0.019892i,0.0087635+0.011567i,0.0059403+0.014927i,0.0079257+0.014948i,0.0061665+0.0075131i,0.00040187+0.0044956i,-0.0012249+0.0097563i,0.0062041+0.012342i,0.01195+0.0094516i,0.010421+0.0096219i,0.0080235+0.011219i,0.0064307+0.005885i,0.0041342-0.0050842i
0.055213-0.087742i,0.11923-0.23064i,0.20354-0.37247i,0.23368-0.37088i,0.20704-0.22916i,0.19283-0.11444i,0.17588-0.078946i,0.13366-0.05961i,0.087154-0.036168i,0.053682-0.019821i,0.028731-0.012425i,0.0059477-0.0092407i,-0.0072964-0.0091095i,-0.0071743-0.014072i,-0.0021385-0.019104i,0.0025983-0.018412i,0.0040177-0.015083i,-0.001756-0.0094371i,-0.0049733-0.0023543i,0.00085398+3.285e-05i,0.0044268-0.0033223i,0.0024776-0.0059109i,-0.0032564-0.0054452i
-0.070935+0.1093i,-0.17197+0.31463i,-0.21553+0.52219i,-0.16167+0.50204i,-0.12364+0.26118i,-0.15052+0.067019i,-0.14679+0.012565i,-0.10177-0.0042462i,-0.063418-0.018906i,-0.037662-0.019309i,-0.015608-0.0106i,0.0072177-0.0056396i,0.017484-0.0071444i,0.0077831-0.0017711i,-0.0047548+0.010354i,-0.0063127+0.017447i,-0.0020021+0.012688i,-0.0006682+0.0013963i,-0.0017546-0.0067922i,-0.0014813-0.010015i,0.0016294-0.009961i,0.0041303-0.0044772i,0.0074819+0.005017i
0.076492-0.058374i,0.13476-0.18856i,0.115-0.36071i,0.012438-0.37649i,-0.043708-0.18278i,-0.022356-0.011613i,-0.019817+0.026367i,-0.032923+0.038653i,-0.016473+0.04406i,-0.0032107+0.020421i,-0.010239+0.0012771i,-0.018866+0.00042056i,-0.022018+0.0053297i,-0.018419+0.005431i,-0.010092-0.0015489i,-0.0070869-0.0099093i,-0.0076935-0.008583i,-0.00079622+0.0009313i,0.0061893+0.0054147i,0.0037517+0.0055776i,-0.002869+0.0062628i,-0.0041835+0.0061567i,-0.00087963+0.0054661i
0.030886+0.0037147i,0.11629+0.068861i,0.22705+0.16336i,0.27571+0.20049i,0.23318+0.13902i,0.15406+0.077422i,0.099424+0.0655i,0.072331+0.049357i,0.045861+0.020929i,0.018033+0.0090555i,0.0031695+0.0086818i,-0.0022216+0.0027091i,0.00041463-0.0034058i,0.01192-0.0029217i,0.01952-0.0023178i,0.017783-0.00054941i,0.012724+0.0018486i,0.0049347+0.001859i,-0.0022124+0.0039025i,-0.0053166+0.0062909i,-0.0053806+0.0052031i,-0.002704-0.00032185i,-0.0011274-0.009564i
-0.097748-0.067382i,-0.26489-0.1478i,-0.43606-0.19562i,-0.43685-0.17777i,-0.27775-0.16687i,-0.13085-0.1872i,-0.060455-0.16708i,-0.023401-0.12241i,-0.013052-0.085067i,-0.011042-0.038982i,0.0017713-0.0024458i,0.0082455+0.01387i,0.0040005+0.019658i,-0.0025904+0.013397i,-0.010142+0.0030602i,-0.013963-0.0024622i,-0.010157-0.0059554i,-0.0026428-0.0088601i,0.0023006-0.010304i,0.0033354-0.009075i,0.001715-0.0072793i,-0.0030403-0.006157i,-0.0090423-0.0023071i
0.023984+0.09913i,0.13425+0.18273i,0.29254+0.19146i,0.32341+0.097259i,0.1508+0.041978i,-0.018274+0.085771i,-0.042983+0.10835i,-0.026649+0.074942i,-0.028578+0.046871i,-0.021075+0.032763i,-0.0041269+0.016879i,0.003524-0.00099576i,-0.0017853-0.014372i,-0.0074932-0.014808i,-0.0043996-0.0064254i,0.0042751+0.0006854i,0.0065644+0.0038239i,-0.0016154+0.0058215i,-0.0076403+0.0059041i,-0.0031688+0.0037891i,0.0052527+0.0018413i,0.011884+0.0015093i,0.015084+0.0037255i
0.02965+0.0029783i,0.014844+0.014042i,-0.064507+0.065476i,-0.12358+0.13699i,-0.068662+0.15235i,-0.00088299+0.097198i,-0.010765+0.042527i,-0.023882+0.036299i,0.0039003+0.03497i,0.021705+0.0077054i,0.0095573-0.011614i,0.0038201-0.0070416i,0.011647+0.00436i,0.012046+0.010045i,0.0035523+0.0059872i,-0.0089555+0.0021338i,-0.015863+0.00032734i,-0.011115-0.0079627i,-0.0042882-0.015135i,-0.0025968-0.012583i,-0.0028056-0.0029792i,-0.001978+0.0076433i,2.1684e-06+0.012587i
