0.0014354-1.603e-05i,0.00071322-0.0019395i,-0.0010692-0.0030053i,-0.0023856-0.0020567i,-0.0027685-9.3016e-05i,-0.002208+0.0015879i,-0.0010397+0.0019766i,0.00016132+0.00089368i,0.00060877-0.00010901i,9.1491e-06-0.00039796i,-0.00022252-0.00053373i,-7.5024e-05-0.00082438i,-0.00012561-0.00041259i,-0.00057481+0.00027729i,-0.0010808+0.00078429i,-0.00012595+0.00098401i,0.00049271+0.00092875i,-0.00046912+0.0013829i,-0.00099483+0.0017722i,-0.001046+0.0002726i,-0.00091187-0.00087162i,-0.0006062-0.00019315i,-0.0004069-4.9001e-05i
0.040301-0.082444i,0.076975-0.19171i,0.094369-0.31589i,0.06782-0.32668i,0.05647-0.2082i,0.093107-0.092555i,0.12375-0.040968i,0.11164-0.030258i,0.070702-0.022825i,0.034262-0.0064754i,0.01626+0.00068245i,0.00040587-0.0058931i,-0.0084669-0.013669i,-0.0028603-0.019084i,0.0052048-0.019613i,0.013754-0.017281i,0.022014-0.0104i,0.02487+0.0045437i,0.021185+0.015085i,0.013581+0.012472i,0.0039558+0.0025678i,-0.0030442-0.010562i,-0.0072195-0.02523i
-0.068538+0.013783i,-0.15973+0.083602i,-0.18638+0.19626i,-0.10512+0.2351i,-0.060597+0.14563i,-0.10195+0.052858i,-0.12102+0.04002i,-0.090577+0.043434i,-0.060729+0.019306i,-0.042926+0.00079367i,-0.026965+0.0035462i,-0.012539+0.011542i,-0.0015537+0.011243i,0.0027034+0.0060028i,-0.001235+0.0048883i,-0.0090109+0.00986i,-0.016809+0.011973i,-0.02148+0.0046044i,-0.018645-0.0028739i,-0.010892-0.0037382i,-0.0021137-0.0027138i,0.0046879+0.00083055i,0.0074216+0.009154i
0.021073+0.061428i,0.057757+0.087783i,0.073787+0.051576i,0.04594-0.019932i,0.023751-0.04727i,0.030605-0.040056i,0.022206-0.053792i,0.00027724-0.060495i,-0.00268-0.033682i,0.0077043-0.0096434i,0.01-0.0038342i,0.00092788-0.0022218i,-0.016991+0.0047931i,-0.024874+0.013606i,-0.013728+0.0090062i,-0.0036776-0.0069828i,0.0039093-0.016866i,0.015558-0.018415i,0.019479-0.016652i,0.014292-0.010041i,0.0085699-0.0023533i,0.0014749+0.0013188i,-0.0049762+0.0036137i
0.048814+0.0093986i,0.12143+0.0046907i,0.16531-0.013643i,0.13398-0.039394i,0.062627-0.060532i,0.0010904-0.051318i,-0.0093784-0.0071789i,0.019675+0.018313i,0.028252+0.0011439i,0.0021107-0.0056629i,-0.0024742+0.011372i,0.022848+0.014058i,0.04164+0.001244i,0.036743-0.0075799i,0.016268-0.0047204i,0.0036981+0.009575i,-0.0022773+0.023013i,-0.013803+0.025815i,-0.021843+0.01963i,-0.019376+0.011056i,-0.012105+0.0044721i,-0.0017715+0.00089411i,0.010365-0.002258i
-0.020457-0.086803i,-0.072473-0.16568i,-0.13289-0.17568i,-0.16541-0.077596i,-0.14231+0.026512i,-0.083588+0.039726i,-0.042899+0.012124i,-0.034539+0.002262i,-0.032265+0.0051261i,-0.012698+0.0066747i,-0.0053691-0.004512i,-0.023311-0.014443i,-0.031748-0.013243i,-0.020539-0.013543i,-0.0084311-0.015995i,-0.0037799-0.022558i,-0.00083363-0.036705i,0.001977-0.043182i,0.0020523-0.030428i,0.002111-0.014608i,0.00029842-0.0071112i,-0.0047293-0.0014943i,-0.012648+0.0018121i
-0.034876+0.028187i,-0.09554+0.094084i,-0.11514+0.13999i,-0.057073+0.1164i,0.0079957+0.092451i,0.03713+0.1228i,0.053685+0.13315i,0.049738+0.09611i,0.027782+0.069093i,0.01547+0.049108i,0.010204+0.022794i,0.0020051+0.0054456i,-0.0071873-0.0034461i,-0.013032-0.0056747i,-0.0095173-0.00062162i,0.0012887+0.0094888i,0.01165+0.026995i,0.019775+0.039092i,0.021873+0.028797i,0.014789+0.011719i,0.00976+0.0038822i,0.011361-0.00058942i,0.013866-0.0056773i
0.036948+0.013281i,0.11072+0.005275i,0.18973-0.036181i,0.20789-0.093701i,0.15787-0.14004i,0.079529-0.15706i,0.004224-0.14153i,-0.026604-0.091913i,-0.0013476-0.056081i,0.014734-0.050634i,0.00076501-0.032257i,-0.0081466+0.0021667i,-0.0075885+0.031625i,-0.002711+0.040197i,-0.0015084+0.019162i,-0.015717-0.004501i,-0.033847-0.012696i,-0.039395-0.016053i,-0.02846-0.014685i,-0.0096119-0.0084215i,0.003619-0.003973i,0.0077892-0.0018125i,0.0053956+0.0033447i
0.093362+0.0093367i,0.15525+0.03037i,0.14472+0.052533i,0.048621+0.062736i,-0.041522+0.053331i,-0.066398+0.037116i,-0.022891+0.031213i,0.035149+0.0022489i,0.029632-0.0254i,0.0053136-0.0031608i,0.023999+0.012708i,0.04737-0.014357i,0.046213-0.043971i,0.026243-0.045402i,0.0094763-0.022495i,0.018217-0.0034506i,0.036979-0.001593i,0.040942-0.004461i,0.02384-0.0026063i,0.0035275+0.0043417i,-0.0067592+0.0077416i,-0.011594+0.005508i,-0.010805-0.00083723i
-0.11747-0.018379i,-0.2372-0.10683i,-0.32654-0.17068i,-0.29158-0.10954i,-0.17225+0.0013586i,-0.095036+0.059975i,-0.088513+0.08871i,-0.089947+0.10386i,-0.070647+0.078632i,-0.055565+0.035066i,-0.057415+0.020064i,-0.055673+0.029692i,-0.037848+0.030707i,-0.017264+0.013817i,-0.01269-0.00032837i,-0.020358+1.6399e-05i,-0.026872+0.0055333i,-0.025607+0.012536i,-0.012729+0.014977i,-0.00020122+0.0051663i,0.0016735-0.0045456i,0.00087253-0.0050757i,-0.00015031-0.00033337i
0.046703+0.039643i,0.10122+0.12064i,0.17082+0.18782i,0.19563+0.12929i,0.1438+0.00032583i,0.09432-0.080169i,0.067474-0.10986i,0.040725-0.094937i,0.038631-0.05485i,0.039702-0.035619i,0.016926-0.031062i,-0.010508-0.021748i,-0.032358-0.0056521i,-0.033648+0.012285i,-0.0082497+0.013446i,0.013542+0.0011512i,0.021199-0.0071464i,0.023281-0.013002i,0.017416-0.015894i,0.0093122-0.0084419i,0.009403+0.0022399i,0.015567+0.0048673i,0.017787-0.00096087i
-0.051585+0.056977i,-0.082129+0.078278i,-0.10562+0.034118i,-0.12786-0.029296i,-0.1304-0.046749i,-0.11399-0.024259i,-0.062583+0.0066799i,-0.00069578+0.011119i,0.011244-2.9262e-05i,-0.0034116+0.01414i,0.011426+0.034057i,0.038904+0.03528i,0.053862+0.032074i,0.051878+0.022412i,0.027673+0.0081719i,-0.00098238+0.0052665i,-0.018223+0.008869i,-0.021061+0.0079836i,-0.015098-0.00066904i,-0.013958-0.0098161i,-0.016849-0.012029i,-0.01758-0.011195i,-0.014145-0.0065849i
0.14475-0.21549i,0.24281-0.34561i,0.29187-0.34823i,0.23734-0.19616i,0.13885+0.0076513i,0.093565+0.13473i,0.087068+0.12353i,0.057906+0.051697i,0.017619+0.016977i,0.015452+0.01256i,0.028426-0.012118i,0.019709-0.049617i,0.00025004-0.067779i,-0.016418-0.05766i,-0.016913-0.034171i,0.00099076-0.024535i,0.01381-0.029779i,0.0072457-0.024983i,-0.0024789-0.0050898i,0.0043729+0.0061239i,0.013986+0.0012171i,0.013409-0.0029019i,0.0076355-0.0030707i
-0.06356+0.14435i,-0.19984+0.28689i,-0.27735+0.35797i,-0.17962+0.30312i,-0.019885+0.16191i,0.031936+0.045319i,-0.0033815+0.042291i,-0.020926+0.07836i,-0.0037813+0.073187i,0.0019303+0.039267i,-0.01708+0.026154i,-0.031087+0.041389i,-0.024464+0.041197i,-0.016561+0.019285i,-0.015706+0.0080602i,-0.018558+0.016404i,-0.015574+0.032033i,0.0029242+0.032927i,0.01732+0.01271i,0.011471-0.0014353i,0.0020761+0.0046171i,0.0019832+0.016098i,0.005511+0.019821i
0.010293-0.13196i,0.03926-0.23775i,0.023146-0.28365i,-0.052037-0.26177i,-0.1176-0.2412i,-0.15319-0.22534i,-0.16628-0.19259i,-0.13285-0.14545i,-0.077105-0.11609i,-0.056976-0.090379i,-0.056346-0.053854i,-0.050588-0.024298i,-0.043706+0.0085894i,-0.021748+0.035039i,0.0031907+0.021137i,0.0083434-0.010373i,0.0064372-0.024372i,0.005039-0.022775i,0.0035247-0.017388i,0.0015034-0.013801i,-0.0010409-0.011814i,-0.00164-0.01566i,-0.0033866-0.022672i
0.11117+0.27458i,0.2507+0.40309i,0.33864+0.32599i,0.27746+0.13205i,0.12254+0.052246i,0.045899+0.074801i,0.090033+0.083694i,0.12971+0.056485i,0.092794+0.03317i,0.045191+0.041645i,0.048985+0.056476i,0.077937+0.043682i,0.087188+0.0093129i,0.064962-0.021157i,0.029785-0.018816i,0.013325+0.0036675i,0.006768+0.008776i,-0.0091977+0.00028308i,-0.022028+0.0019971i,-0.017958+0.012913i,-0.0065878+0.016076i,-0.0021419+0.013671i,-0.0015307+0.013649i
-0.26482-0.24069i,-0.39491-0.39398i,-0.40803-0.32901i,-0.26526-0.081202i,-0.044859+0.063483i,0.090874+0.06607i,0.08064+0.05977i,0.019427+0.073928i,-0.0012837+0.071317i,0.010392+0.037934i,0.0018355-0.010751i,-0.033696-0.041654i,-0.056861-0.042861i,-0.051853-0.025454i,-0.033167-0.011763i,-0.019237-0.013484i,-0.009793-0.014363i,0.00080785-0.0022653i,0.011079+0.0095977i,0.015428+0.0073214i,0.0094674-7.2794e-05i,0.0030862-0.0010886i,0.0019018+5.0868e-05i
0.21472+0.13407i,0.29054+0.22968i,0.22268+0.18363i,0.060716+0.0072737i,-0.093034-0.0998i,-0.17761-0.11752i,-0.18402-0.11325i,-0.1304-0.094575i,-0.056995-0.069112i,-0.0070345-0.046043i,0.019735-0.021632i,0.03601-0.004737i,0.029506-0.0018632i,0.011306-0.0045542i,0.0049147-0.0072457i,0.002901-0.0023209i,0.0015587+0.015023i,0.0088779+0.021035i,0.012751+0.002688i,0.0043926-0.012014i,0.0038066-0.0093655i,0.017056-0.0037312i,0.028086-0.0031634i
-0.26715-0.076816i,-0.39075-0.045838i,-0.26898+0.074183i,-0.032341+0.14862i,0.046877+0.11664i,0.00080141+0.097731i,-0.0040657+0.082125i,0.0050838+0.025703i,-0.022917-0.0059271i,-0.051228+0.0020541i,-0.067256+0.016754i,-0.072293+0.038903i,-0.047816+0.061393i,-0.0071243+0.055452i,0.0093261+0.021597i,0.0037791-0.0076502i,-0.0001862-0.026177i,-0.0043882-0.038182i,-0.012095-0.03325i,-0.01556-0.016508i,-0.016262-0.0043091i,-0.020333-0.0047107i,-0.026525-0.0074923i
0.53424-0.08781i,0.71637-0.2209i,0.53254-0.30062i,0.17608-0.19693i,0.049216+0.015378i,0.11294+0.1355i,0.15056+0.15283i,0.1472+0.12242i,0.10693+0.065974i,0.061155+0.037991i,0.061401+0.019649i,0.068696-0.026756i,0.045819-0.066385i,0.0084961-0.070425i,-0.011742-0.036862i,-0.0027465+0.003271i,0.0082732+0.021541i,0.0032046+0.028657i,-0.00121+0.032296i,0.005059+0.023781i,0.0087462+0.0066279i,0.0048057-0.0017666i,0.0012074+0.00084059i
-0.38477+0.25441i,-0.51754+0.35034i,-0.35114+0.25183i,-0.059672+0.0080369i,0.041718-0.21426i,-0.026443-0.2825i,-0.092904-0.19333i,-0.085624-0.05878i,-0.019065-0.0016996i,0.0085629-0.015952i,-0.021919-0.007832i,-0.039609+0.028331i,-0.032432+0.043903i,-0.019946+0.038598i,-0.016093+0.022186i,-0.023838+0.0036241i,-0.024762-0.0069307i,-0.014479-0.0091943i,-0.00041511-0.0078201i,0.010385-0.0091377i,0.01332-0.0072003i,0.01294+0.00094464i,0.012178+0.0043776i
0.22691-0.23635i,0.28235-0.3042i,0.1488-0.16144i,-0.024551+0.07803i,-0.078747+0.16768i,-0.08738+0.099452i,-0.097322+0.01805i,-0.089814-0.034715i,-0.074969-0.037475i,-0.03181-0.015024i,0.0169-0.032051i,0.021795-0.061543i,-0.0001693-0.056611i,-0.011337-0.0351i,-0.002763-0.027045i,0.0053797-0.0265i,0.0081089-0.012329i,0.021077-0.0064398i,0.024245-0.022158i,0.0046463-0.022737i,-0.0067357-0.0065607i,0.00084871-0.0022384i,0.0098316-0.0079614i
-0.22053+0.39966i,-0.15918+0.60341i,-0.0037472+0.43808i,0.01693+0.077886i,-0.054845-0.05072i,-0.015455+0.021727i,0.067276+0.032746i,0.07913+0.008716i,0.048993+0.0041033i,0.0027088+0.019906i,-0.013284+0.065521i,0.019598+0.089724i,0.057533+0.069962i,0.075203+0.031669i,0.063102+0.0029752i,0.039311-0.0067289i,0.018011-0.015026i,-0.0098706-0.012382i,-0.022801+0.008296i,-0.011723+0.015402i,-0.0065408+0.0084234i,-0.010382+0.0085826i,-0.012957+0.013775i
0.0073598-0.60308i,-0.1123-0.87583i,-0.1777-0.73066i,-0.057301-0.33841i,0.072065-0.10863i,0.075334-0.032325i,0.074582+0.035274i,0.085646+0.051889i,0.057479+0.030322i,0.038692+0.0015955i,0.011879-0.049003i,-0.045409-0.07442i,-0.086078-0.053599i,-0.089991-0.014406i,-0.061741+0.02004i,-0.020801+0.037874i,0.010769+0.039533i,0.022637+0.026396i,0.014713+0.010595i,0.0079508+0.0060807i,0.011572+0.0014617i,0.014257-0.0078216i,0.013687-0.011703i
0.17242+0.36636i,0.29229+0.53009i,0.24852+0.46703i,0.044859+0.29802i,-0.12418+0.19283i,-0.20941+0.11944i,-0.2518+0.088375i,-0.19846+0.078107i,-0.10812+0.021225i,-0.071827-0.0042794i,-0.029313+0.029966i,0.027238+0.036652i,0.044878+0.0095715i,0.030045-0.017333i,-0.0019254-0.034658i,-0.037197-0.037274i,-0.050807-0.028021i,-0.033319-0.013435i,-0.0093207-0.004746i,-0.0059454-0.0023376i,-0.004724+0.0038282i,0.0082659+0.0063353i,0.014227-0.0014513i
-0.10603-0.16583i,-0.28676-0.18778i,-0.32608-0.078801i,-0.1463-0.022598i,0.038299-0.075489i,0.10683-0.099232i,0.091234-0.10814i,0.034442-0.092442i,0.014877-0.01754i,0.026122+0.013675i,-0.0025337+0.0056063i,-0.029362+0.026415i,-0.017451+0.04879i,0.0071307+0.041158i,0.021772+0.0077239i,0.021845-0.015328i,0.02154-0.01376i,0.011445-0.016867i,-0.011297-0.023969i,-0.017174-0.021763i,-0.015686-0.01792i,-0.024703-0.01107i,-0.024419+0.0028721i
0.25409+0.17882i,0.54912+0.048138i,0.63357-0.19572i,0.40876-0.24792i,0.17779-0.11763i,0.095207-0.031365i,0.10317-0.0079936i,0.12202-0.0194i,0.067703-0.04574i,0.017257-0.012142i,0.048901+0.011863i,0.065491-0.027399i,0.031048-0.061596i,-0.0042993-0.061686i,-0.011039-0.036509i,0.0046937-0.016092i,0.0050667-0.012808i,6.0893e-05-0.0014122i,0.017468+0.013321i,0.03423+0.012512i,0.03697+0.0033274i,0.034088-0.0067016i,0.018166-0.0093677i
-0.28035-0.019065i,-0.49269+0.16516i,-0.51411+0.33347i,-0.36606+0.30466i,-0.283+0.19449i,-0.27671+0.1633i,-0.21987+0.20265i,-0.10184+0.20163i,0.0050861+0.11341i,0.017601+0.014104i,-0.0291-0.019344i,-0.058153-0.0051565i,-0.056551+0.02242i,-0.029685+0.043839i,-0.0070809+0.043831i,-0.00086432+0.039013i,0.010627+0.039408i,0.021483+0.032047i,0.015724+0.017519i,0.0029029+0.0071077i,-0.004126+0.0063518i,-0.0024719+0.012091i,0.0099433+0.0063327i
0.032605-0.063356i,0.055087-0.16107i,0.078125-0.22672i,0.10804-0.18793i,0.15399-0.11424i,0.14845-0.062581i,0.042185-0.043668i,-0.071613-0.022994i,-0.10672+0.013906i,-0.077535+0.029225i,-0.030133+0.017037i,0.0064189+0.00015646i,0.013367-0.0076607i,-0.0028853+0.0023063i,-0.030368+0.0090805i,-0.064133+0.0028704i,-0.073982+0.0005693i,-0.052089-0.0081476i,-0.030017-0.027703i,-0.016139-0.036043i,-0.001641-0.029301i,0.0052333-0.023384i,-9.3162e-05-0.013629i
0.17508-0.053338i,0.30216+0.046235i,0.33367+0.13988i,0.18438+0.099871i,-0.0266+0.029544i,-0.10179+0.033104i,0.00092751+0.02764i,0.10594-0.03256i,0.1072-0.068598i,0.075618-0.032373i,0.05483+0.018381i,0.044008+0.03795i,0.054436+0.013902i,0.063078-0.038279i,0.063664-0.063622i,0.078183-0.055835i,0.08543-0.047451i,0.065405-0.034361i,0.036027-0.0086592i,0.011313+0.018037i,-0.0073647+0.036355i,-0.011782+0.043356i,-0.005025+0.031888i
-0.093923-0.027776i,-0.27868-0.16349i,-0.42072-0.3288i,-0.36166-0.35353i,-0.1733-0.34428i,-0.047946-0.4139i,-0.029119-0.38362i,-0.030172-0.21736i,-0.014307-0.081482i,-0.011663-0.030357i,-0.021983-0.021142i,-0.042764-0.028629i,-0.063205-0.025126i,-0.043607-0.0052154i,0.00389+0.0061182i,0.022992+0.0069997i,0.0070633+0.009799i,-0.011553+0.014646i,-0.015876+0.015428i,-0.005695+0.0032474i,0.011073-0.012666i,0.024878-0.017974i,0.028057-0.012292i
0.18464-0.084553i,0.34577-0.05413i,0.44008+0.072556i,0.4277+0.19414i,0.36155+0.259i,0.28972+0.28864i,0.20392+0.2467i,0.115+0.16299i,0.060275+0.095531i,0.029264+0.046767i,-0.0017201+0.020057i,-0.011294+0.018347i,-0.0086647+0.012361i,-0.023177-0.0026694i,-0.041558-0.023793i,-0.050694-0.036874i,-0.04214-0.026222i,-0.02279-0.023831i,-0.020715-0.037551i,-0.029716-0.035005i,-0.029103-0.015942i,-0.017873-0.0078969i,-0.0066731-0.017552i
-0.098303+0.47327i,-0.021059+0.66735i,0.0080354+0.62167i,-0.059236+0.46456i,-0.11048+0.35172i,-0.12808+0.27219i,-0.15086+0.19638i,-0.1287+0.12104i,-0.084987+0.049074i,-0.054306+0.019307i,0.012087+0.021088i,0.077446-0.0029683i,0.076957-0.040257i,0.025022-0.066739i,-0.048877-0.072551i,-0.098394-0.040812i,-0.095454-0.0028696i,-0.064087+0.010791i,-0.02406+0.014822i,0.012596+0.013012i,0.026411+0.0035127i,0.017789-0.0029315i,0.0035941+0.0002806i
-0.11386-0.56121i,-0.31004-0.87015i,-0.46716-0.9261i,-0.49777-0.7065i,-0.4836-0.34987i,-0.44804+0.028535i,-0.27065+0.25829i,-0.056435+0.19755i,0.00831+0.057548i,0.013253+0.034502i,0.016957+0.018249i,-0.045935-0.0081683i,-0.091669+0.025012i,-0.041502+0.052053i,0.043557+0.030743i,0.10572-0.0093737i,0.11553-0.034881i,0.081397-0.030256i,0.037322-0.019225i,0.011402-0.01403i,0.0088835-0.016267i,0.013025-0.028146i,0.012848-0.034961i
0.29289+0.36097i,0.68842+0.54258i,0.99058+0.40878i,0.96503+0.12173i,0.70248-0.06164i,0.35269-0.11393i,0.048588-0.077303i,-0.029983+0.010395i,0.020228+0.043755i,0.030375+0.023863i,0.046301+0.017416i,0.076951-0.012675i,0.047011-0.041864i,-0.011404-0.026746i,-0.063146-0.013039i,-0.11908+0.0045778i,-0.13202+0.037777i,-0.084003+0.038689i,-0.029559+0.0092513i,-0.0015351-0.00011312i,0.017865+0.021829i,0.030772+0.044524i,0.024475+0.056792i
-1.8346+7.3588i,0.46136+7.4017i,3.297+6.5232i,4.3135+2.9666i,3.4025-1.0283i,1.0271-3.196i,-0.97265-2.4248i,-1.3209-0.61743i,-0.39326+0.35186i,0.58888+0.066072i,0.66345-0.62052i,0.19982-1.059i,-0.39645-1.6695i,-1.1424-2.4538i,-1.4245-2.5088i,-0.89133-1.4782i,-0.24078-0.40971i,-0.20692+0.064612i,-0.58695+0.33829i,-0.60896+0.65209i,-0.11715+0.78153i,0.40199+0.50229i,0.48253-0.00074839i
-0.20148+0.016535i,-0.12955-0.31059i,-0.25732-0.75019i,-0.58724-0.74505i,-0.74477-0.27242i,-0.63537+0.13366i,-0.49422+0.28779i,-0.33133+0.31967i,-0.13089+0.24411i,-0.01466+0.1273i,0.030889+0.058971i,0.040542-0.014036i,-0.021256-0.053726i,-0.066079+0.014744i,-0.036356+0.091303i,-0.0093159+0.098886i,-0.0053944+0.080195i,0.00099756+0.059378i,0.0045767+0.035488i,0.0016744+0.021312i,-0.0017389+0.012782i,-0.0038039+0.006395i,-0.0033196+0.014666i
0.014669+0.17964i,0.21369+0.44781i,0.52216+0.57569i,0.67029+0.27458i,0.45673-0.18155i,0.16447-0.40439i,0.079382-0.43705i,0.055047-0.36762i,-0.010112-0.23101i,-0.059279-0.091027i,-0.065644+0.013278i,-0.034749+0.044053i,-0.0085769+0.011991i,0.015289-0.02708i,0.049979-0.067313i,0.058824-0.09937i,0.039391-0.090585i,0.031611-0.055538i,0.037774-0.027555i,0.03161-0.010682i,0.013025+0.005133i,-0.0052945+0.022363i,-0.014723+0.026471i
-0.39042-0.081163i,-0.6809+0.013136i,-0.76831+0.21516i,-0.61123+0.36868i,-0.4318+0.27811i,-0.34166+0.072646i,-0.23165+0.033284i,-0.084924+0.084248i,-0.022701+0.077043i,-0.019479+0.066531i,0.017786+0.078917i,0.070527+0.067676i,0.10726+0.029441i,0.12806-0.010032i,0.12764-0.030653i,0.10175-0.025711i,0.059501-0.0089745i,0.024078+0.013886i,0.012663+0.029253i,0.0050056+0.021759i,-0.012806+0.0057817i,-0.014851-0.0053867i,0.0083628-0.0089738i
0.2946-0.3847i,0.33265-0.70675i,0.1348-0.79756i,-0.14882-0.53425i,-0.20265-0.054218i,-0.027727+0.24372i,0.060645+0.15078i,-0.030231-0.0062467i,-0.066288+0.015367i,0.026263+0.04129i,0.062411-0.0063342i,0.020909-0.017884i,-0.00073794+0.017455i,0.012626+0.068673i,0.054352+0.10492i,0.085912+0.084678i,0.066392+0.039389i,0.023681+0.018008i,-0.0036536+0.013524i,-0.0088203+0.010016i,-0.0066218+0.0050454i,-0.0086757+0.0011679i,-0.0075926-0.004641i
-0.092293+0.54566i,0.001248+0.77136i,0.18367+0.65385i,0.32761+0.27685i,0.35395-0.024585i,0.37069-0.15158i,0.35842-0.21835i,0.206-0.2011i,0.054716-0.089614i,-0.0031277-0.026548i,-0.03146-0.021973i,-0.024412-0.0048475i,0.01611+0.013041i,0.037263+0.039329i,0.03607+0.086701i,0.028921+0.10276i,0.012614+0.069916i,-0.0018408+0.034184i,0.00014178+0.019369i,0.0054984+0.012348i,-0.0018995+0.007839i,-0.015405+0.011939i,-0.02079+0.019973i
-0.16061-0.24245i,-0.31312-0.20137i,-0.37825+0.10477i,-0.28294+0.40154i,-0.15594+0.37475i,-0.10023+0.18256i,-0.043263+0.10581i,0.042554+0.082545i,0.074564+0.018261i,0.045573-0.018133i,0.024922+0.0021937i,0.034429+0.023396i,0.036155+0.016604i,0.007407+0.0067166i,-0.018883+0.016755i,-0.0063264+0.02902i,0.018396+0.022276i,0.021274+0.018872i,0.010577+0.03175i,0.0019024+0.038475i,0.00029932+0.029413i,0.004212+0.018162i,0.0097+0.013445i
-0.00034855-0.14238i,0.02319-0.41766i,-0.057462-0.70354i,-0.20628-0.66389i,-0.21205-0.28828i,-0.089646+0.04084i,-0.019796+0.092395i,-0.029858+0.028197i,-0.042288+0.029637i,0.0012869+0.056247i,0.045969+0.021906i,0.021456-0.021623i,-0.02166-0.010864i,-0.027088+0.023118i,-0.022444+0.031689i,-0.039223+0.014331i,-0.057459+0.0018372i,-0.056373-0.00058321i,-0.041109-0.0045368i,-0.020826-0.0093724i,-0.007673-0.016128i,-0.0093844-0.017105i,-0.012788+0.0010692i
0.1964+0.14993i,0.32576+0.44338i,0.48229+0.64256i,0.58626+0.47239i,0.51514+0.15408i,0.34528-0.029832i,0.18603-0.12308i,0.035977-0.13493i,-0.028241-0.068386i,-0.027003-0.044807i,-0.050416-0.034637i,-0.048039+0.011923i,-0.012353+0.024879i,-0.0055843+0.0027625i,-0.013619-0.0047733i,-0.0023151+0.0035962i,0.021186+0.0066608i,0.032857-0.0020886i,0.026676-0.0069889i,0.012493-0.0023809i,-0.0030306+0.0066791i,-0.019808+0.015559i,-0.034458+0.017147i
-0.32781-0.018068i,-0.58115-0.059934i,-0.63651+0.025082i,-0.43087+0.19606i,-0.17074+0.18389i,-0.017673+0.02001i,0.024902-0.023572i,0.045339+0.030802i,0.05365+0.02996i,0.029818-0.0011977i,0.023527-0.01096i,0.0492-0.018998i,0.06647-0.026477i,0.059739-0.018559i,0.040593-0.0035046i,0.020751+0.0044951i,0.0034664+0.0035658i,-0.0061899+0.00067883i,-0.0056159-0.0042933i,-0.001563-0.0084526i,0.0054642-0.0084185i,0.015416-0.010634i,0.017198-0.012877i
0.3442-0.11964i,0.48927-0.33989i,0.27946-0.51391i,-0.11644-0.46672i,-0.26581-0.22908i,-0.15473-0.033028i,-0.035773-0.014986i,-0.022236-0.056255i,-0.04021-0.026258i,-0.013399+0.022419i,-0.0010868+0.023309i,-0.035223+0.018835i,-0.058686+0.022351i,-0.052174+0.013182i,-0.027389+0.0064685i,-0.0027187+0.0045706i,0.00059275+0.0061692i,-0.011177+0.018938i,-0.018009+0.032821i,-0.015306+0.032401i,-0.010749+0.01637i,-0.010448+0.00027362i,-0.011593-0.010402i
-0.35393+0.30662i,-0.34506+0.55223i,-0.021781+0.50602i,0.2956+0.16062i,0.28374-0.096887i,0.091661-0.13803i,-0.049385-0.10098i,-0.088629-0.045449i,-0.063121-0.006563i,-0.040919-0.008691i,-0.02014-0.012068i,0.019864-0.01589i,0.04463-0.022336i,0.045148-0.0061339i,0.030107+0.01452i,0.0064559+0.0186i,-0.0054789+0.0063186i,0.0022941-0.011788i,0.016353-0.022024i,0.018378-0.021468i,0.0078001-0.014686i,-0.0036359-0.0060952i,-0.0067906+0.0055286i
0.15032-0.22415i,0.14147-0.24732i,0.079389-0.010288i,0.058441+0.28164i,0.062641+0.31419i,0.047582+0.19714i,0.048816+0.12238i,0.0675+0.054393i,0.064969-0.017699i,0.051961-0.044486i,0.037804-0.043748i,0.016595-0.029585i,0.00082071-0.0085299i,-0.010881-0.0048744i,-0.016223-0.0071458i,-0.0030762-0.0020306i,0.015742+0.0055904i,0.015398+0.010828i,-0.0010944+0.013361i,-0.01108+0.013i,-0.0079456+0.0062942i,-0.00055103-0.00051501i,0.0059723-0.0004857i
-0.10983-0.18011i,-0.28233-0.35419i,-0.47641-0.4163i,-0.51331-0.25682i,-0.29963-0.010077i,-0.039847+0.12003i,0.061247+0.11413i,0.039287+0.088556i,0.010702+0.09805i,0.018374+0.090434i,0.024628+0.055377i,0.0080926+0.034726i,-0.0053068+0.038322i,-0.0053353+0.05028i,-0.0010817+0.051136i,-0.0021567+0.033554i,-0.015826+0.012688i,-0.025573+0.0092424i,-0.017919+0.016348i,-0.0060823+0.016015i,-0.0041454+0.009775i,-0.0070429+0.0060074i,-0.0035519+0.0044599i
0.36982+0.35267i,0.65144+0.47182i,0.7455+0.31385i,0.56946-0.029927i,0.28654-0.22061i,0.10366-0.21065i,0.035354-0.17454i,-0.004564-0.14449i,-0.030125-0.093251i,-0.037179-0.04985i,-0.042866-0.028262i,-0.035494-0.014321i,-0.01326-0.016516i,0.00309-0.031972i,0.011102-0.032155i,0.017922-0.016063i,0.022556-0.0096824i,0.015301-0.018381i,-0.0009277-0.022321i,-0.010076-0.014303i,-0.010896-0.0067429i,-0.01324-0.005444i,-0.020097-0.0075868i
