-0.0033344+0.0018625i,-0.0026063+0.0017931i,-0.0045223+0.0040307i,-0.0050422+0.0052549i,-0.0031529+0.0045444i,-0.0010227+0.0025797i,-0.00028268+0.0021641i,0.00034939+0.0033072i,0.00089057+0.0036705i,0.0010416+0.0026069i,0.0016064+0.0011704i,0.0021303+0.00019003i,0.0011864-0.0012464i,0.00024552-0.0017014i,3.8374e-05-0.00067506i,0.00012485+0.00025548i,-0.00021189-1.1715e-05i,-0.00010756-0.00040233i,0.00049911-0.00013505i,0.00042207+0.00019715i,0.00024764-2.3218e-05i,8.3335e-05+0.00015958i,-0.00036782+0.0002601i
0.0016018+0.00041313i,0.00088771+0.00043338i,-6.1226e-05+0.00074517i,-0.0018758+0.0017049i,-0.0017494+0.0017335i,-0.0012181+0.00074443i,-0.0018517+0.00096803i,-0.0019259+0.0011605i,-0.0007626+0.0011464i,0.00028013+0.00085761i,0.00040795+0.00027078i,0.00055166-0.000369i,0.00079167-0.0012205i,-1.775e-05-0.0010868i,-0.00065109-0.00038145i,-0.00085967+0.00012401i,-0.0011871+0.00045772i,-0.00089498+0.0013922i,-0.00038098+0.0014975i,-0.0003397+0.00095371i,-0.00021107+0.00016764i,0.00036816-0.00025556i,-0.00022314-3.9882e-06i
-9.1072e-05+0.0003492i,0.00094061-0.00012805i,0.0016289+0.00073504i,0.0019777+0.0023894i,0.0015768+0.001721i,0.00020666+0.00011957i,-0.00036876-0.00022635i,-0.00028579+0.00076538i,-0.00032303+0.0011525i,-0.00022458+0.00033038i,0.00031558+8.3855e-05i,0.00081168+0.00021107i,0.0018343+0.00049752i,0.0019063+0.00032802i,0.00058078-0.00010147i,-0.0007167-0.00046851i,-0.0013077-7.4034e-05i,-0.00022686+0.00028897i,0.00037124+3.3225e-05i,-0.00024043-0.00014729i,7.1817e-05+0.00041089i,0.0001809+0.0006297i,-0.00032146-0.00040558i
0.00027067+0.0002192i,0.00072901-0.0013999i,-0.0014102-0.0025147i,-0.002698-0.0016658i,-0.0018455-0.0001028i,-0.001007-0.000107i,-0.0013813+0.00011699i,-0.00079317+0.00039871i,0.00055225-0.00066703i,0.00070837-0.0012644i,0.00038723-0.0010435i,0.00033255-0.00078873i,1.0988e-05-0.00086919i,-0.00028905-0.001209i,-3.2925e-05-0.00051931i,-6.1564e-05-6.45e-05i,6.1696e-05-4.1645e-05i,-0.00056692-0.00010217i,-0.0010668+9.6619e-05i,-0.0004375+0.00035807i,4.7149e-05+0.00028282i,0.00093226+0.00021848i,0.00037307+0.0001323i
0.0016228+0.0012405i,0.0018601+0.00057131i,0.0007311+0.00093237i,0.0006229+0.0025991i,0.001236+0.003378i,0.00069335+0.0023736i,0.00056817+0.00073568i,0.0016114-0.00066009i,0.0026011-0.00096315i,0.002269-0.00086278i,0.00077795-0.00074692i,-0.00022183-0.00030754i,-0.00070984-0.00019711i,-0.00039398+0.00078203i,0.00043566+0.0015023i,0.00082196+0.0010924i,0.00054113+0.0002736i,-0.00019369+0.00014205i,-0.0011352+0.00061847i,-0.0010114+0.0008578i,4.8667e-05+0.0012398i,0.00050383+0.00029901i,0.00043848-0.00026953i
0.0016337-0.00068702i,0.0014688-0.0020489i,0.0011194-0.0022691i,-0.00014145-0.0014264i,-0.0011876-0.00042238i,-0.0018424-0.00060457i,-0.0017588-0.0014025i,-0.00052939-0.0012028i,0.00041134-0.0006132i,0.0012306-0.00082081i,0.0023897-0.00093729i,0.0019809-0.0012883i,0.0011547-0.0013731i,6.3008e-05-0.00078543i,-0.0011266-0.00014458i,-0.0011945+0.00029173i,-0.0005916-0.0002643i,-6.3606e-05-0.0002722i,-0.00048659+0.00028795i,-0.00048653+0.00034499i,3.6974e-06-0.00056371i,0.00011822-0.0010034i,0.00055903-0.00043126i
-0.0012201+0.0015851i,-0.0020581+0.0013827i,-0.0038799+0.0022934i,-0.0035471+0.0040636i,-0.0014207+0.0044379i,-0.00072951+0.0028185i,-0.00081234+0.0014272i,-0.00087277+0.00083147i,-0.00086503+0.00036821i,-0.00027156-0.00016921i,0.00093663-0.00028868i,0.0014251-0.00027001i,0.0008904-0.00040462i,-7.2058e-05-0.0007874i,-0.00070134-0.0010246i,-0.0013519-0.0007847i,-0.0018751-0.00082821i,-0.00095822-0.00024512i,-3.0657e-05+0.00091282i,-3.3898e-05+0.0005766i,-0.00014225-0.00032724i,-0.00026251-0.00028594i,3.1154e-05+0.00057602i
0.00071437-0.00077447i,0.0012028-0.0011955i,0.0017285-0.00016568i,0.0014642+0.00046081i,-9.7084e-06+0.0007476i,-0.00077006+0.00078532i,-8.3154e-05+5.7744e-05i,8.6003e-05-0.00079754i,-0.00025803-0.0015964i,-0.0005645-0.0010724i,-0.00059215-0.00024877i,0.00056287-0.00012595i,0.00088899+0.0006899i,0.00021747+0.0011912i,-0.00025948+0.00050415i,-0.00045999-0.00041195i,-0.00057312-0.00070045i,-0.00063293-0.00021861i,-0.00060417+0.00054333i,-0.00024277+0.00072824i,0.00054957+0.00013848i,0.00064932+0.0005145i,0.00066014+0.00042117i
-0.00066328+0.00015929i,-0.0013625-0.00048541i,-0.0029765-0.00046892i,-0.0043663-0.00039825i,-0.0032063+0.00023025i,-0.001861+0.00063768i,-0.0019378+0.0002428i,-0.00084559-0.00036973i,0.00013315-0.00017948i,-0.00028198-8.6025e-06i,-0.00091942-0.00038158i,-0.0010074-0.00012555i,-0.00054028+0.00048275i,-0.00054664+0.00010658i,-0.0004785-0.00032828i,0.00011115-0.00046898i,0.00058175-0.0003117i,0.00018586-0.00039904i,-5.956e-05-0.00010211i,0.00085221-0.00044909i,0.001474-0.00085748i,0.0010449-0.00087326i,0.00061693-0.00091083i
-0.00048638-0.00023844i,-0.00043854-0.00020725i,0.00054491+0.0014644i,0.00098433+0.0033607i,-4.4626e-05+0.0027506i,-0.00040622+0.0010157i,-0.00032692+0.00083597i,-0.00047998+0.0013473i,0.00034856+0.00084944i,0.00076557+4.3898e-07i,0.00097908-0.00020619i,0.0011702-0.00031818i,0.00062428-0.00067347i,-0.00033847-0.00038169i,-0.00042178+6.3086e-05i,0.00016907-7.3166e-05i,-0.00044397-0.00028969i,-0.00076879-0.00010325i,-0.00041401-0.00024191i,8.2514e-05-0.0004787i,0.00058319-1.5387e-05i,0.0008598+0.00028399i,0.0006966-6.2672e-05i
0.00018814-0.00042021i,0.00055831+0.0001573i,-0.00030209-0.00043202i,-0.0019396-0.00010719i,-0.0018217+0.001215i,-0.00044598+0.0008575i,-0.00047933-0.0005951i,-0.00050791-0.00047904i,-0.0002388+5.5228e-05i,0.00016197+0.00012276i,0.00078741+8.536e-06i,0.00073789-0.00069959i,0.0005889-0.0013203i,0.00028691-0.001134i,-0.00066181-0.00061945i,-0.0010174-0.00024436i,-0.00095997+0.00091695i,-0.00044854+0.001122i,3.5644e-05+0.00065863i,-0.00011299+0.00089709i,-2.2632e-05+0.00089137i,0.00017113+0.00072089i,0.00010414+0.00015428i
0.00060117-6.4622e-06i,0.00070979+0.00098823i,-0.00059403+0.0020559i,-0.0022818+0.0025292i,-0.0023746+0.0023147i,-0.0012152+0.00082913i,-0.00082192+0.00048938i,-0.00031575+0.0012534i,-0.00023154+0.0014306i,-0.00044567+0.0011042i,-0.00044343+0.00022225i,-0.0002672-0.00030519i,0.00011351+0.00021876i,0.00045538-0.00018776i,0.00032703-0.0010202i,3.8499e-05-0.0007276i,-0.00024538-0.00010374i,-0.00012164-9.1534e-05i,-0.0004767+1.5975e-05i,-0.001096+0.00037244i,-0.00065841+0.00068396i,-0.00018546+0.0011546i,-7.504e-05+0.00040986i
0.00014582+0.00034301i,-0.00021923+7.2058e-05i,-0.0011548+0.00032367i,-0.0023287+0.00081411i,-0.0023972+0.00094987i,-0.00087717+0.0012503i,0.00021222+0.0010523i,9.4226e-05+0.00073325i,-0.00023308-0.00021194i,0.00011153-0.00034341i,0.00081504+0.00023672i,0.00070498+0.00048724i,-0.00019201+0.00054926i,-0.00043509-6.9734e-05i,-8.5498e-07-0.00087269i,-0.00024135-0.0008167i,-0.0012765-0.00044083i,-0.000826-0.00018051i,-2.1837e-06+0.00017256i,0.00018686+0.00035496i,0.00036246+8.0425e-05i,-0.00014707-0.00056754i,-0.00057521-0.00039568i
0.00044852-0.00071694i,-1.6266e-05-0.0014454i,-0.00079873-0.0026371i,-0.0021818-0.00099227i,-0.0024635+0.0011878i,-0.0016742+0.0011485i,-0.0013998+0.00058136i,-0.00024158+0.00070367i,0.00059402+0.00038489i,0.00030169-0.00050723i,0.00029053-0.00089645i,0.00038651-0.00062945i,-3.752e-06+0.0003456i,-0.00091588+0.00061889i,-0.00062992+0.00031622i,-0.00023989+0.00070217i,-0.00085758+0.00051839i,-0.0011369-0.00041937i,-0.00015433-0.00054646i,0.00074483+0.00027477i,0.00088658+0.00022416i,0.00081917-5.2597e-06i,0.00040207-0.00034055i
-0.00049441-0.0005348i,0.0003398-0.00029112i,-0.00060197+0.0013866i,-0.0011143+0.0032661i,-0.0013155+0.0031958i,-0.00077571+0.001898i,6.1664e-05+0.00094507i,-3.116e-05+5.5571e-05i,0.00037887-0.00056687i,0.0008664-0.00027398i,0.0010222-0.00084094i,0.00077709-0.0015953i,0.00052807-0.00075763i,0.00048972+0.00045754i,-6.8537e-05+0.00080899i,-0.00068866-8.7772e-05i,-9.8236e-05-0.00030505i,-0.00051829+0.00024242i,-0.0007155+0.00073443i,-1.1829e-05+0.00060586i,0.00020856+0.00016134i,0.00076361+4.6673e-05i,0.0016497-4.308e-05i
0.00020585-1.1328e-05i,0.00056731-0.0016307i,0.00039458-0.0025354i,-0.00027409-0.0015937i,-0.00080519-0.00033582i,-0.00074077-0.00028567i,-0.00073434+9.5351e-05i,-0.00078607+0.00079398i,8.2693e-05+0.00065079i,0.00074042+0.00095341i,0.00059179+0.00075354i,0.00035916-0.0004651i,0.00016282-0.0013148i,-6.4537e-05-0.00096129i,-0.0002803-0.00013361i,-0.00068781+0.0003215i,-0.00072148+0.00037178i,-0.00071687+0.00014614i,-0.0010683+0.00032338i,-0.00083081+0.00061355i,3.6565e-05+0.00026545i,0.00060499-0.00041522i,0.0011737+0.0001507i
0.00038375-0.00081872i,-0.00093333-0.00067742i,-0.0024565-0.00059662i,-0.0032934+0.00038087i,-0.0033209+0.0015234i,-0.0023333+0.0018535i,-0.00090019+0.0016348i,-2.7991e-05+0.00038448i,0.00012128-0.00094177i,0.00046042-0.0006322i,0.0011656+0.00014383i,0.0011624+0.00040024i,0.0009002+4.2481e-06i,0.0010211-0.00058436i,0.00080954-0.0010989i,0.0001922-0.0014401i,-0.00030604-0.0011824i,-0.0006948-0.00019199i,-0.00066229+0.00020774i,-0.00020109-6.3281e-05i,9.5065e-05+0.00011027i,4.6984e-05-0.00021539i,-5.7345e-05-0.0010868i
0.0009151+0.0010965i,0.0011382+1.4427e-05i,0.001016-0.0010982i,0.0005501-0.00022431i,0.00045445+0.001119i,-0.00020629+0.00030411i,-0.00079955-0.00058897i,-0.00082842+0.00012619i,-0.00054035+0.00041735i,8.6521e-05+2.992e-05i,-0.00020278-0.00014953i,-0.0010218-0.00019476i,-0.00064881+0.00030066i,0.0005148+0.00066089i,0.00087688+9.5525e-05i,0.00037747-0.00025272i,-0.00040378-4.7167e-05i,-0.00084821-2.6391e-05i,-0.00027912+8.1486e-05i,0.00042776+0.00080795i,0.001022+0.00056332i,0.001194+9.2717e-05i,0.00076302+0.00019708i
0.0006611-0.00073219i,0.00013356-0.0010382i,-0.001625-0.00033107i,-0.0029656+0.00069536i,-0.0023549+0.00053884i,-0.0016949+0.00075503i,-0.0015001+0.00095604i,-0.0012111+0.00030399i,-0.00026571-0.00071861i,-8.3572e-06-0.0009195i,0.00011016-0.00056961i,0.00010678-0.0005012i,-0.00040145+0.00018979i,-0.00053019+0.00056723i,-0.00019508+0.00065756i,0.00033785+0.00043899i,0.00036-0.00055066i,-0.00031807-0.0011004i,-0.0011934-0.00070087i,-0.00045728-2.5817e-05i,0.00070068+0.00012008i,-0.00010835-7.7132e-05i,-0.00080785+4.2843e-05i
0.0013972-0.001088i,0.00030365-0.00071353i,-0.00063409-0.001769i,-0.00054961-0.00086532i,-0.0016099+0.0013735i,-0.0015218+0.0010268i,-0.0005027+0.00014862i,0.00010372+2.3003e-05i,0.0010216-0.0001821i,0.001281-3.815e-06i,0.00097276+0.00041471i,0.0008871+0.00027155i,0.00067469-0.00061271i,0.00041885-0.0010964i,0.00053014-0.00059907i,0.00014724-0.00050396i,-0.00036095-0.00076013i,-0.00033204-0.00048527i,-6.8312e-05+8.5312e-05i,0.00061464+6.4642e-05i,0.00088319+0.00015591i,0.00031933-3.1593e-05i,6.685e-05-0.00020841i
0.00013502-0.00082863i,2.611e-05-0.0011869i,-0.0022684-0.00027833i,-0.0034082+0.00095909i,-0.0031547+0.0017193i,-0.0030967+0.001131i,-0.0025117+2.2347e-05i,-0.0012429-4.9134e-05i,-0.0005557+0.00058892i,-5.3926e-05+0.00013062i,0.00030083-0.00051328i,0.0005282-0.00073896i,0.00067961-0.00054347i,0.00026128-0.00046754i,-0.00037141-0.00047778i,-0.00047177-0.00013067i,-0.0005815-0.00030609i,-0.0011673-0.00092133i,-0.00084379-0.00084752i,2.4101e-05+0.00015619i,0.00041758+0.00131i,0.00049627+0.0016546i,0.0002172+0.0010939i
0.00045618+0.00049313i,-0.0002638-0.00027829i,-0.0020087-0.0011626i,-0.0018921-9.7927e-06i,-0.00072005+0.0014708i,-0.00034813+0.0019704i,0.00012775+0.001539i,0.00073061+0.00071697i,0.00062075+0.00070549i,-6.9822e-05+0.00043726i,0.00024339+0.00028442i,0.00053071+9.8644e-05i,0.0005048-0.00031791i,0.00082135-7.7059e-06i,-3.2038e-05+0.00023343i,-0.0011086+0.00041782i,-0.0010807-1.0194e-05i,-0.00061905+0.00015821i,-0.00037241+0.0005737i,-0.00036814+0.00012842i,-0.00018224-0.00026023i,-0.00040967-0.00041979i,0.00013621-0.00035617i
0.0013966-0.00099194i,0.0016561-0.0014852i,0.00088867-0.00084417i,-7.8323e-05+6.8677e-05i,-0.00046178+0.00043461i,-0.00085295+0.00043789i,-0.0007467+0.00040257i,-0.00038135+0.00022543i,-0.0001015+0.00021462i,0.00011617-0.00043986i,0.00042742-0.00062989i,0.00074943+6.0581e-05i,0.00096168+0.00072729i,0.001064+0.0008235i,0.0010344+6.3142e-05i,0.00030674-0.00060567i,-0.00029991-0.00081117i,-0.00021798-0.0010961i,-0.00041734-0.00094705i,-6.8154e-05-0.00057329i,0.00071155+0.00032837i,0.0002906+0.00051095i,7.1857e-05-0.00024851i
0.00071144-0.00013323i,0.00095091-0.00045987i,-0.00094029-0.00048826i,-0.0026398+7.8549e-05i,-0.002627-0.00018537i,-0.0017395-0.0011789i,-0.001918-0.0011376i,-0.0014962-0.00049231i,4.1933e-06-0.00054385i,0.00030226-0.00048001i,0.00013696+1.6238e-05i,8.6508e-05+0.00047457i,6.6545e-05-0.00014009i,0.00032187-0.00095872i,0.000685-0.00051322i,0.00067973+0.00021238i,0.0005582+0.00076576i,0.00022039+0.00098827i,0.00012259+0.00027715i,0.00066853-0.00010482i,0.00056835-0.00027162i,0.00027088-0.00029325i,0.00016759-0.00038079i
0.00088129+0.00033984i,0.00030057-0.00034358i,-0.0011647-0.00067643i,-0.00096199+0.0010762i,-0.00020467+0.0024031i,-0.0010336+0.0019098i,-0.0016716+0.00084697i,-0.00094892+0.00028506i,0.0007411-0.00014241i,0.001869+0.00030849i,0.0012757+0.00030415i,0.0013993-0.00095939i,0.0012086-0.001307i,0.0003482-0.00088371i,3.8959e-05-0.00037284i,-5.8313e-05-0.00038218i,-0.00036483-0.00027528i,-0.00063414-0.00037286i,-8.3099e-05-0.00031078i,-0.00012429+0.00012964i,-0.00023742-6.2957e-05i,0.00016434+1.9303e-05i,0.00072386+0.00022636i
3.9652e-05+2.0589e-05i,0.0001051-0.00079586i,0.00074557-0.00097781i,-0.000563-0.00015727i,-0.0016387+0.00052454i,-0.0018925-0.00047201i,-0.0012598-0.0016031i,-0.00039797-0.00073698i,0.00029693+0.00054952i,0.00043213+0.00095819i,0.00061633+0.00073127i,0.00088928+0.00010366i,0.00063177-0.00047291i,0.00014786-0.00075809i,-0.00061222-0.00044037i,-0.0010931-0.00035361i,-0.0010684-0.00012682i,-0.00086528+3.0395e-05i,-0.00041057+0.00043032i,-0.00033145+0.00051482i,-0.00041924-0.00019039i,-0.00057673-0.00016126i,-0.00079626-0.00010716i
-0.00046713-0.00094343i,-0.00027567-0.0010273i,-0.0021646+5.7995e-05i,-0.0023889+0.0023365i,-0.0012803+0.0032958i,0.0002745+0.0020941i,0.00043584+0.00095988i,-0.00030968+0.00084143i,-0.00090508+0.00071303i,-0.00054123+0.00050028i,0.00039116+0.0010409i,-4.1266e-05+0.0010447i,-0.00063488+0.00034707i,-0.00042017+4.8195e-05i,-0.00022129-0.00021221i,-0.00054132-0.00016356i,-0.001613-9.5123e-05i,-0.0011547-0.00013509i,-2.6105e-05-0.00034642i,0.00022593+0.00019992i,-0.00011362+0.00047839i,4.8232e-05-0.00031675i,0.00063338-0.0002933i
-0.0013153+0.00028078i,-0.0019874+0.00042433i,-0.0029162+0.0016882i,-0.0028737+0.0031082i,-0.0024404+0.0032379i,-0.001137+0.0020215i,-0.00079684+0.00055724i,-0.0010017-0.00022191i,-0.00062527-0.00061473i,0.00037061-0.00049912i,0.00062387+0.00014268i,0.0004894+2.767e-05i,0.00035614-0.0011171i,0.00047902-0.0014606i,0.0006361-6.3923e-05i,0.00041769+0.00090709i,-0.00016935+0.00049283i,-0.00014389-0.00045389i,0.00053532+0.00017028i,0.00040237+0.00041359i,8.6214e-06-0.00061028i,-0.00014219-0.00036676i,-0.00010671+0.0002234i
0.0019389-0.0004226i,0.0025286-0.0010677i,0.0024282-0.002233i,0.00078185-0.0018885i,-0.00029348-0.00062418i,-0.00047064-4.0284e-05i,-0.00071047-0.00010574i,-3.9927e-05-0.00051957i,0.0002669-0.0008465i,-0.00011218-0.00080122i,-0.00042409-0.00011837i,-9.5589e-05-0.00026567i,0.00054301-0.00088361i,0.0008445-0.00028607i,0.0010202+0.00096409i,0.00030229+0.0013897i,2.8548e-06+0.00068224i,-0.00043496-0.00035054i,-0.0008551-0.0010013i,-7.7051e-05-0.00057212i,0.00029477-0.0003103i,-0.00013241-0.00076001i,-0.00075815-0.00050926i
-0.0018774-0.00018617i,-0.0019276+0.0010797i,-0.0038245+0.0015397i,-0.0052139+0.0031507i,-0.0042948+0.0040508i,-0.0012253+0.0033653i,0.00037201+0.0015829i,-0.0002443+0.00016887i,-0.00011598+2.4857e-05i,0.00090344+0.00078944i,0.0012731+0.0007155i,0.00091819-0.00019754i,-1.7133e-05-0.00034346i,-0.00095419-0.00037201i,-0.0015958-0.00050966i,-0.0015663-0.00066586i,-0.00099776-0.00045184i,-0.00068411+0.00014323i,-0.0007175+0.00042934i,-0.00011014+0.00041529i,0.00028269+0.0001402i,0.00059972-0.00049374i,0.00076026-0.0010757i
0.0011461-0.0012318i,0.0013947-0.002227i,0.0012482-0.0024916i,5.494e-05-0.00077457i,-0.0013374+0.00044568i,-0.0021047+0.00066218i,-0.0012051+0.00054635i,-0.00014996+0.00019878i,-0.00034727-0.00010499i,-0.00042098-0.00026288i,-4.5673e-05-0.00048628i,0.00095516-0.00033695i,0.0010053-0.00031643i,0.00020158-9.559e-05i,-0.0003817+0.0003995i,-0.00037171+0.00055962i,0.00016227+1.7355e-05i,-4.4197e-05-2.116e-05i,-0.00052466+0.00019401i,-0.00014528-0.00012953i,0.00041679-0.00071816i,0.00040907-0.00049443i,0.00042526+1.213e-05i
0.0014513+0.00088924i,0.0019907+0.00099516i,0.001114-0.00048185i,-0.00066306-0.00080711i,-0.00075769-0.00061819i,-0.00050021-0.0007725i,-0.00021373-0.00013184i,0.00023512-6.5346e-05i,0.00090885-0.00091193i,0.0011384-0.00053778i,0.00032571+0.00037009i,-0.00031784+0.00075701i,-0.00010998+0.00030143i,-0.00033306-0.00083237i,-0.00021517-0.0013361i,-0.00053194-0.00074578i,-0.0014704-0.00045425i,-0.00136-0.00046841i,-0.00046819-0.00035618i,0.00031257-0.00075424i,0.00048753-0.0013609i,0.00085734-0.0012317i,0.00041128-0.00029492i
-1.5234e-05-0.00043624i,-4.0701e-05-0.001237i,-0.0010304-0.00069126i,-0.0017999+0.00014324i,-0.0012429+0.00031209i,-0.0014958-6.5062e-05i,-0.00196-0.00082391i,-0.0011958-0.00084605i,-1.3854e-06-0.00056884i,-1.3952e-05-0.00028066i,-0.00032873+1.4323e-05i,-2.9504e-05-1.1625e-05i,0.00064957-0.00046937i,0.00089087-0.00044981i,0.00050474+0.00067034i,-0.00049012+0.0014098i,-0.00099755+0.00055617i,-0.00053685-0.00053163i,-0.00034553-0.00027615i,-0.00034011-0.00016131i,0.00059446-0.00056691i,0.00098591+0.00026203i,0.00034712+0.00077725i
0.00033518+0.00071558i,-4.1204e-05+0.00060496i,-0.00066829+0.00081858i,-0.00041888+0.0020938i,-0.00012843+0.001837i,-0.0003678+0.00077147i,-0.0002722-7.7712e-05i,-0.00011059-0.00068626i,0.00064767-0.0012915i,0.0015873-0.0013408i,0.00099824-0.00099114i,0.00056264-0.0010846i,0.00040516-0.0010316i,0.00017005-0.00044451i,-0.00023511-0.00042902i,-6.3298e-05-0.00015759i,-0.00046506+0.00013689i,-0.0013888+0.00018808i,-0.00077671-0.00015i,0.00058027-0.00013053i,0.00048406+8.5159e-05i,-0.00048613+7.1905e-05i,-0.00061455-0.00040451i
-0.00030487-0.00063283i,-5.3865e-05-0.0020167i,-0.00040656-0.0019572i,-0.001734+0.00076592i,-0.0021916+0.0017889i,-0.0018596+0.00017494i,-0.00080359-0.00088952i,0.00047048-0.00011665i,0.00060148+0.00043042i,0.00019249-0.00023744i,0.00014176-0.00017262i,0.00060463-2.8852e-05i,0.00027955-0.00026533i,-0.00037464-8.8709e-05i,-0.00036609+1.0493e-06i,-0.00027789-9.3944e-05i,-6.0501e-05-9.8951e-05i,-0.00059313+0.00063429i,-0.00079565+0.0005981i,0.0003416+4.9973e-05i,0.0005299+0.00025068i,0.00041843+0.00044617i,0.00049059+0.00042482i
6.3327e-06+0.00042933i,-0.00060746+0.00054365i,-0.0023792+0.00070145i,-0.0029636+0.00080266i,-0.0019882+0.001766i,-0.0010051+0.0016299i,-0.00030919+0.0011599i,0.00015413+0.0010945i,0.00044402+0.00082888i,0.0012686+0.0007026i,0.001454+0.00045812i,0.0016955-0.00078202i,0.0017166-0.0019032i,0.00035736-0.001387i,-0.00043263-0.00055357i,-5.4896e-06+9.392e-05i,1.5979e-05+0.0002579i,-0.00051806+0.00032338i,-0.00036499+0.00024619i,-8.2221e-05+0.00045771i,-0.00023907+0.00047537i,-2.4329e-05-0.00011258i,-0.00018833+5.6235e-06i
0.0017494-0.0017422i,0.0017499-0.0026263i,0.00066739-0.0024999i,-0.0014926-0.00069435i,-0.0021257+0.00032624i,-0.0011122+0.00024761i,-0.00059446-0.00030954i,0.0001166-0.00096381i,0.00064012-0.001061i,0.00059843-0.0007017i,4.0857e-05+0.00028646i,-0.00014992+0.00098666i,0.00071937+0.00091254i,0.0012226+0.0011113i,0.00097181+0.00020656i,0.00060034-0.00068298i,-1.1811e-05-0.00046133i,0.00010615-0.00055048i,-0.00049435+1.3411e-05i,-0.0012876+0.00037545i,-0.00050669-0.00063982i,0.00014495-0.0011178i,-0.00043984-0.00057049i
-0.0012303+0.0009818i,-0.0013121+0.0015847i,-0.0019589+0.0025542i,-0.001819+0.0030282i,-0.00093107+0.0028606i,-0.00052264+0.0018294i,-0.00019049+0.00046028i,1.6121e-05-0.00031808i,0.00034319-0.00016018i,0.0014898+0.00020691i,0.0010091-0.00016743i,5.8833e-05-0.0005468i,0.00014173-7.9933e-05i,5.559e-05+0.00012124i,-0.00030118+0.00036901i,-0.00068172+0.00063612i,-0.00095471+4.1831e-05i,-0.00088313-0.00063516i,-0.00084305-0.00089365i,-0.00058929-0.0006777i,-0.00039876-0.00029169i,-0.00063764-0.00060367i,-0.00017629-0.00078246i
0.00038227+0.00068204i,0.00044515+0.00072817i,0.00021833-0.00048941i,-0.00048539-0.0013437i,-0.0011288-0.00056564i,-0.0021549-0.00084487i,-0.0025064-0.00099617i,-0.0014655+0.00024443i,0.00026726+8.9131e-05i,0.0008879-0.00098362i,0.00067878-0.0013187i,0.00071075-0.0011943i,0.00083891-0.0013759i,0.00018132-0.00067949i,-0.00051549+0.00032385i,-6.4856e-05+0.00073293i,1.1967e-05+0.0010288i,-0.00074047+0.00088882i,-0.00080493+0.00046388i,-0.00029003+0.00032186i,9.4223e-05-4.0028e-05i,-0.00017185-0.00027992i,-0.00069348+0.00056622i
0.00058463+0.00040766i,0.0012923+0.00099469i,0.0015077+0.00098802i,-0.00024541+0.00057776i,-0.00094187-8.6799e-05i,0.00024479+0.00021806i,0.0002895+0.00099467i,-0.00055471+0.00067349i,-0.00070226-0.00049914i,0.00066477+0.00025033i,0.00096617+0.0016902i,0.00094313+0.0014148i,0.0012285+0.00063651i,0.00089074+4.8323e-05i,0.00028722+0.0004066i,-0.00031225+0.00037241i,0.00037332-0.00011316i,0.00056861-1.1977e-05i,-1.8249e-05+7.7432e-06i,-0.00053962+0.00066068i,-0.00073573+0.00061673i,0.0001061-0.00053681i,0.00065159-0.00089729i
0.0012618-0.00040515i,0.00069194-0.001727i,0.00022039-0.0023987i,-0.00079909-0.0011333i,-0.0010907+0.00062766i,-0.0013956+0.00054405i,-0.0013656+0.00032132i,-0.00079975+0.00047458i,0.00031734+0.00057823i,0.00051712+0.00063343i,-2.0483e-05+9.1317e-05i,0.00099712+0.00028333i,0.0012317+0.000546i,-9.574e-05+0.00035908i,-0.0004338+0.00063922i,-0.0008545+0.00024763i,-0.00066409-6.3056e-05i,-0.00030674-7.0015e-05i,-0.00032822+9.6889e-06i,-0.00049364+4.6037e-05i,-0.00030534+1.6279e-05i,-0.00025176-6.4517e-05i,0.00017894-2.0965e-05i
-0.00045617-0.00065932i,-0.00067125-5.0719e-05i,-0.00090003+0.0011702i,-0.0017214+0.0021714i,-0.0019197+0.002767i,-0.00091279+0.0022102i,-0.00027366+0.0011061i,0.00011219-5.6475e-05i,6.6161e-05-0.0004474i,-3.7422e-05-0.0011344i,-0.00027706-0.00039852i,-0.00038731-2.5931e-05i,0.00017666-0.000843i,-0.00057666+1.5417e-05i,-0.00098404+0.00029405i,-0.0001475-0.00043877i,-0.00037237-0.00043175i,-0.00060532-0.00020864i,-7.1566e-05-2.3145e-05i,-0.00045995-0.0001146i,-0.00072912-0.00020936i,-0.00030622-0.00054108i,0.00044262-0.0006458i
0.002474-0.0012864i,0.0011014-0.0024679i,-0.0010248-0.0030122i,-0.0018512-0.0017542i,-0.0011477-0.00010106i,-0.0017205-1.7337e-05i,-0.0015703-0.00061733i,0.00019848-0.0006852i,0.001408-0.00088852i,0.0011836-0.00064796i,0.00053577-0.0010716i,0.00072429-0.0016246i,0.00078597-0.00083214i,0.00025894+0.00057397i,-0.0004799+0.00032966i,-0.00068608-9.9133e-05i,5.4101e-05+0.00023873i,0.00045478+0.00029193i,-0.00013576+0.00076553i,-0.00077809+0.0014027i,-0.00068622+0.0006471i,0.00024648-0.00070979i,0.00074563-0.00062193i
