-0.00023683+0.0004814i,0.00033691-0.00054225i,-0.00035526-0.0016677i,-0.00085713-0.001186i,-0.0011111+0.00056519i,-0.00081738+0.0018344i,0.00010377+0.0026362i,0.00078153+0.0012117i,0.00081307-0.0005117i,0.00088924-0.00061438i,0.00064586-0.00045037i,2.21e-05-0.00078525i,-0.00028948-0.0009621i,-0.00042875-0.0009374i,-0.00065479-0.0010656i,-0.00067565-0.00073083i,-0.00021499-0.00021256i,0.00057978+0.00017124i,0.0010321+0.00043034i,0.0006257+0.00056388i,0.00046601+0.00039091i,0.00034625-7.5649e-05i,-0.00037507-0.00051089i
-0.0001069-0.0017433i,-0.00069114-0.0023742i,-0.0019432-0.002605i,-0.0022492-0.0018828i,-0.0013692-0.00045423i,7.1101e-05+0.00059549i,0.001093+0.0010019i,0.0015937+0.0006779i,0.0010827+3.0818e-05i,-0.00031094-0.001004i,-0.00055043-0.00069475i,0.00025241+0.00066333i,0.00064378+0.00063521i,0.00073899+0.00047063i,0.0010611+0.00089881i,0.00030082+0.00095373i,-5.9392e-05+0.00012772i,0.00032353-0.00032393i,0.00067025-0.00044519i,0.00098127-0.00088151i,0.00071936-0.0010804i,0.00063604-0.00042631i,0.00021114+0.00099725i
0.0013106+0.001229i,0.0015372+0.00031019i,0.0010207-0.00068051i,0.00055223-0.00057129i,0.00069574+0.00025889i,0.00055175+0.0012678i,0.00021225+0.0020902i,-0.00038077+0.001345i,-0.00086129+0.00062496i,-0.00011012+0.00029413i,0.00056285-0.00043997i,0.00027463-0.00095215i,-0.00053336-0.00096741i,-0.00082778-0.00086521i,-0.00011228-0.0003923i,0.00047338-0.00059548i,0.00059935-0.00028151i,0.00027636+0.00052132i,-2.942e-05+0.00037385i,0.00058406+0.00012432i,0.00034962+0.00011826i,-0.00030394+1.3108e-05i,0.00044496+0.00019263i
-0.00066976-0.00026607i,0.00011882+0.00019974i,-0.00035898+0.00077183i,-0.0004716+0.00075116i,0.00081964+0.00072441i,0.0010874+0.0011813i,0.00024534+0.0011066i,0.00012277+0.00034173i,6.9872e-06-0.00024665i,-0.00026129+0.00016232i,0.00025134+0.00011528i,0.00046927+0.0001061i,5.7077e-05+0.00016487i,0.00010079-0.00023217i,0.00076975-0.0005812i,0.00085365-0.00035118i,-0.00012649-0.00026003i,-8.4627e-05-0.00053732i,0.00048669-0.00011687i,0.0001767+0.00032903i,-0.00019505+0.00029328i,-0.0004804-0.00012495i,-0.00065315-0.00052413i
-0.0017313-0.0018315i,-0.00050405-0.0013839i,-0.00092426-0.0013736i,-0.0024296-0.00093386i,-0.0024807+2.4965e-05i,-0.00085265+0.00033166i,0.0003751+0.00014067i,0.00068229-0.00018634i,6.0355e-05-0.0001454i,-0.0010365+0.00034334i,-0.00089026+0.00049855i,0.00049187+8.3844e-05i,0.0011266+0.00017694i,0.0011075+0.00012179i,0.0016561-3.9728e-05i,0.0017264-0.00014456i,0.00079753+0.00024952i,-0.00031027+0.00030908i,-0.00037819-0.0001249i,0.00057897+0.00032669i,0.00080844+0.00050882i,0.00034004+0.00036257i,0.0002097+0.00026961i
0.0010139-0.00029805i,0.00092317+0.00045093i,0.00019209+0.00054765i,0.00025794+0.00011062i,0.00043195+0.00064938i,0.00012635+0.0012568i,0.00068502+0.00074758i,0.0012803-0.00020041i,0.00068514-0.00018756i,0.00013694+0.00070446i,-8.4886e-05+0.0010616i,-0.00025015+0.00089121i,-0.00038298+0.00087747i,-0.00020729+0.00078868i,-0.00037838+0.00010732i,-0.00012921-0.0008227i,0.00036741-0.00046841i,0.00064668+3.4689e-05i,0.00057308-0.00017077i,5.9455e-05-8.3996e-05i,0.00022577-0.00049895i,0.00060195-0.0002489i,9.0775e-05+0.00051474i
0.0025178-0.00027199i,0.0016786-0.0019484i,0.0021242-0.003327i,0.0014189-0.002491i,-0.00013566-0.0015943i,-0.00071981-0.00052293i,-0.00072272+0.001204i,-0.00035265+0.0017404i,0.00046995+0.001175i,0.00069446+0.00089888i,-0.00030825+0.00039608i,-0.00064912+0.00019389i,-0.00073964+0.00095392i,-0.0010537+0.00072707i,-0.0011971-0.00059238i,-0.0010817-0.00080021i,-0.00049203-1.9746e-05i,-0.0004171+9.2493e-05i,-0.00055577+0.00027785i,-0.00028312+0.00080674i,0.00013074+0.0010515i,0.00073167+0.00043262i,0.0008459-0.00017152i
0.0019985-0.00038229i,0.0023133+0.0002492i,0.0023855+0.00045775i,0.0024634+0.0011402i,0.0021339+0.001147i,0.0011403+0.0014443i,0.00036805+0.0015359i,-0.00017759+0.0016172i,-0.00016837+0.00059609i,-0.00019791-0.00040782i,-0.00061075-0.00086748i,-0.00058887-0.00084153i,0.00025758-0.00054289i,0.00022551-0.00037787i,-0.00061218-0.00075361i,-0.00068742-0.00073641i,-0.00040862-0.00010496i,-0.00025746+0.00030232i,-0.00042575-8.1503e-05i,-8.1862e-05-0.00031541i,-0.00022198-0.00026899i,0.00013466-0.00034521i,0.00082719-0.00016591i
-0.00021153-0.0023888i,-0.0003217-0.0020212i,-0.00091391-0.00092507i,-0.0010313-0.00048827i,-0.00057559-0.00029865i,-0.00034226-0.00057079i,0.00041736-0.00018806i,0.0009598+0.00023486i,0.00054781+0.00030604i,0.00017629+0.00040816i,0.00051741+0.00013237i,0.00070979+5.0278e-05i,0.00040301+2.0977e-05i,5.4101e-05-9.3371e-05i,0.00028806-0.00069729i,6.4242e-05-0.00057541i,-0.00021002-0.00011049i,0.00031382-0.00023178i,0.00076295-0.00085527i,0.0015131-0.0011769i,0.0008803-0.00049404i,7.6675e-06-0.00021715i,-0.0001874-0.00031153i
0.0010613+8.6518e-05i,0.00080228-0.0011154i,-0.00076572-0.0012207i,-0.0018464-0.00017079i,-0.0013528+0.0006306i,-0.00058528+1.1083e-05i,0.00056097-0.00064195i,-4.8537e-05-0.00061834i,-0.0014241-0.0003847i,-0.00092211-0.00081303i,-0.00054932-0.0015222i,-0.0011776-0.00073165i,-0.00081281+0.00073409i,-0.00019518+0.00095818i,0.00027993+0.00050378i,0.00028202+0.00074541i,-0.00022822+0.00046032i,0.00040981+0.00040716i,0.0011747+0.0012206i,0.00059049+0.00062123i,3.6672e-05-0.00023045i,0.00055124+0.00010596i,0.00087212+0.00093874i
0.0013467-0.00034881i,0.0014364-0.001273i,0.00098571-0.0018129i,0.00067011-0.0016543i,0.00044234-0.00094721i,0.00086478-0.00060098i,0.0015405+0.00035774i,0.0012227+0.0010266i,0.00015005+0.00064285i,1.1693e-05+0.00030733i,7.2552e-06-5.0961e-05i,-0.00023634-0.00021104i,-0.00010176+0.00033816i,-0.00013267+0.00069558i,-0.00055636+0.000371i,-0.00041049-0.00012421i,-8.6496e-05-0.00076106i,0.00021547-0.00096075i,0.0010442-0.00061438i,0.001231-0.00014045i,0.00078362-0.00028477i,-0.00017984-0.00034935i,-0.00091594-0.00017199i
0.0024198+0.0021629i,0.0035339+0.0017705i,0.0039827+0.0011874i,0.0026331-0.00029075i,0.0016341-0.0010534i,0.00030946-2.1556e-05i,-0.00095213+0.00046675i,-0.00026085+0.00052631i,0.00012485+0.0008299i,-0.00014118+0.00078908i,-5.8246e-06+0.00082883i,-0.00071851+0.00035546i,-0.0011956-0.00038031i,-0.00061567-0.00065417i,0.0001866-0.0010459i,0.00033584-0.00077272i,-0.00017402+0.00062105i,0.00030696+0.00091279i,0.00049095+0.00062986i,0.00047545+0.00096875i,0.00076188+0.0010717i,0.00089685+0.0005442i,0.00078053+0.00027901i
0.0011419+0.0012731i,0.00095661+0.0012278i,0.00040384+0.0009046i,-0.00090785+0.00098274i,-0.00084664+0.0010016i,0.00023148+0.00085103i,0.00037483+0.0010463i,-2.6625e-05+0.0010711i,-0.00064719+0.00066899i,-0.0010782+0.00012902i,-0.00059881+0.00029092i,-0.00016353+0.00085209i,-0.00050603+0.00073053i,-0.00025989+0.00052105i,0.00049668+0.0003098i,0.00044215-1.06e-05i,-0.00024028-0.00013692i,-0.00082295+0.00041457i,-0.0003816+0.00094477i,0.00021833+0.0002368i,2.6022e-05+0.00029651i,-0.00035727+0.00078091i,-0.00049481+0.00050521i
0.00048736-0.0021726i,0.00051366-0.0025196i,-0.00017482-0.0017975i,-0.0015772-0.00032578i,-0.0022281+0.00049788i,-0.0020137+0.00067688i,-0.001157+0.00093591i,-0.00084383+0.0003155i,-0.00098171-0.00071524i,-0.00076385-0.0012985i,-0.00017463-0.0012342i,-9.7031e-05-0.00030883i,0.00016343+0.00023673i,0.00074498+0.00019676i,0.00054716-0.00017299i,8.5833e-05-0.00088269i,-2.9232e-05-0.00080294i,-0.00020559+6.6393e-05i,-0.00036408+0.00053853i,0.00010148+0.0013604i,0.00052906+0.0013842i,0.00029497+0.00067878i,3.2017e-05+0.00066237i
4.0397e-05+0.00099874i,-0.00019416+0.0014492i,-0.00036505+0.0010726i,0.00033695-4.6885e-05i,0.0011664-0.00016731i,0.00095338+0.00055483i,0.00085344+0.001059i,0.00071053+0.00057314i,0.00040765-0.00040495i,0.00080665-0.00063751i,0.0010781-0.00025938i,0.00076245-0.00062251i,0.00064605-0.00091001i,0.00042134-0.00027319i,0.00018294-0.00041321i,0.0001626-0.00035773i,0.00022095-7.8115e-05i,0.0002267+0.00070645i,-0.00019892+0.00055275i,-0.00029437-0.00041863i,0.00022166+0.00012102i,0.00061233+0.0006012i,0.00017907+0.00078951i
0.001534-0.00018772i,0.0022942+0.00060962i,0.0011553+0.00045173i,0.00044585+0.00032177i,0.00032429+0.00040275i,0.00036542+0.00021956i,0.00037002+0.00020091i,-0.00027661+0.00039506i,-0.00045774+0.0001467i,0.00026953+0.00017058i,0.00025333+0.00058821i,-0.00017054+0.00018108i,-0.00077604-0.0002517i,-0.0011752-0.00076192i,-0.000886-0.00095422i,-0.00051442-0.00036257i,4.5919e-07-0.00037302i,7.7501e-05-0.0010918i,-1.9661e-05-0.0015902i,-4.8344e-05-0.0006254i,-0.0006405+0.0001778i,-0.00070899-0.00044655i,7.7807e-05-0.00043567i
2.4308e-05-0.00013051i,-0.00010439+0.00016236i,-0.00022893-0.00026259i,0.00012278-0.00035023i,0.00038806+0.00023113i,0.0011668+0.00020758i,0.0013657-0.00043225i,0.00047141-0.00035i,-0.00050033+7.0358e-05i,-0.00011373-0.0001202i,0.0004886+0.00039457i,0.00032359+0.00055144i,-0.0002696-0.00038874i,-0.00022351-0.00080559i,0.00047394-0.0011425i,-9.9295e-05-0.0011006i,-0.0012725-0.00060093i,-0.0012862-0.00054546i,-0.00075639-0.00071497i,5.8004e-05-9.1198e-05i,0.00036872+0.00050492i,0.00049898+0.0006798i,0.00011308+0.00058669i
-0.0010585-0.00092558i,-0.0010178-0.0010785i,-0.00072917-0.00064754i,-0.00049431-0.0002478i,-0.0013344-4.916e-05i,-0.0022809+0.0002752i,-0.0011074+0.00044795i,0.00025308-0.0010419i,-0.0001429-0.0016693i,-0.00073036-0.00045294i,-0.00067965+1.7089e-05i,-0.00033621+1.8658e-05i,-0.00015261+0.00024339i,-0.0003885-0.00038415i,0.00036884-0.00066527i,0.0010815-0.00045307i,0.00045277-0.00032216i,-0.00044774+0.00075218i,-0.00065557+0.0012043i,1.6292e-05+6.9794e-05i,0.00010076-6.375e-05i,7.5737e-05+0.00027632i,-0.00014037+0.00034299i
0.001651-0.0010078i,0.0015489-0.0008224i,0.00066566-0.00061917i,-0.00033262-0.00058822i,-0.00053918-0.00048174i,-0.0012303+0.00041395i,-0.0012698+0.001267i,0.00020506+0.00086515i,0.0008636+0.00038566i,-0.0001343+5.6e-05i,-0.00040064+7.2193e-05i,-0.00091917+0.00018091i,-0.0013561+1.1903e-05i,-0.00093694+0.00038427i,-0.00075827+0.00075437i,-4.3429e-05+0.00081356i,0.0004164-0.00039169i,0.00075307-0.0010958i,0.00098819+0.00015998i,0.00039354+0.0011689i,-0.00050009+0.00086062i,-0.00097946+0.001059i,-0.00033553+0.00068349i
-0.0012878-0.0022924i,-0.0011983-0.0018219i,-0.00092531-0.000634i,-0.00045265+0.00051998i,0.00032719+0.00034002i,0.0012137+0.00019862i,0.0014687+0.00088401i,0.0010239+0.00042098i,1.1434e-05-0.00029127i,3.5252e-05-0.00029684i,0.00097563+0.0001243i,0.00083876+0.00035574i,0.0010609+0.00051299i,0.0014198-0.00065603i,0.0012704-0.0013824i,0.00090806-0.00044675i,0.00066626+0.00042876i,0.00066807+0.00072237i,0.00042061+0.00071347i,0.00017016-0.00013854i,-1.8982e-05-0.00032067i,-0.00012507-0.00037789i,0.00032884-0.0012846i
0.0014799+0.00043436i,0.002717-0.00047004i,0.0024327-0.001364i,0.00063667-0.0016105i,0.00012084-0.0011697i,0.00044337-0.0006563i,0.00032219-0.00044316i,0.00016783-0.0001768i,-7.7734e-05-0.00015241i,-2.5368e-05-0.00012557i,0.00023885+0.00053327i,0.00027778+0.00078392i,-0.00057511+0.0001576i,-0.0010272-0.0010166i,0.00022799-0.0016364i,0.0011306-0.00072067i,0.00061357+0.00047943i,-0.00014973+0.00043436i,-4.4174e-05+0.000151i,-0.00036403-0.00013463i,-0.00088288-0.00040522i,-0.00090361-0.00030546i,-0.00023871-0.00018249i
0.0010498-0.0004101i,-0.00016066+0.00063628i,-0.00024587+0.00064549i,0.00032307-0.00055195i,0.00077985+0.00037746i,0.00053516+0.0025139i,0.00045906+0.0020682i,-5.46e-05+0.00056495i,-0.0004976-0.00051797i,-0.0007155-0.00090165i,-0.00068225-0.00034522i,-0.000466+0.00042017i,-0.00041703+0.001517i,4.7053e-05+0.0016754i,0.00021273+0.0012371i,-0.0002826+0.00096174i,-4.2071e-06+0.00060146i,0.00093055+0.00026116i,0.0013123+7.7625e-05i,0.0012697-0.00032757i,0.0011804-0.0005518i,0.0012219-9.8874e-05i,0.00060058-0.00015446i
0.00072792-0.0013678i,0.00056798-0.0011247i,-8.6903e-05-0.001053i,-0.0012054-0.0008607i,-0.0010197-0.00036787i,-0.00037023+0.00043636i,-0.0010513+0.00033686i,-0.00098509-0.00038455i,0.00052387-0.00051457i,0.00051627-0.00012341i,-0.00019819+0.00022359i,-0.00067782-0.00077218i,-0.00095455-0.0011521i,7.5918e-05-2.3803e-05i,0.00064149+0.00022728i,6.4736e-05-0.00019309i,-4.129e-05-0.00072166i,-3.2254e-05-0.00016802i,3.7058e-05+0.0004545i,0.00038474-4.2839e-05i,-0.00062417-0.00012019i,-0.0015946+0.00012619i,-0.001182-8.9994e-05i
7.0817e-06-0.00067688i,0.00016916-0.00074216i,0.0010094-0.00016428i,0.001642+0.00079045i,0.0018369+0.0018569i,0.0019749+0.001729i,0.0012069+0.0011802i,0.00018716+0.0008428i,0.00014029+0.00040139i,-0.00021855+5.9453e-05i,-0.00068723-0.00052692i,-0.00066157-5.0774e-05i,-0.00042437+5.5978e-05i,-0.00041729-0.00043776i,-0.00060891-0.000624i,-0.00067148-0.00068257i,-0.00016533-0.00045665i,0.00010398-9.132e-05i,-0.0007458-0.00063512i,-0.00076348-0.0005978i,0.00012341+0.00027833i,0.00072455+0.00036697i,0.00048871-0.00012578i
0.0013101-0.0012082i,0.0015458-0.0026958i,0.00047033-0.0032488i,-0.00039007-0.0020604i,-0.0011343-0.00048373i,-0.00071835+0.0006076i,-0.000576+0.00085285i,-0.00059949+0.00028239i,-0.00048902-0.00033473i,-0.00085783-0.0013297i,-0.00052273-0.0016721i,-0.00014801-0.0016047i,-0.00017387-0.00096273i,0.00026716-7.3592e-05i,0.00072397-0.00020119i,0.00090225-0.00051245i,0.00025555-3.8869e-05i,-0.00038776-0.00076059i,0.00049689-0.0012398i,0.00065686-0.0010997i,-2.9779e-05-0.00041315i,-0.00038711+0.00021571i,-0.00012687+0.0002746i
0.0017954-0.0016007i,0.0011083-0.00016856i,0.001345-0.00024968i,0.00096363-0.00020484i,-6.776e-05-0.00015114i,-0.00055302-0.00014586i,9.9672e-05+0.0010265i,0.0011497+0.0011104i,0.00026356-0.00053843i,-0.000657-0.0016257i,-0.00022405-0.00061226i,-0.00030999-0.00018703i,0.00029092-0.00095992i,0.0012045-0.00073379i,0.00073197-0.00030298i,0.00026324-0.00082678i,8.9491e-05-0.0010296i,0.00036025-0.00077146i,0.00013682-0.00026505i,-0.00038708+0.00078831i,-0.00060443+0.0013188i,-0.00023907+0.00068614i,-0.00010086-2.4439e-05i
-0.00025308-0.0017284i,-0.00057384-0.0020956i,-0.0012838-0.0025328i,-0.0014328-0.001971i,-0.00053956-0.00031533i,0.00060108+0.00068272i,0.0004627+0.00035992i,-0.00034381+0.00034243i,-8.411e-05+0.00016122i,-0.00048513+0.00021697i,-0.00082554+0.00069971i,-9.8629e-05+0.0002591i,5.2648e-05+0.00015251i,-0.0002102-3.5449e-05i,-0.00041328-0.00018398i,-0.0005171-1.9028e-06i,-0.00011369-0.00010545i,0.00054883-0.00015771i,0.00074983-0.0003588i,0.00045238-0.00037605i,0.00030583-0.00070494i,0.00067741-0.0005703i,0.00048458+9.7193e-06i
-0.00074565-0.00059077i,6.7275e-05-0.00010843i,0.00055287+0.0003723i,0.0012104+0.00061634i,0.0011823+0.00065741i,0.00053549+0.00034004i,0.00019688-0.00028564i,6.0195e-05-0.00042597i,-0.00033152-0.0001777i,0.00043756-7.195e-05i,0.00092028-0.00082662i,0.00033949-0.0012763i,0.0003916-0.0011055i,0.00074705-0.001497i,0.00064556-0.00087216i,0.00038057-0.00026784i,-0.00076845+6.3784e-05i,-0.001371+0.00037925i,0.00016675+0.00034133i,0.0010015+0.00071949i,5.3117e-05+0.00081831i,-0.00085743+0.00070824i,-0.00097897+0.0011284i
-0.00047928-0.00022185i,0.00024165-0.00078353i,0.00011722-0.00048589i,-0.00067121-0.00014252i,-0.00062521+0.0008667i,-0.00052627+0.0012688i,-0.00019204+0.00087136i,0.00039407+0.00061457i,4.0689e-05-0.00025975i,-2.8915e-05-0.00044135i,0.00031904+0.00013391i,0.00012439+0.00011965i,0.0002004+0.00012868i,0.00013326-0.0002583i,0.00012123-0.00083802i,0.00018549-0.00059421i,-0.00028235+0.00010205i,-0.00050682+0.0004826i,3.7448e-05+0.00059983i,0.00093405+0.00082904i,0.00085118+0.00057194i,-9.0257e-05+0.00049986i,-0.0010487+0.00089127i
0.00042855-0.00064775i,0.001082+0.00041133i,0.00073102+0.001441i,-0.00077964+0.0010623i,-0.0012864+0.0011671i,-0.00046683+0.0015099i,0.00028016+0.00075395i,0.00040092+0.00018367i,0.00010339-0.00084231i,0.00056471+1.6295e-05i,0.0010632+0.00075847i,0.00093007+0.00042852i,0.00017847+0.00025456i,-0.00022322-0.0008939i,0.00022507-0.0012244i,0.00066589-0.00080282i,0.00019217-0.0004772i,0.00011164-8.2833e-07i,0.00031734+0.00043274i,0.00035103+0.0010345i,0.00026593+0.00088753i,0.00023969+0.0010618i,0.00033026+0.00086402i
-0.00035365-0.00029866i,-8.6283e-06-1.0759e-06i,-0.00093901-0.00081635i,-0.0018658-0.00089819i,-0.0010513-0.00060447i,-0.0002-5.3567e-05i,-9.633e-05-0.00019676i,2.6361e-05-0.00054658i,0.00045846-0.00081229i,0.00088686-0.00036387i,0.00070801+0.00063157i,8.9212e-06+0.0010589i,2.1492e-05+0.00091874i,0.0010945-1.8715e-05i,0.0015171-0.00064868i,0.0011184-0.00030298i,0.00043247+0.00020061i,-0.00033658+0.00053617i,-0.00060158+0.00048127i,-0.00058175+0.00023896i,-0.00073655-0.00024184i,-0.00066909-0.00044667i,3.1474e-05-0.00020291i
0.00098467+0.0011363i,0.0015279+0.001803i,0.0014783+0.0014623i,0.0011896+0.0010989i,0.0008843+0.0016376i,0.00073743+0.0020097i,0.00084581+0.0010524i,0.00075549-6.103e-05i,0.00058936-0.0001342i,-0.00031985+0.00039271i,-0.00022742+0.0011335i,0.00023617+0.0012268i,0.00011211+0.00076975i,0.00029131+0.00039579i,0.00027899-0.00023856i,0.00048668-0.00024177i,0.0014793+0.00015851i,0.0015726-0.00014094i,0.00065688+0.0002203i,0.00025309+0.0003015i,0.00027517-0.00013999i,-0.00027645+5.9897e-05i,-0.00033716+3.6708e-05i
-0.0013189-0.00013117i,-0.0017685-0.00066525i,-0.0026765-0.00058996i,-0.0022603+5.5801e-05i,-0.00054958-0.00028824i,5.1627e-05-0.00032236i,4.9848e-05+0.00048524i,-0.00052824+0.00057168i,-0.00096782-6.0509e-05i,0.00034238+9.5023e-05i,0.00082162+0.00088034i,3.871e-05+0.0010655i,2.7379e-05-0.0002854i,0.00024325-0.001088i,0.00049956-0.00085493i,0.00025029-0.00074369i,-0.00067507-0.00010445i,-0.0008841+0.00013355i,5.6006e-05+0.00021553i,0.00069073+0.00043411i,0.00032663+0.00039311i,-9.5373e-05+2.3862e-05i,-2.14e-05-0.00027313i
-0.0016821-0.00073395i,-0.0011204-0.0004068i,-0.00092669-0.00012053i,-0.0007165+0.00031194i,-0.00012776+0.0014694i,0.00053915+0.0021736i,0.00060206+0.00090237i,0.00010136+0.00013472i,-0.00053766+0.00063074i,-0.00034368+0.0011353i,-5.07e-05+0.00060293i,0.00045412-0.00040007i,0.00094788-0.00039195i,0.0010576-0.00024367i,0.00099953-0.0001177i,0.0003489+0.00014453i,0.00090822+0.00020001i,0.0011421-0.00016439i,0.00011629-0.00031138i,0.00016267+9.4191e-05i,0.00018067+0.00083935i,9.069e-06+0.0010934i,0.00020976+0.00065675i
0.0010461+5.5513e-05i,-0.00074993-0.00038179i,-0.0013937-0.00080964i,-0.00090686+6.9162e-05i,-0.00028915+0.00051908i,-0.00010565+0.00089078i,-0.00027178+0.00096683i,-6.4431e-05+0.00042735i,0.00036015-8.6577e-05i,0.00053875-0.00065334i,0.00078259-0.00085115i,0.00051443-0.0006724i,0.00047933-0.00057392i,0.000233-0.00040409i,-0.00016453-0.00027698i,-0.00016884-0.00097806i,-0.00027936-0.0010633i,-0.00011712-0.0007352i,0.00027474-0.00045185i,0.0010097-0.00039227i,0.00087776-0.00026599i,0.00046697+0.00030318i,0.00039457+5.1636e-05i
0.00065597-0.0013364i,-0.00036219-0.0010994i,-0.0015331-0.00099335i,-0.00058989-0.00028047i,0.0010051+0.0014755i,0.0010938+0.0028554i,0.00062544+0.0020207i,0.00028838+0.00018022i,6.5597e-05+0.00021148i,7.1636e-05+0.00099947i,2.7854e-05+0.001041i,2.022e-05+0.00060201i,-6.0506e-07+0.00024714i,0.00049845+0.00038883i,0.0012431+0.00043177i,0.0010741-0.00028153i,0.00078614-0.0014456i,0.00041295-0.0012201i,0.00038488+6.734e-05i,0.00086632+0.00048459i,0.00087233+0.00024557i,0.0003818-0.00014022i,0.00019584+0.00015387i
-0.0026977-0.00010727i,-0.0016477-0.00021773i,-0.00031679+0.0011028i,0.00047457+0.0020162i,0.00070405+0.0012327i,0.0010329+0.00044673i,0.00074206+0.00026518i,0.00035109+7.8385e-05i,-0.00010684+0.00032024i,0.00022053+0.00058043i,0.00099804+0.00016183i,0.0011442-9.1648e-05i,0.0009042-0.0003185i,0.00035519-0.00069549i,0.00014646-0.0011179i,0.00031671-0.0011182i,0.00027878-7.5179e-05i,0.00051597+0.00059728i,0.00079688+0.0002278i,0.0006919-0.00016804i,0.001092+0.00027484i,0.0010564+0.00096923i,0.00069089+0.0013643i
-0.00088999+0.00077733i,1.6471e-05+0.00042601i,0.00023639+0.00094758i,0.00077473+0.0011239i,0.0010133+0.0012595i,0.00067787+0.0016134i,0.00070027+0.00084102i,0.00056588+0.00059536i,-0.00019723+0.00042547i,4.6867e-05-0.00033216i,0.00065281-0.00050047i,7.337e-06-0.00014017i,-6.7052e-05+0.00015483i,0.00048313-0.00021292i,0.00060364-0.0015698i,0.0004396-0.0013701i,-0.00010245-0.00085318i,-0.0004832-0.0011959i,-0.00050802-0.00043468i,-0.00043378+0.00047981i,-0.0006317+0.00042559i,-0.00031862+0.00057097i,-0.00022419+0.00062249i
0.0011637-0.0016478i,1.3035e-05-0.0027789i,-0.00043961-0.0037912i,-0.00069107-0.0025004i,-0.001269-0.00073043i,-0.00051388+0.00061316i,0.00012238+0.0013885i,0.00053577+0.0011414i,0.00042627+0.00028543i,-0.00045082-0.00013491i,-0.000723+0.00029903i,-0.00033788+0.00090386i,0.00030415+0.0013442i,0.00021837+0.0006101i,0.00035161+2.7439e-05i,1.5414e-06+0.00037403i,-0.00052434+0.0003652i,0.0006163+2.5218e-05i,0.0016558-0.00034811i,0.0010827-0.00099272i,0.00020964-0.00075015i,-0.00023205+0.00043531i,-0.00067561+0.00095028i
-0.0010179-0.0022649i,-0.00098895-0.0020101i,-0.0007735-0.0010867i,-5.8869e-05-0.0005013i,0.00020408+0.00088138i,0.00017666+0.002063i,0.00045443+0.0019287i,0.0010469+0.00054469i,2.226e-05+0.00026557i,-0.0010783+0.00017094i,-0.00062059+0.00037698i,2.5495e-05+0.0008766i,0.00068433+0.00051542i,0.0012686-0.00010109i,0.001434-0.00054258i,0.0013397-0.0011973i,0.00083614-0.0011329i,0.00029546-0.00058703i,0.00018582-0.00033199i,0.00020521-0.00015387i,-0.00053558+0.00057331i,-0.00055422+0.0012535i,0.00039119+0.0015577i
0.00027328+0.00044849i,0.00074526-0.00014995i,7.9594e-05+0.00030089i,-0.00015064+0.00098413i,0.00035901+0.0011459i,0.0006751+0.0010372i,0.00061316+0.00089827i,0.00090575+6.6241e-05i,0.00087252-6.7043e-05i,0.0012732+0.00040919i,0.0017275-0.00021234i,0.0009957-0.00018432i,0.00040702-0.00037637i,0.00093682-0.00057102i,0.0015837-0.00028329i,0.0010402-0.00057228i,0.00031235-0.00047873i,-0.00035663-0.00015102i,-0.00073931+1.6398e-05i,-0.00016922-0.00012388i,0.00079764-4.5125e-05i,0.00040926+0.00042022i,-0.00039417+0.0013089i
-0.00036039+0.00082123i,0.00054941+0.00024545i,0.00054841+0.00075549i,0.00047831+0.00063725i,0.0009026+0.00051548i,0.0010319+0.00037457i,0.001008+0.00021954i,0.0007341+0.00035622i,0.00032265+9.1044e-05i,0.00045441-5.8982e-05i,0.00094295+0.00028114i,0.00065098+0.0007876i,0.00026322+0.00092982i,9.6939e-05-0.00031053i,0.0007856-0.00094283i,0.00084893-0.0010356i,-0.00012578-0.0015598i,-0.00018222-0.00092676i,-4.4917e-05-2.2892e-05i,0.0002086+5.7205e-05i,0.0006823-0.00026771i,0.0009588-0.00013896i,0.00099295+7.6329e-05i
0.00064128+0.00030625i,0.00049943+0.00043641i,-0.00029867+0.00044189i,-0.00045179-0.00037223i,-3.0313e-05-0.00056677i,0.00022815+7.4294e-05i,0.00044013+0.00052716i,0.00082581+0.00020984i,0.0011533-0.00051488i,0.00070209-0.00034819i,5.9439e-05-9.9506e-06i,-7.5343e-05+0.00033583i,-0.0007253+0.0011117i,-0.0013114+0.0011896i,-0.00054236+0.00054417i,0.0005048-0.00025697i,0.00012734-0.00056989i,-0.00025912+6.1224e-05i,0.00023436+0.00047812i,0.00064612+0.00014581i,0.00047386+8.4727e-05i,9.1767e-05+0.00020514i,-0.00027944+0.00024459i
-0.00051964-0.0017927i,-0.001264-0.0016068i,-0.00090109-0.00052269i,0.00042894+4.8656e-05i,0.00047021+0.00068071i,-0.00038905+0.00073863i,0.0002505+0.00014956i,0.0011654-0.00043472i,0.00046569-0.00080609i,-4.5805e-05-0.00061361i,9.2868e-05+0.00015814i,-0.00013119+0.00044659i,0.00027929+0.00036504i,0.00089043+0.00035417i,0.00092709-5.2501e-05i,0.00056106+0.00014246i,0.00015321-0.00017317i,0.00053723+2.5185e-05i,0.0011436+0.00023849i,0.0014961+0.00028257i,0.0010672+0.0004725i,0.00017818-0.00020286i,-0.00015469+1.306e-05i
