-0.001367-0.00026488i,-0.0011526-0.0011932i,-0.0012104-0.0013849i,-0.0012597-0.00087958i,-0.0020274+0.00058213i,-0.0021062+0.0010455i,-0.0018741+0.0010872i,-0.0012737+0.0015739i,3.4507e-05+0.0007633i,0.0012948-0.00011611i,0.0013638-0.00026149i,-0.00025584+0.00018159i,-0.0012591+0.00066719i,-0.00074286+0.00043841i,-0.00030164+0.0002172i,-0.00019997+0.00016143i,6.6886e-05+0.00045764i,-0.00012942+0.00067248i,6.0649e-05+0.00046171i,0.00088327-0.00037035i,0.00056866-0.0013384i,0.00024897-0.0016142i,-0.0001345-0.00084819i
0.0015295-0.0017731i,0.0011372-0.00045616i,-0.00067025-0.00031307i,-0.002438-0.00061531i,-0.0023371+0.00021654i,-0.0015078+0.00085285i,-0.00064557+0.0010815i,0.00024296+0.0011396i,0.00052519+0.00071696i,-0.00010341+0.00035286i,-0.00034235+0.00043181i,-0.00010367+0.00086053i,-5.4728e-06+0.0013151i,-0.00010095+0.00050354i,-0.0002632-0.00032014i,-0.00032949+0.00034757i,0.0001305+0.00078756i,0.00028561+0.00029529i,0.00034251-0.00016569i,0.00039202-0.000746i,4.4426e-05-0.00057921i,-0.00056309+0.00014363i,-0.00096111+0.00014204i
-0.0010987-0.00019103i,-0.00016333-0.00081562i,-0.00069109-0.00068164i,-0.0016281-0.00037515i,-0.0019931+0.00014884i,-0.00072166+0.0008656i,-6.3596e-05+0.00080503i,-0.0004084+0.00061662i,4.9548e-05+0.00029628i,0.00022797-0.00027559i,-0.00012858+0.00015725i,5.7149e-05+0.001073i,-0.00040754+0.00060852i,-0.00088503-0.00048961i,-0.00070685-0.00082736i,-0.00080218-0.00046361i,-0.00054574+0.00041998i,-0.00018096+5.6569e-05i,-0.00024722+9.0904e-05i,-0.00034979+0.00066157i,-3.5561e-05+0.00036639i,0.00025727+0.00016349i,-0.00027918+0.0002727i
0.0018012+0.00052704i,0.0016821+0.00086375i,0.00032134+0.00017409i,-0.0018605+0.00074387i,-0.0028634+0.0018936i,-0.0019958+0.0019261i,-0.00087927+0.0014976i,-0.00076148+0.00085472i,-0.00032072-0.00094582i,-5.2432e-05-0.0017305i,-0.00028401-0.0005031i,0.00012692+0.0010952i,-0.00037403+0.0012754i,-0.00061526+0.00040503i,-0.00040335+9.3056e-05i,-0.00023436+4.7215e-05i,-8.3988e-05-0.00049347i,-0.00011527-0.0006232i,-0.00043485+0.00023831i,-0.00039754+0.00023137i,0.00037873-0.00084599i,0.00079171-0.00065296i,4.1191e-05+0.00030838i
0.0012374+0.0008798i,-0.00018784+0.00064865i,-0.0020174+0.00012744i,-0.0028381-0.00011964i,-0.0025015-0.00058392i,-0.0018309-0.00052836i,-0.0012656-0.00034323i,-0.00090145+0.000135i,0.00048699-1.1264e-05i,0.0010422-0.00064155i,-0.00035573-0.0005755i,-0.0016015-0.00017244i,-0.00024179+0.00020993i,0.00069762-0.00011121i,0.00010625-0.0002296i,0.00014461-0.00028011i,-3.158e-05-0.00049364i,-0.00070589-0.00047681i,-0.00057262+2.4528e-05i,0.00022498+0.0002912i,0.00029068-0.00028874i,0.00029936-0.00082953i,0.00054729-0.00062727i
-0.0011073+0.0006003i,-0.00089414-0.00013155i,0.00026676-0.0022811i,0.00069938-0.0018841i,-0.00044873-0.00026185i,-0.00057501+0.0010798i,-0.00035048+0.0018971i,-0.00076125+0.0009093i,-0.00090267-0.00033783i,-0.00050014-0.00062867i,0.00037601-0.00014676i,0.00054671+0.00029882i,0.00036428+0.0001556i,0.00085665+0.00014471i,0.00018664+0.00033206i,-0.00048372+0.00078934i,-0.00015651+0.00045336i,0.000594-0.00037685i,0.00044329-0.00019698i,-0.00027381-9.7388e-05i,-0.00042505-8.9273e-05i,0.00023333+0.00066323i,0.00055744+0.0006121i
-0.00068046-0.00272i,-0.0019733-0.0010492i,-0.0029673-0.00052365i,-0.0039271+0.00039422i,-0.0033049+0.0015784i,-0.0018807+0.0024997i,-0.0010549+0.001773i,-0.00062249+0.00064525i,0.00016414+0.00026086i,0.000552+6.7154e-05i,-0.00055807-0.00015475i,-0.0012736+0.00052463i,-0.00044757+0.00066574i,5.9508e-05+0.00020843i,-0.00049344+0.00043626i,-0.00018075+0.00095459i,0.00032572+0.0011601i,0.00023212+0.00071803i,5.132e-05+0.0002362i,-0.00040677-0.00023669i,-0.00095822-0.00065639i,-0.00016727-0.00037015i,0.00027412-0.00016736i
-0.0013502-0.00096959i,-0.00090802-0.0003407i,-0.0015246+0.00063875i,-0.0023748+0.0016682i,-0.0027595+0.0025004i,-0.0022756+0.0024007i,-0.00092007+0.0019141i,1.5608e-05+0.0013842i,-0.00060848+0.000656i,-0.0013386-8.7851e-05i,-0.0011688-0.00037879i,-0.00088249-0.0002477i,-0.00070331-0.00022858i,-0.00047836+0.00017678i,-0.00021687+0.00032696i,-0.00066615+0.00012947i,-0.00034293+4.3118e-05i,0.00059539-0.00029225i,0.00019883-0.00033899i,-0.00018472-6.2863e-05i,-0.00019784+0.00078516i,-0.00013881+0.0011133i,0.0002443+7.7011e-05i
0.00070745-0.0012129i,-0.000547-0.0018685i,-0.00058713-0.0029001i,-0.0012246-0.0023179i,-0.0022086-0.00067281i,-0.0028728+0.0008126i,-0.002301+0.0013632i,-0.00061773+0.0013139i,-9.0241e-05+0.0011153i,-0.00043064+0.00089536i,-0.00077441+0.00043389i,-0.0012463+0.00019432i,-0.0010013+2.8787e-05i,-0.00068985-0.00018584i,-0.0010154-0.00028747i,-0.0008104-0.00065165i,-0.00020532-0.00064705i,0.00023038-0.00085724i,0.0003964-0.0011965i,0.00031254-0.00071282i,-0.00016023-0.00067245i,-0.00023346-0.00066164i,-3.5244e-05+7.7937e-05i
0.0013974+0.0016589i,0.0022025+0.0013491i,0.0026744-0.0006021i,0.0014272-0.0013576i,-0.00073482-0.00013848i,-0.0015229+0.00033188i,-0.00066749-0.00040175i,-0.00026243-0.00064026i,-0.00046788-0.00018279i,-0.00083722-0.00070962i,-0.00088366-0.00049191i,-0.00041086+0.0002908i,-0.0002404+4.2428e-05i,-0.00019676-0.00014964i,-0.00028519-2.6509e-06i,-0.00083409-0.00013869i,-0.00038787-0.00026863i,0.00045843+0.00011143i,1.9426e-05-0.00019943i,-0.00083246-0.00042627i,-0.0007112+0.00017123i,-0.0002764+0.00033254i,8.7142e-05+0.00013449i
-0.00012066+0.0021147i,-0.00037269+0.00061596i,-0.00081832+0.00012973i,-0.0013094-0.00038267i,-0.0012071-0.00083192i,-0.0013165-0.00054609i,-0.0010354+0.00036097i,-0.0008623+0.0013752i,-0.00046548+0.0012807i,-0.00017089-3.0226e-05i,-0.00044969-0.00073117i,-0.00073472-0.00062572i,-2.4149e-05-0.0010618i,0.00017014-0.00094208i,-0.00046261-0.00013564i,-0.00029036-0.00053211i,-0.00074161-0.00061778i,-0.0010391+0.00027324i,-0.00044777+0.0008663i,0.00028734+0.00090518i,0.00032814+0.00058456i,-0.00028597+0.0006333i,-0.00058918+0.0012764i
0.00032853+0.00017846i,0.0014955+0.0010147i,0.0013756+0.0010851i,-0.00023875+0.00067934i,-0.0013797+0.00063518i,-0.0012033+0.0010607i,-0.00041587+0.0010061i,0.00042001+0.00043247i,0.00069135-0.00019719i,0.00030955-0.00020698i,-0.00073145+0.00030508i,-0.00066642+0.00035026i,-9.2211e-05+0.00024611i,-0.00015511+0.00041949i,0.0002005+0.00015327i,0.00033356-0.00030878i,0.00026523-0.0004567i,0.00091096+0.00018023i,0.00051144+0.00083214i,-0.00013667+0.00049484i,0.00028607-0.00022243i,0.00044587-0.00058137i,-0.00019446-0.00053059i
0.0008749-0.0015431i,0.0012559-0.0028009i,0.00031121-0.0030664i,-0.0015282-0.0022647i,-0.0021485-0.00045979i,-0.0013081+0.00064615i,-0.00052015+0.0015022i,-0.0003826+0.0016153i,-8.4357e-05+0.00037205i,5.9705e-05-0.00047711i,-0.00046533-0.00030967i,-0.0005842-0.00018449i,-0.00019402+0.00015233i,-0.00027537+0.0005454i,-0.00029239+0.00043135i,-9.6805e-05+0.00084853i,0.00039853+0.00047205i,0.00010104+0.00012834i,-0.0003361+0.00027644i,0.00012494+0.00019063i,2.9475e-05+0.00062771i,-0.00015611+0.00071932i,-6.6282e-05-1.8266e-05i
-0.0019848-0.00033742i,-0.0024101-0.00014114i,-0.0020158-0.00046959i,-0.0010662-0.00065942i,-0.00079619-0.0010951i,-0.00096798-0.0004572i,-0.001172+0.00052201i,-0.0011044+0.00049112i,7.6921e-05+0.000386i,0.0011827+0.00053247i,0.0010662-0.00011625i,0.00063886-0.00066844i,0.00040123-0.00051146i,0.00049008-0.00019306i,6.2531e-05-4.4307e-05i,-0.00023234-0.00018576i,0.00042431-0.00056781i,0.00027163-0.00074083i,-0.00071938-0.00076034i,-0.00075641-0.00080348i,-8.8811e-05-0.00056933i,0.00019398-0.00019619i,-0.0003077-0.00070139i
-0.00044063+0.00078811i,0.0014825+0.0011414i,0.0018499+0.001057i,0.0011638+0.0016065i,0.0001031+0.0023498i,2.0592e-06+0.0023091i,-5.2867e-05+0.0016725i,-0.00043027+0.00074627i,-0.00029674+0.00074871i,0.00044979+0.00055031i,0.0010358+0.00017743i,0.00074695+9.3784e-05i,-0.00016303+0.00019525i,-0.00080253+5.8104e-05i,-0.00068358-0.00027606i,-0.001314-0.00074539i,-0.00085919-0.00074012i,6.4272e-05-0.00035411i,0.00017778+0.00011782i,-0.0004066+0.00063026i,-0.00052602+0.00022367i,-0.00039167+9.3173e-05i,3.287e-05+0.00058811i
-0.0010038-0.0011629i,-0.0028153-0.0021399i,-0.0035437-0.0017727i,-0.0025707-0.00040924i,-0.001584+0.00033186i,-0.001032+0.0015554i,-0.0005883+0.001466i,-0.00039114+0.00045043i,-0.00022565+6.3868e-05i,-8.2972e-05-0.00026992i,-0.0004276-0.00038329i,-0.0006024-0.00059934i,0.00014605-0.00011666i,3.3385e-05+0.0005103i,-0.00072498+0.00044419i,-0.00052662+0.00044761i,0.00031426+0.00046335i,0.00062144+0.000456i,0.00020732+0.00036585i,-0.00021207+6.6557e-06i,-0.00065635+5.6815e-05i,-0.0011724+2.9672e-05i,-0.00083321+0.00044416i
-0.0003177+0.00020167i,-0.0001474-0.0003844i,0.00011152-0.0005973i,-0.00116-0.00077063i,-0.0015923-0.00072849i,-0.00093289+0.00040892i,-0.0003888+0.0012351i,-0.00013969+0.00096268i,-0.00015222+0.00022437i,-0.00073709-0.00018704i,-0.00051553+0.00057709i,-0.00012996+0.00095966i,0.00012935+0.00015946i,0.00017643-0.0002646i,0.00021683+0.0006401i,0.00049716+0.0011412i,0.00074902+0.0005541i,0.00047563+3.7193e-05i,0.00026107+5.8288e-05i,-0.00019711+9.2718e-05i,-0.00063917-0.00016042i,-0.00099082+0.00043892i,-0.00083232+0.00050696i
-0.00051024+0.00085936i,-0.0001842+0.00027878i,0.00051845+0.00031418i,-0.0002641+0.0016467i,-0.0012483+0.0020234i,-0.00065786+0.0018587i,0.00021419+0.0015248i,0.00087264+0.00091136i,0.00070287+0.00054499i,-3.069e-05+8.3551e-06i,-0.00028587-4.3203e-05i,-0.00057273+0.00022994i,-0.00063327+0.00044239i,9.5761e-05-0.00013098i,0.00019388-0.00065597i,-0.0006134-0.00065258i,-0.00094524-0.0012218i,-6.6307e-05-0.0003652i,7.8489e-05+0.00044654i,-0.00093237-0.00011341i,-0.0010048-0.00094778i,-0.00035057-0.0010373i,-0.000104-0.00021363i
-0.001031+0.00021198i,-0.0011124+0.00070011i,-0.0010809+0.00072662i,-0.00074962+0.00077275i,7.5234e-05+0.001303i,0.00052238+0.00066178i,0.00034085+0.00019029i,-0.00032236+0.00052656i,-0.00030603+0.0008323i,0.00023736+0.0012217i,-5.7683e-05+0.00075885i,-0.00050108+0.00032155i,3.7527e-05+0.00038204i,0.00070637+0.00042561i,0.0011851+0.00028081i,0.0011203-0.00056332i,0.00024726-0.00078924i,-0.00014253-0.00042411i,0.00038782-0.00046722i,0.00093031-0.00026797i,0.00090677+6.1064e-05i,0.00047601-0.00025747i,0.00065737-0.00069009i
0.0005099-0.00066614i,0.00045594-0.0004715i,-6.5403e-05+0.00052753i,-0.001349+0.0016218i,-0.0022339+0.0017319i,-0.0012524+0.0011i,-0.00099957+0.00093506i,-0.0013497+0.00094418i,-0.0006148+0.0001282i,-0.00022334+0.00044221i,-0.00081849+0.0006723i,-0.0004636+0.00021488i,-0.00015542-0.00011219i,0.00013463+0.00013941i,0.00066928+0.0014629i,5.475e-05+0.0016052i,-0.00068012+0.00055868i,-0.00074316-0.00024346i,-0.00041922-0.00028772i,-0.00033668-0.00030032i,4.4121e-05-0.0001549i,0.0005021+0.00054762i,-0.00016908-1.6113e-05i
0.00052397-0.00047247i,0.00045927-0.0018095i,-0.0005608-0.0022459i,-0.0013188-0.0010365i,-0.00027022+0.00059789i,-1.6496e-05+0.00062212i,-0.0007348+0.0005191i,-0.00094133+0.00061093i,-0.00028062+7.0068e-05i,6.5628e-05-0.00065472i,-0.00019287-0.0012345i,-0.00032504-0.0010131i,-0.00050757-0.00060845i,-0.00036968-0.00047463i,-0.00083602+0.00032646i,-0.0011369+0.00033813i,-0.00074002+0.00045164i,-0.00056297+0.0010915i,-0.00060825+0.00056917i,-0.00061201-0.00031729i,-7.891e-05-1.9861e-05i,-0.00047965-8.186e-05i,-0.00079646-0.00017012i
-0.0010517+0.00064258i,-0.00036878+0.0012378i,0.00057812+0.0016831i,0.00050474+0.00058555i,-0.0002324+0.00046008i,-0.00097766+0.00024504i,-0.0012952-0.00048164i,-0.0010258-0.00047921i,-5.4497e-06+0.00022748i,0.00097472+0.0010387i,0.00084517+0.00093766i,0.00072607+0.0004831i,0.00092985-3.7348e-05i,0.00054439-0.0003956i,0.00023982-0.00059333i,0.00053381-0.00069329i,4.3452e-05-0.00055768i,-0.00024578-4.1816e-05i,0.00029544-5.7727e-05i,0.00049806-0.00014627i,0.0001719-0.00020292i,0.0001214-0.00018252i,-0.00031454-0.00040109i
-0.00094417-0.0006274i,-0.00085766-0.00024356i,-0.002204+0.00036044i,-0.0025242+0.00099199i,-0.0021122+0.0022842i,-0.0020265+0.0019154i,-0.001272+0.00064825i,-0.00015271-0.00025946i,0.00030845-0.00043716i,0.00031924+0.00011564i,-2.0637e-05+0.00083241i,-0.00057713+0.00096811i,-0.00033472+0.00057478i,-0.00030078+0.0007602i,-8.4987e-05+0.00095555i,-0.00012701+0.00011805i,-0.00066097-0.00013408i,-0.00075685+0.00044236i,-8.5447e-05+0.00061863i,-0.0001073+0.00082906i,-0.00074511+0.00041198i,-0.00048276-0.00035423i,3.2957e-05-0.00069498i
0.00019278+0.00012265i,-0.00022602+0.00049992i,-0.0013446+0.00050549i,-0.0015868+0.0003463i,-0.00097537-7.787e-05i,-0.001052+0.00012096i,-0.0015105+0.0012406i,-0.0011641+0.0011853i,-0.0010685+0.00082526i,-0.0011901+0.00078338i,-0.00031676+0.00042199i,0.00019864+0.00050387i,-0.00040905+0.00068017i,-0.00083787-0.00019198i,-0.0008339-0.00065661i,-0.00088322+7.6363e-06i,-0.00065872+0.00054759i,-2.6101e-05+0.00030199i,0.00031774+0.00025977i,8.3726e-05-4.9431e-06i,3.5765e-06-0.00086473i,0.00047936-0.00053179i,0.00066346+0.00017393i
0.0017932-3.6311e-05i,0.0022178-0.0018649i,0.0015967-0.0022146i,0.00058911-0.0020259i,7.2037e-06-0.0013013i,0.00025447-0.00094666i,0.00030938-0.00055662i,0.00043621+0.00039899i,0.00066311+0.00028559i,7.0287e-05-9.2278e-05i,-0.00049566+0.0005559i,-0.00082466+0.00046025i,3.4763e-05-0.00012298i,0.00016788-0.00045871i,-0.00025603-0.00076865i,0.00035807-0.00094555i,0.00093821-0.00081604i,0.00075945-0.00051979i,0.0002088+0.00027572i,-0.000433+0.001269i,-0.00070967+0.0010606i,-0.00080227+0.00036024i,-0.00047978-1.7752e-05i
0.00010155+0.001804i,-0.00052959+0.0011717i,-0.0013493+0.0011525i,-0.00086192+0.00031363i,-0.0014103-6.7531e-05i,-0.0017257+0.00064786i,-0.0011538+0.00097821i,-0.00082376+0.0011095i,-5.9058e-06+0.00097508i,0.00057254+0.00050917i,0.00079776+0.00048206i,0.00085754+0.00042124i,-0.00023572+0.00013498i,-0.0010055+9.7947e-06i,-0.0008314-0.00013832i,0.00036802-0.00044255i,0.00097035-0.00012847i,0.00086367+0.00020083i,0.00064706+0.00015838i,0.00049798-9.3651e-05i,0.00017676-0.0001926i,-0.00010546-8.5383e-05i,-0.0001744+0.00017506i
0.0024395+0.0001422i,0.0015209+0.0004296i,0.00030462-0.0005804i,-0.00098378-0.0016979i,-0.00072672-0.001403i,-4.136e-06-0.00050621i,0.0006298+0.00050714i,0.00075922+0.00094276i,0.00037741+0.00062677i,-0.00024677-0.00071836i,-1.3954e-05-0.0014159i,-0.00017517-0.00056482i,-0.00018543-0.0001035i,0.00028521-0.00024138i,-0.00021598-0.00035024i,-0.00050049-0.00012774i,-0.0001823+0.00049917i,0.00036984+0.00042008i,0.0010549+0.00051409i,0.00058317+0.0008519i,-5.0457e-05+0.00055222i,0.00026072+0.00015009i,0.00047577-0.00014964i
-0.00099375+0.0017318i,-0.00093864+0.0011321i,-0.0017612+0.00094349i,-0.0012874+0.0013685i,-0.00028228+0.0019333i,-0.00034149+0.0019156i,-0.00022216+0.0015602i,0.00017318+0.0012164i,4.2806e-05+0.00046625i,-0.00015115-0.00040946i,-0.00018054-0.00028936i,-0.00043854+0.00050384i,-0.00014138+0.00034816i,0.00020456+0.00023291i,5.5615e-05+0.00072936i,-1.6241e-05+0.00039582i,-0.0006196+8.4225e-05i,-0.00098376-0.00014638i,-0.00081108-0.00060388i,-0.00048431+3.5126e-05i,-3.8955e-05+0.00059544i,0.00036403-0.00025007i,6.3343e-05-0.0011112i
0.00074618-0.00023816i,0.0018875-0.0012059i,0.0019063-0.00065861i,0.00059223-0.00022381i,0.00014609-5.26e-05i,0.00015479-0.00014357i,-0.0002514+1.4937e-05i,-0.00043803+0.00016966i,0.00017064-0.00019749i,0.00031188+0.00012056i,-6.789e-05+0.00099348i,-0.00031825+0.0010747i,0.00063468+0.00056402i,0.0015343+0.00048728i,0.00051168+0.00093202i,2.8451e-05+0.00072287i,0.00072848+0.00044823i,0.00068046-0.00017705i,-6.906e-06-0.00032134i,-5.7177e-05+0.00011512i,0.00034004+0.00036533i,0.00044483+0.00010923i,8.8125e-05+0.0001126i
-0.0015092+0.00096927i,-0.0024283+0.001351i,-0.0023679+0.0010715i,-0.0012401+0.0015227i,-0.00055941+0.0010083i,-0.00028842+0.00066583i,-0.00019461+0.00070672i,0.00013507+0.00014577i,0.00011369-3.2681e-05i,0.00012314-0.00069767i,0.0010336-0.0004716i,0.0014924+0.00038546i,0.0003433+0.00090273i,-0.00070905+0.00046735i,-0.00097322+5.7885e-05i,-0.00068487+0.00045601i,-0.0002925+0.0010765i,-0.00021559+0.0010199i,0.00054964+0.00078366i,0.00071117+0.0006253i,-1.3456e-05+0.00016789i,0.00020005-8.9879e-05i,0.0010937-0.00024087i
0.0014694+0.0016464i,0.0020287+0.00079588i,0.0012516+0.00077997i,-0.00047602+0.0011355i,-0.00098078+0.0004811i,-0.00053591+0.00039513i,-0.00070433+0.00094753i,-0.00060941+0.0012184i,3.9477e-05+0.0010247i,3.2398e-05+0.00088371i,0.0001525+0.00061891i,0.00054115-0.00012144i,0.00038021-0.00018966i,-1.5966e-05-0.00022082i,0.0001244+7.1597e-05i,0.00057226+0.0009464i,0.00044051+0.00071477i,0.00023674-0.00013998i,-0.00037418-0.00067039i,-0.0005323-0.00062738i,-0.00022268-9.5206e-05i,-0.00045623-0.0001722i,-2.016e-05-0.00069045i
-0.00097518+0.00017781i,-0.001972-0.00026035i,-0.003455-0.00041762i,-0.0035199+0.00024306i,-0.0026474+0.0010821i,-0.0020235+0.00080385i,-0.0012538+0.00071674i,-0.0010718+0.0011648i,-0.00070912+0.00030541i,-0.00052789-0.0011287i,-0.00060896-0.00082756i,-0.00064542-0.00061175i,-0.00035545-0.00027327i,-2.5686e-05+0.00056977i,-0.00015713+0.00025228i,-0.00064026+9.6159e-05i,-0.00069248-0.00018618i,-0.00038312-0.00038668i,-5.807e-05+0.00043859i,0.00010826+0.00091122i,0.0003039+0.0011994i,0.00015894+0.00097402i,-0.0001483-5.177e-05i
0.00063691+0.00045475i,0.00016076+0.00089383i,-0.00016015+0.00066778i,-0.00068119+0.00052571i,-0.00067911+0.0011673i,-0.00061395+0.0015179i,-5.7532e-05+0.0010984i,-0.00021523+0.00071172i,-0.00012917+0.00076666i,1.396e-05+0.00028283i,-0.00035795+7.5141e-05i,-0.00074894+0.00091784i,-0.0010576+0.00090505i,-0.00081765+0.00027825i,3.9344e-07+0.00037073i,0.00061055+0.00024373i,0.00087657+0.00024828i,0.0010359+0.00062398i,0.00087476+0.00097671i,0.0005656+0.0010138i,-0.00046041+0.0005503i,-0.001051-0.00029716i,-0.00018845-0.0005326i
-0.0032411-0.0014667i,-0.0025629-0.00048986i,-0.0023963-0.0003034i,-0.0019455-0.00034575i,-0.0018785+0.00066816i,-0.0013528+0.00098367i,-0.0009987+0.00069817i,-0.00093569+0.00035405i,-0.00090541-0.00018313i,-0.00089845+0.00029297i,-0.00061109+0.0010436i,0.000247+0.00034097i,0.0010527-0.00031572i,0.00049528+1.4754e-05i,-0.00034061+0.00026223i,-0.00058917+0.00055863i,-0.00041374+0.00090359i,-0.00049953+0.00035689i,-0.00052016-0.00041449i,0.00072073-0.00078859i,0.00077914-0.00077264i,0.00036584-0.00016381i,0.00098324-9.4559e-05i
0.00070674-0.00098344i,0.0007212-0.00032574i,-0.00033033-0.00025905i,-0.0016794+0.0010302i,-0.0017721+0.0020372i,-0.00075797+0.0016326i,0.00023941+0.0015607i,-3.6995e-05+0.00084281i,-0.00045255-0.00050688i,-0.00082308-0.00038588i,-0.00097171+0.00023211i,-0.00046739-8.7722e-05i,-0.00029344-0.00042104i,-0.00047469-0.00025814i,-0.00035697-0.00056456i,0.00043599-0.00041639i,0.00073645+0.00061772i,0.00013444+0.0007553i,0.00052768-0.00019499i,0.00070429-0.00026036i,-0.00014618-0.00013012i,-1.6473e-05-0.00012761i,0.00086206+0.0007084i
0.0004124+0.00025144i,7.1144e-05+0.00060386i,-0.00072686-2.9758e-06i,-0.0014738-0.00056528i,-0.0016047-5.301e-05i,-0.0014477+0.0011546i,-0.0018941+0.0012468i,-0.00092293+0.0001593i,0.00027389-0.0004084i,5.0819e-05-0.0003789i,0.00042237-0.00072719i,0.00044672-0.00079251i,2.7876e-05-0.00027729i,-6.1813e-05+0.00010067i,-0.00015026+0.00016807i,0.00016595+0.000621i,0.00079232+0.00076351i,0.00025253+0.0003849i,-0.00024802-0.00018764i,8.3206e-06-4.5462e-05i,-0.00014881+0.00013563i,0.0002652-0.00046103i,0.0010184-0.00065293i
0.00075234-0.00026795i,0.00027858-0.00066664i,-0.00028635-0.00084642i,-0.00085859-0.00063919i,-0.0011149-0.00026605i,-0.00040457-0.00013892i,-0.00010867+0.00069613i,-0.00015905+0.00065344i,0.00027985-0.00079363i,0.00039787-0.0016054i,0.0002875-0.00079901i,0.00026659+0.00047636i,-0.00042573+0.00043677i,-0.0010588+0.00010199i,-0.00038296-5.0983e-05i,0.00014097+0.00029136i,3.5759e-05+3.9468e-05i,-0.00013575-0.00045637i,5.5294e-05-0.00029414i,0.00042722-0.00040127i,0.00023791-0.00046515i,2.3639e-05-0.00017404i,0.00034189+0.0003146i
-0.00061259+0.00017321i,-0.00033398+0.00025916i,-0.00081933+0.00033683i,-0.0014992+0.00098667i,-0.002229+0.0017359i,-0.0019203+0.0022818i,-0.00066146+0.0022875i,0.0005385+0.0016704i,0.00088171+0.00065253i,0.00048573-3.873e-05i,0.00051645-0.00025014i,0.00063005-0.00075712i,0.00065102-0.00043332i,0.00025066+6.6933e-05i,-0.00012745+0.00046437i,4.5686e-05+0.00028626i,0.00021819-0.00014008i,-0.00011959+0.00010334i,-0.00022917+0.00036061i,-0.00078463+0.00052227i,-0.001159+0.00052433i,-0.00017712+0.00015334i,-0.00011934+0.00016643i
-0.00010194-0.0016336i,-0.00027389-0.0013289i,-0.0010194-0.0013028i,-0.0020052-0.00058704i,-0.0019023+0.00097403i,-0.0011307+0.0016674i,-0.00048144+0.00090075i,-0.000756+0.00026566i,-0.0012278+0.00023335i,-0.00091729+0.00027706i,-0.0012089+0.00041371i,-0.0010984+0.00045111i,-0.00053197+3.9133e-05i,-0.00056249-5.822e-05i,-0.00095967+0.00053165i,-0.00042903+0.00048961i,-0.00020812+7.4209e-05i,-9.0646e-06-0.00033145i,0.00065848-0.00071061i,-1.3454e-06-0.00041504i,-0.00099619+0.0001215i,-0.0012476+0.00018015i,-0.00082095+0.0001364i
-0.00082298-0.00097479i,-0.0019099-0.0016822i,-0.0018329-0.00088343i,-0.001147+0.00013701i,-0.00048915+0.00051454i,-0.00032481+0.00066177i,6.1084e-05+0.00047624i,-0.00013164+0.00077578i,-0.00055375+0.00085712i,-0.00015864-6.6692e-05i,-0.00063597-3.6516e-05i,-0.0011661+0.00059974i,-0.00067184+0.00049963i,-0.00013195+0.00066246i,-0.00035873+0.00059825i,-0.00020124+0.00032837i,0.00053744+2.9673e-05i,0.00087126-0.00052466i,0.00024944-0.00022122i,-0.00035002+0.00026793i,-0.0003473+0.00061365i,-3.7013e-05+0.00094609i,0.00064404+0.0011396i
-0.00028588-0.0014444i,0.00016773-0.001317i,-0.00050874-0.0015521i,-0.0020595-0.0012221i,-0.0026806-0.0010225i,-0.0024938+0.00011039i,-0.0015816+0.00063201i,-0.00055073-3.9311e-05i,-0.00025209-0.0001992i,-0.00031559+0.0005161i,-5.0417e-05+0.00098973i,0.0004595+0.00014352i,-0.00010338-6.3117e-05i,-0.00029045+0.00027123i,0.00024021-0.00014591i,-0.00041424-0.00037941i,-0.0010235-8.6179e-05i,-0.00047046+4.2573e-05i,0.0003153+0.00022595i,0.00055737+0.00018935i,0.00060074-4.9733e-05i,0.00072887-0.00012491i,1.6654e-05-0.00025474i
0.00036682-0.00012246i,-0.00028451-0.00031234i,-0.00103-0.00024862i,-0.0016447-0.00020455i,-0.00096516+0.0011316i,-0.00098657+0.0019388i,-0.0014235+0.0011449i,-0.00036036+0.00063559i,0.00051149+0.00077791i,-0.00033777+9.3357e-05i,-0.00092271-0.00070889i,-0.0015491-0.00072323i,-0.0012032+0.00021368i,0.00018389+0.00063372i,0.00027368+0.00093637i,-0.00036901+0.00088406i,-7.453e-05+0.00058293i,5.051e-06-9.5091e-05i,-0.00054143-0.00064149i,-0.00063595-0.00041062i,-0.00036027-0.00049316i,-0.00054682-0.00039968i,-0.00032703+0.00029234i
0.00034454-0.00053604i,-0.00072822-0.0015497i,-0.0009271-0.0016106i,-0.000225-0.0010951i,-0.00025576-0.00026066i,-0.00020029+5.3886e-05i,-0.00024318+0.00012644i,-0.00058776+0.00047042i,-0.00012086+0.0010102i,-0.00014657+0.00087931i,-0.00052002+0.0003155i,-0.00095341-5.2194e-05i,-0.00095776-2.3994e-05i,-0.0002511+0.00027993i,-0.00014687+0.000161i,-0.00036952+0.00019513i,-0.00027254+0.00081101i,-0.00017642+0.0004354i,6.767e-05+0.00038202i,-2.9449e-05+0.0005544i,-0.00056619-0.00056166i,-0.00030813-0.00092661i,0.00019641-0.0001848i
