-0.00028027-0.0012065i,-0.00013239-0.00056151i,-0.0006459-6.8485e-05i,-0.0010057-0.00075297i,-0.0011808-0.00074584i,-0.0013993+0.00046778i,-0.00035858+0.0020015i,0.00097311+0.0020065i,0.0011911-8.8427e-05i,0.00068922-0.001203i,0.00065435-0.0006781i,0.0006662-0.00018845i,0.00035289-0.00037327i,-0.00010865-0.00024424i,-0.00039935-0.00039213i,-0.00043552-0.00052266i,-4.6169e-05-2.8682e-05i,-5.1829e-07-0.00032724i,0.00011154+9.5183e-05i,0.0002261+0.00071541i,-7.2484e-05-0.00048272i,-4.9464e-06-0.0011263i,0.00058545-0.0003292i
-0.0011965-0.00041808i,-0.0018846+0.00022071i,-0.0018366+0.00091262i,-0.0006927+0.0021598i,0.00013466+0.0029291i,0.00099525+0.0019874i,0.0015411+0.00090446i,0.00068545+0.00014505i,-0.00046397-0.00047707i,-0.00015378+0.00018508i,0.00042836+0.00054018i,0.00022008-0.00043813i,0.00081602-0.0015206i,0.001359-0.0018329i,0.001378-0.00092091i,0.00094817-0.0004575i,0.00038802-0.00048006i,0.00031289-0.00059742i,0.00051109-0.0010278i,0.00011465-0.0011992i,-0.0007322+0.00014216i,-0.0010364+0.00099917i,-4.4275e-05+0.00039444i
-0.0019177+0.00085199i,-0.0012129+0.0016627i,-0.00027779+0.0028596i,0.00068103+0.0015608i,0.00097294-0.00092258i,0.00035992-0.00095116i,-0.00088345-0.00046626i,-0.0017785-0.00041423i,-0.0012218+0.00034731i,0.00011926+2.1554e-05i,0.00094077-0.00049095i,0.001071+0.00043184i,0.0011261+0.00061336i,0.00044056+0.00014536i,-0.00061851+3.6848e-05i,-0.0002833-6.1534e-05i,-0.00029366-0.00011015i,-0.00038079+3.0283e-05i,-0.00013913-0.00012993i,0.00014995-0.00052616i,0.00065682-0.000195i,0.00035851+0.0003953i,0.00016983+0.00084237i
-0.0010468-0.00037779i,-0.00065575+0.00032321i,-0.00074439+0.00016755i,-0.00071482-0.00081616i,-0.00088306-0.00052017i,-0.00095968+0.00047262i,-0.00063844+0.00038311i,-0.00071139-0.00070704i,-0.00060282-0.00047251i,-0.00013603+0.0011063i,0.00018511+0.00097074i,0.00043644+0.0008265i,0.00084665+0.00049566i,0.0008181+0.00023447i,0.00019655+0.0001982i,0.00034109-0.00032103i,0.00061294+2.9455e-05i,0.00063891+0.00022832i,0.00064381+3.1958e-05i,0.00024268-0.00010111i,-0.0002337-0.0005414i,-0.00063629-0.00028316i,-0.0005846+7.8658e-05i
-0.00087411-3.4015e-05i,0.00077915-0.00023493i,0.00061215+0.00073869i,-0.00088124+0.0012383i,-0.00088543+0.0012998i,0.00030906+0.0016308i,0.00040081+0.0011376i,0.000229+0.00048251i,8.2229e-06+0.0001858i,-0.00028098-0.00047261i,-0.00055549-0.00092214i,-0.00099471-0.00081447i,-0.00060676-0.00020624i,0.00014625+0.00047307i,0.00011447+0.00026759i,5.4823e-05+0.00059322i,9.855e-05+0.00070701i,0.00017329+0.00016983i,0.00029899+0.00017424i,-0.00051696+0.00021514i,-0.0012849-0.00013667i,-0.00053566+0.00033349i,0.00012263+0.00049184i
-0.00033508+0.0022069i,0.00025638+0.0020667i,0.00023828+0.0011058i,0.00019998-0.00025784i,0.00010763+0.00017067i,0.00058169+0.00072223i,0.0010468+0.00042273i,0.00077568+0.00029901i,0.00037468-0.0003186i,0.00021276-0.0006721i,0.00010791-0.00075659i,-0.00042635+0.00019847i,-0.00084022+0.00049633i,-0.0013265-0.00021146i,-0.00092438-5.5274e-05i,-0.00022595+0.00033283i,1.1834e-05+0.00045766i,5.4072e-05+0.00058195i,-0.00013769+0.0007162i,-0.00045741+0.0009283i,0.00031299+0.0012186i,0.0011538+0.0012939i,0.0014926+0.00079217i
-0.0012688+0.00011678i,-0.0018742+0.00046236i,-0.0015553+0.00053872i,-0.0014747+0.00064325i,-0.0012526+0.0008665i,-0.0010039+0.001625i,-0.00058228+0.0014726i,-0.00032044+0.0012664i,9.4316e-05+0.00072461i,0.00039665-4.8195e-05i,0.00020065-0.00052361i,0.00048939-0.00075219i,0.00057939-0.00086658i,0.0010942-0.0007673i,0.0014784-0.00028509i,0.00045414-0.00030593i,-0.00034622-0.00054705i,-0.00027205-0.0003516i,-0.00016876-0.00044954i,0.0002465-0.00033012i,0.00059391-2.907e-06i,0.00014817-0.00040077i,0.00020406-0.0012305i
-0.00041873-5.9926e-05i,0.00050743-0.00012597i,0.0010385-0.00066917i,-0.00049854-0.0009263i,-0.0022544-0.00073644i,-0.0018328-0.00014093i,-0.00068448+0.00058578i,0.00035719+0.00017705i,0.00088623-0.00019411i,3.2908e-07+0.00021291i,-0.00052241-0.00023818i,0.000298-0.00046004i,0.00039741-0.00027974i,0.0004475+0.00023334i,0.0013144+0.00034118i,0.0016926-0.00057649i,0.00070302-0.0004993i,-0.00054546-0.00010153i,-0.00052248-7.3541e-05i,0.00011667-8.9326e-05i,0.00053742-0.00036732i,0.00058691-0.00010658i,0.00017335+0.00024981i
0.0020526-0.00042142i,0.002598+0.00053203i,0.0024709-4.7711e-05i,0.00011686-0.00014352i,-0.0018994+0.00037534i,-0.0016669+0.0011653i,-0.00048113+0.0021134i,7.9584e-05+0.0011825i,-0.00016307-3.5716e-05i,-0.00062571-0.00025848i,-0.00075282-0.00056248i,-0.00028487-0.00059237i,-0.00020119+7.2294e-06i,-0.00083137+0.0008055i,-0.0012948+0.0012379i,-0.00030368+0.00069063i,0.000527+0.00057017i,0.00015291+0.00041583i,-0.00014634+0.00020713i,-0.00050667+2.7408e-05i,-0.00016456-0.00010514i,-1.125e-05-0.00010665i,-0.00048991-1.9327e-05i
-0.00058121+0.00036099i,-0.00088449+0.0011366i,-0.00092962+0.0008309i,-0.00023841+0.00025647i,-9.5583e-06+0.00033651i,0.00046937+0.00056384i,0.0011699+0.00040835i,0.00070577-0.00031801i,-0.00019488+0.00022295i,-0.00082223+0.0010664i,-0.00082372+0.00016567i,-0.00037701-0.00057226i,-0.00017756-5.1e-05i,-0.00010423+0.00025561i,0.00035595+0.00045059i,0.00041577+0.00052379i,-0.00028126+0.00024118i,8.321e-05+5.0238e-05i,0.0010371-0.00049266i,0.00078711-0.00047139i,0.00017694-0.00019784i,0.00019806-0.00014203i,-0.00020259+0.00057089i
0.00019433+0.00090755i,0.00027021+0.0012061i,0.00017601+0.0013273i,-0.00065408+0.00041744i,-0.0011329-0.0003412i,-0.00099364+0.00044238i,-0.00060089+0.0012005i,-0.00033443+0.0011183i,-0.00033513+0.00059949i,-0.0002159+0.00010493i,-0.00024111+0.00015749i,-9.0336e-05+0.00010852i,-4.3408e-05-0.00015876i,0.00011317+0.00013378i,1.391e-05+0.00062356i,-3.5765e-05+0.00044389i,1.147e-05+0.00059319i,0.00016247+0.00062883i,0.00030755+0.00094i,-1.2867e-05+0.0003296i,0.00041918-0.00026049i,0.00076776-0.00022709i,0.00026337+5.3872e-05i
-0.00047629-0.00041092i,-0.00039214-0.00027642i,0.0007912-0.00065338i,0.00051444-0.00059396i,-0.00062261-0.0002026i,-0.0014601+0.00050886i,-0.0017835-0.00012873i,-0.0012416-0.0011444i,-0.0001287-0.00061081i,0.0006793+0.00051246i,0.0004429+8.7468e-05i,0.00040161-0.0006374i,0.00046008-1.2515e-05i,0.00022702+0.00011836i,-7.8444e-05-0.00032304i,-0.00013339-1.1298e-05i,-2.5263e-05-5.314e-05i,-9.633e-05-0.00016534i,8.9163e-05+0.00030226i,0.00056729-0.00037134i,0.0007053-0.00011682i,-0.00016211+0.00098867i,-0.00073693+0.00086309i
-0.00071076+0.00070441i,-0.0003428+0.0013591i,-0.00050506+0.0006075i,-0.001172+0.00034471i,-0.00046393+0.001206i,0.00023668+0.0011622i,0.00053815+0.00098775i,0.0014573+0.0011142i,0.00083572+0.00051239i,7.397e-05-0.00021352i,0.00012816-0.00029922i,0.00022561+0.00033214i,0.00032015+0.00062348i,0.00040012-0.00012668i,0.00026399-0.0003035i,-0.00014706-3.6391e-05i,-0.00070348-0.00025837i,-0.00055274-0.00028754i,-0.00027876-0.00019966i,-0.0004212-0.00041145i,-0.00028522-0.00022397i,-0.00058436-0.00030555i,-0.00078132-0.00090437i
0.00017428+0.001421i,0.00044934+0.002098i,0.00053004+0.0017703i,0.00059737+0.00057295i,-1.2847e-05+0.00051075i,-0.00052115+0.00094875i,-0.00063961+0.00066721i,-0.00078522+0.0001811i,-0.0011593+0.00010811i,-0.00081595-0.00028481i,-0.00055864-0.00066084i,-0.00025533-0.00011928i,9.7103e-05+0.00036856i,0.00029029-0.00039865i,0.00074103-0.0012175i,0.00035912-0.00097067i,-0.00060188-0.00063931i,-0.00048448-0.0010508i,-1.9574e-05-0.00083353i,0.00023828-0.00034827i,0.00028476-0.00053145i,0.00038965-0.00075752i,0.0010965-0.00036029i
-0.0011797+0.0017573i,-0.0009534+0.0017489i,1.5664e-05+0.0018686i,-0.00018799+0.0017174i,-0.00079902+0.00020671i,-0.0011151-0.00026031i,-0.00099777+0.00024884i,-0.00096643+0.00013622i,-0.00082729-7.388e-05i,-0.00035031+0.00012571i,0.00026592+0.00021498i,0.00043992-0.00078154i,-0.00020748-0.0014511i,-0.00078245-0.00048884i,-0.00059435-0.00032515i,-0.00086123-6.9258e-05i,-0.0011631+0.00092672i,-0.0011773+0.00083056i,-0.00080533+0.00027305i,-0.00010774+0.00043999i,0.00068308+0.0011938i,0.00014152+0.0017227i,-0.00045609+0.00082051i
-0.0012681-4.2089e-05i,-0.00027892-0.00051143i,-0.00035049+0.00063924i,-0.00043122+0.0014789i,-0.00021231+0.0014952i,-0.00058066+0.00068966i,0.00014307+0.00046555i,0.00034465-2.8208e-05i,-7.4417e-05-0.00060566i,-0.00039729-0.00029531i,0.00040364-0.00065822i,0.00099672-0.0012329i,0.00058103-0.0015991i,0.00082525-0.0021693i,0.00054225-0.0015385i,0.00039094-1.9264e-05i,0.00025941+0.0014239i,-0.00010242+0.0015781i,-4.7084e-05+0.00036613i,0.00021117-0.00041281i,0.00070109-2.8065e-05i,0.00079737+0.00061091i,3.5884e-05+0.00030461i
-5.2817e-05+0.0016273i,0.00081166+0.0017266i,0.0014179+0.00032434i,0.00053191-0.00042335i,-0.00070046-0.00039806i,-0.0004306+0.00037635i,0.00016771+0.00081845i,0.00053499+0.00057107i,0.0006976+0.00071954i,0.00040579-0.00021638i,0.00015281-0.0013817i,0.00026743-0.0011266i,-8.9832e-06-0.00080007i,-0.00031229-3.5491e-06i,-0.00078159+1.078e-06i,-0.00092903-0.00064693i,-0.00092251-0.00060166i,-0.00085129-0.00027419i,-0.00025184+9.4235e-05i,-6.3443e-05+0.00031075i,5.4421e-05-3.3171e-05i,4.3705e-05-0.0008204i,-1.0654e-05-0.00037087i
-0.00042271+0.0009967i,4.4695e-05+0.0015196i,0.00030621+0.0011561i,-0.0004507-0.00010226i,-0.001142-0.00010298i,-0.0015054+0.00093558i,-0.00069169+0.0010324i,0.00087233+0.00080142i,0.0010451+0.00064088i,0.00012801+0.00031487i,-0.00061869+0.0001365i,3.5904e-05+0.00018177i,0.00085889+0.00040102i,0.00061114+0.00069557i,0.00078261+0.00023518i,0.00042233-0.00026691i,-0.00055146-3.9552e-05i,-6.6271e-05-0.00018538i,0.00060856+0.00013614i,0.00035155+0.00034697i,0.00021133+0.0003134i,0.00010503+0.0004922i,-0.00021835+0.00016679i
-0.00089705+0.00059036i,-0.0002163+0.000741i,0.00051129+0.00063787i,0.00051916+0.00081285i,0.00012398+0.0013614i,0.00013177+0.0020425i,0.00050008+0.0020977i,0.00036877+0.00077563i,-0.00016384+8.8759e-05i,-0.00040365+0.00028779i,-0.00056586+0.00061961i,-0.0004262+0.00027365i,-0.00013609-0.00058234i,-0.0006569-0.00067449i,-0.00031064-0.00084611i,0.00050571-0.0001797i,-9.0003e-05+0.00028356i,-0.0005805-0.00019594i,-0.00050801-0.00016513i,0.00027903-0.00037893i,0.00085301+0.00015655i,0.00041132+0.00083529i,0.00020851+0.00054202i
0.0011345-6.4774e-05i,0.0017559-0.0008534i,0.001376-0.0020818i,-0.00053628-0.0014667i,-0.0020407-0.00024797i,-0.0020143+0.00079218i,-0.001404+0.0014836i,-0.00085923+0.00065923i,0.00019731-0.0006511i,0.00025985-0.00091679i,-0.0001393-0.00041988i,3.5987e-05+0.00020005i,0.00015273+0.00037105i,-0.00053853+0.00035194i,-0.00093451+0.00045769i,-0.00017102+0.00045462i,-0.00017746-1.8728e-06i,-0.00030666+2.6865e-05i,-0.00048436-2.8025e-05i,0.00018096+0.00024292i,0.00036831+0.00059454i,2.8301e-05+0.00025092i,0.00063311-0.00012319i
0.0018676+0.00016889i,0.00185+0.00064241i,0.001972+0.00053881i,0.0013111-0.00046783i,0.00028506-0.0001106i,0.00046913+0.00049186i,0.00073478+0.00061477i,3.3894e-05+0.0011419i,-8.3793e-05+0.0015796i,5.392e-05+0.00082065i,0.00015325-0.00049025i,0.0012599-0.00071097i,0.001716-0.00012974i,0.0010399+0.00010639i,0.00077379+0.00042188i,0.00031046+0.00055535i,-0.00017053-2.4588e-05i,0.0002278-0.00092639i,0.0002858-0.0012353i,-0.00044317-0.00060455i,-0.0010808-0.00011809i,-0.00072276-0.00025213i,-0.00064055-0.00020343i
0.00022182-0.00057031i,-0.00063969-0.0011829i,-0.0014233-0.00092472i,-0.0013654-0.00045921i,-0.0017953-0.00019974i,-0.001767+0.00025358i,-0.0010412+0.00053039i,0.00027807+0.00012961i,0.00082256+0.00015648i,0.00039618-0.00010409i,8.7658e-05-0.00047473i,-0.00024024-0.00039505i,6.8521e-07+3.8371e-06i,9.5108e-06+0.00025887i,-0.0004991+0.00095466i,-0.00090991+0.0013901i,-0.00055727+0.00088737i,-0.0003314+0.00035049i,-0.00014718-0.00013915i,0.00040339+7.0731e-05i,-8.4669e-06+0.00068177i,-0.0001025+0.00075363i,-9.1336e-05+0.00055553i
-0.00030792-3.568e-05i,8.2519e-06+0.0010416i,0.00057842+0.0021576i,0.00073918+0.001748i,0.00046105+0.0010887i,0.00024102+0.0012272i,0.00039755+0.0010222i,9.5905e-05+0.00056724i,-0.00022241+0.00010285i,-0.00064801-0.00054071i,-0.00068055+2.642e-05i,-0.00084345+0.0009181i,-0.00059392+0.00018742i,0.00058148+0.00010279i,0.00097774+0.00091188i,0.0008068+0.00064905i,0.0005303+0.00054015i,0.0004211+0.00051529i,0.00080864-0.00044036i,0.0014278-0.0010824i,0.0013183-0.00086407i,0.00040659-0.00074703i,-0.00011722-0.0003945i
0.0012969+0.00036699i,0.0015402+0.00034543i,0.0012557-0.00067734i,-0.000335-0.0016486i,-0.0018777-0.0016092i,-0.0023045-0.00094129i,-0.0015856-3.1509e-05i,-0.00082341+0.00071699i,-0.00030143+0.00099142i,-5.617e-05+0.00098908i,-0.00043484+0.00037985i,-0.00092408+0.00058045i,-0.0010285+0.00069173i,-0.00066556+1.6037e-05i,-0.00039397-0.00045056i,-0.00080905-0.00012086i,-0.00060395+0.00012228i,0.00022851-0.00047326i,0.00020751-0.00069385i,-0.00010134+0.00018418i,-0.00037723+0.0002562i,-0.00062647-0.00026766i,-0.00070177+7.7919e-05i
-0.00047403+0.00050067i,-0.00014867+0.00026005i,-0.00035752-0.00092144i,-0.0014915-0.000675i,-0.0014102-0.00010993i,-0.00077482+0.00032704i,-0.00033424+0.00090216i,-0.00016194+0.0014268i,6.3952e-05+0.0015294i,9.7427e-05+0.00067914i,0.00010274-8.7775e-05i,-0.0006282-0.00072732i,-0.0013904-0.00090327i,-0.0015121+0.00035138i,-0.0010519+0.00091274i,-1.5441e-05+0.00011997i,-8.7022e-05-0.00018931i,-0.00035388+0.00036931i,-0.00035862+0.00029855i,-0.00082585-1.0978e-05i,-0.00049061+0.00045494i,1.9073e-05+0.00032365i,5.9861e-05-1.0164e-05i
-0.00040123+0.00086734i,-8.738e-05+0.0013367i,0.0012649+0.0018708i,0.0016278+0.00082426i,0.0003257-0.0010129i,-0.0011713-0.00020338i,-0.0021837+0.00073157i,-0.0018259+0.00049553i,-0.00083449-0.00013256i,-0.00010208+1.4472e-06i,-0.00038841+0.00060003i,-0.00065537+0.00045329i,-0.00011707+0.00022976i,-2.2087e-05+2.2326e-05i,-0.00057304-9.5511e-05i,-7.4611e-05+0.00022837i,0.00090093-0.00023535i,0.00085416-0.0006922i,-0.00016606-0.00028775i,-0.0015241+0.00018361i,-0.00095552+0.00034013i,0.00077827+0.00011652i,0.00068528-3.6995e-05i
-0.00074251+0.00034171i,0.00022787+0.00053061i,9.3138e-05+0.00085184i,-0.00040508+0.0014601i,0.00019967+0.0018525i,0.00024195+0.0015273i,-0.0001793+0.0013185i,0.00010724+0.00035268i,0.00055495-1.5174e-05i,0.00094393-1.7685e-05i,0.0010288-0.00056178i,0.0009315-0.00032725i,0.00021948-0.00056491i,-0.00071151-0.0011846i,-0.00046443-0.0013286i,-0.00014366-0.0010556i,1.1845e-05+8.8576e-05i,-3.0628e-05+0.00068721i,-0.00034574-0.0004115i,-0.0001548-0.00075463i,-9.8199e-05-0.00014883i,-0.00010467+0.00050816i,-0.00010154+0.00051972i
-0.00058046+0.0013326i,-7.4257e-05+8.1705e-06i,0.00021018-0.00097264i,0.00015281-0.0013852i,-0.00024792+0.00029861i,-0.00035417+0.0019233i,0.00018959+0.0013712i,1.3812e-05+6.0359e-05i,-0.0006424-0.00055437i,-0.00095397-0.00082211i,-0.00042412-0.00028578i,0.00036535+0.00076633i,2.8158e-05+0.00070608i,-0.00051117-3.7309e-05i,-0.00056686+0.00035546i,-0.00064274+0.00061223i,-0.00054326-4.2853e-06i,0.00024941-0.00053456i,0.00013633+0.00012196i,-7.9389e-05-7.7595e-05i,-0.00036359-0.00044896i,-0.00051819+0.00018602i,0.00017313-0.00027i
6.6599e-05-0.00041042i,0.00045351+0.00056194i,5.2649e-05-0.00021174i,-0.00039073-0.00092288i,-0.0016477-0.00060528i,-0.0010441-0.00062998i,-0.00023479+0.00013718i,-0.000269+0.00081613i,0.00075039+0.00022845i,0.00039915-0.00010513i,-0.00096112-7.0936e-05i,-0.00057338+0.00021095i,0.00050392+9.553e-05i,0.00086642-0.0002683i,-0.00019236-7.6157e-05i,-0.00043052-6.347e-05i,0.0003385-0.00053067i,0.00056369-0.00052477i,0.00049006+3.6583e-05i,0.0001743-0.00013765i,-0.0004132-0.00054596i,-0.00065804-0.00029588i,-0.00084454+6.7895e-05i
1.9107e-05+0.00032332i,-0.0003862+0.00017441i,-0.00042321-0.00058183i,-0.00022092-0.00074645i,-0.00078935-0.00054347i,-0.00059807-0.00054902i,0.00066544-9.4106e-05i,0.0010858-0.00010565i,0.00016311-0.00050358i,-6.2656e-05-0.00033907i,-0.00028474+0.00015308i,-0.00065402+0.00062635i,-0.00056161+0.0010524i,-0.0015439+0.00094282i,-0.0019687+9.7722e-05i,-0.00089102-0.00018161i,-0.00043799-3.4083e-05i,-0.00015536-0.000287i,9.5484e-05-0.0008574i,-6.9258e-05-0.00083905i,0.00038603-9.8183e-05i,0.00039059+1.5959e-05i,-0.00048298+0.00022008i
0.0018782+0.0018171i,0.0023119+0.0025639i,0.0016428+0.0020165i,0.00090315+6.6995e-05i,0.00067476-0.0011182i,-0.00027151-0.00042061i,-0.001214+0.00076059i,-0.0011317+0.0010515i,-0.00062321+0.00065183i,0.0002902+0.00025125i,0.0008387+0.00027618i,-0.00053795+0.0004198i,-0.001428-8.4786e-06i,-0.00063854-0.00012451i,-0.00026242-0.00016549i,-0.00046461-0.00024875i,-4.1059e-05-0.00038742i,0.00045987-0.00040652i,0.0006605-0.00085096i,0.00030859-0.00085833i,-0.0005049-0.0005752i,-0.00053264-8.0137e-05i,-0.00048358+0.00021676i
-0.00041069-7.6099e-05i,-0.0011593-0.00086446i,-0.0013219-0.0019461i,-0.0014284-0.0012573i,-0.0020543+0.00043964i,-0.0020346+0.0016558i,-0.00067136+0.0011171i,0.00019071-0.00013584i,-0.00013014-0.00095599i,-0.00035483-0.00063485i,-0.00042142-0.00013606i,-0.00089104+0.00010322i,-0.0010256+0.00036673i,-0.00035306+0.00063015i,0.00012773+0.00068749i,-0.00017964+0.00050762i,-1.7525e-05-0.00042241i,0.0010288-0.0010969i,0.0014446-0.0004029i,0.00090286-0.00018182i,-7.5936e-05-0.00048026i,-5.4939e-05+0.00015836i,0.00031648+0.0005204i
0.00042186-0.00029761i,0.00011138+0.00010631i,-0.00045447+0.00057151i,-0.0010935+0.0010127i,-0.0015608+0.00092372i,-0.0010554+0.0010174i,-0.00013727+0.00091173i,0.00036708-7.787e-05i,0.00035255-0.00082792i,0.00048935-0.0010586i,0.00040787-0.0010774i,7.9566e-05-0.00074589i,6.3063e-05-0.00087745i,-0.00026418-0.00074359i,-0.00068449+0.00015638i,-0.00047122+0.00048306i,-0.00081962+4.3892e-05i,-0.0010153-0.00030602i,-0.00024693-0.00066753i,0.00053144-0.00070837i,0.00014464-0.0003284i,-0.00038963+0.00014301i,-0.00044045+6.9858e-05i
0.0014021+0.0019856i,0.0011877+0.0010864i,0.001155-0.00042157i,0.0012149-0.0013989i,-0.00033838-0.0012101i,-0.0022777-6.9066e-05i,-0.0018031+0.00084117i,-0.00034558+0.0013964i,0.00015238+0.0010944i,-0.00041883-0.00019422i,-0.00074756-0.00074878i,-9.2498e-05-1.6547e-05i,0.00037891+0.00077721i,-0.0003553+0.0006206i,-0.0010713+0.00030829i,-0.00041936+0.00089939i,0.00047849+0.00072366i,0.00011172+0.00053838i,-5.4518e-05+0.00074498i,0.00012389+0.00072414i,0.00016467+0.00029818i,0.00066962-0.0004312i,0.00031353-0.00030613i
-0.0012425-0.00078066i,-0.00062744+4.012e-05i,-0.0012764-8.5503e-06i,-0.0015075-0.00029757i,-0.00063217+0.00033623i,0.00011277+0.00089511i,0.00031702+0.00040482i,-0.00039659-9.8535e-05i,-0.00085024+8.3302e-05i,-0.00043324+0.0010435i,-0.00010181+0.0011891i,7.3342e-05+0.00025514i,0.00078973+0.00036177i,0.00091761+0.00044041i,0.00044392+8.1648e-05i,0.00063928-0.00046247i,0.00046525-0.00057297i,3.1521e-05-4.5624e-05i,-0.00022134+0.00035318i,-0.00019086+0.00027226i,-5.9383e-06+0.00067153i,0.00026192+0.0011773i,0.00046405+0.00072597i
0.00074847+0.0010389i,0.0014561+0.0013765i,0.001371+0.0024859i,0.00025344+0.001775i,-0.00091262-9.4499e-05i,-0.0010088-0.00053021i,-0.0007479-0.00032432i,-0.00074689+0.00011303i,-0.00045512-0.00049929i,-0.00073485-0.0012881i,-0.00057038-0.00093738i,5.7766e-05-0.00036866i,0.00096958-0.00024997i,0.00099092-0.00036258i,-2.4076e-05-0.00054347i,-0.00046842-0.00080134i,-0.00025815-0.00070383i,0.00036144-0.00024416i,0.00067752+0.00023724i,0.00030346-8.0123e-05i,-7.1458e-05-0.00022282i,0.00045928+7.4983e-05i,0.00044772+0.00035135i
-0.00070059-0.00049257i,-0.0010862+0.00047812i,-0.0009332+0.00069778i,-0.00081777+0.00042796i,-0.0013198+0.00070984i,-0.001088+0.00090678i,-0.00021365+0.00069607i,0.00025761+0.00062192i,0.00010447+0.00024171i,0.00021212-0.00022908i,9.9306e-05-0.00013168i,-3.1363e-05+8.6994e-05i,0.0002433+0.00069877i,0.00032262+0.00079743i,-3.5056e-05+0.00020118i,-0.00061938+0.00013449i,-0.00105+0.00011916i,-0.00072365+0.00013215i,4.5707e-05+0.00045387i,8.4053e-05+0.00032486i,-1.2687e-05+0.00045986i,-0.00034845+0.00053098i,-0.00019047+0.00026421i
-0.00057473-0.001169i,0.00015614-0.00061617i,-0.00056053-0.00040108i,-0.0012014+0.00039874i,-0.00087065+0.00053397i,-0.0002093-0.00037532i,0.00020031-0.00051345i,7.0181e-07-0.00035738i,-0.00011434-0.00025216i,0.00057157-4.3741e-05i,0.00076622-1.4341e-05i,0.0010667+0.00029632i,0.0013645-0.00023788i,0.0012303-0.00094181i,0.00087375-0.00062768i,0.00090305-0.00012672i,0.00080764+0.00071674i,0.00086333+0.00084342i,0.00057641+0.00054235i,-0.00019244+0.00057635i,-0.00075212+0.00032942i,-0.0006997-0.00050248i,-0.00036617-0.00077451i
-0.00039327+0.0027665i,0.00090069+0.0028102i,0.0016496+0.0016875i,0.00076064-0.00025884i,-0.00076051-0.0012386i,-0.00067269-0.00072661i,-0.00029857-0.00046954i,-0.0011314-0.00027156i,-0.0011022-5.3545e-05i,-0.00046081+0.00059501i,-0.00018796+0.0010472i,0.00014023-4.8913e-05i,0.00060273-0.00085436i,1.6818e-05-0.00015228i,-0.00032126+0.00010744i,5.1215e-06+0.00022676i,-0.0002697+0.00039152i,-0.00014746+0.00055782i,0.00030604+0.00048538i,0.00072157+0.00064707i,0.00096681+0.00068686i,0.00045729+0.00076591i,-0.00036279+0.00085436i
0.0012875+0.00067929i,0.00065654+0.00078167i,-0.00032216+8.0852e-05i,-0.00038261-0.00075611i,-0.0010731-0.00047012i,-0.00158+0.00060852i,-0.00084923+0.0004607i,0.00024106-0.00016719i,0.00037386-6.9866e-05i,-0.00033461-0.00014311i,4.1973e-05-2.862e-06i,0.00080063+0.00077054i,0.00046961+0.00075949i,0.00047015-0.00024465i,0.00024091-0.00066924i,-0.0005565-0.00076868i,-0.00021848-0.0006879i,0.0003295-0.00049642i,0.00057615+2.5714e-05i,0.00017802+0.00074094i,-0.00045414+0.00029813i,-0.00033056+0.00023753i,-0.00078519+0.0005278i
-0.00049962-0.0016585i,-0.0012908-0.0024656i,-0.0020734-0.002003i,-0.0019954-0.0014922i,-0.0010627-0.00086275i,0.00055711+0.00031901i,0.001148+0.0003346i,0.0010454+0.00032399i,0.0010601+0.00069169i,0.00088488+0.00031765i,0.001115-0.00011539i,0.0013219+0.00035368i,0.00044883+0.00068036i,0.00046417+0.00065277i,0.0011387+0.00056351i,0.00088276+0.00050206i,0.00024369+0.00056111i,0.00016439+0.00038439i,0.00032656+0.00024738i,0.00062637+0.00024398i,0.00050511+0.00054999i,0.00012077+0.00025088i,-6.046e-05-7.9999e-05i
0.00037042+0.0022412i,0.0001771+0.0033417i,-0.00073629+0.0035827i,-0.00071248+0.0023383i,-0.00071178+0.001232i,-0.0012333+0.00062846i,-0.0013772+0.00095075i,-0.0018306+0.0006701i,-0.0015706+0.000129i,-0.00030826-0.00016002i,0.00021009-0.00045139i,0.00015424-0.00025205i,-0.00062021-0.0002662i,-0.00065373-0.00057716i,0.00019601-0.00014917i,0.00027336+3.7901e-05i,0.00013178-0.00017541i,-0.00037399+1.7806e-05i,-3.5282e-06-2.48e-05i,0.00078566+3.4487e-06i,0.0011518+0.00059953i,0.0010379+0.0013817i,0.00024479+0.00038102i
-0.0023662-0.00084067i,-0.0016666-0.00061888i,0.0002717+8.0023e-05i,0.00084736+0.00029387i,-0.00025652+0.00070347i,-0.00035013+0.00096034i,3.3571e-05+0.00014525i,0.00028945-0.0003689i,0.00064603-0.00039944i,0.0003796-0.00031871i,0.00063248-0.0002246i,0.0011585-8.0395e-05i,0.00085677-0.00019152i,0.00049769-0.00060921i,0.00014527-0.0002248i,-0.00047559+0.00012764i,4.4908e-05+5.2816e-05i,0.00080834+0.00016576i,0.00041872+0.00038063i,-0.00019346+0.00090331i,-0.00065177+0.00082549i,-0.00037366+0.00033258i,-0.00017488-0.00016066i
