-0.0023687+0.00018763i,-0.0018116+0.0010837i,-0.00021147+0.0023943i,0.00077511+0.0019713i,0.00078969+0.001041i,-0.00026834+0.0019163i,-0.00040354+0.0019788i,0.00037886+0.0013961i,0.00043471+0.0014304i,0.0013447+0.0010132i,0.0016847+0.00013252i,0.0006128-0.00026737i,-0.00024026-0.00029902i,0.00030971-0.00056461i,0.0014709-0.00098078i,0.0013129-0.00099417i,0.0004859-0.00066195i,-1.1609e-05-0.00096308i,0.00016067-0.00077807i,-7.751e-05+0.00015538i,-0.00095184+0.0010159i,-0.00086997+0.0010915i,-0.0003169+0.00060434i
-0.0012265+0.0018789i,-0.00081075+0.0020865i,-0.00023506+0.0018871i,-0.00088949+0.00227i,-8.7109e-05+0.0012398i,0.00074211+0.00016526i,0.00060068+0.00042151i,-0.00018602-0.00024897i,-0.00070231-0.00044076i,-0.0016668-0.00028341i,-0.0018962-0.00051737i,-0.00099704-0.00043049i,-0.00052127-0.000586i,3.379e-05-0.00074392i,-0.00024146-0.00061155i,-0.00049263-0.00029279i,-0.00014668-2.782e-05i,7.2298e-05+0.00017098i,8.3032e-05+0.00046125i,7.4829e-05+0.00049091i,-0.00027511-4.3334e-05i,-0.00069831-0.00031001i,-0.00035435-0.00055344i
0.0016375-0.00053993i,0.0020721+2.3988e-05i,0.0019585+0.00021367i,0.0025257+5.6067e-05i,0.001908-0.00017466i,0.00089711-0.00053925i,0.00029356-0.00051091i,-0.00049734+4.1557e-05i,-0.00088576-0.00044259i,-0.00091748-0.00075768i,-0.0004322+0.0001922i,-0.00036942+0.00062164i,-0.00095163-8.1011e-05i,-0.0002266-0.00045303i,0.0001851+0.00020113i,-1.939e-05-0.00013036i,-0.00022738-0.00051962i,-6.4586e-05-0.000482i,0.0003651-3.221e-05i,-0.0002487+0.0005939i,-9.2339e-05+0.00072991i,0.00053524+0.00067719i,1.9373e-05+0.00018919i
0.00084834-0.00021303i,-0.00022595-0.0009548i,8.7867e-05-0.0014174i,0.00055453-0.0016099i,0.00071489-0.0009337i,0.00047552-6.9178e-05i,0.00022794+0.00033884i,0.00060091+0.00089232i,0.00073086+0.00070896i,0.00047955-0.00037807i,0.0011179-0.00086184i,0.001079+0.00011501i,0.00065311+0.00057631i,0.00029837+0.0009517i,0.00010496+0.00080254i,0.0006112-0.00029127i,0.00035624-0.00058758i,-1.1047e-05-0.00080007i,0.00049072-0.00047598i,2.6337e-05-0.00028263i,-0.00054235-0.00045925i,-0.00060135-0.00051501i,-0.00038454-0.00014678i
-0.0014898+0.0014104i,-0.00050519+0.0018445i,0.0012059+0.003135i,0.0018337+0.0025046i,0.001822+0.001091i,0.001109+0.00048658i,0.00046559-0.00036686i,0.00038909-0.00073231i,0.00048311-0.00027651i,0.00021728+0.00053018i,0.00019272+0.00061256i,0.00019489-0.00034101i,-0.00024713-0.0013025i,-0.00020653-0.0015423i,0.00026547-0.0011447i,0.00045646-0.00095878i,0.00024167-0.00054944i,0.00021187+0.00019229i,-0.00034649+0.00047381i,-0.0010472+0.00049996i,-0.0009567+0.0012121i,-0.00076621+0.00080695i,-2.6822e-05-0.00021903i
-0.00080105+0.00016165i,-0.0009799+0.00022632i,-0.0012944+0.00019591i,-0.0013421-0.00010198i,-0.00019145+0.00011634i,0.00018296+0.00097518i,-8.2187e-05+0.0004643i,0.00088813-8.7293e-05i,0.00088167-0.00067321i,-5.9018e-05+3.6389e-05i,-0.0002089+0.0010612i,0.00017145+5.8445e-05i,0.0002724-0.00032431i,-0.00020121-6.3962e-05i,-0.00052626-0.00035882i,-0.00048343-0.0007307i,-0.00037307-0.0007454i,-0.00012409-0.00030996i,4.6034e-05-0.00013582i,-0.0005495+0.00021258i,-0.00080247+0.00071522i,0.00025546+0.00037899i,0.00059884+0.00011332i
0.00017886-0.00052771i,0.001487+0.00088789i,0.0015305+0.0019954i,0.0002245+0.0018999i,-0.00038556+0.00055477i,-6.0131e-05-0.0001126i,0.0001908-8.3205e-05i,-0.00012437+0.00036762i,-0.000753+0.00078858i,-0.00038801+0.00028725i,8.6109e-05-6.4225e-05i,0.00045068-0.00016721i,-0.00012696+6.4696e-05i,-0.00014476+0.000492i,0.00038247+0.00068719i,-7.948e-05+0.00044023i,0.00036368+0.00010757i,0.00075522-0.00065807i,0.00027127-0.0008925i,0.00019933-0.00040439i,0.00026463+0.0002186i,0.00040757+0.00068567i,0.00083963+0.00044648i
-0.0017922+0.00016636i,-0.0015179+0.00094137i,-0.00053557+0.00078532i,0.0014045+0.0013056i,0.0018663+0.001559i,0.0015487+0.00046147i,0.001452+0.00022263i,0.00059859+0.00086707i,-0.00030127+0.00063515i,-0.00029808+0.00051959i,2.969e-05+0.00020924i,-0.00016914-0.00032912i,-0.00033084-0.00057804i,0.00059475-0.00080687i,0.00032604-0.0004979i,-0.0010565-0.00019461i,-0.0011145-0.00017124i,-0.00050465-0.00025979i,-0.00058741-2.5666e-05i,-0.00075577+0.00022899i,-0.000145+0.00039818i,0.00026567+0.00040181i,1.5152e-05-0.00026577i
0.00090702+0.00059192i,0.0024483+0.00074824i,0.0024663+0.0009388i,0.0015771+0.0006816i,0.0012735+0.0003778i,0.00054677-6.1313e-05i,-0.00035386-0.00019018i,-0.0015457-0.00039677i,-0.0016144-0.00066241i,-0.0007495-0.00081622i,-0.00013774-0.00029933i,2.6259e-05+0.00014831i,0.00015867+1.3268e-05i,-0.00024426+6.696e-05i,-0.00087136-6.4722e-05i,-0.00017922-0.00073347i,0.0010875-0.0005387i,0.0015291+0.00035946i,0.00069338+0.00013989i,3.6746e-05-5.1156e-06i,-0.00015981+0.00069296i,-0.00043473-2.023e-05i,-1.8993e-05-0.00066061i
-4.7855e-05+0.0013677i,0.0014749+0.0019425i,0.0019946+0.0024025i,0.0018238+0.0016742i,0.0013705+0.0014196i,0.00044498+0.00033065i,2.3686e-05-0.00075875i,6.5931e-05-0.00092826i,0.00053202-0.0012472i,-7.7211e-05-0.00089469i,-0.0010158-0.00010412i,-0.00048025-0.00055992i,0.00043135-0.0010182i,0.00045177-0.0011891i,0.00046824-0.0013165i,0.0003541-0.00091636i,-0.000422-0.00012319i,-0.0002156+0.0001279i,-0.00039704+0.00020339i,-0.00078663-0.00055463i,-0.00065969-0.00079576i,-0.0006202+0.00019492i,-0.00017667+0.00034691i
0.0012076+0.0020597i,0.00098728+0.001874i,0.0012442+0.00056915i,0.0013281+0.00017641i,0.0008454-7.2965e-05i,0.00079532-8.1784e-05i,0.00032661+0.0008317i,-0.00015937+0.00091235i,-0.00054794+0.00044587i,-0.00045751+0.00060384i,-0.0001345+0.0002695i,-0.00070115+0.00035866i,-0.0007132+0.00082188i,-0.00037846+0.00051856i,-0.00022341+0.00019885i,-4.3357e-05+0.00061783i,-0.00023062+0.00087188i,-0.00044625+0.00019323i,-0.00015876+0.0003289i,-6.6116e-05+0.00098501i,-0.00041692+0.00061803i,-0.0003358+0.00016918i,-0.00055639+0.00051823i
0.00022399+0.00016194i,-5.3847e-05+0.00029793i,0.00039337+0.0003615i,0.00093022+0.00011993i,0.0013324+7.1549e-05i,0.0005704-0.00026673i,-3.1738e-05-0.00032137i,0.00022704-0.00034209i,0.00027697-0.00036369i,-0.00027588-4.2426e-05i,-0.00078295+0.00016144i,-0.00062737-0.00053123i,-0.00037168-0.00077202i,0.00050411-0.00068933i,0.0013141-0.00056406i,0.00076727-0.00032257i,0.00035894-0.0004737i,0.00067811-0.00048378i,0.00058225-0.00014235i,-0.00021569-2.5235e-05i,-0.00064261-8.5157e-05i,-0.00068195+0.00016818i,-0.00058867+0.00039014i
0.00039849+0.00028656i,0.0007521+0.00032024i,0.0009132+0.00056954i,0.001507+0.00037878i,0.0018417+3.288e-05i,0.0012076-0.00023178i,0.00040842-0.00061277i,0.00011815-0.0001892i,9.6723e-05+0.00011595i,-0.00028637-0.00017159i,-0.0006277-5.1122e-05i,-0.00043994+0.00038875i,0.00026987+0.00029998i,-1.0578e-05+0.00064296i,-0.00063273+0.0011634i,-0.00087204+0.0011797i,-0.00078195+0.00052656i,-0.00039014+0.00031953i,0.00062569+0.00013752i,0.00081991-0.00057195i,-6.4988e-05-0.00048791i,-0.0006724+0.00016135i,-0.00077597-0.0002618i
-0.00044147-0.00017649i,1.2256e-05+0.0002087i,-0.00039829+0.00085515i,-0.00075553+0.0009593i,-0.00035272+0.00051185i,2.8587e-05+0.0012123i,0.00041538+0.0017581i,0.0009252+0.0009436i,0.00057705-4.6259e-05i,-6.1808e-05-0.00051911i,0.00026342-0.00060135i,0.00066064-0.00028054i,0.00067716-4.1264e-05i,0.00071371-0.00014282i,0.00044465-0.0005578i,-0.00016937-0.00066819i,-0.00036757-0.00030775i,-0.00048944-0.00040276i,-0.00092902-0.00055646i,-0.00027521-0.0002781i,0.00062424+0.0004867i,0.00055826+0.00086117i,0.00040443+0.00025109i
-0.00094843-0.0003046i,-0.00077783+0.00017067i,-0.0017475+0.00021878i,-0.0021203+0.00055582i,-0.0018595+0.00090272i,-0.0019919+0.0013594i,-0.0010878+0.00076194i,0.00038867-0.0007067i,0.00050397-0.0011236i,5.6677e-06-0.00052836i,0.00016883-0.00035655i,0.00023802-0.00027018i,-8.1835e-05+0.00036702i,5.101e-05+0.00073928i,-0.0001061+0.0011146i,-0.00017395+0.001099i,-2.0821e-05+0.00024384i,0.0001771+0.00018949i,7.4658e-05+0.00015774i,0.00037265-0.00056544i,0.00027789-0.0004684i,1.345e-05+0.00062255i,0.0004697+0.0011218i
0.00025838-0.00091638i,0.00018587-0.0011038i,0.0011715-0.00062669i,0.00148+0.00039306i,4.0738e-05+0.00036203i,-6.7427e-05+9.6377e-05i,0.00071431+0.00080497i,0.00067406+0.0010778i,0.00076701+0.00099609i,0.00057923+0.00093597i,-0.0002514+0.00049053i,-0.00043518+0.00011705i,-0.0001246-0.00034437i,0.0005314-0.00017304i,0.00032376+0.00079953i,-0.00071434+0.0010633i,-0.0010075+0.00073275i,-0.00094565+0.00050971i,-0.00061724-0.00044264i,-3.5738e-05-0.00016117i,0.00033871+0.00058838i,0.00062978+0.00036923i,0.00059162+5.1872e-05i
0.00018799+0.0020291i,0.00093677+0.0011976i,0.0012882+0.0019637i,0.00072081+0.0012661i,0.00054865+0.00026984i,-1.0496e-05+1.5439e-05i,-0.0005952-3.707e-05i,-0.0006999+0.00018139i,1.0407e-06+0.00018069i,0.00043805-0.00013152i,0.000331+2.5667e-05i,0.00072188+7.9114e-05i,0.0007866+8.9192e-05i,-0.00046444-0.00011763i,-0.0010034-8.2056e-05i,-0.00014376+0.00058433i,0.00016537-2.7057e-05i,-0.00097414+0.00041573i,-0.001338+0.00071944i,-0.00073637+0.0004828i,-0.0009552+0.00016094i,-0.0014877-0.0006042i,-0.0010444-0.00065036i
0.0010142+0.00056254i,0.00059339-0.00011989i,-7.8175e-05-0.00065578i,0.0011714-1.0592e-05i,0.0019926-5.5464e-05i,0.0017044-0.0001685i,0.00064074-0.00012359i,-0.00069492+0.00022281i,-0.00071501+0.0001345i,5.9651e-05-0.0010362i,-0.00021013-0.0012192i,-0.0011323-0.0005801i,-0.0012035-0.00033627i,-6.3485e-05-0.00096351i,0.0012176-0.0012418i,0.0015231-0.00011126i,0.0015011+0.0011172i,0.0011725+0.00071776i,0.00092979-0.00035394i,0.00013839-0.00097686i,-0.00029674-0.00095095i,-7.7003e-05-0.00020963i,0.00011674+0.00069972i
-0.00062763+0.00018576i,0.00079861+0.00052766i,0.0013202+0.0011798i,0.0012011+0.00096215i,0.0011768+0.00046742i,0.0014236+0.00052691i,0.0015225+0.00051789i,0.001062+0.00032409i,0.00058741+0.00029141i,0.00082584-4.0967e-05i,0.00097738-0.0003391i,0.00027882-0.00042376i,-0.0002898-0.00028616i,-0.00024352+6.4381e-05i,4.0213e-05+0.00065003i,0.00016625+0.00076016i,0.00025379-0.00010847i,-0.00014973-0.00068346i,-0.00071439+0.00017442i,-0.00023259+0.00075256i,0.00035767+0.00030574i,0.00054439+0.00013567i,0.00048926+0.0006027i
2.3737e-05+0.00088618i,0.00047302+0.0014571i,0.00087351+0.0013203i,0.00064042+0.0014424i,-0.00013507+0.0011818i,-0.00063891+0.00055147i,-0.00063748+0.00039106i,-0.00059284+0.00078389i,-0.00058764+0.00087387i,-0.0010558-9.7911e-05i,-0.0010026-0.0010556i,-0.00067561-0.00041238i,-0.00057145+5.8626e-05i,5.2933e-05-0.00034499i,0.00021115-0.00017312i,-0.00016218-0.00020263i,-0.00061363-0.00035062i,-0.00086157-0.00047785i,-0.00058145-0.00018447i,-0.00053793+0.00024164i,-0.00064873+5.5295e-05i,7.4012e-05-0.00024746i,5.993e-05-0.0003651i
0.00027207-0.0012952i,-5.9645e-05-0.0008025i,-0.00094929+0.00060329i,-0.00097016+0.0014829i,0.00022706+0.00080334i,0.0010058-1.8122e-05i,0.00069339+0.00044573i,0.00016469+0.00071813i,0.00055161+0.00021972i,0.00094491+0.00031734i,0.0012642+6.6677e-06i,0.0011937-0.00059646i,0.001165-0.00072384i,0.00077043-0.00018185i,0.00072119-0.00033388i,0.00035368-0.00062693i,-0.00072051-0.00012559i,-0.00048213+0.00021391i,0.00045447-0.00033431i,0.0003964-0.00022746i,0.00032134-8.2687e-05i,8.4513e-05+8.9847e-05i,-0.00069391+0.00067213i
-0.0012518+9.5488e-06i,0.00012678-6.9122e-05i,0.00028442+0.00099365i,7.2299e-05+0.001067i,0.0007444+0.00075073i,0.00098462+0.00079078i,0.0010477+0.00036632i,0.00055916-0.00019872i,-0.00034609-6.6157e-05i,-0.00080486+0.00050518i,-0.0013026+0.00057016i,-0.0011206-0.00046585i,-3.5725e-05-0.00063831i,0.00039787+0.00036426i,2.1732e-05+0.00056117i,0.00027234-0.0001918i,0.00046613-0.00029144i,0.00031737-0.00023443i,-0.00042301-0.00033367i,-0.00053885-0.0007661i,-0.00068552-0.0002342i,-0.0012306+0.00065143i,-0.0008378+0.00055684i
-0.00034823+0.00060223i,-7.2529e-05-0.00041787i,2.8976e-05-0.0011351i,0.00017676-0.00049858i,9.946e-05+0.00052711i,0.00086684+0.00043561i,0.00096042-3.4412e-05i,0.00045812-0.00038565i,0.00080507+6.1749e-05i,0.00075382+0.00062816i,0.00076675+0.00043591i,0.00084042+9.1634e-05i,0.00098527+0.00063512i,0.00039239+0.000536i,0.00020645+0.00014644i,0.0002627+0.00056472i,-0.00014112+0.00080115i,-7.4592e-05+0.00035001i,0.00013572+7.7119e-05i,0.0006196+0.00056084i,0.00068608+0.00071636i,0.00038311+0.00061274i,-2.2945e-05+0.00057124i
-0.00076543+0.0014019i,0.00053458+0.0018716i,0.0014927+0.0022525i,0.0016702+0.0029994i,0.0011186+0.0015494i,-1.6906e-05-0.00068124i,-0.00013536-0.00059796i,-4.2877e-05+0.00039148i,-0.00012759+0.00043613i,-6.1991e-05+1.3711e-05i,0.00021325-0.00020865i,0.00036171-0.00046276i,0.00051453+0.00053029i,0.00031334+0.0015157i,-8.1405e-05+0.00047305i,-0.00058716-0.00051654i,-0.00062431-0.00094626i,-0.00033993-0.00019757i,-3.1002e-05+0.00028772i,0.0003921-7.6162e-05i,0.00070387-0.00013109i,0.0011313-5.1897e-05i,0.0016036+3.659e-05i
0.0020862+0.00098726i,0.00086061+0.00082332i,0.0010862+7.3337e-05i,0.00078144-0.00031738i,0.00031445-0.00012191i,-5.0689e-05+3.3905e-05i,-0.00062405+0.00050669i,-2.5037e-05+0.00089361i,0.00092795+0.00071343i,0.00069443+0.00038428i,0.00019127+8.7044e-05i,-0.00028328+0.00014748i,-0.00021537+0.00082037i,0.00045367+0.001619i,0.00068471+0.0018143i,0.00064811+0.001149i,0.00095501+0.00029096i,0.00065677+0.00020074i,-0.00010696+0.00049414i,8.0011e-05+0.00057768i,0.00078323+0.00024817i,0.0010769-0.00025955i,0.0014752-0.00033653i
-0.00097847+0.00048934i,-0.00047772+0.00028399i,0.00044605+0.00069883i,0.0016266+0.0010363i,0.0020625+0.00052651i,0.0015089-0.00086534i,0.00028754-0.0014539i,0.00036197-0.00020639i,0.00071401+0.0001117i,0.00059731-0.00052917i,-3.0137e-05-0.00024147i,-0.00027091+0.00014014i,0.0002094-0.00078265i,0.00032941-0.0015104i,0.00070296-5.9029e-05i,0.00058067+0.00058718i,7.3723e-05+0.00058287i,0.00045495+0.00087139i,0.000489+0.00018475i,2.4705e-05-0.00049182i,3.4329e-05-0.00033505i,-7.3212e-05+0.00014315i,-0.00042163-6.7281e-05i
0.00050121+0.0011715i,0.0012725+0.00059807i,0.0010537+0.00026702i,0.00033676+0.00081996i,0.00022861+0.0012676i,-0.00033009+0.0011859i,-0.00064107+0.00083566i,-0.0001532+0.00095617i,-0.00024684+0.0010421i,-0.00057667+0.00072859i,-0.00049299+0.00024943i,-0.00032321-0.00064041i,0.00010937-0.0010919i,4.3765e-05-0.00042676i,-0.00033991+0.00048032i,-0.0004962+2.618e-05i,-0.00054555-0.001104i,-1.3391e-07-0.0011863i,0.00017388-0.00093918i,0.00020263-0.00091308i,0.00040828-0.00022221i,2.2489e-05+0.00021674i,-8.9381e-05+9.767e-05i
-0.00035087-0.00076603i,-0.00094483-0.00072578i,-0.00078064-0.0010272i,-0.0012918-0.00036178i,-0.0015642+0.0013495i,-0.00097007+0.0020194i,-0.00015433+0.00097844i,0.00023607+9.1356e-05i,-0.0004411+0.00049219i,-0.0012166+0.0004472i,-0.00076459-0.00014674i,9.5888e-05+0.00025445i,0.00070527+0.0011096i,0.00085589+0.0012111i,0.00011161+7.0651e-05i,-0.00035803-0.00037647i,-0.00051404-0.0008397i,-0.00057441-0.00075343i,-0.0004212-0.00036233i,7.1607e-05-0.00039933i,0.0011694-0.00019726i,0.00095626+0.00056881i,-0.00027877+0.000927i
0.00056653-3.5284e-06i,0.00092158+0.00058191i,0.00017866+0.0015152i,0.00022617+0.0018088i,0.00078627+0.001759i,0.00017134+0.00089127i,-0.00062031+0.00014261i,-0.00047245-0.00014573i,-4.8114e-05-0.0005511i,3.8706e-05-0.00029398i,-5.5121e-05+0.0002988i,0.00019028+0.00031072i,-0.0001663-0.00021617i,-0.000154-0.0011671i,0.00091949-0.0015142i,0.00044771-0.00069589i,-0.00026153+0.00029672i,-0.00027905+0.00079532i,-0.00064104-1.5236e-05i,-0.0002843-5.5041e-05i,0.00028655+0.00027515i,-7.0686e-05+0.0005408i,-0.00039495+0.00059873i
-0.0013448-0.00045396i,-0.001309-0.0012001i,-0.0011471-0.0011902i,-0.00057323+0.00028426i,0.00033625+0.00036726i,0.00031622-0.00087732i,0.00046099-0.00094914i,0.00058562-0.00080678i,0.00052669-0.00064406i,0.00061817-0.00097215i,0.00074437-0.001127i,0.00079731-0.00056324i,0.00034281-0.00050971i,0.00052529-0.00037244i,0.00092759+9.2834e-05i,0.00066679-0.00010603i,0.00052989-2.6553e-05i,0.00058177-0.00012879i,0.00048853-0.00077396i,9.3039e-05-0.0010689i,-0.00045052-0.00053356i,-0.00052369-0.00017135i,-0.00034436+0.00036922i
-0.0012492+0.000876i,-0.0016568+0.001182i,-0.0011754+0.0017324i,-0.00037646+0.001715i,-0.00011034+0.0010614i,-0.00054043-9.8769e-05i,-0.0005028-0.00056665i,-0.00058563+5.9122e-05i,-0.00076981+0.00047645i,-0.00071151+0.00041931i,-0.0005775+0.00033044i,-0.00042238-2.0382e-05i,-0.00013353-0.00050856i,0.0002446-0.00094544i,0.00030959-0.00098536i,0.00056303+5.3446e-06i,0.00039454+0.00043172i,-0.00051629-0.00031409i,-0.00072605-8.2454e-05i,0.00014401+0.00030249i,0.00010754+8.3159e-05i,0.00010953+0.00015774i,0.0004882-0.00030924i
0.00047148+0.0013418i,0.0019458+0.0013655i,0.0032501+0.00049768i,0.0031665-8.6685e-05i,0.0015045+0.00021454i,0.00032103+0.0010182i,0.00035091+0.0011252i,0.00049995+0.00019809i,9.0828e-06+0.00017477i,-0.00022411+0.00017504i,0.00016512+0.00012813i,0.00015309-0.00023089i,-0.00043726-0.00036126i,-0.00045771-0.00041744i,-0.0001499+7.7231e-05i,0.00012415+0.00082624i,7.7582e-06-3.6835e-05i,-0.00047966-0.0007415i,-0.00077667-0.00035776i,-0.00043326+0.00010687i,-0.0005374+0.000508i,-0.00036298+0.00010137i,0.00070688-6.166e-05i
0.0015176+0.00011053i,0.0017469+0.00024864i,0.001179+0.0003178i,0.0004737+0.00024211i,0.00045232-0.00045168i,0.00020905+1.899e-05i,0.00010953+0.0011579i,0.00032134+0.00094564i,-0.00021363-5.5364e-05i,-0.00061702-0.0008796i,-0.00084775-0.00049334i,-0.00053849+0.00029351i,-4.5282e-05+0.00054128i,-0.00026916+0.0010231i,-0.0006181+0.00067617i,-0.00082766+0.00038783i,-0.0004243+0.00030101i,8.9658e-05+0.0001041i,7.3371e-05+0.00021837i,0.00018416+0.00051214i,0.00058623+0.00059685i,0.00011978+6.7498e-06i,-0.00051091+0.00010963i
-0.00018525+0.00010215i,-0.00023068-0.00034624i,0.0001829-0.0010582i,0.0013472-0.00089749i,0.0017005-0.00022669i,0.00064616-9.5044e-05i,4.697e-06+1.2512e-05i,0.00052818+0.00052554i,0.0010366+0.00041359i,0.0010731-0.0006904i,0.00044731-0.0010911i,-0.00035399-0.001162i,-0.00054214-0.00045464i,-8.8443e-05+9.5802e-05i,-0.00018117+0.00034156i,-0.0004752+0.00031989i,0.00025425-0.0001077i,0.00091677+6.9967e-05i,0.0011397+0.00035257i,0.00091759+0.0010883i,0.00077563+0.0013852i,0.00063383+0.0010661i,-9.1897e-05+3.9936e-05i
0.00068893+0.0014809i,0.0012798+0.00077204i,0.0011182+0.0005115i,0.00064856+0.00028028i,0.00052607-0.00013149i,-0.00046959-0.00027764i,-0.00099535+0.00024695i,-0.00054079+0.00053525i,0.0005028+0.00076261i,0.00086373+0.00027578i,0.00034321-0.00044564i,0.00030942-0.00058973i,0.00028373-0.00021971i,-0.00031845-9.3204e-05i,-0.00064288+0.00014691i,-0.00058463+0.00032473i,-0.00031197+0.00048039i,-0.00025238+0.0003537i,-0.00030529-0.00024316i,-0.00037879-3.7552e-05i,-0.00078577+1.411e-05i,-0.00045123-0.00011975i,1.5462e-05-0.00071182i
-0.00040605-0.0011242i,-0.00075433-0.00024158i,-0.00092834+0.00071426i,0.00024263+0.0010273i,0.00065615+0.00049571i,0.000839+0.00019835i,0.00060005-0.00010122i,0.00032403-0.00035101i,0.00051694+0.00037443i,-0.00010158+0.00087021i,0.00019419+0.00076925i,0.00072166+0.00046041i,0.00045642+0.00045137i,0.00058911+0.00028175i,0.00087295-0.00026919i,-0.00025096-0.00082052i,-0.0012745-0.00085401i,-0.00068955-8.861e-05i,-0.00033997+0.00018563i,-0.00027974-0.00012733i,-1.9579e-05+0.00026205i,2.5783e-05-6.8199e-05i,-9.2799e-06-0.00062723i
0.00087182+0.0010656i,0.0014576+0.001113i,0.00090231+0.0018354i,0.00090056+0.0022234i,0.001551+0.0015086i,0.00036511+0.00040189i,-0.00098945-0.00016647i,-0.00046183-0.00041325i,2.2474e-05+0.00010302i,-0.00016163+0.00085836i,0.0005091+0.00075689i,0.00021814+0.00027941i,0.00046004+0.00030853i,0.00042411+0.0006869i,0.00025413+0.00060203i,0.00025419+0.00094257i,-0.00043779+0.00064783i,-0.0004068+9.0624e-05i,-0.00079059+0.00067826i,-0.0010526+0.00066198i,2.9933e-06+5.2296e-05i,0.00063338-0.0006132i,0.00070562-0.00057137i
0.00028781-0.00042297i,0.0010837-0.00053949i,0.0018808-0.00099554i,0.0023818-0.0010207i,0.0013246-0.00058005i,-0.00032751-0.00026472i,-0.00014745-0.00046888i,0.00040587-0.00029919i,0.00031503-0.00018942i,1.3559e-05-0.00025824i,-0.00069577-0.000617i,-0.00074907-1.1312e-05i,-0.00033683+0.00089916i,-0.00024798+0.00071525i,-0.00045529+0.00058284i,-0.00015052+0.00017261i,0.00048577-0.00075462i,0.00072415+1.5458e-05i,0.00058697+0.0014141i,-4.2026e-07+0.00090898i,-8.4557e-05+0.00063925i,0.00019257+0.00085142i,-3.983e-05+2.0251e-05i
-0.001514-0.0012049i,-0.0016856-0.00073459i,-0.0011916+0.000764i,-0.00077164+0.0017881i,-0.00082812+0.001072i,-0.00037765+0.00039336i,4.1075e-05-2.231e-05i,0.00051835-0.0004417i,0.00038482-0.0007939i,-3.569e-05-0.00025833i,-9.2486e-06+0.00077833i,0.00066601+0.00058777i,0.00050285+0.00026572i,0.00035204+0.00033589i,0.00073132+0.00036634i,0.00019624+0.00077435i,-0.00020381+0.0006763i,0.0006825+0.00031015i,0.00059591+0.00023161i,-0.00040826+9.7332e-05i,-0.00043356+0.00010206i,0.00034384+6.2631e-06i,0.00072001-0.00026888i
-0.00059793+0.00088416i,0.00029946+0.0012087i,0.00098483+0.0012938i,0.0017861+0.00092191i,0.0019406+0.00049357i,0.00055162+0.00016421i,-0.00012908+0.00099885i,-0.00040077+0.00067878i,-0.00040432-0.00022966i,-0.00026725-0.0011471i,0.00039271-0.0014759i,-6.2016e-06-0.00061387i,-0.00044097-0.0003373i,-0.00029993-0.00013034i,-0.00029226+6.323e-05i,0.00023636-0.0001224i,0.00046182-0.00015418i,2.595e-05-0.00028311i,-0.00099871-0.00057115i,-0.0011791-0.00033964i,-0.00014279-0.00015741i,-0.00031203+2.7149e-05i,-0.001315+0.00072176i
-0.00065111+0.00045467i,-0.0004098+0.00065681i,-0.00081317+0.00081936i,-0.00010534+0.0012019i,0.00037975+0.0013119i,0.00071936+0.0012037i,0.00019904+0.00013426i,-0.00091977-0.001473i,-0.00077827-0.0019843i,-5.7067e-05-0.0010695i,-0.00017281-0.0001465i,-0.0004521-0.00024579i,-3.7959e-05-8.9384e-05i,0.00041579-0.00029721i,0.0014278-0.00076786i,0.0015313-2.6945e-05i,0.00067673+0.00017151i,0.00046961-0.00044753i,-0.00041252-0.00087418i,-0.00035317-7.8069e-05i,0.00046831+0.0010441i,0.00028269+0.0013122i,-0.00034453+0.00058785i
0.00026293-0.00015698i,-0.0003444-0.0012052i,-0.0010275-0.0022432i,-0.00043465-0.0018245i,0.00032578-0.00015777i,0.00033958+0.00084445i,0.00037407+0.0010746i,0.00057443+0.001106i,0.00015349+0.00086386i,-0.0006458+0.0010727i,-0.00097595+0.00060765i,-0.00086437+6.735e-05i,-0.00014889+0.00042512i,0.00040103+0.0013001i,0.00046061+0.0010621i,0.00039845+0.00043606i,0.00054529+0.00014442i,0.00032668-0.00013797i,-0.0005225-0.00024628i,-0.00092084-0.00019527i,-0.00083149-0.00015752i,-0.00065322+0.00031032i,-0.00061128+0.00056346i
0.0022655-0.00050851i,0.0023351-0.00078107i,0.0024132-0.00092198i,0.0010298-0.0014175i,-0.00043155-0.00069661i,-0.00036745-0.00042904i,0.00043089-0.00071601i,0.0010189-1.3956e-05i,0.00099448+0.00059353i,0.0001147+5.0402e-05i,1.9147e-05-0.00074315i,0.00079037-0.001039i,0.00097824-0.00027173i,0.00019139+0.00068028i,-0.00018981+0.00079729i,4.359e-05+0.00095338i,0.00033269+0.00062351i,0.00022503+0.00042338i,6.8976e-05+0.0015171i,0.00067935+0.0011199i,0.00035855-0.00063438i,-0.00027498-0.00084197i,-0.00025081-0.00020252i
