-0.0023687+0.00018763i,-0.0018116+0.0010837i,-0.00021147+0.0023943i,0.00077511+0.0019713i,0.00078969+0.001041i,-0.00026834+0.0019163i,-0.00040354+0.0019788i,0.00037886+0.0013961i,0.00043471+0.0014304i,0.0013447+0.0010132i,0.0016847+0.00013252i,0.0006128-0.00026737i,-0.00024026-0.00029902i,0.00030971-0.00056461i,0.0014709-0.00098078i,0.0013129-0.00099417i,0.0004859-0.00066195i,-1.1609e-05-0.00096308i,0.00016067-0.00077807i,-7.751e-05+0.00015538i,-0.00095184+0.0010159i,-0.00086997+0.0010915i,-0.0003169+0.00060434i
0.00010088+0.0020609i,-0.00053356+0.00076028i,-0.00023366+3.7533e-05i,0.00015938+0.00037954i,0.00023578+0.00082268i,0.00049562+0.00049337i,0.00018325-2.7438e-05i,0.00022663-0.00036923i,0.00059965-0.00051832i,-1.9784e-05-0.00038476i,-0.00075342-0.00069007i,-0.00065859-0.00028007i,-0.00068273+0.00038152i,-0.001255+0.00016349i,-0.0014038+0.00017134i,-0.0013058+0.00040792i,-0.00053759+0.0005511i,0.00037796+0.00051026i,1.5046e-05+0.00013922i,-0.00069578+0.00012485i,-0.0003825+0.00099068i,0.00032374+0.001133i,0.00052553+0.00081247i
0.0010532-0.0017019i,-0.00021622-0.00037999i,-0.00030095+0.00031122i,-0.00010014+0.00054798i,-0.00020435+0.00058383i,5.072e-06+0.00032615i,-0.00030061+0.00083924i,-0.00085665+0.00082496i,-0.00058474+0.00033097i,-0.00041596+0.00034683i,-0.0009358+0.0004167i,-0.00070774+0.0009312i,0.00022671+0.001093i,0.00074086+0.00074703i,0.00086725+0.00061854i,-0.00031817+0.001049i,-0.0016726+0.00091611i,-0.0012128-0.00025456i,0.00040123-0.00091747i,0.00061877+0.00032152i,-0.00029023+0.00062239i,-0.00083962-0.00010086i,-0.00050528-0.00019871i
-0.00061716-0.00066371i,-0.0003139-0.00015812i,-0.000135+0.0010844i,0.00065807+0.0004474i,0.00074193-0.00023073i,-0.00012538+0.00028163i,-3.1459e-05+0.00023708i,0.00050167-0.00060128i,0.00068886-0.0011763i,0.00047968-0.00037294i,-5.0105e-05+0.00062822i,-0.00027247+0.00032288i,0.00031376-1.1679e-05i,0.0012015+0.0010397i,0.0011778+0.0008879i,0.0010826-0.00040832i,0.00092967-3.1847e-05i,0.00053377+6.2003e-05i,7.9019e-05-0.00024747i,-0.00015829-0.00040133i,-0.00078802+0.00037151i,-0.0015713+0.0014591i,-0.00058113+0.001434i
0.0010261-0.0021657i,-0.00043918-0.0026327i,-0.0014147-0.0030653i,-0.0023791-0.0016409i,-0.0022838-0.00037954i,-0.00097106+9.7094e-05i,-0.00021396+0.00023528i,0.00018001+0.00013749i,0.0004994+0.0001145i,0.00019438+0.00032745i,-0.00073319+0.0004459i,-0.00067282+3.6796e-05i,0.00020775-0.00023756i,6.8018e-05-0.00025972i,-0.00061338+0.00080472i,-0.00013961+0.00043085i,0.00036914-0.00059357i,0.00015837-0.00052942i,0.00025069-0.00032732i,0.00041319-0.00064238i,0.00037522-0.00085119i,-1.7063e-05-0.00052002i,-0.00032049-0.00045531i
0.0015152-0.00081131i,0.0019051+0.00023803i,0.0017657+0.00052996i,0.0016239-0.00029133i,0.0016487-0.00038735i,0.0013025-9.9867e-06i,0.0016038-1.0549e-05i,0.0015104-0.00028463i,0.00065083-0.00050077i,-0.00012916-0.00075301i,-0.00055963-0.00055958i,-0.00014082+0.00041765i,-5.5662e-05+0.00061884i,-0.00029485+0.00034714i,-0.00058742-0.00010853i,-0.00059877-1.81e-05i,-0.00013643+0.00050681i,-0.00014501-0.00010162i,2.3669e-05-0.00025272i,-0.00019019+0.00043638i,-5.1035e-05-0.00015456i,0.00054696-0.00097728i,0.00072627-0.00061187i
-0.0022971+0.00048488i,-0.0018695+0.0012969i,-0.00061076+0.002652i,7.4743e-05+0.002586i,0.00061578+0.0016426i,0.00089704+0.0012502i,0.00013225+0.00048117i,0.00019585+6.2535e-05i,0.00019919-0.00016062i,7.3169e-06-2.4793e-05i,-0.00033575-0.00038324i,-3.232e-05-0.00080581i,0.0006682-0.00064718i,0.00087289-0.00080539i,0.0010106-0.00069549i,0.00084665-0.00066636i,3.3144e-05-0.00040495i,-1.4783e-05+0.00012032i,0.00020471-4.3572e-05i,-0.00032276-0.00014655i,-0.00031207+0.00010867i,-0.00023909-0.00038444i,-0.00013109-0.00066939i
-0.00087909+0.0031977i,0.00013096+0.0028802i,0.0021057+0.0014138i,0.0023658-0.0002146i,0.0015132-0.0013276i,0.0005157-0.00065503i,-0.00020025-0.00011636i,-0.00075385-2.7087e-05i,0.00012758+0.00075373i,0.00098807+0.00014502i,0.00070986-0.00077963i,0.00019637-0.00073763i,0.00014754-0.0010693i,-8.9648e-05-0.00083647i,-0.0011058-0.00029268i,-0.0013079-0.00052813i,-0.00076277-0.00059294i,-0.00023897-0.00025672i,-5.5189e-05-0.00030499i,-1.4561e-05-0.00054662i,0.00053342-0.00033317i,0.00049084-1.8984e-05i,-0.00011855-0.00010591i
-1.4475e-05-0.00087498i,0.00046859+0.00029582i,5.4983e-05+0.00078296i,-0.00071532+0.0011435i,-0.00023108+0.00080303i,-0.00012449+0.00090012i,0.00011328+0.00011355i,0.0010755-0.00089119i,0.001118-0.0006381i,0.0001687-0.00065745i,-0.0006833-0.00070997i,-0.00062778+6.2665e-05i,-0.00052752+0.0014112i,-0.00051163+0.0011004i,-9.4669e-05-0.00032235i,-0.00033268-8.7888e-05i,-0.00016142+0.00030676i,0.00024031+0.00022157i,0.00011324-0.00024417i,0.00028366-4.6264e-05i,0.00059446+0.00050763i,0.00050433-6.0943e-05i,0.00034487-0.00058493i
-0.0013959+0.0024982i,-0.0008472+0.0019162i,0.001149+0.00070627i,0.0022874+4.0693e-05i,0.0015872-5.4559e-05i,0.00044431-0.00020333i,-0.00067551-0.00026583i,-0.0013581+0.00028057i,-0.0010802+0.00053026i,0.00035876-0.00013136i,0.00080653-0.00024521i,-5.2068e-06+0.0001065i,-0.00023823+2.627e-05i,3.8846e-05-0.00026094i,-0.00010127-1.2823e-05i,-0.00076457+0.00082069i,-0.00047812+0.00060911i,0.00025183+0.00020134i,0.0002798+0.00089227i,-0.00012833+0.0015508i,0.00056365+0.0013262i,0.00076497+0.00059854i,-0.00014288+0.00028842i
-9.0049e-05+0.0013909i,-6.5488e-05+0.0019781i,-0.000427+0.0025486i,-0.00013195+0.0015834i,0.00063305+0.0010265i,0.00021167+0.00063768i,-0.00097012+0.00030467i,-0.00064498-0.0001292i,0.00021991-0.00013729i,-0.0001406-0.0001215i,0.0003238-0.00065528i,0.00068156-0.00081349i,0.00037276-0.00084501i,0.00037666-0.00063789i,0.0006878-0.00038651i,0.00020732-0.00046541i,-0.00088608-0.00055793i,-0.0010912-0.00081689i,-0.00089221-0.00097538i,-0.00059338-0.00052718i,-0.00039016+0.00022467i,-0.00027534+0.00075432i,-0.00038684+0.00066087i
0.0014699-5.8099e-05i,-0.00024561+0.00020641i,-0.0007777-0.00019005i,-0.00031196+0.00010716i,8.9826e-06+0.0010959i,0.00034776+0.00072496i,0.0010526+0.00043492i,0.0010376+0.00053041i,0.00075054+0.00021729i,0.00011386-9.051e-05i,-0.00089864-2.028e-05i,-0.00060442+3.0907e-05i,-0.00066662-0.00041955i,-0.001264-0.0007826i,-0.00062529+1.2064e-05i,0.00053546+0.00073175i,0.00031454+0.00029092i,1.9554e-05-3.4704e-05i,0.00016888+0.00041346i,-4.5502e-05+0.00023397i,0.00022903-0.00061099i,0.00018453-0.00073847i,-0.00034242-0.00040248i
0.00087114-0.0021548i,0.00058473-0.00236i,0.00090798-0.002759i,0.0012247-0.0018564i,0.00074895-0.00036925i,0.00030323+0.00052807i,0.00027336+6.7986e-05i,-0.00014915-0.00069706i,-0.00058396-2.2122e-05i,-0.00036013+0.00039532i,4.2131e-05+0.00029831i,0.00038658+0.00058773i,0.00012878+0.00037707i,0.00060794-0.00031422i,0.00058049+0.00020684i,-0.00039902+0.00013911i,-0.00062734-2.4613e-05i,-0.0003772+3.4352e-05i,0.00016832+0.00028121i,-1.2087e-05+0.00059598i,-0.0005135+0.00060789i,-0.00041531+0.00081539i,-0.00031448+0.00053359i
4.29e-05-0.0024387i,-0.00071107-0.0016042i,-0.0012321-0.00035641i,-0.0011896+0.00099054i,-0.00073874+0.001441i,-2.1183e-06+0.0010957i,0.00051776+0.00077276i,0.00063874+4.9519e-05i,1.166e-05-0.00051799i,-0.00065918-0.00012413i,0.00028874+0.00043087i,0.0011326+0.00024354i,0.00065684+0.00034098i,0.00068934+0.00022749i,0.00084206-0.00031802i,0.00099329+0.00010146i,0.00043161-0.00034088i,-5.1972e-05-0.00097945i,0.00035199-0.00049525i,0.00050535-0.00033588i,0.00047482+0.00052327i,0.00020616+0.0011797i,-0.00020452+0.00059577i
-0.00060128-0.00065926i,-1.0982e-05-0.0012623i,-6.7679e-05-0.0010396i,-0.00035736-0.00016861i,-0.0004444+0.0002877i,0.00027021+0.00029449i,0.00083758+1.5202e-05i,0.00077071+0.0001696i,0.00034634-4.9283e-05i,3.8499e-05-0.00034203i,-0.00023094+0.00033654i,7.8337e-05+0.00055609i,-7.7886e-05+0.00017486i,-0.00059282+8.1393e-05i,-0.00035351+3.9025e-05i,0.00017051-4.6926e-05i,0.00061144+4.2491e-06i,0.000371+0.00019111i,-0.00056713+0.00032604i,-0.00053301+9.4426e-05i,-0.00022278-0.00021559i,-0.00035935-0.001214i,-0.00048733-0.0010557i
-0.00037839+0.00093648i,0.00044605+0.0011093i,0.0013516+0.0016878i,0.0021647+0.001803i,0.0023964+0.00086304i,0.0013521+0.00024407i,0.0010602-0.00025887i,0.0012969+0.0001712i,1.0274e-05+0.00035106i,-0.001071-0.00055459i,-0.00065966-0.0010395i,-0.00019468-0.00093809i,0.00031112-0.00079766i,0.00044139-0.00023985i,1.4068e-05+0.00035706i,0.00026529+0.00025548i,0.00064791-0.00024696i,0.00084172-0.00038757i,0.00054645-1.8171e-05i,-0.00011072-0.00019429i,0.00012495-0.0004266i,-7.1826e-05-0.00070555i,0.00054859-0.001025i
-0.0012847+0.0012058i,-0.0020468+0.00072351i,-0.0019745+0.00013826i,-0.00093002-0.00016464i,0.00027144+0.00024861i,0.00051195-0.00017187i,-0.00036835-0.0011852i,-0.00053973-0.0010429i,0.00013625-0.00018936i,0.00059936-0.00019283i,0.00022068-0.00023099i,6.1226e-05-0.0002315i,0.00025123-0.0006385i,0.00030628-0.00067374i,1.3486e-05-0.0007691i,-0.00035535-0.00048937i,-0.00070307-0.00013573i,-0.00042135-0.0005544i,-0.00038645-0.00081953i,-0.00021721-0.00011752i,0.00016332+3.4105e-05i,0.00027721+2.9243e-05i,0.000235+0.00078528i
-0.00090986+0.00026657i,-0.0017558+0.0021649i,-0.0012186+0.002561i,-0.00066074+0.0020283i,-0.00043401+0.001091i,-2.0666e-05+0.0009033i,0.00063423+0.00082291i,0.00061215+0.0007984i,9.6043e-05+0.00022317i,-0.00021756-0.00031324i,-0.00031686+0.00038812i,-0.00015587+0.00020069i,0.00050692-2.6871e-05i,0.00083102+0.00040798i,0.00011843-0.00030466i,0.00022493-0.00059146i,0.0004385-0.00022083i,0.00024466-7.7067e-05i,2.7832e-05-8.637e-05i,-0.00016187-2.661e-05i,-4.4862e-05+0.00043245i,-0.00024627+3.1146e-05i,-0.00026638-0.00050266i
-0.0015785-0.0015475i,-0.0015704-0.00097054i,-0.00056946-0.00010173i,0.00080813+0.00047504i,0.00080182+0.00075715i,0.00082465+0.00056954i,0.00060245+0.0002576i,0.00058297-7.4637e-05i,0.00072752-0.00017553i,7.7721e-05+0.00049575i,-3.2465e-05+0.00079319i,-0.00019803-9.0063e-05i,0.00019444-0.00047878i,0.00048257+8.5137e-05i,0.00019988+1.0544e-05i,0.00099262-0.00037644i,0.0012152-0.00078497i,0.00076205-0.00013175i,0.00012305+7.4668e-06i,-7.3846e-05-0.00066494i,0.00019272-0.00069711i,0.00036781+6.8065e-05i,-0.00017552+0.00078782i
-0.00040002-0.00072997i,0.00014246-0.00017739i,-0.0001587-0.00053098i,0.00060581-0.0010796i,0.00065519-5.7729e-07i,0.00046376-9.0026e-06i,0.0012583-0.00048362i,0.0005791-0.00049278i,-0.00089874-0.00045338i,-0.0010095-0.00027524i,-0.001134+0.00054449i,-0.00098745+0.00058318i,0.00043217-0.00068654i,0.0010195-0.00028541i,0.00075438+0.00072151i,0.00023184+0.00021096i,0.00018169-0.00024898i,0.00038224+9.4389e-05i,-0.00025805+0.00019397i,-0.00034738-4.9293e-05i,-0.00033311-0.00021926i,-0.00080372-0.00039103i,-0.00076774-0.00068496i
-0.0010752+0.00059127i,-0.0022506+0.0011242i,-0.002476+0.0028903i,-0.0012606+0.003974i,0.00012427+0.0025766i,0.00083756+0.00085807i,0.0007535-0.00037001i,0.00035992-0.00056086i,0.00024102-0.0001542i,2.2231e-05-0.00031024i,-0.0003826-0.00065888i,-0.00062835-0.00025743i,-0.00091513-0.00024703i,-0.00094324-0.00023517i,-0.00072619+3.7929e-05i,-0.00060094+0.00032571i,-0.00020397+0.00049392i,-0.00012182-0.00020036i,-0.00030181-0.00065194i,-0.00043202-0.00038937i,-0.00057011-5.0362e-05i,0.00017184+5.3767e-05i,0.00034323+0.00018558i
-0.00050345+0.00037015i,0.0014123+0.00051344i,0.001287+0.0005997i,0.000805+0.00062034i,0.00070294+0.00037673i,0.00067274-0.000516i,0.00021246-0.00056593i,-0.00053638-0.00036834i,-0.00022245-0.00026027i,-0.0001449-7.1347e-05i,0.00036803-8.4114e-05i,0.001571+0.00011354i,0.0011076+0.00050198i,0.0008001+5.1217e-05i,0.001643-0.00050974i,0.0013772-0.00048233i,6.2145e-05-0.00058004i,-0.00028954+2.115e-05i,0.00062746+0.00045885i,0.00017146-0.00037477i,-0.00059648-0.0004033i,-0.00062416+0.00038808i,-0.00025329+9.4335e-05i
-0.00039082+0.00056754i,-0.0013415+0.0010407i,-0.00030922+0.00031556i,0.00048764-0.00064003i,0.00047269-0.00039313i,0.00036277-0.00014592i,0.00065058-0.00057146i,0.00087034-0.00046463i,0.00059115+0.00011503i,0.00028513+0.00041518i,-0.00026529+0.00039643i,-0.00048011+0.00062311i,0.00029955+0.00058544i,0.00051623+0.00084144i,9.5358e-05+0.00035019i,0.00012316-0.00042387i,0.0003694-0.00035239i,-0.00014759-0.00043141i,-0.00079739-0.00089149i,-0.0016574-0.00086021i,-0.0013624-7.4096e-05i,-0.0007098+0.00046247i,-0.00062389+5.4749e-05i
0.0029974+0.00029293i,0.003086-0.0019796i,0.0036525-0.0036133i,0.0026098-0.0023539i,0.0004198-3.2135e-05i,-0.00079823+0.00094334i,-0.0010279+0.0010038i,-0.00051949+0.00037944i,-0.00030364-0.00021241i,-0.00023125-0.00015473i,5.1861e-05-5.345e-05i,-0.00030981-0.00072321i,-0.00067012-0.00078394i,-0.00011573-2.8658e-05i,-0.00017782+0.00030044i,-0.00029166+0.0003105i,-0.00016307+0.0004311i,-0.00022613+0.00028361i,9.3606e-05+0.00052484i,0.00040376+0.0003409i,0.0004522+7.6625e-05i,-5.8917e-05+0.00023827i,-0.00053665+0.0001273i
