-0.0010479+0.00219i,0.0014875+0.00036335i,0.00020802+0.00071053i,0.00037911+0.00035361i,0.0012548+0.0006096i,0.00074132+0.0014695i,0.00013279+0.0012477i,0.00012445+0.00097995i,0.00017624+0.00050792i,0.00051051+0.00031331i,0.0007929-0.00031613i,0.0004838-0.00038255i,-0.00033906-0.00018295i,-0.00047347-0.00041004i,-0.00025797-0.00075584i,8.4783e-05-0.00054752i,0.00022893+0.00022136i,0.00010436+0.00022555i,-0.00022414+0.00023727i,-0.00081588+7.3309e-05i,-0.00040961-0.00018259i,0.00049097-0.00026594i,0.00060033+5.6379e-06i
-0.00055554+0.00034329i,-0.0013253+9.7851e-06i,-0.0017457+0.0012597i,-0.0011715+0.0012023i,-0.00049999+0.00084117i,0.00059956+0.00093774i,0.00088962+0.00013891i,6.4255e-05-0.0006466i,-0.0003913-0.00095451i,-0.00027777-0.00078807i,0.0001266-0.00021165i,6.7069e-05-3.5551e-05i,-0.00070461-0.00044317i,-0.0010443-0.00094066i,-0.00086551-0.00074067i,-0.00094978-1.1714e-05i,-0.0007848+0.00016213i,-8.3024e-05-0.00020515i,0.00013686-0.00090322i,-2.5085e-06-0.00059589i,-6.9135e-05+0.00012703i,0.00035523+0.00047961i,0.00047745+0.00065516i
0.0012833+0.0018576i,0.0013001+0.0021129i,0.0017358+0.0018879i,0.0015796+0.0012647i,0.00098022+0.0015515i,0.00088442+0.001152i,0.0012904+0.00050245i,0.00060514-0.00036695i,-3.1703e-05-0.00105i,0.00061549-0.0010697i,0.00071698-0.0010554i,0.00062301-0.00037014i,0.00095488-0.00040828i,0.00068229-8.0499e-05i,-0.0005998+0.00060869i,-0.00087289+7.2849e-05i,-0.00013248-0.00061249i,5.9657e-06-0.00047237i,-0.00035984-0.00027369i,-0.0005501-0.00022531i,-0.00045882+0.00014161i,-8.9219e-05+0.00031836i,0.00012235+0.00015242i
-0.0031873+0.00041277i,-0.0036573+0.00014202i,-0.0028051+0.0011959i,-0.00037769+0.0010872i,0.00090365+0.0017096i,0.00057701+0.0025545i,0.0011102+0.0014899i,0.0014644+0.000358i,0.0006502-9.8891e-05i,0.00054646-7.8153e-05i,0.00046151+0.00053905i,-0.00011972+0.00055191i,7.3334e-06+0.00024697i,0.00024595-0.00062282i,0.00025832-0.00059185i,4.9317e-05-0.00036459i,-0.00061961-0.00055182i,-0.00083328-0.00079761i,-0.00028306-0.00090923i,0.00020527-0.00021437i,5.2484e-05+0.00031251i,-0.00038901+8.8283e-05i,-0.00073876+0.00029082i
0.0042953-0.00081071i,0.0052308-9.5343e-05i,0.0052561-0.00059242i,0.003023-0.0009732i,0.0012954-0.00017248i,0.0002806+0.00066519i,0.00091763+0.000683i,0.0013591+6.2397e-05i,0.0014158-0.00047866i,0.0021778-0.00087644i,0.0013201-0.00073158i,0.00022456-0.00034078i,0.00077342-0.00038195i,0.00080763-0.00018141i,-0.00015519-0.00025848i,-0.0003105+0.00034985i,-0.00014664+0.00027928i,0.00013245+0.00035253i,-0.00025624+0.00017864i,-0.00068911-0.00015176i,-0.00026284+0.00053588i,0.00042422+5.7592e-05i,0.00069464-0.00081663i
0.00058824+0.00021124i,0.001206+0.00051842i,0.00088901+0.00041908i,0.00030016+0.00053643i,0.0011857+0.0014197i,0.001706+0.0015574i,0.0019199+0.00025822i,0.0016281-0.00040838i,0.00078242+0.00025921i,-0.00019164+0.00029012i,-0.00093011-0.00035496i,-0.00067451-0.00071917i,9.2874e-05-0.00041625i,0.00045018+0.00016623i,0.00043294+0.0002875i,-0.00020555+0.00023569i,-0.00025054-4.272e-05i,3.6294e-05-0.00020885i,4.2186e-05+8.028e-05i,1.8514e-05+0.00063867i,-6.4189e-05+0.00048353i,-1.281e-05-0.00061467i,5.3298e-05-0.00033122i
0.002332+0.00035386i,0.0013467+0.00048551i,0.00099962-0.00031424i,0.0011871-0.00053419i,0.00070974-0.00016351i,0.0010542-4.2414e-05i,0.001176-0.00073641i,0.000945-0.001318i,0.00062118-0.0010555i,-7.7067e-05-0.00037947i,-0.00065336-0.00035175i,-0.00028856-0.00041632i,0.00064438-0.00015167i,0.0010166-0.00030233i,0.00085401-0.0010577i,0.00049148-0.0013326i,0.00011662-0.001422i,-0.00025852-0.0016014i,-0.00025175-0.00050188i,0.00037395+0.00018283i,0.00072185-0.00027923i,-6.4689e-06+0.000314i,-0.00016237+0.00021508i
-0.002431-2.1085e-06i,-0.0011986+0.00049294i,-0.00026509+0.00028562i,-0.00014252+8.6707e-05i,0.00010819+0.00086862i,0.0010041+0.0015962i,0.0016323+0.00047975i,0.0014946-0.0007094i,0.0010391-0.00058505i,0.00035527-0.00021272i,-0.00025135-7.3554e-05i,-0.00057678+0.0006071i,-0.00084636+0.00091574i,-0.00016033+0.00072112i,0.00056014+0.00042795i,0.0004633+0.00030022i,0.00048085+0.00035826i,0.00021495+0.0005953i,0.00014096+0.0010357i,4.3515e-05+0.00057442i,-0.001211-0.00026678i,-0.0011629-0.00043448i,-0.00041838+0.00028456i
-0.000862+0.00036314i,-7.8075e-05-0.00026989i,-0.00085004-0.00073583i,-0.0011163+0.00041523i,-0.00067897+0.0014957i,0.00030984+0.0010574i,0.0016042+7.272e-05i,0.0015932-0.00046288i,0.00070559-0.00064413i,0.00021943-0.00038766i,0.00025022+0.00020742i,7.6324e-05+0.00028592i,0.00044369+0.00017431i,8.8544e-05+0.00056692i,-0.00071532+0.00029361i,-0.00082598+0.00058924i,-0.00053224+0.00077049i,0.00031799+0.00085095i,0.00054469+0.00084981i,-0.00015382-0.00038571i,-0.00032329-0.0013082i,0.00017507-0.00056175i,0.00039287-8.6428e-05i
0.00086258-0.00069359i,0.0014597+0.00058952i,0.0013246+0.00084172i,0.0024405+0.00069691i,0.0027297+0.0016121i,0.0019163+0.0018419i,0.0012557+0.0010924i,0.00033894+0.00015666i,-0.00012422-0.00020559i,-6.977e-05-0.00068393i,8.7718e-05-0.00045525i,-0.00030955+9.1662e-05i,-4.9798e-05+0.00023749i,0.00020333-0.00042373i,-0.0006501-0.00085445i,-0.00053172-5.8899e-05i,1.0617e-05+4.6484e-05i,0.00045034-0.00040039i,0.001145-0.00063044i,0.0012776-0.00025343i,0.00036454+0.00014196i,0.00035789+0.00039832i,0.00073201+0.00021267i
-0.00037972-0.00015743i,-0.00069968+0.00022732i,-0.00061133-0.00089663i,-0.00090638-0.00070371i,-0.00074814+0.0003032i,-0.00055527+0.00096344i,-7.36e-06+0.00076334i,0.00067003+0.00013959i,0.00087951+0.00015067i,0.00077291+0.00039015i,0.00054803+0.00067748i,0.00052566+0.0010487i,0.00019524+0.00093072i,-0.00028313+0.00044866i,-0.0007715-0.00019133i,-0.001168-0.00039618i,-0.001033-0.00036343i,0.00029468+0.00017807i,0.00070594+0.00064071i,-8.2481e-05+0.00026724i,-6.5026e-05-0.00012065i,0.00048576-0.00043313i,0.00023095-8.4792e-05i
0.00027159-0.00089688i,0.00035788-0.00034282i,0.00068838-0.00032248i,0.0002742-0.00013419i,-0.00058446+0.0010251i,-0.00039522+0.0027116i,0.00037606+0.0021541i,0.00049013+0.00059772i,6.331e-07+0.00010114i,0.00062612-0.00057377i,0.00037087-0.00067211i,-0.00065362-0.00064755i,-0.00012871-0.00037225i,0.00066165-0.00089112i,0.00058858-0.00083215i,-0.00023472+0.0004028i,-0.00024109+0.00050305i,0.00024741+8.8461e-05i,-0.00015999-0.00026017i,3.1359e-05-0.00062518i,0.00049761-0.00061706i,0.00035335-0.00019816i,-1.1312e-05+0.0001164i
0.00037218+0.0014656i,0.0011034+0.00053204i,0.00065812+0.0015187i,2.2097e-05+0.0015753i,0.00097556+0.0013549i,0.001429+0.0011248i,0.0016226+0.00041094i,0.0012627-0.00074419i,0.0010742-0.00075127i,0.00091547-9.946e-05i,-0.00012669-0.00028049i,-0.00045289-0.00025961i,0.00033239+0.00036612i,0.00090386-1.5924e-06i,0.00061164-0.00083033i,0.00022256-0.00090964i,-0.00041763+0.00010637i,-0.00048029+0.0014442i,9.4273e-05+0.0015262i,0.00034734+0.00038286i,-0.00011552-0.00018169i,0.00033076-0.00026579i,0.00072857+9.9659e-05i
0.00017552-0.00072394i,0.00041548+0.00039236i,0.00057263+7.5131e-05i,0.00099735-0.00023286i,0.0006276+0.0007055i,0.0007518+0.0018846i,0.0012922+0.0017911i,0.00073769+7.8048e-05i,0.00021164-0.00041405i,7.1557e-05-0.00017555i,-8.6033e-05+0.00023439i,-8.6903e-05+0.00074891i,0.00014465+0.00078227i,0.00045409+0.00041095i,4.5442e-05-0.00035595i,-0.00043336-0.00028452i,6.0791e-05+0.000285i,0.00052223-0.00018459i,0.00061405-0.00039881i,0.00013152-7.7993e-05i,-0.0010777-0.0005864i,-0.0014809-0.0011902i,-0.0011176-0.0014186i
0.0012799-0.0008331i,0.00089226-6.8486e-05i,0.00035309-0.00025173i,0.0004658-8.3535e-05i,0.00021408+0.0014873i,0.00030362+0.002322i,0.00075517+0.0016689i,0.0011783+0.00025346i,0.00076902-0.00063899i,-0.00014283-0.00035786i,-0.00050376-0.00026524i,-0.00055114-0.00074583i,-0.00038631-0.00031055i,-0.00030577+0.0002776i,5.0573e-05+0.00017625i,0.00048444+0.0001606i,0.00015437-6.655e-05i,0.00048323-0.00014614i,0.0010883-0.00025308i,0.0011119-0.00025569i,0.00088574+0.00024486i,0.00040224+0.00040223i,0.00075887+1.8203e-05i
0.0018321-0.00082926i,0.0013062+0.00020142i,0.0011435+8.0673e-05i,-0.00017329-4.8094e-05i,-0.00091751+0.0010857i,-0.00015584+0.0025862i,0.0018555+0.0015778i,0.0021314-9.9955e-05i,0.0012022-0.00015997i,0.0011804-0.0001463i,0.0015432-0.00067208i,0.00077641-0.00016784i,-6.1559e-05+0.00046155i,7.6223e-07-0.0002704i,9.3964e-05-0.00057868i,-0.00048053-0.00059425i,-0.0017247-0.00040595i,-0.0014183+0.00025132i,0.00048832+0.00031611i,0.0012494-0.0004714i,0.00082756-0.00043747i,2.1193e-05+3.9515e-05i,-0.00048551+9.6106e-05i
0.0006356-0.0011033i,0.0011212-0.0017311i,0.00092962-0.0012132i,0.0012572-0.00074927i,0.00063691+0.00065706i,0.00029093+0.0015855i,0.00086977+0.00065505i,0.00073428-0.00061954i,0.00012105-0.0013852i,0.00016412-0.00059143i,0.00054344+0.00083341i,0.00036478+0.00073588i,0.00012513-0.00023731i,-2.4405e-05-0.00082333i,0.00040031-0.00079713i,0.001065-0.00024595i,0.00032714+0.00033012i,-0.00065309+0.00025927i,-0.00054032-0.00034055i,-8.1469e-05-1.3093e-05i,0.00023052+6.965e-05i,0.00033251-0.00021306i,0.00049528-0.00025051i
0.001106-0.00112i,0.00047564-0.00093123i,2.0076e-05-7.3508e-05i,-5.8021e-05+0.00083874i,-0.00090895+0.0015066i,-0.0012374+0.0017822i,-0.00035097+0.0015161i,0.00034364+0.00081218i,0.00020519-0.00019101i,0.00017872-0.00050686i,0.00087587-0.00052583i,0.00090777-0.00044263i,0.00029495-9.5138e-05i,-0.0006513+6.5609e-05i,-0.0005593-0.00059222i,-0.00010032-0.00020323i,-2.3719e-05-0.00017479i,0.00030346-0.0005482i,-4.5293e-05-0.00025374i,-2.5494e-05-0.0001741i,0.00041677+6.6605e-05i,0.0004581+0.00026473i,0.00085934+0.00047648i
-0.00019588-0.00029158i,-0.001157-0.00063801i,-0.00079791-0.0012695i,0.00064003-0.00094967i,0.0015285+0.00061924i,0.0017136+0.001363i,0.0013869+0.00075755i,0.0010731+0.00020997i,0.00063439+7.8339e-05i,0.00048577+0.0002731i,0.00042097+0.00046868i,0.00035092+0.00028257i,-0.00010174-0.00017459i,-0.00061728-0.00018629i,-0.00030581-0.00024442i,-6.8944e-05-0.00077702i,3.248e-05-0.000534i,0.00090033+0.00019645i,0.00071696-1.5051e-05i,0.00020329-0.0002948i,-0.00023498-0.00036467i,-0.00043708-0.00038017i,0.00060244-0.00014833i
-0.0015884-0.00033084i,-0.0022177+0.0005151i,-0.0011005+0.00078665i,-0.00059509+0.0016327i,-0.001312+0.0021416i,-0.0008862+0.0015501i,0.00012791+0.0013113i,0.00013176+0.0011099i,-0.00076391+0.00018925i,-0.001132-0.0006532i,-0.0011116-0.00023427i,-0.0011706+0.00041079i,-0.00051148+0.00024298i,0.00040031+0.00019125i,0.00023956+0.00027258i,-0.00049842+0.00034034i,-0.00045526+0.00013311i,0.00055368-1.1225e-05i,0.00050714+0.0001201i,0.00048733-0.00046582i,0.0005294-0.00044009i,0.00019636-4.0318e-05i,0.00026963-6.8153e-05i
-0.00040224-0.00058253i,-0.00041811-0.00011369i,-0.0017637+0.00051487i,-0.00159+0.0016493i,-4.0365e-05+0.0017035i,0.0010676+0.0012276i,0.0018689+0.0013592i,0.0017557+0.00096872i,0.00087871+5.9308e-05i,0.00035698-0.0003606i,0.00019534-8.1385e-05i,0.0004863-0.00021217i,0.00051576-0.00044831i,-7.9231e-06-0.00025527i,0.00042162+2.6334e-05i,0.00046397+0.00015391i,-0.00050533+0.00015154i,-0.00043516+0.00014409i,-0.00010917-1.8549e-05i,-0.0001328-0.00032738i,0.00032936-0.00048358i,0.00019241-0.00020833i,-3.0857e-05+0.00034632i
-0.0011983-0.00050556i,-0.00063045+2.0271e-05i,-0.00074983-0.00011499i,-0.00016913-0.00037865i,0.00028631+0.00097154i,0.00057247+0.0014734i,0.0011622+0.0011312i,0.00077833+0.00032967i,0.00061444-0.0010073i,0.00075149-0.0013186i,-9.2016e-05-0.00088545i,-0.00082542-0.0011024i,-0.00095393-0.001464i,-0.00084046-0.0010043i,-0.00087814-0.000844i,-5.1049e-05-0.0011788i,0.00024563-0.00034867i,-0.00024823+0.00050676i,-0.00030505+0.00075772i,-0.0001536+0.00059771i,-3.1235e-05+2.5712e-05i,-0.00044146+8.8233e-05i,-0.00038229+3.4122e-07i
-7.9244e-05-0.0017127i,-0.00047738-0.0013948i,-0.0011012-0.0010909i,-0.0021994+0.00087188i,-0.001145+0.0033145i,0.00062504+0.0040324i,0.0016113+0.0024601i,0.0013031+0.00035119i,0.00036059-0.00027387i,-8.483e-05-0.000732i,0.00026744-0.00041648i,-0.00025568+0.0011102i,-0.0006479+0.0011489i,-0.00026542+0.00026699i,-0.00042332+0.00073198i,-0.00080502+0.0012661i,0.0001624+0.0010615i,0.00064461+0.00083208i,0.00032752+6.0032e-05i,-0.00020428-0.0001064i,-1.1975e-05+0.00046777i,0.00031127+0.0009124i,0.00017604+0.00030919i
-0.0013249+0.00038278i,-6.3238e-05+0.00043266i,-0.00062673+0.00048098i,-0.001078+0.00013569i,-0.00054761+0.00091966i,0.00086058+0.0027058i,0.0012517+0.0024201i,0.00025135+0.00041305i,-0.00017737-0.00084596i,-0.00023221-0.00066676i,-0.00043922+0.00050618i,-0.00010443+0.001036i,0.00014013+0.00023877i,-7.911e-05-0.00043074i,0.00035088-0.00055127i,0.00066132-0.00074573i,0.0002963-0.00043538i,0.00032051+0.00034312i,0.00071207+0.00034247i,0.00082742-0.00011106i,0.00085421-0.00014001i,0.00064936+0.00023625i,-0.00012533+0.0010682i
0.000779-0.00066162i,-7.5603e-05+0.00060488i,0.00040625+7.6124e-05i,2.9213e-05-0.00016128i,-0.00057199+0.00066629i,0.00070168+0.0014335i,0.0026344+0.00086659i,0.0022414+0.00018035i,0.00082118-0.0002638i,0.00046365+0.00043834i,0.00069551+0.00080389i,0.00021784+0.0002681i,-0.00035628+0.00023047i,7.3248e-05-0.00011283i,0.00048282+0.00010981i,0.00070673+0.00053582i,3.8002e-05+0.00035774i,-0.00071382+0.00023923i,-0.00075238+0.00022906i,-0.00024302+9.1698e-05i,0.00079462+0.00049525i,0.00067478+0.0007231i,0.00010701-0.00010363i
0.001006+0.0016132i,0.0016691+0.0014979i,0.0022921+0.001604i,0.0026022+0.0010829i,0.0017712+0.0011402i,0.00088584+0.0014183i,0.0011203+0.00085075i,0.0011934-4.4587e-05i,0.0010091-0.00043239i,0.0011097-2.0524e-05i,0.00074661+0.00041737i,0.00013816+0.00016153i,9.2194e-05+9.7522e-05i,0.0001475-8.4033e-05i,-0.00013312+8.1263e-05i,-0.00064536-3.5446e-05i,-0.00082742-0.00061298i,3.9037e-05-0.00022877i,0.00041897-7.5143e-06i,0.00043873-0.00020112i,0.00036432-0.00045784i,0.00047118+0.0001418i,0.0004477+0.00057823i
0.0014797-1.7414e-05i,0.001612-0.00044669i,0.0021437-0.00098335i,0.00069745-0.00016047i,-0.00044353+0.00067601i,0.0004133+0.0010252i,0.0015874+0.0012942i,0.0011886+0.00062555i,0.00037318-0.00023198i,6.4221e-05-0.00091718i,-8.3403e-05-0.00038002i,0.00012045+0.00047442i,0.00074441+0.00031145i,0.0011102-6.2234e-05i,0.00063908+0.00026951i,0.00011295+0.0004615i,0.00045677+0.00031275i,0.0010773+0.00075887i,0.00074891+0.0013797i,5.2727e-05+0.0009818i,0.00029533-0.00018734i,0.00030672-0.00064792i,0.00045677-0.00060794i
0.00049576+0.00012439i,-7.0369e-05-0.00070119i,0.00047694+0.00026581i,0.00079256+0.00037828i,-0.00018832+5.9396e-05i,-0.00071535+0.00043269i,0.00040852+0.00032891i,0.00049554+0.00022316i,-0.00061903-0.00012415i,-0.00061562-0.00060097i,-0.00052948-0.00069888i,-0.00038483-0.00023604i,0.00027037-0.00010457i,0.00033885-0.00058436i,0.00023831-0.0010589i,0.00058941-0.00096147i,0.00079422-0.0001807i,0.0005335+0.00028209i,-0.00044061-0.00028442i,-0.00054813+7.8068e-05i,-8.5349e-05+0.00038034i,-0.00021759-0.0002061i,-0.00027384-0.00077616i
-4.5063e-05-0.00079771i,0.00040425-0.00025015i,0.00016372-0.00040008i,-0.00055507+0.0001899i,-0.00036778+0.002185i,0.0001656+0.003364i,0.0012069+0.0018486i,0.0018527-5.5792e-05i,0.00118-0.00093495i,0.00071147-0.00066711i,0.00059363+0.00018953i,-0.00042727+3.4452e-05i,-0.00082591-0.00031415i,0.00020248-0.00011148i,0.00021921-6.0822e-05i,-0.00053025-0.00018504i,-0.00053902-7.7094e-05i,0.00030498+0.00040153i,0.00026784+0.0006573i,-0.00041789+0.00050443i,-0.00070853-0.0002465i,-0.0009169-4.9838e-05i,-0.00041414+0.00073661i
0.0017416+0.001013i,0.0018903+0.0011854i,0.002655+0.00085644i,0.0018365+0.00035171i,0.00055135-0.00028213i,0.00087344-0.0005165i,0.0013026-0.00077008i,0.00065221-0.00086379i,0.00089279-0.00081002i,0.0016368-0.00037347i,0.0012553+7.7107e-05i,0.00046998+0.0002489i,0.00016705+0.00028105i,0.00034853-0.00054666i,0.00063645-0.0010499i,0.00052908-0.00073802i,0.00032304-0.00031407i,0.0009304+7.4432e-05i,0.0011162+0.00056101i,0.00055612+0.00048266i,-0.00026169+9.2115e-05i,3.7528e-05-1.2115e-05i,4.5318e-05-0.00032784i
0.0024662+8.2932e-05i,0.0033935-0.0007189i,0.0040378+0.00016689i,0.0024817-0.00029345i,0.000527-0.00024861i,-0.00056893+0.00078926i,-0.00062388+0.00074251i,0.00017251+0.00021925i,0.00011383-0.00039525i,-6.9574e-05-0.0012985i,-0.00031635-0.0011847i,-0.00086226-0.00064312i,-0.00022001-0.00028705i,0.00023096-0.00048984i,-7.6918e-05-0.0010675i,-0.00039016-0.00073589i,0.00011071-0.00041864i,0.00088789-0.00022931i,0.00076306-4.8255e-05i,0.00034797+0.00012875i,0.00044991+0.00049946i,0.00010837+0.00072765i,-0.0002144+0.00049184i
-0.0017985-0.00030217i,-0.0018168+0.00068637i,-0.002441+0.0010983i,-0.0017624+0.0020268i,-0.00033094+0.0029718i,0.0011611+0.002968i,0.0021449+0.00193i,0.0015046+0.00058842i,0.00097031+0.00055806i,0.0013163+0.00014373i,0.0008979-0.00049273i,0.0006407-0.00033729i,0.00092353-0.00037085i,0.00082237+0.00014134i,0.00018854+0.00056369i,-0.00032865+0.00023926i,-9.7811e-05-0.00036464i,0.00019135-0.00021997i,0.00014518-0.00015098i,0.00041897+6.0942e-05i,0.00042911+0.00042862i,-6.8597e-05+0.00028003i,-0.00012154-0.00038821i
0.0010045+0.0017935i,0.00098329+0.0017637i,0.00033268+0.0012972i,0.0012776+0.00086832i,0.0016258+0.0012158i,0.00081736+0.0015342i,0.00036384+0.0014624i,0.00043525+0.00064275i,0.00025051-8.6045e-05i,0.00033334-3.8544e-05i,0.00035163+0.00058929i,-0.00017896+0.00073632i,-3.9276e-05-0.00033356i,0.00045694-0.0013819i,-0.00020562-0.00067546i,-0.00028486+0.00077857i,-0.00011746+0.0005942i,-0.00014294-0.00016973i,4.9545e-05+0.00028931i,-0.0002093+0.00067297i,-0.00028898+0.0010283i,-0.00017409+0.0010951i,-0.0006536+0.00051463i
0.0008211-0.00018803i,0.00064126+6.2257e-06i,0.0014189-0.00051849i,0.00080721-0.0003679i,-0.00020307+0.00056331i,0.00032706+0.0015369i,0.0016764+0.0011085i,0.0019516+0.00014799i,0.0015928-0.00065534i,0.00067867-0.0009053i,-0.00028246-0.00063136i,-0.00096222-0.00052354i,-0.00075299-0.0006147i,-0.00038934-0.00065735i,-6.0567e-05-0.00016841i,0.00027624+0.00049835i,-0.00031738+0.0002722i,-0.00026372-0.00037328i,0.00063912-0.00063389i,0.00057148-0.00034345i,-0.00036668-0.00066855i,-0.0011519-0.0009874i,-0.0010809-0.00048738i
-0.0016822-0.0024872i,-0.00084085-0.0013764i,-0.00076502-0.00026291i,-0.00045976+0.00044374i,-3.5346e-05+0.00098153i,0.0013095+0.00079i,0.0021936+0.00058151i,0.00093181+0.0001436i,0.00058203-0.00090027i,0.00096337-0.00098566i,0.00041071-0.00036375i,-0.0001587-9.7628e-05i,-0.00027928+0.00035949i,-0.00045337+0.00084146i,-0.00081863+0.00090396i,-0.00076074+0.00045421i,-0.00023998-1.5274e-05i,0.00025099+0.00043147i,0.00062782+6.6976e-05i,0.00040395-0.00021078i,0.00020413+0.00041048i,-0.00017851+0.000422i,-0.00032894+0.00042893i
-0.00056849+0.00095019i,-0.00046188+0.0018334i,0.00054159+0.0020923i,0.00026899+0.0016452i,-0.00052486+0.0019138i,-0.00049154+0.0032235i,-0.00015618+0.0030945i,0.00091025+0.0017577i,0.00099579+0.0005977i,0.00036014-0.0003285i,0.00041964-0.0003927i,0.00012333-5.9546e-05i,-0.00024497-0.00026838i,0.00021269-0.00056369i,0.00017908-0.00084503i,-0.00066829-0.0002648i,-0.00050804+0.00022239i,-0.00032191+0.00044821i,-0.00077587-8.9954e-05i,-0.00047781+0.0001581i,-0.00026272+0.0006959i,0.00024596+0.00021435i,0.0015116+0.00026924i
-0.0014396-0.00054669i,-0.001229-0.0016418i,-0.0025298-0.0025363i,-0.0022625-0.00095932i,-0.00019066+0.00044746i,0.0010789+0.0010553i,0.0016156+0.00076191i,0.0016527-8.6879e-05i,0.0011874+0.00013374i,0.0007711+0.00059981i,-0.0003259-0.00025595i,-0.00033282-0.00033527i,0.00013932+0.00058212i,-0.00056811+0.00063061i,-0.00039359+0.0010857i,0.00076029+0.0014591i,0.00075937+0.00066493i,1.8082e-05-0.00040025i,0.00022733-0.00059445i,0.00086873-0.00012577i,0.00079092-0.00092249i,0.0005044-0.0014185i,0.00010369-0.0011462i
0.0017266+0.0016239i,0.0010444+0.0014213i,0.00033766+0.00053187i,-0.00024906+0.00050819i,-0.00044575+0.0021224i,0.00025252+0.0026767i,0.00087615+0.0012817i,0.0017948-0.0002263i,0.0021886-0.00085567i,0.0015342-0.00079518i,0.0011111-0.00028805i,0.0010026-0.00017284i,0.00086976-0.00032021i,9.0019e-05-0.0011731i,-0.00045099-0.0014309i,-0.00052198-0.00070953i,-0.00016491+0.00027301i,0.00013255+0.00099115i,0.00021354+0.00075769i,-0.00025727+0.00070514i,-0.00049406+0.00087815i,-0.00048656+0.00024334i,-0.00015494-0.0008466i
0.0027695-0.0015192i,0.0026265-0.001044i,0.0017741-0.00079554i,0.00023915-0.00049863i,-0.00091001+0.00060097i,-0.00023638+0.0016126i,0.00082186+0.00049897i,0.00037478-0.00015064i,-0.00012203-0.00036274i,0.00080883-0.00062428i,0.0011087-0.00039762i,0.00031091+0.00010166i,-0.00053675-0.00019864i,-0.00056557-0.00091918i,-0.00065274-0.0012216i,-0.0011836-0.0012i,-0.00083286-0.0009434i,-0.00040426-0.00026211i,-0.00056455+0.00020591i,-0.00066178+0.00044116i,-0.0003083+0.00014059i,-8.4874e-05+0.00024761i,-9.2612e-05+0.00071105i
-0.00043221+0.00078847i,-0.00065641+0.0011307i,-0.0011018+0.0014533i,9.3678e-05+0.0017088i,0.0014294+0.0027051i,0.0016428+0.0025913i,0.0019031+0.0014397i,0.0018163+0.00074609i,0.0016021+0.00053125i,0.0013277+0.00020206i,0.00020544-0.00013561i,-0.00063746-0.00012772i,-0.00066182+5.3704e-06i,-0.00033207-5.8283e-06i,-5.8133e-05+0.0001903i,-0.00040467+0.00016158i,-0.00029798+0.00022076i,-0.00025118-3.7579e-05i,-0.00067468-4.323e-05i,8.3367e-05-7.3266e-05i,0.0012269-0.00030597i,0.0010538-0.00022298i,0.00024758-6.9734e-05i
0.00030187+0.00068929i,0.00075165+0.00031078i,0.00083976-0.000176i,0.00048853+0.00055026i,0.00037467+0.00075942i,0.00067988+0.00056296i,0.001502+1.8972e-05i,0.0013512-0.00022661i,0.00092731-0.00073149i,0.00099882-0.0014927i,-0.0001442-0.0011115i,-0.0015268-0.00032913i,-0.00040082-0.00029614i,0.00091289-0.00060242i,0.0002914-0.0010864i,-0.00045259-0.00077428i,-0.00048026-0.00024257i,0.0001316-0.00033036i,0.00029653+7.7602e-05i,-0.00025462+0.00040217i,-0.00056777+0.00038126i,-0.00079184-0.0001089i,-0.0012253+0.00013144i
0.0018824+0.0018799i,0.0015869+0.0015808i,0.0026111+0.0003389i,0.0024234-0.0007364i,0.0008543-0.00044487i,-0.00031433+0.00080348i,0.0001248+0.00068133i,0.0012479-0.00038188i,0.0019393-0.00063398i,0.0014173-0.00041173i,0.00056917-0.00038619i,0.00043414-0.00019165i,5.7723e-05-0.00071676i,-0.00086771-0.0009651i,-0.0014533-0.00054609i,-0.0015911-6.3601e-05i,-0.00052816+0.00029113i,0.0011248+0.00053855i,0.00079737+0.00024578i,-0.00016653+0.00016695i,0.00046622+0.00047385i,0.0010999-0.00036105i,0.00054585-0.0010518i
0.0019564-0.0032123i,0.0013553-0.0039013i,0.001004-0.003891i,-0.00022694-0.0021838i,-0.0024247+0.00074797i,-0.0025725+0.0032323i,-0.00037767+0.0025867i,0.00066222+0.00041338i,0.00022695-0.00013257i,-0.00031427-3.9192e-05i,-0.00055743+0.00055694i,-0.00060659+0.00092571i,-0.0003576-2.0754e-05i,-6.652e-05-0.00057754i,-0.00037346-3.3955e-05i,-0.0002538-0.00017238i,7.3485e-05-0.00036303i,-0.00059324-0.00032411i,-0.00045748-0.00042675i,0.00051738-0.00074563i,0.00056111-0.00077153i,-0.00048022-0.00023804i,-0.0012976+6.3618e-05i
0.0023325-0.0010024i,0.001164-0.0011071i,0.00148-0.00065826i,0.00083154-0.00025902i,-0.00031044+0.00056468i,-0.00032408+0.0020092i,0.00042312+0.0012389i,0.00090263+4.6095e-05i,0.00060595+0.00011406i,0.0001839-0.00025042i,-0.0001881-0.00097679i,-0.00025039-0.00048227i,-0.00046166-2.273e-05i,-0.00077614-0.00045577i,-0.0006784-0.00086178i,-0.00030765-0.00085698i,-0.00012603-0.00058297i,0.00040905-0.00038765i,0.0004262-0.00040059i,-0.00013948-0.00052111i,0.00074628-0.0011375i,0.00041764-0.0013981i,-0.00094435-0.00024351i
