-0.0010479+0.00219i,0.0014875+0.00036335i,0.00020802+0.00071053i,0.00037911+0.00035361i,0.0012548+0.0006096i,0.00074132+0.0014695i,0.00013279+0.0012477i,0.00012445+0.00097995i,0.00017624+0.00050792i,0.00051051+0.00031331i,0.0007929-0.00031613i,0.0004838-0.00038255i,-0.00033906-0.00018295i,-0.00047347-0.00041004i,-0.00025797-0.00075584i,8.4783e-05-0.00054752i,0.00022893+0.00022136i,0.00010436+0.00022555i,-0.00022414+0.00023727i,-0.00081588+7.3309e-05i,-0.00040961-0.00018259i,0.00049097-0.00026594i,0.00060033+5.6379e-06i
-0.001373+0.0025057i,-0.00038467+0.002899i,0.00030062+0.002546i,-0.00021808+0.0012822i,-5.5182e-05+0.00035768i,9.2218e-05+0.00052357i,9.3823e-05+0.00010113i,3.6701e-05-0.0012928i,-3.8593e-05-0.0013553i,-0.000365-0.00029419i,-0.00038478-0.00020762i,0.00017049-0.00080481i,0.00043086-0.0010439i,0.00064452-0.00083794i,0.00096389-0.00039549i,0.00022282+0.00032535i,-6.0337e-06+0.00055467i,0.00033302+0.00042646i,-0.00055773+0.00023573i,-0.0014345-0.00023034i,-0.0013452+0.00016593i,-0.00086313+0.0007784i,-0.00044077+0.00052993i
0.00012842-0.0029713i,-0.00051493-0.0021159i,-0.0014527-0.0008976i,-0.0014737+2.6004e-05i,-0.0015599+0.0012593i,-0.00087275+0.0029767i,0.00094619+0.002924i,0.0012978+0.0013968i,0.00061787+0.00068255i,0.00063101+0.0011088i,-6.46e-05+0.00080456i,-0.0013454+8.2324e-05i,-0.0015029-0.00036924i,-0.00028396-0.00073777i,0.00056817-0.0013276i,0.0010194-0.00085975i,0.0011028-0.00055645i,0.00033041-0.00018602i,0.00019568+0.000202i,0.00059573-0.00082418i,0.00050491-0.0017988i,0.00014638-0.00095649i,-8.5382e-05+0.00033386i
0.0006836+0.0017833i,0.00048779+0.0018667i,0.0014301+0.0019952i,0.0015864+0.0012978i,0.00090163+0.0011119i,0.00040537+0.0020192i,0.00050542+0.001406i,0.00062981-0.00024529i,0.0010089-0.0006933i,0.00059205-0.00074805i,-0.00065036-0.00078827i,-0.00059997-0.00042042i,-0.00060751-0.00021226i,-0.00042429-0.00019044i,-0.00011405+0.00027647i,-0.00047214+0.0012412i,-0.00048059+0.0005133i,0.00044477-0.00087703i,0.00072216-0.00071011i,0.00056478+0.00016571i,0.00045186+0.00061363i,-0.00011674+0.0010462i,-0.00064686+0.00036116i
0.0011848+0.0016032i,0.0017863+0.001146i,0.0021178+0.0012694i,0.00082636+0.00116i,-0.00040664+0.001209i,4.9987e-05+0.0012952i,0.0013466+0.00067779i,0.0011828-0.00038978i,-7.0747e-05-0.00086684i,7.61e-05-0.00067428i,0.00023076-0.0001494i,-0.00040704+0.0005261i,-0.00053931+0.0006374i,0.00032254+0.00047741i,0.00081984+0.00024046i,0.00061397-0.0006447i,-0.00019682-0.00075227i,-0.00095457+0.00084572i,-0.00056947+0.0012851i,-0.00063677+0.00029441i,-0.00051565-0.00055172i,-0.00016549-0.00040471i,-0.00027165-0.00013539i
0.00054098-0.00021251i,0.00066981-8.8516e-05i,0.00082379+8.8198e-05i,0.00025747+0.0012045i,-0.00039136+0.0025235i,0.00012024+0.0027802i,0.00044627+0.0029037i,0.00026303+0.0019799i,0.0002672+0.00057103i,0.00045337-0.00025441i,0.00067253-0.00066559i,0.0010278+1.6529e-06i,0.00049902+0.00064813i,0.00015467+0.00069269i,-0.00047165+0.00049465i,-0.001159+0.0001674i,-0.00025936+0.00012867i,0.00053078-0.00014361i,4.0021e-05+8.6501e-05i,-0.00033681+0.00032328i,-0.0001038+0.00034367i,-0.00057551+0.0003992i,-0.00024593+0.0005916i
0.000411-0.00035727i,0.00088085+0.00048317i,0.00047333+0.0010982i,0.00056735+0.00015284i,0.0015312+0.00039167i,0.0022545+0.0013414i,0.002459+0.00038144i,0.0015765-0.00085416i,-9.4813e-05-0.00039531i,-0.00044988-0.0003622i,-0.0002664-0.0010381i,-0.00075683-0.0011413i,-0.00063982-0.00086372i,8.1017e-05-0.00060304i,-0.00013559-0.00011194i,-0.00020704+0.00021328i,-4.824e-06+0.00023551i,-0.00054829-2.2859e-05i,-0.00067517-0.00039657i,0.00013116-3.7086e-05i,-2.7871e-06+0.00065356i,0.00034696+0.00046309i,0.00075607+0.00010017i
-0.0019695+0.0012386i,-0.0014116+0.0008602i,-0.001073+0.00096845i,-0.00065967+0.00082858i,-0.00024041+0.001112i,0.00024061+0.0016865i,0.00016767+0.00091513i,0.00014084+6.1446e-05i,0.00048876+6.9711e-05i,-0.00023125-0.00023304i,-0.00073427+0.00015705i,-0.0008835-4.9228e-05i,-0.00030622-0.00054737i,0.00031712-0.00048062i,0.00039932-0.00031976i,0.00074992+0.00013906i,0.00064909+0.00055611i,6.8125e-05+0.00017272i,-0.00036958+0.0001564i,-0.00068769+0.00063482i,-0.0004257+0.00030065i,-2.2203e-05-8.7353e-05i,-0.00026105-0.00054682i
-0.0014213-0.0015422i,-0.0016437-0.0012379i,-0.00126-0.00024351i,-0.0012101+0.0011423i,-0.0015505+0.001713i,-0.00029501+0.0020851i,0.0012039+0.0019076i,0.00061436+0.00069011i,-0.00050641+0.00015975i,-0.00079155+0.00030799i,-0.00081107-4.0169e-05i,-0.001032+0.00039486i,-0.0012752+0.00046581i,-0.0014901+4.1006e-07i,-0.0013871-0.00011675i,-0.00083151+0.00026879i,-0.00016236+0.00091608i,-0.00015112+0.00077935i,-0.00010108+0.00028535i,0.00022873+0.00024477i,-8.2288e-05+4.0922e-05i,-0.00040734+5.2287e-05i,-6.8061e-05-0.00033654i
-0.00054986+0.0013008i,-0.00029969+0.0020075i,0.00015818+0.0011318i,0.00047357+0.00082487i,0.00083048+0.0014945i,0.0012605+0.0017683i,0.00095179+0.00057383i,0.00082157-5.0231e-05i,0.001303-0.00029344i,0.0010887-0.00035493i,0.00031171+0.00027885i,-0.00037795+0.00099954i,-0.00072801+0.0020296i,-9.179e-05+0.0017926i,0.00020296+0.0010441i,-0.00045222+0.00036342i,0.00010874-0.00067252i,0.0012206+8.8975e-05i,0.0011942+0.00088362i,-2.8075e-05+0.00074413i,-0.00082453+0.00090987i,-0.00085456+0.00098098i,-0.00050477+0.00080107i
-0.00089687+0.00033853i,-0.0005612+0.0010394i,-0.00041606+0.0025859i,-0.00049943+0.0024201i,-2.023e-05+0.0025299i,0.0014663+0.0030537i,0.0018174+0.0021155i,0.0011911+0.00039693i,0.00040487+0.00076904i,0.00040362+0.0006961i,0.001234-0.000114i,0.00145+0.00028216i,0.00045853+0.00078426i,0.00021039+0.0012263i,0.00038328+0.00057289i,0.00012457-0.00052608i,0.00069009-0.0002361i,0.0010197+9.0847e-07i,0.00056405-3.9929e-05i,-9.8701e-05+0.00014922i,-0.00031156+0.00033293i,0.00013239+0.00072457i,0.00010035+0.00052569i
0.00082872+0.00032211i,0.0018317+0.0004781i,0.00099362+9.7948e-05i,0.00054388+0.00071791i,0.0006397+0.0011627i,0.0010386+0.00094678i,0.0013432-0.00018491i,0.001046-0.00060681i,0.0011241-4.5824e-05i,0.0005606-0.00015402i,-0.00053301-0.00034085i,-0.00082074-0.0010326i,-0.00061962-0.0014357i,1.3773e-05-0.001036i,0.00053743-0.00074594i,0.00039856-0.00060919i,0.00036523-0.00055672i,0.00041125-0.0011756i,-0.00058986-0.0012994i,-0.00082347-0.00037506i,-0.00050356-0.00014684i,-0.00059562+0.00013816i,-0.00022163+0.00058762i
0.0014271+0.00090426i,0.00078285+0.00073969i,-0.00027878+0.00071546i,-0.00036607+0.00050397i,-0.00074622+0.001079i,-0.0011353+0.0017111i,-0.00042249+0.001337i,0.00020514+0.00027521i,-0.0004703-0.0004286i,-0.00072873-0.00054084i,-0.00044264-0.00054057i,-0.0011847-0.00061796i,-0.0014604-0.00034734i,-0.0013175-0.00023919i,-0.0013632-0.00049044i,-0.0016469-0.00051i,-0.0012552-0.00013661i,-0.00041034+0.00043027i,-0.00062093+0.00072668i,-0.0015741+0.00044664i,-0.0014278+0.00015351i,-0.00084596+0.00062342i,-0.00027678+0.0010641i
-0.001523+0.00023607i,-0.00064504+0.0009892i,0.0010157+0.0011075i,0.0016711+0.0011281i,0.00078187+0.0021599i,0.0011339+0.0030832i,0.0018985+0.001499i,0.0015327+4.5324e-05i,0.00073958-0.00072193i,0.00015199-0.00071219i,6.9e-05-0.00034954i,-0.00019996+0.00015109i,-0.00055969+0.00078945i,-0.00024621+0.0005466i,0.00069213-0.00039366i,0.0010301-0.00056081i,6.7759e-07+6.6742e-05i,-0.00095284+3.9001e-06i,-0.00059659-0.00045385i,-0.00024-0.00021681i,-0.00085479+7.4551e-05i,-0.00068431-0.000323i,-0.00045416-0.00058552i
3.1872e-05-0.00048387i,-0.0011284-0.00052544i,-0.0014426-0.00064812i,-0.0015269+0.00039875i,-0.0012254+0.0015329i,0.00027133+0.0024872i,0.0015534+0.0014901i,0.0016433+3.9782e-05i,0.00092083+0.00052743i,0.00013398+0.001173i,-0.00010198+0.0010609i,0.00054945+0.001316i,0.00071604+0.0014642i,-3.9176e-05+0.00066407i,4.348e-05+0.00053251i,0.00042844+0.00062566i,2.899e-05-1.8344e-05i,-0.0002537+0.00025201i,-0.0002623+0.00010797i,-0.00015329-0.00015274i,-0.00015599-9.3833e-06i,-0.0003312+0.00054418i,-0.00039776+0.00049346i
0.00047596+0.0010801i,0.0010536+0.000356i,0.0024758+0.00080812i,0.0012513+0.0003348i,-0.00074549+0.00044575i,-0.00087371+0.00060155i,0.00012365-0.0001787i,0.0012664-0.00029272i,0.0021746-4.073e-05i,0.0019921-0.00029314i,0.001003-0.00048183i,0.00030608-0.00025824i,0.00034123-0.00091148i,0.0007971-0.0010917i,0.0010041-0.0010415i,0.0015089-0.0015589i,0.0017724-0.0006851i,0.0010813-0.00029018i,0.00059414-0.00085953i,0.00064351-0.0013738i,8.7739e-05-0.000858i,-0.00023254-9.5868e-05i,0.00020044-0.00032773i
-0.0014847-0.0029345i,-0.0013461-0.0032128i,-0.00191-0.0019787i,-0.0030837+0.0010284i,-0.0023879+0.0025468i,-0.00023911+0.0028872i,0.00026198+0.0023681i,0.00011197-0.00015204i,0.0010571-0.0019563i,0.0010861-0.001647i,-8.9309e-05+0.00013578i,-0.00034665+0.00037715i,-0.00023196-0.00022224i,-0.00072778+0.00014719i,-0.0002989+0.00018679i,0.00066933+0.00013594i,0.0005555-9.3576e-05i,0.0001992+0.00020409i,-0.00025608+0.00067949i,-0.00089127+0.00095317i,-0.00073535+0.00074419i,-0.00026586+0.00017101i,-0.00045603+0.00041352i
-0.0027751+0.0008547i,-0.0029339+0.001514i,-0.002646+0.001873i,-0.001214+0.0024646i,0.00050059+0.002215i,0.0018023+0.0021906i,0.0019662+0.0016921i,0.0015572+0.00017576i,0.00088011+0.00027445i,8.5396e-05+0.00035906i,-0.00052004+0.00028875i,-0.00049572-8.7418e-05i,-0.00032557-0.00055889i,4.5532e-06-0.00084406i,-0.00012667-0.00052995i,-0.00051041+5.759e-05i,-0.00038479+0.00037681i,-0.00059684+0.00047199i,-0.00086099+0.00062553i,-0.00037778+0.0006097i,0.00067485+5.205e-05i,0.0012038-0.00016475i,0.00074119+0.00022401i
-0.00013224+0.00086402i,0.00069817+0.0010424i,0.0013531+0.00070826i,0.0012698+0.00051779i,0.00052318+0.0011457i,0.00081093+0.0015213i,0.0016996+0.0010258i,0.0016339+0.00034178i,0.0010727+0.00048133i,0.00053057+0.00044104i,0.00038086+0.00019861i,-0.00026303+0.00030073i,-0.00065649+0.00034663i,-0.00022634+0.00098438i,2.9941e-05+0.001095i,0.00045077+0.00031531i,0.00054148+0.00043503i,0.00058905+0.0011674i,0.00082434+0.00090722i,0.00077912-0.00033365i,0.00079149-0.00065867i,0.00042825-8.6961e-06i,-0.00015162+0.00010061i
-0.0013313-4.0132e-05i,-0.0015977+0.0007976i,-0.0019685+0.0016218i,-0.0018995+0.0025483i,-0.0016588+0.0032902i,-0.00065862+0.0030828i,0.00043346+0.0020417i,0.001445+0.0012447i,0.0016821+0.0012606i,0.0019786+0.00051045i,0.0013317-0.000248i,0.00015281+0.00028138i,0.0002705+0.00095769i,0.00045843+0.00080211i,0.00044486+0.0012253i,0.00081069+0.00096354i,0.00078288-9.2739e-05i,0.00064518-9.4602e-05i,0.0010962+0.00020439i,0.00075184-0.00035526i,-5.3359e-05-0.00050433i,8.1592e-05+0.00040796i,7.6511e-05+1.5423e-05i
0.00017753-0.0017334i,0.00083237-0.0016349i,0.00064687-0.001788i,0.00068862-0.0011575i,0.0011402+0.00057366i,0.0014192+0.0019966i,0.0015159+0.00089921i,0.0013726-0.00047364i,0.00088383-0.00052511i,0.00012452-0.0005624i,-0.000615-0.00039208i,-0.00091278+0.00011013i,-0.00025217+0.00045333i,0.0001272+0.00048785i,-0.00059258+5.2504e-05i,-0.00043371+0.000341i,-4.8418e-06+0.00058992i,0.00015305+0.00041959i,0.00019387+0.00050597i,-0.0003012+0.00047723i,-0.00053787-0.00014694i,-0.00063902-0.00059863i,-0.00042386-0.00056105i
-0.0018908+0.002689i,-0.0011413+0.0033432i,4.0891e-05+0.0035854i,0.00033664+0.0024322i,0.00071326+0.0018133i,0.001248+0.0016433i,0.001503+0.00063475i,0.0016766-2.8893e-05i,0.0010497+3.8215e-05i,0.00066869-0.0003947i,0.00063297-0.00049726i,0.00070235-0.00025935i,0.0010754+0.00026888i,0.00038804+0.00026324i,1.0776e-05-0.0003677i,-3.0131e-07-0.00028317i,-0.00028491-0.00027801i,-0.00041686-0.0002604i,-0.00049895+8.0172e-05i,-0.00067826+0.00061129i,-0.0008099+0.00048291i,-0.00075578+0.00053845i,-0.00013909+0.00045646i
-0.00093299-0.0015355i,-0.00091135-0.001576i,-0.0021336-0.00080301i,-0.0020607+0.00016798i,-0.0013995+0.0020984i,0.0005076+0.0033263i,0.0014248+0.002136i,0.001027+0.00063211i,0.00045622-3.8509e-05i,-0.00050114+0.00032232i,-0.00063627+0.001127i,-0.0010503+0.0011351i,-0.001345+5.591e-05i,0.00010477-0.00029217i,0.00075389+0.00027339i,8.5033e-05+0.00062339i,-0.00011882+0.001095i,0.00036232+0.00090546i,0.00013752+0.00081951i,-0.0001998+0.00099594i,0.00027437+0.00049742i,0.00020009+0.00029621i,-0.00056536+0.00034265i
0.0017386-0.00050427i,0.0022144-7.1654e-05i,0.0018795-0.00073338i,0.00098295-0.00051708i,0.00045262+0.0012913i,0.00060738+0.0029926i,0.0010854+0.0015718i,0.0006717-0.0005789i,0.00010361-0.00013228i,0.0005344-0.00022247i,0.00078116-0.001439i,0.00032735-0.00091886i,-6.1062e-05-0.00058476i,-4.034e-05-0.00029546i,-0.00042295+0.00035023i,-0.00047708+5.4444e-06i,-0.00034309+0.00011312i,-0.00042678+0.00039263i,-0.00051437+5.2329e-05i,-0.0009251-0.00058453i,-0.00044733-0.0010269i,-0.00028542-0.00092796i,-0.00083926-0.0011402i
-0.0026056+0.00025897i,-0.0031281+0.0011286i,-0.0035956+0.0018893i,-0.0028297+0.0019351i,-0.0018092+0.002953i,-2.4696e-05+0.0030735i,0.0012103+0.0013658i,0.0015695-0.00057315i,0.0023061-0.00012649i,0.0021686+0.00049041i,0.0014794+6.3908e-05i,0.00067315+0.00037436i,0.00036915+0.00022171i,0.001114-0.00072092i,0.0012518-0.00065926i,0.00044217+0.0001719i,-0.00039981-3.2614e-06i,-0.00061806-0.00025813i,-0.00046757-0.00020929i,-0.00042185-0.00055956i,-0.00021328-0.00061703i,-0.00032197-0.00057561i,-3.3816e-05-9.3118e-05i
0.0011915+0.000524i,0.0021461+0.0010422i,0.0021632+0.00071007i,0.001943-0.00091046i,0.0014887-0.00034395i,0.0011087+0.0017218i,0.0018902+0.0010257i,0.0017605-0.00096943i,0.00031397-0.0011625i,-8.3446e-05-0.00078969i,-0.00023219-0.00047891i,-0.00022951+0.00029094i,5.8032e-05-3.9915e-05i,-0.00022351-0.0006766i,0.00032249-0.00084501i,0.00077266-0.00090283i,0.00020067-0.00034013i,-0.00029695+0.00014865i,-0.00045474+1.8007e-05i,-0.00077307-6.6479e-05i,-0.00044868-7.5286e-05i,-0.00029098-0.00017869i,-0.00051554-0.0004704i
-0.0014356+0.0013404i,-0.0013249+0.0016557i,-0.00067272+0.0011416i,0.00018555+0.0017776i,0.0010041+0.00237i,0.0014477+0.0018679i,0.0021508+0.001132i,0.0015462-0.00012272i,4.6133e-05-0.00062193i,-0.00037095+3.5411e-05i,-0.00037038+0.00035995i,-0.00035726+0.00036798i,-0.00063796+0.00038393i,-0.0012505-0.00034653i,-0.0010391-0.00083636i,-0.00030596-0.00098525i,-0.00038481-0.0010684i,-0.00054565-0.0006265i,0.00026372+0.00024405i,0.00091098+0.00040831i,0.00033018-0.00030342i,-0.00045566-3.0249e-06i,-0.00019026+0.00079765i
-0.0010732+0.0019866i,-0.00084206+0.0024526i,-0.00017609+0.0028887i,0.00012562+0.0019714i,-0.00014127+0.0025618i,-9.5742e-05+0.0027221i,0.00085409+0.001379i,0.00094418+0.00095618i,0.00013204+0.00074851i,0.00047636+0.00054964i,0.00060264+0.0010243i,0.0001913+0.00087191i,-0.00046075+0.00013687i,-0.00084199-0.00024758i,-0.00075223-0.00063444i,0.00035596-0.0005711i,0.0013074+0.00084845i,0.00037504+0.0018332i,-0.00050899+0.00036555i,-0.00038663-0.0010933i,-0.00041092-0.00091628i,-0.00082759-0.0004809i,-0.00012249-0.00020678i
0.00033257-0.002914i,-8.592e-05-0.0024027i,-0.00082859-0.0011379i,-0.001031-0.00019164i,-0.0008869+0.0010798i,4.7084e-05+0.0029332i,0.0013602+0.0029318i,0.0013222+0.0004195i,0.00082317-0.0014892i,0.00040348-0.0013395i,-0.00023039-0.0010035i,-0.00088131-0.00052497i,-0.0006352+0.00011536i,8.8543e-05+0.00044639i,-5.3825e-05+0.0003606i,-0.00052276+4.1683e-05i,-0.00039022-0.00013153i,0.0003099-0.00018831i,0.00081907-0.00062688i,0.00054121-0.0010198i,0.00033904-7.9169e-05i,-5.3805e-05+0.00045186i,-0.00010784-0.00032735i
-0.00175+0.00027493i,-0.00076278-0.00021285i,0.00018706+0.00029465i,0.0001882+0.0011889i,0.00044234+0.0022858i,0.0013729+0.0027608i,0.0011992+0.0015095i,0.0010132-0.00014926i,0.00072889-0.00057631i,0.00051527-0.0008768i,0.00036975-0.0013201i,0.00023102-0.0010057i,3.4953e-05-0.00097414i,-0.00045602-0.0010286i,-0.00049108-0.00070098i,0.0001872+0.00026209i,0.00035967+0.00095723i,0.00014078+0.00085418i,-0.00030632+0.00047333i,-0.00034172-4.4878e-05i,-3.924e-05-0.00032485i,-0.00016543-0.0009003i,8.8658e-05-0.00080599i
-0.0014277-0.00027875i,-0.0010589-3.7182e-05i,-0.0015531+0.00031061i,-0.0018328+0.00015684i,-0.0011425+0.00058755i,-0.00028371+0.0016179i,7.445e-05+0.0013121i,-0.00012934+0.00040841i,2.0077e-05+0.00010724i,-0.00029168+0.00032336i,-0.00097259-0.00036652i,-0.0013115-7.9022e-05i,-0.00090918+0.00045516i,-0.00028804+5.0809e-05i,-0.00026927-0.00016453i,7.0307e-05-0.0002922i,2.4527e-06-4.6883e-05i,-0.00053899+0.00016285i,-0.00084468+0.00044292i,-0.00029612+0.00022617i,0.00010783+0.00035157i,0.00030658+0.0011039i,0.00027269+0.00080208i
0.00096489-0.00099244i,0.0012947-0.0014535i,0.00040693-0.00099449i,-0.00039086+0.00022716i,-0.00057007+0.0017753i,-0.00068083+0.0029317i,-8.752e-05+0.0022437i,0.00061655+0.0002385i,0.0010118+0.00011121i,0.00075366+0.00051356i,-0.00024427-0.00012917i,-0.00068376-0.00044122i,-0.00024815-6.5393e-05i,0.0001127+0.00043894i,-0.00060419+3.7186e-05i,-0.00126-0.00023704i,-0.00092238+0.00041576i,-0.00049019+0.00058692i,6.8561e-06+0.00045954i,0.00018265+0.00016548i,0.00027861-0.00013023i,0.00047874-0.00021349i,0.00087865+0.00026041i
0.00094995+0.0028455i,0.00094111+0.0029121i,0.00055599+0.0021751i,1.7793e-05+0.00061093i,0.00043088+0.00013123i,0.0012386+0.00053023i,0.001774+0.00079301i,0.0018075+0.00081604i,0.00077412+0.00087521i,0.0002817+0.00053148i,0.00027018+0.00096087i,0.0005897+0.0013955i,0.00026243+0.00096412i,-0.00042667+0.00014924i,-0.0004277-0.00034351i,2.086e-05-0.00026469i,0.00081613-0.00048717i,0.0010304-0.00076232i,0.00024962-0.00031616i,-0.00040376-0.0006498i,-0.0007105-0.0010137i,-0.0010376-0.00076885i,-0.00082516-0.00050302i
-0.00097729+0.00066842i,-0.00018677+0.0011224i,0.00046399+0.0015745i,-0.00025891+0.0022827i,-0.0013594+0.0025636i,-0.000892+0.0020939i,0.00043475+0.00095304i,0.0009699-0.00034876i,0.00086969-0.00086855i,0.00069442-0.00059003i,0.0009254-0.00071879i,0.00058232-0.0011481i,0.0011401-0.00053645i,0.0015414-0.00030857i,8.5803e-05-0.00071284i,-0.00039913-9.1067e-05i,8.022e-05+0.00053197i,0.00051088+1.3862e-05i,0.0005573-0.00051259i,0.0003875-0.0011311i,0.00019485-0.00084521i,-0.00025891-0.00014805i,-0.0003018+0.00035859i
-0.0021921-2.1111e-05i,-0.0017927-0.0005677i,-0.0016433-0.00055069i,-0.00086064+0.0007616i,-0.00018988+0.0023077i,0.00051878+0.0036876i,0.0015663+0.0030304i,0.001902+0.00072231i,0.0005216-0.0002942i,-0.0012117-0.00054038i,-0.0012014-0.00071903i,-0.00049182+4.1159e-05i,-0.00031808+0.00023517i,-1.8442e-05-0.00015225i,0.00014176-0.00039029i,0.00015204-0.0008337i,0.00090037-0.0013888i,0.0012444-0.00089559i,8.5707e-05+0.00035901i,-0.00037286+0.00074376i,-0.00027211+1.859e-05i,0.00025935-0.00050215i,0.00049637-0.00046082i
0.00030396+0.0032788i,0.0010023+0.0034545i,0.000818+0.0019485i,0.00035698+0.0012789i,0.0010313+0.002616i,0.0014011+0.0032655i,0.0017187+0.0017258i,0.0016402+0.00014529i,0.00052448-4.6295e-05i,-0.00073273-0.0002124i,-0.0010248-0.00064253i,-0.00067181-0.00025818i,-0.00066724-0.00011586i,-0.00047792-0.00036948i,0.00046545-0.001103i,0.0011385-0.0019222i,0.00095547-0.0014721i,0.00055824-0.00017226i,0.00050286-0.00024507i,0.00021289-0.00037897i,-6.3416e-05+0.00062741i,4.6042e-05+0.00073194i,0.00087629+0.00076121i
-0.00052898-0.0001775i,-0.0012752+0.00019249i,-0.001235+0.0010897i,-0.0011486+0.0018854i,-1.3596e-05+0.0032238i,0.0010896+0.0038975i,0.0011483+0.0019176i,0.0014697+0.00074372i,0.0011646+0.00071768i,0.00083888-1.391e-05i,0.0010428-2.8615e-05i,0.00098526+0.00050607i,0.00058945+7.1292e-06i,0.00035886+0.00044308i,0.00061419+0.0006829i,0.00068926+1.113e-05i,0.0004824+0.00029647i,0.00047095+0.00044348i,2.9494e-05-8.5197e-05i,-0.00017046+0.00018279i,-0.00035302+0.00052545i,-0.0012259+0.00054529i,-0.00079988+0.00085147i
0.00042026+0.00017632i,0.00095406+0.0011817i,0.00041296+0.00067226i,-0.00019084+3.4997e-05i,0.00026865+0.00035733i,0.0012196+0.0014796i,0.0015872+0.0018121i,0.0013454+0.0010104i,0.0014909-1.8213e-05i,0.0013397-0.00011953i,0.00068978-0.00037383i,0.00019969-0.00014375i,0.00065573+0.00038817i,0.0009672+0.00010882i,0.00035461+0.00025092i,5.8177e-05+2.0885e-05i,-0.00024146-0.00043022i,0.00016377+8.4319e-06i,0.00017019+0.00029708i,-0.00029652+0.00043834i,3.7855e-06+0.00060972i,9.53e-05+0.00044069i,-0.00018732+0.00050346i
5.7109e-05+0.0011209i,-0.00095108+0.0023083i,-0.00033733+0.0011795i,-1.7232e-06+0.0010387i,-0.00042717+0.001854i,-0.00021164+0.0023383i,0.00045736+0.0016432i,0.00093319-0.0004479i,0.00088642-0.00127i,0.00072733-0.0008061i,2.1819e-05-0.0012482i,-0.00022704-0.00077546i,4.6189e-05-0.00050684i,-0.00075949-0.00070269i,-0.00082297-0.00063506i,-4.7376e-05-0.00091696i,-8.305e-05-0.00089438i,-0.00029696-0.00080845i,-0.00028708-0.0010174i,-0.00016329-0.00050058i,-0.00039704-0.00035874i,-0.00079526-0.00060431i,-0.00020005-0.00078657i
-8.4939e-05-0.00088711i,-0.00020589-0.001125i,0.00026066-0.0016737i,-0.00066649-0.0012232i,-0.0015804+0.00077298i,-0.00056014+0.0021584i,0.00067068+0.0012481i,0.00054416-0.00017904i,0.00049957-0.0002141i,-0.00013053-0.0002699i,-0.00043342-0.00021561i,-0.00066741+0.00049787i,-0.00081338+0.00039107i,-0.00055161-0.0004555i,-0.0001867-0.00055045i,-0.00013528-0.00036677i,-0.00048542+0.0001077i,-0.00068527+0.00078966i,-0.00028158+0.00068282i,0.00025566-0.00010248i,0.0003253+5.8035e-05i,-0.0001367+0.00027652i,-0.00012928-0.00017021i
-0.00090718-0.0026327i,-0.00060977-0.0025701i,-0.0011848-0.0028078i,-0.0003753-0.0016445i,0.00030843+0.00045847i,0.00050723+0.002344i,0.0010216+0.0020452i,0.00090948+0.0002479i,0.00025706+7.9771e-05i,-0.00011063+0.00023484i,0.00018878-0.00060373i,0.00043161-0.00047015i,0.00092164+0.00023748i,0.0004766+0.00058683i,-0.00044553+0.00032964i,-0.00076365+0.00034742i,-0.00050516+0.0010165i,0.0005249+0.0010232i,0.00086847+0.0005776i,0.0010036+0.00031604i,0.0005814+0.00072851i,-0.00054631+0.0010226i,-0.00053907+0.00045529i
-0.00063673-0.00066206i,-0.00020394-0.00052398i,0.00016185-0.00014577i,-0.00046926+0.0013401i,-0.0013618+0.0030579i,-0.00056392+0.0034457i,0.0017337+0.0017639i,0.0026181-0.00048865i,0.0013391-0.0011376i,0.00096661-0.00055427i,0.0013106-0.00039436i,0.00037999-0.00045394i,0.00023224-0.00061241i,0.00071935-0.00098706i,0.00038519-0.00080465i,-0.00043442-3.7567e-05i,-0.00031554-0.00013007i,0.00071545-0.00018653i,0.0011944+5.9038e-05i,0.00047547-0.00034904i,0.00059931-0.00017733i,0.00056617+0.00012951i,-1.0347e-05-0.00031794i
3.7536e-06-0.0019408i,-0.00038843-0.0021619i,-0.00042179-0.0028055i,-0.0011154-0.0022925i,-0.0018733-0.00076296i,-0.00095802+0.0010272i,0.00068214+0.0011201i,0.00077915+0.00059251i,-6.2572e-05+0.00023568i,5.5006e-05-0.00064072i,-0.00015701-0.00078756i,-0.0005216-0.00065357i,-0.00025059-0.00033936i,-0.00035769-0.00046865i,-0.00063503-0.00041393i,3.0594e-05-0.00011248i,0.00043875-9.2079e-05i,0.00017802+5.9106e-05i,0.00062324-0.00012687i,0.00088759-0.00017351i,0.00047032-0.00046117i,-6.0211e-05-0.00044556i,0.00042137+6.0646e-05i
0.0020433-0.00039171i,0.0022481-0.00062967i,0.0026246-0.00067483i,0.0018284+0.00033106i,-0.00030933+0.0023761i,-0.00091607+0.003601i,0.00064528+0.0026858i,0.001679+0.00063823i,0.0014527-1.5354e-05i,0.00048377-0.00056678i,-0.00013751-0.0012364i,-0.00066054-0.00040999i,-0.0013956+0.00045815i,-0.0011152-0.0002893i,-0.00093699-0.0004152i,-0.0015685-0.00051801i,-0.0017216-0.0010654i,-0.0010204-0.00029321i,-0.00038883-0.00032551i,-9.9451e-05-0.0013536i,0.00054034-0.0015612i,0.00048667-0.00082524i,-0.00022584-0.00021084i
