7.0385e-05+0.0011341i,0.0010488-0.00031104i,0.00030523-0.001813i,-6.5531e-07-0.0015814i,-0.00036878+5.8354e-06i,-0.00099281+0.0012507i,-0.00046692+0.0016277i,-4.8156e-06+0.0013589i,-0.00013891+0.00048841i,9.3454e-05-8.787e-05i,0.00038213-0.0001997i,0.00025018-0.000183i,0.00015567+6.0907e-06i,7.7125e-05+0.00092273i,-0.00012058+0.0015455i,-0.00039917+0.0011614i,-0.00041323+0.00070783i,-3.4893e-05-7.5729e-05i,0.00060338-0.00090835i,0.0005622-0.00034732i,0.00034782+0.00053989i,0.00056825+0.00036592i,0.00089758+0.00010026i
-0.0010012-0.00026423i,7.5899e-06+0.00074717i,-3.0508e-05+0.0020749i,-5.4879e-05+0.0024887i,0.0012539+0.0014647i,0.0019599-0.00024562i,0.0009548+7.6971e-05i,-7.0291e-05+0.001158i,0.00031842+0.00035439i,7.4499e-05-3.0468e-06i,-0.00062951+0.00065355i,-0.00018481+0.00021012i,2.8547e-05-0.00040196i,4.1999e-05-2.2718e-05i,0.0006459-4.253e-05i,0.00070662-0.00011467i,0.00032733+0.00014976i,-0.00013065+0.00045401i,-0.00076012+0.00010285i,-0.00011687-0.00096802i,0.00074999-0.00074035i,0.00033643-0.00031771i,-4.5294e-05-0.00044491i
0.00022395+0.002048i,0.00051239+0.0013167i,0.00061547+0.0010545i,0.0014242+0.00047649i,0.0013588-0.00053306i,0.00062926-0.00087952i,0.00017826-3.9921e-05i,0.00030258+0.00087184i,0.00055802+0.00063729i,-0.00023301+5.483e-05i,-0.0013188+0.0002205i,-0.0015413+0.00042256i,-0.001274+0.00032228i,-0.0010909+0.00081198i,-0.00072073+0.0011668i,-0.00048895+0.0013671i,-0.00020951+0.0014219i,0.00018312+0.00065289i,0.00087732-5.5663e-05i,0.0008066-0.00014757i,0.00048618-0.00095656i,0.0006133-0.0013759i,0.00060822-0.00049478i
0.0019857-0.00083653i,0.002151-0.0016231i,0.0024559-0.0012754i,0.001273-0.00055047i,-0.00087344-0.00054327i,-0.0017983-0.00064911i,-0.0012357-0.00014839i,-9.029e-05+0.00040519i,0.00034149-5.9504e-05i,-5.96e-05-0.00036383i,-0.00028616-2.123e-05i,-0.00017287+0.00050181i,-0.00088917+0.00072244i,-0.00070884+0.00034083i,0.00066998-0.00010046i,0.00067871-8.0342e-05i,-1.166e-05-6.2027e-05i,-0.00026804-0.00015363i,0.00023065-0.00024958i,0.000872-7.2485e-05i,0.00066929+0.00024729i,0.00051523+1.1491e-05i,0.00075715+0.00014844i
0.00022218+7.7205e-05i,-0.00064629+0.0010322i,-0.0016416+0.0011695i,-0.0014782+0.00096433i,-0.0016695+0.0010475i,-0.0021032+0.00063737i,-0.0012176+0.0003297i,-0.000505+0.00095531i,-0.00034891+0.00099825i,-0.00010419+0.00048739i,-0.00019947+0.00055815i,-0.0005784+0.00049198i,-9.4548e-05-0.00012883i,-0.00039935+0.00062519i,-0.00055983+0.0013186i,-0.00019276+0.00072548i,-0.00026329-0.0001388i,-0.00028716-0.0003677i,-0.00061385-0.00027209i,-0.00040289-0.00040307i,-0.00039187-0.00057846i,-0.0002288+0.00031914i,0.0005244+0.00067375i
-0.0032761-0.00064951i,-0.0031527-0.00061851i,-0.0042771-0.00034578i,-0.0031125+0.00059665i,-0.00021636+0.0011252i,0.00093947+0.00067528i,0.00054167+0.00060004i,6.2669e-05+0.00075864i,-7.3001e-05+0.0010481i,-0.00071354+0.0020908i,-0.00062472+0.0017908i,0.00015723+0.00050091i,0.00020875+0.00024064i,0.00030963-0.00031976i,0.00076373-0.00086651i,0.0011408-0.00055758i,0.00063473-0.0010972i,0.00023749-0.00085051i,0.00046551-0.00034083i,0.00030925-0.00097056i,6.7757e-05-0.0010924i,-0.00028864-0.00081783i,-0.0003437-0.00081096i
0.00057874+0.00017224i,0.00068882+0.00015873i,0.001336-4.8786e-05i,0.0020531+0.0012693i,0.0013162+0.0016718i,0.00011214+0.00031416i,-0.00011979+0.00050673i,9.1914e-05+0.0010114i,0.00011609+0.00046166i,-0.00089812+0.00041064i,-0.0014057-0.0001379i,-0.0011095-0.0007322i,-0.00093142-0.00060284i,-0.00026291+0.00021319i,0.00030356+0.00077633i,0.00062231+0.00039507i,0.00079135-0.00013781i,0.00064193-0.00021711i,0.00021339+8.1673e-05i,0.00011296-1.2529e-05i,-0.00010195-0.00011244i,0.0008686+0.00010383i,0.0018616+0.00015758i
0.0001602-0.00087932i,-0.00019603-0.00074084i,-0.00091727-0.0012379i,-0.0018634-0.0012339i,-0.00085163-0.0007523i,0.00017521-0.00019822i,-0.00070219+0.00011086i,-0.00064544+9.7515e-05i,0.00057154+0.00015081i,-1.6309e-05+0.00060855i,-0.00091855+0.00044728i,-0.00091727+0.00064158i,-0.00041198+0.00065523i,0.00010521+0.00010253i,0.00024875+0.00025288i,0.00060326+2.6313e-05i,0.00047729-0.00026566i,0.00011736-0.0001735i,0.00019906+0.00025001i,0.00016934+0.00029735i,0.00053687+0.00017567i,0.00047344+0.0003093i,0.0003891+0.00011355i
-0.00069302+0.0012823i,-8.713e-05+0.0022487i,0.0012208+0.002564i,0.0021432+0.0016274i,0.002419+0.00077384i,0.001323+0.00048128i,0.00016371+0.00065497i,0.00014915+0.00081066i,0.00042883+0.00045565i,-0.0003869+0.0002842i,-0.000932+0.00031315i,-0.00020036+0.00028713i,-0.0007647-8.5256e-05i,-0.0018091-0.00042762i,-0.0016285+0.00043131i,-0.00094237+0.00072023i,-0.00084833-7.0215e-05i,-0.0006287-0.00041191i,9.9832e-05-0.00023447i,0.00050504+0.00044461i,0.00059464-0.00012265i,0.00066371-0.00096898i,0.00032892-0.00063961i
-0.0020411-0.00034112i,-0.0030563+0.00049353i,-0.0048986+0.00098793i,-0.0043458+0.0011839i,-0.0024828+0.00048207i,-0.0012863-0.00075398i,-0.0004506-0.00096025i,-0.00062492+0.00027199i,-0.00071733+0.0010628i,-0.00063657+0.0013464i,-0.00074596+0.0014415i,-0.00027294+0.0012705i,5.6393e-05+0.0010358i,-0.00027622+0.00058103i,-0.00041181+0.00017448i,-0.00048473-0.0005115i,-0.00059-0.00088022i,-0.00011675-0.0010525i,5.2802e-05-0.00094006i,0.00016666-0.00063579i,0.00021297-0.00050193i,0.00050021+0.00010158i,0.00096222+0.0008074i
-0.00022117-0.00032503i,0.00077063+0.0013588i,0.0018456+0.0019771i,0.0023409+0.00095382i,0.0022171+0.00047329i,0.0018081-0.000185i,0.00062453-0.0002351i,2.102e-05+0.00025385i,-4.4996e-05+0.00060151i,-0.0013965+0.00045374i,-0.0022932-0.00038983i,-0.0011314-0.00086758i,0.00034091+4.3094e-05i,0.00046838+0.0011094i,0.00038528+0.00051812i,0.00080008-0.00010404i,0.00061398-0.00063761i,-0.00048968-0.00076168i,-0.00030144-0.0006841i,0.00068562-0.00052252i,0.00081622-0.0003879i,0.0003414-0.00096073i,0.00035842-0.00093975i
0.00086863+0.0023506i,0.00032989+0.001748i,-0.00011722+0.0021227i,0.00047585+0.0028686i,0.0009699+0.0018641i,0.00080127-0.00016252i,0.00086529-0.00043793i,0.0011889+0.00045144i,0.00063921+0.00078175i,0.000141+0.00064244i,-9.4935e-06-0.00023742i,-0.00091213-8.6913e-05i,-0.00086429+0.00025086i,-0.00050977+9.2567e-05i,-0.00042952+0.00057525i,-5.863e-05+0.00079707i,-0.00028751-0.00012019i,-0.0008347-0.0013024i,-0.00073914-0.0015346i,-0.00032048-0.00075081i,0.00021093+0.00074i,0.00064371+0.0011354i,0.0004691+0.00076633i
-0.00021927+0.0017259i,0.00062264+0.0011959i,0.0016896+0.00064753i,0.0017692-0.00067445i,0.0011852-0.001974i,0.00025074-0.0020568i,-0.00017042-0.00072895i,-0.00026119+0.0005776i,-0.00071797+0.00076166i,-0.0008664+0.00036891i,-0.00095577+0.00067595i,-0.00085427+0.00054213i,-0.001169+0.00025277i,-0.0014436+0.0007523i,-0.00080355+0.00024135i,-5.8045e-05-0.00047743i,-0.00027556-0.00026016i,0.00014917-0.00038529i,0.00078111-0.00046588i,0.00040376+0.00017503i,0.00045048+0.00084724i,0.00078687+0.0015361i,0.00081449+0.0013997i
0.0011308-0.0021i,0.00030543-0.0016304i,0.00019112-0.00024236i,0.00015017+0.00098671i,0.00054474-0.00021693i,0.00069658-0.0011198i,0.00010159-0.00040622i,-0.00039242+0.00055831i,-0.00065093+0.0009207i,-0.0013762+0.00084921i,-0.0018601+0.00105i,-0.0012885+0.0010864i,-0.00053069+0.0010574i,-0.00050157+0.00079248i,-0.00057089+0.00026932i,-0.00046932+1.8761e-06i,-4.4705e-06-8.0702e-05i,0.00013912-0.00021109i,-0.00023403-0.00060704i,-0.00063035-0.00016611i,-7.7843e-05+0.00023117i,0.00016004+0.00067109i,-0.00034158+0.00098615i
0.00015221+0.0012264i,0.00024928+0.0011157i,-0.00032386+0.0011366i,-0.0012051+0.00054685i,-0.00089925-1.7909e-05i,-5.5777e-05-0.00070282i,1.1771e-05-0.00051936i,0.00020686+0.00094923i,0.00079535+0.0014752i,0.0010103+0.00067444i,0.00012882+0.00011447i,-0.0006858+0.00024137i,-0.00018476+0.00062103i,-3.7541e-05+0.00045877i,-0.00064539-0.00013569i,-0.00084278-0.00019658i,-0.00027579+3.8398e-05i,-0.00028868-7.9435e-05i,-0.00061498-0.00041331i,-0.00018805+9.599e-05i,0.000286+0.00068414i,0.00061982+0.00028709i,0.00047515-0.00076469i
0.0013114-0.00036868i,0.0021795-0.00051258i,0.002143+0.00024632i,0.0027935+0.00034449i,0.0022613-0.00074524i,0.00099042-0.0013343i,-0.00036668-0.00053517i,-0.00074549+0.0011409i,-7.4639e-05+0.0017403i,-0.00037456+0.00096333i,-0.0013132+0.00031945i,-0.0015507-0.00010022i,-0.00098676+0.00021295i,7.1595e-06+0.0010403i,0.00071597+0.0010491i,0.0012635+0.0003785i,0.0016318+1.4229e-05i,0.00078073-0.00071826i,-0.00022259-0.0012624i,-0.00061818-0.0012158i,-0.00032322-0.00054145i,9.0053e-05-0.00052643i,0.00018161-0.00038314i
-0.00074853+0.00044419i,-8.4142e-05+0.00062827i,-0.00030811+0.00079753i,-0.00077159+0.00080096i,-0.00023636+8.4347e-05i,0.00068599-0.00086655i,0.0010087-0.00042747i,-0.00014455+0.00046564i,-0.00071162+0.00022547i,-0.00028143+0.00010627i,-0.00058315+0.0012081i,0.00027003+0.0017736i,0.00038276+0.0012988i,-0.0002397+0.00087997i,-0.00033447+0.0004417i,-0.00020011-0.00012926i,-3.5867e-05-0.0005129i,-0.00043197-0.00035845i,-0.00068525-0.00037053i,-0.00052395-0.0006312i,-0.00038301+2.971e-05i,-0.00049166+0.00075887i,-0.0002482+0.0014887i
0.0023534+0.00095072i,0.0029778+0.00035422i,0.0027858+0.00054945i,0.0016717+0.00024984i,0.0010609-0.00043004i,0.00021567-0.00079628i,1.2612e-05-0.00049088i,0.00016695-0.00016718i,-0.00015107-0.00075274i,7.3759e-05-0.0014173i,-1.4608e-05-0.00081063i,-0.00028831-9.6478e-06i,-0.0010059+3.0584e-06i,-0.0014932+0.00015831i,-0.0011874+0.00072719i,-0.00076354+7.2997e-05i,-0.00062392-0.00064828i,0.0002232-4.8764e-05i,0.00096601+7.4632e-05i,0.0014233-0.00039411i,0.0010418-0.00030407i,0.0005698+6.4344e-05i,0.00075379-0.00011458i
0.0019349+0.00073523i,0.0014461-2.9509e-05i,0.00089133-0.00099626i,0.00071612+1.8092e-05i,0.00096351+0.00033792i,0.00055537-0.00033158i,-0.00049874+0.00048029i,0.00011208+0.0018156i,0.00081684+0.0020739i,0.00047071+0.001589i,0.00020463+0.0013373i,0.00016997+0.00075173i,-4.8432e-05+0.00033851i,-0.00031986+0.00075739i,-0.00045813+4.8125e-05i,0.00017475-0.00068873i,0.00034123+3.1651e-05i,-0.00064272+9.9285e-05i,-0.00064411-0.00046198i,0.00054331-0.00036092i,0.00032422+0.00017959i,-0.00022729+0.00017185i,0.00034933-6.4469e-05i
-0.0010269-0.00041101i,-0.00094464-1.5571e-05i,-0.00083794+0.00072533i,-0.00047471+0.0010958i,-0.00032809+0.00010176i,0.00010949-0.00093932i,-6.5627e-06-0.0011394i,0.00010212-0.00054158i,-0.00058987-0.00033385i,-0.0014214-0.00029051i,-0.0011846-0.00027646i,-0.00010825-0.0002627i,0.00012101-0.00072479i,-0.00032741-0.00019979i,-0.00032259+0.00036622i,-0.00015724-0.00048124i,-0.00065196-0.00062743i,-0.00064001-0.00047419i,0.00021027-0.00066356i,0.00084134-0.000609i,0.00014947-0.00026671i,0.00021977-0.00016808i,0.00096277+0.00023577i
0.00084929-0.002115i,-0.00095438-0.0026393i,-0.0024582-0.0029107i,-0.0018938-0.0018206i,-0.001591-0.00050455i,-0.0020916+0.00027902i,-0.0012325-9.1648e-05i,-0.00016968+0.00017599i,-0.00022251+5.2405e-05i,-0.00036301-0.00015453i,-0.00067264+0.0001297i,-0.00068821+6.7503e-05i,-4.9202e-05+0.00018987i,9.8433e-05+0.00029077i,0.00016338+0.00028543i,0.00036141+4.0219e-06i,-4.7829e-06-0.00018421i,-0.00014124-0.00055818i,8.2804e-05-0.00041051i,0.00026749+4.0941e-05i,0.00060595-8.9303e-05i,0.00034575-0.00034675i,0.0001209-0.00030104i
-0.00033472+0.00026827i,-0.00040743+0.00060329i,-0.00067041+0.0022646i,-0.0014561+0.0035205i,-0.0016786+0.0029682i,-0.00046877+0.0020037i,0.00066821+0.0019819i,0.0014209+0.002118i,0.0014734+0.00092674i,0.00074453-0.00039i,-4.2631e-05-0.00073577i,-0.0011989-0.00085313i,-0.0015459-0.00047302i,-0.0012148+0.00071214i,-0.00062182+0.0013009i,-0.00059694+0.00099701i,-0.00079179+0.00020302i,-0.00033246-0.00034984i,-3.7193e-05-0.00019982i,8.8694e-05-4.32e-05i,0.00031331-0.00015284i,0.00038732-0.00018193i,0.00049945-0.00071832i
0.0013237+9.6222e-05i,0.00074373-0.0011119i,0.001836-0.0022604i,0.0023154-0.0026274i,0.0015528-0.0022151i,5.5414e-05-0.0015697i,-0.00074827-0.00074347i,0.0001409+0.00055238i,9.5361e-05+0.00026593i,-0.00079819-0.00028557i,-0.00072341+0.00019921i,-0.00022665+0.00091254i,-0.00016372+0.0011881i,-6.5255e-06+0.00064231i,-0.00017639-0.00010508i,-0.00037835-0.00031762i,-6.8394e-05-0.00053004i,7.2359e-05-0.0003344i,-0.00093346+0.00014721i,-0.00051683-0.00030995i,-5.048e-05-0.00029024i,1.548e-05+0.00011093i,0.0010043+0.00099568i
-0.00077892-0.00041282i,-0.00058304+0.00010921i,-8.9925e-05+0.00051394i,-0.00025285-5.735e-05i,-6.8925e-05-0.00027777i,-6.5603e-05-0.00057093i,-0.00014987+0.00034102i,-0.00077728+0.0015409i,-0.00061563+0.00085321i,0.00029534+6.321e-05i,0.00057131+3.3843e-05i,0.00036208-0.00024231i,0.00054828-0.00066054i,0.00054906+0.00051111i,9.028e-05+0.0013501i,9.4178e-05+0.00013964i,0.00060412-0.00055603i,0.00035516-0.00056551i,0.00013991-0.00057799i,0.0003416-0.00064476i,0.00033315-0.0003282i,0.00011104-0.00012566i,0.00018625+0.00036433i
0.0027223-0.00088908i,0.0010472-0.0022732i,0.00070345-0.0026784i,-2.8852e-05-0.0038538i,-0.0015454-0.0035689i,-0.0026693-0.0018732i,-0.0022467-0.00051448i,-0.00098686+0.00014846i,-5.7214e-06+9.8248e-05i,-0.00059566+0.00013654i,-0.0012368+0.00023646i,-0.00046282+0.00011337i,0.00035376-0.00033616i,0.00042678-0.00018545i,0.00037243+0.00071261i,-0.0001397+0.00087394i,-0.00076235-1.1862e-06i,-0.0010389+9.6884e-05i,-0.0011942+0.00048902i,-0.00030733-0.00017497i,0.0003882-0.00080195i,0.0006303-0.00046817i,0.00076362+0.00010139i
-0.0015067+1.8612e-05i,-0.00036706+0.00095564i,-5.185e-05+0.0029583i,0.00041244+0.0037759i,0.00071369+0.003353i,0.0001916+0.0023229i,-0.00028783+0.0014442i,0.00025354+0.0011016i,0.0010198+0.0013619i,0.00067148+0.0010839i,-0.00050746+0.00030701i,-0.0010915-7.8689e-06i,-0.00092088+0.00062281i,-0.00039009+0.0010488i,-2.3748e-05+0.00055721i,0.00041151+0.00028084i,0.00085045-0.00017347i,0.00055973-0.00060631i,-5.1327e-05-0.00010415i,-0.00018156-0.00015925i,0.00076203-0.00060227i,0.00093705-0.00033954i,0.00067313-0.00036067i
-0.00018873+0.0011998i,-0.00019943+0.00073734i,0.00027268+0.00026847i,0.00066887-0.00018078i,0.0004836-0.00020476i,0.00019983-0.00081013i,-0.00024489-0.00055356i,-0.0001317+0.00075683i,-0.00064883+0.0015517i,-0.0011306+0.0013604i,-0.0016148+0.00041642i,-0.0019581-0.00052048i,-0.0027367-0.0002983i,-0.0025212+0.00056244i,-0.00063052+0.00063916i,5.608e-05-1.4886e-06i,-0.00045162-0.00046496i,-0.00021448-0.00051417i,1.866e-05-0.00053951i,2.4624e-05-0.00049144i,-9.7667e-05+9.3183e-05i,-4.4962e-05+0.00057863i,0.00076711+0.00043986i
-0.00084624+0.0013423i,0.00026956+0.00065686i,0.0017299-0.00059969i,0.0018564-0.0024145i,0.0020717-0.0021924i,0.0021283-0.0015533i,0.0012833-0.0007985i,0.0010085+0.00062842i,0.00019895+0.00079041i,-0.0014661+0.00057469i,-0.0014448+0.0011062i,-0.0012738+0.0015718i,-0.0016943+0.0013758i,-0.00082954+0.00073728i,0.00021905+0.00015919i,0.00065083-0.00023694i,0.0012042-0.00067728i,0.001191-0.0014784i,0.0005145-0.0015292i,9.8937e-05-0.00090319i,-0.00042433-0.00078863i,-0.00077431-0.00035881i,-0.00062655+2.4229e-05i
2.8535e-05+0.0011541i,-0.0020307+0.0011914i,-0.003301+0.0020826i,-0.0034904+0.0023526i,-0.002041+0.0013928i,-0.00061091+0.0012519i,-0.00069851+0.0021599i,-0.00085478+0.0023157i,-0.00097597+0.0014892i,-0.00078158+0.00045307i,-0.00012712+6.6099e-05i,-1.5111e-05+0.00010919i,-0.00037565+0.00039781i,-0.0012054+0.0012736i,-0.001362+0.0011379i,-0.0015491+0.00024379i,-0.0019274+4.3019e-05i,-0.0012621-0.00038314i,-2.6839e-05-0.0010738i,0.00021408-0.0011004i,-0.00017348-0.0010348i,0.00011448-0.0003016i,0.00019879+0.00077517i
2.3102e-05-0.00026776i,0.0006426-0.00044533i,0.0016042-0.0010225i,0.0021741-0.0010035i,0.0014235+5.5121e-05i,0.00038331+0.00032948i,-0.00018472+0.00035179i,-0.001014+0.00076327i,-0.001218+0.00083344i,-0.0013608+0.0013128i,-0.0010686+0.00084178i,-0.00023901-0.0003731i,-0.00028579-0.00055369i,-0.00017147-0.00023405i,0.00029757-0.00027726i,4.449e-07-0.00027918i,-0.00044871-3.3938e-05i,-0.00017901-0.00029243i,-6.0628e-05-0.00051169i,-0.00011664-0.00020306i,-0.00061017-0.00013142i,-0.00022489-0.00065919i,9.9317e-05-0.00072548i
0.00060428-0.00026238i,0.00013007-7.4111e-05i,-0.00095412+0.00011164i,-0.00067698-1.3274e-05i,0.00042162-7.9215e-05i,0.00028011-0.0002242i,-0.00024008+0.00025794i,0.00013833+0.0001056i,-0.00072828-0.00012809i,-0.0019962+0.00029287i,-0.00086344+0.0004523i,0.00035236+0.0001004i,2.5756e-05-0.00086819i,-0.00068858-0.00049411i,-0.00034346+0.00024727i,0.00079416-0.00029143i,0.0010303-0.00079122i,0.0013299+0.00038087i,0.0011824+0.0014207i,0.0004002+0.00076214i,0.00012661-0.00020953i,0.00081288-0.0009493i,0.0011183-0.00055071i
0.0018897+0.00031595i,0.0025899-0.00097975i,0.002791-0.0019628i,0.0015252-0.0026456i,-0.00048338-0.0033074i,-0.0011024-0.002949i,-0.00029333-0.0011847i,0.00049115+0.00081397i,0.0005288+0.001377i,-0.00049943+0.0018834i,-0.001776+0.0021814i,-0.0026253+0.0014356i,-0.0023459+0.0012434i,-0.00081177+0.0015434i,0.00037329+0.00090864i,0.00091679-0.00050426i,0.00093481-0.00085905i,0.0007494-0.00071471i,-0.00042056-0.00045279i,-0.00089534+0.00057251i,-0.00073339+0.0011769i,-0.00033282+0.00087677i,0.00028454-0.00036746i
-0.00079846+0.001347i,9.0159e-06+0.0025002i,0.00021458+0.0037307i,0.0011917+0.0041864i,0.002509+0.0026177i,0.0010472+0.00018926i,-0.00028648-0.00022083i,0.00080705+0.00043869i,0.00094197+0.00061472i,-0.00026559+0.00045795i,0.00033036+0.00013485i,0.00062292-0.0001598i,-0.00070239-0.00054186i,-0.00074156+0.00022453i,0.00041259+0.0010987i,0.0012041+0.0010708i,0.00086311+0.00059141i,0.00020218+0.00036611i,-8.6182e-05-0.00057521i,3.8959e-05-0.0011696i,0.00026626-0.00048903i,0.0004336+7.2698e-05i,0.00027328+7.6212e-05i
-0.0005564+0.00088132i,-0.00028559+0.00022654i,-0.0010754-0.00051912i,-0.0017749-0.00011588i,-0.00074764+0.00017837i,0.00064608-1.739e-05i,0.00042521+0.00063209i,-0.00045938+0.0014183i,-0.0012113+0.001131i,-0.001435+0.00032327i,-0.00088396+0.00035276i,-2.294e-05+0.00099714i,0.00043192+0.00075951i,0.00071994+0.0011635i,0.0001618+0.0016205i,-0.00081014+0.00028316i,-0.00057376-0.00060236i,7.1947e-05-0.0013388i,-0.00032652-0.0014296i,-5.595e-05-0.0015787i,0.0010193-0.001667i,0.00096274-0.00079995i,0.00014562-7.894e-05i
-0.0031839-0.0014034i,-0.0034288-0.00068619i,-0.0035381+0.0013274i,-0.0026385+0.0020506i,-0.00076424+0.0016844i,-0.00011976+0.0013864i,-0.00039491+0.00063285i,-0.00058856+0.00034366i,-0.0012978+0.00094352i,-0.0011789+0.0016431i,0.00039751+0.0011448i,0.0016476+0.00020848i,0.0018037+0.00010075i,0.00068591+0.00027075i,-0.00048097+0.00017682i,-0.0015967+0.00025535i,-0.0012853+0.00084813i,-0.00019384+0.0011182i,-0.00044614+5.709e-05i,-0.00061598-0.00042801i,0.00029745-0.00015955i,0.0010866+7.9579e-05i,0.0011047+0.00044061i
0.0014749+0.0016229i,0.0020512+0.0015362i,0.0001171+0.0010977i,-0.00074243+0.00043879i,0.00063626+0.00050554i,-0.00027285+0.00074698i,-0.0007437+0.00014187i,-4.4678e-05+0.00030344i,0.00024783+0.00069075i,-0.00077575+0.00057683i,-0.0018468+0.00037293i,-0.0013801-0.00032879i,-0.00067277-0.0010502i,-0.00073891-0.00077327i,-0.00024375-0.00017832i,0.00049327-7.7006e-05i,0.00031833+0.00027702i,-0.00030485+0.00046694i,-0.00033577+0.00016393i,-0.00046405+0.00055392i,-0.0010188+0.0011118i,-0.00056671+0.00040178i,-0.0003257-0.00049353i
6.014e-05-0.00041417i,-0.00029105+0.00037332i,-0.00022785+0.00065925i,-0.00011754+0.00069022i,0.00018008+0.00033753i,-0.0001044+0.00044351i,-0.0015216+0.0014668i,-0.0014998+0.0018483i,-0.0010514+0.0010408i,-0.0017381+0.00041792i,-0.0021497+0.0005926i,-0.0019994+0.00087033i,-0.0016101+0.00091094i,-0.0012667+0.00077801i,-0.00034084+0.001243i,0.00092208+0.00044559i,0.0012545-0.00031882i,0.00074241-0.00063017i,0.00018396-0.00093035i,-0.00020221-0.00057174i,-9.7125e-05+2.9973e-05i,-0.00038432+0.0010829i,-0.00038533+0.00094122i
0.0004897+0.00065466i,-0.00010122+0.00056266i,-0.0013439-0.00027707i,-0.0021094-0.00028573i,-0.0013058-0.00088178i,-0.00070978-0.00099599i,-0.00043436+0.00020321i,-0.00022614+0.00085871i,-0.00048883+0.0012511i,-0.00083171+0.0012254i,-0.00043171+0.00093791i,-0.00010876+0.0010893i,2.0266e-05+0.0011064i,-0.0004899+0.00148i,-0.0009225+0.0011413i,-0.00031529+0.00022212i,0.00038799+5.6953e-05i,0.00042537-0.0005204i,-0.00024537-0.0013956i,-0.00030769-0.0015398i,-4.1294e-05-0.0013887i,-0.00015003-0.00081464i,8.7564e-05-0.00081198i
-0.00038137-0.0031432i,-0.00028202-0.0020065i,-0.0011109-0.0018171i,-0.0020151-0.0013353i,-0.0023702+0.00067232i,-0.0016825+0.00181i,-0.00034377+0.0013881i,0.0001007+0.00071263i,-0.00055538-2.3686e-05i,-0.0010599-0.00045689i,-0.00084233+0.00018696i,-0.00025285+0.00084186i,-9.0637e-05+0.00065163i,-0.00079169+0.00040013i,-0.0012025+2.6482e-05i,-0.0014039-0.00061984i,-0.00099058-0.00069365i,-0.000759+0.00013423i,-0.00032213-0.00011747i,0.00067439-0.00046609i,0.0011345-0.00038425i,0.00088434-0.00067814i,0.00041705-0.00069738i
-5.7063e-05+0.0004117i,0.00061208-0.00015988i,0.0014428-7.3982e-05i,0.0016993+0.0004i,0.0018499+0.00066897i,0.00080192-0.00039887i,-0.00057303-0.00039428i,-0.00057181+0.00091858i,-2.5834e-05+0.0010782i,-0.00085035+0.0002393i,-0.0011384+0.00012011i,-0.00023285+0.00062715i,-0.00027738+0.0003313i,-0.0007322+0.00032076i,0.00012349+0.0010954i,0.00035159+0.00066763i,-0.0004622+9.271e-05i,-0.00050061+0.00064627i,-0.00023591+0.00094093i,-0.00018437+0.00057004i,3.659e-05+9.8796e-05i,0.00074043+0.00020287i,0.00078738+0.0002781i
-0.00020595+0.0023782i,0.00038645+0.001661i,0.0022618+0.0016988i,0.0026938+0.00043989i,0.0017347-0.00099831i,0.0011213-0.0016686i,0.00037591-0.0017447i,0.00014883+0.00039376i,-0.00034721+0.0016061i,-0.00070541+0.00074849i,-0.00023782+0.00044296i,-0.0010102+0.00045655i,-0.0015485-0.00066544i,-0.00058351-0.00060503i,0.00045095+0.0003976i,0.0015896-5.3001e-05i,0.0019016+0.00021068i,0.00094373+0.00051568i,9.619e-05+2.5999e-05i,-6.4599e-05-0.00024973i,0.00014308-0.0002979i,4.5565e-05-0.00014077i,0.00028507+0.00019486i
-0.00061395+0.001224i,0.00028558+0.0006985i,0.00053055+0.00073921i,0.0018806+0.00055793i,0.0027681-0.00031102i,0.0023597-0.0012766i,0.00043965-0.00085058i,-0.00058983+0.00023496i,2.5726e-05+0.00066007i,0.00044128+0.00071362i,-0.00012543+0.00051029i,-0.00073535-0.00018497i,-0.00084086-0.00098078i,-0.00080068-0.00056127i,-0.00010867+0.00039947i,0.00053543+0.00052678i,0.00083745+0.00043612i,0.0014359+0.00018056i,0.0010192-0.00088265i,-7.2908e-05-0.0016545i,-0.00038013-0.0012629i,-0.00020708-0.00044806i,0.00013244-0.00013583i
0.00069483+0.0014448i,0.0009553+0.0015449i,0.0012279+0.0024584i,0.0013737+0.0020348i,0.0023494+0.00099581i,0.001132+0.00028415i,-0.00034478-0.00030957i,-0.00042324+0.00017845i,-1.7814e-05+0.00043509i,0.00018722+0.00048019i,-3.4015e-05+0.00044453i,-0.00010853+0.00043368i,0.00035917+0.00062565i,-0.0003774+0.0015375i,-0.0011671+0.0021065i,-0.00091246+0.0015219i,5.9661e-05-0.00013649i,0.00086576-0.0010492i,0.000963-0.0010347i,0.00016851-0.0008927i,-0.00026736-0.00089224i,2.0742e-05-0.00079542i,0.00019932-0.00068183i
