7.0385e-05+0.0011341i,0.0010488-0.00031104i,0.00030523-0.001813i,-6.5531e-07-0.0015814i,-0.00036878+5.8354e-06i,-0.00099281+0.0012507i,-0.00046692+0.0016277i,-4.8156e-06+0.0013589i,-0.00013891+0.00048841i,9.3454e-05-8.787e-05i,0.00038213-0.0001997i,0.00025018-0.000183i,0.00015567+6.0907e-06i,7.7125e-05+0.00092273i,-0.00012058+0.0015455i,-0.00039917+0.0011614i,-0.00041323+0.00070783i,-3.4893e-05-7.5729e-05i,0.00060338-0.00090835i,0.0005622-0.00034732i,0.00034782+0.00053989i,0.00056825+0.00036592i,0.00089758+0.00010026i
0.00041628+0.00060303i,0.00079149-0.00088223i,0.0016438-0.0022965i,0.00095857-0.0017845i,-0.00022072-0.00076704i,-0.0010448-0.0007265i,-0.00068801-0.00032276i,-0.00029526+0.00045683i,-0.00070075+0.00096245i,-0.00099872+0.00059294i,-0.001137-0.00018149i,-0.00067451-0.00023023i,0.00015902+0.00049884i,-0.00044834+0.0010881i,-0.00036899+0.00048682i,0.00022469-0.00057939i,0.00016707-0.00058787i,-6.7328e-05-0.00014824i,-0.00063438-0.00010464i,-0.0013858+0.00014187i,-0.001029+0.00031679i,-0.00025766+0.0001995i,0.00034647+0.00018954i
-0.00045724-0.0014348i,-0.00099258-0.00034645i,-0.001968+0.00080637i,-0.0016577+0.0015259i,-0.00090147+0.0022638i,-0.00024101+0.0014126i,-0.00018159+0.0003914i,-0.00034316+0.00067843i,-0.00072664+0.00041044i,-0.00071019-4.0012e-05i,-0.00054428+0.00042659i,-0.00040916+0.00086596i,0.00015064+0.0005021i,0.00062068+0.00042676i,0.00023178+0.0005749i,-0.00020662+0.00022729i,-0.00012638-0.00017655i,0.00041503+0.00011097i,0.0012026+0.00037865i,0.0010877-0.00017703i,-1.352e-05+7.3521e-05i,-0.00062075+0.00010645i,-0.00021934-0.00035587i
-0.0017783+0.00021908i,-0.00040254+7.2716e-05i,0.00099412+0.00047072i,0.00092957+0.0010719i,0.00027089+3.3216e-05i,-0.00084461-0.00053607i,-0.00043776-0.00044239i,0.0013006-0.00025698i,0.0010967+0.00099368i,-0.00011296+0.001538i,0.00020205+0.00049957i,0.00046983-0.00019759i,-0.00045881+0.00018018i,-0.00061064+0.00080696i,-0.0008714+0.00053669i,-0.00061968-0.00059163i,0.00028209-0.0011341i,0.0003774-0.00035877i,-9.4651e-07+0.00034155i,-0.00018446-4.4483e-07i,0.00042098-0.00052471i,0.00096411-0.00041313i,0.0005518-0.00018276i
-0.00051486-0.00092489i,-0.00065714-0.00013035i,-0.002466+0.0015065i,-0.0019159+0.0010661i,0.00053207+0.00034671i,0.0010847-0.00046326i,0.00024208-0.001029i,4.6844e-05-0.00055403i,0.00034246+0.00018294i,0.0010144-0.00012011i,0.0010989+0.00011934i,0.00040231+0.00071319i,-0.00024413-1.7353e-05i,-0.00022202+3.6595e-05i,-0.00044195+4.9614e-05i,-0.00094977+0.00051094i,-0.0012199+7.6028e-05i,-0.00060803-0.001229i,0.00066486-0.00097365i,0.0011478-7.8213e-05i,0.00095295-0.00015958i,0.00061178-0.0008781i,1.3299e-05-0.00094542i
0.0017663+0.00062183i,0.0035771+0.00061933i,0.0047289+0.00070692i,0.0037687+0.00024701i,0.0024882-0.0014997i,0.0011117-0.001861i,-0.00015545-0.00094813i,-0.00034236-3.3928e-05i,-0.00016764+0.00091364i,-0.00080736+0.00084921i,-0.00082148+0.00011414i,-5.0471e-05+0.0006991i,0.00011528+0.0011416i,-4.9691e-05+0.00089991i,0.00013961+0.0005124i,0.00030307+0.00024918i,0.00032993-1.1205e-05i,0.00072574-0.0001706i,0.00061715-0.0004681i,0.00037014-0.00096095i,-0.00079349-0.00050868i,-0.0014354-0.00013695i,-0.00061294-7.1292e-05i
-0.00039536-9.717e-05i,-0.0010131-0.00045313i,-0.0020088+0.00067013i,-0.0019817+0.0013871i,-0.00054128+0.00068783i,-0.00043963-0.00016614i,-0.00039036+1.3944e-05i,-2.1271e-05+0.00042883i,-0.00016768+0.00090019i,-0.00080621+0.00055213i,-0.0008773-0.00025336i,-0.00038243-0.00048496i,0.0002251-0.00072039i,0.00052726-0.00021444i,-0.00037492+0.00054405i,-0.00024589+0.00030119i,-0.00026783-0.000199i,-0.0005702-0.00061387i,-0.00057513-0.00091064i,-2.9338e-05-0.00035776i,-0.00024123-0.00016495i,-0.00060073-0.00066212i,-0.0002578-0.00078842i
8.1808e-05+0.0038572i,0.0016188+0.0030709i,0.0030445+0.0034247i,0.0029722+0.0022636i,0.0021341-0.00019876i,0.0012825-0.00064448i,0.0002037-0.00030754i,0.00034743-0.00018164i,0.0013414+0.0008787i,0.00058257+0.0017651i,0.00019829+0.00073793i,0.00019506-0.00036511i,-0.0011176-0.00025719i,-0.001088-0.00015296i,3.4892e-05-8.8314e-05i,0.00058952-0.00011117i,0.0005998-5.1282e-05i,3.2948e-05+5.3648e-05i,-0.00023274-0.00059566i,-0.00021931-0.00023169i,-0.00071884-0.00027636i,-0.00018986-0.00044483i,0.00055402-0.00011623i
0.00095966-0.00208i,0.00056239-0.0032804i,-0.00037447-0.0039969i,-0.00056178-0.0028075i,-0.00058976-0.0013844i,-0.00069625-0.0010002i,-0.00040777+0.00047201i,-0.00024877+0.0010579i,-0.00030408+0.00079696i,-0.00066446-7.0582e-05i,-0.00042187-0.00062097i,0.00056594-0.00045505i,0.0011571-7.1481e-05i,0.00070277+3.6347e-05i,0.00055021-0.00019062i,0.00019312-0.00069188i,-0.00064708-0.00068879i,0.00022253-0.00015877i,0.0011206+1.8187e-05i,0.0013069+0.00018948i,0.00071115+0.00016377i,2.9701e-05+2.043e-05i,-0.00010521-2.435e-05i
0.0016141+0.00094842i,0.0018769+0.0013589i,0.00063412+0.0010992i,0.00048874-9.0422e-05i,0.001346-0.0015341i,0.001245-0.00085635i,0.00049962+0.0014342i,0.000367+0.0017198i,0.00010744+0.0001295i,-0.00061573-0.0002871i,-0.00051235+0.00039545i,0.00012044+0.00054997i,0.00013906+0.00066925i,1.2944e-05+0.001232i,-0.00016578+0.0014852i,-0.00058231+0.00047087i,-0.00017236-0.00060137i,0.0001512-0.00085212i,-5.7086e-08-0.00072232i,-0.00013518-0.00032011i,0.00025335+9.1816e-05i,0.0005996+0.00045796i,0.00038839+0.00018567i
0.00061721+0.0017665i,0.00034417+0.00021854i,0.00069117-0.00057168i,0.001431+0.00014804i,0.0017813+0.00021219i,0.00099403-0.00071098i,-4.7864e-05-3.6863e-05i,-0.00018466+0.0011432i,2.4591e-05+0.0011622i,0.00024175+0.0010184i,0.00066262+0.00087822i,0.00019161+0.0004118i,-0.00049833-6.4824e-05i,-0.00027949+0.00025967i,-0.00060496+0.0011154i,-0.00068149+0.00058954i,-0.00049231-0.00023434i,-0.0006983-9.9113e-05i,-0.00062819-0.0003697i,-0.00021457-0.00053654i,0.00011823-0.00042207i,-0.00048482-0.00011519i,-0.0006751+8.3819e-05i
-0.0015939+0.0023302i,-0.0011008+0.0029847i,-0.00050653+0.0034141i,0.00075662+0.0030011i,0.0011486+0.0017013i,0.00056776+2.9387e-05i,0.00055488-0.00028027i,0.00055697+0.00029554i,-9.7249e-05+0.00065718i,-0.00088365+0.0006644i,-0.00075773+0.00055931i,0.00021739+0.00028111i,0.00032931+0.00054174i,-5.3989e-05+0.0010063i,0.00027533+0.00089735i,0.00057492+0.00078473i,0.00030047+0.00044672i,0.00055148-0.00010082i,0.00097729-0.0003011i,0.00019557-0.00023874i,-0.00020796+0.00016391i,2.1245e-06+0.0001953i,0.00026093-0.00011396i
-0.0011992-0.0032766i,-0.001126-0.0021818i,-0.0014056-0.0021596i,-0.00119-0.0012633i,-0.0005927-9.1993e-05i,-9.3728e-05+2.9935e-05i,-0.00028755+0.00076079i,-0.00030465+0.00061537i,-0.00016859-6.3251e-05i,-0.00058556+0.00048877i,-0.00019704+0.00097714i,0.00074568+0.0013806i,0.00098432+0.001227i,0.00046081+0.0005214i,-6.7323e-05+0.00013205i,0.00014325-0.00025349i,0.00029241-0.00070204i,0.00036592-0.00036188i,0.00049686+0.00015108i,0.00087201-0.00038375i,0.001648-0.00076532i,0.0015432-0.00066749i,0.001122-0.00056265i
0.00079063+0.00083726i,0.00038669+0.0014853i,0.00012551+0.0012717i,0.00062211+4.8137e-05i,0.00070151-0.00047272i,-0.00010797+9.116e-05i,-0.0001798+0.00045083i,1.1034e-06+0.00051039i,-1.9108e-05+0.00030599i,0.0002672+0.00024392i,0.00033783+8.8716e-05i,-0.00016482+0.00021923i,-0.00046966+0.00085584i,-0.00015374+0.0011763i,0.00013124+0.00087019i,0.00047606-4.1907e-06i,0.00021117-0.00013262i,9.1817e-05+0.00034579i,0.0004687-0.00011351i,0.00010879-0.00044697i,0.00015232+1.635e-05i,0.00025136+0.000382i,-0.00037476-0.00056584i
-0.00011979-0.00018777i,-3.9008e-05-0.00041413i,-0.00074603-0.00044851i,-0.0005471+0.00021049i,0.00051561+0.00028235i,0.00067115-0.00079616i,6.2251e-05-0.00089199i,4.4532e-05+0.00017819i,-3.1512e-06+0.00080326i,-0.0007397+0.0011228i,-0.00074677+0.0004612i,-0.00039941-3.1785e-05i,-0.00099361-0.00034383i,-0.00099921-0.00025626i,-0.0013237+0.00090427i,-0.0014878+0.00054481i,-0.0012608-0.00079558i,-0.00056884-0.0010595i,0.00013568-0.0012474i,0.00053037-0.0012406i,0.0010251-3.1759e-05i,0.00067033+0.00075776i,-0.00010177-0.00093157i
-0.0012738+0.00011131i,-0.0012618+0.0011575i,-0.00028931+0.0012751i,0.00036385+0.00023806i,0.00074108-0.0011306i,9.271e-05-0.00080881i,-0.00072779+0.00038742i,-0.00014687+0.00062632i,0.00059458+7.3374e-05i,4.0521e-05-4.2863e-05i,-0.00061503+0.00052744i,-0.00068169+0.00075372i,-0.0011669+2.6619e-06i,-0.00090913+0.00030816i,-0.00014499+0.0005153i,-0.00027697-0.001021i,-0.00010799-0.0012082i,0.00045668-0.00039906i,0.00068921-0.00085531i,0.0003634-0.0010323i,-0.00014801-0.00038542i,0.00013727-0.00036159i,0.00070448-0.00082401i
0.00079821-0.00021056i,0.0004114+0.00034249i,0.00071199+2.6271e-05i,0.00079566-0.00056626i,0.00079422-7.969e-05i,0.0014556+0.00073075i,0.0019637+0.001273i,0.0018232+0.0019922i,0.00055063+0.0021394i,-0.0006209+0.0015593i,-0.00067021+0.0014442i,-0.00012935+0.0011462i,0.00021862+2.4126e-05i,7.6557e-05+6.759e-05i,-4.1707e-05+0.00019756i,-0.00053415-0.00052512i,-0.00061434-0.00095808i,-0.00045883-0.001169i,-0.0003251-0.00055451i,-0.00020879-9.3075e-06i,1.7867e-05-0.00015234i,8.9511e-05+0.00013616i,-0.00022814+0.0005911i
-0.0014769-0.0011143i,-0.00061507+0.00076499i,-0.00037913+0.00086192i,-0.0001744+0.00073272i,-2.4879e-05+0.001148i,-0.00018046+0.00084833i,-0.00060856+0.00061008i,-0.00068069+0.00043117i,-0.00069995+0.00055853i,-0.0011071+0.0012107i,-0.0011626+0.0017991i,-0.00067616+0.0011473i,9.9153e-05+0.00041314i,0.00068764+0.00095456i,0.00060387+0.0011282i,0.00072134+0.0009765i,0.00052738+0.00016498i,0.00032425-0.00069449i,-0.00011677-0.00069749i,-0.00051865-0.00030169i,-0.00014668-0.00033885i,-0.00011481-0.00043056i,0.00057967-9.0508e-05i
0.0004708+0.00040843i,0.00011292-0.00030909i,-0.0012431-0.00076675i,-0.0013333+0.00011937i,-0.0012535+0.00037115i,-0.0012454-9.3145e-05i,-0.0007141+0.00044041i,-1.9104e-06+0.00036964i,0.0001611-0.00036728i,-0.00084321+0.00027715i,-0.0018714+0.0010452i,-0.0015584+0.0012414i,-0.00098453+0.0013804i,-0.00043731+0.0013249i,9.5325e-05+0.0011911i,0.00023124+0.00087614i,0.00065111+0.00037376i,0.00039079-0.00041109i,0.00019404-0.00094596i,-2.8629e-05-0.00060725i,0.00059355-0.00035508i,0.00078597+1.8825e-05i,0.00024326+6.0943e-05i
-0.00019222+0.001026i,-0.00051717+0.00077315i,0.00041655+0.00057171i,0.001206-0.00025259i,0.0009822-0.00061835i,0.00011187-0.0013149i,-0.00045686-0.00060041i,-0.00021614+0.00072389i,4.2288e-05+0.00068896i,-0.00057729+0.00054006i,-0.0012579+0.00020665i,-0.0013383+0.00053152i,-0.0012687+0.001211i,-0.00024951+0.0011783i,0.0003196+0.00090854i,0.00010986+0.00061473i,0.00030643+0.00050823i,0.00050349+0.00054547i,2.5272e-05-0.00030418i,-0.00031149-0.000719i,-0.00019055-0.00039964i,9.7877e-06-0.00053013i,0.0005238-0.00046794i
0.0019765+0.00029161i,0.0020852-0.0010682i,0.0022689-0.0010921i,0.0017786-0.0014491i,0.00094346-0.0019113i,0.00042802-0.0015615i,-1.6463e-05-0.00046276i,0.00040499+0.0008412i,0.0011517+0.0011787i,0.00047791+0.0010437i,-8.9664e-05+0.0010184i,0.00016255+0.00059766i,-0.00040582+0.00070157i,-0.00088651+0.00084989i,0.00046746+0.00046069i,0.0015764-0.00013046i,0.00066362-0.00013238i,-0.00066479+0.00061919i,-0.00027282+0.00082387i,0.00065004+0.00012272i,0.00032597-7.7444e-05i,-9.6659e-05-0.00024883i,-3.4507e-05-9.2324e-05i
0.00035156+0.00033341i,-0.00020602+0.00048202i,-0.00031996+0.00020599i,-0.0015268+1.3272e-05i,-0.0019011-0.00046724i,-0.0010579-0.0009366i,-0.00033042-0.00014821i,0.0001717+0.00080901i,4.248e-05+0.00080727i,-0.00053025+0.00034926i,-0.00070179-5.3267e-05i,-0.00070201-0.00017924i,-0.00024322+0.0002121i,0.00028102+0.00046982i,0.0006525+0.00038713i,0.00063581+0.00018466i,0.00025007-0.00015379i,0.0006389-0.00018034i,0.0011758-2.7426e-05i,0.0010378-5.1855e-05i,0.00042249+6.0179e-05i,-0.00078609+0.00028699i,-0.00080847+4.6759e-05i
-0.0011332-0.0024469i,-0.0015299-0.0021608i,-0.0019833-0.0015279i,-0.0020792-0.00018519i,-0.0015554+0.00075045i,-0.0012079+0.00084333i,-0.00048082+0.00075687i,0.00076923+0.00067818i,0.00039673+0.00068262i,-0.00041249+0.00051232i,-0.00074445+0.00061875i,-0.00063317+0.00078614i,-0.00042778+8.9942e-05i,-0.00084987-0.00034984i,-0.001182-2.8268e-05i,-0.00061753+0.00056646i,0.0001016+0.00037163i,-0.00023138-0.00036555i,-0.00014664-0.0006919i,0.00074364-0.0008494i,0.0009914-0.00033354i,2.9022e-05-5.6013e-05i,-0.00045767-0.00011073i
-0.0014605+0.0004327i,0.00020513+0.0014183i,0.00093391+0.001804i,0.0010977+0.0012164i,0.0013525+0.00015223i,0.00086786-0.00045415i,-0.00059334+3.3419e-05i,-0.00090011+0.00084762i,-0.00044103+0.0014255i,-0.00045259+0.0015321i,-0.00076573+0.0014504i,-0.00046973+0.0005728i,-0.00035458-3.4236e-05i,-0.00051+0.00068719i,-0.00028074+0.00040644i,3.3422e-05-0.00032432i,0.0004519-0.0006788i,0.0011416-0.00049588i,0.00096069+8.2542e-05i,0.00033523+0.00023261i,-0.00035402-0.00010998i,-0.00058086-0.00041965i,6.6258e-05-0.00059578i
0.0015378-0.0011226i,0.00082193-0.00060466i,0.00014399+0.00015699i,0.00044988+0.00068951i,0.00028637+0.00039085i,-0.00033696-0.00084442i,-0.00049196-0.0011559i,0.00031363-0.00039267i,0.001245-0.00029204i,0.00068159-0.00062176i,-0.00029266+5.7438e-05i,-0.00065449+0.0012391i,-0.0012086+0.0011717i,-0.0015997+0.00078764i,-0.00076878+0.0011697i,-0.0002511+0.00079229i,-9.3825e-05-0.00024032i,-0.00055176-0.00040419i,-0.00077768+2.8814e-05i,0.00024689+0.00030235i,0.001265+0.00026583i,0.0015242+0.0002491i,0.0010026+0.00052498i
0.00088947+0.0034672i,0.0022477+0.0023649i,0.0039103+0.0014288i,0.0026469+0.0001584i,0.0009783-0.0009827i,-0.00021043-0.00094867i,-0.00068834-0.00051869i,0.00011555-4.8145e-05i,0.00048122+0.00026982i,0.00040674+0.00027648i,0.00031818-2.6488e-05i,2.1589e-05-2.4668e-05i,-0.00079061+0.00048411i,-0.00033647+0.00097817i,0.00013294+0.0016466i,-0.00047665+0.0019856i,-0.00082555+0.001057i,-0.00056756-0.00024901i,-0.00018208-0.00066661i,0.0001264-9.4456e-05i,0.00043391-0.00024229i,0.00085022-0.00034193i,0.00038652-0.00017029i
-0.0033128-0.0027081i,-0.0029896-0.00013459i,-0.0030607+0.0022989i,-0.0011816+0.0028682i,0.00022245+0.0023857i,0.00074959+0.0008241i,0.0009107-0.00046018i,0.00047823-9.8577e-05i,0.00022279-0.00020521i,-0.00015972+0.00025678i,-0.0006566+0.0014063i,-0.00055767+0.0011748i,-0.00073023-8.9518e-06i,-0.00049635-0.00010245i,5.738e-05-0.00021056i,0.00053127-0.00051934i,0.00028856-4.1663e-05i,0.00021399+0.00011648i,0.00075512-0.00031602i,0.00079458-0.00054149i,0.00069058-4.1476e-05i,0.00041519+3.2466e-05i,0.00055734+0.0003409i
-0.00177-0.00075787i,-0.001372+2.5988e-05i,-0.0015464+0.0017533i,-0.0021058+0.0028717i,-0.0011981+0.0020815i,0.00019548+0.00061647i,0.00029448+9.3856e-05i,0.0007688+0.00088241i,0.00084332+0.00075829i,5.1261e-05+0.00025851i,-0.00044756+0.00031678i,-5.1356e-05+0.00046933i,1.9833e-05+0.00027817i,0.00037953+5.363e-05i,0.00075405-0.0001301i,0.00053764-0.00024456i,9.4456e-05-0.00034966i,-0.00013432+0.00014112i,0.00015426+0.00088606i,0.00038195-0.00012596i,0.00029813-0.001099i,-0.00032261-0.00088589i,-0.0005857-0.00068947i
-2.3326e-05-8.2497e-05i,0.0004468+0.00023337i,-1.3924e-05+4.4164e-05i,-0.00060937+0.00053323i,-0.0013823+0.0010698i,-0.00089116+0.00056279i,7.4878e-05+0.00078139i,0.00043605+0.0013425i,9.4717e-05+0.001361i,-0.00073126+0.0014919i,-0.00026792+0.0012783i,0.00050556+0.00037697i,0.00035334-0.00038735i,-4.3917e-05+5.3837e-05i,-0.00012997+0.0010739i,-9.4776e-05+0.00070307i,-3.913e-05-0.00015111i,-6.4165e-05-0.00021048i,-0.00028732+0.00029719i,-0.00054187-0.00034579i,-0.00045765-0.00073774i,-0.0001937-0.00062544i,2.5294e-05-0.00034522i
-0.00016007+0.00096264i,-0.00029995+0.00051244i,-0.00070921+0.00064986i,0.00027848+0.00064536i,0.0022144+0.00059583i,0.0016368-0.00034939i,0.00027634-5.0751e-05i,-0.00045173+0.00094788i,-0.0004569+0.00062666i,-0.00065913+0.00017433i,-0.00083908+0.00058903i,-0.00022033+0.00025751i,0.00023287-0.00027058i,0.00016086+0.00028222i,-2.7359e-05+0.0011446i,-0.00073797+0.00040765i,-0.001373-0.000523i,-0.00075096-0.00026965i,-0.00024099-0.00039873i,-0.0002359-0.00023999i,-0.00040821-3.6216e-05i,-0.00052851-0.00015528i,-0.00066541-0.00047203i
0.00074828-0.00068834i,0.00060331-0.0014266i,0.000886-0.0011137i,0.00069402-0.0010333i,-0.00048089-0.0013645i,-0.0012707-0.0018635i,-0.00087452-0.0010228i,-0.0003394+0.00070078i,-0.00069523+0.00026439i,-0.001555-0.00028797i,-0.0021312+0.00024932i,-0.0019404+0.00063273i,-0.0010584-7.8463e-05i,0.00040173-0.00081832i,0.00072337-3.3704e-05i,0.00025098-0.00032955i,0.00058444-0.00089748i,0.00023611-0.00070938i,-0.00023439-0.00043674i,3.9594e-06-0.00090589i,0.00028684-0.0013955i,-6.4961e-05-0.00032262i,-0.00050446+0.00032836i
-0.00097178-0.00066938i,-0.0021768-0.0003518i,-0.0024561-0.00027125i,-0.0017448+0.00047712i,-0.00039349+0.0006102i,-0.00015063+3.3829e-05i,-0.00054181+0.00033334i,-0.00038904+0.0005896i,-0.000732+0.00055646i,-0.0012644-0.00019574i,-0.0008503-8.7377e-05i,-0.00055494+0.00087264i,-0.00048159+0.001268i,-0.00029429+0.0010163i,5.6091e-05+0.0011272i,-0.00047954+0.00093443i,-0.0010253+0.0002617i,-0.00011324-0.00016714i,0.00032572-0.00044991i,0.00015116-0.00045183i,0.00031659-0.00026194i,0.00084212-0.00060624i,0.0010343-0.00030704i
0.0013134-0.00071195i,0.0008134-0.00099904i,0.00039723-0.00039742i,-0.00032801+0.00046663i,-0.0013445+0.00079916i,-0.00043645+0.00082442i,0.00031551+0.0010042i,2.1111e-05+0.00057079i,-0.00050607+4.8811e-05i,-0.00091942+0.00027925i,-0.00090161+4.6599e-05i,-0.00055056-0.00046933i,-0.00029165+3.5191e-05i,-0.00032175+0.00093933i,-0.00022926+0.0008045i,-0.00013285-0.00031713i,0.00014109-0.00062834i,0.00027096+0.00056652i,0.00020094+0.001174i,-0.00023112+0.00047287i,-0.0010455-0.00012193i,-0.00054212+0.00010562i,0.00049937+0.00058005i
-0.0025143-0.003118i,-0.0032052-0.0027676i,-0.0039169-0.0015757i,-0.0030286-0.00041265i,-0.0023948-9.4292e-05i,-0.00166-3.2093e-05i,-2.9462e-05+0.00027127i,0.00041089+0.00034268i,-0.00072236+0.00067765i,-0.0013014+0.00099125i,-0.00057813+0.0012943i,0.00039424+0.0015907i,0.00083629+0.0013104i,0.00069202+0.00042798i,0.00072785-0.00022792i,0.00065647-0.00088964i,0.00028611-0.001008i,0.00022496-0.0010757i,0.00058813-0.0008228i,0.00013437-0.00014677i,-0.0004872+0.00015182i,-0.00028844+0.00046241i,0.00016201+0.00044979i
0.0028859-0.00070206i,0.0017786-0.00050324i,0.00096232-0.0012375i,-0.00039434-0.0014619i,-0.00064214-0.0013687i,0.00041021-0.0011995i,0.00047582-3.3174e-06i,0.00052495+0.00013385i,0.00060256-0.00044706i,-0.00054144-0.00078752i,-0.0012418-0.00058877i,-0.00077861-0.00027006i,-0.00095804-0.00023588i,-0.00035285+0.00037463i,0.00010641+0.001309i,-0.00016694+0.0012022i,0.00059232+0.00045902i,0.00053906+0.00023126i,0.00032821-0.00029517i,0.00084078-0.00046708i,0.0003564-0.00037814i,-0.00039707-0.0002246i,-0.00062696-0.00013821i
0.00022867+0.0001883i,0.00079141-0.00076097i,0.0015803-0.0012552i,0.0016479-0.0019611i,8.5209e-06-0.0022281i,-0.0016107-0.0017708i,-0.0010352-0.00058695i,0.00031254+0.00060675i,0.00030697+0.00060404i,-0.00037556+0.00018731i,-0.00096496+0.00043345i,-0.00074643+5.5586e-05i,-0.00048663-0.00032476i,-0.00079165+0.00014783i,-0.00055318+0.0011182i,7.146e-05+0.0011932i,0.00049302+0.00037391i,-0.0004489+0.00054067i,-0.001494+0.00052309i,-0.00087637+9.4231e-05i,-3.6486e-05-0.00016483i,-8.7741e-05+0.00043505i,0.00016604+0.00099498i
-0.00135+0.0016189i,-0.00026895+0.0025638i,0.00036538+0.0048242i,0.0011425+0.0043454i,0.0014096+0.0020399i,0.0003848+0.00051776i,-0.00024549-0.00018995i,5.6051e-05+0.00010904i,0.00065339+0.00013989i,0.0010615+0.00053036i,0.00062816+0.0011057i,0.00011119+0.00048423i,-0.00030179-0.00029428i,-0.00062305+0.00083126i,-0.00030906+0.0020474i,-0.00027754+0.0015889i,-0.00028535+0.00036826i,-0.00031131-0.00021738i,-0.00065674-0.00054306i,-0.00062102-0.0010781i,-0.00035359-0.00036849i,-0.00022267-0.00016926i,0.00016777-0.00060184i
-0.0014315-0.0012424i,-0.0014732-0.0011109i,-0.0010203-0.00073998i,0.00027465+0.00051645i,0.001005+0.0013018i,0.00066261+0.0006622i,0.00043662+0.00017959i,0.0005243-4.7285e-05i,0.00058214-3.1435e-05i,-0.00058894+0.00062816i,-0.00092878+0.0012098i,-0.00023187+0.0016884i,0.00039198+0.001196i,0.00083956+0.00123i,0.0011213+0.0012715i,0.00090211+0.00054388i,-3.7831e-05-0.00031002i,-0.0004788-0.00048377i,0.0002866-0.00030002i,0.0013812-0.00064358i,0.0013591-0.00068138i,0.00096775-0.00019373i,0.00093158-6.8125e-05i
-0.0030068+0.00068639i,-0.0026943+0.0017989i,-0.0026413+0.0026965i,-0.0019758+0.0023394i,-0.000543+0.00099116i,0.00092855-0.00045417i,0.00093586+0.00052826i,7.7423e-05+0.0014374i,-0.00094469+0.00083969i,-0.0013188+0.0011405i,-0.0006759+0.00081725i,-0.00028212-9.8967e-05i,-0.00049985-0.00024707i,-0.00048742+6.8469e-05i,-5.694e-05+0.00016547i,-0.00010947-0.00012874i,7.1389e-05-0.0003248i,6.3864e-05-0.00048258i,-0.00027583-0.00034375i,-0.00068606-0.00025308i,-0.00071352-6.9436e-05i,0.00016197+0.00031694i,0.00094324-0.00010967i
-0.0011354-0.00058846i,-0.00095132+0.00050289i,5.5312e-06+0.0013701i,4.922e-05+0.0028538i,-0.00025194+0.0027971i,-0.00013595+0.00096823i,-0.0005886+0.00016469i,-0.0010594+0.0006772i,-0.0012119+0.00092171i,-0.00063609+0.00043232i,6.8812e-05+0.00054079i,6.5341e-05+0.0007342i,-0.0010024+0.00057077i,-0.0012644+0.0006067i,-0.00069293+0.0010271i,-0.00029599+0.0001742i,-0.00037546-0.00065397i,0.00020693-0.0005664i,0.00042599-0.00073402i,0.00016594-0.0008456i,0.00026162-0.00062167i,0.00042275-2.2248e-05i,0.00018855+0.00024069i
0.00045927+0.0016516i,-0.0017735+0.00065055i,-0.0022635+0.00015753i,-0.00053-0.00015222i,0.00017535-0.00066432i,-9.232e-05-0.0012602i,-9.1116e-05-0.0005771i,-0.00019986+0.0008423i,-2.7395e-05+0.00085947i,0.00015973+0.00037004i,-0.00093729+0.00045315i,-0.0013938+0.00044337i,-0.0011289+0.0001778i,-0.0012832+0.00010647i,-0.0015081-0.00016546i,-0.00070297-0.00052404i,-3.8454e-06+3.7773e-05i,-0.00010457+0.00010684i,0.00071345-0.00050898i,0.00044213-0.00015508i,-6.7837e-05+5.2187e-05i,-0.00018891-2.0946e-06i,-0.00012564-0.00059833i
0.001127+0.00088554i,0.0017852-0.00098271i,0.0020485-0.0014037i,0.0022117-0.00077519i,0.0015627-0.00082831i,0.0005154-0.0014256i,0.00061347-0.00079131i,0.00062783+0.00049541i,-0.0001521+0.00040425i,-0.00084504+0.00049031i,-0.0007869+0.0013105i,0.00015935+0.0011719i,0.00056072+0.0008877i,-0.00048526+0.00090446i,-0.00084341+0.0013013i,-0.00039922+0.0008999i,-0.00011406+0.00014729i,-0.00055398+0.00019698i,-0.00051162-0.00028645i,-0.00031446-0.00084097i,-0.00098589-0.00085014i,-0.001216-0.00047782i,-0.00031392-0.000833i
3.3816e-05-0.00022169i,0.00077641-0.00039555i,0.0020765-0.00059062i,0.0013458-0.00077377i,0.00052611-0.0013825i,-3.2841e-05-0.0011514i,-0.0011552-8.7269e-05i,-0.00055762+0.0014158i,0.00027482+0.0016828i,0.0003012+0.00097209i,-0.00029656+0.00024425i,0.00023018-0.00026292i,0.00036107-3.4921e-05i,-0.00012651+0.0006081i,1.8378e-05+0.0010033i,-0.00056173+0.00091259i,-0.00039063+0.00047489i,0.00059693+0.00023405i,0.00034789+0.00075963i,-0.00013856+0.00036062i,4.2637e-05-2.5898e-06i,0.00052795+0.0003406i,0.0010933+0.00027083i
