-0.002635+0.0012123i,-0.00095264+0.0012073i,-0.0018223+0.0026938i,-0.002067+0.0036535i,-0.0011081+0.0040361i,0.00011292+0.0032537i,-0.00025382+0.0021824i,-0.00058904+0.0016014i,0.00020506+0.0015995i,0.00092944+0.0013949i,0.001513-0.0006088i,0.0014536-0.0019579i,-6.1699e-05-0.0013048i,-0.0012994-0.0010162i,-0.0013215-0.0010237i,-0.00058143-0.00029332i,0.00029292+0.00030867i,0.00064523+0.00019303i,0.0006215+0.00020098i,0.00018651+0.00025866i,-0.00026941-0.00069611i,-5.3602e-05-0.00075099i,-0.000307+0.00012977i
-0.00012867-0.00040289i,0.00032042-0.0015781i,0.00061864-0.0012166i,0.00029148-0.00084921i,0.00022565-0.00044632i,0.00064294+0.00046816i,0.00042912+0.00074567i,-7.2487e-05+0.00073568i,1.4402e-05+0.00031402i,-0.00063091-0.00024273i,-0.00068974-0.00014232i,-9.0835e-05+0.00023566i,-8.1548e-05+0.00085357i,-0.00039276+0.00079255i,-0.00091449-0.00013545i,-0.00052182-0.00038647i,-0.00034075-0.00041161i,-0.0001338-0.00048174i,0.000158-0.00013185i,-0.00040851+0.00012674i,-0.00012675-0.00072258i,0.00041725-0.00101i,0.00027155-0.00022366i
-0.00031116+0.00065265i,0.0010945-0.00034693i,0.0015506-0.00078443i,0.00091133-0.00058082i,0.00014407+0.00029482i,-0.00026466-0.00013976i,9.9666e-06-0.00038929i,0.00026326-0.00019023i,-0.00021009-0.00052315i,-0.0003655-0.00039698i,-0.00028338+0.00021092i,-0.00086021+4.9411e-06i,-0.00090423-0.0011585i,-0.0005178-0.0011897i,-0.00036947-0.00037379i,-0.00019969+0.0011013i,0.00013971+0.0014733i,0.00037847+0.00053555i,0.00085317+0.00034163i,0.00061724+0.00049244i,0.00014262+0.00055835i,-0.00018088+0.0002662i,0.0003826-0.00038118i
-4.6666e-05-0.00044509i,0.00054392-0.0017346i,0.0005037-0.003185i,3.2076e-05-0.0018258i,-0.00034385+0.00016398i,-0.0010245+0.00021994i,-0.0014982-0.00033813i,-0.00067483-0.00092461i,0.00029825-0.00084762i,-0.00027322-0.0014102i,-0.0011249-0.0012532i,-0.00082805+1.5882e-05i,5.8177e-05+0.00040114i,0.00076888-5.5823e-05i,0.00082626-0.00053184i,0.00091582-0.00021299i,0.00071711+5.9442e-05i,0.00016101-0.00018047i,3.9362e-05-0.00078931i,0.0002933-0.00033809i,0.00087726+0.00039998i,0.0012034+0.00016164i,0.00058753-0.00048582i
0.0022472-0.00041891i,0.002148-0.0026821i,0.0022608-0.0040142i,0.00099239-0.0026913i,-0.00074571-0.00077618i,-0.0016079+0.00070398i,-0.0010676+0.00080782i,-0.00047691+0.00022087i,8.304e-05-0.00011989i,0.00023708-0.00027973i,-9.5877e-05-0.00087931i,-1.4342e-05-0.00088183i,0.0003007+0.00036092i,0.0011437+0.0011637i,0.0021379+0.0011555i,0.0014221+0.00057275i,0.00064504+0.00054739i,0.00037068+4.8516e-05i,-0.0003475-0.00082448i,-0.00015195-0.00042782i,0.00070495-2.3137e-05i,0.00093312+5.1771e-05i,0.00050912+0.00018608i
0.00018237-0.00095704i,-0.00074203-0.0017546i,-0.0016113-0.0021308i,-0.0015264-0.0016549i,-0.00097314-0.00050556i,-0.0008244-8.7244e-05i,4.8699e-05-0.00027518i,0.00013059-0.00058628i,-0.00096354-0.00049036i,-0.0010586-1.0048e-05i,-0.00031607-0.00058833i,-7.5306e-06-0.00098858i,-0.00038931-0.00045202i,-0.00039397-0.00010002i,0.00015982+0.0001375i,-8.2563e-05+0.0003662i,-0.00089499+0.0002196i,-0.00084596-2.6231e-05i,-0.00017832+4.6116e-05i,0.00015082+5.2918e-06i,-2.8559e-05-0.00033258i,-0.00035885-0.00067683i,-0.0001567-0.00081736i
0.00011614-0.0012926i,0.001025-0.0018027i,0.001635-0.0019681i,0.00074885-0.001024i,0.00017378-5.8792e-05i,0.0001786+0.00077003i,0.00040894+0.00048943i,0.00043958-0.00078194i,-0.00064171-0.0013668i,-0.0018486-0.00079431i,-0.0017421-0.00056985i,-0.0007913-0.0012541i,-0.000483-0.0011798i,-0.00046649-0.00057086i,-0.00048044-0.00052939i,-0.00030586-0.00072858i,0.00032304-0.00050376i,0.00019788-0.0007918i,0.00037216-0.0011593i,0.00092601-0.00043559i,0.0012204-0.00018396i,0.00083539+4.3598e-05i,0.00036907+0.00080888i
-0.00036388+7.4605e-06i,0.00049684-0.00059209i,0.00011153-0.00036173i,0.00073987+0.00030656i,0.0013682+0.0017474i,0.0012547+0.0017307i,0.00034848+0.00038069i,-0.00072892-0.00033731i,-0.001041-0.00056446i,-0.00057026-0.00060336i,-4.7335e-05-0.00048071i,-0.00036842-0.0004638i,-3.962e-05+0.00014307i,-0.00028399-9.0827e-05i,-0.00052119-0.00064381i,0.00014248+3.3605e-05i,-1.5327e-05-0.00011949i,0.00021991-0.00034604i,0.0004438+0.00020809i,0.00034824+0.00016722i,0.0014413-0.00074775i,0.0015609-0.0007627i,0.00092641+4.5405e-05i
0.0017342-0.00055307i,0.0010767-0.0018194i,0.00063917-0.0031032i,-0.00042348-0.0024156i,-0.0020757-0.0011388i,-0.0018298-1.3001e-05i,-0.0005112+0.00076048i,-0.00022063+0.00017576i,-0.00079525-0.00067619i,-0.0017738-0.00039126i,-0.0018383-0.00025255i,-0.00088433-0.00030687i,0.00018154-0.00020496i,0.00075459-0.00014381i,0.00057627-5.105e-05i,0.00026919+2.6883e-06i,-0.00038526+7.6637e-05i,-0.00075447-3.0375e-05i,-0.00069147-0.0002071i,-0.00062944-2.068e-05i,-0.00034391+0.00069512i,-0.00019291+0.0010055i,-0.00024801+0.00063254i
0.0015778-0.0004092i,0.00080071-0.00082406i,0.00021336-0.00091603i,0.00045171-0.0010433i,0.00112-0.0014813i,0.0013625-0.0013158i,0.00074159-4.7476e-05i,-0.00034708+0.00048561i,-0.00067413+0.00026207i,-0.0011814+0.00030463i,-0.0017024+6.0784e-05i,-0.0015711-0.00021154i,-0.00071555+0.00018926i,0.00037316+0.00039455i,0.0007833+0.00058213i,7.2989e-05+0.00054356i,-0.00071013-0.00034627i,2.5926e-05-0.00068918i,0.00033483-0.00046807i,-0.00029456-0.0010109i,0.00040861-0.0014695i,0.00050153-0.00066729i,-1.7667e-05-7.3753e-05i
0.0010558-3.3373e-05i,0.0017731-0.00036317i,0.002752-0.0005891i,0.0026008-0.00090851i,0.0017671+6.2103e-05i,0.0017677+0.00077281i,0.0012027+0.00019963i,0.00051355-0.00053715i,-5.0491e-05-0.00031655i,-0.00064268+6.7053e-05i,-0.0011429+1.5865e-05i,-0.00074746-9.3442e-05i,-7.6675e-05-0.00031831i,0.00016554-8.8044e-05i,-0.00023312-0.00011198i,0.00012947-0.0012874i,0.00080594-0.00098949i,-1.6049e-05-0.00043302i,-0.00081718-0.00063568i,-0.00032732-0.00027127i,0.00037178+5.176e-05i,0.00026058+0.00039064i,0.00089131+0.0013324i
-0.00025894+0.00041772i,0.0003807-0.0015471i,0.0011039-0.0017871i,0.0010692-0.00099763i,0.0004747-0.00022629i,-0.00010706+0.00032906i,-0.00046893+0.00063973i,-0.0011238+0.0006698i,-0.0017152+0.00032342i,-0.0012033-0.00047926i,-0.00030528-0.00072957i,4.4328e-05-0.00073442i,-0.00017063-0.0010528i,-0.00034263-0.0011586i,-0.00033106-0.00044139i,-0.00077266+0.00026234i,-0.00080821+0.00050961i,-0.00060338-6.967e-05i,-0.00033216-0.0010267i,0.00022767-0.00073868i,0.00035197+0.00028941i,0.00065949+0.00035774i,0.00078044-0.00024939i
-0.0011459-0.00070887i,-0.0014176-0.0013134i,-0.0012415-0.0011016i,-0.0011465-8.81e-05i,-0.0011357+0.00044558i,2.1136e-05+0.00079572i,0.00059707+1.1305e-05i,8.1664e-06-0.0010338i,-0.00025577-0.00072251i,-0.00011573-0.00059588i,-0.00026687-0.00062177i,7.6531e-05-0.00063864i,0.00084295-0.0011659i,0.00067186-0.00079133i,0.00018436-0.0005581i,0.00022478-4.8271e-05i,-0.0002949+0.00078468i,-0.00087821+0.00045353i,-0.00016826+3.8896e-05i,0.00066806-0.00044389i,0.00058297-0.00018499i,0.00011227+0.00037902i,-0.00053515-0.00047219i
0.00069614-0.00073481i,0.00070718-0.0012032i,0.00010381-0.0018596i,-9.9436e-05-0.0011143i,-0.00016787+0.00063393i,-0.0001969+0.00097585i,-2.2069e-05+0.00082214i,0.00032967+0.00062363i,-6.8639e-05+0.00068975i,-0.0006607+0.00039533i,-0.0006487+0.00022736i,-0.00057495+0.00022237i,-0.00024856-0.00032666i,-5.7844e-05-0.00051611i,0.00046575+0.00046348i,0.0011538+0.0011448i,0.0004806+0.00034364i,0.00011621-0.00010184i,0.00060826-0.00019846i,0.00050569-6.3127e-05i,0.0005194+0.00063339i,0.00019805+0.0010914i,-0.00058923+0.00056682i
-0.0010136-0.0019767i,-0.00019634-0.0016574i,4.7807e-05-0.0012134i,-8.2699e-06-2.0529e-06i,-8.2655e-05+0.00062224i,-0.00014303+0.0012406i,-0.00021358+0.0014783i,-4.7568e-05+0.00076754i,0.00020349+0.00031467i,-0.00011478-0.00047293i,-0.00068038-0.00038177i,-0.00064261+0.00044088i,-0.00014611+0.00088055i,0.0004795+0.00064983i,3.5118e-05-8.6742e-05i,-0.0010573-0.00014761i,-0.00060785+0.00055253i,0.00053612+0.00039653i,0.0010685-0.00073948i,0.0004507-0.0011903i,-1.9559e-06-0.00081658i,0.0003163-0.0002974i,0.00047671+0.00015798i
0.00078824-0.001534i,0.00026036-0.0022862i,-0.00038611-0.0026329i,-0.0010779-0.001852i,-0.001133+0.00011739i,-0.00085712+0.0014879i,-0.00055312+0.0014343i,0.00020522+0.00042413i,-0.00027389-3.0467e-05i,-0.0010601-0.00047293i,-0.00086306-0.00057764i,-0.00047426-0.00029312i,0.00022339+0.00015105i,-0.00011037+0.00055541i,-0.00035097+2.2033e-05i,0.00046965-0.00038463i,3.7252e-05+0.00040789i,-0.00050699+0.00093965i,-0.00071514+0.00030906i,-0.00067145+0.0001088i,-0.00040675+0.00019983i,-0.00033322-0.00012968i,0.00012894-0.00025664i
0.001049-0.00093165i,0.0014149-0.0014583i,0.0026607-0.0019199i,0.0021845-0.0023225i,0.00087125-0.00235i,-0.00012754-0.00077831i,-0.00047264+0.00049275i,-0.0010249+2.2044e-05i,-0.00049662-0.00048287i,5.9988e-05-0.00024986i,0.00013365-0.00066235i,0.00055584-0.0012059i,0.0010145-0.00073132i,0.00083831+0.00026896i,0.00037447+0.0010481i,0.00047716+0.0010422i,0.00044221+0.00013937i,0.00063372+4.159e-05i,0.0011139+0.00013043i,0.0014665-0.00070421i,0.0014564-0.00076643i,0.00087082-0.00029969i,0.00075176-0.00018007i
-0.00017588-0.0011614i,3.4915e-05-0.0016345i,0.00046889-0.0025685i,0.00020868-0.0014625i,-0.00028419+0.00022285i,-0.0005582+0.0011978i,-0.00036153+0.0014544i,-0.00015969+0.0012796i,3.0263e-05+0.00046021i,0.00041481-0.00012433i,-0.00041469-0.00011828i,-0.00023743+0.00016609i,0.00065207+0.00053649i,0.00077513+0.00036143i,0.00058606+0.00044937i,0.00017348+0.0006536i,-9.7323e-05-2.6482e-05i,7.8816e-05-0.00033294i,0.00057403+0.00011463i,0.00073492+0.00081914i,0.00019668+0.00069338i,0.00015774+0.00037117i,0.00040944+0.000595i
-0.00011673-0.00062979i,3.8992e-05-0.0014473i,0.00030829-0.0016048i,0.0013081-0.0009508i,0.0011751+0.00031695i,4.9489e-05+0.00069396i,-0.0005601+0.00067566i,-0.00061599-0.00012354i,-0.0004893-0.0010369i,-0.00052774-0.00070679i,-0.000644-0.00051338i,-0.00048832-0.00019715i,-7.4436e-05+0.00080449i,-0.00028813+0.00083343i,-0.00036909+0.00079692i,-5.7382e-05+0.0001301i,0.00034609-0.00056799i,0.00036055-0.00034326i,0.00013839-0.00044724i,0.00071344-0.00025184i,0.0010984+0.00045915i,0.00050508+0.00044371i,-0.00016871+1.0201e-05i
0.0024599-0.00048496i,0.0015953-0.0021109i,-6.9104e-05-0.0024663i,-0.00012269-0.0014544i,0.00078511-2.0979e-06i,-3.6141e-05+0.00064997i,-0.00080751+0.00075857i,-0.00076467+0.00060386i,-0.00062041-0.00022476i,-0.00059819-0.00026705i,-0.00065962+0.00025875i,-0.00056072+5.6628e-05i,-0.00027979-0.00056732i,5.6165e-05-0.00049448i,-0.00045907+0.0004268i,-0.00082121+0.00081211i,-0.00039561+0.00091333i,-1.0383e-05+0.00062871i,0.00011476-0.00020308i,0.00014316-0.0010249i,-0.00013709-0.00081625i,-6.8434e-06-0.00033646i,0.00031375+0.00010204i
-0.00011492-0.001183i,-0.0005049-0.0023106i,-0.0010047-0.0015813i,-0.00086249-0.0010209i,-0.00032017-0.00074942i,-0.0001386+2.4119e-05i,-0.00036197+0.000493i,-0.00085587-4.69e-05i,-0.0013961-0.00019986i,-0.001586-0.00025139i,-0.00084568-0.00066134i,-9.6522e-05-0.00053544i,0.00045368-0.00050008i,0.00058887-0.000452i,0.00029161-0.00035155i,-6.7572e-05+0.0001723i,1.9286e-05-0.00023561i,-2.8827e-05-0.00059152i,0.00016675+2.0368e-05i,0.00065077+0.00049564i,0.0011719+0.00036384i,0.0013687-0.00032121i,0.0012203-0.00083234i
-0.0011961-0.0016274i,-0.00068189-0.001411i,1.7104e-06-0.00081098i,0.00032296+8.1272e-05i,0.00052879+0.0013801i,0.00098423+0.0016395i,0.0005994+0.00027913i,5.5419e-05-0.00064751i,-0.00051951-0.00090019i,-0.00055924-0.0011127i,0.00019556-0.0013788i,0.00027918-0.00058444i,0.00035146+0.00093996i,0.0011289+0.00088843i,0.0012663+0.00028608i,0.00065941+2.04e-05i,0.00028454+0.00010713i,0.0010465+0.00038704i,0.00136-3.6271e-05i,0.00085172-0.00040903i,0.00025291-0.00068895i,-0.00012085-0.00027813i,0.00032592+0.00086354i
-0.0012273-0.0023377i,-0.0021302-0.0022748i,-0.0021552-0.0016745i,-0.0016744+6.3521e-05i,-0.002089+0.0011914i,-0.0013387+0.0015833i,-0.0011309+0.00057758i,-0.00040848+4.0563e-05i,-0.00011112+0.00056718i,-0.00086128+0.0003663i,-0.00052141-0.00029839i,-0.00015848-2.0794e-06i,-5.2464e-05-0.00012123i,0.00060937-0.0010333i,0.00079962-0.001005i,0.00098122-0.00048131i,0.00068611+0.00048159i,-0.00056014+0.00062402i,-0.00017925+8.1466e-05i,0.00044239-9.7926e-05i,-0.00079975+8.3532e-05i,-0.0011429+0.00031145i,0.00031346+5.6559e-05i
-0.00091957-0.00078537i,-0.00054135-0.0011888i,-0.00041448-0.0010091i,-0.00089881-0.00026622i,-0.0013162+0.0013116i,-0.00053038+0.0026357i,-0.00013436+0.0022856i,-0.00022339+0.00090822i,-0.00032247-0.00023804i,-0.00090379-0.0010583i,-0.00067646-0.0011723i,0.00017728-0.00057874i,0.0001609+0.00021147i,-3.2735e-05+0.00081783i,-0.00016234+0.00089626i,0.00015535+0.00062121i,0.0006151+0.00063127i,0.0001855+0.00013243i,-0.00047206-0.00053097i,-0.00080764-0.00038209i,-0.00054866-0.00034343i,-0.00030767-0.00082037i,-1.5312e-05-0.00057338i
-0.00077193-0.00097527i,0.000615-0.0024563i,0.0011849-0.0018525i,0.00045049+0.00011033i,-0.00049636+0.0011839i,-0.00039245+0.00098378i,-0.00045962+0.00037101i,-0.00051369-0.00064343i,-0.00023058-0.00044668i,-0.00015177-8.2337e-05i,5.8132e-05+1.9167e-05i,-0.00037196+0.0002099i,-0.00079303+0.00058999i,-0.00013801+0.00060676i,0.00051958-0.00035709i,0.00069409-0.000978i,0.00018758-0.00046504i,-0.00057693+9.4829e-05i,-3.8173e-05+0.00036804i,0.0013371-0.00017011i,0.0014916-0.00073538i,0.00096289-0.00063494i,0.00045266-0.0007016i
0.00059501-0.00044107i,0.00092447-0.0013289i,0.000906-0.0018237i,0.00091238-0.001298i,0.0015135-0.0002985i,0.0018784+0.00099574i,0.0013014+0.0009651i,-0.00018308-0.00022996i,-0.00079493-0.00041579i,-0.00092431-0.00036934i,-0.0012429-0.00022149i,-0.00073521-8.8285e-05i,7.981e-05+8.0549e-05i,0.00012377+0.00024895i,-0.00011018+0.00068914i,-0.00080644+0.00073842i,-0.00043318+0.00053607i,0.00064597+0.00050768i,0.00068272-0.00021142i,0.00021687-0.00012177i,0.00073949+0.00067937i,0.00039838+0.00010933i,-0.0004606-0.00033197i
0.00012205-0.00027044i,-0.00078971-0.00072212i,-0.00067728-5.4009e-05i,-7.0708e-05+1.5614e-05i,2.202e-05+0.00087465i,0.00062445+0.001308i,0.0012414+0.00069627i,0.00014283+0.0002004i,-0.00075017-0.00036886i,-0.00074724-0.00074203i,-0.00047976-0.00090421i,0.00030609-0.00082439i,0.00065189-0.00014297i,0.00080143+0.00038898i,0.00070117+0.00098613i,0.00059455+0.0014277i,0.00018955+0.00090658i,1.5524e-05+0.00043743i,0.00021476+0.00061113i,-0.00011118+0.00047044i,-7.1419e-05-0.00032765i,-6.4593e-05-0.00080944i,2.871e-05-0.00080947i
0.0011102-0.0016536i,0.00097207-0.0018997i,0.00044756-0.0029299i,-0.00080565-0.0034201i,-0.0015718-0.0026758i,-0.001941-0.0010776i,-0.0014263+0.00029422i,5.4605e-05+0.00026643i,-9.7498e-05+7.2683e-05i,-0.00020211+0.00016249i,-0.0004554+0.00025769i,-0.00079683+3.6627e-05i,-0.00058526-0.000126i,6.0927e-05-0.00036336i,0.00024447-0.0007052i,0.00041877-0.00060743i,0.00081911-0.00064541i,0.00063043-0.00046609i,-6.686e-05-0.0002587i,0.00025144+9.789e-05i,0.00077073+0.00032746i,0.0006108-2.7873e-05i,0.00086533+0.00019117i
0.0011545-0.0010032i,0.00069512-0.0015454i,0.00038498-0.0021473i,0.00062151-0.0020721i,0.00062337-0.0012204i,0.00052053+0.00020043i,-0.00029358+0.00067976i,-0.00081582-8.3889e-05i,-0.00047129-4.3212e-05i,-0.00015644-0.00055257i,-7.4476e-05-0.0010119i,-0.00029339+6.5309e-06i,0.00018946+0.00046887i,-5.6534e-05+0.00050054i,-0.00025534+0.0002815i,-0.000147+0.00040046i,-0.00099613+0.0006889i,-0.00066886+0.00030345i,-0.00026981-2.5155e-05i,0.00018612-0.0005227i,0.0013086-0.00038953i,0.00084402-0.00031173i,0.0005989+0.00011231i
-0.00063405-0.002276i,-0.00065085-0.0019474i,-0.0011336-0.0019791i,-0.0014244-0.00098682i,-0.00088969+0.0011808i,-0.00024989+0.0019399i,0.00097473+0.00073386i,0.0011391-0.0011182i,-0.00048897-0.0019038i,-0.0013472-0.0015262i,-0.0010591-0.00030534i,-0.00072471+0.00055802i,-0.00055919+0.00058522i,-0.00023851+0.00028846i,0.00023722-0.00010725i,0.00062979-0.00028437i,0.00021057-0.00044657i,-0.00075761+0.00018321i,-0.0011163+0.00054293i,-0.00010435+0.00017806i,0.00063345+0.00013765i,0.00061193+0.00034412i,0.00072157+0.00087094i
-0.0010629-0.002247i,-0.00048512-0.0014829i,-4.4607e-05+0.00047457i,-4.5156e-05+0.0010698i,-0.00044271+0.00076178i,-3.988e-05+8.7934e-05i,0.00069679-0.00080769i,0.00054889-0.001182i,-0.00046363-0.00086742i,-0.0009944-0.00030782i,-0.00025036+0.00052676i,0.00098957+0.00011944i,0.00090371-0.00074314i,0.00078908-0.00098713i,0.00038107-0.0010573i,-0.00080365-0.00043513i,-0.0010775+0.00033894i,-0.00056969+0.00068367i,0.00018126+0.00056941i,0.00027358+0.00034948i,0.00020631+0.0009355i,0.00081347+0.00059979i,0.00044531-0.00019573i
-0.0011251-0.0019936i,-0.00062906-0.001778i,-0.0010755-0.0022848i,-0.002223-0.0011858i,-0.0024651+0.00050647i,-0.0013013+0.0012956i,-0.00091639+0.00104i,-0.0011571+0.00035814i,-0.00072444-0.0003901i,-0.00053619-0.00094801i,-0.00051511-0.00099474i,0.00077494-0.00037575i,0.0017187+0.00039964i,0.0011474+0.00088421i,0.00047729+0.00055128i,0.00057142-0.00023034i,0.00052063+0.00022913i,0.00042302-0.00035342i,0.00067542-0.0015389i,0.000843-0.0014245i,0.00047129-0.0015072i,0.00054412-0.0012557i,0.0005984-0.00094961i
0.00081664-0.00061928i,0.0011366-0.00084767i,0.00040111-0.00099339i,6.8983e-05-0.00079598i,-0.00039044-0.00019734i,-9.3543e-05+0.00069598i,0.00026053+0.00072656i,-0.00016768+4.6566e-05i,-0.00051294-0.00081729i,-0.00097279-0.00090433i,-0.0006977-0.00074115i,5.5284e-05-0.0011117i,5.9515e-05-0.00089004i,0.00012092-0.0003689i,1.0537e-05+0.0003134i,-0.00057056+0.00052078i,-0.0011051+0.00028759i,-0.00050977+0.00051549i,0.00097932+0.00029432i,0.0014197+8.5809e-06i,0.0002208+0.0005088i,-0.00045609+0.00010394i,-2.2775e-05-0.00038172i
0.0005875+0.00071473i,0.00053064-0.00074732i,0.00041392-0.0019512i,0.0010758-0.0016254i,0.00098542-0.00064551i,0.0003717-0.0001408i,9.8382e-06+7.0528e-05i,-0.00042957-0.00018769i,-0.00059464-0.00083294i,-0.00020164-0.0017928i,-0.00021484-0.0013501i,-0.00082644-7.3723e-05i,-0.00076717-6.8578e-05i,0.00011632+0.00014413i,-0.00060819+0.00066485i,-0.0012287+0.0005202i,-0.00033964-0.00042512i,0.00024638-0.00076554i,0.0003843-0.0011849i,0.00043667-0.0011102i,0.00032678-0.00046654i,0.00095152-0.00046528i,0.001507-0.00033812i
0.00067038+0.0003729i,6.9837e-05-0.0012462i,0.00066321-0.0017335i,0.0009169-0.00048611i,0.0006662+0.0006338i,0.00089191+0.001104i,0.00067102+0.00099255i,-3.0048e-05+9.3446e-05i,-0.00045362+0.00016433i,-0.00071485+0.00047544i,-0.0010493-0.00045349i,-0.0015159-0.0011444i,-0.00053107-0.00050898i,2.3773e-05+0.00023512i,-0.00060972+0.00011956i,-0.00050788-0.00010293i,0.00078043-0.00032905i,0.0014012-0.00034488i,0.00058687+0.00069478i,1.8538e-05+0.0011125i,-0.00013724+0.00080154i,-0.00060247+0.00052079i,-0.00031962-0.00029704i
0.0005993+0.00056849i,0.0013346-0.00069512i,0.002044-0.0022318i,0.001181-0.0021424i,0.0011775-0.00081047i,0.0013336+0.00060079i,0.00077579+0.00083538i,-0.00017286+0.00067767i,-0.00091844+0.00035704i,-0.0011459-0.00040285i,-0.00082586-0.00048854i,-0.00021174+0.00021266i,0.00040759+0.00061915i,0.00045289+0.00051679i,0.00051563+0.0010484i,0.00075335+0.0012137i,0.0001433+0.001039i,-0.00016667+0.00061515i,8.8174e-05-0.00011671i,-0.00025944-0.00065938i,-0.0006877-0.00089133i,-1.9626e-05-0.00038296i,0.00070188+0.00010397i
0.0019507-0.00068417i,0.00053673-0.0021692i,-0.00086279-0.0023772i,-0.00129-0.0016642i,-0.0015194-0.00097475i,-0.0013564+1.2241e-05i,-0.00076465+0.00053375i,-0.00020654+1.7956e-05i,0.00019839-0.00053434i,0.00030794-0.00094922i,0.00040696-0.00082675i,0.00056409+0.00036815i,0.00040001+0.00064736i,0.00013742+0.00035924i,0.00017035-1.6074e-05i,0.00055473-0.00069699i,0.00073491-0.00068097i,0.00062158+0.00022047i,-6.1945e-05+0.0010495i,-0.00061691+0.0008448i,0.00012426+0.00083641i,0.0007919+0.00052047i,0.00070886-4.9416e-05i
-0.00010613-0.001685i,0.0009583-0.001674i,0.0017561-0.001804i,0.0011422-0.002871i,0.00080527-0.0027359i,0.0012746-0.0014616i,0.00090157-0.00086005i,0.00049324-0.00089137i,0.00018481-0.00061453i,0.00021643-0.00017514i,0.00029078-0.00024406i,-0.00041801-0.00049819i,-0.00064889-0.00029124i,0.00049562+0.00026362i,0.0010983+0.0010499i,0.0012092+0.001094i,0.0011322+0.00066442i,0.0011047+4.8054e-05i,0.00093479-0.00037531i,0.00040623-0.00063992i,0.00020481-0.00083629i,0.00040158+0.00040803i,0.00036486+0.0011769i
-0.0013023-0.00085996i,-0.00046133-0.0014235i,-0.00069382-0.0011171i,-0.00061974+0.00027375i,-0.00072992+0.00080547i,-0.00080335+0.0009231i,-0.00073492+0.00072064i,-0.0010127+0.00017426i,-0.0012236+0.00013438i,-0.0013166-0.00037603i,-0.00097722-0.00088181i,-0.00022977-0.0010303i,0.00030021-0.00034395i,0.00022418+7.1816e-05i,-0.0006782-0.00017519i,-0.00049612+0.00014915i,-5.3859e-05+0.00051503i,0.00013776+0.00027473i,0.00029029-0.00015431i,6.3137e-05-0.00027307i,-0.00029944+0.00034501i,-0.00059286+0.00080695i,-0.00056866+6.578e-06i
-0.00041951-0.00032593i,0.00023318-0.0014315i,0.00016894-0.002158i,-0.00013287-0.0017245i,-0.00071682+5.6883e-05i,-0.00071763+0.00087662i,0.00018814+0.00079458i,-0.00032158+0.00065374i,-0.00093509+0.00072134i,-0.00029551-2.6098e-05i,0.00056301-0.00087352i,0.00096613-0.00077371i,0.00020684-0.00020207i,-0.0009507+0.00036853i,-0.00078717+3.226e-05i,-0.00054865-0.00096044i,-0.00092488-0.0011043i,-0.00061963-0.00094139i,-8.4841e-05-0.00045673i,8.593e-05-0.00063746i,-3.0346e-05-0.00050612i,2.6798e-05-0.00042731i,-0.00011715-0.00066791i
-0.00032694+0.001059i,0.00022455+0.00058667i,0.00037879+0.0015496i,0.00099001+0.0013035i,0.0011556+0.00042215i,0.00055803-0.00013863i,7.2571e-05-5.7275e-05i,-0.00011482-0.0005537i,1.0953e-05-0.0011317i,-0.00045438-0.0008791i,-0.00056939-0.0010887i,-0.00013023-0.00096603i,9.3448e-05+0.0002344i,-0.0001671+0.00073986i,-0.00057247+0.00022891i,-0.00063222-0.00010531i,0.00022281-0.0004152i,0.00075632-0.00047558i,0.00039752-3.0996e-05i,-0.00015965+0.00012963i,-6.2167e-05-2.5817e-05i,-6.6566e-06-0.00076802i,-0.00055553-0.00059871i
-0.0012544-0.00082554i,-0.0008719-5.8479e-05i,-0.0010299-3.6117e-05i,-0.00016953+0.00089179i,0.00016589+0.0021074i,0.00068594+0.0018804i,0.00066797+0.0014591i,-0.00027138+0.00080821i,-0.00098801+5.9721e-05i,-0.001075-0.00014598i,-0.00059921-0.00039064i,-0.00037698-0.00051466i,-0.00029317-0.00015948i,-0.00010092+0.00011146i,-0.00050262+0.00050566i,-0.00053194+0.00038829i,0.00035171-0.00055779i,-8.1507e-05-0.001035i,-0.00045683-0.00064508i,0.00042128-0.00029496i,0.00067516-0.00043454i,0.00063804-0.00069308i,0.00085339-0.00055874i
0.0008843+6.7508e-06i,0.0010751-0.001682i,0.0012658-0.0013941i,0.0020016-0.00053755i,0.002437+7.7584e-05i,0.0011385-0.0001225i,0.00035667-0.00079718i,-0.00022662-0.00083382i,-0.0011416-0.00082994i,-0.0010948-0.00090655i,-0.00057327-0.0007721i,-0.00037904-0.00059563i,-2.8526e-05+0.00036802i,0.00015757+0.00089012i,0.00011119+0.00025263i,-1.6342e-05+7.4487e-05i,0.00033019-0.00013047i,0.00049625-8.9713e-05i,0.00072338+0.00017945i,0.00051819-0.0002101i,0.00020117-0.00068633i,0.0003253-0.0014428i,-0.00011337-0.0013402i
