9.1251e-05-0.00151i,0.00037517-0.0026566i,6.0096e-05-0.0035516i,-0.0010518-0.0029631i,-0.0030689-0.0020885i,-0.0036886-0.00034712i,-0.0018558+0.0011254i,0.00037326+0.00071729i,0.0015568-0.00012723i,0.0011265-0.00062625i,-0.00020433-0.00012244i,-0.00091594-0.00013771i,-0.00098211-0.00010267i,-0.00052533+0.00010792i,-0.00031748-0.00049195i,-0.00075279+2.5984e-05i,-0.00050223+0.00050647i,0.00059681-2.6356e-05i,0.00013936+5.3269e-05i,-0.00082396+0.00037872i,-0.00022796-0.00030147i,-0.00040314-0.0014128i,-0.0010364-0.0014638i
-0.0009424+0.00021222i,-0.00054995-0.00015228i,0.00017731-0.00023589i,-0.00016587-0.00049965i,-0.00019499-0.0013612i,-1.2466e-05-0.0012081i,0.00087216-0.00076826i,0.0018423-0.00080814i,0.0016393-0.0011904i,0.001174-0.00090755i,0.0011908-0.00053483i,0.0010467-0.00020096i,0.00064934-0.00052148i,0.00069438-0.00099083i,0.00087727-0.0002016i,0.00038213+7.8591e-05i,-0.00059697-0.00048915i,-0.00070986-0.0007205i,0.00030457-0.00011185i,0.00011604+0.00023924i,-0.00090423-0.00047427i,-0.00030679-0.0012669i,0.00098466-0.00085324i
0.0013765+0.0011346i,0.0020368-0.00054168i,0.0028894-0.00099676i,0.0022214-0.0010927i,0.00044907-0.0014911i,-0.00041205-0.0010587i,8.7969e-05-0.00042408i,0.00069016+0.00022562i,9.3191e-05+0.00058382i,-0.00055456+0.00026715i,-0.0010482-0.0001895i,-0.0015466-0.00086432i,-0.0017606-0.0015796i,-0.0013593-0.0014498i,-0.00051673-0.00010604i,0.00047863+0.0006221i,0.0003221+1.4428e-05i,-0.00063602-0.0002546i,-0.0002834+6.2845e-05i,0.00019559+0.00027775i,-0.00016571+2.1386e-05i,-0.00039292-0.00025539i,-0.00072739-0.00089314i
-0.0023456-0.00098925i,-0.0025003-0.0016227i,-0.0018444-0.00051334i,-0.0010547+0.00050451i,-0.00053109-0.00028081i,-0.00030939-0.00088981i,-0.00012768-0.00036817i,0.00011767+0.00051823i,0.0001643+6.0095e-05i,0.00010495-0.00024503i,-0.00041766+0.00061659i,-0.00053588+0.0010915i,0.00025028+0.0016024i,0.00056069+0.0017142i,-0.00011237+0.0004963i,-0.00045185-0.00072467i,0.00035739-0.00032382i,0.0014819+2.3128e-05i,0.001272-0.00054729i,0.00047399-0.0010111i,-2.1875e-05-0.0010611i,0.00020565-0.0010034i,0.00053962-0.00076882i
-8.5211e-05+0.00016673i,0.00060449-0.00044419i,0.0014013-0.0004286i,0.0014391+0.00067149i,0.00065255+0.00043354i,0.00024719-0.00056032i,0.00024156-2.3752e-05i,-0.00040457+0.00046296i,-0.00067881+0.0010442i,-0.00057231+0.0014221i,-0.00042931+0.00091374i,0.00017515+0.00033212i,0.0006139+0.00036066i,0.00035673+0.00094316i,0.00040958+0.001205i,7.7948e-05+0.00046i,-0.00023122-0.00088049i,-0.00024408-0.00047513i,-0.00047859+0.00030857i,-0.00061429+9.2653e-05i,-0.00043678-0.00023518i,-0.00012585+0.00037816i,-0.00054609+0.00098374i
-0.00032774-0.0015633i,-0.00037424-0.0007939i,0.00015635-0.00034225i,-0.00058713-0.00026447i,-0.0016443-0.00075043i,-0.0013463-0.00077376i,-0.0010922-0.00047637i,-0.0011017-0.00047395i,-0.0003939-0.00074727i,0.00043834-0.00091941i,0.0012124-0.0012272i,0.00055919-0.00062941i,1.7203e-05+0.00036044i,0.00046888-0.00012876i,0.00073224-0.00075328i,0.00032817+6.0693e-05i,9.6748e-05+0.00069678i,0.00025664+0.00063747i,0.00066397+0.00028259i,0.00060392+0.00010227i,8.8447e-05-0.00025844i,0.00028283+9.4398e-05i,0.00045822+0.00037223i
0.001021+0.001994i,0.001626+0.00063416i,0.0021942-0.00022829i,0.0013163-0.0008491i,5.2846e-05-0.0017117i,-0.00061672-0.0013688i,-0.00069682-0.00043367i,9.25e-05-0.00038166i,0.00046476-0.00052528i,0.00046577-0.0011831i,0.00076681-0.001669i,0.0007732-0.0015246i,0.00029184-0.0010258i,-0.00032017-0.00083648i,-0.00066123-0.0007808i,-0.0003849-0.00095988i,0.00079795-0.0010486i,0.001166-0.0012147i,0.00024861-0.0010212i,-0.00031414-0.00014503i,0.00015281+0.0001547i,0.00068217+0.00040877i,0.00075072-0.00011301i
-6.5211e-05+0.0028725i,-4.3748e-05+0.0018985i,0.00049818+0.00044441i,0.0015332-0.0011164i,0.0016629-0.0020536i,0.00053729-0.001027i,-0.0001084+0.00071682i,-0.00035907+0.00093343i,-0.00043151+0.00058425i,-7.6925e-05+0.00082199i,1.1666e-05-0.00030272i,-5.24e-05-0.0011279i,-0.00068146-1.406e-06i,-0.0015761+6.0598e-05i,-0.0011636-0.0004507i,-0.00038075-0.00052704i,-0.00077168-0.00076105i,-0.00049631-0.00055456i,0.00015692+6.1312e-05i,0.00033057+0.00028581i,-5.6922e-05-1.1113e-05i,-0.00035645-0.00038322i,0.00023212+6.0556e-06i
0.00025024-0.0014356i,0.00066752-0.0013276i,0.00073503-0.00065433i,0.00064254-0.00050825i,0.0011827-0.00097201i,0.001024-0.00098247i,0.00062606-0.0011995i,-8.4242e-06-0.00053276i,0.0001968+0.00092992i,-2.4648e-05+0.00089835i,-0.00096135+0.00096097i,-0.00051935+0.0011819i,0.00019339+0.00067135i,0.00050347+0.00054157i,0.0002014+0.00068841i,3.325e-05+0.00089846i,0.00105+0.00070152i,0.0014077+0.00053455i,0.00059546+6.7617e-05i,0.00015111-0.00026151i,8.2803e-05-1.329e-05i,0.00073472+0.00025219i,0.00052928+0.00049195i
-0.0015278+0.00063907i,-9.9697e-05+0.0023279i,0.00059705+0.0025794i,0.00070619+0.00053948i,0.00041211-0.00093651i,-0.00037998-0.0014962i,-3.6989e-06-0.0013374i,0.00060775-0.00050285i,0.00065449-0.00072675i,0.00078378-0.0010484i,0.00075984+0.0001691i,0.0010783+0.0015664i,0.0013834+0.0016473i,0.0013661+0.00072746i,0.0013355+0.00012848i,0.001001-0.00022379i,0.00014461-0.00083168i,-0.00037378-0.0010607i,0.00019023-0.00042283i,0.0011555-0.0001947i,0.00077444-0.0006587i,0.00045929-0.00010189i,0.0005042+0.00014064i
0.0014889-0.0020409i,0.0015745-0.0025021i,0.0015085-0.0025995i,0.00069947-0.0014971i,-0.0010183-0.00034687i,-0.00098911+0.00041211i,0.00034231+0.00051511i,0.0010462+0.00013152i,0.0013203-0.00082944i,0.00047725-0.0015237i,7.9013e-05-0.0010586i,0.0008861+0.00016676i,0.00090527-0.00013565i,0.00012334-0.00065707i,-0.00020959-0.00055967i,-0.00036359-5.9215e-05i,-0.00037701+0.00043341i,-0.0003739-0.00028033i,-0.00035601-0.00084018i,-0.00029114-0.00018197i,-3.135e-05+0.00055088i,0.00042265+0.00075952i,0.00085222+0.00092167i
0.00079718-0.0018851i,0.00028388-0.0015542i,-0.00021634-0.0018396i,-0.00072043-0.0020038i,-0.0006303-0.00098917i,-0.0011061-0.00044533i,-0.000974-0.00066083i,0.00038099-0.00080277i,0.00084906-0.0012449i,0.0003652-0.00058667i,-0.00017006-0.00033145i,-0.00047819-0.00062319i,-0.0011491-0.00054914i,-0.0011816-0.000506i,-0.00061826-0.00020743i,-4.8383e-05+0.0001866i,-6.4393e-05+0.00072376i,-0.00028573+0.00053009i,0.0005284+0.00033612i,0.00090713+0.00018029i,5.6042e-05+0.00019414i,-0.00056584+0.00040361i,-0.00017236+8.7524e-05i
-0.0014947+0.0017889i,0.00014617+0.0018605i,0.0011893+0.0019869i,0.0026569+0.00095321i,0.0024587+5.3218e-05i,0.00070964-0.00031018i,-0.00059045+0.00031994i,-0.00074642+0.0005205i,-0.00031794+2.4833e-05i,-0.00035667+0.00056368i,-0.00073888+0.00086208i,-0.00048793+0.00068011i,0.00013931+0.00045923i,0.00079309+6.9169e-05i,0.00089561-0.00075371i,0.0006573-0.0010074i,0.0006669-0.0006166i,0.00031488+7.6278e-05i,0.00025526+0.0011079i,-0.00014454+0.0011577i,-1.4885e-05+0.00016255i,-5.1872e-05-0.0003219i,-0.00075583-0.00038171i
-0.00031275-0.000294i,-0.00019617-0.00070301i,-5.0419e-05-0.0012501i,0.0005502-0.0015892i,0.0011277-0.0011556i,0.00051004-0.0009077i,0.00012729-0.0005303i,0.00046697-0.00013353i,0.00067862-0.00051788i,0.00021099-0.00039345i,-0.00042428+0.00072937i,-0.00023753+0.0017801i,0.00083893+0.0012289i,0.0015507+0.00060584i,0.001441+0.00025944i,0.00084617-0.00043201i,0.00010686-0.00089843i,-0.00038665-0.00075848i,-0.0004503-0.0009311i,-0.00038667-0.00077913i,-0.00080009+0.0001301i,-0.00040845+0.00045864i,0.00033005+0.00053434i
0.0022943-0.00011082i,0.0020001+0.00040724i,0.0013919-0.0002676i,0.00023155-0.0017259i,-0.00045438-0.0022337i,-0.00037846-0.0010742i,0.00027774-6.9752e-05i,0.0010902+0.00042006i,0.00075886-0.00038494i,0.00044609-0.0013051i,0.00089357+0.00029896i,0.00094861+0.0007363i,0.0014546-0.001201i,0.0012521-0.0015915i,-7.6575e-05-0.0013356i,-0.00042223-0.00071653i,6.0551e-05-6.4086e-06i,0.00039486-0.00023994i,0.00072759-0.00045331i,0.00064368-0.00046035i,0.00050551+0.00014707i,0.00067704+0.0002945i,0.00074375-0.0009592i
-1.1688e-05-0.003844i,-4.0193e-05-0.0032645i,-0.0011698-0.002784i,-0.0012-0.0011063i,-0.0011246+0.00060107i,-0.0011451+0.0012i,-0.00026037+0.00064449i,0.00056013+0.0003329i,0.00073795-0.00037851i,0.00032049-0.001289i,-0.00035741-0.00086886i,-0.00067906-0.00010606i,-0.00088235-0.00017965i,-0.0011948-0.00086205i,-0.00097787-0.0009435i,-0.00048874+2.9544e-05i,0.00018854+0.00088431i,0.00041842+0.00072709i,0.00029655+0.00070634i,0.00027706+0.00030845i,0.00071855-0.00051053i,0.00096845-0.0002024i,0.00019292+0.00048388i
0.00070684-0.0010345i,0.0015371-8.4493e-05i,0.00166-0.00029224i,0.00036578-0.0014107i,-0.00087413-0.0015338i,-0.0012376-0.00011793i,-0.00074036+0.00042312i,0.00012031-3.2989e-05i,-4.6037e-05+2.8859e-05i,-0.00055979+0.00056294i,-0.0010814+0.00057387i,-0.0017136+0.00085123i,-0.001781+0.00056906i,-0.0011273+0.00028832i,0.00033411+0.0011616i,0.00048173+0.00098304i,0.00028139-2.3575e-05i,0.00073601+0.00020737i,0.00089034-4.7039e-05i,0.00046201-0.0011019i,0.00020362-0.0012807i,-5.3831e-05-0.00076409i,-0.00067255-0.00049293i
-0.003385+0.00014348i,-0.002843-3.3839e-05i,-0.00092735-0.00026342i,0.0011823-7.9105e-05i,0.0017331+0.00014985i,0.0014792-0.00070467i,0.00059806-0.00082032i,-0.00031519-0.00056051i,-0.00027876-0.00024184i,0.00050408-9.3993e-05i,0.00076083+0.0003001i,0.00042834+0.00034946i,5.3081e-05+0.0002541i,0.00061869-0.00013292i,0.00074108-5.6232e-05i,0.00060831+0.00086341i,0.00042648+0.00096682i,0.00026849+8.0665e-05i,4.122e-06-0.00021819i,-0.00019215-0.00054752i,-0.00012233-0.00093272i,-0.00055646-0.00077326i,-0.00053754-0.00026342i
0.0010861-0.0007033i,0.0013936+6.1759e-05i,0.00060399+0.00014569i,0.00023719-0.00056101i,-6.5517e-05-0.0010692i,-0.00071363-0.00086989i,-0.00046348-0.0010696i,-0.00010162-0.00062811i,-0.00035171+5.1064e-05i,-0.00014245+0.00014901i,0.00028406+0.00020661i,0.00069473+0.00090812i,0.00067444+0.0010486i,0.00012748-0.00022186i,0.00011868-0.00064435i,0.00060573-0.00040365i,0.00077353-0.00067838i,0.00056768-0.00021747i,0.00063111+0.00051299i,0.00029745+0.00085687i,-0.0001767+0.00059961i,-0.00053504+2.372e-05i,-0.0004444-0.00086183i
-0.00091814-0.0010542i,-0.0011824-0.00028181i,-0.0014479+0.00094051i,-0.0012705+0.00077772i,-0.0005395-0.0001424i,-0.00013096-0.0002703i,4.3796e-05-0.00026187i,0.00065746+0.00031197i,0.00065737+0.00012438i,0.00035428+1.726e-05i,0.00074549+2.9367e-05i,0.0014851-0.0009347i,0.0016919-0.0006463i,0.00083861+0.00035251i,0.00027815+0.00061032i,0.00018751+0.00069993i,-0.00050225+0.0007218i,-0.00074754-0.000308i,-0.00041152-0.00082844i,-1.6693e-05-0.00050281i,0.00065938-0.00038217i,0.00081169+5.0686e-05i,0.0012098+0.00027197i
-0.00027034+0.00028701i,0.000525+0.00013476i,0.001295-0.0022811i,0.001753-0.0031255i,0.0014162-0.0011639i,0.00088056-0.00012652i,0.00029794-0.00036583i,-0.00019269-0.00053124i,-0.0002102-0.00068994i,0.00016786-0.00040419i,-0.00016644-0.00029922i,-0.00093679-0.0004271i,-0.0009651-0.00042417i,-0.0004963-0.00011414i,-2.5504e-06+0.00081676i,0.00027813+0.0012643i,5.147e-05+0.00028108i,0.0001986-0.00057735i,0.00020643-0.00082433i,0.00060186-0.00099091i,0.001113-0.00016289i,0.00049287+0.0009303i,-0.00038448+0.00078425i
-0.0011251-0.0012461i,-0.0011868-0.00033804i,-0.00094619+0.00054206i,-0.00078829+0.00050964i,-0.00072155-0.0005932i,-0.00010675-0.00074656i,0.00091831-0.00060008i,0.00056308-5.5836e-05i,-0.00058594+0.0001712i,-0.00098087-0.00015882i,-0.00034961+7.4914e-05i,0.00016781+0.00048679i,-0.00029528+0.00081381i,-0.00038207+0.00071318i,-0.00029727+0.00052819i,0.00030981+0.0007618i,-0.0002074+0.0008413i,-0.0014039+0.00037244i,-0.0013727+0.00010592i,-0.0008365+4.7478e-05i,-0.00054274-0.00019567i,-0.00080454-0.00023279i,-0.0007458-2.0467e-05i
-6.1199e-05-0.00015733i,0.0011354-0.0004384i,0.0028711-0.00059487i,0.0029446-0.00023706i,0.001642-0.00048225i,-0.00022168-0.00075161i,-0.0010477-0.00011242i,-0.00058963-0.00019371i,-0.00032666-0.00058166i,-0.00037983+3.2469e-05i,0.0003242+0.00050249i,0.00125-0.00025955i,0.0017454-0.00056339i,0.0017526-0.00020476i,0.0011424-0.00058826i,0.00080918-0.0011733i,0.00089766-0.0012189i,0.0011805-0.0010799i,0.0012551-1.3721e-05i,0.00029952+0.00084468i,-0.00023289+0.00050242i,5.9156e-05-0.00036119i,0.00047788-0.0002547i
0.0014473+0.00091935i,0.0004754+0.00035456i,0.00082898-0.00041569i,0.00064577-0.0010129i,1.848e-05-0.0016811i,0.00017334-0.0011468i,0.00066182-0.00042525i,0.00091061-0.00067454i,0.0005932-0.00078268i,0.00058524-4.7966e-05i,0.0010868-0.00013981i,0.0011525-0.00060948i,0.0012607-0.00057372i,0.00078887-0.00086449i,-0.00012808-0.00086776i,-0.00069638-0.00060548i,-8.7945e-05-0.00058394i,0.00040405-0.00037453i,0.00034876-0.00014736i,-0.00020018+0.00017808i,-0.00042484+0.00030016i,-0.00048915+0.00033984i,-0.00054387+3.2319e-05i
-0.00070009-0.00055905i,-0.00085547+0.00029923i,-0.0006826+0.00077102i,0.00011218+0.00059485i,0.00076574-0.00052704i,0.00019683-0.0013695i,0.00046127-0.00062385i,0.00087032+7.9765e-06i,0.00082565-9.1061e-05i,0.00073697+5.8185e-05i,0.00022493-0.00030568i,-0.00028004-0.0011836i,-0.00031721-0.00091579i,-0.0002367+0.00040238i,-0.00012861+0.001279i,-0.0003266+0.00073179i,-0.00025472-0.00011642i,0.00037655-0.00019517i,0.00015156+0.00014906i,-0.00041329+5.242e-05i,-0.00044615+8.8837e-05i,0.00044866+0.00025331i,5.2593e-05+0.00038263i
0.0012778-0.00075434i,0.0013872-0.0017318i,0.0016083-0.0027338i,0.0015691-0.0031259i,0.00062745-0.0023206i,-0.00020876-2.3355e-05i,0.00024949+0.00087022i,0.00080213+0.00031637i,0.0001109+0.00032202i,-0.00045122-7.1155e-05i,-0.00020085-0.00018866i,-0.00040168+0.00051868i,-0.00091601+0.00056219i,-0.0007816+0.00060658i,2.7219e-05+0.00041126i,0.00054938+0.00041508i,0.0010369+0.00061321i,0.00096735+0.0010523i,-9.7563e-05+0.00069382i,-0.00042794-0.0001457i,-5.1886e-05+0.00012718i,0.00021527+0.00038561i,-6.1394e-05+0.00063384i
0.001679+0.00055368i,0.00047789+0.0008695i,-0.00056914+0.0018208i,-0.00087546+0.0014391i,-0.00025135+2.5968e-05i,0.00076941-0.00080314i,0.00097737-0.00050944i,0.00049105-0.00052736i,9.3133e-05-0.00065303i,5.8857e-05-0.00015218i,-3.7334e-06-0.00015108i,-0.00050815+0.00044682i,-0.00058012+0.00031421i,0.00058637-0.00029582i,0.00090859-0.00043694i,0.0001386-0.00016981i,-3.2144e-05-0.0003648i,0.00044583-0.00041086i,0.00035638-7.1583e-05i,0.00026994-0.00047728i,0.00035999-0.00040429i,0.00017834-0.00041242i,-9.8195e-05-0.00066807i
-0.001338-0.0014613i,-0.00057431-0.001959i,0.00026491-0.002279i,0.0008163-0.0028571i,0.00023862-0.0027484i,0.00063511-0.001461i,0.00079579-0.00060945i,0.00024492-0.00099126i,-2.4845e-05-0.0014953i,-0.00039354-0.00095048i,-0.0010311+0.00067668i,0.00025299+0.0015847i,0.0013385+0.0011892i,0.00093695+0.00027172i,0.00023733+7.6474e-05i,1.2316e-08+0.00046076i,0.00055156+0.00041413i,0.00034599+1.6802e-05i,-4.8352e-05-0.00032154i,-9.171e-05+0.00072849i,-0.00017424+0.00058835i,0.00025291-0.00014033i,0.00033285+2.6691e-05i
0.00078585+0.00051966i,0.0015341+0.0011734i,0.001143+0.001602i,0.00088785+0.0010369i,0.00026269+0.0006845i,-0.00061252+7.4886e-05i,-0.00068707-0.00019822i,-0.00040071+0.00029002i,-0.00057741+0.00029182i,-0.00031657+0.00046878i,0.00026932+1.4868e-06i,-3.8687e-05-0.00098074i,7.7551e-05-0.0014213i,0.00011654-0.00083084i,-0.0002868-0.00014703i,-0.00078798-0.00020649i,-0.00041219-1.0478e-06i,0.00067375-0.00015624i,0.0011315-0.00037367i,0.0012673-0.00024161i,0.0012681+1.9353e-05i,0.00063258-0.00014527i,0.00051413-0.00050985i
-9.2582e-05-0.0013829i,-0.00063636-0.0013966i,0.00091748-0.0014578i,0.0027618-0.0011487i,0.0018436-0.0013901i,0.00041634-0.0014073i,0.00037292-0.00053065i,0.0003069+0.00013654i,0.00052544+0.00044921i,0.00046078+0.00015575i,-0.00015447-2.4222e-05i,-0.00031691+0.00039752i,2.9394e-05+0.00024006i,-4.9893e-05+5.5792e-05i,0.00052894+0.00020376i,0.00088414+0.00074973i,0.00027869+0.00068567i,0.00029653+4.2429e-05i,0.00098312-0.00064444i,0.00099785-0.0014127i,0.0006765-0.0010419i,0.00062533+0.00016898i,0.00066181+0.00062752i
0.00074104+0.0011962i,0.0012534+0.00073179i,0.0018581+0.00087483i,0.0018009+0.00047993i,0.00040428-0.00095531i,-0.00028189-0.0013436i,0.00015702-0.00018035i,0.00052017+0.00062802i,0.00080754+0.00023533i,0.00023575+0.00042236i,-0.0010068+0.0014678i,-0.001177+0.0012745i,-0.0003506+0.00010247i,0.00033906-0.00061563i,0.00056216-0.00040804i,0.00061289+0.0011213i,0.00093005+0.0015566i,0.00054878+0.00079974i,-0.00022702-7.8565e-05i,-0.00045021-0.00051879i,0.00067902-0.00090113i,0.00088749-0.001175i,0.00015457-0.00059052i
3.1975e-05+0.00053112i,0.00029304-0.00029792i,0.00082968-0.0015847i,0.0013303-0.0013865i,0.00084325-0.00093294i,-0.00010135-0.0010393i,0.00016835-0.00092457i,0.00098097-0.00090628i,0.00062716-0.00093224i,-0.00016067-0.00098593i,0.00036441-0.00073893i,0.0010515-0.00040578i,0.0010297+0.00012344i,0.0017592+0.00041977i,0.0017459+0.00046984i,0.00034616+4.4711e-05i,-8.9017e-05-0.00024203i,-0.0001223-0.00020289i,-7.2079e-05-0.00078269i,0.00037263-0.0012492i,0.00046865-0.00079672i,0.00030541-0.00047084i,-1.5974e-05-0.00058165i
0.0021672+0.0012106i,0.0022962+0.00058785i,0.0021945-0.0012991i,0.00037904-0.0040714i,-0.00058364-0.003812i,-0.00045713-0.0017193i,-0.00022692-0.00053842i,0.00060621-0.00033153i,0.0013888-0.00088039i,0.00090216-0.00098623i,0.00047647-0.00024006i,0.00067154-9.3159e-05i,0.00066601-0.00012298i,0.00027683+0.00027067i,-7.5646e-05+0.00054768i,9.6381e-05+0.00018271i,7.1676e-06-0.00018945i,0.00043669-0.00032582i,0.001592-0.00061593i,0.0018433-0.00095266i,0.0012129-0.00063936i,0.00059266+9.218e-05i,0.00079667-6.9239e-05i
0.00013734+0.0010604i,-0.00028795+0.0010805i,0.00020444+0.001215i,0.001049+0.0012264i,-0.00028001+0.00036113i,-0.0013144-0.0007394i,-0.00085243-2.0681e-05i,-0.00047315+0.00074949i,-0.00031392+0.00096546i,0.00032704+0.00048786i,0.0010617-0.00062443i,0.00073398-0.00068696i,-0.00021174-0.00028222i,-0.00044144-0.00051233i,0.00014132-1.0981e-05i,-8.6431e-05+0.00063948i,-0.0006763-4.0287e-05i,-0.0003496-0.00042702i,-0.00031839-0.00086802i,-0.00036098-0.00041138i,-0.00029156+0.00065637i,0.00010867+0.00061853i,0.00085468-0.00030271i
0.0016136-0.0026712i,0.0016957-0.0033265i,0.00018371-0.0035369i,-0.00075871-0.003384i,-0.00074468-0.0020732i,-0.0008103-0.0010527i,6.9734e-05-0.00075342i,0.0011688-0.00010735i,0.0014884+0.00019005i,0.00024369+0.00013993i,-0.00081066+0.0001404i,-0.00063477+0.00019167i,0.00041003+0.00040888i,0.001123+0.00085752i,0.00071193+0.0010154i,0.00052115+0.00066768i,0.0003632+0.00042244i,0.00050104+5.3833e-05i,0.00064521+0.00020327i,0.00022243+0.00041654i,0.00020647-1.2736e-05i,0.00017883+0.00022519i,-0.0002534+0.0003669i
-0.00067247+0.0005147i,-0.0010359+0.00053946i,-0.00037973+0.00066609i,3.7663e-05+0.0014657i,-9.7004e-05+0.001045i,6.5864e-06+0.00029655i,-0.00032604-0.00020274i,0.00022431-0.00067091i,7.8925e-05-1.9774e-05i,-0.00113+0.00056463i,-0.00092071+0.0003982i,0.00061365+0.00059194i,0.00013306+0.0002963i,-0.00069365+0.00037364i,7.6977e-05+0.0007016i,0.00041244+0.0008108i,0.0003241+0.0008205i,0.00034128+0.0011708i,0.00099018+0.0014288i,0.00095505+0.00074971i,0.00026556+0.00052739i,0.00020174+0.00052872i,-0.00010094-0.00049649i
0.0024017-0.000239i,0.0015748-0.00029883i,0.0019483-0.0017064i,0.0019472-0.0028879i,0.00017084-0.003276i,-0.0016534-0.0027137i,-0.0019237-0.00068371i,-0.0012556+0.00012773i,5.6459e-05-0.00035263i,0.0010303-0.00067459i,4.7366e-05-0.00095916i,-0.0011323-0.0010068i,-1.4354e-05-0.00088953i,0.00067307-0.00056765i,-2.0722e-05-0.00083336i,-0.00062883-0.00077493i,-0.00033246-9.1362e-05i,0.00031573+0.00034231i,0.00049141+0.00038741i,0.0010053+0.00020717i,0.0011527-0.00019678i,0.00018097-0.00067994i,-0.00061652-0.000539i
0.00059184+0.0011065i,0.00022997+0.0017841i,0.00099125+8.0024e-05i,0.0010115-0.0016873i,0.00083283-0.0018471i,6.25e-05-0.00024411i,-0.0005552+0.00063874i,-0.0010523-0.00024296i,-0.00087529-0.0007132i,4.0312e-05-9.531e-05i,0.00034934+0.00019485i,-6.8969e-05+0.00019886i,-0.00016933+0.00018777i,-3.6823e-05+0.0001568i,3.0848e-05+0.00014424i,0.00016212+0.00012279i,-0.00047505-0.00021866i,-0.0010474-0.00015248i,-0.0014217-0.00031139i,-0.00094191-0.0011459i,0.00043351-0.00073176i,0.00074074-0.00024251i,0.00042529-0.00045048i
-0.00087783+0.0016835i,-0.00022129+0.00045155i,0.0019322+0.0014288i,0.0034378+0.0015171i,0.0026356-0.00018966i,0.00063056-0.00092341i,4.8766e-05-3.0721e-05i,0.00081296+0.00090502i,0.0013976+0.0012037i,0.0013042+0.0015904i,0.0012601+0.0016113i,0.00077163+0.0014157i,0.00064348+0.0010872i,0.00099191+0.00070117i,0.00071406+0.0010198i,0.00024612+0.00094208i,-0.0002415+9.8871e-05i,-0.00083405-0.00019776i,-0.0007525-5.3898e-05i,-0.00081266-0.00022296i,-0.00063987-0.00019944i,-5.3319e-05+5.4485e-05i,-7.323e-06-0.0001723i
-0.00093021+0.00024981i,-0.00073787-0.000278i,-0.0011331-0.0011785i,-0.00036945-0.0025428i,0.00017374-0.0033813i,-0.00030887-0.0025393i,-0.000205-0.0012144i,0.00044072-0.00039491i,0.00078571-4.0795e-05i,0.00074602-0.00017583i,0.00027156-4.3854e-05i,0.00025738+0.00037802i,0.0012047+0.00039167i,0.00082223+0.00057969i,-6.2221e-05+0.00064187i,4.136e-05+0.00085919i,0.00060962+0.00042937i,0.0012451+4.4449e-05i,0.00091959+0.00031575i,-0.00037994+0.00044521i,-0.00071276+9.3188e-05i,0.00035478-0.00023981i,0.00012999-1.2331e-06i
0.00054563+0.0019942i,-4.3965e-05+0.0014237i,0.0010444+0.0002689i,0.0019988-0.0010874i,0.00062767-0.0026652i,-0.00078117-0.0026173i,-0.00068672-0.0016727i,-0.00078227-0.0013579i,-0.00041278-0.0013606i,0.0003281-0.00092684i,-8.1011e-05-0.00054308i,0.0001132-0.00014484i,0.00077057-0.00036307i,0.00080623-0.00066199i,0.00095013-0.00028569i,0.00061235-0.00051988i,1.8222e-05+8.5431e-06i,0.00017527+0.00045919i,0.00023584+0.00032104i,0.00021116+0.00027503i,-8.3258e-05-8.7745e-05i,-0.00041806-9.4374e-05i,-4.5528e-05-0.00045272i
0.0013196-0.0017156i,0.00091582-0.0017785i,-0.00085494-0.0020063i,-0.0012395-0.0023494i,-0.0010168-0.0018807i,-0.0013465-0.0012664i,-0.0010849-0.00047278i,-0.00042232+0.00016027i,-0.00068937-6.519e-05i,-0.00095092-0.00080107i,-0.00078466-0.00041163i,-0.00081375-0.00057519i,-0.00055516-0.0011648i,0.00011978-0.00023042i,4.451e-05-0.00015761i,-0.00015247-6.0662e-05i,0.00056073+0.00095671i,0.00051291+0.0010373i,-0.00011556+0.0007546i,-0.0004198+0.00060303i,-0.00033024+0.00037186i,-0.0006321+0.00016558i,-0.00062724+1.8664e-05i
0.00084857+0.00032105i,-1.0016e-05+0.00047868i,0.0012289+0.00057465i,0.002305-0.00021879i,0.0021369-0.0009009i,0.0018265-0.0015751i,0.0015521-0.0017456i,0.00019456-0.00048789i,-0.0010384+0.00087111i,-0.00092592+0.0018831i,-0.00062502+0.0022608i,-0.00062528+0.0022574i,-0.00013157+0.0012158i,0.00017943+0.00031256i,2.2853e-05+0.00056335i,-0.0004887+0.00068933i,-0.00060564+0.00069153i,-0.00051521+0.00034138i,-0.00028173+0.00084576i,-0.000265+0.0015349i,-0.00023198+0.0012112i,0.00020547+0.0003356i,0.00052847+0.00047256i
-0.0014087+0.0018076i,-7.7726e-05+0.0015158i,0.00095026+0.0015965i,0.0018285+0.00039998i,0.0017628-0.00053274i,0.00049114-0.00078154i,0.00023399+0.00014179i,0.0012578+0.00085597i,0.0016747+0.0014967i,0.00094404+0.0019494i,0.00045366+0.0011983i,0.00057797+0.00011516i,0.00044709-0.00050803i,0.00027111-0.00045558i,0.00051712-0.00018999i,0.0012862+0.00026272i,0.00095355+0.00047935i,0.00028645-8.5089e-08i,0.00069218-0.00038773i,0.00041696+0.00011271i,-0.00027265+0.00046141i,-0.00034733+0.00072685i,0.00019392+0.0005823i
