9.1251e-05-0.00151i,0.00037517-0.0026566i,6.0096e-05-0.0035516i,-0.0010518-0.0029631i,-0.0030689-0.0020885i,-0.0036886-0.00034712i,-0.0018558+0.0011254i,0.00037326+0.00071729i,0.0015568-0.00012723i,0.0011265-0.00062625i,-0.00020433-0.00012244i,-0.00091594-0.00013771i,-0.00098211-0.00010267i,-0.00052533+0.00010792i,-0.00031748-0.00049195i,-0.00075279+2.5984e-05i,-0.00050223+0.00050647i,0.00059681-2.6356e-05i,0.00013936+5.3269e-05i,-0.00082396+0.00037872i,-0.00022796-0.00030147i,-0.00040314-0.0014128i,-0.0010364-0.0014638i
-0.00033725+0.0031042i,0.00056066+0.0015821i,0.0019528+9.7157e-05i,0.0019756-0.0025976i,0.0012184-0.0040015i,0.00080062-0.0024707i,0.000331-0.00074896i,0.00060489-0.0005661i,0.0015585-0.00070085i,0.0020762-0.0007107i,0.0019999-0.0011311i,0.0010524-0.0011888i,0.00037702-0.0010792i,0.00024131-0.00087358i,-0.00019454-0.00071472i,-6.6564e-05-0.00047044i,0.00048119-0.00016692i,0.00059053-0.00015006i,0.00015566+0.00011602i,0.0004649+0.0004993i,8.5145e-05+0.00032543i,-0.00076976-0.00020028i,-0.00043378-0.00032037i
-0.0020843+0.00046185i,-0.0016459-5.3157e-05i,8.7476e-05-0.00059321i,0.0012854-0.000633i,0.0009575-0.00025372i,-8.3234e-05-0.00013668i,-0.0010035-0.00066734i,-0.00027815-0.0017636i,0.00040536-0.002579i,-0.00066271-0.0017218i,-0.0016059-0.0004632i,-0.0012407-0.00015742i,-0.0009451-4.8188e-05i,-0.00094239-0.00035707i,-0.00085037-0.00080647i,-0.0006136-0.0014122i,-4.1019e-05-0.0012724i,0.00051087-0.00046174i,0.00029566+0.00070717i,-0.00083116+0.0012392i,-0.00098123+0.00089394i,-0.00063218+0.00070038i,-0.00083837+0.00024799i
-8.6119e-05-0.0027955i,5.3962e-05-0.00037177i,-0.00045026+0.0012669i,0.00057283+0.0010556i,0.00054257+0.00069669i,0.00020965+0.00081592i,0.00020078+0.001055i,-0.0006922+0.0003885i,-0.0020994-0.00035499i,-0.0030989-0.0001803i,-0.0024615+0.00058818i,-0.0013497+0.0011273i,-0.0005379+0.00094344i,0.00030079+0.0010046i,0.00091888+0.0010946i,0.0014008+0.0010067i,0.00043888+0.00075627i,-0.00024825-2.7669e-05i,0.00071125-4.2067e-05i,0.0010388-0.00019612i,0.00036766-0.00019653i,8.7681e-05-0.00012871i,-0.00043601-0.00021449i
0.0010141-0.001664i,0.00052838-0.0017694i,-0.00050969-0.0028935i,-0.00065795-0.0028321i,0.00033823-0.0014415i,0.00088035-7.3191e-05i,0.0012985+0.00032209i,0.00098137+0.00066546i,0.00037051+0.001226i,0.00027856+0.0012322i,0.00073413+0.0019258i,0.00058496+0.0020842i,0.0007325+0.0011894i,0.0011249+0.00064616i,0.0005198+0.00049812i,0.00059796+0.00059382i,0.00098261+0.00044285i,0.00048658+0.00089772i,0.00030341+0.001333i,-0.00078761+0.0010372i,-0.0011531+0.00034718i,0.00012152+0.00020643i,0.00065692+0.00046833i
0.0030376-0.0010187i,0.0044821+2.8223e-05i,0.0039342-0.00020888i,0.0016164-0.0010579i,-4.4851e-05-0.0012136i,-5.2923e-06-0.0012662i,0.0010606-0.00073846i,0.0023578+0.00013531i,0.0023922+0.00043129i,0.0015452+3.2122e-05i,0.0014293+0.00026262i,0.0013226+0.00069988i,0.0013534+0.00037415i,0.001199-0.00010593i,0.00085623-0.00078998i,0.00062968-0.00062026i,0.00048559-0.00032946i,0.00018073-0.00043031i,-0.00024421-0.00032798i,-0.00036091+0.00052025i,-0.00038645+0.0010938i,0.00013732+0.00018547i,0.00055295-0.00031614i
-0.0013877+0.0026323i,-0.0011528+0.0029868i,0.00042378+0.0025723i,0.0011909+0.00055993i,0.00038171-0.0014937i,-0.00041446-0.0013274i,-0.00064065-0.00098206i,-3.0818e-05-0.0017894i,0.0013081-0.0020812i,0.0019042-0.0027657i,0.0012643-0.0024408i,0.00056395-0.001842i,0.00017315-0.0019402i,-3.4759e-05-0.0011899i,-3.884e-05-0.00055265i,-0.00052032-0.00049461i,-0.00023398-0.0006399i,0.00030872+5.3959e-05i,0.00079963+0.00057487i,0.00089441-0.00016041i,0.00038146-0.00080003i,0.0001151-0.00090592i,-6.1021e-06+0.00010008i
0.0014502-0.00034905i,0.001182-0.00050398i,0.00087747-0.00017939i,0.00037749-0.00072144i,-8.8065e-05-0.0011693i,0.00022641-0.00086156i,0.00097617-0.0018411i,0.0011336-0.0027197i,0.0002996-0.0025684i,-0.00093168-0.0023788i,-0.0012679-0.0020572i,-0.0014069-0.0010562i,-0.001642-0.00069984i,-0.0013273-0.00081336i,-0.00028724-0.00065507i,0.00026108+0.00020361i,-0.00053877+0.00061685i,-0.0010462+6.6003e-07i,-0.0011144-0.00017227i,-0.00071639-0.00039588i,0.00023848-0.00038456i,0.00064344+0.0007266i,1.4022e-05+0.0012954i
0.0010283-0.00067225i,3.8065e-05+6.889e-05i,0.00040574-0.0012899i,0.0011661-0.0016426i,1.5384e-05-0.0019257i,-0.0013792-0.0013626i,-0.0019645+4.6485e-05i,-0.0014717+0.00049912i,-0.0013148+0.00065147i,-0.0018312+0.0016298i,-0.0017808+0.001958i,-0.001373+0.0017353i,-0.0012001+0.0012398i,-0.00066785+0.0013939i,0.00017331+0.0014603i,0.00068401+0.00062113i,0.00055587+0.00025571i,0.00052142-0.00016503i,0.00060143-3.0638e-05i,4.623e-05+0.0003858i,-0.00091617+0.00010252i,-0.0013327-9.8162e-06i,-0.00055728+0.0003149i
0.0017244-0.0015264i,0.00095405-0.0020954i,0.0013496-0.0011174i,0.00081795-0.0019381i,-0.00069274-0.0023293i,-0.0020593-0.00064361i,-0.0016547+0.00070319i,1.9638e-05+0.0011804i,0.0007697+0.0015311i,0.0010818+0.0013837i,0.00082569+0.0010775i,0.00077374+0.0010918i,0.001257+0.0010461i,0.0010609+0.00018504i,0.0004792-0.00085451i,0.00045517-0.00076091i,0.00034987-0.00097621i,0.00020225-0.0012835i,0.00031575-0.0002473i,4.3719e-05+0.0013324i,-0.00012407+0.0016271i,-0.00042707+0.001281i,-0.00024081+0.00080706i
0.00018596+0.002196i,0.00078936+0.0019461i,0.00044371+9.6602e-05i,0.00067184-0.0015341i,0.0007881-0.0022304i,0.00038972-0.0023233i,0.0006307-0.001164i,0.0014562-0.00075998i,0.0022134-0.0010748i,0.0023786-0.0013477i,0.0024261-0.0016128i,0.0022932-0.0013726i,0.0015413-0.0012154i,0.00094569-0.00098093i,0.00073587-0.00040528i,-0.00013043-0.00043863i,-0.00067929-0.00077733i,-0.00090272-0.00051562i,-0.00073643-0.0004713i,-0.00019015-0.00017473i,0.00026504-0.00031526i,0.00023167-0.00042226i,0.00051581-0.00044608i
-0.0012801-0.00081716i,-0.00083125-0.0018243i,0.0018082-0.001156i,0.0040523-0.00072097i,0.0033113-0.0011997i,0.0018073-0.0015148i,0.0010394-0.0012983i,0.00028677-0.0016315i,3.6885e-05-0.0014076i,-0.00019525-0.0012801i,-0.001225-0.0015899i,-0.0012367-0.0018261i,-6.3337e-05-0.0012541i,0.0011171-0.00057853i,0.001554-0.00027058i,0.00062696+0.00017528i,-0.0008697+5.7204e-06i,-0.001614-0.00029591i,-0.00043927-0.00017093i,0.00055233-0.00033029i,0.0005565-5.3191e-05i,0.00048176+0.00062986i,0.00018328+0.0012887i
0.00082963+0.00019916i,0.00054279+0.0019515i,-0.00028389+0.0021488i,-0.00063694+0.00034193i,0.00076759-0.0015568i,0.0016153-0.0016747i,0.00014081+0.00033296i,-0.0010169+0.0014826i,-0.0015296+0.0012372i,-0.0020294+0.0010597i,-0.0015064+0.0015415i,-0.0010152+0.0009149i,-0.00076959-0.00025742i,-0.0006817+1.7697e-06i,-0.00068832+0.00022161i,-8.0782e-05-0.00010564i,0.00064677-0.00020407i,0.00074215-0.00036725i,0.00065492-0.00011495i,8.3119e-05+0.00036608i,-0.00010762+0.00027407i,0.00060366+0.00029565i,0.00096271-4.8339e-05i
-0.0003918-0.00062812i,-0.00077499-0.0013661i,0.00090131-0.0027564i,0.001697-0.0035237i,0.00068136-0.0019652i,-0.0012578-0.00032295i,-0.0020142+0.00064113i,-0.0012067+0.0022434i,-0.0003196+0.0031601i,0.00023066+0.0027746i,0.00021954+0.0022886i,-0.00019736+0.0019569i,-0.00093561+0.0017248i,-0.00041616+0.0014296i,0.00019704+0.00067095i,0.00024652+0.00013364i,0.00014157+0.00012911i,0.00014271+0.00043217i,0.00047406+0.00069695i,-0.00010817+0.00037391i,0.00023935+4.585e-05i,0.00066187-0.00018422i,0.00032401-0.00022077i
0.0026071+0.0025809i,0.0034203+0.0027224i,0.0029849+0.0019626i,0.0011737+0.00012124i,-0.00057538-0.0010562i,-0.00091322-0.00077203i,0.00037389-0.00027456i,0.0022532+0.00014345i,0.0040462+0.00045049i,0.0048757-0.00010744i,0.0044129-0.00066379i,0.0030177-0.00038462i,0.0018054-0.00022133i,0.00065623-0.00034439i,-0.00013083-0.00079887i,0.00020021-0.00087483i,0.00046056-0.00027312i,-0.00011452-0.00025715i,-0.00074771-0.00034369i,-0.00045131-0.00018597i,-0.00045284-0.00058153i,-0.00052748-5.9927e-05i,-0.00061185+0.00043814i
-0.0002194-0.00041524i,-0.0024455-0.0013i,-0.0030279-0.002785i,-0.0018836-0.0046507i,-0.00025746-0.004197i,0.00013376-0.0019655i,0.0001136-0.0012837i,0.00064697-0.0019807i,0.0015671-0.0032171i,0.001921-0.0041826i,0.0011536-0.003808i,0.0010799-0.0021261i,0.001287-0.00049579i,0.00094468-0.00021999i,0.00044374-1.5246e-05i,3.7286e-05+0.00053184i,-0.00014472+0.00051493i,0.00014489+0.00023405i,0.00042688+0.00017245i,0.00065086+0.00024555i,0.0010492-0.00018241i,0.00065768+0.00017207i,-0.00030094+0.00027579i
0.0043227-0.00063742i,0.0044813-0.00048233i,0.0052365-0.0011781i,0.0044822-0.0019826i,0.0013274-0.002094i,-0.00079687-0.0018269i,-0.00082246-0.00099839i,-0.00045932-0.0019282i,-0.0015247-0.0027725i,-0.0028858-0.0021529i,-0.0032959-0.0011885i,-0.0029544-0.00097911i,-0.0018442-0.0014091i,-0.0010678-0.00039795i,-0.00029749+0.00026598i,-0.00033543+0.00040495i,-0.00068975+0.0010426i,-0.00012007+0.00046509i,2.4956e-05+0.00044413i,-0.00053292+0.00067928i,-0.0010981+0.00028257i,-0.0012657-0.00016165i,-0.00070709+0.00014513i
-0.00017198+0.0015975i,-0.00086691+0.0022337i,-0.00044745+0.0021454i,0.0011386+0.00087766i,0.0021323-0.0010457i,0.0012592-0.00073232i,0.00092057+0.0011035i,0.00038305+0.0016419i,-0.00086693+0.0016589i,-0.0012847+0.0023792i,-0.001521+0.0032282i,-0.0014262+0.002343i,-0.0011275+0.0010154i,-0.00026731+0.00090966i,0.00059928+0.0001626i,0.00097475+1.2483e-05i,0.0010065+0.00047865i,0.00036131+8.8386e-05i,-0.00030683-2.4162e-05i,-0.00036757+0.00071505i,0.00016582+0.0012787i,-7.084e-05+0.0009601i,-0.00052516+0.00036139i
-0.00016453+0.0010117i,0.0015546-0.0013432i,0.0031168-0.002113i,0.0033348-0.0017636i,0.0019901-0.0014477i,9.7444e-05-0.0011468i,7.9164e-05+0.00038544i,0.0015949+0.0021027i,0.0026096+0.0040192i,0.0034165+0.0039562i,0.0033112+0.002431i,0.0020435+0.0014311i,0.00063872+0.00085911i,-0.00022702+0.00026993i,-0.00011642-0.00059217i,0.00031413-0.00072318i,0.00015108-0.00057513i,-0.00025039-0.0006647i,-0.00031975-0.00050515i,-6.3719e-05+0.00012083i,-0.00063194+0.00011361i,-0.0012279-0.00048789i,-0.00048162-0.00056194i
-0.0012067+0.0020458i,-0.00016613+0.0038422i,0.00062172+0.0048334i,0.0012803+0.0031831i,0.001467+1.1526e-05i,0.0015572-0.0012247i,0.0015577-0.0013611i,0.0020285-0.0013595i,0.0030664-0.0011525i,0.0039463-0.0010034i,0.0045171-0.0010548i,0.0042208-0.0015507i,0.003165-0.0010868i,0.0020595+0.00049653i,0.0013771+0.0015936i,0.00058401+0.0007562i,0.00031386+2.3741e-05i,-6.9461e-05+8.6923e-05i,-0.0012087-0.0009269i,-0.00073059-0.0010552i,-5.0239e-05-0.00056389i,6.9558e-05-0.00024815i,0.00038808-0.00039316i
-0.0019712-0.0028908i,-0.0024119-0.0028758i,-0.002516-0.0028957i,-0.0013489-0.0018042i,-0.00056102-0.00018168i,-0.00063565+0.00064895i,-0.00047283-0.0002134i,0.00010368-0.0025139i,0.00011682-0.0046085i,-0.00037532-0.0050718i,-0.0014159-0.0038809i,-0.00066118-0.0018788i,0.0007347-0.00042158i,0.00084-9.5933e-05i,0.00020727+0.00051423i,-0.000741+0.0016691i,-0.0015229+0.0016815i,-0.0017573+0.00043249i,-0.0013862-0.00029911i,0.00026082-0.00039752i,0.00088626-8.1253e-05i,0.00052435+0.00034077i,-0.00013041+2.9352e-06i
0.0024426+0.00014315i,0.002598+0.0015715i,0.0042736+0.0010213i,0.0036655-0.00046932i,0.00036156-0.00085354i,-0.0018981-0.00079649i,-0.002355-0.0010306i,-0.0029555-0.0011021i,-0.0035518-0.0010134i,-0.0041701-0.0010856i,-0.0049195-0.0010809i,-0.0036799-0.00010389i,-0.0017058+0.00032626i,-0.00052287+0.00010721i,-0.00025729+3.8978e-05i,-0.00020107-0.00022454i,-6.4735e-05-0.00032201i,4.6092e-05-0.00066168i,0.00066618-0.00061449i,0.00095575-0.0003586i,0.0007151-0.00013311i,0.00030819-0.00026748i,-0.0003743-4.5481e-05i
0.0019472-0.0021444i,-0.00013555-0.002156i,-0.00041545-0.0016392i,-8.3477e-05-0.0008476i,4.1485e-05-0.0010515i,-0.00078107-0.00037948i,-0.00083062+0.0016142i,0.00022497+0.0032114i,0.00037134+0.0042993i,-0.00037193+0.0050002i,-0.0011547+0.0047874i,-0.0016433+0.0031847i,-0.0014586+0.0017122i,-0.0014162+0.00063344i,-0.00061404-0.00083492i,1.7814e-05-0.00094178i,-0.00017212-0.00068035i,0.00036729-0.00065186i,0.00079238-0.00021054i,0.0010659-5.108e-05i,0.0015076+0.00020502i,0.0011527+0.00056776i,-0.00038451+0.00024101i
0.0017642-0.001035i,0.0021857-0.0013194i,0.0023914-0.0031488i,0.0015641-0.0046811i,-0.00033975-0.003645i,-0.00078432-0.001674i,0.00063494+0.00063929i,0.0019311+0.002254i,0.003248+0.0019727i,0.0045983+0.0015419i,0.0044223+0.0013902i,0.0030916+0.00039983i,0.0020174+0.00019811i,0.00076544+0.00061861i,-0.00062105+0.00080745i,-0.00077562+0.00097741i,-0.00067548+0.0010876i,-0.00048229+0.000384i,-0.0007625+0.00093192i,-0.00051664+0.00082502i,-3.7076e-05-0.00033118i,-0.0002446-0.0003891i,7.2819e-05-0.00032524i
-0.00026516+0.0014489i,-0.00024079+0.0018508i,0.00082705+0.0011184i,0.0022491-6.62e-05i,0.0017975-0.0015328i,-0.00019854-0.0015751i,-7.1388e-05-0.0021036i,0.0018643-0.0033167i,0.0029814-0.0046834i,0.0035954-0.004399i,0.003374-0.0025211i,0.0019427-0.0012431i,0.00035229-0.00064878i,0.00045502+0.00011545i,0.0013536+0.0010657i,0.00079812+0.0013664i,0.00013011+0.0014919i,-0.00010902+0.0010841i,0.00035877+0.0009095i,-0.00037436+0.00089394i,-0.0010655+0.00031614i,-0.00084504+9.8311e-05i,-0.0014133-0.0002813i
1.9062e-05-0.0011236i,2.1742e-05-0.0012167i,-6.6199e-05-0.0011337i,0.00023816+0.00039668i,0.00036341+0.0011418i,0.0010017-0.00094193i,0.00074264-0.0027198i,0.00024336-0.0038614i,-0.00092263-0.0049449i,-0.0026487-0.0046757i,-0.0031153-0.0030596i,-0.0022729-0.0011517i,-0.0012974+0.00031022i,-0.00011059+0.00075872i,0.00030894+0.0001846i,0.00057978-0.00033282i,8.7598e-05-0.00037427i,-0.00042309-0.00082061i,0.00041508-0.0012665i,0.00091235-0.00067069i,0.0006757-4.5612e-05i,0.00034476-0.00027556i,-0.00021711-6.3952e-05i
-2.5549e-06-0.00041043i,0.00063157+0.0011973i,0.0011921+0.00091033i,0.0015741+0.00023584i,0.00049393-0.0004091i,-0.00013618+0.00044295i,-0.0010923+0.0010019i,-0.0022657+0.0012202i,-0.0039663+0.0017037i,-0.0050317+0.0016669i,-0.003556+0.0019722i,-0.0018519+0.0017013i,-0.00069346+0.0010758i,0.00018174+0.00038346i,-5.5669e-05+0.00023719i,-0.0009345+0.00014242i,-0.00047794-0.00037077i,-0.00018106-0.0011001i,-0.00012305-0.0014638i,0.00064819-0.00097977i,0.00065678-0.00036172i,0.0002941+0.00023285i,0.0010171+0.00035356i
0.0027158+0.0005503i,0.0024339-0.00090242i,0.0028716-0.0023479i,0.0022761-0.0016984i,0.0015106-0.00060441i,0.0007199-0.00057458i,2.3977e-06+0.00086427i,-0.00017792+0.0039995i,0.00038877+0.0061487i,0.001656+0.0057811i,0.0024812+0.0041575i,0.0024688+0.002547i,0.0010827+0.0013401i,-0.00042775+0.00015242i,-0.00059671-0.00085362i,-0.00016947-0.00033982i,0.00056219-0.0001273i,0.00057435-0.00010716i,-0.0006664+0.00053135i,-0.001289+0.00031231i,-0.00090552-0.00039283i,-0.0004231-0.00048803i,-0.00068749-0.00050886i
-0.0016145+0.0026121i,-0.0013789+0.0030292i,0.00053931+0.0010801i,0.0022629-0.00282i,0.0016418-0.0048316i,0.00083475-0.0032267i,0.0019938-0.00071454i,0.0035881+0.0002313i,0.0051249-2.4192e-05i,0.0060574+3.1665e-05i,0.0050211-3.5423e-05i,0.0034043-0.00061094i,0.0017286-0.0011878i,8.9711e-05-0.00070713i,-0.0001309-6.0962e-05i,0.00012052-0.00010855i,2.2778e-05-0.0001252i,0.00026292+0.00074869i,0.00092911+0.0021487i,0.0014502+0.00258i,0.0012117+0.0012781i,0.0006283+0.00014287i,0.00046571-0.00048095i
0.0002066-0.005087i,-0.00049087-0.0040583i,-0.0013528-0.0023967i,-0.0018706-0.001348i,-0.0024674-0.0012139i,-0.0024273-0.0012689i,-0.0010049-0.0021738i,0.00056334-0.004275i,0.0011523-0.0063221i,0.00044049-0.0065091i,-3.2133e-05-0.0044712i,0.00018838-0.0021762i,-8.1933e-06-0.00072506i,-9.7155e-06+2.022e-05i,0.0012151+0.00054812i,0.0011323+0.0011991i,-0.00012758+0.0016251i,-0.00071701+0.0017329i,-0.00035464+0.00155i,-0.00037905+0.0012014i,-0.00075321+0.0011027i,-0.00081706+0.00024448i,-0.00043414-0.0007698i
-0.0001177+0.0003995i,0.00020211+0.0016079i,0.00039653+0.0022078i,0.00047535+0.0028693i,0.00074987+0.0012601i,0.00093378-0.00088656i,-0.00026128-0.0019214i,-0.0020673-0.0023741i,-0.0036965-0.0024192i,-0.004085-0.0015386i,-0.0036091-0.00018219i,-0.0023948+0.00024393i,8.7779e-06-0.00046622i,0.0011534-0.00051855i,0.0010842-0.00060632i,0.001391-0.001023i,0.0013753-0.0010588i,0.00060728-0.00079958i,0.00028182-0.00052803i,0.00043025-0.00039665i,0.00039919-0.00047784i,0.00022734-0.00091769i,6.1411e-05-0.0007282i
0.0025462-0.0018384i,0.0016945-0.0024358i,0.0017652-0.0019814i,0.0021831-0.0021498i,0.001687-0.0027296i,0.0013497-0.0015443i,0.00054359+0.00031302i,-0.00031184+0.0021959i,-0.001377+0.0035279i,-0.0020784+0.0038914i,-0.0022204+0.0038067i,-0.0019442+0.0037677i,-0.0011923+0.0030644i,-0.00068962+0.0018414i,-0.00073623+0.00047927i,-0.0011309-0.00070638i,-0.0018062-0.0015107i,-0.001199-0.0010609i,-0.0007071-0.00071874i,-0.0011497-0.0011436i,-0.0012202-0.0010168i,-0.0005703-0.001189i,-0.00041009-0.00080092i
0.0025643+0.0054061i,0.0041679+0.0051565i,0.0040079+0.0022342i,0.0022542-0.0017063i,0.00062473-0.0037964i,-0.00044007-0.0032318i,-3.6925e-05-0.00076434i,0.0015774+0.0025885i,0.0035313+0.0048742i,0.0045033+0.0041354i,0.0037563+0.0029659i,0.0024316+0.0017809i,0.0023577+0.00049949i,0.00099813-1.0501e-05i,-0.00068151-0.00022628i,-0.00098763-0.0002564i,-0.00041473-0.0010092i,0.00033438-0.0014201i,0.00024619-0.00052295i,0.00017663+2.624e-05i,0.00042523-6.3942e-05i,-0.00012909-0.00013382i,-0.00098099-6.8088e-05i
-0.0029231+0.0015227i,-0.0027931+0.0016862i,-0.00077227+0.0010272i,0.0024682-0.00074823i,0.0034621-0.00087641i,0.0015949+0.00048205i,0.00068828+0.00095735i,0.0021593-0.00011532i,0.004187-0.0019961i,0.0051629-0.0027469i,0.0049386-0.0026512i,0.0038657-0.0025627i,0.0017203-0.0018693i,0.00072003-0.0010465i,0.00079025+0.00044451i,0.0010524+0.00097629i,0.0016079+0.00096219i,0.0016259+0.0012232i,0.0018143+0.000806i,0.001553-4.8425e-05i,0.00047073-7.9998e-05i,5.336e-05+0.00019434i,-5.0264e-05-0.00067832i
0.00034034-0.00022285i,0.00063669-0.00013922i,0.0004315-0.00079148i,0.00063188-0.00043529i,0.0010149-0.00051822i,0.00086002-0.00074794i,0.00036554-0.00089509i,1.1649e-05-0.0029969i,-0.0010427-0.0049667i,-0.0021291-0.0053211i,-0.0013978-0.0035572i,-0.00080834-0.001604i,-0.0013118-0.00066946i,-0.00089964-0.00019628i,0.00024346+0.00062367i,0.00075886+0.0007701i,0.0013324-7.2245e-05i,0.0013419+0.00015733i,0.00039672+0.00042295i,2.4029e-06+0.00015911i,0.00045599+0.00039788i,0.0010199+0.00095408i,0.00049596+0.00024343i
-0.0014032-0.0044484i,-0.0011811-0.003759i,0.00026956-0.0021016i,0.00051051-3.6608e-05i,0.00031855+0.0001802i,0.00056416-0.00066204i,3.1098e-05-0.001411i,-0.0021564-0.00030292i,-0.0051627+0.0014104i,-0.0057867+0.0024555i,-0.0041533+0.0025654i,-0.0030092+0.0023475i,-0.001821+0.0024258i,-0.00014266+0.0020044i,0.00018945+0.00051759i,-2.1225e-05-0.00065602i,-0.0003135-0.0010297i,-0.00046253-0.0014465i,-0.00038753-0.0015823i,-0.0012848-0.0016388i,-0.0017654-0.00058277i,-0.00083059+0.00027089i,-0.00021696+0.00034377i
0.0024029-0.00076329i,0.0033755-0.0012645i,0.0022421-0.0018792i,-0.00070252-0.0019225i,-0.0025445-0.0010737i,-0.001792+0.00061539i,-0.00083242+0.0021738i,-0.00034781+0.0032206i,7.356e-05+0.0044129i,4.4454e-05+0.0046567i,-0.00010789+0.0040286i,-0.00040266+0.003395i,-0.00037493+0.0029491i,0.00028169+0.00096466i,0.00040209-0.00045097i,-0.00085842-0.00022862i,-0.0019665-0.00027371i,-0.0014111-0.00097453i,-0.00070188-0.0010203i,-0.00019039-0.00037212i,-0.00041124+0.00043293i,-0.0010123+0.00087531i,-0.001318+0.00046298i
-0.0042572-0.00033626i,-0.0034677+0.001846i,0.00014568+0.0030637i,0.0023585+0.0005175i,0.0018772-0.0018442i,0.0015796-0.00167i,0.0016844-0.00028153i,0.0021577+0.0013003i,0.0036664+0.0016932i,0.0041488+0.00144i,0.002651+0.00053578i,0.0016504-0.0002955i,0.0019027-0.00028982i,0.001861+0.00061232i,0.00088972+0.0011633i,-7.846e-05+0.0011431i,-0.00040709+0.00052468i,-0.00019353-0.00050451i,0.00056096-0.0006536i,0.0010014-0.0004804i,0.00045236-0.00030932i,-0.00086496-0.00012614i,-0.0012091-0.00021805i
0.0021528-0.0020045i,0.0029977-0.002365i,0.0019304-0.0023473i,0.0014318-0.0012789i,0.0012087-0.0012238i,8.1465e-05-0.00069772i,0.0008823+0.00039714i,0.0021542-0.0012394i,0.001876-0.0042395i,0.0015041-0.0049243i,0.0014869-0.0031657i,0.0010692-0.0016995i,0.00011874-0.0015023i,-0.00010661-0.001759i,0.00032831-0.0013961i,0.00018224-0.00038228i,0.00029514+0.00050705i,0.0013069+0.00089514i,0.0011743+0.00057817i,-4.8771e-05+0.00014819i,1.3825e-05-0.00046008i,0.00044239-0.0004445i,-3.3959e-05-0.00068068i
-0.0041084+0.0028395i,-0.0027128+0.002857i,-0.00014673+0.0019532i,0.0019655+0.00058314i,0.0018295-0.0017563i,0.00057979-0.003481i,-0.00025749-0.0022975i,-0.001514-0.0017997i,-0.0036739-0.0030493i,-0.004333-0.002688i,-0.0029286-0.0015467i,-0.0020532-0.0011665i,-0.0012163-0.00045005i,4.1939e-05+0.00025677i,0.00024214-2.2863e-05i,0.00037027-3.5795e-05i,0.00083235+0.00044136i,0.00063366+0.00020668i,-0.00010319-0.00032303i,-0.00038812-0.00060397i,6.6815e-05-0.00080769i,0.00095681-0.00097038i,0.0012417-0.00088248i
0.0043146-0.0014537i,0.004399-0.003978i,0.0031341-0.0033131i,0.0016197-0.001119i,0.0010521+0.00010182i,0.00066524+0.0005842i,0.00037691+0.0014027i,-0.0006563+0.0019763i,-0.0013969+0.0031228i,-0.0011145+0.0035583i,-0.00086889+0.001777i,-0.0013743+0.00069767i,-0.0018257+0.0014083i,-0.0011756+0.0015226i,-0.00076804+0.00053447i,-0.00074844-0.00072465i,-0.000569-0.00082554i,-0.0007095+0.00015185i,-0.0010571+0.0013421i,-0.00065985+0.0013078i,0.00016173+0.00086942i,0.00023595+0.001156i,-8.3068e-06+0.00065905i
0.0005429+0.002388i,0.00036698+0.003442i,0.0010934+0.001972i,9.8457e-05-0.0015281i,-0.00046821-0.0023338i,0.00068346-0.0013553i,0.0013037+5.1077e-05i,0.0017594+0.0027969i,0.0031445+0.0037606i,0.0038937+0.0025611i,0.0027016+0.0025565i,0.0012496+0.0028261i,0.00069932+0.001601i,0.00061496+0.00036252i,0.00015231+0.00054856i,-0.00043673+0.00090275i,-0.00027523+0.00090103i,0.00032715+0.00086283i,0.00084124+0.00098875i,0.0012497+0.001078i,0.0012257+0.00039099i,6.2729e-05+0.00029484i,-0.00069761+0.0006475i
-0.0028087-0.0046745i,-0.0026058-0.0051481i,-0.0017087-0.0027999i,-0.0004679-0.00076642i,-0.00015635-0.0017067i,-0.00024618-0.0020768i,0.00071254-0.0010605i,0.0025707-0.0011522i,0.0030577-0.0022063i,0.001996-0.0025295i,0.0016175-0.0011713i,0.0015059+0.0005334i,0.0010658-0.0003067i,0.0013544-0.0010318i,0.0011371-0.00054489i,0.00091975+0.00046973i,0.0013833+0.0012328i,0.0016968+0.0012572i,0.0015218+0.0003065i,0.00087085-0.00089625i,9.5675e-05-0.00087391i,-0.00029373-3.9371e-05i,-0.0007239+0.00040742i
6.8247e-05-0.00069264i,0.00023671+0.0012311i,-0.00042292+0.0015587i,-0.00090442-0.00013516i,-0.0014833-0.00091503i,-0.00098968-0.00013834i,0.0010442-8.6804e-05i,0.0012081-0.0016048i,-0.00095713-0.0035517i,-0.0015669-0.0036355i,-0.0004936-0.001977i,0.00031245-0.00059857i,0.00024385-0.00028028i,-2.0372e-05-8.1488e-05i,8.0788e-05+0.00062016i,3.8894e-05+0.0007832i,-1.7787e-05+0.00011393i,-0.00068461-0.00047441i,-0.0018501-0.0005024i,-0.0023854+0.00072196i,-0.0015721+0.00090676i,0.00033127-8.255e-05i,0.0012927-8.5328e-05i
