-0.00091819+0.00010433i,-0.0013524-0.00056322i,-0.0015608-0.0014611i,-0.0019954-0.0013147i,-0.0029962+0.00020345i,-0.0033928+0.0018471i,-0.0012351+0.0026226i,0.0010142+0.0016103i,0.00091454+0.00025366i,0.0001884-0.00024688i,-7.0222e-05-0.00039629i,-4.2857e-05-0.0009933i,-3.3709e-05-0.0011276i,-0.00041574-0.00052424i,-0.00061664+0.00023993i,-0.00033904-5.0105e-05i,-0.00021574-0.00019007i,-0.00041177+0.00013618i,-0.00058781+0.00027446i,-0.00035685+0.00031342i,-6.2126e-05+0.00014215i,0.00024743+0.00028383i,0.00066136+0.00043828i
0.00068952-0.0011201i,0.00040296-0.00079452i,0.00091335-0.0009192i,5.9927e-05-0.00068512i,-0.00080751-0.00073168i,-0.0007478-0.00059173i,-9.7842e-05-0.00077795i,-0.00013123-0.0017762i,-0.00090334-0.0019239i,-0.0016198-0.00060332i,-0.0014894+0.00021668i,-0.0009488-6.4686e-05i,-0.00074822-0.00057719i,-0.00042915-0.00033291i,0.00018927-0.00025422i,0.00043051+7.2645e-05i,6.9592e-05+0.00095601i,-0.00038576+0.0014074i,-0.00039895+0.00093835i,-0.00093301+0.00010635i,-0.00095316-0.00015278i,5.2039e-05+0.00038496i,0.00012268+0.00056596i
-0.00198+0.00055153i,-0.0011456+0.001032i,-0.00032891+0.001853i,0.00017897+0.0011855i,0.0012056+0.00062578i,0.00090259+0.001107i,0.00021027+0.00052475i,0.00038904-0.0010701i,0.00042998-0.0015521i,-0.00026752-0.0010988i,-0.0010798-0.00078217i,-0.00024122-0.00076128i,0.00030897-0.00062429i,-0.00017783-0.000335i,-0.00019807+0.00033144i,-0.00044503+0.00074991i,-0.0005827+0.0005103i,0.00021905+0.00041082i,0.0010379+0.00043768i,0.0011858+0.00044269i,0.0008295+0.00061424i,0.00052334+0.00070503i,-0.00022884+0.00039551i
-0.00052154-0.00046397i,-0.00049247-0.00088034i,9.2468e-06-0.00064994i,-0.00020144-0.00013862i,-0.00056917+0.00033677i,-0.00046865+0.0011629i,-0.00090879+0.0010829i,-0.00083317+0.0003962i,-0.0012322-0.00096627i,-0.0018327-0.0022299i,-0.0012236-0.0017684i,-0.00026989-0.00059367i,0.00015855-0.00017561i,-3.0274e-05+0.00048507i,-0.00031934+0.00098226i,-0.00023208+0.0013326i,-0.00088947+0.0010903i,-0.0013285+0.00044417i,-0.00043494+0.00059296i,0.00057244+0.00063805i,0.00076466+0.00084334i,0.00031549+0.0012542i,0.00016926+0.00070551i
3.6655e-05+0.0028685i,0.00079137+0.0019398i,0.0023021+0.0023915i,0.0020335+0.0016324i,0.00099676+0.00072527i,0.00014489-7.7638e-06i,-0.00074016-0.00029141i,-0.00070105-0.00041303i,-0.00045542-0.001373i,-0.0015899-0.0014404i,-0.0015551-0.0012581i,0.0004671-0.00099166i,0.00037982+0.00020461i,-0.00088746+0.0004948i,-0.00060757+0.00035749i,0.00028503+0.00031388i,0.00013892-0.0001685i,-0.00055632+0.00032442i,-0.00059524+0.00098323i,4.3072e-05+0.0003638i,0.00082173-0.00047586i,0.00038756+4.1182e-05i,-8.3098e-05+0.00050298i
-0.0010177-0.00075793i,-0.0013163-0.00023295i,-0.0013653+0.0013143i,-0.0010211+0.0014503i,-0.0006189+0.00059661i,-1.428e-05+0.00019912i,0.00040182-0.00054738i,-0.00012951-0.0012333i,-0.00074779-0.001051i,-0.00081369+0.0002015i,-0.0010754+0.00083709i,-0.0011669+0.00051677i,-0.00047118-7.5135e-05i,-0.00032704-0.00030744i,-0.00076683-0.00077756i,-0.00025123-0.00062865i,-0.00020202+0.00061528i,-0.0005944+0.0011858i,-0.00040655+0.00043849i,-0.00028904+0.00010844i,-0.00011907-8.9459e-05i,-0.00043714-1.7978e-05i,-0.0010084+4.634e-05i
0.001875+0.00065877i,0.0012612+0.00059071i,0.0017332+0.00011642i,0.0019471-0.00067569i,0.0017178+1.093e-05i,0.00078673+0.0011717i,0.00013045+0.0012632i,0.00068578+0.00021062i,0.0004999-0.0010612i,-0.00035085-0.0018538i,-0.0014041-0.0017235i,-0.0013173-0.00092333i,-0.00049785-0.00034092i,0.00027378+0.00012734i,0.00099609+0.00065693i,0.00098738+0.00061595i,0.0011707+0.00031181i,0.00040966+0.00034828i,-0.00024195+0.00058767i,-0.00024988+0.0014116i,-3.5979e-05+0.002041i,0.00073492+0.0014194i,0.0011348+0.00028408i
-0.00017214-0.0012868i,0.00052809-0.0024645i,-0.00046817-0.0022379i,-0.0013431-0.00014533i,-0.00054879+0.0007862i,-0.00032085+0.00051351i,-2.6571e-05+0.00013844i,0.00078738-0.00030348i,-1.1515e-05-0.00086475i,-0.0014087-0.00022901i,-0.00053071+0.00037432i,9.1392e-05-0.0004452i,-0.00038288-0.00065299i,4.6236e-05+0.00058596i,0.00011413+0.00055653i,-0.0011098-8.4483e-06i,-0.001771+1.122e-05i,-0.0013764+0.00029899i,-0.00069952+8.7419e-05i,0.00017745-0.00011106i,0.00014899+0.00010385i,-0.00058951-0.00018771i,-0.00082716-0.00030476i
-0.0023895-0.00070351i,-0.0026169-0.0013594i,-0.002521-0.0015609i,-0.0015616-0.0002433i,-0.0014063+0.00055783i,-0.001065+0.00034216i,-6.2094e-05+0.00062426i,-8.1896e-07+0.00022933i,9.5025e-05-1.1118e-05i,-0.00047892-0.00035799i,-0.00080412-0.0010126i,0.00026675-0.00079711i,0.0012387-0.00029521i,0.0008301-9.2148e-05i,0.00013595-0.00011431i,0.00018019-8.7616e-05i,-0.00024732-5.117e-05i,-0.00058986+0.00029732i,-0.00054058+0.0013341i,1.4674e-05+0.001766i,0.00035202+0.00093072i,-0.00033816+0.00066034i,-0.00048744+0.00035801i
-0.0020715-0.00030793i,-0.0017349-0.00045406i,-0.00096539+0.00034837i,-0.00013437+0.0015317i,0.0006431+0.0016332i,0.0010714+0.00099993i,0.00013523-0.0002958i,-0.00059724-0.001356i,-0.0012768-0.0015098i,-0.0017251-0.0016621i,-0.0006946-0.00099899i,-0.00010389-0.00054793i,0.00015437-0.00028797i,0.00014115-0.00016695i,2.9949e-05-0.00019698i,4.8383e-05+0.00083412i,0.00021849+0.0014654i,-0.00022343+0.00146i,-0.00065066+0.00071619i,-0.00020125+0.00025248i,0.00017587+0.00072225i,0.00051192+0.00024846i,0.00049059-0.00058916i
-0.0011989+0.00016238i,-0.0004371-0.00045575i,-0.00082809-0.00010859i,-0.001333+0.0003877i,-0.00072244+0.00074055i,-0.00045654+0.00090301i,-0.00036993+0.00013496i,-0.00044822-0.00051341i,-0.0011655-0.0010934i,-0.0018766-0.0011955i,-0.0020563-0.00047734i,-0.0012776-0.00046245i,-0.00032996-0.0010773i,4.5459e-05-0.0010741i,-0.00025274-0.00027445i,-0.00027886+0.00032677i,-0.00034555+0.00045329i,-0.00052299+0.00038781i,-0.00033367-9.6716e-05i,0.00010755-0.00064993i,0.00059282-0.00047669i,0.00039928-0.00019306i,-4.4757e-05-0.00069161i
0.00069449+0.0013024i,0.00025202+0.001307i,0.00067404+0.00083895i,0.0015274+0.00094168i,0.0013376+0.001397i,8.8298e-05+0.00048512i,0.00030679-0.00010588i,0.00016799-0.00013427i,-0.00069914-0.00081794i,-0.00088959-0.00098461i,-0.0013675-0.00070977i,-0.001059-0.0002833i,-0.00024777+0.00040503i,-0.00059893-0.00024268i,-0.00038511+0.00013499i,0.000351+0.00095742i,0.00033113+0.00050212i,-1.3738e-06+0.00050071i,0.00010776+0.00093235i,0.00045362+0.0013073i,0.0003776+0.00078178i,0.00030151+3.1032e-05i,0.00055782+2.0605e-05i
-0.0021649+0.00077969i,-0.0031369+0.0012886i,-0.0028128+0.0013589i,-0.0013106+0.0012267i,-0.0003514+0.0012564i,0.00035267+0.00093516i,0.00046786+0.0001376i,-9.6607e-05-0.00038714i,-0.00041127-0.0011241i,-0.001046-0.0013181i,-0.00075111-0.00042652i,6.8975e-05+6.7475e-05i,-0.00036144-0.00033427i,-0.00087916-0.00050486i,-0.00039665+3.3655e-05i,-2.2435e-05+0.00051122i,-0.00053782+0.0012149i,-0.00062663+0.0014329i,-0.00032691+0.00071517i,3.5051e-05+0.00098576i,0.0003132+0.0011905i,-4.0296e-05+0.00093223i,-0.0003075+0.00072689i
-0.001417-0.00057432i,-0.0012809-0.00078793i,-0.00065149+0.0002772i,-0.00016377+0.0013878i,0.00025402+0.00071453i,0.00067474+0.00076567i,0.00034807+0.00029524i,-0.00077752-0.0012329i,-0.0015007-0.0012456i,-0.0015239-0.0009912i,-0.00054063-0.00089537i,0.00041078-0.00065703i,-0.00061752-0.00055987i,-0.0015884-5.733e-05i,-0.0014579+0.00059307i,-0.001219+0.00072782i,-0.0013659+0.00094688i,-0.001974+0.0010445i,-0.0020165+0.0015029i,-0.00090434+0.00095489i,0.00055669+0.00065138i,0.00087387+0.0004325i,7.1361e-05-0.00070403i
-0.00013968-0.00071065i,-0.00027681-0.00023058i,3.5677e-05-0.00067429i,-0.00017865-0.0010178i,-0.00075776-0.00068198i,-0.00053599+0.00024367i,-0.00042048+0.00099726i,-0.00024836-0.00017551i,-0.00041455-0.0016539i,-0.0011905-0.0015133i,-0.0015033-0.00099038i,-0.0010042-0.00011932i,0.0002194+0.0006918i,0.00014615+0.0014534i,-0.00038799+0.0010536i,-0.00011222+0.00067263i,-0.00014045+0.0013794i,-5.9128e-06+0.001742i,-0.00053685+0.0013929i,-0.00047066+0.00074772i,-2.0694e-06+0.00034713i,3.7551e-05-2.403e-05i,1.7836e-05-0.00052791i
0.00038362-7.1636e-05i,-4.9339e-05+0.00019778i,0.00059505+0.00093891i,0.00065005+0.00098i,0.00031673+0.00054585i,0.00051091+0.00036863i,8.7315e-05-0.00014327i,-8.4177e-05-0.00094711i,7.236e-05-0.0018841i,-0.00078035-0.0016858i,-0.0014886-0.00072079i,-0.0013683-0.00094337i,-0.00052754-0.0013789i,0.00031818+9.6732e-05i,0.00044314+0.0011328i,0.00018837+0.00067661i,-0.00012411+0.00085691i,-0.00079942+0.0017534i,-0.0012315+0.0014234i,-0.0012783+0.0010952i,-0.0010189+0.00061894i,-0.0001783+0.0001886i,-6.6381e-05+0.0002236i
0.0023082+0.0012091i,0.0019999+0.0012381i,0.0021329+8.9904e-05i,0.0009269-0.00064163i,-3.9567e-05-0.00066813i,-0.00012765-0.0010101i,0.00037167-0.00045405i,0.00027687-0.00036808i,-4.3153e-05-0.0011774i,-0.00060639-0.00096018i,-0.0015219-0.0006962i,-0.001639-0.00062546i,-0.00094284+0.00016515i,-0.00070503+0.00065614i,-0.00040534+0.00066861i,-0.00015481+0.00071535i,-3.0862e-05+0.00034105i,0.00038105-0.00042273i,0.00013752-1.066e-05i,-0.00031874+0.0013338i,-0.00041565+0.0010387i,-0.0005433+0.00012311i,-0.0001099-0.00056637i
0.00080593+0.00055907i,-0.0003987+0.00080289i,0.0007098+0.0024671i,0.0022306+0.0014205i,0.0027083-0.00044191i,0.0017339-0.0011021i,0.00023634-0.001102i,0.00015531-0.0013477i,0.00017502-0.0012982i,-0.00074353-0.00094683i,-0.00068786-0.00044322i,0.00015601+0.00018402i,0.0001353-9.0489e-05i,-0.00063035+0.00011928i,-0.00092918+0.00010551i,0.00012645+0.0002276i,0.00040062+0.001142i,-0.00066677+0.001446i,-0.00096122+0.0012548i,-0.00036979+0.001193i,-0.00013191+0.0010457i,3.6248e-05-3.0043e-05i,0.00027052-0.00076376i
-0.0012758+0.0014181i,-0.00099799+0.0016439i,-0.00056225+0.0014518i,0.00015448+0.001062i,0.00059463+0.001122i,0.00064329+0.0010608i,-0.00019793-3.4387e-05i,-0.00083824-0.00090168i,-0.0015714-0.00087577i,-0.0024286-0.00044566i,-0.0019928-4.974e-05i,-0.00079162-0.00065059i,-0.00031651-0.0009688i,-0.00070968-0.00035976i,-0.00043457+9.0418e-05i,7.3597e-05-0.00021242i,-0.0002564+0.00017511i,-0.00067831+0.0011062i,-0.00033415+0.0015401i,0.00072653+0.001376i,0.0010761+0.00054133i,0.0007594-0.0001392i,0.00041238-0.0002751i
0.0028707+0.00059906i,0.0028295+0.00087486i,0.003296-0.00042602i,0.0018772-0.0019283i,0.00081775-0.002128i,0.00059696-0.00099987i,0.00034949+0.0002464i,0.00079842-8.3444e-05i,0.00092198-0.0011009i,0.00028111-0.0013903i,-0.00097077-0.0013843i,-0.0014893-0.0007625i,-0.00093606+0.00048923i,-0.00052467+0.001132i,-0.00064766+0.00090689i,1.166e-05+0.00095789i,0.00021682+0.00048707i,-6.0922e-05+0.00066496i,-0.00034474+0.0012715i,-0.00040321+0.00066379i,-6.8376e-05+0.00043358i,-0.00028257-3.1416e-06i,-0.00014417-0.00062624i
0.0010624-0.00086683i,0.00067331-0.00055707i,0.00067173-0.00034088i,-0.00017714+0.00039991i,-0.00096798+0.001044i,-0.00029915+0.0013969i,3.0004e-05+0.001066i,-8.6837e-05-0.00044886i,-0.0007186-0.0017341i,-0.0014374-0.0017036i,-0.00089357-0.0010738i,0.00033177-0.00081894i,0.00068323-0.001097i,0.00033787-0.0009189i,0.00034061-0.00035813i,0.00045797+1.6231e-05i,-0.00036065+0.0003741i,-0.00071123+0.00086163i,6.7237e-05+0.0012372i,0.00071239+0.00060371i,0.00036466-7.2922e-05i,-0.00029098-0.00030648i,9.6152e-05-0.00023208i
-0.00047974-0.0013545i,-0.0013532-0.0011693i,-0.0019235-0.00021155i,-0.0017892+0.00047673i,-0.0018034+0.00040554i,-0.00089385+0.0005746i,0.00019463-0.00019312i,4.7143e-05-0.0016036i,-0.00087856-0.0021863i,-0.0015212-0.001617i,-0.0016479-0.0013377i,-0.00088738-0.0011489i,-0.00018701-0.0010435i,-0.00072524-0.00057294i,-0.00076545+0.00028995i,-0.00025081+0.00019339i,-0.00046559-0.00018374i,-0.001133+9.83e-05i,-0.00083672+0.0010718i,-0.0001681+0.0016793i,-0.00030994+0.00085578i,0.00012008-0.00013052i,0.00028542-0.00021438i
-0.0013121+0.0010402i,-0.0013003+0.00074829i,6.315e-05+0.0011322i,0.0012014+0.0016549i,0.0019717+0.0019718i,0.0014844+0.0018714i,0.00097891+0.00077263i,0.00074672-0.00020676i,-0.00034546-0.00016744i,-0.0012727-0.000428i,-0.0012978-0.00080649i,-0.001279-0.00091763i,-0.0010254-0.00079069i,-0.00044326-0.00025033i,-0.00028601+0.00031527i,0.00016278+0.0012048i,4.4438e-05+0.00098346i,-0.00062514-0.00012947i,-0.00039962+0.0006771i,-0.00058663+0.0015949i,-0.00084362+0.0013193i,-0.00040337+0.00020635i,-7.7898e-05-0.00062473i
0.00026548-0.00068845i,-0.00038374-0.0025062i,0.00041362-0.0018205i,-0.00068815-0.00078005i,-0.00083513-0.00039769i,0.00035861+0.00049546i,0.00068868+0.00078672i,-9.7115e-05+0.00031711i,-0.0012057-3.6266e-05i,-0.00089764-0.00051275i,0.00014689-0.0010252i,0.00028943-0.00090012i,-0.00026052+0.00032899i,-0.00077431+0.0012717i,-0.00083986+0.00063802i,-0.00026002-0.00013731i,-0.0001107-6.7035e-05i,-0.0006684-8.7569e-05i,-0.0010893+0.00012171i,-0.00055713+0.00018004i,-0.00017185+0.00059317i,0.0001689+0.00023717i,0.00016329-0.0001516i
-0.0013819+0.0033112i,-0.00032131+0.0038406i,0.00037229+0.0028139i,0.0017628+0.0019964i,0.0023865+0.0018936i,0.0014858+0.001409i,0.00081668+0.00059545i,0.00037732-0.00035289i,0.00032267-0.00095572i,0.00025023-0.00091133i,-0.00012605-0.00019747i,-0.0005001-0.00050549i,-0.0011259-0.0012412i,-0.0011127-0.0010028i,-0.00022615-5.9064e-05i,-0.00013047+0.00076641i,-0.00049164+0.0010931i,-0.00081769+0.0010712i,-0.00038034+0.0011068i,-0.0002313+0.0010013i,7.9462e-05+0.00017899i,0.00080083+3.0394e-05i,0.00045597+0.0008594i
0.0015608+0.0017219i,0.0014283+0.0011114i,0.0013901+0.00071677i,0.00098234+0.00034037i,0.0006822-0.00049488i,-0.00020269-0.00032114i,-0.00025446+0.00010426i,-0.00021745-0.00029233i,-0.0010173-0.0016964i,-0.00078328-0.002064i,-0.00097887-0.00094017i,-0.0020867+0.00022158i,-0.0022285+0.0006665i,-0.0013526+0.00072962i,-0.00077933+0.00081971i,-0.0010661+0.0006351i,-0.0013589+0.00049044i,-0.001116+0.000797i,-0.00035043+0.0007774i,-0.00035944+0.00082701i,-0.00051622+0.00064177i,0.00051193+2.7324e-05i,0.00087692-6.6289e-05i
0.0016934-0.00058714i,0.0019512-0.00032278i,0.0011967-0.0013831i,-3.3348e-05-0.0013689i,-0.00074486+0.00014111i,-0.00040133+0.0012983i,0.00015758+0.0012728i,-0.00014386+0.00034844i,-0.0010292-0.0010423i,-0.0018055-0.0018461i,-0.0022553-0.0019413i,-0.001643-0.0012735i,-0.00064141-0.000103i,0.00032861+0.00052629i,0.0001804+0.0011015i,-0.00039181+0.00059378i,5.3924e-05+0.00069168i,-1.6667e-05+0.0011379i,-0.0012678+0.0012844i,-0.0010781+0.0012871i,9.04e-05+0.00053539i,0.00040876-9.887e-05i,0.00022004-0.00048319i
0.0025203+0.0014176i,0.0019057+0.001712i,0.0024115+0.00062606i,0.0017468-0.00073011i,0.0010006-0.0013976i,0.00059233-0.0013751i,-0.00020637-0.001675i,-0.00056275-0.0016164i,-0.00057967-0.0014141i,-0.00099913-0.0011043i,-0.0010091-0.00036363i,-0.00050462-0.00028395i,-0.00032898-0.00053685i,-0.00044269-0.00017816i,9.2567e-05+0.0006787i,-0.00066383+0.00083295i,-0.0019568+0.00054746i,-0.0011804+0.0011276i,-4.4376e-05+0.0019829i,0.00015618+0.001581i,0.00030923+0.0005934i,0.0004757-0.00023775i,0.00087957-0.00061112i
0.0019808-0.0004536i,0.0024664-0.0017106i,0.0014403-0.0026916i,0.00024592-0.0022048i,-0.00042745-0.00075825i,-5.9918e-05+0.00058545i,0.00087062+0.0010805i,0.00020621+0.00091232i,-0.0015354-0.00013699i,-0.0019874-0.00093606i,-0.0015049-0.00054557i,-0.001335-0.00023765i,-0.00099877-2.2456e-05i,-9.0844e-05+0.00058336i,0.00067332+0.0012331i,0.00089621+0.0011381i,0.00023206+0.00066407i,-2.6308e-05+0.0010134i,0.00048038+0.0016379i,0.00079426+0.0017583i,0.00053698+0.00073292i,0.00051222+0.00041499i,0.00010144-0.0001361i
-0.001442+0.001104i,-0.00016486+0.00080173i,0.00037274+0.00051445i,0.001049+0.0009432i,0.0015395+0.0017551i,0.00090176+0.0011075i,5.0166e-06+1.467e-06i,-0.00055517-0.00082908i,-0.00056165-0.0014146i,-0.00023658-0.0011955i,-0.00019166-0.00057911i,-0.0002613-0.00059061i,-0.00069273-0.0010274i,-0.0006919-0.00017517i,-0.00023984+0.00092802i,0.00037062+0.00081593i,-8.4183e-05+0.001224i,-0.00084023+0.001361i,-0.00074137+0.00069195i,-0.00053638+0.00065132i,-0.00044012+0.00099435i,-0.00025656+0.00050381i,3.4717e-05-8.2444e-05i
-0.0003243+0.00030849i,-0.0004071+0.0020398i,-0.00074235+0.0024633i,-0.00025841+0.0013056i,0.00066902+0.0014826i,0.0010275+0.0017041i,0.00038044+0.00032843i,-0.00018424-0.0008493i,-0.00045602-0.00087281i,-0.00042889-0.00074344i,-7.8935e-05-0.00037354i,0.00042101-0.00014611i,0.00021509-7.7702e-05i,-0.00072806-0.00015049i,-0.00034459-0.00020137i,0.00025686+0.00072687i,-0.00013188+0.0014155i,-0.00020216+0.0015953i,-0.0010031+0.00096081i,-0.0013814+7.7044e-05i,-0.00043975+0.00039333i,0.00049283+0.00023324i,0.00043676-0.00076081i
-0.0003308+0.00047504i,-0.00031552+0.00072683i,0.00082628+0.00084286i,0.00072152+0.00065316i,-0.00025191+0.000663i,-0.00056712+0.0011163i,-0.0005725+0.0013165i,-0.00093574+0.00033206i,-0.00096445-0.00073045i,-0.0012996-0.00053501i,-0.00070658-0.00023978i,-0.00035996-0.0001543i,-0.00073757+0.00024954i,-8.2376e-05+0.00051122i,0.00042476+0.00037475i,0.00056516+0.00040062i,9.8553e-05+0.00021741i,-0.00035721+0.00019748i,-1.6838e-05+0.00052713i,0.00049976+0.00066581i,0.00046438+0.0009297i,-0.00016646+0.00102i,-0.00048435+0.0010217i
0.00099323-0.0020394i,0.001451-0.0027491i,7.5773e-05-0.003647i,-0.0020155-0.0031867i,-0.002841-0.0013479i,-0.0012801+0.00012906i,0.0002577+0.00069332i,-0.00054764+0.00023111i,-0.0014612-0.00046329i,-0.0014828-0.0013636i,-0.0012008-0.0015324i,-0.00027644-0.00023098i,0.00039731+0.00063271i,0.00034353+0.00065344i,-0.00023569+0.0010129i,3.106e-05+0.00062343i,0.0008724-0.00027022i,0.00071257-0.00023832i,9.4097e-05+0.00017918i,0.00012288+0.00071301i,-0.00012121+0.00059479i,4.9917e-05-6.5512e-06i,0.00083536+2.3454e-05i
-0.0020791-0.0011886i,-0.0016271-0.0010516i,-0.0015256-0.00090667i,-0.00064492+0.00035049i,-0.0003961+0.00095433i,-0.00042816+0.00070214i,-0.00041055+0.00055102i,-0.00075291-0.0002235i,-0.0015054-0.0020569i,-0.0018033-0.0027363i,-0.0011324-0.0016338i,-0.00090315-0.0011102i,-0.00074434-0.00058727i,-0.00035059-0.00034266i,-0.00012618+0.00011314i,-0.00018771+0.0008845i,-0.00018587+0.0011749i,-0.00079132+0.0013625i,-0.00055313+0.0017451i,-5.4167e-05+0.001883i,-0.00060644+0.0015056i,-0.0008274+5.2678e-05i,-0.00023382-0.0010783i
-0.0012931-0.0028876i,-0.0012655-0.0026126i,-0.0020361-0.0027392i,-0.0024644-0.00079439i,-0.0018667+0.00091683i,-0.00010449+0.0014247i,0.00089177+0.00096938i,0.00032005-0.00016924i,-0.0005733-0.00047456i,-0.0012761-0.00066062i,-0.0012711-0.00040006i,-0.00031431-6.0976e-05i,0.00029291-0.00048534i,0.00032008-0.00092037i,-0.00014444-0.00091059i,-0.0012644+3.0794e-05i,-0.0018146+0.00070247i,-0.0015112+0.0013895i,-0.00098414+0.001202i,-0.00048794+0.00091575i,-0.00017992+0.00091681i,-0.00058753+0.00054793i,-0.00030418+0.00046338i
-0.00050826-0.0018965i,0.00045749-0.0016691i,-0.0008508-0.0010601i,-0.0021407-0.00071926i,-0.0013623+7.9868e-05i,-0.00095504+0.00042047i,-0.0011078-0.00011559i,-0.00052117-0.00066823i,-0.00068223-0.0011129i,-0.002204-0.0011669i,-0.0025097-0.00066685i,-0.00077233-0.00052221i,0.00031411-0.0006338i,-0.00017411-0.00070096i,-0.00022699+6.3764e-05i,-0.0001031+0.0009155i,-0.00020585+0.0013206i,-0.00034452+0.0015037i,-0.00051121+0.00047757i,-0.00010641-0.00033437i,3.5729e-05+0.00019926i,0.00031254+0.00038367i,0.0006812+0.0001142i
0.0014956-0.0013738i,0.00063463-0.0010206i,-9.215e-05-0.001911i,-0.0005174-0.0019987i,0.0003275-0.00083345i,-6.2138e-05+0.00038542i,-0.0011611+0.00036097i,-0.0007444-0.00053705i,-0.0004673-0.0011382i,-0.00074919-0.00088504i,-0.00094072-0.00030144i,-0.00078128-0.00072902i,0.0004651-0.00094506i,0.0013329+0.00013416i,0.00075264+0.00022119i,4.3352e-05-0.00033404i,-0.00074776+0.00024248i,-0.0011466+0.0010096i,-0.0010814+0.001263i,-0.00055075+0.001508i,0.00052178+0.0011355i,0.001538+6.3958e-06i,0.002196+0.00015449i
0.00084544-0.00034339i,0.0010985-0.00023122i,0.0012527-0.00074995i,0.00080747-0.00047884i,0.00024058+0.00013823i,-0.00065162-4.48e-06i,-0.00098637-0.00093262i,-0.00081905-0.0014474i,-9.5731e-05-0.0017174i,6.1245e-06-0.0015088i,-0.00043607-0.00073226i,-0.00013633-0.00020884i,0.00043881-9.2107e-05i,0.00064611+0.00016791i,-0.00031085+0.00018077i,-0.00075147+5.3652e-05i,-0.00043232-6.5451e-06i,-0.00065126+6.3942e-05i,-0.00045627+0.00051312i,0.00012894+0.00037291i,0.00047608+9.7314e-05i,0.00080464+0.00013106i,0.00011984+0.00049981i
0.0023105-0.00058901i,0.0018585-0.0011173i,0.00055238-0.0027351i,-0.00044499-0.0026464i,-0.00014064-0.001099i,-0.00039087+0.00058187i,-0.00031265+0.00092786i,0.00019339-6.5336e-05i,-5.0804e-05-0.0012492i,-0.00077979-0.0017384i,-0.0011101-0.00096687i,-0.00047418+0.00038231i,0.00045671+0.0012709i,0.00059573+0.00078834i,3.0669e-05-0.00024842i,-0.00013806-0.0004843i,-0.00072831+0.00064271i,-0.0010645+0.00072312i,-0.00048483+6.0677e-05i,-0.0003318+3.4925e-05i,-0.00039467-0.00027781i,0.00062497-0.00069627i,0.00094982-0.00073524i
0.002003-0.0012155i,0.0016495-0.0010531i,0.00034216-0.0014421i,-0.00068898-0.0018929i,-0.00098966-0.0014108i,-0.00049713-0.00034267i,-9.3092e-05+0.00013351i,0.00038411-0.00068968i,-0.00015414-0.0020652i,-0.0010862-0.0020646i,-0.0012045-0.0006892i,-0.00072882+3.1458e-05i,-0.00055435+0.00011245i,-0.00052365+0.00046424i,-0.00069276+0.001544i,-0.00097415+0.001213i,-0.00095713+0.00024964i,-0.00066029+0.00062548i,-0.00018268+0.00076098i,-0.00033943-0.00020156i,-0.00054576-0.00044447i,-0.00023576+0.00016063i,0.00028999+2.8234e-05i
0.0004003-0.001226i,-2.1767e-05-0.00043616i,-0.00071078-5.8169e-05i,-0.00055665+0.00054834i,-7.9278e-05+0.0015199i,0.00020985+0.0011808i,0.00032266+0.00073685i,-0.00031636+0.0008589i,-0.00054458-0.00013026i,-0.00097899-0.00067935i,-0.00077542-0.0002922i,-0.00085835-6.4251e-05i,-0.0011079-0.00052241i,-0.00070134-0.00011546i,-5.2987e-05+0.00074164i,-0.00031281+0.00093391i,-0.00054289+0.0007394i,0.00010636+0.0010213i,0.00062156+0.0013275i,0.00099567+0.00079663i,0.00035913-0.00030463i,-0.00058236-0.00070377i,-0.00062876-0.00041054i
-0.00029951+0.0011834i,0.0001327+0.0014542i,0.00064628+0.0014766i,0.0014031+0.00070813i,0.0015012-4.5663e-05i,0.0011002-0.00018532i,0.0007111-0.00030275i,0.00085067-0.0010124i,0.0015153-0.0019507i,0.00058375-0.0016126i,-0.00094719-0.00033083i,-0.0010435-0.00038742i,-0.00025474-0.00054986i,-0.00024863+0.0004277i,-0.00064872+0.00102i,-0.001034+0.0011792i,-0.0006772+0.00032866i,-3.2825e-05-2.5186e-05i,-0.00049055+0.00038358i,-0.0004365+0.00052821i,-0.00027705+0.00014205i,-0.00071954-0.00092572i,-0.00073096-0.0010328i
0.00063102-2.7125e-05i,0.0003247+0.00080177i,-0.0011355+0.00031558i,-0.001457+0.00014719i,-0.00067047+0.00039532i,0.00059844+0.0010599i,0.00027781+0.0015651i,-0.00066524-0.00026144i,-0.0008876-0.0015497i,-0.00079039-0.0011264i,-0.00076041-0.00095577i,-0.00065774-0.00045113i,-0.00051993+0.00095845i,4.9185e-05+0.0012425i,0.00060442+0.00018119i,0.00029363+0.00033638i,-0.00066593+0.00035298i,-0.0011033-3.045e-05i,-0.00071153-5.3052e-05i,-0.00049139+0.00017087i,-0.00083415+3.6549e-05i,-0.00014071-0.00041751i,0.00061349-0.00010078i
