0.00029174-0.0013055i,0.00048395-0.0013905i,-0.00043651-0.00021419i,-0.00053448+0.00027111i,7.9341e-05+0.00015996i,-0.00027262-0.00070924i,-0.00079411-0.0014751i,-0.0006454-0.00081691i,0.00068685+0.00027528i,0.0015986-0.00019761i,0.00064891-0.0008164i,-0.00057368-0.00039943i,-0.00036035-0.00027143i,-0.00039129-4.3854e-05i,-0.0010237+0.00050689i,-0.001121+0.00040113i,-0.00050928+0.00065264i,-0.0002902+0.00049603i,-0.00055534-0.0002066i,-0.00040898+4.4134e-05i,0.00010807+2.0664e-05i,-0.00028817-0.00016526i,-0.0008627+0.00013117i
0.00033857-0.00056756i,0.00032834+0.00091135i,0.00026952+0.002264i,-0.00030557+0.0020275i,-9.9488e-05+0.00058423i,0.0002901+0.00021892i,-0.00044751+0.0012084i,-0.00085645+0.00093949i,-0.0012964+0.00036305i,-0.00066548+0.00071146i,2.5909e-05+0.001011i,-0.00052896+0.00033829i,-0.00018419+0.0002803i,0.00037983+0.00064087i,0.00073611+0.00032209i,0.00032904+0.00038666i,5.6373e-05+0.00033117i,-8.6315e-05-0.00040488i,8.0502e-05-0.00059965i,0.00030143-0.00031193i,0.00023031-0.00030304i,-5.8096e-05-0.00034418i,-0.00028189-0.00064893i
-0.00020548+0.00089002i,0.00038943+0.00047545i,0.00066884+0.00052661i,0.00067509+0.0013413i,0.00052142+0.0007143i,0.00020901-5.4006e-05i,-0.00057566-0.00048952i,-0.0015556-0.00092897i,-0.0013301-0.00070922i,-0.00049857-0.00065599i,-0.00042938-0.00060682i,-0.00051407-9.5659e-05i,-0.00050935+0.0009448i,-0.00058207+0.0011716i,-0.0006111+0.00016851i,-0.00064776-0.00061354i,-0.00058937-0.00035376i,-0.00077474-4.3533e-05i,-0.00033808-0.00010277i,-0.00077596+0.00035227i,-0.000846+0.00073584i,-0.00035452+0.00018627i,-0.00038204-0.00077332i
0.0023867+0.00026771i,0.0017975+0.0010166i,0.0021961+0.0011913i,0.0023957+0.00021115i,0.00062503-0.0013981i,-0.001085-0.0017752i,-0.0016693-0.00071501i,-0.0019294+1.8638e-05i,-0.0012494+0.00019982i,-7.4596e-06-0.00031109i,0.00032677-0.00042833i,-0.00088735+0.00067873i,-0.0012333+0.00095776i,-0.00047999+0.00047821i,-0.00019704+0.0006057i,-0.00031705-0.0004008i,1.9464e-05-0.0011702i,0.00078875-0.00028709i,0.00038337-0.00029784i,8.3438e-05-0.00016805i,0.00084902+0.0003538i,0.00055927+0.00019143i,-0.00041031-0.00023472i
0.00018094-8.2765e-05i,0.00075671+0.00091682i,0.00057185+0.0025514i,0.00044216+0.002818i,0.00059141+0.0018305i,0.00051893+0.00056421i,-4.2117e-05+0.00025667i,-0.0011726+0.00029651i,-0.0014055+0.0004812i,-0.00053294+0.0007374i,0.00048555+0.00041809i,0.00014777+0.00023293i,-0.00042127-0.00017751i,0.00017469-0.0011405i,0.001165-0.00086842i,0.00056765+0.00034035i,-0.00043154+0.00066694i,-0.00043034+0.00020752i,-0.00031025-0.00027269i,0.00042455-0.00051293i,0.0004433-3.9475e-05i,-0.00042539+0.00027979i,0.00019389-0.0003403i
-0.00055657+0.000156i,0.00011293-3.7711e-05i,0.0004016-0.00042389i,0.0011269+0.00010188i,0.0014665+0.00030854i,0.0005803-0.001044i,-0.00080936-0.0012485i,-0.0025037-0.0010391i,-0.001964-0.0004527i,-0.00081259-5.7258e-05i,-0.00080597-0.00026539i,-0.0015558+0.00035624i,-0.0019239+0.0013109i,-0.00084009+0.00069994i,-0.00012419+0.00021945i,-0.00013206+0.00050893i,-0.00016608-1.0107e-05i,2.1191e-05-0.00036001i,0.00012835-0.00035181i,0.00017687-9.4813e-05i,1.4462e-05+0.00039237i,-0.00059509+0.00020203i,-0.00049492-0.00030501i
0.00069795+0.00062532i,0.00074971+0.00068996i,0.0015909+0.0021457i,0.0012212+0.0011037i,0.00046995-0.00065145i,-0.00033213-0.00026584i,-0.00092328+0.00061776i,-0.00076705+0.00076546i,-0.0010288+0.00061791i,-0.0010255+0.0012556i,0.0002244+0.0015487i,0.0011139+0.00083776i,0.00091914-8.4681e-05i,0.00053181-0.00048017i,-0.00052248-0.00047587i,-0.001113-0.00053953i,-0.00053152-0.00029018i,-7.9377e-05+0.00022356i,-0.00023413+0.000238i,-0.0007287+0.0002989i,-0.00056026-0.00030643i,-9.3422e-05-0.00044745i,-0.00046913+0.00047763i
-0.00071138+0.00086966i,-0.00022235+0.0012908i,0.00069181+0.001215i,0.0022154+0.00019293i,0.0027237-0.0013192i,0.0019772-0.0015264i,-1.8552e-05-0.001002i,-0.00066352-0.00056568i,-0.00011733+0.00078004i,0.00030471+0.0011688i,0.00015698-2.9424e-05i,-0.0007917-0.00031503i,-0.001071+0.00031456i,-0.00041398+0.00052102i,8.9861e-06+0.00032247i,8.9853e-05-8.1557e-05i,-4.9863e-05-0.00017219i,-4.8623e-05-0.00012015i,0.00017424+0.00017551i,0.00026658+0.00040016i,5.8741e-05+0.00038423i,8.4735e-05+0.00094444i,1.9447e-06+0.00095301i
-0.00083419+0.00063395i,-0.00079352+0.00084377i,-0.00046902+0.0013978i,0.00082049+0.0011445i,0.0012827+0.00036944i,0.00025931-0.00026221i,-0.0009587-0.00097539i,-0.0018686-0.00089615i,-0.0017947+0.00036852i,-0.00060692+0.001095i,0.00010329+0.00062265i,-0.00052861-0.00027361i,-0.00068537-0.0006297i,-0.0008324-0.00029996i,-0.00049036-0.00044466i,-0.00021305-0.00036023i,-0.00040383-0.00049972i,-0.00024263-0.00035858i,0.00038354+0.00035898i,0.00013938+0.00077049i,-0.00058109+0.00059561i,-0.0008743+0.0004242i,-0.0011401+0.000547i
-0.00080658+4.2762e-05i,-0.00041611+0.00090679i,0.00086303+0.0018915i,0.0016971+0.0014702i,0.0010102+0.00022254i,0.00011638-0.0004791i,-0.00061815-0.00033678i,-0.0015086-2.7777e-05i,-0.0023914+0.00040326i,-0.0016543+0.00078384i,-5.5357e-05-3.8364e-06i,0.00061382+9.3969e-07i,0.00096569+0.00096293i,0.00036918+0.00040196i,-0.00044181-0.00039901i,0.00020932-0.0007372i,0.00075974-0.00016704i,0.00079561+0.00046664i,0.00018859+0.00072707i,-0.00051959-3.8583e-05i,-0.00024888-0.00059021i,0.00033826+0.00020159i,0.00065725+5.615e-05i
-0.00074062+0.00030141i,-0.00017304+0.00059171i,0.00046668+0.00088961i,0.0012232+0.00054593i,0.001517+5.9757e-05i,0.0014071-0.00017888i,0.0004861-0.00075925i,-0.00093744-0.0011233i,-0.0013406-0.00015043i,-0.00026583+0.00032864i,0.00049217-0.00053869i,0.00071496-9.1952e-05i,0.0001471+0.0010723i,-0.00033197+0.00074836i,0.00012714+0.00014343i,-8.2236e-05-0.00025061i,-0.00064557-0.00071272i,-7.062e-05-0.000303i,0.000214+0.00078039i,-0.00045127+0.00075063i,-0.00040849-3.8225e-05i,-0.00038521-0.00099152i,-0.00050395-0.0011351i
0.0017443+0.0015828i,0.0012884+0.002124i,0.001486+0.0024484i,0.0012915+0.0010619i,0.00082889-0.00037487i,-0.00010689-0.00070315i,-0.0012525-0.00055656i,-0.0020519-0.00017699i,-0.0021216+0.00011906i,-0.0011923-4.856e-05i,-0.00039782-0.0007153i,-0.00048911-0.00094338i,-1.9324e-05-0.00026549i,0.00034377+0.00061678i,0.00066443+0.00069188i,0.00099531+0.00020743i,0.00055828-0.00015965i,0.00040893+0.00022201i,0.00026363+0.00064345i,0.00028676+0.00096734i,-3.5747e-05+0.00078211i,-0.00043788-0.00024704i,-0.00076835-0.0012144i
0.0017521+0.0016495i,0.0014068+0.0023988i,0.0018783+0.0012767i,0.0015093+1.8651e-05i,-0.000619-0.0010029i,-0.0019687-0.00019741i,-0.001854+0.00085225i,-0.0014526+0.0013008i,-0.0012729+0.0012221i,-0.0010261+0.00039926i,-0.00089559-0.00017919i,-0.0010643-0.00014649i,-0.00018519+0.00031937i,0.00051822+1.8141e-05i,0.00046176-0.00016501i,0.00032069-0.00020067i,0.00046255-0.00022414i,0.00010169+0.00036262i,-0.00061164+0.00061695i,-0.0010404-0.00015085i,-0.0010815-0.00051947i,-0.0013191+0.00011873i,-0.0012253+0.00049237i
-0.0036486-0.0047519i,-0.00017566-0.0026458i,-0.00026871+0.00037295i,-0.00043324+0.0018924i,0.0001166+0.0019137i,0.00077661+0.0016932i,0.00042551+0.00065394i,-0.00017956-0.00049959i,-0.00041478-0.00010868i,-0.00049245-0.0002827i,-0.00068563-0.0013i,-0.001154-0.001033i,-0.00034885-0.00020853i,0.00063839-0.00026958i,0.00047638-0.00086385i,0.00045146-0.0008847i,0.00077798-0.00022288i,0.00028659-4.9734e-05i,-0.00055741-0.00045079i,-0.00026988-0.00089329i,-0.00025327-0.00012442i,-0.0005472+9.7176e-06i,-0.00014387-0.00085771i
-4.3316e-05-0.00124i,0.00063089-0.00036514i,0.0014895+0.00023975i,0.0015764+0.00045643i,0.0010447-0.00056084i,0.00046908-0.0014633i,-0.00055776-0.001024i,-0.0016409-0.00062971i,-0.00128-0.00018854i,-4.8249e-05+0.000883i,0.00018133+0.0012477i,-0.00081749+0.00076314i,-0.00050325+1.2729e-05i,0.00026405-0.0001697i,8.237e-06-0.00011982i,-0.00059525+0.00059699i,-0.00063291+0.00074045i,0.00015451+0.00033819i,0.00065068+0.00021821i,-6.6915e-05-0.00027041i,-0.00056147-0.00058079i,-0.0005823-0.00086925i,-0.00044025-0.001153i
0.0018424+0.00051867i,0.0010132+0.0015299i,0.00059448+0.00053553i,0.00041283-0.00049747i,-0.00053816-0.0016271i,-0.0014018-0.0019022i,-0.0017847-0.001247i,-0.0018229-0.00022114i,-0.0013077+0.0003987i,-0.00093935+0.00025857i,-0.0005811-0.00018177i,-0.00015259-0.00019051i,-0.00015893+0.00016013i,-0.00018731+0.00057026i,0.00011913+0.00043015i,0.00072514+8.0468e-06i,0.00084183+0.00016529i,0.00063741+0.0012422i,-0.00010985+0.0013053i,-0.00046283+0.00075764i,-0.00049878+0.00031614i,-0.00027063+8.8697e-05i,0.00017693+0.00019063i
-0.00031443+3.5359e-05i,-8.2612e-05+0.00061234i,0.0009651+0.0013404i,0.0012305+0.00052362i,0.0010251-0.00068295i,0.00062173-0.00022766i,-9.5919e-06+0.00035199i,-0.0010316+5.282e-05i,-0.0014919-0.00065736i,-0.0010518-0.00079345i,-0.00058154-0.00092433i,-0.00017825-0.00036097i,-0.00030691+0.00059509i,-0.00079599+0.00056177i,-0.0013562+0.00042821i,-0.001051+0.00034531i,-0.00014047-0.00025745i,0.00064923+0.00018689i,0.0013752+0.00049853i,0.00080085+0.00062372i,0.00033484+0.00015819i,0.00027823-0.00094929i,-0.00027964-0.00098633i
5.3261e-05-0.00068527i,0.00044774+4.1804e-05i,0.001448+0.00055724i,0.0014056-4.2764e-05i,0.00016594-0.0005531i,0.0001422-0.00058953i,-2.174e-05-0.00039805i,-0.00098192+0.00011961i,-0.00071668+0.00063126i,-0.00077348+0.00084663i,-0.0004941+0.00041211i,-0.00017835-0.00030594i,-0.00025634-0.00075465i,0.00013929-0.0011492i,0.00052729-0.0007354i,0.0010405-0.00045872i,0.00081657-0.00088059i,0.00048262-0.0012601i,0.00053789-0.00044014i,0.00046021+0.00035913i,-0.00011779+9.1625e-05i,-0.00026983+0.00025297i,-0.00043044+2.6453e-05i
-0.00074802-0.00010248i,-0.0001977+0.0011451i,5.3375e-07+0.0026757i,9.3727e-07+0.0023074i,-0.00026305+0.00051059i,-0.00040303+1.7654e-06i,-0.00081911-0.00033748i,-0.0021941-0.00051854i,-0.0021673-0.00036966i,-0.00060235-0.00026218i,-0.00014174+5.6637e-05i,-0.00058056+1.0663e-05i,-0.00032323-6.8161e-05i,0.00033015-0.00036628i,-1.6981e-05-0.0005961i,-0.00071707-0.0003883i,-0.0009138-0.00025449i,-0.00014599-0.00076708i,0.00051553-0.00068054i,0.00037639+7.3454e-05i,0.00026163+0.00018818i,0.00031346-0.00037844i,0.00050046+0.00024196i
0.00045965+0.00033595i,0.00044894+0.00071646i,0.00018504+0.0009299i,-0.00028774-0.0004584i,-0.00021583-0.0019571i,-0.00052535-0.0026388i,-0.0011431-0.0020908i,-0.0017333-0.0007486i,-0.0012493+0.0011735i,-0.00014803+0.0016232i,0.00053119+0.0006995i,0.0011714-0.00013541i,0.0010291-0.00010353i,0.00029111-0.00012323i,-0.00027174-0.0005065i,9.6659e-05-0.00026294i,0.00012399+0.00040581i,-0.00024254+0.00072781i,-5.3452e-05+0.00056096i,0.00028563+0.00056976i,0.00050581-7.5792e-05i,0.00031883-0.00044344i,0.0002574-0.00032029i
-0.00013728-0.00015837i,0.00040563+0.00086162i,0.00030357+0.0017641i,0.0012176+0.0018068i,0.0016064-0.0003078i,0.00094152-0.0017897i,0.00027465-0.0016292i,-0.0011876-0.0011082i,-0.0019381+0.00020832i,-0.00072585+0.0013354i,0.00011096+0.00026408i,-0.00055838-0.000702i,-0.0012163-0.00030168i,-0.00062834-0.00022131i,-0.00013656-0.00050758i,-0.00050314-0.00077975i,-0.00031024-0.0012088i,0.00020571-0.00097195i,5.8582e-05+0.00028252i,-0.00018672+0.00089003i,3.844e-05+0.00072372i,-0.00017979+3.514e-05i,-0.00030719-0.0010498i
-0.00042717-0.0012075i,-0.0007567-0.00074076i,-0.00090716+8.2372e-05i,-0.00031848+0.00042862i,-0.00033577+0.00051936i,-0.00041891+0.00056877i,-0.0013263+0.00010094i,-0.0028412-0.0002422i,-0.0023506-3.5644e-05i,-0.00087745+0.00036277i,-0.00073071+0.00056136i,-0.00058303+0.00058145i,-0.00015006+0.00017826i,-0.00042179-0.00070171i,0.00017036-0.00097876i,0.00069197-0.00074878i,0.00020086-0.00086523i,0.00028791-0.00066605i,0.00023737+0.00043333i,-0.00040395+0.00062249i,-0.00012806-0.00034697i,0.00019281-0.00016354i,-2.6128e-06+0.00011031i
0.00073469+0.00057574i,0.0012403+0.00080743i,0.0019225+0.0013521i,0.0013284+0.0018624i,-0.00036755+0.0017147i,-0.0014667+0.0013876i,-0.0014373+0.000809i,-0.001708+0.00018997i,-0.0018953+1.4833e-05i,-0.0017772+0.00025099i,-0.00089713+0.00014342i,0.00014008+1.681e-05i,0.00080409+7.6878e-05i,0.00035518+0.00048611i,-0.00010629-0.00015135i,0.00015679-0.00033356i,-0.00028053+0.00035656i,-0.00055198+0.00098244i,-0.00025316+0.0011497i,-0.00038313+0.00026736i,-0.00045055-0.00048934i,0.00020985+4.6562e-05i,0.00016917-6.1217e-07i
-0.00071848+0.0015835i,0.00016832+0.0013954i,0.0016184+0.000623i,0.0024434+0.00010828i,0.0021152-0.0011648i,0.00097539-0.0020822i,-0.00055075-0.0018015i,-0.0012375-0.0011411i,-0.00091941-8.5498e-05i,-0.00012532+0.00073675i,0.0006369-0.00015814i,0.00081225-0.00058636i,-0.0002972+0.00028861i,-0.0015289+0.00027921i,-0.0007252-4.3946e-05i,6.4373e-05+6.404e-06i,-0.00038392+0.00046379i,-0.00061162+0.00055255i,-0.00066695+0.00022584i,-0.00060032+6.8878e-05i,-0.00078458-5.7396e-06i,-0.00073189+0.00030325i,-0.00016308+0.00054918i
-0.0013557+0.0008654i,-0.00082327+0.00093869i,-0.00054508+0.0020283i,-0.00021622+0.0020896i,0.00017441+0.0013256i,-0.00041675-0.00023301i,-0.0014562-0.0011461i,-0.0020497-0.00066606i,-0.0015815+0.00025722i,9.1444e-05+0.00070375i,0.00062564+0.00090375i,-4.8132e-05+0.00099553i,-0.00029854+0.00051085i,-0.00054825-4.6735e-05i,-0.0010271+0.00011245i,-0.00085202+1.3155e-05i,-0.00028258+0.00025661i,-0.0002178+0.00054172i,-0.0003831+0.00067466i,1.417e-05+0.00054519i,-0.00032758+0.0002007i,-0.00098779+7.623e-05i,-0.0011287-0.00029438i
-0.00050646-0.001139i,0.00018765-0.00092153i,0.00081186-0.0003362i,0.00068311-0.00018558i,0.00062924+0.00055406i,0.00054325+0.0013535i,-0.0004526+0.00041863i,-0.0015724-0.00085445i,-0.0016016-0.00045845i,-0.00079419+0.00022626i,0.00026377-0.00011102i,0.00079974+0.00027573i,0.00039298+0.0012847i,0.00035499-3.2116e-05i,0.00015634-0.00066546i,-8.0991e-05+0.00031591i,0.00059234+0.00067751i,0.0008384+0.00030113i,0.00050519+0.00017905i,0.00040045+0.00045001i,-0.0001189-0.00018784i,-0.00093134-0.00063836i,-0.00064297+5.2907e-05i
-7.6235e-06+0.0026511i,-0.00066946+0.0026681i,0.00043577+0.0016206i,0.0014859+0.00056807i,0.00067397-0.00055834i,-2.9988e-05-0.0013166i,-0.00085019-0.00086816i,-0.0015044-0.0002523i,-0.0018498+0.00078912i,-0.001201+0.0010949i,-2.9467e-05+0.00076171i,0.00027674+0.00042352i,-0.00034058+0.00037575i,-0.00043817+0.00066979i,-0.00036335+0.00084907i,-9.4033e-05+0.0009298i,-0.00013315+0.00066866i,-0.00081207+0.0002979i,-0.0010097+6.9627e-05i,-0.00047589-0.00054253i,-0.00040357-0.00074306i,-0.00069146-0.00044446i,-0.00053878+1.0875e-05i
-8.1308e-05-0.002048i,0.0003223+0.00015332i,0.00094108+0.0020048i,0.001441+0.0023702i,0.0014309+0.00084731i,0.0007038-0.00029084i,0.00012553-0.00056934i,-0.00046507-0.0005636i,-0.00069355+0.00044203i,-0.00055639+0.00074152i,-0.00039042+0.00046354i,-0.00033381+0.00078638i,-0.0006109+0.0006142i,-0.00043106-8.0565e-05i,-0.0006783-0.00071464i,-0.00072645-0.0010746i,-0.00039418-0.00057979i,-0.00022414-4.501e-05i,-0.00016071-0.00024181i,0.00017144-0.0005895i,0.00088964-0.00049155i,0.00097109-0.00031376i,0.00033204-0.0003526i
0.00069543+0.00089441i,-9.442e-05+0.0015264i,0.00027317+0.0012831i,0.00061781+0.0005582i,-0.000893-0.00037974i,-0.0016083-0.001265i,-0.0012013-0.0012806i,-0.0016315-5.6382e-05i,-0.0019662+0.00050119i,-0.0011711+0.00060203i,-0.00087597+0.00010926i,-0.0011404-0.00063741i,-0.00029633+4.6393e-05i,0.00066783+0.00058939i,0.00031192-0.0001082i,-0.00051136+0.0001139i,-0.00039494+0.00019393i,0.00022992-0.0006443i,0.00056866-0.0013992i,0.00059664-0.0015833i,0.00034432-0.00072926i,-3.3839e-05-0.00032666i,-0.00026656-0.00034812i
0.00023165-0.00043977i,0.00052372+0.00027114i,0.00027434+0.0014956i,0.00056534+0.0017892i,0.00081768+0.0011341i,-0.00025046+0.00029911i,-0.0015867-0.00055641i,-0.0019507-5.1532e-05i,-0.0016228+0.00059522i,-0.00064708+0.00058811i,0.00012059+0.00059023i,-0.00022058+0.00073533i,-0.00058662+0.00028558i,-0.00044325+9.9018e-05i,-0.00024725+0.00028955i,-0.00031014-0.00010434i,-0.00080768-0.00027274i,-0.00033224-3.0702e-05i,2.6299e-05+0.00020982i,-0.00049203+5.4682e-05i,-0.00070445-0.00031022i,-0.00090088-4.1158e-05i,-0.001146+0.00033429i
-0.0012436+0.00067285i,0.00029594+0.00069072i,0.00088771+0.00088708i,0.00092396+0.0010845i,0.0005338+0.00072069i,3.5718e-05-0.0007145i,-0.00038807-0.002448i,-0.0009973-0.0019982i,-0.001255-8.7797e-05i,-7.4145e-05+0.00046967i,0.00022232-4.2213e-05i,-0.00034863-0.00058481i,-0.00048992-0.000536i,-0.00025424-0.0008204i,0.0002841-0.00098212i,0.00017829-0.0001802i,-0.00055606+0.00080952i,-0.00091044+0.0012458i,-0.00042262+0.00054203i,0.00021832-0.00067782i,0.00034195-0.00062514i,-0.00031016-0.00054412i,-0.0007727-0.00075276i
0.0015965-5.4963e-05i,0.00055671+0.001566i,0.00062465+0.0020619i,0.0009226+0.0019021i,0.00018471+0.00070034i,-0.00052423+0.00054179i,-0.0014796+0.00033803i,-0.0019594-0.00026056i,-0.0014288+0.00020595i,-0.00061433-0.00018847i,-0.00024253-0.0011429i,1.6848e-05-0.00027043i,-0.00030095+0.00035516i,-0.00045477-3.859e-05i,0.00022001-0.00039354i,0.00039701-0.00053961i,0.00041032-0.00090114i,0.00035976-0.00047989i,0.00043236+1.5345e-06i,0.00014517-3.4842e-05i,-0.00032128+0.00026138i,0.00011899+0.00016468i,0.00014352-4.2547e-05i
0.0012459-0.00013142i,0.0014537+0.000619i,0.00099862+6.2224e-05i,0.00019803-0.00087623i,-0.00047144-0.0013089i,-0.00061046-0.00093815i,-0.0010046-0.00050496i,-0.0017051+0.00012783i,-0.001187+0.00034991i,-0.00045431+0.0002578i,-0.00067241-0.0001428i,-0.00025899-0.00030301i,0.00023408-8.9603e-05i,0.00024786-0.0012058i,9.2069e-05-0.001262i,0.00019287-0.00018938i,0.00065579-0.00060495i,0.00043489-0.00063208i,-0.00017996-0.00057212i,0.00061509-0.00036451i,0.0010373+0.00043183i,-0.00012785+0.00043589i,-0.00093401+0.00021482i
-0.0010582+7.8278e-05i,-0.00061504+0.00092324i,-0.00022954+0.0021513i,0.00062146+0.0026557i,0.00044408+0.0013716i,0.00022293-0.00055248i,-8.1206e-05-0.002143i,-0.0011054-0.0021148i,-0.0012624-0.00057568i,-0.00045198+0.00020637i,-0.00010564+0.00080559i,-0.00057312+0.00098828i,-0.0007157+0.00044648i,-0.00096234-0.00018148i,-0.00094375-0.0001532i,-0.00065706+5.7499e-05i,-0.00027415-0.00019926i,0.00014386-0.00017746i,-0.00048201-0.00025393i,-0.00054545-0.0004001i,0.00027264+3.7564e-06i,0.00088023+0.00022214i,0.0006177-0.00038532i
-0.00065795+0.00098272i,-0.00017784+0.00052729i,0.00087452+0.0012378i,0.0016831+0.0015592i,0.0020629+0.0011465i,0.0015948+0.00066586i,6.0643e-05-0.00013831i,-0.001737-0.00065957i,-0.0019871+4.6231e-05i,8.755e-06+0.00080423i,0.00093525+0.00088024i,0.00021197+0.00045095i,-3.6241e-05+0.0008872i,0.00012052+0.00032492i,0.00033062-0.00029075i,8.6305e-05-2.6906e-05i,-0.00076729+0.00018936i,-0.00045095-0.00022102i,-0.00030119-0.00018542i,-0.00010164+0.00019718i,-1.6712e-05+0.00037153i,2.9131e-05+0.00035478i,0.00088465-0.00041539i
-0.00107+3.4768e-06i,-0.0010381+0.00072996i,-0.0005725+0.0014066i,0.00060437+0.00026079i,0.0015134-0.00065896i,0.0017697-0.00065251i,0.00046973-0.00066008i,-0.0013439-0.00037993i,-0.0014885+0.0012147i,-0.00065187+0.0017758i,-0.00059493+0.00031984i,-0.00061216+0.00039248i,-0.00017134+0.00078985i,0.00036918+0.00030367i,-6.455e-05-0.00011189i,-0.00077596-0.00030304i,-0.00077112+0.00012576i,-0.00013946+0.00036414i,-7.9777e-05-7.6229e-05i,-0.00040996-0.00020303i,-0.00011719-0.00036946i,0.00018791-0.00037152i,0.00042688+0.00014194i
0.0018771-0.00090703i,0.0017984-0.00036508i,0.0011756+0.00044348i,0.00058828+5.1384e-05i,-0.00010915-0.0007492i,-0.00066995-0.0008761i,-0.0014473-0.00039262i,-0.0026009-8.0641e-05i,-0.0018274-0.00017748i,-7.8405e-05-0.00035155i,-0.00030042-0.00014504i,-0.00071262-0.00014749i,-0.00011498-0.00052454i,0.00042694-0.00046307i,0.00084529+0.00034914i,0.00062493+0.00032774i,0.00041429-0.00028762i,0.0010387-0.00038647i,0.0010144-0.00032465i,-9.8836e-05-0.00043017i,-0.00031931-0.00020802i,-0.00062042-0.00031837i,-0.00029722-0.00027555i
-0.00079546-0.0018044i,-0.00060765-0.00081671i,-0.0010934+0.0010088i,-0.00059725+0.0017626i,6.1369e-05+0.0013424i,-8.0001e-05+0.00041031i,-0.00014127+0.00031504i,-0.0010029+0.00039954i,-0.0018038+0.00016301i,-0.0011642+0.00078771i,-0.00075464+0.00078558i,-0.00066449+0.0014273i,-0.00055209+0.0017507i,-0.00022981+0.00053646i,0.00014049-0.00061409i,8.8235e-05-0.00091731i,-8.4641e-05+0.00024998i,-0.00010996+0.0011004i,-0.00023429+0.00079873i,-0.00027709+0.00075435i,0.00036105+0.00033931i,0.00025905-6.8016e-05i,-0.00019502+0.00019395i
