0.00029174-0.0013055i,0.00048395-0.0013905i,-0.00043651-0.00021419i,-0.00053448+0.00027111i,7.9341e-05+0.00015996i,-0.00027262-0.00070924i,-0.00079411-0.0014751i,-0.0006454-0.00081691i,0.00068685+0.00027528i,0.0015986-0.00019761i,0.00064891-0.0008164i,-0.00057368-0.00039943i,-0.00036035-0.00027143i,-0.00039129-4.3854e-05i,-0.0010237+0.00050689i,-0.001121+0.00040113i,-0.00050928+0.00065264i,-0.0002902+0.00049603i,-0.00055534-0.0002066i,-0.00040898+4.4134e-05i,0.00010807+2.0664e-05i,-0.00028817-0.00016526i,-0.0008627+0.00013117i
0.003038-0.049415i,-0.039861-0.11424i,-0.15212-0.21592i,-0.29312-0.32164i,-0.33082-0.35462i,-0.22455-0.30456i,-0.11073-0.22164i,-0.057841-0.10076i,-0.021728+0.029374i,0.022255+0.079383i,0.042916+0.062532i,0.043366+0.055285i,0.062718+0.047111i,0.070181+0.016735i,0.04009-0.0045793i,0.01522-0.0087874i,0.018418-0.010042i,0.026279-0.0074307i,0.017444+1.6633e-05i,-0.00393+0.014876i,-0.018624+0.026744i,-0.028137+0.020432i,-0.043539+0.011019i
0.086751-0.039178i,0.18602-0.15546i,0.24577-0.30403i,0.23734-0.34563i,0.22707-0.28312i,0.15811-0.25451i,-0.039888-0.22185i,-0.18145-0.085058i,-0.12267+0.026281i,-0.034817+0.012744i,-0.031501-0.010488i,-0.032502-0.0031336i,-0.022848-0.009622i,-0.014753-0.011263i,0.014834-0.0074037i,0.041703-0.019417i,0.037288-0.026091i,0.016566-0.0051846i,0.005941+0.028434i,0.014131+0.039753i,0.018302+0.019232i,0.0077396-0.0057582i,0.00068752-0.018887i
-0.021427+0.063807i,-0.016635+0.21031i,0.066669+0.43831i,0.18002+0.61462i,0.16562+0.662i,0.052791+0.62761i,0.022686+0.54156i,0.048999+0.37845i,0.026261+0.19728i,-0.0043876+0.081482i,-0.00687+0.0094908i,-0.0049016-0.033322i,-0.0094973-0.035759i,-0.024005-0.015649i,-0.040016+0.0094434i,-0.047558+0.033684i,-0.044566+0.042097i,-0.031685+0.021018i,-0.022831-0.013985i,-0.021549-0.032863i,-0.015592-0.021694i,0.0045366+0.010904i,0.033768+0.029717i
-0.026228+0.0099191i,-0.08617-0.031294i,-0.19361-0.14335i,-0.29803-0.31141i,-0.31855-0.45079i,-0.24192-0.45371i,-0.12749-0.32726i,-0.026606-0.17974i,0.039552-0.087095i,0.057951-0.04917i,0.048425-0.018612i,0.045389+0.020393i,0.054964+0.03243i,0.044723+0.0079986i,0.0053417-0.010201i,-0.018976-0.0041811i,-0.0064186-0.0013771i,0.018454-0.016173i,0.031228-0.041496i,0.020468-0.056178i,-2.2752e-06-0.051064i,-0.01838-0.045843i,-0.042668-0.037961i
-0.06173-0.0065914i,-0.10911+0.014001i,-0.089538+0.039487i,-0.0084707+0.038355i,0.025529+0.020627i,-0.037921-0.0098191i,-0.14219-0.05526i,-0.20172-0.068648i,-0.16429-0.036247i,-0.091065-0.016804i,-0.064355-0.0056987i,-0.055142+0.017128i,-0.027732+0.026284i,0.013255+0.020036i,0.056459-0.00014531i,0.074065-0.029995i,0.056276-0.037565i,0.02103-0.0094081i,-0.010511+0.035166i,-0.01636+0.071347i,0.0022839+0.076554i,0.020074+0.051595i,0.023405+0.015995i
0.10276+0.0041344i,0.25469+0.015217i,0.39418+0.047652i,0.44017+0.11015i,0.41077+0.15473i,0.35041+0.15355i,0.26407+0.15971i,0.16821+0.17971i,0.1002+0.15328i,0.060427+0.091644i,0.041582+0.035726i,0.028901-0.010246i,-0.0029541-0.035486i,-0.040031-0.026315i,-0.055531+0.0020552i,-0.054369+0.024979i,-0.047969+0.038998i,-0.028372+0.049968i,0.0064357+0.051814i,0.032344+0.030769i,0.026029-0.00073156i,0.0037821-0.0069432i,-0.0016137+0.010133i
-0.014734+0.035469i,-0.068364+0.070733i,-0.17024+0.088527i,-0.29487+0.073112i,-0.37453+0.0947i,-0.32153+0.17351i,-0.13089+0.18637i,0.043817+0.10305i,0.083562+0.038399i,0.058745+0.018634i,0.033582-0.00079288i,0.0067315-0.0045863i,-5.6049e-05+0.01254i,0.0070285+0.016333i,0.0037501+0.002705i,-0.0045923-0.006458i,-0.0047994-0.01137i,-0.0041696-0.030845i,-0.012024-0.057935i,-0.021067-0.068389i,-0.023454-0.06095i,-0.020477-0.04994i,-0.021562-0.036684i
0.086295+0.0047657i,0.21387-0.067835i,0.27188-0.25345i,0.15872-0.42447i,0.023395-0.44828i,-0.024107-0.40493i,-0.10248-0.34089i,-0.16218-0.19358i,-0.08034-0.069278i,-0.0025719-0.049603i,-0.011206-0.024262i,-0.0073373+0.023656i,0.022434+0.023053i,0.03075-0.0069298i,0.019571-0.01476i,0.018747+0.00068324i,0.02494+0.0032673i,0.0077355-0.0053742i,-0.022863+0.0044176i,-0.032106+0.035669i,-0.01276+0.063806i,0.014533+0.064501i,0.026192+0.035562i
-0.084061-0.026283i,-0.17231+0.0096058i,-0.13948+0.12915i,0.047023+0.24182i,0.15611+0.23909i,0.087257+0.19554i,-0.0047206+0.20983i,-0.052688+0.20636i,-0.079024+0.1392i,-0.065718+0.067222i,-0.031424+0.018138i,-0.012308-0.007676i,-0.011123-0.01021i,-0.01287+0.0016496i,-0.004738+0.012576i,0.0077346+0.012369i,0.021831+0.014655i,0.045145+0.026424i,0.064657+0.026974i,0.0557+0.0043699i,0.016878-0.019771i,-0.022573-0.015697i,-0.028534+0.0076642i
0.051279-0.04095i,0.099333-0.094675i,0.097903-0.13096i,0.071867-0.11376i,0.12345-0.082493i,0.20613-0.070109i,0.21769-0.084805i,0.15922-0.079736i,0.07718-0.030409i,0.025288+0.012946i,0.0078942+0.021307i,0.0012327+0.019403i,0.0060988+0.020547i,0.011698+0.011068i,0.0083535-0.0066218i,0.00027032-0.021442i,-0.010964-0.025642i,-0.014703-0.020571i,-0.0054765-0.016411i,0.0030109-0.019407i,0.0061223-0.024399i,0.0075697-0.03285i,-0.0031185-0.035607i
-0.078544-0.050526i,-0.21804-0.11893i,-0.40548-0.15631i,-0.52528-0.087054i,-0.538+0.032016i,-0.50938+0.071807i,-0.42985+0.061918i,-0.24192+0.030911i,-0.061344-0.030045i,-0.0062542-0.055729i,-0.010397-0.034196i,-0.0035708-0.02216i,-0.0029567-0.031541i,-0.011754-0.025347i,-0.0090095-0.0028957i,-0.0023762+0.0079561i,-0.012771+0.0039687i,-0.04089-0.0068581i,-0.069259-0.012259i,-0.071685+0.0073203i,-0.041007+0.037766i,-0.0015367+0.048754i,0.021082+0.036603i
0.10137+0.091325i,0.29564+0.19207i,0.52935+0.22408i,0.6241+0.11911i,0.5285-0.012797i,0.40951-0.030211i,0.32257+0.020274i,0.19077+0.066854i,0.083108+0.087376i,0.03473+0.064494i,0.0018037+0.038007i,-0.016949+0.034351i,-0.018565+0.031025i,-0.014329+0.014465i,-0.013135-0.0056536i,-0.013114-0.011384i,-0.00081847-0.00089362i,0.02113+0.016369i,0.038508+0.026399i,0.042692+0.012639i,0.025687-0.011653i,0.0029549-0.021429i,-0.0029131-0.017875i
-0.10744+0.019169i,-0.23648+0.062397i,-0.31651+0.10174i,-0.25745+0.079186i,-0.13406+0.0069877i,-0.060389-0.0424i,-0.016008-0.043751i,0.0036542-0.017359i,-0.00062541+0.034561i,0.027456+0.051615i,0.04548+0.017121i,0.032426+0.0072197i,0.034954+0.025664i,0.041445+0.025961i,0.032153+0.014288i,0.020183+0.0066779i,0.019082+0.00031562i,0.031542-0.010763i,0.044635-0.021546i,0.044957-0.024071i,0.034914-0.023471i,0.016595-0.01909i,-0.0060549-0.008673i
0.045032+0.035021i,0.089753+0.074386i,0.084856+0.10375i,-0.0028995+0.11637i,-0.070167+0.15315i,-0.054925+0.17241i,-0.05796+0.10295i,-0.084329+0.022806i,-0.05854-0.019784i,-0.0232-0.038532i,-0.0092216-0.031776i,0.0050554-0.029239i,0.0079428-0.040737i,-0.0050866-0.035242i,-0.016647-0.013172i,-0.019657+0.0063921i,-0.025665+0.011842i,-0.050377+0.0090122i,-0.07948+0.016005i,-0.083027+0.033014i,-0.057351+0.044991i,-0.023202+0.041302i,0.00010631+0.026372i
0.015804-0.1035i,0.032562-0.24458i,0.058389-0.35873i,0.064294-0.32974i,-0.0058007-0.23603i,-0.139-0.16989i,-0.19643-0.062526i,-0.12852+0.034675i,-0.057862+0.03965i,-0.034888+0.025258i,-0.016976+0.029269i,-0.0053396+0.027412i,-0.0099377+0.023387i,-0.015389+0.020159i,-0.015396+0.015699i,-0.011508+0.0099963i,-0.0040771+0.0074499i,0.011641+0.012228i,0.031085+0.011062i,0.035823-0.0043805i,0.01873-0.022899i,-0.0057654-0.03053i,-0.01858-0.024719i
0.092892+0.076604i,0.22361+0.16191i,0.33704+0.19856i,0.33058+0.087479i,0.26018-0.062486i,0.25022-0.11614i,0.2432-0.11808i,0.17017-0.071282i,0.10867-0.0014271i,0.069161-0.0010276i,0.012629-0.021169i,-0.015271-0.002084i,0.0019637+0.0084366i,0.021662-0.010462i,0.030247-0.031218i,0.031079-0.032142i,0.030463-0.021427i,0.031223-0.025369i,0.02439-0.038931i,0.010418-0.038556i,0.0034507-0.019567i,0.013258+0.0023832i,0.023677+0.0059746i
-0.057681-0.041635i,-0.15679-0.11104i,-0.30084-0.14358i,-0.37079-0.042164i,-0.29025+0.082383i,-0.19619+0.084049i,-0.18252+0.040531i,-0.14834+0.013167i,-0.076383-0.025134i,-0.044463-0.044333i,-0.032732-0.031662i,-0.017642-0.028392i,-0.019184-0.031054i,-0.027063-0.010767i,-0.02466+0.020342i,-0.011227+0.032619i,-0.0031548+0.026808i,-0.0076756+0.02594i,-0.011016+0.033661i,-0.0075202+0.033208i,-0.0039783+0.020144i,-0.0091032+0.0042403i,-0.016977-0.0019953i
-0.023721+0.027036i,-0.028448+0.096802i,0.049357+0.14453i,0.17465+0.11891i,0.18114+0.1203i,0.089809+0.22095i,0.063485+0.28099i,0.061366+0.21123i,0.015093+0.11854i,0.0013513+0.073672i,0.018501+0.03636i,0.01445+0.012225i,0.0082323+0.011382i,0.012504+0.0089562i,0.016102-0.0019569i,0.0091327-0.01422i,-0.0071661-0.016247i,-0.015846-0.0073546i,-0.010507-0.00076509i,0.0010023-0.0027278i,0.0076311-0.0074795i,0.0050582-0.0029522i,0.004204+0.010265i
-0.0048591-0.069169i,-0.0067618-0.17697i,-0.016758-0.27582i,-0.066879-0.29842i,-0.11037-0.29911i,-0.092768-0.31917i,-0.047185-0.288i,-0.0075906-0.16281i,0.030363-0.035676i,0.03981+0.0092431i,0.018868+0.020578i,0.016039+0.037181i,0.029504+0.036648i,0.017457+0.012523i,-0.017401-0.011443i,-0.034399-0.012324i,-0.018625-0.0027313i,-0.00052058-0.0025883i,0.0010403-0.0005419i,-0.0015417+0.01321i,0.0042128+0.022944i,0.014831+0.010747i,0.013577-0.011896i
0.0094793+0.056984i,-0.040021+0.16746i,-0.13351+0.33069i,-0.15274+0.4355i,-0.059052+0.39067i,0.014628+0.26339i,-0.0029136+0.16651i,-0.039724+0.090321i,-0.049224+0.021844i,-0.038121+5.9548e-05i,-0.018657-0.0013151i,-0.012898-0.011855i,-0.015654-0.013163i,-0.00089852+0.0044699i,0.030406+0.027615i,0.054325+0.030882i,0.05544+0.010377i,0.039571-0.013309i,0.017677-0.028978i,-0.0055473-0.032303i,-0.027913-0.019938i,-0.041388+0.0021538i,-0.036207+0.019184i
0.048788+0.011331i,0.17036-0.034021i,0.31847-0.18344i,0.3427-0.34173i,0.24485-0.31536i,0.17978-0.15165i,0.14628-0.056166i,0.059038-0.020019i,-0.010207+0.017421i,-0.013096+0.014897i,-0.017127-0.0028951i,-0.031259+0.0042482i,-0.030772+0.011039i,-0.02398-0.0029829i,-0.021897-0.028125i,-0.030793-0.039479i,-0.04183-0.023726i,-0.038567+0.0044319i,-0.021481+0.021631i,-0.0017746+0.017996i,0.015591+0.006109i,0.03049-0.0030462i,0.03443-0.010561i
-0.024086+0.033809i,-0.079642+0.060119i,-0.1537+0.069573i,-0.21254+0.055112i,-0.24092+0.026356i,-0.2602-0.013801i,-0.22586-0.016261i,-0.088827+0.018624i,0.041319+0.02397i,0.068951+0.0030445i,0.051746-0.0028906i,0.049697-0.0038858i,0.044592-0.013908i,0.015457-0.0086741i,-0.0179+0.021202i,-0.025187+0.0507i,-0.0098555+0.053749i,0.0087124+0.036365i,0.022781+0.015338i,0.024864-0.0040323i,0.016378-0.01807i,0.0010189-0.024769i,-0.014627-0.020487i
-0.010412-0.0035791i,0.021417+0.07118i,0.12822+0.24251i,0.26543+0.34609i,0.28925+0.23244i,0.20409+0.069061i,0.13066+0.00053598i,0.075146-0.035709i,0.022847-0.05526i,-0.0041524-0.046354i,-0.01477-0.034847i,-0.020251-0.024451i,-0.011365-0.012436i,0.013638-0.0099117i,0.045118-0.025039i,0.057543-0.049334i,0.042367-0.058213i,0.014938-0.050494i,-0.013582-0.033539i,-0.030763-0.0077302i,-0.031042+0.013287i,-0.019486+0.024067i,-0.0020178+0.025917i
0.029778-0.090788i,0.0048236-0.28464i,-0.13053-0.53394i,-0.28468-0.58892i,-0.26347-0.37934i,-0.12703-0.1681i,-0.085546-0.071478i,-0.10884+0.012067i,-0.083916+0.068615i,-0.042404+0.06275i,-0.020001+0.047655i,-0.0030233+0.044499i,0.005666+0.037133i,-0.0039052+0.020074i,-0.0305+0.0079208i,-0.053228+0.011452i,-0.052416+0.020451i,-0.037294+0.026503i,-0.018288+0.030633i,0.0064592+0.030568i,0.024766+0.019999i,0.025033+0.0011842i,0.0101-0.012158i
0.01772+0.054405i,0.044626+0.14993i,0.0808+0.26621i,0.076281+0.31282i,0.01173+0.28137i,-0.040346+0.25631i,-0.0080264+0.2335i,0.059664+0.15483i,0.07209+0.053332i,0.043327-0.0012385i,0.021651-0.017079i,0.0077345-0.02251i,-0.00027218-0.017565i,-0.00073329+0.003041i,0.013296+0.030059i,0.039182+0.044285i,0.053746+0.036499i,0.048325+0.018535i,0.029275+0.0014083i,0.0020188-0.011987i,-0.0226-0.012247i,-0.031511-0.00045022i,-0.023728+0.009946i
0.022393+0.027679i,0.11899+0.038897i,0.29432-0.012359i,0.39395-0.12926i,0.29444-0.20711i,0.12565-0.20862i,0.02319-0.1934i,-0.038798-0.16391i,-0.067307-0.089866i,-0.052461-0.024922i,-0.035419-0.0031897i,-0.029308+0.0035103i,-0.018572-0.00036914i,-0.0061232-0.020703i,-0.0057196-0.048124i,-0.016155-0.064626i,-0.021833-0.062365i,-0.016701-0.050479i,-0.0075182-0.038073i,-0.0004702-0.024991i,0.0044053-0.012864i,0.0097567-0.0085913i,0.01548-0.013632i
-0.12357-0.0033166i,-0.35877+0.038281i,-0.62918+0.15484i,-0.65551+0.26227i,-0.39913+0.21931i,-0.17456+0.10376i,-0.11607+0.092309i,-0.088481+0.13876i,-0.034778+0.12156i,0.0020966+0.062148i,0.012108+0.022106i,0.013615+0.0088172i,0.010672+0.009785i,0.00091247+0.017315i,-0.0087142+0.031395i,-0.01546+0.046921i,-0.020346+0.054342i,-0.018516+0.049712i,-0.0067066+0.037085i,0.0099759+0.019206i,0.018932+0.0026276i,0.012458-0.0011855i,-0.0028541+0.0043062i
0.093901-0.04527i,0.25764-0.12598i,0.42073-0.22336i,0.42852-0.2307i,0.31683-0.11317i,0.27285+0.00026605i,0.28257+0.0035566i,0.23028-0.030267i,0.14064-0.024645i,0.07267-0.01117i,0.031168-0.0078822i,0.013845-0.0054971i,0.013684-0.0062682i,0.015839-0.0078825i,0.018983-0.0092853i,0.026188-0.011972i,0.034136-0.010356i,0.036029-0.0023617i,0.02633+0.0070873i,0.0087216+0.016122i,-0.0039401+0.023547i,0.00043764+0.024123i,0.011968+0.017086i
0.0057572+0.01374i,0.0056526-0.020514i,-0.020972-0.10301i,-0.086934-0.17151i,-0.15781-0.14743i,-0.20883-0.095143i,-0.22444-0.080657i,-0.17744-0.07028i,-0.092645-0.048275i,-0.033348-0.027162i,-0.011499-0.0063917i,-0.0070616+0.00986i,-0.013768+0.011537i,-0.025858+0.0072651i,-0.032954+0.0064103i,-0.032208+0.0015423i,-0.028264-0.015163i,-0.028453-0.032402i,-0.033209-0.036873i,-0.033094-0.030397i,-0.026123-0.023957i,-0.021979-0.025423i,-0.023587-0.024427i
0.025124+0.095378i,0.085592+0.27807i,0.17823+0.48005i,0.22399+0.48444i,0.15278+0.28715i,0.034564+0.15032i,-0.0079358+0.15527i,-0.00010982+0.16152i,-0.0040134+0.11612i,-0.01042+0.061529i,-0.0089728+0.023791i,-0.0024535+0.0069707i,0.011503+0.0048443i,0.027175+0.00372i,0.037867-0.0015494i,0.039343-0.0032335i,0.02665+0.0031548i,0.0065227+0.013353i,-0.0041939+0.02027i,-0.0017628+0.017907i,0.0023289+0.012553i,0.0015058+0.015462i,0.001282+0.021976i
-0.085307-0.075899i,-0.22723-0.22024i,-0.36675-0.35874i,-0.34883-0.35067i,-0.17326-0.25028i,-0.013136-0.21331i,0.040837-0.20055i,0.05359-0.1379i,0.067124-0.076717i,0.056461-0.050616i,0.024819-0.033654i,-0.00050768-0.018413i,-0.011693-0.01219i,-0.01627-0.0092558i,-0.022229-0.0055335i,-0.023851-0.0011545i,-0.011492+0.0047017i,0.012215+0.0058022i,0.031081-0.0001894i,0.03503-0.0058296i,0.031909-0.0080447i,0.029066-0.014928i,0.024212-0.025034i
0.051823-0.010115i,0.11705-0.021729i,0.15688-0.022166i,0.11718-0.00093746i,0.043394+0.044759i,-0.015978+0.082661i,-0.079475+0.06539i,-0.12777+0.019241i,-0.12247-0.0022511i,-0.077187-0.0014657i,-0.028626+0.00023076i,0.0033505-0.00015449i,0.016227+0.0049153i,0.018497+0.014018i,0.020236+0.020358i,0.018956+0.02003i,0.010692+0.011747i,-0.001974+0.0011896i,-0.013991-0.0027932i,-0.019838+0.0015879i,-0.022462+0.0059438i,-0.026977+0.0076021i,-0.026313+0.0097775i
0.03574-0.0021394i,0.1264-0.014574i,0.23512-0.040502i,0.25004-0.050949i,0.15947-0.0082025i,0.093879+0.068021i,0.087767+0.12679i,0.07726+0.14392i,0.051137+0.1258i,0.030739+0.085123i,0.010046+0.041529i,-0.0071077+0.016104i,-0.011136-0.0012286i,-0.013325-0.024317i,-0.019927-0.043245i,-0.025205-0.04532i,-0.025532-0.029526i,-0.01988-0.0052177i,-0.010721+0.010497i,-0.0039741+0.012174i,0.0013534+0.011618i,0.01093+0.015934i,0.018773+0.015296i
-0.037922+0.085292i,-0.10936+0.21376i,-0.18275+0.32929i,-0.17576+0.29133i,-0.10559+0.12643i,-0.060006-0.018012i,-0.016844-0.082971i,0.031046-0.096823i,0.037985-0.088771i,0.012888-0.063703i,-0.0014164-0.025531i,0.0047279+0.0058458i,0.0080114+0.016566i,-0.0011241+0.024116i,-0.0079314+0.03967i,-0.0033816+0.049426i,0.0080745+0.042655i,0.014989+0.022349i,0.010882+0.0017952i,0.00053401-0.011224i,-0.0088499-0.018298i,-0.013657-0.022636i,-0.01635-0.021006i
-0.036009-0.062274i,-0.078668-0.15251i,-0.12308-0.22555i,-0.12383-0.183i,-0.080967-0.077718i,-0.054363-0.01626i,-0.089226+0.0095157i,-0.12166+0.033226i,-0.085512+0.043537i,-0.029834+0.026082i,-0.011864-0.0025998i,-0.016787-0.019643i,-0.013043-0.020015i,0.0050636-0.017816i,0.024125-0.022637i,0.03213-0.03041i,0.026989-0.034595i,0.013414-0.032833i,0.0010875-0.022909i,-0.0011182-0.0080365i,0.0021371+0.0034794i,-6.571e-05+0.011041i,-0.0031779+0.016219i
0.037359-0.017193i,0.096119-0.046374i,0.15534-0.090517i,0.16103-0.118i,0.11682-0.0931i,0.089015-0.031387i,0.10101+0.025893i,0.11322+0.060237i,0.095701+0.059132i,0.064318+0.036141i,0.036972+0.023786i,0.0195+0.026983i,0.0085586+0.024337i,-0.0073383+0.014835i,-0.028258+0.010536i,-0.04223+0.013391i,-0.043506+0.017958i,-0.033456+0.019015i,-0.016668+0.015502i,-0.0010288+0.010015i,0.0068624+0.0045754i,0.010217-0.0014716i,0.0111-0.0077221i
0.037281+0.022222i,0.089477+0.056488i,0.12324+0.096619i,0.076719+0.09499i,-0.0093135+0.045355i,-0.052334-0.01597i,-0.046115-0.075065i,-0.028248-0.10724i,-0.018092-0.083924i,-0.01244-0.039291i,-0.0026922-0.020021i,0.0067974-0.022845i,0.009503-0.021031i,0.012621-0.0072162i,0.024913+0.0086859i,0.041169+0.016565i,0.04992+0.01634i,0.047016+0.01376i,0.036223+0.0085072i,0.021965+0.0033877i,0.010096+0.0016664i,0.0045622-0.0010304i,9.2643e-05-0.0048529i
-0.035281+0.035692i,-0.083362+0.094011i,-0.10754+0.14361i,-0.04783+0.1277i,0.024436+0.066338i,0.0096249+0.035524i,-0.054772+0.059224i,-0.091989+0.074083i,-0.082081+0.048209i,-0.056441+0.017187i,-0.039757+0.011926i,-0.028339+0.021205i,-0.015783+0.019077i,-0.0070109+0.0018418i,-0.0078523-0.018491i,-0.013301-0.033i,-0.01876-0.038984i,-0.019686-0.036254i,-0.016572-0.025773i,-0.015323-0.013912i,-0.013662-0.0062101i,-0.010085-0.0010088i,-0.0039086+0.0035777i
-0.022054-0.047963i,-0.047763-0.13251i,-0.090265-0.21595i,-0.12195-0.20168i,-0.087355-0.096169i,0.0072509-0.019741i,0.075641+0.0027239i,0.086488+0.030734i,0.076426+0.044745i,0.057305+0.0227i,0.035216-0.0019006i,0.026309-0.0097545i,0.021228-0.0091421i,0.009224-0.0059993i,-0.0018779+0.0028049i,-0.0071207+0.016971i,-0.010871+0.029911i,-0.016124+0.034326i,-0.020673+0.028428i,-0.01745+0.018813i,-0.0093464+0.014188i,-0.0021649+0.01323i,0.002442+0.0084639i
0.025817-0.0022329i,0.074834+0.018475i,0.14042+0.058207i,0.16421+0.086718i,0.10847+0.072053i,0.023014+0.031433i,-0.026717-0.022346i,-0.034444-0.068614i,-0.031351-0.069181i,-0.021608-0.03885i,-0.015243-0.015068i,-0.019555-0.0027305i,-0.018399+0.0061399i,-0.0085442+0.010379i,0.0021551+0.0052143i,0.0093667-0.0055123i,0.016106-0.01337i,0.023373-0.015157i,0.024354-0.015183i,0.017341-0.017351i,0.0090273-0.020658i,0.0026891-0.019935i,-0.0024643-0.012656i
0.016924+0.0069005i,0.040324+0.0079802i,0.033845-0.015758i,-0.018842-0.057101i,-0.066395-0.058927i,-0.080004-0.0043303i,-0.079263+0.064648i,-0.073221+0.10582i,-0.056597+0.10104i,-0.031405+0.067174i,-0.0086145+0.03319i,0.0043067+0.014937i,0.0074228+0.0069233i,0.0058296+0.00010064i,0.0012932-0.0021901i,-0.0045354-0.00010665i,-0.0093143-0.0025552i,-0.013085-0.010822i,-0.013563-0.013311i,-0.0099375-0.0036055i,-0.0072442+0.0077495i,-0.010321+0.010355i,-0.013203+0.0077764i
-0.029653+0.032309i,-0.080284+0.08733i,-0.11137+0.1496i,-0.064291+0.15669i,0.014525+0.085128i,0.063218+0.0052007i,0.10244-0.019356i,0.1308-0.019758i,0.11999-0.026804i,0.071932-0.030724i,0.023008-0.021696i,-0.0011525-0.011866i,-0.0069915-0.0092559i,-0.011392-0.0083547i,-0.013161-0.0058792i,-0.0076872-0.0047046i,-0.0018386-0.00022221i,0.0005644+0.012439i,0.0039452+0.02337i,0.011014+0.020193i,0.016449+0.008896i,0.018385+0.0014733i,0.01785-0.003437i
0.0070975-0.038449i,0.03592-0.11573i,0.062632-0.20733i,0.052666-0.22641i,0.017804-0.1589i,-0.012689-0.098559i,-0.059429-0.097445i,-0.10614-0.091325i,-0.095128-0.049242i,-0.044635-0.014078i,-0.0073529-0.0014034i,0.0079408+0.0022557i,0.01148+0.0020335i,0.0108+0.0015826i,0.0070207+0.006462i,0.00095052+0.015886i,0.00093773+0.021021i,0.0092617+0.016296i,0.01205+0.0040708i,-0.00085175-0.0049763i,-0.011779-0.0060901i,-0.010403-0.0079564i,-0.0079653-0.0096009i
0.00086383+0.010666i,-0.0023517+0.052339i,-0.0066202+0.1211i,-0.0018852+0.16534i,0.008741+0.15477i,0.0052724+0.13038i,-0.0039823+0.14057i,0.0050071+0.15422i,0.015329+0.11927i,0.010744+0.062858i,-0.00063642+0.027766i,-0.0046507+0.014461i,0.0015186+0.0088983i,0.0067537+0.0044413i,0.011867-0.0013186i,0.02017-0.010428i,0.021339-0.019489i,0.008191-0.024567i,-0.0051568-0.019515i,-0.0020251-0.0063188i,0.0050252+0.0040741i,0.0029055+0.011932i,0.0015869+0.018368i
0.028544+0.0014296i,0.074057-0.0097491i,0.11485-0.050128i,0.094874-0.099949i,0.033356-0.11182i,0.016331-0.087145i,0.051999-0.087468i,0.066693-0.10579i,0.034525-0.090074i,0.0031081-0.050619i,-0.0028483-0.02092i,-0.0011138-0.007519i,-0.0040714-0.0017774i,-0.0090284+6.3132e-05i,-0.018183-0.0032946i,-0.031933-0.0066441i,-0.040337-0.0036933i,-0.034879+0.0051207i,-0.020344+0.0056281i,-0.010708-0.0060728i,-0.0092152-0.011601i,-0.0049989-0.0083975i,0.0013522-0.0086328i
-0.038615+0.011626i,-0.10457+0.037548i,-0.17629+0.077289i,-0.16402+0.10868i,-0.08442+0.093117i,-0.06757+0.036689i,-0.11792+0.014177i,-0.13259+0.026294i,-0.084396+0.026182i,-0.030563+0.0058496i,-0.013122-0.011066i,-0.015458-0.010157i,-0.012723-0.00077955i,-0.0055151+0.0090127i,0.0049576+0.020778i,0.022657+0.032833i,0.0411+0.035438i,0.046162+0.022526i,0.032636+0.0095888i,0.014006+0.010474i,0.0041886+0.010507i,-0.0036871+0.0017327i,-0.013766-0.0026038i
0.030867-0.015888i,0.091067-0.053443i,0.16747-0.11106i,0.16927-0.14523i,0.08783-0.10477i,0.054594+0.00021628i,0.088452+0.077494i,0.095963+0.090427i,0.07157+0.069209i,0.045113+0.042756i,0.027456+0.026522i,0.021361+0.014697i,0.02121-2.2649e-05i,0.021542-0.014991i,0.021409-0.030722i,0.014277-0.050118i,-0.0023114-0.061778i,-0.016303-0.054634i,-0.01609-0.036951i,-0.0036893-0.022658i,0.0055589-0.015863i,0.0068157-0.0090564i,0.0092022-0.0018873i
-0.0095185+0.0059371i,-0.058031+0.021636i,-0.12421+0.064694i,-0.13759+0.10856i,-0.072813+0.084978i,-0.022804-0.0096747i,-0.019066-0.0908i,-0.017866-0.099361i,-0.011097-0.063176i,-0.0064425-0.02675i,-0.0072849-0.0083013i,-0.0095923-0.0010221i,-0.010404+0.0038063i,-0.019318+0.0077737i,-0.035887+0.017109i,-0.048424+0.035735i,-0.049208+0.054721i,-0.039608+0.061048i,-0.027203+0.051227i,-0.020514+0.034212i,-0.015971+0.022892i,-0.0062488+0.014321i,-0.00073358+0.003236i
0.030544+0.015046i,0.090179+0.021024i,0.17184-0.0069848i,0.18005-0.072188i,0.081035-0.094661i,-0.027889-0.04062i,-0.088154+0.030312i,-0.094735+0.066071i,-0.066581+0.054116i,-0.040904+0.022542i,-0.025642+0.0090164i,-0.009947+0.012985i,0.0058135+0.015507i,0.021292+0.014741i,0.039684+0.010596i,0.060027+0.0010358i,0.073046-0.012133i,0.06903-0.021312i,0.052678-0.017356i,0.036633-0.0049953i,0.02433+0.0023073i,0.011254+0.0032706i,0.0011923+0.005765i
