-0.00012768+0.00023251i,0.00058061-0.00031892i,-0.0010593-0.00055529i,-0.001246-4.0922e-05i,-0.0010099+0.0012318i,-0.0016989+0.0018386i,-0.0014804+0.0022883i,-0.00059932+0.0024312i,0.00082272+0.0014664i,0.0010498+0.00048415i,-2.5294e-05-0.0002827i,-0.00035239-0.00063394i,-0.00070886-0.00040001i,-0.00063185+0.0001344i,0.00039976+0.00050512i,0.0013647+0.0007262i,0.0016994+0.00036713i,0.0011205+0.00041832i,0.00079432-0.00037586i,0.00087534-0.00126i,0.00052485-0.0011295i,0.00031169-0.00036497i,-0.00024883-6.9145e-06i
0.02042-0.010986i,0.057272-0.050734i,0.087025-0.10682i,0.066369-0.11518i,0.022592-0.044133i,0.014347+0.028105i,0.016052+0.031884i,0.0024077+0.01003i,-0.0047495+0.0048952i,-0.0033647+0.0030477i,-0.0026051-0.00092975i,-0.0010413-0.0024314i,0.0002057-0.0025546i,0.00021055-0.0029902i,0.0025031-0.004893i,0.006737-0.0055716i,0.0094496-0.0040862i,0.00835-0.0021027i,0.0061025+0.00066631i,0.0055013+0.0039513i,0.0070064+0.0067049i,0.0079913+0.0069974i,0.0046835+0.0038068i
-0.024885-0.0046735i,-0.082116+0.0066768i,-0.14156+0.039231i,-0.12353+0.066631i,-0.033875+0.040794i,0.018712-0.014294i,0.01165-0.021977i,0.0055605+0.0014566i,0.011734+0.0063973i,0.0099861+0.002087i,0.0027468+0.002054i,-0.0026433+0.0022803i,-0.0045065+0.0030745i,-0.0045923+0.0053492i,-0.0055691+0.0053319i,-0.0067658+0.0012849i,-0.0071419-0.0029477i,-0.0068816-0.0050121i,-0.0061425-0.0039107i,-0.0035663-0.0012061i,-0.00037431-0.0021423i,0.0016713-0.005357i,0.0021658-0.006698i
0.023871+0.022402i,0.083095+0.049439i,0.16117+0.058612i,0.16727+0.02052i,0.071111-0.016392i,-0.011049-0.0030793i,-0.010892+0.010661i,0.0061732-0.001022i,0.0016444-0.0076379i,-0.0034641-0.0057172i,-0.0027767-0.0021647i,-0.0025533+0.0030264i,-0.00078706+0.0032552i,0.0047001+0.0002504i,0.0091531-0.00026624i,0.0091993+0.0029597i,0.0063647+0.00679i,0.0027004+0.007429i,0.00077675+0.0050039i,0.0012318+0.0018796i,0.00022955+0.0003073i,-0.0029615-0.0004413i,-0.0043351-0.00020026i
-0.010786-0.036765i,-0.044554-0.097735i,-0.11053-0.15488i,-0.14957-0.12665i,-0.097754-0.034261i,-0.014653+0.014493i,0.011269+0.011537i,0.0021663+0.0084787i,-0.0002236+0.0094367i,-0.0012072+0.0040945i,-0.0040438-0.0022208i,-0.0048412-0.0041884i,-0.0038746-0.0022608i,-0.0019268-0.0014624i,-0.00038101-0.0046218i,0.0033135-0.0075022i,0.0078195-0.0068626i,0.0081994-0.005781i,0.0046698-0.0065423i,0.00096369-0.0074808i,-0.00012834-0.0056651i,0.00012849-0.002391i,-0.00017676+0.00036807i
-0.011229+0.036001i,-0.020106+0.11204i,0.0036467+0.20422i,0.058807+0.20718i,0.07609+0.10206i,0.039184+0.013018i,0.01373-0.0040978i,0.015201-0.0030799i,0.013895-0.0086337i,0.0067912-0.0083621i,0.00078912-0.0035517i,-0.0034402-0.0008666i,-0.0041937+0.0009918i,-0.00072242+0.0021509i,0.00099284+0.00022346i,-0.0017495-0.0040208i,-0.0043731-0.0076989i,-0.0053198-0.006223i,-0.006487-0.00074604i,-0.005286+0.0034054i,-0.0022079+0.0050125i,-0.0010457+0.0042937i,-0.0012074+0.0031737i
0.035095-0.026437i,0.09082-0.089412i,0.13103-0.1812i,0.089661-0.21335i,0.01089-0.13461i,-0.020594-0.039011i,-0.015777-0.010493i,-0.014793-0.010358i,-0.014911-0.0016542i,-0.008596+0.0046376i,-0.0021661+0.0054225i,0.0010864+0.0053541i,0.0013923+0.0037285i,0.00060108-0.00095141i,9.7094e-05-0.0032656i,7.8609e-05+0.00012132i,0.00060625+0.0031625i,0.0011187+0.0037483i,0.0022091+0.0030814i,0.0048481+0.00027039i,0.0052638-0.0023072i,0.003262-0.0023824i,0.0019654-0.00057935i
-0.050789+0.0085286i,-0.13676+0.031986i,-0.22532+0.083492i,-0.21364+0.12734i,-0.10733+0.10735i,-0.02012+0.049391i,0.003393+0.021669i,0.0069998+0.019099i,0.010129+0.013916i,0.0051015+0.0065194i,-0.0035694+0.00086941i,-0.0069359-0.00082677i,-0.0037226+0.00048821i,-0.00069184+0.002589i,-0.00031225+0.0023712i,0.00044614-0.0015972i,0.00085525-0.0067048i,0.00023786-0.0090051i,-0.0026422-0.0085026i,-0.0084918-0.0069167i,-0.011842-0.0036469i,-0.0097802-0.00096219i,-0.0055485-0.00080673i
0.048239+0.016794i,0.13604+0.046501i,0.2422+0.057194i,0.26286+0.019424i,0.16882-0.026455i,0.062458-0.03039i,0.02134-0.016351i,0.012755-0.011968i,0.0048531-0.01181i,0.0001825-0.0092761i,-0.0032188-0.0041457i,-0.0062589+0.00086629i,-0.0058402+0.0033537i,-0.0020637+0.0033892i,-0.00015383+0.00215i,-0.0042195+0.00018241i,-0.0096345+0.00014389i,-0.0108+0.00248i,-0.0062368+0.0064689i,0.0019113+0.011542i,0.0072523+0.014396i,0.0088265+0.012959i,0.0077653+0.0084196i
-0.032297-0.045448i,-0.090562-0.12115i,-0.16907-0.19347i,-0.20149-0.1759i,-0.15194-0.079145i,-0.071362-0.005315i,-0.026465+0.014273i,-0.0097305+0.016259i,0.00077314+0.015977i,0.0064915+0.010474i,0.0083304+0.0017438i,0.0080365-0.0030235i,0.0072976-0.0027367i,0.0056949-0.0019637i,0.0044937+0.00061536i,0.0057421+0.0064256i,0.0077539+0.010539i,0.0091942+0.0094853i,0.0096498+0.0032729i,0.0098003-0.0055281i,0.0096338-0.013953i,0.0081348-0.017947i,0.0055028-0.015095i
0.0012219+0.052704i,0.0074693+0.1506i,0.024604+0.25868i,0.049464+0.26867i,0.059115+0.16665i,0.042393+0.061823i,0.02975+0.015373i,0.025675-0.0014678i,0.017808-0.0086781i,0.0070935-0.0068825i,-0.0021042-0.0028324i,-0.0068014-0.00073056i,-0.0055625-0.0011953i,-0.00069559-0.0024663i,0.0033778-0.0039111i,0.0056169-0.0054859i,0.0057196-0.007557i,0.001981-0.010141i,-0.0050225-0.0095068i,-0.012784-0.0043722i,-0.017399+0.00055843i,-0.018643+0.0020055i,-0.015551+0.0020427i
0.024474-0.043126i,0.075663-0.12536i,0.1302-0.22138i,0.12669-0.24341i,0.064133-0.16862i,0.01324-0.080479i,-0.0062995-0.036407i,-0.011899-0.018219i,-0.012413-0.0080517i,-0.010318-0.0024205i,-0.0085128+0.0018522i,-0.0077977+0.0050442i,-0.0070502+0.0065537i,-0.0053029+0.0051442i,-0.0039245+0.0017055i,-0.0034057-0.0006563i,-0.0036047+0.00027889i,-0.0038117+0.0030977i,-0.0012314+0.0062781i,0.0063073+0.0091641i,0.013077+0.011778i,0.013999+0.012486i,0.010415+0.0097164i
-0.046408+0.024223i,-0.1314+0.064332i,-0.22821+0.11142i,-0.23511+0.12704i,-0.13986+0.099302i,-0.049056+0.059317i,-0.0090198+0.033297i,0.0042555+0.016489i,0.0071125+0.0059568i,0.0064428-0.00084418i,0.0042664-0.0072496i,0.0021991-0.0092336i,0.0021579-0.0069467i,0.0025494-0.0034606i,0.0037614+0.00031424i,0.0068085+0.0017177i,0.0098666-0.00011249i,0.010139-0.002102i,0.0071214-0.0055743i,0.0019784-0.013539i,-0.00096936-0.02072i,-0.0014069-0.021487i,-0.0026071-0.016119i
0.050961+0.0033238i,0.14375+0.016667i,0.24615+0.037124i,0.25589+0.038589i,0.16249+0.015007i,0.070684-0.006803i,0.024641-0.015655i,0.0030887-0.013222i,-0.0038366-0.0062289i,-0.0047218-0.00037018i,-0.0066158+0.0040839i,-0.0096489+0.0056954i,-0.0096102+0.0044414i,-0.0053853+0.00093169i,-0.0029765-0.004494i,-0.0034239-0.0096653i,-0.0041362-0.011647i,-0.0064588-0.0095721i,-0.011109-0.0031399i,-0.015975+0.0064999i,-0.018968+0.013686i,-0.017127+0.015961i,-0.011548+0.014328i
-0.040259-0.026745i,-0.10647-0.087195i,-0.17171-0.15907i,-0.1716-0.17018i,-0.11079-0.10817i,-0.057021-0.037326i,-0.029638+0.0061671i,-0.010301+0.02124i,-0.00047112+0.018973i,0.0011955+0.014227i,0.003621+0.010521i,0.0066765+0.0088103i,0.0077663+0.0089334i,0.0069021+0.0087865i,0.0039039+0.0075751i,-0.00072919+0.0053271i,-0.0030062+0.0043756i,-0.0011077+0.0062432i,0.0046501+0.0089382i,0.014029+0.0091647i,0.021532+0.0088399i,0.022483+0.0087182i,0.018641+0.0063204i
0.016961+0.044168i,0.038387+0.12597i,0.051652+0.21383i,0.040286+0.21966i,0.02167+0.14129i,0.021592+0.063186i,0.027073+0.018807i,0.021299-0.00099062i,0.011905-0.0063052i,0.0047693-0.0096215i,-0.0023801-0.01284i,-0.0057008-0.013071i,-0.0031677-0.01226i,0.0021969-0.010018i,0.0072593-0.0053224i,0.0095376-0.00074315i,0.010227-0.00026994i,0.0089596-0.004478i,0.0048897-0.010832i,-0.00097115-0.017252i,-0.0043396-0.021327i,-0.0055744-0.021052i,-0.0059187-0.016157i
0.0072616-0.042962i,0.033801-0.116i,0.072942-0.18478i,0.090148-0.17491i,0.063541-0.10559i,0.019879-0.05227i,-0.0062826-0.024893i,-0.0068105-0.0071182i,0.0016667-0.00051555i,0.0034334+0.00016904i,0.0005773+0.0033863i,-0.0036064+0.0065929i,-0.0069462+0.0071562i,-0.0080309+0.0045975i,-0.0087637-0.00032486i,-0.0088683-0.0048108i,-0.0087733-0.0064819i,-0.010638-0.0048373i,-0.012728+0.00042907i,-0.013738+0.0090122i,-0.013335+0.015395i,-0.010963+0.014612i,-0.0066541+0.010185i
-0.028477+0.034769i,-0.082138+0.081367i,-0.14418+0.11163i,-0.15097+0.08602i,-0.09572+0.043776i,-0.034098+0.030131i,0.0040732+0.024766i,0.017181+0.0089872i,0.013835-0.001021i,0.0093601-0.0019081i,0.0072557-0.0037698i,0.0049494-0.0055622i,0.0046203-0.0046799i,0.005414-0.0016916i,0.0037683+0.0011716i,0.00033318+0.0037036i,-0.0012121+0.0051294i,0.0011322+0.004901i,0.0069852+0.0042102i,0.014022+0.0018402i,0.018903-0.00035181i,0.01802-1.6993e-05i,0.01269-0.00026079i
0.038449-0.015812i,0.10197-0.026043i,0.16167-0.016767i,0.1512+0.011834i,0.090106+0.020989i,0.041834+0.0017315i,0.013318-0.016168i,-0.0052418-0.014537i,-0.011382-0.0067501i,-0.01495-0.0039262i,-0.018188-0.0013615i,-0.016956-0.00013817i,-0.012264-0.0014168i,-0.0056764-0.0026906i,0.0016976-0.0035898i,0.0082124-0.0036065i,0.0097682-0.0037187i,0.0053838-0.004967i,-0.0022448-0.0077777i,-0.0095319-0.011784i,-0.012839-0.014587i,-0.011853-0.014139i,-0.0096705-0.010369i
-0.034547-0.00043708i,-0.084446-0.020967i,-0.11588-0.055056i,-0.086172-0.073307i,-0.038963-0.052589i,-0.024974-0.017223i,-0.021701+0.0087677i,-0.0082612+0.015653i,0.0010166+0.0096128i,0.004035+0.0057516i,0.0052766+0.0065767i,0.0037864+0.0089255i,0.0021082+0.013107i,-0.0012071+0.015144i,-0.0051105+0.01176i,-0.0067912+0.0062712i,-0.0052086+0.0026493i,-0.0032119+0.003549i,-0.0032597+0.0090084i,-0.0034579+0.01648i,-0.0038743+0.018848i,-0.0059966+0.01581i,-0.0049781+0.010558i
0.024855+0.016865i,0.053697+0.053989i,0.059614+0.092505i,0.024862+0.08901i,-0.00095338+0.050059i,0.0088708+0.020379i,0.020733+0.0034403i,0.013273-0.0048829i,0.0048914-0.0025318i,0.0048231-0.0015258i,0.0042447-0.0064978i,0.0028038-0.0097791i,0.0044854-0.008969i,0.0081265-0.0070454i,0.009958-0.0033773i,0.0080899+0.0021658i,0.0059479+0.0043123i,0.0065762+0.0013475i,0.0098495-0.003353i,0.014228-0.0068809i,0.016617-0.0061499i,0.015397-0.0020955i,0.011123-0.00058016i
-0.010841-0.028228i,-0.018551-0.066711i,-0.0068796-0.094302i,0.017444-0.07078i,0.020127-0.029164i,0.0020101-0.015217i,-0.011632-0.0071179i,-0.0076566+0.0057927i,-0.00055213+0.010004i,-0.002695+0.0094042i,-0.0062043+0.0096517i,-0.007224+0.0084813i,-0.0065625+0.0042011i,-0.0048904-0.002104i,-0.0019511-0.0075944i,0.0025167-0.010859i,0.0045652-0.01117i,0.0014642-0.010556i,-0.0058473-0.0096306i,-0.013174-0.0082092i,-0.014604-0.0093112i,-0.011035-0.010865i,-0.0069833-0.0074022i
0.0037034+0.024287i,-0.0054598+0.054352i,-0.020916+0.066256i,-0.026131+0.035235i,-0.015906+0.0067773i,-0.0036658+0.015134i,0.011212+0.022495i,0.018626+0.0099401i,0.013955-0.002704i,0.0087916-0.0077402i,0.005816-0.0090031i,0.0043443-0.0048024i,0.0042888+0.0020795i,0.0040804+0.0072125i,0.0018538+0.0094827i,-0.0015441+0.0070203i,-0.0030719+0.0022043i,-0.0023027+0.0017508i,0.00084122+0.0069908i,0.0043934+0.013502i,0.0040106+0.014611i,0.00047987+0.010991i,-0.00093911+0.007256i
0.0085077-0.017579i,0.026358-0.037892i,0.038539-0.041355i,0.023419-0.016203i,0.0039362+0.0017124i,0.0056438-0.00918i,0.0045327-0.020197i,-0.0019205-0.013039i,-0.002164-0.0044903i,-0.0031198-0.0056104i,-0.0069268-0.0082683i,-0.0096046-0.0087801i,-0.008862-0.0097935i,-0.004096-0.011094i,0.001312-0.0096029i,0.0036331-0.0054663i,0.0023309-0.0020701i,0.00066899-0.0018287i,0.0016123-0.0062567i,0.004519-0.011686i,0.0074165-0.010424i,0.0087498-0.0050663i,0.0074047-0.0029542i
-0.011591+0.0070784i,-0.032351+0.017853i,-0.037567+0.020131i,-0.01267+0.012065i,0.0030217+0.0061548i,-0.010171+0.009573i,-0.013957+0.014837i,-0.002311+0.0098956i,0.0032161+0.003242i,0.0014001+0.0061808i,0.0011264+0.01188i,0.001437+0.012774i,-0.0016426+0.011048i,-0.0051962+0.0087905i,-0.0065119+0.0033549i,-0.0059232-0.0026471i,-0.0048394-0.0035625i,-0.0056519-0.00084351i,-0.011444+0.0028962i,-0.017266+0.0056363i,-0.015799+0.0027744i,-0.010506-0.0031696i,-0.0057297-0.0044963i
0.016028-0.0037121i,0.035368-0.0072408i,0.04251-0.013948i,0.021949-0.022736i,0.0065251-0.019334i,0.015772-0.005878i,0.020477-0.0033791i,0.0091912-0.0063788i,-0.0016812-0.0045594i,-0.00469-0.0045281i,-0.0045626-0.0052098i,-0.0025169-0.0020418i,0.0034137+0.0030711i,0.009588+0.0066211i,0.0099498+0.007506i,0.0050971+0.0064447i,0.0025546+0.0045629i,0.0038787+0.0026352i,0.0086433+0.0035938i,0.013914+0.0060558i,0.011542+0.0067441i,0.0043667+0.0052471i,0.00021027+0.0025511i
-0.013967-0.002437i,-0.033337-0.0048305i,-0.045908+0.0033932i,-0.035995+0.021587i,-0.021722+0.019924i,-0.017573-7.2407e-05i,-0.014788-0.0048363i,-0.0051409+0.0039725i,0.0022123+0.005937i,0.00045602+0.0017921i,-0.0034819-0.001016i,-0.0064371-0.0017845i,-0.0072415-0.0037434i,-0.005859-0.0071431i,-0.0038419-0.0094892i,-0.0013719-0.0078857i,0.00096467-0.0036362i,0.00154-0.0028535i,-0.00073663-0.0064239i,-0.0021728-0.010109i,0.00074905-0.0093926i,0.0039284-0.0053763i,0.0035281-0.0027189i
0.0093768+0.0053624i,0.028067+0.01315i,0.049341+0.0097168i,0.054845-0.0060094i,0.036738-0.0045508i,0.016444+0.014264i,0.0116+0.019979i,0.010068+0.010062i,0.0072895+0.0030329i,0.0097144+0.0024935i,0.012381+0.0010635i,0.010836-0.0008043i,0.0070255+0.0008612i,0.0042645+0.0042247i,0.0021062+0.0056392i,0.0003556+0.005034i,0.00019889+0.0027875i,-0.00062172+0.0015439i,-0.0031328+0.0056345i,-0.0055966+0.0098078i,-0.0064117+0.0080231i,-0.0062572+0.0027553i,-0.0050317+0.00030098i
-0.009498-0.0084509i,-0.022889-0.023191i,-0.044169-0.030883i,-0.054571-0.023373i,-0.034971-0.016503i,-0.0047869-0.018142i,0.0046793-0.015651i,0.00097435-0.005205i,-0.0004107+0.0011142i,-0.0028246+0.00058103i,-0.0060335+0.00025359i,-0.0052918+0.00070978i,-0.00081782-0.0009057i,0.0040181-0.0034605i,0.0067068-0.0035889i,0.0070361-0.00058558i,0.0047037-1.4344e-06i,0.0027204-0.0024022i,0.0054789-0.0052161i,0.0087382-0.0065727i,0.0063582-0.0050537i,0.0023953-0.0015344i,0.0011017+0.0018542i
0.0051161+0.012055i,0.015522+0.032979i,0.032565+0.054889i,0.040933+0.056594i,0.021279+0.038738i,-0.007454+0.019399i,-0.011831+0.0089225i,0.00026768+0.0021862i,0.0042185-0.0027651i,-0.00059535-0.0029057i,-0.0067168-0.00080645i,-0.010899+0.00097334i,-0.012954+0.0021545i,-0.014615+0.0025986i,-0.012092+0.0010017i,-0.0058937-0.0017046i,-0.0018405-0.0029534i,-0.0020444-0.0028313i,-0.0060577-0.0030576i,-0.0095036-0.0031271i,-0.0068151-0.0019364i,-0.00061487-0.0010245i,0.001717-0.0017743i
0.0029243-0.010452i,0.0043684-0.035402i,0.004199-0.06582i,0.0022501-0.073068i,0.0086276-0.047355i,0.018796-0.013709i,0.018022-0.00041672i,0.0092444-0.0010275i,0.0048426-0.001424i,0.0056352-0.0038251i,0.0058769-0.0065566i,0.0041032-0.0051715i,0.0040351-0.00013876i,0.0060492+0.0042541i,0.0073343+0.0042925i,0.0060283+0.0002997i,0.0039259-0.0030449i,0.0022324-0.0016418i,0.0020844+0.004275i,0.0033707+0.0094164i,0.0031108+0.0090713i,0.0017423+0.0052333i,-2.3336e-05+0.0023672i
-0.0072424+0.010589i,-0.019358+0.032654i,-0.03357+0.060164i,-0.038714+0.064962i,-0.03038+0.036005i,-0.018198+0.0020584i,-0.0094078-0.0070185i,-0.0028045-0.0013596i,-0.00031704+0.0025703i,-0.0028594+0.0051147i,-0.0032308+0.0063413i,-0.00051725+0.0048835i,0.0021906+0.0012483i,0.0042596-0.0021696i,0.0043314-0.0053008i,0.001033-0.0060252i,-0.0018474-0.0042925i,-0.001787-0.0036859i,-0.00099774-0.0060791i,-0.00087374-0.0081625i,-0.0019412-0.0068988i,-0.0024692-0.0042907i,-0.00090582-0.0018076i
0.009084-0.0076639i,0.031052-0.019837i,0.060792-0.033087i,0.070107-0.032248i,0.045992-0.009068i,0.014838+0.014014i,0.0018932+0.016015i,0.00026535+0.0063803i,-0.000525+0.0011638i,-0.00096755+0.0015559i,-0.0022991+0.0027328i,-0.0045226+0.0042047i,-0.0047788+0.0061714i,-0.0033953+0.0076108i,-0.0034706+0.0062393i,-0.0038164+0.0034188i,-0.002266+0.0026521i,-0.0014617+0.0021468i,-0.0038839+0.0027757i,-0.006106+0.0047651i,-0.0038616+0.0041171i,-0.0013386+0.0010372i,-0.0012487-0.0013133i
-0.012874+0.002258i,-0.038737+0.0037957i,-0.071347+0.0010072i,-0.077154-0.0074476i,-0.04251-0.014896i,-0.0041711-0.01543i,0.0079944-0.008607i,0.0057476-0.00049627i,0.004208+0.0012585i,0.0032398-0.0033351i,0.0017446-0.0072267i,0.00076273-0.0070173i,0.00097827-0.0067957i,0.00239-0.0080807i,0.0022836-0.0062032i,0.00056979-0.002322i,-0.00069469-0.0013179i,0.00020754-0.0014456i,0.003879+0.00035813i,0.0081283+0.0021828i,0.0081709+0.0014547i,0.0050378-0.00011374i,0.0028034+0.0011022i
0.013427+0.0030448i,0.036155+0.012383i,0.060632+0.0319i,0.059511+0.044206i,0.025528+0.032617i,-0.0051706+0.012859i,-0.0086265+0.0025131i,0.00017921+2.9114e-05i,0.0034058+0.0009039i,0.0011277+0.0028324i,-0.00067299+0.0022969i,-0.0019441-0.00065093i,-0.0037889-0.003364i,-0.005751-0.0047148i,-0.0056975-0.0036679i,-0.0031174+0.00040319i,-0.00070666+0.002992i,-0.00070272+0.00055817i,-0.003337-0.003623i,-0.0052904-0.0058707i,-0.0059674-0.0048353i,-0.0057508-0.0015536i,-0.0039057+0.00027606i
-0.0097691-0.0046644i,-0.021311-0.024602i,-0.029646-0.053994i,-0.019151-0.063934i,0.003652-0.0361i,0.016208-0.0022253i,0.012651+0.0094167i,0.0058247+0.0064822i,0.0038701+0.0027786i,0.0023836+0.0010008i,-0.0011609+0.00066297i,-0.0031539+0.0024452i,-0.0020959+0.0065366i,-0.00035309+0.0087551i,0.0018348+0.0083342i,0.0038867+0.0063675i,0.0048311+0.0026573i,0.003212+0.00036351i,0.00013313+0.001716i,-0.0010245+0.0043962i,-0.00044891+0.0047906i,7.7659e-05+0.0033517i,-0.0010276+0.0022278i
0.0036493+0.012088i,0.0067517+0.034613i,0.00029429+0.063879i,-0.012755+0.066244i,-0.0163+0.029388i,-0.0088371-0.0055438i,-0.00017045-0.011542i,0.0039401-0.0058522i,0.0038708-0.0045001i,0.0009848-0.0054291i,-0.0026253-0.0053387i,-0.0046912-0.0040898i,-0.0040438-0.0021939i,-0.0022712-8.9739e-05i,-2.6138e-05+0.0014408i,0.001789+0.00063349i,0.0020179-0.0013305i,0.0014908-0.0022655i,0.0025431-0.0022698i,0.0042815-0.0020305i,0.0047657-0.0022267i,0.0049761-0.002838i,0.0039457-0.0027776i
0.0027107-0.011807i,0.012593-0.032449i,0.03503-0.052078i,0.048213-0.045798i,0.030408-0.01407i,0.0027565+0.009215i,-0.0072817+0.0093944i,-0.0041284+0.0026292i,-0.00033383+0.0020999i,0.0024536+0.004153i,0.0021322+0.003042i,-0.00082452+0.00082336i,-0.0022481+0.00093576i,-0.00082137+0.0017224i,0.0017016+0.00081406i,0.0039122-0.00065905i,0.0034016-0.0011829i,-0.00046174-0.0012031i,-0.0045194-0.00093879i,-0.0064732-0.00039122i,-0.0075598-0.00024664i,-0.0064125-9.7927e-05i,-0.0032406-0.0013164i
-0.0056801+0.0081303i,-0.024216+0.020622i,-0.050607+0.026391i,-0.056093+0.014614i,-0.02729-0.001036i,0.0033459-0.0033811i,0.010584+0.0021347i,0.0060076+0.0042755i,0.0019388+0.0024539i,-0.001085+0.0014416i,-0.0021145+0.0024915i,-0.00045508+0.0026222i,0.0041592+0.0016106i,0.0087-0.0011927i,0.0085934-0.0053096i,0.0037816-0.0071877i,0.0003148-0.0059736i,8.984e-05-0.0022003i,-0.00021679+0.0015638i,0.00037762+0.0039837i,0.00168+0.0047284i,0.0014971+0.0041355i,0.00018425+0.0032181i
0.012014-0.0044319i,0.031732-0.0061021i,0.055664+0.002587i,0.052591+0.015698i,0.019254+0.013354i,-0.0070548+0.00029215i,-0.0080825-0.0048716i,-0.00070618-0.0029807i,0.00065733-0.0019567i,-0.0020121-0.0035434i,-0.0039915-0.0051473i,-0.0041645-0.0051373i,-0.0027944-0.004268i,-0.0016942-0.0037727i,-0.0011519-0.0039921i,-0.00066004-0.0031029i,5.1325e-05-0.0010865i,0.0011647-0.00073416i,0.0024868-0.0023954i,0.0048345-0.0046241i,0.0057317-0.0050906i,0.0038079-0.0043112i,0.0018639-0.0038365i
-0.010787-0.0016666i,-0.027584-0.009798i,-0.040699-0.027325i,-0.031054-0.036278i,-0.0068088-0.019572i,0.0048985+0.0043312i,0.0039014+0.012408i,0.003539+0.0087747i,0.0061306+0.0050458i,0.0073613+0.0020006i,0.0052099-0.00035909i,0.0011261+6.7372e-05i,-0.0023357+0.001097i,-0.0045319+7.5846e-05i,-0.0056936-0.00079452i,-0.0044975+0.00032115i,-0.0018958+0.00042774i,-0.0014017-0.00093626i,-0.0035772-0.00084169i,-0.0057062+0.00060316i,-0.0057261+0.00094071i,-0.0052677+0.0004772i,-0.0042526+0.00019545i
0.0091093+0.0055283i,0.0191+0.020819i,0.022491+0.041931i,0.011283+0.044655i,-5.366e-05+0.019938i,0.001403-0.0037595i,0.0074108-0.007396i,0.0076839-0.0020538i,0.00395+0.0010165i,0.00045633+0.0023146i,-0.0018832+0.0027614i,-0.0027767+0.0020687i,-0.0031862+0.001095i,-0.0029512+0.0020855i,-0.0028848+0.0031637i,-0.0030292+0.002524i,-0.0022861+0.0011938i,-0.0015386+0.000258i,-0.00045602+0.0010502i,0.0016055+0.0020167i,0.0025332+0.0027921i,0.0024768+0.0034631i,0.0022582+0.0034472i
-0.006636-0.0096287i,-0.0079399-0.025902i,0.00041912-0.042535i,0.013014-0.037988i,0.0098227-0.012725i,-0.0041219+0.0042883i,-0.0084179+0.0032213i,-0.0035882-0.0011497i,-0.0016885-0.0020708i,-0.0044959-0.0019875i,-0.0066068-0.0022339i,-0.0059026-0.0014084i,-0.0035232+0.00077924i,-0.0005838+0.0037392i,0.0022834+0.005123i,0.0039651+0.0036998i,0.0035313+0.0015892i,0.0011177-0.00093972i,-0.00027845-0.0035626i,0.00066239-0.0053265i,0.0026377-0.0059511i,0.0027388-0.0053588i,0.00096861-0.0034034i
0.0020397+0.0092578i,-0.0043884+0.023586i,-0.019438+0.03339i,-0.027141+0.023672i,-0.012682+0.006844i,0.0056116+0.002769i,0.0099392+0.0052371i,0.0071553+0.0040846i,0.0061648-0.00019931i,0.0055266-0.0035766i,0.0030811-0.0041936i,0.00097769-0.0016162i,0.00075728+0.002009i,0.0028741+0.0042027i,0.0047019+0.003717i,0.0045596+0.0015586i,0.0035489+0.00056692i,0.0022248+0.001579i,-0.00020775+0.0034299i,-0.0034804+0.0036741i,-0.0046267+0.0028089i,-0.0043074+0.0013763i,-0.0030866-0.00023307i
0.002422-0.0087386i,0.013476-0.015038i,0.029168-0.015744i,0.032107-0.0051934i,0.014296+0.0021653i,-0.0018294-0.0026986i,-0.0032509-0.0066833i,-0.00019305-0.0037464i,0.0010354+0.00067156i,0.0014992+0.003366i,0.0018488+0.0032805i,0.0018101+0.0015314i,0.0025982+0.00035345i,0.0050354-0.0014625i,0.0064741-0.0039846i,0.0051257-0.0035513i,0.0030196-0.0013228i,0.0017712-0.0006503i,0.0025679-0.00036406i,0.004001+0.0019903i,0.003808+0.0043386i,0.0030164+0.0038615i,0.0024829+0.0016792i
-0.0039532+0.0040007i,-0.015765+0.0051632i,-0.028059-0.0029195i,-0.02482-0.013841i,-0.0097693-0.00858i,-0.0011281+0.0052755i,-0.00064928+0.0092812i,-0.00094439+0.0053836i,-0.00089183+0.0031725i,-0.0022434+0.0021501i,-0.0045988+0.0017195i,-0.0053641+0.0005903i,-0.0037316-0.0016278i,-0.0009683-0.0039761i,0.0015267-0.0060035i,0.0025493-0.0063099i,0.001868-0.0050079i,-0.00044514-0.0040215i,-0.0020548-0.004242i,-0.0021013-0.0061859i,-0.00097482-0.0077034i,0.00023788-0.0063212i,0.00052214-0.0039583i
0.003916-0.0014934i,0.013709+0.0030311i,0.020943+0.015088i,0.015577+0.023241i,0.0061437+0.013959i,0.0048793+0.0003666i,0.0074438-0.0019312i,0.006743+0.00016357i,0.0035563-0.001366i,0.00057724-0.003854i,-0.0023134-0.0035071i,-0.0036625-0.0021696i,-0.0030728-0.0013314i,-0.0031407-0.0017179i,-0.0037325-0.0029595i,-0.0035307-0.0027154i,-0.0016334-0.0016099i,0.00031806-0.00085205i,0.00025079+0.00050513i,-0.0010518+0.003069i,-0.0026496+0.0039532i,-0.0018653+0.0028872i,-0.00083775+0.0015042i
