0.0010836+0.0036047i,0.0013048+0.0022808i,0.00073343+0.00059861i,0.00092935-0.0010165i,-0.00030143-0.0017205i,-0.0026876-0.0011959i,-0.0028529+0.0002081i,-0.0012769+0.00092263i,0.00064169+0.00045683i,0.0016366-0.00017003i,0.0009701+0.00024244i,-0.00052381+0.00026507i,-0.00054882-0.0005622i,-7.3377e-05-0.0010822i,-0.00010518-0.0010241i,-0.00029257-0.00043506i,0.00032483+0.00037149i,0.00084713+0.00080919i,0.00056365+0.00079794i,8.2604e-05+0.00030742i,0.00026051-0.00074186i,0.00043428-0.00068697i,0.00085141+6.9505e-05i
-0.0039803+0.00039257i,-0.0036558+0.0008798i,-0.0028039+0.0013838i,-0.00074406+0.00055972i,0.0009602-0.00087564i,0.0018206-0.0026826i,0.0017135-0.0036789i,0.00094756-0.0031409i,0.00063054-0.0018179i,-0.00029974+0.00017464i,-0.00032+0.0014039i,0.00025634+0.0015509i,0.00043323+0.0010985i,0.00083623+0.00039184i,0.00066652-0.00048622i,0.00028246-0.00036607i,8.7363e-05+0.00050497i,-8.2288e-05+0.0002802i,-0.00048688+0.00011739i,-0.0013979+0.00063722i,-0.00087706+0.00040079i,0.00026989+0.00020641i,0.00044008-0.00010737i
-0.0019355+0.0008986i,-0.00028051+0.0021619i,0.0005117+0.0020696i,0.00059886+0.0017158i,0.0012391+0.0004574i,0.0020776-0.0014367i,0.0012788-0.0013375i,-0.00027955-0.00062535i,-0.0001887-0.00010164i,0.00025726+0.00027631i,0.00027415+0.00079438i,0.00066494+0.00074899i,0.001473+0.00035184i,0.0015787+0.00016488i,0.00049734-0.000431i,0.00020898+0.00029089i,0.00076864+0.0010244i,0.0009272+0.00071632i,-2.2626e-05-0.00024272i,-0.0005997-0.00047911i,-0.00053068+0.0003185i,0.00014523+0.00053748i,0.00081627-0.00012972i
-0.0025657+0.0010348i,-0.0027613+0.0022568i,-0.0019141+0.0026845i,-0.00062369+0.0019214i,0.0008098+0.00098507i,0.0021362-0.00033485i,0.0021118-0.0019773i,0.00095452-0.0014793i,0.00015576-0.00072366i,0.00015482-0.00047134i,0.00012247+0.00011914i,0.0002579+0.00031507i,0.00074419-9.9683e-05i,0.00081623-0.00042531i,0.00083883-0.00061025i,0.00069541-3.3279e-05i,-0.00010974+0.00084564i,-7.1098e-05+0.0006986i,0.00042199+0.0002608i,0.00013855+0.0004772i,-0.00010399+0.00042222i,0.00010098-0.00014779i,0.00016641-0.0006816i
-0.0021739-0.00030321i,-0.0022684-0.0018644i,-0.001104-0.0032654i,0.00067728-0.0031497i,0.0010194-0.0028055i,0.00050378-0.0034498i,-0.0006947-0.0036914i,-0.0011935-0.0029304i,-0.00036698-0.0016067i,0.0004298-0.0010931i,0.00079527-0.00015384i,-0.00027031+0.00088877i,-0.00064119+0.00053898i,-0.00044353-2.9151e-05i,-0.00092932+0.00032341i,-0.0012604+0.00085025i,-0.0014964+0.00069323i,-0.00098655+0.00071876i,0.00012886+0.00092856i,6.0464e-06+0.0011229i,-4.3229e-05+0.00077909i,0.00062937-0.00061961i,0.00053967-0.0007805i
-0.0008308+0.0024763i,0.0003238+0.0039836i,0.0013021+0.0051484i,0.0013912+0.0033829i,0.0019091+0.00010858i,0.0024536-0.0019524i,0.0021295-0.0033567i,0.00085443-0.0031557i,0.00027504-0.0020497i,0.00032452-0.0015581i,0.00087027-0.00085531i,0.0012798+0.00013162i,0.0012081+0.00082262i,0.0015645+9.9955e-05i,0.0015746-0.0004462i,0.0014113-0.00013554i,0.0010736+0.00066277i,0.00043083+0.00018585i,-7.0858e-05-0.00015919i,-0.00085128-2.0373e-05i,-0.0011883+6.666e-05i,-0.00011982+0.00029018i,0.00067711+0.00016346i
-0.0030813+0.0016466i,-0.0036127+0.0021831i,-0.0033959+0.0022664i,-0.0024527+0.0011989i,9.3048e-05-0.00059882i,0.0027621-0.0017507i,0.0023473-0.0021831i,0.00042979-0.0016161i,-0.0003726-0.00046802i,-0.00091978-0.00017215i,-0.0016945-0.00011306i,-0.0012557+0.00033129i,-0.00045287-0.00029954i,-0.00019812-0.00062555i,-0.00034764-0.00046007i,0.00046948-0.00091897i,0.001311-0.00052149i,0.00044195+0.00030271i,0.000125+0.00029045i,-4.6469e-05-0.0002961i,-0.00076567-0.00080424i,-0.00096928-0.00054182i,-9.2487e-05+0.00011055i
-0.0013373-0.0035712i,-0.0016106-0.0039957i,-0.0014241-0.003878i,-0.00071385-0.0014926i,0.00057751+0.00033617i,0.0018426-0.00057426i,0.0021376-0.0023284i,0.0015942-0.0023146i,0.00099816-0.0013091i,0.0010371-3.16e-05i,0.0009058+0.00029488i,0.00085593+1.2169e-05i,0.00038825+0.00017729i,-0.00055459+0.00072374i,-0.00019692+0.0012882i,0.00048503+0.0011998i,0.00033365+0.00091347i,-0.00017905+0.00078538i,0.00015626+0.00046909i,0.00070696+4.404e-05i,0.00019818-0.00046609i,0.0001444+0.00027907i,-0.00040574+0.0009565i
-0.0023131+0.0014372i,-0.0023938+0.0040527i,-0.0016054+0.0053986i,-0.00059457+0.0030561i,0.00026104+6.1439e-05i,0.0016322-0.0014628i,0.0017955-0.0024064i,0.00034504-0.0026336i,3.1006e-05-0.0016794i,0.00016545-0.00088991i,-0.00026464-0.00032029i,0.00013647+0.00083868i,0.00090725+0.00080429i,0.001644-4.7122e-05i,0.001978+0.00040038i,0.0011784+0.00085099i,0.00023957+0.00034489i,-9.0479e-05-0.00060071i,-0.00063129-0.00068086i,-0.00042437-0.00039838i,-0.00010283-0.00077198i,-0.00048179-0.00073996i,-1.6747e-05-0.00061027i
-0.0033722+0.002484i,-0.0035247+0.0041084i,-0.0025444+0.0031383i,-0.00021843+0.0017312i,0.0015256+0.00089965i,0.0022586-0.00077696i,0.001497-0.0029439i,3.7273e-06-0.0027206i,-0.00072595-0.0011153i,-0.0012026-0.00065464i,-0.0011635-0.00038488i,-0.00023504-0.00029281i,0.00032042-0.00092574i,0.0005645-0.0012925i,0.00087659-0.00068468i,0.0010787+3.375e-05i,5.9602e-07+0.00044925i,-0.00069785+0.00045638i,-5.4215e-05-1.8854e-05i,-7.2959e-05-0.00052906i,-0.00050582+1.5312e-05i,0.00020187+0.00026792i,0.00056217-0.00023719i
-0.002339-0.0018821i,-0.0027301-0.0022139i,-0.0022915-0.00191i,-0.00087503-0.001027i,0.00053824-0.001012i,0.0013826-0.0025825i,0.0015353-0.0036473i,0.00067176-0.0018339i,-0.00050585+0.00016107i,-0.00091649+0.00055607i,-0.001281+0.00012275i,-0.00075199-0.0001934i,0.00062838-0.00070346i,0.00092995+0.00024064i,0.00019273+0.00095614i,9.448e-05+0.00026287i,0.0007564+0.00071341i,0.00081468+0.0010149i,-7.8486e-05+0.00056178i,-0.00074269+0.00013173i,-0.00068335-5.7595e-05i,-0.00039712+0.00018002i,-0.00053952+1.2775e-05i
-0.0013608+0.0012942i,-0.00058401+0.0029766i,0.00081303+0.004136i,0.0011969+0.0032305i,0.00057618+0.0003341i,0.0013227-0.0017117i,0.0020588-0.0019818i,0.00054651-0.0021405i,0.00040036-0.0018119i,0.00054922-0.000578i,-0.00041569+0.00071787i,-0.00020091+0.0013413i,5.713e-05+0.00081895i,3.1399e-05+0.00011899i,-0.00032465+0.00016772i,-7.3409e-05+0.00088136i,0.00045878+0.0003796i,6.8939e-05-0.00022021i,-0.0002951+0.0004834i,-0.00028347+0.00065198i,-0.00026618+9.1153e-05i,-0.00011831+0.00010313i,0.00049903-7.3867e-05i
-0.0028732+0.0022957i,-0.0028764+0.0023701i,-0.0023876+0.0020697i,-0.001129+0.00095966i,0.00036021-0.00016613i,0.0010863-0.0020389i,0.0015426-0.0032535i,0.00048337-0.0023229i,-0.00064517-0.00079413i,-4.2448e-05-0.0006674i,0.00041265+2.3411e-05i,0.0001477+0.00010715i,-0.00021444-0.001499i,-0.00038357-0.0019481i,0.00015811-0.0012829i,0.00030401-0.00083132i,-0.00026705-0.00055932i,-0.00067169-0.00046529i,-0.00025302-0.00011545i,0.0003008-2.4405e-05i,5.8932e-05-0.00023077i,-0.00021639-4.2588e-07i,-1.1732e-05-5.2855e-05i
0.0007177+0.0012856i,0.0015362+0.00014744i,0.0025359-0.0018908i,0.0017402-0.0025831i,0.0012608-0.0023982i,0.0016374-0.0026266i,0.00097196-0.0035937i,-0.00050104-0.0024215i,-0.0012045-0.00078736i,-0.00048652-0.00091451i,0.00042637-0.00091041i,0.00039142-0.00062843i,0.00031901+0.00015067i,0.00064423+0.00094453i,2.9457e-05+0.00059385i,-0.00019353-0.00014366i,0.00056919-0.00023376i,0.00051304+0.00012012i,0.00044083+0.00025037i,0.00051685+0.00027373i,0.00096904+0.00021437i,0.00085647+0.00033287i,0.00069829+0.00024357i
-0.0035488+0.00065684i,-0.0038635+0.0033553i,-0.0020231+0.005097i,0.00090912+0.0039795i,0.0027069+0.0013166i,0.0024852-0.0011136i,0.0016812-0.0027513i,0.0010958-0.0019331i,0.00025392-0.00014424i,0.00027771+0.00039836i,-0.00024368+0.00024213i,-0.00078657+0.00047806i,-2.3729e-05+3.6915e-05i,0.00067346-0.00095959i,0.00067698-0.00069133i,0.00026798+0.00037144i,-9.3851e-05+0.00032962i,0.00033112-0.00034822i,0.00060073-0.00081689i,0.00027728-0.0007716i,-0.00013666+0.00045314i,-0.00064425+0.00062452i,-0.0012874+0.00015966i
-0.0041517-0.00085315i,-0.0051255+0.00011658i,-0.0040637-0.00039941i,-0.0021215-0.00067321i,-0.00015555-0.00068583i,0.0014492-0.0015071i,0.0016823-0.002214i,0.00092194-0.0013699i,0.00049636+5.7496e-05i,0.00069516+0.00036077i,0.00018186+0.00047621i,-0.00038685+0.00089421i,6.6487e-05+0.0010396i,0.00045603+0.00066827i,0.00012031+0.00039956i,-0.0001813+0.00056898i,-2.6241e-05+0.0011442i,-1.465e-05+0.00079731i,-5.3264e-06+0.00019598i,-0.00014722+0.00075568i,-0.00038169+0.0010031i,0.000434+0.00054551i,0.0010457+0.00058503i
-0.00068576-0.00044403i,0.0011518-5.4088e-05i,0.0021538+0.00043819i,0.0012764+0.00033637i,0.0008895-0.00047618i,0.0011505-0.0018285i,0.00094766-0.0031237i,-0.00013997-0.0031582i,-0.00031979-0.0026004i,0.00071113-0.0022641i,0.00088966-0.00092528i,0.00099373-0.00038856i,0.0010615-0.00082013i,2.7743e-05-0.00010548i,-0.0010656+0.00056741i,-0.001047+0.00067655i,-0.00022588+0.00035484i,-0.00049405+0.00038526i,-0.00061487+0.0004676i,-0.00022496+0.00028815i,-0.00025325-3.1108e-05i,4.9484e-05-0.0002744i,0.00016366-0.00012232i
-0.0032813+0.0010501i,-0.0032361+0.002165i,-0.0008636+0.0019183i,0.0018176+0.0012871i,0.002229-0.00044844i,0.0016464-0.0022651i,0.0010268-0.0028264i,-0.00015426-0.003133i,-0.00075548-0.0024062i,-0.00030719-0.00096419i,-0.00043827-9.1302e-05i,7.5158e-05-5.7104e-05i,0.00089894+0.00019299i,0.001009+0.00042832i,0.0011291-9.4377e-05i,0.00094475+0.0001546i,0.00047248+0.00068921i,0.00018001+0.00088352i,-0.00056711+0.00056252i,-0.0010488+9.8946e-05i,-0.0014038-6.5205e-05i,-0.00073208-0.00017324i,0.00050811+0.00036821i
-0.0035162+0.0011871i,-0.0033131+0.0013518i,-0.0017632+0.0022277i,0.0001041+0.0019309i,0.0011539+0.0002602i,0.0022643-0.0020677i,0.0019061-0.0035095i,0.00037513-0.0025991i,-0.00074269-0.00048137i,-0.0012156+0.00071153i,-0.0011628+0.00024187i,-0.00043604-0.00030352i,-0.00038378-0.00022761i,-0.00037347-0.00053627i,-4.2571e-05-0.00055012i,-1.1529e-05-0.00052387i,-0.00028512-0.00056372i,-0.00043605-0.00037359i,-0.00076987-0.00048497i,-0.00074334-0.00038033i,-0.00025792-6.0243e-05i,0.00027323+0.0001335i,0.00057068+0.00051349i
-0.00041889+0.0022196i,-0.00059625+0.0021739i,-0.00011844+0.00032522i,6.1459e-05-0.0013509i,0.00048003-0.0016517i,0.00088275-0.0017422i,0.0017184-0.0016646i,0.0018162-0.001098i,0.00098903-0.00021576i,0.00024267-0.00013556i,-0.00065808+0.00051014i,-0.0013786+0.0010246i,-0.00052686-0.00021021i,0.0007295-0.00054756i,0.0010553-0.00036766i,0.00054213-0.0006062i,0.0003549-0.00010888i,-0.00031954+6.5496e-05i,-0.0014627-0.00037886i,-0.0011577-0.00091189i,-0.00033663-0.0012086i,-8.4207e-05-0.00095675i,0.00020163-0.00088666i
-0.00028091-0.00053111i,-0.00031856+1.3261e-05i,0.0010942-7.0372e-05i,0.002338-0.00024154i,0.0022496-0.00084534i,0.0012047-0.0018944i,0.0010069-0.0027621i,0.00061805-0.0031244i,0.00031599-0.0018559i,0.0003852-0.0014179i,-8.3558e-05-0.00099493i,-0.0003745+7.052e-05i,0.00042854+0.00011178i,0.00088254+0.00064497i,0.00013144+0.0014861i,-0.0002642+0.0013399i,7.1902e-05+0.00053106i,0.00044469-0.00015867i,-4.2888e-05+0.00025227i,-0.0010327+0.0011578i,-0.0010467+0.0006092i,-0.0002621-0.00080751i,-0.00011785-0.00082189i
-0.00047253-0.00047116i,-0.00036646+0.00067935i,-0.00032319+0.0010687i,-0.0011051+0.0010233i,-0.00062112-0.00051798i,0.00095613-0.0025335i,0.0015869-0.0029015i,6.3928e-05-0.0022786i,-0.0014533-0.0015546i,-0.0011225-0.00087215i,-0.001112-0.00080003i,-0.0013469-0.00061979i,-0.00066758+0.00049572i,1.1667e-05+0.00094452i,-8.125e-05+0.00092971i,-7.5793e-05+0.00087162i,0.00034561+0.0010423i,0.00057152+0.0014107i,0.00022168+0.0012369i,-0.00020096+0.00066166i,-0.00021852+0.00059575i,2.6161e-05-0.00010879i,0.00038434-0.00060407i
-0.0043645+0.0011269i,-0.0033367+0.002447i,-0.0020677+0.0016984i,2.1658e-05+0.00012957i,0.0018887-0.0011465i,0.0021205-0.002239i,0.0017381-0.0024447i,0.000716-0.00044449i,-0.00024679+0.00053129i,-0.00054971+0.00058887i,-0.0010255+0.0012355i,-0.00077499+0.00091792i,5.9676e-06-0.00016351i,0.00042827-0.00061238i,0.00051682-0.00034695i,0.0003497-0.00038875i,6.807e-05-0.00067416i,-0.00019259-0.00026082i,-0.00056502+4.0779e-05i,-0.00057797+9.4766e-05i,-0.00035984+4.5809e-05i,0.00039085+0.00012195i,0.00096315+0.00036053i
-0.00031817-0.00040281i,-0.00076017+0.00048094i,0.00010789+0.00035162i,0.00088294+0.001008i,0.0012099+0.0001944i,0.0028038-0.0012423i,0.003376-0.0019064i,0.0027261-0.0018577i,0.0022312-0.00093277i,0.0012594-0.00017341i,0.00025145+0.00049021i,4.1299e-05+0.00083991i,0.00044063+0.00074405i,0.00029811+0.00047497i,-0.00047681+0.00078555i,-0.00052082+0.0010395i,-0.00060823+0.00064416i,-0.00036264+0.00046633i,-0.00012488+0.00058374i,-0.00014486+0.00050862i,-9.6257e-05+0.00013042i,-0.00026129-0.0005206i,3.18e-05-0.0004296i
0.00016572+0.0012348i,0.00015352+0.0015686i,6.5515e-05+0.00117i,-0.00022805+0.00086414i,2.1587e-06-0.00048728i,0.0010138-0.0024941i,0.0010311-0.0042288i,0.00050932-0.0042841i,6.1695e-05-0.0026982i,-0.0001636-0.00082862i,-0.00026105+0.00042725i,1.3409e-05+0.00093968i,0.00071717-3.6356e-05i,0.00021091-0.00040225i,-0.00063112+0.0004244i,-0.00076361+0.0012049i,-0.0012624+0.0013326i,-0.0013305+0.00065907i,-0.0013+0.00024425i,-0.00078387+0.00015908i,0.00015307-0.00032813i,-7.3697e-05-0.00046232i,-0.00039448-4.1141e-05i
0.00020207-0.00041979i,-0.00084892-0.0010866i,-0.0012266-0.0017783i,-0.00074792-0.001497i,-0.00032887-0.0016137i,0.00068164-0.0013986i,0.00087682-0.0012882i,-0.00035613-0.0010964i,-0.0011302+0.00028564i,-0.00079321+0.00098078i,-0.0011038+0.00015725i,-0.0015409-0.00046195i,-0.0012457-0.0005936i,-0.0009336-0.00069314i,-3.0683e-05-0.00012329i,0.00087223+0.00054849i,0.00074563+0.00035195i,0.00043783-2.0433e-05i,0.00065844-0.00038811i,0.00044126-0.00052035i,-0.00035224-0.00073388i,-0.00062161-0.00051329i,-6.6837e-05-4.5056e-05i
0.001161-0.0028013i,0.00062237-0.0026053i,0.0015271-0.0020282i,0.0017055-0.0014005i,0.00105-0.0016908i,0.0020214-0.0019437i,0.0020951-0.0016369i,0.0013714-0.00092577i,0.00079845-0.00043709i,-0.00080149-0.00052466i,-0.0013619+5.5774e-06i,-0.0013759+0.0015205i,5.6079e-05+0.001978i,0.0014778+0.0023213i,0.0011109+0.0022583i,0.00056588+0.0011598i,0.00021358+0.00056718i,0.00054144-0.00019656i,0.00077259-0.0005542i,0.00089864+6.8935e-05i,0.00091685-0.00022893i,0.00019836-0.00065382i,-0.00035156-0.00016889i
-0.0035192-0.00072379i,-0.0040801+0.0015636i,-0.0041241+0.0030217i,-0.0024383+0.0028438i,-0.00030231+0.0012089i,0.0010883-0.00088163i,0.0011917-0.0023684i,0.00090554-0.0029188i,0.00057385-0.0027085i,0.00024484-0.0019008i,-7.6125e-05-0.0011094i,-0.0002334-0.0010051i,0.00097456-0.00088101i,0.0021124-4.2325e-05i,0.0013135+2.8704e-05i,0.00029292-0.00051396i,0.00015779-0.00039224i,0.00012338-0.00032216i,-3.9473e-05-0.00029251i,-0.00022559-0.00037303i,-0.00030207-0.00059799i,-0.00011155-0.00040433i,-0.00016722+0.00010526i
-0.0033239-0.00071039i,-0.00391+6.8527e-05i,-0.0039335+3.3511e-05i,-0.0026127+0.00054569i,0.0002247+0.0010654i,0.0027482-0.00018082i,0.0029132-0.0027378i,0.0012582-0.0035665i,-0.0011337-0.001837i,-0.0021863-0.00019633i,-0.00089904+0.00064782i,5.809e-05-2.1035e-07i,0.00090377-0.0009472i,0.001802-0.00041056i,0.0013268+0.00031392i,0.00071326+0.00014046i,-0.00072047+0.00029046i,-0.0013998+0.0003289i,-0.00075068+0.00062861i,-0.00032494+0.0015051i,-0.0001892+0.001008i,0.0002486+0.00038328i,0.00079734-0.00010802i
-0.0028774+0.0011921i,-0.0022858+0.0023367i,6.4627e-05+0.0031467i,0.0012909+0.0019407i,0.001876-0.00018257i,0.0027575-0.0024392i,0.0019536-0.0036602i,0.00044199-0.002338i,0.00014012+0.00046813i,0.00039746+0.0020356i,0.00032063+0.001922i,-9.0678e-05+0.0013896i,-0.00064028+0.00073187i,-6.5392e-05+8.1623e-05i,0.00072381+0.00041001i,0.00052569+0.0009981i,-6.8637e-05+0.0012287i,0.0002437+0.0010629i,1.73e-05+0.00032797i,-0.00047835-1.2822e-05i,-0.00031616+4.4883e-05i,-0.00038725+0.00016105i,-0.0002127+0.00037511i
-0.0035846+0.0043119i,-0.0027242+0.0045125i,-0.0001741+0.0048353i,0.0016473+0.0025347i,0.002423-0.0012193i,0.0022011-0.003607i,0.00070624-0.0039579i,-0.00046252-0.0022325i,1.1289e-05-0.00029564i,0.00054825-0.00029487i,0.00029093-0.00054343i,-0.00023411-0.00087467i,0.00027895-0.0012861i,0.0013524-0.0010805i,0.0011642-0.00088714i,0.00065684-0.00086485i,0.00012105-0.00028183i,-0.00042724-0.00022452i,-0.00019762-0.0005709i,-0.00013113-0.0001245i,-0.0002469-2.1849e-05i,-0.00012078+7.4211e-06i,-0.0002649+0.00060596i
-0.00048823+0.0015942i,-0.00027563+0.0023695i,0.0012026+0.0017898i,0.0015391-0.00043497i,0.001742-0.0031088i,0.0021404-0.0044562i,0.0014569-0.0039826i,0.00093179-0.0025187i,0.00054889-0.00094736i,1.7657e-05-0.0004578i,0.00019054-0.0013889i,0.00024922-0.0015731i,0.00027076-0.0008102i,-0.00060789-0.00015887i,-0.0013491-0.00019926i,-0.00098224-0.00050757i,-0.00037688-0.0003659i,-0.00011259-0.00037916i,-0.00043653-5.586e-05i,-0.00091172+0.00056044i,-0.0011266+0.0003661i,-0.00016587-0.00011971i,0.00095227-0.00024335i
-0.0019068+0.00061954i,-0.0021991+0.0015667i,-0.0020328+0.0022061i,-0.00037211+0.0016665i,0.0014381+0.00082976i,0.0019751-0.0010487i,0.0017055-0.0029085i,0.0010545-0.0026999i,5.4366e-05-0.00081843i,-0.0006375+0.00057281i,-0.0012459+0.0010707i,-0.0018122+0.00046186i,-0.0014274-0.00016502i,-0.00046101+6.4851e-05i,0.00031489+0.00014285i,-0.00043589+0.00017899i,-0.0017218+0.00026256i,-0.0011138-0.0001274i,0.00054969+0.00012285i,0.00080169+0.001323i,4.6433e-05+0.0016839i,-0.00042795+0.00071688i,-0.00068046+1.4405e-05i
0.00055801+0.00010301i,0.00011-0.00063806i,0.00099009-0.0021594i,0.0012192-0.0021466i,0.001223-0.0016869i,0.0021292-0.0022645i,0.0025853-0.0029514i,0.0017909-0.0024854i,0.00052327-0.00047935i,-0.00029586+0.0011334i,-0.00077589+0.001295i,-0.00050716+0.00098721i,-0.00056147+0.00069842i,-0.00048813+0.0010088i,0.00085189+0.0012389i,0.0013174+0.00063495i,0.00099986+9.0839e-05i,0.0011596+0.00011305i,0.00089054+0.00036361i,0.00033449+0.00049658i,0.00010384+0.00030473i,2.6736e-05-0.00037051i,2.4376e-05-0.00065915i
-0.0057936-0.00059231i,-0.006945+0.0012337i,-0.0045378+0.0028885i,-0.00015303+0.0027385i,0.0024528+0.00094482i,0.0039005-0.00087441i,0.0033548-0.0022163i,0.001633-0.0027566i,0.0010163-0.001587i,0.001362-0.00042421i,0.001703-0.00061793i,0.0013927-0.00055355i,0.0010693-0.00057363i,0.0013787-0.00043193i,0.0012532+0.00023334i,0.00032509+0.00068889i,0.0001527+0.00030556i,0.00058815-2.7522e-05i,0.00048246+9.7772e-05i,0.00080343+0.00019557i,0.00027627+0.00045018i,-0.0010357-2.161e-05i,-0.00081318-0.00030644i
-0.0011967-0.00096555i,-0.0017524-0.00015806i,-0.0027715+0.0006358i,-0.0020569-0.00050192i,-2.2672e-05-0.0014866i,0.0014496-0.0025306i,0.0015129-0.0029646i,-4.815e-05-0.0028377i,-0.0011106-0.00255i,-0.00093292-0.0020118i,-0.0010169-0.00085561i,-0.0016834-0.00018473i,-0.0008271-6.5788e-05i,0.00058034+0.00013614i,0.00086982-0.00017616i,0.00031707+7.6657e-05i,-0.00013931+0.00097526i,-0.00012374+0.0011105i,-0.00035263+0.00088755i,-0.00041589+0.0010875i,-0.00020745+0.0010441i,-0.00025607+0.00061284i,-0.00045294-0.0002347i
-0.0019643-0.0006371i,-0.0023503+0.00046146i,-0.0010528+0.001023i,-0.00016621-0.00017403i,-0.00030077-0.00098734i,0.00012838-0.0020256i,0.0007021-0.0034237i,-0.00039923-0.0030605i,-0.0022898-0.00053687i,-0.0034271+0.00045752i,-0.0031358+0.00034915i,-0.0017152+0.00051002i,-0.00031283+0.00018963i,0.00055243+9.2487e-05i,0.0010507+0.00032402i,0.00066303+0.00042886i,0.00019184-0.00029523i,-0.00084171-0.0010907i,-0.0019285-0.00070858i,-0.0012641-0.00027405i,-0.00016051-0.00071423i,-0.0004851-0.00040353i,-0.00069655+0.00013915i
0.0018107-0.0012263i,0.0014034-0.0017096i,0.0010899-0.0016362i,0.0012266-0.002032i,0.0012961-0.0021553i,0.0015017-0.0025427i,0.0024024-0.0032817i,0.0015638-0.0020125i,0.00098417+0.00046329i,0.0016074+0.0016658i,0.0011427+0.0018003i,0.00023014+0.0016163i,0.00065391+0.0011014i,0.00072509+0.00088306i,0.0004071+0.00046481i,-0.00028458+0.00031825i,-0.00071325+0.00087808i,0.00018261+0.0013536i,0.00049207+0.00098i,0.00058377-0.00018833i,0.00043204-0.00067944i,-0.00016736-0.00088474i,-0.00026879-0.00092656i
0.00090514+0.0020849i,0.00068031+0.0027568i,0.00041763+0.0020834i,0.00090964+0.00029205i,0.00048593-0.0013736i,0.0012495-0.0021761i,0.0021302-0.0023917i,0.0017659-0.002674i,0.0021102-0.0020895i,0.0018089-0.0010954i,0.00073017-0.00020967i,-0.00040213+0.00088452i,-0.00098405+0.0011475i,-0.00067855+0.00073217i,-0.00015428+0.0011261i,-7.9744e-05+0.0014044i,-4.578e-05+0.00046498i,0.00045342+1.1471e-06i,0.0008971+8.4323e-05i,0.00052882-0.0007331i,-2.545e-05-0.00099401i,-0.00013486-0.00042246i,-0.00064947-0.00020934i
-0.0022351+0.0015383i,-0.0028907+0.0023917i,-0.0029276+0.0029809i,-0.0017133+0.0020542i,0.0011265-0.00056929i,0.0031861-0.0020065i,0.0032344-0.003526i,0.00146-0.0041087i,-0.0005588-0.0033883i,-0.0013649-0.0021375i,-0.0012742-0.00093492i,-0.0010393-0.0010049i,-0.00015234-0.00076471i,0.00058701-0.00077435i,0.00079861-0.0014176i,0.00093274-0.0005518i,0.00061635+0.00045415i,0.00016174+0.00012884i,5.8955e-05-0.0006917i,-0.00019266-0.00056101i,-0.00018171+0.00049173i,-0.00026055-0.00015653i,0.00032476-0.0006027i
-0.0048189+0.00061933i,-0.0049226+0.00091057i,-0.0045789+0.0013595i,-0.0018923+0.0008183i,0.001472-0.00030179i,0.0035398-0.0022426i,0.0032578-0.003738i,0.00058352-0.0025662i,-0.00073927-0.00040944i,-0.00092453+0.00060235i,-0.0011159+0.00099144i,-0.00035254+0.00091291i,0.0004719+0.00034212i,0.0006204-0.00062607i,0.00079582-0.00065374i,0.00092227+0.00066404i,0.00066599+0.0013135i,-0.00010772+0.0013957i,-0.00025715+0.00094812i,-0.00010615+0.00036051i,-8.2064e-07+0.00049108i,-6.6521e-05+0.00098047i,-0.00020818+0.00065477i
-0.0010043+0.0038108i,-0.00086963+0.0029381i,0.0003855+0.0019413i,0.002217+0.00032852i,0.0034196-0.0024361i,0.0025005-0.0045976i,0.00034708-0.0055621i,-0.00059638-0.0036433i,0.00014259+0.00052132i,0.0015019+0.0013523i,0.0018003+0.00045308i,0.0011359+0.00060685i,-0.00023999+0.00098301i,-0.00091084+0.00076529i,-0.00055077+0.00053472i,-0.00072161+0.0010021i,-0.0012285+0.00064401i,-0.00055271+3.0015e-05i,0.00024898-1.6571e-07i,-0.00019199+0.00027904i,-0.0008922+0.00061105i,-0.0013076+0.00013494i,-0.00039435+0.00014055i
-0.0039665+0.0027212i,-0.0033649+0.0041734i,8.9957e-05+0.0037203i,0.0019189+0.0016137i,0.0025788-0.00035897i,0.0034416-0.0019519i,0.0031948-0.0027404i,0.0016859-0.0022559i,0.0016254-0.0016314i,0.0016453-0.0018783i,7.4413e-05-0.0019821i,-0.00048227-0.0015643i,-0.00017393-0.0015991i,-0.00046131-0.0015686i,-0.00054972-0.00074615i,-0.00033273-0.0005562i,-0.00040291-0.00030201i,-0.00067613+0.00016552i,-0.0013346+0.0004705i,-0.0015755+0.0010312i,-0.0010215+0.0016151i,-0.00050797+0.0015294i,0.00018867+0.00039796i
5.9556e-05-0.00054712i,-0.0018763-0.0011876i,-0.0010361-0.0012104i,0.00079225-0.0011653i,0.002372-0.00087654i,0.0025761-0.0019261i,0.0011053-0.0035804i,-0.00047535-0.0039474i,-0.0014805-0.002081i,-0.001904-0.00049997i,-0.0014641-0.00031037i,-0.00094671+0.00015343i,-0.00065954+0.0015811i,-0.00028831+0.001807i,-0.00024247+0.00097489i,-0.00028165+0.00082492i,-0.00050052+0.00048177i,-0.00028281+1.743e-05i,0.00038324-0.00011877i,0.00016591-0.00021699i,-0.00045485-0.00059395i,-0.00093504-0.0011681i,-0.00088793-0.0015079i
