0.0010836+0.0036047i,0.0013048+0.0022808i,0.00073343+0.00059861i,0.00092935-0.0010165i,-0.00030143-0.0017205i,-0.0026876-0.0011959i,-0.0028529+0.0002081i,-0.0012769+0.00092263i,0.00064169+0.00045683i,0.0016366-0.00017003i,0.0009701+0.00024244i,-0.00052381+0.00026507i,-0.00054882-0.0005622i,-7.3377e-05-0.0010822i,-0.00010518-0.0010241i,-0.00029257-0.00043506i,0.00032483+0.00037149i,0.00084713+0.00080919i,0.00056365+0.00079794i,8.2604e-05+0.00030742i,0.00026051-0.00074186i,0.00043428-0.00068697i,0.00085141+6.9505e-05i
-1.6791e-05-0.00033504i,-0.001965-0.00087805i,-0.0032444-0.0013331i,-0.0021787-0.0010788i,6.7868e-05-0.0012i,0.0010036-0.0021526i,0.0004586-0.0029943i,-0.00082133-0.0025706i,-0.00091738-0.0010736i,-0.00025335+0.0010234i,-0.0014371+0.0017857i,-0.0016703+0.0014116i,-6.9607e-05+0.00060725i,1.9503e-05+0.00051507i,-0.00079684+0.0004902i,-0.00093681+0.00029415i,-0.00029342+0.00082767i,6.6481e-05+0.0011209i,6.3101e-06+0.0007046i,0.00038412+0.00023995i,0.00026843+8.5274e-05i,-0.00031878+0.00025397i,0.00031323+0.00017369i
-0.001312+0.0029432i,0.0010258+0.0026128i,0.0034837+0.0015068i,0.0029954+0.00058635i,0.0012786-0.0013641i,0.0012137-0.0034143i,0.0010461-0.0035499i,-0.00048392-0.0018662i,-0.00092539+0.00024945i,-0.00034133-0.0004477i,0.00016758-0.0017676i,0.00032698-0.0010989i,-0.00022683-0.00049576i,-0.00097375-0.00072566i,-0.0012481-0.00050902i,-0.00054863-0.00052456i,0.00049466-0.00053477i,0.00025721-0.00023947i,-0.00035615+5.9434e-05i,-0.00049847+9.5344e-05i,-8.5471e-05+0.00019928i,0.00084339-0.00016637i,0.0011836-0.00035629i
-0.0031124+0.00015395i,-0.0023038+0.0014798i,-0.001355+0.0030643i,0.0001363+0.0025484i,0.0018729+0.00053037i,0.0027523-0.0015337i,0.0015467-0.0033025i,0.00024312-0.003027i,-0.00026045-0.0012131i,-0.00068419-8.6124e-05i,-0.00051312+0.00058465i,0.00014088+0.00094511i,-1.3523e-05+0.00074484i,-0.00021025-0.00010536i,6.8292e-05-0.0010723i,-0.00016626-0.00047987i,-0.00050117+0.00026789i,-0.0003067+4.1078e-05i,-0.00049038-0.00029091i,-0.00079869-0.00029642i,-0.00094382-0.00055275i,-0.0003033-0.0008117i,0.00038771-0.00036389i
-0.00062475+0.00015892i,-0.0012998+0.001475i,-0.0011088+0.0025618i,-8.7267e-05+0.0011085i,0.00052222-0.001027i,0.0010127-0.0018193i,0.0006976-0.0025169i,7.2034e-05-0.0020203i,-0.00031886-0.00062331i,-0.00086895-0.00025068i,-0.00096343-0.00012714i,-0.00091182-5.082e-06i,-0.00064229-0.00024006i,-0.00031147+7.2071e-05i,-0.00014589+0.00082527i,-0.00034496+0.00047358i,-0.00035575+2.8291e-07i,0.00061307+0.00037411i,0.00074844+0.00030606i,-0.00022838+0.00016811i,-2.7491e-05+6.2993e-05i,0.00028788-0.00046971i,4.7771e-05-0.00063876i
0.00015577-0.0012135i,-0.0010283-0.0014397i,-0.0017874-0.0017709i,-0.001991-0.00086371i,-0.0014998-0.00086977i,-0.00042089-0.0019158i,0.00067492-0.0026475i,0.0010603-0.0020397i,0.00067249-0.0013154i,-0.00011492-0.00082888i,-0.00076601+0.00010091i,-1.9376e-05+0.00064526i,0.00085457+0.00073167i,0.00079446+0.00071777i,0.00047605+0.00095429i,0.00059872+0.00081841i,0.00025412+0.00037769i,0.00019796+0.00036384i,0.00034528+0.00043503i,-8.4694e-05+0.00053697i,-0.00026357+0.00054548i,-0.00015978+0.00023405i,-0.0002785+0.00024112i
0.0018267+0.00036717i,0.0023528+8.2303e-05i,0.0030454-0.00064921i,0.0015411-0.0015309i,0.00026664-0.0025231i,0.00095144-0.0024052i,0.0015356-0.0018748i,0.0012232-0.0013357i,0.000592-8.6335e-05i,-0.00050424+0.00037256i,-0.0005542-0.00028572i,0.00010699-7.2204e-06i,0.00035222+0.00034725i,0.00045647+0.00057078i,-0.0001382+0.0010282i,-0.00098402+0.0010401i,-0.00088451+0.00066542i,-0.00057016+0.00045684i,-0.00059394+7.0682e-05i,-0.00033104-0.00039349i,0.00011554-0.00020541i,0.00054335+0.00026145i,0.00022899-0.00048432i
-0.001769+0.00081799i,-0.0023271+0.0017586i,-0.0012534+0.0021995i,-0.00024636+0.001142i,0.00038514-0.001011i,0.00073875-0.0019749i,0.00039995-0.001793i,0.00014759-0.0011155i,0.00048974-0.0009023i,0.00014065-0.00054367i,-0.0005286-0.00055631i,-0.00077585-0.00089139i,-0.00016619-0.0003709i,0.00024232-0.00028962i,-0.00015305-0.00039741i,-0.00025421-0.00014747i,0.00029937+0.00064775i,4.624e-05+0.00038085i,-0.00060969-0.00030205i,-0.00074382-0.00013259i,0.00022848-0.00030863i,0.0007442-0.00064592i,0.0010447-0.00091409i
-0.00055205-0.00045318i,-0.00064729-6.4395e-05i,-0.00031615+3.4588e-05i,0.00050272+0.00036689i,0.0013024+0.00063475i,0.0018132-7.3224e-05i,0.0017846-0.0010267i,0.00083484-0.0018427i,9.0541e-05-0.001754i,-7.566e-05-0.00096705i,0.00015938+0.00010272i,0.00049453+0.0010382i,0.00062606+0.0010858i,0.00037085+0.00073617i,0.00030268+0.00050349i,0.00019839+0.00036102i,0.000295+0.00019381i,0.00085183+0.00019896i,0.0006551+0.00025027i,9.9165e-05+5.027e-05i,0.0002455+0.00025902i,0.00044944-0.00035592i,-7.9398e-05-0.00083321i
-0.0027155-0.0032625i,-0.0033587-0.0023328i,-0.0035846-0.0010049i,-0.0030196+0.00034032i,-0.0014531+0.00012109i,0.00072635-0.001806i,0.0017033-0.00302i,0.00098141-0.0022139i,-0.00046194-0.00084942i,-0.0014008+5.3104e-05i,-0.0014049+0.00064985i,-0.00083237+0.00063515i,-0.00017165+0.00087786i,0.00021432+0.0017879i,0.00058484+0.0019929i,0.00072142+0.0010129i,0.00039875+0.00017717i,-0.00027154+0.00051066i,-0.00025966+0.00065075i,-0.00018148+0.0003736i,-0.000249+0.00021627i,0.00030702+0.0001525i,0.00084743-0.00030709i
-0.0016126+0.00044895i,-0.00042877-3.9745e-05i,0.00036495-0.00050924i,0.0012365-0.00012783i,0.0014424-0.00033003i,0.0013233-0.0010982i,0.0012533-0.001814i,0.0001797-0.0017104i,-0.00022232-0.00046021i,-0.00017174-0.00013502i,-0.00044155-0.0002922i,-0.00023943+0.00050641i,0.00028486+0.00046494i,0.00050519+0.00022394i,0.0006432+0.00032967i,0.00028694-0.00013549i,-6.0765e-05-0.00033126i,0.00014532-9.5822e-05i,0.00016489+0.00030368i,0.0002317+0.00022404i,0.00021427-0.00014268i,-0.00024757-0.0004204i,-0.00053047-0.00090917i
-0.0018001+0.0019789i,-0.0013115+0.0027471i,0.00056747+0.0022197i,0.0014797+0.00018842i,0.0015785-0.0020842i,0.0014804-0.0027976i,0.0014425-0.0033282i,0.0011961-0.0033968i,0.00056683-0.0018817i,0.0001721-0.00049272i,-0.00013763-0.00011887i,-0.00025744-0.00024005i,6.5198e-05-0.00067001i,-0.00017297-0.00079921i,-0.0008074-0.00014116i,-0.00012412+0.00030584i,0.00051931-0.00042924i,0.00099417-0.00082734i,0.00074803+0.00097046i,-0.00018451+0.001547i,-0.00045085+8.2773e-05i,-0.00042487-0.00020229i,-0.00030725+0.0008155i
-0.0025415-0.00057991i,-0.0032248+0.001165i,-0.0030791+0.0026375i,-0.0012628+0.0019576i,0.00074699+0.00074367i,0.0016573-0.0007912i,0.001215-0.0019042i,2.5419e-05-0.0017952i,-0.00031908-0.0010679i,-0.00030472-0.00040312i,0.00016211-6.1021e-05i,0.00067136+0.00085304i,0.00071668+0.0014925i,0.0012326+0.00033206i,0.0017929-0.00083117i,0.00024776-0.00088998i,-0.00025743-1.5494e-05i,0.00013182-0.00013683i,0.00027223-0.00072875i,6.4885e-05-0.0010657i,-0.00051525-0.00083497i,-0.00097796-0.00050797i,-0.001275-0.00021765i
-0.0016172+0.0004605i,-0.0020087-0.00022771i,-0.00092955-0.001135i,0.00038851-0.0015553i,0.0011163-0.0018461i,0.0014514-0.0028504i,0.0016514-0.0030963i,0.00094558-0.0026909i,0.00048342-0.0016722i,0.00085597-0.00072812i,0.00023917-0.00033979i,-0.00011683-0.00041964i,-0.00011822-0.00059103i,-0.00047296-0.00010124i,-0.00089235+0.00057948i,-0.00055249+0.00078071i,-0.00027076-7.6787e-05i,-0.00034548-0.0002289i,0.00031076+0.001174i,0.0005126+0.0014841i,9.2196e-05+0.001112i,-0.00021097+0.0012028i,1.5343e-05+0.0003753i
0.0010362+0.0010028i,0.00087154+0.00108i,0.00012889-0.00024462i,2.316e-05-0.0014521i,-0.00065272-0.0015011i,-0.00065606-0.0018074i,-0.00013444-0.0027425i,-0.00061505-0.0025309i,-0.00078618-0.00059492i,-0.00074671+0.0005577i,-0.00015967+0.00016843i,0.00029513-0.00011083i,0.00016904+0.00026007i,-0.00077892+0.00054208i,-0.0013782-0.00038166i,-0.00084696-0.00046127i,-0.00081001+0.00025786i,-0.00049561+0.00019513i,-0.0001725-0.00013902i,3.1725e-05-0.0005796i,-9.174e-05+0.00019126i,-0.0005915+0.00063673i,-0.00052895+0.00015846i
-0.00018348+0.0037316i,0.00096363+0.0038442i,0.0022663+0.0029166i,0.0030519+0.0019611i,0.0023382-0.00074418i,0.0008058-0.0030636i,0.00032183-0.0029947i,0.00028424-0.0019668i,8.5607e-05-0.0014513i,-0.00025619-0.0010858i,-0.00070599-0.00032357i,-0.00090138-4.981e-05i,-0.00089726-0.00047313i,-0.00092193-0.0005088i,-0.00080054+0.0001462i,-0.00027577+0.00071396i,-0.00018423+0.00015182i,-0.0010719-0.00046727i,-0.0014599-0.00017284i,-0.0016283+2.2413e-05i,-0.00068827+5.0172e-05i,0.00032807-0.00014155i,-0.00010806-0.00050097i
-0.0017263-0.00041524i,-0.0024217-0.00027873i,-0.0023256-0.00045492i,-0.0011671-0.00041944i,-8.9385e-05-0.00052212i,0.0017484-0.001837i,0.0021516-0.00329i,0.001256-0.0031885i,0.0002095-0.001815i,1.6251e-05-0.00098215i,-0.00032151-0.00031677i,-0.00025601-6.392e-05i,0.0007194-0.00056001i,0.001085-0.00048781i,0.00066772+0.00010784i,0.00019912+0.00069647i,0.00035185+0.00097311i,0.00048276+0.0009206i,0.00030081+0.00027243i,-0.00044716-0.00054899i,-0.0012236-0.00044828i,-0.00096048-0.00057995i,-0.00052219-0.00060926i
0.0015213-8.9005e-05i,0.00018962-0.000293i,-0.00030893+0.00067412i,-0.00027163+0.00067099i,-9.3871e-05-0.0010341i,0.00069514-0.0015471i,0.00076589-0.0014418i,0.00019174-0.0010955i,0.00063016-0.00084594i,0.0010552-0.00080962i,-0.00010228-0.00042966i,-0.0012129+0.00049014i,-0.0014446+0.0011919i,-0.0013972+0.0014223i,-0.0012319+0.0013335i,-0.00036989+0.00094584i,8.3345e-05+0.00086208i,-0.00037991+0.00050209i,-0.00010679-1.7715e-05i,0.00012738+0.00026771i,0.00026654+0.00056785i,0.00059557+0.00039313i,2.4339e-05-0.00037458i
0.00027885-0.0010658i,0.0010917-0.0010139i,-1.9852e-05-0.001841i,-0.00098484-0.001943i,-0.00023004-0.0007652i,0.00080909-0.00063711i,0.0010533-0.0013321i,-8.2545e-06-0.00098942i,-0.00082392-7.7376e-05i,-0.0015986-5.717e-05i,-0.0015905+4.9332e-05i,-0.00021565-2.9196e-05i,0.00050155-0.00061252i,0.00037984+0.00018623i,0.00049755+0.00088465i,0.00073448+0.00029976i,0.00072829+0.00023333i,0.00084237+0.00060385i,0.00092149+0.00048972i,0.00053032+1.7992e-05i,-0.00015715+0.00061515i,4.9767e-05+0.00029029i,0.0001815-0.00030004i
-0.00013654+0.00031586i,0.00022116+0.0010361i,0.0013588+0.0013177i,0.0013085+0.0011013i,0.0011621+0.00047387i,0.001283-0.0014335i,0.00085572-0.0028736i,5.5706e-05-0.0027001i,5.0751e-05-0.0018767i,0.00024502-0.0015367i,0.00016115+0.00024001i,4.7332e-06+0.0017924i,-0.0004153+0.00094691i,-0.00099404-0.00038886i,-0.0014457-0.00035256i,-0.00079144+0.00010642i,-0.00029851-5.5646e-05i,-0.00051837-0.00049028i,-0.00034351+0.00022709i,-1.5425e-05+0.00092292i,0.00029159+0.00050962i,-0.00033535+0.00027824i,-0.00010832+9.6232e-05i
-0.002089+0.0010396i,-0.002522+0.0014766i,-0.0032178+0.0015425i,-0.0022467+7.5951e-05i,-7.9599e-05-0.0016722i,0.000674-0.0025119i,-0.00026973-0.003059i,-0.0010593-0.0027421i,-0.00066149-0.0016983i,-0.00034145-0.0011069i,0.00037683-0.00031422i,0.00054712+0.00051637i,-0.00018023+0.00068609i,-0.00032565+1.0611e-05i,1.6933e-05-5.8507e-05i,7.2327e-05+0.00060981i,-0.00012802+0.0011831i,-0.00053468+0.0011255i,-0.00046287+0.00076934i,-0.0007518+0.0010294i,-0.0013354+0.00084404i,-0.00051713+0.00036155i,0.00029183-0.00010242i
-0.0016001-0.0001592i,-0.0016047+0.00063862i,-0.00098417+0.00083767i,0.00068331+0.0014493i,0.002221+0.0012956i,0.0030966-0.0007174i,0.0027013-0.002174i,0.00073614-0.001849i,-0.00055207-0.00056715i,-0.000696+0.00091268i,-0.00066046+0.0011253i,-0.00049675+0.0004011i,-0.00017272+6.308e-05i,0.00022491-6.9816e-06i,0.0002411+0.00037701i,-0.00079441+0.00043447i,-0.00072115-0.00010702i,-8.6169e-05-0.00033305i,5.3354e-05-7.0001e-05i,-0.00012685-0.00026263i,-9.453e-05-0.0014223i,0.00017522-0.00085638i,0.00045682+0.00015335i
-0.0013744+0.0019895i,-0.0017821+0.0016386i,-0.00077574+0.0013018i,0.00031348+0.00023081i,0.0012289-0.0010823i,0.0020511-0.0019594i,0.0015326-0.0025715i,0.00033836-0.0018324i,-0.00023395-0.0006921i,5.2871e-05-0.0006744i,-0.00010847-0.00036179i,-0.00083528-0.00020451i,-0.0009509-0.00105i,-0.0007786-0.0015139i,-0.00054736-0.00051691i,1.5633e-05+0.00069558i,0.00027587+0.0015118i,9.1741e-07+0.001301i,-0.00069899+0.00052713i,-0.00040915+0.00087215i,-0.000311+0.00077652i,-0.00040946-0.00067893i,-0.00025551-0.00072597i
0.00073354-0.0012387i,-0.00029145+0.00029039i,-0.00099061+0.0010326i,-0.00077561+0.00066503i,-0.00087199-0.00041522i,0.0001884-0.0017176i,0.0011813-0.0022974i,0.00072034-0.001557i,-0.00020623-0.00094572i,-0.00081885-0.00035441i,-0.0010499+0.00034016i,-0.00047913+0.00082868i,0.0010231+0.00098096i,0.0014005+0.00077272i,0.00032913+0.000426i,0.00036093+6.8771e-06i,0.00093292-6.007e-05i,0.00036721-0.00059046i,-0.00041154-0.00092591i,-0.00077762-0.00019736i,-0.00041023+5.7215e-05i,-2.7371e-05+4.4235e-05i,-0.00047314+0.00041382i
0.00030331+0.003049i,-0.00015905+0.0030372i,0.00053366+0.00095493i,0.00061292-0.0013216i,-0.00045261-0.0027755i,-0.00080822-0.003233i,0.00011896-0.0022089i,0.00015189-0.00098692i,0.00022147-0.00023462i,0.00036666-0.00037685i,-0.00055744-0.00031273i,-0.00087968+0.00073568i,-0.00042013+0.00083754i,-0.0009188+0.00013234i,-0.0015069+0.00019902i,-0.001064+0.00043711i,-0.0002894+0.0003699i,-2.0227e-05+0.00040598i,-0.00019175+0.00028839i,-4.9114e-05-2.1692e-05i,0.00014087-4.9626e-05i,0.00015956+0.00038923i,-0.00012729+0.00038337i
0.00018086+6.7482e-05i,0.00097905-9.213e-05i,0.0030882-7.6794e-05i,0.0035023-0.0010457i,0.0019649-0.0015321i,0.001097-0.0012748i,0.0007233-0.001223i,0.00017435-0.0014622i,0.00041894-0.0012727i,-8.7459e-05-0.00075393i,-0.00084842-0.00074998i,-0.00064068-0.00062925i,-0.00060133-2.2369e-05i,-0.00051504+0.00024775i,0.00022422+4.3694e-05i,0.00070959-0.00086642i,-0.00061718-0.00069721i,-0.0010633+0.00024753i,-0.0009072+0.00044562i,-0.00092361+0.00024645i,-0.00027113+0.00029738i,-0.00023935+0.00022067i,0.00010164-0.00048308i
-0.0017089-5.5765e-05i,-0.002951+0.0011922i,-0.0020324+0.0012297i,-0.00045919+0.00045422i,0.0013048+0.00020501i,0.0019362-0.00070338i,0.00086696-0.0019087i,-0.0004985-0.0022118i,-0.0010314-0.0016419i,-0.00071461-0.00059469i,-0.0010621-0.000252i,-0.0011916-0.00018609i,-0.00085234-4.8405e-05i,-0.0010205-0.00024991i,-0.0011711-0.00020881i,-0.00064712+0.00057931i,-0.00015908+0.0011197i,-0.00037322+0.0010801i,2.3957e-05+0.00058264i,0.00065191+0.00034953i,-9.3551e-05-8.1138e-05i,0.0001906-5.5449e-05i,0.00073545+0.00033631i
-0.0018252-0.0012268i,-0.0015258-0.00040962i,-0.00054991+1.7272e-05i,0.00081422-0.00020412i,0.0017687-0.00074758i,0.0031677-0.00099337i,0.0028305-0.0015855i,0.0008508-0.0015931i,-0.00060491-0.00072967i,-0.00062134-0.00048617i,-0.00036684-0.00011118i,-0.00031245+5.3815e-05i,-0.00019243+0.00018799i,-0.00022327+0.00022925i,-0.00014598-0.00018228i,0.00017945-6.7673e-05i,8.2284e-05-0.00016445i,-0.0004505-0.00075396i,-0.00020946-0.0014299i,0.00010583-0.0004565i,-0.00038219+0.00036825i,-0.00071209-0.00042408i,-0.0005787-0.00097974i
0.0012863-0.0008805i,-0.0006573-0.00075433i,-0.002604-0.0015108i,-0.0035311-0.0020223i,-0.0021373-0.0013174i,0.00013283-0.00032514i,0.0010791-0.00062269i,0.00067756-0.0011334i,0.00052309-0.0016436i,2.4155e-06-0.0020677i,-0.00073075-0.00058559i,-0.00037715+0.00069776i,0.00053257+0.0011205i,0.00050065+0.0017675i,0.00026209+0.0017251i,0.00035702+0.0015474i,0.00037887+0.0014612i,-3.6736e-05+0.0011508i,-0.00012451+0.00089405i,2.9245e-05+0.00049397i,-0.00029312+0.0007528i,-0.00041241+0.00028148i,-7.1569e-05-0.0002937i
-0.0024349+0.0018387i,-0.0017303+0.0034589i,-0.00039966+0.0028767i,0.00070709+0.0011198i,0.0016936-8.1667e-05i,0.0028271-0.0018541i,0.0029149-0.002834i,0.0010829-0.001629i,-1.9065e-05+0.00039488i,-0.00036072+0.00091847i,-0.00065869+0.00051642i,-0.00019198+1.1434e-05i,0.00053-0.00066894i,-9.8013e-05-0.00099884i,-0.0012369-0.0010596i,-0.0011202-0.00088968i,-0.00028098-0.00032611i,-0.00010668+0.0002627i,-1.5436e-06+0.00072028i,0.00013524+0.00076742i,-0.00017019+0.0004408i,0.00011279+0.00016967i,0.00076363+0.00036747i
-0.0024031+0.00095959i,-0.0017369+0.0013058i,-0.00085688+0.0015689i,0.00078523+0.00030914i,0.0020058-0.001243i,0.0019479-0.002347i,0.00091502-0.0021925i,-0.00027409-0.0018177i,-0.00077284-0.0010423i,-0.0010954-0.00039269i,-0.00068106-0.00030327i,-0.00026888-0.00051382i,0.00039654-0.0011906i,0.00040978-0.001352i,-0.00028003-0.00066937i,-0.00013058+5.2599e-05i,0.00054127+0.00069091i,0.00074849+0.0010582i,3.0428e-05+0.00088686i,-0.00052144+0.00034516i,-0.0003931+4.0192e-05i,7.8856e-05-5.1713e-05i,0.00013109+0.00047044i
-0.0024175-0.00046139i,-0.0038877-0.00010901i,-0.0034011+0.0013745i,-0.0012891+0.0018761i,0.00044608+0.00072164i,0.0010245-0.0011747i,0.001035-0.0027581i,6.2008e-06-0.0024244i,-0.00015029-0.0013695i,-0.00083602-0.00059073i,-0.0011494+0.00057385i,-0.0004766+0.0010098i,0.00055468-6.0413e-05i,0.001134-0.00050624i,0.00036014-9.0642e-05i,-0.00054814-0.00020016i,-0.00041691-0.00010334i,-0.00038965+0.00034513i,-0.00068554+0.00019682i,-0.00078543+0.00015507i,-0.00023406+0.00038985i,-2.7735e-05+0.00064196i,-0.00051943+0.0002679i
-0.00019061-0.00030646i,-0.00079792-0.00070111i,-0.00058397-0.00057887i,-0.00064782+5.9909e-05i,-0.00013543-0.000894i,0.00091999-0.0025476i,0.0015463-0.0032226i,6.6177e-05-0.0024835i,-0.0010923-0.0013992i,-8.9881e-05-0.00089725i,0.00083998-0.00033268i,0.00039765+0.00124i,-0.0008461+0.0015706i,-0.00082805+3.1581e-05i,-0.00039034-4.314e-05i,7.0845e-06+0.0013258i,0.00015079+0.00066437i,0.00039363-0.00035479i,0.00025529-0.00078167i,-0.00035098-0.0011067i,-0.00061637-0.00043074i,-0.0011127+0.00013772i,-0.00090955+7.1537e-05i
-0.0016446+0.002339i,-0.00019354+0.0013293i,0.0011917+0.00031077i,0.0026964-0.00057509i,0.0030414-0.0013752i,0.002175-0.002599i,0.0010126-0.0028309i,-0.00020717-0.001697i,-0.00030282-0.00030433i,0.00014566+0.00031697i,-0.00012386+7.1085e-07i,-0.00010105-0.00028983i,6.7967e-05-0.00024457i,0.00021738-0.00014158i,0.00038431-0.00073536i,0.00034735-0.00063982i,-7.0893e-05-0.00012488i,-0.00042682-0.00072214i,-0.00057181-0.00068269i,-0.00087369+0.000763i,-0.00084604+0.0013149i,-0.001061+0.00079797i,-0.0010411-8.0025e-05i
-0.0043069+0.0017519i,-0.0028788+0.0034519i,-0.0013871+0.0047691i,0.00042217+0.0039643i,0.0024512+0.0015997i,0.0030192-0.00097674i,0.0021887-0.0025123i,0.0010854-0.0020985i,0.00033111-0.0006178i,-7.4597e-05-4.5867e-05i,1.2166e-05-0.00015721i,4.2917e-05-0.00013225i,0.0004883-0.00029081i,0.00077529-0.0005871i,0.00063638-0.00077171i,-0.00032564-0.00064996i,-0.0010456-0.00012764i,-0.00025812+0.00066014i,-3.4199e-06+0.00047346i,-0.00017365-0.00032791i,0.00011833-0.0003827i,7.3066e-05+0.00010675i,-0.00057141+0.00026873i
-0.0039136+0.00054108i,-0.004691+0.00061681i,-0.004286+0.0017171i,-0.0011651+0.0016324i,0.0014742+2.333e-05i,0.0023126-0.0027233i,0.0017364-0.0032638i,0.00083332-0.0018962i,0.00010135-0.00099572i,-9.6534e-05-0.00043473i,-6.7899e-05-0.00022106i,0.00043171-0.00057318i,0.00098752-0.00076405i,0.0013199-0.00067462i,0.00074115-0.00049976i,-1.6522e-05-0.00031441i,2.7188e-05-0.00051164i,0.00013468-0.00050764i,0.0004983+0.00045763i,0.00034296+0.0010203i,-0.00070337+6.2039e-07i,-0.0011268-0.00054951i,-0.00018319-0.00068894i
-0.0010405+0.00072313i,0.0002301+0.00054401i,0.0004265+0.00094431i,0.00062936-0.00034487i,0.0016575-0.0018955i,0.0011795-0.0030212i,-0.0004542-0.0032411i,-0.001047-0.0027287i,-0.0012021-0.002117i,-0.00091699-0.00055953i,-0.00023709+0.000463i,-0.0002971+8.7257e-05i,-0.00066553-0.00036848i,-0.0010423-0.0001259i,-0.0010014-0.00071632i,-0.00048385-0.00071849i,0.00061221-0.00042398i,0.00064375-0.00030733i,-0.0001274-0.00026631i,-0.00057166-0.00033743i,-0.00077932+0.00026401i,-0.00032142+0.00084653i,0.00025014+0.00029098i
-0.00066672-0.00061049i,-9.5504e-05+0.00046897i,1.1587e-05+0.0012894i,0.00010335-7.8416e-05i,0.00018999-0.00038125i,-3.9937e-05-0.00027964i,0.00013987-0.0011462i,-0.00037958-0.0013664i,-0.00094516-0.00040683i,-0.0011009+0.00049632i,-0.0011265+0.00050977i,-0.00029898-0.00038696i,8.8419e-05-0.00050054i,-0.00025526+0.0003959i,0.00028563+0.00063718i,0.00037193+0.00084779i,-0.00043355+0.00091511i,-0.0005782+0.00086468i,-0.00031702+0.00070708i,-5.9287e-05+0.00018345i,-0.00017053+0.00014328i,-0.00037973+0.00021476i,0.00051281+0.00039072i
-0.0018313+0.0020006i,-0.0034561+0.0018337i,-0.0025698+0.00091857i,-0.00081822-0.00014123i,0.00080283-0.0016414i,0.0023778-0.0026934i,0.0022198-0.0027961i,0.0011099-0.002164i,0.000561-0.0010764i,-0.00042614-0.00059754i,-0.0015842-0.00076663i,-0.0012024-0.00047099i,-0.00012308-9.8037e-05i,-0.00036873-0.00048804i,-0.0010221-0.00065868i,-0.00037086-0.00017542i,0.00057687-0.0002135i,0.00072362-0.00037283i,0.00027122-6.88e-05i,4.3579e-05+0.0005209i,-4.4553e-05+0.00074297i,-0.00013443+9.3128e-06i,-0.00014557-0.00058114i
-0.00040946-0.00088316i,0.00035381-0.0012069i,0.0013182-0.00090435i,0.00057587-3.8779e-05i,0.00035857-0.00057452i,0.0016257-0.0012254i,0.0015281-0.0017673i,0.0013682-0.0026385i,0.0012321-0.001674i,0.00025642-2.3136e-05i,-0.00068186+0.00046982i,-0.00085095+3.2442e-06i,-0.00019592+0.00014899i,0.00046251+0.00099748i,0.00066732+0.00066042i,-0.00012564-0.00038806i,-0.00038349-0.0010612i,-0.00050438-0.00050814i,-0.0008315-0.00014996i,-0.00081313-1.9045e-05i,-0.00060485+0.00022634i,-0.00060141+0.00023741i,-0.00095465-0.00012968i
-0.0034553+0.00099152i,-0.0026226+0.00087668i,-0.0013744+0.0016307i,5.0573e-05+0.001932i,0.0012309+0.00076045i,0.00211-0.00081489i,0.0015876-0.0023775i,0.00017041-0.0027687i,-0.00078324-0.001675i,-0.00050147-0.00020836i,-0.00071469+0.00052806i,-0.00046355+0.00039067i,0.00018966+0.00010379i,0.00013536+0.00027799i,1.8807e-05+0.00046732i,-9.8084e-05-4.8237e-05i,0.00028546-0.00032074i,0.00023225-9.3962e-05i,-0.00034318-0.00059533i,-0.00067462-0.0012397i,-0.0007134-0.00096502i,-0.0004648-0.00044924i,2.5852e-05-0.00017076i
-0.00092527+0.00013501i,-0.0011471-0.00035549i,-0.0010406-0.00066715i,-0.00019874-0.00072891i,0.00040739-0.001836i,0.00073552-0.0032594i,-0.00028726-0.0026898i,-0.0012462-0.0016092i,-0.00038666-0.00024328i,0.0004109+0.00032561i,0.00048289+0.00024809i,0.00029727+0.00044312i,0.00040252-0.00035137i,0.0010825-0.00049402i,0.00078657+0.00038294i,7.6418e-05+0.0010569i,0.00035709+0.0014549i,0.00052569+0.0016875i,4.0764e-05+0.0015721i,-0.00014463+0.00038734i,8.4645e-05-0.00075272i,0.00027547-0.00080274i,0.00021437-0.00015033i
-0.001724+0.0016812i,-0.00083462+0.0030177i,0.00075777+0.0028828i,0.00078376+0.001392i,0.00062996-0.00056071i,0.0012129-0.0021756i,0.00064424-0.0025101i,-0.00051067-0.002181i,-5.0104e-05-0.00041114i,0.00056405+0.00028335i,-0.00031243-0.00022785i,-0.00023999-0.00018208i,0.00025796-0.00013392i,2.2261e-05-0.00054192i,0.00053895-0.00018043i,0.00065939+0.00028761i,-4.1527e-05+0.00025347i,0.00016673+0.00025065i,0.00081491+7.8308e-05i,0.00071599+0.00053347i,0.00030397+0.00093293i,0.00041661+0.00065187i,0.00032966+0.00062913i
-0.002094+0.0017544i,-0.001241+0.0017865i,2.4487e-05+0.0022627i,0.0013731+0.0012105i,0.0017006-0.00029468i,0.00093321-0.0019282i,0.00023545-0.0033257i,-0.0002142-0.002216i,-0.00030787-0.00044364i,0.000239-0.00076615i,-0.00063392-0.00049393i,-0.0010347+0.0003838i,-0.00047427-4.656e-05i,0.00022568-0.00081295i,0.00053191-0.00071352i,0.00015012-0.00047936i,6.9211e-05+0.00043i,-0.00025916+0.00018759i,-0.00085069-0.00046825i,-0.001001+9.9263e-05i,0.00025132+0.00047704i,0.0012292+0.00026415i,0.0011738-5.701e-05i
