-0.006809+0.00075237i,-0.0061676+0.00088556i,-0.0073318+0.00354i,-0.0060987+0.0044374i,-0.0032541+0.0046309i,-0.0011035+0.0032136i,0.00017194+0.0023117i,0.00012091+0.0028377i,0.00055894+0.0020124i,0.0016562+0.0019449i,0.0016239+0.0019542i,0.0016684+0.00022873i,0.00049521-0.0012535i,-0.00055368-0.0017946i,-0.00097879-0.00098237i,-0.0020369-0.00075571i,-0.0020644-0.00085327i,-0.0012276+1.3883e-05i,-0.00084796+0.00088171i,-0.00075165+0.00087075i,-0.0011242+0.00048341i,-0.001657+0.00042327i,-0.0011433+0.00041219i
-0.0075222+0.0016438i,-0.013839+0.012287i,-0.018868+0.024581i,-0.0092141+0.01572i,0.0098562-0.03381i,0.023531-0.081737i,0.030465-0.072792i,0.026759-0.027364i,0.013862+0.0018417i,0.004337+0.0049038i,0.0053448+0.0016798i,0.011497-0.0019929i,0.014838-0.0080735i,0.012601-0.015611i,0.0064602-0.024711i,-0.0038908-0.033383i,-0.017852-0.039908i,-0.026054-0.038477i,-0.020925-0.023686i,-0.0081071-0.0069355i,0.00037471-0.0034504i,-0.0001261-0.010863i,-0.0029613-0.016775i
0.007037-0.0022102i,0.017126-0.0078362i,0.024732-0.016242i,0.0063122-0.016718i,-0.04957+0.0033185i,-0.10188+0.027155i,-0.099464+0.020674i,-0.052589-0.002232i,-0.012369-0.011593i,0.0014761-0.01142i,0.00053584-0.015262i,-0.006784-0.01682i,-0.01614-0.011192i,-0.0222-0.0025002i,-0.026196+0.0050056i,-0.030013+0.014422i,-0.03263+0.027908i,-0.029125+0.034243i,-0.016256+0.02422i,-0.0048743+0.0074292i,-0.0043527-0.0015131i,-0.01171+0.00033388i,-0.018299+0.0054624i
-0.0053062-0.0018956i,-0.017027-0.0012943i,-0.026808+0.0048361i,-0.015382+0.023719i,0.02823+0.051592i,0.071455+0.072886i,0.065407+0.069896i,0.024584+0.043278i,0.0016064+0.021902i,0.0019882+0.018389i,0.00225+0.023157i,-0.00080012+0.025743i,0.00098877+0.025813i,0.0058528+0.026355i,0.012652+0.026998i,0.024203+0.025773i,0.035844+0.022152i,0.038348+0.016734i,0.026477+0.010609i,0.0091732+0.0062185i,0.0014649+0.0066974i,0.0070838+0.01187i,0.014997+0.015547i
0.0099218+0.0043005i,0.01962+0.0081198i,0.035118+0.0041406i,0.044564-0.020485i,0.043205-0.064565i,0.0426-0.1002i,0.044939-0.086351i,0.036822-0.037653i,0.017687-0.0083871i,0.0030804-0.0048633i,0.0041441-0.0069146i,0.012771-0.0099109i,0.016685-0.014051i,0.016055-0.018208i,0.012963-0.024084i,0.0070251-0.032572i,-0.00062989-0.039253i,-0.0054412-0.037626i,-0.0046268-0.02302i,-0.00055699-0.0045297i,0.0035836+0.001086i,0.0070035-0.0073899i,0.008142-0.017578i
0.00011627-0.0040072i,-0.0082375-0.013083i,-0.024295-0.023236i,-0.053314-0.020317i,-0.091503+0.0025543i,-0.12064+0.022711i,-0.10574+0.014457i,-0.054898-0.0067292i,-0.016716-0.010641i,-0.0060735-0.0060959i,-0.010794-0.0092017i,-0.018756-0.011105i,-0.022928-0.0061426i,-0.024335-0.0015469i,-0.025931+0.0006855i,-0.029402+0.006299i,-0.033543+0.013894i,-0.032278+0.016093i,-0.021207+0.0097782i,-0.0079265+0.00076083i,-0.004342-0.0045447i,-0.012862-0.0051325i,-0.023225-0.0027322i
-0.0010627+0.004767i,0.0026683+0.017477i,0.010255+0.036436i,0.028871+0.058563i,0.058715+0.077296i,0.076699+0.083075i,0.054551+0.068657i,0.017253+0.042986i,0.0047429+0.021293i,0.010762+0.0126i,0.013686+0.017329i,0.011033+0.024168i,0.0072094+0.025177i,0.0050055+0.024964i,0.0070842+0.02672i,0.015377+0.028123i,0.025297+0.028191i,0.02649+0.024993i,0.016873+0.016404i,0.0051983+0.0071291i,-0.00057925+0.0051087i,0.0019305+0.012884i,0.0079849+0.021812i
0.0075013-0.0055334i,0.011535-0.018494i,0.016389-0.041188i,0.023046-0.069675i,0.027898-0.10004i,0.030583-0.10722i,0.036713-0.070751i,0.034454-0.024999i,0.014972-0.0051651i,-0.0011775-0.0038001i,0.0015735-0.0065087i,0.010189-0.010898i,0.014212-0.014016i,0.015512-0.015891i,0.01557-0.019158i,0.012937-0.024762i,0.0088267-0.030376i,0.008126-0.028974i,0.0091323-0.015985i,0.0076747-0.0014216i,0.0074003+0.0039101i,0.01153-0.0016191i,0.01646-0.010693i
-0.0036822+0.0025122i,-0.013266+0.011959i,-0.031076+0.025648i,-0.059879+0.035256i,-0.093615+0.041761i,-0.10561+0.040789i,-0.077538+0.016044i,-0.036133-0.010389i,-0.011613-0.011227i,-0.0065299-0.0028638i,-0.013803-0.002504i,-0.021109-0.0034959i,-0.020832-0.0029676i,-0.018509-0.0036856i,-0.018987-0.0041122i,-0.02301-0.00087213i,-0.028813+0.0028386i,-0.029988+0.0021034i,-0.021566-0.0010739i,-0.0089128-0.0019023i,-0.0035106-0.0035057i,-0.0094998-0.0081309i,-0.018328-0.010703i
0.0072469+0.0019142i,0.021805-0.0011529i,0.044313-0.00011347i,0.065487+0.01648i,0.080935+0.045331i,0.079419+0.058659i,0.043265+0.047476i,0.0045554+0.030762i,-0.00074035+0.015202i,0.0087795+0.0046783i,0.013016+0.0066462i,0.011971+0.012601i,0.0075273+0.016505i,0.0028038+0.019057i,0.0014768+0.020613i,0.0051528+0.022738i,0.010168+0.026111i,0.010382+0.025679i,0.0060394+0.017355i,0.00098515+0.0061666i,-0.002187+0.0017091i,-0.0026851+0.0089526i,-0.0024681+0.018557i
-0.01214-0.0025465i,-0.024235-0.0069906i,-0.037704-0.016338i,-0.030386-0.041298i,-0.0035778-0.077466i,0.015283-0.088095i,0.026786-0.052568i,0.031431-0.011315i,0.016996+0.0020116i,0.0027173+0.0017331i,0.0051561-0.0028823i,0.011248-0.0090708i,0.012721-0.0099276i,0.012818-0.0087929i,0.012056-0.0093944i,0.0098964-0.011518i,0.010806-0.014715i,0.014433-0.014114i,0.013269-0.0073503i,0.0082768+0.000139i,0.005584+0.0032483i,0.0090411+0.001029i,0.015554-0.0025236i
0.009562+0.0094404i,0.01971+0.020325i,0.025755+0.031179i,-0.0022419+0.038287i,-0.054245+0.04503i,-0.074212+0.04105i,-0.049651+0.011409i,-0.021185-0.014829i,-0.007208-0.0095833i,-0.0038327+0.0028455i,-0.010677+0.0043442i,-0.018443+0.0027947i,-0.018562+0.00010464i,-0.014803-0.0049277i,-0.011698-0.0073229i,-0.011502-0.0060604i,-0.014833-0.0067828i,-0.017473-0.0083036i,-0.013085-0.0051402i,-0.0039931-0.00061302i,0.0011452-0.00091086i,-0.0011027-0.0069115i,-0.005652-0.01431i
-0.0029175-0.011356i,-0.0041134-0.026733i,-0.0037276-0.035479i,0.019406-0.013512i,0.061525+0.022091i,0.066126+0.03264i,0.021927+0.02668i,-0.0089501+0.020905i,-0.0067484+0.0096333i,0.00041236-0.00090663i,0.0039531+0.00015674i,0.0062874+0.0061635i,0.0044833+0.009106i,0.00034497+0.010415i,-0.0029627+0.011522i,-0.0041393+0.012629i,-0.0038453+0.017215i,-0.003892+0.020695i,-0.0039302+0.015316i,-0.0033721+0.0062058i,-0.0037259+0.0020638i,-0.0062487+0.0038765i,-0.010141+0.0081901i
-0.004163+0.011802i,-0.0099758+0.027088i,-0.0099417+0.033426i,-0.0058711-0.0034698i,-0.0107-0.063671i,-0.0076411-0.071251i,0.016134-0.026678i,0.02776+0.00086999i,0.015715+0.0033178i,0.0063433+0.0014632i,0.0088892-0.0040641i,0.010983-0.0093345i,0.010124-0.0082087i,0.011076-0.0024101i,0.010649+0.0020541i,0.0092465+0.0021747i,0.012555+0.00085314i,0.017183+5.7626e-05i,0.014976+0.00027697i,0.0072708+6.1652e-05i,0.002067+0.00087136i,0.0029347+0.003437i,0.0081786+0.0074721i
0.008474-0.0045618i,0.024329-0.014658i,0.025624-0.02246i,-0.0073971-5.0869e-05i,-0.046931+0.045509i,-0.048179+0.049452i,-0.022513+0.0075191i,-0.0052549-0.015237i,0.0030083-0.0059869i,0.006367+0.004433i,-0.00059477+0.0071064i,-0.010258+0.0073414i,-0.012149+0.0041172i,-0.0090905-0.0023109i,-0.0058827-0.0072494i,-0.0038768-0.0091706i,-0.005155-0.012704i,-0.0081246-0.015327i,-0.006584-0.010242i,-0.0016922-0.00248i,0.0012328+0.00095184i,0.0024669-0.0028834i,0.0036259-0.01021i
-0.0092916+0.0028107i,-0.026871+0.0035278i,-0.031648+0.013174i,0.0080577+0.02414i,0.061956+0.020361i,0.058638+0.010739i,0.010468+0.011772i,-0.013452+0.014055i,-0.0090722+0.0056266i,-0.0050718-0.00098511i,-0.0034032+0.0012954i,-0.00079287+0.0049105i,-0.00068986+0.00556i,-0.0042987+0.0051025i,-0.0090051+0.0040614i,-0.011971+0.0040638i,-0.013215+0.0084264i,-0.0132+0.01248i,-0.0091715+0.011621i,-0.0030135+0.0073946i,0.00035018+0.0034353i,-0.0032735+0.00059295i,-0.011296-0.0020267i
0.010158+0.0063536i,0.027794+0.015841i,0.041496+0.0083726i,0.022624-0.030102i,-0.01659-0.065399i,-0.025726-0.053341i,-0.0014687-0.012878i,0.013494+0.0057233i,0.0060158+0.0032644i,-4.4655e-05-0.00010892i,0.0042775-0.0056309i,0.0077562-0.011207i,0.0068929-0.0083324i,0.0076448+0.001559i,0.0099137+0.0097628i,0.01037+0.012328i,0.012837+0.010981i,0.015277+0.0083392i,0.011708+0.0048679i,0.005005+0.0010493i,-0.00042923-2.2667e-05i,-0.0017544+0.0054909i,-1.9652e-05+0.01408i
-0.0061888-0.012085i,-0.016467-0.030155i,-0.035992-0.034009i,-0.051796+0.0075048i,-0.047844+0.061206i,-0.023716+0.060993i,-9.9665e-05+0.017411i,0.0083679-0.0074187i,0.011077-0.0033959i,0.012868+0.0029037i,0.006871+0.0051282i,-0.0013236+0.0076042i,-0.0029727+0.0068334i,-0.0012886+8.1185e-05i,6.5034e-05-0.0065891i,0.0015091-0.010202i,0.00036391-0.014078i,-0.0027852-0.015536i,-0.0036439-0.011007i,-0.0024977-0.0048086i,0.00014487-0.0010579i,0.0052077-0.001421i,0.011953-0.00492i
-0.0031301+0.012069i,-0.0032614+0.033769i,0.011782+0.053888i,0.051827+0.041135i,0.083878+0.0018538i,0.059864-0.018843i,0.0089565-0.011539i,-0.012142-0.0020195i,-0.010544+0.00039817i,-0.0088953+0.0020589i,-0.0069778+0.0058277i,-0.002772+0.007053i,-0.0010894+0.0037919i,-0.0049063+0.00054648i,-0.010469-0.001558i,-0.016098-0.00047286i,-0.019883+0.0064405i,-0.017984+0.010445i,-0.0098595+0.0083475i,-0.0012303+0.0059254i,0.0024144+0.0028123i,-0.00057677-0.0029774i,-0.0073963-0.0098257i
0.012749-0.0096517i,0.027992-0.028735i,0.029538-0.061249i,-0.0097375-0.084395i,-0.061794-0.077769i,-0.059955-0.03809i,-0.021298+0.0017961i,-0.0024065+0.013906i,-0.0028873+0.01033i,-0.0051601+0.0049984i,-0.0035213-0.0024926i,-0.0027109-0.0088599i,-0.0024561-0.0066031i,0.0020552+0.0018947i,0.0074223+0.0088994i,0.010556+0.0124i,0.012939+0.012233i,0.012822+0.010271i,0.0085412+0.0067021i,0.0037126+0.0016195i,0.0019081-0.00087666i,-0.00029453+0.002174i,-0.0046811+0.0092155i
-0.011358+0.002695i,-0.033795+0.0096707i,-0.057727+0.033761i,-0.050706+0.076359i,-0.012837+0.10479i,0.017091+0.075186i,0.025371+0.020568i,0.023044-0.0048807i,0.018913-0.0071263i,0.016635-0.0056638i,0.012372-0.0028841i,0.0064729+0.002951i,0.0041181+0.005349i,0.0038255+0.0015157i,0.0031391-0.0037344i,0.0034658-0.0087719i,0.0032594-0.013271i,0.0020964-0.013303i,0.00041154-0.0078028i,-0.002622-0.0029986i,-0.0036071-0.0011363i,0.002235+0.0005029i,0.010696+0.0011446i
0.01197+0.0058338i,0.035806+0.014325i,0.073258+0.01307i,0.099535-0.020881i,0.089218-0.063344i,0.043975-0.065196i,-0.00082524-0.039343i,-0.015177-0.016994i,-0.0098722-0.00406i,-0.0058372+0.0019693i,-0.0032407+0.0054536i,0.0011632+0.0060638i,0.00048313+0.0029615i,-0.0047873-0.0002807i,-0.010141-0.0010503i,-0.014656+0.0008194i,-0.016022+0.0040196i,-0.01309+0.0051098i,-0.005956+0.0036042i,6.0734e-05+0.0040951i,0.0015868+0.0051654i,0.0007862+0.00103i,-0.00196-0.0069677i
-0.0047838-0.007905i,-0.018353-0.028957i,-0.049942-0.053381i,-0.092129-0.051897i,-0.111-0.021476i,-0.084737+0.008417i,-0.041223+0.026571i,-0.013344+0.027043i,-0.0048816+0.016705i,-0.0043148+0.010759i,-0.0044408+0.0041552i,-0.0078595-0.0035456i,-0.0092845-0.0023502i,-0.0041557+0.0042322i,0.0014186+0.0076886i,0.0046118+0.0089959i,0.0061861+0.0097517i,0.0053217+0.010356i,0.0034161+0.0082594i,0.0044327+0.0030672i,0.0056108-0.00071549i,0.0014759-0.00050675i,-0.0051948+0.0025166i
-0.0013775+0.010775i,-0.0017329+0.036607i,0.0080125+0.077043i,0.038094+0.10614i,0.067085+0.099643i,0.068623+0.063933i,0.055298+0.021136i,0.035284-0.0047164i,0.018183-0.0093783i,0.012841-0.0090948i,0.0098531-0.0075069i,0.0064638-0.0010738i,0.0061456+0.0030069i,0.0056444+0.0010168i,0.0036207-0.0029408i,0.0030736-0.0063429i,0.0041632-0.0087971i,0.0049753-0.0082441i,0.0034963-0.0048318i,-0.0011696-0.0025627i,-0.004184-0.0023532i,-0.0019818+0.0001868i,0.0025065+0.0052092i
0.0065786-0.0088121i,0.023326-0.028491i,0.041213-0.064833i,0.04134-0.10294i,0.024215-0.11442i,0.0022415-0.093257i,-0.018777-0.057228i,-0.02124-0.023514i,-0.009137-0.005246i,-0.0034149-0.00030143i,-0.0015035+0.0028124i,0.0033335+0.0017924i,0.0040642-0.0024584i,-0.00033392-0.0043076i,-0.0042446-0.0034248i,-0.0066784-0.00039308i,-0.0085873+0.0015525i,-0.0072904+0.00050664i,-0.0036281+0.00011019i,-0.001954+0.0034892i,-0.0020876+0.0071411i,0.00019552+0.0057038i,0.004044+0.00041588i
-0.012304+0.0035565i,-0.036921+0.009419i,-0.07539+0.026075i,-0.10279+0.051139i,-0.10279+0.063713i,-0.077315+0.062664i,-0.037881+0.056099i,-0.0095087+0.037067i,-0.0020939+0.017334i,-0.0016353+0.011877i,-0.0015349+0.0088165i,-0.0058365+0.003919i,-0.0091738+0.0038226i,-0.007154+0.0050013i,-0.0029066+0.0053934i,-9.9449e-05+0.0069331i,0.00024473+0.0089183i,-0.001345+0.010727i,-0.0012728+0.0091423i,0.002418+0.0040667i,0.0065344-0.0010658i,0.0050363-0.0035272i,-0.0017967-0.00352i
0.010029+0.0074147i,0.035496+0.018013i,0.076431+0.029811i,0.11138+0.032304i,0.11807+0.031002i,0.10039+0.021091i,0.070363-0.0013839i,0.036267-0.012147i,0.013955-0.0072752i,0.0079772-0.0054963i,0.005317-0.0065618i,0.003451-0.0024702i,0.0035545+0.0018976i,0.0035279+0.0021407i,0.0025881+8.3167e-05i,0.0013974-0.0024044i,0.0026339-0.0042212i,0.0055927-0.0033661i,0.005424-0.0013041i,0.0019306-0.0019129i,-0.0025916-0.0037412i,-0.004809-0.0013138i,-0.0040887+0.0043103i
-0.0077281-0.011106i,-0.01939-0.033322i,-0.041311-0.065747i,-0.058663-0.090166i,-0.056747-0.098039i,-0.045882-0.085458i,-0.039625-0.052497i,-0.024758-0.020242i,-0.0065917-0.0061149i,-0.0015859-0.0019349i,-0.00052984+0.0018765i,0.0029086-1.9326e-05i,0.003699-0.0041721i,0.0020964-0.0046198i,0.00089061-0.0038324i,-0.0013589-0.0031932i,-0.0046656-0.0036857i,-0.0058483-0.0046386i,-0.0042147-0.002965i,-0.0027983+0.0017463i,-0.0013482+0.0063974i,0.0024781+0.0066455i,0.0067994+0.0038714i
-0.0016113+0.0096131i,-0.0051733+0.035472i,-0.011225+0.072744i,-0.019134+0.099137i,-0.033491+0.10209i,-0.038752+0.08707i,-0.021266+0.062066i,-0.0053702+0.031262i,-0.0046763+0.012307i,-0.0030931+0.010553i,-0.0010844+0.008427i,-0.0043718+0.0042097i,-0.0071576+0.0035551i,-0.0068875+0.0039795i,-0.0048777+0.0047505i,-0.0025054+0.0061898i,-0.0026699+0.0089958i,-0.004248+0.011333i,-0.0027804+0.0098842i,0.0014533+0.0056973i,0.0045947+0.0012333i,0.0032734-0.0028139i,-0.00057366-0.0062227i
0.0068306-0.008994i,0.024662-0.026634i,0.049979-0.049138i,0.070575-0.057293i,0.083579-0.040388i,0.083611-0.01967i,0.060001-0.015234i,0.026945-0.0084763i,0.010702+0.00096296i,0.0067974-0.0016437i,0.002811-0.0051072i,0.001134-0.00095894i,0.0022575+0.0038792i,0.0039489+0.004259i,0.0045841+0.0014302i,0.0035734-0.0004667i,0.0050947-0.00069978i,0.0077089-0.00040906i,0.0063363-0.00058458i,0.0028255-0.0024592i,-0.0010001-0.0045847i,-0.0046087-0.0027251i,-0.0065553+0.0022369i
-0.010206+0.0036977i,-0.033885+0.0077713i,-0.066003+0.010935i,-0.082109+0.00031541i,-0.073944-0.027286i,-0.059116-0.04775i,-0.042722-0.035717i,-0.016796-0.014531i,-0.00024684-0.0086614i,-3.6818e-05-0.0052266i,0.00083072-0.00061806i,0.0037953-0.0023109i,0.0027853-0.0049802i,0.00072674-0.0050421i,0.00022794-0.0053256i,-0.00098722-0.0060803i,-0.0046429-0.0068261i,-0.0065044-0.0072025i,-0.0049168-0.0046793i,-0.0040364-0.00031219i,-0.0024051+0.0028427i,0.0020504+0.0045934i,0.0059385+0.0048275i
0.011107+5.8873e-05i,0.031256+0.0099337i,0.05503+0.02558i,0.054833+0.041999i,0.021629+0.057776i,-0.0090361+0.066074i,-0.01044+0.049733i,-0.0080696+0.021022i,-0.010786+0.0091752i,-0.0056848+0.0094352i,-0.00070589+0.0062846i,-0.0023109+0.0032167i,-0.0052062+0.0025864i,-0.0072463+0.0038129i,-0.0075012+0.0058039i,-0.0054593+0.0067018i,-0.0044808+0.0085958i,-0.0056727+0.0097262i,-0.0033839+0.0084863i,0.0013539+0.0056821i,0.0036148+0.0032426i,0.0039606+0.00031899i,0.0036622-0.0040177i
-0.0076779-0.0061855i,-0.017123-0.025177i,-0.026737-0.048291i,-0.016801-0.054901i,0.021007-0.038363i,0.051867-0.020357i,0.043101-0.0091109i,0.021817+0.0036686i,0.014351+0.0087322i,0.0094017+0.0018503i,0.0029802-0.0011623i,0.0016833+0.0018666i,0.0044426+0.0039813i,0.0071073+0.0034627i,0.0060835+0.0015739i,0.0046374+0.00094034i,0.0065966+0.00079055i,0.007761+7.2821e-06i,0.0054483-0.00068806i,0.0025795-0.0013713i,0.00039746-0.0022188i,-0.0018068-0.0019799i,-0.0048586-0.00030335i
-0.00070562+0.0085854i,-0.0021696+0.02985i,-0.0077308+0.054246i,-0.015587+0.049847i,-0.028368+0.0073175i,-0.037067-0.027501i,-0.024203-0.026669i,-0.0030588-0.018359i,0.0025036-0.014421i,-0.0010051-0.0057261i,0.0004234-0.00063292i,0.0028887-0.0031199i,0.0021434-0.0050443i,0.00016077-0.0046928i,-0.00082529-0.0046627i,-0.0014671-0.0056078i,-0.0042956-0.0056947i,-0.0052108-0.0045837i,-0.0029574-0.0023619i,-0.0011654-0.00072085i,-0.0011058+0.00012333i,-0.0010749+0.0014373i,0.00027351+0.0031443i
0.0018113-0.0074914i,0.015266-0.022689i,0.030878-0.038474i,0.029073-0.030116i,0.0063655+0.011292i,-0.010249+0.043824i,-0.014843+0.034722i,-0.019061+0.015528i,-0.015837+0.011136i,-0.0043681+0.0099207i,0.00010692+0.0060881i,-0.0040974+0.0037573i,-0.0081299+0.0030573i,-0.0092012+0.0043639i,-0.008472+0.006326i,-0.0067151+0.0068216i,-0.0058584+0.0078755i,-0.0064105+0.0085523i,-0.0047689+0.0068507i,-0.0017705+0.0051172i,0.00026179+0.0040934i,0.0021555+0.0028785i,0.0034177+0.00084291i
-0.0035346+0.0036237i,-0.020929+0.0081097i,-0.041312+0.014049i,-0.033996+0.015975i,0.0092008+0.0061892i,0.042967-0.0032561i,0.038989+0.0027464i,0.025324+0.012265i,0.018098+0.0085962i,0.008447+5.8043e-05i,0.00092037-0.00040507i,0.0023271+0.0030472i,0.0063654+0.0031622i,0.0084099+0.00014705i,0.0074819-0.00063847i,0.0055808+0.00025864i,0.006514-0.00071845i,0.0065271-0.0012509i,0.0040898-0.00010798i,0.0024298+0.0013231i,0.0014082+0.00089374i,7.1597e-05-0.00041947i,-0.0014642-0.0019141i
0.0089636+0.0024363i,0.027889+0.0069659i,0.050426+0.010605i,0.047014-0.0019897i,0.0083656-0.028214i,-0.021655-0.043746i,-0.014809-0.040149i,0.0001136-0.030576i,-0.00014527-0.018872i,-0.0018926-0.006447i,0.001499-0.0025056i,0.002237-0.0052906i,-0.0004369-0.0061989i,-0.0023817-0.0033537i,-0.0019663-0.0023983i,-0.0018071-0.0040024i,-0.0025552-0.0046207i,-0.0024025-0.0038914i,-0.0009887-0.0021857i,0.00011084-0.0016043i,5.0754e-05-0.0019374i,-0.00077893-0.00057656i,-0.0021407+0.0013871i
-0.0060998-0.0056297i,-0.016525-0.019218i,-0.035726-0.033577i,-0.048378-0.020836i,-0.042097+0.02231i,-0.032499+0.049315i,-0.03091+0.0391i,-0.028315+0.023581i,-0.01605+0.016982i,-0.0026393+0.0099023i,0.00041177+0.0049154i,-0.0027519+0.0042417i,-0.0049833+0.0048202i,-0.0051626+0.0066698i,-0.0052665+0.0075828i,-0.006048+0.0069417i,-0.0069578+0.0078835i,-0.0069112+0.0082599i,-0.0045892+0.0053569i,-0.0025987+0.0025925i,-0.0015564+0.0020745i,0.00073797+0.0024436i,0.0024709+0.0024594i
0.002723+0.0037257i,0.0049476+0.021203i,0.011673+0.045184i,0.031057+0.048691i,0.05653+0.021692i,0.065358+0.0017079i,0.053329+0.0070072i,0.037305+0.012746i,0.02101+0.006181i,0.0061342+0.00025222i,0.00086643+0.00050316i,0.0022811+0.0014883i,0.0051542+1.3558e-05i,0.0066739-0.0034998i,0.0065569-0.0045779i,0.0069522-0.0028532i,0.0072148-0.0013473i,0.0058299-0.0003086i,0.0029212+0.00092495i,0.0013852+0.0031602i,0.0017787+0.0036405i,0.0023772+0.00069881i,0.0016005-0.0027962i
0.001338-0.0043702i,0.011315-0.020547i,0.019068-0.046416i,0.005073-0.067056i,-0.028547-0.068554i,-0.04312-0.059015i,-0.026782-0.050531i,-0.010686-0.039867i,-0.005647-0.021077i,-0.0012583-0.0060032i,0.0027584-0.0042438i,0.0017166-0.0055543i,-0.0021623-0.0032973i,-0.0042254-0.0011253i,-0.0041248-0.0017123i,-0.0040966-0.0041295i,-0.0034311-0.0058127i,-0.0020946-0.0053165i,-0.0007053-0.0029555i,0.00035987-0.0017067i,0.00046285-0.0024005i,-0.00083625-0.0024243i,-0.0031005-0.00090833i
-0.0058547+0.0053018i,-0.021563+0.014246i,-0.043436+0.031701i,-0.050035+0.057297i,-0.033754+0.078517i,-0.021951+0.078599i,-0.025672+0.058295i,-0.023339+0.036739i,-0.010682+0.019904i,-0.0012629+0.0074277i,0.0013353+0.0043523i,0.00077363+0.0065303i,-0.0010284+0.007606i,-0.0019255+0.0079756i,-0.0027055+0.0084358i,-0.0044293+0.0095319i,-0.005909+0.010156i,-0.0054752+0.0087189i,-0.0037537+0.0046108i,-0.0031956+0.00034602i,-0.002894-0.00065721i,-0.0012523+0.00043956i,0.00069925+0.0022379i
0.005916+0.00026518i,0.02448+0.0032511i,0.05619+0.0021048i,0.082823-0.01179i,0.089035-0.032484i,0.079927-0.033385i,0.064319-0.012956i,0.044701+0.0004887i,0.022771+0.0021002i,0.006501+0.0031389i,0.00069608+0.0037492i,0.00067288+0.0018016i,0.0013335-0.0018475i,0.0012296-0.0053631i,0.0020065-0.0056625i,0.0044996-0.0035834i,0.0069099-0.0019565i,0.0070147-0.00025758i,0.0047871+0.0016123i,0.0029469+0.0037951i,0.0032072+0.0044234i,0.0042661+0.0023533i,0.0040128-0.00076673i
-0.003713-0.004778i,-0.018181-0.017532i,-0.044279-0.037669i,-0.075282-0.046884i,-0.092597-0.039594i,-0.080442-0.036791i,-0.051115-0.040166i,-0.027454-0.032552i,-0.011759-0.015968i,-0.0016559-0.0050842i,0.0008311-0.0042604i,-0.00069513-0.0037943i,-0.0025722-0.00063818i,-0.0031738+0.0018332i,-0.0033854+0.00058063i,-0.0058508-0.0032807i,-0.0064473-0.0060321i,-0.0044005-0.0056727i,-0.0020306-0.0027932i,0.00034155-0.0017105i,0.0008668-0.0025423i,-0.00074109-0.0023623i,-0.0025624-0.0020475i
-0.0012799+0.0091133i,0.0031774+0.027819i,0.011959+0.060976i,0.026497+0.090332i,0.037968+0.098483i,0.025187+0.087167i,0.00025392+0.065398i,-0.0085196+0.040736i,-0.0046643+0.018286i,-0.00049104+0.0046967i,0.0017886+0.0017817i,0.002686+0.0018987i,0.0031909+0.0020255i,0.0024198+0.0028899i,0.00085858+0.0043828i,-0.00059513+0.0071474i,-0.00278+0.0098978i,-0.0039692+0.010135i,-0.0037554+0.0066352i,-0.0035965+0.0023903i,-0.0036501+0.0010876i,-0.0032326+0.00097961i,-0.0020873+0.0017165i
0.0017968-0.0070318i,0.0093719-0.02495i,0.025043-0.056929i,0.037587-0.087485i,0.041256-0.095937i,0.04645-0.071564i,0.049069-0.036964i,0.03762-0.015006i,0.019292-0.0023979i,0.0067429+0.0054389i,0.0021525+0.0069462i,0.00043786+0.0043705i,-0.001337+0.00082991i,-0.0017003-0.0025602i,0.0010194-0.0039639i,0.0055762-0.0045079i,0.00804-0.0039026i,0.0069361-0.0021261i,0.0038253-0.00011836i,0.0021405+0.0022677i,0.0027011+0.0031788i,0.0041725+0.0024478i,0.0038784+0.00038608i
-0.0073531+0.003188i,-0.023465+0.012198i,-0.054265+0.026173i,-0.085414+0.039719i,-0.096526+0.038096i,-0.083476+0.013678i,-0.057627-0.011456i,-0.032693-0.016805i,-0.012598-0.010204i,-0.0014239-0.0045166i,-0.00061711-0.0030155i,-0.0031413-0.0022877i,-0.003204+0.00044129i,-0.0029248+0.0024189i,-0.0046124+0.00029946i,-0.007236-0.0022677i,-0.0086396-0.0034028i,-0.006607-0.0034462i,-0.002816-0.0016824i,0.0003579+0.00011073i,0.0016692-0.0004253i,0.00095387-0.0018224i,0.00027047-0.0018953i
0.0084207+0.003369i,0.026439+0.0057187i,0.059988+0.014785i,0.090756+0.027319i,0.091409+0.039323i,0.060064+0.050578i,0.024739+0.051029i,0.0052179+0.036271i,-0.0025963+0.017292i,-0.004261+0.0048895i,-0.0015143+0.00077768i,0.0018112+0.00021923i,0.0027037-0.00036938i,0.0021722+0.00022696i,0.0013628+0.0038808i,0.00014203+0.0072135i,-0.0010105+0.0093515i,-0.00084406+0.0095948i,-0.00053106+0.0065807i,-0.0013853+0.0030607i,-0.0028966+0.0020399i,-0.0034927+0.003231i,-0.0021391+0.0032186i
-0.0058708-0.0064113i,-0.01682-0.019154i,-0.036026-0.04654i,-0.048301-0.075625i,-0.038024-0.084782i,-0.0065665-0.070837i,0.019764-0.046894i,0.023191-0.024099i,0.015252-0.0063742i,0.0091874+0.0025271i,0.0060789+0.0046674i,0.0023518+0.0038432i,-0.00027133+0.002297i,-0.00014906+0.00046082i,0.0016621-0.0017671i,0.0041833-0.0041461i,0.0058942-0.0054974i,0.0058067-0.0038865i,0.0038366-0.0018383i,0.00174-0.0003678i,0.0017313+0.00033145i,0.0028203-7.0619e-05i,0.0014686-0.0001929i
