-0.006809+0.00075237i,-0.0061676+0.00088556i,-0.0073318+0.00354i,-0.0060987+0.0044374i,-0.0032541+0.0046309i,-0.0011035+0.0032136i,0.00017194+0.0023117i,0.00012091+0.0028377i,0.00055894+0.0020124i,0.0016562+0.0019449i,0.0016239+0.0019542i,0.0016684+0.00022873i,0.00049521-0.0012535i,-0.00055368-0.0017946i,-0.00097879-0.00098237i,-0.0020369-0.00075571i,-0.0020644-0.00085327i,-0.0012276+1.3883e-05i,-0.00084796+0.00088171i,-0.00075165+0.00087075i,-0.0011242+0.00048341i,-0.001657+0.00042327i,-0.0011433+0.00041219i
-0.00011254+1.1352e-05i,-0.0011931-0.00076783i,-0.0018529-0.0020607i,-0.0019929-0.0011972i,-0.0022212-5.5674e-05i,-0.0022088+0.00059348i,-0.001468+0.00095785i,-0.00070854+0.0011952i,-0.0010852+0.0010681i,-0.0019867+0.00078165i,-0.0017114+3.2338e-05i,-0.0014697-0.00020099i,-0.001111-0.00030046i,-5.2755e-06+0.00033661i,0.00026516+0.00091084i,-0.00047448+5.0986e-05i,-0.00092778-0.0010272i,-0.0010623-0.0013378i,-0.0015161-0.00046446i,-0.0011481+0.00070212i,-0.00017698+0.00081618i,-0.00031162-0.00016997i,-0.00054269-0.00021919i
0.00033691+0.00088574i,-6.9246e-06+0.00042957i,0.00063344-0.00032648i,0.0012278-0.00010539i,0.00061267-7.0364e-05i,-0.00070959-0.00017429i,-0.00090986-2.2449e-05i,-6.4222e-05+0.00014584i,-1.3895e-05+0.00070754i,-0.00119+0.0010152i,-0.0018085+0.00080618i,-0.0014034+0.00060724i,-0.0010776+0.00025791i,-0.00090118-0.00026186i,-0.00065246+0.00015052i,-0.00044955+3.1881e-05i,-0.00021628-0.00029877i,-0.00066165+0.0002045i,-0.00077334+0.00022285i,-0.0001753+0.00015923i,-0.00017417-4.333e-05i,-0.00024436-0.00010011i,-0.00023469-0.00018936i
0.00042743-0.00078603i,0.0010065-0.0018756i,0.00039763-0.0016321i,-0.00024454-0.00055349i,-0.00013497+0.00029781i,-0.00021558+0.00012029i,-0.00021578+0.00038722i,-0.00021914+0.0010294i,-0.00040394+0.00079906i,-0.00026619+0.00070376i,0.00061823+0.00036218i,0.00067341+0.00060176i,-0.00049876+0.0001464i,-0.0010898-0.00078947i,-0.0010939-0.00061237i,-0.00052605-0.0004392i,-0.00017487-0.00073156i,-0.00070378-0.00065531i,-0.00017095-6.1314e-05i,-0.00024818+0.0008963i,-0.00087938+0.0015751i,-0.00049096+0.00059848i,-0.00020258+1.387e-05i
0.000867+0.00088721i,0.00040336+0.00057276i,0.00083731+0.00066224i,0.00086238+0.00046311i,0.00062032+7.7451e-05i,-5.3866e-05-0.00032291i,2.5275e-06-0.00026553i,0.00016073+0.00030479i,-0.00019882+0.00078759i,-0.00058136+0.00051847i,-0.00050771-0.00028751i,-0.00040942-0.00081877i,-0.00013531-0.00036419i,0.00054704+0.0002873i,0.00043996+3.9012e-05i,-2.1375e-05-0.0008149i,0.00022562-0.00062376i,9.0434e-05-3.59e-05i,-7.666e-05+0.00017441i,-0.00024093+0.0010024i,-0.0007188+0.0010628i,8.9643e-05+0.00044523i,0.00017986+0.00023546i
-0.00071592+0.0019551i,-1.5611e-05+0.00252i,0.001292+0.0030516i,0.0020924+0.0021144i,0.00094444-5.4106e-05i,-8.7282e-05-0.00054655i,-0.00054305+0.00024851i,-0.00029262+0.00075236i,-0.00027349+0.0008455i,0.00036902+0.00033171i,0.00036353-0.00067531i,-0.00028917-0.0011071i,-0.00062738-0.00094094i,-0.00059257-0.0010422i,-0.00026975-0.00080014i,-0.00043361-0.00031666i,-0.0011239-6.7196e-05i,-0.0010543-0.0001409i,-0.0005675+0.00025078i,-0.00047797+0.00037356i,-0.00040978+0.00040501i,2.0529e-05+0.00024767i,0.00016179-0.00060212i
0.001204+0.00017729i,0.00098716+0.00049158i,0.00097568-0.00043633i,0.00055883-0.0012024i,-0.00037667-0.00051097i,-0.0014837-0.00011264i,-0.0021058+0.00019511i,-0.0010642+0.00068044i,-0.00021062+0.0010219i,-0.00091295+0.0012111i,-0.0012917+0.0012122i,-0.0010186+0.00061228i,-0.00048062+0.00052784i,-0.0001434+0.0011304i,-0.0003697+0.0010573i,-0.00010084+0.00049001i,-0.00019698+0.00012331i,-0.00093754-0.00027318i,-0.00076125+6.609e-06i,0.0001122+0.00031524i,-8.8258e-05+0.00040436i,-0.00050863+0.00072238i,-0.00018852+4.8631e-05i
-0.00058157+0.0026796i,-1.7371e-05+0.002037i,0.00049582+0.0011264i,0.00061918+0.00060691i,0.00076029-0.00038218i,0.00080842-0.00037104i,0.00067887+1.7871e-05i,0.00039482+0.00046722i,0.00030354+0.0014074i,2.3794e-05+0.00067802i,-0.00042533-0.00046704i,-0.00040882-0.00099192i,-8.9172e-05-0.00041318i,-0.0003428+0.00037692i,-0.0002606+7.314e-05i,0.00064688+0.00037608i,0.00088939+0.00090605i,0.00053443+0.00047137i,0.00031594-0.00024351i,-0.000413+0.00036431i,-0.00096845+0.0010393i,-0.001242+7.2419e-05i,-0.0010817-0.0004361i
-0.00012032+0.00017943i,0.00032823+0.00012963i,-0.00038525+0.0006461i,-0.001056+0.0006016i,-0.0010729+0.00030723i,-0.001057+0.00059939i,-0.0010228+0.0010118i,-0.00082743+0.00093192i,-0.00086724+0.00099162i,-0.00073933+0.0012143i,-0.00064904+0.0012209i,-0.00020514+0.0013558i,0.00076039+0.0011191i,0.00038585+0.00075272i,0.00014766+0.00048787i,-0.00016652-4.1191e-05i,-0.00061097-0.00068014i,-0.00012115-0.00013543i,-0.00055268+0.00015256i,-0.0010991-0.00012875i,-0.00089182+0.00049095i,4.8841e-05+0.00079264i,0.00067395+0.00013604i
-0.0019659+0.001549i,-0.0014374+0.0015849i,-0.0015775+0.002335i,-0.00087457+0.0035818i,0.00056036+0.0026542i,0.00052964+0.0011028i,0.00050722+0.00022593i,0.0002766-0.00032484i,-0.00014164+0.00029444i,-0.00032806+0.0010638i,-0.00048525+0.00044271i,0.00048704-0.00069467i,0.00088374-0.00085671i,6.9999e-05-0.00019543i,-0.00024589+0.00014875i,-2.54e-05+0.00026808i,0.00071957+0.0003821i,0.0010097+0.00035293i,0.0010447+0.00073485i,0.00017106+0.0012967i,-3.9325e-05+0.00094714i,0.00019314+0.00012748i,-0.00014609-0.0008595i
0.00052487-0.00047651i,0.00029868-0.00049265i,0.00077017-0.00067548i,0.00080844-0.0004862i,-0.00030901-0.00032731i,-0.0010675-0.00010796i,-0.00099125+0.00050568i,-0.00019277+0.001078i,2.1263e-05+0.00082949i,-0.00074541+0.00074976i,-0.00090858+0.0010803i,-0.00064799+0.00074446i,-0.0007261-0.0001411i,-0.00095813+0.00016147i,-0.00047112+0.00075572i,-0.00026857+0.00096445i,-0.00055177+0.00094662i,-0.0006181+0.00047465i,-0.0012003+3.5098e-06i,-0.0011615-0.00037872i,-0.0001728-0.00025201i,0.00057776+0.0004062i,-0.00011324+0.00019745i
-0.0019688+0.0025875i,-0.0022806+0.0017154i,-0.0015858+0.0032165i,0.00072415+0.0029685i,0.0015664+0.0017566i,0.00025097+0.00059473i,-0.0013782+0.00044353i,-0.0015917+0.00083503i,-0.00024789+0.00070874i,0.00091472+0.00092808i,0.00092088+0.00076533i,8.0233e-05-0.00028999i,-0.00031054-0.00073766i,-0.0011402-0.00067525i,-0.0014109-0.00027821i,-0.00089813+0.00022949i,-0.00074044+0.00022i,-0.00088313+0.00047376i,-0.00040728+0.0011145i,0.0001151+0.00074614i,0.00075562+0.0004237i,0.00049717+0.00020282i,-0.00035144-0.00027159i
-0.00072062+0.00085504i,-0.0011137+0.0012372i,0.00085006+0.0012015i,0.0014737+0.0014865i,0.00038866+0.00092719i,-0.0011088+0.00068023i,-0.0010032+0.0009387i,-0.00066224+0.0013438i,-0.00038864+0.0011987i,0.00090195+0.00095816i,0.0016346+0.00086162i,0.0010041+0.00027255i,0.00021824-0.00025566i,0.00018477-0.0009798i,-0.00014696-0.0012312i,-0.00092498-0.00068623i,-0.0011082-0.00050072i,-0.00094823-0.00010794i,-0.00092756+0.00056631i,-0.0015394+0.001106i,-0.00091273+0.0013462i,-0.00064962+0.00098079i,-0.001113+0.00064315i
-0.0007098-0.00016409i,-0.0013495-8.0839e-05i,-0.00094517-0.0004208i,-0.0011159-0.00047535i,-0.002104-0.00021833i,-0.0020607+9.7256e-06i,-0.00089425+7.5337e-05i,-2.686e-05+0.00025097i,4.2819e-05+0.0012128i,-0.00010594+0.0011676i,-8.3836e-05+0.00040409i,3.4539e-05-5.0184e-05i,-3.0192e-05-0.00025665i,0.00021999-0.00026192i,-5.6531e-05-0.00021378i,-0.00036061+0.00012162i,-0.0010523+0.00051603i,-0.0017005+0.00087342i,-0.00056493+0.00099256i,0.00091469+0.00099386i,0.0010036+0.0011735i,0.00051816+0.00092642i,0.00051155-0.00020628i
0.00021228-0.00075999i,0.00075082-0.00089167i,0.0011184+0.00062846i,0.001291+0.00093145i,0.00058844+0.00072776i,-0.00035468+0.0012793i,2.069e-05+0.0013409i,0.00033173+0.0013352i,0.00027729+0.0010238i,0.00049248+0.00072391i,0.00031278+0.00033281i,-0.00013744-0.00055316i,-0.00014977-0.0010054i,-0.0005905-0.00065586i,-0.00053794-0.00023232i,-0.00018457-0.00015582i,-0.00093062-0.00019065i,-0.00072352+0.00025384i,-0.00042416+0.00049092i,-0.00048914+0.00049073i,-0.00064244+0.00051526i,-0.00060081+0.00074453i,0.00033483+0.00054474i
-0.0020895+0.00013816i,-0.00093393-0.00020694i,-0.00064564+0.00013008i,-0.0011364-0.00042419i,-0.0010952-0.00012322i,-0.00056104-6.0101e-05i,0.00046446-0.00013588i,0.0011993+0.00040564i,0.00075167+0.00072681i,0.00039118+0.00068543i,0.0003893+0.00064246i,0.00059135-6.3032e-05i,-0.00014957-0.00018739i,-0.00061886+0.00024655i,-0.0001783+0.00071076i,-0.00072821+0.00086355i,-0.001225-0.0001609i,-0.0015301-0.00075953i,-0.0012167+4.1266e-05i,-0.00034511+6.279e-05i,0.00028523-5.3867e-05i,0.0006493+0.00075044i,0.00069686+7.4062e-05i
-0.00066759-0.0015276i,-0.0010313-0.00070394i,-0.0012335-2.0846e-05i,-0.0011859+0.00073583i,-0.00085503+0.00096122i,-3.2724e-05+0.0012871i,0.00025907+0.0010594i,-0.0003188+0.00054618i,-0.0006606+0.00052588i,-0.00034924+0.0013585i,-0.00020227+0.0013389i,-0.00034809+0.00063143i,-0.00060832+0.00037264i,-0.00071968-0.00032328i,-0.0007453-0.0012654i,-0.00045168-0.00069853i,-0.00082376+0.00053332i,-0.0012717+0.00077401i,-0.00099373+0.00088641i,-0.00045407+0.0012795i,-0.0001021+0.00069962i,0.0003481+0.00028041i,0.00028054-8.4775e-05i
0.0013645+0.00075463i,0.00092454+8.0631e-05i,0.00065317-0.00046265i,0.00089383-0.0011662i,0.00020918-0.0014238i,-0.00070816-0.0011116i,-0.00017214-0.0002426i,-2.6679e-05+0.00052124i,-0.00074883+0.00093079i,-0.0012699+0.00071043i,-0.00060549+0.00080936i,-0.00034152+0.00025653i,-0.00041291-0.00058809i,-0.00075407-0.00032267i,-0.00047915+0.00053855i,-0.00056213-0.00014589i,-0.0008225-0.0014859i,-0.00063098-0.00080567i,-0.00043288-0.00029012i,-0.00065879+0.00033189i,-0.00079231+0.00124i,-0.00067902+0.00069986i,-0.00075986+8.5145e-05i
-0.00022092-0.0026789i,-0.0013539-0.0033303i,-0.0022161-0.002701i,-0.0025783-0.0013529i,-0.0026529-0.00023573i,-0.0017219+0.0012972i,-0.0001892+0.0014135i,0.00051549+0.00078613i,0.00017565+0.0009301i,-2.8627e-06+0.0010561i,-0.0002025+0.00066315i,-0.00063119+0.00026913i,-0.00043389+0.00029064i,0.00012408+0.00077878i,-0.0003081+0.00063312i,-0.0015325-0.00012151i,-0.0013494-0.00039061i,-0.00060164+0.0001267i,-0.00061255-0.00012914i,-0.00043791-0.00071681i,-0.00030197-0.00056378i,-0.00039333-0.00030733i,-0.00041161-6.7002e-05i
-0.0006926+0.0010725i,-0.00075966+0.0011339i,-0.0012764+0.002671i,-0.0002746+0.0034923i,0.00097605+0.0030669i,0.00076979+0.0021276i,-0.0002814+0.00083146i,-0.00071763+0.0011398i,-0.00055222+0.0012412i,0.00013636+0.00058255i,0.00075498+0.00045398i,0.00062725+0.00049534i,-6.503e-05+0.00071117i,-0.0009669+0.0002458i,-0.00096172+9.9509e-05i,-0.001157+0.00023458i,-0.00050853+0.00051111i,0.00022176+0.00081577i,-0.00034104+0.00058892i,-0.00056009+0.00051808i,-9.5365e-05+0.00075315i,-6.3049e-05+8.9763e-05i,-0.00027428-0.00036595i
0.001656+0.0013818i,0.0016136+0.0012457i,0.0015009+0.0011998i,0.0012089+0.00047669i,0.00077139+0.00046772i,0.00033158-0.00026022i,-0.00010941-0.00041493i,4.0577e-05-0.00029605i,0.00067964-0.0002801i,0.00077713+0.00017362i,7.3145e-05+0.00037563i,-0.00042015+0.00070672i,-0.00029609+0.0014659i,-0.00025039+0.0015699i,-7.3895e-05+0.0004376i,0.00014961-0.00013276i,-0.00026958-9.4235e-05i,-0.001657-4.1623e-05i,-0.0018306+2.9401e-05i,-0.00037921-0.0001877i,-0.00041655-0.00037948i,-0.00088949-0.00060019i,-0.00034033-0.00034111i
-0.0024911+0.0011161i,-0.002357+0.0016018i,-0.001382+0.0017719i,-0.0013836+0.0022843i,-0.0016048+0.0020711i,-0.00091189+0.0010619i,-0.00011148+0.00043665i,0.0005442+0.00039227i,0.00060693+0.00094144i,0.00016016+0.0012484i,0.00013251+0.00098213i,0.00056399+0.00044625i,8.5748e-05-0.00033162i,-0.00094517-0.0012699i,-0.001417-0.0012477i,-0.0014834-0.00023289i,-0.001208+0.00061862i,-0.00073762+0.00042658i,-0.00025129+7.6821e-05i,0.00012374+0.00065486i,0.000425+0.0013436i,9.8013e-05+0.0011031i,-7.3814e-05+0.00055225i
-0.00087246+0.00088227i,-0.001338+0.00041094i,-0.00064056+0.00044928i,0.00038591+0.00066432i,0.00073192+0.00018322i,0.00010221+0.00035982i,-0.00039551+0.00092415i,-0.00080742+0.0014093i,-0.0014134+0.0014179i,-0.0010737+0.0011291i,8.4504e-05+0.00082487i,0.00033248-0.00017357i,5.9498e-05-0.00094753i,0.00022082-0.00021247i,-0.00030564+0.00055043i,-0.00082561+8.1479e-06i,-0.00042958+0.00031112i,-0.00073945+0.00067998i,-0.0012477+0.00030749i,-0.00093434+0.00018105i,-0.00042009+0.00019836i,9.9138e-05+0.00078992i,0.00043387+0.001031i
0.00067412+0.00078226i,0.00043411+0.00071236i,-0.00026285-0.00022372i,-0.00022142-0.00096691i,-0.00039182-0.00068215i,-0.00051928-0.000285i,-1.3129e-05+0.00057199i,0.00046506+0.00086141i,0.00048526+0.00093824i,0.00031277+0.0012017i,9.8566e-05+0.0013581i,-0.0002173+0.0012616i,-0.00035273+1.4784e-05i,-0.00098615-0.00075358i,-0.0013356-0.00018282i,-0.0011263-0.00044011i,-0.00014596-0.0010108i,0.00031985-0.00050225i,-0.0001099+0.00056706i,-0.0004111+0.00071496i,-0.00029835+0.00059853i,8.9481e-05-3.0198e-05i,0.00028517-2.1956e-05i
0.0015729+0.00071562i,0.00081396-0.00040698i,0.0022533-0.0010636i,0.0018563-0.00099977i,-0.00010433-0.0015277i,-0.0016021-0.0012932i,-0.0021051+7.7834e-05i,-0.0012243+0.0011597i,0.00017869+0.0010748i,0.00025609+0.00061956i,9.316e-05+0.00018581i,-8.2656e-05-0.00021377i,4.3677e-05+0.00011512i,0.00010471+0.00043213i,0.00057169-0.00032752i,0.00042316-0.00023447i,-0.00024833-0.00023767i,-0.00089182-0.00077873i,-0.0011497-0.00035035i,-8.8417e-05+0.00014697i,0.00039522+0.00023653i,0.00021777+0.00056621i,0.00057928+0.00033611i
-0.00028592-0.00063079i,0.00015537-0.00040382i,0.0001273+0.00016297i,0.00012845+0.001056i,-0.00036386+0.0017572i,-0.00065042+0.001587i,-0.00041096+0.0011415i,0.00030113+0.00070987i,0.00036905+0.00015188i,-6.6006e-05+0.00086332i,-5.6621e-05+0.0014435i,-0.00012934+7.5747e-05i,-0.00045626-0.00067724i,-0.00051812-0.00025038i,-0.00053986+3.9542e-05i,0.00039163-0.00026817i,0.00079677-0.00076773i,4.4271e-06-0.00034001i,-0.00052665+6.0252e-05i,-0.00031515+0.00042679i,-5.4368e-05+0.00017065i,-0.00020539-0.00054065i,-0.00083451-0.00072821i
0.00048047+0.00068171i,-7.093e-05+0.001379i,2.0286e-05+0.00098231i,0.0009471+0.00063261i,0.0012252+0.00044796i,0.00020162+0.00017174i,-0.0004001+0.00029365i,0.00016778+8.4544e-05i,0.0004037+0.00052998i,0.00018212+0.0010233i,-6.3506e-05+0.00080986i,-0.00051272+0.00090655i,-0.00050458+0.00095789i,-0.00021316-0.00012084i,-0.00056118-0.0010391i,-0.00094616-0.0010458i,-0.0013118-0.00027342i,-0.0015154+0.00031381i,-0.00061621-0.00017904i,0.00049988+0.00014437i,0.00029272+0.00081169i,-0.00022972+0.00042465i,-0.00021579+0.00014429i
7.9358e-06+4.379e-05i,0.00017754+0.00030857i,0.0014205-0.00016508i,0.0016762-0.0010974i,0.00068318-0.0019158i,0.00011013-0.001544i,-4.4834e-05-0.0004547i,0.00025638+0.0004059i,0.00067623+0.0011329i,0.00055561+0.0003214i,0.0001443-0.00011267i,-0.00052945+0.00010231i,-0.00090227-0.00033806i,-0.00032436+0.00043135i,-0.00033977+0.00026043i,-0.00077199-0.00062643i,-0.0010784-0.00045165i,-0.00084901-0.00061168i,0.00024561-0.00024573i,-0.00016422-0.00046792i,-0.00049054-0.00033923i,0.00029002+0.00042615i,0.00048824-8.2118e-05i
-0.0022345+0.0014825i,-0.001114+0.0011166i,-0.00092193+0.0013445i,-0.0010562+0.0013463i,-0.0011818+0.00062634i,-0.0013473+0.00040349i,-0.00097034+0.0010179i,-0.00053191+0.0010868i,-0.00059441+0.00064823i,-0.00026368+0.0004585i,0.00048024+0.00083529i,0.00028734+0.00038146i,-0.0006936-0.00084424i,-0.00092593-0.0014297i,-0.00073406-0.00061966i,-0.00092259+0.00039836i,-0.0010452+0.00080667i,-0.00098969+0.00066145i,-0.00029576+0.00047863i,0.00042654+0.00036259i,0.00046925-1.9795e-06i,0.00034188-0.00033988i,-0.00010351+0.0002066i
-0.00026184+1.0238e-05i,0.00053647+2.6908e-05i,0.00016372+0.00012808i,-0.00093483-0.00043019i,-0.0012627-0.0011564i,-0.0012193-0.00048603i,-0.00011414+0.00033916i,0.00044622+0.00054168i,-0.00017193+0.00066711i,-0.00044475+0.0012012i,-0.0007811+0.0012179i,-0.00023378+0.00098494i,0.0006192+0.00078713i,0.00022117+0.00035899i,0.00052436-0.00019604i,-2.5969e-06-0.00058481i,-0.0012378-0.00072963i,-0.00074031-0.00056848i,-0.00061694-1.6577e-05i,-0.0011156+7.101e-05i,-0.00026958+2.3473e-05i,0.00070284+3.2629e-05i,2.7896e-05-0.00055903i
-0.00078771+0.0021553i,-0.00057893+0.0021149i,-0.0002345+0.0018246i,0.00011101+0.00093201i,0.00030504+0.00026138i,1.7629e-05-0.00021376i,-0.00060036+0.00027155i,-0.00033811+0.0011957i,0.00066164+0.0012543i,7.2192e-05+0.00094529i,-0.0010786+0.00049081i,-0.0011957+0.00075119i,-0.0014479+0.00073501i,-0.0016764+0.00040048i,-0.00089364+0.00017085i,-0.00080559-0.00016351i,-0.00096444-0.00049582i,-0.00053148-1.7376e-05i,-0.0002259+0.0010537i,-0.00029243+0.00066074i,-0.00051856+0.00031482i,-0.0007631+0.00015849i,-0.00065067-0.00021102i
0.0015924+0.0025802i,0.0021956+0.0025639i,0.0027337+0.0021783i,0.0018209+0.00089407i,0.00093466-0.00042889i,0.00058814-0.00056231i,0.00019507+0.00012336i,0.00032135+0.00068819i,-0.00014321+0.0007628i,-0.00065024+0.00038912i,-0.00054695+0.00021291i,-0.0012178-0.00017868i,-0.0012415-0.00053979i,-0.00019727-0.00034005i,-0.00035447+7.5269e-05i,-0.00076229+0.0005925i,-0.00077437+0.00074518i,-0.00091074+0.00080995i,-0.0011701+0.00078292i,-0.0012895+0.0002307i,-0.00080762-0.00029772i,-0.00034661+0.00035347i,-0.00041219-0.00012405i
-0.00037808-0.00041723i,-0.00055553+0.00017292i,-0.00021914-0.00054023i,-0.00020787-7.1078e-05i,-0.00042032+1.1382e-05i,-0.00016221-7.9438e-05i,5.8939e-05+0.00089188i,0.00030659+0.00078693i,-0.00025101+0.0010913i,-0.00021136+0.0015373i,0.00096508+0.0019644i,0.0012881+0.0015521i,0.00048531+0.0010613i,-0.00080752+0.00098756i,-0.00076235-5.202e-06i,-0.00028765-0.00024298i,-0.00077573+0.00062536i,-0.001563+0.00085532i,-0.00099194-1.8161e-05i,-0.00015278-0.00041781i,-0.00015809-0.00026737i,-0.00023234-0.00031215i,1.3584e-05+0.00025441i
-0.00029889-0.00082151i,-0.00068883-0.00038262i,-0.0013142-0.0001637i,-0.00094248+0.00033021i,-0.00097208+2.4368e-05i,-0.00088007+0.00034313i,-0.00028561+0.00071498i,-0.00053059+0.00039171i,-0.00045387+0.00085719i,-2.4993e-05+0.0015103i,-0.00027234+0.0012548i,-0.0002485+0.00060066i,0.00024155-0.00013345i,0.00024014-0.00035537i,-0.0012416-0.00038326i,-0.0023249-0.00077534i,-0.0016811-0.00034163i,-0.0015143-1.7405e-05i,-0.0011135-0.0004303i,-0.00036819-0.00062357i,-0.00015116-0.00024756i,-0.00044143-0.0001633i,-0.00054064-0.00024481i
-0.00020716-0.0026282i,-0.00065336-0.0011657i,-0.0014676-0.00016379i,-0.0012345+0.00082496i,-0.00095313+0.00189i,-0.00091702+0.0018769i,-0.00038087+0.0013493i,0.00063092+0.00095997i,0.0007432+0.0013958i,8.169e-05+0.0020489i,6.4216e-05+0.0018752i,-0.00021982+0.0002464i,-0.00070001-0.00093327i,-0.00085581-0.0009362i,-0.00024785-0.00032471i,0.00034433+0.00021375i,0.00013279+0.00015297i,-0.00057364+5.2138e-05i,-0.00046341+0.00024484i,-0.00050933+0.00045861i,-0.00073537+0.00028747i,-7.9977e-05+0.0010768i,0.00027897+0.0021778i
-0.00034187-0.00012949i,-0.00047741+0.0001688i,-0.00032344+0.00012421i,-0.00012439+0.00023891i,-0.0003858+3.357e-05i,0.00017056-0.00012835i,0.00024364-0.00024704i,-0.00055227-0.00035667i,-0.00069012+0.0003064i,-0.00046668+0.00048181i,0.00022339+0.00036286i,0.00052246+0.00058581i,-0.00019004-6.911e-05i,-0.00054843-0.00057885i,-0.00015557-0.00078439i,3.7829e-05-0.0003193i,-0.00061464+0.0008221i,-0.0013126+0.0013581i,-0.0014015+0.0010519i,-0.00071616+0.00032538i,-0.0002816-0.00014001i,0.00037023-0.00091023i,0.00079814-0.0012955i
0.00049547-0.00078692i,0.00018499-0.00079489i,-0.00031613+0.00010049i,-0.00015682+0.00040468i,0.00035593+0.00022448i,0.00027156+0.00011074i,4.3751e-05+0.00017082i,0.00011861+0.00047335i,0.00069303+0.00033532i,0.0008772-0.00026495i,0.0001756+0.00011544i,-0.00026473+0.00056826i,7.4522e-05+0.00063925i,6.6849e-05+0.00070771i,-0.0006903+0.00046175i,-0.00078406+0.00053154i,-0.00099079+0.0008522i,-0.0016832+0.00064807i,-0.00095395+0.00035674i,-7.3874e-05+0.00036376i,-0.00019228+0.00023018i,-4.097e-05+6.3597e-05i,0.00047633+6.6895e-05i
5.3416e-06+0.0014002i,-5.0239e-05+0.0010197i,0.0010641-0.0004372i,0.0013668-0.0010146i,-0.00064222-0.0014184i,-0.0019104-0.0014464i,-0.0012884+0.00065879i,-0.0013417+0.001501i,-0.00093195+0.0010537i,-0.00034664+0.00035172i,-0.00010946+0.00012053i,-0.00022078+3.6259e-06i,-0.0016855+0.00018002i,-0.001644+0.00048546i,-0.00047479+0.00026522i,-2.261e-05-0.00038955i,-0.00029577-0.00083985i,-0.00049129+0.00010415i,-0.00070539+0.0012672i,-0.00024138+0.0013084i,-0.00048408+0.00077254i,-0.00045784+0.00029157i,0.0003747+0.00034255i
-0.00017486-0.0029647i,0.0001786-0.00091597i,-0.00089647-0.00060771i,-0.0013331-0.00030422i,-0.00060231+0.00076322i,-0.0002437+0.0011475i,-0.00055356+0.0010363i,-0.00020456+0.00071144i,-0.00024248+0.00083181i,-0.0011816+0.00087448i,-0.0013021+0.00044393i,-0.00064957+0.00018831i,-0.00051562+0.00013192i,-0.00055503+0.00033154i,-0.00061418-0.0001063i,-0.00027558-0.0010597i,-0.00023217-0.0012359i,-0.0012458-0.0005843i,-0.0014162-0.00036277i,-0.00094348-0.00033657i,0.00019778+0.00030011i,0.00016792+0.00045256i,-0.0011637-4.4539e-05i
0.00087001-0.00096584i,0.00088109-0.0011164i,0.00070323-0.0013391i,-0.00064212-0.0010836i,-0.0019202-0.00076638i,-0.0021336-0.00062442i,-0.0012772-0.0001914i,-0.00071377+0.00059549i,-0.00072539+0.0010416i,-0.00058384+0.0010223i,-0.00091371+0.00040469i,-0.00079093-5.738e-05i,-0.00039548+0.00048584i,3.9366e-05+0.00076304i,0.00035416-6.4086e-05i,4.9267e-05-0.0012392i,-0.00027606-0.0010813i,-0.00064169-0.00017248i,-0.00096153+0.00075813i,-0.00052611+0.0010849i,-0.0001585-1.4118e-05i,-0.00022892+0.00048305i,-0.00011754+0.0010773i
-0.00062282+0.001708i,0.00022736+0.0020006i,0.0011843+0.0012078i,0.002502+0.0003991i,0.0024201+0.00057381i,0.00048738+0.00083741i,-0.00041606+0.0010509i,-0.00042215+0.00058137i,1.5112e-05+0.0004013i,-3.8652e-05+0.00037299i,-0.00024588-0.00033548i,-1.9218e-05-0.00083689i,0.00021958-0.00062379i,-0.00027579-0.00018538i,-0.00067241+0.00011682i,-0.00082378-0.00031276i,-0.0010847-0.00034168i,-0.00095311-0.00016061i,-0.00059091+0.00021677i,-0.0012681+0.00087304i,-0.001343+0.00080702i,5.5348e-05+0.00082764i,0.0002212+0.00047178i
0.00030144-0.0010603i,0.0010063-0.00065947i,5.5776e-05-0.00091857i,-0.0018766-0.00032612i,-0.0019923+0.00044878i,-0.00099015-0.00010466i,-0.0001968+0.00021686i,-0.00018041+0.0010978i,-0.00036408+0.0010607i,-4.1355e-05+0.00041975i,-0.00067585+0.00071497i,-0.0006573+0.00077401i,0.00063946+7.5506e-05i,0.0009599-3.5265e-06i,0.00012182+0.00049139i,-0.00032868+0.00069543i,-0.00045603+0.00034401i,-0.00041121-0.00010607i,-0.00011844-0.00032054i,-0.00015379+5.4053e-05i,-0.00064303+0.00017407i,-0.00033345-7.8597e-05i,1.4031e-05+0.0002633i
-0.00057676-0.00011121i,0.00036908+0.0004389i,0.0010009+0.00076997i,0.00085562-0.00013584i,0.0010643-0.00072519i,0.00073514-0.00041972i,-8.2719e-05-0.00015327i,-0.0007159+0.00025412i,-0.00067799+0.00043267i,-0.00022254+0.00078845i,-0.00063622+0.00066912i,-0.00054085+5.3377e-05i,-0.00084377-0.00056012i,-0.001594-0.00058632i,-0.00096341-5.0415e-05i,4.9143e-05-0.00038102i,5.2609e-05-0.0013487i,-0.00037351-0.0011968i,-0.00036012-0.0005091i,-8.5128e-05-0.00048817i,0.00010882-0.00058316i,0.00027074-0.00018383i,8.3024e-05-0.00039124i
