-0.001702-0.00014878i,-0.0015351-0.00044137i,-0.0025741+0.00051363i,-0.0021379+0.0017511i,-0.0020535+0.0025298i,-0.0015081+0.0023329i,-0.0009318+0.0010485i,-0.001195+0.0002432i,-0.00075529-4.9574e-05i,-0.00032307+0.00045751i,-0.00055319+0.0012514i,-0.00018692+0.0012823i,0.00060959+0.0006416i,0.00047445+6.1728e-05i,-0.0002313+5.4094e-05i,-5.9079e-05+0.0011396i,0.00030577+0.0018117i,0.00030354+0.00062822i,-0.00034604-0.00045494i,-0.00027177-4.6328e-05i,0.0001228+0.00011251i,0.00045225-6.6248e-05i,0.00013308+0.00030269i
-0.00078163-0.0013014i,-0.00048553-0.0013135i,-0.00054143-0.00026341i,-0.00028143+0.00095048i,0.00040893+0.0014356i,0.00037972+0.0010956i,0.00086249+0.00044736i,0.00032658-0.00044878i,-0.0012328-0.0014535i,-0.0012297-0.00090202i,-0.0010412+0.00038051i,-0.00098704+0.00098693i,-0.00099228+0.00087941i,-0.00026738+0.00036177i,0.00043576+0.00015156i,0.00033837+8.4667e-05i,0.0009437-0.00012903i,0.0014748-0.00036245i,0.0015672-0.00022321i,0.0011852+4.7528e-05i,0.0002483-0.00028422i,0.00017579-0.00075681i,0.00034441-0.00044274i
-0.00017807+0.0011785i,-0.0011522+0.0010634i,-0.00046466+0.0011291i,0.000146+0.0012736i,-0.00062194+0.0011333i,-0.00079789+0.00039005i,0.00063897-0.00082056i,0.00088359-0.001788i,-0.00080919-0.001816i,-0.0016009-0.00020868i,-0.00094277+0.00024907i,-0.00024902-0.00062193i,-0.0008877-0.00014535i,-0.0010062-0.00042199i,0.00012172-0.00083985i,0.00044094-0.0011593i,0.00062184-0.0015633i,0.0004798-0.00086699i,5.1082e-05+6.0009e-05i,0.00013798+0.00028721i,0.00083407-0.00047614i,0.0011019-0.0012986i,0.0001377-0.001037i
0.00026943+0.00095637i,-0.00055771+0.0014704i,-0.00070784+0.0015636i,0.0011618+0.0030108i,0.00081329+0.0036426i,-0.00013211+0.0024518i,8.1697e-05+0.0010893i,-0.00055009-0.00019203i,-0.0010722-0.0010043i,-0.0011789-0.00061836i,-0.0012148+0.00019101i,-0.00055031+0.00054422i,-0.00015877+0.00042031i,-0.00023136+0.00096576i,-0.00031688+0.0013807i,0.00033806+0.0010335i,0.00037159+0.00067432i,-0.00044411-0.00024736i,-1.8811e-05-0.00044888i,0.00033212+0.00028171i,0.00036565+0.00068998i,0.00051166+0.00043032i,9.3449e-05-0.00016848i
0.0013503+0.0013757i,0.001323+0.000964i,0.0020365+0.0015514i,0.001618+0.0033319i,0.00069468+0.0037111i,0.00043551+0.0024196i,0.00046324+0.00071944i,5.157e-05-0.00032129i,-0.00067498-0.00071894i,-0.0011608-0.00046164i,-0.00093006+0.00038031i,-0.00012838+0.00083173i,0.00011997+0.0010955i,-0.00060141+0.0010024i,-0.00034565+0.00091168i,0.00086282+0.00094435i,0.0012909+0.00071297i,0.0013742+0.00061525i,0.0005977-5.0316e-05i,0.00013909-0.00093021i,0.00065088-0.00053703i,0.0011925-0.00063739i,0.0010519-0.0010549i
0.0010596+0.00048497i,0.00076624+8.6532e-05i,0.00078259-4.7275e-05i,0.0006179+0.0005274i,0.00078906+0.0023163i,0.00066466+0.0023058i,-0.00046906+5.191e-06i,-0.0011065-0.00074422i,-0.0011186-0.00036521i,-0.00082058+3.9888e-05i,0.00027514+0.00016022i,0.0008246+0.00052864i,-0.00022155+0.0017875i,-0.001079+0.0013882i,-0.00028164+0.00045364i,0.0006536+0.00086181i,0.0010056+0.00092883i,0.00092507+0.0004488i,0.00025977+0.0004583i,-0.00032107+1.3225e-05i,-0.00058579-0.00082607i,-0.0010414-0.0009126i,-0.00084881-0.00016272i
-0.0014268+0.0014413i,-0.00034887+0.0018666i,0.0010908+0.0014873i,0.0017406+0.0017572i,0.0019193+0.0021869i,0.0012882+0.0017169i,0.00069454+0.00023034i,0.00062726-0.00057147i,0.00032803-0.0003364i,0.00020672+0.00036804i,0.00019027+0.0010292i,9.2036e-05+0.0006806i,9.8098e-05-0.0001792i,0.00070023-0.00041247i,0.00070209-0.00079501i,0.00080204-0.0011404i,0.0010868-0.00084593i,0.00067604-0.0010922i,0.00048831-0.00018791i,0.00026566+0.00034281i,9.2353e-05+0.00031197i,-0.00056204+0.00036595i,-0.001084+0.00039169i
-0.00033882-0.00097723i,-0.0013897-0.0010514i,-0.0002943+0.00069243i,0.00021719+0.0011955i,-0.00036163+0.0021343i,-0.00081563+0.0027026i,-0.00067705+0.00082816i,-0.00052642-0.00070894i,-0.00043543-0.00013545i,-0.00144+0.00049075i,-0.0013441-8.5664e-05i,-0.00012776+0.00028954i,5.2942e-05+0.00026948i,-0.00051945-0.00029524i,-0.0003769-0.00054568i,0.00050258-2.0583e-05i,0.0008121+6.2229e-05i,0.00071833-0.00057269i,0.00056368-0.00050992i,0.00038552+0.00017344i,5.3025e-05+2.7334e-05i,0.00040713-0.00084286i,0.00064629-0.0011275i
-0.00057676+8.4248e-05i,-0.00087507+0.00096422i,-0.00084881+0.0020381i,-0.00045806+0.0033206i,-0.00026889+0.0037286i,0.0010414+0.0027604i,0.0014794+0.0011458i,0.0010462-3.3693e-05i,0.00056551-0.00052982i,-0.00058383-0.00031924i,-0.0016036-0.00027095i,-0.001773-8.9954e-05i,-0.0013806+0.00050911i,-0.00037785+0.00052407i,0.00098203+3.2005e-05i,0.0005589-8.6209e-05i,-0.00015251-0.00065041i,-2.6966e-05-0.0005431i,-4.9982e-05+0.00011748i,3.2741e-05-4.1841e-05i,-8.0819e-05-2.608e-05i,0.00056595-0.00033057i,0.00055826-0.00072703i
-0.00038666+0.0028818i,0.00044713+0.0027342i,-0.00025055+0.0030219i,-0.00047812+0.0033533i,-1.5716e-05+0.0033108i,0.00037807+0.0018423i,0.00090494-0.00030496i,-8.5047e-05-0.0012812i,-0.0013596-0.0015275i,-0.0014853-0.00075087i,-0.00073227+0.00031157i,-0.00037168+9.3967e-06i,0.00020792-0.00061132i,0.00046788+0.00013881i,0.00065443+0.00093511i,0.0011446+0.0014272i,0.00067667+0.0011925i,4.8677e-05+0.00031018i,0.0002395-0.00069694i,0.0011837-0.00090009i,0.0016042-0.00030597i,0.00124+0.00041743i,0.00061044+0.00077701i
-0.00083587+0.00069412i,-0.00091579+0.00066315i,-0.00084801+0.0013834i,-0.000759+0.0028483i,1.3714e-05+0.0034863i,0.0019581+0.0020191i,0.0021642+0.00059599i,0.0012121-0.00038532i,0.00049136-0.00098214i,0.00092214-0.00044599i,0.00092946+0.00027058i,0.00018797+0.00078472i,0.00011661+0.00070991i,0.00093298+0.00047474i,0.0010523+0.00067567i,0.00058504+0.00080544i,0.00078185-0.00010461i,0.00072339-0.0010925i,0.00028879-0.0009663i,0.000679+3.6604e-05i,0.0010417+0.00033997i,0.00080411-3.5307e-05i,0.00026072-0.0001942i
-0.0012068+0.00054405i,-0.00035499+0.0008232i,-0.0009971+0.0024339i,-0.0013576+0.003387i,-0.001042+0.0034035i,-0.00023629+0.0016991i,0.00040549-0.00014553i,0.00082325-0.00040575i,0.0011139-0.00070699i,0.0010319-0.00048934i,0.00043933+0.00090227i,0.00058449+0.0010822i,0.00091611+0.0011588i,-1.1451e-05+0.0015747i,-0.00072505+0.0017127i,-0.0004073+0.0019191i,0.00064863+0.00067596i,0.0014297-0.00052168i,0.0010083-9.3192e-05i,0.00026423+0.00021744i,1.2096e-05+0.00040322i,-0.00097371-0.00010431i,-0.0015351-0.00068801i
-0.0029336+0.00025894i,-0.0026596+0.0021893i,-0.0037414+0.003633i,-0.0029002+0.0040686i,-0.001218+0.003866i,0.00020811+0.0029467i,0.00094281+0.0011744i,0.00085133-0.00040256i,0.0001109-0.00091593i,-0.0008334+0.00025726i,-0.00081509+0.0015364i,0.00051945+0.0014593i,0.00075063+0.0010832i,0.0001811+0.00092278i,5.6454e-05+0.00047606i,-0.00042007-3.0328e-05i,-0.00045614-0.00022168i,2.5949e-05-0.00016343i,-0.00027066+0.00014361i,-0.00030727-1.551e-05i,-0.00014681-0.00056768i,-0.00045078-0.00087472i,0.00036563-0.00075012i
-0.0016071-0.00022198i,-0.0023363-0.00043399i,-0.001511+0.00052725i,-0.00066149+0.0022995i,-0.00013667+0.0034578i,0.00031205+0.003221i,0.00074483+0.0016157i,0.00039117+0.00014983i,-0.0003421-0.00053454i,-0.00040468-0.00021852i,-0.00075581+0.00052216i,-0.00031408+0.0013567i,0.00052917+0.0018215i,0.00030187+0.0018242i,0.00050002+0.0018943i,0.0013121+0.00079611i,0.0015916-0.00033512i,0.00094534-0.00042663i,0.00022938+7.7216e-05i,-1.9479e-05-2.4711e-05i,-0.00019417-0.00018579i,-0.00025511+0.00011346i,0.00017356-0.00012888i
0.00116+0.00031582i,0.0014787+0.0010537i,0.0016312+0.0019188i,0.0011766+0.0027872i,0.00093867+0.0030507i,0.00074368+0.0020716i,0.00094884-0.00031322i,0.00066688-0.0017361i,-0.00043349-0.0012936i,-0.001185-0.001305i,-0.00057254-0.00089392i,-0.00010361+0.00067604i,-0.00028502+0.0015947i,-0.00056748+0.0013459i,-0.00041614+0.00091634i,0.00039283+0.00037586i,0.0011765-0.00029459i,0.001448-0.00048059i,0.0013253-0.00014421i,0.00082502+0.00074221i,0.00037667+0.00037447i,0.00032787-0.0011047i,-9.3594e-06-0.0011339i
0.00079233+0.0020653i,2.1219e-05+0.0022143i,7.0667e-05+0.0014042i,0.00080287+0.00061782i,0.00080297+0.0009883i,-0.00028249+0.0014977i,-0.00032911+0.00081923i,0.00010744-0.00059946i,-0.00016818-0.00072983i,0.00015469+0.00012879i,0.00024196+3.2939e-05i,-0.00033008-0.00025949i,-0.00021513-0.00041399i,0.0002752-0.00011081i,0.0003558+0.00078815i,-4.7804e-05+0.0012945i,0.00014091+0.0011679i,0.0001327+0.00040129i,-0.00041184-0.00023519i,-0.00035408-0.00060054i,-0.00032352-0.00073364i,0.00010002-0.0011856i,0.00062178-0.001374i
-0.0010424-0.00019778i,-0.0013394+0.00059526i,-0.0018554+0.0021788i,-0.0016894+0.0040281i,-0.00010649+0.003874i,0.0013438+0.0023805i,0.0014103+0.0010437i,0.00083992-3.3499e-06i,3.5198e-05-0.00043011i,-0.00017693-0.00024773i,-0.00022683+0.00040179i,-0.00063565+0.0012716i,-0.001095+0.0016037i,-0.00078472+0.00079891i,0.0002399+0.00075153i,0.00025103+0.0014142i,-0.000192+0.00093477i,0.00021069+0.00033939i,0.00084491+0.00039914i,0.00038096+0.00023968i,-9.1458e-06-8.7412e-05i,6.1602e-05+0.0002111i,-6.9885e-05+0.00015512i
0.00074672+0.00048643i,-9.819e-05+0.00083692i,0.00014679+0.00096389i,0.00051504+0.001557i,0.00074007+0.0023021i,0.0013765+0.0016034i,0.0020121-5.5916e-05i,0.0017433-0.00066663i,0.00074852-0.00055593i,-0.00040963-0.0002838i,-0.00079111+0.00046517i,-0.00019941+0.00046614i,-0.00029483-6.4598e-05i,-0.000379-0.00053491i,-8.8874e-06-0.00055117i,0.00055019-6.4885e-05i,0.00047546+0.00019892i,-0.00041607+0.00021323i,-0.00049066-0.00018958i,-0.00015436-0.00044577i,-0.00010897-0.00021034i,-0.00041146+0.00016307i,-0.00043905+0.00010039i
0.0017928+0.0012984i,0.0012486+0.0012909i,0.0018371-0.00012413i,0.0016382+0.0010029i,0.00091053+0.0028445i,0.00088198+0.0021628i,0.001356+0.00024944i,0.00022287-0.0015434i,-0.00093771-0.002051i,-0.0013892-0.0014921i,-0.0015874-0.0007505i,-0.00091202+7.6618e-05i,-0.0007734+0.00031218i,-0.00089024-0.00017427i,-0.00041163-0.00029025i,-0.00012882+0.00019543i,0.00029475+9.5514e-05i,0.00055303-0.00043764i,0.00088013-0.00034653i,0.0011064-0.00020823i,0.00030547+0.00022908i,0.00036496-7.0626e-05i,0.00093585-0.00029599i
-0.00165+0.0017594i,-0.00095874+0.001607i,-7.3339e-05+0.0026008i,0.00069909+0.0033619i,0.0011934+0.0033897i,0.0016044+0.0023842i,0.0017117+0.00075657i,0.00034489+7.7376e-05i,-0.00074574-0.00033674i,-0.00042843-6.8302e-05i,-0.0002118+0.00043228i,0.00035178+0.00046013i,0.00041866+0.0010365i,-0.00049086+0.00098185i,1.6333e-05+0.00049542i,0.00036185+0.00041674i,0.00065225+0.00015207i,0.00064093-0.00012119i,0.00039164+0.00010675i,0.00053652+0.00022878i,0.00072386-0.00047037i,0.00029485-0.00081438i,0.00013514-0.0004974i
-0.00079847-0.00023769i,-0.001644-0.00063759i,-0.00171-0.0010274i,-0.00096525+0.0014943i,-0.00072123+0.0031594i,-0.00053627+0.002189i,-0.00024756+0.0012377i,2.7995e-05+0.0002293i,-0.00044048-0.00058451i,-0.00044834-0.00044897i,3.9508e-05-4.1975e-05i,0.00032212+0.00047224i,0.00069138+0.0005705i,0.00072979+0.00067404i,0.00039732+0.0012003i,0.0010223+0.0005636i,0.0015422-0.00017778i,0.00094672-0.00053495i,0.00017659-0.00043736i,9.7535e-05+0.00021824i,-9.5378e-05+0.00068793i,-0.00049515+0.00088717i,-0.00013014+0.00099156i
-9.2879e-05+0.00071728i,-0.00020134+0.00065932i,0.00059086+0.0016322i,8.7353e-05+0.0015282i,3.3503e-05+0.0015602i,0.00058172+0.00156i,0.00096421-0.00015515i,0.00063702-0.0011553i,-0.00031755-0.00080721i,-0.00048296-0.00049971i,-4.2514e-05-0.00060689i,-0.00062902-0.0003384i,-0.001013+5.6948e-05i,-0.00043988+0.00041069i,-9.4594e-06+0.00059009i,0.00064997-2.7291e-05i,0.001255+5.2517e-05i,0.00086897-0.0002557i,0.00059307-0.00091549i,0.00094977-0.0011023i,0.0011103-0.00066058i,0.00073972+0.00012284i,0.00052808+0.00065465i
0.0014292+0.0038807i,0.0027177+0.0027293i,0.0028754+0.0031489i,0.0025014+0.0036424i,0.0023481+0.0029284i,0.0020273+0.0015558i,0.00073844+0.00032458i,-0.0004045-0.0013905i,-0.00054006-0.0018278i,0.0002168+0.00021395i,0.00044858+0.00060719i,0.00049989+0.00020232i,0.00062396+0.00075098i,-0.00022908+0.00090087i,-9.2944e-05+0.00065722i,0.00023961+0.00034342i,0.00065174+8.2294e-05i,0.0011112-0.00025713i,0.00079478-0.00032753i,0.00039533+4.3126e-05i,-0.00021766-0.00024604i,-0.00059119-0.0005576i,-0.00071646-0.00015704i
0.00048228+0.0022014i,0.0015033+0.0015069i,0.0026139+0.0012075i,0.0027778+0.0014324i,0.0020269+0.0018046i,0.001407+0.0015183i,0.0016372+0.00036413i,0.0017317-0.001095i,0.00043467-0.00075597i,-0.00068964+0.00026681i,-0.001282-1.0896e-05i,-0.00076962-0.00064844i,-0.00016355-0.0005486i,-0.00028964+0.00013126i,-0.00030258+0.00041467i,0.00013056+0.00080951i,0.00049074+0.0009559i,0.00045246+0.00099788i,-0.00020024+0.00084951i,-0.00020464-0.00019749i,-0.00013873-0.00049336i,-0.00043781-9.7769e-05i,-0.00020401+0.0001863i
0.0001448-0.00037404i,-7.8451e-05+0.00071612i,0.00045448+0.0013299i,0.0010256+0.0010191i,0.0014789+0.0021935i,0.00078991+0.0018481i,0.00010025+0.00072383i,-0.00089499+3.8462e-05i,-0.00214-0.00045913i,-0.0020976-1.7313e-05i,-0.0020242+0.00077254i,-0.0017522+0.00081524i,-0.00040169+0.0012994i,0.0010022+0.0014131i,0.0015538+0.00086456i,0.0010364+0.0011309i,0.00097478+0.00099991i,0.00035008-0.00021233i,-0.00072464-0.00072954i,-0.00049344-3.6232e-05i,-9.4543e-05+0.00043286i,-9.5508e-05+0.00016428i,0.00024433+0.00022355i
-0.0011541+0.0010734i,-0.00061838+0.00097653i,-0.00070443+0.0014882i,-0.000843+0.00092266i,-4.7106e-05+0.00091021i,0.00093564+0.0010036i,0.00066982-0.00053954i,0.00053268-0.0020238i,0.00019248-0.0024616i,-0.0011477-0.0013155i,-0.00064121+0.00023936i,0.00028953+0.00056076i,-0.0003828+0.00036295i,-0.00042818+0.00051875i,-0.00056008+0.0010822i,0.00028422+0.00073152i,0.001087+0.00062998i,0.00050817+0.00074276i,0.0003894+9.4802e-06i,0.00017875-0.00067117i,-0.000171-0.0006915i,5.969e-05-9.0657e-05i,0.00023105+1.4137e-06i
-0.00083313+0.0015433i,-0.0010009+0.0015322i,-0.0010519+0.0025998i,-0.0004991+0.0037537i,-0.00025209+0.0034674i,-0.00048058+0.0015944i,0.00059747-0.00032892i,0.0010267-0.00096543i,-0.00021209-0.00027106i,-0.0014892+0.00012074i,-0.00071181-0.00029712i,0.00063633+0.00032996i,0.00027053+0.00081027i,0.00029948+0.00054515i,0.00035287-0.00023617i,0.00031596+0.00027666i,0.00060792+0.0011331i,0.00020626+0.00067904i,0.00014884+3.7229e-07i,0.0011383-0.00023949i,0.00066741-0.00020728i,-0.00017731+0.00011857i,6.7837e-06+0.00070269i
-0.00067+0.0024848i,-0.00033967+0.0021358i,0.0010764+0.0018141i,0.0024188+0.001329i,0.0025511+0.0016862i,0.0016772+0.0014087i,0.00093913+0.00031723i,0.00026101-0.00048574i,-0.00037143-0.00047797i,-0.00040958+3.2795e-06i,0.00027385+0.00070547i,0.00086024+0.00039537i,0.00040643-7.6057e-05i,0.00030976+0.00020984i,0.00026036+0.00030672i,-0.00042155-0.00035144i,-0.00041202-0.00037096i,-9.2968e-05+0.00014543i,-0.00025453+0.00030655i,-0.00073214+7.7176e-05i,-0.00077591-8.0234e-05i,-0.00020274-3.9619e-05i,-0.00027138-0.00016345i
0.0013918+0.0011796i,0.00068757+0.0013476i,0.00059505+0.00029233i,0.0014809+0.00058641i,0.001972+0.0021618i,0.00028494+0.0021579i,-0.00019059+0.0011382i,-8.7599e-05-0.00030093i,-0.00067644-0.00067304i,-0.00039152-0.00033356i,0.00070246+0.00030905i,0.001154+0.00059314i,0.0011088+0.00034593i,0.00039312+0.00034546i,0.00024691+3.7603e-05i,0.00059245+0.00018386i,0.000961+0.00030621i,0.0012261+0.00017596i,0.00063211+0.0005147i,-0.00020618+0.00044957i,-0.00077163+0.00010579i,-0.00099784-0.00015819i,-0.0014283-5.4298e-05i
0.0012855-0.00033587i,-0.00031758+9.3943e-05i,-0.00021579+0.00090037i,-0.00019586+0.0011274i,-0.0008438+0.00099002i,-0.00036519+0.0010517i,0.00047853+0.00056573i,0.00036238-0.00076693i,-4.7445e-05-0.0013711i,-0.00049955-0.00075953i,-0.00077317+0.00015351i,-0.00072378+0.00036853i,-0.0002958+0.0010517i,-3.9195e-05+0.001314i,-0.00034363+0.0006581i,-0.00031261+0.00078756i,0.00018083+0.00087358i,0.00087648+0.00053161i,0.00043129+0.00062566i,-0.00027795+0.00055341i,-0.00017212+0.00033385i,-0.00028545+0.00022805i,-0.00060007+5.9691e-05i
-0.00075981+0.0020172i,-0.00046175+0.0016902i,-0.00062509+0.0028971i,-9.556e-05+0.0040041i,0.0010173+0.0034769i,0.0015608+0.0020217i,0.0017772+0.0003851i,0.001332-0.0011298i,0.00020898-0.00087099i,-0.00039586+0.00074614i,-0.00032586+0.00065427i,-4.6353e-05+0.00020166i,-0.00038702+0.00046311i,-0.00017555+0.00061137i,0.00034075+0.00061966i,0.0002384+0.00066388i,0.0003274+0.00089929i,0.00089891+0.00088213i,0.0010537+0.00070724i,0.00065771-0.000495i,0.00065331-0.00087282i,0.00024006+0.00046586i,-6.8224e-05+0.00090994i
-0.00054671+0.0016766i,0.00069454+0.0016362i,0.00079045+0.0017418i,0.00042375+0.0025298i,0.00033182+0.0035174i,0.00024581+0.0020409i,0.00037946+0.0007322i,-0.00012582+0.00033568i,-0.00071178+0.00030251i,-0.00094676+0.0002501i,-0.00049047+0.00047935i,1.4686e-05+0.00073156i,-0.00030196+0.00040975i,-0.00080593+0.00026091i,-0.00037425+0.00056838i,0.00021874+0.00061614i,0.00051203+0.00027379i,0.00067407+0.00010134i,0.00056165-0.00045061i,0.0002005-5.0072e-05i,-0.00038368-0.00016365i,-0.0005013-0.00081594i,0.00026233-0.00081004i
0.00082609-0.00011922i,0.00096116+0.0001026i,0.00072866-2.4429e-05i,0.00059563-8.3183e-05i,0.001212+0.0014595i,0.0010844+0.0021754i,0.00044935+0.00062921i,0.00014494-0.0009146i,-0.00024479-0.0012338i,-0.00016521-0.0010464i,1.9955e-07+0.00021172i,-0.0004078+0.00095878i,-0.00084065+0.00052124i,-0.0010691+0.00015903i,-0.0002485-0.00011669i,0.0010438+0.00064625i,0.0012288+0.0013643i,0.0015311+0.00089477i,0.0012788+0.00030954i,0.00081473+0.00019307i,0.00017065+0.00046759i,0.00065955+0.00061669i,0.0014144+0.00036931i
-0.00037556-0.00032507i,-0.00016172-0.00072872i,0.00059952-5.5819e-05i,0.0013793+0.0021007i,0.0021832+0.0031594i,0.0016599+0.0019634i,0.00053701+0.00013308i,6.2235e-05-0.0006278i,0.00014307-0.00077806i,0.00053239-0.00030757i,0.00049855+0.00027959i,-0.00022759+0.00060091i,-0.00039669+0.0010952i,-0.00014034+0.00076488i,0.00030094+0.00011731i,0.00086135+2.5277e-05i,0.0017201+0.00029746i,0.0011268+0.00057126i,0.0001323+0.00029904i,0.00020685-9.0013e-05i,-0.00012668-0.00026839i,-0.0001628+0.0001586i,0.00047096+0.0005418i
-0.0011183-0.0003684i,-0.00171-0.00059234i,-0.0015351+3.7449e-05i,-0.0015716+0.00032389i,-0.0013544+0.0013119i,-0.00071973+0.0018568i,7.9669e-05+0.00016089i,0.00030446-0.0013239i,-0.00041613-0.001876i,-0.0014137-0.0014049i,-0.0013434-0.00016373i,-0.00071387+0.00075945i,-0.00041418+0.00078342i,6.9771e-05-8.9717e-05i,0.00031166-0.00034187i,0.00026491-8.6688e-05i,0.00035277+9.0772e-05i,0.00022647-9.8564e-05i,-6.1064e-05-0.00012624i,0.00020249-3.7945e-05i,5.3006e-05-0.00040975i,-0.00054369-0.00025212i,-0.00042566-0.00026405i
-0.00037196+0.00083198i,0.00052991+0.0010648i,0.0012011+0.0018606i,-4.335e-05+0.0025504i,-0.0011396+0.0021268i,-0.00099748+0.00055711i,-0.00025379-0.00054818i,0.00045438-0.00080135i,0.00051215-0.00082686i,-0.00035666-0.00063517i,-0.0011984+0.00031928i,-0.0010066+0.00083781i,-0.0002822+0.00018948i,-0.00010161-0.00011148i,-0.00020724+0.00025033i,0.00061921+0.0004469i,0.0010053+0.00032727i,0.00095231-0.00034133i,0.00095909-0.0014729i,0.00024858-0.0012157i,0.00027756-0.00053193i,0.00064318-0.00033248i,-0.00010069-0.00043609i
-0.00044434+0.0015075i,8.1578e-05+0.00063222i,0.0014371+0.00087059i,0.00082754+0.0020279i,-0.00015303+0.0032617i,0.00026388+0.0027072i,0.0011349+0.00062652i,0.00078046+5.8485e-05i,-4.3691e-05+0.00032261i,-0.00043314-4.4688e-05i,-0.00033881+0.00037993i,0.0002216+0.0007493i,-0.00029+0.00030863i,-0.00067702+0.00081425i,-8.5126e-05+0.0011507i,0.00048156+0.00037038i,0.00093114-0.00063559i,0.00068987-0.00041275i,1.914e-05+0.00012248i,-0.00014623-0.0004237i,0.00017771-0.00098i,-4.8922e-05-0.00078395i,-0.00036671-0.00052259i
0.00050855+0.0011108i,0.00077578+0.0009157i,0.00079069+0.0010958i,0.00052225+0.0025554i,8.1121e-05+0.0033701i,-0.00017677+0.0021547i,-0.00029455+0.00021945i,-0.00084287-0.0014186i,-0.0010341-0.0021082i,-0.0004592-0.0017165i,-0.00041099+0.00010597i,-0.00015335+0.0012809i,0.00012392+0.00086403i,8.7366e-05+0.00064098i,-4.7362e-05+0.00086409i,0.00017876+0.00024381i,0.0011484-0.0004508i,0.00083341-0.00025506i,0.00034903+0.00026857i,0.00048761+2.8017e-05i,0.00054067-4.5578e-05i,0.00046661+0.00039781i,-3.5191e-05+0.00065019i
0.0015774-0.001397i,0.0020148-0.00063468i,0.0017312-0.0015382i,0.00078856-0.0018299i,0.00029629-0.00047181i,0.00089262+0.00065979i,0.00092355-0.00034986i,0.00025074-0.0019481i,7.0158e-05-0.0015915i,-0.00037919-0.00064491i,-0.00079451-0.00015909i,-0.00066767-2.4951e-05i,-0.00082605-0.00013584i,-0.0010062+0.00059306i,-0.00060815+0.0013815i,-0.00050581+0.00090942i,-0.00060518+6.4598e-06i,6.3225e-05-0.00021642i,0.00020753-0.00043281i,-0.00050998-0.00026458i,-0.00045656-6.8828e-05i,0.00012319-0.00038664i,0.00084102-0.00089119i
0.0010419+0.0023391i,0.0014155+0.0015857i,0.0022713+0.002129i,0.0030398+0.0019828i,0.0025571+0.0018743i,0.0013564+0.0012432i,0.0013432+0.00015902i,0.0019863-0.00019428i,0.0011724-5.9988e-05i,0.0001588+0.00042139i,7.2475e-05+0.00087515i,-5.3047e-05+0.0003545i,0.00046084-2.8529e-05i,0.00094148+0.00072629i,0.00066433+0.0011072i,8.4338e-05+0.00063436i,0.0004589+0.00042331i,0.00093372-0.00035715i,0.00055724-0.0010701i,0.00035967-0.00084046i,0.00044199+7.6625e-05i,9.5769e-05+0.00087377i,-0.00030323+0.0013457i
0.00034795+0.00061273i,5.7961e-05+0.0012873i,0.00023465+0.0017287i,1.7607e-05+0.0020152i,-0.00023545+0.0030392i,0.00019025+0.00302i,0.00014046+0.0012994i,-0.00020956-0.00010461i,-0.00064015-1.9946e-05i,-0.0006522+0.00044565i,-0.000181+0.00069297i,-0.00039269+0.0009689i,-0.00089857+0.00098088i,-0.00053983+0.00022293i,-0.00010421-0.00045509i,-0.00024785-0.00083042i,0.00034516-0.0011636i,0.0010434-0.0011776i,0.00061298-3.6463e-05i,2.0979e-05+0.00029757i,0.00022295+0.00046272i,0.00017939+0.0011488i,2.0564e-05+0.00081954i
-0.0012137+0.0015526i,-0.00054806+0.0020746i,-0.00084996+0.0033486i,-0.00044677+0.0036554i,0.00088813+0.0036794i,0.0019943+0.0022974i,0.0018193+0.00029978i,-0.00015756-0.0003332i,-0.0015991-0.00040296i,-0.0017666-0.00077137i,-0.0011146+0.00030816i,-0.00047234+0.0017271i,-9.6736e-05+0.0015268i,0.00018686+0.0010204i,0.00066659+0.00050705i,0.0010928+0.00074533i,0.00043552+0.0012753i,0.00016731+0.00098781i,0.00033535+0.0003725i,-0.00026143-0.00025577i,-0.00046248+1.3017e-05i,0.00015073-0.00046845i,0.00049908-0.0005411i
0.0026243+0.001344i,0.0024275+0.00046346i,0.0023623+0.00031609i,0.0017942+0.00076476i,0.001299+0.0013223i,0.0015196+0.00088374i,0.0012525-0.00019107i,-4.585e-05-0.00076634i,-0.0010854-0.0012105i,-0.00096537-0.00082062i,-0.00083108+0.00015398i,-0.0010428+0.00023645i,-0.00083329-0.00010496i,-0.00081531-5.6698e-05i,-0.00029332+0.00067564i,0.00012575+0.00062857i,-0.00040473+0.00039208i,-0.00021153+0.00062192i,0.00054505+0.00035431i,0.00054447-1.4806e-05i,-0.00018741+5.1843e-05i,-0.00052645-7.9373e-05i,-0.00064595-0.00041475i
-0.00024075+5.0526e-05i,-0.00037297-0.00084084i,0.00034085-0.00083381i,0.00071964+0.00056223i,0.00021568+0.0013208i,0.00017305+0.0015058i,0.0011833+0.00038165i,0.0013193-0.0006167i,0.0004574+0.00046012i,-0.0003819+0.00024765i,-0.00070874-0.00025694i,-0.00080458+0.00030751i,-0.0007214+0.00057194i,-0.00014567+0.00060705i,-0.00057331+0.00069989i,-0.00099575+0.00093031i,-0.0010506+0.00078752i,0.0001893+0.00019219i,0.00068336-0.00022243i,0.0005438-0.00055277i,0.0007387-0.0009018i,0.00013012-7.1899e-05i,-0.00015786+0.00082388i
