-8.4717e-05+0.00089297i,-0.00081636-0.00054797i,-0.00011659-0.0021875i,-0.00098118-0.0023839i,-0.0022113-0.00095161i,-0.0027663+0.0012913i,-0.0018438+0.0022352i,0.00014307+0.0016849i,0.00098682+0.0010234i,0.00096828+7.5237e-05i,0.00034488-9.2244e-05i,-4.1369e-05+0.00021484i,0.00055376+0.00025133i,-0.00021021+0.0001525i,-0.00049594-0.00021962i,0.00017804-0.00068378i,0.00055472-0.00091857i,0.0006158-0.0002505i,0.00014289+0.00044627i,6.2658e-05+0.000697i,0.00040681+0.00025945i,0.00059043-8.892e-05i,0.00041435-0.00041827i
-0.0022601+0.002168i,-0.0019608+0.001598i,-0.0018764+0.0016875i,-0.002169+0.0024069i,-0.0015833+0.0018116i,-0.00066006+0.00046404i,-8.3449e-05+0.00027521i,-0.00057084+0.00055762i,-0.00053487+0.00065632i,0.0007343+0.00056455i,0.0014567-0.00025864i,0.0014855-0.00022536i,0.00069933-5.8691e-06i,-0.00022079-0.00037754i,-0.00014248-9.2792e-05i,0.00044608+0.00019936i,0.00028674-0.00047829i,-0.00018626-0.00068783i,0.00028806-0.00057191i,0.00056959-1.5161e-05i,0.00084454+0.0012334i,0.00083784+0.0013752i,0.00011145+0.00013644i
-0.0016233+0.0015506i,-0.0018607+0.00068302i,-0.0006047+0.00033857i,2.2926e-06+0.0015002i,-5.1124e-05+0.0015028i,0.00065785+0.00068818i,0.00086593+0.00042566i,0.00059164+0.00057819i,0.00092019+0.0010284i,0.0016916+0.0010561i,0.0017031+0.00045296i,0.00076773-2.2137e-05i,0.00021594-0.00032717i,0.00037994+0.00017511i,-0.00031653+0.00015786i,-0.00087913-0.00042299i,-0.0009886-0.0007689i,2.3373e-05-0.00057697i,0.00082172-0.0001332i,0.00067194+4.5787e-05i,0.00031255+0.00044638i,0.00047096+0.00028553i,0.00080517+0.0003461i
0.00025852+0.0013128i,0.00086645+0.00080097i,0.0016723-5.7544e-05i,0.00045699-0.00034629i,-0.0008087+4.0735e-05i,-0.00079263+0.00062043i,9.068e-05-0.00032153i,0.00058015-0.00079742i,0.00067434-0.00039284i,0.00050618+0.00030754i,-0.00036249+0.00080298i,-0.00085846+0.00019784i,-0.00034169-0.0006758i,-0.00020418-0.00080797i,-6.7498e-05-0.00033718i,-0.00016757+0.00051447i,-0.00011425+0.00077937i,-0.0005099+0.00072033i,-0.00047267-0.00016546i,-0.00013688-0.00065882i,-0.00017469-0.00018792i,4.0582e-05-0.00031982i,-2.395e-05+8.2356e-05i
0.00074586+0.00092053i,0.00030162+0.00085201i,0.00056905+0.0014399i,0.00090204+0.0013381i,0.00028953+0.00092343i,-5.3414e-05+0.00051829i,-0.00096935+0.00013499i,-0.0011472+4.6177e-06i,-0.00010464+0.00084678i,0.00064968+0.00081597i,0.00077006-3.9965e-05i,0.00030006-0.00048823i,-0.00035682-0.00057867i,-0.00045014-8.4051e-05i,-0.00063908+0.00025856i,-0.0011557-0.00014393i,-0.00072761-0.00048784i,-0.00036874-0.00061115i,0.00014303-0.00030223i,0.0013815-0.00045949i,0.0011875-0.00062521i,0.00055581-0.00083894i,0.00054543-0.00066572i
0.00068106-0.00055723i,0.00059262+8.1785e-05i,-0.00025423+0.0011053i,-8.1409e-05+0.00082442i,-0.00015447+0.00060563i,-0.00040453+0.00081575i,-0.00032308+0.0013161i,-0.00026157+0.0011936i,-0.0008586+0.0010671i,-0.00080675+0.0009176i,-0.00020128-0.00021129i,-0.00081568-0.00036437i,-0.0011071+0.0006538i,-0.00027624+0.00072254i,0.00018181+0.00051281i,8.1978e-05+0.00095075i,-4.3145e-05+0.00060218i,-0.0004125-0.001169i,-0.00034162-0.0018903i,5.6842e-05-0.00093878i,0.00060304-0.00061316i,0.0006032-0.00061655i,0.00032862-0.00084393i
-3.8358e-05+0.0012004i,0.0004325+0.00084903i,-0.00070685-0.00033386i,-0.00095684-0.00017092i,-0.00066002+0.00035985i,0.00016973+0.0012376i,0.00063667+0.00079755i,-0.00043907+0.00012816i,-0.00093303+0.00011374i,-0.00076755+0.00028243i,-0.00019938+0.00044686i,0.00042683+4.3632e-05i,0.00024695+0.00044343i,0.00028232+0.00033268i,0.00083399-9.3487e-08i,0.0002998+0.00025804i,-0.0003948-0.00018005i,-0.00063683-0.00032709i,-0.00019886-0.00012998i,8.2523e-05-0.00054688i,0.00025167-0.000874i,0.00065384-0.00021923i,0.00057436+8.4497e-05i
0.0027525+0.002054i,0.0018979+0.0017348i,0.0019027-0.00020801i,0.0012768-0.0019421i,-0.00032154-0.0026636i,-0.00065711-0.0018423i,-0.00018249-0.00029827i,-0.0001626+0.00042016i,-0.00021005+0.00024007i,-0.00017323-0.00022495i,8.4528e-05-0.00018498i,0.00048413+0.00044813i,0.00029743+0.00069056i,0.00034413+0.00069945i,0.00049607+0.00030277i,5.5775e-05+0.00022091i,-0.00098379+0.00043948i,-0.00076348-0.00038544i,3.2177e-05-0.00097122i,0.00014508-0.00065691i,-0.00025965+0.00028262i,-0.00015764+0.00030846i,0.00017306-0.00054363i
0.0012777-0.00084483i,0.0017454-0.0011335i,0.0010593-0.0019719i,-0.0010586-0.001346i,-0.0017463+0.00030684i,-0.00077318+0.0024553i,-0.00035462+0.0025876i,-0.0001304+0.0006581i,-0.00013626-0.00019865i,-0.00072914+0.00023472i,-0.00098835+0.00060901i,-0.00051222+0.0004442i,-2.1636e-05-0.00012638i,3.9996e-05-0.00045898i,-0.0006693+0.00018328i,-0.00067444+0.00089701i,-0.00021812+0.0014223i,-0.00084872+0.00054681i,-0.00099059-0.0013761i,-0.00071967-0.0010183i,-0.00017253+0.00010505i,-9.2876e-06-0.00018523i,0.00017521-0.00066344i
0.0015102-3.3561e-05i,0.001249-0.0008931i,0.0022086-0.0018456i,0.0018645-0.0019416i,-6.7608e-06-0.0010149i,-0.0010707-0.00060029i,-0.00061751-0.00045474i,-0.00018665-1.2297e-05i,0.00023216+0.00076739i,0.00033967+0.00036101i,2.5733e-05-0.00071615i,-0.00014396-0.00092545i,-0.00013732+0.00035748i,-0.00015672+0.00082617i,-0.00048458+0.00027861i,-0.00051762+0.00020234i,-0.00012393-9.8333e-05i,-0.000141-0.0011364i,-0.00060081-0.0013894i,-0.00031602-0.00016601i,0.00061535+0.00020201i,0.00035859-0.00029229i,-0.00083978-0.00067276i
-0.0011644-4.8204e-05i,-0.0011113+0.00030382i,-0.00038259-7.6067e-06i,-0.0010612-0.00014832i,-0.00066936+0.00061022i,0.00070214+0.00064998i,0.00027244+0.00051509i,-0.00049865+0.00022808i,-0.00029221+0.00046045i,-0.00054963+0.00092031i,-0.00097382+0.0007935i,-0.00068714+0.00018929i,-0.00026152-0.00042416i,-0.0001707-0.00051115i,-0.00018999+0.00026091i,-0.00033929+0.00067491i,-6.3467e-05+0.00073588i,-0.00017977+0.00078939i,-0.0003973+0.00070519i,0.00040088+0.00054633i,0.00034507-9.848e-05i,0.00069475-0.00057333i,0.00077425-0.00056184i
-0.00063622+0.00027789i,0.00035801+0.00039472i,0.00058671+0.00071495i,-1.5794e-05+0.0012543i,-0.00071139+0.0020362i,-0.00051338+0.001919i,0.00021132+0.00069259i,0.00064648+0.00049309i,0.00052627+0.0012983i,4.3344e-05+0.0011846i,-0.00058829+0.00066392i,-0.00041852+0.00065999i,0.00033914+0.00061229i,0.00093232+0.00014201i,0.0012604-0.00013745i,0.00024355-0.00077308i,-0.00043537-0.0014636i,-0.00025513-0.0015017i,-8.7089e-05-0.00046597i,-0.00011328+3.4014e-05i,0.00024368-0.00013143i,0.00079247+7.6361e-05i,-0.00015222-6.6085e-05i
0.00058221+0.0010146i,0.00063462+0.0013827i,0.0001727+0.0009489i,-0.00010648+3.9597e-05i,0.00019576-0.0001025i,0.00039623-1.8924e-05i,0.00080158+0.00075324i,0.0010238+0.0010244i,0.00070784+0.00052296i,0.00059785+0.0005262i,0.00080901+0.00065426i,0.00076578+0.00058042i,0.0004822-0.0005178i,0.0001434-0.0011698i,-0.00040335-0.00041474i,-0.00088664-0.00027415i,-0.00050444-8.0266e-05i,-0.00091379+0.00048475i,-0.0015936+0.00012086i,-0.0012994-0.00066213i,0.00021521-0.00027004i,0.00080687+0.00014846i,0.00096138+0.00029898i
0.0010596-0.00041803i,0.0015668-0.00075449i,0.0012367-0.0023786i,-6.3831e-05-0.0031504i,-0.00066574-0.0019175i,-0.0010196-0.00042009i,-0.00029688+1.62e-05i,0.00073911-0.00033398i,0.00087439-9.8923e-05i,0.00079044-9.1442e-05i,-0.00026741+2.442e-05i,-0.00090963+0.00044922i,-0.00016149-0.00012851i,-0.0003989-4.0571e-05i,-0.0010787+0.00054055i,-0.00031138+0.0002286i,1.3027e-05-0.00074981i,-0.00036675-0.0015512i,-0.00087402-0.0011292i,-0.00091902-0.00012153i,-0.00071192+0.00021577i,-0.00033271+0.0001281i,0.00056366+0.00011763i
6.5499e-05-0.0010315i,3.1641e-05-0.00094299i,-4.9693e-05-0.00059825i,-0.0012278+0.00041125i,-0.0009253+0.0013191i,4.4809e-05+0.0020398i,0.00015802+0.0015967i,-0.00038581+0.0010645i,-0.0007556+0.0011855i,-0.00048518+0.00097106i,8.0449e-05+0.00026394i,-0.00026579+7.7383e-05i,-0.000565+0.00033515i,7.0069e-05+0.0007902i,0.0011377+0.000759i,0.00097429+0.00050827i,5.4743e-06+0.00031424i,0.00016522-0.00045414i,0.00081326-0.00066592i,0.00018908-0.00044553i,-0.00050423+7.8017e-05i,0.00016249+0.00059892i,0.00049378+0.00057092i
-0.00092315-0.00080585i,-0.0013473+0.00020147i,-0.0022639+0.00076407i,-0.0015267+0.00085i,-0.00064277+0.00074363i,-0.00034503+0.00057459i,-0.0002875+0.00063807i,0.00058262+7.3729e-05i,0.00097685-0.00045277i,0.0007925+2.6876e-05i,0.00085686+0.00064465i,0.00030654+0.00018296i,0.00020293-0.00045878i,0.00029744-0.00048814i,-1.7102e-05-0.00027612i,0.00017384+3.5321e-05i,-4.2973e-05+0.00013865i,-0.00075309+0.00029902i,-0.00038653+8.2449e-05i,0.00036871-0.00024594i,0.00043238-0.00021547i,-0.00019164-8.757e-05i,-0.00025125+0.00013672i
0.0015426+0.001084i,0.0020456+0.00054692i,0.0014903+0.00028115i,-0.00017795-0.00078936i,-0.00086675-0.0012624i,-0.00085345-0.00055461i,-0.00048858-4.5635e-05i,-0.00015724+0.00026434i,-0.00026568+0.00041858i,0.00057515+0.000314i,0.0016317-0.00031701i,0.0011645-0.00070309i,8.2502e-05-8.5451e-05i,-0.00051312+0.00051355i,-0.00091661+6.6554e-05i,-0.00066559-0.00018808i,-0.00017698+0.00042074i,-0.00043864+0.00052872i,-0.00057501+0.00019241i,-0.00035129+0.0004639i,-1.1427e-05-8.1667e-05i,0.00018323-0.001123i,1.4018e-05-0.00068264i
0.0018104-0.0021673i,0.0017619-0.0012986i,0.00092729-0.0012849i,-0.00049111-0.00087813i,-0.0007159+0.00071233i,1.3546e-05+0.0016637i,2.3513e-05+0.0011335i,-0.00031708-3.8988e-05i,-2.8602e-05-0.00081015i,-0.00015646-0.00052228i,-0.00069847+0.00021807i,-0.00070774+0.00090652i,-0.00026508+0.0011655i,0.00010981+0.00071538i,0.00023218-0.00024421i,0.00017003-0.00038556i,0.00026658+0.00062668i,0.00037834+0.00096902i,0.00030472+0.00016533i,0.00027161-0.00072822i,0.00014381-0.0007168i,0.00011555-0.00051366i,0.00037089-0.00079387i
0.00044328+0.0020356i,0.0005022+0.0013006i,0.00028234+0.0015815i,-2.7048e-05+0.0023763i,-3.6239e-05+0.0022623i,-0.00038586+0.0011882i,5.5993e-05+0.00079289i,0.00012699+0.0012559i,-0.00036422+0.0016806i,-0.00039129+0.0011361i,0.00018082+0.00019644i,0.00060328-0.00029232i,-0.00034552-0.00017213i,-0.0010563-0.00054433i,-0.00078837-0.0011175i,-0.000429-0.00099231i,-0.00030449-0.00012022i,0.00036318+0.00040487i,0.00060537-0.00016216i,0.00064049-0.00061863i,0.00019183-0.00090598i,-0.00093365-0.0012429i,-0.00076708-0.0011275i
0.0011063-0.0011401i,0.0012713-0.0021387i,0.00033837-0.0018569i,-0.00095577-0.00059536i,-0.0016644-0.00058232i,-0.00076999-0.0001205i,-8.8137e-05+0.00068246i,-0.00023858+0.00083905i,0.000275+0.0012184i,0.00033009+0.0013695i,0.00042094+0.0012153i,0.00070474+0.00097137i,0.00061505+0.0010929i,0.00028509+0.00099944i,1.4099e-05+0.00021276i,-0.00067185+0.00034815i,-0.00054328+0.00072427i,-3.2156e-05-0.00030664i,-3.818e-06-0.0008915i,-0.00010432+8.9452e-05i,-0.000351+4.3392e-05i,-0.00037541+0.00021916i,-0.00066232+0.00083366i
0.0012676+0.0010214i,0.00068341+0.00086426i,5.5296e-05+0.0011846i,0.0007082+0.0004459i,0.0011945-0.00023161i,0.0009178-0.00016522i,0.00025862+0.00041359i,-0.00052012+0.00018479i,-5.6429e-05+0.00059028i,0.00083567+0.00034474i,0.00060345-0.00058244i,0.00020569-0.0010937i,-0.0001294-0.0011941i,2.9685e-05-0.00042238i,0.000575-0.00018656i,0.00094231-0.00027655i,0.00059441-0.00010473i,3.0829e-05+0.0002681i,0.00044912+0.0001732i,0.0012902-0.00024927i,0.0011415-1.3095e-05i,-0.00011865+0.00016143i,-0.00094104-0.00029889i
-0.00026996+0.00024205i,0.0010702-0.00040016i,0.0015299-0.00052167i,-0.00031588-0.00022098i,-0.0020732+0.00016559i,-0.0014082+0.00052545i,-0.00034769+0.00060853i,-0.00018613+0.00020439i,7.4123e-06-0.00022621i,9.0483e-05+0.00017425i,-0.00014269+0.00024064i,-0.00045785+0.0004869i,-0.0010319+0.00052066i,-0.0013924+9.1574e-05i,-0.0013074-0.00052493i,-0.00065628-0.00058642i,-0.00042895+0.00028678i,-0.0012498+0.00033197i,-0.0013785+0.00029907i,0.00013431+0.0008699i,0.00079156+0.00055098i,0.00073198+7.5229e-05i,0.00057856+0.00013607i
-0.00037613+0.00031952i,4.108e-05+0.00012541i,0.00070004+0.00020234i,-0.00018558+0.00042273i,-0.00033941+3.12e-05i,0.001157+0.00022826i,0.0011887+0.00088223i,0.00011971-7.5896e-05i,0.00049257-1.9625e-05i,0.0008958+0.00030234i,0.00073675+0.00039036i,0.00043056+0.00073076i,-6.5949e-05+0.00051431i,-0.00067712+0.00083457i,5.8305e-05+0.00058657i,0.00071358-8.9947e-06i,-0.00011635+0.00024291i,-0.00050215-0.00021829i,-0.0001347-0.00024494i,0.00022291+0.00016985i,0.00013753-1.2369e-05i,-0.00049466+0.00027722i,-0.00033727-0.00019893i
-0.0007831+0.0003159i,-0.0014031-0.00030606i,-0.0019125-0.00048843i,-0.0021779+0.00018742i,-0.0020724+0.0012153i,-0.00092001+0.0015526i,0.00011846+0.00093539i,0.00025657+0.00097149i,-2.2174e-05+0.0010128i,-2.6358e-05+0.0014503i,0.00013079+0.001581i,0.00028463+0.00066023i,0.00078342-8.5992e-06i,0.00023673+0.00025732i,-0.000477-0.00013641i,-0.00030897-0.00034174i,8.8053e-05+5.6489e-05i,-0.00027755+9.4477e-05i,-0.00043617+0.00034104i,-0.00036267+0.00091486i,-0.00081788+0.00049732i,-0.00051694+2.9474e-05i,0.00011238+0.00047799i
-0.001707+0.0005954i,-0.0019276+0.00021495i,-0.0019119+0.0014192i,-0.0015537+0.0018667i,-0.00090898+0.0015716i,7.6159e-05+0.0012714i,0.00043538+0.00083761i,0.00068849+0.00037996i,0.00021272+0.00058028i,-0.0003112+0.00065806i,7.8497e-05+0.00023868i,0.00039547-0.00016853i,0.00042407+0.00020449i,-0.00011343+0.00041691i,-0.00033119+0.00040279i,-0.00066439+0.00057619i,-0.00084807+0.00058436i,-0.00055911+0.00024497i,3.3824e-05-2.6911e-05i,0.00025319-0.00010311i,0.00044054-1.4163e-05i,0.00073684+0.00028794i,6.9093e-05+0.00061203i
0.0023019+0.00032259i,0.0024316+0.00033019i,0.0021783-0.00044838i,0.000519-0.0010328i,-0.0013316-0.00096515i,-0.00079146-0.00044832i,0.00040608+0.00019301i,0.00035611+0.0010087i,9.9505e-05+0.0016301i,0.00098007+0.00084943i,0.001312-0.00011813i,0.00032951+8.8237e-05i,-0.00014852+0.00047534i,0.00042685+0.00032899i,-9.3872e-05+0.0003754i,-0.00044228+7.4287e-05i,0.00026302-0.00045443i,7.2791e-05+5.8745e-05i,-0.00017178+0.00035415i,-5.9129e-05-0.00041917i,-0.00039705-0.00068967i,-0.00015923+6.7694e-05i,4.4354e-05+0.00022575i
2.2659e-05-0.00040287i,-0.00077409-0.00055964i,-0.00086441-9.4641e-05i,-0.001481+0.00016721i,-0.0019064-2.3691e-05i,-0.0016941-0.00022216i,-0.0013214-0.000377i,-0.00073339-0.00060796i,-0.00019308+0.00013389i,0.00043759+0.00073037i,5.5214e-05+0.00053613i,0.000131-0.00016533i,0.00044341-0.00016552i,2.4527e-05+0.00014688i,-3.6544e-05+0.00055259i,0.00031257+0.00082914i,0.00041215+0.00021728i,0.00010475-0.00055391i,-0.00050189-0.00034704i,-0.00023983-0.00036756i,-4.6533e-05+4.9921e-05i,-0.00028526+0.00035319i,0.00041303+0.00040014i
0.0010067+0.0021612i,0.00085706+0.0023476i,0.00093154+0.00098591i,0.00080252+0.00010512i,0.00030306+0.00083883i,0.00029218+0.00033929i,0.00028478-0.00067893i,-0.00030895-0.0001107i,-0.00042197+0.00015855i,-0.00020017+2.4982e-05i,0.0004165-0.00039824i,0.00064327-0.0012767i,-0.000389-0.00085053i,-0.0010844+5.8544e-05i,-0.0013269+0.00023372i,-0.00099711-6.9224e-05i,-0.00012084-0.00055205i,0.00022724-3.3637e-05i,0.00019788+0.0003498i,-0.00020504+0.0003293i,-9.8945e-05+3.8069e-06i,0.00040609-0.00033327i,0.00046685+0.00019335i
-0.0013398+0.00035093i,-0.0017798+0.0003339i,-0.0023816+0.00073165i,-0.0021385+0.0012591i,-0.0018349+0.0012299i,-0.00048007+0.0015221i,0.0011099+0.0015269i,-0.00034671+0.00092243i,-0.0015935+0.0012453i,-0.00082584+0.0011355i,0.00010606+0.0007561i,0.0007763+0.00015026i,0.0011023-0.00017806i,0.00041872-0.00021487i,2.8598e-05-0.00031804i,-8.1924e-05-6.904e-05i,-0.00070058+0.00018504i,-0.001208+0.00032256i,-0.00091946+0.00047302i,-0.00048878+0.00011113i,-0.00036279+1.9041e-05i,1.5762e-05+0.00049393i,4.3794e-06+0.00044254i
7.3893e-05+0.0022347i,-0.00026967+0.0020641i,0.00083803+0.0024533i,8.807e-05+0.0020117i,-0.0012141+0.00077176i,-0.0013032-0.00015754i,-0.0013692-0.0005851i,-0.00039128-3.0401e-05i,0.00027527+0.00079019i,0.00049263+0.00053291i,0.00086022-0.00023761i,0.00086687-0.0005589i,0.00082781-0.0010129i,0.00081384-0.00084467i,-0.00047447+0.00010857i,-0.0011996+0.00034766i,-6.9692e-05+0.00044594i,0.00038314+0.00016925i,0.00057718+0.00019534i,0.00098053+0.00043277i,0.0015637+0.00042145i,0.0012442+0.00028203i,0.00021566-0.00051398i
0.0011018+0.00051136i,0.0016728-0.00012401i,0.0018527-0.0014139i,0.0011927-0.0018859i,0.00082113-0.0009351i,0.0003259+0.00044233i,-2.0496e-06+0.00044951i,-0.0005414-0.00031115i,-0.00026385-8.4919e-05i,0.00053135+0.00052625i,4.0762e-05+0.00073491i,3.4437e-06+0.00035896i,-0.0001261-0.00019661i,-0.00027849-0.00012093i,-7.267e-05+0.00011163i,-0.00026231+0.00016823i,-0.00074441+0.00026313i,-0.0007057-0.00017459i,-0.00027804-6.1577e-05i,-0.00035577+0.00054957i,-0.00048246+0.00021381i,-0.00019882+0.00017399i,1.5723e-05+0.00062779i
0.00030382+0.0023617i,0.00026003+0.0031336i,0.00080087+0.0028849i,0.00033051+0.0016691i,-0.00052866+0.00096635i,-0.00099076+0.00045954i,-0.00058863-1.0661e-05i,0.00043118+0.00044706i,0.00074586+0.0011558i,0.00092894+0.00079649i,0.00054003+0.00040913i,0.00012218+0.00016619i,-0.00030678-0.0007334i,-0.0011007-0.00065898i,-0.0012041+0.000156i,-0.00019096-9.8529e-05i,0.00022706-0.00067136i,-0.00039923-0.00057036i,-0.00065619-0.0004229i,-0.00022201-0.00027749i,0.00021398-0.00017002i,0.00070335-0.00049703i,0.00045701-0.00054176i
0.0027075+0.00020168i,0.003471+8.5255e-06i,0.0023582-0.00037134i,0.00045706-0.0014795i,-0.0016385-0.0013465i,-0.002022-0.00068385i,-0.0012203+0.0001953i,-0.0007377+0.00072562i,-0.00058681+0.00076527i,-0.00032773+0.00042931i,-0.00052486-0.00017693i,-0.0009001-0.00029171i,-0.00092384-5.768e-06i,-0.001611-0.00042816i,-0.001456-0.00028656i,-0.00059314+0.00011858i,-0.00035753-6.6852e-05i,0.00030713-0.00026634i,-4.3324e-05-0.00061815i,-0.00036403-0.00059387i,0.00026374-0.0001185i,0.00071629-9.3519e-06i,0.00093363-2.3636e-06i
0.0019162+0.00062418i,0.0014834-0.00080861i,0.00080092-0.0022856i,-0.00075932-0.0020105i,-0.0014265-0.0002638i,-0.0010785+0.00097846i,-0.00014178+0.00060123i,0.00025387-0.00022764i,0.00066017-0.00023236i,0.00088632-7.7584e-05i,9.9415e-05-0.00045093i,-0.00057917-8.6285e-06i,-0.0010409+0.00086588i,-0.00067105+0.00090821i,-0.00057655+0.00083316i,-0.0011179+0.00070747i,-0.00060163-5.8468e-05i,-5.3599e-06-0.00011763i,-0.00012323-0.00029121i,-0.00018693-0.0004433i,1.3079e-05-0.00014798i,-3.9435e-05-0.00028116i,0.00029652-0.00021203i
-0.00036048+0.002556i,0.00011127+0.0022627i,0.0006251+0.0029186i,0.00018104+0.0021612i,0.0010302+0.001048i,0.0015113+0.00099638i,0.00060898+0.0011594i,4.7593e-05+0.0015474i,4.556e-05+0.0020294i,3.9079e-05+0.0016271i,0.00044965+0.00090339i,0.00073589+0.00028044i,0.00047475-0.00051904i,-0.00018495-0.0010522i,-3.9344e-05-0.00097584i,0.00084492-0.00026326i,0.0003736+0.00034352i,-0.00037721+0.00025797i,1.5295e-05+0.00026972i,0.00075249+5.942e-05i,0.00082956-0.00021916i,4.2752e-05-0.00060398i,6.6483e-05-0.00046268i
-0.0025299-0.0013026i,-0.0022292-0.0025652i,-0.0019727-0.0015954i,-0.0024587+0.00021506i,-0.0026279+0.00097566i,-0.0016213+0.00065469i,-0.00037606+0.00088134i,-0.00038419+0.00085983i,-3.5291e-05+0.0004321i,0.00096313+0.00039836i,0.0018184+0.00054033i,0.00093244+0.0010321i,5.5754e-05+0.00077627i,-0.00014759-0.00033633i,0.00019388-0.00060154i,0.00023187-0.00011253i,0.00033398-0.00019275i,0.00045174-0.00039598i,0.00055489-0.00041865i,0.00060599-0.00025968i,0.0006573+2.9825e-05i,0.0012706-5.0912e-05i,0.00087987-0.00051737i
0.00077891-0.00080309i,0.0012818-0.00015745i,0.00057576-4.5829e-05i,-0.0006084-0.00011021i,-0.00068338-4.7794e-05i,-0.00064835+0.00077814i,-3.6675e-05+0.0010249i,0.00096649+0.00093024i,0.00098019+0.00088105i,0.00016459+0.00074797i,-0.0005145-0.00041386i,-0.00023005-0.00026077i,0.00013904+0.0012492i,0.00012334+0.00097205i,-0.00038823+0.0001702i,-0.00042964+0.00034248i,0.0002978+0.00073212i,0.00087468+0.00044428i,0.0010877-0.00028213i,0.00028735-0.00017608i,-0.0001524+7.4322e-05i,-0.00050386-8.918e-05i,-0.00050667-0.0003086i
0.00091443-0.00037483i,0.00080451+8.6289e-05i,-4.0503e-05-6.4208e-05i,-0.0015731+4.5184e-05i,-0.0019871+0.0010355i,-0.0015225+0.0021794i,-0.00065227+0.0013964i,9.9058e-05+0.00024628i,-0.0005102+0.00021029i,-0.00090824+0.00057074i,-0.00063989+0.00098293i,-0.00077314+0.0012726i,-0.00059816+0.0010455i,-0.00059529+0.00077711i,-0.00012397+0.00084411i,0.0001933+0.0010901i,-0.0004528-0.00029771i,7.1343e-05-0.00099604i,0.00072471+7.1819e-05i,0.00062196+0.00045267i,0.00038982+0.00014876i,-3.3069e-05+0.00024089i,8.412e-05+0.00027604i
0.00011497-0.0010373i,-1.1441e-05-0.0011075i,-4.579e-05-0.0010398i,-0.00081211-0.0012607i,-0.001921-0.00040732i,-0.0019394+0.00043663i,-0.0010106+0.00032268i,-0.00055977-0.00041112i,-0.00035409-0.00022536i,-0.00017864+0.00061681i,-4.0334e-05+0.00019081i,-0.00035938-6.1414e-05i,-0.00056413-0.00049812i,4.9037e-05-0.00043693i,0.00014307+0.00022612i,0.00063831-0.00015681i,0.0012979-0.0004958i,0.00078659-0.00054258i,0.00068997-0.00032224i,0.00056572-0.0001052i,-9.3896e-05-0.000455i,-0.00031521-0.00060508i,8.6753e-05-0.00027412i
0.00019824-0.0025241i,0.00075962-0.0025082i,-0.0008347-0.0022323i,-0.0020414-0.0012987i,-0.0019801+0.00043569i,-0.0014876+0.0015111i,-0.00032887+0.0013318i,0.00012575+0.00051735i,0.00044161+0.00013584i,0.0010681+0.00048636i,0.00099962+0.00075721i,0.0010023+6.9105e-05i,0.00131+0.00049735i,0.00076391+0.00096983i,-0.00051558+0.00026042i,-0.00061632+5.0852e-05i,0.00011839+0.00062847i,0.00047245+0.0005719i,0.00053851+0.00013919i,0.00035197+0.00013817i,0.00041878+0.00031276i,0.00016446+0.00066813i,-0.00033361+0.0005071i
-0.0022494+0.00044186i,-0.0019503+0.00070325i,-0.0019155+0.00040723i,-0.00071847+0.00051063i,0.00012392+0.0009136i,0.00063373+0.0005555i,0.00088401-0.00023192i,3.337e-05-0.00056589i,-0.00015313-0.00025302i,0.00034814+0.00030583i,0.00090812+0.00010949i,0.0014187-0.00022005i,0.0009455-0.00027926i,5.6267e-05-0.00091416i,0.0004564-0.0010733i,0.00062714-0.00030695i,0.00010927+0.00015522i,0.00041374+0.00018181i,0.00078123+0.00058865i,-0.0004956+0.00030025i,-0.00062251+0.00033336i,-0.00012319+0.00050668i,-0.00022522+0.00028261i
0.00022336+0.0017573i,-0.0009425+0.0013375i,-0.00032171+0.0015497i,0.00016361+0.0016043i,-0.00045502+0.0013657i,-0.00067635+0.00099217i,-0.00049102+0.00043897i,-0.00040723-9.7974e-05i,0.00023643+0.00028948i,0.00076364+0.00077801i,0.00042648+0.00042135i,-0.00023671-0.0003658i,-9.6225e-05-0.00052419i,0.0010127+0.0001826i,0.0010314+0.0004734i,-2.312e-05+0.00023477i,-0.00031096+1.2872e-05i,6.8794e-05-3.8571e-05i,-7.9222e-05+0.00061149i,-0.00029395+0.00088702i,-0.00039514+0.00020383i,-0.00047153+8.8797e-05i,5.0701e-05+0.0002065i
0.00141-0.00065611i,0.00078345-0.001265i,0.00013299-0.0026834i,-0.00010653-0.0019993i,-0.00094856-0.00082052i,-0.0016028-0.00068276i,-0.0010371+6.2579e-05i,-8.9018e-05+0.00074776i,0.00038979+0.00031735i,0.00045466-0.00019901i,0.00030276+0.00019389i,0.00035855+0.00055882i,3.9406e-05+0.00063716i,0.0001069+0.0012816i,-0.00017428+0.0013041i,-0.00034929+0.0005706i,5.6839e-05+0.00014534i,-0.0002016-0.00041519i,-0.00035084-0.00058147i,-0.00034327-0.00033827i,-0.00014372-6.4881e-05i,0.00031189-0.00027695i,0.00018903-0.00059052i
