-8.4717e-05+0.00089297i,-0.00081636-0.00054797i,-0.00011659-0.0021875i,-0.00098118-0.0023839i,-0.0022113-0.00095161i,-0.0027663+0.0012913i,-0.0018438+0.0022352i,0.00014307+0.0016849i,0.00098682+0.0010234i,0.00096828+7.5237e-05i,0.00034488-9.2244e-05i,-4.1369e-05+0.00021484i,0.00055376+0.00025133i,-0.00021021+0.0001525i,-0.00049594-0.00021962i,0.00017804-0.00068378i,0.00055472-0.00091857i,0.0006158-0.0002505i,0.00014289+0.00044627i,6.2658e-05+0.000697i,0.00040681+0.00025945i,0.00059043-8.892e-05i,0.00041435-0.00041827i
-8.7218e-05+0.001263i,0.00021663+0.0010967i,0.00068226+2.4332e-05i,0.0002398-0.0012891i,-0.0012188-0.0018479i,-0.0014754-0.0018672i,-6.2339e-05-0.0022024i,0.00075556-0.00096445i,3.3922e-05+0.0004578i,9.771e-05+0.00089616i,0.00064163+0.00057877i,0.00084068-0.00071213i,0.0010036-0.00075298i,0.00060032-9.177e-05i,-0.00048714+7.7998e-05i,-0.0012671-0.00042194i,-0.0008746-0.00061837i,-0.00020819-0.00016114i,0.00040854+0.00058775i,0.00029057+0.00099939i,-6.7731e-05+0.00073604i,0.00018019-0.00043284i,0.00038353-0.0011638i
-0.0022807+0.00045927i,-0.00088078+0.0010467i,-0.001214+0.0020147i,-0.0015047+0.00086743i,-0.0011836+0.00077249i,-0.0011568+0.0012481i,-0.0015255+0.0010874i,-0.0016926+0.00068607i,-0.0013803-0.00010613i,-0.00076758+0.00037949i,0.00035372+0.00074399i,0.00083784-2.5924e-06i,0.0006286-0.0005515i,0.00025106-0.0003211i,-0.00046056+0.000307i,-0.00075026-0.00017862i,-0.00062203-0.0014615i,0.00029005-0.0022466i,0.0010014-0.0016785i,0.00062416-0.00081242i,0.0008906-0.00035589i,0.00097771-8.5513e-05i,0.00059114+0.00012354i
0.0020317-0.0012351i,0.0020733-0.0020394i,0.002229-0.0028545i,0.0011531-0.0038663i,-0.00061044-0.004232i,-0.0016077-0.0029509i,0.00039765-0.0015591i,0.0017616-0.00018126i,0.0004024+0.0002608i,-0.00089563-7.8035e-05i,-0.0016015-0.00036318i,-0.001226-0.00030311i,0.00032458+2.328e-05i,0.00024766+0.00015229i,-0.00050233+0.00040141i,-0.00021424+0.00025386i,0.00024379-0.00038485i,0.00068236-0.00013469i,0.00055422-0.00015979i,0.0001468-0.00012283i,-0.00041051+0.0018181i,-0.00065402+0.0015686i,-0.00024411+0.00031637i
0.00083785+0.0026258i,0.00048802+0.0018588i,0.00070315+0.00060233i,0.00034015-0.00045724i,-0.0011342-0.0011607i,-0.0014235-8.1843e-05i,-0.0016935+0.0016057i,-0.0020544+0.0011043i,-0.0019887+0.0001133i,-0.001427-0.00015069i,-0.00033543-0.00046021i,-0.00021723-0.00020397i,0.00018475+0.00032173i,0.00014742+0.00056254i,-0.00030303+0.00068614i,0.00045507+2.4726e-05i,0.00076431-0.0010517i,8.4355e-05-0.0014299i,-5.6251e-05-0.0016819i,0.00052915-0.0014376i,0.0011517-0.00054573i,0.00045564+4.3907e-06i,-0.00022077-2.1249e-05i
-0.00036771-0.00089787i,-0.00078851-0.0015209i,-0.00062614-0.00089195i,-0.00081013-4.6677e-05i,-0.0018917+0.00051596i,-0.0025758-0.00079368i,-0.0003896-0.0011995i,0.0016892-0.00033751i,1.1265e-05-0.00056661i,-0.0011827-0.0006999i,-0.00058543-7.2734e-05i,-0.00036133+0.00069863i,-0.00026346+0.00026546i,-5.1592e-05-0.00016049i,-0.0005652-0.00015304i,-0.0003717-0.0010337i,0.00026123-0.00095366i,0.00080851-0.00048019i,0.0012489+0.00056504i,0.0011752+0.0014092i,-0.00035854+0.00088871i,-0.0011385+0.0010023i,-0.00032714+0.0011142i
-0.0036937-0.0017111i,-0.0036046-0.0018133i,-0.0034849-0.0011258i,-0.0026369-0.00091471i,-0.0014115-0.0017411i,0.00047456+0.00054618i,-0.00075022+0.0030043i,-0.0026429+0.0014016i,-0.0022993+0.00044273i,-0.0019437+0.0013465i,-0.00087474+0.0020359i,0.00019337+0.0019259i,0.00034376+0.0018403i,-0.00026397+0.0018112i,-5.2522e-05+0.00031531i,0.00026434-0.00092566i,-0.00045919-0.0010247i,-0.00050527-0.00052693i,0.00015715-0.00043628i,0.00084602-0.00056976i,0.0014011+4.4714e-05i,0.00033552+0.00074502i,-0.00028653+0.00082054i
0.00028813-0.00037053i,0.00047548-0.00035634i,0.00055929-0.00047968i,-0.00088195-0.00089345i,-0.0025976-0.0013169i,-0.0027728-0.0027145i,-0.00081955-0.0045888i,0.00099039-0.0019101i,-0.00019759+0.00068931i,-0.00081629+0.000273i,8.7782e-05+0.00010115i,0.00091057+0.00044092i,0.0013424+0.00022224i,0.00096595+7.4936e-05i,3.8361e-06-0.00043416i,-0.00045524-0.00045631i,0.00038687-5.8692e-05i,0.001268+0.00036643i,0.0013217+0.0014714i,0.00040749+0.0018147i,-0.00098601+0.0014197i,-0.0014401+0.00039377i,5.1884e-06+1.9697e-05i
-0.00039207-0.00044123i,-0.00036323-0.00019638i,-0.001056-0.00078466i,-0.0007649-0.0013261i,0.00052934-0.0011609i,0.00068586+0.001281i,-0.00066741+0.0043477i,-0.0017742+0.0024774i,-0.0017612+0.00060827i,-0.0014335+0.0010565i,-0.00083192+0.0011088i,-0.00044958+0.00082142i,-0.00037198+0.00057346i,-1.5341e-05+1.5169e-05i,-0.00014774-0.00017712i,-0.00028493-0.00011968i,-0.00015142-0.00065953i,-0.00090922-0.0015516i,-0.00085339-0.0014419i,0.00023218-0.00058015i,0.00092329+0.00061809i,0.00038408+0.0011557i,0.00019064+0.00038801i
0.0039203-0.0011981i,0.0037254-0.001143i,0.0037915-0.0014072i,0.00051657-0.0022139i,-0.0041596-0.0030718i,-0.0045942-0.0037612i,-0.00063457-0.0039704i,0.0014197-0.0018366i,-0.00015376+0.0005578i,-0.0011657+0.00077636i,-0.00093595+3.5139e-05i,-0.0012834-3.6651e-05i,-9.8069e-05+0.00057662i,0.00057421+0.0012921i,-0.00057772+0.00071289i,-0.00077491-0.00046237i,0.00038218-0.00014705i,0.0011907+0.00095932i,0.00078322+0.0014495i,0.00011137+0.0012194i,-0.00051055+0.0011063i,-0.0012548+0.00052179i,-0.00065377-7.6713e-05i
0.0015277+0.0010318i,0.0003451+0.00054263i,-0.0002754-0.0014073i,-2.8136e-05-0.002535i,0.0015629-0.0011477i,0.0015764+0.0020158i,-0.0020231+0.003494i,-0.0032862+0.0019626i,-0.0011634+0.0010267i,-0.00050434+0.0014724i,-0.00083458+0.0014448i,-1.4466e-05+0.00059918i,0.00011239+0.00057596i,0.00022752+0.00073289i,-0.00015861+0.00028534i,-0.0011975-0.00044145i,-0.00065842-0.0012615i,0.00118-0.00060699i,0.0013626-0.00064437i,0.0017211-0.00074463i,0.0015004+0.00023069i,0.00022856-5.0406e-05i,-3.8396e-05-0.00021259i
-0.0038004-0.0027964i,-0.003637-0.002075i,-0.00476-0.00086876i,-0.0048467+9.283e-05i,-0.0050459-0.0014248i,-0.0053461-0.0041093i,-0.0013716-0.004891i,0.0020278-0.0025075i,0.00053614+0.00030887i,-0.001298+0.0010661i,-0.0005704+0.0011132i,0.00072229+0.00079165i,0.00042112+0.00038395i,-7.3389e-05+0.00034309i,-0.00036276-6.8996e-05i,-0.00053682-0.00080679i,-0.00023763-0.0011814i,0.00054674-0.00072779i,0.00076711-0.0002039i,-0.00029011-0.00013492i,-0.00070122+0.00014521i,-0.00010306+0.00040811i,0.00075028+0.00037738i
-0.002707+0.0019806i,-0.0029287+0.0025644i,-0.0017108+0.0019033i,0.00020987+0.00028672i,0.0012401+0.00086372i,0.0022881+0.0051327i,-0.00030587+0.0064218i,-0.0031535+0.0020685i,-0.0022067+8.1165e-05i,-0.0005875+0.00097038i,0.00078856+0.00040151i,0.00052933+0.00054693i,0.00011524+0.0010019i,0.00029158+2.5006e-05i,0.00042174+6.5077e-05i,0.00016794+0.00053555i,-6.958e-05-0.00044941i,-0.00045293-0.0010003i,0.00013682-0.0010583i,0.001317-0.00037358i,0.0015261+0.0010279i,0.00072893+0.0011508i,0.00045014+0.00071649i
0.0026995+0.0013023i,0.0026109+0.00096261i,0.0022251-7.1786e-05i,-0.00043149-0.0017684i,-0.0045982-0.0036652i,-0.0048732-0.0083633i,-0.00036682-0.0083217i,0.002048-0.0014609i,0.00050224+0.0019096i,-0.00060683+0.0010704i,-0.00070475+0.00020174i,-0.00027924+0.0001522i,-0.0001024+0.00074994i,0.00017499+0.00096412i,0.0003516-0.00057464i,-0.00034297-0.0014787i,-0.00084903+0.00011349i,-0.0005493+0.0011865i,0.00011183+0.00027905i,0.00069542-0.00016435i,0.00081562-0.00016139i,0.00017296-0.0003966i,4.0663e-06-0.00017096i
-0.0010421+0.00067026i,-0.0011595+0.0003217i,-0.00063866+0.00018772i,0.00046691-0.00099894i,0.0032438-0.00036569i,0.0015308+0.006861i,-0.0038446+0.010471i,-0.0045819+0.0045887i,-0.0017533+0.00066177i,0.00011527+0.00098876i,0.0012599+0.0011795i,0.0010001+0.00072347i,-0.00010298+9.5526e-05i,-0.00077009-0.00023627i,-0.0011866+0.00038041i,-0.00092951+5.9268e-05i,-0.00089426-4.4466e-05i,0.00013092+0.0010921i,0.0010181+0.00080249i,0.00080045+0.00010028i,0.0012235+0.00058059i,0.0014369+0.00052765i,0.0010301-0.00017782i
0.0016353+7.651e-05i,0.0021841+0.00035149i,0.0018187-0.0002148i,-0.0013452-0.0016754i,-0.0068804-0.0041749i,-0.0057091-0.0096699i,0.002393-0.010752i,0.0043443-0.0046712i,0.00088003-0.00094121i,-0.00060348-0.00048983i,-0.00077433-5.2818e-05i,-0.00033302+0.00018494i,0.00059583+0.00063725i,0.0011165+0.00069902i,0.0012145+0.00039183i,0.00077839-0.00071673i,0.0003487-0.00099083i,0.00034397+0.00012703i,0.0008966+0.0011912i,0.0013217+0.00099394i,0.00092259-0.00071492i,-9.6743e-05-0.0002904i,-0.0003209+0.00062678i
0.0013973+0.00080162i,0.00052049-3.317e-05i,0.00072648-0.0020812i,0.0030352-0.0031311i,0.0059194+0.0010718i,0.0027171+0.0088133i,-0.0054737+0.010197i,-0.0069545+0.0044779i,-0.0029621+0.00028946i,-0.00085975-0.00026299i,-0.00076256-0.000167i,-0.00087822-0.00015704i,-0.00062279-0.00013621i,-0.00015496-0.00098947i,-0.00017728-0.0011656i,-0.00023835-0.00065731i,1.6059e-05-0.00047668i,1.7015e-05-0.0010844i,0.00019919-0.0015281i,0.00054653-0.00091313i,0.00063533+0.00035981i,0.00061052+0.00083609i,0.00055634+0.00079967i
0.00046822-0.00027755i,0.00086375-0.00029661i,0.0010959-0.00039345i,-0.0019946-0.0016699i,-0.0076573-0.0070123i,-0.0060591-0.013899i,0.0029844-0.012361i,0.0055297-0.0041831i,0.00138+0.00030946i,-0.00094518+0.0012338i,-0.0016511+0.0015217i,-0.0010081-3.1885e-05i,0.00035905-0.00061687i,0.00032224+0.00034864i,-0.0002172-0.00029048i,-2.9429e-06-0.0012658i,-7.9331e-05-0.0013943i,-0.00029112-0.00083333i,0.00049535-0.00017441i,0.001486-3.2351e-05i,0.0010983+0.0002463i,-0.00045275+0.00028089i,-0.0002019+0.00028023i
-4.2455e-05+0.0012204i,-0.00026707+0.00055039i,0.0017425-0.0024354i,0.0045379-0.0036514i,0.0064736+0.0024978i,0.0020294+0.013195i,-0.0066886+0.014137i,-0.0075478+0.0053962i,-0.002389+0.00023852i,0.00010595+8.9135e-05i,0.00044598-6.7957e-05i,-0.00019832+4.9766e-05i,-0.00087944+0.00055583i,-0.00028286+0.00057927i,-0.00067665+0.00083661i,-0.0019664+0.0010573i,-0.0025514+0.00053814i,-0.0015572-0.00064583i,-0.0011294-0.00076887i,-0.0012978+0.00018545i,-0.0002626+0.0012994i,0.00044821+0.0015083i,0.00034665+0.0010347i
0.00028832+0.0016525i,0.00086352+0.0019503i,-0.00059086+0.0031223i,-0.0050301+0.0016309i,-0.0083226-0.0068688i,-0.003399-0.017155i,0.0070663-0.015887i,0.0090771-0.005547i,0.0030753+0.00017103i,3.7423e-05+0.0013838i,0.00059477+0.0014712i,0.0009535+0.00090343i,0.00059651+0.0015828i,0.0004577+0.0018299i,0.0010109+0.00060191i,0.0016137+0.00040843i,0.0012982+0.0005929i,0.0006373+0.00023471i,0.0015311+0.00011889i,0.0031788-0.00039907i,0.0027675-0.00090005i,0.0012221-0.00041641i,0.00046038+0.00015768i
0.00067547-0.0038705i,-8.2607e-05-0.0048103i,0.0002927-0.0061476i,0.0044592-0.004429i,0.0063943+0.0059119i,-0.0014685+0.018774i,-0.010286+0.017802i,-0.0097045+0.0065549i,-0.0049036+0.00011874i,-0.0022338-0.00051785i,-0.0010487+0.00043459i,-0.00029024+0.0022647i,0.00049473+0.0027392i,0.00088705+0.0014397i,0.00098337-4.5463e-05i,0.00050756-0.00068226i,0.00014876+4.9698e-05i,0.00017275+0.00016137i,-0.000598-0.00016157i,-0.0012331-0.00064819i,-0.0011155-0.00037812i,-0.00022769+0.00030205i,0.0011594+0.0002476i
0.00044493+0.0014038i,0.0003737+0.00242i,-0.0025933+0.0022733i,-0.0089376-0.0024513i,-0.012955-0.012768i,-0.0037004-0.022931i,0.0088153-0.020281i,0.008042-0.0073635i,0.00044247-0.0001513i,-0.0023545-6.3221e-06i,-0.0014141-0.00055264i,5.3649e-05-0.00014257i,0.0011805-5.4778e-07i,0.0011928+0.00055311i,0.0011905+0.0011589i,0.00079676+0.00063321i,0.00024257-0.00012844i,0.00069333+2.9884e-05i,0.0021452+0.00093054i,0.0023494+0.0011623i,0.0016834-0.00025707i,0.00091375-0.00064905i,-0.0008518+0.00060267i
0.0024978-0.0012847i,0.0038783-0.0016661i,0.0046996-0.0036733i,0.0081742-8.2852e-05i,0.0095321+0.012286i,-0.0012792+0.024452i,-0.013076+0.021703i,-0.011335+0.0087835i,-0.0043897+0.0019836i,-0.00090546+0.001742i,-0.00055829+0.0024309i,-0.00035775+0.00099526i,0.00025594+0.00025119i,-0.00018189+0.00071938i,-0.00038793-0.00024674i,-7.7676e-05-0.00064976i,-0.00050849-0.00039434i,-0.00045596-0.00078644i,-0.00055199-0.0013627i,-0.0016622-0.0010315i,-0.0013976-9.0077e-05i,-0.00078674+0.00017843i,-0.0010621-0.00029111i
0.0014187-0.00058735i,0.0015875+5.3981e-05i,-0.0025294-0.00052429i,-0.0096543-0.0074235i,-0.012567-0.021991i,-0.00076679-0.030945i,0.0135-0.022955i,0.012261-0.0081417i,0.0036431-0.0010552i,-0.0010141-5.1643e-05i,-0.0014945+0.00013657i,-0.00081429+0.00055607i,-0.00065944+0.00081025i,-0.00018646+0.0010367i,0.00059651+0.00062479i,0.00056334-0.0010254i,0.00029927-0.0013263i,0.000459-0.00032266i,0.0013146+0.00070433i,0.0021397+0.00085737i,0.001627+0.00063243i,7.1846e-05+0.0010021i,-0.00015035+0.0012919i
2.1214e-05-0.001852i,0.00028325-0.0026988i,0.0043457-0.0025448i,0.010491+0.0047067i,0.0091003+0.02104i,-0.0045214+0.032639i,-0.016306+0.024958i,-0.013842+0.0092298i,-0.0060038+0.0024225i,-0.0016975+0.0020423i,-0.00049371+0.0020659i,-0.00012037+0.0017871i,0.00018664+0.0014625i,0.00061957+0.00097056i,0.0007105-0.00048387i,0.00019482-0.0012663i,-6.9381e-05+1.3925e-06i,-9.1443e-05+0.00098176i,-0.00068241-0.00013747i,-0.0016259-0.0011004i,-0.0013896-0.00039993i,-0.00059122-0.00012i,-7.8603e-05-0.00083931i
0.0005342-0.0016697i,-0.0010615-0.00014104i,-0.0063229-0.0018959i,-0.0123-0.011087i,-0.011465-0.02815i,0.0035072-0.037531i,0.017195-0.027343i,0.014314-0.010023i,0.004466-0.001279i,-0.00067529+0.00015645i,-0.00089113+0.00070755i,0.00015723+0.00090535i,0.00077956+0.0011733i,0.00036368+0.0012114i,-0.00045212+0.00087852i,-0.00099463-2.6816e-05i,-0.00035726-0.0007967i,0.0014078+0.00021348i,0.002375+0.00208i,0.0017116+0.0026642i,0.00071012+0.0016825i,-0.00012064+0.0005513i,4.4513e-05-9.1234e-05i
0.0010197-0.00036691i,0.0018844-0.0013161i,0.006495-0.0005051i,0.010634+0.0091463i,0.0040001+0.027788i,-0.013027+0.038333i,-0.023146+0.027777i,-0.017024+0.0098287i,-0.0059433+0.0018131i,-0.00097056+0.0025312i,-0.0003436+0.0031431i,-0.00050487+0.0021404i,-0.0001848+0.0016612i,0.00058518+0.00095125i,0.0007937-0.00022491i,7.426e-05-0.00091788i,-0.00034749-0.0010511i,3.7436e-05-0.00058963i,0.0001829-0.00088835i,-0.00042294-0.0015322i,-0.0010601-0.0012417i,-0.00097066-0.0010394i,-0.00094178-0.00038066i
-0.0010957+0.00074024i,-0.0024659+0.00010409i,-0.0063635-0.0029593i,-0.010315-0.015799i,-0.0031935-0.035143i,0.014562-0.042938i,0.024693-0.029767i,0.018071-0.010975i,0.005514-0.0019601i,-0.00049248-0.0010298i,-8.6475e-05-0.0013785i,0.00071599-0.00093394i,0.00076047+4.3991e-05i,0.00044013+0.0013233i,-0.00034124+0.0021577i,-0.00069861+0.0014425i,6.5883e-05+0.0006759i,0.00052363+0.00096256i,-6.5629e-05+0.0019354i,0.00028535+0.0020595i,0.0010423+0.0016083i,0.00099801+0.00097707i,0.0012031+0.00064785i
0.00047955+0.00040164i,0.0020194+0.00064793i,0.0060932+0.005526i,0.0076694+0.017684i,-0.002829+0.034684i,-0.021893+0.042015i,-0.030558+0.029817i,-0.021291+0.011532i,-0.0076027+0.0023763i,-0.00145+0.0014642i,5.5612e-05+0.0013556i,0.00037905+0.00015962i,-4.4501e-05-0.00053164i,-0.00015198-0.00038141i,0.0005412+0.00051201i,0.00075009+0.0012773i,0.00031979+0.00070791i,0.0005395-0.00062373i,0.00073263-0.0027978i,0.00021247-0.0037543i,-0.000648-0.002127i,-0.00043354-0.00035346i,-0.00027182+9.8579e-05i
-0.00050239-0.0018781i,-0.0020952-0.002732i,-0.0070509-0.0078136i,-0.0089859-0.022067i,0.0028112-0.040186i,0.023471-0.045044i,0.032395-0.030648i,0.02282-0.011124i,0.0071214-0.0021952i,-0.00045849-0.0018008i,-0.00078018-0.0017819i,-5.2196e-05-0.00080685i,-0.00029408-0.00031507i,-0.00018952-0.00035791i,0.00051237-0.0010871i,0.00083542-0.0018693i,0.0011796-0.001002i,0.00056005+0.00039718i,-0.00062719+0.0017678i,-0.000836+0.0020391i,2.7548e-05+0.0010983i,0.00032639+0.00028947i,0.0014287+0.00021805i
-0.0010167-0.0015177i,0.0013183-2.207e-05i,0.0034323+0.0076932i,0.00086139+0.02383i,-0.01242+0.041963i,-0.031948+0.0454i,-0.038174+0.030803i,-0.025655+0.012079i,-0.0093793+0.0027475i,-0.0024373+0.0025048i,-0.0021677+0.003009i,-0.0018618+0.0013661i,-0.00089396+3.5547e-05i,0.00043555+0.00055317i,0.0010553+0.0010001i,0.00063801+0.00091962i,0.0005154+0.00024693i,0.0010837-0.00080839i,0.0018182-0.00099334i,0.001494-0.0009623i,0.00039872-0.00025159i,-0.00056967+0.00078723i,-0.0012869+0.00073088i
-0.00041327-0.0001096i,-0.0022348-0.0030865i,-0.0034597-0.0094301i,0.0024625-0.026011i,0.018833-0.045645i,0.037176-0.048014i,0.040899-0.031573i,0.026663-0.011391i,0.0090137-0.001683i,0.0010825-0.0010838i,0.00095224-0.0011165i,0.0015077-0.00066045i,0.001079-0.00051133i,7.059e-05-5.1753e-05i,-0.0002831-0.001085i,-0.0005323-0.0019617i,-0.00030586-0.0010553i,0.00040032+0.00046741i,-0.00015652+0.0015169i,-0.00033917+0.0017704i,3.4363e-05+0.0013578i,-0.00023587+8.4625e-05i,0.00036899+0.00016282i
-0.0037951+0.0015225i,-0.0023109+0.0047432i,-0.0020738+0.013814i,-0.009109+0.029604i,-0.028411+0.046773i,-0.047014+0.047213i,-0.046602+0.031335i,-0.028572+0.012806i,-0.010166+0.0035409i,-0.0017009+0.0039898i,0.00094616+0.0043803i,0.0014931+0.0028129i,0.00066302+0.0019989i,-0.0001708+0.0020428i,-0.0006489+0.0016683i,-0.00076874+0.0008446i,-0.00058993+0.0001129i,0.00044407-1.5468e-05i,0.00135+0.00029928i,0.0010462+0.00012114i,0.0010292+0.00078931i,0.00068411+0.0014987i,-0.00029346+0.00079198i
0.0054301-0.0092314i,0.0050698-0.011743i,0.0036753-0.025125i,0.0095487-0.040842i,0.029309-0.050864i,0.048002-0.045089i,0.047387-0.027561i,0.030026-0.010913i,0.010874-0.0023363i,0.00077686-0.001611i,-0.0016015-0.0015364i,-0.0010741+0.0014935i,-0.00070337+0.0033962i,-0.0001002+0.0020537i,0.00081165+0.00088309i,0.001256+0.00031983i,0.0022316+0.00062245i,0.0013632+0.0010891i,-0.00068666+0.0011627i,-0.0011453+0.00095728i,-0.0010408+3.051e-05i,-0.00095195-0.00020626i,0.00030055+0.0010451i
0.00023093-0.0019724i,-0.00015609+0.00010223i,-0.0045404+0.0069139i,-0.019597+0.021948i,-0.045023+0.037454i,-0.061725+0.039804i,-0.054844+0.028516i,-0.033361+0.012733i,-0.013371+0.0025543i,-0.003878+0.0014931i,-0.0012369+0.0026052i,-0.00025124+0.0016331i,-0.00025653+0.00097586i,-0.00058223+0.00088633i,-3.5383e-05+0.00041841i,0.00049256+0.00046939i,0.0005533+4.7049e-05i,0.00036204-0.00014627i,0.0005233-0.0004097i,0.0011162-0.0011529i,0.001164-0.00091414i,0.0010259-0.00056779i,-0.000106-0.00081086i
-0.0020867-0.0024797i,-0.00074633-0.0048331i,0.0042066-0.013516i,0.020501-0.027775i,0.04723-0.037492i,0.063888-0.035799i,0.056696-0.025947i,0.034243-0.011966i,0.011845-0.001897i,0.0011245-0.00075284i,0.00018564-0.0024771i,0.0013686-0.0027039i,0.0012255-0.0014466i,0.0012718-0.00071953i,0.0015319-0.001536i,0.0017586-0.0024892i,0.0019789-0.0010987i,0.0015823-0.00018378i,0.00052053-0.00036162i,-0.00025175-0.00047301i,0.00042761-0.00052678i,0.00073878-0.00025535i,0.00086442+0.0005483i
-0.00067632+0.00026072i,-0.00068575+0.0032948i,-0.0078763+0.0095167i,-0.028867+0.020623i,-0.057564+0.028449i,-0.073063+0.029207i,-0.062798+0.024126i,-0.038398+0.011796i,-0.016153+0.0021536i,-0.0050761+0.001339i,-0.0024582+0.0025034i,-0.0019889+0.0020437i,-0.0020012+0.0012787i,-0.0022564+0.00038262i,-0.0021818-0.00059941i,-0.0021964-0.00068275i,-0.0017424-0.00093973i,-0.00046682-0.0013262i,0.00036039-0.00065795i,-3.6151e-06-0.00011352i,-0.0010076+1.0021e-05i,-0.0016101+0.00038176i,-0.0017232-0.0010976i
-0.001929+0.0013731i,0.0011661-0.001336i,0.010571-0.0090004i,0.032549-0.019751i,0.060059-0.025812i,0.074068-0.026126i,0.064963-0.022857i,0.039946-0.011538i,0.015685-0.0010242i,0.0039515+2.0964e-06i,0.00092326-0.0013942i,0.0006937-0.0012915i,0.00079661-0.00054118i,0.0003748+0.00051783i,0.00058343+0.0001225i,0.00053427-0.00047217i,-0.0003497+7.9692e-05i,-0.0010609+0.00033209i,-0.00052709+0.00075514i,0.00022095+0.0012278i,0.00055586+0.0010589i,0.00039814+0.001371i,-0.00052072+0.0018385i
-0.00017089-0.00061103i,-0.0028953+0.0016321i,-0.014356+0.0054872i,-0.039137+0.010462i,-0.06862+0.0137i,-0.082121+0.017242i,-0.071111+0.020103i,-0.043738+0.012762i,-0.017759+0.0036031i,-0.0063678+0.0030575i,-0.0030416+0.0047114i,-0.0014031+0.0044325i,-0.0019691+0.0025622i,-0.0021682+0.00070743i,-0.0022203-0.00069642i,-0.001344-0.0015054i,-0.00030009-0.0015427i,0.00042568-0.001299i,0.00071222-0.00061996i,-0.00021177+0.00066401i,-0.00094078+0.0015157i,-0.00069569+0.0007108i,-0.00013852-0.00072478i
0.00036151-0.0028055i,0.0028249-0.0043371i,0.012763-0.0077356i,0.03671-0.0099092i,0.065229-0.0094645i,0.07831-0.011455i,0.068754-0.016626i,0.042872-0.012i,0.016354-0.0022624i,0.0036406-7.1542e-05i,0.0016602-0.0017793i,0.003174-0.00084307i,0.0039664+0.0016204i,0.003108+0.0027504i,0.002063+0.0023977i,0.001249+0.0019493i,0.0003121+0.0019284i,0.00017035+0.0014776i,0.0010213+0.0015195i,0.0015501+0.0013344i,0.0013054+0.00099558i,4.7101e-05+0.0015599i,-0.00071037+0.0022794i
-0.00012141+0.0014429i,-0.0040056+0.0026803i,-0.015444+0.0017825i,-0.041238-0.00091906i,-0.071587-0.0036077i,-0.083462+0.0029164i,-0.071433+0.015388i,-0.045257+0.013909i,-0.019316+0.0038026i,-0.0054408+0.0014587i,-6.4143e-05+0.0034782i,0.00047119+0.0035089i,-0.0014519+0.0013929i,-0.0027035-0.00077652i,-0.0023665-0.0018353i,-0.00092506-0.0017488i,0.0012527-0.0017392i,0.0018277-0.0020719i,0.00021239-0.0020128i,-0.00075257-0.0010883i,-0.0007541-0.00018829i,-0.00036864-0.00094973i,0.00027068-0.0016322i
-0.0029816+0.0022218i,0.0016834+0.002975i,0.014637+0.0052752i,0.040601+0.008624i,0.070611+0.011818i,0.081399+0.002069i,0.069132-0.015471i,0.044245-0.014631i,0.017982-0.0029202i,0.0044608-0.00057659i,0.0018553-0.0030884i,0.0021152-0.0036079i,0.0028265-0.00221i,0.0024728+0.00075792i,0.0018313+0.0017326i,0.001423+0.0015497i,0.00082993+0.00086083i,0.00048462-5.347e-05i,0.00086794+6.6887e-05i,0.0023098+0.00053613i,0.0028911+0.00092001i,0.0016193+0.00073852i,0.00051155+0.0017658i
0.0011371+0.002342i,-0.0020649+0.0016286i,-0.013913-0.003683i,-0.038844-0.015416i,-0.06884-0.024724i,-0.082301-0.012425i,-0.072158+0.011519i,-0.046619+0.014849i,-0.02098+0.0044137i,-0.0073673+0.0014674i,-0.0034115+0.002801i,-0.0027729+0.0014633i,-0.0029113+0.00029636i,-0.0022541-0.0010543i,-0.0011269-0.0027158i,-2.7974e-05-0.0028586i,0.0012353-0.0014971i,0.00095386-0.000728i,-0.00056661-0.00082712i,-0.0014255-0.0016431i,-0.0012487-0.0020463i,-1.2806e-05-0.0020202i,0.0014966-0.0029416i
0.0022361-0.0019128i,0.0054507-0.00071057i,0.016906+0.0033778i,0.03866+0.01652i,0.062809+0.028791i,0.074492+0.018335i,0.068936-0.0085165i,0.045851-0.015079i,0.01822-0.0036081i,0.0031239-0.00015554i,-0.00034046-0.0024378i,-0.0007866-0.001762i,8.095e-05+0.00068077i,0.00072273+0.0030713i,-0.00029776+0.0036925i,-0.0009736+0.001641i,-0.0015742-0.0002479i,-0.0020444-1.9383e-05i,-0.0017881+0.0014404i,-0.00086782+0.0021747i,-2.3537e-05+0.0017256i,-0.00026272+0.00056501i,-0.0014571+0.0005138i
-0.0023924-0.0011471i,-0.0054799-0.0023097i,-0.015908-0.010304i,-0.036893-0.029396i,-0.06117-0.043749i,-0.073526-0.027883i,-0.068985+0.006661i,-0.048172+0.016859i,-0.023444+0.0051711i,-0.0086894+0.0011916i,-0.0036908+0.0038389i,-0.0019474+0.0042429i,-0.001755+0.0023773i,-0.0013564-0.00034779i,5.0767e-05-0.0020708i,0.00060578-0.002138i,0.00028308-0.0015385i,0.00059928-0.0011654i,0.0015219-0.0013511i,0.0014602-0.0022497i,0.00072741-0.0015696i,0.00041717+5.7025e-05i,0.00061867-0.00082833i
