-0.0035126+0.0012978i,-0.0021509+0.00065372i,-0.0016543+0.00074233i,-0.0016571+0.0005539i,-0.0010687+0.00086737i,-0.00071968+0.0017477i,-0.00092969+0.001869i,-0.00097959+0.00074532i,0.00070782-2.1728e-05i,0.0025277+0.00095398i,0.002258+0.0010503i,0.0010852-0.00035734i,0.00050465-0.00054998i,0.00052936-0.00021468i,0.00096595-0.00021941i,0.0012807-0.00013708i,0.0007192-0.00062745i,0.0003956-0.00068502i,-2.2312e-05-0.00027191i,-0.00039449-0.00021455i,0.00042542-0.00042991i,0.00057941-0.00029964i,-0.00018634+9.7936e-05i
-0.00078178-0.00037234i,-0.0016871-0.00074945i,-0.0020558-0.001097i,-0.00088329-0.00010638i,-0.00068788+0.00067843i,-0.0014169-0.00024691i,1.8442e-05-0.00068986i,0.00092285-0.00032982i,0.00026675+2.9482e-05i,-6.0706e-05+0.00020365i,-0.0004272+0.00016423i,0.00025858+0.00024772i,0.00030971+0.00022118i,-9.1624e-05+0.0003024i,0.0012006+0.00036072i,0.0017799-1.6901e-06i,0.00097145+7.8617e-05i,0.0008208-0.0001462i,0.0005722-0.0008122i,0.00067119-0.00058094i,0.00037963-0.00051787i,-0.00089674-0.00062563i,-0.00048242-0.00026236i
0.0011509-8.0257e-05i,0.001316-0.00080744i,0.0012064-0.00082302i,0.00071277-0.0013799i,0.00034355-0.0012484i,0.00025895-0.00033219i,-0.00019359+7.7226e-05i,-0.00072266-0.00065239i,-0.00070965-0.00099692i,-0.00059674-0.00020775i,-0.00042405+8.6934e-05i,-3.6158e-06-0.00031227i,0.00056961-5.4962e-05i,0.00091621+0.00063817i,0.00067213+0.00092984i,8.0924e-05+0.00032217i,-0.00034936-0.00038079i,-0.00029188-0.00019491i,-0.00049409+0.00030715i,-0.00052402+0.00055838i,0.00011708+3.8926e-05i,0.0004689-0.00022753i,-0.00019591-0.00028523i
-0.001406-0.00019044i,-0.00064835-0.0012573i,-0.00068927-0.0013663i,-0.00073233-0.0016523i,-0.00055441-0.0016689i,-0.00026081-0.00021172i,0.00035598+0.00078115i,0.00057596+0.00057789i,1.638e-05+0.00068853i,-0.0001269+0.0006858i,-0.00010602+0.000374i,0.00012006-1.2925e-05i,0.00047293+0.00023284i,0.00037076+0.00086665i,0.0002456+0.00088508i,0.00046453+0.00096699i,0.00066054+0.00095769i,0.00025167+0.00032602i,-0.00038472-0.00068168i,-0.0006071-0.00064674i,-0.00069675-0.00014772i,-0.0007646+0.00051228i,-0.00045124+0.00021156i
-0.00061301-0.0014168i,-0.0011649-0.00071311i,-0.001243+0.00036397i,-0.00037954+0.00054031i,0.00019021-3.1152e-05i,0.00043805-0.00029312i,0.00067196-0.0003479i,0.00092105-0.00024287i,9.4619e-05-1.3194e-05i,-0.00051741-0.00024941i,0.00027637-0.00024016i,0.00058472-0.00023027i,0.00048132-0.00036481i,0.00093533-0.00025734i,0.00094762+0.00017138i,0.00026285+0.00049756i,-0.00022179+0.00045693i,-3.2004e-06+1.6705e-05i,9.6545e-05-0.00034023i,-0.00019756+0.00013515i,-0.00046294+0.0001119i,-0.00045341-0.00048026i,-0.00067327-0.0007906i
-0.0014953+0.0024132i,-0.00038204+0.0022877i,-7.3265e-05+0.0010529i,-7.369e-05+0.0004442i,0.00049015+0.00013336i,0.00066442-0.00044812i,0.00033486+1.7767e-05i,0.00052553+0.00035669i,0.0012439+0.00057185i,0.001387+0.00086765i,0.00074678+0.00063897i,0.00050606+0.00020476i,0.00071621-3.3827e-05i,0.00058697-0.00052843i,0.00037952-0.00066615i,4.7636e-05-0.00059613i,-0.00014403-0.00045593i,-0.00028271-0.00012855i,0.00027727-0.00018814i,0.0006733+2.0383e-05i,0.0007178+0.00042278i,0.00083297+0.00035522i,0.00080499+0.00021935i
-0.0025097-0.0024273i,-0.0032282-0.0021078i,-0.0025105-0.00054381i,-0.0015143-0.00011742i,-0.0011884-0.00013778i,-9.3464e-05-6.5162e-05i,0.00014322-0.00099407i,-0.00013136-0.0015194i,0.00022766-0.00081238i,0.0005533-0.00028508i,0.00029672-0.00017261i,-0.00051014-0.00049865i,-0.00072792-0.00080714i,-0.00032815-0.00073053i,0.00016881-0.0005103i,0.00051537-0.00017563i,0.00024151-0.00062262i,-0.0002526-0.00071444i,-0.00041036-0.00040316i,-0.00012949-0.00030607i,-0.00010681+4.0429e-05i,-0.00022039+0.0004493i,-9.7709e-05+0.00037484i
0.0025453+0.0018051i,0.0025321+0.00070074i,0.0014736-0.0014985i,0.000785-0.0025694i,0.00078874-0.0020476i,0.00037296-0.001497i,0.00050138-0.00082996i,0.00025933-3.2426e-05i,-6.0492e-05+0.00048394i,0.00013352+0.00067041i,0.00076693+0.00039974i,0.00025143-2.0167e-05i,-0.00055942-0.00020035i,-0.00059862+0.00049889i,-0.00061474+0.00076691i,0.00011214+0.00029694i,0.00042021-9.2081e-05i,0.00014456-0.00053908i,-7.6822e-05-0.00043868i,-0.00029851-0.00038861i,-0.00015471-0.00062408i,-7.3992e-05-0.00083717i,-0.00017849-0.00073628i
-0.0017876+0.00045494i,-0.0004808+4.0265e-05i,-0.0001445-0.00071253i,-0.0003388-0.0014193i,0.00014054-0.0014534i,5.4744e-05-0.00023208i,-8.0138e-06+0.00034574i,0.000369-0.00043546i,0.00072394-0.00085102i,0.00062571-0.0010327i,0.00040558-0.00099551i,0.00047354-0.00070819i,0.00037955+0.00017002i,3.9497e-05+0.00091162i,6.015e-05+0.0012298i,0.0002866+0.0013554i,2.7874e-05+0.00064276i,2.8641e-05+0.00019667i,0.00014275+0.0003885i,-0.00011658+0.00082238i,-0.00039792+0.0006411i,-0.00046594+0.00049269i,-0.00072285+0.00034972i
0.0016655-0.0021726i,0.0014558-0.0025782i,0.00088716-0.002337i,0.00014698-0.0022437i,-0.00042632-0.0012928i,0.00011057+0.00011578i,0.00079443+0.0006888i,0.00032711+0.00052136i,0.00041135+0.00022173i,0.00037773-8.461e-06i,-0.00073961+0.0001346i,-0.0014628+0.00020272i,-0.00087337+0.00018049i,-0.00032513-0.00023147i,0.00035906-0.00037375i,0.00069263-0.00026912i,0.00034367-4.9098e-05i,-0.00028186+0.00040526i,-0.0008759+0.0002859i,-0.00050623+0.00020561i,0.00035942+0.00037776i,5.1669e-05+0.00047025i,-0.00044936+0.00011131i
0.00015754+0.0027624i,0.00043332+0.0018531i,0.00070872+0.00065356i,0.00017082-0.00018374i,-0.00033509-0.00059494i,-0.00093892-0.00041822i,-0.0011318-0.00071564i,-0.00053579-0.000739i,-0.00035496-0.00020455i,-0.00031593-3.3598e-05i,-8.2302e-05+0.00014276i,-0.00057389+0.00039643i,-0.00072435-0.00010176i,0.00020332-0.00061335i,-1.8966e-05-0.00044541i,-0.00041134-3.6313e-05i,0.00019082+0.00042835i,0.0001508+0.00057021i,-0.0004421+0.00089709i,-0.0010707+0.00061135i,-0.0011462-0.00010834i,-8.5416e-05-0.00045095i,0.00014984-0.00019037i
0.0010938-0.0018836i,-0.0001846-0.0030722i,-0.00025541-0.0030097i,-0.0018078-0.0012289i,-0.0017371-0.00039776i,0.00025508+3.4455e-06i,0.0016259-0.00034036i,0.002374-0.00017036i,0.0019919+0.0001476i,0.00033056-0.00047346i,-0.00059428+0.00011632i,9.4151e-05+0.00067984i,0.00065421+0.00056434i,0.00054109+0.0012975i,0.00055848+0.0016805i,0.00075978+0.001408i,0.00050055+0.00094676i,-7.348e-05+0.0009819i,-0.00010008+0.0009181i,0.00053377-0.00035371i,0.00083003-0.00088578i,0.0002077-0.00064344i,-0.00017891-0.00036348i
-0.00028044+0.0020452i,0.00023352+0.0018325i,-7.9198e-05+0.0013407i,-0.00072674+0.00041262i,-0.00082139-0.00050036i,-0.00064709-0.00079996i,-0.00097114-0.00061984i,-0.00099386-0.00059477i,-9.2462e-05+0.00049224i,0.00047767+0.0011157i,-0.00015707-0.00016202i,-0.00064009-0.0011151i,-0.00053311-0.0011294i,7.2338e-05-0.0011159i,0.00030776-0.0015124i,-0.00016997-0.0010672i,-0.00080223-0.00047388i,-0.00095403-3.8158e-05i,-0.00066578+0.00036679i,-0.00067496+0.00023774i,-0.00059078-2.0889e-05i,0.00073966-0.00055699i,0.00095002-0.00097816i
-0.00010121-0.00051829i,0.00081423-0.00063666i,2.5546e-05-0.00039513i,-0.00031784-0.00014374i,-0.00011901-0.00020524i,-2.0028e-05-0.00092666i,0.00056627-0.0012314i,0.00091695-0.00068437i,0.00026085-0.00041225i,-0.00045088-0.00051453i,-0.0004924-0.00021652i,-3.8945e-05+0.00045223i,-0.00027074+0.00031906i,-0.00012028+0.00019045i,0.00070269-0.00013348i,0.0012017-0.00033582i,0.00072358+0.00028933i,0.0002208-6.9295e-05i,-5.0413e-05+7.6586e-05i,0.00017421+0.00070117i,2.0208e-05+0.00083602i,-0.00024758-0.00011284i,-0.0006688-0.00085721i
-0.00075228-0.0011826i,-0.0017029-0.00096746i,-0.00078321-0.00084562i,-0.0010059-0.00058308i,-0.0019881-0.00012536i,-0.0014347-0.00047222i,-0.00067423-0.00098197i,-0.00038806-0.0010031i,-0.00024909-0.00071098i,-0.00011823-0.00038222i,-3.6238e-05+0.00018989i,-0.00043391+7.1582e-05i,-0.00086285-0.00057304i,-0.0011341-6.9989e-05i,-0.00014366+0.0007403i,0.00069696+0.0012836i,0.0005746+0.0011017i,0.00029536+0.00056466i,-0.000384+0.00022179i,-0.00018814-0.00013414i,-1.7707e-05-0.00070821i,-0.00043906-0.0010303i,-0.0011825-0.001154i
-0.0010295-0.0015609i,-0.0013252-0.00061067i,-0.0022202-0.00046007i,-0.0019236-0.00012638i,-0.00046186+0.00069666i,0.00038079+0.0011556i,0.00093887+0.00067049i,0.00043396+0.00039215i,-3.7578e-05+0.00073301i,0.00019046+0.00093599i,0.00010874+0.00089066i,-0.00020901+0.00093907i,-0.00035303+0.0010221i,-0.00049382+0.00089253i,0.00019536+0.0009827i,0.00028012+0.00065804i,-0.0004473+2.16e-05i,-0.0001894+0.00039068i,-0.0001055+0.001097i,0.00010017+0.0005311i,0.00015579+2.7915e-05i,7.6851e-05-0.00054164i,1.6589e-05-7.7656e-05i
-0.0016718-0.0008058i,-0.0016094-0.0002919i,-0.0022843-0.00056485i,-0.0022355-0.00040865i,-0.0016828+0.00012542i,-0.00087773+0.0003493i,-0.00010138+0.00027322i,0.00063209+0.00026319i,0.00077699+5.7512e-05i,0.00099611-6.4305e-05i,0.0017274+0.00035033i,0.0018487+0.00048127i,0.0010787+0.00037532i,0.00073345+0.00018503i,0.00086336+0.00036471i,0.00063676+0.00012408i,0.00084795-0.0004031i,0.00047885-0.00075853i,-0.00042049-0.0011065i,-0.00055395-0.00012354i,-0.00015337+0.00044914i,-0.00035136+0.00019194i,-0.00058996+0.000563i
4.8542e-05-0.00036034i,-2.9895e-05-0.00081802i,0.00034026-0.0012067i,0.00056183-0.00089882i,0.00062984-8.5324e-05i,0.0012382+0.00015788i,0.00096936-0.00015067i,0.00065656-0.00025928i,-1.7837e-05+0.00023429i,-0.00062055+0.00047988i,0.00036473+0.00030743i,0.0013465+0.00012812i,0.00082186+3.3357e-05i,0.00041971+7.9165e-06i,0.00093612-0.00011318i,0.00084749-8.7399e-05i,-0.00037487+0.00031382i,-0.00033332+0.00073829i,0.00077265+0.0005766i,0.00054436+0.00043004i,-0.00072386+0.00044019i,-0.0012484-1.707e-06i,-0.00063641-0.00029048i
0.00050409+0.0002953i,0.00073576+3.7138e-05i,0.0016529+0.00018153i,0.0013913-0.00076451i,0.00037639-0.0010105i,0.00014233-7.7752e-05i,-0.00069233+0.00045273i,-0.00081885-4.5657e-05i,-0.00061295-0.0006989i,-0.00088155-0.00049596i,-0.00083045+5.6826e-05i,-0.00067387-5.4148e-05i,-0.00064072-0.00023358i,-0.00048103+8.4255e-06i,0.00013592+0.00018403i,0.00064377+0.00017281i,0.00051434+0.00023777i,-0.00022355+0.00034396i,-0.0018546-0.00010725i,-0.0015225-0.00048258i,-0.00014854-0.0004959i,1.1367e-06-0.00020221i,-0.00012684+0.00024336i
0.00080584+7.2487e-06i,0.00077407-0.00064468i,0.0011779-0.0007786i,0.00097459-0.00050976i,0.00028086-0.00046568i,-0.00051261-0.0008701i,-0.00034347-0.00099081i,0.00018388-0.0010046i,0.00091203-0.0011567i,0.0010086-0.00086402i,-0.00021528-0.00040663i,-0.00047594-0.00024462i,-0.00013005-3.8799e-05i,-0.00041237+0.00044731i,-0.0001079+0.00081948i,0.00032207+0.00076492i,-0.00011028+0.00073742i,-0.00019301+0.0010488i,0.0012931+0.00056593i,0.0020863-9.5301e-05i,0.0017592-0.00094523i,0.0010451-0.0012616i,0.00036194-0.00042354i
-0.0013079+0.0013466i,-0.0014442+0.0014866i,-0.0011674+0.0010011i,-1.6219e-05+0.00081263i,0.00057662+0.0008246i,0.00013596-0.00080869i,-0.00026732-0.0013632i,-0.00019441-0.00047257i,0.00022464+1.5722e-06i,0.00069727-0.00010863i,0.00098188-0.00022816i,0.0011394+0.00011354i,0.00029855+0.00014762i,0.00036946+0.00047412i,0.0010697+0.00040489i,0.0011822+8.9029e-05i,0.00085711-0.00046129i,-5.3381e-06-0.0010224i,-0.00038509-0.0011143i,-0.00046212-0.0006335i,-0.0011442+0.00012705i,-0.0006048+0.00023357i,0.00033866+3.8683e-06i
-0.00073014-0.0013374i,-0.0008809-0.0016384i,-0.00096513-0.00082963i,-0.00097974-0.00012894i,-0.00069597+2.1683e-05i,-0.00016982+0.00016003i,0.0011463-0.00042546i,0.0014313-0.0012964i,0.00095769-0.00071004i,0.0004233-0.00010264i,-2.6987e-05-0.00054274i,-0.0004491-0.00080602i,-0.00066012-0.0010083i,-0.00043873-0.001046i,-0.00029637-0.00089255i,-0.00041642-0.00092672i,-0.00074579-0.0006653i,-0.00087666-0.00016543i,-0.00030916+7.0195e-05i,0.00018683-8.4426e-05i,-3.7382e-05+0.00020268i,0.00028751+0.00019735i,0.00089625+0.00027579i
0.00076241+0.0013685i,0.00090271+0.00128i,0.0008166+0.00036268i,0.00045968-0.00052218i,0.00031173-0.00090969i,0.00011483-0.001075i,-0.00013499-0.00051831i,-0.0001225-3.2387e-05i,0.00055996+0.00031013i,0.00095733+0.00099982i,6.8246e-05+0.0010966i,-5.9787e-05+0.00022841i,0.00020678-0.00055648i,-9.3661e-05-0.00098186i,-0.0006917-0.00056695i,-0.0014182-0.00053291i,-0.0010105-0.00093092i,-0.0005035-0.00080297i,-0.00039097-0.00014409i,-0.00014653+0.00058968i,0.00013892+0.00050901i,0.00021595+3.8123e-05i,0.00011996-6.8724e-05i
-0.00098664+0.0023471i,-0.0014278+0.0018977i,-0.00062313+0.00042046i,-0.00051821-0.00089545i,-0.00065435-0.00071722i,-0.00084864+1.9154e-05i,-0.00077121-0.00039473i,0.0002781-0.00057012i,0.0010635-0.00012205i,0.00073705-0.00016114i,0.0001209-0.00034381i,8.4229e-05+0.00024396i,-0.00011637+0.00087217i,-0.00026929+0.0009119i,-0.00016613+0.00050999i,-0.00012214+0.00021696i,-0.0004342-0.00040881i,5.1102e-05-0.00069424i,0.00058731-0.00063754i,0.0006911+4.1445e-05i,0.00082039+0.00067796i,0.00064589+0.00062936i,-0.00048461+3.6172e-05i
-0.00031718-0.0014207i,-0.00050196-0.0019385i,0.00020835-0.0017022i,0.0003769-0.0008925i,0.00012227-0.00078125i,0.00030163-0.00090433i,0.00061204-0.00097389i,0.00058328-0.00091313i,0.0005417-7.6038e-05i,0.00074874+0.00052024i,9.6602e-05+0.00081278i,-0.00059725-0.0001495i,7.7542e-05-0.0006398i,0.00025084-3.4653e-05i,-5.1404e-05+0.00016629i,0.00014601+0.00054169i,0.00022516-0.00011081i,0.00046892-0.00067537i,-0.00033724+0.00030885i,-0.0010786+0.00052649i,-0.00038467+0.00028493i,-0.00032671-0.00027022i,5.8264e-05-0.00023722i
0.0011913+0.001378i,0.00083686+0.0014542i,0.00036373+0.00092959i,-0.0002757+0.00028318i,-4.0685e-05+0.00018613i,0.00071251-0.00042495i,-9.7969e-05-0.00071323i,-0.00080496-0.0006328i,0.00018312-0.00029618i,0.00077557+0.00021476i,0.00011197-0.00025886i,-9.17e-05-0.00064675i,0.00074254-0.00040723i,0.0013091-3.1363e-05i,0.00093174-0.0002157i,0.00022283-0.00088391i,0.00028202-0.0004489i,0.00024436+9.6531e-05i,8.5729e-05+0.00031614i,-7.5727e-05+0.00095547i,-0.0010049+0.00065575i,-0.0013574+0.00068304i,-0.00060354+0.0006526i
-0.003092-0.0013298i,-0.0038007-0.0009172i,-0.002801-0.0015812i,-0.0011122-0.0011926i,0.00037562-5.4855e-05i,0.0019648+0.00095181i,0.0025247+0.00070499i,0.0014908-0.00044672i,0.00023226-0.00093003i,-0.00019881-0.0010031i,-0.00011452-0.00068872i,9.2592e-05+0.00012683i,-0.00023381-0.00022773i,-0.00060798-0.0012082i,-0.00029031-0.00071926i,-0.00031062+6.6123e-05i,0.00019447-0.00036583i,0.0010332-0.00076694i,0.00051952-0.00016911i,1.0007e-05+0.00037315i,-0.00018127+0.00012843i,-0.00078684-0.00042819i,-0.00036781-0.00050928i
0.00047032-0.0010735i,-0.00011069-0.0020196i,0.00022884-0.0011341i,0.0013852-8.042e-05i,0.0010287-0.0015134i,-0.00033213-0.0021227i,-0.00092283-0.00056743i,-0.00029569-0.00036633i,0.00011753+0.0001032i,-0.00061616+0.00021664i,-0.00030896+0.00013598i,0.00071397+0.00077482i,0.0002589+0.00044667i,-0.00077488+0.00059345i,-0.0010782+0.00059687i,-0.00121+8.4728e-05i,-0.00055948+0.00027108i,1.6911e-05+0.00062574i,-0.00035871+0.00038004i,-0.00013447+0.00019178i,-0.00022006+0.00025653i,-0.00010731+0.00035657i,0.00038703+0.00038719i
-0.00057677+0.0020942i,-0.00039735+0.0018081i,-0.00098301+0.0011223i,-0.00086092+0.0010454i,-7.437e-05+0.00076819i,0.00023704+0.00059772i,3.6928e-05+0.00053196i,0.00030575-0.00050747i,0.001123-0.001177i,0.0005071-0.00037487i,-0.00046504+0.00060512i,-0.00073271+0.00055689i,-0.00021074+5.6516e-06i,0.00015533-0.00024532i,0.00039123-0.00029777i,0.00085287-0.00025249i,0.00085246-0.000118i,0.00019263-0.00017783i,-0.00060053-0.00017511i,-0.00067271-0.00059745i,-0.00049215-0.00010721i,-0.00030126+0.0001798i,-0.00012398+0.00062632i
-0.00053333-0.0018182i,-0.0012848-0.0021828i,-0.00033798-0.0022312i,0.00018142-0.0009056i,0.00042427+0.00077451i,0.00043546+0.0013302i,0.00072218+0.00050287i,0.00064478-3.7056e-05i,0.00045794-0.00013673i,0.00027141-6.4844e-05i,-3.2793e-05-3.0692e-05i,2.6786e-05-0.00022345i,-0.0003211-0.00012461i,-0.00029739+0.00083066i,-0.00030703+0.0013859i,-0.0004658+0.00084938i,0.0001605+0.00049351i,0.00099076+0.00061334i,0.0011291+0.000943i,0.00081195+0.00055669i,0.00040029-5.6864e-05i,0.00017211-0.00028144i,0.00049242-0.00029979i
0.0020883-0.0019101i,0.00025388-0.0022375i,-0.00108-0.0022516i,-0.0011104-0.00062523i,-0.0010454+0.00045328i,-0.00083745+0.0010507i,-0.0002919+0.00092119i,0.00051141+0.00012167i,0.00061585-0.00034448i,0.00063428-2.605e-06i,0.00063741+0.00068252i,0.00051084+0.00063987i,0.00033126+0.00033544i,0.00053746+0.00044771i,0.001448+0.00075675i,0.00136+0.00086488i,0.00066863+0.00041729i,0.00060209-0.00019969i,0.00077109-0.00035794i,0.00083044+0.00027694i,0.00067395+0.00049235i,0.00044193+0.00016603i,-9.9498e-05+0.00045255i
0.00044375+0.00053977i,0.00090102+0.00068384i,0.00031792+0.0012773i,-0.00040976+0.00030721i,-0.00029505+0.00060462i,-0.00026202+0.00095104i,3.1405e-05-0.0002037i,-0.00058506-0.00018112i,-0.00087182-1.3395e-05i,0.00039066+8.6864e-05i,0.00097915+0.00037222i,0.00057337+1.2507e-05i,0.00014402-5.1511e-05i,-4.7771e-05+0.0001043i,0.00038056+0.00034414i,0.00059947+0.00085915i,0.00036914+0.0011302i,0.00017407+0.00079699i,9.1905e-05+0.00059111i,-2.559e-05-0.0001146i,0.00080315-0.00077843i,0.0013318-0.00093501i,0.00027406-0.00034498i
0.00028992-0.0031331i,-0.00061125-0.0025038i,-0.00079021-0.0016767i,-0.0010177-0.0019406i,-0.00038468-0.0019254i,-6.6409e-05-0.00094621i,-0.00011342-0.00017802i,-0.00015703+4.6827e-05i,2.308e-05+0.0001225i,0.00050374+4.6986e-05i,0.00047004-0.00026521i,-0.00011167+0.0002666i,-0.00048752+0.00068562i,-0.00053778+0.00029009i,-0.00057344-9.3031e-05i,-0.00037115+7.6202e-05i,-4.1793e-05+3.3446e-05i,-0.0004304-0.00040852i,-0.00020582-0.00057529i,7.7497e-05-8.714e-06i,-0.00017425+0.0006003i,-0.00018131+0.00056773i,-4.1089e-05-0.00025711i
0.0012083+0.0016826i,0.00056658+0.0011349i,0.00015825-5.0003e-05i,0.00026534-0.0012661i,0.0002444-0.0017208i,0.00036547-0.0014447i,0.00014042-0.00033032i,-4.6309e-05-8.1441e-05i,0.00020109-1.5657e-05i,0.00039707+0.00020671i,0.00050624+0.00065339i,0.00066173+0.00065793i,0.00041339+0.00011745i,-0.00043638-0.00049491i,-0.00031424-0.0011757i,0.00077866-0.0010767i,0.00077315+0.0001465i,0.00040471+0.00090174i,8.4279e-05+0.00020915i,-0.00011376-0.00046996i,-0.00064515-3.0961e-05i,-0.00094692+0.00080358i,-0.00026999+0.00063803i
-0.0012958-0.00059321i,-0.0011408-0.0011532i,-8.9378e-05-0.0010982i,0.00023507-0.0004652i,0.00015362+0.00022213i,0.00038174+0.00068913i,0.0010448+0.00025893i,0.0011384-0.000206i,0.00060562-0.00030384i,9.93e-05-0.00019942i,0.00054561-0.00028905i,0.0012284-0.00052655i,0.00053519+1.865e-05i,0.00015443+0.00059403i,0.00069052+0.00067385i,0.00012734-0.0001557i,-0.00024218-0.00042022i,-0.00052573-0.00038844i,-0.00021148-0.00010253i,0.00069333+0.00027016i,0.00078286+2.65e-05i,0.00018573+0.0002935i,0.00012887+0.00016604i
0.00036169-0.002978i,-0.00044938-0.0024941i,-0.0015633-0.0016898i,-0.0013967+0.00020109i,-0.0004871+0.0010336i,0.0003002+5.0885e-05i,0.0011391-0.00062904i,0.00061084-0.00064194i,-0.00033656-0.0008119i,-0.00069567-0.00082259i,-0.00055697-0.00061073i,0.00037999-0.00068362i,0.00076873-0.00038584i,0.00052052-2.2484e-06i,-0.00010298-5.5878e-05i,-0.00034051+0.00045394i,-7.8891e-05+0.0011429i,-0.00025632+0.0011966i,-0.00061351+0.0010759i,-0.00013746+0.0011298i,1.3846e-05+0.00085901i,-0.00024047+0.00016457i,-0.00021291+0.00011755i
0.0012296+0.0018535i,0.00058435+0.0011283i,-0.00072911-0.0009764i,-0.0017374-0.00060191i,-0.0013719+0.00025039i,-0.00035797+0.00057782i,2.1994e-05+0.00066576i,0.00019579+1.1624e-05i,0.00016124-0.00058764i,0.0002437-0.00053506i,0.00062625-0.00013339i,4.7809e-05-0.00040003i,-0.00094682-0.0012539i,-0.001371-0.0012014i,-0.00055461+0.0001597i,2.511e-05+0.00054778i,-0.00029746+1.9616e-05i,-0.00074272+1.5341e-05i,-0.00052116+0.00010084i,0.00017658-0.00016027i,0.00016845-0.00040935i,-0.00079643-0.00068141i,-0.0016622-0.00019911i
-0.0033735+0.00066079i,-0.0017049+0.00015619i,0.00021839+0.0010171i,0.00059331+0.00046035i,0.00065417-0.0010567i,0.00088815-0.0015757i,0.00033582-0.0014656i,-0.00024536-0.0014166i,0.00021516-0.00081671i,0.0010228-0.0005913i,0.0008892-0.00046763i,2.3414e-05-0.00059139i,-0.00096335-0.00096931i,-0.0012233-0.0011554i,-0.00045981-0.00096246i,0.0004819-0.00076303i,0.00071014-0.00030431i,0.0009101+7.0551e-05i,0.00040443-0.00022199i,-0.00051753-0.00022495i,-0.00068022-2.8222e-05i,-0.00090561-7.4767e-05i,-0.0012444-0.00061592i
0.0024871-0.0016542i,0.001779-0.0016233i,6.4771e-05-0.00094963i,-1.339e-05-0.00081757i,0.00046871-0.00099575i,0.00017871-0.0018563i,0.00054704-0.0022242i,0.00066474-0.00063146i,0.00056869+0.0006877i,0.00045584+0.0011721i,-0.00039906+0.0014997i,-0.00045028+0.0010858i,-0.00018634-1.6414e-05i,0.00015013-0.00089894i,0.00011478+3.2377e-05i,-4.2242e-05+0.00087535i,0.00029819+0.00069928i,-6.2625e-05+0.0003369i,-0.00056506-0.0002411i,0.00021323-0.00054166i,-4.0828e-05-0.0005732i,-0.00062479+3.0829e-05i,-0.00036261+0.00055259i
-0.0018855+0.0015112i,-0.0013185+0.0010817i,-0.001006+0.00020055i,-0.0003906-0.00016208i,0.00040838+0.00063129i,0.00051696+0.00048552i,0.00091654-0.00024499i,0.001647-0.00063262i,0.0013002-0.00049168i,0.00013864-0.00029076i,0.0004641-0.00013853i,0.00073897-0.00011511i,0.00014886+2.2586e-05i,0.00081083+0.00067161i,0.00065831+0.0009594i,0.00068949+0.00028377i,0.0012065+0.0004588i,0.00078031+0.00078918i,0.00033851+0.00051643i,0.00055118+0.00033633i,0.00076161+0.00017457i,0.00020754+0.00028593i,3.7338e-05+7.9518e-05i
-0.00070116-0.0034689i,-0.0017529-0.0027881i,-0.0017537-0.002035i,-0.0011168-0.0013021i,-0.00084703+9.2429e-05i,-0.00070801+0.0013359i,-0.00017311+0.00072417i,0.00071362-8.0028e-05i,0.00014645+0.00057193i,-0.00059451+0.00062732i,-0.0003957+0.0002385i,-0.00018724+0.00028005i,0.00018823+0.00054793i,0.00053392+0.00076043i,0.00030508+0.00034349i,7.7649e-05-0.00020115i,-1.514e-05-0.00067842i,-0.00023397-0.00026232i,-0.00034465+0.00015549i,-0.00034597+0.00039845i,-0.00036401+0.00011613i,-0.00030581-0.00048103i,7.2197e-05+1.9139e-05i
0.0022543+0.0020502i,0.00083362+0.00090857i,0.0005007-0.0011922i,0.001236-0.0019346i,0.0010149-0.00097104i,0.0004266-0.00027448i,0.00082684-5.1244e-05i,0.00071192+0.00024428i,0.00025997+0.00011519i,-0.0001033-3.5199e-05i,-0.00081233-0.0009302i,-0.00041535-0.00076218i,0.00013579+0.00060069i,-0.00018738+0.00045225i,2.5751e-05-0.00017186i,0.00034441-0.00041443i,0.00028852-0.00063932i,-3.7721e-06-0.0004225i,-0.00014921-0.00091262i,0.00035772-0.0011592i,-0.00022582-0.00054358i,-0.00088483+7.0153e-05i,-0.0007014+0.00017508i
-0.0039235-0.0011503i,-0.0026141+0.00013899i,-0.0012144+0.0010927i,-0.0004967+0.00075008i,-0.00035144-5.7564e-05i,-0.00025712-0.00039625i,0.00011575-5.3303e-05i,0.00086096-0.00033146i,0.0013883-0.00014957i,0.00091026+0.00027216i,0.00010009+0.00011516i,-4.0205e-05-0.00057994i,-2.946e-05-0.00075083i,0.00028805-0.00056484i,0.00090836-0.00067801i,0.00066883-0.00016016i,0.00014688+0.00013398i,-4.36e-05+0.00035512i,-0.00024749-5.9364e-05i,-0.00029121+0.00011267i,0.00023557+0.00071095i,-5.535e-05+0.00072524i,-0.0006891+0.00074221i
