-0.0035126+0.0012978i,-0.0021509+0.00065372i,-0.0016543+0.00074233i,-0.0016571+0.0005539i,-0.0010687+0.00086737i,-0.00071968+0.0017477i,-0.00092969+0.001869i,-0.00097959+0.00074532i,0.00070782-2.1728e-05i,0.0025277+0.00095398i,0.002258+0.0010503i,0.0010852-0.00035734i,0.00050465-0.00054998i,0.00052936-0.00021468i,0.00096595-0.00021941i,0.0012807-0.00013708i,0.0007192-0.00062745i,0.0003956-0.00068502i,-2.2312e-05-0.00027191i,-0.00039449-0.00021455i,0.00042542-0.00042991i,0.00057941-0.00029964i,-0.00018634+9.7936e-05i
0.0013674-0.0012427i,-0.00027251-0.0010315i,-0.0011442-0.00044792i,-0.001235+0.00037917i,-0.00022998+0.00052753i,0.0012942+0.00065626i,0.0019709+0.00054106i,0.0021583+0.00058318i,0.0012859+0.00054559i,0.00037797-7.2509e-05i,2.2375e-05-0.00034402i,0.00046086+3.1004e-05i,0.00051868+0.00046349i,0.00026079+0.00011518i,0.00039883-9.3204e-05i,0.00035591-0.00015846i,0.00021377+0.00018033i,-2.0325e-05-0.00010753i,-5.1522e-05-0.00040014i,0.00011177-0.00016734i,0.0001347-0.0001048i,-0.00014241-0.00016805i,4.5939e-05-0.00020508i
-0.0028768+0.00039545i,-0.0024978+0.00021798i,-0.0017454+0.00027283i,-0.00075283+0.00054484i,-0.00027455+0.0013669i,5.432e-05+0.0016388i,0.00014973+7.0774e-05i,0.00019818-0.0012606i,0.00010854-0.0015453i,0.00081743-0.0011567i,0.00096077-9.8779e-05i,-4.2058e-05+2.127e-05i,-0.00060974-0.0003512i,-0.00011821+4.5966e-05i,0.00062501+0.00087626i,0.00012049+0.0010182i,-0.00052475+0.00067914i,-0.00082666-0.00016533i,-0.00060364-0.00049401i,-1.9678e-06-0.00018698i,-0.00014462-0.00045561i,0.00014216-0.00063021i,0.00026553-0.00077559i
-0.00024635-0.0010987i,0.00033968-0.00027362i,0.00046988-0.00029287i,0.00089573-0.00053321i,0.0011793-0.00016047i,0.00022212+0.00045088i,-0.00047758+0.0006457i,-0.000306-6.1808e-05i,0.00022271+0.00014579i,0.00043245+0.0001896i,-0.00053398+0.00017702i,-0.00029462+0.00058415i,0.0012317+0.00045161i,0.0010803+0.00012167i,0.00035892-0.00046606i,0.0005743+0.00047069i,0.00045071+0.00060429i,-4.5534e-05+0.00010797i,-0.00065319+0.00067929i,-0.001124+0.0010252i,-0.00039688+0.0006703i,0.00076097-0.00021083i,0.00037574-0.00055475i
-0.0012025+0.0015417i,-0.0028008+9.8751e-05i,-0.0015742+3.1542e-05i,-0.00062142+0.0004264i,-0.00054733-8.7485e-05i,6.6358e-05-0.00066516i,-0.00035062-0.00011973i,-0.00094635+0.00049584i,-0.00074213+0.00062208i,-0.00027163+5.6064e-05i,-0.00065668-0.00015217i,-0.0011564-0.00030657i,-0.00024981-0.00023775i,0.00049529+0.00039902i,5.6348e-05+2.5198e-05i,0.00017699+0.00013852i,0.00024401+0.00023845i,-0.00021941-4.7978e-05i,-0.00067232-0.00034122i,-0.00039561-0.0005804i,0.00026003-0.0012611i,0.00016808-0.0012563i,-0.00023048-0.00073549i
0.0030328-0.0026152i,0.0025098-0.0042425i,0.00062097-0.004417i,-0.0022037-0.0028642i,-0.0026787-0.0012175i,-0.0016236+0.00043571i,-4.6662e-06+0.0010335i,0.0015547+0.00048211i,0.0018056-1.2271e-06i,0.00047294-0.00026329i,1.2959e-05-0.00036201i,0.00075089+0.00023532i,0.00037025+0.0006951i,-0.00017443+0.0009436i,-0.00040227+0.0014414i,-0.00058527+0.00076228i,-0.0002965-7.3925e-05i,-0.00035419-0.00030374i,8.9872e-05-0.00049594i,0.00037892+2.536e-06i,-0.00013912+0.00068221i,-0.00018856+5.5781e-05i,0.00022967-0.00076138i
0.0013074-0.0004635i,0.001016-0.00031267i,0.00129-0.00081696i,0.0015756-0.0012508i,0.00073675-0.001136i,-0.00042225-0.00098763i,-0.00032453-0.0014284i,0.00040805-0.0012905i,0.00052949-0.0007957i,0.0003194-0.00023956i,0.00055194-3.0142e-05i,0.00053138-0.00016538i,0.00025068-0.00033952i,-0.00038692-0.00030469i,-0.00065407-0.00029983i,-0.00034085-0.00044388i,-0.00034398-0.00024284i,-0.00014479-0.00032434i,-2.879e-05-0.000357i,-0.00029485-0.0001767i,-0.0005365-0.00010428i,-0.00021148-0.00031443i,0.00058679-0.00096352i
-0.00075195+0.0011136i,-0.001809-5.9303e-05i,-0.0020042-0.00086453i,-0.0003685-0.00045275i,0.00043458+0.00075907i,0.00048615+0.0010615i,0.00091425+3.7268e-05i,0.0013955-0.0014881i,0.0010568-0.0017334i,0.00081779-0.00094299i,0.000666-0.0002837i,0.00064209+1.3622e-05i,0.00052547+0.00023865i,-0.00060464+0.00032686i,-0.00012479+0.00072794i,0.00051505+0.00039581i,-0.00012143-0.00029949i,5.3413e-06+0.00021015i,-0.00043084+0.00077139i,-0.0012947+0.00019018i,-0.0015881-0.00010389i,-0.0012688+0.00013411i,-0.00023677+2.562e-05i
-0.0015374-0.0027774i,-0.0018022-0.0011844i,-0.0010651+0.00072431i,-0.0001413+0.0003996i,0.00050345+1.0641e-05i,0.00093531-1.0849e-05i,0.0010364-0.00092031i,0.000531-0.00097998i,0.00022766-0.00050517i,0.00091717-0.00046618i,0.00029248-0.00015479i,-0.00073796+0.00037954i,-0.0010465+0.00053572i,-0.0010496+0.0003123i,-0.00027138-0.00017197i,7.7557e-05-0.00075141i,0.00019639-0.00057596i,0.00021362-0.00065398i,0.00083712-0.00033239i,0.00060807+0.00031951i,-0.00016863-0.00066147i,-0.00073268-0.0010943i,-0.00059259-9.973e-07i
0.0016473+0.00045956i,0.0017402-0.00074021i,-7.0073e-05-0.0016242i,-0.0015858-0.0014749i,-0.0022864-0.00046995i,-0.0016499-0.00026223i,-0.00036583-0.00040968i,-7.9777e-05-0.00037891i,-1.9171e-05+0.0004612i,3.6643e-05+0.0014003i,-0.00018176+0.0010661i,-0.00022373+0.00035682i,0.00083994+0.00011022i,0.0016282+0.00011758i,0.0014094-0.0004797i,0.00072005-0.0002226i,0.00072329-0.00012094i,0.00062454-0.00069912i,-6.7926e-05+3.3376e-05i,-0.00020137+0.00016417i,-2.7801e-05-0.00062956i,-0.00043695-0.00087974i,-0.00030177-0.00043544i
-0.0010802-0.0015032i,-0.0012295-0.0014279i,-0.0013011-0.0018809i,-0.0010256-0.0015851i,-0.0010738-0.0001203i,-0.00052258+0.0017527i,0.0010151+0.0022294i,0.0016168+0.0013757i,0.0012992+0.00033794i,0.0010576+0.00046941i,0.0003739+8.6832e-05i,-4.3209e-05+0.00023925i,-0.00016971+0.00065659i,-0.00024545+0.00049672i,0.00013501+0.0011325i,-2.9233e-05+0.00087529i,-4.1746e-05+0.00063078i,-0.00016363+0.00025754i,-6.3483e-05-0.00075605i,0.00080695-0.00065905i,0.0012174-0.00048303i,0.00034539-0.0001917i,-0.00046731+3.0536e-06i
-0.0007711-0.001683i,-0.00089511-0.0016382i,-0.001116-0.00051865i,-0.00048061+9.1313e-05i,-0.00037509-0.00095508i,-0.00038364-0.0011003i,0.00050498-0.00047047i,8.7765e-05-0.0010034i,-0.00098477-0.0014438i,-0.00051099-0.0004467i,6.3508e-05+0.00085508i,0.00095213+0.0009774i,0.0015134+0.00080743i,0.000654+0.00067185i,0.00047252-0.00050144i,0.00073243-0.0013872i,0.00025015-0.0013136i,-8.2423e-05-0.0012639i,0.00037578-0.00084461i,0.0007752-0.00045346i,0.00015053-3.6567e-05i,0.00012879+0.00022625i,0.00098095-0.00038241i
-0.0028927+0.0010824i,-0.0024613+0.0018685i,-0.0014385+0.0026526i,-0.00018327+0.0026227i,0.00019737+0.002444i,-0.0001639+0.0015508i,0.00030743+0.00056535i,0.0011679-2.5142e-05i,0.0007153-0.00041141i,-0.0001347+0.00046586i,2.1972e-05+0.00080949i,0.00041716+0.00033016i,0.00021556-0.00032001i,-7.0884e-06-0.0012056i,-0.00031634-0.0014903i,-0.00029878-0.0010901i,7.3392e-05-0.00031863i,-8.3296e-05-0.00015235i,-0.00048854-0.00052573i,-0.00042749-0.00057585i,1.2186e-05-0.00087197i,0.00020241-0.00053381i,-0.00068616-0.00019539i
-0.0013311-0.00019543i,-0.0019752-0.00075732i,-0.0026416-0.00055304i,-0.0014676-0.00013754i,0.00011908+0.00015521i,0.00070013+0.00052155i,0.00044266+1.5841e-05i,0.00012261-0.0005982i,-7.5596e-05-0.00068954i,5.5612e-05-0.00039033i,-8.4018e-05+0.00058457i,-3.3944e-05+0.0011486i,0.00035707+0.00073676i,0.00047342+0.00024172i,0.00026948+0.0002859i,4.695e-05+0.00040218i,-9.9943e-05-0.00023806i,-0.00034873-0.00031884i,9.161e-05-0.00044582i,0.00029557-0.00088205i,-0.00028216-0.0010005i,-0.00062966-0.0012524i,-0.00085802-0.0011061i
0.00036663-0.0021632i,-7.6845e-05-0.002658i,-0.00078184-0.0028592i,-0.0014552-0.002452i,-0.0010963-0.0011889i,-0.0011408-0.00071424i,-0.0010667-0.00041264i,-0.00065709+0.00059001i,-0.00029519+0.0006284i,0.00052571-0.00030159i,0.0001598-0.00078833i,-0.00028981-0.00065616i,9.82e-06+0.00014791i,-0.00039908+0.0013003i,-0.0010267+0.0013935i,-0.00054292+0.00062435i,-0.00020755+0.00011222i,-0.00050928-0.00025682i,-0.00033882+0.00017245i,-0.00016561+0.0014963i,-5.1096e-06+0.0015185i,7.3304e-06+0.00065728i,-0.00033086+0.00022523i
8.4664e-05+0.0011491i,0.0011868+0.00035916i,0.001446-0.0010324i,0.00066333-0.00090984i,-0.00061479-0.0010502i,-0.00074088-0.0010261i,-0.00034205-0.00061529i,-1.7392e-05-0.00064294i,0.00052177-0.00022245i,0.0010604+0.00046886i,0.001754+0.00092573i,0.00059134+0.00077085i,-2.5152e-05+0.00042198i,0.00069909+0.00016436i,0.00080273-0.00032947i,0.00071917-6.7463e-05i,0.00017115+0.0003144i,-0.00012585-0.00048413i,-0.00021315-0.0004453i,-0.00049704+0.00017367i,-0.00064492+0.00043934i,-6.4278e-05+0.00065265i,0.00057388+0.00077859i
-0.0015653+0.0009015i,-0.001202+0.0011965i,-0.0003729+0.00036928i,0.00054913-0.00050574i,0.00084213-0.00072107i,0.0011483-9.4978e-05i,0.00079412+0.00013504i,0.00012023-0.00048154i,-4.01e-05-0.00031187i,-0.00010741+0.00039564i,-0.00014461-7.2122e-05i,-9.3469e-06-0.00044318i,-0.00070776-0.00085524i,-0.00024345-0.00071775i,0.00094791-0.0001983i,0.00099132-0.00051323i,0.00025294-0.00026524i,-0.00068931+0.00039599i,-0.00092168+0.00028632i,-0.00049271-0.00023909i,-0.00026502-0.00053984i,-0.00049808-7.7673e-05i,-0.00014024-0.00027362i
-0.00072119-0.0023662i,-0.0021481-0.00099166i,-0.0029656-0.00010236i,-0.0025108+0.0011447i,-0.0013531+0.001168i,-0.00099418+0.0006086i,-0.001211+2.2997e-05i,-0.0015271-0.0005394i,-0.0013225-0.00065271i,-0.00025294+3.5196e-05i,-0.00017924+0.00069516i,-0.00056741+0.0012804i,0.00017471+0.001139i,0.0006448+0.00088682i,0.00097796+0.0010671i,0.0010418+0.00063087i,0.00015481-0.00025928i,-0.00026985-0.00062701i,-3.5698e-06+0.00024665i,1.9751e-06+0.00045097i,-0.00018934-0.00015168i,-0.00025107-0.00042043i,-0.00046041-0.00047206i
-3.4002e-05-0.00034033i,0.00040358-0.00029556i,0.00099743-0.0012294i,0.00017867-0.0015165i,-1.814e-05-0.00067106i,0.0002864+0.0010015i,0.0006827+0.00099604i,0.00091624-9.9851e-05i,0.00082258-0.00061033i,0.00039743-0.00067986i,-0.00019985-0.00027351i,-0.00033689+0.00025421i,-0.00061414+0.000901i,-0.00086459+0.0011385i,0.00023815+0.00070936i,0.00062836-3.9031e-05i,0.00020113-5.9151e-05i,2.762e-05+0.00023711i,0.00077107+8.1853e-05i,0.0016252+0.00036758i,0.00059038+0.00080529i,-3.4681e-05+0.00055065i,8.7031e-06+0.00033008i
0.00044235-0.0028481i,4.0112e-05-0.0038185i,-0.00016692-0.0040502i,-0.00066777-0.0024197i,-0.0021408-0.0010791i,-0.0024241+0.00027867i,-0.0007801-6.9833e-05i,0.00056798-0.00084902i,0.00034371-0.00083396i,0.00010641-0.00084567i,-5.9346e-05-0.00050042i,-0.00019337+0.0012692i,-0.0001182+0.0029223i,-0.00018055+0.0028892i,-0.00010766+0.0023622i,0.00028767+0.0014922i,0.00025628+0.00043681i,-0.00046962-0.00047268i,-0.0013343-0.00047305i,-0.0013905-0.00050964i,-0.00093593-0.00033998i,-0.00050547-0.00027126i,-0.00068734-0.0010932i
0.00096213-0.0052761i,0.00036729-0.0063292i,-0.0017498-0.0061948i,-0.0031751-0.0031395i,-0.0033162-0.0009416i,-0.0018282+0.00082833i,0.00033616+0.00076685i,0.0013004+0.00045394i,0.00153+0.00035422i,0.00016806+0.00025691i,-0.00043571+0.0010081i,2.4239e-05+0.0022026i,0.00044654+0.0031187i,0.0012446+0.0029357i,0.0014274+0.0028839i,0.0010449+0.0021987i,0.00045326+0.00031012i,0.00048646-0.00050617i,0.0012561-0.00032092i,0.0009481+3.838e-05i,0.00013643-8.3647e-05i,5.9709e-05-0.00095622i,5.2379e-05-0.0011446i
-0.0039884+0.004572i,-0.0025633+0.0059741i,0.00080156+0.0071332i,0.0023327+0.0046411i,0.0028856+0.0011376i,0.0016649-0.001081i,-0.00058012-0.0010635i,-0.0012954-7.8496e-05i,-0.00051994+0.001168i,0.0011942+0.0010644i,0.0011923+2.1936e-05i,0.00079917-0.00089057i,0.00098556-0.0021385i,0.00016255-0.0033836i,-7.1756e-05-0.002665i,0.00034999-0.00032849i,0.00026915+0.0010529i,-0.00023096+0.00036796i,-0.00019871-0.00059376i,0.00025549-0.0003532i,-0.00022059+0.00021888i,-0.00046152-0.00030051i,-0.00015995-0.00091545i
-0.0020732-0.0012399i,-0.0015633-0.00042227i,-0.00057183+0.0007575i,-0.00011743+0.00055915i,0.00076231+0.00053649i,0.0017696+8.5435e-05i,0.0013754-0.0010579i,0.00029289-0.0010239i,-0.00060128+2.9391e-05i,-0.00061863+0.0005682i,6.7164e-05+0.00015277i,0.00080105-0.0001937i,0.0005842-5.3082e-05i,-7.9362e-06-0.00033236i,0.00016863-0.0012186i,0.00070949-0.0011488i,0.00086487-0.00049321i,0.00052291+5.2629e-05i,-0.000523+0.00012756i,-0.00093302-0.00018899i,-0.00073152-0.00039194i,-0.00024896+0.00029434i,0.00035697+0.00074412i
-0.0017891+0.0032718i,-0.0015938+0.0034421i,-0.00083398+0.0036481i,0.00074877+0.0015111i,0.0016804-0.0010928i,0.0016398-0.0019914i,0.00058431-0.0014148i,-0.00049216-0.0015503i,-0.00062638-0.0008916i,0.00044102+0.00021246i,0.00048813-4.1336e-05i,0.00011282-0.00030072i,0.00033354+0.00049067i,7.1447e-05+0.00054052i,-8.4113e-06+8.2721e-05i,0.00040978-0.00014264i,0.0011363-0.00037232i,0.00045446-0.00060513i,-0.00060727-0.00074911i,-0.00082374-0.00052413i,7.4619e-05-0.0004471i,0.00067362-0.00053919i,0.00037356-0.00040775i
-0.0016194+0.00029683i,-0.0017802+0.0013538i,-0.0016217+0.0019119i,0.00025354+0.00075871i,0.0023484-0.00018637i,0.0027383+0.00048794i,0.0012288+0.00080126i,4.0549e-05+2.7295e-05i,0.00017258-0.00043659i,0.00056474+5.7893e-05i,0.00076072+4.3493e-05i,0.00050265-0.00089964i,-0.0001301-0.00096333i,0.00010223-0.0011265i,0.0011912-0.0016981i,0.00057753-0.00072793i,-0.00073781+0.00048378i,-0.00052448+0.00061128i,-0.00048785+0.00085875i,-0.00068912+0.00019779i,-0.00049183-0.00020303i,-0.00059758+0.00017141i,-0.0010345-0.00010662i
9.8012e-05-0.0014864i,-0.0013496-0.0020834i,-0.0021325-0.0023225i,-0.0019034-0.00051712i,-0.00051528+0.0012114i,0.0016019+0.0009099i,0.0020252-0.00036414i,0.0012206+4.2818e-06i,0.00080053+0.00081108i,0.00043268+0.00058812i,-4.2992e-05+0.00045123i,-0.00056487+0.00067016i,-0.00023057+0.00027609i,0.00066732-0.00023823i,0.000393-1.9431e-05i,0.00059227+0.00057177i,0.0002607+0.00061055i,-0.00052437+0.00055991i,-0.0005755+0.00063419i,-0.00031685+0.00053917i,-0.0002989-0.000264i,0.00028961-0.00094929i,0.0006339-0.0010867i
-8.0467e-05+0.00031372i,-0.00085806-0.00055261i,-0.0012942-0.001185i,0.00029205-0.00030801i,0.00094601-7.9378e-05i,0.00051054-0.0010563i,0.00068874-0.00097414i,0.0009493-7.7543e-05i,0.0010171-0.0003724i,0.00041454-0.00039947i,-0.00023553-0.00015524i,0.00017978-0.00041406i,0.00064099-6.0497e-05i,-9.4717e-05+0.00086621i,-0.00082707+0.00078285i,-1.3832e-05+0.00095399i,0.00043357+0.00085098i,-0.00010982+9.2242e-05i,-0.00058585-9.1555e-05i,-0.00081307-0.00033579i,-0.00081588-0.0002495i,-0.00071904+0.00028878i,-0.00043022+9.6975e-05i
-0.0013923-0.0013622i,-0.0022117-0.00018755i,-0.0012137+0.0019491i,-0.00042977+0.0020775i,0.00045851+0.0015417i,0.00043498+0.00059568i,0.00013629-0.00052332i,-1.0152e-06-6.6861e-05i,-0.00062538+0.00038889i,-0.00017051+0.00020986i,0.00071979+0.00021222i,0.00087339-0.00046223i,0.00054096-0.0012089i,0.00021881-0.0010539i,-4.9884e-05-0.0002935i,-0.00031252+0.00013137i,0.00012086-0.00010437i,0.0004857+0.00037406i,0.00034953+0.00092122i,0.00012094+0.0003628i,0.00018104-0.00014413i,0.00011673-0.00037815i,0.00013292-0.0011537i
0.00033586+0.0010646i,0.0010127-0.00034834i,0.0011137-0.00054946i,0.00071089-0.00036245i,9.9494e-06-0.00047341i,0.00031029-0.0011141i,0.00053194-0.00098648i,0.00031064-0.0008512i,0.00032663-0.00048241i,-0.00013504-8.5437e-05i,-0.00020722-0.00057601i,0.00047694-0.00047865i,0.0002868+0.00023886i,-0.00042168+0.00013312i,-0.00011661-0.00032384i,-0.00031533-0.00035951i,-0.00081259-0.0001094i,-0.00035087+0.00025727i,-0.00050838+0.00016372i,-0.00045566-0.00026746i,-8.5148e-05-0.00037902i,5.9128e-05+3.5459e-05i,4.467e-06+0.0003347i
-0.0039475-0.00062157i,-0.0031443-0.00034702i,-0.0012459-0.00019986i,-0.00013994-0.00094034i,0.00012184-0.001361i,0.00059379-0.00095495i,0.00068723-0.00082342i,0.00021612-0.00066801i,-6.9453e-05-0.00034867i,-0.00056703-0.00030536i,-0.00049219-0.00075713i,0.00025798-0.0009565i,0.0006002-0.00036266i,0.0003221+0.000209i,0.00033565+0.00020458i,0.00097128-1.9864e-05i,0.0012795-0.00022117i,0.00067968+0.00020727i,-0.00048793+0.00094432i,-0.00077843+0.0011427i,-0.000749+0.00029986i,-0.00073808-5.8417e-05i,-0.00076982+0.00032589i
0.0014286+0.00038374i,0.0015527+0.0010108i,0.00070666+0.0022025i,0.00067007+0.0017675i,0.0012679+0.00064548i,0.00083815+0.00034774i,0.00094988+0.00053718i,0.00089554+9.3572e-05i,-0.00014184-3.4576e-05i,0.00030657+3.2622e-05i,0.00091948-0.00020415i,0.00090496-0.00010675i,-0.00013691-0.00030645i,-0.00074675-0.00087817i,-0.00051588-0.0007849i,-0.00079689-0.00034987i,-0.00018905-0.00044756i,8.6128e-05-0.00083428i,-0.00044394-0.00083407i,-0.0007081-0.00023144i,-5.8724e-05-4.8301e-05i,0.00075119-0.00090008i,-1.8829e-05-0.0014283i
-0.0030326+0.0030196i,-0.0017546+0.0030763i,-0.0002714+0.0024183i,0.00046274+0.0015186i,0.00051354+0.0013631i,0.00068013+0.00036755i,0.0006303-0.00036124i,-0.00036034-0.00036383i,-0.0014729-0.00028626i,-0.0010549-0.00033568i,6.8402e-05+6.4945e-05i,0.00036966+0.00071245i,-0.00029513+0.00021756i,-0.00075083-0.00075625i,-0.00051891-0.00073593i,-0.00019576-0.00089866i,0.00027729-0.00084418i,0.00013116-0.00042246i,9.0599e-05-6.3758e-05i,0.00019629+0.00092521i,0.00021365+0.00095989i,6.422e-05+0.00020989i,-0.00074137-0.00010802i
-0.0012824-0.0029623i,-0.0015745-0.0032427i,-0.00098073-0.0013692i,-0.00030582-0.00036153i,0.00063136-0.00014502i,0.0010727-0.00099769i,0.0013646-0.0021104i,0.0013159-0.0021717i,0.0010407-0.0015242i,0.00080413-0.00052888i,0.00035929-0.00044174i,0.00042298-0.00077151i,0.00033564+1.0754e-05i,-3.3432e-05+0.00081753i,0.00026255+0.00069646i,0.00031114+0.00029137i,0.00018196-8.6865e-05i,0.00030739+0.00037627i,8.2426e-06+0.0010845i,-1.4541e-05+0.00067182i,0.00064002+0.00061729i,0.00085995+0.0006113i,0.0003702-0.00010864i
5.4173e-05-0.00019455i,-0.00026667-0.0022206i,-0.0012899-0.0041446i,-0.002081-0.0031205i,-0.001437-0.00065118i,0.00072506+0.00076453i,0.0020094+0.00046927i,0.002074+0.00052942i,0.0012852+0.00069003i,0.0001449+0.00019136i,-3.3322e-05+6.8305e-05i,-0.00044767+0.00021704i,-0.00049173-0.00029959i,0.00072567+0.00013479i,0.0017565+0.0010293i,0.0015161+0.0009195i,0.0011205+0.0005474i,0.00050125+0.00084763i,0.00047311+0.00017378i,0.00088699-0.00015392i,0.00076157-9.4819e-05i,0.0002351-6.8816e-05i,-0.00025759+0.00080737i
-0.0030763-6.0783e-05i,-0.0029543+0.00052246i,-0.00080971+0.00092356i,0.0007456+0.00089679i,0.00029391+0.0012307i,-0.00068295+0.0010304i,-0.00070777+6.9454e-05i,-0.000474-0.00035677i,0.00056268+0.00029856i,0.0014735+0.00083849i,0.001354+0.00033213i,0.00090191+0.00055794i,0.00035453+0.00062578i,0.00014503-8.5596e-05i,0.00017925-0.00040137i,-3.8598e-05-0.00070984i,-0.00014876-0.00067223i,3.0186e-05+4.6609e-05i,-0.00033756+0.00062405i,-0.00056273+0.00028788i,7.0016e-05+8.7706e-05i,0.00027111-0.00038645i,-6.1715e-05-0.0012519i
0.0032364-0.0027277i,0.0019671-0.0033508i,0.00037161-0.003238i,-0.00074128-0.0017858i,-0.001664+0.00015308i,-0.00037662+0.00032573i,0.00088444-0.00053563i,0.00022432-0.00068857i,-5.8712e-05-0.00076343i,0.0003626-0.00050332i,0.00029727+0.00010807i,-0.00053087+0.00013445i,-0.0006695+0.00087499i,-0.00027029+0.0015461i,0.00047282+0.0016979i,0.00045013+0.0011463i,-0.00021699+0.00041431i,-0.0003817+0.00043123i,0.00073492+0.00037977i,0.0015376-0.00026491i,0.00023213-0.00032059i,-0.00094154-0.00096486i,-0.00094913-0.001255i
-0.0021029-0.0011648i,-0.001835-0.00064848i,-0.0015427-0.00020269i,-0.0010448-0.00099842i,-0.00025034-0.0011751i,-2.4285e-05-0.0012774i,0.00058898-0.001797i,0.00065478-0.0014013i,-0.00063924-0.0010074i,-0.0009332-0.00030715i,-0.00034316+0.00016069i,0.00031145+0.00047917i,0.0014214+0.0012266i,0.0019988+0.0013424i,0.0012027+0.0010339i,0.00050921+0.00059723i,0.000844-6.7059e-05i,0.00090304+0.00019273i,0.00055396+0.00073863i,5.6001e-05+0.00079417i,-0.0010689+0.0003139i,-0.00065369-1.7374e-05i,-0.00027384-6.7252e-05i
-0.00030681-0.00027037i,3.608e-05+0.00030885i,0.00089076+0.00017888i,0.0014749-0.00054745i,0.0015259-3.0293e-05i,0.00095031+0.0012711i,0.00094351+0.00091477i,0.0014034-0.00028893i,0.00062575-0.00066069i,0.00010924-0.00070474i,0.00026541-0.00033864i,-0.00011914+0.00042131i,9.2233e-06+0.00098492i,-5.6922e-05+0.0003933i,-0.00033321-9.236e-05i,-0.00038495-9.0099e-05i,-0.0008418-0.0001009i,-0.00097914-0.00051281i,-0.00039672-0.00058588i,0.00012606-0.00033564i,-3.2038e-05-0.00048882i,-0.00078574-0.00098832i,-0.00067854-0.001278i
-0.00092981-0.0012267i,-0.0020587-0.0011089i,-0.0013537-0.0011506i,0.00025479+3.2206e-05i,0.00064474+0.00094997i,0.00061152+0.0005969i,0.00060736+0.00039853i,1.9005e-05+5.9497e-05i,-7.7277e-05+4.9572e-05i,0.00061713-0.00010893i,0.0011161+0.00031638i,0.0011253+0.00048662i,0.00074999+9.7265e-05i,0.00092835+0.00017094i,0.0016138+0.00045623i,0.001052+0.00029844i,0.00032656+0.00012565i,0.00034851-0.0001002i,0.00025386-0.00042177i,-9.8679e-05-7.6743e-05i,-0.00029192-0.0003688i,-0.00019811-0.00023824i,-0.00055842+2.176e-05i
-0.00098973+0.0013192i,-0.0014058+0.00091565i,-0.0017771+0.00071793i,-0.00090852+0.0007561i,-0.00014496+0.00086016i,-0.00057084+0.00090036i,-0.00065409+6.8927e-05i,0.00025891-0.00034134i,0.0010191+0.00024378i,0.001023+2.1064e-05i,0.00075523-0.00034904i,0.00020825-2.875e-05i,-7.5657e-05+0.00031006i,9.9758e-06+0.00058508i,-0.00034956+0.00074378i,2.7249e-05+0.00013499i,0.00024091-4.6417e-05i,-6.1421e-05-0.00016649i,-0.00019433-1.8583e-05i,-0.0002728+0.00044479i,-0.00037212+0.00056798i,4.5189e-05-8.7809e-05i,0.00049604-0.00046156i
-0.0012952-0.00050564i,-0.00057031-0.0011514i,0.00018067-0.0012587i,0.00027961-0.00052762i,-0.0003159+0.00030474i,-0.00054066-5.4743e-05i,0.00019065-0.00052163i,0.00025422-0.00066227i,0.00012575-0.00046536i,-0.00014939-0.00063178i,-0.00062515-0.001145i,-0.00058335-0.00079141i,0.00044709-0.00052075i,0.00096501-7.6295e-05i,0.00018235+0.00033282i,-2.7805e-05-0.00048052i,-6.4682e-05-0.00070256i,-0.00046226+0.00089701i,-0.00090895+0.00041374i,-0.0006283-3.3894e-05i,-0.00020015+0.00015244i,-0.00014036-0.00021711i,0.00032732+0.00033459i
0.00026687-0.0005586i,-0.0010632-0.0015923i,-0.0012371-0.0016555i,-0.00054278-0.00069945i,0.00011456-3.3326e-05i,0.00049269-0.00038548i,0.00040961-0.00077659i,0.00070893-0.00089048i,0.00058917-0.00020655i,6.9119e-05+0.00029498i,0.00016672+0.00053774i,0.00052731+0.0006859i,0.00063284+0.00028328i,0.00018111-0.000196i,0.0006278+0.00013044i,0.00055955-7.7194e-06i,0.00057756-0.0005166i,0.00071008-0.0007736i,0.00028564-0.00073139i,0.0003202-0.0010963i,6.8704e-05-0.00098754i,-0.0002886-0.00084786i,-0.00022569-0.00075951i
-0.0011267-0.00063043i,-0.0018873+5.0506e-05i,-0.0018178-0.00014442i,-0.00060793+0.0002277i,-0.00031879+0.0010685i,0.00018444+0.00076562i,0.00058639-0.00052154i,0.00030733-0.00095973i,0.00014495-0.00066229i,0.00026104+2.7768e-05i,0.00041267+0.00019886i,0.00037227-0.0005942i,0.00048038-0.00078173i,0.00044399-0.00034947i,0.0011266+0.00022478i,0.0012272+0.00036941i,0.00055786+0.00020387i,0.00010114+0.0005579i,-0.00056399+0.00056494i,-0.00049988+0.00042731i,0.00016781+0.00061062i,0.00023456+0.00026026i,0.00024313-0.00036695i
