-0.0013559-0.0013926i,0.00023614-0.00074728i,-0.0011063-0.001907i,-0.0033089-0.0015033i,-0.0036679+0.00080533i,-0.0026583+0.0027577i,-0.001987+0.0026312i,-0.00070315+0.0013065i,0.00051125+0.00062955i,0.00075775+0.00032309i,0.001213+0.00056974i,0.0011332+0.00048639i,0.00075834+0.00045481i,0.00046183+0.00032396i,-0.00039967+0.00026828i,-0.0010983+0.0010612i,-0.00071567+0.00087227i,-1.5133e-05+0.00020663i,-9.9611e-05+0.00035543i,6.0822e-05+0.00066859i,0.0003811+0.00066494i,7.4891e-05+0.00017345i,0.0004162+4.9307e-05i
0.00091788+0.0026736i,0.0041423+0.0020184i,0.0045784+0.0021198i,0.0048738+0.0028003i,0.0079562+0.0032459i,0.010227+0.0028937i,0.0099739+0.00031988i,0.0094989-0.0035024i,0.0083478-0.0033908i,0.005732-0.00083033i,0.0035667+0.0011442i,0.0024013+0.00088587i,0.0020019-0.00031156i,0.0012136-0.0010101i,-0.0007938-0.00070512i,-0.001743+0.00095864i,-0.00015393+0.00098837i,0.00091049-0.00048995i,0.00042983-0.00086539i,-0.00087292-0.00047852i,-0.00067753+0.00053082i,0.00054764+0.00084192i,0.001785+0.00030451i
0.0048363-0.002487i,0.0072764-0.0058389i,0.0048816-0.007985i,-0.0003358-0.0028878i,-0.0029912+0.0061429i,-0.0004865+0.0096376i,0.0045141+0.0079854i,0.0072549+0.0071714i,0.0056238+0.006601i,0.0024457+0.0042359i,0.00034342+0.0031084i,-0.00031369+0.0034169i,0.00086789+0.0030121i,0.0029839+0.0032208i,0.0045761+0.003082i,0.0053956+0.0015439i,0.0052079-0.00019666i,0.0032077-0.00080985i,0.0015238-0.00068409i,0.00073775-0.0019738i,-0.00042692-0.0023006i,-0.0010843-0.001099i,7.3715e-05+0.00031717i
0.0014933+0.0029678i,0.0014053+0.0024558i,-0.0002037+0.0030932i,-0.0038724+0.0050242i,-0.0068843+0.0063228i,-0.0063932+0.0068469i,-0.0052455+0.0069137i,-0.005611+0.0067897i,-0.005224+0.0053627i,-0.0035723+0.0021018i,-0.0018584-0.0010499i,-0.0011483-0.0016206i,-0.0010218-0.00017339i,-0.0012272+0.00066279i,-0.0020489+0.00027327i,-0.0041871+0.0002243i,-0.0052164+0.0019281i,-0.0033835+0.0034966i,-0.0013212+0.0035085i,-0.0006674+0.0025537i,-0.00062366+0.0018032i,-0.00035031+0.0019209i,0.0011598+0.0020675i
0.00016676-0.00058412i,0.0038265-0.0028117i,0.0043439-0.0027373i,0.0023903-0.00050919i,0.0029688+0.00047276i,0.0050405-0.0019134i,0.0024929-0.0036111i,-0.0022652-0.0047093i,-0.00313-0.0049192i,-0.00089365-0.0021331i,0.0010123-0.00038067i,0.0012213-0.00080886i,0.00021596-0.00071339i,-0.0008386+0.00021635i,-0.0014079+0.0018386i,-0.0012452+0.0023453i,-0.00039566+0.0010303i,-0.00015547+0.00032394i,0.00011657+0.00064293i,0.0011364+0.00063994i,0.002008-0.00049081i,0.0019977-0.0013933i,0.00073112-0.0019002i
-0.0025667-0.0030074i,-0.0013633-0.0012852i,-0.0021461+0.0018254i,-0.00064095+0.0048371i,0.0042232+0.007076i,0.0092521+0.0074359i,0.0092465+0.0030477i,0.0065129-0.0030512i,0.0037321-0.0047424i,0.00054031-0.0015406i,-0.00073064+0.0014463i,0.00087696+0.00091385i,0.0024427-0.0010347i,0.0027074-0.0021587i,0.0019529-0.0033243i,0.0013263-0.0043784i,0.00044403-0.005083i,-0.0010557-0.0043374i,-0.0018085-0.0033669i,-0.0010727-0.0023105i,-0.00063113-0.0012332i,-0.001418-0.0007081i,-0.0022432-0.00099074i
0.0031792-0.003286i,0.0049908-0.0038595i,0.0019321-0.0034705i,-0.0032586+0.001053i,-0.0045841+0.0081478i,-0.00093015+0.010708i,0.0034685+0.0079517i,0.0052625+0.0049467i,0.0041919+0.0023149i,0.0011074+0.00043682i,-0.00050734+0.00074817i,0.00071843+0.0017371i,0.0012412+0.00074743i,0.0010222+0.00036058i,0.00021081+0.0013298i,-0.00093347+0.0026329i,3.3515e-05+0.0033744i,0.0016382+0.0023039i,0.0021264+0.00084635i,0.0010309+0.00024508i,0.00014135+0.0010139i,0.00014269+0.0010799i,0.000461+0.0011883i
0.0010439-0.0037192i,0.0029612-0.004599i,0.00040405-0.0038841i,-0.0047154+0.00036993i,-0.0079661+0.0050778i,-0.0058312+0.0063848i,-0.0023538+0.0059833i,-0.0015104+0.0067586i,-0.00061565+0.0062551i,0.001018+0.0028162i,0.0012057-0.00042215i,0.00065502-9.2058e-05i,0.0017055+0.0017184i,0.0023817+0.0025848i,0.0024339+0.0033033i,0.0024803+0.002683i,0.0025204+0.0012376i,0.0021122-0.00029689i,0.0014909-0.0011964i,0.0014276-0.00090426i,0.00067385-0.00059888i,-0.00060361-0.00045313i,-0.0011083-0.00021461i
0.0034915-0.0022587i,0.004584-0.0023643i,0.0018646-0.0011038i,-0.0012858+0.0033673i,0.0005666+0.0058632i,0.0045019+0.0040324i,0.0026975-4.8137e-06i,-0.0029469-0.0020652i,-0.0047207-0.0003213i,-0.0017784+0.0019927i,0.00076655+0.0026209i,0.00036567+0.0013038i,-0.0013382-9.0154e-05i,-0.0023736-0.00092587i,-0.0029782-0.0020967i,-0.0040356-0.0022512i,-0.0049672-0.00040362i,-0.0047588+0.0014571i,-0.0039639+0.0021085i,-0.0036523+0.0018095i,-0.0033187+0.0014212i,-0.0026234+0.0016624i,-0.0019126+0.0017131i
0.0012109+0.0016016i,0.0016543-0.00039313i,0.001751-0.00017627i,0.0031424+0.0022042i,0.0053535+0.0051219i,0.0067422+0.003968i,0.0066044-0.000187i,0.0038353-0.0039966i,-0.00013024-0.0041898i,-0.0023508-0.00073793i,-0.001084+0.0014064i,0.00029826+5.7943e-05i,0.00074303-0.00075683i,0.00036527+0.00019715i,0.00049272+0.00094701i,0.0011508+0.0013364i,0.001689+0.00083922i,0.0015034-0.00079821i,0.0010441-0.0016462i,0.0011598-0.00076239i,0.0014214-0.00027868i,0.0019629-0.00070287i,0.0029892-0.00060252i
0.0025878-0.00048037i,0.0034505+0.00079065i,0.0011802+0.0017802i,-0.0028129+0.0036369i,-0.0035387+0.0063383i,-0.00057176+0.0079822i,0.0034745+0.0060576i,0.0062795+0.0016523i,0.0049647-0.0031062i,0.00049578-0.0051453i,-0.0025365-0.0027988i,-0.0015313-3.8809e-05i,0.00059064+4.8072e-05i,0.0021742-0.00070707i,0.0025056-0.0014686i,0.0015848-0.0020446i,0.00085872-0.0027618i,0.00085397-0.003067i,0.0014524-0.0017882i,0.00073376-0.0012095i,-0.000529-0.0012597i,-0.00048278-0.0015171i,-0.00031699-0.0018923i
0.0020956-0.0015568i,0.0036703-0.0041742i,0.0034116-0.0048342i,-0.00061222-0.002041i,-0.0046112+0.0019419i,-0.0047561+0.0051644i,-0.0031185+0.0071547i,-0.0014869+0.0075717i,0.002014+0.0052894i,0.0048697+0.00072614i,0.0033116-0.0024801i,0.0010328-0.001687i,0.00031294+8.0443e-05i,-0.00031727+0.00056626i,-0.0012593+0.0011109i,-0.0026601+0.0024946i,-0.0027428+0.0037628i,-0.0015843+0.0041198i,-0.0011646+0.0037402i,-0.0017336+0.0032296i,-0.0011256+0.0025309i,6.1543e-05+0.0016505i,0.00027168+0.0012661i
-0.0032413+0.0018416i,0.00037681+0.0032419i,0.00061264+0.0048024i,-0.00032026+0.0054749i,0.00078239+0.0039732i,0.0022116+0.0018907i,0.00031425+0.00046728i,-0.0031214+0.0016658i,-0.0027502+0.0057978i,0.0013954+0.0076422i,0.0035181+0.0047652i,0.0018128+0.0010389i,0.00055926+0.00013348i,0.00088901+0.0010525i,0.0014101+0.0012973i,0.0013948+3.9412e-05i,0.00070657-0.0012562i,-0.00062932-0.0015055i,-0.00063394-0.0013006i,0.00065078-0.00097943i,0.0012727-0.00055864i,0.0010901-4.6106e-06i,0.00089443-3.4567e-05i
0.00099612+0.0010033i,0.0034654-0.0011877i,0.0031849-0.0010405i,0.0028815+0.0014105i,0.0048697+0.0044174i,0.006661+0.0034143i,0.0046988-0.00060445i,0.00034178-0.0033402i,-0.0039178-0.0014642i,-0.0047497+0.0029062i,-0.0013008+0.0037968i,0.0016065+0.00082144i,0.0012777-0.0010436i,-3.8311e-05-0.0017373i,-0.0012255-0.0030465i,-0.0017861-0.0033978i,-0.0025794-0.0028615i,-0.0031426-0.001918i,-0.0029264-0.0018698i,-0.0022789-0.0011983i,-0.001664+0.00032786i,-0.001477+0.00036458i,-0.0011002+0.00024924i
0.0016946+0.0026862i,0.0037641+0.001877i,0.0046282+0.0022287i,0.0020242+0.0042478i,-0.00012971+0.0086685i,0.0021526+0.0098242i,0.0057455+0.0050219i,0.0056545-0.00098516i,0.00031659-0.0050853i,-0.0045538-0.00591i,-0.0037187-0.0029861i,-0.00060012-0.00057896i,-0.00014787-4.5378e-05i,3.9243e-05+0.00043414i,0.00076041+0.0021581i,0.0012992+0.0033248i,0.0018565+0.0032659i,0.0020029+0.002323i,0.0023419+0.0010775i,0.0020619+0.00033216i,0.0011428+0.00047625i,0.0012269+0.0010506i,0.0013599+0.0011706i
0.0025432-0.00037988i,0.003565-0.002493i,0.00061257-0.0031957i,-0.0043321-1.167e-05i,-0.0057413+0.0035196i,-0.003825+0.0044419i,-0.00018509+0.005491i,0.0029538+0.0048942i,0.0051404+0.00080504i,0.0055326-0.0036728i,0.0022024-0.0052474i,0.00027967-0.0029294i,0.0020752-0.0010575i,0.0024712-0.0011277i,0.0015573-0.0009847i,0.0010008-0.00034864i,0.00036968-7.5478e-05i,-0.00032017+5.0324e-05i,-0.00036328+0.00041515i,0.00035675-5.5873e-05i,0.00089293-0.00073115i,0.00056996-0.0011633i,0.00025585-0.00081351i
0.0035138-0.0037379i,0.0046784-0.003568i,0.0027932-0.0047397i,-0.00043918-0.0031583i,-0.0013509+0.00091942i,0.00063841+0.0034593i,-0.00033735+0.00442i,-0.0018915+0.0061432i,0.00088088+0.0070745i,0.0043329+0.0048477i,0.0041278+0.0019078i,0.0019756+0.0004444i,-0.00017352+0.0007868i,-0.0011995+0.0016909i,-0.0022654+0.0018501i,-0.0033729+0.001507i,-0.0039126+0.0016051i,-0.0035081+0.0016208i,-0.0033841+0.0010743i,-0.0034685+0.0011374i,-0.0022628+0.0016345i,-0.00074335+0.0013717i,-1.1338e-05+0.00095041i
0.00075295-0.0005616i,-5.3239e-05+0.0014185i,-0.002929+0.0018655i,-0.0036519+0.0033743i,-0.0013436+0.0056435i,0.0016071+0.0049908i,0.0021965+0.00065074i,-0.0015328-0.0021708i,-0.0056548+0.0016166i,-0.0052855+0.0073096i,-0.0018195+0.00678i,0.00083463+0.0035437i,0.0014689+0.0020027i,0.0016311+0.00040842i,0.0027095-0.0010797i,0.0030417-0.0015993i,0.0025402-0.0018763i,0.0023171-0.001844i,0.0012628-0.0017582i,0.00018361-0.00091994i,0.00068939+0.00050517i,0.0015152+0.0011762i,0.00097473+0.00060914i
0.0037271-0.0039107i,0.0049974-0.0044531i,0.0031627-0.0037351i,-0.0012326+0.0005084i,-0.0037523+0.0069523i,-0.0014805+0.008735i,0.002313+0.0029257i,0.0026238-0.0041581i,-0.0024255-0.006331i,-0.0065089-0.0037058i,-0.0047625+0.00078783i,-0.0013018+0.0026058i,-0.00069851+0.0014797i,-0.0013677+0.00045802i,-0.001492-0.00075832i,-0.0010322-0.0011156i,-0.00047131-0.0014262i,-0.00040867-0.0020365i,0.00016585-0.0015337i,6.9385e-06-0.00072953i,-0.001501-0.00027397i,-0.001876-1.0274e-05i,-0.00093966-0.00021847i
0.002974+0.0041871i,0.0063482+0.0023695i,0.005968+0.0015426i,0.0016134+0.0018835i,-0.00014944+0.0042629i,0.0018471+0.0066562i,0.0038368+0.0064728i,0.0054415+0.0035793i,0.0060994-0.0015427i,0.0040116-0.0063232i,0.00085064-0.0063125i,-0.0010776-0.0035339i,-0.00065351-0.0015303i,0.00039291-0.00084227i,4.0723e-05+5.1892e-05i,0.0003373+0.0014485i,0.00060427+0.0030255i,0.00051653+0.0039702i,0.00075155+0.0031812i,0.0011481+0.0022113i,0.00091699+0.0018216i,0.00047724+0.0013616i,0.0004018+0.001033i
0.0023562+0.0016759i,0.0019653-0.00040383i,0.00089412-0.0025863i,4.4371e-05-0.0010946i,0.00076667+0.0026644i,0.002287+0.0031817i,0.0011451+0.0043356i,0.00050057+0.0066464i,0.0037083+0.0061738i,0.0074493+0.0027815i,0.0062545-0.00098832i,0.0022598-0.0022508i,0.00055933-0.0015557i,-6.5685e-05-0.0010635i,-0.0010465-0.0014338i,-0.0021759-0.0017007i,-0.002967-0.0018029i,-0.0027256-0.0020037i,-0.001878-0.0019512i,-0.00062138-0.0021408i,0.00050009-0.0014376i,0.00094448-0.00043172i,0.00020525-0.00089091i
0.0030736+0.0033758i,0.0040309+0.0021686i,0.0035156-0.0003376i,0.0010183-0.001604i,-0.00011273+0.0014281i,5.2801e-05+0.0038443i,-0.0010467+0.0019396i,-0.003462+0.0007412i,-0.0040715+0.0032172i,-0.00084996+0.0056107i,0.0026268+0.0039686i,0.0026732+0.00075213i,0.0011861-0.00071207i,0.00026062-0.00029291i,-0.00079747+0.00010956i,-0.0019809-0.00016771i,-0.0024047-0.00027842i,-0.0020764-0.00091537i,-0.00084335-0.0012838i,-0.00030493-0.00091074i,-0.00027955+4.448e-05i,7.4712e-05+0.00019339i,-4.8223e-05-0.00040995i
-0.00031156+0.0013376i,-0.00088592+0.0015553i,-0.0012391+0.0032217i,-0.00072485+0.0045837i,-0.00011172+0.0042702i,0.00077537+0.0019157i,0.0019993-0.0020115i,0.0013987-0.0053435i,-0.0022005-0.0046234i,-0.0050605-0.00055929i,-0.0041487+0.0018398i,-0.0019652+0.0021359i,-0.00041986+0.0021025i,0.0013382+0.0019026i,0.0030032+0.0012916i,0.0039554+0.00040865i,0.0035842-0.00024895i,0.0027424-0.00028117i,0.0023884+0.00031124i,0.0017859+0.0004107i,0.00095013+0.00029237i,-0.00038081+0.00078674i,-0.00055205+0.0006062i
-0.0010095+0.00020208i,0.0016459+0.0001911i,0.0012758+0.00056035i,-0.00019178+0.0011491i,0.00046576+0.0023173i,0.0021715+0.0031975i,0.0038902+0.0028215i,0.0051693+0.00041751i,0.003306-0.0037443i,-0.00035429-0.0053142i,-0.0013519-0.0034257i,-0.00047926-0.0011472i,-0.00045598-0.00099813i,-0.00025069-0.00052852i,0.00032025+0.00080668i,5.6538e-05+0.0010199i,0.00042293+0.00013272i,0.00060667-0.0006973i,-0.00044485+0.0002817i,-0.00045304+0.00087581i,-0.00025434+0.00025725i,-7.4678e-05-0.0002659i,-0.00021307+4.0545e-06i
-0.0010286+0.0013304i,0.0029885+0.00015327i,0.0047957+0.0018548i,0.003984+0.0030366i,0.0020528+0.0028627i,0.00058761+0.0026774i,-0.00024718+0.0049561i,0.00077705+0.0069417i,0.0030273+0.0053885i,0.0045632+0.0018828i,0.0037306-0.00090215i,0.0016324-0.002164i,0.00031636-0.0021446i,0.00075894-0.0017816i,0.0015534-0.00066753i,0.00076918+0.00098957i,-0.00039016+0.0021626i,-0.00090782+0.0020131i,-0.00060023+0.00082671i,4.0919e-05-8.6401e-05i,0.0002771+0.00016679i,0.00061967+0.00051126i,0.0012045-0.00019535i
-0.0054611+0.0040862i,-0.0016214+0.003706i,0.0016779+0.0065479i,0.0050734+0.0084067i,0.0074899+0.0088138i,0.0058973+0.0066922i,-0.00059706+0.0038715i,-0.0053251+0.0027162i,-0.004005+0.0040608i,0.0010401+0.0055487i,0.0043072+0.003631i,0.0048587+0.00033881i,0.0037412-0.0011969i,0.0021008-0.0022328i,0.0006976-0.0029511i,-0.0002575-0.0029773i,-0.00064187-0.0031668i,-0.00034425-0.0024174i,0.00052944-0.0017853i,0.0006182-0.0014388i,0.00046762-0.00096942i,0.0012592-0.00073335i,0.0015319-0.0006002i
-0.020327+0.019363i,-0.009952+0.013039i,0.00043262+0.022206i,0.012241+0.021465i,0.019054+0.012913i,0.015736-8.1019e-05i,0.0054785-0.0058606i,-0.0017404-0.0030733i,-0.0044103+0.0027591i,0.0010489+0.0068157i,0.0091947+0.0028731i,0.011179-0.0034879i,0.0077459-0.0045627i,0.0057164-0.0015745i,0.0057627+0.00099897i,0.0037028+0.00091132i,0.00037599-0.00015631i,-0.0013456-0.00050594i,-0.00051862-0.00072537i,0.0012155-0.00083269i,0.0025553-0.00070909i,0.0029656-0.00063493i,0.0025249-0.0011864i
0.0096455-0.0040664i,0.012139-0.0028728i,0.0079052-0.004117i,-0.002456-0.002477i,-0.0085195+0.0014i,-0.0049188+0.004513i,0.0030067+0.0034638i,0.0062952+0.00050544i,0.0044207-0.0025617i,-3.8461e-05-0.0033459i,-0.0029159-0.00058358i,-0.0028085+0.0027583i,-0.0022746+0.0042239i,-0.0024829+0.003802i,-0.001935+0.0022781i,0.00037707+0.0017324i,0.001822+0.0023389i,0.0013541+0.0020746i,-0.00016477+0.0016487i,-0.0017779+0.0012239i,-0.0012808+0.00066274i,-0.00013226+0.0011275i,-0.00066262+0.00099742i
0.0064375-0.0019668i,0.0079631-0.0027787i,0.0050311-0.0057981i,-0.0016489-0.0030715i,-0.0044789+0.0034319i,-0.0016417+0.0093185i,0.0019914+0.0094761i,0.0035449+0.0060216i,0.0040379+0.0031647i,0.0024493-1.511e-05i,-2.6564e-05-0.0013644i,-0.00085404-0.0012667i,-0.00069832-0.0010744i,-0.0013486-0.00091653i,-0.0022063-0.0011017i,-0.0020587-0.00098225i,-0.00073349-0.00068569i,-0.00019768-0.00048288i,-0.00055855-0.00024691i,-0.0009583-0.00042873i,-0.0013984-0.00075834i,-0.00099051-0.0006331i,-0.00033873-0.00082346i
0.0038781-0.004505i,0.0055308-0.0070179i,0.0020438-0.0083133i,-0.0034596-0.001873i,-0.0025945+0.0073014i,0.0028529+0.010529i,0.0025853+0.0064759i,-0.003034+0.0028993i,-0.0048982+0.0021924i,-0.0025715+0.0017322i,-0.0015381+0.00094256i,-0.0015699+0.0003674i,-0.0010502+8.145e-05i,-0.00070733+0.00017621i,-0.00057173+0.00017511i,-0.0010799+8.2429e-05i,-0.0018385+0.0001432i,-0.0017749+0.00032208i,-0.00095779+0.00050708i,-0.000561+0.00045298i,-1.7714e-05+0.00031755i,0.00095708+0.00010438i,0.00086989+0.00043277i
0.0046333+0.00020919i,0.0036976-0.0014819i,0.00058772-0.0020332i,-0.0021598+0.0019191i,-0.0035741+0.0056893i,-0.0022331+0.0051837i,2.4021e-05+0.00051862i,-0.00043135-0.0043843i,-0.0027176-0.0045446i,-0.0024848-0.0015521i,0.00026583-4.5841e-05i,0.0015437-0.00017604i,0.0018319+0.00024663i,0.001819+0.00051479i,0.0010962-0.00020607i,0.00079546-0.00099297i,0.001219-0.00123i,0.00099304-0.00073927i,0.00044514+0.00065805i,-0.00013237+0.0016985i,-0.00035871+0.0015864i,-0.00043514+0.0013549i,-0.0003282+0.0014639i
0.0046131-0.00081723i,0.005883+0.001063i,0.0029989+0.001256i,-0.0021476+0.00055488i,-0.0037164+0.0019461i,-0.00062881+0.003366i,0.0044442+0.0012444i,0.0075894-0.0028887i,0.0064571-0.005146i,0.0031447-0.0037864i,8.5387e-05-0.0005581i,-0.00050847+0.00064822i,0.00016495+0.00076545i,6.2544e-06+0.00085624i,-0.00077744+0.00084523i,-0.000868+0.00048362i,0.00035957+0.00023947i,4.0403e-05+0.0004153i,-0.00094183+0.0010148i,-0.00068197+0.0021019i,-0.0014125+0.0014144i,-0.0014348+0.00035529i,-0.0004448+0.00014288i
0.0050288-0.0011171i,0.0070267-0.0026062i,0.0053811-0.0059013i,-0.0013662-0.0041601i,-0.0043273+0.0030734i,-0.00099127+0.0080726i,0.0035216+0.0081795i,0.0058876+0.0076764i,0.0053056+0.0073937i,0.0031267+0.0044995i,0.00099929+0.0019521i,-0.00093634+0.001411i,-0.002199+0.0016391i,-0.0025477+0.0012097i,-0.0022134+0.00045648i,-0.0013051+0.00089184i,-0.00067212+0.0015089i,-0.00065532+0.00048663i,-0.00013872-0.00059938i,0.00048161-0.00062883i,-0.00023708-0.00039839i,-0.00093077-0.00057337i,-0.00054052-0.00091575i
0.0019222-0.0034845i,0.0028156-0.004115i,0.00033703-0.0038244i,-0.0024443-0.00051459i,-0.0021976+0.0054836i,-0.00023549+0.0086908i,-0.0010389+0.0073962i,-0.0055875+0.0057284i,-0.0087021+0.0052407i,-0.0071135+0.0044352i,-0.004057+0.0017396i,-0.0017533-0.00063765i,-0.00043829-0.00055827i,-0.00018705-7.1846e-05i,-0.00020632+4.0076e-05i,9.2478e-05+0.0002754i,-5.1844e-05+0.00063936i,-0.00037113+0.00031812i,2.8178e-05-0.00010172i,0.00084742+2.182e-05i,0.00089751+0.00022607i,0.00094428+0.00038998i,0.0011071+0.00037078i
0.0034683+0.0031765i,0.001727+0.0029299i,0.0010224+0.0025055i,5.659e-06+0.0023629i,-0.0013489+0.002777i,-0.0013178+0.0026892i,-0.0012454-0.00018408i,-0.0031982-0.0048835i,-0.0046505-0.0075409i,-0.004125-0.0069425i,-0.0030456-0.003962i,-0.0019431-0.0012327i,-0.001819-0.00018166i,-0.0012493-0.00078072i,-0.00066187-0.0011884i,-0.00023891-0.0004925i,7.5921e-05+0.00035907i,-2.9496e-05+0.00057343i,-0.00027423+0.00040284i,-9.8843e-05-0.0002325i,0.00079545-0.00017966i,0.00093766+0.00093697i,0.00027703+0.0010638i
0.0034047+0.0052697i,0.0058518+0.0031308i,0.0050922+0.0013805i,0.0021707+0.0014894i,0.00043382+0.0035488i,0.0017091+0.0033964i,0.0050761+0.0002276i,0.0085353-0.0038569i,0.010538-0.006581i,0.0093221-0.0064952i,0.0058484-0.0050848i,0.0027715-0.0030147i,0.0012407-0.0013155i,0.0018693-0.00027074i,0.0021307+0.00023785i,0.0017169+0.00036235i,0.0014661+0.0002219i,0.000175-0.00023697i,-0.001031-0.00076969i,-0.00064111-0.00054627i,-6.4976e-05+0.00032146i,-0.00027221+7.5682e-05i,-0.00061506-0.00028043i
0.0036267-0.0030209i,0.0064592-0.0053747i,0.0053248-0.0060555i,0.0020513-0.0041837i,-0.00010617+0.00026501i,0.0013978+0.0038545i,0.0046378+0.0056536i,0.0069895+0.007354i,0.0079049+0.0083777i,0.006606+0.0063394i,0.0034652+0.0026421i,0.0010807+0.00079762i,-7.5324e-05-0.00019125i,-0.00062617-0.00037523i,-0.00090764-0.0001514i,-0.00087598-0.00115i,-0.00032952-0.0017559i,-0.00046673-0.0015489i,-0.00066642-0.001466i,-0.00013387-0.00062761i,-0.00021318-0.00030198i,-0.00066061-0.0012208i,-0.00051897-0.0014694i
0.0028975+0.0028539i,0.0015427+0.0024179i,-0.00031812+0.0019622i,-0.0033025+0.0018055i,-0.0040386+0.0029683i,-0.002627+0.0055552i,-0.0033189+0.0078332i,-0.006147+0.0092679i,-0.0073853+0.0090958i,-0.0054787+0.0068391i,-0.0026367+0.003963i,-0.0013143+0.0021168i,-0.0016819+0.00066802i,-0.0016047+0.00039938i,-0.0009572+0.00013183i,-0.00086042-0.00043692i,-0.00094104-0.00043336i,-0.00014777-0.00052603i,0.00053257-0.00022608i,0.00026379-0.00075513i,-0.00040364-0.0012917i,-0.0004937-0.0010241i,-0.00019194-0.00049449i
0.00017662+0.00023505i,0.0033834+3.4219e-05i,0.0039663+0.00015159i,0.0020114+0.00054378i,5.0449e-05+0.0024855i,-0.0006726+0.0031831i,-0.0023173+9.3759e-05i,-0.0066916-0.0047518i,-0.0097332-0.0065443i,-0.0084968-0.0049822i,-0.0048576-0.0027475i,-0.0019276-0.0015564i,0.00014629-0.00078338i,0.0010902-0.00049799i,0.00047004-0.00072216i,0.00045953-0.0002581i,0.00096989+0.00021761i,0.0011881-0.00015769i,0.00035516-0.00049166i,-0.0003591+0.00026711i,-4.7962e-05+0.00079388i,0.00061242+0.00069258i,0.0005822+0.00022611i
-0.00019289-0.0010784i,0.0027935-0.0017775i,0.0024311-0.0016382i,-0.0014703+0.001704i,-0.0031316+0.0053341i,0.0004664+0.0059234i,0.0045396+0.00096795i,0.0063487-0.0070258i,0.0055715-0.011192i,0.0034075-0.0098244i,0.002233-0.0057276i,0.0015221-0.0020316i,0.00063371-0.001034i,0.00056242-0.00096083i,0.00043224-6.9609e-05i,-0.00020688+0.00077894i,-0.00078535+0.0014453i,-0.00085768+0.0011414i,-0.00096615+0.00053671i,-0.0014745+0.00063889i,-0.0012806+0.0005827i,-0.00031177-0.00014304i,0.00040788-0.0008246i
0.0042488-0.0023738i,0.0039185-0.0020037i,0.00026767-0.0024815i,-0.0038526+0.00038266i,-0.003684+0.0046243i,0.00044654+0.006732i,0.0050317+0.0061618i,0.0089476+0.0050435i,0.010715+0.0038919i,0.0087489+0.0022739i,0.0047548+0.00058505i,0.0019292+0.00042532i,-5.7288e-06+0.0010752i,-0.00056499+0.0018998i,0.00023106+0.0020473i,0.00030647+0.0011017i,3.3457e-05+0.00053248i,-0.00013846+0.00014199i,-0.00099628-0.00016079i,-0.001426-0.00012049i,-0.00041153+0.00018038i,0.00014952+0.00016059i,5.3695e-05-0.00024028i
0.0046435-0.00012171i,0.0046642-0.00041704i,0.0016397-0.002386i,-0.0013281-0.0019604i,-0.0016358+0.001936i,0.00027035+0.0048833i,0.0012441+0.0061043i,-0.00013118+0.0093008i,-0.0014825+0.011849i,-0.0014291+0.010058i,-0.00058646+0.0062226i,0.0001193+0.0030313i,-8.0443e-05+0.0010824i,-0.00042458-0.00035405i,-0.00046029-0.00093296i,-0.0005008-0.0013567i,-0.00044564-0.0014278i,-0.00027876-0.0008113i,-0.00055786-0.00041338i,6.2818e-05-0.00053622i,0.0007499-0.00063355i,-0.00024666+7.4602e-05i,-0.00079617+0.00087862i
0.0066366-0.00017842i,0.0072034-0.0022387i,0.0051818-0.00475i,0.00029033-0.0024178i,-0.0033274+0.0032458i,-0.0035392+0.0063238i,-0.0042877+0.0037001i,-0.0085633+0.00036544i,-0.011053-0.00033483i,-0.0091778-0.00058088i,-0.0054646-0.001961i,-0.0029413-0.0027754i,-0.0020772-0.001791i,-0.0013636-0.00062092i,-0.00056312-0.00069088i,4.8141e-05-0.00070644i,0.0004277-8.9198e-05i,-0.0002666+0.00090634i,-0.00073283+0.00055821i,-0.00075439-0.00018373i,-0.0010927+0.00095908i,-0.0012283+0.00098385i,-0.00069198-0.00075009i
0.0039547-0.002733i,0.0026964-0.0019301i,0.0011399-0.0029948i,-0.0015698-0.001971i,-0.004123+0.0019834i,-0.0029394+0.0034749i,-0.00038141-0.00035904i,-0.00040014-0.0070831i,-0.0017864-0.011577i,-0.0024964-0.010892i,-0.0024733-0.0066212i,-0.0017712-0.0022835i,-0.00081105+0.00056336i,0.00038722+0.00038309i,0.00028032-0.00022471i,0.00025425+0.00076887i,0.0010551+0.0013958i,0.00037422+0.00099954i,-0.0002592+0.00065641i,-0.00011854+0.00014952i,-4.6385e-05+0.00032119i,-0.00019293+0.0014007i,-0.00040993+0.0016973i
0.0032897+0.0029695i,0.0049676+0.0016129i,0.0036668-0.00015941i,0.0006452-0.00053857i,0.00092885+0.0013691i,0.0026345+0.0027617i,0.005127+0.00090223i,0.0096507-0.0017278i,0.011536-0.0027518i,0.0091246-0.0023999i,0.0051745-0.001776i,0.0024055-0.0010647i,0.0010699-7.0236e-05i,-0.00026462-8.3666e-06i,-0.00075861-0.00012866i,-0.00081492+0.00020096i,-0.00072449+0.00038053i,-0.00038656+0.00039603i,-0.00074705-0.00019926i,-0.0011333+0.0002531i,-0.00092894+0.00099678i,-7.5528e-05+0.00036i,0.00025731-0.00047711i
