-0.00087133-0.0002102i,0.0011691-0.0019664i,-0.00060471-0.0035207i,-0.0015677-0.003082i,-0.0011467-0.0020865i,-0.0012834-0.0014421i,-0.00049774-0.0001831i,0.00073416+0.00026092i,0.0012445-0.00050288i,0.0010711-0.0014253i,0.00091255-0.001121i,-0.00011291-0.00032564i,-0.00094367+2.3128e-06i,-0.00067588+0.0007104i,-0.00012417+0.00095477i,0.0011741+0.00045202i,0.0013697+0.00022861i,0.00024503+3.3656e-05i,-0.00057584-4.2086e-05i,-0.0003789-0.00060252i,0.00065058-0.0013844i,0.00039782-0.0009059i,-7.1913e-05-5.9107e-05i
-0.023866+0.013733i,-0.063227+0.032011i,-0.097007+0.05872i,-0.094426+0.090612i,-0.06791+0.096601i,-0.036717+0.063235i,-0.0096505+0.03026i,0.0032445+0.014803i,0.0029418+0.0055421i,-0.0010689+0.00059644i,-0.0020019+0.000409i,-0.0002565+0.0025985i,0.0027616+0.0027585i,0.00582+0.00067542i,0.0072744-0.0010608i,0.0057335-0.0025352i,0.0030265-0.0032962i,0.0012076-0.00241i,0.0021294-0.00035689i,0.0039525+0.00090977i,0.0029275-2.5665e-05i,-3.0981e-05-0.0012586i,-0.0013992-0.00043389i
0.025956-0.0057707i,0.068317-0.0093804i,0.11435-0.020022i,0.12696-0.046608i,0.10124-0.06373i,0.062464-0.050027i,0.035692-0.033186i,0.020487-0.025917i,0.0084195-0.018375i,0.0023839-0.010845i,-0.00010693-0.0068692i,-0.0022073-0.0067291i,-0.0042443-0.0076719i,-0.0067193-0.0066293i,-0.0075072-0.004186i,-0.0059587-0.0029609i,-0.0036058-0.0017693i,-0.0013584-0.0013733i,-0.0016003-0.0020774i,-0.0027325-0.0021071i,-0.002334-0.0010066i,-0.0014776+0.00077549i,0.00028275+0.0016309i
-0.025639+0.00053625i,-0.064946-0.013132i,-0.11067-0.024906i,-0.13222-0.014324i,-0.11256+0.0046574i,-0.071366+0.010596i,-0.04251+0.016941i,-0.02489+0.02173i,-0.0095717+0.012783i,-0.00094006+0.0023374i,0.0020727-0.0010768i,0.00278+0.00051485i,0.0028751+0.0046219i,0.0041232+0.0065956i,0.0051029+0.0055506i,0.0038655+0.0039619i,0.0029557+0.0016902i,0.00094556-0.00040057i,-0.0015082-0.00043219i,-0.0018322+0.0012561i,-0.00091684+0.001862i,8.3597e-05+0.0011075i,0.00019352-9.1536e-05i
0.02298+0.010318i,0.055161+0.037331i,0.093627+0.065664i,0.11129+0.063236i,0.087984+0.035286i,0.047662+0.014947i,0.025193+0.0050775i,0.016449-0.0022326i,0.008825-0.0012788i,0.004807+0.0026141i,0.0052956+0.00054983i,0.0059335-0.0036389i,0.0035715-0.0072601i,0.0003997-0.0086276i,-0.00099614-0.007104i,-0.00096514-0.0050643i,-0.00052711-0.00281i,0.00020211-0.0016906i,0.0012643-0.0014893i,0.0010876-0.0013597i,-0.00016673-0.0012929i,-0.0011668-0.00065826i,-0.0012802+0.00018519i
-0.018488-0.016259i,-0.037429-0.053034i,-0.060999-0.094542i,-0.075079-0.10339i,-0.063908-0.077443i,-0.043259-0.04994i,-0.033711-0.034631i,-0.02758-0.023249i,-0.017536-0.011841i,-0.0085982-0.0037161i,-0.0042764+0.001653i,-0.0033377+0.0052347i,-0.004206+0.007577i,-0.0041194+0.0086155i,-0.0032388+0.0068372i,-0.0020378+0.0033195i,0.00033994+0.00095355i,0.0012688-0.00055921i,-0.00046096-0.0018414i,-0.00175-0.0014913i,-0.0016906+8.4721e-05i,-0.0014064+0.00024688i,-0.001011-6.2176e-05i
0.0089885+0.022004i,0.014145+0.063461i,0.018811+0.10972i,0.024042+0.11843i,0.020504+0.083828i,0.017375+0.044251i,0.02247+0.024547i,0.02069+0.012759i,0.0082972+0.0023966i,-0.0024844-0.00051906i,-0.0037083+0.00026027i,-0.00046603-0.00071832i,0.0031105-0.003993i,0.0046676-0.0057792i,0.0040735-0.0057135i,0.0026086-0.0045273i,0.0015191-0.0032429i,0.0008946-0.0012135i,0.00067884+0.0012726i,0.0013775+0.0026569i,0.0019259+0.0024018i,0.0015282+5.7266e-05i,0.00050721-0.0010111i
-0.0031277-0.023206i,0.007072-0.062261i,0.019796-0.10395i,0.019633-0.11417i,0.011081-0.086142i,0.0027553-0.050034i,-0.00045587-0.030206i,0.00092127-0.019841i,0.0028791-0.012611i,0.0032151-0.0090828i,-5.2284e-05-0.0074843i,-0.0044752-0.0068508i,-0.0068752-0.0049232i,-0.0067006-0.0019748i,-0.004502-0.0003552i,-0.0015105+5.6257e-05i,0.00071827+0.00045343i,0.001315+0.00010662i,0.00068001-0.0013591i,0.00081563-0.0025668i,0.00072971-0.0019823i,-0.00061301-0.00074714i,-0.00066949-0.00067959i
-0.0067801+0.020465i,-0.029095+0.052937i,-0.05633+0.081873i,-0.062747+0.082853i,-0.046316+0.058114i,-0.028544+0.03404i,-0.020413+0.02541i,-0.0135+0.019933i,-0.0048094+0.0084163i,-2.57e-06+7.0987e-05i,0.00316-0.00090981i,0.0058795+0.0004016i,0.0079156+0.0013831i,0.0089135+0.00084118i,0.0071284-0.00017882i,0.0038496+0.00026892i,0.00078872-0.00016435i,-0.0014535-0.0015011i,-0.0037635-0.0012549i,-0.0050255-0.00034501i,-0.0038727+0.0010394i,-0.0020822+0.0020726i,-0.00082163+0.0019384i
0.015128-0.018729i,0.045461-0.041736i,0.08128-0.059624i,0.086465-0.060841i,0.055597-0.050392i,0.023151-0.035034i,0.011771-0.024542i,0.0087587-0.017533i,0.005854-0.006918i,0.0049582+0.00095232i,0.0048784+0.0018755i,0.0033266-0.00151i,-0.00064007-0.0040039i,-0.003817-0.0024653i,-0.0031473-0.0011438i,-0.00037237-0.0012922i,0.00052467-0.0007325i,0.00083799-0.00076429i,0.0024636+0.00017577i,0.0039732+0.0011705i,0.0035322+0.0010244i,0.0026459+0.00022663i,0.002184+6.452e-05i
-0.015096+0.0094979i,-0.051139+0.018717i,-0.090547+0.018108i,-0.097032+0.011431i,-0.06553+0.010521i,-0.034347+0.0054865i,-0.021774-0.003966i,-0.015185-0.0059005i,-0.010137-0.0032026i,-0.0073178-0.00011603i,-0.0044888+0.0033967i,-0.00184+0.0063288i,0.0008692+0.0076873i,0.0028514+0.0066938i,0.0018648+0.0036108i,-0.0013945+0.00047243i,-0.0020426-0.001267i,-0.0010759-0.0029172i,-0.00038581-0.0041134i,-0.00057066-0.0045282i,-0.0019317-0.0042419i,-0.0020404-0.0031354i,-0.0011462-0.0023747i
0.018151-0.0046299i,0.051499-0.00011547i,0.087404+0.014357i,0.090404+0.018513i,0.060399+0.0035446i,0.036489-0.0043141i,0.029695+0.0012724i,0.020678+0.0023204i,0.0067455-0.0009299i,-0.0026813-0.0019637i,-0.0044406-0.0026864i,-0.0030686-0.004575i,-0.0025744-0.0079375i,-0.0032274-0.0078754i,-0.0030189-0.0035544i,-0.00064351-0.00015288i,0.0011377+0.0010627i,0.0011786+0.0016566i,-4.3118e-06+0.0029009i,-0.00080699+0.0043937i,-0.000261+0.0051747i,0.0007247+0.004876i,0.00072405+0.0036041i
-0.015676-0.00027372i,-0.042466-0.016006i,-0.068432-0.044146i,-0.070008-0.05449i,-0.04896-0.035229i,-0.031555-0.017916i,-0.022167-0.011962i,-0.011518-0.0076335i,-0.0025601-0.006893i,0.00057343-0.009988i,-0.00096566-0.0094848i,-0.0029043-0.0042175i,-0.0032243+0.0010895i,-0.0020829+0.0026511i,5.4995e-05+0.00066931i,0.0013789-0.0011236i,0.0024061-0.002396i,0.0029705-0.0027148i,0.002709-0.0019753i,0.0031431-0.0017455i,0.0035651-0.0016418i,0.0029859-0.0018471i,0.002505-0.0018718i
0.017441+0.0094252i,0.036338+0.030898i,0.051955+0.061829i,0.050342+0.068722i,0.034783+0.043746i,0.018286+0.021686i,0.0044485+0.013867i,-0.0032651+0.0071917i,-0.0015883+0.00040735i,0.0033464-0.00252i,0.0059991-0.0026175i,0.0065272-0.0034695i,0.0060794-0.0053855i,0.0043471-0.0049659i,0.0024467-0.0023392i,0.0016057+0.00074203i,0.00038902+0.0018535i,-0.0010381+0.0019583i,-0.002399+0.0017475i,-0.0033804+0.00050291i,-0.0045478+0.00016156i,-0.0047075+0.00060044i,-0.0041829+7.7938e-05i
-0.010084-0.0057576i,-0.016635-0.034406i,-0.01752-0.068121i,-0.016147-0.075998i,-0.015358-0.054689i,-0.012273-0.035082i,-0.0025716-0.024488i,0.0040975-0.016399i,0.0047242-0.0078396i,0.0065253-0.0010195i,0.00662+0.0013941i,0.0033365+0.0012877i,-0.0009169+0.0018087i,-0.0027281+0.0028003i,-0.00074761+0.0032414i,0.0013252+0.0018096i,0.0013218-0.00026237i,0.00095417-2.307e-05i,0.0010566+0.0011502i,0.0019913+0.0022019i,0.0028518+0.0033529i,0.0035589+0.0023825i,0.0032804+0.0010003i
0.0041821+0.034561i,0.010934+0.059423i,0.017236+0.088078i,0.015205+0.07951i,0.015454+0.045756i,0.0096028+0.015529i,-0.002393+0.0036003i,-0.004176+0.0025285i,-0.0022803+0.0029678i,-0.002343+0.0042555i,-0.0030326+0.0037362i,-0.0032085+0.0024564i,-0.0024295+0.00031541i,-0.0026582-0.0023957i,-0.0039424-0.0026792i,-0.0045848-0.00094302i,-0.0049923-0.00087528i,-0.0037951-0.0025364i,-0.0014047-0.0043515i,-0.00040359-0.0053296i,-0.00059119-0.0047651i,-6.7106e-05-0.0051849i,0.00015022-0.0045382i
0.0022113-0.017678i,0.010905-0.040116i,0.024593-0.064222i,0.027856-0.066395i,0.014599-0.051814i,0.0057584-0.030023i,0.0067537-0.0090082i,0.004086-0.00059342i,-0.00071181-0.0015869i,-0.0036874-0.0035476i,-0.0056592-0.0034546i,-0.0058364-0.0025278i,-0.0045027-0.0015059i,-0.0035374-0.00088256i,-0.0024091+0.00056337i,0.00026511+0.0014895i,0.0021535+0.00081455i,0.0018195+0.00031706i,8.5251e-05+0.001095i,-0.002086+0.0016628i,-0.0022567+0.0022328i,-0.001509+0.0035965i,-0.0017885+0.0033912i
-0.0032044+0.0089516i,-0.020703+0.025346i,-0.045966+0.037367i,-0.056163+0.034267i,-0.044203+0.025091i,-0.02923+0.012924i,-0.019144-1.7221e-05i,-0.0096163-0.0057706i,-0.0031429-0.0077547i,-0.0013366-0.0089401i,-0.0010886-0.0076581i,0.00037012-0.0038103i,0.0025185-0.00062772i,0.0037179-0.00073429i,0.0038625-0.0020152i,0.0029908-0.0038819i,0.0011796-0.0040621i,0.00032903-0.0026989i,0.00051388-0.0025927i,0.0010282-0.0021832i,0.0019433-0.001629i,0.0025992-0.0017383i,0.0025164-0.0014225i
0.0071573-0.0083171i,0.027067-0.017536i,0.052042-0.022012i,0.058182-0.019232i,0.041966-0.01886i,0.023022-0.012275i,0.009982-0.0033285i,0.0034148-0.0027985i,0.0027985-0.0049313i,0.0046058-0.0041424i,0.0054656-0.0019318i,0.0030817-0.0026236i,0.00029056-0.0045484i,-0.00070161-0.0036682i,-0.00035417-0.00079066i,0.00018002+0.0016087i,0.0012248+0.0026234i,0.0013528+0.0022378i,-0.00032674+0.0011479i,-0.0017523+0.00091877i,-0.0026529+0.00086395i,-0.0031152+0.00020961i,-0.0029525-0.00011386i
-0.0085796+0.0019389i,-0.030332+0.0047182i,-0.056964-0.0013705i,-0.065515-0.0094593i,-0.050024-0.008804i,-0.027351-0.0091927i,-0.0084122-0.011797i,0.00087141-0.0079425i,0.001919-0.0025517i,0.0022622+0.0005008i,0.0030941+0.0023787i,0.0035132+0.0031931i,0.0039577+0.0028396i,0.0043163+0.0026018i,0.0044292+0.0019546i,0.0047237-0.00029411i,0.0040898-0.0020537i,0.0027276-0.0017194i,0.0021125-0.0002288i,0.0022238+0.0014894i,0.0022448+0.0027047i,0.0019196+0.0027852i,0.0014008+0.0018968i
0.0090384-0.0036245i,0.026163+0.00012773i,0.044707+0.012979i,0.047329+0.020353i,0.03167+0.013299i,0.013865+0.0079491i,0.0026352+0.0046221i,-0.00099145-6.5904e-05i,-0.0015276-0.0021986i,-0.0028249+0.0011392i,-0.003576+0.0038271i,-0.0016816+0.002114i,0.00011988-0.0011824i,-0.00063307-0.0026516i,-0.0021297-0.002425i,-0.0028493-0.0022185i,-0.0029058-0.0010154i,-0.0028947-0.00037902i,-0.0025267-0.0012912i,-0.0023922-0.0012971i,-0.0020599-0.0012129i,-0.0011194-0.0018139i,-0.0010938-0.0013771i
-0.0080732-0.0026456i,-0.022028-0.013025i,-0.037143-0.035304i,-0.04097-0.048592i,-0.032401-0.041296i,-0.018792-0.02569i,-0.0069232-0.0089641i,-0.0034834-0.0012988i,-0.0044469-0.0030678i,-0.0045309-0.0044841i,-0.0032204-0.002426i,-0.0016551-1.4983e-06i,-0.00095162+0.0020377i,-1.7504e-05+0.0025544i,0.0017458+0.0018078i,0.0031491+0.00078451i,0.0028299-0.0006574i,0.00065978-0.0015714i,-0.0009107-0.00069814i,-0.0014685+0.00051183i,-0.0011662+0.00079817i,-0.0002924+0.0010592i,-0.00031998+0.0013381i
0.0058654+0.0039455i,0.015955+0.018276i,0.02046+0.039829i,0.014555+0.048901i,0.003007+0.037483i,-0.0046519+0.018467i,-0.0060387+0.0022938i,-0.0026945-0.005484i,1.0091e-05-0.0065451i,7.5128e-05-0.0050809i,0.00099119-0.0040883i,0.0020776-0.0035574i,0.0020572-0.0039274i,0.0013841-0.0045534i,0.00027831-0.0044108i,-0.00069635-0.0044916i,-0.0012951-0.0038956i,-0.00089837-0.0029692i,-0.00033125-0.0028726i,1.2858e-05-0.0019605i,0.00059193-0.00082423i,0.0009575+0.00010705i,0.00064518+0.00050445i
-0.0042341-0.0086586i,-0.0089883-0.023202i,-0.0073447-0.044932i,-0.0010206-0.05299i,0.0019882-0.041047i,0.0020881-0.022096i,0.0010519-0.0078347i,-0.00063115-0.0038409i,-0.000963-0.0044691i,0.00022029-0.0022747i,0.00084993+0.00010574i,0.00057343+0.0015512i,0.00016639+0.0026109i,-0.00014874+0.0025278i,-0.0012308+0.0032579i,-0.0013572+0.0038936i,-0.00030248+0.0024533i,-8.2849e-05+0.00076224i,-0.0011716+0.00044334i,-0.0015606+9.0491e-05i,-0.0018777-0.00017138i,-0.0016376+5.3089e-05i,-0.00079418+0.00067882i
0.00090662+0.0076415i,-0.001875+0.019789i,-0.012147+0.035053i,-0.023761+0.036064i,-0.02645+0.02326i,-0.018668+0.0079634i,-0.00652-0.00085014i,0.00021099-0.00080672i,0.00034627+0.00051687i,-0.00042411+0.00066872i,-0.0003109+0.0007619i,0.00062983-5.1412e-05i,0.0022417-0.0012369i,0.0030741-0.001394i,0.0032335-0.0016816i,0.0032963-0.0029381i,0.0027184-0.002854i,0.001371-0.0014137i,0.00061885+0.00038035i,0.00072379+0.0012379i,0.00062037+0.001375i,0.00058647+0.0017299i,0.00066901+0.00084481i
6.1549e-05-0.0078046i,0.0068056-0.019951i,0.021065-0.031804i,0.030517-0.031264i,0.025-0.020949i,0.01085-0.0093826i,0.00036017-0.0027964i,-0.0031115-0.0028002i,-0.0016488-0.0040606i,-0.0011437-0.0035594i,-0.0025158-0.0024166i,-0.0025965-0.0011564i,-0.002253-0.00044837i,-0.0022865-0.00035402i,-0.0023534-3.2015e-05i,-0.0021429+0.00027478i,-0.0010208+0.00053077i,-2.3754e-06+0.00077109i,-0.00031274-0.00015744i,-0.00099862-0.0012391i,-0.00060295-0.001174i,0.00070482-0.00067146i,0.00089114-0.000101i
-0.0016072+0.0021133i,-0.012692+0.011102i,-0.030866+0.01266i,-0.040117+0.0039541i,-0.033596-0.0047411i,-0.020155-0.0082616i,-0.0083598-0.0052629i,-0.0035233-0.0015073i,-0.0028458-0.0026501i,-0.0017612-0.003463i,0.0002218-0.0022689i,0.0023227-0.0020642i,0.0044049-0.0012448i,0.0053859-6.389e-06i,0.0043227+0.00071115i,0.0031816+5.5109e-05i,0.002246-0.0007803i,0.00014918-0.0006886i,-0.0012677-0.0004795i,-0.001718+0.00039951i,-0.0019612+0.00080376i,-0.0020001-4.4983e-05i,-0.0013683-0.00081884i
0.0064033-0.0053802i,0.017439-0.0089842i,0.032906-0.0082697i,0.037283-0.0005035i,0.023749+0.0035079i,0.0072821+0.0020253i,0.0002042-0.0033736i,0.00039902-0.0068749i,0.0013699-0.0047682i,0.00099196-0.0023629i,0.001213-0.0012425i,0.0005482-0.0012224i,-0.0010073-0.0028626i,-0.0013408-0.0029675i,-0.00074909-0.0023593i,-0.00095588-0.002273i,-0.0012778-0.001992i,-0.00045992-0.0011994i,0.00063502+0.00028158i,0.001021+0.00093472i,0.0009031+0.001244i,0.00043358+0.0017645i,8.8935e-05+0.00080808i
-0.0018947+0.0030847i,-0.01392+0.0013633i,-0.028844-0.0093683i,-0.032597-0.022699i,-0.021748-0.024449i,-0.0086938-0.015694i,-0.0028307-0.0047958i,-0.0010899-0.00057276i,0.00078886-0.001818i,0.0006213-0.0013978i,0.0002045+0.0011157i,0.00047048+0.0028528i,0.0007688+0.0035013i,0.00078199+0.0035182i,4.4735e-05+0.002403i,0.00039313+0.00096631i,0.00034229-0.00077896i,-0.00055996-0.0029129i,-0.0010314-0.0033981i,-0.0012345-0.0018118i,-0.00047912-0.0014458i,-0.00032741-0.002347i,-0.00018294-0.0018253i
0.0053678+0.00045741i,0.015312+0.0045496i,0.023912+0.015815i,0.021724+0.02334i,0.008017+0.016893i,-0.0024651+0.0049304i,-0.0026242-0.0016545i,0.00015255-0.0029896i,-3.6338e-06-0.0024399i,-0.0019731-0.0017655i,-0.0029451-0.0016422i,-0.0029545-0.0028353i,-0.0016769-0.0042279i,0.0001873-0.0039564i,0.0010293-0.0029949i,0.00091022-0.0019925i,0.00064239-0.00065577i,0.000626+0.00029997i,0.00019638+0.0010212i,-0.00059128+0.0012912i,-0.0012097+0.0016825i,-0.0013521+0.0016591i,-0.00098169+0.0010932i
-0.005418-0.0016351i,-0.011363-0.0097966i,-0.015926-0.025227i,-0.010264-0.03458i,-6.4796e-05-0.026954i,0.0015649-0.013123i,-0.0025068-0.005037i,-0.0045687-0.0037084i,-0.0031806-0.0037385i,-0.0022449-0.0033391i,-0.0012835-0.0023226i,-4.7248e-05-0.0011787i,-0.00038239+0.0003261i,-0.0012582+0.0013584i,-0.00075398+0.0018153i,0.00037392+0.0015836i,0.0014483+0.00042451i,0.0017255-0.0005604i,0.0013248-0.0010519i,0.00078382-0.001001i,0.0011041-0.00044414i,0.0019686-1.0674e-05i,0.00147+0.00019438i
0.0043758+0.0023531i,0.0074283+0.010629i,0.0053339+0.024253i,-0.0050455+0.028131i,-0.012391+0.015912i,-0.0085989+0.0021045i,-0.0017473-0.003002i,0.0014445-0.0026853i,0.0012737-0.0027518i,0.0012985-0.0041389i,0.0023433-0.0047736i,0.0025167-0.0035579i,0.0024125-0.0024785i,0.002323-0.0021667i,0.0022118-0.0013557i,0.0019243-0.00014815i,0.00035891+0.00026454i,-0.0018034-0.00046253i,-0.0028095-0.001283i,-0.0034486-0.0013373i,-0.0031728-0.00099479i,-0.0018294-0.0010317i,-0.00089548-0.0010688i
-0.0019106+0.0007262i,-0.00081681-0.0085242i,0.0074546-0.020645i,0.017354-0.02544i,0.016374-0.018175i,0.0052682-0.0089748i,-0.001568-0.0054567i,-0.0011588-0.0053726i,0.00080182-0.0037776i,0.0021037-0.00044323i,0.0022549+0.0012731i,0.0017412+0.0017088i,-8.1009e-05+0.0013163i,-0.0017945+0.00043934i,-0.0019752-0.00093278i,-0.0016876-0.0015607i,-0.00052153-0.00069647i,0.00018952+3.6299e-06i,-0.00038022+0.0012958i,-0.0002144+0.0023425i,0.00066651+0.0025085i,0.00096451+0.0028214i,0.00048999+0.0025288i
-0.0020578+0.0039659i,-0.0041768+0.010228i,-0.013123+0.015611i,-0.023348+0.011298i,-0.022051+0.00052152i,-0.011258-0.0039184i,-0.0046318-0.00088492i,-0.0030307+0.0013584i,-0.0017926+0.00099306i,-0.00070609+0.0012634i,-1.1307e-05+0.0016455i,0.00019522+0.00065718i,-8.6014e-05-0.00073989i,3.2601e-05-0.00059246i,0.00028052-0.00039044i,0.00066193-0.00099081i,0.00076847-0.0017809i,0.00088943-0.003036i,0.00075335-0.0035186i,0.00018919-0.0028549i,-0.00057431-0.0027936i,-0.00060249-0.0028176i,0.00019337-0.0018552i
0.00035661-0.0035724i,0.0054786-0.0088565i,0.014996-0.01271i,0.019579-0.0064351i,0.010958+0.00094038i,0.0014994+0.00087811i,-2.5219e-05-0.0015425i,-9.4446e-05-0.0024104i,-0.0014832-0.0024504i,-0.0027011-0.0020995i,-0.0027569-0.00082085i,-0.0017684-0.00011538i,-0.00099945+0.00045251i,0.00026644+0.00012489i,0.00087882-0.0016159i,0.00059716-0.0024381i,0.0004221-0.0017273i,-0.00028177-0.0006453i,-0.0014627-0.00042978i,-0.0013726+0.0001735i,-0.0009407+0.0015778i,-0.0014942+0.0025545i,-0.0015979+0.0018205i
-0.0024824+0.0043751i,-0.0081514+0.0061288i,-0.017281+0.0040174i,-0.019262-0.0053054i,-0.0097525-0.011882i,-0.0028048-0.010004i,-0.0012455-0.0067011i,-0.0012959-0.0062427i,-0.0013908-0.0064036i,-0.00059726-0.0053679i,0.00099057-0.0045312i,0.0017394-0.0041019i,0.0019871-0.0039923i,0.0014709-0.0027757i,0.00030865-0.00092235i,0.00062486-9.8203e-05i,0.0011759+0.00043446i,0.0012788+0.00093014i,0.0018961+0.0010059i,0.0031027+0.00019943i,0.0033948+6.8477e-05i,0.0024368+0.00091004i,0.0018068+0.00042549i
0.0013676-2.4373e-05i,0.0084423-0.00056278i,0.016404+0.0037105i,0.014888+0.0087513i,0.004104+0.0064142i,-0.0027537-0.00037496i,-0.0025771-0.0037885i,-0.00029961-0.0026558i,0.0012375-0.0019982i,0.0018255-0.003067i,0.001839-0.0016258i,0.00068378+0.00078082i,-0.00033505+0.0013488i,8.2777e-05+0.0010765i,0.00093963+0.00071341i,0.0009727+0.00088893i,0.000623+0.00051874i,0.00028907-0.00010582i,-0.00010291+6.2168e-05i,-0.0012897-0.00037583i,-0.0021094-0.00054466i,-0.0016131-0.0001515i,-0.00071009-0.00074675i
-0.005276-0.00038682i,-0.0096592-0.0022297i,-0.014192-0.008664i,-0.012522-0.016587i,-0.0059552-0.015297i,-0.0024536-0.0075523i,-0.0013295-0.0021758i,0.00051864-0.00032526i,0.0012701-0.00063365i,0.0015093+0.00061456i,0.0017571+0.0019692i,0.0026044+0.00079939i,0.0025771-0.00062749i,0.001061-0.0017888i,-0.00081251-0.0018975i,-0.0015594-0.0010257i,-0.0012992-0.00069697i,-0.0012059-0.000545i,-0.00067359+0.00021928i,3.4509e-05+0.0017215i,0.00090548+0.0028916i,0.001473+0.002393i,0.0011955+0.00075763i
0.0013539-0.002472i,0.0047815+0.0027652i,0.0050395+0.010967i,-0.00071684+0.014794i,-0.0070689+0.0080025i,-0.0059886+0.0006912i,-0.0029845-0.0014315i,-0.002859-0.0022071i,-0.0024352-0.0021279i,-0.0023308-0.00056328i,-0.0030373-5.1459e-05i,-0.0041121-0.0014859i,-0.0049319-0.0017424i,-0.0032701-0.00040896i,-0.0010116+0.00049352i,-0.00019117+0.00025315i,0.00016414-0.00042574i,0.00080141-0.00071497i,0.00055103-0.0017973i,-0.00066789-0.0034193i,-0.001115-0.0032437i,-0.0004283-0.0023107i,0.00010936-0.001541i
-0.0021897-0.001156i,-0.0048073-0.0044273i,-0.0036974-0.012202i,0.003251-0.01659i,0.0053167-0.011939i,-0.00043731-0.0069293i,-0.0037257-0.0055125i,-0.0027304-0.0050931i,-0.0027879-0.003808i,-0.0020624-0.0016419i,-7.6966e-06-0.0010773i,0.0017693-0.00016984i,0.0024589+0.00052409i,0.0027801-0.0013816i,0.0023459-0.0030962i,0.0018161-0.0029944i,0.0015003-0.0022859i,0.00069205-0.0016072i,-0.00028344-0.0011109i,-0.0015429-0.00051172i,-0.0016756+0.00059275i,-0.0014975+0.0012223i,-0.001688+0.00035865i
-0.00053695-0.0027546i,-0.0011787+0.0022824i,-0.005999+0.0080164i,-0.011257+0.0064792i,-0.011076-0.0011303i,-0.0060686-0.0045099i,-0.0020959-0.0026342i,0.00043035-0.0017305i,0.00063589-0.0024518i,-0.00052864-0.0025271i,0.00026882-0.0028524i,0.0012748-0.0037784i,0.00071783-0.0039634i,0.00049515-0.0029364i,0.00071076-0.0011459i,0.0011427+0.0004607i,0.0011973+0.00084071i,0.0012719+0.00090191i,0.0017625+0.0014802i,0.0015195+0.0016831i,0.00091806+0.00099341i,0.00069724+0.00071395i,0.0010852+0.0010533i
-0.0015621-0.0035945i,-0.0016462-0.0062721i,0.0021633-0.0095644i,0.0056004-0.0080616i,0.0028317-0.0038903i,-0.0011992-0.0033208i,-0.0001956-0.0032337i,0.0020233-0.0022923i,0.0018464-0.0017261i,0.00050705-0.00020174i,0.00056301+0.0015686i,0.0017584+0.0028031i,0.0029282+0.0036032i,0.0040077+0.0030099i,0.0034595+0.00089352i,0.0024491-0.00022821i,0.0015779-0.00088468i,0.00050499-0.001859i,-0.00071926-0.0022548i,-0.0011927-0.0011843i,-0.00054255+0.00060406i,1.5183e-05+0.001071i,0.00070471+0.00057453i
0.0012121-0.00082196i,-0.00177+0.0017468i,-0.0078024+0.0014444i,-0.01171-0.0034111i,-0.0085903-0.0061131i,-0.0044181-0.0031557i,-0.0032755-0.0011282i,-0.0024212-0.0013618i,-0.0012259-0.0016555i,-0.00054649-0.0016312i,-0.00020315-0.0012827i,-0.00091397-0.0013478i,-0.00079387-0.0018106i,-0.00072065-0.0018399i,-0.0014569-0.0012572i,-0.0015919-0.00036028i,-0.0013297+0.00041021i,-0.0010334+0.00088288i,-0.0012588+0.00063066i,-0.00086786+0.00010369i,-0.00048656+0.00015377i,-0.0006352+9.038e-05i,-0.00087312-0.0006375i
0.0012333-0.00062186i,0.0040854-0.0020104i,0.0078094-0.00066248i,0.0076597+0.0032812i,0.0020158+0.0016668i,-0.0015453-0.0029366i,-0.0012058-0.0039656i,-0.0013499-0.0027756i,-0.0015418-0.0020034i,-0.0014265-0.0013486i,-0.0011693+1.4031e-05i,-0.0017106+0.0013191i,-0.0025816+0.0027815i,-0.00092953+0.0029011i,0.00076309+0.0019988i,0.0014607+0.0007787i,0.0018836-0.00063274i,0.0017799-0.00080676i,0.0015412-0.0011371i,0.00052775-0.0016825i,1.8038e-05-0.00056593i,-6.9566e-05+0.00062637i,-7.1438e-05+0.00090753i
-0.0010739+0.0005581i,-0.0024771+0.0011084i,-0.0044282-0.0023678i,-0.0036554-0.0089642i,-0.00071273-0.01131i,0.0003191-0.0076878i,0.00059138-0.0042411i,0.0014266-0.0032686i,0.0013187-0.0025165i,0.00040549-0.0015957i,0.0005149-0.0017201i,0.0022922-0.0029947i,0.0032363-0.004123i,0.0020677-0.0043647i,-0.00024424-0.0033973i,-0.001306-0.0022054i,-0.0013858-0.0015985i,-0.0012301-0.0018275i,-0.00080842-0.0021324i,0.00037657-0.0022117i,0.0010324-0.002191i,0.00086885-0.0021036i,0.00091928-0.002048i
-4.7623e-05+0.00026589i,0.0033849+0.0023247i,0.0053626+0.0040687i,0.0013781+0.0043709i,-0.0035021-4.9906e-05i,-0.0025942-0.0035507i,-0.00028437-0.0019045i,-0.0001188-0.00056409i,0.00013016-0.0010827i,0.00074076-0.0012532i,0.00042828-0.00037999i,-0.00030221-3.0817e-06i,-0.001007-0.00092566i,-0.00090374-0.0007243i,0.00023683+0.0011986i,0.0013787+0.0017255i,0.0018567+0.00082018i,0.0011333+0.00027069i,0.00027306+0.0001441i,-0.00012789-0.00036937i,-0.00050185-0.00041276i,-0.001548+0.00049338i,-0.0019469+0.00096051i
