-0.00031885+0.00024551i,-0.00098549+0.00018973i,-0.0019145+0.00012259i,-0.0025199-0.00024432i,-0.0036203+0.00083838i,-0.0028658+0.0020663i,-0.0015476+0.0014248i,-0.00081171+0.00041818i,-0.00078295-0.00029075i,-0.00054526-0.00073803i,0.00028648-0.00023615i,0.00030867-0.00032373i,0.00036484-0.00071968i,0.00018454-0.00040782i,-0.00025705-0.00017852i,0.00011277-0.0005557i,-7.3468e-05-4.2698e-05i,-0.00014506+0.00056723i,0.00071615+0.00058731i,0.00085994-0.00011351i,0.00041536-0.00083727i,0.00020519-0.00078604i,0.00029196-0.00079604i
0.41013-0.1479i,0.46329-0.18241i,0.32838-0.19922i,0.13889-0.22093i,0.02777-0.21488i,-0.033334-0.14368i,-0.050695-0.045599i,-0.024936-0.0022121i,-0.0050648-0.0035659i,0.0090079-0.0026496i,0.0241-0.00072174i,0.025927+0.0013123i,0.019817+0.0075261i,0.0077523+0.011978i,-0.0031875+0.014618i,-0.0026547+0.010728i,-0.0014132+0.00022314i,-0.004615-0.0021449i,-0.0015068+0.0087085i,0.013277+0.015077i,0.028922+0.0053188i,0.032005-0.01041i,0.020366-0.016975i
-0.12803+0.15012i,-0.16114+0.22321i,-0.14593+0.20455i,-0.10857+0.19921i,-0.072235+0.19883i,-0.027977+0.12803i,0.0014682+0.037012i,0.0052405-7.5935e-05i,0.0010417-0.0055448i,-0.013037-0.0069296i,-0.029306-0.0021279i,-0.031328+0.0002732i,-0.023531-0.0099377i,-0.020699-0.028355i,-0.033557-0.035481i,-0.050162-0.014592i,-0.044636+0.018797i,-0.013468+0.03507i,0.01342+0.025923i,0.015853+0.011404i,0.0069329+0.011404i,-0.00055771+0.020952i,-0.0025381+0.02528i
-0.10727-0.42262i,-0.087022-0.4702i,-0.05151-0.30629i,-0.0028653-0.13531i,0.025754-0.059389i,0.031626-0.0093082i,0.034862+0.017839i,0.02264+0.0055868i,0.0034013-0.0045979i,0.0028307-0.0065914i,0.014106-0.012093i,0.018805-0.015468i,0.012203-0.0069228i,0.0083091+0.019481i,0.022794+0.043602i,0.046375+0.037726i,0.053527+0.0073345i,0.035521-0.023143i,0.01268-0.037306i,-0.00096596-0.038469i,-0.011994-0.038752i,-0.018347-0.035453i,-0.013296-0.026834i
-0.016255+0.6151i,0.056356+0.65551i,0.11261+0.42361i,0.1234+0.15063i,0.11019+0.016865i,0.064597-0.025559i,-0.00073254-0.031818i,-0.025942-0.011661i,-0.018224+0.003292i,-0.015764+0.016124i,-0.014832+0.029869i,-0.012646+0.031601i,-0.0099863+0.023204i,-0.0060317+0.0044914i,-0.0089732-0.013058i,-0.013814-0.012511i,-0.012716-0.0012021i,-0.010452+0.0074166i,-0.012361+0.013924i,-0.011474+0.024512i,0.0040967+0.03335i,0.022282+0.028758i,0.023611+0.016485i
0.11831-0.36089i,0.016067-0.47641i,-0.073733-0.36751i,-0.13056-0.18106i,-0.15311-0.077794i,-0.11091-0.038664i,-0.028172-0.015059i,0.018382-0.0085424i,0.023998-0.012954i,0.022315-0.02536i,0.014551-0.038497i,0.0068662-0.03917i,0.0081641-0.030763i,0.0153-0.021529i,0.020455-0.023327i,0.011823-0.036257i,-0.0076352-0.037422i,-0.019871-0.01718i,-0.013674+0.0017991i,-0.0011269+0.00020126i,-0.0038984-0.0079516i,-0.018136-0.0080784i,-0.023568-0.0048717i
0.19327+0.060384i,0.20702+0.16423i,0.14868+0.16152i,0.10374+0.10537i,0.10001+0.0749i,0.075053+0.064574i,0.029614+0.04364i,0.0066462+0.013902i,9.6958e-05-0.0024556i,-0.0014317+0.0062735i,0.0052302+0.023433i,0.01038+0.028683i,0.001522+0.02224i,-0.021226+0.01782i,-0.039679+0.027302i,-0.035487+0.046768i,-0.010761+0.055407i,0.019578+0.04127i,0.034466+0.017379i,0.030117+0.0010007i,0.025069-0.0090889i,0.023083-0.016406i,0.018345-0.01562i
-0.51987-0.17258i,-0.53171-0.10339i,-0.33151-0.024042i,-0.13306-0.010346i,-0.069333-0.015989i,-0.045586-0.018656i,-0.019848-0.032497i,-0.017324-0.035035i,-0.022285-0.025632i,-0.027894-0.023094i,-0.034814-0.025639i,-0.034856-0.024108i,-0.024398-0.01435i,-0.0024338-0.0039537i,0.018155-0.0057025i,0.023164-0.017431i,0.012343-0.028034i,-0.0061576-0.028938i,-0.021329-0.022216i,-0.026773-0.011227i,-0.02504+0.0067678i,-0.016644+0.022377i,-0.0057685+0.022929i
0.36911+0.30952i,0.53758+0.17575i,0.40513+0.0087036i,0.15764-0.044078i,0.051175-0.04636i,0.037289-0.043548i,0.025841-0.0085367i,0.021512+0.023385i,0.023287+0.031246i,0.028669+0.032929i,0.037145+0.029941i,0.040143+0.023748i,0.036345+0.017957i,0.028785+0.013896i,0.024143+0.013377i,0.02614+0.01083i,0.025843+0.0046344i,0.018059-0.0005639i,0.012282+0.00068138i,0.015199+0.0026541i,0.016199-0.0050366i,0.0065585-0.015841i,-0.0031946-0.017672i
-0.12778-0.029271i,-0.31729-0.028058i,-0.30745+0.037543i,-0.14278+0.096751i,-0.036323+0.12133i,-0.017657+0.1032i,-0.01549+0.048833i,-0.0065717+0.0065855i,-0.0010124-0.010763i,-0.0084648-0.016339i,-0.022192-0.015893i,-0.030602-0.017095i,-0.031522-0.02423i,-0.031441-0.036285i,-0.039123-0.043832i,-0.052125-0.036979i,-0.056341-0.017156i,-0.042881+0.0065017i,-0.023062+0.017586i,-0.010806+0.013599i,0.00034491+0.0095934i,0.01354+0.0077474i,0.016697+0.0041261i
0.23576-0.27323i,0.22729-0.25078i,0.16634-0.17392i,0.11394-0.13898i,0.077561-0.153i,0.035958-0.13163i,0.015557-0.072857i,0.013307-0.039717i,0.0078123-0.031006i,0.011654-0.022228i,0.027068-0.01648i,0.034267-0.013622i,0.024637-0.0037763i,0.013447+0.015767i,0.014903+0.033983i,0.027067+0.039781i,0.041522+0.02951i,0.044821+0.0042954i,0.032803-0.017391i,0.01379-0.022612i,-0.0071668-0.017806i,-0.023425-0.0071342i,-0.02347+0.0022376i
-0.35159+0.16866i,-0.23198+0.3253i,-0.065609+0.27874i,-0.035538+0.12735i,-0.060785+0.07288i,-0.01834+0.07203i,0.01261+0.047989i,-0.0053687+0.030523i,-0.023222+0.028952i,-0.034892+0.029991i,-0.044856+0.032735i,-0.047562+0.036684i,-0.038988+0.038325i,-0.026065+0.0346i,-0.016594+0.028208i,-0.0099383+0.019737i,-0.011224+0.012699i,-0.016535+0.012736i,-0.015324+0.017916i,-0.0067145+0.023116i,0.0074622+0.019936i,0.017951+0.0072605i,0.015934-0.0035478i
0.073664-0.016904i,0.065047-0.2298i,-0.042453-0.27195i,-0.099005-0.10663i,-0.073591+0.019081i,-0.061984+0.028852i,-0.043763+0.0067867i,-0.0062217-0.0091194i,0.014197-0.013968i,0.025456-0.014413i,0.036661-0.021767i,0.045648-0.033236i,0.051617-0.041586i,0.054337-0.045281i,0.052585-0.051617i,0.040656-0.060029i,0.022579-0.059589i,0.0057974-0.045721i,-0.0013567-0.026947i,0.0010213-0.015548i,0.00052597-0.0073053i,-0.0014018+0.0046938i,0.00098212+0.011187i
0.15166+0.1952i,0.13977+0.23228i,0.15057+0.21036i,0.18248+0.12139i,0.18749+0.026364i,0.14779-0.029123i,0.08003-0.034729i,0.033993-0.018843i,0.019238-0.012125i,0.0035473-0.0030576i,-0.010393+0.017022i,-0.01587+0.029658i,-0.023815+0.026767i,-0.036615+0.019078i,-0.050094+0.022959i,-0.05459+0.038755i,-0.039563+0.055041i,-0.0068119+0.057086i,0.018169+0.037413i,0.019307+0.010535i,0.011739-0.011156i,0.0065893-0.024392i,0.0025807-0.023571i
0.018976-0.26318i,-0.1088-0.1932i,-0.16297-0.09703i,-0.14072-0.077319i,-0.12114-0.067211i,-0.098123-0.00020649i,-0.05545+0.043764i,-0.03254+0.02884i,-0.029359+0.0047843i,-0.019282-0.017963i,-0.013126-0.045725i,-0.020779-0.057446i,-0.026585-0.047024i,-0.022901-0.032193i,-0.015301-0.021656i,-0.0059699-0.014771i,-0.00079867-0.017768i,-0.0102-0.026791i,-0.024291-0.02504i,-0.027669-0.007389i,-0.020761+0.013463i,-0.011251+0.023158i,-0.0059486+0.020155i
-0.15614-0.051008i,0.0077483-0.063627i,0.11952-0.097343i,0.071052-0.07353i,-0.0090138-0.018021i,-0.02333-0.022913i,-0.005731-0.043722i,0.012944-0.029616i,0.016566-0.0067995i,0.0094194+0.020323i,0.013376+0.048833i,0.02842+0.061621i,0.038099+0.061276i,0.041024+0.063242i,0.047615+0.062422i,0.058538+0.045896i,0.060867+0.024777i,0.050954+0.01159i,0.035891+0.0057563i,0.023786+0.0027873i,0.014023-0.0041758i,0.0015354-0.0099453i,-0.0039194-0.0087957i
-0.076756+0.25349i,-0.097105+0.29375i,-0.10562+0.26915i,-0.037969+0.204i,0.058184+0.13174i,0.1001+0.080096i,0.079519+0.040484i,0.037474+0.013i,0.015253+0.0039819i,0.004801-0.0080434i,-0.012674-0.021597i,-0.02701-0.02521i,-0.02582-0.0277i,-0.018232-0.041034i,-0.02267-0.057704i,-0.043027-0.061578i,-0.063278-0.043738i,-0.063936-0.0096303i,-0.04021+0.013977i,-0.011164+0.01427i,0.0096357+0.008557i,0.022084+0.0088309i,0.023715+0.0089914i
0.15178-0.021301i,0.12497-0.19192i,0.071749-0.25977i,0.021039-0.21207i,-0.027457-0.14484i,-0.076157-0.075914i,-0.085881-0.016297i,-0.051956-0.0014214i,-0.025526-0.0062656i,-0.0034034+0.0021028i,0.027561+0.0045063i,0.041473-0.0075532i,0.032175-0.013469i,0.021396-0.0057604i,0.019209+0.0052181i,0.021175+0.013563i,0.028666+0.012691i,0.036229-0.0028063i,0.027751-0.017295i,0.006466-0.017625i,-0.012012-0.01305i,-0.021368-0.012555i,-0.020698-0.012992i
0.19739-0.14581i,0.18836-0.013927i,0.13822+0.082776i,0.066239+0.068992i,0.019091+0.025485i,0.028527-0.011806i,0.051724-0.029698i,0.046516-0.016084i,0.025995-0.0070478i,-0.0077907-0.012256i,-0.042483-0.0068351i,-0.051514+0.0097279i,-0.043001+0.018504i,-0.045266+0.01655i,-0.05151+0.022569i,-0.04218+0.039345i,-0.026005+0.04889i,-0.012819+0.044033i,-0.001108+0.030388i,0.0081213+0.017966i,0.013742+0.0095426i,0.015205+0.0027361i,0.012328-0.00026484i
-0.44162-0.029593i,-0.51286-0.0017304i,-0.38931+0.02768i,-0.18115+0.074923i,-0.039691+0.10949i,0.0092769+0.1135i,0.0062576+0.081735i,-0.0080381+0.034917i,-0.010361+0.012773i,0.0066497+0.0083194i,0.025195-0.0016947i,0.025256-0.013126i,0.018118-0.010764i,0.029502+0.0010665i,0.050924-0.0054681i,0.059246-0.035563i,0.046936-0.062082i,0.017896-0.061406i,-0.0058631-0.037384i,-0.0082625-0.015729i,-0.0015807-0.004556i,-0.0010137+0.0056893i,-0.0027108+0.012969i
0.27293+0.094739i,0.49206+0.05943i,0.46097-0.033997i,0.24405-0.11322i,0.066857-0.12594i,-0.025714-0.1069i,-0.058407-0.07048i,-0.045454-0.031187i,-0.03075-0.013758i,-0.026017-0.00031339i,-0.013707+0.01305i,-0.0003475+0.01312i,0.0032561+0.0051792i,-0.0051776+0.00060249i,-0.01965+0.0095698i,-0.030407+0.026555i,-0.030527+0.039925i,-0.015075+0.0411i,0.001126+0.02378i,0.0023346+0.0039987i,-0.0030856-0.004536i,-0.0022873-0.0072269i,0.0024944-0.010176i
-0.10738+0.21948i,-0.24591+0.17332i,-0.23973+0.12984i,-0.10199+0.10148i,0.011922+0.055548i,0.06977+0.027579i,0.088364+0.023614i,0.067254+0.019737i,0.044874+0.015578i,0.034673-0.0033715i,0.016154-0.023686i,-0.001676-0.021308i,-0.0046246-0.01016i,-0.00014921-0.012286i,-0.0019941-0.025875i,-0.011869-0.032032i,-0.018528-0.025128i,-0.017376-0.01046i,-0.010985+0.0069481i,-0.0041438+0.015058i,0.00085822+0.011846i,0.0039613+0.0032133i,0.0021977-0.0045704i
0.18599-0.45673i,0.1304-0.49314i,0.0050141-0.3477i,-0.094527-0.14184i,-0.10293+0.010918i,-0.076583+0.062369i,-0.052301+0.040127i,-0.026699+0.0050167i,-0.016596-0.007447i,-0.019207+0.0093064i,-0.016016+0.02837i,-0.010025+0.027086i,-0.011537+0.016076i,-0.017527+0.017104i,-0.0076607+0.033246i,0.02159+0.046789i,0.047019+0.042956i,0.048088+0.020543i,0.03166-0.0016403i,0.022121-0.0043906i,0.019864+0.0025093i,0.011938+0.0095652i,0.005149+0.015268i
-0.1847+0.43331i,-0.098606+0.62191i,0.088224+0.49354i,0.17539+0.17119i,0.10723-0.064715i,0.022607-0.1365i,-0.016203-0.1185i,-0.023238-0.079426i,-0.020652-0.058441i,-0.020031-0.042019i,-0.0067069-0.022129i,0.010988-0.014907i,0.01669-0.013072i,0.014083-0.013371i,0.001598-0.022637i,-0.019597-0.036383i,-0.037294-0.043112i,-0.035614-0.032405i,-0.017162-0.018562i,-0.0078203-0.020138i,-0.013563-0.026i,-0.015917-0.021939i,-0.0086896-0.012339i
-0.047296-0.39502i,-0.046096-0.53435i,-0.12027-0.41026i,-0.15017-0.11462i,-0.073307+0.091646i,0.012396+0.14004i,0.047828+0.11972i,0.03314+0.081647i,0.0092274+0.053946i,0.010976+0.02887i,0.0091051-0.00091877i,-0.0081548-0.0091924i,-0.013428-0.00084906i,-0.0031181+0.0046552i,0.0098711+0.0045047i,0.019778+0.0049993i,0.024359+0.007845i,0.01292+0.0073291i,-0.0076219+0.0069533i,-0.012776+0.011801i,0.0016577+0.0151i,0.020346+0.0097862i,0.025823-0.0016867i
0.21232+0.45451i,0.24774+0.40788i,0.20349+0.18181i,0.10287-0.020679i,-0.0022895-0.067833i,-0.06185-0.025673i,-0.073211-0.0037864i,-0.050083-0.0072428i,-0.027851-0.010309i,-0.02719-0.010714i,-0.033784-0.0090158i,-0.031493-0.0079061i,-0.023154-0.0086956i,-0.018801-0.0089165i,-0.022104-0.001587i,-0.028646+0.014238i,-0.029945+0.029469i,-0.015044+0.034984i,0.0050925+0.030624i,0.0087856+0.0248i,-0.0010166+0.021748i,-0.015091+0.015599i,-0.026214+0.010474i
-0.23745-0.39428i,-0.37162-0.28008i,-0.29431-0.012709i,-0.067491+0.093192i,0.099207+0.0011014i,0.12828-0.10003i,0.09337-0.10848i,0.058445-0.06682i,0.044316-0.038024i,0.032391-0.022619i,0.021973+0.0053054i,0.025745+0.028303i,0.028052+0.028173i,0.023366+0.021601i,0.025745+0.010177i,0.034507-0.010761i,0.039453-0.02792i,0.030523-0.029881i,0.019074-0.020007i,0.022667-0.019431i,0.027054-0.030748i,0.019329-0.030665i,0.010309-0.016398i
0.32795+0.22633i,0.44936+0.13641i,0.33154-0.062411i,0.057545-0.10288i,-0.10951+0.015261i,-0.098746+0.10809i,-0.042274+0.1144i,-0.0095323+0.071803i,-0.0047471+0.036136i,0.0049959+0.027962i,0.022529+0.0072712i,0.014355-0.018851i,-0.0035815-0.017462i,-0.0096231-0.005937i,-0.011993+0.0028938i,-0.015731+0.0094688i,-0.017461+0.011993i,-0.011529+0.0049023i,-0.0063737-0.0092286i,-0.013367-0.0093161i,-0.019546+0.0093587i,-0.010869+0.025442i,0.0033517+0.023882i
-0.48315-0.15498i,-0.48924-0.045734i,-0.2608+0.084033i,-0.0097281+0.073568i,0.052675-0.012228i,-0.015167-0.06069i,-0.04401-0.080116i,-0.032344-0.084354i,-0.030291-0.070133i,-0.03421-0.047857i,-0.029083-0.029873i,-0.017113-0.025489i,-0.010316-0.029066i,-0.0074606-0.028558i,-0.0087822-0.023355i,-0.014817-0.018978i,-0.022223-0.016787i,-0.029043-0.0069724i,-0.027215+0.0087257i,-0.018702+0.011377i,-0.01236+0.00093522i,-0.0056429-0.012074i,-0.001999-0.021923i
0.46758+0.20433i,0.44115+0.063271i,0.18654-0.073849i,0.017383-0.065158i,0.059967-0.01674i,0.13677-0.011896i,0.11363-0.010871i,0.047801+0.0017235i,0.015574+0.0080568i,0.0076162-0.00044676i,-0.0097088-0.0054124i,-0.026481+0.0055111i,-0.027242+0.020234i,-0.019517+0.028995i,-0.0071217+0.034397i,0.010616+0.038354i,0.029254+0.04001i,0.038194+0.031078i,0.032615+0.016809i,0.031458+0.012572i,0.038522+0.0095406i,0.029864+0.0017805i,0.0084621+0.0025219i
-0.33779-0.11875i,-0.29535-0.027632i,-0.10385+0.032258i,-0.057335-0.0089661i,-0.15703-0.0098858i,-0.18885+0.057069i,-0.13053+0.092324i,-0.07033+0.080212i,-0.03618+0.057808i,-0.016476+0.047484i,0.0072695+0.040696i,0.023725+0.024137i,0.020876+0.0061125i,0.011947-0.0080175i,0.0050498-0.017088i,0.0010786-0.020745i,-0.0044697-0.018574i,-0.0050177-0.010329i,0.0060648-0.0046284i,0.0060152-0.0090848i,-0.010653-0.0089544i,-0.015635+0.0018934i,-0.0028998+0.0050789i
0.33256-0.07387i,0.22601-0.10064i,0.02098-0.029963i,-0.013696+0.087015i,0.065658+0.07548i,0.076884-0.033846i,0.049765-0.083588i,0.051237-0.071264i,0.049944-0.061875i,0.026818-0.057747i,0.0045686-0.042823i,0.0029525-0.022873i,0.016603-0.0072661i,0.028731+0.0021413i,0.029197+0.0015234i,0.019778-0.0099759i,0.012525-0.028443i,0.0031262-0.041564i,-0.013444-0.035375i,-0.016274-0.019633i,-0.0058972-0.011838i,-0.0012097-0.0069075i,2.6115e-06+0.0027147i
-0.46163+0.13522i,-0.34436+0.20872i,-0.057542+0.14368i,0.11379+0.036083i,0.14819+0.025758i,0.15494+0.058874i,0.12643+0.043987i,0.069439+0.0082203i,0.028044-0.002289i,0.01534+0.0048832i,0.018276+0.0045402i,0.011562-0.006911i,-0.009078-0.017334i,-0.032023-0.018593i,-0.04525-0.0068886i,-0.047184+0.012433i,-0.04595+0.03629i,-0.03204+0.053911i,-0.0099711+0.047572i,9.2765e-05+0.032411i,0.0044409+0.026545i,0.0069968+0.015003i,-0.0024658-0.0033371i
0.49844-0.11917i,0.4825-0.22319i,0.25048-0.23619i,0.03073-0.2179i,-0.10526-0.2115i,-0.18777-0.14625i,-0.17614-0.058837i,-0.11679-0.02673i,-0.084764-0.016266i,-0.065101+0.0050934i,-0.046341+0.013532i,-0.036005+0.0095017i,-0.025668+0.010111i,-0.0091806+0.0089254i,0.0063217+0.0027651i,0.017513+0.00070508i,0.028393-0.0034994i,0.027622-0.010425i,0.018067-0.008299i,0.014435-0.0093097i,0.0050732-0.019315i,-0.0054176-0.014846i,0.0018674+0.0015685i
-0.41573+0.17501i,-0.458+0.18148i,-0.33565+0.10242i,-0.19232+0.052454i,-0.06289+0.060613i,0.060123+0.025198i,0.1055-0.042402i,0.0822-0.056904i,0.059736-0.038413i,0.046356-0.033773i,0.029396-0.030845i,0.014998-0.017605i,0.0028754+0.00090912i,-0.00419+0.021652i,0.0035619+0.032011i,0.019136+0.023073i,0.029982+0.010109i,0.034056-0.0017652i,0.025287-0.015566i,0.010802-0.016485i,0.012443-0.0056793i,0.021341-0.002151i,0.016949-0.0051225i
0.34573-0.29662i,0.28843-0.25087i,0.10291-0.069433i,-0.033487+0.090634i,-0.061885+0.15345i,-0.033479+0.163i,-0.014905+0.14415i,-0.018887+0.10193i,-0.016234+0.057039i,-0.010072+0.025328i,-0.0080123+0.013687i,-0.0011354+0.010693i,0.012283-0.0012194i,0.017457-0.023619i,0.0058311-0.040163i,-0.016858-0.043834i,-0.044368-0.040686i,-0.063336-0.025237i,-0.05458-0.00036475i,-0.030626+0.013086i,-0.019384+0.01403i,-0.018072+0.0083602i,-0.016294-0.0036565i
-0.28864+0.37022i,-0.14105+0.40584i,0.08238+0.26153i,0.17799+0.090563i,0.12265-0.022756i,0.0019481-0.07793i,-0.068331-0.060364i,-0.044218-0.027326i,-0.022039-0.032003i,-0.034495-0.029442i,-0.025405-0.018906i,-0.0028054-0.021612i,0.005452-0.020076i,0.0059354-0.012904i,0.0032857-0.003855i,0.0013932+0.014724i,0.010859+0.035947i,0.02746+0.040233i,0.033684+0.02777i,0.031411+0.013219i,0.028932-0.0022907i,0.019808-0.010034i,0.010133-0.0012627i
0.19304-0.42231i,0.087603-0.48823i,-0.023887-0.33228i,0.022781-0.12333i,0.12504-0.0055277i,0.17198+0.024113i,0.18782+0.0016385i,0.15986-0.025964i,0.10727-0.014703i,0.071848+0.002516i,0.037848+0.0070921i,0.0041979+0.014583i,-0.016163+0.02079i,-0.030365+0.027132i,-0.034191+0.032275i,-0.021564+0.026601i,-0.0016504+0.013996i,0.011737+0.0014804i,0.011258-0.0097426i,0.00039473-0.013271i,-0.0076675-0.0011843i,-0.0028634+0.015911i,0.0077649+0.019284i
-0.11424+0.50266i,-0.0046255+0.47845i,0.089232+0.17969i,0.026435-0.12421i,-0.071452-0.19487i,-0.083692-0.097247i,-0.07678-0.023947i,-0.077509-0.010232i,-0.055974-0.0026418i,-0.018225+0.0073737i,0.011277+0.0055038i,0.018667-0.0085782i,0.012075-0.0188i,0.014924-0.016726i,0.028344-0.014127i,0.036592-0.022551i,0.028194-0.038024i,0.0062451-0.043684i,-0.010291-0.03095i,-0.012145-0.014421i,-0.010712-0.010332i,-0.011429-0.018163i,-0.011102-0.027049i
0.088287-0.49546i,-0.031884-0.43599i,-0.15708-0.18436i,-0.19695-0.011164i,-0.18155-0.010275i,-0.15177-0.060564i,-0.1096-0.059413i,-0.064282-0.029678i,-0.036187-0.023543i,-0.033011-0.025943i,-0.024541-0.0097848i,-0.0052112+0.006287i,0.0075899+0.015123i,0.014686+0.019324i,0.01208+0.011853i,-0.0086398+0.0083879i,-0.032281+0.022537i,-0.035962+0.039839i,-0.022686+0.045215i,-0.0064584+0.038944i,0.0091886+0.028746i,0.016304+0.02156i,0.0092526+0.021175i
-0.069671+0.41062i,-0.012862+0.34428i,-0.013659+0.17728i,-0.045657+0.19662i,-0.0071704+0.29315i,0.073064+0.25668i,0.11396+0.14557i,0.10435+0.065837i,0.068626+0.03099i,0.037033+0.016534i,0.010968-0.0048622i,-0.016496-0.020882i,-0.032388-0.024916i,-0.042544-0.03151i,-0.050761-0.030222i,-0.038522-0.012774i,-0.0064375+0.0057359i,0.025654+0.010595i,0.042907-0.0053839i,0.040246-0.026974i,0.022731-0.031697i,0.0046965-0.018972i,-7.9569e-05-0.0041891i
-0.061199-0.38i,-0.067449-0.22961i,0.041327+0.0222i,0.17963+0.071794i,0.18782-0.0048699i,0.084276-0.0066464i,-0.0038858+0.018163i,-0.04475+0.0020109i,-0.057815-0.0066887i,-0.047519+0.0079569i,-0.027092+0.025627i,-0.0011991+0.033291i,0.02508+0.024712i,0.033922+0.016357i,0.032932+0.022621i,0.039526+0.0249i,0.045415+0.004105i,0.031251-0.020406i,0.0042761-0.021024i,-0.011459-0.002789i,-0.0099044+0.0059898i,0.00026144-0.00314i,0.0091877-0.015124i
0.1792+0.42575i,0.25779+0.28073i,0.22153-0.020892i,0.13905-0.21026i,0.093778-0.25791i,0.034033-0.24959i,-0.035658-0.1685i,-0.036712-0.063734i,-0.0046952-0.022214i,0.0035358-0.020546i,0.002104-0.0151i,-0.0026453-0.0074555i,-0.016255+0.0047979i,-0.019743+0.02131i,-0.010928+0.021217i,-0.015531+0.0036794i,-0.034233-0.0049349i,-0.04381-0.00068963i,-0.036079+0.0039032i,-0.023196+0.0049912i,-0.015927+0.0058887i,-0.013858+0.0088265i,-0.014627+0.01015i
-0.20951-0.49644i,-0.29404-0.45751i,-0.25575-0.2576i,-0.20509-0.075631i,-0.18693+0.06583i,-0.098463+0.15849i,0.040125+0.15433i,0.1116+0.10219i,0.10497+0.055909i,0.069208+0.020989i,0.0378+9.4854e-05i,0.021281-0.013503i,0.012744-0.023266i,0.0096652-0.031801i,0.0095055-0.043231i,0.0036621-0.043517i,-0.0003412-0.020304i,0.010391+0.015233i,0.033064+0.034508i,0.050722+0.027228i,0.048224+0.012424i,0.031995+0.0066971i,0.01955+0.0098586i
0.21751+0.46654i,0.24021+0.45937i,0.11352+0.27636i,-0.021797+0.10645i,-0.049585+0.020601i,-0.023011-0.029358i,-0.025019-0.075381i,-0.053539-0.10413i,-0.070375-0.085978i,-0.051196-0.035459i,-0.015432-0.0077833i,0.0018621-0.0088042i,0.00091348-0.0087473i,-0.0052792+0.0014406i,-0.011201+0.02559i,-0.0028414+0.049847i,0.014591+0.047196i,0.017345+0.015998i,-0.002116-0.013958i,-0.024725-0.020869i,-0.025905-0.015798i,-0.010824-0.013164i,-0.00015528-0.011635i
-0.26751-0.38138i,-0.25595-0.31285i,-0.11417-0.12442i,0.023561+0.019116i,0.077751+0.066144i,0.055726+0.023905i,-0.0015382-0.031697i,-0.041851-0.039379i,-0.045377-0.026997i,-0.033124-0.018243i,-0.021661-0.0091097i,-0.018314+0.0040743i,-0.018274+0.014683i,-0.016024+0.015726i,-0.011701+0.0082002i,-0.0062698-0.0049873i,-0.002043-0.019879i,0.0012189-0.024287i,0.0097873-0.014769i,0.019285-0.0070652i,0.015153-0.0056283i,0.0015562-0.0033438i,-0.0091073-0.0028323i
0.33511+0.29256i,0.34202+0.16845i,0.21576+0.021116i,0.11742-0.0018071i,0.083311+0.033326i,0.079542+0.075018i,0.080172+0.1057i,0.061354+0.10283i,0.037546+0.083111i,0.026307+0.049912i,0.0065339+0.013614i,-0.014022+0.0012839i,-0.012873+0.0024261i,0.0020829+0.0017781i,0.018239-0.0022417i,0.022753-0.0094004i,0.0081542-0.0066734i,-0.010164+0.0077171i,-0.016119+0.021952i,-0.010314+0.030885i,-0.0017699+0.030699i,0.0013343+0.024783i,0.0047685+0.020993i
-0.39985-0.20437i,-0.39565-0.027361i,-0.19117+0.098424i,-0.028366-0.019484i,-0.032008-0.18155i,-0.080976-0.18336i,-0.075743-0.10654i,-0.034582-0.065723i,-0.0082421-0.056814i,-0.01529-0.039229i,-0.017157-0.0059899i,0.0033742+0.01079i,0.022733+0.0016971i,0.022795-0.013184i,0.00033126-0.01715i,-0.022658-0.0017575i,-0.019032+0.017441i,0.0014614+0.018932i,0.013376+0.0027876i,0.011119-0.012584i,0.011937-0.017236i,0.018376-0.018884i,0.014778-0.020133i
0.45153+0.15229i,0.46638-0.030197i,0.22044-0.18055i,-0.033737-0.10041i,-0.11344+0.044067i,-0.091034+0.073811i,-0.050611+0.038162i,-0.01132-0.0041689i,-0.0046762-0.031593i,-0.010439-0.021783i,0.0052746-0.0049666i,0.016189-0.0085191i,-0.0058241-0.012176i,-0.035734-0.00088948i,-0.037661+0.012877i,-0.017028+0.0095969i,-0.0018836-0.0038036i,0.00058244-0.006765i,0.0013961-0.0014671i,0.0042246-0.0019789i,-0.0016745-0.0049458i,-0.013114-0.0013491i,-0.015218+0.00011178i
-0.46501-0.14265i,-0.44825-0.025089i,-0.23072+0.12258i,-0.036385+0.21217i,0.052379+0.25219i,0.095147+0.21303i,0.099794+0.11097i,0.069382+0.047858i,0.042884+0.045234i,0.03805+0.044988i,0.032823+0.017533i,0.015172-0.0084121i,0.0035656-0.0060674i,0.0092046+0.0088942i,0.020379+0.015327i,0.022238+0.01306i,0.014051+0.0087054i,0.0053273+0.01006i,0.0030247+0.019886i,0.0064037+0.026326i,0.010055+0.020012i,0.0085265+0.0079653i,0.0044385+0.0046072i
