-0.00031885+0.00024551i,-0.00098549+0.00018973i,-0.0019145+0.00012259i,-0.0025199-0.00024432i,-0.0036203+0.00083838i,-0.0028658+0.0020663i,-0.0015476+0.0014248i,-0.00081171+0.00041818i,-0.00078295-0.00029075i,-0.00054526-0.00073803i,0.00028648-0.00023615i,0.00030867-0.00032373i,0.00036484-0.00071968i,0.00018454-0.00040782i,-0.00025705-0.00017852i,0.00011277-0.0005557i,-7.3468e-05-4.2698e-05i,-0.00014506+0.00056723i,0.00071615+0.00058731i,0.00085994-0.00011351i,0.00041536-0.00083727i,0.00020519-0.00078604i,0.00029196-0.00079604i
0.43375+0.19806i,0.37702+0.15982i,0.18978+0.079245i,0.13189-0.043759i,0.16522-0.17671i,0.10941-0.20283i,0.014483-0.12422i,-0.019602-0.065787i,-0.022525-0.067318i,-0.029295-0.075786i,-0.037626-0.061893i,-0.042788-0.034493i,-0.035009-0.010118i,-0.015308-0.0015371i,-0.0024259-0.0030989i,0.00050483+0.0018047i,0.0061162+0.01185i,0.013785+0.0072828i,0.015752-0.011664i,0.010965-0.022325i,0.0081796-0.014504i,0.014484+6.5453e-05i,0.02013+0.0043929i
-0.4125-0.17378i,-0.31278-0.16518i,-0.097916-0.18392i,-0.02214-0.17671i,-0.052462-0.10834i,-0.04303-0.036563i,-0.0027386+0.0045453i,0.013499+0.016149i,0.00089057+0.0091675i,-0.01731+0.016862i,-0.011737+0.034371i,0.0034628+0.035286i,0.0089024+0.021767i,0.009999+0.0057028i,0.011757-0.0079329i,0.012328-0.020474i,0.0055356-0.027822i,-0.0062877-0.016795i,-0.0083982+0.0086848i,0.0060367+0.023489i,0.016344+0.0086293i,0.0035454-0.016731i,-0.014637-0.023402i
0.34131+0.022685i,0.22745+0.010191i,-0.028802+0.039337i,-0.19144+0.086889i,-0.21958+0.11107i,-0.14404+0.11005i,-0.01704+0.048121i,0.042221-0.033605i,0.022461-0.038213i,0.011235-0.00014619i,0.018417+0.011415i,0.019787+0.0051397i,0.017405-0.0017116i,0.0050651-0.010778i,-0.016724-0.012754i,-0.026032-0.00060902i,-0.01607+0.010947i,-0.0039405+0.010927i,-0.005132-0.00084519i,-0.018733-0.010639i,-0.023432-0.00072953i,-0.0054188+0.016195i,0.012759+0.018953i
-0.46935+0.12756i,-0.36318+0.26789i,-0.096324+0.26692i,0.088402+0.1342i,0.15204+0.028735i,0.12529-0.033056i,0.022077-0.077682i,-0.051577-0.072919i,-0.043691-0.047628i,-0.015567-0.038609i,-0.0028052-0.035646i,-0.0031905-0.03904i,-0.021065-0.039942i,-0.040347-0.020112i,-0.042627+0.0059682i,-0.040069+0.015219i,-0.038497+0.011042i,-0.029177+0.0072051i,-0.01202+0.005334i,0.0045547+0.0019916i,0.008391+0.0024525i,0.0023849+0.0059856i,-0.00040215+0.0059644i
0.5017-0.15023i,0.45655-0.33212i,0.22608-0.3546i,0.053104-0.21236i,-0.007514-0.11498i,-0.051044-0.11651i,-0.10105-0.075712i,-0.086195+0.0079906i,-0.016686+0.010912i,0.0063009-0.035124i,-0.014409-0.036778i,-0.021118-0.014284i,-0.019515-0.00037207i,-0.011824+0.017044i,0.014598+0.032661i,0.04438+0.032758i,0.058092+0.027771i,0.055106+0.028066i,0.043912+0.03464i,0.041497+0.037386i,0.04461+0.01103i,0.030522-0.027988i,0.008178-0.04076i
-0.41658+0.12147i,-0.34723+0.18834i,-0.15362+0.16853i,-0.080965+0.12599i,-0.1227+0.16306i,-0.094869+0.2586i,0.058479+0.29489i,0.17252+0.21078i,0.12644+0.11686i,0.036921+0.11141i,0.022925+0.11723i,0.032515+0.087099i,0.021226+0.068371i,0.012572+0.061876i,0.012183+0.040995i,0.0087257+0.013632i,0.0043387-0.0043444i,0.0052196-0.016081i,0.0081944-0.027286i,0.0007345-0.033082i,-0.013836-0.016362i,-0.015096+0.020962i,-0.0021257+0.044305i
0.30913-0.11422i,0.14835-0.065576i,-0.034332+0.049147i,0.0065731+0.10216i,0.1749+0.044488i,0.22899-0.066091i,0.11223-0.17379i,-0.045015-0.21228i,-0.10131-0.17904i,-0.072414-0.14878i,-0.046386-0.11979i,-0.029023-0.070939i,0.00047392-0.040161i,0.018218-0.041468i,0.011379-0.037149i,0.0019915-0.0161i,-0.0075779-0.0010799i,-0.018961+0.0073655i,-0.015857+0.01058i,-0.0010252+0.0010867i,0.0075366-0.0094204i,0.0078292-0.01384i,0.0072984-0.016089i
-0.31248+0.12591i,-0.10961+0.050166i,0.12618-0.13257i,0.15926-0.18255i,0.059634-0.084584i,-0.01446-0.015754i,-0.013048+0.016284i,0.045488+0.040356i,0.079062+0.044919i,0.076017+0.056523i,0.07182+0.03706i,0.047814-0.023613i,0.01612-0.059167i,-0.0061928-0.056494i,-0.02675-0.036717i,-0.031861-0.010821i,-0.014185+0.0060094i,0.0042666+0.010005i,0.0045377+0.012856i,0.002894+0.028071i,0.020538+0.039529i,0.042862+0.023541i,0.041946-0.00069638i
0.27509-0.23551i,0.12003-0.2305i,-0.052082-0.082076i,-0.025203-0.013914i,0.086375-0.050523i,0.14894-0.018122i,0.17572+0.043887i,0.1205+0.045037i,0.0093209+0.032059i,-0.062886+0.031571i,-0.079409+0.045942i,-0.055968+0.062116i,-0.030075+0.057779i,-0.013992+0.043267i,0.0053796+0.019099i,0.0076643-0.016481i,-0.01188-0.02865i,-0.023465-0.010512i,-0.0072815+0.005468i,0.020883-0.0024911i,0.022458-0.025591i,-0.011308-0.030285i,-0.037682-0.012987i
-0.17851+0.47121i,0.06629+0.55674i,0.25954+0.28165i,0.13171-0.11439i,-0.097761-0.30087i,-0.16771-0.31075i,-0.14044-0.29719i,-0.10724-0.27465i,-0.06599-0.21147i,-0.016362-0.13372i,0.021379-0.093562i,0.011229-0.081729i,-0.028895-0.0649i,-0.053498-0.043223i,-0.049759-0.0076514i,-0.01739+0.025982i,0.025374+0.023406i,0.049506-0.0036539i,0.034565-0.02718i,-0.0054481-0.034038i,-0.030705-0.025182i,-0.026151-0.012555i,-0.0075827-0.0033326i
0.20589-0.52807i,-0.022943-0.64906i,-0.28051-0.4584i,-0.34709-0.04126i,-0.23417+0.32256i,-0.06891+0.41231i,-0.0063486+0.24312i,-0.058161+0.062356i,-0.085192-0.00012119i,-0.072867-0.014388i,-0.07157+0.0066383i,-0.042928+0.047972i,0.0075785+0.066264i,0.026307+0.064524i,0.0041257+0.04999i,-0.027578+0.038719i,-0.040629+0.039508i,-0.03888+0.044516i,-0.027061+0.04952i,-0.004845+0.055493i,0.019911+0.063911i,0.043684+0.058379i,0.055438+0.027721i
-0.37323+0.52998i,-0.22013+0.66945i,-0.02168+0.54508i,0.050426+0.26545i,0.011873-0.013215i,-0.05083-0.14182i,-0.045171-0.079534i,0.055756+0.008848i,0.1181+0.0093691i,0.07989-0.005988i,0.035648-0.01591i,-0.0026149-0.047079i,-0.049022-0.053059i,-0.052856-0.021319i,-0.0094327+0.0066432i,0.038215+0.015078i,0.062985+0.0097533i,0.06219+0.0021962i,0.052808+0.00014141i,0.047572-0.00095882i,0.032671-0.0084191i,-0.0028286-0.011505i,-0.029791+0.0018418i
0.3362-0.44103i,0.29755-0.4636i,0.11999-0.27287i,-0.045205-0.045803i,-0.16231+0.037804i,-0.20816+0.070315i,-0.12456+0.12082i,-0.021133+0.087314i,-0.012361+0.027903i,-0.034111+0.044656i,-0.0095526+0.07356i,0.042312+0.085738i,0.08306+0.092054i,0.080128+0.056025i,0.035809-0.0017998i,-0.01066-0.033545i,-0.039403-0.029343i,-0.039671-0.00084526i,-0.0029876+0.026838i,0.039809+0.03306i,0.053467+0.018489i,0.044731+0.0059238i,0.033815+0.010655i
-0.52411+0.35054i,-0.50061+0.40562i,-0.20621+0.34822i,0.17871+0.35073i,0.4403+0.41298i,0.465+0.37318i,0.23249+0.26273i,0.0046972+0.18524i,-0.03495+0.068662i,-0.045069-0.070975i,-0.071092-0.094557i,-0.053082-0.059612i,-0.034866-0.042284i,-0.026145-0.011712i,-0.018443+0.030676i,-0.0063789+0.071506i,0.022608+0.10031i,0.052354+0.093237i,0.057759+0.041523i,0.033284-0.012918i,0.011715-0.013102i,0.022734+0.01205i,0.037915+0.0068682i
0.34461-0.28507i,0.23793-0.26194i,0.17797-0.008616i,0.18974+0.15183i,0.073542+0.19011i,-0.089419+0.26506i,-0.027108+0.27179i,0.079233+0.12761i,0.010334+0.054045i,-0.025227+0.11751i,0.016252+0.12463i,-0.0040994+0.080031i,-0.049294+0.072674i,-0.070285+0.086021i,-0.055798+0.080986i,-0.015681+0.034614i,0.011424-0.0059076i,0.026583-0.0075249i,0.047748-0.011189i,0.065348-0.031093i,0.055171-0.043151i,0.015973-0.032258i,-0.013291-0.01143i
-0.061064+8.1044i,2.8708+6.8937i,6.097+5.8235i,6.7954+3.2112i,5.726+0.46849i,3.4395-1.3836i,0.89277-1.0713i,-0.25483+0.10011i,-0.12486+0.51827i,0.48651+0.2572i,0.87423-0.44783i,0.64418-1.1154i,0.24305-1.1492i,0.13904-0.68867i,0.32852-0.31391i,0.4156-0.14905i,0.19487+0.027434i,-0.072334+0.31457i,-0.12624+0.61167i,0.011352+0.78596i,0.18601+0.83866i,0.30036+0.86439i,0.37194+0.85173i
-0.01752-0.5002i,-0.14679-0.51828i,-0.078438-0.37123i,0.13483-0.17985i,0.26233+0.13344i,0.30682+0.45205i,0.27299+0.50066i,0.13407+0.35884i,0.021046+0.2274i,0.020286+0.14346i,0.074662+0.1046i,0.11517+0.078333i,0.11488+0.044164i,0.094763+0.026887i,0.05051+0.02461i,-0.0093447+0.029884i,-0.033847+0.036148i,-0.028024+0.024074i,-0.020587-0.007642i,-0.011115-0.028227i,0.017303-0.022834i,0.046469-0.030449i,0.03048-0.064412i
0.0091794+0.65559i,0.27685+0.70231i,0.50696+0.30942i,0.42792-0.22254i,0.16954-0.44759i,0.031944-0.44664i,0.0061679-0.48657i,-0.056426-0.45929i,-0.11707-0.26398i,-0.096343-0.086874i,-0.068691-0.054602i,-0.10147-0.06101i,-0.11919-0.028386i,-0.071741-0.0081097i,-0.025478-0.035166i,-0.025591-0.07143i,-0.027867-0.079671i,-0.003545-0.080695i,0.0089238-0.089075i,-0.013655-0.0891i,-0.046151-0.077998i,-0.062182-0.056794i,-0.049489-0.02709i
0.16847-0.38001i,0.076526-0.34877i,0.012506-0.29314i,-0.011972-0.38371i,-0.013418-0.51472i,0.028709-0.52464i,0.084446-0.42506i,0.10229-0.29101i,0.1066-0.20303i,0.10385-0.18179i,0.096337-0.17079i,0.095104-0.16243i,0.069333-0.15052i,0.037178-0.10323i,0.04562-0.058436i,0.064149-0.056356i,0.052856-0.069711i,0.015119-0.056247i,-0.024357-0.009793i,-0.029397+0.033367i,-0.0019504+0.026898i,0.017981-0.016305i,0.015738-0.035264i
-0.1554+0.24785i,-0.19205+0.10243i,-0.19091-0.2155i,-0.18537-0.41971i,-0.15478-0.36989i,-0.045488-0.2099i,0.090913-0.13827i,0.12095-0.12951i,0.10241-0.06026i,0.13028-0.0019867i,0.13442+0.007685i,0.10469+0.027288i,0.078074+0.033748i,0.035323+0.021888i,-0.018859+0.035475i,-0.055132+0.067636i,-0.067594+0.077104i,-0.073649+0.054354i,-0.08438+0.032722i,-0.088578+0.032836i,-0.071079+0.04073i,-0.04343+0.035701i,-0.029393+0.019035i
0.056216-0.29448i,0.10592-0.18356i,0.2344-0.049458i,0.26324-0.11666i,0.13372-0.18361i,0.014862-0.1029i,-0.061807-0.032871i,-0.10489+0.022659i,-0.062907+0.073289i,-0.0073425+0.060126i,-0.0090948+0.037348i,-0.035386+0.034292i,-0.054106+0.018641i,-0.056536-0.01006i,-0.058952-0.038293i,-0.064407-0.045279i,-0.048956-0.035073i,-0.030426-0.029735i,-0.032547-0.024478i,-0.038029-0.016692i,-0.032247-0.016362i,-0.017866-0.021378i,-0.0040214-0.02183i
-0.00020041+0.37239i,0.019961+0.32269i,0.019008+0.16665i,0.00060496+0.032436i,-0.012788-0.088304i,-0.04521-0.17616i,-0.061691-0.16357i,-0.031697-0.10059i,-0.014669-0.059251i,-0.039672-0.04736i,-0.062371-0.051075i,-0.065467-0.066946i,-0.074182-0.066262i,-0.059249-0.03211i,0.0011166-0.019054i,0.049366-0.056346i,0.050639-0.093349i,0.03577-0.094769i,0.021079-0.067722i,0.0055877-0.025775i,0.00047554+0.009163i,0.0029038+0.026213i,0.0084569+0.029711i
-0.091855-0.34812i,-0.26163-0.26052i,-0.30956-0.055672i,-0.21431+0.049707i,-0.09665+0.034763i,0.042087-0.037105i,0.16344-0.1605i,0.16668-0.20817i,0.13634-0.13714i,0.13544-0.086669i,0.12344-0.066052i,0.11627-0.033665i,0.11012-0.030148i,0.071463-0.029015i,0.033687+0.016497i,0.029076+0.066075i,0.032603+0.074245i,0.02278+0.048174i,0.0024132+0.01396i,-0.021116-0.0024429i,-0.027599-0.0011448i,-0.021726-0.012336i,-0.032296-0.025305i
0.09612+0.40789i,0.29493+0.34568i,0.40677+0.11786i,0.31091-0.079857i,0.12688-0.11787i,0.048242-0.02381i,0.051302+0.065121i,0.037084+0.097936i,0.030913+0.10017i,0.049633+0.072438i,0.0423+0.046344i,0.014305+0.043318i,-0.0027893+0.032056i,-0.015901+0.00021939i,-0.041188-0.025653i,-0.066364-0.014503i,-0.061111+0.019506i,-0.031928+0.04001i,-0.017046+0.03824i,-0.027911+0.0255i,-0.034746+0.020857i,-0.01194+0.026939i,0.018467+0.023998i
-0.099123-0.39472i,-0.22324-0.31409i,-0.17487-0.059654i,-0.02884+0.03303i,-0.0059218-0.05643i,-0.073393-0.066344i,-0.071067+0.026643i,-0.034601+0.078421i,-0.023429+0.09369i,-0.0056327+0.091973i,0.01055+0.049336i,0.011098+0.0034484i,0.018916-0.022444i,0.030361-0.039296i,0.034303-0.058316i,0.020097-0.083196i,-0.013517-0.098615i,-0.041427-0.085733i,-0.041537-0.047831i,-0.019887-0.010133i,0.00073514+0.019438i,0.015674+0.042706i,0.029467+0.041136i
-0.011786+0.32909i,-0.038648+0.33694i,-0.053106+0.25443i,0.033317+0.14919i,0.15559+0.016943i,0.13174-0.10049i,0.010371-0.11149i,-0.036521-0.036079i,-0.012719+0.0048872i,-0.016736-0.0081888i,-0.041625-0.0028602i,-0.032441+0.017547i,-0.0067647+0.024978i,0.013606+0.034631i,0.036038+0.042756i,0.056517+0.030513i,0.058601-0.00023799i,0.038794-0.031761i,0.0099466-0.050295i,-0.017549-0.055367i,-0.044922-0.049388i,-0.07026-0.032726i,-0.071127-0.0078726i
0.027979-0.42689i,0.013439-0.44392i,0.043055-0.28365i,0.074027-0.086049i,0.10216+0.045195i,0.17809+0.082581i,0.25437+0.043629i,0.25139-0.0048046i,0.18425-0.028432i,0.121-0.029208i,0.087344-0.014461i,0.062608-0.0030531i,0.035568+0.0044775i,0.021064+0.013889i,0.019021+0.024237i,0.028746+0.046456i,0.060167+0.067168i,0.08668+0.057718i,0.07462+0.029644i,0.035107+0.012308i,-0.00016743+0.01101i,-0.013407+0.0145i,-0.013624+0.014036i
0.073546+0.32309i,0.084219+0.28084i,0.01026+0.19374i,-0.080614+0.17098i,-0.15103+0.16941i,-0.17966+0.17445i,-0.13238+0.19086i,-0.067737+0.17038i,-0.028164+0.12381i,-0.0044063+0.069705i,-0.0055378+0.014257i,-0.0090143-0.019756i,-0.00053321-0.038879i,-0.0073544-0.039831i,-0.027588-0.019432i,-0.049999-0.0014445i,-0.07318+0.0084852i,-0.079267+0.02226i,-0.055698+0.036366i,-0.017725+0.034139i,0.013677+0.012038i,0.022806-0.010529i,0.010282-0.015202i
-0.089702-0.1879i,-0.14203-0.034772i,-0.12158+0.17191i,-0.058855+0.19525i,-0.022275+0.090227i,-0.032942+0.062629i,-0.046059+0.12324i,-0.031014+0.15216i,-0.014403+0.12485i,-0.0040008+0.09679i,0.020678+0.090185i,0.053539+0.083605i,0.062203+0.059785i,0.03682+0.033662i,0.0044139+0.024095i,-0.013357+0.019522i,-0.01763+0.0064223i,-0.017128-0.0099431i,-0.02275-0.023865i,-0.035714-0.031584i,-0.046706-0.027477i,-0.04659-0.015784i,-0.036275-0.0055001i
0.063017+0.19905i,0.066447+0.022487i,-0.031174-0.16213i,-0.062382-0.18645i,0.030406-0.20194i,0.036362-0.28038i,-0.088002-0.25799i,-0.14558-0.12617i,-0.098649-0.034041i,-0.049292-0.018577i,-0.036978-0.021831i,-0.043276-0.0072858i,-0.035683+0.014826i,-0.0086608+0.0099664i,0.013337-0.0259i,0.024563-0.056116i,0.036949-0.062154i,0.041059-0.054888i,0.027428-0.044351i,0.010859-0.027365i,0.0022375-0.0013469i,0.0055877+0.018835i,0.01569+0.016802i
-0.14089-0.27504i,-0.1858-0.1662i,-0.10302+0.022773i,0.020915+0.14721i,0.086325+0.2122i,0.11046+0.20462i,0.094138+0.13773i,0.052962+0.097625i,0.037074+0.074344i,0.023259+0.043806i,0.00113+0.038356i,-0.0036647+0.036768i,-0.002275+0.01549i,-0.0034526+0.0031872i,-0.0037277+0.012464i,-0.011146+0.026111i,-0.025922+0.038979i,-0.024995+0.047331i,0.0036828+0.040179i,0.035134+0.014501i,0.041303-0.021514i,0.018347-0.042436i,-0.0064282-0.031809i
0.20977+0.26338i,0.29755+0.21276i,0.20741+0.11423i,0.011439+0.11174i,-0.075891+0.1861i,-0.018928+0.18791i,0.024939+0.094484i,-0.0049349+0.035418i,-0.013421+0.035043i,0.015186+0.014147i,0.017816-0.018632i,0.0038729-0.017222i,0.00096587+0.0022605i,0.0043919+0.016399i,0.0092374+0.020473i,0.014783+0.015264i,0.016534+0.0064292i,0.0075701-0.0041672i,-0.013437-0.0071975i,-0.035237+0.0063743i,-0.038952+0.025245i,-0.023664+0.027872i,-0.010241+0.016225i
-0.15649-0.28679i,-0.31119-0.27266i,-0.39312-0.15494i,-0.40512-0.061228i,-0.39593-0.011966i,-0.33059+0.034121i,-0.22245+0.062386i,-0.13962+0.057595i,-0.083265+0.049489i,-0.047072+0.038691i,-0.043079+0.02363i,-0.042799+0.015856i,-0.025926+0.0034593i,-0.011887-0.018409i,-0.013472-0.038627i,-0.021787-0.046436i,-0.026993-0.043872i,-0.026375-0.029198i,-0.017694-0.0050051i,-0.0055882+0.011105i,0.00045332+0.018296i,0.0015767+0.018326i,0.00082942+0.0079924i
0.13918+0.30406i,0.19754+0.20881i,0.1456-0.042648i,0.029172-0.25577i,-0.065258-0.31146i,-0.10368-0.23808i,-0.088468-0.1495i,-0.06882-0.10146i,-0.06459-0.048065i,-0.033723+0.0041005i,0.01394+0.0016418i,0.029016-0.031005i,0.017764-0.034552i,0.014024-0.0068736i,0.023461+0.020516i,0.031088+0.028397i,0.026316+0.017057i,0.015355-0.0010164i,0.0089255-0.015335i,0.0085964-0.030506i,0.0056654-0.053066i,-0.0031552-0.062634i,-0.008224-0.046912i
-0.052432-0.23447i,0.029809-0.21518i,0.19557-0.17116i,0.28081-0.18205i,0.23019-0.19338i,0.14684-0.15179i,0.087499-0.10182i,0.042009-0.073775i,-0.0014461-0.058673i,-0.032354-0.040107i,-0.030964-0.0078119i,-0.0015554+0.024665i,0.026774+0.035095i,0.032768+0.023218i,0.027884+0.010622i,0.029965+0.0055268i,0.039759+0.0021071i,0.038553-0.0033322i,0.018447-0.0038827i,0.0017618+0.0095037i,0.0049153+0.029911i,0.018994+0.038454i,0.023234+0.032326i
0.016225+0.21837i,0.012178+0.23997i,0.025575+0.23042i,0.11248+0.18788i,0.17085+0.07625i,0.1184-0.017284i,0.049499-0.025784i,0.026876-0.01631i,0.015389-0.028863i,-0.00059218-0.029588i,-0.0093555-0.010394i,-0.013384+0.0033874i,-0.024664+0.0014955i,-0.041446+0.0011938i,-0.0544+0.0076175i,-0.062337+0.016381i,-0.064159+0.028363i,-0.050055+0.036978i,-0.026581+0.033407i,-0.0149+0.026303i,-0.017704+0.029831i,-0.021241+0.037738i,-0.015144+0.030647i
-0.090937-0.18935i,-0.099196-0.070125i,-0.027988+0.10457i,0.056126+0.17789i,0.095608+0.14907i,0.088149+0.081895i,0.06574+0.033067i,0.063587+0.013623i,0.076942+0.0004203i,0.071403-0.017282i,0.040445-0.026296i,0.0088657-0.019623i,-0.00071432-0.012357i,0.0076524-0.011452i,0.0162-0.011401i,0.01543-0.015015i,0.0052465-0.025463i,-0.010499-0.0304i,-0.019348-0.019692i,-0.016301-0.01051i,-0.013674-0.021957i,-0.017987-0.037846i,-0.023202-0.033731i
0.14436+0.065817i,0.12678-0.081894i,0.0055957-0.15806i,-0.071829-0.047334i,-0.020498+0.068836i,0.042623+0.060884i,0.039833+0.013636i,0.033544+0.01018i,0.047481+0.017418i,0.046702+0.0058552i,0.03016-0.0071866i,0.025974-0.015749i,0.03331-0.019962i,0.032052-0.025207i,0.022058-0.038261i,0.018002-0.050571i,0.024403-0.055982i,0.026722-0.056195i,0.013345-0.051621i,-0.0050258-0.037959i,-0.0083492-0.013379i,0.0084738+0.0065173i,0.02442+0.0093264i
-0.088562-0.066201i,-0.12664+0.081629i,-0.082237+0.22166i,-0.046016+0.22132i,-0.076134+0.16806i,-0.067882+0.15975i,-0.00069306+0.1551i,0.028471+0.12954i,0.015156+0.10381i,0.0016241+0.074454i,-0.0022102+0.049915i,-0.0050517+0.039369i,-0.011132+0.042115i,-0.0062442+0.051928i,0.007604+0.058998i,0.014921+0.066471i,0.016719+0.071957i,0.019284+0.0638i,0.021325+0.045325i,0.021072+0.027237i,0.012567+0.013174i,-0.010418+0.0068973i,-0.028777+0.0057398i
0.12409+0.18943i,0.15911+0.1072i,0.044774-0.013555i,-0.12273-0.042766i,-0.18029-0.0051735i,-0.14253+0.014562i,-0.10914+0.018557i,-0.092981+0.03335i,-0.063376+0.042079i,-0.023217+0.026108i,0.0028339+0.0037831i,0.016299-0.0044004i,0.017962-0.012035i,0.0032796-0.020447i,-0.0074625-0.020431i,-0.0077352-0.020153i,-0.012278-0.020948i,-0.019112-0.015609i,-0.017226-0.0091143i,-0.010014-0.012694i,-0.0036948-0.023698i,0.0028557-0.030427i,0.0067231-0.024061i
-0.20492-0.17441i,-0.31965-0.16159i,-0.30197-0.099585i,-0.16218-0.081359i,-0.034735-0.10447i,0.0012089-0.10351i,-0.01802-0.06314i,-0.03645-0.032623i,-0.033416-0.027868i,-0.020962-0.021294i,-0.019646-0.0049609i,-0.030124+0.0051233i,-0.038789-7.5417e-05i,-0.043577-0.0092683i,-0.049265-0.0093955i,-0.047595-0.00089159i,-0.032628+0.0038369i,-0.01901-0.00062348i,-0.024956-0.004455i,-0.037062+0.010424i,-0.028736+0.037328i,-0.0061196+0.042715i,0.0044044+0.021972i
0.11734+0.14276i,0.23573+0.10436i,0.26417-0.036839i,0.15183-0.15165i,0.023804-0.14799i,-0.026248-0.10027i,-0.028082-0.081997i,-0.022865-0.059432i,-0.01108-0.012692i,0.014499+0.020378i,0.035303+0.015283i,0.042583-0.0007736i,0.05319-0.0045325i,0.069761-0.0054036i,0.077895-0.010332i,0.068188-0.012619i,0.04686-0.0070114i,0.030936+0.00039203i,0.034754+0.0015989i,0.040387-0.009572i,0.018126-0.020302i,-0.014001-0.0058485i,-0.018828+0.016467i
0.01056-0.23613i,-0.014752-0.24537i,0.0097318-0.11462i,0.085225+0.042195i,0.11723+0.10706i,0.071285+0.11124i,0.03053+0.09954i,0.036594+0.065745i,0.04291+0.027626i,0.017254+0.0038373i,-0.010016+7.915e-05i,-0.0093734+0.0015109i,-0.0053943-0.0014071i,-0.015689+0.00081513i,-0.024057-0.001i,-0.028506-0.012231i,-0.030322-0.018339i,-0.023638-0.014076i,-0.018058-0.0097833i,-0.016055-0.012341i,-0.0040898-0.027759i,0.010733-0.051734i,0.011806-0.0563i
-0.026617+0.18611i,-0.064352+0.26017i,-0.072506+0.23444i,-0.057018+0.10271i,-0.053792-0.028136i,-0.031248-0.071011i,-0.00045041-0.053706i,-0.011194-0.024018i,-0.035986-0.0053148i,-0.036987+0.0042499i,-0.01976+0.017631i,-0.0043928+0.037628i,0.0025285+0.054172i,0.0082795+0.059445i,0.012671+0.057268i,0.015951+0.049212i,0.015312+0.032857i,0.0077095+0.01824i,0.0019689+0.018626i,0.0042968+0.029269i,0.010488+0.043343i,0.0089291+0.054791i,-0.0011257+0.053443i
0.14676-0.057595i,0.18927-0.14823i,0.108-0.15856i,-0.0069991-0.050955i,-0.043075+0.041644i,-0.039574+0.036337i,-0.039823+0.012137i,-0.026521+0.017639i,0.00060692+0.025932i,0.016011+0.0089764i,0.0016099-0.016223i,-0.020748-0.02772i,-0.026963-0.042516i,-0.027274-0.063197i,-0.025515-0.067831i,-0.018013-0.055114i,-0.012404-0.037093i,-0.014204-0.024125i,-0.021259-0.020704i,-0.029647-0.017633i,-0.032123-0.0078506i,-0.022674-0.0018109i,-0.01021-0.0079693i
-0.20526+0.025551i,-0.25711+0.051678i,-0.15356+0.033932i,0.00434-0.04866i,0.079157-0.099353i,0.075584-0.071417i,0.040998-0.037918i,0.01498-0.035853i,0.0047084-0.040873i,0.0037795-0.02631i,0.013215-0.0062556i,0.01941-0.0049438i,0.015644-0.00070908i,0.011987+0.015768i,0.0060623+0.024918i,-0.00094653+0.025425i,0.002068+0.017062i,0.0080317+0.0036717i,0.0051806-0.00021572i,-0.00089594-0.0026911i,-0.0064946-0.01858i,-0.01108-0.037175i,-0.010088-0.040514i
0.16086+0.13564i,0.29838+0.1869i,0.28974+0.17255i,0.14516+0.14201i,0.024243+0.10666i,-0.017931+0.050737i,-0.011538+0.016461i,-0.00088273+0.023622i,0.00048854+0.039392i,0.0021621+0.036875i,0.0032177+0.020275i,0.0093627+0.015345i,0.024988+0.016334i,0.038977+0.0075407i,0.047983-0.0047608i,0.048577-0.010839i,0.03947-0.0051572i,0.031167-0.0013376i,0.029106-0.010334i,0.026062-0.014463i,0.023523+0.0032574i,0.026549+0.034063i,0.031027+0.05043i
-0.20014-0.30063i,-0.38166-0.30915i,-0.37632-0.14045i,-0.18644+0.022993i,-0.025782+0.072621i,0.023318+0.075174i,0.025784+0.059802i,0.028798+0.033777i,0.033361+0.018563i,0.026923+0.010102i,0.012721+0.013425i,0.0020128+0.020325i,-0.016309+0.025841i,-0.038761+0.037469i,-0.048567+0.040929i,-0.05136+0.027485i,-0.052449+0.015862i,-0.044417+0.019695i,-0.028203+0.030349i,-0.011912+0.029953i,-0.0043697+0.011348i,-0.011834-0.013469i,-0.022712-0.024106i
0.15323+0.30295i,0.23902+0.31272i,0.17436+0.14816i,0.016826-0.01527i,-0.051191-0.07714i,-0.023791-0.086642i,-0.014737-0.058123i,-0.040639-0.011533i,-0.049744+0.012573i,-0.031775+0.0074372i,-0.019533-0.0092136i,-0.025526-0.014539i,-0.021685-0.015153i,-0.0052122-0.02386i,0.0049388-0.022196i,0.013135-0.010452i,0.018881-0.011245i,0.012079-0.020692i,-0.0027419-0.022125i,-0.013766-0.012629i,-0.014057-0.0012276i,-0.0079368+0.0014115i,-0.0073329-0.00072368i
0.041885-0.40183i,-0.024866-0.5249i,-0.062247-0.40742i,-0.046373-0.19595i,-0.055896-0.052047i,-0.088763+0.017226i,-0.076258+0.027585i,-0.039078+0.013742i,-0.011068+0.0082219i,-0.00023354+0.0056991i,-0.00090796+0.0028733i,0.0053992-0.0067283i,0.0070549-0.025249i,-0.0038911-0.038573i,-0.014071-0.043239i,-0.017546-0.039861i,-0.014583-0.026304i,-0.012822-0.01354i,-0.015398-0.0084306i,-0.017025-0.0029084i,-0.0090317+0.011821i,0.013672+0.029295i,0.034576+0.028055i
