0.00091518-0.00020627i,0.0012917-0.002479i,0.0017546-0.0046922i,0.0016693-0.0029616i,-6.9205e-05+0.00031726i,-0.0015515+0.0016698i,-0.00077396+0.001825i,0.00074223+0.00088988i,0.0012226+2.5714e-05i,0.0012961-0.00048932i,0.0013023-0.00093626i,0.00049556-0.00099277i,-0.00053626-0.0010543i,-0.001066-0.00078235i,-0.00033055-0.00042633i,0.00044042+5.2352e-05i,0.00015244-0.00058292i,0.00012803-0.00065741i,0.00039488-0.00042909i,0.00096111-0.0010382i,0.0012493-0.00069668i,0.0012007+0.00034285i,0.0011587+3.8642e-05i
-0.00065541-9.9769e-05i,0.00081584+0.00098161i,0.0022286+0.0011681i,0.0031628+0.00087331i,0.0038868+0.00057767i,0.0036123-0.00044011i,0.0037629-0.001008i,0.0046923-0.0011907i,0.0049723-0.0014486i,0.0037167-0.00012016i,0.0025295+0.00054218i,0.0020751-0.00090748i,0.0011164-0.0016121i,0.0003548-0.0014268i,-0.001243-0.00065133i,-0.0023003+0.00026156i,-0.0014292+0.00055938i,-0.00060191-9.3374e-05i,-0.0010906-0.00077601i,-0.0018895-0.00080209i,-0.00076297-0.00026286i,-0.00018906+0.00045023i,-0.00094846+0.00033433i
-0.0009844+0.00010163i,-0.0020726+0.0010871i,-0.0022432+0.002882i,-0.00024182+0.0031562i,0.00091342+0.0024042i,0.0011512+0.0014615i,0.0027522+0.00038338i,0.0028171-0.0013032i,0.0015968-0.0023372i,0.0011153-0.0016744i,0.00056119-0.00078607i,0.0008203-0.00073781i,0.0012446-0.00093299i,0.00049149-0.0005466i,-0.00012963+0.00040524i,0.00028334+0.00074363i,0.00059025+0.00072153i,0.0011228+0.00094639i,0.0015789+0.0010599i,0.00043803+0.001016i,0.00017796+0.00095064i,0.001085+0.00056845i,0.0017599-9.3855e-05i
0.00037436+0.00091285i,0.00090178+0.00040568i,0.0023729+0.00065894i,0.0038184+0.0013921i,0.0027211+0.0013232i,0.0012709+0.0004714i,0.0013899-0.00052309i,0.00082699-0.0023622i,-0.00013126-0.0025634i,-0.00067644-0.00081198i,-0.0010738-0.00029029i,-0.001582-0.0005135i,-0.0013358-0.00040024i,8.7557e-06+0.00030048i,0.00084141+0.00055211i,0.00070282+3.6376e-05i,0.00065277-0.0011639i,-0.00033032-0.0019688i,-0.0015278-0.0016551i,-0.0014481-0.00063219i,-0.0011676-0.00030918i,-0.0011012-0.00061877i,-0.0010588-4.3305e-05i
0.00017115+0.0015009i,0.00070418+0.0010742i,0.0016913+0.00093447i,0.0022262+0.00041091i,0.0021524-0.00071955i,0.0020522-0.00024748i,0.0014883+0.00080952i,0.00043324+0.0009502i,-0.0011855+0.00066908i,-0.0012594+7.1299e-05i,-1.4247e-06+0.00022434i,0.00075671+0.00014046i,0.00044999-0.00047446i,0.00044517-0.0013443i,0.00096656-0.002056i,0.0013741-0.0022662i,0.0020633-0.0010068i,0.0016758+0.00063893i,0.0011059+0.00092357i,0.0019799+0.00026016i,0.0015942+0.00015891i,0.00031719+0.00052722i,0.00063088+0.00033389i
-0.00023255+5.8016e-05i,-3.9172e-05+0.00059409i,-0.00032413+0.0024077i,0.00022575+0.0034145i,0.0014443+0.0025874i,0.0017801+0.0018931i,0.0015369+0.0014804i,0.0011845+0.0015341i,0.00051257+0.0022018i,0.00048226+0.0029381i,0.001647+0.0024809i,0.0021932+0.0014811i,0.0013621+0.00027403i,0.00073843-0.00046654i,0.00018989-0.00033576i,-2.0131e-05-0.00033267i,-7.2189e-05-0.00034332i,-0.0011113-0.00014149i,-0.0015428+0.00019923i,-0.0012347+0.00059356i,-0.0012711+0.00056531i,-0.0011481+0.00027488i,-0.0009838+3.0491e-05i
-0.00024775-0.0002371i,-0.001339-0.00047292i,-0.00064441-0.00027372i,0.00021064+0.0003886i,0.00054717+0.0012657i,0.00061237+0.0017349i,0.0011984+0.0014728i,0.0024811+0.0012514i,0.0029016+0.001102i,0.002009+0.0015365i,0.0011609+0.0012285i,0.00077866-0.00014266i,0.00097373-0.00082309i,0.00019836-0.001276i,-0.0010458-0.0014872i,-0.0020579-0.00081885i,-0.0012947+0.00029196i,-0.00030612+0.00064172i,-0.00067137+0.0011734i,9.4753e-05+0.00087488i,0.00082054-0.00022015i,-0.00010046-0.0007407i,-6.0442e-06-0.00044754i
-0.0017313+0.00022995i,-0.0023914+0.0010006i,-0.0020188+0.0031161i,-0.00075136+0.0043449i,1.3845e-05+0.0035663i,0.00023159+0.00274i,0.001447+0.0021241i,0.0032421+0.0014675i,0.0040352+0.0010645i,0.003841+0.00099412i,0.002825+0.00077162i,0.0019769+0.00018121i,0.0016488-0.00038124i,0.00041629-0.00014687i,-0.00073155+0.00033947i,-0.00069932-1.2004e-05i,-0.00058317-0.00032583i,-0.0015052-0.00073827i,-0.0020704-0.00025164i,-0.0012514+0.00067326i,-0.00023624+0.00073773i,0.00011186+0.0002191i,-0.00040904+0.00027397i
-0.00098527-0.00081357i,-0.001079-0.0017876i,0.00045342-0.00072673i,0.0014317+0.0010325i,0.00084268+0.0011328i,0.00052857+0.000827i,0.0013543+0.00080675i,0.0019072+8.4685e-05i,0.0027473-0.00065701i,0.0026352-0.0012125i,0.0018024-0.001723i,0.00088926-0.0012489i,0.00027475-0.00036483i,-2.6381e-05-0.00043522i,-1.1235e-05+0.00018354i,0.00058432+0.001063i,0.00077182+0.0016307i,0.00065085+0.0011139i,0.0012759+0.00064434i,0.0015814+0.00038168i,0.0014722-0.00052168i,0.001387-0.00051616i,0.00029631-0.0007627i
2.5996e-05-0.0014298i,-0.00047709-5.156e-05i,0.00040319-0.00022021i,0.0017825+0.00042001i,0.0022772+0.0024384i,0.0019087+0.0015326i,0.0028763-8.8409e-05i,0.0029417-0.00086575i,0.001505-0.0012454i,0.00065124-0.0012158i,0.00045154-0.0008493i,0.00047533-0.00059899i,0.00063513-0.00023721i,0.0010769+0.000355i,0.0014517-0.00012548i,0.0011791-0.00034416i,-4.5538e-05-0.0010577i,-0.0014642-0.0012504i,-0.0017984-0.00035046i,-0.0016424+3.2522e-05i,-0.001622+0.00074856i,-0.0010089+0.0010558i,0.0001472+0.00024446i
-0.0007229+0.0015801i,-0.00047639+0.00092711i,-0.00066719+0.00054548i,0.00092551+0.0012324i,0.0020432+0.0026517i,0.0010638+0.0028567i,0.00053879+0.0012735i,0.00033976-0.0005703i,-0.00048256-0.00083227i,-0.0014413-0.00010596i,-0.0010942+0.00017869i,-5.9566e-05+0.00019506i,0.00034077-0.00019011i,0.00012969-0.00037566i,0.00031951-0.00048671i,0.00092964-0.00051521i,0.0012205-0.00046608i,0.00082476+0.00013177i,0.00080667+0.00017i,0.00099755-0.0006648i,0.00082036-0.0011762i,0.00042998-0.0010989i,0.00017503-0.0011296i
-3.5326e-05-0.0014671i,-0.00060315+0.0001122i,-0.00091251+0.00079908i,-0.00041082+0.00086094i,-0.00025108+0.00010676i,0.00078757-0.00084175i,0.0011564-0.00035952i,-6.213e-05+1.5005e-05i,-0.00066916+0.00018554i,-0.00039559+0.00079962i,-4.2574e-05+0.001116i,0.00045041-2.0398e-07i,0.00089762-0.00090037i,0.0013805-0.0011097i,0.0013883-0.0012257i,0.00016103-0.0011937i,-0.00064148-0.0011501i,-0.0010907-0.00067176i,-0.0015116+0.00020149i,-0.0014101+0.0014864i,-0.0010798+0.0018683i,-0.0010716+0.0017138i,-0.00086916+0.0012655i
-0.0012039-0.00022231i,-0.0012686+0.00071904i,-0.0014066+0.0012943i,-0.0005302+0.002115i,0.00013548+0.0027821i,0.00063183+0.002072i,0.0019041+0.00095382i,0.0026285+0.0011658i,0.0015045+0.0027434i,0.00061049+0.0037623i,0.00056032+0.0028509i,0.00079918+0.00093999i,0.0015387-0.00015533i,0.00066667-0.00061987i,-0.0008441-0.0011249i,-0.00087374-0.00094415i,-0.00011025-0.0003534i,0.00051818+0.00035069i,0.0010431+0.00088328i,0.00028613+0.00051396i,-0.00028556+3.8127e-05i,-0.00013905-0.00075003i,0.00011451-0.00081189i
-0.00058686-0.0016325i,-0.00088548-0.00081716i,-0.00092867-0.00019272i,0.00020045+0.000862i,-0.00064438+0.0020233i,-0.0010498+0.0017262i,0.00034673+0.00149i,0.0014882+0.0014656i,0.0031808+0.001536i,0.0038601+0.0017421i,0.0026476+0.00075283i,0.0013043-0.00036323i,0.00073904-5.4717e-05i,0.00050119+0.00041327i,-1.857e-05+0.00031535i,-0.00045571-0.00012791i,-0.0010241-0.00041584i,-0.001572-0.00042993i,-0.00059207+0.00014365i,-8.0522e-05+0.0016883i,4.9899e-05+0.0018879i,0.00025978+0.0009163i,-3.2595e-05+0.00050652i
0.00057218+0.0021931i,0.0018081+0.0015424i,0.0033103+0.0022715i,0.0034255+0.0038834i,0.0023585+0.0044164i,0.0012583+0.0024513i,0.0018045+0.00013796i,0.0032821-0.0012355i,0.0041865-0.0020273i,0.0039083-0.0021822i,0.0020304-0.0016878i,0.0010998-0.00086294i,0.00088843-0.00041232i,7.5801e-05-0.00013713i,7.6251e-05-6.4597e-05i,0.00041396+0.00058863i,-3.846e-05+0.0013046i,-0.00021916+0.00018705i,0.00017793-0.0010569i,0.00014074-0.0014314i,-8.699e-05-0.0015446i,-0.00010861-0.0015271i,-0.00064632-0.0015753i
0.0014667-0.00034749i,0.0023225-0.00065475i,0.0026727-0.0011111i,0.0030895-0.0011752i,0.0023408-0.00083078i,0.00031378+0.00015613i,0.00019454+0.0012929i,0.00056678+0.00050331i,0.00076426-0.0019877i,0.0011717-0.0022771i,0.001475-0.00080711i,0.0001504-0.00042553i,-0.00091391-0.00042011i,2.109e-05-8.9586e-05i,0.0010749+0.00034024i,0.0011251+0.00066987i,-0.00068476+0.00083459i,-0.0022215+0.0012636i,-0.0023257+0.0012022i,-0.0011996+0.0011501i,0.0005365+0.001348i,0.0011973+0.0004952i,0.0013219+7.7174e-05i
0.00016556+0.0026206i,-6.7747e-05+0.0018702i,0.0014753+0.0026732i,0.0030607+0.0030328i,0.0032594+0.0031564i,0.001478+0.0024547i,-7.0324e-05+0.00077996i,-0.00089898-0.0014533i,-0.0013776-0.0026717i,-0.0011035-0.0019788i,7.9481e-05-0.0001331i,0.001019+0.00073093i,0.00075068+0.00048165i,0.00028219-0.00048896i,8.283e-05-0.00078864i,0.00027154+0.00016978i,0.00077046+0.00059963i,0.00043952+0.00039506i,-0.00043996+0.00029169i,-0.0006905-3.0592e-05i,-0.00014457-0.00013774i,-0.00047221-0.00028039i,-0.0013792-0.00040999i
-0.00020638+0.0014002i,0.00092263+0.0016167i,0.0021766+0.0015593i,0.0031415+0.00085831i,0.0027341+0.00034709i,0.0017182+0.00087598i,0.0014249+0.0022736i,0.00086534+0.0024488i,-0.0011374+0.0028175i,-0.0015027+0.0025772i,-0.00052579+0.0012061i,-6.5468e-05+0.00010596i,0.00044259+0.0002812i,0.0015951-0.0001642i,0.0019394-0.00098051i,0.0010771-0.00073042i,0.00064818-0.00033112i,0.00096901+0.00040018i,0.0014524+0.001151i,0.0014896+0.0011062i,0.00086323+0.0001854i,0.00061175-0.0003363i,0.00028656-0.000551i
-0.0010942-0.0016437i,-0.0018784+0.00025988i,-0.0022148+0.0021904i,-0.0012134+0.0018994i,-2.637e-06+0.0018516i,0.0010589+0.0016858i,0.0021494+0.00087051i,0.0022855+0.0013402i,0.0018502+0.0025549i,0.0012479+0.0038046i,0.00052113+0.0030243i,-6.8409e-06+0.00098995i,0.00023672-0.00028264i,0.00034987-0.001242i,-0.00067207-0.0014467i,-0.0012459-0.00045768i,-0.00044693-0.00022961i,0.00040258-0.00042226i,0.00043317-0.00020011i,0.0002305+3.9295e-05i,0.00014811+8.9341e-05i,0.00042541-3.6845e-05i,-0.0007894-0.00011315i
0.00010387+0.00030817i,0.001075+0.00055085i,0.0015662+0.0011742i,0.0015326+0.00092705i,0.00098783+0.00036889i,0.0014051-0.00052406i,0.0028071-0.0015128i,0.0040367-0.0011149i,0.0035075+0.0012335i,0.0022307+0.0025603i,0.0012537+0.0017464i,0.00068181+0.00044149i,0.00079566-0.00025963i,0.00051939+0.00033293i,0.00012354+0.00077887i,0.00028466-0.00037684i,-0.00075549-0.0018111i,-0.0010387-0.0019212i,0.00010159-0.0017533i,0.00015826-0.0013628i,9.6008e-05-0.00020163i,0.00032733+0.00020905i,9.6507e-05-0.00028392i
0.0018177+0.0013108i,0.0022819+0.00022402i,0.0032986+0.00024626i,0.0025866+0.00059952i,-1.1421e-05+0.0006415i,-0.0023547-9.994e-05i,-0.0021215-0.00082746i,0.00044273-0.0010572i,0.0025707-0.0018943i,0.0029536-0.0019071i,0.0016576-0.00048545i,0.00062413+0.0006603i,0.0011073+0.00050417i,0.00013332+0.00051564i,-0.0014977+0.00051004i,-0.0016178+0.00067449i,-0.0013841+0.0014228i,-0.0021608+0.00101i,-0.0027817+0.00050846i,-0.0021306+0.00057153i,-0.00089151+0.00091596i,-0.00050532+0.0016106i,-0.00073697+0.0010456i
0.00018828+9.7522e-06i,0.001114+0.00067131i,0.0025199+0.0012422i,0.0028234+0.0019052i,0.0023197+0.0016533i,0.0010708+0.00045762i,0.00083296-0.00044927i,0.00082463-0.0014071i,0.00036578-0.002972i,0.00025995-0.0022806i,-4.6809e-05-0.0010868i,-0.00033004-0.0013425i,-0.00086202-0.0016382i,-0.00064347-0.0011837i,0.00073789-0.0003896i,0.0011262-0.0010254i,-0.00020917-0.0019901i,-0.0011522-0.0014143i,-0.00088713-0.00019511i,-0.00027124+0.00035405i,0.00028287+0.00047924i,0.00010145+0.00011148i,0.00051985-0.00092009i
0.0021244+0.0035622i,0.0037593+0.002252i,0.0044926+0.0024681i,0.0032725+0.002659i,0.00081057+0.0027129i,-0.0016627+0.003024i,-0.0015062+0.0029507i,-0.00017216+0.0017812i,-0.00092167+0.00012137i,-0.0015171-0.0010806i,-0.00033364-0.0011908i,0.00031989-0.00088962i,0.00020001-0.00045257i,-0.00013171-0.00035908i,-0.00054888+0.0002028i,-0.00049149+0.0015069i,-0.00031015+0.0017937i,-0.0006136+0.0020778i,6.3333e-05+0.0023434i,0.00085951+0.0017073i,0.00061672+0.0004157i,0.00022251-0.00041254i,0.00028115-0.00031093i
-0.00061603-0.00066327i,0.00034279-0.00021211i,0.0016492-7.6095e-06i,0.0030497-0.00016247i,0.0035051+0.00063651i,0.0030768+0.0020782i,0.0030538+0.00201i,0.0023898+0.00082925i,0.00091027+0.00057329i,-0.00022881+0.00088689i,9.7828e-05+0.00070397i,-3.2983e-05+1.9173e-05i,0.0002076-0.00045309i,0.0012723-0.0011994i,0.0019676-0.0019845i,0.0010409-0.0020028i,-0.0001146-0.0017259i,-0.00051219-0.0012671i,-0.0003965-0.0010285i,-0.00019892-0.001002i,-0.00025707-0.00041381i,-0.00068963+6.995e-06i,-0.0012784-0.00087524i
-0.00035887+0.00082401i,-0.0007086+0.001058i,-0.00064087+0.0021326i,1.6148e-05+0.003478i,-0.00046451+0.003988i,-0.00016267+0.0036133i,0.0011789+0.0036447i,0.0014135+0.0027814i,0.0011892+0.0014067i,0.0012494+0.0012187i,0.0011009+0.00086216i,0.00075374-0.00019666i,0.00047668-0.0011881i,6.2131e-05-0.0019695i,-6.4665e-05-0.0011999i,0.00014584+0.00034899i,0.00058419+0.00086612i,0.00064781+0.00098725i,-0.00015751+0.00066455i,-0.00082554+0.00012626i,-0.00045232+0.00019279i,0.00016954+0.001005i,0.0006558+0.0014294i
-0.0025788-0.00052185i,-0.0020711+0.0011514i,0.00014206+0.0041018i,0.0023273+0.0042809i,0.0048595+0.0017912i,0.0065177+0.00078774i,0.0067078+0.00080582i,0.007-0.00057267i,0.0050133-0.00018787i,0.0029811+0.00073713i,0.0022819-0.00056262i,0.0012114-0.0023698i,0.0010622-0.0025981i,0.0012606-0.0016159i,0.00048082-0.0011329i,-0.00013998-0.0013019i,0.00027433-0.0020394i,8.4153e-05-0.0021637i,-0.0010463-0.0013442i,-0.00054994-0.00052628i,0.00013742+0.00054535i,-0.00052097+0.00068401i,-0.00082607-0.00036829i
-0.00073174-0.00066634i,-0.001321+0.00073876i,-0.0019326+0.0011314i,-0.0019935+0.0017306i,-0.0025756+0.0034947i,-0.0012412+0.0028506i,0.0026061+0.00081934i,0.0042827-0.00050732i,0.0036896-0.0010773i,0.002149-0.00065034i,0.0013359-0.00055976i,0.00084372-0.0008083i,9.6455e-06-0.00040987i,-0.00069441+0.00016956i,-0.0012356+0.00026907i,-0.00090045+0.0005595i,-0.00033438+0.00066752i,-0.00089534+0.00074937i,-0.00095224+0.0014486i,-0.00014304+0.0015724i,0.000986+0.00081975i,0.0010008+0.00013247i,0.00084457+4.2939e-05i
0.0015062-5.7717e-05i,0.0016948-0.0004506i,0.0028574+0.00034418i,0.003849+0.0012343i,0.0029272+0.00020089i,0.00037174-0.002564i,-0.00023991-0.0033776i,0.00075355-0.0028579i,0.00090389-0.00327i,-0.00013204-0.0025453i,-0.00064511-0.00050388i,-0.00037265+0.00054753i,-0.00032056-6.1328e-05i,0.00047553-3.7163e-05i,0.0015887+0.00023932i,0.0015008-0.00022127i,0.00039509-0.00060446i,-9.1617e-05-0.00019589i,-0.0003375+0.00082937i,-0.00011757+0.00052437i,0.00019131-0.0004903i,-4.3705e-06-0.0014484i,-0.00026524-0.0012925i
-0.00046898+0.00029047i,0.00044232-9.6686e-05i,0.0010695-0.00058051i,0.00085458+0.0015607i,-0.00091967+0.0044229i,-0.0021784+0.004008i,-0.0020192+0.0025792i,-0.0023436+0.0015472i,-0.0024965+0.0010981i,-0.0010084+0.0016155i,0.00029781+0.001948i,0.0016375+0.00055003i,0.0013204-0.00055265i,-0.00069221-0.00061918i,-0.0014853-0.00073002i,-0.0015157-0.00056525i,-0.0010273-0.00017876i,-0.000231+0.0010206i,-0.00014057+0.0012814i,-0.00042167+0.00036042i,-0.000103+0.00034531i,0.00045738+0.00083439i,0.00058865+0.00079417i
0.0013093-0.0002582i,0.0011864-0.00011981i,0.00094006-0.00085379i,0.0014036+0.00030215i,2.7028e-05+0.00094119i,-0.0015033+0.0010887i,-0.0020344+0.0029464i,-0.00227+0.0041374i,-0.0017988+0.0038966i,-0.00044478+0.0030742i,0.0017359+0.0020888i,0.0017299+0.0016723i,0.00069085+0.00060604i,0.0015094-0.0008838i,0.0022476-0.00070288i,0.0017618-0.00026859i,0.0007463-0.00066369i,0.00049815-0.00082902i,0.00041798-0.00053333i,-0.00057334-0.00020853i,-0.0010057-0.00043954i,-0.00043773-0.00047075i,-5.5362e-05+0.00016978i
0.00072305-0.0021047i,0.00017755-0.0014734i,0.00053996+6.7575e-05i,0.00034259+0.0010272i,0.00025301+0.0036966i,0.001295+0.0069254i,0.0030958+0.0078291i,0.0035722+0.0058322i,0.0030455+0.0031596i,0.0027486+0.0014904i,0.0025361-0.0003501i,0.0018311-0.0010913i,0.0011256-0.00080588i,0.00059555-0.00072823i,-0.00056936-0.00056429i,-0.0017721+0.00054297i,-0.0025675+0.0013795i,-0.0021881+0.00082024i,-0.0013304+0.0009759i,-0.00063698+0.0017427i,0.00037535+0.0014728i,0.00091966+0.00071068i,0.0008615+0.00036402i
-0.0013427+0.00080021i,-0.00059298+0.00055321i,0.00019589+0.0016036i,0.0019606+0.0028721i,0.0030923+0.0023612i,0.0031342+0.0016671i,0.0035004+0.0019549i,0.0050652+0.0015874i,0.0057475+0.0011939i,0.0037644+5.0142e-05i,0.0016444-0.0013503i,0.00061964-0.0015054i,0.00078326-0.00035078i,0.0011394-8.0109e-05i,0.0011385-0.00052107i,0.0011968-0.00060162i,0.0013406-0.00073314i,0.00094026-0.0011659i,7.9743e-05-0.0017273i,-0.00026548-0.0011268i,-0.00071076-0.00010224i,-0.0015038-0.00010172i,-0.0015946-0.00021993i
-0.0011727+0.00099538i,-0.00053631+0.0011282i,-0.00028358+0.0024203i,0.0016254+0.0029996i,0.0039139+0.0030686i,0.0054162+0.0025173i,0.0057863+0.00041476i,0.0051488-0.0022782i,0.0031595-0.0032463i,0.0012421-0.0026169i,-0.00091234-0.0019429i,-0.0017655-0.0014554i,-0.00020749-0.0022236i,-1.4253e-05-0.0026621i,-0.0012782-0.0011489i,-0.0023944+0.00017516i,-0.0023868+0.00032257i,-0.0016675+0.00040101i,-0.00053518+0.0010684i,0.0004318+0.0011615i,0.00063954+0.00052414i,0.00063457+0.00026551i,0.00059641+0.0009691i
-0.00041656-0.00094229i,-0.00086111+0.00010021i,-0.00090701+0.0014827i,0.00028268+0.0030271i,0.0010189+0.0020927i,0.001501-0.0005319i,0.0024519-0.0023824i,0.001952-0.0034771i,0.0007076-0.0034715i,-0.001183-0.0017842i,-0.0020634+0.00047196i,-0.00040783+0.0015349i,0.00094381+0.0012843i,0.0013293+0.00048046i,0.0019026-0.00044989i,0.001999-0.0023441i,0.0010589-0.003769i,7.6689e-05-0.0027357i,-0.00072724-0.0010331i,-0.00098624-0.00074867i,-0.0012789-0.00058935i,-0.0011416-0.00026653i,-0.00084595+0.00012803i
-0.00058699-0.0007376i,-0.001192+0.0001749i,-0.00062158+0.00073774i,0.0018118+0.00086333i,0.0026714+0.00078796i,0.0014017-0.00029614i,0.00052583-0.0019171i,-0.00058308-0.0023022i,-0.0027151-0.00039203i,-0.0033865+0.0021391i,-0.001181+0.0024119i,0.00058289+0.0011484i,0.0006217-4.7766e-05i,-0.00041039-0.0013334i,-0.0015704-0.00038272i,-0.0017603+0.0019967i,-0.0016172+0.0030487i,-0.0016352+0.0027665i,-0.0012873+0.0024523i,0.00022358+0.0019341i,0.0019515+0.00091199i,0.0024315+0.0003077i,0.0022617+0.0002512i
-0.0017365-0.0015573i,-0.0013404+0.00041267i,-0.0022845+0.0025525i,-0.0037364+0.0034073i,-0.0044858+0.0040131i,-0.0042723+0.0027859i,-0.0038342+0.0016284i,-0.0032101+0.0022432i,-0.0009625+0.0045376i,0.0010943+0.0056621i,0.0024001+0.0033895i,0.0031918+0.0013112i,0.0025504+0.00072883i,0.0015819-0.00014702i,0.0014455-0.0010641i,0.00077275-0.0016996i,0.00019216-0.0021279i,-9.4781e-05-0.0026381i,-0.00059451-0.0022865i,-0.00073698-3.9807e-05i,-0.00065963+0.0010751i,-0.0011649+0.00052696i,-0.00096559-0.0001566i
-0.0017129+0.00012125i,-0.0014391+0.00092264i,-0.00061256+0.0017205i,0.0014894+0.0036321i,0.0021617+0.0047986i,0.00152+0.0039557i,0.0013491+0.0038563i,0.0018875+0.0041374i,0.0035284+0.0041094i,0.005231+0.0038161i,0.0053785+0.0014384i,0.0035449-0.00091762i,0.0013914-0.0014945i,-4.1503e-06-0.0008349i,-0.0012992-8.9478e-05i,-0.0020474+0.001566i,-0.0014734+0.0034279i,-0.00076679+0.0030185i,-0.00046846+0.00088445i,0.00083294-0.00061925i,0.0019102-0.0012919i,0.0010783-0.0015314i,0.001201-0.0010318i
0.0011118-0.00070333i,0.00061508-0.0010917i,0.0011463-0.00052758i,0.00084418+0.00034764i,-0.00035265+0.0014871i,-0.0017168+0.0035165i,-8.0606e-05+0.0051194i,0.0039012+0.0039495i,0.0056981+0.0012295i,0.0048295-0.00074737i,0.0029213-0.0018171i,0.0013655-0.0012195i,0.0010893+0.00032773i,0.00183+0.00019666i,0.0023045-0.0013244i,0.0014281-0.0021823i,1.6218e-05-0.0021833i,-0.00016284-0.0021389i,9.0254e-05-0.0020942i,6.6686e-05-0.00099678i,7.0818e-05+0.0001297i,-0.00092565+0.00048474i,-0.0016717+9.7442e-05i
-0.0013134+0.0024046i,0.0012592+0.0032534i,0.003016+0.0041433i,0.0036129+0.0044998i,0.0041531+0.0030163i,0.0043652+0.001613i,0.0059035+0.00022739i,0.0072105-0.0023428i,0.0060587-0.0042488i,0.003009-0.0046949i,0.00016805-0.0042787i,-0.0011525-0.0026051i,-0.00038733-0.00099836i,-0.00056887-0.00040972i,-0.0015709-0.00021639i,-0.00083429+8.8853e-05i,0.00028806+0.00088039i,0.00058152+0.0014111i,0.00011437+0.00096396i,-0.00036193-0.00031921i,-0.00056545-0.0019219i,-0.00010977-0.0023965i,0.00029527-0.0013067i
-0.0017325-0.00041633i,-0.0010511+0.001017i,0.00015577+0.0028149i,0.0015616+0.0036701i,0.0029241+0.0041977i,0.003993+0.0043737i,0.0035073+0.0016212i,0.0024796-0.0030426i,-0.00076954-0.005475i,-0.0028937-0.0038252i,-0.0019587-0.0010075i,-0.00047841+0.00058764i,0.00042117+0.001127i,0.0004728+0.00091957i,0.0010479+0.00035073i,0.0010357-0.0012376i,-9.6123e-05-0.0021504i,-0.00077645-0.0018459i,-0.00085748-0.0013413i,-0.00026537+0.00025514i,0.00046048+0.0017161i,0.00078575+0.0023128i,-2.097e-05+0.0014537i
-0.001188+0.00027506i,-0.00057714+0.0001768i,-7.333e-05+0.0011893i,0.0015158+0.0013153i,0.0022365+0.00090703i,0.0023328-0.00086343i,0.0023984-0.0034451i,0.00012505-0.0034773i,-0.0035817+7.5569e-06i,-0.004849+0.002711i,-0.0031297+0.0017758i,-0.0012949+0.00042262i,-0.0013277-0.00015353i,-0.0018693+4.4228e-05i,-0.0021241+0.00027757i,-0.0014192+0.0003386i,3.6833e-05+0.00040868i,5.449e-05+0.00015817i,-0.00036806+0.00024277i,-0.00071477+0.00021235i,-0.00069072-0.00044119i,-1.5037e-06-0.00045206i,0.00043955-0.00047601i
0.00022025+0.001078i,0.00055746+0.0016662i,0.0015759+0.0018395i,0.0015453+0.0018959i,0.0010443+0.00048346i,0.00148-0.00060969i,0.0010378-0.0001106i,-0.0023133+0.00069114i,-0.0041012+0.0024562i,-0.00172+0.0040328i,0.0013265+0.0032024i,0.0019797+0.0010092i,0.00126+0.0003325i,0.0015551+0.000591i,0.0017935+0.00011768i,0.00091628-0.0005646i,-0.0012166-0.00054241i,-0.0019507-0.00040811i,-0.00011589+0.00014112i,0.0014968+0.0010523i,0.0017849+0.0019148i,0.0016145+0.0018707i,0.0014408+0.0013029i
0.0028351-0.00021998i,0.0016483-0.00090413i,0.00025887-0.00096406i,-0.00072499-0.0015957i,-0.0019851-0.0015337i,-0.0045123-0.0011286i,-0.0043548-0.00086254i,-0.00041867+0.0021984i,0.0032332+0.0055037i,0.0047227+0.0050779i,0.0036894+0.0014669i,0.0023084-0.0005758i,0.00086996-0.00016851i,-8.2555e-05-0.00019647i,-0.0001541-7.6666e-05i,-0.00036712+0.00045608i,-0.00021578+0.00073536i,0.00086084+0.00078506i,0.00053827+0.00054948i,-0.00028546+0.00037096i,-0.0011484-2.5407e-05i,-0.0013087-0.00060771i,0.00024485-0.00073384i
0.00059793+0.0025951i,0.0011913+0.0018839i,0.0029289+0.0038692i,0.0022425+0.0056283i,3.1659e-05+0.0030373i,-0.00085039+0.00011627i,1.3419e-05+0.0031442i,0.0026763+0.0054813i,0.0053509+0.0035326i,0.0057+0.00066919i,0.0038285-0.00082324i,0.0017791-0.00038952i,0.0014978+9.8015e-05i,0.0014375+0.00032599i,0.0013118+7.0157e-05i,0.0010324-0.00062398i,-0.0001062-0.0004981i,-0.00047239-0.00097246i,-0.00044673-0.0014931i,0.00055006-0.0010574i,0.0013903-0.0001932i,0.0013292+0.00051508i,0.00098221-0.00020668i
0.001905+7.5638e-06i,0.00064275+0.00049732i,0.00034458-0.00024528i,0.0013202-0.00091901i,0.0011029+0.0011063i,-0.001269+0.0043656i,-0.00041166+0.0040818i,0.0041513+0.00057179i,0.0062848-0.0027865i,0.0042734-0.0031096i,0.0013746-0.0019155i,0.00038413-0.0018121i,0.00045824-0.0017265i,-0.00076144-0.0014449i,-0.0021658-0.00046105i,-0.0017182+0.00066542i,5.7011e-05+0.0010179i,0.0014083+0.00080296i,0.00097387+0.00032836i,-0.00050718-0.00022534i,-0.0013118+0.00011175i,-0.0019635+0.00059355i,-0.000915-0.0001776i
