0.00091518-0.00020627i,0.0012917-0.002479i,0.0017546-0.0046922i,0.0016693-0.0029616i,-6.9205e-05+0.00031726i,-0.0015515+0.0016698i,-0.00077396+0.001825i,0.00074223+0.00088988i,0.0012226+2.5714e-05i,0.0012961-0.00048932i,0.0013023-0.00093626i,0.00049556-0.00099277i,-0.00053626-0.0010543i,-0.001066-0.00078235i,-0.00033055-0.00042633i,0.00044042+5.2352e-05i,0.00015244-0.00058292i,0.00012803-0.00065741i,0.00039488-0.00042909i,0.00096111-0.0010382i,0.0012493-0.00069668i,0.0012007+0.00034285i,0.0011587+3.8642e-05i
-0.00046204+0.0011185i,0.0014396+0.00083566i,0.0026261+0.00084202i,0.0029564+0.00044838i,0.0023046+0.00029731i,0.0016525+0.00075349i,0.0023246+0.00085138i,0.002409+0.00033055i,0.00026912-0.0005124i,-0.00088943-0.00027405i,-0.00011864+0.00054244i,0.00032455+0.00032306i,-0.00039073-0.0002662i,-0.00045485-0.00079747i,0.0006909-0.00016153i,0.00096874+0.00056132i,0.0003473+0.00061136i,-0.00083877+8.0784e-05i,-0.0015539-0.00063015i,-0.0006761-0.00029402i,-5.5074e-05+0.00026357i,0.00012185+0.00031428i,0.00057693+7.9239e-05i
-0.00025879+0.00021218i,-2.9454e-05+0.0011807i,0.0006403+0.0016224i,0.0011198+0.0020047i,0.00078828+0.00176i,0.00027037+0.00081896i,0.00084825+0.00052412i,0.001463+0.00023994i,0.0012045+0.00017383i,0.00079215+0.00042612i,0.00060999+3.9402e-05i,0.00036915-0.00079549i,0.00049738-0.0013234i,0.00042172-0.0010877i,-1.7784e-05-0.00040984i,-0.00060634-0.00088347i,2.4066e-05-0.0016612i,0.00086872-0.0013823i,-4.5432e-05-0.00059284i,-0.00043721+0.00061401i,5.8345e-05+0.00040158i,-0.00041531-0.00033241i,-0.00073684-0.00029273i
0.0008663-0.00047933i,0.00059554-0.002351i,0.0014659-0.0025688i,0.0022904-0.0012802i,0.00043228+0.00017425i,-0.00032343+0.00058476i,0.0016565-2.6587e-05i,0.0024684-0.00078454i,0.0017031-0.00073462i,0.00076067-8.3265e-06i,0.00044127-0.00050658i,0.00060105-0.00095205i,0.00072185-0.00042116i,0.00090262+0.00019885i,0.00069796+0.00018103i,0.0001841+0.00049018i,0.00027+0.00075079i,0.00032801+0.00038635i,-3.2901e-06+2.115e-05i,0.00011837-0.00041085i,0.00043341-0.00046458i,0.00023862+4.8443e-05i,0.00016615+7.9527e-05i
0.00095487+0.0009867i,0.00042012+0.00064185i,0.0006614+0.0010799i,0.0014749+0.0018711i,0.0020346+0.0018207i,0.0019973+0.00086926i,0.0020186-0.00039758i,0.0021653-0.0003805i,0.0022669+0.00051268i,0.0018756+0.0010181i,-0.00030643+0.00055289i,-0.0012648-0.00020034i,-0.00055433-0.00033478i,9.1229e-05-0.00051535i,0.00039106-0.00046046i,-0.00022381-0.00036334i,-0.0011602-0.00070856i,-0.0014009-0.0013047i,-0.00089101-0.00057445i,-0.0005201+0.00014897i,-0.00011812-0.00065303i,0.00037679-0.00022962i,-0.00021785+0.001068i
-0.0033816-0.00093829i,-0.0031884+0.00057278i,-0.0030472+0.0024122i,-0.0015104+0.0035837i,-4.2543e-06+0.0044581i,0.0015551+0.0044388i,0.0022691+0.0019536i,0.0020066-0.00040335i,0.0011601-0.00071144i,0.00079963-0.00014057i,0.0009693+0.00047227i,0.00078824+0.00044995i,0.00047936-0.00018196i,0.00093205-7.2967e-05i,0.00085707+0.00095559i,5.1285e-05+0.00089348i,-0.00015058+0.00038952i,-0.00036354+4.1017e-05i,-0.00041891-0.00017347i,1.2607e-06-0.0001992i,4.154e-05+7.3575e-05i,-5.0707e-05+8.6306e-05i,-1.6534e-05+0.00056423i
0.00030516+0.00032937i,0.00063757-0.0010441i,0.0023002-0.0012983i,0.0014228-0.00053654i,-3.4119e-05-5.8177e-05i,-0.00021706+0.00036596i,0.00046385+0.00047757i,0.0010706-0.00032667i,0.0012831-0.00038951i,0.0016115+0.00072079i,0.0012348+0.0012425i,0.00075776+0.00038511i,0.00098452-0.00034087i,0.0010926-8.1849e-05i,0.00033964+3.4021e-05i,-0.00044705-0.00077926i,-0.00071999-0.00087435i,-0.0011367-0.00055417i,-0.0012794+0.00021255i,-0.0011204+0.0014289i,-0.00083695+0.00086311i,2.636e-05-0.00052047i,0.00020751-0.00097465i
0.0026318+0.0017645i,0.0026643+0.00091271i,0.0029823+0.00034058i,0.003444+0.00024907i,0.0020659-0.00064682i,0.00058861-0.00085012i,0.00050343+0.00027354i,0.00063003+4.1806e-05i,0.00099109-0.00073305i,0.0017523-0.00095468i,0.0016287-0.0011094i,0.0015506-0.00087414i,0.0013314-0.00045584i,0.0010392-0.00076616i,0.0010287-0.00083604i,-7.792e-06-0.00042739i,3.5011e-05+0.00015682i,0.000755+0.00047529i,0.00063951+0.00058339i,2.5561e-05+0.00065824i,-0.00048505+0.000732i,-0.00058289+0.00021094i,-0.00034272+0.00027423i
-3.8632e-05+0.001691i,0.0005998+0.0017678i,0.0017503+0.0017156i,0.003071+0.00017311i,0.0034078-0.0011635i,0.0021057-0.00075151i,0.0017379-0.00086278i,0.002151-0.00087746i,0.0015945-5.4196e-05i,0.0014406+0.00012671i,0.0011173-0.00082018i,0.00051182-0.00088837i,0.00030754-0.00027238i,4.5127e-05-3.3982e-05i,-0.00086997-0.00018395i,-0.0014908-0.00054514i,-0.00056453-0.00053515i,0.00089596-4.2927e-05i,0.0011716+0.00081199i,0.00089387+0.00090654i,0.00064191+0.00018323i,-0.00020784-0.00059229i,-0.00069814-0.00037549i
-0.0010937-0.00068848i,-0.00099111-0.00082153i,-0.00044025+0.00023982i,-3.3892e-05+0.0015906i,-0.00019858+0.0023984i,-0.00014088+0.0013473i,9.0077e-05+0.00089199i,0.00054094+0.0013027i,-0.00015657+0.00074528i,-0.0010144-1.4396e-05i,-0.00080336-0.0008239i,0.0004119-0.00074282i,0.00087199-0.00088659i,0.00052831-0.0010478i,0.00033456-0.00084865i,0.00017122-0.00091625i,-0.00063036-0.00049733i,-0.0010827+7.1148e-05i,-0.00061649+0.00020501i,0.00012622-0.00021394i,0.00037141-0.00046532i,-2.7185e-05+8.1467e-05i,-0.00019205-0.00017124i
7.3229e-05-0.00083412i,0.00046501+3.3351e-05i,0.0011797+0.00061231i,0.0012476+0.00098003i,0.0014495+0.0016706i,0.0018473+0.0019609i,0.0021517+0.0011888i,0.0015342+0.00054814i,0.00084208+0.0011788i,-0.00028625+0.0012638i,-0.0012018+0.001496i,-0.001098+0.0010398i,-0.00087377+0.00032458i,-0.00080782+0.00023251i,-0.00050394+0.00027029i,-0.00066481+0.001083i,-0.00091367+0.00086366i,-0.001215+0.00050517i,-0.00099436+0.00085858i,-0.000166+0.00075952i,6.3174e-05+0.00020225i,-8.5921e-05-0.00049299i,0.00026787-0.00051719i
1.1789e-05+0.0005991i,0.00045358+0.00034077i,0.0011079+0.00090618i,0.00091644+0.0013354i,0.00043419+0.0010868i,0.00062066-5.5367e-05i,0.0015419-0.00063064i,0.0024798-0.00069959i,0.0021155-0.00046383i,0.0011999+0.00049513i,0.00029747+0.00062842i,-0.00011001+0.00044317i,9.0607e-05+0.00023404i,7.3461e-06-0.00038727i,0.00069728-0.00065262i,0.00096825-0.0001209i,0.00074389+0.000383i,-0.00027578+0.00038551i,-0.0015715+0.00036303i,-0.0012464+0.00020889i,-2.9857e-06+0.0001682i,0.00061284-6.1259e-05i,0.0007312-0.00057537i
-0.0023195+0.00033239i,-0.0019648+0.0012153i,-0.00083984+0.0028959i,0.0011027+0.0041563i,0.002949+0.0029193i,0.0025758+0.00096664i,0.0013671+0.00019656i,0.0011639-0.00060414i,0.00083795+7.6657e-05i,0.0010594+0.00102i,0.0012122+0.00094214i,0.0010575+5.312e-05i,0.001053-0.00077103i,0.00087873-0.00084284i,0.00078859-0.00085867i,0.00068646-0.00015009i,0.00019554+0.00064894i,0.00031799+0.00099389i,0.0011088+0.00097008i,0.0010326+0.0007573i,0.00022147+0.00063451i,-8.9129e-05+0.00055303i,-5.1103e-05+0.0004732i
-0.00084245+0.0004859i,-0.00019701+0.00047047i,-0.00045445+0.0011081i,-0.00071218+0.0025434i,-0.00085847+0.0030167i,-0.00082546+0.0017471i,0.00088698+0.00011887i,0.0026746-0.00052877i,0.0023641-0.00092238i,0.0021755-0.00084007i,0.0020902-0.00036728i,0.0015803-0.00038254i,0.0016473-0.00035068i,0.0011417-0.00035804i,7.6121e-05+5.5991e-05i,-0.00061606+6.0619e-05i,-0.00019121-0.0009944i,0.00023189-0.00038793i,0.00017332+0.00052628i,0.0001193+0.00095537i,-0.0001866+0.0011465i,-6.0237e-05-0.00018378i,0.00055945-0.00085376i
0.0022834-0.0022859i,0.00082098-0.0023896i,0.00051351-0.0019566i,0.0015421-0.001426i,0.00082196+5.6286e-05i,-0.00094434+0.0019499i,-0.00081814+0.0016444i,-0.00027994+0.00022494i,0.00059077-0.00044898i,0.0014647-9.6785e-05i,0.00090147-0.00089958i,0.00064059-0.0012124i,0.00026872+0.00016023i,-0.00023422+0.00093127i,-0.00075808+0.00024158i,-0.0012799-0.00069996i,-0.0016724-0.00077138i,-0.0012416-0.00062819i,-0.00048614-0.000353i,-0.00017399-0.00044i,0.00012808-0.00015022i,0.00010269+6.6334e-05i,0.00018569-0.00042749i
-0.0013902-0.00055169i,-0.0012089-0.00019416i,-0.00098805+0.00059237i,-0.00070449+0.0014303i,-0.001064+0.0013214i,-0.0013705+0.0012032i,2.5118e-05+0.0018262i,0.00066036+0.0014245i,6.3488e-05+1.4066e-05i,-0.00024959-0.00075665i,-0.00012261-0.0012968i,0.00012943-0.0016595i,0.00031383-0.001039i,-1.6033e-05-0.000101i,-0.000433+0.00010493i,-0.00040525+0.00012569i,-0.00040208+0.00012684i,0.00012007+0.00068095i,0.00051658+0.0015562i,0.00033693+0.0019625i,-0.00022572+0.0014017i,-3.346e-05+0.00057025i,0.00020752-6.9405e-05i
0.00081905-0.0031275i,0.00066698-0.0016371i,0.0001902-0.00044097i,0.00013623+0.00030867i,0.00036828+0.0021898i,0.0013057+0.0038882i,0.0021277+0.0026606i,0.0014189+0.00098326i,-0.00013995+0.00020531i,-0.00042757-0.00010204i,-0.00037249+0.00054056i,-0.00028219+0.00018088i,-0.00014495-0.00022637i,-0.00028825+0.00058117i,0.0002635+0.00051289i,0.00061109-0.00048762i,0.00011454-0.00086258i,-0.0011151-0.00071399i,-0.0019779-0.00080341i,-0.0015488-0.0010557i,-0.00084599-0.0010964i,-0.00033154-0.00094418i,-4.1345e-06-0.0012139i
-0.00075005-0.0014573i,-0.0008913-3.401e-05i,-6.9949e-05+0.00050309i,0.001089+0.0016299i,0.00025776+0.0035723i,0.00031315+0.0030077i,0.0015446+0.0012538i,0.0012573+0.00048695i,-5.0596e-05+0.00020634i,-0.00096418+0.0010699i,-0.00089041+0.0013123i,0.00036441+0.00097295i,0.0015137+0.00038549i,0.0017205-8.7398e-05i,0.00095725+0.00027274i,0.00024579-0.00031424i,0.00044686-0.0004439i,0.0011565+0.00025241i,0.00086726+0.00092387i,0.00017391+0.0012178i,0.00028551+0.0012653i,2.7308e-05+0.0010763i,-0.00052887+0.00028308i
0.00052569+0.0015658i,-3.8492e-05+0.0013773i,0.0012394+0.0011466i,0.0015502+0.0010641i,0.0013556+0.00059948i,0.0017913-0.00023784i,0.0020919-0.0005616i,0.0025786-0.00089429i,0.0023581-0.000393i,0.0011879+0.00070438i,0.00040352+0.0017159i,-0.0002152+0.002011i,-0.00034537+0.0011185i,-0.00011968-0.00015062i,3.871e-05-0.00052283i,0.00062145-0.00033529i,0.00036618-9.9271e-05i,-0.00063181-0.00057073i,-0.00030382-0.00092227i,0.00048176-0.00049514i,0.00031942+4.875e-05i,0.00025287+0.00019836i,0.00060222+0.00028898i
-0.0014037+0.0022646i,-0.00038996+0.0029621i,0.0015127+0.0036136i,0.0017619+0.0022522i,0.00048873+0.0010166i,-0.00066435+0.00068276i,-0.00031106+0.00040113i,-0.00045236+0.00017795i,0.00017367+0.00025426i,0.0016135+0.00087754i,0.001477+0.00064463i,0.0010907+5.2472e-05i,0.00097169-0.0002235i,0.00015518-0.00055225i,-0.00039511-0.0013472i,-5.1489e-05-0.0021703i,0.00014708-0.0021034i,0.00049823-0.0010464i,0.00069436+0.00052528i,0.0010972+0.00044751i,0.0006335-0.00031889i,-2.7771e-05-0.0002512i,5.8374e-05-3.7699e-05i
3.7259e-05-0.00019286i,0.00038302+0.00037325i,0.0012141+9.7237e-05i,0.00227+0.00021839i,0.0022241+0.00072231i,0.0009867+0.00079059i,0.00061891+0.00052762i,0.0016976-0.00021002i,0.002666-0.00092246i,0.0027321-0.00040592i,0.0023754+0.00061103i,0.0021481+6.436e-05i,0.001734-0.00083343i,0.00090666-0.00099547i,-0.00047101-0.00029072i,-0.00085539-8.7853e-05i,-0.0011514+0.00020333i,-0.001817+1.7745e-05i,-0.001426-0.00056954i,-0.00033642+1.1582e-05i,0.00045477+0.00024754i,0.00055583-0.0001708i,0.00035218-0.00016058i
-0.00022226+0.0022858i,0.00089318+0.0014824i,0.0020352+0.0014927i,0.0017106+0.0017565i,0.00034845+0.0017176i,-0.0003169+0.0015244i,-0.00025578+0.0014664i,-0.00042662+0.0014377i,-0.00027322+0.00083116i,0.00097643-0.00070373i,0.0020043-0.0019472i,0.0014622-0.0015475i,0.0005446-0.00099047i,0.00014892-0.0010343i,-0.00015835-0.00042509i,-0.0003841+0.00021918i,-3.086e-06+0.00062697i,0.00011448+0.00098639i,0.00014678+0.0014699i,0.00053195+0.0011917i,0.00043337+0.00037516i,-4.3766e-05+0.00041463i,-0.00016311+0.00021537i
-0.00019743-0.0015663i,-0.00024117-0.0010437i,-0.00054013-6.473e-05i,0.00036923+0.00056527i,0.001103+0.0010517i,0.0014205+0.0019066i,0.001329+0.00061428i,0.0017109-0.0010556i,0.0017259-0.0014708i,0.00085226-0.0011016i,-0.00031637-0.00012941i,-0.0009735-0.0002316i,-1.9419e-05-0.00098718i,0.00090779-0.00075628i,0.001401-0.00032074i,0.0015137+0.00013451i,0.00045089+0.00055012i,-0.00058628+0.00037647i,-0.00053521+0.00012158i,-0.00052972+0.0001207i,-0.00091455+0.0006067i,-0.0007487+0.00020636i,-5.0681e-05+0.00015065i
-0.00082221+0.00012168i,-0.0010623+0.00063254i,-0.0012565+0.0017535i,-0.00059131+0.0025666i,-7.2566e-05+0.0021481i,-0.00011462+0.0018737i,0.0013501+0.0025862i,0.0022355+0.0028668i,0.00064355+0.0019531i,-0.0018293+0.00026562i,-0.0023148-0.00082014i,-0.0014277-0.00067024i,-0.00068851-0.00089066i,0.00027227-0.00086855i,0.0004271-0.00040444i,0.00029818-0.00050808i,0.00058085-0.0012728i,0.001352-0.0009812i,0.0018341+0.00014886i,0.0013486+0.00080812i,0.00078065+0.00036452i,0.00011478-0.00066606i,-0.00046513-0.00038871i
-0.0015875-0.0011564i,-6.9149e-05-0.00035789i,0.00034468+0.0013075i,0.0020827+0.0026739i,0.0032241+0.0024588i,0.0024229+0.0010766i,0.0015391-0.00034063i,0.0018328-0.00077169i,0.0011241-0.00030721i,-0.00047864+0.00070234i,-0.00082392+0.00085679i,-0.00092824+0.0002768i,-0.00098644-0.00012242i,-0.00050369-0.0005585i,0.00045225-0.001333i,0.0005086-0.0014426i,-0.0001959-0.00070145i,-0.0010681+0.0010918i,-0.002405+0.0016544i,-0.0022478+0.0003964i,-0.0011265-0.00032557i,0.00011388-0.00033992i,0.00092168-0.00074556i
0.0017074-0.00055115i,0.00060067-0.00064106i,-0.00015061-0.0001154i,-0.0014423+0.00053804i,-0.0028045-0.00036301i,-0.0015334+0.00026407i,0.002218+0.00097475i,0.003423+0.00025289i,0.0014176+0.00083863i,-0.00042943+0.0017838i,-0.0003159+0.0014128i,0.0006141+0.0014009i,0.00051985+0.0013832i,-0.00010226+4.9338e-06i,3.9651e-05-0.0010377i,-0.00020918-0.001341i,-0.0011589-0.0013281i,-0.0011906-0.0011149i,0.00052131-0.00072593i,0.001683+0.00034408i,0.0014168+0.00051037i,0.0014257-6.9918e-05i,0.0008788-0.00047875i
-0.000237+0.0027238i,0.00070091+0.0020244i,0.0023738+0.0019608i,0.0035777+0.0021675i,0.0022895+0.0014107i,0.00040707+0.00022691i,0.00019451-0.00059256i,0.00085203-0.0004639i,0.0010371+0.0006454i,0.0016379+0.0019545i,0.0020199+0.0018876i,0.0015641+0.0001734i,0.00093587-0.0011168i,0.00070984-0.00060564i,0.00082761+0.00058357i,0.00070921+0.00056661i,0.0001504+0.00090671i,-0.0013409+0.001251i,-0.0019935+0.0011516i,-0.0015947+0.0013144i,-0.00086317+0.00089666i,0.00053449+0.00065559i,0.0011025+0.00064747i
0.0024985-0.00049326i,0.0014184-0.0010897i,0.0008819-0.00095874i,0.0016203+0.00020117i,0.0012167+0.0012323i,0.00099532+0.0012502i,0.001622+0.00011745i,0.0016618-0.0012405i,0.0014708-0.0010563i,0.0024425-0.000225i,0.0026285+0.00027643i,0.00098123+0.0002775i,0.00060329+0.0001142i,0.00077841+7.5194e-05i,0.00041572+0.00012033i,0.00030168-2.5108e-05i,8.5164e-05-0.0003529i,0.0002294-0.00161i,0.00061465-0.0015616i,0.00042648-0.00020583i,0.00029695+0.00049659i,0.00024798-4.9445e-06i,-9.1747e-05-0.00025795i
-0.0017931+8.0326e-06i,-0.0011299+0.001321i,-0.00084305+0.0034606i,0.0014639+0.0031884i,0.0032961+0.0022663i,0.0028075+0.0021363i,0.0015116+0.0023857i,-0.00036466+0.0016821i,-0.00024992+4.3227e-05i,0.0013942+7.4813e-05i,0.0025405+9.816e-05i,0.0020293-0.00079881i,3.7982e-05-0.0011395i,-0.00010472-0.00073362i,0.0012915+3.7731e-05i,0.0019135+0.00042926i,0.0011237+0.00081785i,-0.0003278+0.00087042i,-0.00035357+0.0013397i,-0.00052786+0.0013941i,-0.00074876+0.00019895i,0.00036908-0.0003941i,0.00073838-0.0004699i
-0.0032783-0.0010487i,-0.0028298+0.00046933i,-0.0026148+0.0030651i,-0.0014416+0.0044522i,0.00014421+0.004026i,0.0019352+0.0031264i,0.0021972+0.0020222i,0.0021363+0.00022381i,0.0013915-0.0003923i,8.825e-05+0.00034189i,-7.8004e-05+0.00020197i,0.00020472-0.0008748i,6.3012e-05-0.0014073i,8.3989e-05-0.0012621i,8.867e-06-0.0015183i,0.00015502-0.0019841i,-0.00029643-0.0019569i,-0.0010724-0.0018998i,-0.0005628-0.0019193i,-4.6174e-06-0.00076969i,0.00033723+0.00042228i,0.00032949+0.001073i,0.00032641+0.0011505i
-0.00056833-0.0025185i,-0.0013817-0.001977i,-0.001742-0.0014941i,-0.00039156-0.00050749i,0.00050713+0.0016232i,0.0017389+0.0031257i,0.0043958+0.0030115i,0.0052504+0.0018282i,0.0022962+0.0011623i,-0.00072228+0.00078816i,-0.00031769-7.4779e-05i,0.0008005-7.8509e-05i,0.00086186+0.00050364i,0.00077222-7.7428e-05i,0.0010495-0.0011306i,0.00043393-0.00099058i,-0.00043622-0.00022982i,-0.00044031+0.00011082i,-0.0011454+0.00086384i,-0.0014164+0.00098116i,-0.00047849+0.00033245i,0.00095212+1.4792e-05i,0.00087401-0.00055421i
-0.00028083+0.00035574i,-0.00032033+0.0017591i,-0.00039803+0.0022459i,-0.00030736+0.0024841i,0.00014847+0.0018522i,0.0016709+0.00072135i,0.00217-0.00028299i,0.0013961-0.00058244i,0.00087042-0.00048968i,0.00032886+1.9523e-06i,-0.0001546+0.00047536i,-0.00040605-5.1448e-05i,-0.00019394-0.00036762i,-6.0942e-05-0.00064095i,-0.0012002-0.0011094i,-0.0017231-0.00088109i,-0.0018207-0.00074203i,-0.0018215-0.00061423i,-0.0013711+8.4842e-05i,-0.00085782+0.00083733i,0.00016778+0.00093576i,0.00098661+0.00039454i,0.00039476-0.00029733i
0.0012941-0.0015839i,-0.0003458-0.00071115i,0.00077181+0.00081921i,0.0029568+0.0002598i,0.0027701-0.00011452i,0.0017463+0.00045003i,0.0018561+0.00039895i,0.0018353-0.00036898i,0.00084496-0.00046247i,0.00029938+0.00056367i,0.00039708+0.0011278i,0.00044974+0.00072019i,0.00073876+0.00012789i,-0.00015221-0.00074197i,-0.00038033-0.00077925i,0.00040231+0.00029303i,0.00066016+0.00099715i,0.00084496+0.001659i,0.00055215+0.0018355i,0.00023432+0.0010469i,0.00047802+0.00050955i,0.00025292+0.00046698i,-0.0001951+0.0004137i
0.0014931-8.6642e-05i,0.0012313+0.00010084i,0.00094309+0.00055941i,-0.00030045+0.0011208i,-0.0018415+0.00090822i,-0.0017669-0.00059702i,-0.0010596-0.0014383i,7.3873e-06-0.0011956i,0.00051583-0.00055571i,8.3215e-05+0.00022549i,-9.5409e-05+0.00080011i,0.0005925+0.00065697i,0.0008875+0.0003372i,0.00046831+0.00023103i,0.00079597+0.0011269i,0.00071945+0.0019087i,0.00015446+0.00087838i,-0.00048959-0.00025708i,-0.00084806-0.00077368i,-0.00049292-0.00039265i,1.3001e-05+0.00014265i,-0.00031996+0.00025677i,-4.5336e-05+0.0011131i
0.0014639-0.00091374i,-0.00010131+0.00067628i,0.00020709+0.0012255i,0.0020073+0.00085185i,0.0019019+0.00097626i,0.00026142+0.00077749i,6.6096e-06-5.2991e-05i,0.00067808-0.0010624i,0.0010293-0.00095089i,0.0012856+0.00017081i,0.0012495-0.00020349i,0.0006722-0.00053076i,0.00062385-0.00011447i,0.0012181+0.00036899i,0.0016209-0.00010183i,0.0021121-0.00035148i,0.0024922+2.0481e-05i,0.0021179+0.00031457i,0.0010684-0.00024101i,6.3894e-05-0.00092846i,0.0003175-0.00028058i,0.00058705+5.3817e-05i,0.00022931-0.00012829i
0.00066803+0.00053986i,0.00063484+0.00032593i,0.0010632+0.00097058i,0.00033807+0.0010922i,-0.0010579+0.00069211i,-0.0016926+0.0020694i,-0.0016157+0.0025835i,-0.00054414+0.001063i,0.00075886+0.0010358i,0.0012794+0.00065316i,0.0011623-0.0010768i,0.00048359-0.0011791i,4.282e-05-0.001226i,-0.00040995-0.0015384i,-0.00059115-0.0015553i,-0.00021299-0.0015114i,-0.00087181-0.0010794i,-0.0021761-0.0001875i,-0.0028241+0.00051547i,-0.0027473+0.00036954i,-0.0017294+0.00010686i,-0.00046144+0.00043612i,5.4432e-05+0.0004193i
0.0015321+0.00014645i,0.0022724+0.00070576i,0.0032345+0.0011649i,0.0031545+0.0011966i,0.0030479+0.00098029i,0.0026116+0.001305i,0.0027858+0.001418i,0.0033592+0.0010299i,0.0023818-0.00050461i,0.0012127-0.00099537i,0.00015922-0.00032919i,8.0504e-05-0.00018437i,0.00020593-0.00046351i,-0.00079569-0.00087848i,-0.00044477-0.00082435i,0.00056421-0.000727i,0.00076829-0.00081724i,0.00048282-0.00047191i,0.00040516+0.00070981i,0.00027613+0.0015087i,0.00014478+0.00088793i,0.00049152+0.00032272i,0.0003704-0.00011462i
-0.00020176+0.00063368i,0.00091904+0.0014537i,0.00066717+0.0019654i,-1.3614e-05+0.0025814i,-0.00012017+0.0029831i,-0.00019515+0.0026074i,0.00074283+0.0020706i,0.0017313+0.00094987i,0.0013642-0.0002194i,0.00021058-0.00046551i,0.00026759-7.2588e-05i,0.0012546-0.00043002i,0.0010214-0.0011015i,-0.00043695-0.0010624i,-0.002203-0.00030344i,-0.0036259+0.00033611i,-0.0033659+0.0013055i,-0.0022946+0.0021473i,-0.0012081+0.0016341i,-0.00012018+0.0008481i,0.00046988+3.2095e-05i,0.00066303-0.00031263i,0.00077878+0.00037462i
-0.00056762+0.0014772i,0.00060851+0.0020826i,0.0020672+0.0016272i,0.0042305+0.0018555i,0.0048185+0.0024815i,0.0035302+0.0016707i,0.0034867+0.00048859i,0.0032679-0.00012699i,0.0019005-0.0010618i,-0.00015812-0.0012i,-0.0012874-0.0002454i,-0.00075632+0.00023183i,-0.00055677-0.00033635i,-0.00012773-0.00061345i,0.00028257-0.00014508i,2.9996e-05+0.00083253i,0.00035317+0.0015107i,0.0014256+0.00070567i,0.001559-0.00099134i,0.0020408-0.0014032i,0.0027092-0.00097867i,0.0016712-0.00012132i,0.00035835+0.00057665i
-0.00060547+0.00078086i,0.00015015+0.00066846i,0.00067404+0.0014784i,0.00026859+0.0020998i,-0.00032793+0.0013855i,7.852e-05+0.00061683i,0.00066009-0.00035625i,0.00046566-0.0016378i,0.00056073-0.0013334i,0.0010335+0.0007361i,0.001078+0.0014627i,0.00033368+0.00088449i,3.9576e-05-0.00038102i,-0.00056584-0.00016193i,-0.00061145+0.0010466i,0.00015415+0.0012817i,0.00033082+0.0017779i,-0.00025302+0.0016279i,-0.00071796+0.00093803i,-0.00054893+7.9628e-05i,0.00022104+0.00020764i,0.00026036+0.00045333i,-8.6632e-05-1.4759e-05i
-0.0013861+0.0011465i,2.8039e-05+0.0024879i,0.0020353+0.0045218i,0.0041273+0.0043951i,0.0048314+0.0025107i,0.0036454-0.00020589i,0.0013514-0.0015675i,0.00045581-0.00097076i,-0.00022775-6.2191e-05i,-0.00070294+0.0004677i,-0.00016+0.00072822i,0.0010563-2.7658e-05i,0.0015392-0.0012991i,0.0013431-0.0017204i,0.0011367-0.00088406i,0.00069577-0.0011752i,0.00070174-0.0018963i,0.0006668-0.0019386i,0.00024102-0.0014398i,0.00023617-0.0010049i,0.00059492-0.00041537i,0.00029655+0.00035757i,-0.00066452+3.1227e-05i
0.0009581+0.00045849i,0.0006502-9.0465e-05i,0.00057006-0.00085701i,-0.00026915-0.00015587i,-0.0019756+0.0013087i,-0.0025776+0.0018558i,-0.001604+0.0011596i,-0.0011277+0.00044997i,-0.0011883+0.00030253i,-0.00058512-9.0362e-05i,0.00054927+0.00027293i,0.00060065+0.00044735i,0.00046473+0.00018969i,0.0006109+0.00036638i,0.00020461+0.00011985i,0.00034948-0.00047524i,0.00060526+2.0543e-05i,-0.00010454+0.0014725i,-0.00068482+0.0027386i,-0.00064582+0.0025672i,-0.00014955+0.0011629i,0.00024587-7.7177e-05i,0.00048931-0.00038937i
0.00052083+0.0003139i,0.00057809+0.00090677i,0.00051112+0.001368i,0.0010489+0.0018829i,0.0013017+0.001637i,0.00096687+0.00080706i,0.0014693+0.0020298i,0.0020953+0.0034439i,0.0025646+0.0024815i,0.0021398+0.0017075i,0.0016285+0.0009521i,0.0014521+0.00033464i,0.00041661-0.00041276i,-0.00016549-0.0016272i,-0.00026497-0.0019097i,-0.0011042-0.0025364i,-0.0015318-0.002894i,-0.001002-0.0019207i,-0.00053106-0.0016485i,-0.00015315-0.0012286i,0.00043197-0.00049022i,0.00039555+0.00026335i,-0.0007865+0.00023413i
-0.0013205+0.00032227i,-0.00088479+0.0009017i,-0.00054212+0.0031712i,0.00017723+0.0044313i,0.00033713+0.0048988i,0.00034709+0.0040825i,0.0011939+0.0022075i,0.0021437+0.0016335i,0.0024068+0.0019556i,0.0027915+0.0011399i,0.0022228-0.0004919i,0.0014413-0.00097665i,0.001404-0.0011855i,0.00096368-0.001604i,1.9629e-05-0.0011565i,-0.00099652-0.00014294i,-0.00088102+0.00065941i,-3.5597e-05+0.0010348i,0.00071477+0.00080546i,0.00067374+0.00062639i,0.00043596+0.00017407i,0.00080162-0.0006904i,0.00051252-0.0011579i
