-0.00074492+0.00035023i,-0.00073863-0.00092391i,-0.00017644-0.0016574i,0.00042484-0.0021708i,-7.514e-05-0.0031806i,-0.0012026-0.0022661i,-0.001965-0.00043295i,-0.0016023+0.001082i,-0.0001503+0.0011505i,0.00096042+6.0039e-05i,0.00077247+0.0002281i,-0.00022449-1.6981e-05i,-0.00013032-5.0277e-05i,0.00024297+0.00014718i,0.00010845-0.00026551i,-0.00014908-0.00062187i,-0.00010186-0.00098187i,-0.00030302-0.00044201i,-0.00087774+8.267e-05i,-0.0012099-0.00035133i,-0.0007898-0.00060711i,2.7486e-05-0.00038081i,0.00047936-6.8136e-05i
-0.0012248-0.00031578i,-0.0011089-0.00022385i,-0.0013452+0.00020548i,-0.00082125-0.00028779i,-0.0001833-0.00073154i,-0.0012821-0.00085978i,-0.0014344-0.00046891i,-0.00075206-8.4846e-05i,-0.00035823-4.2638e-05i,-0.00028226+9.1028e-05i,-0.0001351+0.00029282i,0.00021244+0.00021681i,0.00015386+0.00036878i,1.6222e-05+0.00013072i,0.0004614-0.00044411i,0.00041311-0.00058159i,0.00041224-0.00029206i,-5.7094e-05+0.00033088i,-0.00055563+0.00040156i,-0.00041258+8.9568e-05i,-9.3751e-05-0.00018883i,0.00027974+0.00038788i,-0.0001163+0.00044995i
0.00048929-6.8684e-05i,-2.9987e-05-0.00035856i,-0.00041962-0.00058764i,-0.00084665-0.0017911i,-0.0010811-0.0019815i,-0.0011389-0.00051849i,-0.00090006+0.00016717i,-0.00071846-0.00078743i,-0.00011569-0.0013261i,0.00029041-0.00075618i,0.00061076-0.00018077i,0.00080365+0.00014487i,0.00069393+0.00037632i,0.00051652+0.0005389i,0.00029662+0.00016502i,0.00015626-0.00023112i,-0.00050236-0.00028218i,-0.00076026-0.00064147i,-0.00061346-0.0002899i,-0.000258+0.00052i,0.00070233+0.00043961i,0.00061507-4.7578e-05i,0.00033511+0.00040488i
-0.0012778-0.0023316i,-0.0017954-0.0026161i,-0.0026678-0.0024247i,-0.0018652-0.0011454i,-0.0012507-0.00030253i,-0.00030496+0.00051781i,-0.0001312+0.00047271i,-0.00085765-0.00039942i,-0.0012857-0.0009217i,-0.00065945-0.00066773i,-0.00035161+0.00015086i,-0.00012879+0.00032617i,0.0010432+0.000486i,0.0010208+0.00049049i,-0.00034152-0.00048704i,-0.00076119-0.0011347i,-0.00024999-0.0011476i,0.00050868-0.00067924i,0.00077606-0.00019524i,0.00097997+0.00053438i,0.00055429+0.00060272i,-0.00032139-0.00019614i,-2.0281e-06-0.00088494i
-0.00016377+0.00141i,2.6049e-05+0.0006995i,0.0010799-0.00029855i,0.0019802-0.0012792i,0.0012093-0.0022431i,-0.00015663-0.0015701i,-0.00066968-0.00075327i,-0.00091349-0.00079774i,-0.0013648+0.00010532i,-0.000543+0.00055609i,0.00064916-0.0003987i,0.00016986-0.0006516i,-0.00058785+0.00045572i,-3.2789e-05+0.00044135i,0.00030253+0.00055816i,0.00029657+0.00081508i,0.00014013+0.00023944i,-0.00039816-5.6564e-05i,0.00016142-0.00011331i,0.000822-0.00023108i,0.00029916-0.00013373i,-0.00010706+0.00085438i,0.0002091+0.0010754i
0.00109-0.0005535i,0.0014177-1.2201e-05i,0.00075281-0.00084099i,8.8576e-05-0.0016233i,-0.00053325-0.0019485i,-0.0006738-0.0021988i,-0.00018796-0.0010553i,-0.00014743-0.00034108i,-0.00012212-0.00045738i,1.7503e-05-0.00061998i,0.00032267-0.00031987i,0.00064153+0.00096316i,0.00049374+0.0012922i,0.00027665+0.0010866i,-0.00014795+0.00079194i,-0.00063617+0.00033626i,-0.00092821+0.00012508i,-0.00087872-4.1803e-05i,-0.00027062+0.00027266i,0.0002363+0.00089774i,-0.00020698+0.00091708i,-0.00016519+0.00091952i,-0.00042999+0.00056099i
0.0015453+0.0011097i,0.0010857+0.00097622i,0.0010043+7.684e-05i,0.00096859-0.0017097i,0.00055776-0.0025895i,-0.00067474-0.0027111i,-0.0018673-0.0019758i,-0.0014991-0.001044i,-0.001036+3.3811e-05i,-0.00082904+0.00017279i,-2.6795e-05-0.00018938i,2.9236e-05+0.00054638i,-0.0001448+0.0009333i,0.0012587+0.00078537i,0.0011791+0.00068847i,-0.00022258+0.00049103i,-0.001166+0.00041804i,-0.00053972+0.00041117i,0.00056135+0.00032825i,0.00059382-0.0001397i,0.00019304-0.00018117i,6.4756e-05+4.8853e-05i,0.00032841-0.00052342i
-0.00075273-0.0011253i,-0.00020249-0.00038641i,-0.00080692+0.00038939i,-0.00049758-0.00014662i,0.00046135-9.0768e-05i,0.00032113-0.00016462i,5.4252e-05-0.0008407i,-0.00011811-0.00049054i,-0.00091537-0.00021379i,-0.0010361-9.3084e-05i,-0.00066476+2.4769e-05i,-0.00011275-0.00021786i,0.00019884+0.00017623i,0.00022588-0.00019613i,0.00049947-0.0012084i,0.00055151-0.00061017i,0.0004672-0.00044465i,-0.00010293-0.00067661i,-0.0008407-0.00062439i,-0.00043105-0.00052049i,0.00089389-0.00010458i,0.0009398+0.00021225i,5.3112e-06+0.00046249i
0.00071178+5.28e-05i,0.00020857+0.00010584i,0.00013828-0.00086832i,0.00016745-0.0022051i,6.1772e-07-0.003071i,-0.00037863-0.0015169i,-0.00032027+7.7043e-05i,-0.00045753+1.7305e-05i,-0.00071114-0.00019533i,-0.00061523-0.00041228i,-0.00084454-0.00034825i,-0.00090831-5.7625e-05i,-0.00066417+0.00022721i,-0.00064473+0.00021588i,-0.00063082-0.00055096i,-0.00032838-0.0010994i,0.00051074-0.00030237i,0.00087934+0.00035184i,0.00033163+0.00049514i,-0.00012715+0.00050298i,-0.00046861+0.00023685i,-0.00011905-0.00046764i,0.00035575-0.00081799i
-0.00095954+0.00077253i,0.00013606+0.00077819i,0.0010897+0.0007906i,0.0015197-0.00074828i,0.001019-0.0018554i,-0.00022098-0.0019211i,-0.0010017-0.0016355i,-0.0014238-0.00099125i,-0.0013087-0.00037872i,-0.00048619-0.00012477i,0.00010386-0.00013857i,-3.9942e-05-0.00035604i,-0.00058821-0.00020072i,-0.00085326-2.9339e-05i,-0.00035568-0.00025806i,0.00063716-0.00070712i,0.00077366-0.00083434i,-1.7997e-05-0.0010525i,-0.00017946-0.0010547i,-0.00014845-0.00015761i,-0.00048636+0.00059043i,-0.00018531+0.00040016i,-0.00036895-0.00021605i
0.00010805+0.00039075i,0.00016289+0.00028442i,-0.0005378-0.00040351i,-0.0010494-0.0012483i,-0.00061798-0.001646i,-0.0003255-0.0016342i,-0.00049817-0.0013924i,-0.00055372-0.0012822i,-0.0014428-0.0013544i,-0.0014741-0.0012216i,-0.00066874-0.00030194i,-0.00044507+0.00028233i,-0.00040317+0.00011831i,-0.00067784-0.0003879i,-0.00046602-0.00017037i,-0.00017945+0.0002075i,0.0002182-0.00058289i,-5.8324e-06-0.00041901i,-0.00052375+0.00052481i,1.3415e-05+0.00059573i,0.00041746-0.00025808i,0.00085788-0.001212i,0.00089804-0.00059834i
0.0011461+0.0011074i,0.0016403+0.00044605i,0.0025409-4.1212e-05i,0.0019551-0.0015724i,0.0003678-0.0016106i,-0.00062175-0.00030627i,-0.00094065-2.4282e-05i,-0.00077916-0.00023317i,-0.00026732+3.0651e-05i,0.00020623+0.00036283i,0.00036913+0.00053497i,0.00055768+0.00060885i,0.00068539+0.00011763i,0.00059693+3.5534e-05i,-1.6786e-05+0.00030377i,-0.00072347-0.00041499i,-0.0010078-0.0010664i,-0.00070601-0.00018269i,-0.00044461+0.00025801i,-0.00050249+0.00017686i,-0.00067268+0.00010609i,-0.00076058-0.0002193i,-0.00021551+0.00021591i
-0.00058761+0.00026995i,-0.00097502-0.00048238i,-0.00030505-0.0016113i,0.00015885-0.0023339i,-4.6716e-05-0.0018505i,-0.00086323-0.000678i,-0.0015928-0.00033295i,-0.0011162-0.00038964i,-0.00033899-0.00047822i,0.00037717-0.00047025i,-3.8793e-06+1.2811e-05i,-0.00039515+0.00016996i,-3.367e-06+0.00011692i,-7.1487e-06+7.2763e-05i,-0.00041636-0.00026876i,0.00027059-0.00053364i,0.00058613-0.00084651i,0.00065202-0.00094343i,0.0012894-2.2705e-05i,0.00084117+0.00084563i,0.00075592+0.00065807i,0.0010398+0.00046884i,0.00020107-5.2673e-05i
0.0012835-0.00037769i,0.00099306-0.00039247i,0.0011838-0.0013445i,0.0015476-0.0024053i,0.0008878-0.0022388i,-0.0007079-0.0015349i,-0.0013015-0.0015451i,-0.00087742-0.0012956i,-0.00064541-0.00073013i,-0.00043001-0.00075794i,-0.00042406-0.0003461i,-0.00074333+7.0488e-05i,-0.00066306-4.9782e-05i,-0.00012129-0.00032256i,6.0754e-05-0.0004726i,-0.00070176+7.5348e-05i,-0.00074942+0.00028003i,-0.00026714+0.00019531i,-0.00045021-0.00041159i,-4.8862e-05-0.00050985i,-0.00014853+0.00024591i,-6.091e-05+0.00050043i,0.00029636+0.00035902i
-9.2496e-05-0.0010552i,0.00035903-0.00088322i,-0.00011426-0.00080399i,-0.0020634-0.0011233i,-0.003263-0.0016575i,-0.0021068-0.00069801i,-0.0010883+0.00059619i,-0.0010538+0.00019163i,-0.0010461-0.00081629i,-0.00047338-0.00097346i,0.00021332-0.00052749i,0.00051255-2.915e-05i,-5.7442e-05-0.00011031i,-0.0003435-0.00061796i,8.1904e-05-0.00063935i,0.00017217-0.00027857i,-0.00048456+0.00046564i,-0.0016537+0.0007662i,-0.0015839+0.00060775i,-0.0012947+0.00059713i,-0.00036354+0.00045412i,0.00045397+0.00050093i,0.00017149+0.00061511i
0.0023415-6.8709e-05i,0.0015286+0.0001428i,0.00066098-0.0013127i,0.00071769-0.0033131i,0.00024909-0.0030971i,-0.00033351-0.0014269i,-8.9804e-05-0.00032175i,3.926e-05+7.4429e-05i,7.7739e-06-7.9585e-05i,-4.2194e-05-0.00068858i,1.9632e-05-0.0012589i,-3.5888e-05-0.00090605i,-0.00031951-7.7092e-05i,-0.00034478+5.2468e-05i,-0.00044228-0.0002482i,-0.00032899-0.00049092i,3.0172e-05+1.2145e-06i,4.1118e-05+7.8822e-05i,0.00070359-0.00031152i,0.0006949+9.1255e-05i,-0.00011918+0.00071024i,-0.00026467+6.0545e-05i,-1.6893e-05-0.00048804i
0.00059512+0.0002178i,0.0012545-0.00038228i,0.0022146-0.00042695i,0.0012412-0.00030264i,-0.00078327-0.000606i,-0.0016732-0.00089949i,-0.0013945+0.00015382i,-0.00059196+0.00069771i,-0.00073147-3.7905e-05i,-0.00089839+8.3786e-05i,-2.7438e-05+0.00069755i,0.0011173+0.00047631i,0.00050731+0.00019627i,-0.00018156+0.00020896i,-0.00044113-0.00055188i,-0.00039656-0.0010537i,-0.00040243-2.0845e-05i,-0.00063093+0.00026478i,1.5063e-05+0.00020844i,0.00025362+0.00038781i,5.4805e-05+0.0007275i,9.85e-05+2.9456e-06i,0.00022394-0.00081035i
-0.0010242+0.0006947i,1.4093e-05-0.00029915i,-0.00078767-0.00047049i,-0.00057108-0.0014428i,0.0006649-0.0023822i,0.00052981-0.0017529i,-0.00027994-0.0004417i,-0.0013409+2.9256e-05i,-0.0013448+0.00021412i,6.7136e-05+0.000264i,0.00073474-0.0002658i,1.7992e-05-0.00032323i,-0.00074475-0.00084285i,-0.00079269-0.0012519i,-0.00052195-0.00062785i,-0.00017295-0.00013334i,0.00024015+0.00049635i,0.00034306+0.00095009i,0.0004736+0.00099578i,0.00096341+0.00048221i,0.001183-0.00012549i,0.0011049+3.1801e-05i,0.00016688+5.5803e-05i
0.00062677-0.0010381i,0.00064799-0.001541i,0.0006893-0.0019586i,0.0005633-0.00249i,-0.00018988-0.0022967i,-0.00091181-0.00077304i,-0.00030888+0.00079544i,0.00051657+0.00099331i,0.00043743+0.00055758i,-1.8404e-06-0.00015926i,-0.00023809-0.00028312i,-0.00031121+0.00071797i,-0.00070234+0.00079159i,-0.0002648+0.00041026i,0.00028219+0.00071633i,0.0003864+9.1179e-05i,1.0688e-05-0.00097368i,-0.00080956-7.942e-05i,-0.001122+0.00086836i,-0.00081978+0.00029189i,2.1439e-05+6.2806e-05i,0.00045093+0.00022332i,0.00020895-9.0767e-05i
0.0005509+0.00048165i,0.00085394+6.988e-05i,0.00019146-0.0011783i,0.00024734-0.0020189i,-0.00016999-0.0018993i,-0.00074822-0.0015899i,-0.0013657-0.00033351i,-0.0018119-0.00012017i,-0.0013817-0.00073337i,-0.00048095-0.00038739i,-4.4956e-05-0.00031797i,-7.9226e-05+2.8188e-05i,-0.00022183+0.0003077i,0.00056174-0.00018725i,0.0010901-0.00048896i,0.00087616-0.00043103i,0.00019241-0.00037447i,-0.00031102-0.00065047i,0.00011904-0.00069098i,1.8186e-05-0.00023084i,-0.00041705+0.00025472i,0.00024086+0.00051793i,0.00082791-3.9813e-05i
-0.00078842+0.00033088i,-0.00051785+0.0010132i,-4.5142e-05+0.00019444i,-0.00022668-0.00091057i,-0.00053893-0.00061373i,-0.00051318-1.1611e-05i,-3.6532e-05+0.00020151i,-0.0001433+0.00028057i,-0.00060148+9.3542e-05i,-0.00072302-0.00046167i,-0.00064524-0.00024259i,-0.00079585+0.0003852i,-0.00046722-6.6306e-06i,-0.00075846+4.5402e-05i,-0.001093+0.00037279i,-0.00083328+0.0010572i,-0.00060846+0.0015509i,-0.00016655+0.00069424i,-0.000399+8.5891e-05i,-0.00032037+0.00049809i,-0.00065676+0.00080329i,-0.00087369+0.00054944i,-3.5697e-05+0.00031314i
-0.00084498-0.00056973i,-0.00035403+0.00086675i,-3.2575e-05+0.00065418i,0.00016965-0.00036368i,0.00053289-0.00064884i,0.00056912-0.00082775i,0.00010002-0.0012198i,-0.00043506-0.0012545i,-0.00063103-0.00056689i,-0.0003063+7.1305e-05i,-0.00050734+0.00046939i,-0.0013812+0.00097044i,-0.0010319+0.00144i,-0.00032251+0.0014858i,-0.00020455+0.00060601i,0.00036332+0.00022348i,0.0001557+0.00028387i,-0.00069064+0.00014552i,-0.00048339+0.00018915i,-2.933e-06+0.00029208i,-0.0001875+0.00041401i,-0.00030669+0.00035111i,0.00035264+0.00021408i
0.00070426+0.0023211i,0.00096965+0.0018245i,0.00018176+0.00067396i,0.00080672-0.0010935i,0.0015231-0.00097501i,0.00057021-0.00095981i,8.7786e-05-0.00082827i,-0.00050271-0.00074097i,-0.0009431-0.00043741i,-0.00064239-0.00014306i,-0.00047176-0.00074242i,-0.00030009-0.00055789i,2.0121e-05+0.00047499i,5.6887e-05+0.00052511i,0.00021022-9.0339e-05i,0.00019234-0.00082075i,0.00060188-0.00059676i,0.00047798-0.00049103i,4.8253e-05-0.00033271i,0.0001039+0.0010026i,-1.9212e-05+0.00056624i,-0.00014668-0.00072153i,-0.00031722-0.00036329i
0.00040628-0.00028274i,0.00048726+0.00040529i,0.00069903-0.00076353i,0.00050689-0.0016681i,-0.00019407-0.0019377i,-0.00054203-0.00091592i,-0.00079165+0.00058036i,-0.00087921+0.00075561i,-0.0007035+0.00026477i,-0.00065199-0.00048949i,-0.00043578-0.00084756i,-0.00017847-0.0009239i,0.00030235-0.0011613i,0.0004009-0.00096523i,0.0003002-7.8113e-05i,0.00072472+0.00065116i,-0.00039259+0.00060588i,-0.001419+0.00022333i,-0.00080732-0.00019751i,-0.00032946-0.00069955i,-3.8285e-05-0.00014776i,1.2376e-05+0.00037743i,-0.00034155-0.0001469i
0.00039515+0.00095104i,0.0015152+0.00013081i,0.002027-0.00011474i,0.0012798-0.0011867i,0.00034581-0.0023817i,-0.00017269-0.0026849i,-0.00098165-0.0014845i,-0.0016819+0.00013651i,-0.0015787-0.00018441i,-0.001372-0.0008248i,-0.0013365-0.0010674i,-0.00088421-0.00097826i,-0.00069743-0.00048904i,-0.00095698-0.00017398i,-0.0011177-4.8587e-05i,-0.00087285+0.00019505i,-0.00076032-0.00013702i,-0.00069131-0.00060985i,-0.00039697-9.0624e-05i,-0.00019674+0.00025962i,0.00043055-0.00050918i,0.00084732-0.0014403i,0.0002557-0.0012965i
-0.00017368-0.00045109i,-8.58e-06-0.00084724i,0.00043716-0.0014815i,0.00034228-0.0017899i,-0.00043399-0.001372i,-0.0015015-0.0012027i,-0.0016451-0.0012397i,-0.0014169-0.00087706i,-0.00077746-0.00075871i,-0.00023534-0.00079217i,0.0001496-0.00073615i,0.00014815-0.00054168i,2.9893e-05-0.00065362i,7.3517e-05-0.00053275i,-0.00025744+6.2584e-05i,-0.00081758-0.00010994i,-0.00063781-0.00062616i,-0.00031998-0.00023596i,-0.00011005-0.00020977i,0.00073941-3.0528e-05i,0.00094056-0.00011623i,0.00041891+2.5743e-05i,0.00027246+0.00081299i
-0.00067248-0.00082519i,-0.00095635-0.00079831i,-0.00099169-0.00099069i,-0.00037569-0.00096054i,0.00012473-0.00075043i,-0.00017475-0.00071508i,-0.00036584-0.00072393i,-0.00046952-0.00052312i,-0.00038686-0.0006172i,0.00033996+9.269e-06i,0.00052649+0.00051256i,0.000275+0.00030332i,0.00023989+0.00043604i,0.00034618+0.00026322i,0.0005266-1.5762e-06i,-9.5059e-05+4.6492e-05i,-0.00070135+0.00033193i,-0.00083908+0.00043192i,-0.00050369-0.0002322i,0.00010677-0.00077148i,0.00032399-0.00064609i,0.00029408+2.9059e-06i,0.00037623+0.00036517i
0.00068428+0.0004959i,0.00035767-7.6326e-05i,0.0014781+7.9545e-05i,0.0021131-0.00076423i,0.0013501-0.0010103i,-0.00099661-0.00041962i,-0.001812-0.00023029i,-0.0010953-0.0004071i,-0.00094533+0.00030079i,-0.00031668+0.00039921i,5.7739e-05-0.00040837i,-0.00031651+8.7381e-05i,9.5882e-05+0.00091301i,0.00056347+0.001364i,-0.00061903+0.00097075i,-0.0014367+0.00049043i,-0.00065875+0.00011229i,0.00035248+2.9166e-05i,0.00039364+8.1895e-05i,0.00066046+0.00040002i,0.00079835+0.00019805i,0.00064303-5.9354e-05i,-7.7672e-05+6.3829e-05i
-0.00031184+0.00011343i,-0.00074608-0.00031617i,-0.00050192-0.00034148i,-0.00076199-0.00057842i,-0.0019938-0.0015386i,-0.0015753-0.001495i,-0.00019667-0.00069856i,0.00032704-0.00078449i,0.00028923-0.00065989i,2.3144e-05-0.00040062i,-0.00027499-0.00046423i,-0.00040531-0.00044388i,-0.00064239-0.00077367i,-0.00041626-0.00082184i,-1.7982e-05-0.00041355i,-5.7192e-06-0.00016838i,-0.00027522+0.00013845i,-0.0010754+0.00047951i,-0.00066369+0.00018623i,4.6228e-05-0.00032227i,-3.8132e-06-0.00073139i,-0.00023704-0.00029182i,3.9425e-05+2.712e-06i
-0.00011983+0.0019141i,-0.00010694+0.0016242i,0.0010599+0.00092612i,0.0021528-0.00062028i,0.0023135-0.0016311i,0.0010485-0.0011851i,-0.00019406-0.00017699i,-0.00061649+0.00097471i,-0.00056555+0.0015297i,0.00033546+0.0014508i,0.00039211+0.00065586i,-0.00013878+0.00010848i,0.00011928-0.00037254i,-0.00039084-0.00050501i,-0.00087751-0.00059058i,-0.00010884-0.00038546i,0.00064074+9.7853e-05i,7.5868e-08-0.00010123i,-0.00086205-0.00033405i,-0.0010745-0.00025664i,-0.00058386-0.00033329i,1.5298e-05-0.00046846i,0.00064173+0.00065934i
-0.00010608+0.0012814i,0.00010089-0.00039305i,0.0011739-0.00079424i,0.00085361-0.0018646i,2.0488e-05-0.0030193i,-0.00065962-0.0029275i,-0.0013211-0.0022519i,-0.0010033-0.0017472i,-0.00022407-0.001013i,0.00027414+6.6624e-05i,9.1813e-05+0.00037439i,-0.00029238+8.8292e-05i,-6.7724e-05-0.0004179i,-0.00020076-0.00057437i,-9.0019e-05-0.00055156i,-0.00017638-0.0003704i,-0.00055663+0.00010592i,-0.0011111+0.00046405i,-0.0010598-0.00024067i,-0.00069611+0.00013248i,-0.00047149+0.00040875i,-0.00024917+0.00032694i,-0.00022999+0.00017009i
0.0014836-0.00046989i,0.0013932-0.00088954i,0.0017009-0.00091859i,0.0017503-0.0013895i,0.00073918-0.0017779i,-0.00016503-0.0009215i,-0.00051774-6.9326e-05i,-0.00032848-0.00017728i,-0.00027392-0.00060404i,-1.2962e-05-0.00070709i,0.00051275-0.00048669i,0.00018174-0.00010624i,-0.00025947-1.0333e-05i,-0.00037546-0.00064747i,-0.00041403-9.5425e-05i,-0.00039172+0.00039773i,-0.00044084+1.5562e-05i,-0.00013878+3.5823e-05i,0.00075042+0.00042321i,0.00077663+0.001212i,0.00068114+0.00083812i,-0.00033405-1.9848e-06i,-0.0014066+0.00011694i
-3.0393e-05-0.00071424i,-0.00057152-0.0012305i,-0.00036124-0.0017586i,-0.00077715-0.0020245i,-0.0013482-0.0014187i,-0.0014499-0.0007206i,-0.0010689+0.0003794i,-0.00088732+0.00077282i,-0.00096674+0.00013705i,-0.00070972-1.6589e-05i,-0.00024723-0.00051735i,0.00024048-0.00091045i,0.00060751-0.00067237i,0.00079302-0.00033595i,0.00017363+0.00014213i,-1.0375e-05+4.1869e-05i,-0.00012792-0.00042337i,-0.00063137-0.00015156i,-0.00087614+0.00063774i,-0.00086348+0.00052337i,-0.00032508+0.00055068i,0.00030088+0.00074088i,-0.00023038+0.00059421i
2.8727e-05+6.4428e-05i,-0.0002302-8.826e-05i,0.00071933-0.0011835i,0.0021312-0.001731i,0.0013828-0.0015616i,0.00010256-0.0014497i,-0.00058919-0.0010914i,-0.0011322-0.0010362i,-0.0012575-0.00043343i,-0.00098978+0.0001783i,-0.00066488-0.00049484i,-0.0001021-0.0010209i,0.00015262-0.00039173i,0.00038788-7.071e-05i,-0.00035764-0.00026382i,-0.00082627+0.0001496i,-0.00044474+0.00043504i,-0.00070971+0.00014053i,-3.1567e-06+0.00025279i,0.00048527+0.00038306i,0.00040357-0.00015596i,0.00029917-0.00084265i,0.00084846-0.00074255i
0.00040104+0.0010449i,0.00074579-0.00039772i,0.00086652-0.0012604i,0.0010066-0.0019351i,0.00027652-0.00261i,-0.0011415-0.0027201i,-0.00097566-0.0011444i,-0.00040576-0.00064631i,-0.00093125-0.0015421i,-0.00073346-0.0013184i,0.0006704-0.00029436i,0.0011116-6.1428e-05i,0.00078147+0.0002451i,0.00051925+0.00037663i,0.00036579+0.0002665i,0.00044881+0.0002446i,0.00067335+0.00041716i,0.00045442+0.00073357i,-0.00038971-1.2614e-05i,-0.00053534-0.0006791i,0.0001609-0.0003166i,-2.5673e-05+0.00060087i,-1.0112e-05+0.00063865i
0.00042415-0.00032004i,0.00013915-0.0016163i,0.001048-0.0024912i,0.0012569-0.0028809i,0.00059068-0.002601i,-0.00077229-0.0015655i,-0.00069459-0.0011184i,-0.00015182-0.0012738i,-0.00017501-0.00097741i,0.00022827-0.00085851i,-0.00026608-0.00021721i,-0.00068418+0.00040551i,-0.00065806+0.00052565i,-0.00096915+0.00017566i,-0.00099234-0.00023552i,-0.00050467-0.00050022i,-0.00055969-0.00030894i,-0.00087352-0.00041682i,-0.00028672-0.00061132i,-0.00028097+0.0002676i,-0.00055908+0.0008824i,0.00019697+0.00128i,0.00065343+0.0011845i
-0.00074949-0.00029378i,0.00013051-0.00033993i,-0.00031071-0.00073404i,-0.00076913-0.0019674i,-0.00099468-0.0017268i,-0.0014538-0.0006063i,-0.000853+0.00027825i,-0.00032841+0.0004373i,-0.00011972-0.00022926i,0.00019191-0.00047782i,0.00021082-5.6529e-05i,8.3975e-06-0.00012024i,-4.9564e-05-0.00036661i,0.00052345-0.00034788i,-0.00041211-0.00051867i,-0.0015734-0.00045221i,-0.001839-0.0011686i,-0.001388-0.0010369i,4.2236e-05+0.00045331i,0.00066056+0.00044171i,-2.9159e-05-0.00020693i,-0.00017381+4.1532e-05i,0.00026301+0.00048315i
-0.00095977+0.00013071i,-0.00030392+0.00066904i,0.00013246+0.00097265i,0.00077432+0.00010394i,0.0011942-0.00091653i,0.00094603-0.0013023i,0.00024093-0.00069205i,-0.00075253+1.744e-05i,-0.00049318-3.0899e-06i,0.00031135+0.00011355i,-0.00048742+0.00060237i,-0.00039656+0.00094559i,0.00012046+0.00047223i,-4.417e-05-0.00026738i,6.2229e-05-8.7886e-06i,-0.00042176-0.00010167i,-0.00095187-0.00071491i,-0.00066094-0.0002124i,-0.00021183+0.00097414i,-3.0628e-05+0.0013953i,-0.00018922+0.0016653i,-0.00017927+0.001026i,2.5272e-05+6.2021e-05i
0.00057016+0.0018758i,0.00079748+0.0019913i,0.0015151+0.0003946i,0.0026695-0.0020328i,0.0022412-0.0022255i,-0.00026504-0.0015714i,-0.0013904-0.0011379i,-0.0008171-0.0011057i,-0.00029528-0.00079821i,0.00049741-6.9339e-05i,0.0002751-0.00010927i,-0.00019788+4.2483e-05i,-0.00033199+0.00033494i,-0.0010152+0.00034459i,-0.00093994+0.00037327i,-0.00061257+0.00015987i,-0.00051787+0.00024569i,-0.00042082+0.00029498i,-0.00028949+0.00032096i,-0.00011723+0.00034222i,-0.00019124+8.4649e-05i,-9.1025e-05+5.4392e-05i,0.00029086-0.0002326i
0.0015603-0.00011617i,0.0012929-0.00058397i,0.00056527-0.00095912i,0.00036177-0.0019436i,0.00037374-0.0021747i,-0.00027804-0.0011347i,-0.00081856+0.00036567i,-0.00052648+0.00056565i,-0.0003814+1.7811e-05i,-0.0008155-0.00037903i,-0.00076747-0.00069188i,-0.00026639-0.00077649i,0.00033369-0.0008675i,0.00016532-0.00050416i,-0.00017867-0.00012558i,4.7003e-05-0.00019463i,0.0002683-5.5139e-05i,0.00013687-0.00052846i,-0.00016848-0.0012195i,0.00013813-0.00049911i,0.00049025-0.00015193i,0.00042352-0.00068407i,7.8601e-05-0.0002284i
0.0013741-0.00019592i,0.0020089-0.00095631i,0.0015302-0.0016246i,0.00079579-0.0020331i,-4.3023e-05-0.0019632i,-0.0012167-0.00062513i,-0.0013817+0.00050477i,-0.00068998+0.00016957i,-0.00027624-0.0004556i,0.00012845-0.00040313i,0.00040008+4.229e-05i,0.00033116+0.0010448i,-0.00029104+0.00095425i,-0.00084501+0.00035407i,-0.0010163-0.00012761i,-0.00077996-0.0010104i,-0.00039068-0.0011163i,-0.00073967-0.0011605i,-0.00030138-0.00076275i,9.1827e-05-0.00032355i,-0.00045395-0.00073154i,-0.00042537-0.00075343i,-4.2296e-05-0.00030367i
0.00032624-0.00098812i,0.00017093-0.0018146i,-0.00064532-0.002505i,-0.00080868-0.0026671i,-0.00093863-0.0020803i,-0.0011539-0.00066237i,-0.0011847+8.191e-05i,-0.0011674-0.00093289i,-0.0002367-0.0013325i,3.0321e-05-0.0004687i,-0.00056027-7.1233e-05i,-3.4616e-05+0.00055711i,0.000481+0.00071261i,0.00099308-0.00058132i,0.0010716-0.0011119i,0.00072082-0.00014655i,0.00049336+0.0010124i,0.00047743+0.0010053i,0.00067823+0.00027519i,0.0009044-1.0071e-05i,0.0012207+0.00048314i,0.00074768+0.00059581i,0.0003631+0.00027853i
0.00031044+0.0013956i,-0.00027723+0.00090481i,-0.00013283-0.00020069i,3.8311e-05-0.0020499i,1.5767e-05-0.0024473i,-0.00030734-0.0019628i,4.2414e-05-0.0013501i,0.0003295-0.00065097i,-8.5416e-05-7.8411e-05i,0.00025597+0.00036491i,0.00060627+2.428e-06i,0.00042898+0.00018907i,0.00077749+0.00067095i,0.00029894+0.00066421i,0.00023385+4.2905e-05i,0.00031959-0.00023746i,-7.1947e-05-0.00010011i,0.00021316+0.00014674i,0.00017866-0.00035873i,-0.0007314-0.00058212i,-0.00039426-0.0002102i,0.00028731+0.00078108i,0.00013821+0.00083407i
