0.00029915-0.00022973i,0.0007882-0.0011733i,0.00059351-0.0012145i,0.00038048-0.0013015i,-0.00037027-0.0022438i,-0.00065764-0.0015286i,-0.00024437-5.1514e-05i,-4.9772e-05+0.00097206i,0.0012081+0.00091962i,0.0020442-0.00012575i,0.0012896-0.00049763i,8.364e-05-0.00065018i,-0.00082275-0.00063616i,-0.00073505-0.00082207i,-1.1382e-05-0.00038348i,0.00019123+0.00052361i,-0.00025579+0.00019751i,-0.00076424-0.00042984i,-0.00057393+0.00029753i,7.779e-05+0.00057856i,0.001156-0.00018636i,0.0013117-0.00047291i,0.00025951-3.2299e-05i
-0.0007662+0.00059019i,-0.0003234+0.00058259i,-8.0493e-05+0.001923i,-0.00018884+0.0019467i,2.0574e-05+0.00051302i,-0.00017114-0.00094258i,-0.0011631-0.0012322i,-0.001107-8.0659e-05i,-0.00086147+0.00034541i,-0.00042285-0.00058587i,0.00039821-0.00036768i,0.00041771+0.00042464i,0.00045847-5.6883e-05i,0.00037742-0.00081787i,0.00011619-0.0011569i,0.00045023-0.00073035i,0.00014966-8.5234e-05i,-0.00028452-1.3728e-06i,-0.00044797+0.00055105i,-7.6292e-05+0.00035413i,0.00029093-0.00037401i,0.00027243+0.00022275i,0.00062886+0.00050766i
0.0014948-0.0017363i,0.00092057-0.0018159i,0.00031621-0.0016318i,0.00045803-0.0019194i,0.0012-0.0013387i,0.0013764-0.00051237i,-0.00016771-0.00041714i,-0.0013474+0.00014714i,-0.00068136-0.00024507i,0.00032886-0.00093905i,0.00081761-0.0012341i,0.00079979-0.00023492i,0.00015322+0.00098479i,0.00039839+0.00072399i,0.0005991+0.00050306i,-0.0001158+0.00050331i,0.00025329+0.00017887i,0.0011228-0.00010207i,0.00060341-0.00019334i,-0.00033743-0.00017483i,-0.00049812+9.9881e-05i,-0.00010169+0.00023354i,0.00048219+0.00011497i
0.00015371-0.00045517i,0.00023805+0.00026456i,0.0009433+0.0010086i,0.0019096-7.1111e-05i,0.0022874+0.00015066i,0.001559+0.00023261i,0.00044126-0.00014861i,-1.4522e-05+0.00027695i,-9.8225e-05+0.00017648i,0.00013306-9.5692e-05i,-7.3353e-06-0.00033598i,-0.00065385-0.00031781i,-0.00051139-0.00025518i,0.0001716-0.0003191i,0.00026449-0.00037514i,1.2516e-05-0.00076396i,-0.00069492-0.00065862i,-0.0015196+0.00016502i,-0.0010274+0.00031362i,-0.00014556-0.0001227i,0.00066043-0.00026015i,0.0012936-0.00041726i,0.00069936-0.0011066i
0.0015638-0.00036809i,0.0018388-0.00067677i,0.0011183-0.001298i,0.00038254-0.0023715i,0.00020444-0.0029811i,9.119e-05-0.0016997i,-0.00023135+2.2859e-05i,4.7761e-05-9.5013e-05i,0.00022928-0.00078903i,-0.00039211-0.00069429i,-0.00087979-0.0003647i,-0.00040614+0.000454i,7.4953e-05+0.00074499i,-8.4196e-06+0.00046643i,-0.00020132+8.6875e-05i,-4.2094e-05-0.0010832i,-0.00022569-0.0010521i,-0.00076464-0.00017101i,-0.00066991-0.00054556i,0.00047323-0.00068945i,0.0014961+0.00018706i,0.0013164+0.0008401i,0.00030324+0.00045756i
-0.0020484+0.00086996i,-0.0015605+0.002063i,-0.001185+0.0028886i,0.00027297+0.003409i,0.0024145+0.0030833i,0.0024794+0.0026144i,0.00037487+0.0016716i,-0.00034173+0.00070073i,-7.6795e-05-0.00023268i,-2.8135e-05-0.00072472i,0.0002226-0.0005874i,-2.176e-06-0.00085735i,-0.00044114-0.00077975i,-0.000636-0.00089037i,-0.00068429-0.0012192i,-0.00053184-0.0017839i,-0.00057017-0.0011673i,-0.00057761+0.00071195i,-0.0010825+0.0015483i,-0.0011569+0.00091879i,0.00019008+0.00071315i,0.00079044+0.00072434i,0.00047731+0.00051601i
-0.0010574+0.0015079i,-0.0010421+0.0011632i,-0.0010998+0.00010107i,0.00023777-0.00072037i,0.00091329-0.00043853i,0.00094657-0.00046822i,0.00031984-0.00090321i,-0.00037793-0.00069539i,-0.00089677-2.7841e-05i,-0.00065657-0.00017676i,0.00021154-0.00050321i,0.00034906+2.7379e-05i,0.00016162+9.5387e-05i,3.3332e-05-0.00042475i,0.00047812-0.00020783i,0.00087927+4.8342e-05i,0.00018704-0.00020159i,-0.00040965+5.1429e-07i,-0.00068906+0.0003071i,-0.00022763+4.3524e-05i,0.001173-0.00017905i,0.001193+6.941e-05i,0.00037653+0.00059563i
0.0018752+0.0004638i,0.0010556+0.00035544i,0.0012202-0.00048674i,0.0019559-0.0006432i,0.0016893-0.00067618i,-0.00011388-0.0015981i,-0.00055703-0.0018353i,-0.0002134-0.00075168i,0.00018589+0.00020597i,0.00031107+0.00032728i,-0.00023498+0.00070335i,-0.0001823+0.001287i,-0.00032709+0.001323i,-0.00034369+0.00053872i,0.00011079+5.7802e-06i,-0.00040362-7.0092e-05i,-0.00049439-0.00011186i,0.0002956-0.00037658i,0.000635-0.00023378i,0.00065882+0.0001088i,0.00066287+0.00049894i,0.0005394+0.00041433i,0.00017681+1.4519e-06i
0.0004709-0.0012687i,0.00097094-0.00061708i,0.00066094-0.00039522i,0.00049189-0.00057025i,0.00088591-0.00052855i,0.00073735-0.00080709i,0.00048901-0.00074387i,0.00028638+0.00079977i,-0.00051929+0.0012686i,-0.00026227+0.0009535i,0.00020004+0.00071695i,-0.00030619+0.00065399i,-2.8482e-05+0.00040966i,0.00055324-7.7675e-05i,-0.0006257-6.339e-05i,-0.0015061-0.00019685i,-0.00083502-0.00012715i,1.1882e-05+0.00015047i,8.9417e-05+0.00043366i,1.3659e-05+0.00068386i,-0.00019831+0.00047237i,-0.00011666+9.1137e-05i,0.00014751-0.00019396i
-0.00052271+0.00040596i,7.3889e-05+0.00056702i,-0.00017828+0.0014516i,0.00037188+0.0008901i,0.0018778-7.1908e-05i,0.0022747-0.00018068i,0.00086721-0.00086299i,-7.5537e-06-0.0010156i,-0.00045147-0.00016495i,-0.00028838+7.8583e-05i,0.00065801+0.00020048i,0.00091769+1.9179e-05i,-0.00029891-0.00014679i,-0.0010783-0.00053772i,-0.0014055-0.00098025i,-0.0013288-0.00087826i,-0.00065912-0.00052008i,-0.00059373-0.00077765i,-0.00074549-0.00071606i,-0.00020082-0.00013621i,0.00014614+0.0005544i,2.5875e-05+0.00069921i,-6.4542e-05+0.00056985i
-0.00042321-0.00064879i,-0.0010017-0.00061604i,-0.001275-0.0012975i,-0.00043572-8.9054e-06i,0.00041253+0.00089345i,0.00043342+2.2479e-05i,-0.0006011-0.00056468i,-0.0010383-0.00033015i,-0.00025747-0.00026319i,7.8169e-05+0.00046633i,-0.00028371+0.00090859i,-0.00015827+0.00038892i,0.00068064-0.00013367i,0.00083776+0.00030893i,0.00037252+0.00039229i,-0.00014138+0.00015418i,-0.00065453+0.00092318i,-0.00082522+0.0005147i,-0.00065335-0.00031078i,-0.00038689+3.4625e-05i,0.00016298+0.00059841i,4.8702e-05+0.00057891i,-0.00067826+0.00040478i
0.00036515-0.0017593i,-0.0010178-0.0012855i,-0.00034576-0.0005721i,0.00053414+1.8459e-05i,0.00019097+0.00022306i,-0.00029969+0.00017723i,-9.986e-05+0.00037407i,-0.00049828+0.00089023i,-0.00093539+0.0011058i,-0.0012583+0.00072001i,-0.00097292+0.00066409i,-0.00035021+0.00093159i,-0.00021239+0.00064261i,0.00026361+0.00010463i,0.00054246-0.00020535i,0.00047223-0.00045432i,-0.00027232-0.00061036i,-0.0005477-0.00046454i,-0.00032186+0.0002855i,-0.00032358+0.00038237i,-0.00049963+0.00026i,-0.0009139+0.0008514i,-0.00079681+0.0014473i
0.00044259-0.0017019i,0.00052046-0.0018933i,0.00076237-0.0023735i,0.00070575-0.0020288i,0.00036014-0.0014772i,5.0241e-05-0.0017112i,-0.00068896-0.0018873i,-0.00074007-0.0011386i,-0.00022308-0.00047484i,-0.0002322+0.00021212i,-0.00066065+0.00046586i,-0.0007079+0.00071421i,-0.00046888+0.001023i,-0.00035247+0.00064003i,-0.00026171-4.8615e-05i,-0.00013413-0.00061118i,-0.00039758-0.00013004i,-0.00077138+0.00013464i,-0.00022901-0.00027638i,0.00076962-0.0006059i,0.00053557-0.0010545i,-0.00017457-0.00096546i,-0.0001836-0.00068954i
0.00029139+0.00028075i,0.00017342+0.00013038i,-9.0101e-05-0.00071591i,-6.9026e-06-0.0015156i,0.0012665-0.0014144i,0.0013393-0.001775i,-0.00030469-0.0023776i,-0.0010968-0.0017601i,-0.00041308-0.0011472i,0.00065403-0.00097427i,0.0010131-0.00066675i,0.00064993-0.00040584i,-3.6082e-05-0.00015184i,-0.00018074+0.0004293i,-0.00014607+0.00028651i,-0.00025899+1.9697e-05i,4.6829e-05-6.3857e-05i,-0.00010917-7.8532e-05i,-0.00029305+0.00070305i,-4.2559e-05+0.001161i,0.00042956+0.0003545i,0.00051813-0.00033716i,8.7451e-05+9.6722e-05i
-0.0011651-0.00090343i,-0.0029983-0.00048719i,-0.0039466-0.00016408i,-0.0017324-0.00015051i,-0.00031612-0.00050435i,0.00023594-0.002159i,-0.0015725-0.0043009i,-0.0058438-0.0044906i,-0.0090257-0.0015625i,-0.0086731+0.0020776i,-0.0056933+0.0038511i,-0.0028285+0.0043427i,-0.00083983+0.0040496i,0.001136+0.0026841i,0.001616+0.00095018i,0.00084215+3.902e-05i,-0.00025666+6.1074e-05i,-0.00059784+0.0003348i,-0.00014459-0.00018203i,-0.0003843-0.00057352i,-0.0007593-0.00015719i,-0.00042352-0.00017286i,0.00025338-0.00026216i
0.0010496+0.00040157i,0.00075207-0.00047871i,0.0014409-0.0010317i,0.0025314-0.0014635i,0.0028912-0.00167i,0.0011538-0.0010375i,0.00024926-0.00028729i,0.00064256-0.00023591i,0.0016287-0.00016901i,0.0023319+0.0003874i,0.0015643-0.00029972i,0.0010535-0.0011568i,0.00058842-0.0012687i,-0.00035119-0.00068964i,-0.00093587-7.5162e-05i,-0.0012256-0.00029607i,-0.00085153-0.00053518i,-0.00029058-0.00037387i,-0.00020225-0.00056689i,-0.00027809-0.00058685i,-0.00025157-0.00019481i,0.00015764-7.8997e-05i,0.00013787-5.1262e-05i
0.00040649+2.9621e-05i,0.0001693+0.00068341i,-4.2449e-05+0.0011958i,0.00021665+0.0010543i,0.0008684+0.00095878i,0.0014257+0.00065304i,0.00059979-7.1301e-05i,-0.00015301+0.00023328i,0.00033305+0.00080345i,0.0005337-0.00063898i,0.00037506-0.0016682i,-0.00031023-0.00077926i,-0.0012392-4.1842e-05i,-0.0015292+0.00014259i,-0.0013187+4.1799e-05i,-0.00053748-0.00048265i,-0.00029611-0.00078464i,-0.00091834-0.00022005i,-0.00060099+0.00013482i,0.0001919+9.5156e-05i,0.0005141-0.00041932i,0.00046534-0.00032239i,1.2969e-05+0.00025044i
-0.0011028-0.00035876i,-0.00077326-0.00012984i,0.00025544+8.4058e-05i,0.0022842+0.00061098i,0.0036732+0.00043732i,0.0027529-0.00052863i,0.0011426-0.0011527i,0.00056727-0.00044038i,1.6337e-05+5.5896e-05i,-0.00037414-0.00024985i,0.00053056-0.00075925i,0.00076016-0.0010142i,-0.00015758-0.0012165i,-0.00059726-0.0012096i,-0.00042743-0.00063773i,-0.00026333-0.00065202i,-0.00026797-0.00073877i,-0.00026798-0.00039759i,0.00017857-0.00055182i,-3.6607e-05-0.00079068i,-0.00056287-0.00058255i,-0.00037155+0.00014561i,0.00026919+7.4828e-05i
0.00026889+0.0034627i,0.0013021+0.00091099i,0.0035213+0.00066763i,0.0041848+0.00083214i,0.0024647-4.9749e-06i,-0.00042841-0.00099893i,-0.0014923-0.000397i,-0.0010983+0.0011666i,-0.00019371+0.00089242i,0.00033923-9.5091e-05i,0.00055668-7.5819e-05i,0.00081679-0.00039097i,0.00065508-0.00095835i,0.00042221-0.00050474i,0.00024812+3.8093e-05i,-4.5093e-06+4.2391e-06i,-0.0003261-0.00023012i,-0.00039265-0.00086783i,-0.00053006-0.00082596i,-0.00090876-0.00044126i,-0.00064901-0.00019529i,-0.00075455+0.00069871i,2.4717e-05+0.0006353i
0.00052116-0.00063382i,-0.00021073-0.00028035i,-0.0012155-0.00011562i,-0.0009594-0.0013125i,-0.00098912-0.0020895i,-0.00052962-0.0020386i,-0.00011206-0.0015254i,-0.0011146-0.000577i,-0.00077157-0.00013084i,0.00017701-0.00031255i,-2.388e-05-0.00055732i,-0.00035283-9.56e-05i,1.1074e-05+0.00023936i,-0.00017459-2.9824e-05i,-0.00014237-0.0005529i,6.0833e-05-0.00060686i,-0.00030714-0.00032548i,-0.00072308+0.00029685i,-0.00097342+0.00059765i,-0.00072615-0.00029315i,-0.00010378-0.00073977i,0.00045096+5.463e-05i,-0.00031058-9.96e-05i
-0.00025731+0.00069387i,0.00063531+0.00081253i,0.0014815+0.0010496i,0.0024961+0.00078255i,0.0037422+7.4872e-06i,0.0024227-0.00015748i,0.00046036+1.0404e-05i,6.7134e-05+0.00017673i,0.00043283+0.00031212i,0.00071367+7.5926e-05i,0.0003867+7.3431e-05i,-0.00011939-0.00041159i,-0.00061868-0.0017801i,0.00014685-0.0017937i,0.00047719-0.00043507i,-2.9933e-05-4.1762e-06i,-0.00026162+0.00017036i,-0.00016575+0.0001393i,-4.6247e-06-0.00034378i,0.00053676-0.00070685i,0.00070957-2.4016e-05i,7.4581e-05+0.0010634i,-0.00098851+0.0010322i
0.0014976+0.00088167i,0.0011237-0.00039801i,0.001323-0.00071731i,0.0013837-0.00076521i,0.0010917-0.00082113i,-2.4336e-05-0.000761i,-0.00051447-0.00077356i,-0.00014245+0.00054257i,0.00058322+0.0009366i,0.00091154-0.00018636i,0.00058599-0.0011362i,0.00030761-0.0012789i,-0.00044229-0.001334i,-0.0004236-0.0012862i,0.00062758-0.00094391i,0.0012735-0.00059561i,0.00042094-0.00060361i,-0.00017233-0.0010625i,4.9433e-05-0.00063075i,0.00036141+4.109e-06i,0.00036662+5.1631e-05i,5.3179e-05+0.00019784i,0.00017622+0.00036783i
-0.00047378-0.0018138i,-0.0011617+0.00025138i,-0.0016813+0.0014257i,0.0001392+0.0011681i,0.0022682+0.00012218i,0.0025802-0.0011432i,0.00056231-0.0011038i,-0.00063287-0.00061858i,-0.00030303-0.00036361i,-0.00073539+0.00016305i,-0.00037126+0.0004973i,0.00092966+0.00025487i,0.0011553-0.00013006i,0.00052959-0.00026261i,0.00063646-1.9219e-05i,0.00033221+4.6344e-05i,-0.00043488-0.0010691i,-0.00022024-0.0012108i,-0.00020429+0.00026692i,-0.00031263+0.00080401i,0.00043669+0.00069745i,0.00052034+3.7058e-05i,0.00030144-0.00022681i
0.00036835+0.0003545i,1.0707e-05+0.0006779i,0.00082576-0.000307i,0.0014115-0.00013825i,0.0012568-5.6143e-05i,0.00053084-0.0010008i,0.00034001-0.00096291i,0.00018299-0.00022743i,0.00011321-0.00031566i,0.00014427-0.00020346i,-0.00027461+0.00018753i,0.0002102-0.00039157i,0.00053099-0.00092533i,-1.4172e-05-0.00019831i,-0.00037148-4.6442e-05i,-4.2744e-05-7.1442e-06i,-6.5971e-05+8.0465e-05i,-0.00014753-0.00049269i,-0.00027986-0.00082554i,-0.00042779-0.00027597i,-0.00014078+0.0005484i,0.00052449+0.00058638i,0.00041712+0.00025874i
-0.0016772-0.00063533i,-0.0026399-0.00042993i,-0.0025895+0.00040588i,-0.0020222+0.00072586i,0.00017818+0.00065456i,0.0016401+0.00043872i,0.001276+9.9974e-05i,8.7617e-06-0.00022251i,-0.00089681-0.00064446i,-0.00043272-0.00075837i,0.00055998+0.00039342i,0.00093385+0.00077672i,0.00026088-0.00022092i,-0.00069859-0.00088955i,-0.00078475-0.0012307i,-0.00083675-0.00077866i,-0.00093208+9.4694e-06i,-0.00049039+0.00041848i,-0.0002407+1.3031e-05i,0.00018592-0.00070986i,0.00067916-0.00076094i,0.00058281-0.00081952i,-0.00028784-0.0008039i
7.3991e-05-0.00053844i,-0.00049059-0.0013168i,-0.00026686-0.00015938i,0.0013514+0.0012124i,0.0026556+0.00056159i,0.0029152-0.0011108i,0.0020176-0.0015852i,0.00091701-0.00031325i,0.00085159+0.00075139i,0.0001706+0.00034537i,-0.0002347-0.00023592i,2.8395e-05+0.00021817i,-5.3224e-06+0.00065295i,-0.00015153+0.00085256i,0.00051183+0.00083128i,0.00045166-0.00029796i,-0.00029496-0.0010019i,-0.00038846-0.00042091i,-0.00027964+1.5178e-05i,-0.00029427+6.4593e-05i,-0.00019061+0.00046819i,0.0001848+0.00066516i,-0.00017226+7.4432e-05i
0.0007529-0.0005024i,0.00049877-0.00042792i,0.0019381-0.0018373i,0.0031949-0.0018395i,0.0019329-0.0013842i,0.00010828-0.0014905i,-0.00052997-0.0012716i,-0.00073506+0.00036963i,-0.0008625+0.00083473i,-0.00052543-0.00014412i,7.1281e-05-0.0010769i,0.00035422-0.00094358i,-8.1145e-05-0.0005799i,-0.00047684-0.00051756i,-6.5014e-05-0.00021801i,-9.2471e-05+0.00011937i,-0.00071551+0.0005739i,-0.00044789+0.00051045i,0.00036699-0.00040725i,0.00043466-0.00085581i,-8.5797e-05-0.00035455i,0.00021788-0.0005753i,0.0003131-0.000919i
0.00044147+0.00041265i,0.00040636+0.00026416i,0.00013309+0.00055206i,0.00047493+0.00082384i,0.0015325+0.00024341i,0.0014218-0.0008994i,0.00037789-0.0004355i,-0.00025466+0.00072487i,-0.00014326+0.00095397i,0.00012654-8.001e-05i,0.00096557-0.00077826i,0.001193-0.00019784i,0.00063845+4.6681e-05i,0.00028911+0.00021345i,0.00012202+0.00052314i,-0.00022104+0.00025053i,-0.00043678+5.5761e-05i,-0.00082525-1.6526e-05i,-0.00047059-2.737e-06i,0.00054578+0.00046393i,0.00044133+0.00090742i,-0.00032454+0.00112i,-0.00058344+0.0005662i
-0.0021567+0.0025075i,-0.0018784+0.0032273i,-0.00043602+0.0044485i,0.001669+0.0041551i,0.0031567+0.0021734i,0.0025176-0.00075363i,0.0011335-0.0017434i,-0.00012073-0.000535i,-0.00033109+0.00012521i,0.00062125+6.7819e-05i,0.00063814+0.00044118i,-0.00011299+0.00037672i,-0.00055774-0.00032862i,-0.0011982-0.000277i,-0.0013318-0.00040827i,-0.00075074-0.0008691i,5.5201e-05-0.0011097i,6.4327e-05-0.00070865i,-0.00047778-0.00088028i,-0.00047691-0.00094964i,-5.9338e-05-0.00029481i,2.5003e-06-0.00016113i,-0.00025392-0.00050593i
0.00018093+6.0355e-05i,0.00015784-0.00014227i,0.00028299-0.00087497i,0.00083918-0.00059993i,0.0016422+5.9078e-05i,0.00067302-3.2958e-05i,-0.00051429-0.00041623i,-0.00036536+0.00025031i,-0.00042078+0.0005721i,-0.00028162-0.0002351i,0.00034943-0.00067323i,0.0005139-0.00030639i,0.00067978-0.00066676i,0.0002795-0.00099719i,-0.00080972-0.00073768i,-0.00022593-0.00088971i,0.00044644-0.00059053i,-0.00041832+0.00036153i,-0.0017466+0.00080899i,-0.0013554+0.00068793i,3.084e-05+0.00043272i,0.00053079+0.00042283i,6.9197e-06+0.00011004i
5.5513e-05+0.00066854i,-0.00058648+0.00078973i,-0.00079877+0.00069163i,-0.00050999+0.00048712i,0.00076087+0.00052658i,0.0004317+6.709e-05i,-0.0005948-1.5776e-05i,-0.00084124+0.00064587i,-0.0013307+0.00064076i,-0.00066598+0.00057023i,0.00035088+0.00011311i,0.00051308-0.00040905i,-0.00019563-0.00019704i,-0.00033033-4.3528e-05i,0.00036651+0.00036883i,-1.9529e-05+0.0003689i,-0.00030468-0.00012067i,-9.5667e-05+0.00045127i,-0.00052096+0.0012263i,-0.00097461+0.00046113i,-0.0008816-0.00023268i,-0.00025651-0.00018028i,0.00044275-0.00035408i
-0.001758+0.00018514i,-0.00099546+0.00079417i,-0.00019715+0.0016842i,0.0013233+0.00188i,0.0026684+0.0011957i,0.0025383+0.00029711i,0.0012044-0.00082432i,-0.00034025-0.0014301i,-0.0013057-0.00042245i,-0.00070945+0.00015773i,8.9917e-05-0.00065251i,0.0008488-0.00064497i,0.0014809-0.00036295i,0.00095692-0.00028871i,0.00026813-0.00012791i,9.7513e-05-0.0005224i,-0.000477-0.00026022i,-0.00041188-0.00011142i,-0.00058178-0.0004046i,-0.0010972+0.00026818i,-0.00056494+0.0002225i,-0.00048023-0.00060366i,-0.00028019-0.00056324i
0.00045837-0.00029323i,0.0013447-0.0012664i,0.0011397-0.0017561i,0.0017778-0.0020452i,0.0018288-0.0015697i,0.0011874-0.0002065i,-6.208e-05+0.0004174i,-0.00029979+8.0623e-06i,0.0008729-0.00041218i,0.00045089-0.00056637i,0.00019357-0.00036363i,0.00012684-0.00047666i,-0.00043071-0.00097837i,-0.0009094-0.00050924i,-0.00056624+8.6263e-05i,-8.9606e-05-0.00032285i,0.00013407-0.00034735i,-0.00011924+0.00029932i,-8.4024e-05+0.00055659i,0.00037039+0.00047145i,0.0004264+0.00045654i,0.0004381+0.00070981i,0.00021583+0.00052045i
-0.00012695-0.0013543i,-0.00068629-0.0009001i,-0.0009144+0.0004377i,-0.00069157+0.0018555i,0.00019983+0.001663i,0.00071179+0.000699i,0.00043268+0.00031742i,-0.00029362-0.00024175i,-0.00091266-0.00077679i,-0.0006705-0.001255i,-0.00010086-0.0011091i,0.00031863-0.00025579i,0.0002622+0.00047222i,9.5687e-05+0.00059582i,0.00020365+9.4487e-05i,5.0039e-05-0.0001457i,-0.00068415-0.00032859i,-0.00087735-4.3626e-05i,-0.0003699+0.00028265i,0.00019652-6.3113e-05i,0.00034009-5.6653e-05i,-0.00014179-0.00019029i,-0.00058014-0.00098198i
-0.0009524-0.00067985i,-0.00080265-0.00054507i,0.00082061-0.00043766i,0.0024867-0.0004481i,0.0026841-0.00063271i,0.0021373-0.0018958i,0.00091973-0.0023952i,-0.0010701-0.0013757i,-0.0011878-8.908e-05i,-5.5389e-05+0.00042522i,0.00061723-0.00042934i,0.0012889-0.00077336i,0.0012944-0.0007987i,0.00090214-0.0011262i,-7.8371e-05-0.0011477i,-0.0009204-0.00078161i,-0.00086334-0.00072451i,-0.00063276-0.00024231i,-0.00054605+0.00049432i,-0.00042674+0.00042081i,0.00021688-1.5701e-05i,-0.00012656+2.1254e-05i,-0.00041081+0.00011303i
-0.00011075+0.00018746i,-0.00039568+0.00028679i,-0.00091268-0.0005861i,-0.00077146-0.0014824i,0.00060644-0.00095975i,0.0012+0.00017841i,0.00039622-6.0402e-05i,-0.00052532-0.00057635i,-0.0010025-0.00060937i,-0.00070619-0.00027707i,-0.00041717+0.00031096i,-0.00063868+0.00034099i,-0.00038359-0.00032046i,-0.00021925-0.00087729i,-0.00078003-0.00029561i,-0.0010086+0.00046742i,-0.00075638+0.00047635i,-0.00019004+6.6141e-05i,0.00022578+3.1433e-05i,-0.00014562-0.0003562i,0.00018537-0.00060825i,0.00033919-0.00061513i,7.1614e-05-0.0012064i
0.00036742+3.9978e-05i,0.000508-0.00032498i,0.00071985+0.00014586i,0.00085677+0.001008i,0.0027928+0.0011193i,0.0033602+0.00021968i,0.0013968-0.001398i,0.00014002-0.001169i,-0.00051883-0.00032573i,-0.00030956-0.00022001i,-0.00073272-2.6659e-05i,-0.001207-0.00079149i,-0.0010552-0.0013565i,-0.00046688-0.00089743i,-0.00048648-0.00062462i,-0.00033863-0.00048772i,4.4178e-05-0.00036764i,-0.00056657-0.00049948i,-0.00086009-0.00059214i,-0.00030712-0.00058959i,-0.00055582-0.00092885i,-0.0010713-0.00099402i,-0.00048204-0.00019561i
-8.0038e-05+0.0024802i,0.00091921+0.002289i,0.0021494+0.0020838i,0.0032946+0.0014231i,0.0041703+0.0010007i,0.0025488-5.9828e-05i,0.00022159-0.00072112i,-0.00087778+9.6423e-05i,0.0006747+0.00060593i,0.0017726+0.00054542i,0.0007097+0.00018546i,0.00023964+3.2781e-05i,0.00050808+0.00038227i,0.00063414+0.00027195i,0.00039632+9.9163e-05i,-0.00034022-6.0051e-05i,-0.00087571-0.00020786i,-0.0010222-0.00062862i,-0.00043459-0.00034511i,0.00028136+0.00049456i,0.00023163+0.00034708i,-2.9961e-05-0.00020351i,-2.7683e-05-0.00089367i
-0.00013104-0.00090474i,-0.00079044-0.0014001i,-0.0012424-0.00074873i,-0.0015397+0.00066008i,-0.00091084+0.00014179i,-0.00071157-0.0016451i,-0.0014261-0.0015095i,-0.0015715-0.00026058i,-0.00067312+0.00014145i,0.00011588+9.6972e-05i,0.00011046+3.1288e-05i,-0.00029709+8.734e-05i,-0.00040215-3.4499e-05i,-0.00032591-0.00010835i,-0.00022158-0.00022875i,-8.5307e-05+9.0037e-05i,0.00047198+0.00035938i,-0.00022215+0.0007547i,-0.0010573+0.00091472i,-0.00048897-2.5369e-06i,-9.6718e-05-0.00027147i,-2.2413e-05+1.2028e-05i,-0.00046448+0.00015041i
0.00031288-7.0312e-06i,0.00068295-0.00017055i,0.0017176-0.00016602i,0.0024544-0.00065334i,0.0025855-0.0014352i,0.0028267-0.0013324i,0.0020235-0.00071224i,0.00090154-0.00034802i,0.0007235-0.00014349i,0.00037374-0.00012086i,0.00028669+0.00050177i,0.00056858+0.00055541i,-0.00024119-0.00047549i,-0.00068117-0.00075443i,-0.00011012-0.00026201i,0.00022569+1.8198e-05i,-0.00016257+0.00042788i,-0.00078588+0.0003505i,-0.00073029-6.7651e-05i,-0.00053759-0.00045538i,-0.0002763-0.00030001i,5.3628e-05+0.00034779i,7.5664e-05+0.00052787i
-0.00026084+0.0014173i,0.0004718+0.00064259i,0.00081596+0.00016153i,0.0003917-0.00034358i,0.00089699-0.0013661i,0.0010424-0.0021098i,1.3448e-05-0.00079462i,-0.00046039+0.00078139i,-0.00033711+0.0010392i,-0.00031039+0.00088327i,-6.8307e-05+0.00081278i,0.0002969+0.00027894i,0.00044612-0.00043454i,0.00011465-0.00028484i,-0.00091809-0.00057137i,-0.0016378-0.00075794i,-0.0013479-0.00065455i,-0.00086513-0.001011i,-0.00050463-0.00048291i,0.00033472-0.00025999i,0.00057389-0.00015266i,0.00021819+0.00018211i,9.3468e-06-0.00044216i
-5.1199e-05+0.00067342i,0.00011197+0.00019937i,0.001363-6.5025e-05i,0.0021551+0.00086869i,0.0022512+0.00010487i,0.00099104-0.00057173i,-0.00050505-9.6117e-05i,-0.00075441+4.7429e-05i,-0.00016625+1.1172e-05i,0.00020897-0.0005262i,0.00037763-0.00099268i,0.00032787-3.1434e-05i,-0.00012413+0.00070523i,-5.7759e-05+3.4072e-05i,0.00018555-0.00068977i,-0.00045524+6.131e-05i,-0.0010235+0.00075314i,-0.00032249+0.00014332i,0.00035246-0.0002309i,0.00038125+0.00028894i,0.00094914+0.00054795i,0.0013713+0.00034619i,0.00080872+0.00010467i
-6.5457e-05+0.0014181i,-0.00011386+0.0012603i,0.00010119+0.00082804i,0.0018863+0.00087053i,0.002983+0.0011561i,0.0021553+1.9488e-05i,0.00071833-0.0006833i,-6.0816e-07+0.00022278i,-0.00034116+0.00081513i,-0.0007845+0.00028177i,-0.00057352-0.00017709i,6.871e-05-0.00052356i,0.00011586-0.00026257i,4.1937e-05+0.00011612i,1.8674e-05-0.00044771i,-0.00043852-0.0003786i,-0.00068854-0.00016579i,-0.00045029-0.00076693i,-0.0006218-0.00050828i,-0.00039199+9.2693e-05i,1.4535e-05+8.5004e-05i,4.0126e-07-0.00022928i,-0.00026277-0.00039994i
