-0.0023137+0.00041588i,-0.0013006-0.0002653i,-0.00092321-6.6501e-05i,-0.0011056+0.00065122i,-0.0012671+0.0013086i,-0.0016661+0.0012047i,-0.00106+0.0009612i,-0.00041484+0.00065556i,0.00020697+0.0011016i,0.0011466+0.0012998i,0.0014659+0.00095563i,0.0005893+0.00039916i,0.00069401-0.00047172i,0.0016878-0.00056163i,0.0012766-0.00027548i,0.00031491-0.00012137i,-0.00023309-0.001309i,-0.00044646-0.0020769i,-0.00053816-0.001223i,-0.00014313+0.0001061i,5.2857e-05+0.00038794i,0.00035307+3.5943e-05i,0.00038418-0.00039077i
-0.0017317+0.0015889i,-0.0007713+0.0010455i,0.00045625+0.00089765i,0.0011179+0.00074939i,0.00080522+0.00049373i,5.4723e-05-0.00022325i,-0.00031392-0.00033918i,-0.00011784-0.00045833i,0.00053679+0.00016443i,0.00087306+0.001067i,0.00093169+0.00061968i,0.00093249+0.00020288i,0.00086932+0.00043164i,0.0010352+0.00047896i,0.00083946+0.00045172i,0.0004755+0.00015348i,-0.00027546-0.00073573i,-0.0011959-0.0010606i,-0.00091344-0.0005063i,-0.00019304-6.0869e-05i,-0.0002927+0.00042964i,-0.0009299+0.00063345i,-0.00039442+0.00031935i
0.0012409-0.0013033i,0.00031067-0.0014348i,0.00058859-0.00084994i,0.00057906-0.00032953i,0.00016121+0.00031969i,0.00019252+0.00091754i,-0.0004102+0.0010844i,-0.00078377+0.00070639i,0.00053401+0.00067434i,0.0015772+0.00084508i,0.00075969-0.0004138i,0.00068783-0.00075881i,0.00061431+0.00026369i,0.00027626+0.00028976i,0.00045697+0.0001159i,0.0010623-0.00020737i,0.0011829-1.5951e-05i,0.00062265-3.7511e-06i,0.0004476-0.000617i,6.881e-05-0.00046863i,-0.00056269-0.0003657i,-0.00073047-0.00064486i,-0.00021257-0.00029006i
0.00055787+0.00023271i,0.001193+1.4701e-05i,0.0012525+4.9612e-05i,0.00098513+0.00074i,0.00041798+0.00084781i,5.7586e-05+0.00062627i,-7.5739e-05+0.0005428i,0.0002613-8.8014e-05i,0.00046518-0.00064043i,0.00044778+0.00025851i,0.00035362+0.0014243i,0.00030796+0.0012902i,0.00035592-5.1763e-05i,0.0006804-0.00080427i,0.00040032-0.0008618i,8.0327e-05-0.00050711i,0.00029297-3.5339e-05i,0.00026967-0.00026541i,0.00051462+0.00047128i,-8.5811e-05+0.00078719i,-0.00042022-0.00030412i,-0.00068319-2.7061e-05i,-0.00096365+0.00099013i
0.00051725-0.0022149i,0.00030974-0.002741i,-0.00030217-0.001418i,-0.0023499-0.00033058i,-0.0034104+0.00022645i,-0.0023329+0.0002544i,-0.00061593-0.00074075i,0.0001839-0.0016512i,0.00028061-0.0014309i,0.00013277-0.00033869i,-0.00032166+7.5656e-05i,-0.00054911+3.9313e-05i,-0.00029737+0.00011009i,-0.00014326-1.644e-05i,0.00023935-0.00017135i,0.00015429-0.00023417i,-0.00054582-0.00052585i,-0.00096555+0.00019856i,-0.00055838+0.00038761i,-0.00045142-0.00062413i,-0.0010837-0.0010575i,-0.0011406-0.00086474i,-0.00047767-0.00042762i
0.0023061-0.0016083i,0.0015331-0.00087278i,0.00074997-0.00089615i,0.00061166-0.00046408i,0.00017252-0.00018427i,-0.00040717-0.00087766i,-6.1112e-05-0.00031244i,0.00071797+6.1479e-05i,0.001418-0.00036951i,0.0011311-0.00077748i,0.00051273-0.00039027i,0.00034216+6.9027e-06i,0.00010389+0.00035159i,-0.00035675+0.00061147i,-0.00035384+1.5724e-05i,0.00036525-0.00047869i,0.00040484-0.00046281i,-0.00032565-0.00052849i,-0.00079325-0.00017474i,-0.00051794-0.00013505i,-0.00070914-0.00073143i,-0.00024352-0.0015199i,-8.7225e-05-0.001336i
0.002037-0.0012743i,0.0022467-0.0013896i,0.0014916-0.0019436i,-0.00022776-0.0023726i,-0.001722-0.002194i,-0.001723-0.001181i,-0.001039-0.00016234i,-0.00083303+0.0001752i,-0.00050493+0.00016989i,2.5742e-05+0.00025346i,2.0987e-05+0.00012255i,-0.00062118+9.3891e-05i,-0.00039916-0.00030771i,-0.00019191-0.00053911i,-0.0005861-0.00038243i,-0.00017945-0.00028858i,-2.536e-05-0.00016953i,-6.5963e-05-0.00047668i,0.00011483-0.00061539i,-0.00021992+3.8283e-05i,-0.00087516-0.00031779i,-0.00068037-0.00042934i,0.00032468+0.00012306i
-0.00021712+0.00012939i,-4.902e-05+0.0012218i,0.00054349+0.0022138i,0.0013088+0.0015233i,0.0016668+0.00077042i,0.00082807+0.00059928i,-0.00015889+0.00056907i,-0.00059405+0.00034415i,-0.00076194+1.9248e-05i,-0.00037536-0.00011168i,-0.00025113+4.7589e-05i,-0.00011252+0.00057367i,0.00065819-4.949e-05i,0.00084068-0.00082723i,1.9682e-05-0.00039994i,-0.00075021+0.00023245i,5.2977e-05+0.00043452i,0.00053054-0.00042223i,2.861e-05-0.0012754i,-0.00054713-0.00082183i,-0.0012888-0.00053645i,-0.00069299-0.001167i,-4.159e-05-0.0012429i
-0.001529+0.00095326i,-0.00030102+0.0016794i,0.00058068+0.0015006i,0.00035999+0.0008948i,-0.00011722+0.0001736i,6.9063e-05-0.00057964i,-5.5257e-05-0.00076835i,-0.0001812-0.00010566i,3.7773e-05+0.00065747i,0.00049269+0.00045354i,0.0009562-0.00010591i,0.0011244-8.4607e-05i,0.00087785-0.00055582i,0.00082577-0.00080114i,0.00053313-0.00056661i,3.2697e-05-0.00086095i,-0.00063983-0.00094567i,-0.0011025-0.00067045i,-0.00070784-0.00042869i,-0.00012042-0.0010275i,0.00059911-0.0013706i,0.00058639-0.0005135i,-0.00025085-4.4008e-05i
-0.00065927-0.0026198i,-0.0017409-0.0020354i,-0.0014844-0.0021619i,-0.0018521-0.00068902i,-0.0019292+0.00043714i,-0.0010163+0.00087259i,-0.00048478+0.0010344i,-0.0011035+0.00024514i,-0.0015483+3.2288e-05i,-0.0012122+0.00039515i,-0.00056156+0.00046284i,-0.00011039+0.00039192i,0.00015885+0.00015314i,0.00023806+0.000235i,0.00014897-5.298e-05i,0.00021126-0.00051392i,-0.00021567-0.0004588i,-0.00085597-0.00034172i,-0.0011166+9.7512e-06i,-0.001049-0.00028125i,-0.00089476-0.00020488i,-0.00023824-3.2452e-05i,0.00039619+0.00028182i
-0.0018846+0.00056579i,-0.0015136+0.0005049i,-0.00084292+0.0023514i,-5.6674e-05+0.0029503i,0.00018799+0.0016442i,-0.00075477+0.00038143i,-0.00059323-0.00043613i,0.00049183-0.00048373i,0.00048029-0.00020635i,0.00047953+2.9337e-05i,0.0006719+0.00051698i,0.00082813+4.5242e-05i,0.0011768-0.00083722i,0.00079603-0.00074264i,0.0001205-0.00048786i,4.4817e-05-0.0010045i,-0.00025525-0.00081013i,-0.00013333-0.00068384i,0.0002023-0.00071854i,-0.0002582-0.0011227i,-0.00015024-0.0015931i,0.0005442-0.0013556i,0.00051089-0.00072838i
0.00036008-0.0010811i,0.0016393-0.00091859i,0.0012988-0.001286i,0.00016662-0.00089118i,-0.00055368+5.6216e-05i,-0.00071047+0.00043318i,-0.00076109+0.00059625i,-0.00018976+0.00056563i,0.0003806+0.00044447i,-1.5442e-05+0.00070008i,-7.0818e-05+0.0007175i,0.00046271+0.00078768i,0.00054828+0.00029534i,0.00034473+9.2995e-05i,0.00043641+0.00042245i,0.00059159+1.4866e-05i,0.00070136-0.00017401i,6.1092e-05+0.00011463i,-0.0010414-2.6934e-05i,-0.00092348-0.00054856i,-0.00056153-0.00082635i,-0.0010276+4.3889e-05i,-0.00049324+0.00078572i
1.1409e-05-0.0031488i,-0.0003167-0.0020271i,-0.0019211-0.0025961i,-0.002797-0.0020893i,-0.0032846-5.6845e-05i,-0.0025104+0.00037422i,-0.00089341-7.5032e-05i,0.00033495+0.00040202i,0.00025839+0.00012876i,-6.0102e-05-2.6022e-05i,0.00056076+0.00051231i,0.0010141+0.0010603i,0.00099574+0.0011209i,0.00032869+0.00048577i,-0.00011194-8.0032e-05i,0.00077785-0.00047614i,0.0011045-0.00014114i,0.00012885-0.00018193i,-0.00086562-0.0004733i,-0.0010476-0.0006219i,-0.00030002-0.00069083i,0.00028317+4.013e-05i,2.8195e-05+0.00079195i
-0.0010849+0.00066467i,-0.0011466+0.00050717i,0.00017113+0.0018424i,0.0015127+0.0025058i,0.001668+0.0021644i,0.0013036+0.0014461i,0.00066327+0.00089459i,-0.00010357+0.00065308i,0.00028978+0.00042405i,0.0007375+8.4175e-05i,0.00048484-0.0008832i,0.00046598-0.0010665i,0.00040754-0.00066207i,0.00093003-0.00097176i,0.00091647-0.0011092i,0.00019366-0.00045685i,-0.00041874+0.00033478i,-0.0003429+0.00054953i,0.00078415-5.5728e-05i,0.00062478+0.00018321i,-0.00019471+0.00050131i,-0.00025226+9.4388e-05i,0.00046111+0.00049909i
0.00070366-0.00064421i,0.00033273+0.00037206i,-0.00045612-0.00027266i,-0.00027745-0.00092332i,-0.00080648-0.00029119i,-0.0015218-0.000381i,-0.00061266-0.00081846i,5.2512e-05-0.0002269i,-0.00025487-9.4701e-05i,-0.00036796-1.5988e-05i,0.00025287+0.00073387i,0.00021161+0.00092266i,-7.5902e-05+0.00031987i,-5.1452e-05+0.00014286i,-0.00017987-9.0822e-05i,-0.0004815-0.00050664i,8.2344e-05-0.00075704i,0.00069497-0.00068062i,7.7632e-05-0.00037844i,-0.00044241-0.00024775i,-0.00048205+0.00042977i,-0.00066534+0.0010234i,-0.0005534+0.00059083i
-0.0019642-0.0017474i,-0.0031961-0.0010583i,-0.0039228-0.00024901i,-0.0033088+0.00070854i,-0.0022862+0.0019384i,-0.00051143+0.0021528i,0.00052735+0.0014316i,0.00026114+0.00059089i,-0.00070245+0.00031265i,-0.00037171+0.00054353i,0.0002277+0.0010694i,0.00011686+0.0011788i,0.00057311+0.001025i,0.00073662+0.0011322i,0.00046903+0.00067763i,6.6152e-06+0.00039618i,0.00026321-0.00058535i,0.00030755-0.0013037i,-0.00055534-0.00096692i,-0.00083636-0.00027637i,-0.00031694+0.00016155i,-0.00021177+0.00054842i,-0.00046355+0.00045617i
-7.5577e-05+0.0010297i,0.0001115+0.0013196i,0.00077878+3.7765e-05i,0.00046102-0.00058447i,-0.00039326-0.00056915i,-0.00078205-0.00015672i,-0.0004937+0.00045988i,8.6887e-05+0.00052752i,0.00036744+0.00021291i,0.00043899-2.4778e-05i,0.00080525+0.00023334i,0.0006017+0.00023729i,0.00051118+7.7383e-05i,0.00072003-0.00057685i,2.6471e-05-0.00028949i,-0.00014836-0.00019178i,0.00017994-0.0013573i,0.00028968-0.00145i,0.00052002-0.0013803i,-2.1573e-05-0.0007076i,-0.00091478-1.9046e-05i,-0.0010856-0.00069195i,-0.00040362-0.0010315i
0.00015363+0.00055953i,0.00019912+0.000709i,6.5677e-05-7.1857e-06i,0.00090595-0.00061717i,0.0012747-0.00019447i,-9.9292e-05+0.00023302i,-0.00085073-0.00023049i,-0.00087688-0.00058851i,0.00012061-0.00063628i,0.00089372+0.00011694i,0.00050293+0.00090213i,0.00022561+0.00018095i,-7.742e-05-0.00047186i,-6.9822e-05+4.3598e-05i,0.0002435+0.00056088i,0.00037003+9.225e-05i,-0.00025375-0.00030223i,-0.00067409-0.00050245i,-0.00063814-0.00095266i,-1.9374e-05-0.00080323i,0.0010235-0.00045681i,0.00088096+4.4938e-05i,0.00041607-0.0001485i
-0.0018344-0.00044815i,-0.0022882+0.0004945i,-0.0023969+0.00060629i,-0.00095189+0.00055651i,-0.00025612+0.00069581i,-0.0004719+0.0006143i,-0.00030485+0.00023189i,-7.485e-05+6.5273e-05i,0.00012129+0.00023702i,0.0006282+0.00028016i,0.00050745+0.00032694i,0.00018552-0.0004017i,0.00063676-0.00078873i,0.00073577-0.00024028i,0.000722-0.00028283i,0.0011222-0.00061355i,0.0010571-0.00065946i,0.0002224-0.00052545i,-0.00084147-0.00064159i,-0.0012585-0.00070024i,-0.0011758-0.00036256i,-0.0011099+0.00055645i,-0.0011321+0.0011248i
0.001108+0.001507i,0.0013856+0.0019337i,0.0011716+0.0021063i,0.00094903+0.0014353i,0.0011032+5.1861e-05i,0.00031583-0.00095155i,-0.00049253-0.000863i,-0.00045481-6.2206e-05i,0.00062555+0.00075906i,0.0013509+0.0015466i,0.0011696+0.0013695i,0.0010349+0.0010762i,-0.00012499+0.00090154i,-0.00065822+0.00014559i,-0.00015297+0.0001361i,0.00014143+0.00051271i,-0.00020704+0.00045498i,-0.0012239-0.00027659i,-0.0016142-0.0009859i,-0.0014296-0.00085592i,-0.0012676-0.00032779i,-0.00083574+8.0231e-05i,-0.00011464+0.00029045i
-0.00058911-0.00052151i,-0.0012801+8.8266e-05i,-0.0020798+0.00024933i,-0.0019963+0.00073632i,-0.0015382+0.000942i,-0.00081747+0.00079179i,-0.00035417+0.00043536i,0.00040942-0.00024696i,0.00041309-0.00013978i,-0.00033886+0.00033434i,0.00013567+0.00071606i,0.0010219+0.00095685i,0.00079469+0.00085111i,-1.1521e-05+0.00026596i,-9.4898e-05+0.00047035i,0.00062663+0.00054725i,0.0012515-0.00017386i,0.00050104-0.00034182i,-0.000355-0.00035452i,-0.00082364-0.00025494i,-0.00086763-0.0002997i,-0.00013139-0.00055743i,2.5439e-05-0.00015894i
-0.002353-0.00034732i,-0.0023711+0.00067702i,-0.0028131+0.0022628i,-0.0014923+0.0026139i,9.5644e-05+0.0018688i,0.00035614+0.0014499i,-0.00020561+0.0013162i,-0.0002354+0.0011354i,4.978e-05+0.00042618i,0.00023757+0.00086126i,-0.00010057+0.0014645i,-0.00020399+0.00068842i,0.0001115-0.00019016i,-0.00019029-4.1081e-05i,0.00020296+0.00057772i,0.0013249+0.00053698i,0.00077227+0.00025786i,-0.00055003-0.00031789i,-0.00060319-0.00045267i,-0.00021293-0.000476i,0.00017188-0.00035808i,0.00048942-1.0491e-05i,0.00034802+0.00045396i
-0.00037703+0.00084346i,-0.00011842+0.00058799i,-0.00049569+0.00040338i,-0.00052189+0.0001529i,-0.00055982+0.00010709i,-0.00077704+0.00013223i,-0.00018774+0.00018972i,0.00014487+0.00051817i,8.3935e-05+0.00062559i,0.00019193+0.00091224i,-0.00037991+0.00069273i,-0.0010409-0.00035495i,-0.00034588-0.00059493i,0.00043519-0.00079228i,0.00046816-0.00089876i,4.9389e-05-0.00019846i,-0.00022417-6.7788e-05i,-6.2725e-05-0.00092555i,-0.00038219-0.0016465i,-0.00047533-0.00062658i,6.3694e-06+0.00021643i,-0.00019435+1.1602e-05i,-0.00032442-0.00080279i
-0.00044962+0.0015313i,0.00017312+0.0012485i,0.00039345+0.00183i,0.00093033+0.0014021i,0.00066321+0.00094374i,-0.00032848+0.00027464i,-0.00012211-0.0013859i,0.00013092-0.0019671i,-0.00022518-0.0018088i,-4.4306e-05-0.00099795i,0.00048456+7.1571e-05i,0.00061811+2.1325e-05i,0.00056152-7.2511e-05i,0.0004772-0.0001761i,0.0004471-0.00044559i,0.00029016-0.00029352i,5.3703e-05-0.00059808i,0.0001729-0.00061135i,7.9178e-05-0.0005021i,-0.00025299-0.00033409i,5.8048e-05+3.8024e-05i,0.00067365+0.00054811i,0.00053944+0.00095865i
-0.00013907+0.00066862i,-0.00046151+0.00048084i,-0.00058699+0.00098378i,-0.00057166+0.0007091i,-0.00036868+0.00039161i,-0.0007243+0.00083818i,-0.00049505+0.00047726i,0.00030545-0.000223i,0.00031955+2.183e-05i,0.00028426+0.00040591i,0.00060991+0.00065367i,0.00021445+0.00069292i,-0.00081983+4.4094e-05i,-0.00069532-0.00010205i,-8.0154e-05+0.00042764i,-0.00017166+0.0004878i,-0.00018782+1.6865e-05i,-7.6448e-05-6.7967e-05i,-0.00042696-0.00014884i,-0.0004801-0.00032559i,-0.00054058-3.8606e-05i,-0.00081513-0.00011457i,-0.0007287-0.00028557i
0.0026804-0.00035062i,0.002379+5.3831e-05i,0.0015286-0.0006928i,-2.2921e-05-0.00047105i,-0.0010678+0.00066545i,-0.0011278+0.00095305i,-0.00052692+0.00021035i,-8.6539e-05+1.0252e-05i,-0.00033824+0.00067327i,-0.00071486+0.00072467i,-0.00029909+0.00038547i,0.00026779-0.0004411i,0.00027782-0.00037833i,0.00011976-0.00043032i,-0.00028859-0.0013239i,-0.00055396-0.0012253i,-0.000564-0.00084146i,-0.00043736-0.00053498i,-0.00040293-0.00059357i,-0.00044766-0.0006529i,-9.5629e-05+0.0002471i,0.00023443+0.00068152i,-6.563e-06+0.00058502i
0.0032871-0.0014245i,0.0028095-0.00079681i,0.0021079-0.001807i,0.0012041-0.0024403i,-7.8886e-05-0.0015171i,-0.0013656-0.00022221i,-0.0012294+0.00056589i,-0.00031716+0.00035378i,0.00051478+7.7238e-05i,0.00044309-0.00016629i,-0.00028101-8.8024e-06i,-0.00048752+0.00060786i,-0.00074026+0.00041712i,-0.00065158-0.00041016i,-0.00014892-0.00013893i,0.00017198+0.0004013i,-0.00029171-0.00015441i,-0.00041374-0.001672i,-0.00026717-0.0021385i,-0.00084104-0.00095342i,-0.00024516+0.00017895i,0.00045325+0.00083918i,0.00025351+0.00047756i
0.00096753-0.0020353i,0.0001232-0.0028165i,-0.00095289-0.0029837i,-0.0016744-0.0025381i,-0.0020055-0.0015316i,-0.00090861+9.1207e-06i,0.00040629+0.00022787i,0.00014453-0.00084179i,-0.00051447-0.00097587i,-0.00030756-0.00023306i,-0.0002475+0.00095541i,-4.8527e-05+0.00084594i,0.00023977+2.2776e-05i,0.00095669+0.00010753i,0.00086369+0.00016134i,0.001206-9.2273e-06i,0.0013719+6.5404e-05i,5.9053e-05-0.00040662i,-0.00042978-0.00074699i,-0.00011505-0.00055592i,-0.00016827-0.00044619i,-0.00058265-0.00043581i,-0.001062-0.00050055i
0.00064206+0.0027186i,0.00063202+0.0026549i,0.0012169+0.0025667i,0.0017484+0.0016553i,0.0015471+0.0001596i,0.00067448+0.00014868i,-0.00031934+0.00039862i,-0.00036354+0.00080848i,0.00074644+0.0015528i,0.0013063+0.0010614i,0.00073102-0.00038447i,-0.00056336-0.0014299i,-0.00046316-0.0015268i,5.2501e-05-0.00078568i,0.00021351-0.00080367i,0.00025559-0.00047093i,-0.00014169+8.145e-05i,-0.00040053-0.00038393i,-0.0001817-0.000503i,0.00022025-0.0004238i,0.00027116-0.00068729i,-0.00022947-0.00053878i,-0.0006787-0.00050062i
-0.00032908+7.3423e-05i,-0.0018547+0.00017066i,-0.0016841+6.9399e-05i,-0.00039443-0.00039355i,0.00024328-4.5394e-05i,-0.00017436+0.00019003i,-0.00044354-0.00067616i,-0.00074285-0.00092104i,-0.00067275-8.682e-05i,0.00011351+0.00046235i,0.0010082-0.00043405i,0.00097222-0.0006396i,0.00073166-0.0004765i,0.00035117-0.0010581i,-6.078e-06-0.00079574i,-0.00014016-0.00046104i,-0.00010973-0.00057127i,-0.00026209-0.0015284i,-0.00074187-0.0020511i,-0.00052278-0.0013801i,-0.0010173-0.00045987i,-0.0014047-0.00043514i,1.0351e-05-0.00039497i
-0.0014112+0.00062441i,-0.0011293+0.00077179i,-0.0011504+0.0018173i,-0.00027815+0.0026083i,0.00031222+0.0018221i,-0.00026579+0.00049629i,-0.00081958+0.00016153i,-0.0005802+0.00059294i,6.2716e-05+0.00099516i,-0.00023852+0.00036875i,9.3985e-05+0.00044109i,0.00066591+0.001376i,0.00028837+0.00079374i,0.0002557-7.9088e-05i,0.00049298-0.00015416i,0.00021822+0.00010783i,-0.00031871+0.00041184i,-0.00041528+0.00011368i,-0.00030469-0.00029261i,-0.00042728+3.0521e-05i,-8.4683e-05+0.00061809i,-5.3451e-05+0.00093296i,-0.00052049+0.0010803i
-0.0010066-0.000714i,-0.0011816+0.00031954i,-0.00067294+0.0012739i,-3.8512e-05+0.00087045i,-0.00049991+0.0010405i,-0.0016161+0.0011402i,-0.0010042+0.00092883i,-6.2026e-05+0.00039639i,3.391e-05+0.00020007i,0.0010291+0.00089115i,0.0012985+0.00087469i,0.0011649-6.3845e-05i,0.0010621-0.00076984i,0.00077163-0.00095094i,0.00064971-0.00059005i,0.00068377-0.00017331i,0.00090208-0.00032862i,0.00089999-0.00021487i,0.00046874-0.00041928i,-0.00011832-0.00045734i,-0.0009147-0.00020939i,-0.00024104+0.00015111i,0.00051356+0.00030003i
-0.00046444+0.00037317i,-0.00020714-0.00015117i,-0.00052086+7.6935e-05i,-0.00091432+0.00060384i,-0.00022215+0.0013287i,-0.00023344+0.0013906i,-0.0007036-0.00021626i,-0.00084727-0.00096913i,-0.00038349-0.0001896i,0.00017604+0.0012995i,-8.9844e-05+0.0012016i,-0.00067031+0.00068861i,2.1418e-05+0.00057446i,0.00069302+0.00035628i,0.00072674+0.00021552i,0.00077321-0.0003595i,0.00060847-0.00089228i,0.00057884-0.0016879i,0.00065697-0.0019527i,6.5244e-05-0.00082971i,-0.0004294+0.00042469i,-0.00038702+0.0013743i,-0.0002841+0.0011897i
-0.00038205-0.00080901i,0.00074419-7.2051e-05i,0.00034869+0.00048202i,-0.00052556+0.00073522i,-0.00024151+0.00076434i,-0.0002202+0.00027494i,-0.00033528-0.00021062i,-0.00069711-0.00063608i,-0.00031805-0.00025826i,0.00055698+0.00073123i,-5.9794e-05+0.0011504i,-0.00057842+0.00055439i,-5.7107e-06+0.00026903i,0.00069458+0.00028535i,0.0012748+2.8003e-05i,0.0013266-7.3659e-05i,0.00063333-0.00037533i,-0.00045943-0.00086019i,-0.0012459-0.00089645i,-0.0011919-0.00053761i,-0.00071483+8.4235e-06i,-0.00073796+0.00075418i,-0.00093282+0.00059766i
-0.0016134+0.0025029i,-0.0014985+0.0026516i,-0.00093512+0.0030631i,0.00021829+0.0021995i,0.00035967+0.00092651i,2.4663e-06-0.00012574i,0.00047215+0.00023575i,-6.8095e-05+0.001005i,-0.00087918+0.00049943i,0.00062127+0.00035452i,0.0022899+0.00015603i,0.0024271-7.8419e-05i,0.0010054+0.00013968i,-0.00055071-0.00015983i,-0.00093774-0.00030963i,-0.00080333-2.7347e-05i,-0.00068011-0.00023295i,-0.00039282-0.00057558i,-0.00059747-0.00068478i,-0.00042892-0.00050036i,-0.00017926-0.00011446i,-0.00043311-0.00078899i,-0.00053342-0.0011095i
-0.00054697+0.00094529i,-0.00030393+0.0011261i,0.00014525+0.0010061i,0.00022985+0.00036385i,0.00035345+0.00081113i,-0.00037308+0.00077731i,-0.00088089+0.00077259i,-0.00033298+0.00095607i,3.675e-05+0.00056018i,0.00036468+0.00042043i,0.0005204-0.00024929i,0.00091451-0.0007462i,0.0010768-0.00095228i,0.00049765-0.00094949i,0.00038015-0.00013764i,0.00096281+0.00068074i,0.00067992+0.00016113i,-0.00024166-0.00064733i,-0.00099409-0.0005418i,-0.00074312-0.00020741i,-0.00018019-3.3582e-05i,6.9255e-09+6.0198e-05i,5.5434e-05+0.00053293i
0.00032256+0.00097085i,0.00076019+0.0011445i,0.0026454+0.0023404i,0.0017942+0.0014517i,-3.6257e-05-0.00059122i,0.00012595-0.000367i,0.00035758+0.00048055i,-0.00038788+0.0006281i,7.7891e-05+0.0010921i,0.00043468+0.0008831i,0.000694-3.6893e-05i,0.0004833-0.00039739i,-0.00037874-0.00092883i,-0.00058174-0.00079117i,-0.00046742-0.00048392i,-0.00060391-0.00095096i,-0.00053686-0.0010708i,-0.00039019-0.001295i,-0.00064851-0.0018163i,-0.00075496-0.0010969i,-0.00019891+0.00016392i,0.00050331+0.00010423i,0.00034042-0.00028675i
0.00018713+0.00030533i,-0.00015238+6.2602e-05i,0.00040355+0.00058271i,0.00038562+0.0011392i,0.00022785+0.0016741i,-0.00020746+0.0020107i,0.00024895+0.0012525i,0.00099023+0.00043074i,0.00062203-0.00017449i,0.00026875-0.0003386i,-0.00010753-0.00064603i,-0.0001993-0.0011549i,0.00016394-0.00057574i,0.0006718-0.00029714i,0.00039855+0.0001725i,0.00040419+0.00041612i,0.00046094-0.00016372i,0.00041831-0.00093869i,0.00057369-0.00080318i,0.00025485-0.0004123i,0.00031575-0.00070753i,0.00025804-0.0003149i,-8.2976e-05-3.8777e-05i
-0.00014012+0.001361i,0.00046154+0.00069705i,0.0013038+0.0023955i,0.0010393+0.0026346i,-1.67e-05+0.0011771i,-1.8593e-05+0.00017159i,0.00010426-0.00023703i,-9.2828e-05+8.2766e-05i,-0.00031446+3.3874e-05i,0.00016226-0.00030565i,0.00075006-0.00018392i,0.00033249-3.4974e-05i,0.00059365+0.000283i,0.0010423+1.3245e-05i,0.00099537-7.8697e-05i,0.00057651-0.00042449i,-0.00018383-0.00068139i,0.00017363-0.00071527i,0.00033582-0.00096041i,0.00019924-0.0010604i,0.00010353-7.441e-05i,0.00011255+0.00059063i,0.00054482+0.00030103i
0.00092782-0.0011676i,0.00072385-0.0013534i,-6.6315e-06-0.0018974i,-8.0101e-05-0.0012557i,-0.00063099-9.5768e-05i,-0.0012844+0.00047801i,-0.00035882+0.00027928i,0.00063996-0.00010146i,0.00025852-0.00047368i,-0.0002711+5.7573e-06i,-0.00010816-1.71e-05i,4.6547e-05-0.00080367i,-0.00026582-0.00043052i,-0.00080201+0.00018657i,-0.00020302+0.00049128i,0.00047302+0.00032594i,0.00048468-0.00013318i,0.00043535-4.4568e-06i,0.00075487-0.00044285i,0.00037319-0.00059324i,-0.00088233-0.00075025i,-0.0011176-0.0010703i,-0.00052099-0.0004822i
0.0016926+0.00079219i,0.0015857+0.00077165i,0.0013777+0.00047231i,0.0011705+0.00039101i,0.00017615-0.00053664i,-0.00082175-0.00067548i,-0.00082095-0.00027532i,-0.00042962+0.00033893i,0.00031009+0.0010531i,0.00095101+0.0010807i,0.00073233+0.00037248i,0.00012352-0.0005388i,-0.00026932-0.00078087i,-0.00012532-0.00073732i,0.00055739-0.00099965i,0.00078484-0.00029015i,0.00062402-0.00019673i,9.4209e-06-0.00077365i,-0.00082592-0.00076508i,-0.0012503-0.0004129i,-0.0013978-7.0199e-05i,-0.00057983+0.00017591i,0.00025264+0.00011092i
0.00022253-0.00070953i,-0.00018377+0.00064711i,-0.00059179+0.0012823i,-0.00040601+0.0013423i,0.00085415+0.0013551i,0.00093893+0.00099789i,0.00028053+0.00061386i,0.00035064+0.00021505i,0.0004432-1.5682e-05i,0.00054886+0.00041469i,0.00014043+0.00089152i,0.00039851+0.000454i,0.00079378+0.00087359i,-1.2851e-05+0.0014411i,-0.00027995+0.00074398i,0.00041583-5.5871e-05i,0.00054406-5.3049e-05i,-0.00062663+0.00015254i,-0.0013675+0.00036151i,-0.00099537+0.00058277i,-0.00021291-0.00029289i,-3.3692e-05+1.5863e-05i,-0.00044989+0.00065721i
-0.0014044-0.0011355i,-0.0013637-0.0014101i,-0.00099297-0.0015437i,-0.0012143-0.0003282i,-0.0017893+0.00046896i,-0.00099165+0.00043334i,-0.00029123+0.00029823i,-0.00020147-0.00050696i,0.00016094-0.0007119i,0.0004069+0.00028407i,0.00094437+0.001164i,0.00098802+0.0013958i,0.0010318+0.00059924i,0.00097243-0.00071062i,0.0006927-0.0010981i,0.00048303-0.00091634i,-4.1463e-05-0.00044034i,-0.00029845-0.00039968i,-0.0011411-8.1459e-05i,-0.0013558-0.0001804i,-0.00014146-0.00024403i,0.0006821+0.00080451i,2.8525e-05+0.001361i
