-0.0023137+0.00041588i,-0.0013006-0.0002653i,-0.00092321-6.6501e-05i,-0.0011056+0.00065122i,-0.0012671+0.0013086i,-0.0016661+0.0012047i,-0.00106+0.0009612i,-0.00041484+0.00065556i,0.00020697+0.0011016i,0.0011466+0.0012998i,0.0014659+0.00095563i,0.0005893+0.00039916i,0.00069401-0.00047172i,0.0016878-0.00056163i,0.0012766-0.00027548i,0.00031491-0.00012137i,-0.00023309-0.001309i,-0.00044646-0.0020769i,-0.00053816-0.001223i,-0.00014313+0.0001061i,5.2857e-05+0.00038794i,0.00035307+3.5943e-05i,0.00038418-0.00039077i
-0.002138-0.00023428i,-0.0014775-0.00061833i,-0.0014797+0.00066337i,-0.00070598+0.0025058i,-0.00042701+0.0027361i,-0.0006576+0.0016222i,-0.00063186+0.00013911i,-0.00033024+0.00040775i,6.3232e-05+0.0012094i,0.00021748+0.0010444i,0.00013187+0.00055886i,0.0001565+0.00012245i,0.00029665-0.0005466i,0.00026582-0.00095021i,0.00043398-0.00087898i,0.00061365-0.0009335i,0.00027941-0.0011048i,-0.00056375-0.00073292i,-0.0011783-0.00068871i,-0.0010796-0.00078833i,-0.00091099-0.00015602i,-0.0012248+0.00024631i,-0.00097215-0.0005391i
0.00042356+0.00016074i,0.00094428-5.6707e-05i,0.0010751+0.0012884i,0.00014946+0.00070241i,-0.00013138-0.00066492i,-0.00031074-0.00090659i,-0.00073814-0.00045495i,-0.0012311-0.00047776i,-0.001249-0.0009409i,-0.00050399-0.00055538i,-3.5894e-05-5.0586e-05i,-0.00042493-0.00014782i,-0.00022861-9.9664e-05i,0.00035816+0.00014085i,0.00047589+7.3184e-05i,0.00016324+3.0615e-05i,0.00024433-0.00026434i,-0.00028003-0.0007594i,-0.0010805-0.00091754i,-0.00056056-4.2733e-05i,0.00021269+0.00048464i,-0.00016171+0.00067633i,-0.0011242+0.00067411i
-0.00015408+0.00065084i,-0.00082866+0.00090935i,-0.0012224+0.0013322i,-0.0020005+0.0016854i,-0.002154+0.0014953i,-0.0012209+0.00015813i,-0.00014507-0.00040736i,0.00011505-5.7135e-05i,-0.00017306+0.00061307i,0.00014647+0.00078415i,0.00031958+0.0009116i,0.00023718+0.00064616i,0.00028417+0.00025708i,0.00059744-0.00072059i,0.00086234-0.0016501i,0.00071087-0.0014184i,0.00048637-0.00075643i,7.2898e-05-0.0013923i,-0.00048738-0.0013281i,-0.00036648-0.00034854i,-0.00014979-0.00046016i,-0.00023261-0.00043785i,-9.3815e-05-0.0001018i
0.0024151+0.00047464i,0.0017691+0.00081468i,0.0026735+0.00056719i,0.0019369+0.00074875i,0.00077718+0.00063366i,-8.7906e-05+0.00099898i,0.00041676+0.00088779i,-2.5424e-05+0.0012004i,-0.0007905+0.00086409i,-0.00074389-0.00018138i,-8.829e-05-0.00052359i,0.0011229-0.00069608i,0.0014103-0.00059145i,0.00030719-0.00017665i,-0.00037533+3.7513e-05i,-0.00011049+9.6777e-06i,-0.0001282-0.0004834i,-0.00049978-0.00041872i,-0.0003615+0.00045551i,-0.00047785+0.00042096i,-0.0004779-0.00031249i,-0.00026392+0.00029119i,0.00019384+0.0014353i
-0.0010113-0.002244i,-0.0012359-0.0017276i,-0.0013392-0.0010395i,-0.0021346-0.00043758i,-0.0023442-0.0005619i,-0.0013205-0.0007619i,-0.00070336-0.00084532i,8.048e-06-0.00044518i,0.00074516+2.3949e-05i,0.0010413-0.00018319i,0.0015174-0.00021493i,0.0014917-0.00018821i,0.00078678-6.1622e-05i,2.7139e-05-0.00013096i,-0.00019776-7.155e-05i,0.00026357-0.00081033i,0.00060763-0.0014012i,0.00044705-0.0010939i,-0.00052604-0.001049i,-0.0015447-0.00094175i,-0.0022847+0.00012772i,-0.0014101+0.0010215i,0.00035645+0.00067416i
-0.00030214-0.00050859i,-0.00081337-0.00073767i,-0.00095654-0.00012293i,-0.00041155+0.00037844i,3.2693e-05+0.00025305i,0.00063741-0.00018698i,0.00037392-0.00023645i,-0.00011771-0.0002929i,-0.00011951-0.00034472i,0.00011134+5.9485e-05i,0.0010009+0.00071102i,0.0013413+0.00047434i,0.0013094-0.00022221i,0.0012105-0.0004501i,0.00073509+0.00027994i,0.00066627-0.00014263i,0.00081658-0.0013698i,0.00069356-0.0012741i,-0.00017848-0.00011545i,0.00017549+0.00018969i,0.00036813+6.2856e-05i,-0.00074413+0.00036573i,-0.00093502+3.3793e-05i
0.0011965-0.00074992i,0.000408+6.0133e-05i,0.0011168-0.0014487i,0.0010711-0.0017979i,-0.00045912-0.00078834i,-0.0015854+0.00013484i,-0.0015175-2.8351e-05i,-0.0015376-0.0010577i,-0.0014721-0.00088601i,-0.00055031+0.00033869i,-0.00065831+0.00049677i,-0.00063262-0.00027068i,-0.00016122-0.00089222i,-0.00010326-0.00049284i,-1.6908e-05+0.00028711i,-0.00030396-2.6745e-07i,-0.0009387-0.00020342i,-0.0015061-0.00041197i,-0.001464-0.00058621i,-0.00088473-0.00035183i,-0.0012284+1.0363e-05i,-0.0010673+0.000173i,-0.00082662+0.00014167i
-0.00027516-0.00098454i,-1.635e-05-0.0014277i,-0.00031653-0.001035i,-0.001131-0.0001216i,-0.0011833-0.0010687i,-0.00077644-0.0014138i,0.00012713-0.00087515i,0.00059231-0.00071092i,4.7141e-07-0.001408i,-0.00047106-0.0013156i,-0.00071121-0.00069593i,-0.00019042-0.00056179i,0.00029866-0.00057737i,0.00048177-0.00057371i,0.00070462-0.0001565i,0.00075496+0.00044705i,0.00063922+0.00074008i,0.00025111+0.00011577i,0.00016094-0.00055301i,-0.00043396-0.00077816i,-0.0007013-0.0007125i,-0.00026892-0.00069152i,-5.2364e-05-0.00011313i
-0.0003753+0.0011627i,-0.0004642+0.00039663i,0.00048281-0.0002305i,0.000355-4.0502e-05i,-0.00026214+0.00052132i,-0.00046386+0.00087293i,-0.00093938+0.00068101i,-0.00075772+0.00077048i,-0.00036454+0.00076711i,-0.00044097+1.5238e-05i,4.831e-05+6.1895e-06i,4.3945e-05+0.00022293i,0.00023309-0.00025861i,0.0010516-0.00021303i,0.00084328-0.00032933i,0.00067979-0.00055849i,0.0011193-5.4562e-05i,0.0004557+0.00033339i,-0.00080403-0.00031686i,-0.0014053-0.00032811i,-0.0018117+7.2676e-05i,-0.0010329-0.00015085i,-0.00014272-3.524e-05i
0.00024826-0.00045202i,0.00060937-0.00040913i,0.00050639-0.00083419i,-0.00022147-0.00092671i,-0.00042927+0.00068316i,-0.00070379+0.0012729i,-0.00063445+0.00017042i,-0.00038707-0.00048557i,0.00013812-0.00070583i,0.00073626-0.00023098i,0.00056007+0.00011111i,0.00010123-3.675e-05i,0.00073394-0.00035061i,0.0015122-0.00033007i,0.0011901-0.00016559i,0.00052103-0.00032128i,4.5159e-06-0.00081673i,-6.2461e-05-0.0010742i,-0.00018483-0.00095044i,-0.00025143-0.00032567i,-0.00022676+9.8732e-05i,-0.00032339+0.00053266i,-0.00028822+0.00088882i
-0.0001323-0.001352i,-0.00084597-0.0014785i,-0.0015092-0.00066343i,-0.0012878+0.00041167i,-0.001078+0.001081i,-0.00023568+0.0015025i,0.00047535+0.0015582i,-2.8062e-05+0.00085221i,-0.00078927-2.2179e-05i,-0.00036774+0.00051584i,0.00038256+0.00014763i,0.00075272-0.00048354i,0.0010937-0.00032555i,0.00059034-0.00013687i,0.00078967+0.00048228i,0.0012108+0.00036917i,0.00011552-0.00034253i,-0.0010411-0.0013671i,-0.00078265-0.0019168i,-0.0006019-0.00093618i,-0.00091553+0.00021825i,-0.00073524+0.00051924i,0.00013994+0.0007875i
0.0010971+0.00098382i,0.001666+0.00066627i,0.0014535-6.5716e-05i,0.0012924+4.2489e-05i,0.0009203+9.9302e-05i,-0.00027858-8.3446e-05i,-0.00045317+0.00017127i,-0.00014774-0.00029941i,-0.00042948-8.2374e-05i,-0.00017422+0.00082493i,0.00065875+0.00045528i,0.00037541-0.00056397i,0.00017233-0.00072822i,0.00018546-0.00032995i,0.00022702-0.00053582i,0.00050954-0.00031337i,4.7992e-06-0.00043169i,-0.00044941-0.0010229i,-0.00028329-0.001691i,8.9162e-05-0.0015955i,-0.00025757-0.00071317i,-0.00033545+0.00033018i,-0.00015901+0.00062209i
0.00060764-0.0014995i,0.00067333-0.0005159i,-0.00037757-0.00074912i,-0.00083385-0.00065025i,-0.0013497-0.00049989i,-0.001896+2.709e-05i,-0.00098205+5.4776e-05i,-0.00066348-0.00069681i,-0.0013394-0.00063826i,-0.00058339-0.00013517i,0.00038029+0.00038738i,0.0011893+0.00067106i,0.001093+0.00075591i,0.00058488+0.0004601i,0.00091348-0.00033023i,0.0010113-0.00020543i,0.00014018-1.9498e-05i,-0.00071378-3.4855e-05i,-0.00048142-0.00070478i,0.00030373-0.0010129i,0.0005381-0.00015356i,-0.00028116+0.00077287i,-0.00093885+0.0010869i
0.00012419-0.00059939i,0.0004396-0.00061111i,-0.00031082-0.00087393i,-0.0011576+7.7463e-05i,-0.0013515+0.0013866i,-0.001812+0.00097787i,-0.0014006-0.0001459i,-0.00056047-0.00012078i,-4.3978e-05+0.00012509i,0.00017481+0.00019249i,-0.00017857+0.00029692i,0.00018276+0.00031471i,0.0009894+0.00016569i,0.0011297+0.00034589i,0.0014455-0.00012195i,0.00077726-0.0010563i,-0.00063878-0.0013862i,-0.00057866-0.0016315i,0.000265-0.0013609i,0.00095596-0.00021574i,0.0009881+0.00063924i,0.00038591+0.00069841i,0.00035458+5.9074e-05i
0.00047925+5.5748e-05i,-0.0002481+0.00061677i,0.00010715+0.00064378i,0.00089478+0.00039947i,0.00055668+0.0007486i,-0.0005496+0.0014333i,-3.6307e-05+0.0014147i,0.00041421+0.001172i,-0.00014183+0.00064695i,-6.2175e-05+0.00030939i,-0.0002774+5.6235e-06i,-0.00046822-0.00027816i,-0.00016036+7.1504e-06i,0.00018355+7.6335e-05i,0.00056052+6.7999e-05i,6.8353e-05-4.0046e-05i,4.4605e-05-0.00017753i,0.00017382-0.00030706i,0.00026826-0.00053401i,0.00067779-6.41e-05i,0.00026543+9.7299e-06i,-0.0004324-0.00034801i,-0.00082003-0.0001413i
8.8758e-05+0.00048793i,-0.0012749+1.5349e-05i,-0.0013897-0.00024387i,-0.00026291+0.00024679i,7.0217e-05+0.00057047i,-0.00021861+0.00064209i,-0.00074247+0.00034837i,-0.00021837+0.00017978i,0.00097975+0.00037954i,0.00069953+0.00057393i,0.00022377+0.0003506i,0.00030421-2.6318e-05i,0.00051957-0.00025691i,0.00087104-0.00077617i,0.00033636-0.00063994i,0.00015014+0.0003695i,-3.1922e-05+0.00040246i,-0.00039178-0.00076055i,-0.00026029-0.0014285i,0.00040414-0.0012289i,0.00056778-0.00083167i,-1.8893e-05-0.00042444i,-0.00056193+0.00011349i
0.00016214-0.00021966i,0.00098834-0.0008186i,0.00053511+0.00012041i,0.00047366+0.0014913i,0.00036959+0.0012448i,-0.00059349-0.00093139i,-0.00012543-0.0019494i,9.4294e-05-0.0012638i,-0.00065717-0.00075332i,-0.00038131-0.00028127i,7.2181e-05+0.00056169i,0.00014682+0.0010893i,0.0002134+0.00063374i,0.0001063+0.00017496i,0.00012238+0.00090017i,-1.0767e-05+0.0011591i,1.9718e-05+0.00063733i,0.00051164+0.00020066i,0.00033843+0.00010272i,-0.00049286-0.00014892i,-0.0012537-0.00020251i,-0.0006759+7.7323e-05i,-6.9037e-05+0.00085077i
-0.00047834-0.0024987i,-0.00011257-0.0026003i,-0.00073421-0.0024502i,-0.0018543-0.0012302i,-0.0026184+9.4126e-05i,-0.0017991+0.0008251i,-0.0010276+0.00037073i,-0.00040534+0.00014524i,0.00029679+0.00042935i,0.00087078+0.00056576i,0.00065822+0.00048509i,0.0003105+0.00031615i,0.00023657+0.00079261i,4.7685e-05+0.00039136i,-0.00055454-0.00024707i,-0.00064771-0.0007556i,-4.3859e-05-0.00094333i,-8.7421e-05-0.0013021i,-0.00061587-0.00098288i,-0.0010852-0.00068211i,-0.00074463-0.0010775i,-0.00039672-0.00071741i,6.8413e-05-0.0002744i
0.0014856-0.00030901i,0.0013769+0.00022739i,0.00070193-0.001088i,-0.00015828-0.0010869i,-0.00076043+0.00052486i,-0.00036244+0.0008746i,-0.00039809+0.00026752i,-0.001435-0.0001815i,-0.0013032+0.00042295i,-0.00020171+0.00093499i,0.00060109+0.00043121i,0.00092464+7.8121e-05i,0.0010965+0.00040277i,0.00027345-0.00014991i,0.00016518-0.00097637i,0.0007453-0.00054473i,-0.00062933-0.00086366i,-0.0014976-0.0019393i,-0.00082592-0.001131i,-0.00035325-0.00027913i,-0.00074379+0.00017124i,-0.0009799+0.00086725i,-0.00020858+0.0010685i
-0.00060206-0.00035842i,-0.00089015-0.00060388i,-0.00020493-0.00079681i,0.00062443-0.00043853i,-1.1504e-05+0.00039501i,0.00030462+0.001032i,-2.5956e-06+0.00061213i,-0.00045515-5.3894e-05i,2.869e-05+0.00012824i,0.00042485+0.00026324i,0.00092257+9.7705e-05i,0.0012379+0.00031381i,0.00045327+1.1458e-06i,0.00014138-0.00018945i,0.00019515+3.2117e-05i,0.00038334-7.0277e-05i,-2.0353e-05+0.00019748i,-0.00055404+0.00035771i,-0.00072279+0.00019273i,-0.00025809-9.3599e-05i,-0.0005573+0.00049434i,-0.00058134+0.0010833i,0.00029495+0.0011743i
-0.0021352-0.0019064i,-0.0014634-0.0012689i,-0.0013698-1.3238e-05i,-0.0014562+0.00049794i,-0.00099932+0.00053382i,-0.00081855+0.00026378i,-0.00064319-0.00064495i,-1.6209e-05-0.0015872i,0.00074388-0.0013577i,-5.3055e-05-9.2116e-05i,6.1874e-05+0.00028615i,0.00099486-3.9807e-05i,0.00079534-0.00017316i,0.00016356+0.00052279i,-0.0002983+0.00073384i,-0.00014204-5.5494e-05i,5.0947e-05-0.00053634i,-0.00024785-0.00023243i,4.2611e-05-6.0945e-05i,3.535e-05+0.00021006i,-0.00059439+0.00026317i,-0.0010721-0.00055654i,-0.0011266-0.00089447i
-0.0009281+0.00038843i,0.00035948-0.00048835i,0.0014941+0.001092i,0.00050875+0.00079785i,-0.00069922+0.00024956i,-0.0009315+0.00038905i,-0.00049912+0.00017336i,-0.00054964+0.00024086i,-0.001114-0.00020166i,-0.00081391+0.00034236i,-0.00056152+0.00054075i,-0.0001576-0.00040577i,0.00052419-0.00084731i,0.00038238-0.00028697i,0.00025186-0.00012709i,0.00034719-0.00019816i,0.00048433-0.00029244i,0.00049572-0.00051489i,-0.00074189-0.00044658i,-0.0014777-0.00081526i,-0.0012998-0.00064972i,-0.0013854-0.00043022i,-0.0014089-0.0002181i
0.0025536-0.00076011i,0.0025025+0.00043466i,0.00046741-0.0015398i,-0.00034197-0.00097992i,-0.0007807+0.00031735i,-0.00079361+0.00043889i,-0.00083877+4.8567e-05i,-0.0010101-0.00040069i,-0.0001717+0.00017457i,0.00068652+0.00012589i,2.3532e-05-0.00025162i,-0.0010431-0.00079078i,-0.0013351-0.00031008i,-0.0012699+0.00025706i,-0.00051871-0.00049758i,-0.00036726-0.00055597i,-0.00071865-0.00058922i,-0.00014442-0.00095079i,-0.00025114-0.000618i,-0.0003853-0.00057713i,0.00018538-0.00048151i,0.00036736-0.00032819i,-1.4696e-05-2.4677e-05i
-0.00094971+0.0012876i,-0.00086774+0.0011934i,-0.0012162+0.00020705i,-0.0008647+0.00057356i,-0.00079681+0.00095255i,-0.0016356+0.00075049i,-0.00094692+7.1124e-05i,0.00028372-0.00033074i,0.00067462-0.00013447i,0.00075553+0.00063998i,-0.00014385+0.001085i,-0.00045432+0.00098972i,-0.0002213+0.00058748i,0.00011616-0.00029499i,0.00045989-0.0005625i,0.00052949+0.00029108i,0.00083501-0.00027466i,0.0010373-0.0015355i,0.00058745-0.0015941i,-0.00027675-0.0010637i,-0.00070594-0.00044125i,-0.00058462+0.00028183i,-0.00043953+0.00064942i
-0.00031415+0.00011489i,-0.00011243+0.00043983i,-0.00012253+0.0013154i,-0.00011485+0.0019313i,0.00032563+0.0017i,2.6948e-05+0.00034991i,-0.0014166-0.00023014i,-0.00078771-0.00038447i,-0.00014455+5.426e-05i,-4.2444e-05+0.0010247i,0.0010863+0.00078583i,0.00094264+0.00014636i,-0.00015309-0.00020073i,-0.00015314-0.00075535i,0.00023485-0.00039702i,3.145e-05-6.2096e-05i,0.00058163-0.00060359i,0.00010081-0.00093317i,-0.00079496-0.00076103i,-0.0004178+0.00027525i,-2.1657e-05+0.00072279i,-0.00021398+0.00075222i,-0.00022076+0.00094204i
0.0013073+0.00030083i,0.00084758+0.00086353i,0.0011872+0.0011489i,0.0010485+0.00097196i,0.00093743+0.00067128i,0.00029648+2.0452e-05i,-0.00051345+1.5712e-05i,-0.00097082+0.00054366i,-0.00077484+0.00051716i,7.3269e-05-0.00010445i,0.00064387-0.00016989i,0.00027883+0.00014205i,-0.0002505+0.0002186i,-0.00060309-0.00013023i,-0.00056517-0.00045629i,-0.0001055-0.00041594i,7.823e-05-0.0012393i,0.00038358-0.0021781i,0.0009665-0.0020564i,0.00040585-0.0014219i,-0.00010077-0.00042506i,7.0528e-05-0.00021478i,-0.00030606-0.00030693i
0.0010193+0.00025412i,0.0021933+0.00013268i,0.0010332-0.00033871i,-0.00033666-0.00087653i,-0.00081482-0.00084301i,-0.00059831-0.00092258i,0.00014525-0.00081155i,6.0411e-05-0.00074954i,-0.0004705-0.0010172i,-0.00058717-0.00052702i,-0.00080988+0.00048709i,-0.0011333+0.00025204i,-0.00063606-0.00023565i,-0.0002794+0.00030698i,-1.6224e-05-0.00028727i,0.0003813-0.0012287i,-0.00025685-0.0010605i,-0.00069203-0.0014408i,-0.00012495-0.001143i,0.00024966+0.00016422i,-0.00047519-0.00012195i,-0.00084734-0.00046469i,-0.00034815+0.0002779i
-0.0020351+0.0010153i,-0.0010648+0.00071972i,-0.00021782+0.0018072i,0.00039678+0.0031505i,0.00094734+0.002504i,0.00039003+0.0012456i,-0.00048943+0.00033436i,-0.00089624-0.00039376i,-0.00010654-0.00083567i,0.00079413-0.00024965i,0.00078149+0.00059049i,0.00014004+0.00049925i,0.00023856+0.0005429i,0.00061402+0.00079498i,1.7618e-05+0.0007267i,-0.00029425+0.0010097i,-0.00022346+0.00067314i,-0.0004686-0.00037335i,-0.00038962-0.00071885i,-0.00051132-0.00024847i,-0.00040716+0.00025618i,-2.6494e-05+0.0003762i,0.00023345+0.00024799i
0.0015742+0.00013925i,0.0012041+0.0003415i,0.0018152+0.00071691i,0.0015125+0.00046118i,0.00042764-0.00048257i,-0.00078088-7.1261e-05i,-0.00078706+0.0010542i,-0.00063601+0.00036376i,-7.7118e-05+0.00033718i,0.00090846+0.00035755i,0.0013255-0.00085152i,0.0012579-0.00069718i,0.00074473+0.00021667i,9.1009e-05-0.00023139i,0.00016915-0.0006675i,0.00040185-0.00018584i,-0.00024288-0.00043516i,-0.00056783-0.0010856i,-0.0006749-0.00095671i,-0.0011352-0.00071408i,-0.0010908-0.00067697i,-0.001167+0.00017884i,-0.00083091+0.000645i
-0.0016038-0.00090351i,-0.0020206-0.00081496i,-0.0037911+0.00026366i,-0.0030543+0.0011457i,-0.0011329+0.0012615i,-0.00017433+0.00050786i,-0.00034208-0.00017919i,-0.00051115-0.00055331i,-0.0001835-0.00053681i,2.1395e-05-0.00018731i,0.0006502+2.837e-05i,0.00070248+6.4094e-05i,0.00091835+0.00013462i,0.00039089-0.00016518i,-0.0002311-0.00060726i,0.00015977-0.00038968i,0.00052848-0.00048331i,0.00061723-0.0012853i,0.00043848-0.0015638i,0.00059574-0.0010707i,0.00070951-0.00055357i,0.00047816-0.0002031i,0.00023191+0.00034821i
0.0018355+0.00098335i,0.0020388+0.0021185i,0.0017395+0.0016353i,0.00073088+0.00085002i,-0.00070862+0.00012614i,-0.0015835+1.228e-05i,-0.00063085+0.00055988i,0.00052383+9.0882e-05i,0.00066782+0.00020185i,0.000156+0.000449i,6.0316e-05-0.00027384i,0.00036668-0.0011259i,0.00015326-0.0010746i,0.00050704-0.00099397i,0.00065258-0.0012371i,0.0001268-0.00092349i,-9.1712e-05-0.0009893i,-0.00029517-0.0012019i,-0.00038385-0.00094638i,-0.00082115-0.00046684i,-0.00074236-0.00032705i,-0.00015399-8.0197e-05i,0.00038294+9.7891e-05i
0.0012191+0.00035503i,0.001553+0.001435i,0.0019292+0.00055233i,0.0016058+0.00010329i,0.00074927+0.00021449i,-0.0001624-0.00055775i,-0.0003464-0.001269i,-0.00033483-0.001413i,-0.0002298-0.0007023i,0.0007152+0.00033325i,0.0010682+0.00094373i,0.00080113+0.0011119i,0.00032075+0.0011745i,0.00038291+0.00034127i,0.00063407-0.00018851i,0.00057421-0.00027047i,0.00053534-0.00055228i,0.00012064-0.00015106i,-3.1898e-05-0.00018385i,-6.1487e-05-0.0012108i,-0.00058763-0.0012824i,-0.00066223-0.00015088i,8.2397e-05+0.00031814i
-0.00017444-0.00076143i,0.00029206+4.1249e-05i,0.00036629-0.0009333i,0.00058435-0.0011338i,-8.7255e-05-0.0011292i,-0.0013194-0.00029936i,-0.0010385+0.00061647i,-0.00050748+0.00059852i,-0.00071472+0.00041408i,-0.00057107+0.00038226i,-4.5253e-05+2.9539e-05i,-0.00023525+0.00027473i,-0.00060016+0.00093346i,-0.00025123+0.00069323i,-0.00020791-0.00033627i,-0.00015982-0.00025968i,-0.00010074-0.00031618i,-0.00040787-0.0009828i,-0.00073469-0.00073233i,-0.0010067-0.00042436i,-0.00073679-7.6335e-05i,-0.00030603-0.00040048i,0.00023094-0.00090676i
-0.002358+0.0011125i,-0.0020121+0.0016349i,-0.0022713+0.0030682i,-0.0013866+0.0037737i,-0.00024549+0.0027714i,-0.00012113+0.0011727i,0.00013305+0.00059374i,0.00046234-0.00012019i,0.00026283+0.00026697i,0.00052274+0.00093735i,0.0012553+0.00049552i,0.001413-0.00062515i,0.00083289-5.0468e-05i,0.00025152+0.00081359i,0.0004076+0.00076076i,0.00070222+0.0010948i,0.00057771+0.00037732i,0.00087582-0.00053209i,0.00091577-0.0010266i,2.388e-05-0.00069074i,-0.00049762+0.0003621i,-0.00058612+0.0011258i,-0.0002631+0.0011032i
0.0026116-0.0031873i,0.0024343-0.0024553i,0.0010287-0.002284i,0.00028533-0.0020612i,-0.00088185-0.0017976i,-0.0015459-0.0013148i,-0.0003342-0.0012361i,0.00097826-0.0011788i,0.00058459+3.3175e-05i,-2.4424e-05+0.001116i,-0.00039995+0.00094363i,-0.00030586+0.0012365i,-0.00028465+0.0012697i,-3.7469e-05-4.2459e-05i,0.0010211-0.00027305i,0.0010357-0.0007802i,0.00032357-0.0016332i,0.00034368-0.0016742i,5.404e-05-0.0018344i,-0.00096008-0.0013646i,-0.0011372+0.00015739i,-0.00074882+0.0012515i,-0.0008973+0.00036241i
-0.00021284-0.0011413i,-0.00056929-0.00032643i,-0.0016262-0.0001926i,-0.0023598+0.00057464i,-0.0021496+0.0010632i,-0.0014327+0.00092628i,-0.00035071-0.00010392i,0.0003041-0.0012816i,7.0844e-05-0.00025375i,-3.6246e-05+0.00047955i,1.4975e-05-0.00045246i,0.00066869-0.00046447i,0.00077632+0.00014951i,-0.00019622+0.00035988i,-0.0002746+0.0005837i,0.00020469+0.00047658i,-0.00019667-0.00048486i,-0.00095741-0.0011395i,-0.0011976-0.0017944i,-0.00088617-0.0020068i,-0.00085957-0.0012504i,-0.00034381-0.00015152i,-4.269e-05+0.00083547i
0.0016234+0.00088227i,0.0016827+0.0011496i,0.0029141+0.00066013i,0.0032324+0.0003252i,0.001045-4.5289e-05i,-0.00048356-0.00092312i,-0.00074611-0.001343i,-0.00093079-0.0015325i,-0.00073029-0.001022i,-0.00041387-0.00042723i,0.0002316-0.00023675i,0.00091847-0.00031229i,0.00053806-0.00092717i,-0.00029059-0.0012608i,-0.0010963-0.0006474i,-0.0016343-0.00041057i,-0.0017921-0.00065709i,-0.001842-0.00055137i,-0.0013727-0.00032532i,-0.00013084-0.00027513i,0.00040083+0.00010263i,0.00046247+5.3981e-05i,-3.9652e-05+0.00031034i
0.00040295+0.0017668i,0.0011661+0.0013678i,0.0016774+0.0018646i,0.0009856+0.0012159i,0.00017443-0.00011928i,-0.00065251-0.00035337i,-0.0012067-0.00043539i,-0.00061518-0.0012442i,0.00033827-0.001238i,0.00086954-0.00065888i,0.00043253-0.0004118i,-0.00012227-0.0001462i,-0.00066293-0.00036833i,-0.00018459-0.00029259i,0.00024215-0.0001232i,4.3008e-05-0.00081649i,0.00062401-0.00082906i,0.00034254-0.00057655i,-0.00061358-0.0010056i,-0.00093888-0.00065376i,-0.00073753-0.00045429i,-0.00043107-0.00054048i,-0.00069581-0.0003147i
0.00059973+0.0014572i,0.00078102+0.00048062i,0.0017165+0.00062i,0.0015689+0.0012975i,0.00037606+0.00087553i,-0.0015476+0.00030624i,-0.0018677-0.00053586i,-0.00036427-0.00084617i,0.00021211-0.00062449i,0.00030184+0.00037951i,0.0007816+0.00030471i,0.00028735-0.00085414i,4.3443e-05-0.00095064i,-0.00018054-0.00081704i,-0.00010992-0.00044257i,0.00086388-0.00037962i,0.0012959-0.00019895i,0.00059108+0.00030138i,-0.00024708-0.00044551i,-0.00069719-0.00077212i,-0.00027268-0.00018944i,0.00070822-0.00052384i,0.00050004+0.00034427i
0.00099414-0.0012506i,0.00063086-0.00040973i,0.00047076+0.00012171i,0.00040722-0.00049324i,-0.00035866-0.00063772i,-0.00099662+0.00034354i,-0.00087671+0.00067389i,-0.001008+0.00034807i,-0.0011789-4.1595e-05i,-0.00087609-4.3385e-05i,-0.00030778+0.0002284i,-0.00069281+0.00076183i,-0.0010544+0.001118i,-0.00065391+0.00067287i,-0.0004452-0.00048513i,-0.00028497-0.00066849i,-0.00037105-0.00028774i,-0.00052212-0.00086679i,-0.00076406-0.00077649i,-0.0010399-0.00056102i,-0.0011692+0.00025594i,-0.00088387+0.00078676i,-7.5474e-05+0.00038325i
0.0013544-0.00063746i,0.0020837+4.1805e-05i,0.0017946-0.00055458i,0.00069491-0.00094035i,-0.00048291+0.00033695i,-0.0011096+0.0005285i,-0.00033012-0.00039377i,0.00012785-0.00033319i,-0.00042063-0.0004006i,-0.0012912-0.00071895i,-0.00095285-0.00049109i,-0.00076804-0.00047446i,-0.00091166-0.00050904i,-0.00013262-0.00033738i,0.000209+9.143e-05i,-0.00082991-0.00035234i,-0.00085729-0.0017415i,-0.00033702-0.0019833i,4.4228e-05-0.00052231i,0.00023939+0.00055487i,4.9429e-05-8.8745e-05i,-7.4796e-05-0.00016017i,-1.3328e-05-0.00010281i
0.0014644-0.0013364i,0.0010277-0.00077573i,0.00031353-0.0001525i,0.00051595+0.00018274i,0.0010645+0.00052697i,0.00023702+4.113e-05i,-0.00069638-0.00035716i,-0.00079054+0.00048955i,-0.00018865+0.00085492i,0.0011472+3.0201e-05i,0.00109-0.00066605i,0.00093342-0.00059957i,0.00049197-0.00033362i,-0.00074606-0.00080229i,-0.00075429-0.00082072i,-0.0003112-0.00024787i,-0.00034601-0.00018528i,-0.00016298-0.00024841i,-0.00037278-0.00016265i,-0.00057724-0.00019082i,-0.00019213+0.0001815i,-0.00076997+0.00057691i,-0.00084309+0.00049283i
