-0.0021657-0.0011082i,-0.00091208-0.0018091i,-0.0017384-0.0018095i,-0.0029469-0.0011192i,-0.0026929+0.0013121i,-0.0012478+0.0024407i,-0.00053384+0.0017938i,-0.000633+0.0021685i,-0.00033686+0.0027429i,0.00022556+0.0017889i,0.00013434+0.00079987i,-0.00028268+0.00049686i,-0.00031834-4.1794e-05i,-0.00029407+0.00054897i,0.00027973+0.0008797i,0.00075242+0.00020878i,-0.00041371+0.00054216i,-0.0012473+0.00099685i,-0.00056014+0.001012i,-0.00014436+0.00064232i,-4.9493e-05-0.00035101i,0.00012114-0.00094593i,-0.00023333-0.00068163i
-0.00050568-0.0022463i,-0.0006865-0.0023165i,-0.0010281-0.0022962i,-0.0006944-0.0014034i,0.00098095+0.00013027i,0.0012515+0.00018759i,0.00048845-0.00055208i,-0.00023302+0.00031755i,-0.00026907+0.0011236i,0.0006957+0.00093128i,9.6784e-05+0.00076994i,-0.00024722+0.00032849i,-0.00015399+0.00017995i,-0.00031908+0.00065173i,-0.00022583-0.00015625i,-0.00018364-0.00034112i,0.00028111+0.00016824i,0.0005986+0.00058264i,0.00061497+0.00040417i,0.00030797-0.00031676i,0.00043927-2.9118e-05i,0.00027362+0.00016614i,-0.00019234+3.2343e-06i
-0.0011136-0.00065955i,-0.0011347-0.0010763i,-0.00090665-0.00088379i,-0.00073986-0.00062867i,-0.0013632-0.00050483i,-0.0014338-0.00036539i,-0.00034838+3.7086e-06i,-0.00031971+0.00064024i,-0.00091032+0.00052485i,-0.0010273+0.00015446i,-0.00068465-0.00010926i,-0.00023172-0.00014332i,0.00017031-0.00066058i,0.00033335-0.0007238i,0.00034913+0.00025205i,0.00030931+0.0010098i,0.00029222+0.0010108i,-1.7237e-05+0.00046392i,-8.441e-05-0.00031071i,4.904e-05-0.00059938i,-0.00017014-0.00056441i,0.00036905-0.00074278i,0.00064425-0.00031386i
-0.00020956-0.0015781i,-0.00016464-0.001122i,-0.0010015+0.00024907i,-0.0013332+0.00070202i,0.0003469+0.0004403i,0.0018634-0.00036314i,0.00058019-0.0004348i,-0.0012674+0.00011971i,-0.0013048+0.00076162i,-0.00053124+0.00092871i,-9.6814e-05+0.00079521i,-0.00043579+0.00041259i,-0.0010216-7.2e-05i,-0.00089625-0.00025527i,-0.00055258-0.00039399i,-5.0529e-05-0.00023728i,0.000347+0.00060741i,3.3208e-05+0.0010069i,-0.0004779+0.00096615i,-0.00064547+0.00060678i,-0.00068492+8.6945e-05i,-0.00092273-9.8415e-05i,-0.00085896+0.0002229i
-0.00063569-0.00052797i,0.00031616-0.00094911i,0.00063273-0.00054165i,0.0003323-0.00097681i,-0.00051921-0.00079942i,-0.00098246-0.00048243i,-0.00061659-0.00092578i,3.2321e-05-0.00083503i,0.00064783+3.9727e-05i,0.00055947+1.5387e-05i,0.00077807-0.00036808i,0.00088478-0.00058827i,0.00023988-9.6167e-05i,0.00036276+0.00092031i,0.00061016+0.00074514i,-0.00035641-0.00018102i,-0.00074552-3.206e-05i,-0.00021599-0.00060638i,0.00068865-0.00058535i,0.00091992+0.00037076i,6.4623e-05+5.2776e-05i,0.00018785-0.0007203i,0.00064262-0.0012059i
-0.0007409+0.00090618i,-0.00058659-0.00067975i,0.00023703-0.0020823i,0.0012884-0.002799i,0.0010385-0.0024251i,0.00037009-0.0018275i,3.5549e-06-0.0013085i,-0.00023169-0.00035175i,-0.00043941+0.00073672i,-0.00016952+0.0010248i,0.0001166+0.00040378i,-2.4509e-05-0.00058904i,-0.00047627-0.0001812i,-0.00090068+0.00052403i,-0.00032204+0.00070685i,0.00013255+0.0013234i,0.00050523+0.0012426i,0.00099504+0.00066521i,0.00091767+0.0004025i,0.00034967+0.00017314i,-0.00026247-0.00062294i,-0.00035684-0.0007077i,0.00047046+0.00017281i
-0.00098704-0.00092522i,-0.0010989-0.001812i,-0.0014187-0.0023282i,-0.0011444-0.0027495i,-0.0011622-0.0011838i,-0.00063293+0.0013022i,0.00041941+0.0010742i,0.00012642+0.00098667i,-0.00087848+0.0013893i,-0.00037756+0.0010433i,-0.0002249+0.00018672i,-0.00060064-5.0169e-05i,-0.00073316+0.00022114i,-0.00063422+0.00064356i,-0.00039474+0.00024019i,0.00018341-0.00017183i,0.00034472+0.00037958i,-1.9796e-05+0.00052083i,-0.00023234-9.9066e-06i,-0.00038403-0.00029683i,-0.00068111-0.00033948i,-0.00073149-0.00014791i,-0.00087214-2.6867e-05i
0.0010818-0.0012635i,0.00093566-0.0023657i,-0.00055969-0.0036612i,-0.0017797-0.0036098i,-0.0014285-0.0015985i,-0.0004899+0.00038815i,0.00041138+0.00085525i,0.00038876+0.0010733i,-0.00014202+0.0013582i,-0.00029595+0.0011417i,-0.00044857+0.00011808i,-0.00073644-0.00091371i,-0.00011938-0.00085239i,-0.00010734-0.00013044i,-0.00030058-2.0918e-05i,0.00080253-0.00034754i,0.0010181+4.6059e-05i,-6.1847e-05+0.00032675i,-0.00077458-0.00014383i,-0.00061506-0.00054397i,-0.00069503-0.00032979i,-0.00042717+0.00020215i,0.00036666+0.00038228i
-0.00052279-0.00054733i,-0.00038217-0.0018056i,-0.00083228-0.0029072i,-0.0006416-0.0020449i,0.00082789-0.00061085i,0.001236-0.00052528i,-0.00026916-0.00054607i,-0.00093689+0.00024608i,-0.00045019+0.0012646i,-0.00045896+0.0013566i,-0.00074629+0.00026211i,-0.00064023-0.00013415i,-0.00059988-0.00029425i,-0.00051867-4.5658e-05i,4.9398e-05+0.00045036i,-0.00026494+0.00029623i,-0.0008353+2.4187e-05i,-0.00046754+0.00061847i,-0.00032979+0.0010482i,-0.00052441+0.00059185i,-0.00013399-6.8326e-05i,-0.00016256+0.00012866i,-0.0011037+0.00031241i
0.00072545-0.00063025i,0.00052182-0.0019503i,-0.0001372-0.0036938i,-0.0011711-0.003376i,-0.0017673-0.0010282i,-0.0014805-5.6732e-05i,-0.0004004-0.00046986i,0.00022335+0.00045297i,-0.00054906+0.0012783i,-0.00090699+0.00083162i,-7.983e-05+0.00079882i,0.0001534+0.0012562i,-0.00083324+0.0010215i,-0.0010027+0.00045702i,0.00027261-0.00045693i,0.00012199-0.001033i,-0.00045142-0.00051204i,-0.00061351-0.00022775i,-0.00058737-0.0003573i,-0.000107-0.0001057i,-0.0006105+0.00013279i,-0.001039+0.00011772i,-0.00074384+2.2227e-05i
-0.0013751-0.001077i,-0.00081142-0.0012494i,4.5315e-05-0.0011497i,0.00034638-0.0018016i,0.0011242-0.0010829i,0.0015435+0.00032589i,0.00075555+0.00085351i,-0.00019947+0.0004657i,-0.00142+0.00065593i,-0.0013377+0.00099184i,-2.8238e-05+0.00086917i,0.00021238+0.00025176i,4.0318e-05-0.00062285i,-8.746e-05-0.00096552i,-0.00036695-0.00057398i,0.00012138+0.00017762i,0.0005131+0.00047231i,0.0005858+0.00014605i,0.00092523+5.1808e-05i,0.00032934-2.7078e-05i,0.00011754-0.0004167i,0.00036395+3.2657e-05i,-0.00028842+0.0010168i
-0.00047812+0.00078568i,-0.00028419-0.00067905i,0.00066895-0.0017513i,0.00081022-0.0019785i,0.001315-0.0015975i,0.0019938-0.001011i,0.0007746-0.00033057i,-0.00014088-0.00017i,2.9854e-05+0.00024405i,-5.6314e-05+0.00014336i,0.00013406-0.00072303i,0.0009137-0.00063161i,0.0006316-0.00039703i,-2.5805e-05-0.00046288i,0.00010341-0.00034163i,-0.00037709-6.7823e-05i,-0.0011311-0.00024101i,-0.00098364-0.0003374i,-1.7824e-06-0.00050186i,-2.4482e-05-0.00010969i,-0.00069412+0.00076785i,-0.00027038+0.00049705i,0.00048638-0.00047614i
-0.0012532+6.3209e-05i,7.5813e-05-0.00041232i,-0.0004896-0.00077609i,-0.0011593-0.00099032i,-0.00075778-0.00028528i,-5.2557e-05-0.00037538i,0.00032872-0.0009316i,0.00016442-0.00079699i,-0.00029251+0.00024166i,0.00015298+0.0014269i,0.001081+0.0011356i,0.00057282+0.0004953i,-0.00019441+0.00029404i,-0.00022563+0.00011563i,3.4043e-05+0.00069471i,-0.00028778+0.00089631i,-0.00088403+0.00025081i,-0.001526-0.00058283i,-0.00080874+0.00015808i,-0.00022885+0.00092626i,-0.00023538+0.00029395i,0.00025461+0.00024031i,0.00036071+0.0005971i
-0.0003214-0.00016204i,-0.00055335-0.0016734i,-0.00021832-0.0022993i,0.00025814-0.0030539i,0.00059884-0.0025153i,-0.00027636-0.00055427i,-0.00078636+9.2166e-05i,-0.00062852+0.00028378i,-0.0002925+0.0010097i,3.4911e-05+0.0010325i,0.00047416+0.00035508i,0.00035717-5.7959e-05i,-0.00033015-0.00026595i,-0.00019005-0.00062829i,0.00018141-0.0004114i,0.00066362+0.00033675i,0.00062549+0.00078095i,7.8399e-05-5.9679e-05i,3.129e-05-0.0006108i,0.0001016-0.0001874i,6.8652e-05+0.00022373i,0.00024134+0.00059656i,0.00071266+0.00038507i
-0.0011783-0.0010761i,-0.00048165-0.0018666i,0.00083263-0.0023735i,0.00028134-0.0019877i,-0.00080942-0.00082406i,-0.0011578-7.5681e-05i,-0.00086759-5.1444e-05i,-0.00054097+0.00029037i,-0.00012123+0.00071605i,0.00030226+0.00041641i,-0.00054511+0.00030631i,-0.00073729+0.00043198i,-0.00038063+0.00019412i,-0.00033123+0.00026599i,-0.00028505+0.00045564i,-0.00012932+0.0005722i,0.00030395+0.00010031i,0.00077988+6.1096e-05i,0.00087271+0.00061911i,0.00016332+0.0012178i,-0.00020144+0.00063642i,0.00016061-0.00026629i,0.00019403-0.00026575i
-0.00024874-0.0012903i,0.00085414-0.0024324i,0.00059707-0.0038448i,-0.00010705-0.0034581i,-0.0007167-0.0017488i,0.00049104-0.0011355i,0.0010073-0.00054443i,-0.00041183+0.00059688i,-0.0013818+0.00137i,-0.0011216+0.00076852i,-0.00036664+0.00068025i,-0.00046779+0.00076381i,-0.00086054-0.00026546i,-0.00063635-0.0004968i,-0.00038382-0.00039037i,-3.3401e-06-0.00016222i,0.00013503-8.9387e-05i,-0.00018705-0.00029994i,-0.00035415-0.00092722i,-4.3239e-05-0.00090485i,-0.00019359-0.00055159i,-6.6644e-05-0.000575i,2.4713e-05+0.00010443i
-0.00073594-0.00069326i,-0.00034831-0.00096998i,-0.00068219-0.0019093i,-0.00056782-0.0022959i,0.00038772-0.00041176i,0.0013639+0.00079762i,0.001018+0.00055823i,-0.00027303-3.9059e-05i,-0.00086415+0.00017227i,-5.7825e-05+0.00071625i,0.00041078+0.0008941i,0.00035782-8.7596e-05i,0.00056755-0.00040152i,0.00033651+0.00071939i,9.6361e-05+0.00090185i,4.1001e-05+0.00041682i,0.0001431+0.00095698i,0.00053591+0.00095698i,0.00086466+6.1113e-05i,0.0001985+0.00023542i,-0.00041755+0.00043479i,0.00039912-0.00021282i,0.00062372-0.00061853i
0.00059849-0.00087291i,0.00078795-0.0015108i,0.0011265-0.0024396i,0.00093943-0.0022719i,0.0011809-0.0011233i,0.0018831+0.00058825i,0.0014766+0.001005i,-5.2328e-05+0.00079685i,-0.00072079+0.0012707i,-0.0005406+0.001189i,-0.00069357-5.6029e-05i,-0.00066327-0.00056167i,0.00010135-0.00056827i,0.0006931-0.00049723i,0.00062299-0.00042382i,0.00016795+0.00070413i,-0.00013959+0.0013296i,0.00016067+0.00037713i,9.1618e-05-0.00024791i,-6.2396e-05+6.7423e-05i,-0.00040356+0.00038374i,-0.00092997-0.00017921i,4.9e-05-0.00099645i
0.00062752-0.00063164i,2.747e-05-0.0018381i,-0.0015134-0.0030273i,-0.0020685-0.0025977i,-0.0012204-0.00070189i,-0.00039202+0.00030928i,-0.00037603+0.00050125i,-0.0008729+0.0010478i,-0.00044013+0.0014472i,0.0003239+0.0013593i,0.00015951+0.00066811i,7.5496e-05+1.8792e-05i,-0.00018768-0.00016419i,-0.00012627-0.00012681i,0.00037237-0.00024588i,0.00048322+0.00035814i,0.00011663+0.0012281i,-0.00022371+0.00078229i,-0.00029373-0.00037276i,-0.00038838-0.00073955i,-0.00047883-0.00032758i,-0.00063736+7.2882e-05i,-0.00018944+0.00012748i
0.0014205-0.00013676i,0.00096939-0.00051714i,0.00067706-0.0016394i,0.00070469-0.0013096i,0.00015704-0.00097944i,-1.8234e-05-0.00041585i,0.0002551-0.00028674i,0.00047159+0.00018732i,0.00029967+0.00078167i,0.00036721+0.00042594i,0.00043233-0.00041974i,0.00014511-0.00087974i,-7.441e-05-0.0010144i,-0.00012863-0.0011444i,-9.8426e-06-0.00063753i,-0.00050453+0.00019721i,-0.001093+0.00040942i,-0.0004898+0.00019906i,8.9189e-05+0.00053687i,0.0006386+0.00068001i,-2.97e-05+0.00067663i,-0.0007257+0.00097203i,-0.00035906+0.00043804i
-0.00018733-0.00066447i,-0.00036314-0.0016576i,-0.0009211-0.0034671i,-0.0012802-0.003833i,-0.00085452-0.0027711i,3.8909e-05-0.00061797i,0.0001378+0.00041926i,-0.00062084-0.00016872i,-0.00037149-0.00034198i,0.00041848+0.00050913i,0.00085348+0.0012227i,0.0006811+0.00078891i,6.1776e-05+0.00032894i,-7.4689e-05-0.00013479i,-8.944e-05-0.00069527i,-0.00029047-0.00014716i,-0.00045072+0.00016273i,-0.00014422-0.00014944i,0.00098533-0.00038933i,0.00093789-0.0010943i,-0.0001378-0.0011846i,-0.00030046-0.0006588i,0.00010387+0.00019732i
-0.00062079-0.00077673i,-0.00054125-0.0017247i,-0.0012285-0.0019575i,-0.0022086-0.0016795i,-0.0019805-0.00021759i,-0.00045303+0.0015047i,0.00026201+0.0011219i,-0.00037674+0.00065811i,-0.00019077+0.0014071i,1.4094e-05+0.0011121i,-0.00074607-9.9334e-05i,-0.001051-0.00052656i,-0.00069904-0.00056329i,-0.00058324-0.00066241i,-0.0006807-0.00023134i,-0.00022287-2.9579e-05i,0.00013509+0.00024325i,-0.00021356+0.00041768i,-0.00043552+0.00063046i,-0.0004763+0.00071343i,-0.00027287+0.00018899i,-0.00040351-0.00056836i,-0.00015086-0.00060972i
-0.00088554+0.001265i,0.00033472-9.7489e-05i,0.002559-0.0012917i,0.0023656-0.0026229i,0.0023187-0.0033407i,0.0013341-0.0023282i,0.00030476-0.001064i,0.00072265+2.2324e-05i,0.00021778+0.00090208i,-0.00046519+0.00049852i,0.0003124-3.0605e-05i,0.00048465-0.00055071i,0.000588-0.00074133i,0.0009032-0.00030073i,0.00019567+4.7718e-05i,-0.00037212-0.00028427i,-0.00038287-0.00049773i,-7.5358e-05+0.00022383i,0.00043105+0.00035587i,0.0012793-0.00015234i,0.0015308+3.5033e-06i,0.00066909-3.7105e-05i,0.00012773-0.00029974i
-2.2227e-05+0.00038888i,-0.00036126-0.00034877i,-0.00058613-0.0010768i,-0.00042616-0.00050396i,0.00032414+5.205e-06i,0.0012433+0.000247i,0.0011455+2.8772e-05i,-0.00043224-0.00047606i,-0.0011-0.00027129i,-0.00066671+0.0003346i,-0.00037987+0.00064747i,-9.9649e-05+0.0002562i,0.00011489-0.00031793i,0.0004433-0.00035699i,0.00015394-0.00019973i,-0.00036693+0.00024156i,-0.00046834+0.00079939i,4.517e-07+0.00031083i,-0.00010962-0.00039145i,-0.00039366-0.00035682i,-3.7311e-05-0.00044841i,0.00019303-0.00035535i,8.2534e-05-0.00018972i
-6.9423e-05-1.7188e-06i,0.0012156-0.0010717i,0.0023599-0.0032114i,0.002192-0.0035517i,0.00083951-0.0015729i,0.000637+0.00021249i,0.00048541+0.00070101i,-0.00056681+0.00094789i,-0.0003546+0.0012924i,0.00037606+0.0014874i,-0.00019884+0.0013846i,-0.00044334+0.00046923i,-0.00012293+3.1135e-05i,0.00021499-0.00084438i,-0.00011267-0.00070103i,-0.00010935-0.00029229i,-0.00015314-0.00020953i,-3.9396e-05+0.0006015i,0.00018071+0.00097929i,-0.00014242+3.5851e-05i,0.00048448-0.00096894i,0.00080555-0.00050191i,0.00028391+0.00037503i
0.00034158+0.00056712i,0.00096466-0.00079825i,0.00094313-0.0028245i,0.00027493-0.00421i,-0.00011115-0.0036777i,0.00057184-0.0014985i,0.00083327+0.00029784i,1.2826e-05+0.00061274i,-0.00015086+0.00072975i,0.0010168+0.00069672i,0.0013746-3.2612e-05i,0.0001409-0.0005685i,-0.0010829-0.00057635i,-0.0012244-0.00088329i,-0.00045462-0.00091221i,-0.00010077-0.00049666i,-0.00025699-0.00019513i,-0.00045247-0.00022231i,0.00036043+4.6574e-05i,0.0010703+0.00022628i,0.00088196-3.8616e-05i,0.0005181+8.0746e-05i,-0.00029613+0.0007734i
-0.00071856+0.00024887i,-3.2535e-05-0.00061865i,-0.00019311-0.0012433i,-0.00095144-0.001554i,2.546e-05-0.00088262i,0.0013626-4.428e-05i,0.00099416-0.00045648i,-0.000453-0.00071343i,-0.0011178+0.0002437i,-0.00045062+0.00038546i,0.00019939-4.2766e-06i,0.00025624+0.0004233i,-4.1882e-05+0.00042408i,-0.00014593+0.00019694i,0.00023737+0.0011352i,0.00024755+0.00082644i,-0.00014501+3.0534e-05i,0.00028872+0.00033992i,6.3882e-05+0.00057585i,-4.8958e-05+0.00067989i,0.0004991+0.00082595i,0.00037072+0.0001431i,-0.00027139-0.00060886i
-0.0014355-0.0015521i,-0.0013172-0.0024945i,-0.0010348-0.0028789i,-0.0015528-0.001608i,-0.0014515+0.00037489i,-0.00025795+0.00096987i,-0.00014596+0.00015874i,-0.0012421-0.00024747i,-0.0014719+0.00013489i,-0.00037656+0.0010497i,0.00011266+0.0011009i,2.115e-05+1.5001e-05i,-0.00047672+0.0007478i,-0.0012401+0.0013908i,-0.00076921+0.0011106i,-0.00039966+0.0014079i,-0.0010519+0.00050255i,-0.0015011-0.00021756i,-0.0010917+0.00016802i,-0.00065364+8.6378e-05i,-0.00040416+9.5941e-05i,-0.0004327+0.00074409i,3.0753e-05+0.00068303i
0.00012014-0.00090097i,0.00036388-0.0011461i,-0.00084004-0.0018697i,-0.0013066-0.0020955i,-0.00032267-0.0012909i,0.00014392-0.00049738i,0.0007679-6.441e-05i,0.0010762+0.00027092i,0.00070232+0.00088778i,0.00022618+0.0013709i,4.1241e-05+0.00099445i,7.3685e-06+0.00047357i,-0.00021244+0.00040821i,7.1465e-06+0.00043421i,0.00026784-4.5984e-06i,-4.0308e-06-0.00063794i,-0.00073777-0.00055249i,-0.0013201-0.00034597i,-0.0010282-0.00036672i,-0.0011081-0.00047044i,-0.0010969-0.00018162i,-0.00011579-8.4505e-05i,0.00025657-0.000545i
0.00042274+5.7301e-05i,0.00048856-0.0005883i,0.00051492-0.0029441i,0.00030332-0.0036835i,0.00054297-0.0018523i,0.00010687-0.00055522i,-0.00018525-0.00010635i,-0.00052794+0.0010571i,-0.00099666+0.0016656i,-0.00066145+0.001269i,3.859e-05+0.00046402i,6.7893e-05+0.00029749i,-0.00010666+0.00040663i,0.00018959+1.4497e-05i,0.00023775-6.7872e-05i,-4.264e-05+0.00062866i,-0.00065877+0.00034979i,-0.00076237-0.00055579i,-3.4323e-05-1.1368e-05i,0.00068726+0.00075468i,0.00026794+2.1366e-05i,0.00025298-0.00048305i,0.00046086-0.00029102i
-0.00070606-1.8228e-05i,-0.0013948-0.00068303i,-0.0015697-0.0012755i,-0.0010438-0.0011716i,-0.00081295-0.00028507i,-0.00059631+0.0012106i,-0.00068008+0.0012935i,-0.00078804+0.0005121i,-0.00076203-4.6657e-05i,-0.00044147+0.00053088i,-0.00010931+0.0009742i,-0.00050802+0.0010304i,-0.0015227+0.00035952i,-0.0012015+0.00014622i,-0.00039674+0.00063575i,-8.3031e-05-0.00011704i,0.00041329-2.1858e-05i,0.00042898+0.0011703i,0.00029739+0.00081032i,0.00075432-0.00051012i,0.0005685-0.00057313i,-0.00019386-0.00043211i,-0.00061066-2.4773e-05i
-0.00027292-0.00014189i,0.00019442-0.0016279i,0.0002556-0.0031547i,-0.00054797-0.0041194i,-0.00029331-0.0029633i,0.00092785-0.001339i,0.00067991-0.0005971i,-2.883e-05+0.00013663i,-0.00018897+0.0002931i,-0.00020222+0.00025699i,-0.00014597-0.00043679i,0.00012885-0.00077892i,0.00067832-0.0012348i,0.00074655-0.0017348i,0.00013727-0.0012314i,-0.00053965-0.00017264i,-0.00039217+0.00027832i,-0.00054197-8.9283e-05i,-0.00025594+0.00037008i,0.00045017+0.00083642i,0.00055512+0.00023912i,3.1384e-05-0.00028006i,-0.00039627-0.00030905i
-0.002106+0.00073281i,-0.0017838-3.9898e-05i,-0.0010909-0.00064063i,0.00063632-0.0012344i,0.0015886-0.00040444i,0.0010187+0.00064569i,0.0002911+0.00051963i,-0.00024335+0.00039546i,-8.7026e-05+0.00065209i,9.1629e-05+0.00045938i,-0.00056248+0.00010441i,-0.0010794+0.00014896i,-0.00021989+1.5374e-05i,0.00082764-0.00061486i,0.0011425-0.00079546i,0.00079408-0.00028149i,-0.00015169+8.8485e-07i,5.7215e-05+0.00022599i,0.00073552+0.0003316i,0.00069006+0.00064484i,0.00061948+0.00089829i,-0.00020782+0.00074728i,-0.00058408+0.0001376i
0.00017163-0.00052647i,0.0013805-0.0012319i,0.0021265-0.0032421i,0.00037361-0.0034859i,-0.0017914-0.0022285i,-0.0013665-0.00099412i,-0.00054088-0.00015519i,-0.00051439+7.9243e-05i,-0.00043968+0.00020264i,-3.7662e-06+0.00046022i,-0.00017564-0.00019079i,-0.00032817-0.00062067i,-0.00026589-0.00065352i,-0.00040308-0.00087684i,0.00013911-0.000351i,3.8627e-05+0.00044564i,-0.00040109+0.00045507i,-0.00052226+0.000618i,-0.0001676+0.00097944i,0.00053641+0.00068085i,-0.00040698+0.00080896i,-0.00074394+0.00014779i,0.00018791-0.00049102i
-0.0023005-0.0024463i,-0.002212-0.0031919i,-0.0023795-0.0029722i,-0.0019094-0.0020852i,-0.0011925-0.00031334i,-0.00067924+0.00023543i,-0.00029277-0.00067521i,-9.5074e-05+0.0002022i,-1.2553e-05+0.0016317i,4.6345e-05+0.0016791i,-5.0742e-05+0.0013644i,7.6402e-05+0.0014189i,8.8038e-05+0.0016789i,-0.00091718+0.0013366i,-0.0012207-4.7943e-05i,-0.00022296-0.00077816i,3.7897e-05-0.00059265i,-0.00055355-0.00023373i,-0.0010907-0.00060825i,-0.00066567-0.0009632i,0.00037028-0.0010864i,0.00063411-0.0002318i,0.00027554+0.00040063i
-0.00011365+0.00019751i,-0.0011623-0.00063673i,-0.0017479-0.0028123i,-0.0018227-0.0037133i,-0.001779-0.0014247i,-0.0011568+0.00063749i,-0.00022476-0.0001679i,-0.00045612-0.00031804i,-5.166e-05+0.00053014i,0.0013886+0.00067765i,0.00089966+0.00078775i,-7.4917e-05+0.00057898i,-0.0010023+0.00071216i,-0.0012797+0.00065932i,-0.00011486+6.8807e-05i,0.00033679+0.000248i,-0.00015282+0.00056484i,-0.00029812+0.00060621i,-0.00024213-0.00020295i,-0.00036931-0.00067443i,-0.00013051-4.9168e-05i,-2.1703e-05+0.00028696i,-0.00024564-8.779e-05i
0.001247+0.00012541i,0.00085145-0.00058125i,0.00045372-0.0025215i,3.851e-07-0.0035617i,-0.00056595-0.0024809i,-0.00011811-0.00080316i,0.00011712+0.00019381i,0.00010558+0.00070938i,-3.3202e-05+0.0015233i,-3.5733e-05+0.0017987i,0.00033219+0.0010402i,0.00051197+0.000844i,0.00023884+0.00018215i,0.00098499-0.00038383i,0.001025-0.00059593i,0.00026086-0.00066387i,-4.1477e-05-0.00055831i,-0.0001096-0.00052906i,8.4763e-05-0.00010924i,-0.00070183-0.00059801i,-0.0013212-0.00092506i,-0.00090829+0.000276i,-0.00090209+0.00036592i
2.8453e-05-0.0013669i,-6.5826e-05-0.0021524i,-0.0011446-0.001875i,-0.00083256-0.0011506i,-0.00013147-0.00048057i,0.00081+0.00058111i,0.0016728+0.00083303i,0.00046643+0.00069572i,-0.00071898+0.00096516i,-0.00081746+0.00087494i,-0.00091451+0.00031966i,-0.0010737+0.00014851i,-0.00076925+0.00027315i,-0.000255+0.00088004i,-0.00042909+0.00073634i,-0.00032919+0.00053897i,0.00021731+0.000665i,0.00061981+0.00039812i,0.00076253+0.00067374i,0.00050841+0.0012084i,0.0002169+0.00068984i,-0.00025048+0.00064172i,-0.00045035+5.2171e-05i
0.00048465-0.0009465i,-0.00059848-0.0022381i,-0.0016758-0.00373i,-0.0013177-0.0031529i,-0.0011709-0.0017058i,-3.2466e-05+0.00032553i,0.00060453+0.00059329i,0.00011827+0.00012025i,-0.00024051+0.00097311i,-0.00025162+0.0017233i,-0.0004359+0.0013842i,-0.00019178+0.00040913i,-0.00031107-0.00032392i,-0.0005365-5.6599e-05i,-0.00075875+0.00038477i,-0.00091323+0.00084535i,-0.0010206+0.00094806i,-0.00095865+1.5054e-05i,-0.00077591-0.00039583i,-0.000182-0.00077419i,-0.00035595-0.00067174i,-0.00047977-0.0006967i,0.00018826-0.00060107i
-0.00050566+0.00016202i,-4.4622e-05-0.0012191i,-1.4141e-05-0.0024745i,-0.0011229-0.0023061i,-0.0013856-0.00095606i,-0.00059153+0.00059901i,0.00042871+0.00013057i,0.0004732-2.6513e-05i,-0.00038765+0.00063902i,-0.00055758+0.00074219i,-0.00028267+0.00040911i,-0.00064928+0.00036398i,-0.0010656+0.00020818i,-0.00088355+0.00048169i,-0.00099552+0.00038733i,-0.00098347-0.00034005i,-1.5166e-05-0.00028596i,0.00057099+0.00019852i,0.00058308+0.00034469i,0.00016604+2.8071e-05i,0.00053329-0.00015029i,0.00078788+8.5922e-05i,0.0004763+0.00012103i
0.00049352+0.001873i,0.001058+0.00072696i,0.0023682-0.00086025i,0.0028034-0.0020169i,0.0012923-0.0017757i,0.00029202-0.00086647i,-0.00051469+0.00023359i,-0.0016226-0.00012062i,-0.0016145-0.00026664i,-0.00039148+0.00064233i,0.00038699+0.00036587i,0.00047595-0.00046238i,-6.2565e-05-0.00063306i,-5.9552e-05-0.00037176i,0.00060792-0.00057024i,0.00072092-0.00050171i,0.00013507+0.00015061i,-6.6858e-05+1.1804e-06i,0.00054223-0.00021106i,0.00037308-3.901e-05i,-9.5212e-05-0.00060844i,-8.0015e-05-0.00052252i,-0.00035897-0.00040857i
0.00055492-0.00047172i,0.00027162-0.0024174i,0.0010493-0.003023i,0.00087167-0.0028273i,0.00070144-0.0021509i,0.0010566-0.00029958i,0.00037957+0.00015386i,-0.0011117+1.9863e-05i,-0.0011563+0.00056615i,0.00055815-0.00024049i,0.00078185-0.0016947i,0.00046084-0.001405i,0.00023041-0.00056661i,-0.0001309-9.3384e-06i,0.00021058+0.00065296i,-1.506e-05+0.00074215i,-0.00090791+0.00066438i,-0.00092836+0.000206i,-0.00028642+4.8662e-05i,0.0003004-0.00032587i,0.00022319-0.00020547i,-0.00028348+9.9335e-05i,-0.00026635+6.2796e-05i
-0.00084846-0.00139i,-0.0010769-0.0016774i,-0.00068519-0.0022397i,-0.00032646-0.0023211i,-0.00026306-0.0020656i,0.00020922-0.00015124i,0.0010347+0.0014858i,0.00094399+0.0015152i,4.4505e-05+0.0011079i,8.4624e-05+0.00080724i,0.0012+0.00013961i,0.0013556-0.00029981i,-0.00010566-0.00024042i,-0.00065503-0.00015064i,-0.00059275+2.3531e-05i,-0.00097107-2.6184e-05i,-0.00071738+0.00039909i,-0.00017062+0.00043701i,-0.00014061+0.00010411i,-0.00040149-0.00029676i,-0.00067371-0.00075365i,-0.00027784-0.001011i,0.00023975-0.001191i
