-0.0017925+0.00094392i,-0.00083319-0.00021638i,-0.0017631-0.00038621i,-0.0016866+0.00096428i,-0.00093188+0.0025884i,2.0184e-05+0.0028873i,0.00058583+0.0017632i,0.00096263+0.00063459i,0.001132-0.00044701i,0.00098056-0.0002674i,0.0011889-0.00022295i,0.0011023-0.00094122i,0.00067631-0.00010481i,8.7495e-05+0.00062495i,-3.2818e-05+0.00036455i,-0.00021357+0.00027878i,-9.8747e-05+0.00034081i,9.1739e-05+0.0001817i,0.00041428-0.00015497i,0.00058888-0.00052606i,-0.00015821-0.00097815i,-0.00052763-0.00099925i,-7.1727e-05-0.00025329i
0.00058977+0.00033219i,0.00021068-0.00093679i,0.0007081-0.0013096i,0.00046545-0.0011895i,-0.0006119-0.0015461i,-0.0016246-0.0014213i,-0.0017154-0.00037475i,-0.00057191+0.00013237i,0.0004994-5.8597e-06i,0.00026819+0.00053011i,-4.9101e-06+0.00034413i,0.0004734-0.00057009i,0.0010477-0.00074994i,0.00031663-0.00012787i,-0.00052767+0.00027636i,-3.4689e-05+0.00063319i,-0.00031816+0.00082771i,-0.00079309+0.000939i,-0.00032298+0.0011284i,-0.00037326+0.00034938i,-0.00032744-0.00014128i,-0.00018495-0.00042575i,-0.00030434-0.0007742i
0.00020512+0.00091969i,0.0018004+0.0013434i,0.0018292+0.0011482i,0.0005073+0.001127i,-0.00069518+0.0010288i,-0.0013075+0.00058716i,-0.00024724+0.00042538i,-3.8728e-06+0.00041133i,-0.00058163-0.00030561i,9.7839e-05-0.00050993i,0.00010432-0.00015932i,-0.00012281-0.0001965i,-0.00032635-0.00051512i,-0.00028498-0.0004862i,-0.00016438-0.0013438i,0.00024469-0.0018651i,0.00037996-0.0012841i,0.00010889-0.00074746i,-0.00045182-0.00063616i,-0.00069565+1.306e-05i,9.3114e-05+0.00045656i,0.00029594+0.00013614i,0.00032524+0.0005812i
0.0010552+0.00095792i,0.00051037+0.00061628i,-9.7681e-05+0.00083198i,0.00026434+0.0001731i,0.001326-0.00027908i,0.00089702-0.00017719i,-4.1912e-05+0.00057912i,0.00046729+0.0010555i,0.00087972+0.00046099i,0.0004425+3.4851e-05i,2.9575e-05+0.00039865i,0.00042916+0.0010331i,0.00096053+0.0014351i,0.00093558+0.00090675i,0.00035196+0.00027874i,1.5096e-05+0.00047451i,-0.00031484+0.00059986i,-0.00035572+0.00056694i,0.00020231+0.0013422i,-0.00015932+0.0012192i,-0.00048172+9.0468e-05i,-0.00013038-0.00028361i,0.00025411-0.00019924i
5.9898e-05+0.0005953i,0.00025815+9.1008e-05i,0.00036745-0.00039318i,0.00027858-0.00070104i,0.00029232+0.00043761i,-0.00069038+0.0013924i,-0.00073542+0.001402i,0.00014018+0.00095203i,0.00059035+0.00038763i,0.0015125+0.00012198i,0.0014202+8.9227e-05i,0.00015686+0.00023423i,-0.00055016+0.00073111i,-0.00076624+0.00069107i,-0.0006773+0.00031288i,2.8292e-05-0.00034719i,7.3127e-05-0.00028984i,-0.000682+0.00029729i,-0.00053154+0.00027788i,0.00043403+0.000106i,0.0003332+0.00016423i,0.00020292-0.00051898i,0.00036686-0.0006562i
0.0026343-0.00094868i,0.0024106-0.0007979i,0.0014549-0.0018804i,0.0010635-0.0013167i,0.00056114+0.00021351i,0.00056121+0.00077501i,0.0008064+0.00044713i,0.00085164+0.00027727i,0.00091537+0.00094052i,0.00055063+0.0012005i,0.00015163+0.00020196i,-0.00067612-0.00050197i,-0.0011216-0.00068665i,4.8379e-05+0.00039646i,0.00066491+0.0012145i,0.00080987+0.00067843i,0.00072156+0.00083844i,0.0001593+0.0013477i,-0.00039767+0.00059794i,-0.00033148+0.00019582i,-0.00077681+0.00073534i,-0.0010875+0.0010443i,-8.6611e-05+0.00062194i
0.00093673+0.00061i,0.0010245+0.0016042i,0.0013201+0.0017314i,0.00012018+0.0018116i,-0.00040472+0.0018805i,0.00035059+0.0020296i,0.00065653+0.0016058i,0.00044797+0.00043467i,0.00049478+0.00027101i,0.00039005+0.0005018i,0.00044276-0.00010607i,0.00050275-0.00037454i,0.00050516-0.00059405i,0.00037226-0.00037392i,-4.2859e-05-0.00043432i,-0.00041624-0.00051848i,-0.00066729-0.00061521i,-0.0010126-0.00086268i,-0.0008219-0.00019294i,-0.0006413-0.00022216i,-0.00055829-0.00050555i,-0.00013376-5.472e-05i,3.8071e-05-0.00055662i
0.00084345+0.00078994i,0.00065564+0.0008151i,-4.2168e-06+0.0010388i,0.00049935+0.00089945i,9.0322e-05+0.00012078i,-0.00052531+2.9218e-05i,-0.00032459+0.00044296i,0.00045173+0.000524i,0.00068159-0.0003941i,0.00068807-0.00075309i,0.00048522-3.8066e-05i,-0.00021896+0.00062546i,0.00026488+0.00070391i,7.974e-05+0.00063156i,-0.00046941+3.407e-05i,-0.00043394-1.37e-06i,-0.00018483+0.0002212i,0.00044368-6.211e-05i,0.00016083-0.00010066i,-0.00055238-0.00072686i,-0.00046755-0.00082856i,0.00017721+8.0221e-05i,0.00046786+0.00036382i
0.00019982+0.0013928i,0.00046419+0.0011044i,0.00119+0.00097667i,0.0011563+0.00057853i,0.000161+0.00025951i,-0.00089548-7.3628e-05i,-0.0009255-0.00021844i,-0.00077191+0.00027572i,-0.00045283+0.00040329i,0.00011886+0.00063866i,-5.0839e-05+0.00088392i,-0.00034557+0.00017905i,-0.00059463+0.0004614i,-0.00089633+0.0010664i,-0.00025423+0.00071972i,-0.00038792+0.00037339i,-0.00096008+0.0004623i,-0.00079765+0.00064475i,-0.00067407+0.00087159i,-0.00042875+0.00099972i,-4.1041e-05+0.00084597i,3.971e-05+0.00031027i,0.00063851-0.00012192i
0.00083242+0.00017218i,0.0015398+0.00046793i,0.00089703-0.00053705i,-0.0013369-2.2489e-05i,-0.0019436+0.0012334i,-0.00081712+0.00099141i,-3.4751e-05-0.00019241i,0.00086177-0.00067536i,0.0011068-0.00038711i,0.000288-0.00025588i,5.4417e-05-0.00012834i,0.00016161-0.00018435i,-0.0001698-0.00026747i,-0.00033707-0.00035506i,-0.00040696+8.5372e-05i,-0.00015994+5.1285e-05i,-8.5382e-05-0.00023939i,0.00017805+0.00027219i,0.00047996+0.00065879i,0.00044378-0.00023289i,0.00033358-0.00064367i,0.00043904+3.6041e-05i,0.00023615+0.00016685i
0.00038932+0.0027765i,2.5322e-05+0.0022044i,-0.00067407+0.001103i,-0.00042546-0.00010541i,0.00019859+0.00016844i,0.00081531+0.00032994i,0.00086013+0.00016813i,0.00058472+9.7487e-05i,0.00046459-0.00032715i,0.00031495-0.00028049i,0.00017715+0.00014857i,-0.00046918-0.00017648i,-0.00099266-0.0010495i,-0.0011273-0.0011018i,-0.00088115-0.00098229i,-0.0010853-0.00067735i,-0.00096124+5.7589e-05i,0.00059323+5.592e-05i,0.00052072-0.0007614i,-0.0007122-0.00069767i,-0.00055361+8.9826e-05i,-0.00058574+0.00038534i,-0.00047639+0.00011152i
0.00066956-4.2225e-05i,0.0015669-0.00029785i,0.0021079-0.00086214i,0.0019552-0.0011747i,8.3135e-05-0.00084711i,-0.0013726-6.9666e-05i,-0.00128+0.00071215i,-0.00041224+0.00079065i,0.00053217+0.00050923i,0.00042383-0.00034417i,0.00066424-0.00092475i,8.2746e-05-0.00068264i,-0.0009725-0.00053253i,-0.00072617-0.00078044i,-0.00068754-0.00088573i,-0.00023213-0.00092063i,-0.00036585-0.00059676i,-0.00091218+2.5248e-05i,-0.00055366+0.00028593i,-6.9018e-05+6.9756e-05i,0.00026905-0.0001632i,0.0006087-0.00051798i,0.00078917-0.00046786i
0.0027723+0.0014111i,0.0024479+0.00071794i,0.0020204-0.00047246i,0.00052077-0.00099328i,-0.0015617-0.00093896i,-0.001805+0.0002231i,-0.00094002+0.0010479i,-0.0001453+0.00078072i,0.00021185+0.00020046i,-0.00028118-0.00076242i,-0.0007522-0.0011907i,-0.0014335-0.0010184i,-0.0014486+0.00047944i,-0.00080078+0.0019286i,-0.0005404+0.0019133i,7.6388e-06+0.0011648i,-2.174e-05+0.00076435i,-0.00049869+0.00083544i,-0.0005155+0.00020055i,-0.00074165-0.00065759i,-0.0010638-0.00044356i,-0.00072288-6.5866e-05i,-0.00077985-2.3357e-06i
-0.00047866+0.0014896i,0.00029182+0.00010075i,0.00117+0.0002145i,0.0011324+0.00024703i,-0.00011884+0.00057183i,-0.0015362+0.00083638i,-0.0020775+0.00057978i,-0.00088025+0.00054817i,0.00069747-0.00014202i,0.00075602-0.00011584i,0.00065679+7.0302e-05i,0.00040484+0.00017446i,-0.00043837+0.00018941i,-0.00039999+6.3019e-05i,-5.252e-05-0.00046272i,-0.00035492-0.00050212i,-0.0003774-0.00039906i,0.00071248-0.00061683i,0.0010542+0.00017796i,-0.00020999+0.00053147i,-0.00073998+0.00030141i,-0.00034909-0.00027882i,4.2689e-05-0.001206i
-0.00053279+0.0012056i,-0.0010471+0.0013922i,-0.00083886+0.0016142i,-0.00058077+0.0014193i,-0.00052302+0.00075071i,-8.6467e-05-0.00048174i,-0.00015027-0.00071318i,-0.00018117-0.00015961i,0.00057303+8.3959e-05i,0.00079164-5.0613e-05i,0.0007938-0.00028092i,2.1873e-05+0.00028196i,-0.00018205-0.00013209i,6.1143e-06-0.00051758i,0.00013855-0.00024971i,-0.00010564-0.00069513i,-0.00047014-0.00078118i,-0.00062103-0.00062507i,-0.00074644-0.00042535i,-0.0002627-0.00044774i,-0.00015854-0.00099191i,0.00025018-0.00075998i,0.0005068-0.00042599i
-0.0018358+0.0002886i,-0.00096346+0.00072992i,-0.0014527-5.787e-05i,-0.00090171-0.0014543i,-0.00029118-0.00039178i,-0.00016022+0.0009662i,-2.5974e-05+0.00071392i,0.00023252+0.00022861i,0.00020934-1.9064e-05i,-0.00012006+0.00047112i,-0.00039629+0.00077551i,0.00042645-1.6293e-05i,0.00074104-0.00061276i,1.8932e-05-0.00037812i,0.00021329-7.6115e-05i,0.00026697-0.00022157i,-0.000464+0.00014097i,-0.00058299+0.00089016i,-0.00093872+0.00071796i,-0.0012147+8.5574e-06i,-0.00059693-0.00042819i,-5.7351e-06-0.00037078i,-6.5091e-05+0.00017855i
6.5314e-05-0.0018773i,0.00045283-0.0012448i,6.4838e-06-0.00021598i,-1.861e-05+0.00030661i,3.3361e-05-3.8098e-05i,-0.00059971-0.00074857i,-0.00059493-9.1069e-05i,-0.00051424+0.00021897i,-0.00017795+0.00027517i,0.00063825+0.00083378i,0.00043751+0.00030254i,6.535e-05-0.00024452i,0.00046754-0.00061862i,0.00017462-0.00058619i,-8.647e-06+6.7752e-05i,0.00029859+0.00060647i,-1.9782e-05+0.00078098i,-0.00069865+0.00063492i,0.00015362+3.7228e-05i,0.0014577+4.2826e-05i,0.0016436+0.00029947i,0.00078571+4.6889e-05i,-0.00011935-1.0139e-05i
0.00019058+0.00080972i,0.00047003+0.00046533i,0.00030741-0.00084756i,-0.00036662-0.001158i,-0.0012083-0.00029294i,-0.0011669+8.9566e-05i,-0.00060839-0.00040663i,-0.00011236-0.00031769i,7.1366e-05-5.5951e-05i,0.00037252+0.00012239i,0.00062624+0.00033864i,-0.00010024+0.00026956i,-4.9986e-05+9.5832e-05i,0.00018548-0.00025318i,-2.5881e-05+4.1673e-06i,6.5212e-05+0.0004222i,-0.00023424+0.0003266i,-0.00015297-0.00029821i,-8.1882e-05-0.00029892i,-0.00050066-0.00024729i,-0.0006653-0.00097584i,0.00022846-0.00033957i,0.00098426+0.00035507i
-0.00029434+0.00048199i,-0.00051119+0.0013948i,7.7504e-05+0.0015388i,0.00031531+4.807e-05i,2.7197e-05-0.00047925i,1.49e-05-0.0001235i,0.0003588+0.00042954i,0.0006532+0.000647i,0.00047424+0.0004021i,0.00040415-3.339e-05i,0.00068806+0.00011077i,0.00030158+0.00012317i,-7.7406e-05+0.00018356i,0.00017086+0.0006532i,-5.9199e-05+0.00050349i,-0.00013496+0.00033284i,-0.00066152-0.00012443i,-0.00081701-0.00064145i,-0.00024363-0.0001971i,0.00020421+0.0003505i,0.00051234+0.00059016i,3.9105e-05+0.0006i,-0.00078397+0.00048665i
0.00116+0.0015617i,0.0017836+0.0016004i,0.00095115+0.0011257i,1.9004e-05+0.00070355i,-0.00073169+0.00068076i,-0.00040459+0.00012332i,-0.00027601-0.00020197i,-0.00074491+0.00057894i,-0.00070941+0.00066166i,0.00011303-8.8566e-06i,0.00040335+0.00015378i,0.00085451+0.00058786i,0.00073905+0.00050079i,-0.00048522+0.00037517i,-0.0013778+0.00013493i,-0.001044-5.9128e-05i,-0.00062481-7.2605e-06i,-0.0013424+8.1814e-05i,-0.00068104+8.3792e-05i,0.00081084-0.0001333i,0.00099638-0.00041418i,0.00060235-0.00021617i,0.00039082+0.00047623i
0.0014443+0.00041541i,0.00093751+0.00073468i,0.0016309+0.00036989i,0.0013381-0.00085727i,-0.00046347-0.00081986i,-0.0011758+0.0001712i,-0.00090183+0.00072841i,-0.00028409+0.0012182i,-0.00025699+0.00025165i,-0.00032989-0.00071465i,-0.00044391-0.0007897i,-0.00051648-0.00069053i,-0.00034555-0.00024754i,-0.00065758+0.00025221i,-0.0010753+0.00075173i,-0.00096646+0.00054232i,-0.00041293+0.00011657i,-0.00041693+0.00042677i,-0.00050535+0.00047816i,-0.00030327+0.00013138i,-0.00040588+0.00018021i,-0.00034508-8.4646e-05i,7.6168e-06-0.00057809i
0.00014786+0.001344i,0.00035879+0.00095456i,0.00032142+0.00052453i,0.00025339+0.00056299i,0.00035825+0.00011286i,-0.00053634-0.0001837i,-0.00099878+8.3236e-05i,-0.00026167-0.00013438i,0.00051947-0.0005519i,0.00058739-0.00071223i,-0.00024964-0.0011114i,-0.00077835-0.00066325i,-0.00035076+1.4297e-05i,4.16e-05+0.00023053i,-0.00031037+0.00028694i,-0.00023753-0.00021419i,0.00035275-0.00047033i,0.00075428-0.00044236i,7.544e-07+0.00018234i,-0.00086897+0.00086452i,-0.00054176+0.00055499i,5.3212e-05+0.0006201i,0.00067269+0.00044044i
-0.00083178+0.00032361i,0.00014014+0.001852i,0.00089787+0.001868i,0.00014659+0.00056969i,-0.00054045-1.188e-05i,-0.00043288+0.00063309i,0.00014771+0.00031347i,0.00046522+9.9527e-05i,0.00022034+0.00049557i,-8.4847e-05+0.0011752i,0.00022216+0.0014625i,0.00070834+0.00065723i,0.00043947+0.00043422i,-0.00011484+0.00015098i,-0.00026812-0.00017419i,-0.00060007-0.0002881i,-0.00037735-0.0007484i,7.7299e-05-0.00033595i,-0.00030106+0.00061173i,-0.00021468+0.00065978i,0.00051406-0.00014003i,0.00079964+1.5556e-05i,0.00081579+0.00055875i
0.0019252+0.0016545i,0.0013025+0.0011711i,-0.00015205+0.00050846i,-0.00028227-0.00081833i,-7.056e-05-0.0011984i,-0.0011266-0.00057272i,-0.00093293-0.00018082i,0.00033745+4.3933e-05i,0.0006303-0.00053885i,-0.00018304-0.00080705i,-0.00062618-0.00092931i,-0.00016971-0.0010325i,-0.00047688-0.0010769i,-0.00093537-0.0010555i,-0.00085287-0.00061734i,-0.00048225-0.00058762i,1.0167e-05-0.00057119i,0.00011065-0.00063056i,-0.00016212-0.00010997i,-5.9781e-05+0.00064895i,7.0431e-05+0.00019479i,-0.00019607-0.00016577i,-0.00070281-0.00030835i
0.00030527+0.0015238i,-0.00031478+0.0010412i,-0.00071175-0.00079127i,-0.00039086-0.00069286i,0.00017693+0.00090607i,0.00044296+0.0017482i,-0.00018802+0.0014332i,-4.1961e-05+0.00083191i,0.00028565-0.00021127i,0.00040763-0.00049513i,0.00044832+0.00010005i,0.00026002+7.0553e-05i,-8.2132e-05-0.00070307i,0.00058009-0.00065134i,0.00081447+0.00010762i,-0.00036097+0.00024971i,-0.00050071-0.0007227i,0.00016483-0.00098302i,-3.3258e-05-0.00025657i,-0.00059552-0.00038082i,-5.1191e-05-0.00082527i,0.00054093-0.00019944i,6.0391e-05+0.00041392i
-0.0011437-0.0022332i,-0.00093401-0.0021588i,-0.00019601-0.0016214i,0.00052685-0.0013403i,0.00011645+0.00022636i,6.9235e-05+0.0018814i,0.00063619+0.0014353i,0.0013434-7.113e-05i,0.0011324-0.00060748i,0.00035068-0.00039365i,-8.6322e-05-0.00010176i,-0.00010012-0.000196i,0.00031722-0.00021185i,0.00088259+8.832e-05i,0.00072432+0.00071907i,-3.8571e-05+0.0005241i,-2.5837e-05+0.00013677i,0.00089141+5.3399e-05i,0.001072-0.0004834i,0.00054527-0.00049303i,0.00041726+0.00033016i,-1.9196e-05+0.00051112i,-0.00064885+4.1664e-05i
-0.00028493-0.00010302i,0.00043983+0.0005753i,-0.00060896+0.0011808i,-0.0010055+0.0017449i,-5.5494e-05+0.0012442i,0.0010717+0.00039197i,0.001664+0.00011363i,0.0014418-0.00042582i,0.00074257-0.0011996i,-0.00026757-0.0010029i,-0.00052941-0.0007331i,7.8984e-05+7.4531e-05i,0.00042521+0.00072743i,0.00039706+0.00099309i,-0.00012526+0.00068641i,0.00024917-2.7112e-05i,0.0005044-0.00018028i,0.00065246-0.00032793i,-4.529e-06-0.00039538i,-0.0010227-1.4356e-05i,-0.00066431+0.00025626i,0.00015105+0.00010284i,0.00097589+0.0002277i
1.9374e-06+0.0012157i,0.00061839+0.0014573i,0.00063506+0.0004738i,-0.00080356-0.00027296i,-0.0014046+0.00031615i,-0.00077266+0.00084616i,0.00017316+0.0011712i,0.0010901+0.00061724i,0.00089093-0.00092073i,0.00055142-0.0012505i,0.00046456-6.4907e-05i,0.00062938+0.00043289i,0.00062884-0.0001408i,-0.00013993-6.147e-05i,-0.00037904+0.00056906i,2.9698e-05+0.00049815i,0.00070558-0.00010397i,0.0012338+0.00042048i,0.00031129+0.0011262i,-0.00022834+0.00079281i,-6.3098e-05+0.0002349i,-4.1497e-06-0.00056211i,0.00031324-0.00037233i
0.0011567-0.00087713i,0.00038688-0.00078633i,-0.00089232-0.00061698i,-0.00091153-0.0016887i,-0.00075198-0.0018062i,-0.00057206-0.00094512i,-0.00053713-0.00053327i,-0.00062652-0.00063109i,-0.00020535-0.00018974i,2.3984e-05-1.73e-05i,-0.0005553-9.3674e-05i,-0.0013259-6.2531e-05i,-0.00084658+0.00049878i,0.00012959+0.0011586i,0.00071954+0.00069949i,0.00031015-0.00034491i,3.4344e-05-0.00052218i,0.0008266+4.1192e-05i,0.00069271+0.00028794i,0.00047315+0.00057693i,0.00045673+0.00087108i,-0.00022473+0.000773i,-0.00040816+0.00051079i
0.00058515+0.00059199i,0.00048153+0.00051398i,0.00095039-0.00016361i,0.0010178-0.0011754i,0.00066256-0.0011781i,0.00028972-0.00027621i,-6.4544e-05+0.00016813i,4.8253e-05+0.00010232i,1.045e-05-0.00028123i,-0.0004513+6.5336e-05i,-0.00023258+0.00047417i,0.00027321-0.00030877i,0.00042465-0.00084373i,3.5231e-05-0.00094685i,-0.00081583-0.0011414i,-0.00074198-0.00097809i,0.00024363+0.00036822i,0.00066804+0.0013762i,0.0010205+0.0010403i,0.00111+0.00076958i,0.00054034-0.00010158i,0.0004535-0.00075979i,0.00011007-8.7847e-05i
0.00024588-0.0008315i,0.00038035-0.00073022i,0.0005813-0.00012615i,-3.653e-05-2.0872e-05i,-0.00028775+0.00022651i,0.00088392+0.0013268i,0.00091063+0.0012281i,0.00079427+0.00057651i,0.00041005+0.000192i,-0.0004605-0.00073231i,-0.0007064-0.0010697i,-0.00033389+2.9114e-05i,0.00066415+0.00062853i,0.0010864+0.00076188i,0.0002845+0.00095343i,-8.1204e-05+0.0012816i,0.00011106+0.00069938i,0.00020395-0.00019095i,0.00060598-0.00029568i,0.00071474-0.00038624i,0.000108-0.0003518i,-0.00022396-7.0116e-05i,0.00036306-8.1232e-05i
0.00016021+0.0014097i,0.00014277+0.0018986i,0.00027387+0.0013727i,0.00059302+0.00050007i,0.00092671+0.00065613i,-0.00037894+0.0012094i,-0.0010222+0.001423i,-0.00025587+0.00098528i,0.00057513-0.00030746i,0.00059722-0.00054708i,0.00013904+0.00012313i,0.00029766+7.7618e-05i,0.00032287+0.00043966i,-0.00029554+0.0013468i,-0.00068761+0.0016057i,-0.00013766+0.00088464i,0.00093497-0.000199i,0.0017024-0.00063152i,0.0013674-0.00031154i,0.00015834+0.00017105i,-0.00042392+0.00066101i,-6.9487e-05+0.00052421i,0.0004298+0.00024396i
-0.00034065-0.00073845i,-0.0011913-0.0013496i,-0.00076561-0.0013741i,-0.0010712-0.00086838i,-0.0017856-0.00070893i,-0.0012442-0.00025003i,-0.00060363+0.00012001i,0.00056299-0.00073382i,0.0010034-0.00041613i,0.00010433+2.0194e-06i,-6.7105e-05-0.00011907i,7.6649e-05-1.2782e-07i,0.00034244+0.00068299i,0.00041044+0.0006874i,-0.00020751+0.00012728i,-0.0002812-0.00021442i,-8.8133e-06+7.3292e-05i,0.00011566+0.0006697i,-5.2684e-05+0.00090562i,-0.00035847+0.00010713i,-0.00057225+0.00033975i,-0.00035698+0.001142i,-6.6547e-05+0.0005255i
-7.595e-05+0.0013698i,0.0013643+0.00084378i,0.001633+0.00037258i,0.00053098+0.00018362i,-0.00065882-9.272e-05i,-0.00096351-0.00039992i,-0.0012079-6.5415e-05i,-0.00082042-0.00018242i,-0.000371-0.00082331i,-0.00016525-0.0002263i,-0.00018493+8.4345e-05i,-0.00090032-0.0011232i,-0.00045936-0.0017327i,0.00075212-0.00085598i,0.00064926-1.0577e-06i,3.7589e-05+0.00014446i,-0.00051756+0.00073038i,-0.00031261+0.00091173i,9.828e-05+0.00049736i,0.00015746+0.00062163i,0.0003732+0.0002425i,0.00067489+0.00013839i,0.00041588+0.00013854i
0.00073165-9.7351e-06i,0.00083431+0.00020235i,-9.4368e-06+0.0002312i,-0.00036557+0.00067279i,-0.0002913+0.0010475i,-0.00010059+0.00096818i,0.00055975+0.00096068i,0.0009903+0.00071792i,0.00086369+0.00077754i,0.001093+0.00036543i,0.0012836+6.0308e-05i,0.00015929+0.00029463i,-0.00078222+2.9724e-05i,-5.5525e-05-0.00013728i,0.00058692+2.8191e-05i,-1.8053e-05+0.00023152i,-0.00063064+0.00042129i,-0.00013682+0.00067915i,0.00043054+0.00041604i,0.0002755-0.00029593i,6.713e-05-0.00072877i,0.00042199-0.0010977i,0.00076844-0.00081704i
0.0014103+0.00020116i,0.0022858+0.00063338i,0.0028138-6.1055e-05i,0.0018041-0.00035413i,0.00046824-0.00070467i,-0.0002624-0.00031011i,-0.00014712+0.0006559i,0.00024464+0.00058257i,0.00047797+0.00010476i,0.00036054-0.00036991i,0.00042502-0.00055683i,0.00071341-0.00022996i,-0.0002792-9.1777e-05i,-0.00065637-0.00012817i,-0.00026819-0.00039601i,-0.00046335-0.00042744i,8.0534e-05-8.4525e-05i,-1.3468e-05+0.00061018i,-0.00070793+0.00074266i,-0.00050072+0.00046562i,0.00028606+0.00023924i,0.00062708+0.00044036i,0.0005604+4.7295e-05i
0.003279+0.0003046i,0.0027212-0.00029069i,0.0010654-0.0017739i,-0.00050134-0.0018327i,-0.00057977-0.00030731i,-1.3129e-05+0.00088986i,0.00083895+0.0010761i,0.0014744+0.00075699i,0.000899-1.4136e-05i,9.0659e-05-0.00076547i,-0.00055636-0.0010854i,-0.00096632-0.00054964i,-0.00087527+0.00020068i,-0.0011506+0.00051493i,-0.0013262+0.00048431i,-0.00066573+0.00018249i,-3.4302e-05-0.0004051i,0.00014891-0.00060003i,-0.00027809-4.4233e-05i,-0.00053259-9.5484e-05i,-0.00035233-0.00028406i,-0.00082766-0.00022507i,-0.0012177-0.00014947i
0.0007193+0.00056262i,0.000852+0.00031788i,0.00074339+1.3325e-05i,0.00018002-0.00054228i,-0.00092274-0.00054876i,-0.0012438+0.00042796i,-0.00056886+0.0013768i,0.00024782+0.0014854i,0.00077489+0.0011681i,0.00096885+0.0003311i,0.0010748-0.00047839i,0.00071729-0.00094437i,0.0002287-0.0009086i,3.81e-05+5.0225e-05i,-3.5302e-05+0.00043708i,-0.00046222-0.00017226i,-0.00019734-0.001009i,0.00033596-0.00027933i,0.00050894+0.00095604i,6.3252e-05+0.00099729i,4.7107e-05+0.001253i,-1.3109e-05+0.001141i,7.1841e-05+0.00019966i
-0.00048567+0.00064365i,7.1272e-05+0.0010672i,-0.00031846+0.0014296i,-0.0010099+0.0016203i,-0.0010284+0.0014029i,-0.00066506+0.0011646i,1.6687e-05+0.0010964i,0.00059848+0.00069193i,0.0006047+0.0003711i,2.9532e-05+0.00012873i,0.00041761+0.00057685i,0.00087638+0.00056728i,0.00075065+9.5189e-05i,0.00049462+0.00049143i,0.00052237+0.0011391i,0.00035845+0.001146i,-0.00017137+0.0012168i,-0.00057557+0.0011006i,-0.00056406+0.00084747i,-0.00011129-0.00029425i,0.00087064-0.0011665i,0.00091265-0.0002309i,0.00058569+0.00028733i
0.00093194+0.00045633i,0.00045314+0.0012129i,0.00020646+0.00056963i,-0.00097409-0.00049973i,-0.0020963-0.00017534i,-0.0012873+0.00050549i,-4.9447e-06+0.0002222i,0.00030636+4.6411e-05i,0.00048397-0.00025379i,-0.00023053-0.00028518i,-0.00069689-1.5333e-05i,-0.00041626+0.00021555i,0.00011768+0.00060518i,0.00047465+0.00099419i,-5.2243e-06+0.0010265i,-0.0003692+0.0006267i,-8.0887e-05+0.00033661i,-8.151e-06-9.2808e-05i,-0.00014464-0.00079206i,0.00038208-0.000694i,0.00053559-0.00023401i,0.00037814+0.00026001i,0.00028487+0.0003769i
0.0017499-0.0014269i,0.0019243-0.0010502i,0.00098678-0.00053441i,-0.00031656-0.00044042i,-0.0010987-8.2227e-05i,-0.00085855+0.00073006i,0.00045378+0.0015634i,0.0011126+0.00073118i,0.00056954-0.00018513i,-0.00017286+2.6279e-05i,-0.00087929+0.00055468i,-0.00062396+0.00091146i,0.00056026+0.00084212i,0.0010491+0.0013271i,4.0059e-07+0.00052881i,-0.00012348-0.0010997i,0.00067571-0.0014626i,0.00066224-0.0015718i,0.00059576-0.0012705i,5.8917e-05-0.00061829i,-0.00038959+0.00018817i,-0.00069965+0.00017948i,-0.00036668-0.00024123i
3.1291e-05+0.0010998i,0.00041264+0.0010778i,0.00031942+0.0015635i,0.0003386+0.0012529i,0.00087082+0.00050708i,0.00043363+1.7276e-05i,-0.00010917-5.7387e-05i,-0.0001887-8.6058e-05i,-4.7746e-05-0.00076416i,4.3882e-05-0.00078699i,1.9461e-05-0.00042536i,-0.00011698-0.00056588i,-0.00043874-0.0010887i,0.00012526-0.0014524i,0.00079946-0.0012885i,0.00056346-0.0016143i,0.00025836-0.0012482i,0.00034892-1.2355e-05i,0.00040685+0.00017801i,-0.0001574-3.3739e-05i,-0.00063382-0.00012996i,-0.0006483+8.3249e-06i,-0.00039518-3.2073e-05i
0.0013683+0.00080338i,0.00097996+0.0013345i,0.00084334+0.00067963i,0.00010561+0.00036049i,-0.00059158+1.9017e-05i,-0.00090116-0.00012884i,-0.00072991+0.00093219i,0.00024429+0.00066163i,0.00030663-0.00016646i,0.00038417+3.7731e-05i,0.00013551+0.00069529i,-0.00038994+0.00012959i,-0.00019498+1.1134e-06i,-0.00021813+0.00018742i,-0.00082497-0.00033723i,-0.00065413-0.00035366i,0.00022874-0.00035887i,0.00066169-0.00012377i,0.00014455-0.00019412i,-0.00035877-0.00079902i,3.7398e-05-0.0008584i,0.00040199-0.00037656i,0.00041649-4.6766e-05i
