-0.0018976-0.00050922i,-0.0016282+0.00042938i,-0.0019875+0.00099265i,-0.0019794+0.0013764i,-0.0020621+0.0021465i,-0.0017475+0.0021981i,-0.00054493+0.0017092i,0.00048268+0.0013121i,0.00073595+0.0012005i,0.00079971+0.0010483i,0.00022469+6.5692e-06i,-0.00012179-0.00087488i,-0.00011982-0.0010626i,-0.000429-0.00073283i,6.9971e-05-0.000257i,0.00079449+0.00017665i,0.0001415+8.2032e-05i,-0.00045427-0.00058115i,-0.00042126-0.0003i,-0.00039188-0.00045319i,5.5317e-05-0.00045322i,-0.00032315+0.00086348i,-0.00049417+0.00079529i
0.0022587-0.0068149i,0.007546-0.0038595i,0.011666-0.0013948i,0.0098057+0.00050454i,0.0064322+0.0011923i,0.0028715-0.00024325i,-0.00043841-0.0010902i,-0.0018223-0.0001715i,-0.0013191-0.00039151i,8.9949e-05-0.00079697i,0.00058975-0.00034492i,-0.0005763-0.00016208i,-0.0012348-0.00037439i,-0.0010052+3.1166e-05i,-0.0004965+0.00034945i,0.00025866-9.7553e-05i,0.0010278-0.00066114i,0.0013788-0.00075783i,0.00066681-0.00067762i,-0.00034755-0.00066065i,-0.00067268+0.00026495i,0.00031562+0.00097127i,0.00018044+0.00063317i
-0.0049745-0.0039329i,-0.00089372-0.0080919i,0.0018232-0.010443i,0.0026109-0.0088464i,0.0028363-0.0057763i,0.0014041-0.0041234i,-0.0015148-0.0022452i,-0.0028661-1.9331e-05i,-0.0024201+0.0010114i,-0.00067467+0.00028341i,-0.00023163-0.00056576i,-0.00035247-0.00016212i,-0.00062863+0.00054364i,-0.00022594+0.001061i,0.00082085+0.0010966i,0.00041076+0.00088227i,4.8514e-06+0.00062081i,-0.00034836-0.00033544i,-0.00023818-0.0007702i,-0.00011445+3.2849e-05i,-0.00050815+0.00022398i,-9.0286e-06-0.00024364i,0.00065617+0.00021401i
-0.0063884+0.002618i,-0.010779-0.0029166i,-0.013491-0.0071983i,-0.010924-0.0070163i,-0.0068408-0.0049102i,-0.0044562-0.0022807i,-0.0020841+0.00065028i,-0.00056942+0.0025327i,-0.0010813+0.0026534i,-0.0014395+0.0013411i,-0.00097617+0.00044429i,-0.00051407+3.9113e-05i,9.5429e-06-0.00033852i,4.8692e-05-0.00012671i,-0.00039017+0.00025361i,-0.0004419+0.00059576i,-0.000137+0.0011367i,-0.00083596+0.0012208i,-0.0012083+0.0005417i,1.044e-05+0.0002495i,0.00096101+0.00022027i,0.001281-0.00040141i,0.0002405-0.00073883i
0.00085577+0.0093661i,-0.0040139+0.0090409i,-0.0083024+0.0095137i,-0.007851+0.0073914i,-0.0052011+0.0040266i,-0.0027235+0.0028524i,-0.00040539+0.0022726i,0.00024992+0.00092535i,0.00018143+2.4587e-05i,0.0010846-0.00014224i,0.0012057-0.00028337i,0.00056995-2.7174e-05i,0.0004674+0.00026599i,0.00048991-0.0004615i,0.00062369-0.00041512i,0.00095786-0.00014202i,0.00024054+0.00057737i,-0.00024444+0.00049455i,0.00024141+6.7086e-05i,0.0003809+0.00044967i,0.00036248+0.00061574i,0.00043814+4.8101e-05i,0.00012316-0.00039751i
0.0073761-0.0014068i,0.006177+0.0045389i,0.0033968+0.0096651i,0.00024621+0.010014i,-0.0010398+0.0073707i,-0.00044767+0.0048774i,-0.00010134+0.0021411i,-0.00058046+0.00038859i,-0.00052713-0.0005556i,-0.00036788-0.00019199i,-0.00021741+0.00085861i,0.00026533+0.00075708i,0.00069717+0.00014737i,5.6448e-05-0.00068788i,-0.00079584-0.00087778i,-0.00063003-0.00047457i,-0.0002903+2.4611e-05i,0.000227+0.00070929i,0.00016338+0.00012912i,-0.00011137-0.00067734i,-0.00062241-0.00031171i,-0.0014006-0.0004016i,-0.0012737-2.5143e-05i
0.007419-0.0061633i,0.011126-0.0057035i,0.011992-0.0040318i,0.0091772-0.0012691i,0.0069264+0.00087186i,0.0048242+0.00040328i,0.00092726-0.00041994i,-0.0011327+0.0008952i,-0.001315+0.0020908i,-0.00066301+0.001177i,3.4881e-05-6.3187e-05i,0.00022746-0.00056583i,0.00026095-0.00072351i,9.3863e-05-0.00071712i,0.00012426-0.00024827i,0.00054157-0.00016565i,0.00070377-0.00079056i,0.00089372-0.0014262i,0.0012068-0.0015406i,0.00025106-0.0013145i,-0.00056363-0.00052595i,-0.00043959+0.00045557i,-0.00039711+0.00063136i
-0.0083608-0.0069322i,-0.0060598-0.0099363i,-0.0033976-0.010015i,-0.00076088-0.0070776i,0.0016361-0.0044592i,0.0013503-0.0041878i,-0.00064562-0.0028835i,-0.0010794-0.00057386i,-0.00045767+0.0012582i,-0.00015501+0.002055i,-0.00033921+0.00081066i,-0.00039074-1.9267e-05i,0.00057716+0.00024334i,0.001611+9.1403e-05i,0.0017736-0.00041733i,0.0010094-0.00086871i,-0.00012262-0.001233i,-0.0008884-0.00047492i,-0.0011155-0.00039514i,-0.001063+6.12e-05i,-0.00071966+0.00066746i,0.00059712-0.00017228i,0.0013617-0.00017678i
-0.0083875+0.0059075i,-0.010302+0.0031975i,-0.012602-0.00042258i,-0.0096939-0.0018324i,-0.0049879-0.0031817i,-0.0032918-0.0030334i,-0.0020908-0.00092099i,-0.00085003-0.00012003i,-0.00049574+0.00027142i,0.00020322+0.0012449i,-8.3607e-05+0.0013378i,-0.00018108+0.00089754i,0.00011967+0.00050136i,0.00028449+0.00024832i,0.00050807+2.2209e-05i,0.00019348-0.00011542i,-2.9412e-05+0.00045237i,-0.00024578+0.00083035i,-0.00026403+0.00051159i,0.00092289-2.8737e-05i,0.0012412+2.3684e-05i,0.00059824+0.00045278i,0.00020672+0.00072293i
-0.0010511+0.0093029i,-0.0038381+0.010448i,-0.0056786+0.011039i,-0.0058152+0.0088803i,-0.0048116+0.0053833i,-0.0040107+0.0036982i,-0.002701+0.0027835i,-0.001732+0.0021282i,-0.001388+0.00082888i,-0.00042768-0.00066008i,-0.00046257-0.0003267i,-0.00037503+0.00015079i,3.1412e-06-0.00037712i,0.00015438-0.0007831i,0.00011217-0.00046554i,-0.00030183+8.1107e-05i,-0.00035186+0.00048429i,8.2501e-05+0.00061128i,0.00022738+0.00079825i,0.00058242-0.00014653i,0.0012442-0.00095076i,0.00031276-0.00051758i,-0.00084932-0.00030433i
0.0094033+0.0032966i,0.0093965+0.0061597i,0.0071795+0.0083566i,0.0032344+0.0086433i,0.0010688+0.0078063i,0.001189+0.0055699i,0.00052435+0.0026569i,-0.00082842+0.00095223i,-0.00096149+0.001145i,-0.0016561+0.0012426i,-0.0017329+0.0011097i,-0.0006256+0.00073781i,-0.00015052-0.00013224i,-0.00081694-0.00066583i,-0.00081441-8.1908e-05i,0.00034285+0.0003436i,0.0016341+4.6201e-05i,0.0016787+7.4079e-05i,0.00072258+0.00041944i,0.00022502-0.00029463i,0.00023576-0.0016924i,-0.00020007-0.0017724i,-0.00073902-0.00082657i
0.0030197-0.011046i,0.0049378-0.010315i,0.0051565-0.0064212i,0.0037688-0.0018691i,0.0034689+0.0020598i,0.0040339+0.0025784i,0.0032549+0.00058139i,0.0021421+0.00077267i,0.00094496+0.001493i,0.00019039+0.0015735i,0.00024535+0.0018514i,0.00066497+0.0012318i,0.0017051+0.00065886i,0.0025202+0.0014848i,0.0022462+0.0013792i,0.0019947+0.00049136i,0.0016242-4.0532e-05i,0.00078603-0.0003642i,0.000445-0.00060189i,-0.00016495-0.00019265i,-0.001196+0.00078205i,-0.0015002+0.0010593i,-0.00097929+0.0011069i
-0.00702-0.0071383i,-0.0081506-0.010442i,-0.0071025-0.011692i,-0.0029488-0.0083188i,0.00078208-0.0045125i,0.00093917-0.0044667i,0.0007549-0.0035765i,0.0015483-0.0010877i,0.0020601+0.00014677i,0.00213+0.00073396i,0.0010186+0.00047974i,-0.00021524-0.00023465i,-0.00024181-0.0004913i,0.00084796-0.00067978i,0.0013232-0.00037745i,0.00028463-9.1482e-05i,-0.00023717-0.0010842i,4.0292e-05-0.0021284i,-0.00031222-0.00093649i,-0.00041117+0.00048044i,-0.00034308+0.0011307i,-0.00028536+0.0012895i,0.00013254+0.00075442i
-0.0095423+0.0061097i,-0.011141+0.0061651i,-0.011547+0.0060882i,-0.0089326+0.003571i,-0.0050364-0.001133i,-0.0040121-0.0033625i,-0.0036915-0.0022507i,-0.0019206-0.0019418i,-0.00038073-0.0016601i,0.00087715-0.0012157i,0.0011101-0.0014151i,0.00015885-0.0007345i,-0.00042331-0.00033994i,-1.6018e-05-0.00070264i,0.00013178-0.0011118i,-0.00060272-0.00029165i,-0.0010031+0.00044458i,-0.00070349+0.00018373i,-0.0004457-0.00010482i,0.0006586-0.00057838i,0.0015428+1.5689e-05i,0.0012053+0.00025553i,0.0010886-0.00031451i
-0.0032964+0.011439i,-0.0028974+0.013957i,-0.0038024+0.015115i,-0.0039351+0.012267i,-0.0033336+0.0074856i,-0.0028917+0.0042707i,-0.0022143+0.0026511i,-0.0025804+0.0023372i,-0.0031872+0.0014909i,-0.0024513-3.8771e-05i,-0.00099728-0.00066775i,0.00018168+0.00032011i,3.1842e-05+0.00086554i,-0.0012298+0.00057449i,-0.0015892+0.00027735i,-0.00080033+0.00050991i,-0.00020885+0.00093664i,-0.00018573+0.0014931i,-0.00091656+0.001371i,-0.00052182+0.00029555i,0.00079-0.00021839i,0.00039049+0.00029008i,-0.00077224+0.00050652i
0.012204+0.0040273i,0.013385+0.0041375i,0.013543+0.0034656i,0.010188+0.002874i,0.0049406+0.0033502i,0.0021593+0.0028724i,0.0010021+0.0021607i,-0.00019044+0.002497i,-0.00094212+0.0024136i,-0.0015772+0.0010895i,-0.001561+0.00031205i,-0.00024938+0.00010532i,0.00038525-0.00039725i,0.00045214-2.5956e-06i,0.00039726+0.0010503i,0.00022292+0.0015202i,0.00066911+0.00069065i,0.001166+0.00011024i,0.00093375+0.00047474i,-5.8324e-05-0.00042858i,-0.00079509-0.0013475i,-0.0015461-0.0012085i,-0.0017162-0.00064491i
0.0064136-0.0084356i,0.0054362-0.011652i,0.004019-0.011851i,0.0027182-0.0071812i,0.0027187-0.0017615i,0.0031758+0.00017512i,0.0025447+0.00083067i,0.0020005+0.0015966i,0.0014156+0.0019153i,0.00024543+0.0023411i,-0.00028095+0.0020162i,0.00011565+0.0013478i,0.00017961+1.1405e-05i,0.00096803-0.00096883i,0.0017101-0.00031329i,0.002227-8.241e-05i,0.0024122-0.00016451i,0.0021289-0.00032923i,0.0011615-0.00067266i,0.00031202-4.3769e-05i,-0.00079028+0.00077727i,-0.0012226+0.0009155i,7.1078e-06+0.0011949i
-0.0058533-0.0095801i,-0.0096884-0.011002i,-0.011413-0.0099441i,-0.0074169-0.0065346i,-0.0016828-0.0040494i,-0.00034846-0.0038286i,-0.0012586-0.0025985i,-0.00075098-0.0012611i,0.0012996-0.00058226i,0.0028977+0.00050649i,0.0021328+0.00025646i,0.00042258+0.00013939i,-0.00034952-0.00013948i,0.00021807-0.00099023i,0.00094342-0.0012467i,0.0010787-0.0012615i,0.00046159-0.0016673i,-5.773e-05-0.0016419i,0.00021388-0.0015049i,0.0004019-0.00052033i,-0.00030388+0.00081969i,-0.00038029+0.00094655i,0.00029251+0.00073388i
-0.011399+0.0030929i,-0.012855+0.0049895i,-0.013957+0.0075022i,-0.011219+0.0059556i,-0.005887+0.0010773i,-0.003486-0.0018969i,-0.0033375-0.0015199i,-0.0033302-0.00087207i,-0.001836-0.001777i,-1.7433e-06-0.0020158i,0.00073712-0.0017141i,0.00021475-0.00113i,-0.00048197-0.00056467i,-0.00071652-0.00081506i,-0.00071197-0.001323i,-0.0010083-0.0011563i,-0.0020445-0.00030784i,-0.0027229-6.9349e-05i,-0.0020659-0.00076165i,-0.00083479-0.00088918i,0.00020387+1.3516e-05i,0.0011316-0.00016855i,0.0014015-0.00048432i
-0.0010374+0.010525i,0.0010152+0.013252i,0.0032099+0.014363i,0.0018147+0.011068i,-0.0005045+0.0057964i,-0.0016464+0.0033188i,-0.0017112+0.0022114i,-0.0022896+0.0011454i,-0.0023634+0.00056816i,-0.0017764-0.00061311i,-0.0019758-0.0013172i,-0.0014234-0.00066239i,-0.00043348-0.00023573i,-0.00032019+0.00017285i,-0.00073901+0.00091975i,-0.0011802+0.0013429i,-0.001143+0.0012524i,-0.000914+0.0013283i,-0.00090936+0.0012853i,-0.00073153+0.00049652i,0.00066662-3.3244e-06i,0.0014305-0.00020052i,0.00094521-0.00037142i
0.0094127+0.0077i,0.013737+0.0039438i,0.015963+0.0012466i,0.011479+0.0010916i,0.0048973+0.0021388i,0.0016299+0.0029519i,-0.0006213+0.0029247i,-0.002074+0.0024267i,-0.001551+0.0021493i,-0.00082556+0.0019527i,-0.0010051+0.0012502i,-0.00056948+0.00098926i,5.5909e-05+0.00050658i,0.00025007-0.00061484i,0.00031444-0.00042559i,-3.7193e-05+0.00069951i,0.00056626+0.00084712i,0.0014518+0.00093542i,0.001525+0.001162i,0.0017578+0.00028786i,0.00094093-0.00096938i,0.00024813-0.00098363i,0.00051284-0.00036188i
0.0074464-0.0074251i,0.0056998-0.012881i,0.0026872-0.0149i,0.001342-0.009867i,0.0030389-0.0033714i,0.0036998-0.00050657i,0.0017461+0.00026431i,0.00077922+0.001108i,0.0013281+0.0016971i,0.00058293+0.0023059i,-1.1426e-05+0.0025746i,0.00099381+0.0011811i,0.0010853-0.00033264i,0.00062263-3.2931e-05i,0.0010183+0.00044324i,0.0015817-0.00041713i,0.0014985-0.00093385i,0.0013238-0.00023463i,0.0011514+0.00055985i,0.0012821+0.00095258i,0.00050433+0.00052448i,-0.00071833+0.00012412i,-0.0005388+0.00027058i
-0.0030603-0.007604i,-0.0096956-0.0090078i,-0.014088-0.0074319i,-0.0097919-0.0045581i,-0.0023738-0.0031288i,0.0015326-0.0024911i,0.0014495-0.00069419i,0.0013196+0.00066506i,0.001917+0.00035653i,0.0020391+0.00020392i,0.0024211+0.00058631i,0.0024099+0.00018299i,0.0024621-0.00036023i,0.0023955-0.00020793i,0.0016193-0.00057678i,0.00067389-0.001427i,0.00032458-0.0013241i,0.0010315-0.00079433i,0.0018881-5.1248e-05i,0.0016134+0.00092065i,6.8761e-05+0.0017627i,-0.00070228+0.0016008i,-0.00062938+0.001128i
-0.009384-0.0012079i,-0.012238+0.0040425i,-0.012976+0.0078446i,-0.01149+0.0061627i,-0.0082881+0.00065914i,-0.0045939-0.0021352i,-0.0021955-0.002275i,-0.0014299-0.0016094i,-0.00053511-0.00051082i,0.00074063-0.00027977i,0.001048-0.00078373i,0.00054943-0.00073189i,0.00069253-0.00011775i,0.00062474-0.00061148i,-0.00037197-0.0014448i,-0.0016542-0.0010141i,-0.0020346-0.00059639i,-0.0013782-0.0012934i,-0.00068552-0.0017852i,-4.0169e-06-0.00093428i,0.00086375+0.00023781i,0.0016486+0.00075276i,0.0010301+0.00073689i
-0.004654+0.01286i,0.0011956+0.01587i,0.0059719+0.016449i,0.0053502+0.01246i,0.0012194+0.0066408i,-0.0012982+0.002665i,-0.0021949+0.00060599i,-0.0031921-0.00064478i,-0.0026679-0.0001456i,-0.0013672-0.0001291i,-0.00058588-0.00071956i,-0.00050875-0.00098693i,-0.0006626-0.0012342i,-0.00029502-0.00081853i,-0.00074724-0.00054861i,-0.0020159-0.00064732i,-0.0023654-0.00047769i,-0.002469+9.0055e-05i,-0.0029148+0.00031183i,-0.0014128-8.9812e-07i,0.00095764-0.00037348i,0.00084303-0.00074306i,-0.0001522-0.00093787i
0.0059942+0.0079154i,0.011533+0.0038824i,0.013154-0.00031245i,0.0089748+0.00035853i,0.0046992+0.0036699i,0.0027965+0.0046598i,-0.00034284+0.0036312i,-0.0030655+0.0030474i,-0.0029431+0.0025134i,-0.0017464+0.0014512i,-0.0010342+0.00085057i,-0.00037117+0.0012757i,0.00036515+0.0012905i,0.00052589+0.0011283i,0.00015985+0.00085347i,2.7226e-05+0.00025442i,-2.6264e-05+0.0010477i,-0.00069692+0.0019947i,-0.0013538+0.0014663i,-0.00072968+0.00062312i,-0.00011213-0.00033051i,-0.00027253-0.00097784i,0.0001531-0.00095074i
0.0068943-0.0053242i,0.0036471-0.01125i,-0.0019382-0.012856i,-0.0021304-0.0067776i,0.0017702+0.00021456i,0.0035656+0.001412i,0.0023659+0.0017341i,0.0013955+0.0031165i,0.00087133+0.0033714i,-9.871e-05+0.0029942i,-0.00034416+0.0025543i,0.00027172+0.0017506i,0.00091229+0.0012307i,0.0010265+0.00038318i,0.00040302-0.00031473i,-0.00040449+3.4582e-05i,-0.00017723+0.00067901i,0.00095809+0.00087437i,0.0011937+0.00070261i,0.00032433+3.954e-05i,-0.00058599-0.00050397i,-0.0013308-0.00025884i,-0.0014813-0.00034686i
-0.0030162-0.0094013i,-0.010477-0.0078444i,-0.015011-0.0033128i,-0.01052-0.0013165i,-0.003023-0.0029112i,-3.5828e-05-0.0030709i,0.00078219-0.0010276i,0.0019574+0.0010247i,0.0017894+0.0013098i,0.0014935+0.0012566i,0.0022698+0.0011464i,0.0026727+0.00034313i,0.0020869-0.00080972i,0.0015567-0.00084845i,0.0010143-0.00055222i,0.00052658-0.00072108i,0.00092849-0.0012983i,0.0015398-0.0012445i,0.0015284-4.1146e-05i,0.0014323+0.00067653i,0.00072785+0.0013875i,-2.6974e-05+0.0014743i,1.4936e-05+0.00097685i
-0.0086111-0.00087632i,-0.0090566+0.0058857i,-0.0071723+0.010182i,-0.0050651+0.0070083i,-0.0038664+0.00018014i,-0.0030608-0.0034214i,-0.0012857-0.0029719i,0.00025511-0.0023537i,0.00092274-0.0030315i,0.0016109-0.0027013i,0.0017284-0.0020946i,-0.00023898-0.0025454i,-0.0012818-0.0030773i,-0.00038697-0.0027539i,0.00016925-0.0023009i,0.00011928-0.0013337i,-0.00034011-0.00092304i,0.00047438-0.0011954i,0.0014674-0.0011059i,0.0006166-0.0010287i,0.00020506-0.00050277i,0.00026345+0.00060852i,-0.00023713+0.00012269i
-0.0074258+0.0075697i,-0.00035692+0.010431i,0.0061563+0.0089287i,0.0045672+0.0059601i,-0.0013+0.0036305i,-0.0036546+0.0020546i,-0.0024911+0.00020447i,-0.003099-0.00092338i,-0.0036362-0.00055782i,-0.0029844-0.0010182i,-0.0022821-0.0016618i,-0.0017182-0.0015222i,-0.00094327-0.00043476i,-0.00063352+0.00035036i,-0.0012744-0.00082819i,-0.0013171-0.0015131i,-0.0010381-0.00040175i,-0.0012105-7.3219e-05i,-0.0013524+1.5993e-05i,-0.00109-0.00049008i,-0.00038344-0.0011149i,0.00054907-0.00082577i,0.00093624-0.00055949i
0.0065884+0.0071074i,0.008978-0.0010313i,0.0072137-0.0087092i,0.0022863-0.0075473i,-0.00157-0.0014094i,-0.0023389+0.0028441i,-0.0035669+0.0037735i,-0.0044752+0.0031706i,-0.00369+0.0029341i,-0.0037219+0.0015636i,-0.0021727+0.00045553i,7.132e-05+0.00051924i,0.00033824+0.00040604i,-5.8038e-05+0.00034622i,-0.00022761+0.00095042i,-0.0007752+0.002207i,-0.0008875+0.0025398i,-0.00019752+0.0017661i,-0.00060126+0.00049677i,-0.0016544-0.00077126i,-0.0014128-0.0017043i,-0.00055529-0.001579i,-0.00017741-0.00071881i
0.0067324-0.0016936i,0.0014464-0.0067604i,-0.0046494-0.0080959i,-0.0041897-0.0029465i,0.0020555+0.0031986i,0.0046416+0.0038086i,0.0021035+0.0028468i,0.00059719+0.0044419i,0.0010485+0.0053087i,0.001238+0.0040091i,0.00090165+0.0024054i,0.001754+0.00054914i,0.0026428-0.00059527i,0.002303-0.00033069i,0.0015613+2.9107e-05i,0.0014013-6.9786e-05i,0.0010693+0.0003514i,0.00059033+0.00067194i,0.00052602+0.0014625i,-4.4649e-05+0.002415i,-0.00087944+0.0019441i,-0.0011247+0.00081571i,-0.00024929+0.0002886i
-0.0010149-0.0078801i,-0.0094655-0.0032399i,-0.015131+0.0037893i,-0.011303+0.0063707i,-0.0021783+0.0036159i,0.0023101+0.00062318i,0.0024968-0.0005751i,0.0029347-0.00033075i,0.0029065+0.0004849i,0.0025544+0.00077045i,0.0024594+0.00087443i,0.0013007+0.00061508i,0.00024301-0.00048665i,0.00059917-0.0012951i,0.00024809-0.00147i,0.00032758-0.00096271i,0.0010892-0.0011935i,0.0017085-0.00090945i,0.0013728-5.3368e-05i,0.00088803+0.00024628i,8.6159e-05+0.00088505i,-0.00091522+0.00098504i,-0.00094387+0.00057851i
-0.0091969-0.003051i,-0.006735+0.0059588i,-0.0012005+0.011197i,0.0023736+0.0071137i,0.0019644-0.00065183i,0.00019702-0.0041375i,-0.00059243-0.0040773i,-0.0005635-0.0038537i,-0.00041448-0.0034835i,-0.00023382-0.0025959i,0.00044168-0.0014905i,0.00053944-0.00076369i,-5.8546e-05-3.9182e-05i,-0.00043719+0.00079578i,-0.00034185+0.0005754i,-0.00011895-0.00088214i,-0.00023756-0.0013908i,0.00047645-0.0013986i,0.00060596-0.0016908i,0.00087898-0.0014985i,0.0013688-0.00075367i,0.00063071+0.00011998i,-0.00087502-0.00011025i
-0.0039049+0.0054762i,0.0034908+0.0056925i,0.0091881+0.0014878i,0.0061809-0.0027242i,-0.00078406-0.0034546i,-0.0039738-0.0029081i,-0.0042025-0.0017091i,-0.0047265-0.00012016i,-0.0048596+0.00093405i,-0.0043658+0.00050942i,-0.0037792-0.00049185i,-0.0022453-8.3687e-05i,-0.00052325+0.00132i,0.00010514+0.0015936i,-0.00044323+0.00012948i,-0.0009571-0.0006333i,-0.0005948-0.00065311i,-0.00015038-0.0008312i,3.2502e-05-0.0012957i,0.00036369-0.0017376i,0.0007615-0.0016798i,0.00095718-0.00079615i,0.00077969-8.1345e-05i
0.00099007+0.0058789i,0.0018421-0.0025746i,-0.00028443-0.010682i,-0.0040445-0.0089059i,-0.0052578-0.0017401i,-0.0036475+0.0017837i,-0.0028475+0.0031523i,-0.0022469+0.005084i,-0.0009427+0.0053073i,-5.0366e-06+0.0032983i,0.00045176+0.0014101i,0.00045192+0.00083154i,0.00057261-0.00023858i,0.00062328-0.00096592i,0.0005735+5.3012e-05i,0.00079221+0.00068391i,-7.1759e-06+0.00056796i,-0.00087002+0.00077096i,-0.00035811+0.0003102i,-0.00020598-0.00031083i,-0.00081798-0.00040916i,-0.00053161-0.0012264i,-0.00014516-0.0011168i
0.005913+0.00076946i,-0.0010763-0.0032169i,-0.010908-0.0030588i,-0.011176+0.0021106i,-0.0039051+0.0048243i,0.00024894+0.0032756i,0.0010159+0.0022096i,0.001899+0.0025278i,0.0031389+0.0022275i,0.0036787+0.0020034i,0.0028897+0.001336i,0.0013575-0.00026432i,-0.00034586-0.0011563i,-0.00025944-0.0011938i,0.00029715-0.0017151i,0.00023527-0.0016612i,0.00041044-0.00056627i,1.2095e-05+0.00096945i,-0.00049782+0.0014636i,6.1197e-05+0.00061233i,0.00079581+0.00048469i,0.0006537+0.00016369i,0.00087354-4.3122e-05i
0.00096509-0.0055982i,-0.0060107+0.00057466i,-0.0090991+0.0061373i,-0.0054022+0.0078997i,0.00017408+0.0040864i,0.0017123-0.00038482i,0.0012939-0.0012694i,0.0012707-0.0015433i,0.0013961-0.0031725i,0.001208-0.0027221i,0.00014887-0.00087435i,-0.0010679+0.00028113i,-0.0013421+0.00068284i,-0.00035832+7.8486e-05i,-0.00074541-0.00015598i,-0.0016898+0.00015228i,-0.0010479-0.0002164i,0.00010823-0.00016741i,0.00099832+0.00073641i,0.00074908+0.00044938i,0.0004874+6.3263e-05i,0.00050658+0.0004242i,0.00012867-0.00013284i
-0.0023069-0.0065574i,0.00075036+0.00052883i,0.0063359+0.0062704i,0.0083993+0.0044545i,0.0056117-0.00096885i,0.0017916-0.0026855i,-0.00016726-0.0014921i,-0.0013593-0.00060358i,-0.0033165+6.8689e-06i,-0.0034553+0.0001186i,-0.0020826-0.00014508i,-0.0012137+0.00069043i,-0.00023183+0.0019102i,0.00021689+0.0016967i,-0.00045126+0.001357i,-0.0010032+0.0016549i,-0.00080731+0.0016397i,0.00049646+0.00019514i,0.0018475-0.0011372i,0.0012662-0.00069456i,0.00014838-0.0001616i,-0.0002621-0.00092739i,-0.00027939-0.0013153i
-0.0053092+0.003295i,0.0015195+0.00084228i,0.0086658-0.0056946i,0.0063179-0.0095494i,-0.00054323-0.0078007i,-0.0033423-0.0037443i,-0.0030281-0.00019078i,-0.0025553+0.0028741i,-0.0015407+0.003906i,0.00052857+0.0029774i,0.0012917+0.0016867i,0.00084606+0.0012253i,0.00065368+0.00079448i,0.0010315+0.00019179i,0.0012371-0.00042518i,0.0010871-0.0010882i,0.00091616-0.00083515i,0.001026-0.00018195i,0.00065297-0.00043404i,0.00025713-0.00030826i,-2.378e-05-0.00026404i,-0.001246+0.00030641i,-0.0018132+0.00099328i
0.0032008+0.0032978i,0.0021603-0.0051712i,-0.0031439-0.013419i,-0.0079972-0.011952i,-0.0080508-0.0048955i,-0.0045278-0.00068328i,-0.0015113+0.0010114i,0.00061863+0.0022118i,0.0024932+0.0027556i,0.0027934+0.0021794i,0.0014625+0.00052257i,3.5888e-05-0.0008354i,2.5948e-05-0.0012427i,0.00029089-0.0011621i,0.0011223-0.0013203i,0.0019488-0.0013201i,0.0012905-0.0012742i,-4.4616e-05-0.00097429i,-0.00043254-0.00073787i,0.00065207-0.00041066i,0.00076121-0.00020287i,0.00017317-0.00020632i,-3.2155e-05+0.0011296i
0.0021751+0.0049968i,-0.004491+0.0015557i,-0.013387+0.0020625i,-0.013688+0.0064982i,-0.0060207+0.0072867i,-0.0015909+0.0034583i,-0.0013579+0.00044034i,-0.00043801-0.0011195i,0.00073825-0.0020363i,0.00068472-0.0020338i,-0.00040989-0.0017921i,-0.0014736-0.0018273i,-0.0023978-0.0011473i,-0.0018895-0.00062851i,-0.00015514-0.00076747i,0.00019315-0.00095481i,-0.00027319-0.00076177i,-0.00065505+0.00027136i,-0.00066472+9.4298e-05i,-0.00036467-0.00063863i,-0.00018365-0.0002313i,0.00016219+0.00079924i,0.00083459+0.00098304i
0.0021455-0.004647i,-0.00256+0.0033571i,-0.0034926+0.015i,0.0015654+0.016575i,0.0055408+0.0091716i,0.0034544+0.0033184i,-0.00021798+0.0014099i,-0.0020439+0.00030918i,-0.0029521-6.6838e-05i,-0.0029716+0.00031178i,-0.0020203+0.00064742i,-0.0011882+0.0014795i,-0.00028182+0.0015649i,0.00034605+0.00033878i,-0.00012339-0.00043832i,-0.00092735-0.00058668i,-0.0010246-0.00011451i,-0.0005136+0.00073799i,-0.00075855+0.0011467i,-0.00030373+0.001243i,0.00081777+0.0007696i,-5.9523e-05+0.00015987i,-9.6627e-05+0.00012265i
-0.0041829-0.0041934i,0.00031593+0.0030455i,0.0089723+0.0062196i,0.011761+0.0025144i,0.0065533-0.00095102i,0.0017697-0.001652i,0.0006602-0.00032009i,-0.000264+0.0019119i,-0.0016544+0.0040281i,-0.001573+0.0046213i,-0.0006423+0.0032422i,0.00075856+0.0020092i,0.00093304+0.0013649i,0.00040698+0.00092136i,-0.00013131+0.0012059i,-0.00059002+0.0019393i,-0.0001154+0.001972i,0.00095202+0.0012904i,0.0017223+0.0010708i,0.0015166+0.00030899i,0.0006532+4.3951e-05i,3.4035e-06+0.0001837i,0.00032257-0.00034172i
