-0.0018976-0.00050922i,-0.0016282+0.00042938i,-0.0019875+0.00099265i,-0.0019794+0.0013764i,-0.0020621+0.0021465i,-0.0017475+0.0021981i,-0.00054493+0.0017092i,0.00048268+0.0013121i,0.00073595+0.0012005i,0.00079971+0.0010483i,0.00022469+6.5692e-06i,-0.00012179-0.00087488i,-0.00011982-0.0010626i,-0.000429-0.00073283i,6.9971e-05-0.000257i,0.00079449+0.00017665i,0.0001415+8.2032e-05i,-0.00045427-0.00058115i,-0.00042126-0.0003i,-0.00039188-0.00045319i,5.5317e-05-0.00045322i,-0.00032315+0.00086348i,-0.00049417+0.00079529i
0.0049252-0.016592i,0.0018552-0.018724i,0.00040022-0.014395i,-0.00060038-0.0071054i,-0.0013229-0.0031507i,-0.0010525-0.0011083i,-0.00065588+0.00054805i,-0.0006078+0.00053314i,-0.00024121+0.00012742i,0.00020212-0.00043508i,-0.0002476-0.00088209i,-0.00036736-0.0004023i,0.00089049-0.00045831i,0.0010031-0.00078021i,-0.00024676-0.00062386i,4.1373e-05-0.0011716i,0.00056617-0.0013535i,0.00032039-0.00053538i,0.00052189-0.00012262i,-3.4548e-05-0.00034521i,-0.00043819-0.0010328i,-2.0517e-05-0.001109i,-0.00020573+9.1398e-05i
-0.013149-0.01008i,-0.017379-0.0091109i,-0.014929-0.0045915i,-0.0089172-0.001887i,-0.0044913-0.001499i,-0.0032703-0.00023765i,-0.0022802+0.00086644i,-0.00043721+0.0010875i,0.00033576+0.00089113i,-4.4332e-05+0.00041158i,-0.00045611+0.0003162i,-0.00026268+0.00075902i,0.00035911+0.00086079i,0.00083407+0.00010942i,0.00040853-0.00024821i,0.00024178-0.00030832i,2.8706e-05-0.00029557i,-0.00022805-0.00028936i,0.00020803+4.2107e-05i,-0.00023749+1.0864e-05i,-0.00054533-0.00071607i,-0.00012713+8.8006e-05i,0.00059521+0.00075348i
-0.015448+0.008016i,-0.015336+0.013218i,-0.011064+0.012893i,-0.0056637+0.0085728i,-0.0028054+0.005357i,-0.001379+0.0029349i,-0.00054904+0.00080529i,-0.0010024+0.00014983i,-0.00075995+0.0013853i,-0.00061439+0.0016443i,-0.001152+0.00050624i,-0.00033716-0.00025064i,-0.00010188-0.00053322i,-0.0012376-0.00050623i,-0.0012404+0.00031539i,-0.00030836+0.00034281i,-0.00029723+0.00010346i,-0.0003507+0.00040095i,-0.00046497+0.00067815i,-0.00056516+0.00084828i,-0.0005652+0.00026746i,-0.00055202-0.0002033i,-0.00016102-0.0001292i
0.0048438+0.014817i,0.0084106+0.015325i,0.0072001+0.011469i,0.0040162+0.0063341i,0.0030308+0.0033889i,0.0013813+0.0014253i,-0.00066099+0.00049003i,-0.00080714+0.00023295i,-0.00011766+0.0004698i,0.00011045+0.00080658i,7.0418e-05+0.00087161i,0.00016464+0.00091425i,0.00019094+0.00070254i,-4.3811e-05+0.00033664i,9.1965e-05+0.00039491i,0.00033694+0.00035154i,-0.00017272+0.00038698i,-0.00053356+0.00085902i,2.2704e-05+0.0015102i,0.00017073+0.0012235i,-0.00019458+0.00016192i,-0.00022138-0.00059804i,0.00047138-0.00083661i
0.01874+0.0001202i,0.01906-0.0035606i,0.012821-0.0047232i,0.0065636-0.0030858i,0.0031535-0.0018791i,0.00031429-0.0013389i,-0.0011394-0.00039795i,-0.00073394+0.0011237i,0.00063048+0.0014245i,0.0011927+0.00036479i,-1.3756e-05-0.00044068i,-0.00083104-3.0311e-06i,-0.0011778+0.00084471i,-0.00092616+0.00090693i,-0.00026504+0.00017571i,0.00040428-0.00029301i,0.00042853-0.00011847i,-0.00021879+6.4857e-05i,-0.0002548+0.00027802i,8.489e-05+0.00056351i,0.00024458-0.00045378i,1.5717e-05-0.0012755i,-1.1389e-05-0.0012499i
0.0065871-0.014943i,0.0033617-0.018734i,0.00032222-0.014531i,-0.00040533-0.0069171i,-0.00063323-0.0021451i,-0.00093592-0.00088403i,-0.0008262-0.00023695i,-0.00037973+0.00058698i,6.4022e-05+0.0015768i,0.00054242+0.0012107i,0.00065644-0.00017586i,0.00062673-0.00042305i,0.00082998-0.00026506i,0.00051376-0.00041467i,0.00039872-0.0008381i,-0.00024187-0.0010161i,-0.00076213-0.00077878i,-0.00055677-8.4922e-05i,-0.00030641-1.5299e-05i,-8.761e-05-0.0001993i,-0.00014295+0.00037757i,-0.00056767+0.00039636i,-0.00064424-0.00021551i
-0.011091-0.012175i,-0.015723-0.010575i,-0.015041-0.0065717i,-0.0097707-0.0025596i,-0.0050619+0.00025814i,-0.0029722+0.0017685i,-0.0013328+0.0011623i,5.1698e-05+0.00036888i,0.00059258+1.6922e-05i,0.0006422-0.00038552i,-0.00010016-0.00046663i,-0.00058586-0.00010444i,6.312e-05+0.00059013i,0.00048637+3.7153e-05i,-3.7959e-05-0.00083252i,-0.0007792-0.00055884i,-0.00077263+0.0001438i,-0.00020652-0.00016685i,0.00064877-0.00089934i,0.00014469-0.00087572i,-0.00087797-0.0009147i,-0.00082013-0.0004793i,-0.0012191-0.00026081i
-0.015147+0.0064056i,-0.016438+0.012371i,-0.012451+0.013147i,-0.0069959+0.0095515i,-0.0030969+0.0053045i,-0.00080046+0.0021317i,0.00067133+0.00077194i,0.00077474+0.0010846i,-0.00066995+0.00071706i,-0.00076583+0.0003101i,0.00042078+0.00061324i,0.00063362+0.00092105i,0.0002757+0.00051946i,-2.6297e-05-0.00051306i,-0.00023857-0.001038i,-0.00023685-0.00081235i,-0.00015375+0.00011948i,-0.0006533+0.00017985i,-0.00099488+1.4234e-05i,-0.0011913+0.00017244i,-0.00092786+0.00060634i,-7.4701e-05+0.00047145i,0.00023969+0.00034822i
0.0028642+0.014072i,0.0065047+0.015293i,0.0064223+0.012036i,0.0023097+0.0069031i,0.00073046+0.0034007i,0.00072777+0.0016616i,0.00017053+0.00090083i,6.7226e-05+0.0014749i,-8.1831e-05+0.001457i,-0.00038262+0.000203i,-0.0013043-0.00021703i,-0.0016462-0.00039831i,-0.0010564-4.1946e-05i,-0.00061233+0.00025913i,0.00033341+0.00071594i,0.0012231+0.001029i,0.00097386+0.00072072i,0.0003442+0.00014225i,0.00031794-0.00039996i,-0.00038365-0.00011574i,-0.00045572+0.00025701i,0.00043641-6.8665e-05i,0.00033849-0.00010833i
0.015012+0.0033447i,0.018842-0.00084582i,0.015368-0.0020109i,0.0093997-0.00042636i,0.0058745-0.00067927i,0.0023766-0.0011136i,-0.00074021-0.00073552i,-0.00076577+0.00017431i,6.3375e-05+0.0005517i,-8.6053e-05+0.00072634i,0.000207+0.00017197i,0.00031044-0.00070753i,-4.0201e-05-0.00099905i,-6.655e-05-0.00086953i,-9.3431e-05-0.00032323i,-1.7318e-05-0.0005402i,0.00053485-0.00065912i,0.00093573-2.2292e-05i,0.00043376+9.5339e-05i,-0.00020941-4.8889e-05i,-0.00080662+0.00058499i,-0.00083956+0.00085381i,-0.00038291+0.0011767i
0.0074993-0.012552i,0.004503-0.017303i,0.00082155-0.014692i,-0.00074879-0.007814i,-0.00061457-0.0033138i,-0.0011606-0.0017635i,-0.0015875-0.0010078i,-0.00070826-0.00055181i,-0.00038219-0.0004439i,-0.00071838-0.00038585i,-0.001143-0.00013595i,-0.0011294+0.00054887i,-0.00010924+0.0012259i,0.00053918+0.0010301i,0.00053884+4.0939e-05i,0.00062914-0.00022454i,0.00054461-0.00020801i,0.00071887+3.9139e-05i,0.00039589+0.00043099i,-0.00054373+0.00084657i,-0.00033481+1.8248e-05i,-0.00014016-0.00047303i,-0.00052951-0.00046986i
-0.0082931-0.0107i,-0.013492-0.0091327i,-0.013757-0.0060177i,-0.0094944-0.0038969i,-0.0054462-0.0016365i,-0.0035964-0.00051341i,-0.0021413-9.8195e-05i,-0.0011692+0.00055423i,-0.00091846+0.00073286i,-0.00050296+0.00068837i,0.0007531+0.0012132i,0.0010961+0.0007671i,0.00089609-0.00016768i,0.00040249+0.00023958i,7.7875e-05-0.00040997i,0.00018754-0.00098599i,0.0002413-0.00028926i,0.00044452+2.3887e-05i,0.00087552-0.0001343i,6.1535e-05-0.00043306i,-0.00083788+0.0004157i,-0.00053297+0.0011221i,0.00011704+0.00085266i
-0.01554+0.00086562i,-0.016804+0.0084268i,-0.013826+0.010353i,-0.010115+0.0074434i,-0.0062006+0.0052214i,-0.0018783+0.0039381i,-9.7976e-05+0.00237i,0.00044325+0.001924i,0.00064964+0.0020823i,-0.0003811+0.0010214i,-0.00062907+0.00056142i,0.00038909+0.0011456i,0.00078293+0.0010113i,0.00029191+0.00081665i,0.00013003+0.00060059i,0.00044839+0.00041198i,0.00054389+0.00041186i,0.00058766-0.00018932i,0.00041791-0.00059612i,-2.0502e-05-0.00017451i,-0.00052627-0.0006838i,-0.00026119-0.0008475i,-0.00034336-0.0003494i
-0.0015259+0.013701i,0.0047991+0.015849i,0.006542+0.013256i,0.0039974+0.0094i,0.0025798+0.0059146i,0.0024134+0.0024816i,0.0011534+0.00098604i,-2.6179e-05+0.00030081i,8.539e-05+0.00012979i,-0.00050993+0.00056798i,-0.0010097+0.0003136i,-0.00044214+0.00012675i,7.1135e-06+2.0523e-05i,-0.00040863+7.911e-05i,-0.00075121+0.00083175i,0.00018798+0.0012673i,0.00047416+0.0011029i,0.00021696+0.00088689i,-0.00046526+0.00048333i,-0.00095418+0.0002109i,-0.0010339-0.00025345i,-0.0014198-0.00070757i,-0.0011284-0.00044778i
0.0098594+0.0058815i,0.013149+0.0014551i,0.011778+0.00021912i,0.007503+0.0010022i,0.0045766+0.00077806i,0.0027251-0.00059114i,0.00067299-0.0012146i,-0.00059445+0.00017665i,-0.00042986+0.0012824i,0.00019948+0.0005538i,0.00030147-0.00032581i,0.00072505+0.00025461i,0.00057279+0.00045879i,-0.00016485+0.00025758i,-0.00015499+0.00056545i,0.0006315+0.00060209i,0.00048122+0.00024883i,0.00035254+0.00040213i,0.00057935+0.00075055i,0.00038171+0.00070415i,9.8026e-05+0.00062957i,-9.601e-05+0.00069561i,-1.5741e-05+0.00040976i
0.0099849-0.0088567i,0.0058469-0.015061i,0.0017845-0.013979i,0.0017092-0.0081995i,0.0013452-0.0045619i,-0.00058605-0.0026379i,-0.0013606-0.0010537i,-0.0010489-0.00048799i,-0.00011756+0.00011363i,0.00016932+0.00061842i,-0.00040456+0.00023218i,-0.00092084-0.00021751i,-0.0010572+0.00019582i,-0.00017249+0.00021724i,0.00034919-0.00045663i,0.00037384-0.00072783i,0.00043156-0.00040152i,-4.0964e-05+0.00058792i,-6.9751e-05+0.00090484i,1.6181e-05+0.00069326i,0.00064276+0.00039314i,0.0010182-0.00079124i,-5.8988e-05-0.00085118i
-0.0097213-0.011261i,-0.015146-0.0081299i,-0.014718-0.0030769i,-0.0091252-0.00080042i,-0.0046392+0.00028566i,-0.0026145+0.00097262i,-0.0010572+0.00087216i,-0.00014516+0.0010128i,-7.5553e-05+0.00070876i,0.00017576-0.00036639i,0.00066551-0.00030026i,0.00044477-7.9119e-05i,0.00065654-0.00078978i,0.00038541-0.0012763i,-0.0005329-0.00091851i,-0.0010899-0.00051636i,-0.0011328-0.00041493i,-0.00065341-0.00014458i,-0.00016299+0.00038784i,0.00014243-0.00029946i,0.00034977-0.00058224i,4.0429e-05+0.00044131i,-0.00031312+0.00034944i
-0.010575+0.0020314i,-0.011739+0.0094231i,-0.0095059+0.011091i,-0.0071958+0.0061392i,-0.0047075+0.0022852i,-0.0023152+0.0014289i,-0.0010861+0.00094227i,-0.00072401+0.00029748i,-1.9024e-05-7.4229e-05i,0.00048115+1.3282e-05i,-0.00043363-1.6154e-05i,-0.00038322-0.00059592i,0.00080036-0.00086536i,0.0012658-0.00053133i,0.00064294+0.0003026i,-2.8881e-05+0.00040522i,0.0001598+5.5619e-05i,0.00028812+0.00045865i,7.1193e-05+0.00032986i,0.00012286+0.00021796i,-0.00035449+0.00021315i,-0.00035331+0.00012394i,0.00045875+0.00035974i
-0.0045705+0.01182i,0.0030454+0.013923i,0.0058711+0.011797i,0.0028749+0.0076542i,0.0014672+0.0041471i,0.0015379+0.00094014i,-3.4254e-05-0.0004805i,-0.00095196+0.00057867i,-0.0002819+0.00084089i,0.00044503+0.00043033i,0.00051983+0.0007036i,-1.015e-05+0.0006132i,-2.4116e-05+8.9752e-05i,-0.00041262-3.4374e-05i,-0.00011148-9.6532e-06i,0.00072329+7.4877e-05i,0.00089961-0.00018973i,0.00051685+0.00019309i,-6.7365e-05+0.00053877i,-0.00049443+0.00021541i,-0.00079943+6.9584e-05i,-0.00085812-0.00012726i,-0.00060118+0.00010983i
0.011955+0.0041877i,0.01501-0.0013913i,0.01071-0.0048789i,0.0054221-0.0024958i,0.0028951+0.00015436i,0.0012895+0.00030506i,-0.00029226-0.00019024i,-0.00065996-4.8433e-05i,-7.4685e-05+0.00022586i,0.00054129+0.00040142i,0.00032436+8.0044e-05i,0.00012374+0.00012959i,0.00016002+0.00021252i,0.00011747-0.00029684i,0.00049304-0.00024317i,0.00088385-0.00022974i,0.00074235-9.6788e-05i,0.00024208+0.00013332i,-8.7563e-06+0.00033307i,0.00025256-0.00051782i,0.00024854-0.00090225i,-0.00021215-0.00073385i,-1.5979e-05-0.00095659i
0.0038818-0.007725i,1.9965e-05-0.012558i,-0.0042131-0.011793i,-0.0029861-0.0054031i,-0.00012911-0.00039545i,-0.00010542+0.00062956i,-0.00078279+0.00090106i,-0.00053814+0.00066682i,2.3784e-05+4.7971e-05i,-0.00024758+0.00027162i,-0.00073875+0.00088001i,0.0002425+0.0013223i,0.0010014+0.00081483i,0.00035788-7.693e-05i,-7.1376e-05-0.0007264i,-0.00030901-0.00074666i,-0.00098044-0.00058185i,-0.0009033-0.0010564i,-7.7167e-05-0.0014181i,0.0003617-0.00067257i,-0.00020886+0.00026857i,-0.00060299-0.00010834i,-0.00043285-0.0011947i
-0.0037645-0.007371i,-0.010424-0.0061211i,-0.012564-0.0014993i,-0.0077837-0.00017053i,-0.002718-0.0017695i,-0.0016364-0.0014601i,-0.0015568-0.00015528i,-0.0012446-6.109e-05i,-0.00094846+0.00023525i,1.5087e-05+0.00089285i,0.00074962+0.00063623i,0.00093162-0.00046922i,0.00097764-0.00074453i,0.00068921-2.1791e-05i,0.00015893+0.0001204i,0.00036339-0.00044797i,0.00060466-0.00074822i,-0.00027399-0.00016095i,-0.0011868-0.00051385i,-0.0010723-0.0011331i,-0.00024722-0.00104i,0.0012063-0.00051936i,0.0013441-5.0402e-05i
-0.0083394+0.001928i,-0.0084018+0.0087192i,-0.0062126+0.0098679i,-0.0041619+0.0051634i,-0.0023967+0.0011785i,-0.0014584+0.00046774i,-0.00058794+0.00057861i,-0.00069611+0.0011673i,-0.00068745+0.0011892i,0.00019335+0.00087686i,0.00024095+0.0010519i,-9.7522e-05+0.0010798i,-0.00044848+0.00061232i,-0.00031016+0.00040325i,-0.00061834+0.00021717i,-0.00077967-0.00040207i,-0.00019227-3.7821e-06i,0.00059774+0.00066038i,0.00018768+0.00044534i,-0.0004004+0.0003093i,1.6828e-05+0.00027617i,0.00042162-2.0001e-05i,0.00037727+4.4371e-05i
-0.0017952+0.0075971i,0.0044474+0.010745i,0.0074543+0.0093088i,0.0041209+0.0066932i,0.00031699+0.003857i,5.9406e-05+0.0013538i,0.00071832+0.00056492i,0.00076797+0.00090484i,0.00036508+0.00069941i,0.00035308+0.00030678i,0.0002281+0.00084057i,7.4045e-05+0.00089452i,8.4884e-05-0.00014151i,-0.0003255-0.00031663i,1.3448e-05+0.00040179i,4.4903e-05+0.00030421i,0.00015407-0.00029666i,0.00046404-0.00018988i,-7.6788e-05+0.00086733i,-0.00041547+0.0009619i,0.00013556+0.00033481i,0.0004007+1.5636e-05i,0.00060191-0.0001848i
0.0052604+0.006986i,0.010093+0.0012032i,0.0094533-0.0036031i,0.0058716-0.0021119i,0.0029815+0.00017538i,0.0010641+0.00032983i,-0.00023785-0.00016094i,-0.00058098+0.00041084i,-0.00050974+0.0005658i,-0.00037867-0.00031041i,-0.00016153-0.00055296i,0.00035713-0.00084i,0.00045013-0.00083488i,0.0004033-0.00019413i,0.0009946+8.6881e-05i,0.0010115+0.00017133i,0.00064839+0.00019191i,0.00049759+3.0924e-05i,0.00066988+0.00014245i,0.00050819+0.00062021i,5.8198e-07+0.00026422i,0.00031786-0.00015079i,0.00060838+0.00040485i
0.0047079-0.0069959i,-0.00065148-0.013739i,-0.0060809-0.013042i,-0.0051338-0.0058702i,-0.0026069-0.0015794i,-0.0015445-0.00033964i,-0.00096032+5.7088e-05i,-0.00068185+0.00011204i,-0.00055811+0.00066588i,-0.00081561+0.00059885i,-0.00087726+0.00033788i,-0.00041018+0.0009313i,0.0004823-0.000208i,0.000997-0.0015551i,0.00082047-0.00082749i,0.00053302-0.00054962i,0.00015365-0.0003251i,4.6601e-05-0.00030068i,0.00036422-0.0011588i,0.00063405-0.0010784i,0.00053779-6.4852e-05i,-0.00039467+1.8465e-05i,-0.00079518-0.00061642i
-0.0043229-0.0056336i,-0.012722-0.0025064i,-0.015287+0.00096067i,-0.00964+0.0012602i,-0.0039249+0.001228i,-0.002122+0.0014334i,-0.0019459+0.0015823i,-0.00084423+0.0014689i,-0.00033708+0.00085291i,-9.4268e-05+0.00027775i,0.00024974+0.00091005i,0.00050084+0.0013437i,0.0005713+0.00086755i,0.00051424+0.00049776i,0.00017659-0.00034515i,-0.0007679-0.00066219i,-0.0010812+0.00033062i,-0.0005738+0.00033479i,-0.00037366-0.000809i,-0.0006222-0.0010498i,-0.00043388-0.00020516i,-0.00042891-8.5912e-05i,-0.00033955-0.00030313i
-0.0062822-0.00020505i,-0.0069773+0.0088837i,-0.0054949+0.013462i,-0.0036887+0.0095907i,-0.0022722+0.0043461i,0.00018047+0.002199i,0.0011201+0.0015556i,0.00076944+0.0012563i,0.00025609+0.00083922i,0.00010959+0.0001718i,0.00051316+0.00086414i,0.00029814+0.00167i,-0.00021379+0.0013011i,0.00046374+0.00078496i,0.00079637+0.00021312i,0.00013142+0.00016964i,-0.00052741+0.00023149i,-0.0011047+0.00064949i,-0.0013673+0.00089522i,-0.0007537+6.3348e-05i,-3.9395e-05-0.00065551i,-0.00022093+0.00020854i,-0.00057046+0.00050719i
-0.0033511+0.0043081i,0.0040331+0.0083857i,0.0081953+0.0077255i,0.005161+0.0046254i,0.00075431+0.0025672i,-0.00019594+0.00077424i,-0.00029449-7.0028e-05i,2.8242e-05+0.00049925i,0.0010625+0.0012453i,0.00081123+0.0015559i,0.00076926+0.0007119i,0.0010746-0.00048638i,0.0012437+0.00047939i,0.0011706+0.0018198i,0.00042805+0.0017278i,-9.9711e-05+0.00090246i,8.2925e-05+0.0002885i,0.00015609+0.00025957i,6.0065e-06+0.0008287i,-0.00030911+0.00076696i,-0.00068095+0.00083939i,-0.0010891+0.00041239i,-0.00055275-0.00040344i
0.0043296+0.0030796i,0.0091188-0.0035296i,0.0085558-0.0077958i,0.0048201-0.0057883i,0.002083-0.0016263i,-8.3688e-05-7.555e-05i,-0.0015528+0.00016563i,-0.0014169+0.00036281i,-0.00038913+0.00020119i,0.00035656+0.0001566i,0.00021916-0.00037419i,-1.1973e-05-0.00070726i,0.00011956-0.00018022i,0.00043835+0.0003781i,0.00087182+0.0003104i,0.00078396+7.2539e-05i,0.00071319+6.9399e-05i,0.00065063-0.00065926i,0.00064359-0.00064894i,7.3414e-05+0.00023078i,-0.00044679+0.0001591i,-0.00027324-0.00074095i,-2.6798e-06-0.0012537i
0.0018006-0.0042532i,-0.0037235-0.011214i,-0.0083695-0.012834i,-0.0077039-0.0064922i,-0.0044423-0.0012632i,-0.0026368+0.0011219i,-0.0019338+0.0025432i,-0.0020918+0.0017047i,-0.0012975+0.00063607i,-0.00039764+0.00059991i,-0.00063961+0.0003402i,-0.0009359+0.00022414i,-0.0009786-0.00038508i,-0.00087964-0.0014244i,-0.00052426-0.00097315i,-0.00020101-4.3494e-06i,-0.00013684-0.00057746i,0.00016227-0.0011626i,0.00049861-0.0010265i,0.00063646-0.0011701i,-2.1781e-05-0.00082308i,-0.0007627-0.0007048i,-0.00012256-0.0010088i
-0.00082199-0.0022994i,-0.010875+0.0012128i,-0.016191+0.0048907i,-0.010315+0.0048759i,-0.0029232+0.0034555i,-0.00069324+0.0029787i,-0.00066869+0.00224i,-0.00025509+0.0012703i,-0.00098526+0.0013493i,-0.0011488+0.0014319i,-0.0015455+0.0014579i,-0.0016089+0.0015774i,-0.000217+0.0010956i,-0.00029184-0.00062561i,-0.0008831-0.0013333i,-0.00073698-0.00037192i,-0.00018989+3.9409e-05i,-9.2736e-05+1.6202e-05i,-0.00059738-0.00041719i,-0.0009375-0.00029729i,-0.0010356-4.9273e-05i,-0.00033408+0.00014875i,-0.00063343+0.00039712i
2.5405e-05+0.00055861i,-0.00082818+0.008159i,0.00025045+0.012164i,0.0010123+0.0089303i,0.0010509+0.0036876i,0.00087087+0.00068953i,0.00014382+0.0002829i,-7.2655e-05+0.0015008i,0.00023855+0.0021572i,0.00057204+0.0018615i,0.00037393+0.00061557i,-0.00019575-0.00033684i,0.00060336-0.00015663i,0.00067497+3.411e-05i,-0.00036211+0.00010444i,-0.00082514-0.00024096i,-0.00049437-0.00076315i,-0.00035277-0.00029787i,-0.00045197+0.00029772i,-1.7923e-05+0.00039964i,0.0009304+0.00020197i,0.0015462-0.00030037i,0.00098353-0.00023053i
0.00094401+0.0030562i,0.0076681+0.0056018i,0.010708+0.0061763i,0.0077315+0.0039374i,0.0040701+0.00078487i,0.0020909-0.0012948i,0.00097252-0.0014842i,0.00052049-0.0011397i,0.0011072-0.00097489i,0.0016091-0.00040871i,0.0019634-0.00043422i,0.0016986-0.0010087i,0.0011566-0.00084969i,0.00058329-0.00041411i,0.00032254-0.00029014i,0.00092788+0.00026066i,0.00038812+0.0014903i,-0.0003766+0.0019943i,-0.00013921+0.0014563i,-0.00056912+0.0004767i,-0.00091305+0.00042233i,-0.0004872+0.0011817i,6.2824e-06+0.0013948i
-0.0015153+0.0014545i,0.004297-0.0042021i,0.0060433-0.0079868i,0.0035624-0.0054177i,0.00081174-0.0019596i,-0.00066361-0.0014116i,-0.0017865-0.0010953i,-0.0011611-0.00089437i,-0.00055976-0.0008103i,-0.00020858-0.00015558i,0.00016559+0.00054783i,-0.00028332-0.00035848i,-0.00077112-0.0014536i,-0.00036563-0.0011984i,0.00041087-0.00027341i,0.0011705-0.00033147i,0.00083533-0.00032052i,0.00029126-0.00013241i,0.00010974-0.00030214i,-0.00034657-0.00049873i,-0.00059033-0.00045414i,0.00010073-9.2739e-05i,0.00023092+0.00072582i
0.00030726+0.00021703i,-0.0032325-0.0067774i,-0.00726-0.010027i,-0.007312-0.0072866i,-0.0045543-0.0029141i,-0.0032229-0.00065235i,-0.0030246+0.0009696i,-0.003014+0.001644i,-0.002175+0.00068952i,-0.00099504-0.00051868i,-0.00072641-0.00028146i,-0.00026025+0.00034617i,-0.00075574+0.0010274i,-0.00155+0.0011558i,-0.0013583+0.00047686i,-0.00054679-6.2077e-05i,0.00018105-0.00014005i,0.00075374-0.00037317i,0.0012384-0.00055686i,0.00059822-0.00071688i,-0.00038797-0.001047i,-0.00068991-0.00094205i,0.00044318-0.00073693i
-0.00079092+0.00022542i,-0.0096704+0.00311i,-0.013805+0.0064975i,-0.010414+0.0062596i,-0.0055322+0.0041347i,-0.0016511+0.003078i,9.3146e-05+0.0024977i,1.896e-05+0.002994i,-0.00068503+0.0031201i,-0.00079889+0.0025732i,-0.00064442+0.00186i,0.00024459+0.00098979i,0.00053211+0.00011417i,7.5002e-05-0.00033055i,-0.00019693-0.00025268i,-0.00053588+1.1568e-05i,-0.00051968+0.00055496i,-0.00024369+0.00053946i,0.0004267-0.00026066i,0.00083386-0.0006266i,0.00039129-0.00053357i,-0.0001046-0.000654i,-0.0003775-0.00047056i
0.004129-0.0013773i,0.0027508+0.0059541i,0.001095+0.010619i,0.00037843+0.0086567i,0.00093733+0.0044917i,0.0016681+0.0016445i,0.00055838+0.00025655i,0.00044035+0.0011678i,0.0020383+0.0022899i,0.0018161+0.0021206i,0.0005932+0.0015968i,7.1486e-05+0.00023052i,0.0003921-0.00080001i,0.00031728-0.0010101i,0.00055198-5.9919e-05i,0.00081823+0.00090553i,0.000598+0.0012202i,-0.00015124+0.00086165i,-0.00039969+0.00034289i,-0.0007205+0.0002963i,-0.00055703+0.00035816i,2.5401e-06+0.00059967i,-0.00052049-3.1025e-05i
-0.0025293-0.00087622i,0.0041363+0.0036515i,0.0091222+0.0048854i,0.0084471+0.0037681i,0.0057054+0.0020134i,0.003424-0.00081344i,0.0011631-0.002002i,-7.2582e-05-0.0014739i,0.00020517-0.0010964i,0.0011415-0.00043706i,0.0016249+0.00026477i,0.0010268-0.00041413i,0.00042637-0.0011733i,0.00026993-0.00048517i,3.9276e-05+7.4083e-05i,-0.00015354-0.00054248i,-7.3735e-05-0.0010049i,-0.00054157-0.0008716i,-0.0011608-0.00010169i,-0.00040804+0.00030831i,0.00056388+5.5846e-05i,0.00054132+0.00040437i,0.00041109-6.702e-05i
-0.0017689+0.00021128i,0.002977-0.0069168i,0.0049458-0.011257i,0.004236-0.009879i,0.0026237-0.0068762i,-0.00037865-0.0044635i,-0.0025288-0.0017977i,-0.003012+0.00042844i,-0.0024065+0.00016846i,-0.0012624-0.0013904i,-0.00070004-0.0019467i,-0.00029162-0.00086277i,-0.0002613+0.00057951i,-0.00024275+0.00061745i,8.6569e-06+0.00035624i,-5.7777e-05+6.9278e-05i,2.5708e-05+5.5728e-05i,9.9303e-05+0.00024767i,-0.00040428+0.00027649i,-0.00057828+0.0012449i,-6.136e-05+0.0016488i,2.7411e-06+0.00072839i,-0.00036742+2.9338e-05i
-0.0044603+0.0021311i,-0.0084477-0.0039309i,-0.010835-0.0079736i,-0.0086138-0.0063116i,-0.0059637-0.0022652i,-0.0044544-0.00029619i,-0.0023787+0.001374i,-0.001486+0.0031215i,-0.002004+0.002566i,-0.0019371+0.0018028i,-0.0015468+0.0013084i,-0.00027755+0.00069919i,0.00044777+0.00043775i,0.0009073+0.00017533i,0.0013984+0.00025518i,0.00042784+0.00028431i,-0.00015793-1.557e-05i,0.00045182-0.00018993i,0.00064441-0.00070274i,0.00021188-0.00067176i,-0.00070169+4.9298e-05i,-0.00051489+0.00049102i,-0.00020203+0.00050795i
0.00122+0.0051893i,-0.0070718+0.0062467i,-0.012517+0.0074694i,-0.011055+0.0059427i,-0.0068182+0.0037813i,-0.0031341+0.0031869i,-0.00021035+0.002745i,0.00081328+0.002708i,4.3852e-05+0.0032582i,-0.0003464+0.0024392i,2.2427e-05+0.00056646i,0.00040898-0.00025835i,0.0014269+0.00019225i,0.0015418+0.00016193i,0.00069253-0.00014528i,0.00025822+0.00022527i,0.00039868+0.00047485i,8.337e-05+0.00019487i,-0.00019493+6.0335e-05i,3.3967e-05+2.0962e-05i,0.00051767-0.00052648i,0.00075019-0.00018229i,0.00037111+0.00054247i
0.0044861-0.00083693i,0.0032888+0.0057287i,0.0015772+0.011816i,-0.00010737+0.012031i,-0.00051869+0.0078061i,0.00042723+0.0043129i,0.00080386+0.0017315i,0.00068476+0.00055222i,0.0019417+0.0005072i,0.0018499+0.00073919i,0.0013096+0.0011288i,0.0012273+0.00047091i,0.00058923-0.00052236i,0.00019458-0.001346i,-0.00015973-0.0018843i,-3.1333e-05-0.00099575i,0.0002165+0.00050714i,0.00025376+0.00034566i,1.1746e-05-0.0008167i,0.00016867-0.0012244i,0.00044484-0.00048322i,-1.0087e-05-0.00013822i,-1.2266e-05-0.00047011i
