-0.0032565+0.0002325i,-0.002368+0.0001057i,-0.0031872+0.00095495i,-0.0031824+0.0015039i,-0.0018758+0.0025052i,-0.00082877+0.0031607i,0.00019953+0.0027459i,0.001058+0.0027348i,0.00078727+0.001538i,0.00050855+0.00021015i,0.0009451+0.00021449i,0.0010524-0.00034851i,0.00042552-0.00089158i,7.4094e-05-0.00057518i,0.00038136-0.00014235i,-0.00012103+0.00027399i,-0.00021681+0.00068057i,0.00012047+0.00042016i,-0.00046181+0.00046092i,-0.00063752+0.00025358i,0.00041251-0.00056624i,0.00092816-0.0010916i,0.00054828-0.0010627i
0.0029871-0.00094612i,0.0016226+0.00091514i,-0.00096702+0.0017802i,-0.001624+0.00054443i,-0.00027389+0.00019903i,0.0004345+0.00093245i,0.0011096+0.00072372i,0.00076483+0.00060768i,1.3329e-05+0.00023516i,-0.00034739+0.00018217i,-0.00058866+0.00081496i,-0.0010857+9.6191e-05i,-0.0014247-0.00053477i,-0.00095542+0.00015138i,-0.00067542+0.0004821i,0.00012509+0.00043971i,0.00080987+0.00047331i,0.00048598+0.00056627i,-9.1249e-05+0.0012859i,-0.00043532+0.00062103i,0.00011168+0.00027535i,0.00042607+0.00086428i,0.00041719+0.0006983i
0.0029771+0.0011304i,-0.00072657-0.000865i,-0.0029094-0.003061i,-0.0026975-0.0029889i,-0.0019402-0.0016577i,-0.0008518-0.00088194i,-7.1706e-06-0.00036137i,0.00046197-0.00078296i,0.00097011-0.00099932i,0.00080806-0.00074688i,0.00086379-0.0011235i,0.00055439-0.00056715i,-0.00037101-0.00010639i,-0.0003646-0.00022085i,-0.00064006+0.00051625i,-0.0012921+0.0018846i,-0.00096904+0.0017339i,-0.001151+0.0003974i,-0.0019519-0.00034776i,-0.0015637-0.00066487i,-0.00073765-0.00073214i,-0.00010809-0.0010181i,0.00040334-0.0011721i
0.001372+0.0021727i,0.0025693-0.0012751i,0.0039886-0.0029039i,0.0036015-0.0015732i,0.0022756-0.00097609i,0.0010446+0.00010263i,0.00077127+0.0018512i,0.0013422+0.0015866i,0.0015633+0.00037862i,0.0017798-0.0010015i,0.0022268-0.0013042i,0.0019799-0.00048038i,0.00094781+0.0004603i,0.00029067-6.6711e-05i,0.00026868-0.0014487i,8.7608e-06-0.002015i,-0.00039269-0.0013788i,-0.00031472-0.00080581i,-0.00031539-0.00095291i,-0.00046167-0.0014141i,8.9625e-06-0.0012759i,0.00065762-0.00032924i,0.00011568-5.7465e-05i
-0.0031453+0.0043247i,0.0012233+0.0066536i,0.0026603+0.0086782i,0.0026365+0.007055i,0.0025734+0.0041095i,0.0015079+0.0021355i,0.00059211+0.0016584i,0.00056168+0.0012648i,0.00057626+0.0010682i,0.00066403+0.0010345i,0.0007765+0.0010827i,0.00063989+0.00082679i,0.00047536+0.00012632i,0.0011858-0.00035822i,0.001923-0.00025429i,0.0016291+0.00037371i,0.00053539+0.00063917i,-3.2777e-05+0.00036438i,-0.00019656+0.00040338i,0.00036822+0.00092549i,0.00058688+0.00068621i,0.00029446+0.00035458i,-0.00048074+0.00059712i
0.0021345+0.0022961i,-0.0002822+0.00087252i,-0.0013085-0.0013924i,-0.0011151-0.00089484i,-0.0010266+0.00080561i,-8.2094e-05+0.00092374i,0.00085403+0.00070049i,0.001053-7.7804e-05i,0.00060185-0.00065979i,-0.00022558-0.00043889i,-0.00033355-0.00022195i,-0.00035435-0.0003148i,-0.00067002-0.00026474i,-0.00058835+0.00011066i,-0.00015045+0.00043451i,5.0686e-05+0.00029026i,-0.00010196+0.00045025i,-0.00053161+0.00085484i,-0.00095557+0.00077803i,-0.001268+5.2928e-05i,-0.0013284-0.0009228i,-0.0011431-0.00053335i,-0.00077079+0.00016183i
0.0019978+0.0015542i,0.0012861-0.0010858i,-0.00028454-0.0028321i,-0.0011923-0.0019603i,-0.0015234-0.0001955i,-0.00099401+0.00080069i,0.00011858+0.00064i,0.0008204-0.00012685i,0.0014548-0.00088166i,0.0016512-0.0016545i,0.0013299-0.00082867i,0.00059643-7.3918e-06i,-0.0003635-0.0009198i,-0.00074112-0.00034094i,-0.0013819+0.00093292i,-0.0012332+0.00074604i,-0.00068605+8.488e-05i,-0.0012503-6.1261e-05i,-0.0015416-0.00020529i,-0.001003-0.00056019i,-0.00010906-0.00072714i,0.00030206-0.0013222i,0.00012783-0.001397i
0.00078271+0.0037813i,0.0020655+0.0013609i,0.0029344+0.0015216i,0.0018732+0.0010943i,0.0012275-0.00031849i,0.0018507+0.00012037i,0.0018869+0.00098942i,0.0012715+0.0010659i,0.0010437+0.0013288i,0.00092971+0.0015717i,0.00035958+0.00078826i,0.00018505-0.00063234i,0.00040102-0.00040672i,-7.4559e-05-4.5747e-05i,-0.00050949-0.00085411i,-0.00010806-0.0011636i,0.00059999-0.0011022i,0.0012514-0.00088433i,0.0012237-0.00080143i,0.00096871-0.0010817i,0.00094601-0.00061513i,0.0010807+0.0001268i,0.00095832-0.00014475i
-0.00036413+0.0029123i,-0.00033727+0.0036711i,-0.00091033+0.0024653i,-0.0013258+0.0014657i,-6.1095e-05+0.0017732i,0.0006161+0.001329i,0.00046701+0.00083933i,0.00054851+0.00067324i,-0.00015871+0.0010948i,-0.00083678+0.0015941i,-0.00082274+0.0014585i,3.5933e-05+0.00069817i,0.00065264+0.0004423i,0.00073092+0.0010028i,0.00091246+0.0014389i,0.00062338+0.0011005i,0.00041701+0.00031723i,1.4959e-05-3.8952e-05i,0.00022495+0.00014488i,0.00021885+0.0006303i,-0.00036984+0.00048905i,-0.00056169-0.00051629i,-0.0010039-0.00055749i
0.0014863-0.00068174i,-0.00092891-0.002045i,-0.0037121-0.0024359i,-0.0029756-0.00082532i,-0.00035586-2.2918e-06i,0.0012979+0.00056082i,0.0024826+0.0012015i,0.0022867+0.0010726i,0.00043295-0.00020171i,-0.0011468-0.00078837i,-0.0010103-0.00070122i,-0.00016432-0.00083207i,-0.00010486-0.00052212i,-0.00047087+0.00045759i,-0.00038635+0.00050535i,5.2577e-05+3.7915e-05i,-0.00046558+0.000225i,-0.0013703+0.00053634i,-0.0018208+0.00028271i,-0.0011319-0.00038553i,-0.00040441-0.00046374i,-0.00025836+8.7331e-06i,-0.00075484+0.00029569i
0.0025236+0.0027646i,0.0023223+0.00039058i,0.0024601-0.0015336i,0.00086726-0.0011606i,7.5599e-05+0.00010242i,0.0020134+8.3787e-05i,0.0024881+0.000844i,0.0012527+0.0015727i,0.0010951+0.00085651i,0.0012844-0.00049172i,0.00094425-0.00098131i,0.00061739-0.0012555i,0.00028752-0.0009766i,-0.00068173-0.00084885i,-0.0015571-0.00095835i,-0.00087568-0.00058569i,-0.00031499+0.00026086i,-0.0004873-3.2122e-05i,-0.00030974-0.0010331i,-0.00020169-0.0013725i,0.00094282-0.0011276i,0.001583-2.0175e-05i,0.00060682+0.00029485i
0.0021774+0.0043619i,0.0024178+0.004185i,0.0012023+0.0040342i,0.0010302+0.0028872i,0.0015399+0.0018266i,0.0013869+0.0016207i,0.00055588+0.0019174i,0.00066296+0.002259i,0.0011494+0.0024152i,0.00059388+0.0021312i,0.00035751+0.0011104i,0.00085998+0.00014034i,0.0008525-0.0003862i,0.00074046-0.00066443i,0.00091205-0.00080584i,0.00091052-0.00052677i,0.00092369-0.00044536i,0.00080267-0.00044801i,0.00058701-0.00054327i,0.00076597-0.00046867i,0.0004972-8.992e-05i,-0.00017015-0.0001586i,-0.00038685+0.00032788i
-0.0010559+0.0020207i,-0.0016574+0.0021729i,-0.0022044+0.0014083i,-0.0012007+0.00081259i,-0.00035611+0.00079894i,-8.7469e-05+0.00089428i,0.00063699+0.00061936i,0.00096597+0.00044358i,0.00012072+0.00030458i,-0.00093536-0.00032745i,-0.0017522-0.00057048i,-0.0017387-0.00017434i,-0.0011327+0.00026227i,-0.00048132+0.00054091i,-9.2893e-05+9.5983e-05i,0.00032744-0.00035843i,0.00043375-0.00014702i,3.8814e-05+0.00024809i,-2.9412e-06+0.00063777i,0.00015447+0.00035829i,0.00043841-0.00023748i,0.00056282-0.0002106i,0.00046152+2.9552e-05i
0.0014428+0.00015661i,0.0012002-0.00034102i,0.00081136-0.0010127i,0.00020028+0.0003811i,-0.00025144+0.0015815i,-8.7945e-05+0.001354i,7.4787e-05+0.0013954i,-0.0001265+0.00075451i,0.00031541-0.00020282i,0.00064914-0.00022466i,0.00019469-0.0009877i,0.0006196-0.0011802i,0.00082361-0.0002806i,0.00056713+0.00019508i,0.00024649-0.00028201i,-0.00057677-0.00087526i,-0.00074281-0.00078653i,-0.00013818-0.00060773i,-0.00025241-0.00084322i,-0.00069393-0.00079411i,-0.00046515-0.0005081i,-0.00037781-0.00067619i,-0.00098319-0.00052818i
0.00051311+0.0027148i,0.00030701+0.0015473i,7.4817e-05+0.0016275i,0.00039364+0.00052227i,0.0011661-0.00046139i,0.0010257-0.00028506i,0.001151+0.00020232i,0.0012375+0.00018062i,0.0010716-0.00013876i,0.00055719-5.3322e-05i,0.00059308-0.00031248i,0.00073419-0.00091858i,0.00046066-0.00040531i,0.00052345+0.00016625i,0.00038022-0.00067063i,0.00028502-0.00095837i,-7.998e-05+5.2103e-07i,-0.00010049-9.639e-05i,-0.00028445-0.00067119i,0.0005217-0.0010423i,0.0011797-0.00045053i,0.00093415-0.0002815i,0.00090852-0.00050631i
0.0019131+0.0048806i,0.0026301+0.0042129i,0.0015711+0.0036752i,0.00062347+0.0024507i,0.00090406+0.0011864i,0.00062207+0.001427i,-0.00027736+0.0016035i,-0.00032462+0.0012112i,-6.4096e-05+0.0011773i,-1.1897e-05+0.001195i,-8.4252e-05+0.00040994i,-0.0006057-0.00026182i,-0.00054312-0.00060694i,0.0002798-0.00011347i,0.00079319+0.000583i,0.0010245+0.0007441i,0.00095355-0.00025067i,0.00074278-0.00059529i,0.00050711+0.00043269i,0.00062272+0.0010226i,0.00057442+0.00073854i,0.00031793+0.00036672i,0.00048366+0.00043199i
-0.0019156-0.0016999i,-0.0023158-0.00282i,-0.0025299-0.0023886i,-0.0017575-0.00019182i,-0.0009889+0.0016401i,0.0001461+0.001485i,0.00054855+0.001093i,0.00056162+0.00064933i,0.00060575-0.00013854i,8.0712e-05-0.00017776i,-0.00053594-0.00018244i,-0.0012968+0.00051548i,-0.0016682+0.00063267i,-0.0012311+0.00052723i,-0.00046859+0.00097135i,-0.0001125+0.00034278i,0.00021884-0.00019198i,0.00025555-0.00051029i,-0.00049534-0.00031506i,-0.00064473-0.00043139i,-0.00021723-0.00036084i,0.00039228+0.00012986i,0.00035204-8.8215e-05i
0.0031475+0.0021353i,0.0020416+0.0015415i,0.0010458-0.0001239i,0.00024455-0.00075049i,0.00026347-3.1854e-06i,0.0010194+0.0011641i,0.0022319+0.0016158i,0.00235+0.00097177i,0.0014984-7.7933e-05i,0.00029267-0.00059956i,-0.00044733-0.00059883i,-0.00023574-0.00052225i,4.233e-05-0.00091391i,-0.0003465-0.00088075i,-4.4682e-05-0.00050035i,-0.00011836+0.00040791i,-0.00033458+0.00062012i,-0.00012421-0.0002692i,-0.00079114-0.00012451i,-0.0010456-0.00060756i,0.00051805-0.00123i,0.00060141-0.00085482i,-0.00067903+8.1778e-05i
0.0041604+0.0012096i,0.0029635-0.00079598i,0.0010681-0.0015872i,0.00075774-0.00070868i,0.00083734+1.8461e-05i,0.00012622+0.00042578i,0.00024934+0.00085985i,0.0015863+0.00094151i,0.0022456+0.0011815i,0.0015965+0.00083099i,0.0011157+0.00055618i,0.0010931+0.0013055i,0.00054555+0.0012397i,-8.4799e-05+0.00054433i,0.00016482-0.00061572i,0.00024059-0.00029148i,-0.00042995+0.00050173i,-0.00082448+0.00023342i,-0.00042381-4.2146e-05i,0.00054174-0.00050248i,0.0011027-0.00017204i,0.00087551+2.5653e-05i,-0.00019807-0.00050059i
-0.0025207+0.0034438i,-0.002271+0.0022191i,-0.0023873+0.0017471i,-0.0013232+0.0013864i,-0.00038891+0.00079275i,-0.00024257+0.0012598i,0.00014431+0.0017607i,0.0005885+0.00098827i,0.00033584+0.00038016i,-0.00049859-0.00043898i,-0.00085876-0.00098896i,-0.00045977-0.00047885i,-0.00022793+1.1105e-05i,0.00014448-2.9409e-05i,0.00083241-0.00055722i,0.00072078-0.0010584i,0.00035073-0.00069779i,-0.00015252-0.00051982i,-0.00034018-0.00033252i,0.0003933+0.00079715i,0.00031818+0.0011759i,-0.00041136+0.0010993i,-0.00041185+0.0010838i
0.0036233+0.00051742i,0.0037849-0.00061662i,0.0019823-0.0016437i,-8.9698e-05-0.0015107i,-9.4044e-05-0.0010534i,0.00079612-0.00051411i,0.00076959+0.00051633i,0.00048874+0.0009869i,0.00020101-0.00041586i,-0.00075188-0.001816i,-0.00042664-0.0014975i,3.3085e-05-0.00040762i,-0.00013323+0.00025994i,0.00045826+0.0001858i,0.00048979+0.0003464i,1.6801e-05+0.00017644i,5.749e-05-0.00055957i,2.7227e-05-0.00045054i,-0.00026122+1.9951e-05i,-0.00029903+0.00033716i,1.4817e-05+0.00083454i,0.00029237+0.00039674i,-0.00010619+0.00024801i
0.00020021-0.0020152i,0.00020346-0.00168i,-0.00024375-0.00066164i,-0.00097372-0.0002371i,-0.00063012+0.00016523i,0.00062499+0.00041588i,0.0012423+0.00075088i,0.0014701+0.00056984i,0.0021343-0.00050314i,0.0012932-0.00046088i,-0.00015419-0.00020216i,-0.00021987+0.00024297i,0.00047605+0.0004046i,0.00089199+0.00047441i,0.00020927-4.0824e-05i,-0.00021476-0.00020593i,-0.00021265+0.00044794i,-0.00034383-0.00021387i,-0.00032128-0.00092511i,-0.00023368-0.00051249i,-2.6538e-05-0.00048502i,-0.00010129-0.00058496i,-0.00019791-0.00025651i
0.00075028+0.0045872i,0.00053937+0.0039706i,-0.00019356+0.0028173i,0.000129+0.0010748i,0.0003272-0.00015851i,0.0002306+0.00018816i,0.0005091+0.00095393i,0.0011626+0.0012944i,0.0010576+0.00070171i,6.7804e-05+4.0384e-05i,0.00011569+1.1628e-06i,0.00018069+0.0004068i,-0.00020673+0.00043252i,-0.00025398-6.308e-05i,-0.00043195-7.9152e-05i,-0.00052687+5.6376e-05i,0.00071713+6.4589e-05i,0.0012865+0.0009635i,0.001001+0.00070517i,0.00077477-0.00021982i,0.00079305+0.00037477i,0.00083511+0.00079825i,0.00017502+0.00059006i
0.00047434+1.3302e-05i,-0.0010669-0.0008541i,-0.0019686-0.0015465i,-0.00046623-0.00081822i,0.0009735+0.00019491i,0.0012677+0.00033603i,0.00075281+9.7543e-05i,0.00020632-0.00028823i,-0.00041713-0.00021221i,-8.1038e-05-0.00019017i,0.00028155-5.2834e-05i,0.00059021-0.00023557i,0.00063679+9.0612e-07i,0.00010805+0.00033165i,-0.00024668+0.00022339i,5.1144e-05-0.00010825i,1.9802e-05-0.00078671i,0.00026724-0.00083876i,0.0012658-1.8676e-05i,0.0013754+0.00028732i,0.00043702-0.00039441i,8.5568e-05-0.00038665i,0.00011049+0.00018117i
0.0020964+0.0028219i,0.0027184+0.0014652i,0.0023512+0.0011645i,0.0017203+0.0017728i,0.0013885+0.0013918i,0.00067852+0.00099416i,0.00044392+0.0014303i,0.00074657+0.0016099i,0.00034036+0.0005349i,-0.00054402-0.00035904i,7.3257e-05-0.00044479i,8.6595e-05-0.00026711i,-0.00016858-0.0005432i,0.00017676-0.00075489i,-0.0001151-0.00036233i,-0.00054786+0.00013772i,0.00016526+0.00043484i,0.00088406+0.00024034i,0.00047022-0.00040821i,-7.3308e-05-0.00095592i,0.00016464-1.9622e-05i,-0.00018818+0.00058433i,-0.00031049+6.9219e-05i
0.0019434+0.00060459i,0.0012189+0.00057193i,-0.0012015-0.00066956i,-0.0021437-0.00048381i,-0.0010811+0.00054876i,8.0084e-05+0.0011424i,0.00027105+0.00038642i,0.00096621-0.00068663i,0.0019882-0.00045887i,0.0018469-0.00020936i,0.00063743-0.00032496i,0.00011732+5.6691e-05i,0.00041707+0.00099164i,0.00027198+0.00080722i,0.00030102+8.2262e-05i,-0.00014569-5.2665e-05i,-0.00067881-0.00039837i,0.00043215-0.00065057i,0.0010866-0.00055223i,-0.00017348-0.00076759i,-0.00084402-0.00056549i,-0.00043985+0.0002037i,-5.736e-05+0.00024413i
0.00018849+0.0027544i,-0.00037073+0.0017734i,-0.00042256+0.00019219i,-0.00048168-0.0012355i,0.00044999-0.00073794i,0.0011695+9.344e-05i,0.00076679+0.00010374i,0.00010299+0.00019813i,0.00024409-0.00046137i,0.00094817-0.0010923i,0.0011641-0.00083437i,0.00061558-0.0011235i,6.4459e-05-0.00083857i,-0.00018485-1.6332e-05i,-0.00020692-0.00024743i,0.00011778-0.00034693i,3.7467e-05+0.00037917i,0.00037936+0.0012141i,0.00061051+0.0013803i,0.0006642+0.00024447i,0.00099091+0.00010592i,0.00028586+0.00045078i,0.00020374+0.00035569i
0.0030178+0.0013697i,0.0031704-0.00055056i,0.0019082-0.0016207i,0.0012961-0.00075063i,0.0010663-6.3318e-05i,0.00052342+0.00063908i,0.00079656+0.0013703i,0.00091947+0.0012265i,0.0001316-0.00017688i,-0.00018034-0.0010723i,0.00015229-0.0015198i,-5.325e-05-0.0020344i,0.00034062-0.0017615i,0.0010888-0.00098413i,0.0012205-0.00037962i,0.00073039-0.00030867i,0.00027985-0.00011815i,0.00078502+0.00030273i,0.00040323+0.00070235i,-0.000745+0.00019949i,-0.0010003+0.00010004i,-0.00069526+0.00019961i,0.00055207+0.00022787i
0.0018126-0.0009892i,0.0019418-0.0013557i,5.6252e-05-0.0011118i,-0.0011422-0.000474i,-0.00077988+0.00030077i,-9.7554e-05+0.00037386i,0.00033778+0.00044188i,0.00082333+0.00050071i,0.0004413-0.00036263i,-7.8399e-06-4.0776e-05i,-0.00043091+0.00067659i,-0.00074662+0.00030574i,-0.0008239-1.518e-05i,-3.412e-05-9.9859e-05i,0.00087667+9.8142e-05i,0.00068604+0.00041198i,0.00058092+0.00045909i,0.0010774-0.00028752i,0.0012772-0.00089763i,0.0011872-0.00093075i,0.0010971-0.00079559i,0.0002637-0.00043304i,-0.00094453-0.00077913i
0.0017234+0.0023632i,0.0010871+0.0012919i,0.00066459-0.0012985i,0.0002227-0.0024873i,-0.000476-0.0013107i,5.5158e-05-0.00033489i,0.0016253+0.00036242i,0.0020229+0.00070166i,0.0018622+0.00025005i,0.0011655-4.1718e-05i,-0.00011147-8.7563e-05i,-0.00099955-0.00050465i,-0.00071703-0.00045925i,0.00023101-1.2305e-05i,0.0008502+3.8145e-05i,0.0012047-0.00019508i,0.0008619-0.00040953i,0.00074708-0.0003353i,0.00083388-0.00024156i,0.00092501-0.00072158i,0.00088209-0.00079903i,0.00081878-0.0005101i,0.00077433-0.00020802i
0.0014634+0.0018402i,0.0015104+0.0016165i,0.0015545+0.0002671i,0.0015817-0.00095529i,0.0015126-0.0011818i,0.0011744-0.001478i,0.00021944-0.00070953i,-0.00052984+0.0012602i,-0.00015119+0.00079818i,0.00047661-0.00055783i,0.00059178-0.00069003i,0.00026106-0.00059482i,-0.00031109-0.0005218i,-2.3104e-05+0.0001189i,0.00069772-9.3618e-05i,0.0003787-0.00047271i,0.00032266-3.1767e-05i,0.0006783+0.00070343i,0.00047911+0.0013842i,0.00055614+0.0010419i,0.00023194-0.00017885i,9.4874e-05-0.00011007i,0.00010361+0.00097814i
0.00069685+0.002566i,0.0017707+0.00018322i,0.0016367-0.00077494i,0.0010732+0.00033245i,0.00093428+0.00057261i,0.00086327+0.0003062i,0.00066301+0.00032224i,0.00075196+5.0401e-05i,-0.00017655-0.000396i,-0.00094668-0.00028532i,-0.00034509+0.0002404i,-8.7882e-05-7.6592e-06i,-0.00010896-0.00082798i,0.0006301-0.0011238i,0.00072154-0.00086232i,7.7588e-05-0.00055172i,0.00053414-0.00067165i,0.0010299-0.00016119i,0.00064991-0.00031324i,0.00019819-0.00087741i,0.00021177-0.00020063i,1.8865e-05+0.00038612i,-0.00029292-0.00018812i
0.0020446-2.839e-05i,0.0019774+0.00027019i,0.00028238+0.00034593i,-0.0012-8.2666e-05i,-0.00094565+0.00010402i,-0.00053076+0.0011451i,-2.6532e-05+0.0012708i,0.0013895+0.00012535i,0.0013009-0.00065061i,9.919e-05-0.00039947i,-0.00017928-6.622e-05i,-0.00027124+0.00045373i,-0.00063094+0.00071381i,-0.00054573+0.00033115i,-0.00020136+0.00037538i,4.2704e-05+0.00064116i,0.0002549+0.0010047i,0.00033154+0.00028215i,-5.4236e-05-0.00028083i,-0.00047761-0.00058894i,-0.00023363-0.00092393i,0.00013321-0.00085629i,-4.0074e-05-0.00062798i
0.0019618+0.0010386i,0.00034588-2.6468e-05i,-0.00061969-0.00078663i,-0.00086208-0.00084154i,-0.0012128-0.00049939i,-0.0005749+0.00025273i,4.0175e-05+0.0010656i,-2.0902e-05+0.00063956i,0.00055028-0.000334i,0.00010109-0.00068667i,-0.00055605-0.00021039i,-0.00051891-0.00042612i,-0.00059774-0.00060236i,-4.583e-05-0.00014922i,0.00034946+0.00034826i,0.00071533+0.0003878i,0.00076767+0.00047704i,0.00036669-0.00018693i,0.00039467-0.00091834i,0.00012771-0.00050141i,-1.2618e-05-0.00041961i,-2.5328e-05-0.00014528i,0.00011725+0.00020537i
0.000922+0.0026968i,0.0018884+0.0014385i,0.0017901+0.0011075i,0.0013506+0.00050658i,0.0015102+0.00022247i,0.00087333+0.00061152i,0.00052517+0.0014007i,0.00076433+0.0015668i,0.0011219+0.00039694i,0.0011007+0.0002339i,0.0004824+0.0004352i,0.00032509+0.000233i,0.00025989+9.0864e-05i,0.00010192+0.00015299i,0.00014057+0.00061947i,0.00034785+0.00057975i,0.00065214+0.00050763i,0.00033105+0.00043092i,-0.0010145+0.00055907i,-0.00085744+0.00016849i,-5.5204e-05+9.4975e-05i,0.00017341+0.00075198i,0.00035984+0.00094309i
0.0015309+0.0031603i,0.0024957+0.0023878i,0.001959+0.00059336i,0.0019609+0.00043748i,0.0020836+0.00075654i,0.0012698+5.1061e-05i,0.00054202-0.00016857i,0.0010092+0.00049099i,0.0012132+0.00038606i,0.0002324-0.00034002i,-0.00077921-0.00062684i,-0.00045491-0.00049604i,0.0006502+0.00016804i,0.00059579-6.8878e-05i,0.00046596-0.00094708i,0.00068979-0.00078384i,0.00015722-6.1632e-06i,-6.0486e-05+0.00029432i,-8.1527e-05+0.0003013i,-0.00031213+0.00034112i,-0.00010249-6.9343e-05i,0.00017102-0.00029948i,-2.6159e-05+0.00010494i
0.0022985-0.00015076i,0.0005184-0.0012592i,-0.0012628-0.0018859i,-0.002392-0.0015444i,-0.0015921-0.00076439i,0.00033848-7.5869e-05i,0.0013381+0.00031611i,0.0018671+0.00083109i,0.0018143+0.00029568i,0.00052593-0.00020034i,-0.00059045+0.00032307i,-0.0010421+0.00029703i,-0.00069556+5.4313e-06i,-0.00025857+0.00039999i,-0.00029959+0.00013662i,0.00022566-5.1681e-05i,0.00028066+0.00053058i,-0.00030117+1.6865e-05i,-5.0928e-05-0.0011772i,-0.00010972-0.0015091i,-0.00082082-0.00079731i,-0.00084301-0.00013324i,-0.00055847-0.0002135i
0.00098466-0.0015226i,0.0010177-0.0021142i,-0.00015957-0.0027292i,-0.0014134-0.0014886i,-0.0010407-0.00029261i,0.00017919+0.00031672i,0.0013694+0.0010461i,0.0018205+0.00089285i,0.0011679-1.5979e-05i,0.00044933-0.0004862i,-0.00041492-0.00063073i,-0.0008908-0.0001919i,-0.00053357+0.00022506i,-0.0001755-2.4438e-05i,-0.00020177+2.322e-05i,-0.00019622+0.00014333i,-0.00035467+0.00074112i,-6.3032e-06+0.0011079i,0.00094845+0.00032229i,0.0014547+0.00022119i,0.0011582-0.00011664i,0.00067068-0.00033232i,0.00037749-8.4343e-05i
-0.00037633+0.00075051i,1.8632e-05+0.0010128i,-0.00044846+0.00046378i,-0.00090601+1.5621e-05i,3.2328e-05+0.0001219i,0.0011107+0.00033852i,7.2216e-05+0.00097319i,0.00012679+0.00084258i,0.0013538-0.0004116i,0.0012344-0.00070256i,1.7836e-05+0.00010752i,-0.00024227-0.0005554i,0.00021356-0.0013174i,0.00015623-0.00079387i,-0.00012067+0.0001757i,-0.00090315+0.00033768i,-0.00047206-0.00039564i,0.00057922-0.00035766i,0.00054373-0.00014747i,0.00013038-5.2366e-05i,-0.00072054-0.00038805i,-0.00061182-0.00071876i,-0.00018947-0.00040233i
-0.00058184+0.0026782i,0.000897+0.0020467i,0.00092117+0.0019464i,0.00075497+0.0017745i,0.0011156+0.0015311i,0.00072552+0.00028785i,-0.00028876-0.00058998i,-0.00019686+0.00012099i,0.0001652+0.00091163i,0.00050032+0.00063885i,0.00036226+0.00042079i,-0.00069988+0.00016467i,-0.000682-0.0003087i,0.00056887-0.00072245i,0.00098638-0.00087993i,0.00052602-0.00053576i,0.00010149-0.00019657i,-0.00019111+0.00064958i,-0.00029103+0.00098551i,7.4364e-05+0.00017997i,-4.0195e-05-0.00032374i,-0.00014425-0.00022208i,0.0004791+0.00015636i
-0.00010044-7.488e-05i,-0.00095021-0.00087257i,-0.0020953+6.168e-05i,-0.001632+0.0013234i,-0.00026684+0.0017549i,0.00058096+0.0015955i,0.00048475+0.00048012i,0.00062529-4.2591e-05i,6.5474e-05+0.00063424i,6.4398e-05+0.00037688i,0.00083173-0.00049836i,0.00040445-8.8935e-06i,3.4493e-05+0.00079299i,3.2768e-05+0.00015815i,8.3676e-05-0.00065378i,5.3944e-05-0.00026834i,-0.00063473+3.9198e-05i,-0.00072036+1.6339e-05i,-0.0002243+0.00015229i,-0.0002871+0.00013515i,-0.00032639-0.00020371i,-7.7757e-05-0.00028098i,-0.00053192-0.00033651i
-0.00038747+0.0003265i,0.00012784-0.00039585i,0.00076108-0.00031709i,-0.00030037-0.00046152i,-0.00040312-0.00066659i,0.00083278+0.00089026i,0.0012634+0.002162i,0.00091838+0.0014662i,0.00022561+0.00030834i,-0.00016768-0.00040307i,-0.0001944-0.0010792i,7.4974e-05-0.0010497i,0.00060272-0.00028625i,0.00036631+0.00094926i,-0.00030857+0.0015612i,-0.0005475+0.00094542i,-0.00039808+0.00022266i,-0.00018677+0.00013656i,-1.6314e-05+0.00029998i,0.00032257+0.00021856i,0.0006026+8.2266e-06i,0.00050481-0.00021424i,0.00034578+0.00023443i
0.00083885+0.0037873i,0.0012414+0.0033412i,0.0011214+0.0020587i,0.00068933+0.00091338i,0.00052451+0.00062761i,-0.00028122+0.00091093i,-0.00058604+0.00075933i,0.00075669+0.00019171i,0.0016427-6.4353e-05i,0.0011191-0.00048539i,0.0006126+0.00019276i,0.0004648+0.00037618i,0.00033796-0.00012481i,7.8062e-05-0.00044754i,0.00044726-0.0001411i,0.00080437+0.00033148i,0.00022691+0.00011698i,9.7729e-05+0.00010395i,0.00072021+3.0506e-05i,0.00092764-0.00031489i,0.00088207-0.00025363i,0.00050696-5.0938e-05i,-0.00023868+0.0001221i
0.00083108-0.0016664i,-0.00046594-0.0022909i,-0.0014961-0.0022034i,-0.0017206-0.00071532i,-0.00065253+0.00028066i,0.00053807+0.0008806i,0.0011447+0.0011643i,0.0010991+0.0011582i,0.00089947+0.00021545i,0.0002861-0.00059502i,-0.00052158-0.00073891i,-0.00049134-0.00049053i,-0.00022326-0.00051033i,0.00010425-9.3687e-05i,0.00075764+0.00031662i,0.00064283-0.00014415i,0.00032962-0.0010785i,0.00066303-0.00083055i,0.00099397-0.00030881i,0.00082104-0.0011861i,-2.5613e-05-0.00099147i,-0.00011061-0.00039146i,-7.3822e-05+0.00029268i
