-0.0032565+0.0002325i,-0.002368+0.0001057i,-0.0031872+0.00095495i,-0.0031824+0.0015039i,-0.0018758+0.0025052i,-0.00082877+0.0031607i,0.00019953+0.0027459i,0.001058+0.0027348i,0.00078727+0.001538i,0.00050855+0.00021015i,0.0009451+0.00021449i,0.0010524-0.00034851i,0.00042552-0.00089158i,7.4094e-05-0.00057518i,0.00038136-0.00014235i,-0.00012103+0.00027399i,-0.00021681+0.00068057i,0.00012047+0.00042016i,-0.00046181+0.00046092i,-0.00063752+0.00025358i,0.00041251-0.00056624i,0.00092816-0.0010916i,0.00054828-0.0010627i
0.00052776+0.0011039i,-0.0003857+0.00074035i,-0.00020146-0.00035295i,4.569e-05-0.00078835i,-9.2764e-05-0.00056601i,0.00035361+0.00045987i,0.00053687+0.0012578i,9.2405e-05+0.00077871i,0.00038192+0.00075899i,0.00084037+0.00073313i,0.00041749-2.1504e-05i,-0.00055217-0.00049173i,-0.00086365-0.00038905i,-0.00047797+9.3785e-06i,-0.00017959+0.00030956i,4.1738e-05+0.00064366i,0.0001062+0.00030176i,-0.00015648+0.00035769i,-3.8609e-05+0.00082815i,0.00021618+0.00041051i,9.088e-05+0.00019314i,0.00010223-0.00015028i,0.00074175-0.00065081i
0.0001984-0.00017092i,0.00084936-0.00050591i,-4.9916e-05-0.0006003i,-0.0014238+7.767e-05i,-0.001933+0.00082295i,-0.00087495+0.0011394i,0.0001679+0.0014959i,0.00069864+0.001157i,0.00086816+0.00076586i,0.00094959+0.00073862i,0.0012591+7.5783e-05i,0.00066014-0.00045897i,0.00023902-0.00049647i,0.00033258-0.00036057i,0.00021664+0.00030467i,8.4628e-05+0.00044514i,0.00035378+0.00031362i,0.00078598+0.000499i,0.00071561-0.00037228i,-9.0458e-05-0.00072773i,-0.00055012-7.4235e-05i,-0.00018462-3.3955e-05i,-0.00037698-0.00056434i
-0.0017192+0.0016278i,-0.0017913+0.00031061i,-0.001263-0.00050132i,-0.00016689+0.000175i,0.00042299+0.00069694i,0.00039353+0.0011424i,0.00077837+0.0012745i,0.00052866+0.00031831i,-0.00020649-0.00075717i,-3.9128e-05-0.0013103i,0.0004565-0.00063982i,0.00053033-0.00016173i,-5.1561e-05-0.00056414i,-0.00043937-0.00026671i,-0.00028009+0.00017036i,-0.00050561+0.00032862i,-0.0009485+0.00039046i,-0.00032145-0.00021994i,7.2226e-05-0.0001847i,0.00014646+4.3964e-05i,3.3525e-05-0.00055034i,-0.00044534-0.00010234i,-0.00026631+0.00078619i
0.0013947+0.0026613i,0.0022798+0.0013403i,0.0024271-0.00016914i,0.0015764-0.0010103i,0.00084371-0.00090614i,-1.3159e-05-0.00014632i,-0.00035693+0.00045844i,0.00048203+0.001038i,0.00086685+0.00071179i,0.00016797+0.00032168i,0.00024367+0.00051771i,0.00041122+0.00019839i,0.00015182-0.00025045i,-0.00022646-0.00033644i,-2.6644e-05+0.00019446i,0.0002555-1.5691e-05i,0.00036877-2.7187e-05i,0.00038322+0.00065893i,0.00029582+0.00081551i,0.00045132+0.00048497i,0.00052373-0.00029978i,0.0012013-0.00057575i,0.00069236-1.3572e-05i
-0.0012727-0.00093264i,-0.00035489-0.00097765i,-0.00012517-0.00088602i,-0.00013779-3.4923e-05i,-0.00064959+0.000278i,-0.00098884+0.00072569i,-0.0011221+0.0010084i,-0.00045833+0.00098534i,0.00054504+0.00061018i,0.0003846-0.00037962i,0.00010061-0.00054572i,0.00021793-0.00020802i,-0.00024474+0.00023553i,-0.00012021+0.00047695i,0.00071469+7.2818e-05i,0.00038372-0.00027374i,0.00010618-0.00039276i,0.00065198-0.0010424i,0.00073694-0.00093728i,-0.00054028-0.00060693i,-0.0012566-0.00052599i,-0.00066385-0.0003755i,-0.00024254-0.00029683i
-0.0019981+0.003586i,-0.00099086+0.0022406i,0.0006459+0.00012363i,0.0011668-0.00071882i,0.0009785+0.00027967i,0.00098164+0.0010111i,0.00096122+0.0012268i,0.00061055+0.001171i,0.00085524+0.00072611i,0.00079925-1.6339e-05i,0.00063235-0.0010243i,0.00093067-0.0013353i,0.00027938-0.00086039i,-0.000578-0.00078419i,-0.00063488-0.00022526i,0.0001435+0.00073532i,0.00038465+0.00065496i,-0.00010899+0.0004742i,-0.00060544+4.6129e-05i,-0.00016202-0.00021911i,-6.6978e-05-0.00036708i,-0.00046184-5.575e-05i,-0.00022166-0.00016605i
0.00081587+0.00055321i,0.0015479-0.00021736i,0.0012887-0.0010396i,0.00078805-0.0014379i,0.0010948-0.00017642i,0.00098061+0.00072855i,-0.00043401+0.00038543i,-0.00091052+0.00075204i,-4.3826e-05+0.00029729i,0.00019344-0.00055996i,0.00041658-0.00031574i,0.00054428+0.00010123i,2.0551e-05-0.00013104i,5.4255e-05-0.00065908i,-6.8649e-05-0.00046394i,-9.7311e-05+7.9373e-05i,0.00077472-0.00020322i,0.00058719-0.0005468i,8.6912e-05+6.2229e-05i,0.00058738+0.00016564i,0.00062332-4.0201e-05i,-2.3526e-05+8.6174e-05i,-7.4367e-05-0.0001327i
-0.003522+0.0025068i,-0.0028372+0.0027067i,-0.0018703+0.0017138i,-0.0010819+0.00079336i,9.2474e-05+0.00071849i,0.0009416+0.0016101i,0.000557+0.0017145i,0.00014291+0.0013394i,-0.00035799+0.0010228i,-0.00033989+0.00073178i,2.3879e-05+0.00044746i,0.00027308+0.00052884i,0.00040693+0.00053718i,0.00022069+0.0001098i,0.00054574+2.5056e-05i,0.00051539+0.00030986i,-0.00052867+0.00036109i,-0.00070389+8.3252e-05i,0.00016733-0.0001025i,0.0005775-0.00013533i,0.00040464-0.00016818i,-0.00022106-0.00076409i,3.764e-05-0.00071033i
0.0012068+0.0013618i,0.0015637+0.000153i,-0.00029674-0.0020083i,-0.00092921-0.0019085i,-0.00030385+0.00036145i,-0.00042145+0.0018632i,-0.0002636+0.0014762i,0.00069693+0.00061592i,0.0014587-0.00040184i,0.00081483-0.00095582i,-4.1461e-05-0.0010257i,-0.00024408-0.00093523i,0.00043827+0.00014568i,0.00073552+0.00090225i,0.00084252+4.9935e-05i,0.00062599-0.00047611i,0.00021968-0.00031539i,0.00022935-1.9181e-05i,-0.00022337+3.9957e-05i,2.6421e-05-0.00011016i,0.0002529-0.0001399i,-0.00027012+0.00012281i,-0.00031256+3.8255e-05i
-0.00016741+0.0014288i,-0.00038+0.0002826i,0.00057906-7.3119e-05i,0.00097508+0.00065184i,0.0002605+0.00011111i,0.00048461-5.3791e-05i,-8.8259e-05+0.0014591i,-0.0007135+0.0016508i,-0.0004543+0.00049599i,-0.00086196+3.7346e-06i,-0.0011577-0.00017859i,-0.00051603-0.00031952i,2.1935e-05-0.00020544i,-0.00012194-0.00027788i,-0.0003462-0.0005379i,0.00055795-0.00051283i,0.0010999+4.0222e-06i,0.00045126-0.00011428i,-0.00041115-0.00015809i,-0.00045331-0.00019548i,1.8722e-05-5.0127e-05i,0.00022155-9.8884e-05i,6.492e-05-0.00055613i
0.0018879+0.0038179i,0.0024619+0.0028985i,0.0015682+0.001681i,0.0010328+0.00032581i,0.00099937+0.00038446i,0.00030557+0.00071676i,7.3361e-05+0.00012478i,0.00072848+0.00017821i,0.00048506+0.0002661i,-0.00029253-0.00046007i,0.00010552-0.00072171i,0.00022034-0.00019057i,-0.00064183-0.00015646i,-0.00038534-0.00028511i,0.00076218+0.00039727i,0.00092302+3.8444e-05i,0.00019395-0.00044557i,-0.0002645+0.00018314i,0.00067985+0.00065414i,0.00068985+0.00087834i,-0.00043561+0.00071661i,-9.8914e-05+0.00084256i,0.00059159+0.00063488i
-0.0010075+0.0004022i,-0.00033478-5.9903e-08i,-0.00052513-0.00080396i,-0.0011475-0.00095072i,-0.00059288+0.00038326i,-0.00015635+0.00080346i,-0.00025639-0.00019354i,0.00049639-0.00060825i,0.0010419+0.00012504i,0.00062563+0.00046526i,-8.0277e-05+0.0007642i,8.425e-05+0.00075303i,1.5134e-05+0.00020809i,-0.00063457+0.00037643i,-0.00040389+0.0008821i,-0.0003061+0.00074931i,-0.000526+0.00065455i,-0.00045707+0.0003081i,-1.0402e-05-0.00019542i,0.0004181-1.6281e-05i,0.00067688+0.00035858i,0.00050558+0.00035406i,4.2786e-05-0.00017439i
-0.00063033+0.0028977i,0.0010643+0.0020915i,0.0011621+0.00027459i,9.2869e-06-0.00074313i,-0.00048991-0.00080351i,-2.5617e-05+0.00018358i,0.00064033+0.00076528i,0.00080874+0.00048869i,0.0005116+0.0003229i,0.00038137+0.00035357i,0.00016459+0.00029395i,6.0096e-05-1.8661e-05i,-8.887e-05+0.00016473i,0.00017699+0.00039014i,0.00036096+1.8002e-05i,0.00042004+0.0002362i,0.0004502+7.962e-05i,-3.9485e-05+2.772e-05i,-0.00015894+0.00021946i,0.00022739+0.00056496i,0.00067545+0.00052918i,0.00062142-0.00026812i,0.00054039-0.00069281i
-0.00023701-0.0011447i,0.00014107-0.0016773i,-0.00015214-0.0010295i,-0.00037638-0.00074015i,-0.0010003+0.00010615i,-0.0011815+0.0019041i,-0.0010011+0.0025027i,-0.00078396+0.0019295i,-0.00072346+0.00055657i,-0.00034937-0.0006587i,0.00014226+7.014e-05i,0.00056366+0.00078622i,0.000215+5.774e-05i,-0.00029785+0.00014668i,-2.0074e-05+0.00030852i,-0.00013758-0.00012056i,-0.00036659-7.263e-06i,-0.0005899+2.0024e-05i,-0.00019382+0.00013661i,0.00069949+0.00012896i,0.00029815-0.00021618i,-0.0005661-0.00081024i,-0.00079398-0.00099296i
-0.0018815+0.0019796i,-0.0018686+0.0019828i,-0.0021883+0.00071775i,-0.0023846-0.00056799i,-0.0014154-0.0001677i,-0.0007951+0.0008133i,0.00039614+0.0013721i,0.0018109+0.0011666i,0.001912+0.0006085i,0.0013936+0.00013545i,0.00059387+0.00024017i,-0.0001743+0.00042783i,-0.0005712-0.00026145i,-2.322e-05-0.00039756i,0.00060828-6.3824e-05i,0.00041718+7.1303e-05i,-0.00051131-3.7673e-05i,-0.00093548+9.4251e-05i,-0.00017932+0.00081306i,0.00041963+0.00085815i,0.00057187+0.00026659i,0.00072257-8.7458e-05i,0.0004004+6.9069e-05i
-0.00043507-0.00071093i,0.0001962-0.00095744i,-0.0011227-0.0012979i,-0.0015913-0.0013516i,-0.0011919-0.0003245i,-0.00094305+0.00032871i,-0.00039314-8.745e-05i,0.00048622+0.00011993i,0.00028224+0.00050889i,-0.00069644+0.00024038i,-0.0004567+0.00013615i,-0.00013097+0.00016042i,0.00013303-0.00044245i,-5.3267e-05-0.00027139i,-9.244e-05+0.00032125i,0.00010747+0.00025789i,0.00025649-0.00039271i,0.00029491-0.00061299i,-0.00015104-7.7324e-05i,-0.00010519+0.00018168i,0.00039928+0.00041555i,-0.00020977+0.00034114i,-0.00042599-0.00032388i
-0.00025661+0.0019212i,0.0006278+0.0010354i,0.0016674+0.00037381i,0.0011588-0.00091206i,0.00033115-0.00059458i,2.005e-05+0.00027312i,-0.00032009+0.0010872i,-0.00086825+0.0015883i,-0.00064302+0.00091801i,-0.00059142+0.00012229i,-0.00057778-0.00033056i,-0.00014511-0.00018196i,-0.00020487-0.00023659i,-0.00063371+0.00023728i,-0.00082649+0.00012334i,-0.0010469-0.00072914i,4.0051e-05-0.00055136i,0.00089478-6.4524e-05i,0.00027246-0.00048191i,-0.00012454-0.00023214i,3.0754e-05+0.0005926i,0.00020217+0.00041284i,0.00030876+0.00031672i
0.0025971+0.0023884i,0.0032265-0.00014198i,0.0025938-0.0015011i,0.0013386-0.0011261i,0.00089124-0.00056611i,-6.2615e-05-6.2292e-05i,-0.0012445+0.00062691i,-0.00060768+0.0017585i,0.00042063+0.0019473i,0.00017612+0.0011263i,-0.00061373-0.00025289i,-0.00088869-0.00132i,-0.00045311-0.0013765i,-0.00026064-0.00063075i,-0.00023642+0.00069486i,3.0695e-05+0.00089946i,0.00040307+0.00020312i,0.00043241+4.9357e-05i,0.0010533+0.00020079i,0.0011827-0.00024973i,0.00045368-0.00056121i,9.1726e-05-0.00047662i,0.00023356-0.0004564i
-0.00023226+0.00027119i,-0.00038271+0.00070051i,0.00071185+0.00014774i,0.00070027-0.00083096i,0.00026791-0.00047427i,-9.1987e-05+0.0011843i,-0.00048376+0.0021884i,-0.00016817+0.001605i,0.00042496+0.00078792i,0.00021384-0.00012028i,-0.00044791+9.7655e-05i,-0.0005297+0.00025377i,-0.00026952-2.3776e-05i,-0.00069046-0.00049307i,-0.00042576-0.00046571i,0.00032915+0.00050769i,0.00020299+0.00036012i,0.00051044-5.4651e-05i,0.00023648-0.00017599i,-0.00046551-0.00061619i,5.5646e-05-0.00012718i,0.00012117+0.00019788i,0.0001209+0.00013622i
0.00014099+0.0034374i,7.0879e-05+0.0024869i,-0.00042431+0.00069409i,-0.00027976-1.8329e-05i,-0.00015389+0.00027011i,-0.0005645+0.0012395i,-0.0010336+0.0010409i,-0.00088925+0.001282i,7.601e-05+0.0010858i,0.00036814-0.0002613i,5.9815e-05-0.0011042i,-0.00027497-0.001242i,-0.00062566-0.00141i,-0.00082954-0.0011974i,-0.00050593-0.000872i,2.2925e-05-0.00061023i,4.4997e-05-0.0002326i,0.00028949-0.00064207i,0.00083027-0.0010683i,0.00059918-0.00040873i,8.8163e-05-0.00013954i,0.00038431-0.00018508i,-3.5813e-05+0.00017679i
-0.00032685+0.0012732i,0.00050082+0.00026629i,0.000327-0.00016316i,0.00041779+0.00016462i,0.00080812+0.0010203i,0.00037642+0.0010342i,0.00012504+0.0011667i,0.00036291+0.0016279i,0.00053699+0.00037966i,0.00040877-0.0003141i,-1.4592e-05+0.00017217i,0.00031598-0.00031666i,0.00053807-0.00050797i,0.00029737-0.00045882i,0.0003048-1.7013e-05i,-0.00038977+7.484e-05i,-0.00020694+0.00011693i,0.0002832+0.00027332i,-0.00010113+8.2535e-05i,-2.3922e-06-0.00030091i,0.00056921-0.0005509i,0.00049174-0.00042754i,6.1665e-05+0.00035719i
-0.0025369+0.0021512i,-0.0017819+0.0011549i,-0.0007424+0.00031312i,-0.00068118+6.0782e-05i,-0.00060154+0.00062975i,-0.00058756+0.00062032i,-0.00055799+0.0003173i,-0.00028511+0.00048541i,-0.00035729+0.00063013i,-0.00044883+0.00046103i,-0.00026509+0.00031486i,-3.8435e-05-0.00018795i,0.000672-0.00025035i,0.00041297-2.1689e-05i,0.00031726+0.00021033i,0.00082248-0.00045981i,0.001047-0.0011109i,0.00079604-0.00027299i,0.00015681+0.00015603i,0.00012418+0.00026443i,0.00054055+0.00044846i,-2.0238e-05+0.00074749i,-0.00057363-1.1508e-05i
0.0011243+0.0012529i,0.0015861+0.0012891i,0.0011796-0.00049752i,0.00053077-0.0016805i,-0.00055736+6.5434e-05i,-0.001313+0.0015779i,-0.0013659+0.0014713i,-0.0004682+0.0014532i,-9.3096e-05+0.00066165i,0.00025373-0.00061125i,0.00092328-0.00060852i,0.00064372-0.00058935i,0.00022681-0.00098536i,0.0005162-0.0011135i,0.00077404-0.00074874i,0.00018199-0.00026048i,-0.00043477+3.3097e-05i,0.00026289-4.6796e-05i,0.00080014-0.00031181i,0.0009791-0.00022566i,0.00038939+0.00010534i,-0.00045494+7.9755e-05i,-0.00060442+1.571e-05i
0.00038448+0.00019542i,0.0012018-0.0012109i,0.0014043-0.0026211i,-0.0001931-0.0023812i,-0.0008967-0.0012996i,-0.00053535+0.00073685i,-0.00025904+0.001619i,0.00047021+0.0015473i,0.00081493+0.0011737i,9.2875e-05-0.00011558i,-0.00025677-0.00020238i,-0.00048582+4.24e-05i,-0.0010107-0.0003389i,-0.00083135-0.00010694i,-0.00025915+0.00031366i,0.00010544+0.00053955i,0.00060555+0.00014017i,0.00079422-0.0002045i,0.00084181+3.9429e-05i,0.0010188-9.4037e-05i,0.00048531-0.00030721i,0.00017413-0.00059005i,0.00048858-0.00043628i
0.00094731+0.0013428i,0.00049577+0.0010106i,0.00017221-0.0016414i,0.00018345-0.0025619i,-0.0020004-0.0011278i,-0.0029324+0.0008977i,-0.0010118+0.0011141i,-2.2739e-05+0.00085605i,2.0123e-05+0.00029689i,1.6382e-05-0.00057358i,-0.00032013+0.00013016i,-0.00069011+0.0010513i,-0.00045133+0.00041571i,-0.00014019-0.00023342i,0.00048739-0.00013359i,0.0011327+0.00024225i,0.0010913+8.4651e-05i,0.00035163-6.053e-05i,-0.00076028-0.00047634i,-0.00057205-0.00064002i,-0.00033643-0.0004088i,-0.00017976-0.00072234i,0.00056145-0.00072031i
-0.00027731+0.0010717i,0.00023601-0.0003729i,0.00081534-0.0011352i,0.00055139-0.0013617i,-0.00036267-0.00077999i,-0.00037955+0.00057384i,-8.5684e-05+0.0016149i,0.00023706+0.0011029i,0.00060338+9.6706e-05i,0.00053574-0.00017136i,0.00036845+3.8901e-06i,6.2702e-05-0.00037576i,0.00028578-0.00014376i,3.8086e-05-0.00018193i,-2.516e-05-0.00026933i,0.0001666+0.00032307i,0.00023895+0.00077792i,0.00048191+0.0010714i,0.00039481+0.00024973i,0.00072305-0.00051637i,0.0012683-0.00010702i,0.00075029+0.0005133i,3.6426e-05+0.00049031i
0.00093496+0.0028587i,0.00021214+0.002033i,1.0753e-05+0.00020591i,0.00053945+0.00017625i,0.00059402+0.00058097i,0.00082995+0.00077212i,0.0013024+0.00028481i,0.0012702-0.00028038i,0.00096626+0.00015125i,-5.0271e-05+0.00055034i,-0.00094238+0.00037724i,-0.0003477+0.00056212i,-0.00022678+0.00058485i,-0.00042185+7.1934e-05i,-0.00042318+0.00017215i,-0.00060831+0.00045316i,-0.00052406+0.0004044i,-0.00054306+0.00034424i,-0.00079607-7.1386e-05i,-0.00077739-0.00033676i,-0.00014451-0.00080894i,-5.5511e-05-0.00085207i,-0.0010965-3.3848e-05i
0.0015499+0.0015551i,0.0019631+0.00083671i,0.0010585-0.00058529i,-0.0001022-0.00033598i,-0.0006959+4.1832e-05i,0.00013851+0.0013063i,0.00071542+0.002073i,-0.00032045+0.0016555i,-0.00085043+0.00026187i,-0.00055382-0.000879i,-0.00044389-0.00082756i,-0.00042563+2.1364e-05i,-0.0010276+0.0010555i,-0.0011279+0.00047135i,-0.00042076+0.00031776i,4.7159e-05+0.00057985i,0.00017891+0.00039194i,-0.0001561+0.00059145i,-0.0005443+0.00066268i,-0.0001023+0.00022324i,0.00044074+0.00023702i,0.00044804+0.00074173i,0.00038722+0.00043364i
-0.0012685+0.0023165i,-0.0016266+0.0017973i,-0.0012061+7.6264e-06i,-0.00075525-0.00085854i,-0.0004521+4.476e-05i,-0.00016471+0.00095853i,4.0308e-05+0.0014968i,0.00047975+0.0012548i,0.0009808-7.2767e-05i,0.00054104-0.0011835i,0.00025984-0.0014864i,0.00058144-0.0010953i,0.00046841-0.00042754i,0.00019569-0.00017352i,-3.4183e-05+0.00012059i,2.9848e-05+0.00056459i,-0.00012788+0.00011038i,-0.00049699-0.00027977i,1.2399e-06-0.00011697i,0.00062304+4.8047e-05i,0.00071791-0.00068968i,0.00094352-0.00063187i,0.00046402-0.00061301i
0.00070949+0.0031165i,0.0023068+0.0023661i,0.0026366+0.001166i,0.0014777+0.00064924i,0.00021432+0.00064787i,-0.00027998+0.0001389i,-0.00033427+4.5787e-05i,0.00026059+0.00081125i,0.0013439+0.0014741i,0.0010034+0.0010223i,0.00011143+0.00044556i,-0.00038019+0.0002844i,-0.00028024+9.0877e-05i,0.00032396-0.000328i,0.00043888-0.00025i,0.00029522-0.00038823i,0.00067917-0.0010553i,-6.3535e-05-0.0012433i,-0.00051001-0.00039434i,0.00023322-2.0923e-05i,0.00046545-0.00035432i,0.00016495-0.00076971i,-0.00041889-0.00053307i
-0.00095098+0.0031898i,-0.00067641+0.0011123i,-0.0004883+2.2676e-05i,-3.5677e-06+0.00022728i,0.00030059+0.00037663i,-2.0243e-05+0.00039843i,-0.00069632+0.00085212i,-0.000689+0.0014468i,-0.00086223+0.0010408i,-0.00060222+0.00045647i,0.00037264-5.0992e-05i,0.00053975-0.00063863i,0.00052941-0.00060752i,0.00064098-0.0003817i,0.00055223-0.00032875i,0.00027228-0.00026517i,0.00024821-0.00075245i,0.00011929-0.0009522i,0.00038167-0.00010084i,0.00071489+0.00035291i,0.00039036+0.00027703i,0.00027446+0.00016792i,0.0011089-0.00015034i
-0.0019582+0.0013862i,-0.0011433+0.00053805i,-0.0016936-5.9722e-05i,-0.0016485+0.00061962i,-0.00069651+0.0011122i,0.00087176+0.0012389i,0.0016694+0.00046354i,0.0009875-0.00015424i,0.00055672-2.3768e-05i,0.00077565-0.00039305i,0.00069438-0.00079668i,0.00033553-0.00014091i,0.00023753+0.00013594i,0.00015075-9.761e-05i,0.0004712+0.00016717i,0.00050591+0.00032138i,-5.2331e-07+0.00045334i,-5.8935e-05+0.00056342i,0.00010943+0.00048494i,0.00010511+0.00078414i,0.00043626+0.00073593i,0.0006656+0.00025122i,0.000389-1.2096e-05i
-0.00056633-5.2809e-05i,-0.00040517+0.0001881i,-0.0016216-0.00046271i,-0.0021041-4.7479e-05i,-0.0020703+0.00080251i,-0.0010468+0.0013343i,-0.00014439+0.00099145i,0.0008523+0.00064575i,0.0013228+0.00055184i,0.00068286+0.00018806i,0.00017406-0.00013379i,0.00069577+0.00020933i,0.00062308+0.00079155i,8.4759e-05+0.00075526i,0.00036748+5.2229e-05i,0.00091646-0.00027475i,0.00051588-0.00037329i,0.00053955-0.00038167i,0.00082407-0.0002424i,0.00019752-0.00022767i,-0.00069819-0.00083089i,-0.0013289-0.0015556i,-0.00062809-0.00051122i
0.0026023+0.0044859i,0.0034163+0.0024313i,0.0025873+0.00023825i,0.0014099-0.0006923i,0.0015892-0.00040672i,0.0010287+0.0004088i,0.00054843+0.00086154i,0.0012863+0.0010061i,0.0015661+0.00088884i,0.001249+0.00018325i,6.4406e-05+0.00031742i,-0.0013321+0.00044662i,-0.0010372+0.00052333i,0.00026066+0.0012736i,0.00036223+0.00089965i,-6.025e-05+0.00025439i,-0.00037256+0.00012529i,-0.00099066-3.514e-05i,-0.00097458+0.00022012i,-0.00049028+0.00094949i,0.00040288+0.0008975i,0.00075499+0.00016235i,-0.00024807-0.00062535i
0.00082074+0.00094338i,0.0010598-0.00058224i,0.00044105-0.0013651i,5.0461e-05-0.0010454i,0.00038201-0.00025956i,-0.00013798+0.00064937i,-0.00060769+0.00087314i,0.00020468+0.00062204i,0.00092545+9.1912e-05i,0.00045829-0.0002066i,-0.00059107+0.00033541i,-0.00099808+0.00032061i,-0.00043739-0.00069657i,-0.00010296-0.0010043i,8.2373e-05-4.5373e-06i,0.00010858+0.00038683i,-0.00018025+0.00077973i,-0.00019934+0.0012095i,0.00052756+0.0014903i,0.00079155+0.0017794i,0.0008027+0.0014653i,0.00079196+0.00085191i,0.00090979+0.00028815i
-0.0031926+0.0026924i,-0.0019527+0.0023581i,3.0651e-05+0.0018784i,0.00093908+0.0016872i,0.00049006+0.0018027i,0.00021701+0.0012624i,0.0001353+0.00071428i,0.00012979+0.00082406i,0.00039418+0.0011262i,0.00021753+0.00028076i,0.00029509-0.00021621i,0.00075415+0.0002356i,0.00027836+1.1703e-05i,2.3038e-05+6.6759e-05i,1.6496e-05+0.00058981i,0.00040061+0.0010904i,0.00023019+0.00073668i,2.8694e-05+0.00024507i,0.00036368-0.00041764i,0.0006503-0.0010544i,0.00051724-0.0007813i,0.00022639-0.00033661i,6.7596e-05-0.00033025i
0.0016139+0.0020679i,0.0027507+0.00040326i,0.001637-0.0011507i,0.00066109-0.0013374i,0.00031778+0.00011671i,0.00043753+0.00025883i,0.0006484+0.000249i,0.00085199+0.0013905i,0.0011904+0.0011541i,0.00092568+0.00048579i,-0.00035659+0.00022749i,-0.00077482-6.8349e-05i,0.00023231-0.00071976i,0.00092459-0.00033051i,0.00076971+0.00075938i,0.00022593+0.00085255i,-0.00010379+4.1712e-05i,0.0002304-0.0005907i,0.00029181+0.00014171i,0.00067907+0.00065566i,0.0013145-0.00030947i,0.00043023-0.00054351i,-0.00087648-0.00028961i
-0.0026682+0.0027121i,-0.002223+0.0018804i,-0.00080602+0.0012946i,-0.00019626+0.0006893i,-0.00030715+0.0010713i,-0.00017447+0.0013098i,-0.00018187+0.0008119i,1.5508e-05+0.00042823i,0.00086792-0.00010963i,0.00079309-0.00030793i,-0.00015983-8.8598e-06i,0.00013985-0.00023608i,0.00033746-0.00045996i,-7.3084e-05-0.00051005i,0.00018513-0.0007032i,0.0010046+0.00020129i,0.00087832+0.0012837i,-0.00046757+0.0013674i,-0.00056793+0.00088564i,-0.00025981+0.00094096i,-0.00055101+0.0013818i,-0.000995+0.00096245i,-0.00058374+0.00014117i
0.0011814+0.00033893i,0.0014919-7.5366e-05i,-0.00025105-0.0008806i,-0.0017181-0.0010254i,-0.00051077-0.00047117i,0.00057999+0.00010681i,0.000903+0.00054829i,0.00088241+0.0010594i,0.00020901+0.00064645i,0.00029374+0.00015905i,0.00012556+0.00079433i,-0.00033134+0.00086776i,-0.00047546+0.00028633i,-1.4972e-05+6.1393e-05i,0.00054388+3.6627e-05i,0.00032674-0.000239i,-0.00059232-0.00094451i,-0.00047032-0.00065243i,8.543e-05-0.0001652i,-9.2013e-05-0.00013263i,-0.00033174+0.00033951i,4.6918e-05-0.00017363i,0.00058795-0.00049501i
-0.0011473+0.0022793i,-0.0011628+0.00057696i,-0.00085163-0.00067912i,4.3048e-05-0.00013006i,0.00067546+0.0010488i,0.00080954+0.001081i,0.00088531+0.0012119i,0.00095831+0.00086098i,0.00053964+0.00070029i,0.00026662+0.00077911i,0.0004628-4.2749e-05i,0.00046206-0.00026201i,-0.00020377+0.00025404i,0.00044999+0.0010344i,0.00071975+0.00039482i,0.00019946-0.00097769i,0.0006663-0.0013531i,0.00073344-0.00075955i,-0.00034069-0.00059794i,-0.00076996-0.001048i,0.00010434-0.0012114i,0.00053609-0.0014093i,0.00012855-0.00085482i
0.0013824+0.0030206i,0.002065+0.0029261i,0.001647+0.00061574i,0.00061952-0.0013452i,0.00057998-0.00070993i,0.00082465+0.00017105i,0.00028761+0.00032417i,-0.00018911+0.00069316i,-0.00023564+0.00032146i,0.0003418-0.0001843i,0.00034184+0.00046332i,-0.00024405+0.00028337i,-0.00036512-0.00039706i,-8.9634e-05-0.00018738i,5.916e-05+0.00040293i,0.00029421+0.00036569i,0.00072401+0.00013923i,0.00044934+0.00013563i,1.1162e-05+0.00034484i,0.00048775+0.00017818i,0.00080922-0.00017834i,0.00048216-0.00028841i,-3.0924e-05+7.5746e-05i
-0.0010388+0.0036892i,0.00015699+0.0018687i,0.00079648+0.0010031i,0.0010678+0.0018318i,0.0009672+0.0016364i,0.00030185+0.0020355i,-0.00045709+0.0028351i,-0.00092165+0.0017826i,-0.00078118-3.0608e-05i,-0.00025393-0.0004453i,-3.051e-05-0.00030919i,0.00013917-0.00080494i,0.00058797-0.00085809i,0.00025217-0.00039673i,-0.00045015-0.00011112i,-0.00063407+0.00015406i,-0.00045334+2.6335e-05i,-0.00061302+0.00011828i,-0.00037028+3.9373e-05i,0.00045578-1.4774e-05i,0.00066606-0.00029517i,0.00014983-9.1353e-05i,-0.00027449+0.00053203i
-0.00053076+0.0013829i,-0.00041886+0.00086841i,-0.00069408+0.00039734i,-0.00053117-0.00014893i,-0.00099766+0.00051146i,-0.0010338+0.001211i,0.00014385+0.00087125i,0.00046183+0.00073909i,0.00039669+0.00033745i,0.00031618-0.00026276i,0.00038913+0.00026387i,0.0010168+0.00039122i,0.00070285-0.00033837i,7.9593e-05-0.00011303i,0.00080276+5.2524e-05i,0.00087173-0.00043444i,0.00020746-0.00013054i,-4.6253e-05+0.00031982i,-0.00034419+0.00027769i,-0.0001982+0.00030517i,0.00055861-0.00015646i,0.001277-0.000277i,0.0010267+0.00038716i
