-0.0010673+0.001175i,0.0003909+0.0017477i,0.00099049+0.001014i,0.0013366-0.0004509i,0.00040137-0.0015184i,-0.00042618-8.8984e-05i,-0.00021608+0.0016421i,-0.0001032+0.0017149i,0.00016538+0.0011207i,4.7711e-05+0.00030762i,-0.00018686-0.00017132i,3.9932e-05-0.00017526i,-0.00018571-0.00069064i,-0.00025903-0.0014031i,0.0004501-0.00044991i,0.00010908+0.00083447i,1.5955e-06+0.00025973i,0.00011079-0.00023669i,0.00043509+0.00026238i,0.00056378-4.8908e-05i,6.8484e-06-0.00091441i,-0.00041278-0.00064645i,-0.00045272-0.00022119i
0.00042387+0.0014561i,0.00057857+0.0012956i,0.00064871+0.00026891i,-0.00065276-0.00095769i,0.0001008-0.0015145i,0.0010511-0.0012891i,0.00093949-0.0010189i,0.00090632-0.00061042i,0.00067231-0.00013691i,-0.00024365-0.00030366i,-0.0011239-0.0006524i,-0.00090584-0.00057824i,-0.00068694-0.00015383i,-0.00048977+0.00098769i,0.00047335+0.0018981i,0.00072029+0.0013225i,-0.00011674+0.00052936i,-0.00027443-0.00028483i,0.00014786-0.00064621i,0.00026762-0.00026835i,0.00041758-0.00030706i,0.00039857-0.00060811i,0.00018218-0.00098375i
0.00012766+0.00032746i,0.00090505+0.00052592i,0.0025943+0.00039899i,0.0029722+8.1364e-06i,0.0017584-0.00034279i,0.00079055+4.7032e-05i,0.00021578+0.0001282i,8.3759e-05-0.0016016i,-0.00030685-0.0020437i,-0.00056889-0.0008927i,-0.00025176-0.00040386i,-0.00010518-0.00033866i,0.00026386-0.00038237i,0.00064174-0.00022611i,0.00053329+0.0004822i,2.7848e-05+0.0007225i,2.6547e-05+0.00023815i,0.00059196+0.00018412i,0.00039357+1.7112e-05i,-0.00063467-0.00024369i,-0.00028118+0.000565i,0.00064336+0.00065808i,0.00051473+0.0001292i
0.0010927+0.0009473i,0.00080188+0.0013505i,7.1013e-05-0.00013038i,-0.00089205-0.0016083i,-0.0015591-0.0017558i,-0.00050322-0.0015249i,-0.00011275-0.001165i,-0.000675-0.001096i,-0.0005362-0.0015181i,-0.0004775-0.00080442i,-0.00069712-0.00058309i,-0.00037796-0.00055461i,0.00041547-0.0001721i,0.00030273+0.00016375i,-0.00025791+0.00035069i,-4.0509e-05+0.00055573i,0.00022349+0.0006726i,-0.00010714+0.00070628i,-0.00020533+0.00080713i,-0.00022103+0.00089336i,-0.0011687+0.00083199i,-0.00088338+0.00019158i,0.00038075-0.00024684i
0.0012986-0.00091927i,0.0015121-0.0005185i,0.0019749-0.00045669i,0.0020392-3.1741e-05i,0.0022064+0.00047013i,0.0026356+0.00026159i,0.0028455-0.00042219i,0.0022422-0.0011464i,0.00055098-0.0012386i,-0.00035321-0.00081392i,-0.00018176-0.00058319i,-1.9536e-05-0.00029208i,-0.00057314+3.3479e-06i,-0.00077974-0.00028355i,-0.0001755-0.0004284i,3.9376e-05+0.00023544i,0.00029661+0.00023987i,0.00077303-0.00073599i,0.00031885-0.0012261i,-0.00026899-0.00069728i,0.00027722+0.00044522i,0.00068404+0.0008305i,0.00067964+0.00054947i
-0.001508-0.00092441i,-0.00012797-0.00056485i,-0.00058329+0.00074511i,-0.00061679+0.0010533i,0.00049596+0.00033126i,0.00083502-0.0010446i,0.00018976-0.0016826i,-0.00071125-0.0012448i,-0.0011323-0.00050497i,-0.0011806-0.00029204i,-0.00099233+0.00012896i,-9.6719e-05+0.0008716i,0.00059871+0.00027671i,0.00044994-0.0010079i,0.00043677-0.0008748i,0.00090277-0.00024591i,0.0012539-0.00033643i,0.0010617-0.00058089i,0.00028753-0.00083286i,3.1403e-05-0.0013171i,0.0006611-0.0004958i,0.00077853-4.1476e-05i,3.9527e-05-0.00055013i
8.4368e-05+0.0019555i,0.0014405+0.00052233i,0.0034376+1.1972e-06i,0.0034422-5.9289e-05i,0.0023878-0.00077201i,0.0021782-0.0011693i,0.0022309-0.001797i,0.0013868-0.001624i,0.00036591-0.00078617i,-0.00028069-0.00046237i,-0.00064848-0.00021707i,-0.0016728-0.00011387i,-0.00095312+0.00043529i,0.00051565+0.00057627i,0.00089598-0.00013457i,0.00089474+4.0879e-05i,0.00077933-4.2991e-05i,0.00053467-0.00069998i,0.00026737-0.00062771i,0.00044837-0.00050644i,0.00065316-0.00087183i,0.0001417-0.00047303i,2.2598e-05-0.00038451i
0.0024623+0.0013688i,0.0016645+0.0017944i,0.0017895+0.00033751i,0.00018524-0.0022263i,-0.0012741-0.0026257i,-0.00082563-0.0019324i,0.00034097-0.0014366i,0.00037106-8.3247e-05i,-0.00025163+0.00052183i,-0.00093446+0.00036552i,-0.0018088+0.00016535i,-0.001564-0.00058287i,-0.00069142-0.00032009i,-9.7579e-05+0.00037151i,8.132e-05+0.00078601i,0.00012696+0.00083099i,0.00063212+6.9883e-05i,0.00058763-0.00037749i,0.00038099+9.0884e-07i,0.00042383+0.0002298i,0.00045928+0.00053292i,5.516e-05+0.00053488i,5.236e-05-0.00047462i
-0.0014658+0.00092457i,-0.00076076+0.00015989i,0.0013233+0.0011198i,0.0029335+0.0015426i,0.0026811+0.00078262i,0.0012546-0.0018303i,0.00060944-0.0035315i,0.00078174-0.0025924i,-0.0003704-0.00091343i,-0.001282-0.00036177i,-0.00092398-0.00094295i,-1.2114e-05-0.0009162i,9.9664e-05-0.00039704i,-0.00075125-0.00027954i,-0.0009251-0.00015002i,-3.7347e-05-0.00017547i,0.00062408-2.0271e-05i,0.00078926+0.00027137i,0.00019378-0.00026001i,-0.00099193-0.00015761i,0.0002087+7.5523e-05i,0.0015296+0.00016332i,0.00090251+0.0006247i
0.00029479+0.00051932i,0.0012435+0.0004302i,0.0025289+0.00064437i,0.0030433-0.00034695i,0.0019736-0.0012306i,0.00099623-0.0012247i,0.00062179-0.001292i,-0.00028754-0.0014706i,-0.0018677-0.0010577i,-0.0016131-0.00041979i,-0.00095364-0.0008361i,-0.0012146-0.0016953i,-0.0007267-0.0015132i,-0.00046299-0.0010385i,-0.00044712-0.00047032i,0.00020716+0.00042979i,0.00061598+0.00095675i,0.00042662+0.00032352i,0.00027014-0.00070466i,0.00041324-0.00043863i,0.00091511+0.00028949i,0.00040701-0.00017966i,-0.00037371-0.00026059i
0.00051188+8.5858e-05i,0.00042296-0.00038547i,0.0008307-0.0013392i,0.00071281-0.0016362i,0.00085041-0.0017227i,0.0011146-0.0019121i,0.0012215-0.001457i,0.0011858-0.0012939i,0.00078905-0.00077972i,0.00036316+0.00015303i,3.5625e-06+2.708e-05i,-0.00070348-0.00046966i,-0.0012921-0.00053222i,-0.00030892-0.0007876i,0.0011582+2.0439e-05i,0.0015896+0.00052666i,0.0012848+0.00020352i,0.00053762-0.00023756i,-0.00014992-0.00076061i,-0.00024684-0.00079445i,0.00051557-0.00042152i,0.00041441+0.00010563i,-0.00064037-0.00010064i
0.0011288+0.00069434i,0.0020061+0.00082984i,0.003189+0.0019018i,0.0033502+0.0016635i,0.0023955+0.000371i,0.0011006-0.0010937i,0.00065887-0.0023586i,0.00044911-0.0027698i,0.00017231-0.0020088i,-0.00050725-0.00060224i,-0.00032036+0.00021615i,0.00035646+6.7115e-05i,0.00025212-0.0001013i,5.4671e-05+0.00032878i,0.00018135+0.00070084i,-6.2178e-05+6.9283e-05i,-0.00043138-7.5985e-05i,-0.0003038-0.00030721i,-0.00055747-0.00083975i,-0.00053788-0.0012654i,-0.00088675-0.0011579i,-0.00023111-0.00054584i,0.00080772-0.00021969i
-0.00026147-0.00020754i,0.00064118-0.00075768i,0.0011375-0.0013432i,0.0011635-0.0019578i,0.00070768-0.0014741i,-0.00029395-5.8496e-05i,-0.00049473+0.00011397i,-0.00038715-0.00032141i,-0.00053747-0.0003801i,-0.001071+0.00025836i,-0.0007122+0.0003405i,3.3579e-05+0.00057642i,-0.00016774+0.0004729i,-0.00062403+0.00072791i,-0.0001214+0.0013461i,0.00027173+0.00075535i,-0.00031152-0.0002397i,-0.00045506-0.001184i,-7.8101e-05-0.0010331i,0.00017799-0.00051106i,9.2363e-05-0.00074193i,0.00016311-0.00062677i,-0.0001459-0.00053634i
0.0019345-0.00047193i,0.0032789+0.00095362i,0.0026423+0.0017812i,0.0018947+0.00030571i,0.0027379-0.0012433i,0.0015052-0.0013012i,-0.00013586-0.0016241i,0.00041281-0.0011699i,0.0004198-0.00032183i,-0.00018257-0.00067577i,-0.0010535-0.00069723i,-0.0013124+0.00011773i,9.6539e-05+0.00012907i,0.0015398-8.8276e-06i,0.001663+0.00041128i,0.001558+0.00028106i,0.0014709+6.2277e-05i,0.00068937+6.9558e-05i,0.00042341-0.00018372i,0.00025801+8.498e-05i,-0.00020242+0.00071917i,-0.00010159+0.00026986i,-7.9839e-05-0.00056898i
0.00093329+0.00029335i,0.0015265+0.00050238i,0.0026082-0.00047884i,0.003002-0.0017996i,0.0019432-0.0027239i,0.0013967-0.0022497i,0.00098899-0.00118i,-2.3734e-05-0.0013813i,-0.0007311-0.0014107i,-0.0010371-0.0016025i,-7.0989e-05-0.001805i,0.00091069-0.001423i,0.00082135-0.00051906i,0.00070314-0.00016508i,0.0010931-0.00038453i,0.0013775-0.00059632i,0.0011352+5.2965e-05i,0.00077766+0.00044649i,0.00047586-0.00023449i,0.00030604-0.00085593i,-0.00022035-0.00092958i,-0.00030161-0.00062164i,-0.0003993-0.00022611i
0.00052951+0.00032292i,0.0006151+0.0010619i,0.0018884+0.00049249i,0.0024835+0.00020941i,0.0014959+0.00013489i,0.00065327-0.00026766i,0.0013629-0.00041682i,0.0017125-0.00025499i,0.0012263+0.00015195i,0.00049891-0.00010045i,-0.00044817-0.00059627i,3.5322e-05-0.00094723i,0.00064447-0.0010003i,0.00044302-0.00047918i,0.00098995+0.00045031i,0.001704+0.00035218i,0.00089147-0.0003854i,-0.0004925-0.00030778i,-0.00044793-0.0002617i,-0.00038162-0.00060476i,-0.00060376-7.4083e-05i,-0.0004103+0.00048654i,-0.00014454+0.00015558i
-0.00068006-7.9477e-05i,0.00039444+0.00034404i,0.0014712+0.0019722i,0.0018922+0.0025492i,0.0013686+0.0014482i,0.00064634-0.00051398i,-8.0994e-05-0.0013936i,0.00028217-0.0012928i,0.00039554-0.0007774i,-7.6843e-05+0.00034145i,0.00024103+0.00059194i,0.00090119+0.00040689i,0.0010356+0.00014697i,0.00054158+0.00056018i,0.00039779+0.0010677i,0.00069855+0.0009719i,0.00088252+0.00071625i,0.00088816+0.00048728i,0.00046399-0.00047978i,-0.00013915-0.0013003i,-0.00038964-0.00086045i,-0.00046767-0.0001989i,-0.00063057-0.00018739i
0.0009696-0.00038776i,0.0016504-0.0011786i,0.0028132-0.0012647i,0.0022884-0.0014181i,0.0011526-0.0025655i,0.00040903-0.0026492i,0.00042364-0.0013061i,0.0010971-0.0016187i,0.0012015-0.0016851i,8.693e-05-9.9662e-05i,-0.0010729+0.00041236i,-0.0014453+6.808e-05i,-0.0012077-7.8367e-05i,-0.00023094-0.0004055i,1.6827e-05-0.00070202i,-0.00044124-0.0003353i,3.6292e-05+0.00024843i,0.0012588+0.0002108i,0.0012168-8.6289e-05i,0.00073149+0.00028149i,0.00083977+0.00072301i,0.00020876+0.00021119i,-0.00054451-0.0010242i
0.00032115+0.0010637i,0.00040039+0.0010952i,0.0010107+0.00068404i,0.0015774-0.00024241i,0.0019627-0.0010776i,0.0020109-0.0010486i,0.0015597-0.00092887i,0.0010202-0.001092i,0.00053666-0.00054138i,-8.4065e-05+0.00042744i,-0.00084121+0.00029258i,-0.00085865-0.00093203i,0.00014339-0.00053568i,0.00088715+0.0005073i,0.00098608-8.281e-05i,0.00052566-0.00052583i,0.00045116-6.0608e-05i,0.0009354-0.00050308i,0.0011804-0.0013363i,0.00021391-0.0013114i,8.2452e-05-0.00067091i,0.0001745+7.4523e-05i,-0.00099688-0.00060936i
-0.00076717-0.00037064i,0.0001623-0.00059492i,0.001814+2.0178e-05i,0.0016728-0.0003729i,0.0012601-0.0012155i,0.0011434-0.0014839i,0.00062259-0.0019074i,0.00028979-0.0016749i,-0.00036823-0.00088207i,-0.0011003-0.00043046i,-0.0013111+9.8408e-05i,-0.0011969+0.00054606i,-0.0006853+8.6424e-07i,-6.2836e-05+0.0001193i,0.00021973+0.00049583i,0.00050727+0.00012601i,0.00095754-2.7033e-05i,0.00061424+0.00052636i,-0.00044521+0.00061445i,-0.00033981-0.00028869i,6.9072e-05-0.00041605i,-0.00027232-0.00016099i,-0.00050043+7.7385e-05i
-0.0010026-0.00068733i,0.0015541-0.00015825i,0.0010601-7.3722e-05i,0.00031319-0.00045564i,0.0010576-0.00025945i,0.0018947+0.00035509i,0.0020836+0.00063023i,0.0015729-0.00049205i,0.00022024-0.001379i,-0.00085845-0.0010184i,-0.00046507-0.00040388i,-0.00050966+0.00025735i,-0.00078518+0.0004548i,0.00014895+0.00060199i,0.0005686+0.00082782i,0.00058937+0.00016065i,0.00092134-0.00061383i,0.00079338-0.00082331i,-0.0002311-0.0013581i,-0.00099916-0.00098808i,-0.0013934+7.338e-05i,-0.001014+0.00037808i,-0.00011988+0.00016813i
-0.0002997+4.3924e-05i,0.0010671+0.00097726i,0.0012122+0.00051584i,0.00094716-0.00013268i,0.00058841-0.00062379i,0.0013033-0.0016541i,0.0019596-0.0023212i,0.0016111-0.0018628i,0.00063638-0.00055977i,8.0092e-05+4.2318e-05i,9.3047e-06-0.00022112i,-0.00022491-0.00077493i,0.00011925-0.00093074i,0.00093011-0.00020894i,0.00048336+0.00076728i,0.00016909+0.00090374i,0.0012371+0.00021239i,0.0014198-0.00078546i,0.0012469-0.0013838i,0.00064468-0.00092329i,0.00020632-1.5161e-06i,0.00032804+0.00041847i,0.00014119-0.00017216i
0.001279+0.00082211i,0.0016785+0.001053i,0.0019429+0.00073768i,0.0024499+0.0010974i,0.003048+0.0011772i,0.0014811-0.00082404i,-0.00018158-0.0018333i,0.0002573-0.0018741i,0.000691-0.0017881i,0.00050037-0.0010913i,-6.4681e-05-6.9245e-05i,-0.00069474+0.00054758i,-0.00095616+0.00015706i,-0.00069032-0.00042296i,-0.00037941-7.7257e-05i,7.1099e-05+0.00044526i,0.00087837-0.00027834i,0.0013762-0.00061626i,0.0010456-0.00061358i,0.00045784-0.00094273i,0.00012075-0.00043568i,0.00027937-7.2024e-05i,0.00012102-0.00028612i
0.0017242-0.00098953i,0.0013917-0.0003287i,0.00030384-0.00075285i,-0.00018177-0.0013863i,-0.00037901-0.0016754i,-0.00040603-0.00084837i,0.00053171-0.00034741i,0.001056-0.00010738i,-1.4032e-05-3.7908e-06i,-0.00089386-6.8904e-05i,-0.00094808-0.00010486i,-0.00016879-0.00058835i,0.00097402-0.00090054i,0.00046958-0.00020434i,-0.00022209+0.00079317i,0.00028064+0.00019325i,0.00078335-0.00064067i,0.0010095-0.0004565i,0.00096089-0.00026581i,0.00021584-0.00029872i,-0.00017475-0.00011937i,0.00021471+0.00027013i,-9.7241e-05+0.00043006i
0.0015852+0.00074023i,0.0030143+0.0013973i,0.0038657+0.0011716i,0.0022536+0.00059838i,0.00035771-0.00043668i,-0.0001633-0.0011195i,0.0002019-0.0011174i,0.00061733-0.0013026i,-8.7718e-05-0.00075416i,-0.00088309-3.2697e-05i,-0.0006717-8.7373e-06i,6.4794e-05-0.00082236i,-0.00033667-0.00031487i,-0.00036127+0.00082484i,0.0010471+0.00072621i,0.0014516+0.00075595i,0.0016129+0.00069946i,0.0012228-7.3286e-05i,0.00020536-0.00088334i,-0.00049756-0.0015383i,-0.0011496-0.0017957i,-0.00057038-0.0015724i,0.00068656-0.0010218i
-0.00043738-7.465e-06i,0.00091268-0.00058415i,0.0017655-0.0013912i,0.0012538-0.0015081i,0.00051647-0.0017654i,7.85e-05-0.0015152i,0.00093208-0.000648i,0.0012693-7.3513e-05i,0.0001625-0.00063463i,-0.00048188-0.001387i,-0.00090149-0.0011832i,-0.00078619-0.00094835i,-0.00037787-0.00034096i,0.00024795+0.00040026i,0.00064956+0.00011645i,6.2703e-05+1.2279e-05i,-6.8517e-05+0.00028449i,0.00055822-0.00019184i,0.00023792-0.00047575i,0.0003461-0.00022864i,0.00098799+0.00055267i,0.00085825+0.00073979i,0.00015656+0.00023212i
0.0015465+0.00095319i,0.0013144+0.0013159i,0.0019459+0.00048346i,0.0010756-0.00077398i,0.00060601-0.0020194i,0.00087607-0.002633i,0.00099915-0.0025435i,0.00092769-0.0016277i,0.00048731-0.00089025i,-0.0004613-0.00077205i,-0.0012742-0.00019088i,-0.00052879-0.00032577i,0.00073323-0.0004874i,0.00078008-9.0433e-05i,0.00038665-0.0002668i,0.00089405-0.00048665i,0.001126-0.00037369i,0.00061734-0.00056932i,0.00019866-0.00053969i,-0.00033899-9.6439e-05i,-0.00049314+0.0006337i,-0.00019176+0.00071165i,9.499e-05+0.00061048i
-0.0010337-0.00083925i,0.0005085-0.0003265i,0.0015096+0.0010052i,0.0012764+0.0012076i,0.0011947-7.998e-05i,0.0013516-0.0010146i,0.0011793-0.0016157i,0.00060692-0.0014449i,-0.00025773-0.00069959i,-0.00053691-0.00050145i,-0.00015788-0.00016679i,0.00040782-0.00035324i,0.00065044-0.00096203i,-0.00022749-0.00066178i,-0.00055752+5.3664e-06i,0.00027249+0.00089084i,8.8117e-06+0.0013646i,-0.00075059+0.00030147i,-1.1655e-05-0.00076656i,0.00077966-0.00073475i,0.00082569-0.00041922i,0.00061427+0.00035367i,0.0004046+0.00079i
-0.0014386+0.00014108i,-0.0010583+0.00013795i,0.00021945+5.8846e-05i,0.0012805-0.00091503i,0.0012742-0.0018366i,0.00096624-0.0013564i,0.00033922-0.0005285i,-0.00030865-0.00013974i,-0.00065101-0.00037755i,-6.4402e-05-0.0007612i,0.00028842-0.00072248i,0.0006945-0.0010252i,0.0010306-0.00099903i,0.00092246+8.5328e-06i,0.00045106+7.3406e-05i,-0.00029047+0.00025326i,-0.00043178+0.00015217i,-2.3547e-05-0.00020497i,-0.00079882-0.00022188i,-0.00094473-0.00055485i,-9.4727e-05-0.00062675i,-0.00012979-0.00053658i,-0.00018235-0.00029326i
0.00049092-0.00046666i,0.0014589+0.00041592i,0.00070128+0.00084202i,1.5379e-05+0.00065625i,-0.00029353-0.00016254i,0.0005656-0.00075081i,0.0017963-0.00055844i,0.0007279-0.0010445i,-0.00055521-0.0020886i,-0.0012588-0.001996i,-0.0018871-0.00077338i,-0.00088736+0.00045996i,7.8658e-05+0.0010059i,-2.4927e-05+0.00037418i,0.00059201-0.0007954i,0.0013401-0.0015647i,0.0011785-0.0012304i,0.0013292-0.00080579i,0.0015105-0.0014159i,0.00057687-0.00095919i,0.00018559+1.1262e-05i,0.0005844-0.00027337i,0.00082927-3.2144e-05i
0.00079021-0.0010775i,0.0017302-0.00042506i,0.0026645+4.3565e-05i,0.0026028-0.00044132i,0.0017232-0.0011963i,0.0019548-0.00075304i,0.0023077-0.0005355i,0.00096807-0.0012431i,0.00029741-0.0017743i,4.6893e-05-0.0010959i,-0.0004413-0.00052568i,-0.00054088-0.00022817i,-0.00043668+0.0002653i,-0.00029757-0.00019642i,-0.00029178-0.00054992i,-0.00056497+6.6714e-05i,-0.00085125+0.0002872i,-0.0005981-0.0002801i,3.4212e-05-0.00052557i,0.00036233-0.00075064i,-0.00014208-3.235e-05i,-0.00075677+0.0004943i,-0.00067891+7.4288e-05i
-0.0013234-0.00057994i,-0.00014647+0.00042857i,0.00020639+0.0010891i,0.00046095+0.00068242i,0.00039965-0.00035962i,0.00079128-0.0016023i,0.0014426-0.0023503i,0.0010479-0.0022093i,-0.00091466-0.0017812i,-0.0019208-0.00090328i,-0.0014991-5.0635e-05i,-0.00066069+0.00029342i,-0.00026579-0.00027837i,-0.00050158-0.00092351i,-0.00022129-0.00092389i,0.00042971-0.00050056i,0.00071871+0.00033341i,0.00086382+0.00032476i,0.0011814-0.00088177i,0.00093568-0.0012399i,0.00033598-0.00064517i,-0.00019003-0.0004501i,-0.00060255-7.7452e-05i
-0.0002813+0.0015063i,0.00014204+0.00013174i,0.00085749-0.00027605i,0.00143-0.00095484i,0.0020263-0.0021805i,0.0024372-0.0022019i,0.0021491-0.0015924i,0.00089729-0.0010521i,-4.2589e-05-0.00080404i,-0.00033004-0.00033015i,-0.00066162-0.0002702i,-0.00045638-0.00018267i,4.8662e-06-5.3527e-05i,0.000208+0.00035375i,0.00065646+0.00094878i,0.00045234+0.0010666i,-0.00013356+0.00062929i,-0.00025193+4.2755e-05i,-0.00041351-0.00080496i,-0.00060903-0.00063575i,-0.00028694-0.00025313i,-1.8767e-06-0.00044539i,-0.00051808-0.00041452i
0.00023173+0.00090426i,0.0012868+0.0013499i,0.0022893+0.00064434i,0.0016633-0.00040559i,0.00067252-0.0011898i,0.00060707-0.0014051i,0.00087301-0.0010813i,0.0010692-0.00087773i,0.00085494-0.00025903i,-6.7393e-05-4.265e-05i,-0.00088835-0.00029724i,-0.0011268+1.1382e-05i,-0.0011565+0.00036288i,-0.00057244+0.00029475i,-2.0544e-05-0.00036814i,0.00033355-0.0013913i,0.00092179-0.001511i,0.0015077-0.0010768i,0.00065564-0.00086863i,-0.00064208-0.0013453i,-0.00065386-0.0013219i,-4.7727e-05-0.00086834i,-0.00018318-0.00052129i
-0.00064511-0.0012742i,-0.00045789-0.0018633i,-0.0008617-0.0014575i,-0.00048189-0.0010939i,0.00033542-0.0012298i,0.0015907-0.0015862i,0.0017747-0.0018423i,4.8795e-05-0.0011232i,-0.0010098-0.00022017i,-0.00075419-2.4782e-05i,-0.00073517+3.1481e-05i,-0.0011897+0.00013826i,-0.0008798-0.00016516i,8.9806e-05-0.00046094i,0.00062719-0.00013088i,0.00020475-0.00025273i,0.00038758-0.00013145i,0.00095124+0.00043388i,0.00029672-0.00021115i,-0.0003154-0.00049088i,-0.00048423+0.00028983i,-0.00078518-0.00018792i,-0.00043292-0.00065075i
0.00023239+4.7003e-05i,0.00097356+0.0014265i,0.0013913+0.001143i,0.0022346+0.00023727i,0.0025952-0.00033355i,0.0021615-0.0010894i,0.0020499-0.0010687i,0.001319-0.0009488i,-0.00030952-0.0012422i,-0.0014309-0.001026i,-0.0012424-0.00043235i,-0.00043735+6.0495e-05i,0.0002846+0.0001767i,0.00038349+0.00066123i,1.5488e-05+0.00066949i,-0.00020129+0.00036908i,0.00017338+0.0002093i,0.0001097-8.979e-05i,0.00021404-0.00092253i,0.00050737-0.0007633i,0.00077777+0.00027198i,0.0009402+0.0011017i,0.00038385+0.0011981i
-0.00017001+0.00012401i,-8.4897e-05+0.00038535i,0.00037578+6.7142e-05i,0.00078512-0.00059421i,0.001138-0.001558i,0.0011542-0.0017111i,0.0011167-0.00088965i,0.00099187-0.00040795i,0.00050871-0.00012611i,-0.00019901-0.00060756i,-0.00042488-0.00049474i,-7.4954e-05+0.00041312i,-3.6028e-06+0.0010853i,-0.00033826+0.00069674i,8.6546e-05+0.00014302i,0.00078896+0.00023674i,0.0011171+0.0002118i,0.0014898+0.00048558i,0.0012778+0.00039214i,0.00052447-2.9701e-05i,0.00024821-0.00010243i,0.00045845-3.9031e-05i,0.00024965-8.8727e-05i
-0.00033846+0.00018882i,0.0014572-0.00061881i,0.0019457+0.00041645i,0.0022618+0.00098612i,0.0022359+0.00012066i,0.0024138-0.0010595i,0.002249-0.0017899i,0.001033-0.0011899i,0.00010719-0.00031217i,-0.0001938-0.00012687i,-0.0002821+3.3018e-05i,-0.00039298-0.00018634i,-0.000691-0.00053307i,-0.00070577-8.0618e-05i,-0.00093501+0.00076542i,-0.00064029+0.00035936i,1.23e-05-0.00017758i,9.125e-07-0.0005294i,3.1353e-05-0.00042917i,6.0465e-05-0.00048926i,0.00019248-0.0003666i,0.00040021-0.00033715i,0.00037894-0.00074331i
0.001154-0.00064827i,0.0010984-0.00056109i,0.0013255-0.00080637i,0.0009891-0.00065304i,0.00073244-0.0015677i,0.00030015-0.0014999i,-0.0001619-0.00054333i,-8.7332e-05-0.0015626i,0.00028371-0.0021799i,-0.00015527-0.0015527i,0.00011529-0.00083705i,0.00021515-0.00041023i,0.00012805-0.00034232i,0.00018453-0.00072339i,0.00018855-0.00051421i,0.00014622+0.00037718i,-0.00028893+0.00013343i,-0.00085283+7.5714e-05i,-0.00062376-0.00021227i,-0.00063918-0.00049728i,-0.00039134-8.2213e-05i,0.00017024+0.00011125i,0.00027035-0.00032038i
-0.00087111+0.0011788i,-5.8236e-05+0.00070131i,0.001554+0.00099878i,0.0025754+0.00077039i,0.0025305-0.00016524i,0.0024467-0.00024089i,0.0023294-0.0013264i,0.0018587-0.002492i,0.0011189-0.0017288i,0.00056857-0.00078712i,0.00026623-0.00074575i,-3.2683e-05-0.0003641i,-0.00025281+0.00057661i,-0.00039477+0.00075359i,-0.00043222+0.00047578i,0.00010302-4.0789e-06i,0.00010401-0.00034165i,0.00069622-0.00094093i,0.00077451-0.001742i,-0.00049982-0.00092402i,-0.00079575-3.0172e-05i,0.0001322-0.00074408i,0.00081446-0.00084872i
-0.00098073-0.00014506i,-0.00079323+0.0001299i,-0.00017612+0.0010337i,0.0012014+0.00047442i,0.0019684-0.00082164i,0.0020728-0.0013198i,0.0025691-0.0010869i,0.001918-0.0003592i,0.00043173-6.6704e-07i,-1.6473e-05+5.6012e-05i,-0.00017557-0.00022429i,-0.00048369-0.00053806i,-0.00052888-0.00036552i,-0.00035765-0.00081754i,0.00041689-0.0002998i,0.0012679+9.2339e-05i,0.00087087-0.00050319i,0.00027107-0.00048846i,0.00046511-7.5077e-05i,0.0004192+0.0002589i,0.00039183+0.00077374i,0.00082258-3.8024e-05i,0.00015063-0.0007834i
-0.00069032+0.00036431i,4.7081e-05+0.0011213i,0.00043833+0.0017499i,-4.7344e-05+0.0014241i,-0.00020968+0.00073869i,0.00059903-0.00027481i,0.0018728-0.00082714i,0.0013903-0.00088846i,0.00039848-2.4186e-05i,0.00029686+0.00097324i,0.0001213+0.00051936i,0.00021156-0.00071585i,0.00051355-0.00054055i,0.00079859+0.00017761i,0.00071039+0.00058115i,0.00017257+0.00085457i,0.00029431+0.00090709i,0.00016753+0.0014861i,-0.00085132+0.00063553i,-0.00016819-1.4962e-05i,0.00084902+0.00029591i,0.00083148-9.8322e-05i,0.00043433-0.0010782i
-0.00041022+0.00096558i,0.00012116+0.0015715i,0.0017786+0.0010687i,0.0029767-0.00013967i,0.0032822-0.0014604i,0.0026961-0.0020996i,0.0018792-0.0018524i,0.000847-0.0014556i,-0.00027455-0.0013865i,-0.00062307-0.0011305i,-0.0007164-0.00056335i,-0.00074195-0.00045817i,-0.00071131-1.1947e-05i,-0.001142+0.00095284i,-0.00074502+0.00097836i,0.00023097+8.0357e-05i,0.00077837-0.00046325i,0.00097152-0.000498i,0.00058752-0.00075848i,0.00043432-0.00066532i,0.00070589-0.00083983i,0.00086746-0.00080476i,0.00032569-0.00027495i
0.00070121+0.00023715i,-6.4561e-05+0.00060505i,0.0012496+0.00091272i,0.0021005+0.0015158i,0.0016065+0.0011058i,0.0013577-0.0002399i,0.00046812-0.00022569i,-0.00010613+6.3043e-05i,-0.00035626-0.00033612i,-0.00032836+0.00020109i,0.00040901+0.0005498i,0.00063169+0.00016553i,0.00026284+0.0004328i,0.00015377+0.00036465i,0.00037717+8.7924e-05i,0.00057118-0.00043745i,0.00028453-0.0012034i,8.7041e-05-0.00075946i,0.00031694-6.7974e-05i,8.0058e-05-6.4249e-05i,0.00049516-0.00039946i,0.0010287-0.00023414i,-0.00011456-0.00025948i
