-0.0010673+0.001175i,0.0003909+0.0017477i,0.00099049+0.001014i,0.0013366-0.0004509i,0.00040137-0.0015184i,-0.00042618-8.8984e-05i,-0.00021608+0.0016421i,-0.0001032+0.0017149i,0.00016538+0.0011207i,4.7711e-05+0.00030762i,-0.00018686-0.00017132i,3.9932e-05-0.00017526i,-0.00018571-0.00069064i,-0.00025903-0.0014031i,0.0004501-0.00044991i,0.00010908+0.00083447i,1.5955e-06+0.00025973i,0.00011079-0.00023669i,0.00043509+0.00026238i,0.00056378-4.8908e-05i,6.8484e-06-0.00091441i,-0.00041278-0.00064645i,-0.00045272-0.00022119i
0.00015923+0.00033999i,8.3337e-05+0.00078153i,0.0012149+0.00041623i,0.0018802-0.0012635i,0.001783-0.0023273i,0.00055051-0.0023611i,-0.00033635-0.0020375i,-0.00017709-0.0016831i,0.00014994-0.0013886i,0.00023813-0.00079956i,-0.00012146-0.00028701i,-0.00014135+0.00014497i,8.3852e-06+0.00048708i,-0.0002193+0.00035082i,-0.00092378+0.00016541i,-0.00064339-0.00024997i,8.7449e-05-0.00082302i,0.00065672-0.00039866i,0.00016253-0.00066252i,-0.00033041-0.0013791i,-0.00062719-0.0012419i,-0.00057882-0.001108i,-2.6613e-05-0.0013467i
-0.00043565+0.00057266i,0.00075206+0.00049389i,0.0021807+6.2062e-05i,0.0024361+0.000261i,0.0018878+0.00031704i,0.0015497-0.0002064i,0.0016455-0.001403i,0.0010056-0.0020836i,-0.00022182-0.0017075i,-0.00061288-0.0013888i,-0.00029862-0.0014817i,-0.00017912-0.00096152i,-0.00012003-0.00014462i,0.00011937+0.00023522i,6.4427e-06+0.00010906i,0.00039923+0.00011873i,0.00076742+0.00068617i,0.0009163+0.00069324i,0.00086164-8.4876e-06i,0.0001845-0.00050319i,-0.00016746-0.00044884i,0.00038321-0.00015156i,0.00072188+5.411e-05i
-0.0018075+0.00093256i,-0.00069023+0.0011914i,0.00049975+0.0016085i,0.00096348-0.00024653i,-9.2273e-05-0.0018191i,-0.00012773-0.0020537i,-3.9131e-05-0.0017135i,-0.00032839-0.0011216i,-2.3344e-05-6.7561e-05i,-0.00048589+0.00051469i,-0.00085284-0.00035151i,-0.0005294-0.0011263i,-0.00095071-0.0011379i,-0.00084362-0.00087146i,0.00052562-0.00030693i,0.00057903+0.0004828i,7.9609e-05+0.000316i,0.00013998-0.00063813i,0.00034181-0.00059816i,0.00070462-0.00013465i,0.00068344-0.00013785i,0.00062853+2.3503e-05i,-9.2755e-05-0.00052972i
0.00065105+0.00019155i,0.0010887+0.0003584i,0.0022449-0.00039516i,0.0018052-0.00070781i,0.00099504-0.00080443i,0.00043533-0.001301i,-0.00032423-0.001373i,-0.00064535-0.0011339i,-0.00037544-0.00076681i,0.00028149-0.00071535i,-0.0002172-0.0010273i,-0.00058794-0.0010587i,-0.00034898-0.00057728i,-1.9096e-05-0.00024872i,2.8754e-05-0.00056977i,0.00012696-0.00054216i,0.00047545-0.00035431i,0.00036653-0.00011039i,0.000212+0.00051846i,4.2816e-06+0.00030193i,0.00029771-0.00066857i,0.00096295-0.0009026i,0.00091289-0.00084235i
0.00055363-0.00017454i,0.00088078+3.1724e-05i,0.00096411+4.416e-05i,0.0018818-0.00018554i,0.0025548-0.00020137i,0.0029583-0.00041913i,0.0027622-0.0013457i,0.0014446-0.0019135i,0.00058419-0.0015142i,-0.00017567-0.00083854i,-0.00069086-0.00079088i,-0.00066408-0.00012328i,0.0002108+0.00052922i,0.0012736+0.00026329i,0.00076877+0.00041751i,0.00046203+0.0007495i,0.00017186+0.00034182i,-0.00016523-0.00030357i,-0.00023881-0.00081412i,-0.00066759-0.00098271i,0.00011282-0.00069764i,0.0002354-0.00064129i,-0.00013877-0.00046497i
0.00028085+5.9595e-05i,0.0014803+0.0005817i,0.0010332+0.0008018i,0.00058328-0.00032798i,0.00035246-0.0017164i,0.00041117-0.00086635i,0.00090489+5.8388e-05i,0.00092292-0.00060925i,0.00037816-0.0010675i,0.00027748-0.0003466i,-0.00036804+0.0010158i,-0.00028112+0.0014641i,0.00015208+0.00092748i,0.00011224-0.00032855i,0.00045073-0.00085754i,0.00088908-0.000478i,0.00070471-0.00025996i,-1.6014e-05-0.00063061i,-0.0005407-0.0012133i,-0.00023005-0.0010987i,-6.6297e-05-0.0005728i,-0.00022888-0.00029461i,-0.00032194-6.7232e-06i
0.00017353-0.00046571i,0.0014191-3.2454e-05i,0.00069865+0.0010405i,0.00027696+0.0014454i,-0.00019763+0.0007401i,6.4311e-06-1.4233e-06i,0.0010396-0.00045561i,0.00051574-0.00030168i,-0.00087894-0.00072897i,-0.0013295-0.00087919i,-0.0010051-7.9554e-05i,-0.00058151-0.00015721i,-0.00041281-0.0010004i,-0.00047655-0.0011749i,-0.00071659-0.0001893i,-0.00037855+0.00019393i,0.00018365+0.00031226i,0.00010162-9.0511e-05i,-0.00017681-0.00050828i,-0.00077785-0.0002665i,-0.00076998-0.00015434i,-0.00029919+4.7286e-05i,-0.00017613-0.00027667i
0.00047387+0.00078301i,0.0005628+0.00165i,0.00082567+0.0011433i,0.001344+0.0002293i,0.0014343-0.0011418i,0.001262-0.0020086i,0.0014129-0.0020752i,0.00183-0.00144i,0.00069929-0.00063956i,-0.00072902-0.00069472i,-0.00061252-0.00020472i,-0.00053856-8.8333e-05i,-0.00049869-0.00044598i,-0.00011156+0.00050587i,0.00094008+0.00056769i,0.0015109-0.00018766i,0.00061525+0.0002842i,0.00020352+0.00067681i,0.00090776-0.00025823i,5.6864e-05-0.00080247i,-0.00090786-0.00059184i,-0.00068076-0.0003144i,-0.00044022+5.5687e-05i
0.00015008+0.0013371i,0.00037924+0.00067181i,0.0014506+0.0015841i,0.0024004+0.0013021i,0.0023756+0.00016281i,0.0018396-0.00078362i,0.0015093-0.0016686i,0.0011091-0.0010509i,0.00016792+0.00019489i,-0.00074876-0.0003962i,-0.0010369-0.0011934i,-0.00015892-0.00075334i,1.6233e-05-1.2329e-05i,-0.00051544+0.00057328i,-0.00050741+0.00058622i,-0.00037943+0.00011883i,-1.0437e-05-0.00017073i,0.00058572-0.00035442i,0.00074905-0.0010545i,0.00016871-0.0012962i,0.00025872-0.00087877i,0.00057817-1.3339e-06i,-0.00017931+0.0001921i
-0.0017826+0.0014462i,-0.00099046+0.00060064i,-0.00033299+0.0010007i,0.00027949+0.00093575i,0.0010688-0.00024505i,0.00097302-0.0014263i,0.0010292-0.0018886i,0.00075314-0.0013273i,-0.00030009-0.00026866i,-0.00039601+0.00018368i,5.8744e-05+6.3402e-06i,-0.00050895+8.8022e-05i,-0.00093993-1.4605e-05i,-0.00016365+5.633e-05i,0.00034065+0.00056207i,0.0001774+0.00040571i,-0.00012811-0.0002002i,-6.6348e-05+0.00032573i,-0.00060803+0.00051494i,-0.0012659-0.00041631i,-0.0005771-0.00072436i,-0.00055928-0.00039281i,-0.00071288-9.1406e-05i
-0.0012506-0.00072132i,-0.00060077-0.0004267i,0.00037019+0.00029237i,0.0018497-0.00022038i,0.0029189-0.001256i,0.0035847-0.0023053i,0.0021399-0.002204i,-0.00013846-0.0018281i,-0.00089904-0.0013641i,-0.00041287-0.00080262i,-0.00048479-0.0004121i,-0.0007104-0.00042072i,-6.8463e-05-0.00037259i,0.00078879+0.00019527i,0.00051561+0.00051021i,0.00074129+0.00036226i,0.0011914+0.00035098i,0.00071883+0.00045786i,0.00066829-5.6951e-05i,0.00037028-0.00037718i,-0.00077532+0.00037033i,-0.0011344+0.00089855i,-0.00074425+0.0001566i
0.00057914+0.00014142i,0.0014341+0.00065606i,0.0019936+0.00076995i,0.0010076-0.00012753i,0.00018811-0.0011899i,0.00019655-0.0011539i,0.00073916-0.00079146i,0.00036745-0.00087007i,-0.00080412-0.0011184i,-0.00048216-0.001111i,0.00058487-0.0010383i,0.0003998-0.00037502i,-0.00046434+0.00072323i,3.3488e-05+0.00062472i,0.0012208+0.00013552i,0.0018552+2.9664e-05i,0.0013203-0.00010079i,0.00019171-0.00087688i,0.00044773-0.0011157i,0.00077587-0.00026275i,0.0003229-0.00016428i,0.00045747-0.00094773i,0.00032194-0.00075797i
0.00063515+0.00086455i,0.00050942+0.0013211i,0.00063688+0.00032739i,0.002002-0.0010581i,0.0029199-0.0016734i,0.0021083-0.0020085i,0.0010631-0.0024252i,0.00025526-0.0017261i,-2.4838e-05-0.00064218i,-0.00038871-0.0004364i,-0.0011493-0.00035877i,-0.00081621-0.00032958i,-0.00054438-0.00051407i,-0.0007113-0.00054165i,-0.0005426-0.00039738i,0.00043385+6.3738e-05i,0.00081013+0.00049879i,0.00031027-0.00011816i,0.00010443-0.00019582i,-0.00013334+0.00011776i,0.00011811-8.0058e-05i,3.0405e-05-0.00035504i,-5.9095e-05+0.00020997i
0.00028345+6.943e-05i,0.00086305+0.0013751i,0.001006+0.0014443i,0.00047473+0.0010476i,0.00035901+0.00092714i,0.0012591-1.3905e-05i,0.0014646-0.00045724i,0.0014131-0.00042647i,0.00075559-0.00015578i,-1.733e-05+0.00031013i,-0.00043709+0.00061754i,-0.00099827+0.00012575i,-0.00051166-0.00075716i,0.00053943-0.0005395i,5.4917e-05-0.00011148i,-0.00025604-0.00070404i,-1.463e-05-0.00054156i,0.00089084-2.5325e-05i,0.0016042-0.00023019i,0.00029665-0.00036234i,-0.00067162+0.00010585i,0.00012664+0.00032756i,0.00059232+9.0392e-05i
0.00022478-0.00026673i,0.00019192+9.2085e-06i,0.0012054+0.00081843i,0.0018895-0.0007218i,0.0010578-0.0027285i,0.00034943-0.0033597i,2.4276e-05-0.0024786i,-0.00069242-0.0018637i,-0.00078904-0.0013423i,-0.00095733-0.00076862i,-0.0012867-0.00046739i,-0.00050773-0.00019344i,0.00057885+2.1498e-05i,0.00063918+2.9022e-05i,0.00067235+3.4729e-05i,0.00072959+0.00062753i,0.00067442+0.00085134i,0.00041153+0.0001754i,0.00027707-0.00060173i,-0.00012393-0.0008924i,-0.00077589-0.00024154i,-0.00035634+0.00015946i,-0.00049287+0.00021905i
-0.00029488-0.0012552i,0.0010431-0.00064669i,0.0016946+0.00073938i,0.0019049+0.00063328i,0.0022057-0.00075929i,0.0024769-0.0012956i,0.0020061-0.0014869i,0.00075253-0.0017589i,0.0002944-0.0013342i,-9.294e-05+2.6959e-05i,-0.00078323+0.00020106i,-0.00088412+4.5932e-05i,-0.00013279+0.00067243i,0.00025633+0.00059885i,0.00038482-0.00015786i,0.00068701-0.00050521i,0.00019136-0.00046303i,0.00019849-0.0011967i,0.00069562-0.00096903i,0.000665-0.0007473i,0.00042146-0.00010332i,6.5856e-06+0.00071913i,-0.00018411-6.236e-05i
0.0012214-0.00019222i,0.0013444+0.00039392i,0.0015557+0.0013251i,0.0017655+0.00065538i,0.0019036-0.0011059i,0.00081648-0.0014489i,0.0003124-0.00042985i,0.00019018-5.5892e-05i,-0.00025604+0.00011093i,-0.00055168+0.0001618i,-0.00041949-2.9325e-05i,-0.00046273-3.8942e-05i,-0.00024499+0.00015341i,-2.0057e-05+0.00075277i,0.00029472+0.00056588i,0.00041405-9.3011e-05i,-0.00015397+0.00014208i,-0.00018489+7.1902e-05i,-0.0002455-0.00075041i,-0.00035163-0.00091046i,0.00031234-0.00056252i,0.00099998-0.00058561i,0.00099517-0.00052122i
0.00041894+0.00012169i,0.00066664-0.00017316i,0.00026385-0.00064763i,0.00039559+0.00027174i,0.00046596+0.00086587i,0.0016766+0.00090063i,0.0026255+0.00016011i,0.0014091-0.00075139i,-0.00045081-0.00081505i,-0.0012408-0.00020002i,-0.0014531+0.0006831i,-0.001286+0.00090732i,-0.00063328+0.0004202i,-0.00048898+0.00043422i,-0.00084122+0.00024982i,-0.00041378-0.00018614i,0.0010323-1.9459e-06i,0.0014976+0.00010296i,0.00063499-0.0006586i,0.00038541-0.0012345i,0.00014437-0.00051541i,-0.00029179+0.00079662i,-0.00056964+0.0010963i
0.0022658-0.00043871i,0.0026984-3.3932e-05i,0.0023498-0.00060619i,0.001253-0.001269i,0.00093325-0.002025i,0.0010515-0.0012397i,0.0010694+0.00017333i,0.00044196+0.00053048i,-0.0002874-0.00013511i,-0.0001643-0.00051768i,0.00042589-3.5694e-05i,0.00065203+0.00029161i,0.0010911+0.00055434i,0.00064074+0.00070258i,0.00030703+0.00032576i,0.00011953-0.00021929i,1.6661e-05-0.000331i,-0.00021933-0.00053772i,-0.00026864-0.00035396i,3.0713e-05+3.8424e-05i,-0.00046963-2.5135e-05i,-0.00036014-0.00043335i,0.00043568-0.00018773i
0.0002719-0.0016025i,0.00078666-0.00083594i,0.0011727-0.00011858i,0.00085607-0.0011231i,0.00065743-0.0017234i,0.0011593-0.0012714i,0.0012531-0.0017347i,0.00080836-0.0022908i,0.0002507-0.0012129i,-0.00012794-0.00044249i,0.00018068-0.00055204i,0.00054259-0.00029728i,7.5644e-05-0.00020999i,-0.00048668-0.00016483i,-8.0099e-05-0.00029104i,0.00054709-0.00036026i,0.00079624-0.00055346i,0.0009386-0.0010086i,0.00095463-0.0011013i,0.00051973-0.00050496i,0.00020019-4.6457e-05i,0.00036056-0.00028667i,0.00089405-0.0003753i
-0.0011102+0.00087564i,-0.00094555+0.0013459i,0.00016427+0.0013476i,0.0014242-0.0001224i,0.0012443-0.0003869i,0.0010644-0.00043321i,0.0015242-0.00071919i,0.0012265-0.00087869i,0.00037252-0.0006557i,-0.00038744-7.8745e-05i,-0.00012729-0.00022286i,0.00050004-0.00061575i,0.0011609-0.0012636i,0.0009943-0.00058778i,0.00026087+0.0008445i,0.00018013+0.0005221i,0.00065621+5.5291e-05i,0.00082685+0.00013792i,-5.2043e-05-0.0002315i,-0.00049525-1.702e-05i,-8.8863e-05+0.00035182i,0.00015554+0.0002229i,-0.00010241-0.00066002i
0.00011485-0.0012308i,0.0010577-0.00085878i,0.0010163+0.00015917i,0.0013264+0.0003671i,0.0019596-4.6486e-05i,0.0023643-0.0013396i,0.0022354-0.0021033i,0.00095238-0.0020042i,-0.00067506-0.0022373i,-0.00095984-0.0011847i,-0.00034771-0.00043541i,0.00016933-0.00019166i,-0.0002405+0.0002831i,-0.00071461-0.00021873i,-0.00035305-0.00060222i,0.00020584-0.00057167i,0.00079903-0.0002041i,0.0010921+4.4578e-05i,0.0009075-3.3216e-05i,0.00046958-0.00026728i,2.0135e-05+3.6766e-05i,4.6809e-05+4.0255e-05i,0.00014892-0.00019441i
0.00063014+0.0011253i,0.0003829+0.0014768i,0.0011888+0.0015621i,0.0011623+0.00071769i,0.00055352-0.00078081i,0.00019935-0.0011632i,0.00032067-0.00093981i,0.00052533-0.00045213i,0.00011328-0.00086915i,-0.00083929-0.0013685i,-0.00094808-0.00048134i,-0.00043027+5.6771e-05i,-0.00024234+0.00065283i,1.2211e-05+0.0010011i,0.00046405+0.00051557i,0.00097682-0.00013338i,0.00086346-0.00056763i,0.001306-0.00081777i,0.0012956-0.00083104i,-0.00038612-0.0011109i,-0.00092195-0.0007292i,-0.00055444-0.00036503i,-0.00042525-0.00069783i
3.5907e-05+0.00047422i,0.00072159+0.00068445i,0.00058768-0.00050581i,0.0012114-0.0025211i,0.0015933-0.0026766i,0.00072374-0.0011587i,0.0007851-0.00032534i,0.00088899-0.00043965i,0.00025952+5.7468e-05i,-0.00045784+0.00019088i,-0.00030295-0.00066552i,0.00045961-0.0012665i,0.00041935-0.00060777i,0.00078599+0.000358i,0.00095677+0.00068563i,0.00016923+0.00060075i,0.00041812+0.00066072i,0.00063214-0.00010466i,0.00037209-0.00078253i,0.00050779-0.00091684i,0.00042384-0.00057288i,-5.3056e-05-9.4355e-06i,-7.3487e-05-2.3364e-05i
0.0011674+0.00048909i,0.00087738+0.00031983i,0.0022589+0.00074058i,0.0024189+0.0009172i,0.0017194-9.728e-05i,0.0015026-0.00069083i,0.0014489-0.0013688i,0.0010637-0.0021346i,8.6175e-05-0.0026282i,-0.00080383-0.0017645i,-0.00070584-0.00059597i,-1.8829e-05-0.00029791i,3.6667e-05-6.6455e-05i,-8.0377e-05-3.8844e-05i,0.0005831-0.00043504i,0.00086648-0.0001204i,0.00060429+0.00047899i,0.0003293+0.00041279i,0.00046196-7.2028e-05i,0.00023748-0.00033106i,-0.00017902-0.00088875i,-0.00013162-0.00093491i,-0.00041826-0.00039166i
0.00058462-0.00069016i,0.0009817-5.2323e-05i,0.0018218+0.00075227i,0.0022451-0.00052396i,0.0022086-0.0022867i,0.0015607-0.0019262i,0.001907-0.00076707i,0.0012433-0.00039826i,0.00031297-0.00043008i,0.000668-0.00050029i,-4.4563e-05-0.00093914i,-0.00045225-0.0010274i,0.00029696-0.00090806i,0.00083837-0.00050884i,0.00046291+0.00016036i,0.00086109+0.00014861i,0.0011967-5.0057e-05i,0.0003261-8.934e-05i,-1.0142e-05-2.2705e-05i,-0.00028929+3.9623e-05i,-0.0008825+0.0002216i,-0.00026503+0.0001723i,0.00024678+0.00039085i
0.00013704-0.00065957i,0.00065431-0.00026138i,0.00016693+0.00023451i,0.00049535+0.00010389i,0.0015881+0.00041937i,0.0023169+0.00049317i,0.0016975-0.0004648i,0.00095156-0.00071858i,0.00033681-0.0002482i,-4.6716e-05-0.00035482i,0.00032539-0.00027262i,9.7785e-05-0.00010259i,-0.00030004-0.00078912i,-0.00051216-0.00019613i,-0.00030488+0.0012889i,0.00018269+0.00090612i,0.00026518+0.00032278i,4.1532e-06+0.00022104i,-0.00029833-7.6151e-05i,-0.00065005-0.00060465i,-0.00032051-0.00047578i,-2.5035e-05-0.00012208i,-0.00064576-0.0001617i
-0.0002754-0.00095454i,0.00085247-8.5853e-06i,0.00053585+0.00087681i,-0.00030892+0.00098018i,1.0246e-05+0.00051044i,0.00081688+1.1619e-05i,0.0011614-0.00096974i,0.00070611-0.0019031i,-0.00029948-0.0015803i,-0.00072184-0.0014496i,-0.00066886-0.00075594i,-0.00063412-0.00029033i,8.478e-05-0.00055169i,0.00010665-0.00030069i,-0.00042321-0.00020615i,0.00026124-0.00012605i,0.00069915-0.00013865i,0.00028575-9.6868e-05i,-0.00018205-0.00033964i,0.00035222-0.00086634i,0.00070573-0.00058908i,-1.2159e-05-0.00038819i,-0.00087429-0.00083928i
0.00063033+0.00054165i,0.0016867+0.0014924i,0.0034072+0.00047897i,0.0039034-0.00025312i,0.0036517-0.00060555i,0.0034239-0.0010566i,0.002443-0.00097338i,0.0011072-0.0010843i,4.7173e-05-0.001199i,-0.00045816-0.0013373i,-0.00053738-0.0015679i,-0.00096216-0.0015868i,-0.00073015-0.00061783i,0.00015092+0.00089545i,0.00030019+0.00098073i,0.00060763-0.00011446i,0.00088144-0.00042508i,0.0010845-0.00065508i,0.0017898-0.00056734i,0.00081049-0.00020715i,-0.00020873-0.00019481i,-0.00035559-0.00058451i,-0.00048841-0.001194i
0.00056173+0.0004228i,0.0017412+0.00040912i,0.0011265+0.00016229i,-3.3712e-05-0.00062263i,-0.00079767-0.0015107i,-0.000307-0.0019633i,0.0011049-0.0015002i,0.0013145-0.0012922i,8.1857e-06-0.00068933i,-0.0010087-6.5597e-05i,-0.00096875-1.6431e-05i,-0.00059717-4.7615e-05i,-0.00037636-0.00064935i,-0.00032209-0.00082583i,-0.00036305-0.00019933i,1.3832e-05+0.00045387i,0.00040207+0.00034809i,0.00061112+0.00021228i,0.00077394+9.2256e-05i,0.000863-0.00031288i,0.00052441-0.00029611i,2.9079e-05+0.00033557i,3.7393e-05+0.00058379i
0.00047262+0.00062819i,0.0011191+0.0016763i,0.0020206+0.0011406i,0.0027058+8.6617e-05i,0.0019556-0.00079888i,0.00074063-0.0011076i,0.00090773-0.001744i,0.0012036-0.0018042i,0.00048809-0.0011658i,-0.00012342-0.0010705i,-0.0002531-0.00095455i,-0.00079164-0.00064672i,-0.0011339-0.0001528i,-0.00014541+0.00047044i,0.0004568+0.00087112i,0.00031267+0.00062917i,0.00026001+0.00058169i,9.8503e-05-0.00028481i,0.00023936-0.00068997i,0.00013213-4.8004e-06i,-5.4394e-05+0.00061496i,5.8877e-05+0.00086635i,-0.00045856+0.00038346i
-0.00087043+0.0010591i,-0.00093296+0.0012012i,0.00040319+0.00094271i,0.0014734+0.00031971i,0.0021907+0.00034152i,0.0019305+0.00016772i,0.0012264-0.001173i,0.0010062-0.0013914i,0.0011077-0.00054318i,0.00060335-0.00068809i,-0.00029455-0.0014173i,-0.00044591-0.000893i,-0.00080772-0.00017902i,-0.0012612+6.0294e-05i,-0.00075639+0.00014282i,0.00096424-3.5534e-05i,0.0020272+6.2654e-05i,0.0020046+0.00033838i,0.0012133+3.4155e-05i,-0.00060134-0.00097243i,-0.0013447-0.00094218i,-0.0006648+0.00010741i,0.00012327+0.00066586i
-0.00036006-0.00024101i,-3.5431e-05+0.00024829i,0.00030435+0.00030351i,0.0008558+0.00079216i,0.0015476+0.00023372i,0.0015411-0.00133i,0.0022018-0.0020638i,0.0023098-0.0026185i,0.00080167-0.001951i,-0.0001206-0.00026169i,-0.00013262-0.00049503i,3.2568e-05-0.00094183i,7.4471e-05-0.00011129i,-0.00049231-0.00027504i,-0.0007319-0.00035793i,-0.00038157+0.00017163i,0.00029969-3.6002e-05i,0.00058994-0.0004598i,-0.00015434-0.00094076i,-0.0004127-0.00094293i,-0.00018734-0.00027809i,-0.00020382-0.00017946i,-0.00041665-0.00091209i
-0.00072773-0.0012669i,0.00040492-0.0004225i,0.00076168+0.00032041i,0.0013974-1.85e-06i,0.0018663-0.00034829i,0.001335-0.0010125i,0.0010803-0.0010675i,0.00047856-0.00013368i,-0.00041264+0.00049528i,-0.00045063+0.00057621i,4.7564e-05+0.0003548i,0.0001676+0.00019687i,0.00036797+0.00011888i,0.00069601+0.00043463i,0.00065555+0.0007965i,0.00081624+0.00088694i,0.00058839+0.00054175i,0.0008584-0.00011342i,0.00097129-0.00068219i,-1.2811e-05-0.0011249i,-0.00058758+0.00016373i,-0.00074331+0.00084358i,-0.00035638-0.00021009i
0.00028009-8.6999e-05i,0.00029467+0.0001841i,0.00045879+0.00074053i,0.00024604+0.00046537i,-0.00024341+0.00018326i,0.00090802-0.00053343i,0.0021956-0.00065409i,0.0016871-0.00097504i,0.00063435-0.0012958i,0.00048578-0.00053424i,-9.9761e-05-0.0001486i,-0.00032836+9.6093e-05i,0.00047355+0.00046702i,0.0010887-0.00012731i,0.00049302-0.00021638i,-0.00074336+0.0007549i,-0.0007093+0.00024202i,-6.1898e-05-0.0010557i,0.00022917-0.0012536i,0.00051016-0.001436i,0.00055171-0.0010117i,0.00027021-0.0005933i,-0.00011809-0.00027665i
0.002319+0.0010106i,0.0018986+0.0010339i,0.0032697+0.0007297i,0.0036122+0.00086299i,0.00243+9.7922e-05i,0.0012197-0.00051919i,0.0005334-0.00038869i,9.6341e-05-0.000271i,-0.00034156-1.6295e-05i,-0.00079792+7.7289e-05i,-0.00057806+0.00023215i,-0.00010649+0.00053565i,-0.00032485+0.00079443i,-0.00057053+0.00031837i,-1.4398e-05+0.00013327i,0.00072025+0.00018723i,0.00044783+0.00053612i,0.00027219+0.00063791i,-6.9809e-05-0.00020632i,-6.1924e-06-0.00033363i,0.0005548+0.00054882i,-8.4353e-05+0.00088181i,-0.00062325+8.86e-05i
0.00019757+0.00095532i,0.0011269+0.00050627i,0.0013105+0.00069309i,0.00013458-0.00022762i,-0.00040357-0.0011466i,0.00082431-0.00064667i,0.0011444-0.0010863i,0.00074913-0.0016557i,0.00046824-0.0011097i,0.00049935-0.00036622i,9.4772e-05-0.00018149i,-0.00018992-0.00072565i,-0.00021826-0.00038036i,-0.00023211-0.00047356i,0.00014686-0.00059965i,0.00011526-0.00017978i,0.00039872+0.00021492i,0.00016628+0.0011494i,-0.0003939+0.00034858i,-0.00024254-0.0006075i,-0.00019218-3.2623e-05i,1.268e-05-0.00017341i,0.00022629-0.0012013i
0.00086001+0.00052456i,0.0011349+0.00068958i,0.0023103+0.00093298i,0.0025246-0.00030905i,0.0012445-0.001826i,0.00098979-0.0022964i,0.0017828-0.002603i,0.0017902-0.002364i,0.00061722-0.0016618i,-0.00043935-0.00074125i,-0.0012708-0.00018629i,-0.0011561-0.00019747i,8.4653e-05-0.0004208i,0.0002051-0.00064617i,-7.5506e-05+0.00013349i,5.3227e-05+0.0012584i,0.00046159+0.0013525i,0.00023516-0.00017118i,9.4995e-05-0.0010931i,-9.2949e-07-0.00053939i,0.0002809-0.00012773i,0.00047091-0.00044939i,-0.00026828+0.0006806i
0.00083586+0.00063436i,0.00046243+0.0014497i,0.0016621+0.00064146i,0.0022727+0.00045477i,0.0019943+0.00032265i,0.0015933+0.00022849i,0.0018079-1.7071e-05i,0.0015181-0.00029679i,0.00031375-0.0003276i,0.00022245+8.5488e-05i,0.00029379+0.00028148i,3.5908e-05-0.000395i,0.0007258-0.00013157i,0.00052492+0.00039929i,-5.2088e-05+0.00013229i,0.00027604-5.0716e-05i,0.00089165+0.00017364i,0.0005658+0.00033368i,0.00070457+0.00016067i,0.00090819-3.2226e-05i,0.00019238-0.00020347i,-0.0005429-0.00042119i,-0.00072189-0.00056697i
-0.0013776+0.0015331i,-0.00046187+0.001465i,0.00084662+0.0017246i,0.0012591+0.0012873i,0.00056476+0.00015672i,0.00011699-0.00090173i,-0.00020427-0.0013766i,-4.3486e-05-0.0013235i,-9.773e-06-0.0012696i,-0.00061793-0.0012458i,-0.00077184-0.0008197i,-0.00091501-0.0004498i,-0.00067234-0.00024171i,-6.5967e-05-0.00021206i,0.00019099+0.00029213i,0.00042258+0.00027559i,-0.00020409-0.00023882i,-0.00042765-0.0002565i,0.00032855-0.00034831i,0.00014016-0.00038633i,0.00011248-0.00021523i,0.00026392-0.00072053i,0.00041359-0.0015376i
-0.00077084-0.00033552i,0.00023788-0.00070833i,0.00084282+0.0001464i,0.0014915+0.00044366i,0.0022877-0.00067777i,0.001955-0.0014668i,0.0012874-0.0021761i,0.00099563-0.0022009i,0.00030437-0.00045286i,-0.00018921-6.3641e-05i,9.4548e-05-0.0010313i,0.00025567-0.00087345i,-0.00018289-0.00078946i,-0.0003003-0.00028554i,-4.7121e-05-0.00067096i,-0.0003416-0.00083004i,-0.0011266-0.00042389i,-0.00084135-0.00067654i,-9.017e-05-0.00062328i,0.00088269-0.00016853i,0.0013308+8.4239e-05i,0.0011761-0.0004307i,0.00027657-0.00091452i
-8.6883e-05+0.00027159i,0.00065319+0.001113i,0.00079032+0.0013108i,0.0016471+4.4636e-06i,0.0021427-0.00052666i,0.0020636-0.001096i,0.0014096-0.00091221i,0.0011363-0.0005207i,0.00082659-0.0010406i,-9.5234e-05-0.00064139i,-0.00061849+0.00022649i,-0.00075392+0.00024371i,-0.0004445+0.00019701i,0.00016854+0.00025951i,0.00050213+0.00018705i,0.00082583+3.2521e-05i,0.00097902-0.00021631i,0.00099092-0.00050413i,0.00055152-0.00033091i,-0.00026003+0.00015925i,-0.00088462+0.00031898i,-0.0011957+0.00015245i,-0.00092538+6.3823e-05i
0.00022202-0.0014283i,0.00069562-0.00030579i,0.00017402-0.0009117i,-0.00073806-0.001508i,-0.00019205-0.0015869i,0.00073533-0.0013163i,0.00059021-0.00053989i,0.00037011-0.0012674i,-0.00054122-0.0019035i,-0.0016141-0.0013611i,-0.0016906-0.00038954i,-0.00074588+4.0671e-05i,3.8012e-05-4.6661e-05i,-0.00013129-0.00013208i,-0.00036128+0.00013675i,-2.44e-05+0.00070738i,0.00023847+0.00089002i,0.00055716+0.00035529i,0.0001365-0.00041952i,0.00011666-0.0012186i,0.00016935-0.001046i,-0.00042412-0.00062624i,-0.00033376-0.00020478i
