-0.00010872-0.00047942i,-0.00043961-0.00013004i,-0.00016997-0.00070833i,0.0010247-0.0023195i,0.00038239-0.0019838i,-0.00021823-0.00063709i,-0.0013811-0.00047446i,-0.0017814+0.00086809i,-0.00067018+0.0019247i,6.8588e-05+0.00081985i,0.00052053-0.00040769i,0.00094243-0.0001759i,0.00084564+0.00032415i,0.00043296+0.00023437i,-0.00014295-0.00025538i,-0.00091313-0.0009892i,-0.0010705-0.00077295i,0.0001334-0.00021646i,0.00038117+3.7991e-05i,-0.00036319-0.00024048i,-0.00011934-0.00061648i,0.00014433-0.00024457i,0.00036044+0.00020542i
0.00032119+0.00024695i,0.0004067+0.00035491i,0.00029427+0.00050836i,0.00077285+0.00034215i,0.0010743-0.00070955i,0.00045329-0.0010592i,-6.5192e-05-0.00080661i,-0.0002305-0.00068943i,-0.00070942+7.5109e-05i,-9.9574e-05+7.5636e-05i,0.00069285+0.00050481i,0.00047533+0.00072967i,0.00057754-9.5743e-07i,-1.7549e-07-0.00024827i,-0.00045033+0.00010438i,9.7676e-05-0.00018582i,0.00071549-0.00068654i,0.00099228-0.00056041i,0.0010662-0.0004389i,0.00088035-0.00041543i,0.00073287-0.00029469i,0.00012565-0.00048986i,0.00021166-0.00018196i
-0.00031335+0.00033098i,0.00024934-5.6704e-05i,0.00095786-0.0004085i,0.0012523-0.0011339i,0.0005525-0.001424i,0.00059831-0.0010777i,0.00032097-0.00048552i,-0.00064387-0.00018652i,-0.00040325-0.00012089i,0.00011383+8.9328e-06i,0.00042422+4.639e-05i,0.00024842-9.5614e-05i,-0.00010715-0.00032777i,4.5392e-05-0.00053314i,0.00047643-0.00025064i,0.00065244+0.00012547i,0.00066965+0.00038836i,3.5308e-07+0.00010995i,-0.00045598-0.00091807i,0.0004228-0.00095265i,0.00085276-0.0002724i,0.00041023-0.00031752i,0.00051703-0.00018242i
0.00011643+0.00041957i,5.7057e-06-6.1718e-05i,0.00059959-0.00075689i,0.0012382-0.001629i,0.0016138-0.0015492i,0.00080839-0.00058295i,0.00044852+0.0001404i,0.00037945-0.00014053i,0.00050836-0.00064685i,0.00041934-0.00037957i,0.00030016+8.0535e-06i,0.00024781+0.00022071i,-0.00042465+0.00011759i,-0.00018743-0.00010427i,0.00040386-9.0866e-05i,0.00012887+6.7551e-05i,-0.0001903-3.0631e-05i,-3.8094e-05+0.00011447i,-0.00011007+0.00086891i,-0.00043904+0.00088582i,0.00011882+7.4538e-05i,0.00038005+0.00039401i,-0.00018444+0.00062919i
-0.00029183-0.0020182i,-0.00059838-0.0017272i,-0.00097067-0.0024168i,-0.0014418-0.0027929i,-0.0018744-0.0022002i,-0.0012559-0.0016558i,-0.00021821-0.0015608i,-0.00030906-0.0014027i,-0.00094304-0.00073148i,-0.0013451-0.00028838i,-0.000694+0.00044993i,0.00016034+0.00058136i,0.00029177-0.00043557i,0.00031381-0.0011235i,-3.7678e-05-0.000853i,-0.00076983-0.00066736i,-0.00099051-9.945e-05i,-0.00099407+0.00086668i,-0.00063709+0.00085789i,-0.00052996+0.00021594i,-0.00039739-0.00020237i,-0.0001603-0.00029482i,-0.00015358-0.00019754i
-0.00066956+0.00027381i,-0.00049264-0.00029229i,0.0001712-0.00037177i,-7.7748e-05-0.0011272i,-0.00020996-0.0010225i,-0.0003887-0.00020967i,0.00013318-0.00057471i,0.0004955-0.00068454i,-0.00025925-0.00024098i,-0.00076828-1.4251e-05i,-0.00064783+0.00033735i,0.00052286+0.00013969i,0.0014667+0.00021233i,0.00078781+0.00011602i,0.00032057+1.7169e-05i,0.0010268-9.0293e-05i,0.0012463+0.0001798i,0.00068941+0.0011682i,1.9827e-05+0.0016669i,-0.00056754+0.00094219i,-0.00043403-0.00032037i,-0.00013783-0.00075258i,-0.00023281-0.00013682i
-0.00078052+0.00040755i,-0.00042154-0.0011564i,0.0010116-0.0011365i,0.0017157-0.0015417i,0.0022757-0.0027287i,0.0011838-0.0022445i,-0.00039221-0.00086881i,-0.00035207+0.00025818i,0.00017718+0.00010402i,0.00059503-0.00040526i,0.00047465-0.0005308i,0.00062615+0.00034939i,0.00062392+0.0011448i,-5.0862e-05+0.00082328i,-0.00038923+0.00034044i,-0.0004973-0.00018256i,-0.00084778-0.00010594i,-0.00035363+0.000734i,3.1982e-05+0.00069581i,-0.0001283+8.1027e-05i,8.1233e-05+0.00016228i,-0.00011535+0.00067998i,-0.00015778+0.00057628i
-0.0003449-0.0008663i,-0.00076836-0.0001747i,-0.00060271+0.00020073i,-0.00037884-0.00013527i,-0.00020604-0.00015653i,0.00027709-0.00035186i,0.00048646-0.00035152i,0.00031753+0.00017709i,-0.00010498+0.0010153i,-6.1838e-05+0.0010771i,0.00072987+0.00046683i,0.00056882+0.00014147i,-0.00078237-0.0002871i,-0.00098245-0.00071644i,0.00017677-0.00059727i,0.00073713-0.00039734i,-5.9093e-05-0.00045028i,0.0002202-0.00018226i,0.0010435+0.00039534i,0.00043042+0.00059267i,0.00012148+0.00072714i,5.7929e-05+0.001091i,-0.00041283+0.0011489i
-1.9506e-05-0.0010731i,0.00031963-0.0012774i,-0.00018086-0.0020201i,-0.00049446-0.0017511i,-0.00064416-0.0013443i,-4.4259e-05+2.2341e-05i,-0.00067239+0.0012063i,-0.0011407+0.00056177i,6.7775e-05-0.00052872i,0.00036069-0.00038796i,-0.00016253+0.00054237i,-0.00010452+5.6248e-05i,-5.9254e-05-0.00062522i,-0.00027063-0.00073872i,-0.00010356-0.00081317i,0.00023187-0.0012273i,-0.00019984-0.00039372i,-0.00080014-2.9972e-05i,-0.00017493-0.0001821i,6.4371e-05-9.0891e-05i,-0.00068112-0.00029102i,-0.00061697+9.8314e-05i,-0.00037566+2.1444e-05i
-0.0003039-0.0015931i,-0.00018081-0.001747i,-0.00034303-0.0005852i,-0.00037958+0.00016885i,0.00054359+0.00061848i,0.0008803+0.00052631i,0.00022982-8.7807e-05i,0.0001022-1.5612e-05i,-0.00044325+0.00031441i,-0.00060195+5.3988e-05i,0.00043835-0.00018631i,0.00098045+2.1313e-05i,0.00076225+0.00022149i,0.00078515-0.00010209i,0.00084179-0.00028174i,0.0011535+0.00020439i,0.0011717-6.4579e-05i,0.00083879-0.00018006i,-0.00048773+0.00031548i,-0.00096916+0.000262i,0.00037919+0.00018064i,0.00057105+0.00033029i,0.00030709+0.00083059i
0.0017106+0.00048479i,0.0016717-0.00089627i,0.0020732-0.0028626i,0.0011263-0.0037398i,0.00028411-0.0034863i,-0.00062602-0.0028464i,-0.0015025-0.0014509i,-0.0011712-0.00048928i,-0.00011468-0.000824i,0.00013035-0.00079978i,0.00039981-0.00041831i,0.00019689-0.0002648i,-0.00030944-0.00014472i,-0.00021865+0.00028598i,-0.00046501+0.00061196i,-0.00039831+0.000223i,-9.3693e-05-7.0925e-05i,-0.00043317-0.00060302i,-0.00032129-0.00048749i,-2.7452e-05-0.00036385i,-6.6796e-05+1.9895e-05i,-9.9911e-06+0.00065884i,2.1834e-05+0.00061421i
-0.0007618-0.0014981i,-0.00036657-0.00076873i,0.00014941+0.00087697i,-0.00055519+0.0014423i,-0.00069216+0.00080777i,8.161e-05-7.4944e-05i,0.00025803-0.0007239i,0.00019947-0.00055647i,0.00020796-0.0002724i,-0.00015417+0.00034143i,-0.00011356+0.00068032i,0.00079649+0.00066966i,0.00030704+0.00057612i,-0.00054543+9.5667e-05i,-0.00087956-0.00036769i,-0.00070892-0.00049061i,-0.00023128-0.00023886i,-0.00020665+0.00018155i,-4.0745e-06+0.00031366i,0.00058798+0.00024774i,0.00059575+0.00047261i,9.2077e-06+0.0003523i,0.00044405-0.00021901i
0.00038717-0.0022007i,0.0009802-0.0019444i,0.00013197-0.0016317i,3.3276e-05-0.0026946i,0.00081905-0.0025591i,-0.00025095-0.0011884i,-0.00059417-0.00036875i,-0.00027524-0.00029591i,-2.4042e-05+0.00023653i,-0.00056169+0.0010448i,-0.00097612+0.00030588i,-0.00063116-0.00097267i,6.6283e-05-0.0011114i,0.00032484-0.00084083i,-9.4683e-05-0.0012145i,-0.00027443-0.0014544i,-0.00047311-0.0011304i,-0.00064336-0.00017971i,-0.00072763+0.00036167i,-0.00062466-0.00063837i,-0.00030216-0.0013628i,0.00016103-0.00086932i,0.00056743-0.00058236i
-0.00098169-0.0011171i,-0.0014028+0.00038722i,-0.0019629+0.00061905i,-0.0010614+0.00053767i,0.00059565+0.0010352i,0.0024576+0.00081989i,0.0019686+0.00010251i,0.00028816-0.00045803i,-0.00097833-0.00064135i,-0.0012305-1.4993e-05i,-0.000757-0.00021745i,0.0003145-0.00063356i,0.0011837-0.00059551i,0.0011383-0.00087263i,0.00026805-0.00075989i,-0.00065555+0.00018894i,-0.00084444+0.0007285i,-0.00095492+0.00053871i,4.4989e-06+0.00032004i,0.0010139+0.0005852i,0.00069118+0.0015056i,0.00017519+0.00076684i,0.00069188-0.00042806i
-0.00068022-0.0018506i,-0.00086022-0.0016637i,-0.0012926-0.0011566i,-0.0015474-0.00045346i,-0.00091309+4.8715e-06i,-0.00015865+0.00013962i,0.00038799-0.00050096i,-0.00013908-0.0010875i,-0.0012617-0.00073494i,-0.0018251-0.00038519i,-0.0011605-0.00073446i,-0.00016686-0.00097137i,0.00051319-0.00051326i,0.00033831-8.77e-05i,0.00023426+0.00018944i,8.1762e-05+0.00047579i,-0.00058947+0.00048959i,-0.00054687+0.00055553i,-3.8241e-05+0.00049803i,0.00019507-9.7621e-05i,-0.00045278-0.0004474i,-0.00071897-0.00043585i,-0.0010161+0.00023583i
0.00042104+0.0012183i,0.0014448-6.7695e-06i,0.0021996-0.00087528i,0.0024458-0.00113i,0.0022777-0.0014857i,0.0010844-0.001178i,-0.00022836-0.0004952i,-0.00044851-0.00013449i,-0.00033129+0.00047432i,-0.00012242+0.00031826i,0.00079695+0.00037737i,0.001028+0.00052069i,0.00057356+0.00026864i,0.00028056-2.3087e-05i,-0.00041764-8.1949e-05i,-0.0010349+0.00027194i,-0.00022343-8.5383e-05i,0.00083291-0.00028017i,0.00090397-4.3395e-05i,0.00077377-0.00046584i,0.00048911-0.00047371i,-0.00042632+0.00071295i,-0.00085471+0.0010524i
-0.00043906+0.00047634i,-0.00031936-0.00028795i,-0.00031463-0.00012182i,-0.00068307+1.1586e-05i,-0.00029222-0.00057786i,0.00082621-0.0012371i,0.00080181-0.0007181i,-1.6897e-05+0.00036519i,0.00028493+0.00034098i,0.00064489+0.00061042i,0.00026685+0.00067218i,-0.00025288-9.7484e-05i,-0.00056951-0.00038886i,-0.00025387+0.00043697i,0.00047581+0.00050582i,-0.00030098+0.00024985i,-0.0011486+0.00058417i,-0.00038945-9.0416e-05i,-6.2991e-06-0.00028483i,-0.00012688-0.00035183i,6.1814e-05-0.00072543i,0.00040186-0.00051498i,0.00067205-2.6278e-05i
0.00088687+0.0001429i,0.00063447+0.00017512i,0.0016854-0.00050921i,0.0018807-0.00092252i,0.00086995-0.00054042i,-0.00018375-0.00017267i,-0.00047698+0.0001213i,0.00018424+0.00072779i,0.00075251+0.0010278i,8.2857e-05+0.00026313i,-0.00075038-6.7444e-05i,-0.00060441+0.00043576i,-0.00047308+0.00036011i,-0.00058221+0.0002271i,-0.00047147+1.7253e-05i,-0.00041874-0.00015868i,-0.00025745-2.903e-05i,-0.0003104+0.00010175i,6.2992e-06+0.00028545i,0.00042564+0.00045993i,0.00036058-0.00039947i,-0.00027763-0.00099339i,-0.0009312-0.00038669i
-4.6456e-06+0.0010464i,-0.00041265+0.00056959i,-0.00054798+0.0001462i,-8.9928e-05-7.7829e-05i,0.0001893+1.7455e-05i,8.5185e-05+0.0003284i,-0.00011993-0.00050149i,8.0852e-05-0.0015956i,0.00059573-0.0016306i,0.0011472-0.00092654i,0.00091639-0.00030941i,0.00039113-0.00029399i,0.00028969+0.00022017i,0.00027586+0.00026103i,-4.445e-06-0.00060786i,-0.00041598-0.0004652i,-0.00094002-0.0002327i,-0.00098533-6.8647e-05i,0.0003556+5.1409e-05i,0.00088718-0.00019605i,4.1679e-05-0.00052642i,-0.00049371-0.00067413i,-0.0004336-0.00021588i
0.0002848-5.7289e-05i,0.00089333+0.00097449i,0.0018235+0.00096379i,0.00262-0.00065379i,0.0025194-0.0024482i,0.0022676-0.0018644i,0.0015506-0.00076287i,0.00049381-0.00049634i,0.00046786+6.3325e-05i,0.00044205-0.00049222i,0.000136-0.00057732i,0.00028691-0.00034857i,-1.6802e-05-0.00069968i,-0.00037838+8.1763e-05i,-0.00012019+0.00024008i,-0.00064602-0.00018729i,-0.0010626-5.9604e-06i,-0.00047875+0.00042274i,-0.00065513+0.00056806i,-0.00076531+0.00040466i,0.00012374+0.00096989i,0.00073937+0.00077694i,0.00084304+0.00015565i
0.00047718-0.0018979i,0.00071276-0.0016307i,0.00011538-0.0011131i,-0.0018548-0.0014568i,-0.0029475-0.0013992i,-0.0020503-0.000713i,-0.00060357-0.00018696i,-0.00064681-8.1771e-05i,-0.00052229-0.0007541i,0.00013824-0.00076765i,0.00027852-0.00041452i,0.00020389+3.4744e-05i,-2.1231e-05+0.00098959i,0.0002449+0.001471i,0.00038548+0.00050718i,0.0002689-0.00014049i,-0.00015043+4.7659e-05i,-0.00101-0.00011941i,-0.00097328-0.00016798i,-0.00069218-8.0396e-05i,4.1896e-05-0.00021131i,0.0010017-0.00022822i,0.00080965+3.6325e-05i
0.00082945-0.00017192i,0.0015768+0.00019349i,0.0017397+0.00084862i,0.0022372-0.00015272i,0.0023214+0.00014163i,0.0014426+0.00056381i,0.00018806-0.0006457i,-0.00082864-0.0010551i,-0.00084811-0.00071193i,-0.00038111-7.6976e-05i,-3.5803e-05+0.00032159i,0.00022541-5.7895e-05i,-0.00038371+0.00012048i,-0.00081624+3.149e-05i,-0.00030716-0.00047021i,3.4667e-05-0.0012543i,0.00060326-0.0010457i,0.00046863+6.4074e-05i,-5.0954e-05-0.00019137i,-0.00019467-0.00048122i,0.00046826-0.0003071i,0.00020537+0.00036324i,9.9162e-05+0.0009147i
0.0012515+0.0014535i,0.00080716+0.00040436i,7.8952e-05-0.00041177i,0.00028664-0.0012699i,0.00070554-0.0023337i,0.00078754-0.0019095i,5.4377e-05-0.00076381i,4.247e-05-0.00030315i,0.00070494-0.0005432i,0.00021878-0.00070793i,-0.00055697-0.0008591i,-0.0010329-0.00076014i,-0.0012771-0.00028594i,-0.00093905+0.00020825i,-3.911e-05+0.00094534i,0.00043239+0.00080245i,0.00027796-0.00053616i,0.00016357-0.00098668i,0.000166-0.00026008i,0.00064722+0.00066612i,0.00093908+0.00099669i,0.00083872+0.00093695i,7.6757e-05+0.0009554i
0.0008436-0.0012568i,-0.00024637-0.0010383i,-0.0006575-0.00060942i,-0.00068742-0.00031284i,-0.00097193-0.00068204i,-0.0011423-0.00038656i,-0.00046522+2.5311e-05i,-0.0007168-5.5419e-05i,-0.00076435+0.00025537i,0.00077379+0.00029623i,0.0012886+0.00027367i,0.00093315+0.00080814i,-5.2843e-05-0.00018757i,0.00028609-0.0015653i,0.00054388-0.0016126i,0.00020608-0.00052848i,-0.00045679+1.7276e-05i,-0.00048073-0.00045867i,0.00038384-0.00034291i,0.00066446-0.00068034i,0.00045233-0.00081097i,0.00031158-0.00070603i,0.00072034-0.00033939i
-0.00074688+0.0015927i,-0.00016573+0.00064701i,0.00076833-0.00011533i,0.0015545-0.00071814i,0.00174-0.00090699i,0.00064874-0.00055208i,-0.00060366-0.00070033i,-0.00053718-0.0015187i,2.2e-05-0.00076343i,0.0006744+0.00037136i,0.00094889+0.00056467i,0.00069962+0.00078655i,9.283e-05+0.00067265i,-0.0007852-0.00050897i,-0.0006262-0.00086716i,-0.00058341-0.00038156i,-0.00049506-0.00030513i,0.0006884+0.00026846i,0.00099766+0.00028446i,0.00041851+0.00015975i,-0.00068054+0.00068495i,-0.0015795+0.00058494i,-0.00092271+9.8283e-05i
-0.00020378+0.00011338i,0.00022805+0.00038942i,-0.00028963+3.2935e-05i,-0.00013996-0.00090808i,0.0004986-0.0010514i,0.00035999-0.0011885i,0.00050278-0.0011009i,0.00079384+0.00018977i,0.0005042+0.00099875i,0.00049402+0.00056294i,0.00048953+0.00025583i,-0.00043158-0.00035868i,-0.00097334-0.00064368i,-0.00041094-0.00045142i,2.058e-05-0.00012598i,6.1296e-05-0.00017633i,0.00026608-0.00035823i,0.00061449+0.0002544i,0.00022199+0.00022801i,-0.00059919-0.00029953i,-0.00046944-0.00049039i,0.00026919-0.00072833i,0.00032473-0.00045422i
-0.00059984-0.00021383i,-0.00099023+9.7134e-05i,-0.0012974+0.00012285i,-0.00091395+0.00044682i,0.00032643+0.0010736i,-0.00015619+0.0013302i,-0.00091605+0.00068561i,-0.00042146+0.00013454i,-0.00028725-6.8799e-05i,-0.0002438+4.4768e-05i,-2.7923e-05+0.00039831i,-0.00011719+0.00052781i,-0.00056543-5.663e-05i,-0.000355-0.00032512i,4.1408e-05-0.00029199i,-0.00047849+0.00010962i,-0.0010053+6.4713e-05i,-0.00079327+0.00010472i,6.8889e-05+0.00051816i,0.0011243+0.00050482i,0.00081338+0.00013451i,0.00016367+0.00020254i,4.5565e-05+0.00033903i
-0.00038225+0.001072i,0.00026818+0.0021287i,0.00030039+0.0018164i,0.00096415+0.00026044i,0.0012094-0.00085196i,0.00089667-0.0011335i,0.0013816-0.00062725i,0.00097689-4.6274e-05i,0.00061562+0.00013469i,0.0012726+4.8244e-05i,0.001145+0.00047255i,0.0004647+0.00021468i,-0.00049134-0.00050629i,-0.0011251-0.00067305i,-0.00037717-0.00083218i,-3.4549e-05-0.00058591i,0.00011326-8.9358e-05i,0.00061517+0.00056019i,-3.8118e-05+0.00084811i,-0.00075258+0.00040471i,-0.00058601-0.00029136i,-0.0010441-5.7257e-05i,-0.00067443+0.00056939i
3.5139e-05-0.00017892i,0.00041214+0.00026071i,0.00039869-0.00074943i,0.00055251-0.0021617i,0.00077258-0.0024722i,0.00052966-0.0018119i,-3.3718e-05-0.0007699i,-0.00025825-0.00046542i,0.00025324-0.00010275i,0.00023214+0.00047355i,0.00012614-0.000159i,0.00029904-0.0015045i,7.304e-05-0.00081841i,-0.0003621+0.00061207i,-0.00068667+0.00081876i,-0.00027215+0.00082382i,0.00010754+0.00099534i,0.00014592+0.00092695i,0.00037589+0.0010624i,3.2823e-05+0.0010585i,0.00010993+0.00069905i,0.00076751+0.00083392i,6.6296e-05+0.0010059i
-0.0011639-0.00058341i,-7.9393e-05+0.00070748i,0.00053103+0.00083978i,0.00040045+0.00017059i,0.00040566+0.0006275i,0.00017165+0.00027147i,-0.00045358-0.00061106i,-0.0011361+0.00019076i,-0.0014555+0.00080118i,-0.00041481+0.00087769i,-1.9678e-05+0.00051646i,-0.0004416-1.2369e-05i,0.00017523-5.5645e-05i,0.00065979-0.00010933i,0.00022135+0.0005192i,-0.00098132+0.00053331i,-0.0016456-6.3679e-05i,-0.0012982-0.00035787i,-0.00039884-0.00052798i,6.3952e-05-0.00064407i,0.0002376-0.00033269i,0.00012608+0.00043635i,-0.00032634-2.5532e-05i
-0.00072533+0.00013993i,0.000175+0.00028159i,0.00051312+0.0017917i,0.00054472+0.0019707i,0.0012277+0.00057594i,0.0015359-0.00033494i,1.961e-05-0.0004735i,-0.0013328+5.203e-05i,-0.0012463+0.00073115i,-0.00029329+0.00045804i,0.0002861+8.7123e-05i,0.00048564-0.00015196i,9.1649e-06-0.00059071i,-0.00031152-0.00063391i,-0.00027098-0.00044337i,-0.00074089-0.00059735i,-0.00069959-0.00089519i,-0.00017415-0.0013948i,0.00032565-0.00067751i,0.00050078+0.00026597i,0.00031146+0.00040397i,0.00057085+0.00017739i,0.00053738-0.00023766i
0.00048247+0.00087645i,0.00091144+0.00074674i,0.0012678+0.00044117i,0.0019542-0.00071958i,0.0020048-0.0015656i,0.0010047-0.001164i,-0.00043031-0.0017092i,-2.8563e-05-0.0021559i,0.0010614-0.0011948i,0.00094165-0.00037649i,0.0001153-0.0004369i,-0.0001932-0.00033095i,0.00024751-0.00028294i,0.00067669-0.00034403i,-0.00058683+0.00035309i,-0.0019094+0.00022971i,-0.0013789+0.0001017i,-0.00067739+0.00064768i,-2.6327e-05+0.000453i,0.00037337-0.00067491i,0.00053734-0.00099528i,0.00066894-0.0008435i,0.00057905-0.00027046i
8.4402e-05+0.00062922i,0.0010651-4.6118e-05i,0.0018274-0.00033686i,0.0013865-0.00098443i,0.00064909-0.0008175i,0.00072021-0.00021378i,0.00046365+5.0795e-05i,9.1774e-05+4.2092e-05i,0.00022395+0.00013543i,0.00050722+0.00078141i,0.00048146+0.0010066i,-6.1636e-05+0.00063213i,-0.00072681+4.6664e-05i,-0.00029179-0.00038274i,0.00039003+3.4749e-05i,0.00021985+0.00016004i,-1.0206e-05-0.0004656i,0.00037773-0.00075999i,0.00052047-0.00093003i,0.00097621-0.0004495i,0.00081343+0.00021593i,0.00023879-0.00018704i,-0.00035343-0.00043571i
0.00086597+0.00011569i,0.0014735-0.0011561i,0.0028152-0.001913i,0.0020693-0.0017247i,0.00036533-0.0019493i,-0.00020304-0.002126i,-0.00033393-0.0013603i,-0.00018969-0.00029621i,0.00033871-4.1952e-05i,0.00038779-0.00017223i,-5.2584e-05-7.7028e-05i,-0.00059151-0.00034395i,-0.00012044-0.00020025i,0.00032437+0.00012328i,7.8756e-05+0.00050875i,0.00014144+0.0010982i,0.0004188+0.00079465i,0.0010377+0.00026344i,0.00063004+0.00051104i,-0.00020161+0.00030991i,1.0496e-05+1.2364e-05i,-9.5292e-05-0.00022459i,-0.00065586-0.0002611i
0.00038524-0.00035082i,-0.00038465-0.0013639i,0.00011237-0.00096611i,0.00022334-0.0012385i,-0.0003484-0.0016198i,-0.00071209-0.00047874i,-0.00069123-0.00040017i,-0.00053434-0.00047223i,-0.00032596+0.00011876i,-0.0001379+0.00036007i,-0.00030162+0.00083412i,-0.00052398+0.00057412i,-0.00037936-0.00032862i,2.7222e-05-0.00042729i,8.3632e-06-0.00011996i,0.0005697+0.00037271i,0.0011875+9.9356e-06i,3.1347e-06-0.0010199i,-0.00031362-0.00056746i,0.00031783+7.3696e-05i,0.00017576+0.00054096i,-0.00048473+0.00067975i,1.3529e-06+0.0005058i
-0.00029896+0.00093225i,0.00025452+0.0017105i,0.00091378+0.0010978i,-0.00019649+0.00024883i,-0.00031621-0.00049345i,0.00053138-0.0010698i,0.000208-0.0012886i,0.00024197-0.0012723i,0.00080668-0.00071461i,0.0010124-0.00032377i,0.0011239-5.2931e-05i,0.0003865+0.00018719i,0.00028153+0.00023927i,0.00017901-0.0001502i,-0.00036003-0.00032671i,-0.00034169+6.2719e-05i,-9.2996e-05-6.1925e-06i,-0.00017227+4.7077e-05i,-0.00065291+0.00029028i,-0.00056703+0.00073245i,1.0097e-05+0.00057905i,0.00033098-0.00011858i,0.00096107+0.00054236i
0.00049427-0.00043717i,0.00010297-0.00061764i,0.0002032-0.00021592i,0.0008715-0.0011318i,0.00084184-0.0017924i,0.00050682-0.0011853i,0.00069464-0.0011199i,-1.2997e-05-0.0017559i,-0.00043408-0.0013112i,0.00092983-0.00029831i,0.0015221+2.7883e-05i,0.00072185-0.00043286i,9.737e-06-0.00012589i,-0.00052975-0.00025366i,-0.00075568-0.00014461i,-0.0013543+0.00024673i,-0.0013035+0.0001541i,-0.00058181+6.5065e-05i,-0.0002535+0.00079109i,-4.7179e-05+0.001232i,9.1873e-05+0.0014158i,-0.00030078+0.0013714i,-0.00010366+0.00063618i
-0.00090232-0.00028123i,6.1118e-05-0.00048649i,0.00098518+0.00057926i,0.0014693+0.00072647i,0.0011842+0.00056541i,0.00036652-0.00029871i,0.00049074-0.00087364i,0.00037042-0.00070364i,-0.00025151-0.00035849i,-0.00068135-0.0003536i,-0.00043807-0.00093755i,-0.0001813-0.00073363i,0.00015237-0.00051341i,0.00042203-0.00063214i,9.5933e-05-0.00017739i,-0.00045188+0.00049515i,-0.00029846+0.00071366i,-7.5501e-05+0.00062137i,0.00039694+0.00036092i,0.00043634-0.00016281i,-0.00040511+2.4566e-05i,-0.0007793+0.00013831i,-0.00030668+0.00032563i
-0.00010098+0.00049316i,-0.00012375+0.00014349i,-0.00033185+0.00016059i,-0.00070002-0.00048235i,-1.1734e-05-0.00092146i,0.00043908-0.0014968i,-0.00018463-0.0013943i,-0.00042107-0.00073143i,-0.00029672-3.7648e-05i,6.0427e-05-0.00024051i,0.000869-0.00098387i,0.0010668-0.00039023i,0.00059784+0.00027484i,1.2771e-05-0.00021932i,0.00034623-0.00021052i,0.00029321+0.0004857i,-2.2523e-05+0.00060798i,-5.8078e-05+6.5908e-05i,0.00017407+0.00033345i,0.00049973+0.00089583i,0.00050735+0.00098319i,0.00048567+0.00072973i,0.00057761+0.00081563i
0.001106+0.0010731i,0.0017118+0.00035272i,0.0019983-0.0001773i,0.0024503-0.00092749i,0.0015522-0.0017194i,0.00036205-0.0017194i,9.7636e-05-0.0017357i,0.0003611-0.001847i,0.00049829-0.0010089i,0.00039748-0.00060151i,0.00028001-0.00056277i,5.7387e-05-0.00010426i,-0.00070379+0.00082025i,-0.00091168+0.0012262i,-0.0011992+0.00063437i,-0.00064049+0.00030022i,0.00012603-0.00010743i,0.00029699-1.1622e-05i,-0.00021466+0.0003541i,-7.038e-05-9.2038e-05i,0.00017501+0.00014932i,-0.00018052-5.4739e-05i,-3.2325e-05-0.00048544i
-0.00091742+0.00056885i,-0.00061456-0.00012381i,0.00052188-0.0010721i,0.0017551-0.00054497i,0.0021711+0.00014669i,0.0017572+5.406e-05i,0.00076597+0.00010126i,-5.9511e-05-0.00026956i,-0.00049892-0.0001131i,-0.0002391+0.00060603i,-0.00028215+0.00040037i,-0.00028856-0.00032937i,-0.00043234-0.00037938i,-0.00081095-0.00015072i,-0.00037756+8.9379e-05i,-6.1767e-06+0.00058897i,0.00015189+0.00095234i,0.00068901+0.0010762i,0.00039109+0.00050341i,0.00016558-8.2506e-05i,0.0006853-0.00027796i,0.00072358+0.00014662i,0.00045666+0.00023966i
0.00084728+0.00039365i,0.0006722+0.00054444i,3.9681e-05-0.00014616i,0.00014729-0.00074376i,0.0007854-0.00089832i,0.00079273-0.00068406i,5.8626e-05+0.00056611i,-0.00077994+0.00094679i,-0.0011927-2.4824e-05i,-0.00077344-0.00066886i,-0.00026893-0.0005406i,-8.104e-05-0.00022792i,-0.00038802-0.0003365i,-0.00081604-0.00045019i,-0.0008205-0.00037798i,-0.0005744+0.0001828i,-0.00067386+0.00062851i,-0.0015857+0.00064721i,-0.0011931-0.00035423i,-6.575e-05-0.00043665i,0.00039679-0.0003401i,0.00075535-0.0002879i,0.00050336-3.0396e-05i
0.0008675+0.0011404i,0.0014274+0.00036477i,0.0012561+0.00068637i,0.0012966+0.00068295i,0.0020048-0.0017908i,0.0017861-0.0026184i,0.00055638-0.0014053i,0.00010051-0.00065544i,0.0008643+2.9323e-05i,0.00057375+0.0004732i,0.00030797+0.00040019i,-0.00022709-0.00053439i,-0.00094679-0.0006261i,5.7069e-06-4.7949e-05i,0.00049183+0.00062676i,-0.00032716+0.00087553i,-0.0010581+4.706e-05i,-0.0005921-0.00084991i,0.00017366-0.0010265i,3.2414e-05-0.00085692i,-0.00047276-0.00078799i,-0.00021122-0.00055786i,0.00011508-0.00047532i
