0.0018385-0.00030666i,0.0010809-0.0017392i,0.00070999-0.0027689i,-0.00058606-0.0024059i,-0.0016518-0.00085546i,-0.0016093+0.00020609i,-0.00085315+0.00016752i,0.00049648+0.00048767i,0.00053067+9.1818e-05i,-0.00014251-0.00025145i,-7.3719e-05+9.215e-05i,5.097e-05-0.00043178i,-9.9332e-05-0.0012641i,0.00020752-0.00063014i,0.00043968-0.00012813i,-0.00023665-0.00026635i,-0.00061043-0.00076882i,-0.0004226-0.00063913i,-0.00052829+0.0003027i,-0.00057696+0.00059437i,-0.00011266-6.5317e-05i,0.00033823+0.00028974i,0.00034738+0.00075033i
0.0016304+0.037459i,0.015996+0.067244i,0.024558+0.079192i,-0.0028409+0.08911i,-0.065763+0.13329i,-0.10531+0.15286i,-0.097633+0.070106i,-0.10111-0.033311i,-0.112-0.064036i,-0.088839-0.045531i,-0.055396-0.018793i,-0.025603+0.0035288i,-0.0024444+0.0091277i,0.0010175+0.0040847i,-0.0025064+0.004066i,0.0026895+0.0072803i,0.0068831+0.010068i,0.0043486+0.015534i,0.0014562+0.017894i,-0.00083709+0.012279i,-0.00091845+0.0085986i,0.00052447+0.0079873i,-0.0010334+0.0071829i
-0.014501-0.036181i,-0.024399-0.062159i,-0.017681-0.075799i,0.021354-0.10273i,0.057841-0.17508i,0.030769-0.23356i,-0.040553-0.17306i,-0.070921-0.032123i,-0.041661+0.06008i,-0.0065154+0.069657i,0.004001+0.044796i,0.0019047+0.022267i,0.0039674+0.002235i,0.0065199-0.016442i,0.0047675-0.021428i,0.0039313-0.013048i,0.006309-0.0020881i,0.012711+0.0063843i,0.019391+0.011015i,0.020749+0.0056873i,0.010585-0.0064427i,-0.0063553-0.008227i,-0.011658-0.00022151i
0.014444+0.035776i,0.032869+0.052317i,0.043339+0.039117i,0.043714+0.019489i,0.056351+0.049835i,0.077495+0.10912i,0.078265+0.090416i,0.054463+0.0091509i,0.013025-0.030648i,-0.022926-0.020292i,-0.029899+0.0026014i,-0.015673+0.015607i,-0.003479+0.015618i,-0.0049331+0.014518i,-0.010684+0.013881i,-0.013023+0.0072198i,-0.0094274-0.0029828i,-0.0026345-0.0094273i,0.0026173-0.012345i,0.0053737-0.011913i,0.0063648-0.0075721i,0.0095469-0.0035356i,0.014773-0.00017229i
-0.023085-0.026633i,-0.045627-0.043727i,-0.072321-0.052294i,-0.12391-0.072183i,-0.20707-0.11051i,-0.23172-0.11449i,-0.12308-0.060134i,0.031117-0.032824i,0.10763-0.052013i,0.098919-0.051491i,0.059562-0.034785i,0.022285-0.023633i,-0.00076385-0.015802i,-0.0079933-0.015143i,-0.0066512-0.013538i,-0.0024726-0.0050065i,-0.0034372-0.00026407i,-0.011848-0.0030915i,-0.015706-0.0088231i,-0.014308-0.01074i,-0.016408-0.0061036i,-0.017767+0.0017762i,-0.014708+0.0036577i
0.01756+0.02178i,0.037808+0.039479i,0.041332+0.043912i,0.05655+0.046721i,0.12637+0.049979i,0.19514+0.033177i,0.14173-0.0038537i,-0.011736-0.01809i,-0.11433+0.0067977i,-0.10986+0.033333i,-0.05982+0.039912i,-0.016921+0.034716i,0.0099209+0.028079i,0.021681+0.022982i,0.017431+0.018291i,0.0039681+0.013941i,-0.0070412+0.0098243i,-0.015541+0.0054835i,-0.023205+0.0045522i,-0.020372+0.0062084i,-0.0089083+0.0046166i,-0.0012208-0.00078139i,-0.00046064-0.0035945i
-0.023298-0.024671i,-0.041905-0.029316i,-0.039346-0.00097902i,-0.034564+0.066577i,-0.065763+0.1439i,-0.084586+0.16087i,-0.025995+0.095774i,0.042447+0.011046i,0.047632-0.040258i,0.022572-0.055617i,-0.0010846-0.052914i,-0.01981-0.036354i,-0.0224-0.014749i,-0.013787-0.0054401i,-0.0046238-0.0066383i,0.0071255-0.0075303i,0.016822-0.0044453i,0.016467+0.0047541i,0.012392+0.016313i,0.0094098+0.022959i,0.0072568+0.023563i,0.0052601+0.021675i,0.00035764+0.021012i
0.027234+0.019749i,0.054303+0.024477i,0.079716-0.0051828i,0.12407-0.091294i,0.18791-0.21425i,0.19355-0.27184i,0.14176-0.18649i,0.12912-0.038306i,0.13769+0.039926i,0.10369+0.047059i,0.068218+0.03767i,0.056997+0.017419i,0.045541-0.00091111i,0.033515-0.0048464i,0.023405-0.0056307i,0.0099229-0.0071041i,0.0016663-0.01091i,0.0061612-0.014403i,0.017966-0.0098345i,0.025201-0.0034627i,0.020711-0.0022153i,0.0098193-0.0020876i,0.0019678+0.0010992i
-0.028693-0.01533i,-0.045801-0.02548i,-0.0319-0.023795i,-3.7304e-05+0.0017325i,0.0095455+0.067607i,-0.0026427+0.13451i,-0.02621+0.10791i,-0.060562+0.0081204i,-0.083923-0.051249i,-0.081082-0.049894i,-0.073944-0.032031i,-0.066057-0.0098364i,-0.045707+0.0094655i,-0.022216+0.010709i,-0.0093919-0.00023539i,-0.0064393-0.0087451i,-0.0044376-0.014328i,-0.0018885-0.020811i,-0.00097081-0.021928i,0.0014804-0.014538i,0.0069359-0.0085896i,0.011123-0.0085358i,0.012576-0.0098865i
0.028494+0.016587i,0.042108+0.014952i,0.0072101-0.018189i,-0.094245-0.093854i,-0.20924-0.17811i,-0.26624-0.18605i,-0.21991-0.11057i,-0.11929-0.066389i,-0.055443-0.077199i,-0.024757-0.071445i,0.0061139-0.051335i,0.020355-0.045699i,0.011183-0.038263i,-0.0043065-0.024414i,-0.015112-0.010442i,-0.018434+0.0043591i,-0.017269+0.013494i,-0.021892+0.01097i,-0.028428+0.0012174i,-0.023732-0.0074657i,-0.014373-0.010351i,-0.011021-0.0065942i,-0.010366-0.00069641i
-0.029573-0.0053406i,-0.048691+2.2918e-05i,-0.033796+0.034607i,0.028429+0.11041i,0.12054+0.19579i,0.20498+0.22316i,0.20834+0.19441i,0.14774+0.18819i,0.11201+0.18728i,0.084095+0.13209i,0.032768+0.076136i,0.0058511+0.061298i,0.0087014+0.049051i,0.0080189+0.03233i,0.0087895+0.021864i,0.017805+0.015026i,0.021187+0.013155i,0.011019+0.022253i,-0.0065153+0.037333i,-0.017843+0.039327i,-0.020913+0.024708i,-0.020785+0.0063264i,-0.019856-0.0090827i
0.034405+0.005544i,0.051907+0.011928i,0.033514+0.023908i,-0.026919+0.055971i,-0.094106+0.09797i,-0.1358+0.10126i,-0.12269+0.069198i,-0.084478+0.02398i,-0.068889-0.019036i,-0.059332-0.031995i,-0.033379-0.026178i,-0.0099152-0.024365i,-0.0041994-0.014277i,-0.0002712+0.0070278i,0.0069608+0.019176i,0.011154+0.015131i,0.015591+0.0091261i,0.019715+0.008841i,0.016382+0.010361i,0.0041359+0.0087765i,-0.0062061+0.0066856i,-0.0092205+0.010948i,-0.0078333+0.019134i
-0.025431+0.0008064i,-0.029123+0.00061541i,0.029408-0.0065761i,0.1654-0.059012i,0.2849-0.17796i,0.2715-0.28618i,0.15272-0.30192i,0.085127-0.24746i,0.093518-0.19613i,0.076032-0.14661i,0.038494-0.075897i,0.027769-0.022331i,0.032096-0.0097898i,0.031421-0.01718i,0.023519-0.027093i,0.011507-0.033404i,0.0027098-0.036336i,0.0048333-0.036064i,0.015145-0.027059i,0.020249-0.0080307i,0.013215+0.0089389i,0.00083498+0.012109i,-0.0087131+0.008206i
0.029636+0.0037646i,0.043263-0.0031818i,0.027124-0.02218i,-0.037115-0.036406i,-0.10855+0.0004678i,-0.12314+0.070709i,-0.083467+0.11527i,-0.066736+0.13494i,-0.082355+0.15824i,-0.058872+0.14912i,-0.015907+0.083076i,-0.010374+0.026289i,-0.018831+0.011741i,-0.015706+0.0064372i,-0.014999+0.0034146i,-0.02114+0.0069228i,-0.025223+0.0041093i,-0.030079-0.012497i,-0.037754-0.03145i,-0.034434-0.035873i,-0.017128-0.027195i,0.0020451-0.014785i,0.020569-0.0065534i
-0.034577+0.00070147i,-0.04921-0.001389i,-0.058018-0.026949i,-0.074477-0.096343i,-0.12503-0.18693i,-0.18076-0.18635i,-0.17614-0.092586i,-0.1129-0.034611i,-0.051157-0.048007i,-0.034017-0.060811i,-0.035018-0.03136i,-0.020988-0.00019499i,-0.011113+0.001635i,-0.023017-0.0045798i,-0.031807-0.00056825i,-0.02127+0.010921i,-0.0096659+0.016162i,-0.015235+0.0099632i,-0.026909+0.0017558i,-0.022808-0.00265i,-0.003374-0.0040458i,0.012336-0.0059253i,0.015408-0.0071544i
0.029987-0.0078232i,0.032503-0.0055664i,0.0087393+0.027771i,-0.023857+0.12564i,0.012054+0.24873i,0.13698+0.23873i,0.21146+0.061991i,0.17937-0.083127i,0.14734-0.076833i,0.14227-0.033154i,0.10108-0.028113i,0.044592-0.015074i,0.021007+0.015014i,0.023461+0.03446i,0.033868+0.032353i,0.041814+0.016586i,0.04065+0.0073093i,0.032312+0.013135i,0.017858+0.024858i,0.0025641+0.02417i,-0.0072939+0.0093516i,-0.011224-0.003016i,-0.011796-0.0098078i
-0.021231+0.016222i,-0.025723+0.026097i,-0.015471+0.033273i,0.0093663+0.035873i,0.033153+0.024789i,0.024971+0.017938i,0.023778+0.021006i,0.018446+0.0040928i,-0.038146-0.027883i,-0.082739-0.024266i,-0.061113+0.0080222i,-0.015385+0.019452i,0.010441+0.012627i,0.021129+0.004529i,0.02614-0.004951i,0.026953-0.015114i,0.029676-0.020656i,0.036394-0.020218i,0.043407-0.015211i,0.038858-0.0060888i,0.023447-0.00083036i,0.0079036-0.0029371i,-0.0052672-0.0010942i
0.01632-0.0095351i,0.032209-0.012553i,0.07036-0.0012104i,0.14991-0.0081944i,0.22816-0.072002i,0.20592-0.15566i,0.047601-0.14625i,-0.081977-0.038806i,-0.072285+0.025344i,-0.025707+0.0021936i,-0.015761-0.023034i,-0.015136-0.019726i,-0.0030629-0.017244i,0.0087884-0.023002i,0.0030035-0.02835i,-0.018392-0.026073i,-0.02999-0.018102i,-0.019393-0.019696i,-0.0025516-0.032291i,0.0047961-0.032212i,-0.0004813-0.011862i,-0.011199+0.011931i,-0.016202+0.025387i
-0.023315+0.011626i,-0.024856+0.014307i,-0.026488-0.022904i,-0.05386-0.08384i,-0.10917-0.093976i,-0.13237-0.038367i,-0.036636-0.0032297i,0.091987-0.029606i,0.11254-0.031768i,0.064792+0.01275i,0.026203+0.027681i,0.0011386+0.017839i,-0.020059+0.010862i,-0.037357+0.0065936i,-0.036736+0.01802i,-0.017543+0.035701i,-0.0053584+0.038778i,-0.011587+0.028313i,-0.025962+0.014352i,-0.030026+0.0044954i,-0.020582-0.0016849i,-0.011165-0.005816i,-0.0055796-0.0079452i
0.017379-0.01992i,0.018317-0.033917i,0.0047858-0.041159i,-0.035461-0.059396i,-0.10134-0.083113i,-0.11199-0.042746i,-0.020367+0.046665i,0.090881+0.071092i,0.11384+0.0067424i,0.060096-0.040407i,0.016453-0.029446i,-0.0072106-0.0088589i,-0.024841+0.013763i,-0.023852+0.039663i,-0.013996+0.056229i,-0.0015479+0.06694i,0.012789+0.069046i,0.01012+0.063442i,-0.009698+0.053808i,-0.02211+0.036236i,-0.014179+0.018927i,0.0066865+0.010665i,0.022759+0.0023705i
-0.014154+0.021455i,-0.023616+0.030287i,-0.03891+0.027924i,-0.057262+0.069095i,-0.028023+0.18141i,0.039558+0.23651i,0.039811+0.1507i,-0.040091+0.032738i,-0.070516-0.024625i,-0.036485-0.044199i,-0.021613-0.034281i,-0.014449-0.0063587i,-0.001228+0.0084335i,0.0069123+0.017723i,0.025309+0.01212i,0.045276-0.01705i,0.050565-0.038777i,0.050528-0.033026i,0.047522-0.0073821i,0.033585+0.013559i,0.010748+0.01557i,-0.0077267+0.0089453i,-0.011815+0.0059461i
0.015909-0.017802i,0.019173-0.021371i,0.023063+0.0052273i,0.04234+0.032817i,0.066044-0.0029029i,0.061116-0.066996i,0.03327-0.083367i,0.018375-0.038801i,0.014268+0.02628i,0.014405+0.044796i,0.015139+0.012742i,0.0084143-0.0090045i,0.013981-0.0080254i,0.026854-0.017372i,0.016346-0.026389i,-0.0045143-0.021897i,-0.016174-0.021222i,-0.018549-0.030327i,-0.0090664-0.03844i,0.0018077-0.032305i,0.007611-0.020847i,0.010004-0.019564i,0.0054147-0.020397i
-0.013377+0.022299i,-0.010108+0.034179i,0.02006+0.021878i,0.087352-0.020712i,0.16519-0.081544i,0.18686-0.12186i,0.1428-0.067589i,0.11774+0.026841i,0.10939+0.040315i,0.055985+0.016383i,0.01037+0.02292i,0.0087946+0.01452i,0.0014712-0.015294i,-0.022129-0.030648i,-0.048625-0.035067i,-0.075161-0.026088i,-0.082206-0.0094663i,-0.068536-0.014066i,-0.048302-0.031904i,-0.02477-0.030913i,-0.0087983-0.010493i,-0.0074971+0.013117i,-0.0084767+0.028489i
0.010556-0.018143i,0.017555-0.0289i,0.022286-0.026357i,0.00035143-0.032497i,-0.081301-0.043718i,-0.1789-0.016644i,-0.1986+0.041145i,-0.13678+0.080576i,-0.039385+0.083767i,0.042183+0.050746i,0.051338+0.0016031i,0.019788-0.015699i,-0.0022353-0.014723i,-0.02239-0.011019i,-0.028417+0.01403i,-0.01213+0.044912i,-0.00091639+0.066801i,-0.0073701+0.079879i,-0.022427+0.067593i,-0.029607+0.029766i,-0.025641-0.0065993i,-0.02479-0.024321i,-0.031673-0.024242i
-0.0044098+0.019598i,-0.0025754+0.023571i,0.0032343-0.0058477i,-0.001637-0.047668i,-0.019118-0.057637i,-0.02111-0.0555i,-0.013949-0.098508i,-0.046014-0.15646i,-0.097531-0.14639i,-0.088177-0.079642i,-0.033158-0.030716i,-0.0081585-0.0096767i,-0.0069682+0.01198i,3.0507e-05+0.02593i,0.0081587+0.029727i,0.022151+0.032452i,0.042442+0.025659i,0.060351+0.013241i,0.061133+0.0089372i,0.039577+0.0087782i,0.021918+0.0079944i,0.023723+0.0047139i,0.029135-0.002285i
0.0039519-0.016184i,0.0039755-0.025408i,-0.0029067-0.0090886i,-0.003974+0.041767i,0.031513+0.11939i,0.11055+0.18859i,0.18554+0.18389i,0.21542+0.12874i,0.19984+0.061006i,0.12788-0.019855i,0.039451-0.060721i,-0.0024489-0.04457i,-0.0072842-0.01681i,0.0070852+0.0017161i,0.03236-0.010904i,0.034007-0.048712i,0.016864-0.064123i,0.013238-0.048664i,0.02137-0.023435i,0.01747-0.0014476i,0.0005945+0.007349i,-0.01015+0.0054166i,-0.013437+0.0029171i
-0.010389+0.025066i,-0.011956+0.034793i,-0.010153+0.026335i,0.0026197-0.0018235i,0.014337-0.044123i,-0.02761-0.075394i,-0.14166-0.042545i,-0.23847+0.036286i,-0.23139+0.093122i,-0.15075+0.097286i,-0.073057+0.070609i,-0.01704+0.040263i,0.018601+0.012109i,0.023665-0.012285i,0.0089183-0.027966i,-0.0067002-0.038304i,-0.025616-0.052604i,-0.049269-0.065722i,-0.05333-0.061651i,-0.025641-0.039764i,0.0030743-0.015972i,0.015886-0.0042209i,0.026287-0.0080342i
-0.006382-0.019967i,-0.0064813-0.0179i,-0.0062355+0.0051006i,0.008315+0.017028i,0.033255-0.034433i,0.040883-0.1176i,0.032879-0.17858i,0.026737-0.21674i,0.024243-0.19516i,0.025506-0.1075i,0.024731-0.034238i,0.0087092-0.0096552i,-0.00090643-0.0003621i,0.0043634-0.0013553i,-0.014216-0.0030693i,-0.051514+0.024417i,-0.066576+0.070956i,-0.059209+0.10209i,-0.043734+0.094536i,-0.025796+0.057844i,-0.014943+0.030191i,-0.011494+0.027998i,-0.0098212+0.033001i
0.0021344+0.017835i,0.0074682+0.027312i,0.017071+0.026163i,0.013263+0.026398i,-0.026818+0.057055i,-0.060212+0.11226i,-0.0036087+0.17935i,0.11171+0.23066i,0.15672+0.21833i,0.12519+0.15929i,0.091907+0.094473i,0.067636+0.036954i,0.029531-0.0020131i,-0.011939+5.2166e-05i,-0.016795+0.030128i,0.016565+0.040342i,0.045569+0.020255i,0.048058+0.0021514i,0.029709-0.00010232i,0.0078034-0.0016877i,-0.0062824-0.010484i,-0.013724-0.016024i,-0.015721-0.017033i
0.0011906-0.010819i,0.0059873-0.014354i,0.021446-0.010862i,0.040468-0.0099876i,0.047636-0.023861i,0.0084816-0.053553i,-0.061535-0.068172i,-0.10378-0.062798i,-0.090063-0.083719i,-0.058563-0.11939i,-0.044612-0.10981i,-0.026488-0.059303i,-0.0084315-0.027552i,-0.0084519-0.022151i,-0.0043573-0.0085935i,0.019943+0.012447i,0.053151+0.016198i,0.076432-0.0036699i,0.07423-0.024256i,0.046652-0.021974i,0.017258-0.010729i,0.0037975-0.0065184i,-0.0028356+0.0034244i
-0.0057644+0.019343i,-0.0017822+0.019789i,0.014555+0.0033532i,0.054922-0.025033i,0.11798-0.04034i,0.17875-0.062041i,0.16219-0.14578i,0.066817-0.23274i,-0.01157-0.20782i,-0.02255-0.098467i,0.0013385-0.01647i,0.011525+0.0099064i,0.012122+0.02625i,0.025939+0.032641i,0.033721-0.0040841i,0.0088459-0.068079i,-0.039732-0.1146i,-0.07347-0.12855i,-0.068723-0.10582i,-0.037053-0.059139i,-0.0061262-0.027904i,-0.00085608-0.023172i,-0.0098167-0.018898i
-0.0093889-0.018056i,-0.016821-0.022324i,-0.033488-0.024535i,-0.067516-0.033913i,-0.099872-0.044908i,-0.084754-0.048034i,-0.0097959-0.028729i,0.050374+0.0019352i,0.024711+0.022136i,-0.03614+0.030865i,-0.059066+0.02651i,-0.050353+0.021745i,-0.035833+0.019909i,-0.032792+0.0027888i,-0.046554-0.015209i,-0.059179-0.0040965i,-0.062401+0.033399i,-0.064262+0.071045i,-0.05554+0.078781i,-0.029334+0.053312i,-0.0028216+0.026126i,0.013841+0.014327i,0.022552+0.0048457i
0.0060435+0.012887i,0.0028146+0.017108i,-0.0082231+0.019374i,-0.008893+0.022402i,0.015114+0.012339i,0.034104+0.0063311i,-0.001701+0.051407i,-0.044536+0.13544i,0.00068836+0.16818i,0.082706+0.097977i,0.098506+0.020605i,0.081005+0.0029969i,0.0784-0.0051714i,0.069284-0.024135i,0.038337-0.030717i,0.0026784-0.01426i,-0.010158+0.01458i,-0.0026352+0.039099i,0.0049583+0.050285i,0.0063205+0.036133i,-0.00017421+0.010529i,-0.0059266+0.0055878i,-0.00049329+0.012165i
-0.0052679-0.013011i,-0.0091924-0.0081899i,-0.0068634+0.022163i,-0.0014119+0.086249i,0.0068019+0.16492i,0.025741+0.17068i,0.037477+0.030454i,0.032409-0.15059i,0.028491-0.201i,0.025102-0.11806i,0.010226-0.026173i,-0.0095304+0.017348i,-0.016934+0.032016i,-0.0057984+0.039976i,0.020578+0.05007i,0.054619+0.0523i,0.085468+0.044672i,0.10371+0.038543i,0.090566+0.02668i,0.043158+0.013794i,0.0057721+0.019699i,0.0033547+0.024546i,0.0017934+0.010659i
0.007772+0.01627i,0.016866+0.019324i,0.035054+0.01578i,0.072724-0.010504i,0.10648-0.068312i,0.10865-0.10585i,0.13109-0.052434i,0.19513+0.026452i,0.18009+0.021607i,0.070881-0.0061711i,0.0074263-0.0096803i,0.00019915-0.038808i,-0.017183-0.062598i,-0.018049-0.043786i,0.010554-0.024784i,0.029165-0.039464i,0.016196-0.087353i,-0.024532-0.13876i,-0.0538-0.13805i,-0.041812-0.08185i,-0.014632-0.032354i,-0.0059402-0.016184i,-0.0056356-0.00577i
-0.0084485-0.01832i,-0.0085053-0.021782i,0.0034797-0.030854i,0.023054-0.053825i,0.034578-0.067577i,0.026661-0.023049i,-0.027116+0.064454i,-0.11953+0.12666i,-0.15135+0.11459i,-0.097029+0.039588i,-0.039989-0.010533i,-0.0078818-5.9522e-05i,0.014187+0.018473i,0.019495+0.018305i,0.016455+0.016499i,0.011268+0.023005i,-0.00085453+0.039397i,-0.016663+0.054313i,-0.027157+0.055958i,-0.017201+0.050117i,0.0086666+0.035003i,0.017305+0.01429i,0.0055414+0.0047755i
0.016238+0.012853i,0.019862+0.0063516i,0.0065615-0.015282i,-0.047863-0.040172i,-0.14707-0.031427i,-0.2059+0.0061832i,-0.13808-0.0097426i,-0.020144-0.088885i,0.043834-0.11351i,0.054092-0.065315i,0.026311-0.025032i,-0.01861+0.009603i,-0.032886+0.05365i,-0.023134+0.076454i,-0.020142+0.066443i,-0.022252+0.045482i,-0.026515+0.039098i,-0.025046+0.051625i,-0.0047479+0.053252i,0.017049+0.020634i,0.0070521-0.013855i,-0.013371-0.015714i,-0.010127-0.011612i
-0.011723-0.010028i,-0.018657-0.013917i,-0.029143-0.016776i,-0.035571-0.0093029i,0.0048165+0.0077766i,0.093257+0.0021398i,0.17031-0.044003i,0.18116-0.082811i,0.11119-0.067313i,0.01391-0.027638i,-0.040267-0.000832i,-0.030316+0.01493i,-0.010884+0.012129i,-0.029079+0.00057271i,-0.055292+0.0069999i,-0.038662+0.030995i,0.022189+0.042885i,0.090245+0.029119i,0.11224+0.005655i,0.066593-0.0059836i,0.01147+0.007468i,0.00072709+0.025318i,0.010853+0.02404i
0.020491+0.010109i,0.022202+0.013114i,0.024315+0.017787i,0.049258+0.043026i,0.10976+0.090909i,0.14757+0.15234i,0.10825+0.20879i,0.057313+0.22123i,0.069282+0.16255i,0.10287+0.078058i,0.10315+0.041915i,0.089347+0.029355i,0.076184-0.001336i,0.055546-0.030344i,0.022842-0.049938i,-0.018025-0.065168i,-0.050594-0.082434i,-0.070416-0.11243i,-0.084154-0.12384i,-0.081012-0.085882i,-0.05736-0.035064i,-0.036334-0.01152i,-0.029764+0.00017621i
-0.019273-0.0015161i,-0.021362+0.0023154i,-0.0096645+0.0045642i,0.0098368-0.027788i,-0.00041173-0.11876i,-0.078562-0.22773i,-0.20022-0.24573i,-0.24978-0.14367i,-0.17322-0.022324i,-0.055249+0.048506i,0.0090679+0.055764i,-0.0017866+0.032355i,-0.037575+0.0083708i,-0.061679-0.017196i,-0.066946-0.019842i,-0.062063-0.0010911i,-0.084789+0.0085637i,-0.13815+0.020714i,-0.15536+0.049391i,-0.095067+0.066163i,-0.014967+0.042791i,0.016866+0.003895i,0.015279-0.0070001i
0.016909+0.011431i,0.030117+0.015062i,0.049173+0.015494i,0.073832-0.0025162i,0.087327-0.041123i,0.10942-0.078399i,0.17564-0.096704i,0.21843-0.12618i,0.13639-0.15898i,0.00057012-0.1392i,-0.052755-0.10715i,-0.052704-0.11028i,-0.050157-0.10987i,-0.016894-0.098329i,0.012218-0.093829i,-0.004377-0.07483i,-0.030916-0.029546i,-0.04119+0.025403i,-0.027182+0.064291i,0.0086608+0.056987i,0.025052+0.013781i,0.006538-0.010844i,-0.011478-0.0071787i
-0.022002-0.0049495i,-0.019615-0.0039111i,-0.0058717-0.0033075i,0.00033121+0.010575i,-0.030485+0.079951i,-0.080208+0.21155i,-0.089013+0.30317i,-0.058335+0.29186i,-0.018897+0.20861i,8.3152e-05+0.087168i,-0.010426+0.013589i,0.0058546+0.03101i,0.054941+0.074893i,0.09005+0.10097i,0.12239+0.096107i,0.1612+0.057163i,0.19396+0.031898i,0.22798+0.041338i,0.22746+0.03941i,0.14773+0.014455i,0.051011+0.0074872i,0.016513+0.016439i,0.016568-0.0015067i
0.022083+0.0087334i,0.032396+0.0048302i,0.04805-0.004722i,0.068005-0.017125i,0.079125-0.036069i,0.048158-0.074871i,-0.043135-0.1173i,-0.1244-0.10245i,-0.093288-0.033158i,0.0024175+0.0050151i,0.030777+0.0021516i,-0.00039113+0.0072201i,-0.010098+0.020967i,0.0044921+0.026131i,0.010205+0.019043i,0.0077604+0.00080411i,0.020173-0.042396i,0.037953-0.11651i,0.023718-0.16629i,-0.01864-0.13143i,-0.039314-0.045018i,-0.018603+0.016823i,0.010856+0.029969i
-0.025332+0.00094373i,-0.031563+0.00051252i,-0.034292-0.0089385i,-0.018725-0.028271i,0.052567-0.04882i,0.14721-0.082449i,0.20273-0.13976i,0.21524-0.2197i,0.18296-0.2593i,0.12331-0.20419i,0.080858-0.11689i,0.065203-0.056531i,0.062929-0.015654i,0.065718+0.015453i,0.064288+0.017645i,0.053874-0.01943i,0.029631-0.072946i,-0.0053243-0.11031i,-0.043205-0.10023i,-0.058462-0.046704i,-0.037666-0.0038823i,-0.020262+0.0023098i,-0.017359+0.015463i
0.016274+0.0027761i,0.017581+0.0079334i,0.0080208+0.02525i,-0.016973+0.051897i,-0.067486+0.075661i,-0.11358+0.12063i,-0.076116+0.18928i,0.032413+0.21221i,0.084075+0.15232i,0.050534+0.079328i,0.021672+0.048805i,0.010626+0.026881i,-0.041657+0.0016217i,-0.12701+0.0072348i,-0.16975+0.05924i,-0.14665+0.13122i,-0.12334+0.18788i,-0.13761+0.22602i,-0.13238+0.22432i,-0.06766+0.15095i,-0.0028585+0.048873i,0.01186-0.0097685i,0.008014-0.014749i
-0.01926+0.0014891i,-0.025383+0.0091133i,-0.022763+0.017809i,-0.019834+0.026545i,-0.017261+0.019561i,-0.028372-0.045003i,-0.10598-0.10941i,-0.24328-0.05048i,-0.29412+0.078772i,-0.20714+0.13828i,-0.10352+0.11052i,-0.053382+0.067541i,-0.027238+0.020159i,-0.03129-0.05203i,-0.07271-0.087053i,-0.10658-0.054286i,-0.11024-0.001609i,-0.089371+0.038956i,-0.042467+0.052454i,0.0011004+0.032215i,0.00064834+0.0090145i,-0.024806+0.011048i,-0.042858+0.017797i
0.018854+0.00078468i,0.031054+0.0085012i,0.060547+0.031905i,0.13158+0.059221i,0.23723+0.060063i,0.32406+0.01431i,0.32917-0.080285i,0.25848-0.1773i,0.17066-0.17484i,0.10696-0.089154i,0.071812-0.033474i,0.05143-0.025944i,0.041123-0.022275i,0.045851-0.013719i,0.058403-0.020033i,0.073015-0.033245i,0.099859-0.031368i,0.13308-0.028549i,0.12913-0.040193i,0.079861-0.042617i,0.034116-0.028311i,0.014705-0.031133i,-0.0044181-0.05378i
-0.027634-0.0044237i,-0.027418-0.0023203i,-0.012973-0.016196i,-0.0033432-0.047829i,-0.035727-0.071083i,-0.096498-0.039139i,-0.063802+0.024459i,0.089784+0.019705i,0.1838-0.053777i,0.12823-0.091122i,0.035189-0.046506i,-0.0015171+0.022703i,0.017033+0.058889i,0.059333+0.044887i,0.077827+0.0032388i,0.054405-0.026749i,0.0082032-0.055067i,-0.048385-0.094631i,-0.090007-0.10452i,-0.086963-0.057293i,-0.049284+0.0040206i,-0.013627+0.033417i,0.0085268+0.033652i
0.024803-0.0099196i,0.031179-0.010122i,0.031696-0.0098974i,0.017593-0.026511i,-0.030309-0.068596i,-0.082923-0.097063i,-0.11958-0.041908i,-0.1427+0.081034i,-0.11186+0.13654i,-0.035357+0.089577i,0.011375+0.032417i,0.010393+0.0076655i,-0.00081708+0.0032034i,0.011001+0.0047204i,0.038438-0.017861i,0.044838-0.066333i,0.03731-0.11447i,0.034711-0.14537i,0.023464-0.12582i,0.0096713-0.068507i,0.0037773-0.040536i,-0.0059105-0.037015i,-0.0018257-0.015496i
-0.020468+0.0039187i,-0.029189+0.0023286i,-0.035935-0.0064953i,-0.035079+0.034888i,0.025102+0.17819i,0.1402+0.29636i,0.18846+0.20419i,0.1107-0.0050445i,0.021316-0.076164i,0.032039-0.0096829i,0.064852+0.019449i,0.029678+0.012458i,-0.0074411+0.034876i,0.0060254+0.056437i,0.040019+0.056831i,0.071833+0.048437i,0.088697+0.046636i,0.095085+0.069847i,0.090147+0.087011i,0.054324+0.066122i,0.013968+0.04899i,0.013806+0.053059i,0.027488+0.046888i
