0.0018385-0.00030666i,0.0010809-0.0017392i,0.00070999-0.0027689i,-0.00058606-0.0024059i,-0.0016518-0.00085546i,-0.0016093+0.00020609i,-0.00085315+0.00016752i,0.00049648+0.00048767i,0.00053067+9.1818e-05i,-0.00014251-0.00025145i,-7.3719e-05+9.215e-05i,5.097e-05-0.00043178i,-9.9332e-05-0.0012641i,0.00020752-0.00063014i,0.00043968-0.00012813i,-0.00023665-0.00026635i,-0.00061043-0.00076882i,-0.0004226-0.00063913i,-0.00052829+0.0003027i,-0.00057696+0.00059437i,-0.00011266-6.5317e-05i,0.00033823+0.00028974i,0.00034738+0.00075033i
-0.00020916+0.0010508i,-0.0010727+0.001095i,-0.0010687+0.00030581i,-0.00048836-0.00073563i,-0.00035676-0.0017016i,-6.534e-05-0.0024789i,7.7133e-05-0.0020594i,-0.00026892-0.00083741i,-0.00010401-0.00015058i,1.0906e-05+2.6873e-05i,-0.00015263-0.0001486i,8.736e-05-0.00059341i,0.0001597-0.00081403i,0.00018316-0.00049718i,8.0278e-05+0.00017005i,-0.00011908-0.00041114i,-0.00015375-0.0012624i,0.00019459-0.00034649i,0.000327+0.00016231i,-1.8948e-05-0.0010241i,0.0004795-0.0013341i,0.00073361-0.00017391i,0.00016578+0.00062959i
0.0010582-0.0003932i,0.00034096-0.00032658i,-0.00038966-8.7367e-05i,-0.00059656-0.0006548i,-0.0003066-0.0012422i,-0.00020384-0.00063475i,-0.00057998+0.00022481i,-0.0012207-0.00023515i,-0.0010184-0.00062841i,-0.00025015-0.0011479i,9.8209e-05-0.0011995i,0.00040725-0.00053146i,0.00072181-0.00032631i,0.00048146-0.00033779i,0.0001363-0.00048031i,0.00032418-0.00080797i,0.00038544-0.00094435i,-0.00025449-0.00061298i,-0.00014909+0.00048495i,0.00055143+0.0010753i,0.00069073+0.0013897i,-0.00018193+0.0009295i,-0.00036132-0.00017281i
-0.00052109-0.0020407i,-0.00047706-0.001753i,-0.0011111-0.0019888i,-0.0013697-0.0017552i,-0.0018982-0.0010648i,-0.0018185-0.0010035i,-0.0018159-0.001711i,-0.002199-0.0024114i,-0.0015672-0.0029868i,-0.00073692-0.0021571i,-0.00050433-0.00032259i,0.00016865+0.00049204i,1.9265e-05+0.00074338i,-0.00065959+0.00073717i,0.00015133+0.00028433i,0.00043202-0.00054855i,-0.00023045-0.00090304i,-0.00018405-0.00094751i,-0.00026416-0.00057328i,-0.00056855+0.00023981i,-0.00060153+0.00072448i,0.00038502+0.00059011i,0.0011565+0.00073668i
-0.0014963+0.0010623i,-0.00035264+0.0013494i,-0.0001752+0.00020359i,-0.00082182-0.00070737i,-0.0015634-0.00042352i,-0.0018015+0.00032696i,-0.002053-0.00031517i,-0.0014302-0.0016714i,-0.0011025-0.0022228i,-0.0014554-0.0015466i,-0.00047884-0.00051622i,0.00064974-0.0013357i,0.001032-0.0014777i,0.00077377-0.00044654i,0.00027807-4.9289e-06i,0.00024649+0.00038092i,0.0003919+0.00064888i,0.00029892+0.00090836i,-3.5086e-05+0.00095157i,-5.1283e-06+0.00040539i,0.00015222+2.8666e-05i,-0.00036135+0.00015777i,-0.00015631+0.00031306i
-0.00077836-0.00092817i,-0.00048357-0.0013894i,-0.00079611-0.0020588i,-0.0017554-0.0021253i,-0.0018944-0.001756i,-0.0013481-0.0015985i,-0.0013385-0.00093374i,-0.0016281-0.00080817i,-0.0013523-0.001619i,-0.00088989-0.0011956i,-0.00085606-0.00012343i,-7.407e-05-0.00017408i,0.00050207-0.00076094i,0.00019231-0.00035233i,0.0005553+0.00010813i,0.00096793+0.00038983i,0.00055923+0.00016489i,0.00051311+0.00037388i,0.001142+0.00068944i,0.0010906+0.00081349i,0.00021457+0.00057422i,-0.00043311+0.00076979i,-0.00058349+0.00093102i
0.00022944-0.0011272i,-0.00022038-0.0011025i,0.00031437-0.0016576i,-0.0001459-0.0012903i,-0.0014429-0.00051736i,-0.0017946-0.00086861i,-0.001664-0.0020772i,-0.0016889-0.0025351i,-0.0018087-0.0022094i,-0.001152-0.001553i,-0.00027864-0.00080376i,4.269e-05+0.00047052i,0.00018893+0.00076508i,0.00010069+0.00033252i,-9.5649e-05+0.00013933i,1.9923e-05+4.2302e-05i,-0.00029792+0.00015132i,-7.1172e-05+1.5817e-05i,0.0005917-0.00048112i,0.00056742+0.00010322i,0.00027349+0.0014814i,8.4943e-05+0.00094919i,0.00051831+0.00034777i
-0.0025945-0.00067787i,-0.0025233-0.00060108i,-0.0031905+0.00021558i,-0.0023095+0.00049791i,-0.0016568+0.00058783i,-0.0013808+0.00077865i,-0.0012004-0.00059795i,-0.00098669-0.0020805i,-0.0010035-0.0017383i,-0.0011951-0.00024822i,-0.00028281+0.00052313i,0.00087177+5.2825e-05i,0.0010278-0.0010553i,0.0007004-0.00075893i,0.0005358+0.00010781i,-2.539e-06-0.00014276i,-0.0012227-3.3036e-05i,-0.0013056+0.00078413i,-0.0010106+0.00076943i,7.5707e-06+0.00045237i,0.0010554+0.00050298i,0.00062053+0.00034563i,0.00033606+0.00012917i
0.00074694+0.001426i,0.0012007+0.00069568i,0.00056659-0.00014159i,-0.00042601-0.001278i,-0.0011907-0.0014798i,-0.00080853-0.0011217i,0.0002553-0.00093104i,-0.00055992-0.0011198i,-0.0012186-0.0016562i,-0.0012187-0.001147i,-0.0008387-0.000252i,0.00016676-0.0002636i,0.0010712-0.0007032i,0.00092476-0.00021534i,0.00013862+0.00010021i,0.00036124-0.00024811i,0.0011497+0.00015243i,0.0011474+0.00061878i,0.00052472+0.00078656i,0.00076298+0.00050024i,0.00041285+0.00043631i,-0.00064932+0.00038745i,-0.00043314+5.9448e-05i
-0.0032216-0.00015197i,-0.0021161-0.00011225i,-0.001448+0.0011024i,-0.0011081+0.0013972i,-0.0010213+0.00041517i,-0.00099973-0.00049606i,-0.0015845-0.00074366i,-0.0023364-0.00068389i,-0.002055-0.00072877i,-0.0011523-0.0008763i,-0.00011561-0.00093204i,0.00073766-0.00049636i,0.0013691-0.00047834i,0.0011664-0.00088771i,0.00057406-0.0008297i,0.00070654-0.00041562i,0.00021868-7.3478e-05i,-0.00043892+2.8946e-05i,-5.9724e-07-0.00025556i,-0.00034137+9.4849e-05i,-0.0010908+0.00076131i,-0.00011511+0.0011142i,0.00064594+0.0011132i
0.00034013+0.0012472i,-0.00024859+0.00073459i,-0.00082409+0.00039734i,-0.00055473+0.00010316i,-0.00088808-0.00016705i,-0.0010582-0.00068444i,-0.0012189-0.0013045i,-0.0012457-0.0016602i,-0.00098969-0.0015869i,-0.00022412-0.00076641i,0.00091262-0.00010432i,0.0010906+0.00036435i,0.0010789+0.00075193i,0.00038717+0.00031903i,-0.00017405-0.00078546i,3.7537e-05-0.0014119i,4.2542e-05-0.0014809i,-0.00025447-0.00050756i,0.00022389+0.0008801i,0.00068089+0.00035034i,0.00036123-0.00018268i,0.00032722+0.00042047i,0.0003347-6.7214e-05i
-0.002232+0.001422i,-0.0019273+0.0020907i,-0.00088246+0.0025712i,0.00019049+0.0020108i,0.00024492-5.0585e-05i,0.000145-0.00097527i,0.00040724-0.00043726i,0.00029155-0.00090416i,-0.00044463-0.0010052i,-0.00084988-0.00026607i,-0.00046476-0.00035478i,9.5473e-05-0.00085474i,0.001032-0.0010358i,0.0010776-0.00033254i,-3.7112e-05+0.00024861i,-0.00065209-0.00018839i,-0.00032431-4.9163e-05i,0.00014338+0.00045006i,0.00036443+0.00079252i,0.00062374+0.000896i,0.00039909+0.00018969i,0.00023063-0.00050928i,3.1761e-05-0.00037146i
0.0022365+0.00047796i,0.0020266-0.00069347i,0.0017254-0.0012323i,0.00068234-0.0024777i,-0.00052932-0.0019337i,-0.0016125-0.0010766i,-0.0021434-0.0011768i,-0.0026649-0.0011632i,-0.0022282-0.0010508i,-0.0012178-0.00072818i,-0.00056295-0.00016675i,0.00042137-0.00040713i,0.00039845-0.00023251i,-0.00060941+0.00038537i,-0.0010264-0.00028281i,-0.00077155-0.00080102i,-3.453e-06+0.00032371i,0.0010048+0.0012501i,0.0013518+0.00097476i,0.00078434+0.00054102i,0.00031519+5.5535e-05i,0.0001819-0.00019996i,0.00023827-0.00044841i
-0.0010507+0.00068842i,-0.0011824+0.00075165i,-0.0014434+0.00070915i,-0.0012709+0.00026436i,-0.00097564-0.00046667i,-0.00016576-0.0011698i,0.00010134-0.0018649i,-0.00080099-0.001771i,-0.0010363-0.00078777i,-0.00057972+4.185e-05i,0.00041686-0.0003943i,0.0014848-0.00072912i,0.0010265-0.00080508i,0.00063116-0.0010058i,0.00031378-0.0012472i,-0.00018118-0.0010888i,-0.00032728-0.00094273i,-3.6971e-05-0.00085334i,0.00063565-0.00060119i,0.00027738+3.8966e-05i,-0.00094006+0.0002825i,-0.00083474+0.0001501i,-1.8652e-05+0.00070554i
-0.0022297-0.0013883i,-0.0012197-0.00071009i,-5.1803e-06+0.00046381i,-0.00020555+0.0009233i,-0.00058411+0.00060281i,-0.00083018+0.00015064i,-0.001324+0.00036601i,-0.0015882-0.00010551i,-0.0016988-0.0004874i,-0.0019204-0.00057946i,-0.0015595-0.00014053i,-0.00045447+0.00041423i,0.00062248-0.00025025i,0.0009252-0.00036947i,0.0013601+6.0514e-05i,0.00073374-0.00060513i,-0.00031087-0.0010791i,-0.0006816-0.00051916i,-0.00010371-0.00034318i,0.00010679-0.00014627i,-0.00014932-8.8498e-06i,9.1961e-05-7.9693e-05i,-4.1398e-05+0.00018562i
-0.00018305-0.0009907i,-0.00097166-0.001619i,-0.0020395-0.0014329i,-0.0021447-0.0013808i,-0.0013872-0.0023792i,-0.0019983-0.0023012i,-0.0027906-0.0014372i,-0.0025942-0.0013355i,-0.0013884-0.0019064i,-0.0004206-0.0022341i,0.00031631-0.0021755i,0.00046383-0.0010788i,0.00079976+0.00016571i,0.0011269+0.00044202i,0.0011527+0.00031786i,0.00077427-8.266e-05i,-0.00039459-6.2873e-06i,-0.00059989+0.00092486i,-0.00018946+0.00092337i,-0.00029667+0.00025836i,-3.8867e-05+0.00023483i,-0.00015705+0.00085811i,0.0001643+0.00078827i
-0.0021248+0.0007621i,-0.001584+0.00012509i,-0.00045437+0.00026037i,-0.00078337+0.00060547i,-0.0011167-0.00034012i,8.9938e-05-0.0010284i,-0.00024779-0.00098345i,-0.001259-0.0012525i,-0.0012538-0.00096559i,-0.00091865-0.00068368i,-1.3997e-05-0.00049119i,0.00083177-9.5195e-05i,0.00092526+8.8551e-05i,0.0010868-0.00039067i,0.0015367-0.00079092i,0.0017643-0.00026447i,0.0016838+0.00018419i,0.00011543+0.00050319i,-0.00066261+0.00070725i,-9.069e-05+0.0012215i,0.00011046+0.0012487i,0.00024469+0.00099408i,0.00028453+0.00076496i
0.00030005+0.0011695i,5.1058e-05+0.00084394i,-0.00012336+0.0016071i,-0.00031794+0.0013097i,-0.00054519-0.00018683i,-0.00034918-0.00068882i,-7.7187e-05-0.00083542i,-0.00068288-0.0006408i,-0.00060881-0.00042823i,3.2731e-05-0.00051258i,0.0002729-0.0002745i,0.00055967-8.2112e-05i,0.00023295+0.00018275i,0.00062092-0.00059749i,0.00082225-0.00098784i,0.0003324-0.00041193i,0.00024472-0.00029007i,0.00046342-1.4138e-05i,0.00066189+0.00038046i,0.00018934+0.00012939i,4.2936e-06-0.00039781i,-7.3857e-06-0.00097427i,5.4291e-05-0.00095151i
0.0011609-0.0012188i,0.00070808-0.0017585i,0.00084131-0.0020265i,0.00074385-0.0018161i,-0.00023198-0.00178i,-0.00055149-0.0014464i,-0.00063147-0.0012756i,-0.00098258-0.0013496i,-0.00074567-0.0013581i,-1.4406e-05-0.0008955i,0.00019216+0.0003176i,-5.2753e-06+0.00019998i,0.00027806-0.00068413i,0.00054751-0.00034133i,0.00070513-0.00033285i,0.00040003-0.00071761i,0.00029528-0.00071072i,-3.7255e-05-0.0002087i,-7.7358e-05-0.00021943i,-0.000237+0.00015847i,-0.00067351+0.00057478i,7.6626e-05+0.00080298i,0.0002796+0.00083539i
-0.0013053+5.886e-05i,-0.00023149-0.00054008i,-0.000777+7.7047e-06i,-0.0013544+0.0008521i,-0.0014921+2.0786e-05i,-0.001832-0.0016758i,-0.00056983-0.0020092i,-9.787e-05-0.0019407i,-0.0013784-0.0018389i,-0.0014867-0.0010557i,-0.00094678-0.00019691i,-0.00023863-0.0006202i,0.00040758-0.0010812i,0.00030535-0.00096604i,0.00027037-0.00083252i,-0.00025508-0.00021944i,-0.00039777+6.2116e-05i,-0.00037681-0.00033542i,-0.00079492-0.00013671i,-0.00075379+0.00088066i,-0.00074272+0.00087629i,-0.0004113+0.00020537i,-7.7444e-05+0.00014784i
-0.0011029+0.00031489i,-0.00011065+0.00017881i,-0.00090499+0.0003246i,-0.001022-0.00023056i,-0.00047864+0.0004011i,-0.00093694+0.0017481i,-0.0011766+0.0014963i,-0.001315-7.3903e-06i,-0.0013784-0.00053234i,-0.0009105-0.00057752i,-0.00041582-0.00072171i,0.00037328-0.00055568i,0.0011421-0.00048497i,0.0010079-0.00065589i,0.00016327-0.0010084i,-0.00021435-0.0015149i,-0.00048975-0.0011789i,-0.00089005-7.267e-05i,-0.00084979+8.3487e-05i,-0.00050547-0.00069469i,-0.0004875-0.00055195i,-0.00063502+0.00029794i,7.3675e-05+0.00051645i
-0.00052882+0.0024261i,0.00063366+0.0024204i,0.0018806+0.0028303i,0.0015641+0.001552i,3.797e-05-0.00068086i,-0.0012368-0.0012877i,-0.0012212-0.0014336i,-0.00066305-0.0017131i,-0.00063153-0.0014239i,-0.00036593-0.00084002i,-0.00010624-0.00017486i,-0.00028669+0.00054829i,-0.00075025+0.00070945i,-0.00043518+6.8155e-05i,9.582e-05-0.0005288i,1.137e-05-0.00060516i,0.00031859-0.00051591i,0.00010871-0.00032937i,0.00015383-0.00013894i,0.00044437-4.9561e-06i,0.00057479-0.0004781i,0.0012061-0.00060295i,0.00085156+0.00014052i
-0.0012342+0.0012347i,-0.0013679+0.0010489i,-0.0010502+0.0025133i,-0.00018067+0.0014381i,-0.00025764-0.00017461i,-0.0012823-0.0017912i,-0.00172-0.0029673i,-0.0015115-0.002703i,-0.0017696-0.0020512i,-0.0011631-0.00081375i,-0.00059597-0.00016723i,6.1483e-05-0.00048451i,0.00075964-0.00055791i,0.00030413-0.001025i,-7.3272e-05-0.0013319i,7.8938e-05-0.0012246i,-2.1063e-05-0.001105i,5.3164e-05-0.00074889i,-0.00015632+0.00034228i,-1.555e-05+0.0012353i,-0.00037163+0.0015233i,-0.00034424+0.0016546i,0.00020163+0.0009374i
-0.0010427-0.00067944i,-0.0009359+6.9028e-06i,-0.00063789+0.0002745i,-0.00027886-0.00030681i,0.00059262-0.00087209i,0.00088994-0.00044011i,-0.00021336-0.00082164i,-0.00076426-0.0020003i,-0.0006186-0.0021236i,0.00014219-0.0010742i,0.0013526+0.00032381i,0.0015938+0.00072459i,0.0013045-0.00013489i,0.00093406+1.0194e-05i,0.00092306+0.00013936i,0.0010713-0.00047285i,0.0010199-0.00033017i,0.00040675-0.00033511i,-7.2774e-06-0.00038319i,-2.6703e-05+0.00043233i,-1.5749e-07+0.00064229i,0.00036895+0.00010142i,0.0008252-0.0001442i
-0.001992+0.00094252i,-0.0021826+0.00088141i,-0.00086838+0.0013962i,-0.00082581+0.0016037i,-0.0014923+0.0011944i,-0.0013354+5.9253e-05i,-0.0004781-0.00043239i,-0.00019701-0.00075278i,-0.00035029-0.0011152i,-0.00023141-0.0010064i,-5.1091e-05-0.00047638i,0.00016255-0.00056299i,0.0002892-0.00072708i,-6.6906e-05-0.00016172i,-0.00026133-0.00094427i,0.00055982-0.0014304i,0.00055003-0.00049289i,-0.00019105-6.7915e-05i,0.00011955+0.00023632i,0.0008251+0.00099386i,0.00062387+0.0013934i,0.00014656+0.00089341i,-6.948e-05+0.0011338i
0.0045702+0.0020267i,0.0036089+0.0035233i,0.0007548+0.00046937i,0.00094819-0.0015813i,0.00061146-0.0026262i,-0.00063127-0.0028345i,-0.0013509-0.0023117i,-0.0013455-0.0013587i,-0.00047803-0.0012175i,0.00010936-0.0020792i,-0.00049899-0.001964i,-0.00059308-0.0011511i,-0.00017475-0.00034677i,0.00037751-0.00029288i,-1.6152e-05-0.00015591i,-0.00099064-0.00059653i,-0.0011082-0.00056509i,-0.00072317+0.00076598i,7.3588e-05+0.001472i,5.5106e-05+0.00090445i,-0.00049705-0.00051963i,-1.1479e-05-0.00092935i,0.00014398+0.00040508i
0.0015196+0.00082823i,0.0015428+0.0013786i,-0.00038644-0.00034781i,-0.0013507-0.0013261i,0.00016266-0.0017908i,0.0005683-0.0013806i,-0.0005472-0.00077658i,-0.0011965-0.0014434i,-0.0019084-0.0018017i,-0.0025501-0.00097109i,-0.0017107-0.00074437i,0.00024118-0.00099743i,0.00088153-0.00081837i,0.00022753-0.000898i,-0.00054599-0.00083902i,-0.00061009-0.0005093i,-0.00020668-0.00063337i,0.00044744-0.00021622i,1.3298e-05+0.00077586i,-0.00062029+0.0010334i,-3.208e-05+0.00065436i,0.00031975-3.4362e-05i,0.00011265-0.00049718i
0.0013496-0.00040675i,0.0012726-0.0011148i,0.0015928-0.0018792i,0.00090306-0.0014984i,-1.272e-05-0.0011792i,-0.00065614-0.0011488i,-0.0011756-0.00091978i,-0.0011226-0.0010255i,-0.00057193-0.00073744i,0.00016692-0.00092526i,0.0004752-0.0015258i,7.0874e-05-0.00099789i,0.00014512-0.00040939i,0.00030643+0.00026797i,0.00014495+0.0007476i,0.0006425+0.00019467i,0.0010781+4.5547e-05i,0.00055395+9.1127e-05i,-0.00013108-0.00010999i,-0.00023021-0.00012404i,-0.00020813-0.00027363i,2.5441e-05-0.00020682i,2.742e-05+0.0002623i
0.001132-0.00043732i,0.0010646+0.00026968i,-2.6405e-05-0.00070144i,-0.00089209-0.0020626i,-0.0005991-0.0020912i,-0.0010168-0.0016789i,-0.0019067-0.0015456i,-0.0016478-0.0014538i,-0.00065346-0.0015118i,-0.00041842-0.0012732i,-0.00073321-0.0005186i,-0.00031493-0.00021056i,0.00042088-0.00031974i,0.00076835-0.00063243i,0.00038861-0.00086695i,-0.00035143-0.00072676i,5.7707e-05-0.00032998i,1.0032e-05+3.2814e-05i,0.0001408+0.00074328i,0.00083811+0.00062798i,0.00068965-0.00037451i,0.0010228-0.00058427i,0.0014118-0.00077175i
0.00050871-0.0008846i,0.0018804-0.0012276i,0.0010794-0.0018268i,-0.00078558-0.0017286i,-0.0014462-0.0010721i,-0.0016912-0.0011021i,-0.0014572-0.0017592i,-0.00038994-0.0015481i,-3.3887e-05-0.0014494i,-0.00066441-0.0011628i,-0.00028968-0.00052155i,0.00050178-0.00063614i,-0.00046236-0.00050094i,-0.0013045+7.9259e-05i,-0.00083574+0.00054532i,-3.0975e-06+0.00061195i,0.00024156+0.00018834i,-0.0001723-0.00053933i,-0.00021012-0.00023847i,0.00091389+0.00042718i,0.0018073+0.0012402i,0.00063279+0.0010678i,-0.00067821-0.00024347i
-0.00066105-0.00094336i,-0.00073686-0.00048539i,-0.0016228+0.00078583i,-0.0019685+0.00091137i,-0.0014972+8.3179e-05i,-0.00079629-0.00049187i,-0.0011543-0.00075421i,-0.0014123-0.0012539i,-0.001254-0.001251i,-0.0007471-7.3699e-06i,-0.00075253+0.0010055i,-0.00043623+0.00054887i,0.00068578+0.00020291i,0.00068143+0.00048591i,0.00031789+0.00039845i,0.00061291+5.8457e-05i,0.00026365-0.0002244i,-0.00078515+8.608e-05i,-0.00074815-4.8675e-06i,-0.00071155+0.00059829i,-0.00016296+0.0013626i,0.00056523+0.00043344i,0.00024233-0.00017324i
-0.00037268+0.00013701i,-0.00017723-0.00077456i,-0.00060278-0.00058856i,-0.0015169-0.00038773i,-0.0019258-0.00036381i,-0.0011748-0.00032084i,-0.00036375-0.00058945i,-0.0012323-0.0008224i,-0.0014519-0.001303i,-0.00077073-0.0011209i,-0.00027285-0.00051179i,0.0003105-0.00089691i,0.00085315-0.00085509i,0.0009778-0.00022292i,0.00042104+0.00022476i,4.8338e-06+3.8477e-05i,-0.00047359+0.00012961i,-0.00056468+0.00045179i,-0.0001273+0.00079913i,0.00038908+0.00084304i,0.00084736+0.00042277i,0.0008349+0.00049214i,0.00058943+0.00023225i
-0.00094068+0.00062969i,-0.00089734+0.00067789i,1.8817e-05+0.0012982i,-0.00035065+0.00014077i,-0.00097036-0.0008766i,-0.0017964-0.0004116i,-0.0022965-0.00042921i,-0.0017883-0.0016738i,-0.0016991-0.0029429i,-0.0015124-0.0024273i,-6.5247e-05-0.00092779i,0.00088573-0.00041907i,0.0010642-0.00044022i,0.0012278-0.00048493i,0.00066504-0.00015725i,-7.0828e-05+0.00015896i,-0.0010293+0.00011495i,-0.0012197+5.5378e-05i,-0.00084789+0.00069385i,-0.00072258+0.0013925i,-0.00059234+0.0013389i,7.5047e-05+0.00034851i,0.0002956+0.00074171i
0.00034141-0.00060614i,8.0164e-05-0.00028314i,0.00049594-0.00031707i,3.9413e-05-0.00066164i,8.7359e-05-0.0009069i,0.00042801-0.00148i,0.00011743-0.0019182i,-0.00029032-0.0010552i,-0.00031127-0.00086118i,-0.00055135-0.0012601i,-0.00069687-0.0011262i,0.00037748-0.00077464i,0.00084975-0.00038476i,0.00024893-0.00040376i,-0.00020986+8.8071e-05i,-0.00042714+0.00056457i,-0.00028966+6.9183e-05i,-0.00056397-0.00046824i,-0.00075094-6.8692e-05i,-0.00058883+0.0005195i,-0.00027969+0.00090977i,0.00031322+0.00050842i,0.00052989-4.2429e-06i
-0.0035625+0.00015325i,-0.0025711+0.001162i,-0.0013187+0.0011972i,7.6271e-05+0.0014475i,0.00023113+0.00093443i,0.00030623-0.0001926i,0.00045952-0.00044524i,0.00065156-0.00037649i,0.00023054-0.00033133i,-9.2028e-05+0.00022207i,0.00091116+0.00087519i,0.0015936+0.00066495i,0.00093603-0.0007992i,0.0002773-0.0017108i,0.00011658-0.0011854i,0.00035581-0.00066561i,0.00080159-0.00016735i,7.6313e-05+0.00021782i,-0.00090478+0.00058702i,-0.00029059+0.0011618i,0.0007129+0.00091293i,0.0010483+0.00037022i,0.0011214-0.00018136i
0.0026425+0.00026988i,0.0023441-0.0003473i,0.0017729-0.001452i,0.00036315-0.0031464i,-0.001931-0.003735i,-0.0033709-0.0027078i,-0.0024574-0.0015587i,-0.0013612-0.0013045i,-0.00036039-0.0019533i,5.4136e-05-0.0022223i,-0.00031429-0.001481i,-3.8666e-05-0.00056311i,-4.5315e-05-0.00039234i,-6.9514e-05-0.00052529i,0.00046026-0.00032208i,0.0005291-8.8764e-05i,1.8507e-05-9.5852e-05i,-0.00016743-0.00024854i,0.00021634-8.0421e-05i,0.00015401+0.00016061i,6.3625e-06+0.0002884i,0.00045427+0.00095257i,0.00018557+0.0010062i
-3.3299e-06-0.00056385i,-0.00025449-0.00045892i,-0.00053476+0.00043447i,0.00017895+8.0466e-05i,0.0001598-0.00086497i,-0.00046215-0.0018235i,-0.00051676-0.0020675i,-0.00084053-0.0019244i,-0.00087166-0.002039i,-0.0007131-0.0010437i,-0.00066833+5.918e-05i,-0.00013541+4.9178e-05i,0.00063113-0.00017479i,0.00047324-0.00048293i,0.00061681-0.00021246i,0.0011077-0.00020891i,0.0010945-0.00065684i,0.00045379-0.00053667i,9.4848e-05+2.6289e-05i,-0.00018053+0.00077246i,-0.0007657+0.00056574i,-0.00022576+9.4854e-05i,0.00097936+0.00018719i
-0.00053907-0.00027121i,-0.00041969+0.00014002i,-0.0010378-0.00016129i,-0.0013067-0.001249i,-0.00060839-0.0019771i,0.00010615-0.0011693i,-8.3852e-05-0.00037729i,-0.0010649-0.00062486i,-0.00085456-0.00096217i,-0.00037333-0.00065843i,-0.00060145-2.4122e-05i,-8.3303e-05+0.00089701i,0.00020659+0.0010793i,0.0004497+0.0002431i,0.00040639+0.00015337i,0.00052195+0.00035746i,0.00031657+0.00065391i,0.00012832+0.00068665i,-0.00041154+0.00012231i,-0.00071987+0.0001294i,-0.00065262+0.00072325i,-0.00035913+0.00090602i,0.00039857+0.00014497i
0.00048216-0.00024268i,0.00053539-0.00063386i,0.00091292-0.0017539i,0.00013872-0.0023769i,-0.00076063-0.0026864i,-0.00071625-0.0021149i,-0.0006188-0.0016166i,-0.0011193-0.0012961i,-0.001011-0.0011126i,0.00033819-0.0013942i,0.00049738-0.00064632i,-0.00011752+0.00019302i,0.00036545-0.00018264i,0.00060418+0.00025086i,-7.6477e-06+0.0011482i,-0.0002542+0.00025265i,0.0005042-0.0010365i,0.00043137-0.00037606i,9.1024e-05+0.00065414i,-0.00021712+0.00084953i,-0.00092889+0.00050786i,-0.00053902+0.00077553i,0.00095976+0.0004407i
-0.00052812-0.0001649i,0.00024387+0.00016198i,-9.4866e-05-0.00031892i,-0.0007346-0.00017125i,-0.00048712-0.00095833i,-0.00034735-0.00096353i,-0.00081752-0.00032665i,-0.0012831-0.00081607i,-0.00096806-0.0013379i,-0.00077182-0.00079404i,-0.00037256-0.00034375i,0.00014495-0.00032622i,0.00032718-0.000538i,0.00053154-0.00086458i,0.00026466-0.00039416i,-0.00049731-0.0004221i,-0.0005569-0.0012118i,-0.00042883-0.0011125i,0.00028977-2.441e-05i,0.00023698+0.00018499i,-0.00010896-0.00069764i,0.0006682+0.0004592i,0.00046975+0.0017065i
-0.0001607+0.0011376i,0.00015636+0.00048009i,-0.00015016-0.00018592i,-0.00033531-0.0014152i,4.3725e-05-0.0012304i,-0.0011082-0.00048544i,-0.0019895-0.00093894i,-0.0014249-0.0012389i,-0.00082438-0.0011599i,-0.00016103-0.001567i,0.00011804-0.0015842i,0.00012079-0.0010959i,5.4693e-05-0.0002621i,0.0004049-0.00041828i,0.00075603-0.00096801i,0.00066981-0.00088886i,8.878e-05-0.00020774i,-0.00050861+8.5085e-05i,-0.00054923+0.00023539i,-0.00057746+0.0008325i,-0.00025484+0.0011186i,0.00073281+0.00018939i,0.0013157-0.00069929i
-0.00011621+0.0015919i,-0.00030252+0.00084853i,0.00028061+0.00035401i,0.00034986-0.00048494i,-9.903e-05-0.0014635i,-0.00072278-0.0017279i,-0.00076709-0.0015093i,-0.00062543-0.0015193i,-0.00090723-0.0015366i,-0.0013837-0.0012208i,-0.00060059-0.00093202i,0.00080105-0.00079008i,0.0012236-5.9446e-05i,0.00044214+0.00018755i,-0.00029508-0.00071984i,-0.00031387-0.0011006i,-0.00048647-0.00069404i,-0.00011817-0.00018145i,-0.00058848+0.00033541i,-0.00099578+0.00023113i,-0.00083161+0.00021292i,-0.00067674+2.5243e-05i,4.0295e-05-0.00074i
-0.0013515+0.0010981i,-0.0011816+0.00093064i,-0.0010275+0.0003495i,-6.3232e-05-0.00064969i,0.00055095-0.0011735i,0.00048171-0.0016245i,-3.8856e-05-0.0016617i,-0.0007406-0.0013559i,-0.0009609-0.0012843i,-0.00062207-0.0012394i,-0.00011357-0.0011417i,0.00013785-0.0005133i,0.00017062-0.0002746i,-0.00043347-0.00061819i,-0.00076813-0.00066159i,-0.00045372-0.00075539i,-0.00042622-0.0001724i,-0.00085033+0.00040918i,-0.00062612+0.00019688i,-0.00015248+0.00041417i,0.00029629+0.00035471i,0.00036699+0.0002681i,0.00049331+0.00060078i
